Gene,frutose_1,frutose_2,frutose_3,seb_1,seb_2,seb_3
Afu3g15160,20,5,10,3,12,1
Afu3g01340,669,563,532,462,443,490
Afu8g06810,114,256,98,45,50,43
Afu4g10880,291,207,180,199,241,146
Afu3g11710,883,681,547,1244,1274,1244
Afu5g06430,300,292,227,594,656,498
Afu2g15200,628,676,504,1032,601,599
Afu3g12070,9,3,7,17,4,16
Afu3g03640,7,6,2,7,1,3
Afu6g02070,1513,1551,1088,1973,1340,1147
Afu2g15810,1175,334,1101,163,49,169
Afu2g09410,33,13,24,24,54,29
Afu2g08040,858,664,969,1489,1636,673
Afu4g11200,4,2,2,6,6,4
Afu3g01070,11,13,2,107,90,128
Afu7g08520,5513,4406,3630,2214,2782,1756
Afu1g09770,952,919,589,1995,2072,1580
Afu4g11700,1133,1111,875,1581,2485,866
Afu4g06480,196,106,137,183,243,143
Afu8g00610,15,31,12,16,12,9
Afu4g09840,421,202,537,391,388,326
Afu1g01930,49,12,28,26,49,30
Afu2g07790,0,0,0,0,1,0
Afu1g17050,25,16,15,18,6,17
Afu8g05190,107,49,105,207,123,109
Afu4g00450,5,6,3,0,0,0
Afu5g07100,816,588,665,832,706,513
Afu3g01260,15,18,13,52,41,45
Afu2g08800,333,271,411,242,262,178
Afu3g14165,1,3,10,11,4,0
Afu2g17040,1,0,2,5,6,3
Afu1g14660,362,317,322,365,407,197
Afu4g07460,600,412,377,355,416,284
Afu2g04610,374,242,367,243,208,184
Afu7g02470,424,387,294,531,498,473
Afu1g13990,1445,1030,748,120,133,129
Afu1tP(AGG)1,204,108,241,119,50,94
Afu1g02150,620,497,417,796,970,658
Afu6g06950,230,142,184,350,343,231
Afu2g14330,4,3,0,22,7,16
Afu4g08630,36,22,28,88,62,71
Afu4g01580,161,83,127,131,171,122
Afu3g05510,183,116,199,195,238,145
Afu8g06090,68,47,32,1,8,1
Afu7g04800,141,231,184,278,253,251
Afu8g05540,265,225,247,304,226,235
Afu2g05450,2272,1664,1430,1150,674,833
Afu2g14000,316,205,299,363,375,241
Afu1g02450,74,62,55,123,122,124
Afu8g00820,5,0,1,18,27,12
Afu5g09590,2,1,3,337,329,138
Afu2g07410,1472,1175,1152,1734,1908,1447
Afu6g11260,4243,3924,2256,4006,5339,5610
Afu4g00590,299,153,248,290,702,195
Afu8g07300,37,27,27,101,95,90
Afu5g08290,1123,583,761,388,395,337
Afu3g02420,0,0,1,0,0,0
Afu8g06480,0,0,0,3,2,1
Afu8g05060,92,67,156,225,206,116
Afu5g14410,229,103,445,446,563,645
Afu1g14160,14,9,6,6,6,1
Afu7g06330,7,1,4,44,170,76
Afu6g13640,283,245,219,492,496,341
Afu3g14990,1134,803,1237,709,940,620
Afu4g10530,242,173,214,362,411,376
Afu3g07810,3339,3208,3566,4088,3988,3387
Afu5g08780,970,524,1072,939,752,693
Afu3tK(CUU)2,0,0,0,1,0,1
Afu6g14010,1,1,19,24,71,23
Afu6g13360,244,176,206,295,343,213
Afu5g09200,1138,882,1027,1095,985,911
Afu8g05900,0,0,2,5,11,3
Afu8g00410,3041,2120,2484,2199,3139,2107
Afu3g01410,93,53,95,146,197,95
Afu6g09830,72,37,118,168,377,119
Afu6g02790,231,152,312,164,126,135
Afu3g12700,757,535,591,1043,772,990
Afu7g04115,121954,145347,67363,45092,27644,48804
Afu6g06430,531,580,306,920,946,1193
Afu4g01300,4,7,8,14,20,4
Afu7g00350,1106,1334,210,453,289,612
Afu5g07040,1228,605,1264,1093,1273,876
Afu5g09410,16,10,34,39,24,25
Afu1g14070,283,234,211,350,384,217
Afu6g04320,152,98,137,117,137,125
Afu1g13450,517,527,527,1166,1485,750
Afu8g00780,1640,1744,784,1559,1007,1208
Afu6g09940,0,0,2,0,0,0
Afu7g00900,0,0,0,0,1,0
Afu2g14920,883,641,804,685,1034,488
Afu7g06950,1,0,0,4,0,1
Afu6g11310,934,1288,562,3226,3453,2073
Afu4g13760,58,46,108,124,558,122
Afu1g16360,0,0,1,0,3,2
Afu6g08300,294,342,174,974,914,639
Afu3g15220,0,0,0,0,3,2
Afu2g03200,147,131,107,258,135,191
Afu1g16550,126,98,84,261,241,247
Afu2g03030,1654,1356,1494,1818,1979,1181
Afu6g06350,2518,1748,2021,1274,1352,1122
Afu2g04790,329,232,333,451,355,283
Afu2g04520,277,220,351,170,208,119
Afu1g15340,801,794,891,551,685,294
Afu6g06690,776,371,791,633,1220,515
Afu4g06380,1075,497,1451,460,557,358
Afu4g04070,5715,3585,5507,2632,3695,1613
Afu3g01510,63,25,77,66,82,51
Afu8g04000,4444,3249,3937,3202,3277,2959
Afu2g10230,49,35,66,1215,379,3954
Afu6g10280,22,37,63,53,40,37
Afu8g06180,81,41,100,86,85,64
Afu2g15940,573,504,412,772,781,622
Afu3g12230,626,169,306,568,416,564
Afu2g02340,218,179,172,224,225,238
Afu1g12820,114,81,112,98,153,74
Afu1g06160,52,56,61,157,110,106
Afu5g10570,5531,4234,4599,2475,2323,2376
Afu2g01360,69,47,42,66,76,61
Afu6g04240,257,142,244,306,228,236
Afu2g02520,778,494,750,923,1312,518
Afu5g00352,2,1,1,3,4,3
Afu3g11640,337,281,199,123,246,92
Afu6g08220,545,317,441,291,382,205
Afu3g09270,22,14,14,10,20,12
Afu1g12680,554,359,575,538,754,299
Afu2g15915,312,321,228,177,106,190
Afu1g09000,152,115,129,173,120,102
Afu2g04680,1040,823,844,1101,856,732
Afu2g04670,1556,844,1586,1183,753,542
Afu2g00350,0,0,1,0,0,0
Afu3g07150,1854,1293,2615,881,1647,735
Afu2g09000,167,87,147,194,237,97
Afu6tD(GUC)7,0,0,0,1,0,0
Afu5g12590,457,159,888,243,71,208
Afu5g06540,711,701,635,677,772,689
Afu8g01320,3,2,5,7,3,5
Afu8g04350,124,92,58,191,167,195
Afu5g13000,424,365,213,419,326,321
Afu6g08930,644,467,526,279,188,232
Afu5g05720,538,301,598,272,287,211
Afu4g14400,1116,819,1039,1243,892,820
Afu4g10290,55,20,48,29,48,48
Afu4g07290,112,59,118,105,88,79
Afu8g06370,27,21,29,28,18,33
Afu2g08630,220,184,182,145,120,136
Afu2g17230,21,23,20,405,524,235
Afu7g06720,4,0,1,1,0,1
Afu3g01580,5679,4452,5830,989,1063,828
Afu7g01980,33,22,91,85,70,68
Afu6g03080,73,38,71,51,44,38
Afu3g11955,131,98,64,35,50,25
Afu2g06090,860,589,752,628,698,433
Afu2g09610,1,0,2,3,4,2
Afu1g14950,395,326,287,323,411,315
Afu1g07720,1655,1441,1350,1504,1778,1430
Afu1g01860,222,155,206,230,152,225
Afu7g03890,640,467,517,517,746,406
Afu5g06914,0,1,0,0,0,0
Afu5g06800,30,17,28,30,34,30
Afu2g12960,480,339,498,430,546,406
Afu7g01290,2758,2485,1245,1796,1314,1495
Afu1g12750,194,173,148,138,147,118
Afu4g11870,195,121,154,102,141,92
Afu2g15980,94,92,45,126,146,148
Afu2g15290,5781,6490,6990,9438,12611,13958
Afu2g09760,193,190,166,236,325,235
Afu2g01240,198,280,203,62,89,76
Afu5g00730,17,211,22,1031,105,994
Afu6g12570,1162,797,1366,1160,926,732
Afu2g00150,1,0,0,1,1,7
Afu6g08840,369,239,484,338,382,204
Afu2g12180,673,499,634,529,797,421
Afu5g08700,1102,799,879,651,870,423
Afu4g10970,490,295,388,504,469,231
Afu2g13090,153,113,217,216,302,158
Afu3g09110,408,198,269,108,109,171
Afu3g11730,377,214,198,306,280,170
Afu2g10430,183,111,108,191,185,145
Afu6g04330,127,156,99,385,444,328
Afu6g01920,14,5,22,6,2,4
Afu1g03030,1064,594,1191,1599,1165,549
Afu6g00320,1,1,0,0,0,1
Afu1g09560,306,177,298,245,277,161
Afu6g05000,32,26,15,96,117,91
Afu7g00880,84,48,55,106,42,76
Afu5g05780,308,230,201,421,250,240
Afu3g01780,5,9,8,107,232,153
Afu1g11360,2,4,5,10,19,9
Afu1g14945,223,170,365,1206,607,790
Afu2g12560,120,120,105,82,100,70
Afu3g09040,167,132,73,215,268,260
Afu7g06500,111,45,157,63,98,26
Afu3g12240,99,56,56,87,119,70
Afu2g11680,414,223,303,202,221,145
Afu2g00130,0,0,0,0,1,0
Afu2g00170,0,3,2,8,8,7
Afu6g07300,269,199,351,462,656,336
Afu2g17930,1,0,0,0,0,0
Afu1g07580,132,117,94,161,194,158
Afu6g14442,12,16,2,358,78,378
Afu2g06180,940,678,682,1293,952,794
Afu7g00790,0,1,3,7,4,7
Afu1g12210,8,4,1,2,0,1
Afu7g04510,91,107,119,109,24,34
Afu6g10120,389,333,89,66,26,119
Afu3g10740,1628,1330,1789,1599,1290,1295
Afu2g00370,332,394,280,152,147,130
Afu4g09650,316,217,294,878,447,450
Afu2g02820,1116,620,852,507,362,383
Afu6g13290,270,253,266,397,377,279
Afu1g05580,804,497,922,420,426,251
Afu2g01680,4,3,2,1,2,2
Afu2g00920,2,1,8,2005,3175,2696
Afu7g00400,45,46,19,60,36,64
Afu8g05800,59,52,77,48,56,41
Afu5g09890,39,15,30,19,23,16
Afu3g03815,2,1,0,3,2,6
Afu1g10790,123,31,79,150,282,101
Afu3g10460,3734,2839,2360,1860,1671,2324
Afu6g00460,0,2,1,1,3,3
Afu8g06974,0,0,0,0,1,2
Afu3g03890,0,0,0,3,2,5
Afu2g12910,1924,1282,989,1166,1041,818
Afu3g07200,0,2,0,2,3,5
Afu3g03900,80,97,125,228,105,208
Afu2g12540,850,560,380,325,231,259
Afu6g03980,17,14,12,69,69,54
Afu5g03150,0,0,1,5,2,2
Afu5g09210,6705,4339,6843,5495,6302,4083
Afu3g14810,1,2,1,1,8,2
Afu1g13750,12486,28026,6442,9960,7179,5407
Afu8g02330,0,1,2,3,5,2
Afu4g05915,578,484,422,951,939,1199
Afu7g01720,136,68,168,250,228,105
Afu3g09810,124,98,81,109,84,105
Afu8g00720,109,97,97,71,55,57
Afu1g03610,10640,15133,2585,2692,336,5191
Afu6g09340,2,5,0,4,2,2
Afu5g04280,341,247,272,388,427,314
Afu4g10910,418,275,409,503,643,298
Afu6g08580,688,673,439,1613,1879,1615
Afu2g05000,398,247,317,230,164,191
Afu4g01450,0,0,1,0,0,1
Afu3g12140,353,398,390,630,931,341
Afu2g16520,4765,4784,4882,1613,1581,969
Afu4g07140,261,211,180,326,370,356
Afu8g00690,0,0,0,1,0,0
Afu6g12700,222,157,183,234,219,203
Afu5g14230,515,610,550,534,915,325
Afu6g02740,167,128,128,426,398,298
Afu5g14420,9,5,12,74,52,62
Afu2g10810,1299,913,1065,909,888,688
Afu5g06260,1083,774,1108,1018,1148,609
Afu5g03420,165,86,130,101,91,86
Afu5g08640,13657,7996,11721,6170,3607,5875
Afu4g06040,74,129,45,153,118,125
Afu2g14090,294,202,128,353,384,371
Afu8g00200,1271,1489,1190,139,290,152
Afu7g02480,753,536,737,593,645,451
Afu4g09230,25,16,17,16,38,14
Afu4g09180,65,37,58,71,57,57
Afu2g15510,1266,639,992,417,617,440
Afu8g02470,87,74,85,319,373,305
Afu4g08570,232,139,226,256,337,159
Afu8g00530,7201,4092,8848,1368,3424,1594
Afu4g03980,268,163,141,250,238,167
Afu2g04590,122,78,225,103,261,84
Afu2g16850,498,316,444,403,635,323
Afu5g04410,338,174,326,408,395,332
Afu1g09810,731,606,723,412,461,384
Afu4g09450,85,51,29,37,73,35
Afu1g14040,172,15,171,7,1,15
Afu3g14800,4,2,4,2,3,2
Afu4g09700,827,814,927,731,957,707
Afu2g16440,0,0,1,0,0,1
Afu8g02750,223,288,77,378,391,528
Afu1tP(CGG)1,0,1,0,0,1,0
Afu8g01750,7,6,7,77,34,43
Afu4g12950,826,396,722,376,392,300
Afu6g05250,563,500,297,926,893,1074
Afu4g10540,2542,2309,1557,1588,1652,1303
Afu4g07150,2536,2420,1453,1073,1236,1439
Afu7g06380,408,217,513,181,225,146
Afu2g03620,1,1,1,0,1,3
Afu8g06260,8,7,14,9,3,2
Afu3g07410,14,18,13,23,27,10
Afu2g02090,49,21,43,33,43,30
Afu7g04870,1197,1078,1422,866,819,645
Afu3g07540,23,12,18,24,41,26
Afu5g11190,4132,5674,933,824,389,730
Afu7g02110,1872,1436,1576,1245,1107,1050
Afu3g00440,282,459,138,360,535,318
Afu4g06400,403,303,377,427,489,310
Afu2g16240,2205,2067,1512,1345,1584,780
Afu6g10250,15,3,23,24,23,8
Afu6g07320,354,291,270,486,411,345
Afu6g10810,51,43,66,577,573,959
Afu3g11600,331,253,245,380,326,394
Afu2g00960,15,9,30,27,54,20
Afu6g13470,21,2,9,4,1,1
Afu2g00900,1,1,0,1,0,3
Afu1g05020,722,638,165,211,116,193
Afu6g11700,0,0,0,1,0,0
Afu6g04900,68,54,45,80,78,89
Afu1g14730,789,608,504,1341,1771,918
Afu2g00780,127,123,151,615,450,733
Afu6g10480,195,143,232,197,182,130
Afu4g04600,425,297,301,724,749,685
Afu1g15950,1353,729,1195,1031,737,620
Afu2g12790,14,25,38,21,5,11
Afu6g03960,636,536,606,562,743,278
Afu1g03352,8,51,8,12,38,11
Afu5g11310,292,251,299,331,291,213
Afu3g06255,288,204,258,251,197,168
Afu6g10970,198,132,97,224,169,186
Afu7g03960,71,53,65,89,105,50
Afu3g08270,155,132,96,218,284,196
Afu5g06490,315,318,219,380,358,394
Afu1g05270,10,8,18,131,254,81
Afu1g15490,2338,2146,970,5012,4481,3664
Afu8g00920,1265,1121,598,1049,593,727
Afu1g15140,2638,3121,1842,5873,4671,5726
Afu3g14130,18,9,8,26,14,9
Afu2g04060,43,51,37,129,130,154
Afu4g06275,102,46,96,95,71,52
Afu8g00230,1091,1141,2218,120,455,127
Afu4g11307,33,17,19,52,48,40
Afu5g01250,1,7,1,0,0,0
Afu2g08860,278,244,162,380,371,436
Afu3g08480,237,173,161,422,239,246
Afu3g06550,772,497,672,611,583,478
Afu2g09190,677,487,707,877,1028,689
Afu1g05650,148,94,126,231,228,174
Afu1g11250,251,257,269,295,219,266
Afu4g07860,748,223,512,141,61,90
Afu3g02740,49,20,20,41,41,34
Afu1g06230,153,218,85,456,436,425
Afu7g04580,1853,1024,2690,1913,1966,1642
Afu2g14910,219,126,187,274,288,295
Afu6g13390,59,63,15,26,14,24
Afu5g07090,663,636,504,684,523,374
Afu4g14070,196,690,59,7,6,9
Afu7g01320,83,49,91,459,498,306
Afu3g10620,685,699,724,785,1171,489
Afu2g16970,710,638,510,879,940,801
Afu3g09570,281,224,114,152,160,201
Afu3g05360,7746,8648,5990,7889,10902,11836
Afu3g14740,20,11,12,21,14,18
Afu3g02200,27,112,31,171,45,359
Afu4g14420,72,75,49,118,112,97
Afu5g06560,184,184,145,312,487,317
Afu1g05740,238,122,204,240,282,134
Afu6g13600,194,151,108,225,243,223
Afu4g14050,1321,1207,695,137,117,137
Afu5g13930,462,341,396,624,802,566
Afu1g01280,1,0,0,0,0,0
Afu1g06690,292,175,244,205,145,185
Afu3g15210,0,0,1,159,257,148
Afu2g12000,74,38,64,89,57,99
Afu5g01240,9,5,59,24,59,18
Afu3g01540,1,0,0,5,9,4
Afu1g11010,136,59,123,239,166,280
Afu3g13420,81,59,55,177,110,100
Afu2g07460,512,412,335,385,338,400
Afu2g00220,534,326,483,575,777,491
Afu6g13490,10520,14104,4506,1060,368,842
Afu1g11160,194,206,139,555,642,448
Afu4g05920,1830,1689,1499,2784,2349,2727
Afu4g08620,220,201,155,484,404,405
Afu1g14890,182,87,182,272,293,201
Afu6g08330,186,120,204,266,321,188
Afu3g12760,1045,267,716,159,32,131
Afu2g05830,178,252,233,346,284,290
Afu8g06770,116,64,106,31,44,28
Afu8g06750,55,28,45,28,6,20
Afu1g02980,2920,2699,1699,1260,1254,1159
Afu6g04760,356,212,320,233,227,184
Afu1g05830,2109,2368,1435,1149,1480,626
Afu5g13460,70,74,97,105,137,80
Afu3g13470,336,206,314,451,419,392
Afu3g08660,2534,2344,1946,2706,3499,2287
Afu2g01110,50,39,54,110,74,85
Afu3g13380,468,401,404,1187,1120,1056
Afu2g09080,156,106,81,150,293,169
Afu7g04910,0,0,1,1,0,0
Afu8g05640,684,493,625,1067,746,519
Afu5g01190,7,1,3,235,723,151
Afu3g03510,0,4,2,4,2,5
Afu6g08100,951,386,1173,1398,1252,794
Afu1g16560,61,43,32,59,13,42
Afu1g14330,5447,5885,3929,1326,2001,735
Afu2g08500,22,16,19,30,38,22
Afu4g09370,60,95,38,115,116,131
Afu5g13530,286,279,264,482,458,471
Afu6g06380,123,128,119,357,402,276
Afu4g14140,0,0,0,0,0,1
Afu2g13420,43,14,33,24,48,43
Afu4g05830,625,592,383,582,628,580
Afu5g14740,39,19,22,3,1,3
Afu2g05710,185,164,178,398,330,214
Afu2g15230,407,183,504,708,1573,852
Afu6g02290,21,31,12,23,27,10
Afu1g17280,129,96,146,192,211,206
Afu1g01520,2,5,6,2,2,2
Afu3g10910,1228,490,1571,753,672,451
Afu7g00590,4,0,1,4,7,2
Afu5g00590,1363,1356,1683,721,286,587
Afu2g00320,788,803,165,366,42,732
Afu1g07630,845,939,616,2217,1712,2850
Afu6g07870,1198,1083,1353,1262,1620,667
Afu5g02040,930,746,2689,2586,3796,1864
Afu3g06360,563,505,403,711,500,496
Afu1g01340,48,17,56,53,53,29
Afu1g09820,311,237,277,240,274,145
Afu8g06210,59,30,37,64,62,59
Afu3g06830,626,545,335,749,842,797
Afu2g15000,218,129,231,277,123,178
Afu8g01580,129,102,147,51,75,26
Afu3g08240,358,272,323,378,306,230
Afu6g13570,12,5,34,29,16,45
Afu2g14040,595,267,512,247,95,248
Afu1g11400,42,65,35,99,110,104
Afu1g07030,35,16,25,15,3,14
Afu3g07510,461,509,342,461,187,234
Afu6g08370,95,57,89,93,110,61
Afu5g09820,183,113,133,230,167,231
Afu1g17270,55,33,26,75,39,35
Afu1g07610,392,267,477,403,350,327
Afu4g11530,2609,2039,2301,1772,2033,1328
Afu2g09230,87,66,37,178,148,139
Afu8g05300,826,588,912,726,593,565
Afu8g04910,50,49,45,122,146,113
Afu4g12190,208,142,162,244,285,190
Afu4g10340,6572,3857,6123,5874,5982,4506
Afu1g12410,50,53,51,15,26,16
Afu3g14550,150,105,114,151,131,110
Afu4g13450,88,75,45,193,159,186
Afu4g10700,159,119,197,275,162,211
Afu4g13630,4936,3930,2405,4450,1822,2607
Afu4g13990,336,162,89,143,105,152
Afu3g01150,2326,1365,2261,236,125,231
Afu1g09590,3396,1818,2806,1614,479,1076
Afu6g06620,498,334,342,678,477,354
Afu5g07265,413,233,408,288,399,250
Afu6g11660,8,5,5,6,10,6
Afu8g06820,14,7,4,15,15,9
Afu1g00150,392,277,265,190,220,126
Afu7g08500,88,150,19,14,14,5
Afu8g06970,2,2,4,0,1,0
Afu3g06710,1516,1760,1329,1513,1202,1119
Afu4g08290,113,85,87,94,104,74
Afu4g08770,631,517,468,638,704,358
Afu2g17300,105,133,112,151,112,213
Afu2g15010,1879,1267,1587,1592,2485,767
Afu2g09320,366,230,237,282,286,186
Afu2g00640,15,13,30,47,184,55
Afu4g14010,417,271,567,319,307,254
Afu5g07000,1669,1413,1216,441,434,344
Afu3g13970,1822,998,1707,832,837,579
Afu1g13010,287,218,171,223,234,199
Afu2g04300,80,43,69,37,48,26
Afu1g04210,814,488,754,579,565,419
Afu7g04190,1159,771,465,1010,778,859
Afu6g06710,180,122,155,96,120,96
Afu4g10580,286,218,279,207,223,207
Afu1g17120,454,539,360,292,530,175
Afu4g04080,1,0,6,3,1,0
Afu2g09530,1456,1571,1008,960,496,715
Afu3g10120,2930,2742,2214,3150,1707,2624
Afu4g12670,356,204,223,313,334,321
Afu2g15620,376,203,605,649,774,432
Afu5g13040,253,204,208,404,414,305
Afu1g12960,1971,1580,1708,1492,1323,1125
Afu6g10820,0,1,0,1,0,0
Afu2g04880,15,10,9,10,21,20
Afu2g17980,0,0,2,1,13,1
Afu4g01410,1,2,0,9,4,5
Afu2g08520,171,145,98,205,232,215
Afu8g04940,418,388,249,747,637,776
Afu4g12490,436,223,378,386,386,282
Afu6g11450,77,45,119,109,129,84
Afu2g08460,200,189,178,391,408,263
Afu1tY(GUA)4,8,3,3,8,9,10
Afu1g06320,672,503,540,858,952,766
Afu5g03180,300,196,285,529,527,422
Afu2g16610,26,27,19,42,37,29
Afu5g03930,211,93,218,182,137,215
Afu3g08810,581,373,484,661,442,534
Afu2g00430,1,1,0,4,27,6
Afu7g06670,410,428,442,436,478,374
Afu5g07170,1821,1202,1316,301,319,300
Afu5g14130,1,0,2,2,0,1
Afu2g14860,38,17,55,67,40,38
Afu7g05590,497,302,319,380,312,544
Afu2g04970,261,222,165,194,222,220
Afu5g03010,823,1390,1102,1067,1996,1021
Afu1g10230,65,93,44,25,26,19
Afu5g06810,180,133,164,204,189,115
Afu5g04070,15,12,5,38,70,47
Afu8g06070,6,7,4,12,12,12
Afu3g09790,433,301,290,395,361,303
Afu1g08960,1923,1241,1977,1808,1732,1582
Afu8g04680,35,21,48,40,40,23
Afu5g14550,106,89,125,100,186,79
Afu4g08860,4,1,2,10,8,12
Afu8g01020,7,1,11,22,33,18
Afu8g04170,562,430,438,608,477,483
Afu5g02400,638,369,711,743,753,477
Afu3g12670,990,626,842,937,911,451
Afu1g01890,183,55,252,52,90,37
Afu1g11530,251,299,308,68,55,63
Afu3g03600,24,20,13,75,62,72
Afu2g03260,307,243,299,290,293,265
Afu5g06670,112,70,101,64,40,44
Afu6g05340,884,619,607,567,771,569
Afu3g07700,144,104,118,388,318,272
Afu8g00170,414,1021,547,37,71,34
Afu3g11620,199,137,152,291,432,247
Afu1g11060,286,193,180,377,263,234
Afu4g08120,132,46,151,33,41,52
Afu5g05990,275,236,218,222,247,164
Afu1g02730,78,70,21,211,114,276
Afu4g14770,813,262,546,130,303,76
Afu5g02010,313,167,222,386,408,284
Afu1g09390,260,204,224,258,290,291
Afu1g15680,151,102,246,80,112,70
Afu5g01245,605,619,315,186,127,153
Afu6tS(GCU)4,0,0,0,0,0,1
Afu5g09100,528,587,544,672,778,444
Afu1g16480,641,476,400,380,337,310
Afu3g11480,185,131,229,54,76,55
Afu6g12980,807,584,773,950,999,565
Afu2g16370,2073,2314,1514,3238,4229,3816
Afu1g07240,719,550,706,702,498,434
Afu1g07350,1287,593,1303,494,229,415
Afu8g05130,6,12,7,7,11,16
Afu5g07950,45,45,49,219,102,152
Afu2g11560,603,493,408,385,429,314
Afu5g10130,0,0,0,1,0,1
Afu1g06450,157,237,131,348,244,136
Afu5g10430,23,7,16,61,117,50
Afu7g05020,135,110,156,157,171,94
Afu3g13320,1130,1154,408,1514,1914,1647
Afu2g03020,83,229,66,14,12,6
Afu3g12360,795,351,969,836,274,442
Afu3g14940,33,10,40,70,93,117
Afu7g06523,21265,15593,18394,9,5212,39
Afu2g11900,1144,1407,1090,2429,1298,1418
Afu1g13840,140,149,161,410,272,294
Afu6g14550,1,0,2,101,177,51
Afu2g09780,174,168,143,106,156,93
Afu2g12380,275,168,184,197,239,126
Afu3g11510,58,49,38,47,73,71
Afu1g16523,2339,2421,1577,4109,4183,5471
Afu6g12870,707,458,481,471,596,393
Afu4g10390,563,327,433,649,557,364
Afu3g04230,724,449,636,799,588,498
Afu6g03560,36,17,28,40,32,29
Afu3g02870,279,159,318,175,168,164
Afu5g03390,1046,902,796,923,834,688
Afu4g03660,78,53,126,492,879,382
Afu5g02110,116,70,74,111,65,65
Afu1g12670,234,172,229,207,208,143
Afu3g13900,791,695,561,1730,1499,1240
Afu7g05810,183,166,65,310,322,289
Afu2g15330,0,0,1,0,0,0
Afu7g00652,8,8,14,17,22,12
Afu8g03870,404,423,342,433,771,350
Afu5g10240,53,33,70,44,57,31
Afu3g01200,609,460,326,1166,1288,917
Afu2g07970,3674,2878,2326,5813,7571,7180
Afu4g08960,3849,2499,455,54,8,25
Afu2g16550,32,24,28,60,75,50
Afu6g12790,1320,1374,1114,1159,1336,1185
Afu2g10140,473,547,232,709,835,609
Afu2g09250,325,338,294,591,480,463
Afu2g09540,697,453,741,640,563,315
Afu6g10220,239,104,204,183,181,138
Afu1g12860,14,7,16,8,13,8
Afu3g06300,1037,660,975,758,881,640
Afu6g10690,524,342,497,431,522,373
Afu3g06540,674,514,212,754,618,596
Afu6g13970,1443,931,829,490,686,427
Afu5g07320,184,109,122,177,164,155
Afu2g07450,315,187,195,311,233,241
Afu5g08610,291,176,206,240,188,192
Afu1g17700,19,19,22,7,7,6
Afu7g04700,178,179,112,319,579,247
Afu2g03630,368,213,262,166,244,156
Afu8g01470,9,4,2,18,14,16
Afu6g08640,110,131,151,428,445,191
Afu4g07790,160,152,189,317,342,164
Afu3g01880,19,12,24,19,21,10
Afu1g10570,159,124,117,129,130,78
Afu2g17280,1,0,1,0,0,0
Afu7g03730,354,367,219,527,416,504
Afu8g06320,7,6,5,28,20,24
Afu4g10510,589,454,535,406,404,368
Afu3g10700,482,374,418,297,341,232
Afu3g05820,4613,2220,5832,4969,6996,3121
Afu7g04250,261,180,194,289,217,242
Afu1g03730,312,144,431,693,977,474
Afu2g01700,1231,1160,1226,1754,997,1340
Afu4g03160,54,62,98,60,80,45
Afu2g17850,95,75,52,41,80,50
Afu8g05805,870,245,1271,178,251,258
Afu2g16660,254,179,193,224,207,172
Afu5g02785,35,11,25,25,22,17
Afu5g01180,469,358,285,531,529,431
Afu6g09920,471,299,547,554,759,336
Afu4g07680,363,282,374,277,305,281
Afu6g08200,1130,1113,1064,2003,1940,1412
Afu1g07330,7,7,4,8,6,0
Afu1g12780,334,258,215,453,400,393
Afu8g00910,518,360,437,485,486,520
Afu3g09150,11,5,18,110,160,74
Afu4g12780,499,319,588,295,262,230
Afu5g10780,2016,1459,1309,1017,1071,841
Afu2g08350,378,379,384,135,105,119
Afu1g11480,4423,3053,3360,2014,1867,2103
Afu6g13590,139,113,109,210,283,251
Afu8g06140,1025,902,672,751,775,508
Afu2g07840,380,172,389,129,147,119
Afu6g14200,864,648,1529,732,488,497
Afu5g02300,717,340,664,469,840,478
Afu1g02255,0,0,0,1,3,2
Afu2g04110,432,247,376,503,441,348
Afu5g13865,1426,1171,1332,1447,1513,1055
Afu2g14060,284,287,242,425,379,428
Afu3g10060,215,124,175,156,159,104
Afu5g11130,122,123,76,82,105,87
Afu3g13300,623,523,707,1048,1319,734
Afu1g00770,1,2,1,1,2,1
Afu1g04520,337,197,282,191,178,144
Afu2g01080,304,202,241,241,125,189
Afu1g13710,1484,1214,811,1992,2324,1693
Afu3g14580,15,12,6,17,21,15
Afu1g14090,978,624,630,823,931,723
Afu2g10870,274,146,162,292,192,251
Afu8g06340,1728,1523,1311,1069,1306,919
Afu3g12610,12,11,6,4,0,1
Afu6g10980,587,391,547,376,415,339
Afu1g13690,554,383,473,585,540,266
Afu4g12070,393,182,326,306,407,191
Afu2g15490,594,521,433,202,311,154
Afu2g08320,76,79,55,185,261,198
Afu6g03990,727,536,648,823,603,366
Afu3g11770,130,91,238,107,269,68
Afu3g08160,3012,3405,1580,6218,6936,6397
Afu7g04600,985,683,838,1038,716,714
Afu3g03920,21,22,20,44,38,28
Afu2g08790,269,167,318,259,252,116
Afu1g11090,361,282,195,345,135,238
Afu2g05660,1,0,0,3,1,0
Afu1g17230,57,33,60,65,85,67
Afu7g05560,56,41,26,33,36,22
Afu2g13550,140,72,97,184,148,174
Afu2g15190,520,397,311,434,213,223
Afu4g11350,1440,1211,821,934,340,839
Afu4g06840,358,205,372,324,387,223
Afu1g06440,207,483,163,370,151,178
Afu6g08480,272,116,205,163,119,112
Afu4g10560,238,77,180,71,32,80
Afu8g02315,16,5,11,65,58,68
Afu7g05170,0,0,0,1,1,0
Afu6g01830,103,63,37,81,94,79
Afu2g14800,1545,736,2116,1077,1525,792
