,Af_0min+O2-A1,Af_15min-O2-A2,Af_30min-O2-A3,Af_15min+O2-A4,Af_0min+O2-B1,Af_15min-O2-B2,Af_30min-O2-B3,Af_15min+O2-B4,Af_0min+O2-C1,Af_15min-O2-C2,Af_30min-O2-C3,Af_15min+O2-C4
CADAFUBG00003113,27,21,41,22,32,46,40,45,17,20,37,10
CADAFUBG00003114,480,566,654,462,870,770,674,1375,356,635,688,232
CADAFUBG00003115,1220,598,1373,581,2195,858,1550,2371,1403,741,1371,835
CADAFUBG00003116,1560,662,1798,884,2550,2427,1747,2582,1017,882,1539,601
CADAFUBG00003117,2320,1096,2586,1790,3778,2384,2726,5295,2012,1184,2425,1555
CADAFUBG00003118,1427,1661,3631,1182,2972,2735,3697,4711,1470,1606,2801,1119
CADAFUBG00003119,11562,3081,3765,5437,20817,4566,7813,18465,10103,4838,10760,5451
CADAFUBG00003120,537,99,537,584,1224,366,584,2062,568,174,617,338
CADAFUBG00003121,2024,367,2435,1760,4269,735,2370,6640,1483,592,2768,881
CADAFUBG00003122,601,204,805,587,1084,377,794,2586,394,247,691,460
CADAFUBG00003123,392,168,389,223,627,388,436,691,325,176,347,149
CADAFUBG00003124,936,450,870,607,1658,1321,931,2179,706,412,792,406
CADAFUBG00003125,33,73,135,73,91,117,167,272,49,80,147,89
CADAFUBG00003126,1816,1377,3253,625,3034,2788,3025,2264,1545,1331,2301,782
CADAFUBG00003127,112,62,114,86,175,277,141,241,80,101,103,50
CADAFUBG00003128,663,832,1378,349,1284,2847,1284,1095,683,1087,1196,329
CADAFUBG00003129,33,52,89,30,57,119,78,115,33,64,70,29
CADAFUBG00003130,1720,847,1363,1244,2771,1665,1757,3741,1226,728,1511,838
CADAFUBG00003131,521,402,845,428,996,952,1038,1517,425,307,665,365
CADAFUBG00003132,3,1,7,2,9,6,4,19,7,4,7,1
CADAFUBG00003133,308,126,373,229,489,261,403,811,228,158,377,201
CADAFUBG00003134,98,32,134,64,165,161,163,320,62,53,137,45
CADAFUBG00003135,782,371,1029,548,1165,905,977,1856,566,439,805,329
CADAFUBG00003136,3784,2076,5012,2226,6314,4011,5165,8669,2815,2873,4834,1803
CADAFUBG00003137,972,988,2376,295,1755,2224,2269,1237,1010,1461,2013,453
CADAFUBG00003138,1188,566,1089,1231,2532,1028,1215,3235,942,813,1305,527
CADAFUBG00003139,476,168,505,285,750,551,504,768,320,257,499,204
CADAFUBG00003140,1193,774,2645,821,2528,1417,2354,3755,943,1074,1896,596
CADAFUBG00003141,47,910,642,33,107,1286,572,131,78,565,504,63
CADAFUBG00003142,427,469,892,254,693,1103,867,818,415,530,678,231
CADAFUBG00003143,525,543,931,325,846,1004,889,1014,569,653,790,302
CADAFUBG00003144,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00003145,1453,538,1911,956,3030,842,1993,3766,1278,809,1727,874
CADAFUBG00003146,185,100,351,149,307,458,354,594,154,135,268,202
CADAFUBG00003147,100,107,361,59,184,426,240,199,409,426,619,315
CADAFUBG00003148,1658,743,2209,890,2834,1188,1975,3776,1357,1018,1937,833
CADAFUBG00003149,1799,1135,2879,970,3108,1926,2515,3321,1467,1456,2040,910
CADAFUBG00003150,38,24,37,43,67,27,49,193,45,23,44,47
CADAFUBG00003151,273,738,1452,164,505,3193,1062,746,280,1212,948,192
CADAFUBG00003152,214,70,195,107,349,262,187,476,165,111,178,103
CADAFUBG00003153,1246,659,1243,909,2235,1516,1357,3024,1126,860,1278,549
CADAFUBG00003154,742,331,840,538,1260,843,921,1740,515,332,789,358
CADAFUBG00003155,2,2,6,1,3,3,2,6,1,3,6,2
CADAFUBG00003156,47,45,121,40,72,83,109,123,47,50,98,26
CADAFUBG00003157,3112,1318,2612,2057,5169,3293,2781,8096,2366,1859,2762,1517
CADAFUBG00003158,560,242,1110,1162,914,586,593,2811,326,223,475,441
CADAFUBG00003159,1253,1276,1824,1323,2079,3346,1807,3249,1082,1365,1530,806
CADAFUBG00003160,4298,1724,5481,2380,6235,2521,4934,7206,2788,2125,5076,1360
CADAFUBG00003161,699,120,462,572,1256,386,529,1844,542,194,594,295
CADAFUBG00003162,149,39,117,156,278,110,95,544,106,54,119,103
CADAFUBG00003163,247,49,239,115,465,114,281,581,155,107,510,168
CADAFUBG00003164,5024,3266,7341,2632,9041,6943,7131,10047,4559,4761,6927,2337
CADAFUBG00003165,3935,1479,2898,2784,6452,3071,3389,9036,3489,2048,3750,2080
CADAFUBG00003166,697,198,536,717,1375,562,641,2358,640,393,749,479
CADAFUBG00003167,1992,140,743,2697,3893,483,986,9228,1694,543,1797,1167
CADAFUBG00003168,434,24,336,402,1269,171,402,1979,310,65,400,177
CADAFUBG00003169,660,204,779,1106,1382,472,751,3760,682,347,802,833
CADAFUBG00003170,369,229,498,210,600,902,496,1031,296,380,426,248
CADAFUBG00003171,1068,608,1127,886,2093,1078,1224,3568,1016,807,1177,608
CADAFUBG00003172,4563,718,3781,3925,8947,1303,3963,14890,3946,1474,4303,2835
CADAFUBG00003173,292,102,214,279,454,222,275,736,240,142,248,176
CADAFUBG00003174,15,7,18,8,16,17,12,30,10,17,13,8
CADAFUBG00003175,3308,1459,2149,1942,5314,5140,2462,7591,2154,2256,2538,1040
CADAFUBG00003176,94,57,143,70,144,164,151,249,71,47,130,60
CADAFUBG00003177,639,113,614,437,1151,208,602,1608,437,193,603,338
CADAFUBG00003178,923,422,756,779,1795,550,740,2645,754,501,741,467
CADAFUBG00003179,673,784,1596,324,1202,984,1525,1220,683,859,1300,318
CADAFUBG00003180,645,131,509,547,1229,391,529,2254,472,218,661,296
CADAFUBG00003181,401,214,504,236,869,393,443,867,215,164,359,144
CADAFUBG00003182,16,6,33,10,35,29,30,57,14,6,16,7
CADAFUBG00003183,534,391,1563,268,1369,1087,1467,1233,622,520,1236,384
CADAFUBG00003184,361,195,642,215,714,668,673,814,277,298,555,120
CADAFUBG00003185,1116,646,1953,728,2404,1718,1954,2006,1285,1390,2040,607
CADAFUBG00003186,4473,3359,7911,3418,9538,3754,7491,12820,5828,6187,8834,2810
CADAFUBG00003187,1917,1290,3125,1204,3131,1359,3131,5187,1561,1642,2889,942
CADAFUBG00003188,750,391,956,490,1221,1084,1025,1748,721,542,895,398
CADAFUBG00003189,613,343,521,518,1046,626,595,2004,468,454,568,311
CADAFUBG00003190,493,205,579,419,1099,365,672,1527,387,258,572,214
CADAFUBG00003191,1658,296,915,1389,3193,941,1150,5259,1261,552,1460,727
CADAFUBG00003192,537,190,460,179,1617,832,581,1585,565,364,719,573
CADAFUBG00003193,110,40,139,95,261,80,115,357,97,64,122,70
CADAFUBG00003194,86,49,124,46,113,88,115,176,67,65,61,41
CADAFUBG00003195,320,619,363,131,528,1655,222,613,220,707,249,173
CADAFUBG00003196,1241,498,1205,735,3416,648,949,2816,1035,600,960,384
CADAFUBG00003197,55,55,66,46,109,100,71,103,122,62,76,79
CADAFUBG00003198,550,52,315,504,1312,196,350,2739,403,123,439,333
CADAFUBG00003199,25030,12927,12102,17530,41204,27033,13415,56596,21726,15651,14865,13006
CADAFUBG00003200,947,569,860,500,1645,1593,819,1543,785,622,783,404
CADAFUBG00003201,154,111,182,79,241,485,134,426,73,113,104,47
CADAFUBG00003202,2828,310,1658,2157,5477,1038,2048,10891,1917,692,2278,1197
CADAFUBG00003203,324,86,345,197,545,308,333,720,231,168,375,129
CADAFUBG00003204,839,503,1023,517,1647,616,1101,2142,645,723,1226,378
CADAFUBG00003205,83,465,466,14,139,667,470,99,84,435,392,23
CADAFUBG00003206,29,147,155,3,39,130,127,23,25,145,181,4
CADAFUBG00003207,51,33,54,41,111,32,85,172,42,32,57,27
CADAFUBG00003208,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00003209,177,119,230,158,445,216,207,720,161,141,231,99
CADAFUBG00003210,383,212,521,105,611,515,444,518,304,264,386,151
CADAFUBG00003211,1215,896,1667,990,2194,2060,1713,3582,1071,994,1359,904
CADAFUBG00003212,1102,429,989,1255,2318,924,1070,4209,1046,634,1067,1030
CADAFUBG00003213,1553,2154,3384,910,2433,4054,3724,3129,1274,1978,3267,577
CADAFUBG00003214,947,1311,1920,204,1609,1924,2108,824,722,1220,1557,278
CADAFUBG00003215,1868,1358,5148,1010,3035,2307,3908,3906,1380,1482,2732,1092
CADAFUBG00003216,361,157,1569,462,735,669,1496,2201,313,295,1197,422
CADAFUBG00003217,4,5,5,6,5,9,12,16,8,1,8,11
CADAFUBG00003218,267,58,269,248,539,269,320,840,219,91,342,139
CADAFUBG00003219,19,6,31,28,75,38,34,93,33,10,35,23
CADAFUBG00003220,4,3,8,5,3,9,8,9,8,3,7,2
CADAFUBG00003221,1,4,12,3,2,14,10,12,3,4,2,0
CADAFUBG00003222,4,2,9,5,8,2,8,14,5,6,3,6
CADAFUBG00003223,837,257,521,756,1351,773,669,2599,602,445,712,442
CADAFUBG00003224,93,46,32,269,127,39,35,596,77,24,50,242
CADAFUBG00003225,515,129,326,485,725,278,400,1508,374,234,485,384
CADAFUBG00003226,58,43,207,76,112,144,193,280,87,67,145,72
CADAFUBG00003227,250,119,312,117,382,184,343,478,233,179,317,127
CADAFUBG00003228,202,58,138,272,329,147,201,788,189,80,184,130
CADAFUBG00003229,732,623,1027,479,1175,2213,910,1454,579,1030,777,436
CADAFUBG00003230,1169,666,1470,793,1827,1762,1548,2801,873,836,1278,651
CADAFUBG00003231,674,267,707,559,1054,732,715,2045,554,452,665,353
CADAFUBG00003232,446,195,494,387,787,559,523,1337,390,303,438,246
CADAFUBG00003233,556,178,435,536,1111,692,528,2051,524,375,531,359
CADAFUBG00003234,300,143,346,255,683,347,371,1075,456,263,456,346
CADAFUBG00003235,494,189,574,158,784,519,592,847,322,187,473,179
CADAFUBG00003236,1800,746,1861,1203,2851,2096,2004,4132,1293,955,1866,739
CADAFUBG00003237,2221,248,1976,1896,5170,691,1671,5957,1939,667,2020,1331
CADAFUBG00003238,591,131,454,509,1572,597,413,1659,492,313,534,235
CADAFUBG00003239,569,613,953,152,1076,999,960,572,373,582,760,152
CADAFUBG00003240,507,123,492,278,933,281,444,1237,430,173,459,221
CADAFUBG00003241,800,359,603,623,1413,793,694,1743,676,551,806,361
CADAFUBG00003242,911,283,725,630,1682,503,851,2344,839,410,970,486
CADAFUBG00003243,586,225,848,450,1282,445,809,1804,465,303,711,270
CADAFUBG00003244,7643,3461,5869,5094,13332,7568,6615,18978,6232,4171,6446,3686
CADAFUBG00003245,33,35,97,26,50,87,92,75,30,26,67,29
CADAFUBG00003246,1121,682,1602,800,2171,1207,1688,2859,821,751,1395,539
CADAFUBG00003247,0,0,0,0,0,0,0,0,0,0,1,0
CADAFUBG00003248,1312,541,1254,856,2388,973,1401,3642,1095,773,1270,631
CADAFUBG00003249,287,111,922,179,410,191,1126,581,237,166,767,126
CADAFUBG00003250,1614,706,2728,1469,3133,1156,2541,5601,1209,866,1952,988
CADAFUBG00003251,16101,6760,7143,11004,29735,24067,9269,33064,15039,9327,9564,7056
CADAFUBG00003252,222,239,335,133,363,623,359,462,175,261,276,128
CADAFUBG00003253,81,67,241,66,200,226,236,224,181,175,520,98
CADAFUBG00003254,382,260,564,199,611,665,659,704,269,257,489,149
CADAFUBG00003255,2543,1291,3614,1374,4261,2706,3759,4498,2914,1819,3619,1507
CADAFUBG00003256,135,474,415,132,289,1773,544,358,160,619,470,121
CADAFUBG00003257,28,22,36,37,84,50,49,95,31,43,43,33
CADAFUBG00003258,526,326,1073,244,949,730,1084,1128,539,384,996,326
CADAFUBG00003259,109,81,262,78,154,162,275,214,108,99,253,73
CADAFUBG00003260,2210,855,2293,1911,4267,2201,2468,6512,1734,1254,2525,866
CADAFUBG00003261,327,147,496,153,679,500,411,603,288,172,391,145
CADAFUBG00003262,1118,751,1934,1146,2081,1512,1789,3440,1012,1069,1637,954
CADAFUBG00003263,47,44,124,56,97,144,110,194,63,77,134,50
CADAFUBG00003264,2020,2050,5384,1643,4003,4830,5900,6970,1891,3454,6422,1147
CADAFUBG00003265,168,60,223,152,348,141,226,704,189,113,228,150
CADAFUBG00003266,1105,64,763,915,2625,154,673,3404,750,176,888,425
CADAFUBG00003267,896,68,439,1047,1989,252,538,2944,815,176,754,515
CADAFUBG00003268,674,321,772,539,1200,1079,956,1602,715,438,862,496
CADAFUBG00003269,1529,676,1710,678,2607,1464,1765,2890,1009,645,1212,485
CADAFUBG00003270,15,18,37,19,24,52,23,48,16,20,32,15
CADAFUBG00003271,522,345,1336,211,938,1085,1275,902,417,303,943,185
CADAFUBG00003272,7849,5885,10194,6032,14082,10264,10710,22533,8242,6909,10874,6285
CADAFUBG00003273,222,107,269,123,479,378,277,502,181,126,209,74
CADAFUBG00003274,1252,422,990,750,2946,896,930,3083,775,538,864,590
CADAFUBG00003275,99,67,137,140,166,100,154,462,83,76,125,104
CADAFUBG00003276,3,1,4,1,4,4,5,10,3,0,1,1
CADAFUBG00003277,2488,1521,3383,1345,3901,2916,3226,5813,1495,1468,2212,883
CADAFUBG00003278,1161,894,1979,638,2156,1873,1744,2760,1027,984,1583,630
CADAFUBG00003279,540,212,435,417,983,480,485,1356,375,269,471,256
CADAFUBG00003280,1726,219,858,1724,3554,461,1060,5860,1374,375,1533,845
CADAFUBG00003281,4,15,28,7,16,40,22,15,1,20,19,9
CADAFUBG00003282,2090,2124,4020,1017,3890,2940,3849,4093,1258,1467,2314,738
CADAFUBG00003283,10,2,24,4,12,22,11,26,5,5,12,5
CADAFUBG00003284,1,2,12,3,1,10,6,7,1,4,2,1
CADAFUBG00003285,82,8,40,42,138,86,46,175,47,52,53,30
CADAFUBG00003286,48,13,39,32,120,63,33,106,36,59,39,40
CADAFUBG00003287,145,78,100,73,240,178,92,218,141,108,145,72
CADAFUBG00003288,0,1,0,0,2,0,0,2,0,0,0,0
CADAFUBG00003289,12,11,11,12,15,17,10,40,8,15,9,14
CADAFUBG00003290,11,70,152,16,22,377,139,55,7,65,102,8
CADAFUBG00003291,129,91,162,221,299,259,144,453,95,98,106,90
CADAFUBG00003292,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00003293,70,78,158,84,139,120,142,280,96,67,130,75
CADAFUBG00003294,270,182,753,200,509,480,643,713,247,284,615,238
CADAFUBG00003295,55,29,103,32,105,118,123,102,70,68,162,80
CADAFUBG00003296,126,47,421,59,176,126,285,190,80,71,205,63
CADAFUBG00003297,30,7,165,40,58,57,75,73,28,15,49,34
CADAFUBG00003298,678,169,708,545,1146,406,627,1619,428,180,503,264
CADAFUBG00003299,0,1,0,0,0,0,0,5,0,0,0,0
CADAFUBG00003300,0,0,2,0,1,1,1,0,0,0,1,0
CADAFUBG00003301,14,5,36,35,25,10,32,91,11,4,28,11
CADAFUBG00003302,1,6,3,4,6,6,3,11,2,3,4,6
CADAFUBG00003303,2,3,5,14,17,13,5,73,6,2,5,9
CADAFUBG00003304,5,0,4,63,37,17,18,191,18,4,13,56
CADAFUBG00003305,33,20,53,17,66,76,66,112,20,23,42,23
CADAFUBG00003306,3,1,5,4,7,5,1,13,0,3,2,20
CADAFUBG00003307,1,0,1,2,0,1,0,2,0,1,2,3
CADAFUBG00003308,7,0,7,9,19,5,6,57,9,5,5,37
CADAFUBG00003309,11,2,3,15,11,8,6,61,6,5,13,27
CADAFUBG00003310,250,34,154,418,529,83,192,1685,182,84,321,275
CADAFUBG00003311,4,3,10,1,4,10,7,11,4,7,13,4
CADAFUBG00003312,0,1,0,0,0,0,0,2,0,0,0,0
CADAFUBG00003313,19,5,28,54,71,16,26,318,15,5,16,114
CADAFUBG00003314,0,16,74,5,6,28,63,25,3,12,30,7
CADAFUBG00003315,79,64,249,80,159,110,270,239,78,66,229,38
CADAFUBG00003316,8,194,714,23,27,1387,738,65,21,446,682,33
CADAFUBG00003317,0,1,0,1,8,0,1,1,1,3,0,0
CADAFUBG00003318,0,0,1,0,2,2,0,0,1,1,0,0
CADAFUBG00003319,1,1,2,1,1,5,0,7,0,3,2,0
CADAFUBG00003320,3,2,2,2,7,8,3,8,3,1,2,5
CADAFUBG00003321,0,0,0,1,2,0,2,2,0,1,2,4
CADAFUBG00003322,5,1,6,3,9,4,5,10,5,6,7,8
CADAFUBG00003323,2,1,4,3,5,2,0,5,0,0,1,1
CADAFUBG00003324,106,40,187,108,186,126,197,424,92,76,205,80
CADAFUBG00003325,882,171,650,1289,1319,439,568,5129,340,251,1024,561
CADAFUBG00003326,14,5,12,55,26,7,4,119,4,4,10,26
CADAFUBG00003327,0,1,0,2,1,2,0,2,0,0,0,0
CADAFUBG00003328,6,3,10,8,11,20,6,20,2,7,0,7
CADAFUBG00003329,864,741,1146,1122,1429,1879,877,4134,485,564,724,699
CADAFUBG00003330,3,0,10,6,4,6,4,21,1,3,3,3
CADAFUBG00003331,0,0,1,2,0,0,0,0,0,0,0,2
CADAFUBG00003332,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00003333,0,0,0,0,0,0,0,2,0,0,0,0
CADAFUBG00003334,0,0,0,0,2,0,0,1,1,0,0,1
CADAFUBG00003335,1,0,0,1,1,1,4,5,2,1,1,0
CADAFUBG00003336,1,1,0,5,5,2,5,28,2,0,3,13
CADAFUBG00003337,1,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00003338,14,6,18,31,14,8,22,85,14,12,15,21
