,RC1_WT_GMM1,RC2_WT_GMM2,RC3_creA_GMM1,RC4_creA_GMM2,RC5_WT_EMM1,RC6_WT_EMM2,RC7_creA_EMM1,RC8_creA_EMM2
CADAFUBG00000445,2744,2740,2903,2743,2473,2226,1671,1796
CADAFUBG00000446,378,345,488,257,926,1038,760,1130
CADAFUBG00000447,215,141,219,98,282,291,245,239
CADAFUBG00000448,301,325,434,152,446,620,543,560
CADAFUBG00000449,522,512,372,189,1295,2445,444,561
CADAFUBG00000450,105,83,102,60,149,151,75,92
CADAFUBG00000451,114,95,68,71,804,629,184,220
CADAFUBG00000452,483,438,55,182,13345,5512,513,775
CADAFUBG00000453,134,91,48,64,1919,1291,1466,3304
CADAFUBG00000454,150,176,188,91,239,171,196,198
CADAFUBG00000455,9382,11448,12491,4310,7309,4179,4165,2101
CADAFUBG00000456,1603,1685,1331,895,2671,2673,1647,1955
CADAFUBG00000457,443,354,470,421,630,448,564,602
CADAFUBG00000458,884,750,1030,827,1207,932,1186,1178
CADAFUBG00000459,1188,1279,1531,1227,1371,934,961,553
CADAFUBG00000460,398,417,388,386,641,405,522,452
CADAFUBG00000461,1305,1206,998,689,2074,2031,1153,1182
CADAFUBG00000462,1338,1182,1504,1111,1657,1629,895,963
CADAFUBG00000463,3448,3504,3924,1994,3324,2670,2339,2685
CADAFUBG00000464,2884,3355,2768,1618,3879,3424,1700,2038
CADAFUBG00000465,114,107,207,246,161,104,37,47
CADAFUBG00000466,55,24,39,71,86,52,41,26
CADAFUBG00000467,2119,1396,1364,1619,1410,1009,605,722
CADAFUBG00000468,55629,55725,68378,24563,18039,12010,6561,6597
CADAFUBG00000469,383,353,421,618,555,349,508,637
CADAFUBG00000470,1871,2222,2595,1101,2156,2898,2848,2862
CADAFUBG00000471,363,380,123,107,417,253,162,171
CADAFUBG00000472,2087,2107,2055,820,2159,2312,1871,2094
CADAFUBG00000473,1338,1561,1884,805,1139,493,750,236
CADAFUBG00000474,814,846,569,642,1157,889,582,654
CADAFUBG00000475,745,598,400,659,2281,1790,1057,1415
CADAFUBG00000476,1858,1537,1907,1672,2142,1731,2265,2310
CADAFUBG00000477,1093,1038,1135,689,1531,1575,884,1099
CADAFUBG00000478,204,197,172,97,337,370,215,199
CADAFUBG00000479,1001,930,328,319,3149,3959,254,191
CADAFUBG00000480,794,795,1112,583,1011,1245,1034,1187
CADAFUBG00000481,2084,1794,1824,831,1813,1967,1257,1535
CADAFUBG00000482,12,26,17,16,30,23,10,14
CADAFUBG00000483,1512,1447,1919,1205,1213,690,1109,575
CADAFUBG00000484,1827,1812,1969,2839,1982,1253,1222,1270
CADAFUBG00000485,668,676,711,479,783,584,652,788
CADAFUBG00000486,2069,1762,1493,1960,2915,2284,1466,1952
CADAFUBG00000487,665,559,335,113,1240,855,221,282
CADAFUBG00000488,893,910,1091,1028,910,764,615,657
CADAFUBG00000489,48684,50610,62294,23303,16200,9899,5805,5274
CADAFUBG00000490,7134,6932,8063,3073,8255,6747,5299,5487
CADAFUBG00000491,8367,7864,7066,11922,6746,3421,2538,2917
CADAFUBG00000492,3709,3603,5014,2169,8147,10834,7555,11720
CADAFUBG00000493,170,224,201,74,248,145,178,163
CADAFUBG00000494,390,422,208,172,382,201,210,214
CADAFUBG00000495,1143,1186,1437,703,1374,1161,1136,1483
CADAFUBG00000496,569,570,743,394,745,889,1210,1359
CADAFUBG00000497,1233,1461,908,770,1272,965,461,332
CADAFUBG00000498,708,735,889,727,829,575,343,524
CADAFUBG00000499,60555,61897,35236,31168,47000,18445,11008,9790
CADAFUBG00000500,340,213,282,166,225,135,166,202
CADAFUBG00000501,1606,1346,1362,730,1737,1895,1254,1473
CADAFUBG00000502,49340,51090,60725,51730,18642,12813,6618,6709
CADAFUBG00000503,1510,1327,1784,972,1085,868,1693,1296
CADAFUBG00000504,3605,3296,3186,3432,5355,4254,3191,3885
CADAFUBG00000505,874,826,908,1407,1301,770,391,335
CADAFUBG00000506,1275,1329,1466,701,2888,3425,3718,3620
CADAFUBG00000507,760,815,912,592,1026,720,485,483
CADAFUBG00000508,2571,2305,3882,2265,2383,2081,3430,2984
CADAFUBG00000509,127,131,127,137,205,222,127,117
CADAFUBG00000510,15,6,23,25,20,11,7,8
CADAFUBG00000511,289,159,265,196,552,470,136,152
CADAFUBG00000512,1380,1327,1259,838,2296,1582,904,1271
CADAFUBG00000513,746,729,649,600,1093,930,529,583
CADAFUBG00000514,2311,2171,3660,2521,2102,1418,2988,3273
CADAFUBG00000515,1728,1761,2045,640,1931,2010,1853,2041
CADAFUBG00000516,1298,1290,1261,1075,1258,913,609,590
CADAFUBG00000517,605,610,520,766,758,623,447,616
CADAFUBG00000518,2801,2745,3133,2102,3631,3470,3413,2754
CADAFUBG00000519,122,120,91,43,69,48,120,48
CADAFUBG00000520,3810,4092,4554,5216,2661,1268,1498,589
CADAFUBG00000521,671,778,721,739,1037,506,510,476
CADAFUBG00000522,796,712,894,1904,2263,2030,826,1058
CADAFUBG00000523,2056,1856,5413,4479,7027,6795,14771,18782
CADAFUBG00000524,0,0,0,0,0,0,0,0
CADAFUBG00000525,0,0,0,0,0,0,0,1
CADAFUBG00000526,1258,1173,1567,2046,1481,1165,1487,1401
CADAFUBG00000527,2023,1584,1730,1237,1776,1376,1740,2015
CADAFUBG00000528,2,0,0,3,0,0,0,1
CADAFUBG00000529,7727,7294,7447,12897,7649,5300,1787,2287
CADAFUBG00000530,796,711,676,559,772,722,793,989
CADAFUBG00000531,653,711,680,596,530,392,634,515
CADAFUBG00000532,1580,1610,1357,485,1333,1900,1869,1847
CADAFUBG00000533,5050,4614,4463,3192,4813,3999,3381,3925
CADAFUBG00000534,4452,4370,4477,3196,5090,3615,3070,3058
CADAFUBG00000535,2497,2006,1744,815,2051,1638,1742,1452
CADAFUBG00000536,876,740,850,729,909,996,910,1226
CADAFUBG00000537,728,866,828,608,1351,1041,1300,1135
CADAFUBG00000538,3674,3794,4495,2658,5185,3900,5808,4985
CADAFUBG00000539,1651,1457,1529,2913,2789,1870,1361,1978
CADAFUBG00000540,165,170,211,99,275,286,138,124
CADAFUBG00000541,1871,2257,1189,500,790,1144,526,466
CADAFUBG00000542,7795,7402,6855,10960,7175,6883,3885,5534
CADAFUBG00000543,580,436,266,683,1725,1417,1320,1235
CADAFUBG00000544,3138,2841,3195,1859,3609,3906,5069,5254
CADAFUBG00000545,1122,1195,1183,1604,952,549,613,426
CADAFUBG00000546,36820,42093,46482,15952,11332,6747,4574,4084
CADAFUBG00000547,2716,2765,2714,1349,3448,3525,2285,2829
CADAFUBG00000548,1818,1866,2362,1528,1972,2139,1185,1278
CADAFUBG00000549,0,0,0,0,1,0,0,0
CADAFUBG00000550,1737,1580,1339,733,2100,1881,1572,1847
CADAFUBG00000551,6849,6879,5009,2044,9949,11129,6348,7978
CADAFUBG00000552,85,86,32,32,24,15,13,18
CADAFUBG00000553,764,690,743,533,560,266,297,147
CADAFUBG00000554,1575,1510,1748,2209,2726,1354,1122,729
CADAFUBG00000555,224,214,181,155,381,298,210,194
CADAFUBG00000556,787,862,975,673,1121,679,508,593
CADAFUBG00000557,5388,5109,4659,2403,7780,6192,5517,7125
CADAFUBG00000558,14202,16672,16404,5555,9339,6038,4465,3397
CADAFUBG00000559,1402,1203,1580,1414,1780,1204,1938,2040
CADAFUBG00000560,1348,1097,915,1014,1405,921,748,869
CADAFUBG00000561,1609,1787,1839,717,1675,1615,993,1104
CADAFUBG00000562,2964,2998,2989,983,5740,9124,6349,7976
CADAFUBG00000563,1144,1296,928,609,2741,3061,2644,2960
CADAFUBG00000564,330,307,283,173,720,709,552,566
CADAFUBG00000565,2020,2083,2040,989,2211,2393,2081,2508
CADAFUBG00000566,1894,2588,890,1330,2540,984,66,40
CADAFUBG00000567,632,659,1433,739,625,662,686,489
CADAFUBG00000568,2082,2179,2941,1756,1928,982,1275,488
CADAFUBG00000569,4554,3900,2727,2351,2440,1580,1446,1495
CADAFUBG00000570,472,425,436,400,517,380,235,219
CADAFUBG00000571,26047,27777,32556,15308,8534,5770,3071,2668
CADAFUBG00000572,240,213,102,103,330,271,209,245
CADAFUBG00000573,194,191,126,74,691,887,523,721
CADAFUBG00000574,522,420,634,589,978,1512,4420,5434
CADAFUBG00000575,637,539,596,377,955,775,669,703
CADAFUBG00000576,73061,73576,100866,43955,108008,102797,119158,112464
CADAFUBG00000577,4193,4566,5040,1604,6076,4274,4642,5521
CADAFUBG00000578,1942,1898,2311,2026,1709,961,773,332
CADAFUBG00000579,1877,1913,1879,1436,2416,2044,1478,1781
CADAFUBG00000580,281,315,352,221,330,199,110,105
CADAFUBG00000581,519,531,486,295,504,344,315,307
CADAFUBG00000582,1423,1237,1060,1089,1586,1311,955,1089
CADAFUBG00000583,926,794,630,474,1429,1137,783,883
CADAFUBG00000584,798,739,622,382,1150,1043,700,800
CADAFUBG00000585,8094,8403,6886,3201,11019,12319,7925,7910
CADAFUBG00000586,21614,24468,27318,16257,5679,3789,2173,2640
CADAFUBG00000587,1068,882,863,395,2225,2583,2958,3194
CADAFUBG00000588,1887,1800,1394,1263,705,453,505,551
CADAFUBG00000589,754,727,673,686,1067,811,679,687
CADAFUBG00000590,477,479,502,392,518,537,352,347
CADAFUBG00000591,1116,1293,867,417,2988,2021,1615,522
CADAFUBG00000592,1975,2223,2555,2021,2044,1434,1093,927
CADAFUBG00000593,375,330,394,385,487,366,410,368
CADAFUBG00000594,1485,1460,1089,457,1856,1661,1332,1523
CADAFUBG00000595,393,384,438,763,622,458,481,609
CADAFUBG00000596,1289,1134,1185,995,2084,1927,1690,1922
CADAFUBG00000597,106,122,113,183,145,83,85,82
CADAFUBG00000598,2,2,0,0,2,1,1,0
CADAFUBG00000599,1,0,0,0,1,0,0,0
CADAFUBG00000600,7068,7272,7014,4865,7072,4747,3671,3720
CADAFUBG00000601,10969,12702,10347,4406,13390,12365,6539,8465
CADAFUBG00000602,46060,49328,57055,27422,14278,8557,5303,5135
CADAFUBG00000603,2911,2929,2359,2126,2928,2175,1578,1802
CADAFUBG00000604,963,903,1121,734,981,1055,924,995
CADAFUBG00000605,970,966,972,1100,1385,858,684,735
CADAFUBG00000606,569,508,578,754,1150,804,528,623
CADAFUBG00000607,145,135,1914,1135,212,197,1792,1441
CADAFUBG00000608,589,533,470,344,1043,916,655,800
CADAFUBG00000609,421,279,400,254,437,469,235,381
CADAFUBG00000610,266,249,335,440,700,523,446,470
CADAFUBG00000611,577,689,699,476,1424,1312,1333,1428
CADAFUBG00000612,3567,2186,2469,2967,711,374,586,596
CADAFUBG00000613,1331,1355,1066,1844,1532,941,786,1046
CADAFUBG00000614,0,0,0,0,0,0,0,0
CADAFUBG00000615,1169,1408,1677,535,1553,1601,1574,1779
CADAFUBG00000616,413,229,561,559,235,189,125,127
CADAFUBG00000617,300,335,326,373,394,431,288,374
CADAFUBG00000618,655,638,696,767,931,849,593,654
CADAFUBG00000619,1969,2064,2106,1532,1432,1300,469,550
CADAFUBG00000620,89,54,68,33,120,99,68,91
CADAFUBG00000621,81198,71002,117144,55684,54400,35950,45127,52962
CADAFUBG00000622,3287,2640,2690,1540,3297,3052,2622,2825
CADAFUBG00000623,1483,1489,1477,741,2159,1880,1841,2393
CADAFUBG00000624,3225,2916,3308,4225,3806,2720,2784,2929
CADAFUBG00000625,2478,2894,3609,1459,2023,2500,2526,2436
CADAFUBG00000626,3595,3026,3170,1077,2554,1717,1805,1957
CADAFUBG00000627,331,220,353,198,151,130,108,101
CADAFUBG00000628,46,46,49,51,39,28,29,30
CADAFUBG00000629,814,761,889,844,1000,874,658,790
CADAFUBG00000630,21,19,17,15,24,32,9,14
CADAFUBG00000631,18,14,8,11,14,8,9,5
CADAFUBG00000632,4418,5089,4721,2473,4699,4095,3176,3433
CADAFUBG00000633,389,361,389,335,989,678,569,501
CADAFUBG00000634,2935,3097,3242,1237,3632,2502,2625,2764
CADAFUBG00000635,3457,3633,3882,1926,5621,6230,5273,6966
CADAFUBG00000636,466,472,591,1013,997,731,647,874
CADAFUBG00000637,1449,1545,2390,1062,2212,2849,5093,6216
CADAFUBG00000638,763,793,776,512,1526,1364,1713,1933
CADAFUBG00000639,1706,1887,1445,636,2447,1919,1278,1526
CADAFUBG00000640,1506,1393,2896,1461,5020,5665,13520,16084
CADAFUBG00000641,57335,62523,75351,32895,21029,12970,7574,7264
CADAFUBG00000642,226,236,138,157,313,260,182,278
CADAFUBG00000643,2777,1756,1923,1260,1136,1218,1002,1212
CADAFUBG00000644,3766,4088,4086,2086,3821,3489,2404,2868
CADAFUBG00000645,769,876,807,455,1139,1212,910,1272
CADAFUBG00000646,1110,1018,892,1126,2021,1544,1578,1883
CADAFUBG00000647,4697,4744,3926,1561,4543,4873,3525,3525
CADAFUBG00000648,1498,1334,1244,662,1464,1470,1312,1509
CADAFUBG00000649,1773,1596,1858,1395,2205,1906,1301,1752
CADAFUBG00000650,2882,2875,3046,1198,3258,3105,3006,3322
CADAFUBG00000651,1597,1620,1676,1865,1559,890,848,1105
CADAFUBG00000652,3246,2660,3146,2529,2623,2432,2383,3288
CADAFUBG00000653,12,12,13,9,7,2,2,5
CADAFUBG00000654,15,11,11,28,19,10,15,18
CADAFUBG00000655,7,12,11,17,12,7,12,12
CADAFUBG00000656,519,423,471,538,383,185,261,289
CADAFUBG00000657,251,236,496,199,252,237,678,647
CADAFUBG00000658,11206,10379,9006,13691,14933,10708,6806,8749
CADAFUBG00000659,4702,5004,4919,3474,4269,2854,2480,2821
CADAFUBG00000660,1968,2149,2429,1809,1606,641,799,296
CADAFUBG00000661,913,906,792,1168,1409,740,542,618
CADAFUBG00000662,4480,4642,4038,3364,4922,3000,3720,3669
CADAFUBG00000663,997,1170,1629,1493,1023,464,667,360
CADAFUBG00000664,1771,1714,2383,2506,1506,782,852,463
CADAFUBG00000665,4255,3630,3509,5165,4093,2787,2518,2661
CADAFUBG00000666,1599,1601,1580,1386,2369,2036,1178,1338
CADAFUBG00000667,492,574,541,388,684,696,568,647
CADAFUBG00000668,362,354,361,226,404,354,340,335
CADAFUBG00000669,1338,1211,1451,2156,1517,969,1106,1034
CADAFUBG00000670,1386,1401,1657,2374,1568,1021,828,586
CADAFUBG00000671,6105,5735,4860,9939,7986,5629,3430,4346
CADAFUBG00000672,3143,3133,3025,2181,4059,3159,1972,2377
CADAFUBG00000673,2528,2103,2566,3583,3462,2367,2004,2726
CADAFUBG00000674,8327,9642,10209,7956,10047,5677,10710,9490
CADAFUBG00000675,66662,64570,74143,113146,23779,12195,7104,6537
CADAFUBG00000676,387,469,3290,3475,108,170,2859,1497
CADAFUBG00000677,285,298,373,364,311,208,135,138
CADAFUBG00000678,1411,1393,1488,979,1762,1197,1176,1230
CADAFUBG00000679,342,348,448,364,487,294,403,378
CADAFUBG00000680,374002,389519,468729,175022,154402,108069,133044,81195
CADAFUBG00000681,3170,2984,3263,2313,6595,8252,6806,8535
CADAFUBG00000682,3213,2830,3259,1394,2684,2325,1667,2166
CADAFUBG00000683,2175,2069,1847,1720,3473,3563,1883,2542
CADAFUBG00000684,957,957,898,830,1274,972,690,927
CADAFUBG00000685,937,793,538,356,2489,1610,1003,932
CADAFUBG00000686,288,224,282,156,590,447,508,436
CADAFUBG00000687,686,698,880,553,1097,796,522,584
CADAFUBG00000688,189,191,123,188,243,178,99,112
CADAFUBG00000689,122,119,55,31,297,226,56,103
CADAFUBG00000690,1430,1335,1391,678,1348,932,823,838
CADAFUBG00000691,562,579,395,699,1049,645,350,445
CADAFUBG00000692,968,878,930,715,1216,948,543,652
CADAFUBG00000693,1517,1556,1607,1248,1504,1472,1893,2131
CADAFUBG00000694,1631,1784,1852,2591,2441,1692,1831,1860
CADAFUBG00000695,227,234,248,141,399,344,248,275
CADAFUBG00000696,235,183,279,332,219,154,218,195
CADAFUBG00000697,37,78,41,9,83,132,121,128
CADAFUBG00000698,3139,3191,3716,3933,2447,1804,1840,1839
CADAFUBG00000699,52826,44723,32859,52224,63956,60913,24502,31426
CADAFUBG00000700,1851,1317,353,1050,932,589,152,183
CADAFUBG00000701,2763,2985,3286,1844,2155,993,1004,426
CADAFUBG00000702,4852,4625,4853,1869,6231,5533,3752,4852
CADAFUBG00000703,9429,8666,10201,5577,10107,7336,7507,7699
CADAFUBG00000704,2141,2111,1891,1540,2577,1492,1321,1531
CADAFUBG00000705,62,58,54,57,47,31,29,38
CADAFUBG00000706,111,74,101,94,224,154,150,169
CADAFUBG00000707,60,48,46,77,82,57,40,61
CADAFUBG00000708,4265,4086,3465,2241,4833,3526,3139,4379
CADAFUBG00000709,46,60,826,465,359,292,3895,5403
CADAFUBG00000710,4194,4542,3715,1610,6494,6015,3742,5139
CADAFUBG00000711,1118,1099,1052,1295,1433,1191,692,958
CADAFUBG00000712,4630,4565,3299,2175,5323,4736,3211,3447
CADAFUBG00000713,11199,12190,11481,9602,9829,5840,4204,3896
CADAFUBG00000714,1019,933,936,734,923,1005,765,862
CADAFUBG00000715,195,152,136,153,105,51,65,30
CADAFUBG00000716,192,134,185,245,287,248,292,332
CADAFUBG00000717,492,460,408,236,1030,833,542,582
CADAFUBG00000718,37290,34925,42357,54168,16100,9770,5705,5750
CADAFUBG00000719,14667,10024,10232,4024,7424,8411,8605,11057
CADAFUBG00000720,8048,9693,8993,3679,6511,4591,3401,2262
CADAFUBG00000721,89,80,75,51,115,101,101,81
CADAFUBG00000722,9537,10527,9846,5841,12271,14350,13185,15606
CADAFUBG00000723,2753,2505,1991,1689,3010,2649,1626,2322
CADAFUBG00000724,58125,69396,74638,48651,20392,11013,7101,6831
CADAFUBG00000725,272,278,550,445,365,306,285,275
CADAFUBG00000726,1731,1812,1613,1195,2414,2444,1356,1913
CADAFUBG00000727,4596,4741,4002,2215,8036,6050,4099,4834
CADAFUBG00000728,251,240,303,159,235,146,138,72
CADAFUBG00000729,374,472,501,269,446,255,222,140
CADAFUBG00000730,1464,1447,1274,683,2240,1885,1452,1879
CADAFUBG00000731,1233,1458,1320,573,1690,1415,1504,1728
CADAFUBG00000732,87,122,49,36,200,99,39,44
CADAFUBG00000733,1154,1173,1330,539,1457,1825,3268,2734
CADAFUBG00000734,353,261,573,250,302,264,779,527
CADAFUBG00000735,10065,9066,8212,3842,8702,8999,6970,6970
CADAFUBG00000736,1781,1618,1784,1422,1518,1272,1419,1281
CADAFUBG00000737,20338,20222,24292,7536,14281,10109,8186,7880
CADAFUBG00000738,418,442,522,408,641,591,444,580
CADAFUBG00000739,5524,5572,6694,3597,3747,2587,2907,2427
CADAFUBG00000740,479,497,681,555,695,683,541,589
CADAFUBG00000741,2011,2141,3145,2932,1967,1375,2656,2249
CADAFUBG00000742,814,873,847,390,1131,833,627,703
CADAFUBG00000743,63,39,33,24,48,30,25,18
CADAFUBG00000744,665,355,407,434,301,222,100,160
CADAFUBG00000745,2037,2117,2205,1077,2529,2105,1564,2267
CADAFUBG00000746,2009,1814,2078,1108,2325,1963,1787,1458
CADAFUBG00000747,715,808,716,510,364,259,161,161
CADAFUBG00000748,7390,8616,7112,3095,7193,5646,3380,3409
CADAFUBG00000749,1300,1072,1234,1109,1363,894,967,967
CADAFUBG00000750,907,862,1788,2061,1185,836,1501,1654
CADAFUBG00000751,1492,1255,1312,1471,2019,1563,1320,1481
CADAFUBG00000752,1109,1071,1932,1932,1181,619,1100,836
CADAFUBG00000753,1283,1172,1157,704,1768,1800,1479,1759
CADAFUBG00000754,1860,2333,2657,862,2665,2529,2399,2045
CADAFUBG00000755,1028,1162,1157,1136,1246,993,695,778
CADAFUBG00000756,1774,1684,1533,1752,2631,2072,1367,1604
CADAFUBG00000757,20,14,23,17,31,19,14,14
CADAFUBG00000758,692,670,667,654,1721,1261,1505,1370
CADAFUBG00000759,6312,6078,2895,1921,1731,1823,675,911
CADAFUBG00000760,412,407,316,272,429,449,377,404
CADAFUBG00000761,3849,2698,2890,2469,3081,4047,5267,5913
CADAFUBG00000762,558,471,426,481,196,133,218,204
CADAFUBG00000763,1035,993,1205,992,786,506,553,553
CADAFUBG00000764,1667,1613,2888,1831,2484,3091,2651,3324
CADAFUBG00000765,1917,1889,2078,2606,3097,3014,1717,2422
CADAFUBG00000766,242,226,335,425,445,549,479,720
CADAFUBG00000767,2750,3055,3616,1863,2518,2112,2288,2261
CADAFUBG00000768,1588,1641,1406,731,1918,1355,933,1159
CADAFUBG00000769,714,571,784,447,940,1038,1462,1516
CADAFUBG00000770,2145,2342,2271,1374,1764,1229,629,808
CADAFUBG00000771,136,145,61,71,136,134,63,46
CADAFUBG00000772,367,363,378,377,752,567,489,452
CADAFUBG00000773,1007,818,697,806,1178,1120,513,710
CADAFUBG00000774,799,752,1120,504,842,744,905,924
CADAFUBG00000775,49,44,26,18,45,35,25,26
CADAFUBG00000776,46826,56863,44448,17744,115028,111661,137468,140822
CADAFUBG00000777,2745,1408,1393,1888,1323,1204,543,828
CADAFUBG00000778,808,890,949,856,1273,973,1036,1163
CADAFUBG00000779,4791,3876,5493,6388,6397,3696,2570,2387
CADAFUBG00000780,100530,107506,85112,38108,66935,71546,65485,102287
CADAFUBG00000781,8642,6997,10090,10562,13243,13840,23113,22703
CADAFUBG00000782,15102,11215,8461,20138,25785,17807,10746,13809
CADAFUBG00000783,47274,19641,33378,30014,3989,3880,5540,5170
CADAFUBG00000784,1721,1829,1599,2605,2206,1579,1165,1499
CADAFUBG00000785,839,481,610,1121,1100,983,565,575
CADAFUBG00000786,1627,1619,1299,831,1067,1155,661,665
CADAFUBG00000787,2378,2203,1532,992,914,675,669,887
CADAFUBG00000788,11499,11593,10787,7110,61177,58530,58860,62207
CADAFUBG00000789,5515,5591,4972,8261,10655,8991,6438,8411
CADAFUBG00000790,120,71,113,43,95,75,106,92
CADAFUBG00000791,26,28,13,19,43,30,18,22
CADAFUBG00000792,172,158,44,34,511,178,48,47
CADAFUBG00000793,547,523,619,963,1012,516,464,538
CADAFUBG00000794,1012,1002,955,458,1024,634,537,487
CADAFUBG00000795,1761,1807,1656,1859,2977,2391,1717,2367
CADAFUBG00000796,398,375,619,429,458,452,413,452
CADAFUBG00000797,1211,1134,1242,2077,1421,949,1200,1389
CADAFUBG00000798,856,964,876,689,837,809,496,479
CADAFUBG00000799,720,646,673,722,1006,700,649,659
CADAFUBG00000800,2787,3055,3815,5536,1529,687,822,471
CADAFUBG00000801,1943,2138,2090,1515,2049,1513,1044,1091
CADAFUBG00000802,1123,1094,1233,2011,1311,786,761,784
CADAFUBG00000803,860,899,811,812,985,780,535,639
CADAFUBG00000804,1844,1774,1507,2013,2660,2528,1748,2340
CADAFUBG00000805,1476,1425,1474,1697,2561,1769,1280,1393
CADAFUBG00000806,4593,4075,4219,3514,3664,2569,2788,2552
CADAFUBG00000807,1855,1898,2608,1854,3129,2400,5539,6159
CADAFUBG00000808,663,592,624,967,760,345,204,168
CADAFUBG00000809,8332,8405,8384,8203,6437,4424,3281,4007
CADAFUBG00000810,265,226,240,283,355,246,281,303
CADAFUBG00000811,2275,2401,2507,2651,3855,3288,2760,3221
CADAFUBG00000812,1185,994,840,908,3567,3041,1942,2697
CADAFUBG00000813,2386,2349,2174,2529,2683,1871,1273,1132
CADAFUBG00000814,3616,3726,3784,3640,4368,2846,2520,2580
CADAFUBG00000815,718,702,669,711,864,694,438,480
CADAFUBG00000816,1019,1163,960,1047,1270,1061,669,787
CADAFUBG00000817,12026,12376,10453,15061,13310,9642,7184,8179
CADAFUBG00000818,3150,3055,2861,1982,3792,2590,1301,1352
CADAFUBG00000819,2258,2235,1962,984,2336,2025,1525,1671
CADAFUBG00000820,365,346,260,167,682,539,360,449
CADAFUBG00000821,6229,6885,6828,3282,4047,2153,1634,1569
CADAFUBG00000822,0,2,1,2,0,1,0,0
CADAFUBG00000823,0,0,0,0,0,0,0,0
CADAFUBG00000824,0,0,0,0,1,0,0,0
CADAFUBG00000825,0,0,0,0,0,0,0,0
CADAFUBG00000826,0,0,0,0,0,0,0,1
CADAFUBG00000827,2108,1816,1858,2103,1508,937,908,860
CADAFUBG00000828,1581,1443,1095,1528,1931,1124,724,834
CADAFUBG00000829,4213,3979,3776,7950,4030,2188,1708,2093
CADAFUBG00000830,14403,14777,16217,21608,13856,8884,8531,10177
CADAFUBG00000831,1990,1764,2241,3091,2238,1106,1388,1005
CADAFUBG00000832,1249,1325,1267,1542,791,455,327,302
CADAFUBG00000833,1966,1897,1847,1951,2216,1497,1474,1235
CADAFUBG00000834,2740,2410,2453,4224,2908,2293,2322,2206
CADAFUBG00000835,825,681,630,421,1033,641,907,719
CADAFUBG00000836,2175,1995,1881,2354,2284,1794,1708,1773
CADAFUBG00000837,663,570,551,472,857,709,502,486
CADAFUBG00000838,715,686,635,322,1038,1013,933,959
CADAFUBG00000839,3264,3106,3002,2217,3147,2461,1977,2208
CADAFUBG00000840,2153,2021,1968,1017,2604,2568,2404,2565
CADAFUBG00000841,569,529,575,639,693,354,305,216
CADAFUBG00000842,2429,2392,2258,2193,3415,2699,1784,1870
CADAFUBG00000843,466,521,754,288,493,293,558,447
CADAFUBG00000844,5920,6077,6423,3673,5871,3582,3123,3358
CADAFUBG00000845,672,630,488,442,975,757,658,610
CADAFUBG00000846,386,416,334,508,790,526,448,505
CADAFUBG00000847,12730,12826,10071,11879,13607,12242,8480,9649
CADAFUBG00000848,3264,3617,4401,3531,2661,2213,2068,2369
CADAFUBG00000849,8804,3525,14724,15700,2312,1386,6360,5257
CADAFUBG00000850,1445,1356,1397,944,1472,1350,1174,1344
CADAFUBG00000851,1356,1355,1825,1861,1016,692,682,557
CADAFUBG00000852,1254,1186,1240,1624,1944,1706,1198,1469
CADAFUBG00000853,1677,1925,2045,908,1994,1787,1448,1671
CADAFUBG00000854,339,339,404,205,277,308,683,642
CADAFUBG00000855,477,373,380,543,781,496,372,489
CADAFUBG00000856,51959,54336,65222,47451,17759,10504,5656,4894
CADAFUBG00000857,237,297,559,320,347,247,422,441
CADAFUBG00000858,90,105,83,52,95,52,69,42
CADAFUBG00000859,2201,1909,2018,1037,1612,1131,777,766
CADAFUBG00000860,642,599,380,468,1096,636,482,587
CADAFUBG00000861,2275,2367,2519,841,2128,1866,2119,2273
