,MM1,MM2,MM3,GPA1,GPA2,GPA3
gene:AFUB_023410,3322,3135,3409,7025,7083,8518
gene:AFUB_023420,2846,2631,2939,4250,4335,5539
gene:AFUB_023430,34,32,41,27,23,29
gene:AFUB_023440,81099,84535,96933,24752,26093,30046
gene:AFUB_023450,0,1,1,2,0,3
gene:AFUB_023460,1847,2506,2595,1891,2346,2714
gene:AFUB_023470,9136,10624,11915,18422,19889,23058
gene:AFUB_023480,1966,1931,2226,6316,5581,7075
gene:AFUB_023490,2539,2741,2911,3469,3455,4317
gene:AFUB_023500,1813,1937,1873,4928,3941,5187
gene:AFUB_023510,1458,1477,1689,2498,3207,3243
gene:AFUB_023520,1841,1496,1513,8624,5947,8813
gene:AFUB_023530,1180,760,809,2833,2707,3245
gene:AFUB_023540,1386,1187,1316,1786,1631,2222
gene:AFUB_023550,4860,4301,4875,4221,4184,5269
gene:AFUB_023560,873,782,910,781,781,1018
gene:AFUB_023570,2749,2990,3328,2692,2695,3116
gene:AFUB_023580,644,740,834,622,658,736
gene:AFUB_023590,885,934,898,926,1007,1128
gene:AFUB_023600,2697,2566,2388,1237,1293,1187
gene:AFUB_023610,2026,2259,2527,1632,1572,2112
gene:AFUB_023620,1718,1827,2208,1521,1471,1992
gene:AFUB_023630,23,49,28,322,130,304
gene:AFUB_023640,3248,2933,3316,2332,2591,3200
gene:AFUB_023650,63,41,65,798,662,945
gene:AFUB_023660,6072,6635,8260,9525,9784,12028
gene:AFUB_023670,342,247,263,510,576,642
gene:AFUB_023680,961,751,859,710,716,779
gene:AFUB_023690,4,9,12,113,91,141
gene:AFUB_023700,894,751,752,2063,2044,2645
gene:AFUB_023710,2664,2520,2583,2005,2002,2436
gene:AFUB_023720,438,850,827,852,795,973
gene:AFUB_023730,745,486,561,1001,840,1128
gene:AFUB_023740,142,73,88,180,183,234
gene:AFUB_023750,1314,1531,1696,3132,2510,3530
gene:AFUB_023760,1291,1476,1595,1078,1158,1372
gene:AFUB_023770,1460,734,978,306,272,361
gene:AFUB_023780,0,0,0,0,0,0
gene:AFUB_023790,249,103,145,88,108,120
gene:AFUB_023800,0,0,0,0,1,1
gene:AFUB_023810,990,791,917,726,787,918
gene:AFUB_023820,89,67,95,327,369,417
gene:AFUB_023830,7,0,3,1,2,1
gene:AFUB_023840,3984,4162,5005,4027,4660,5734
gene:AFUB_023850,35,33,32,343,381,462
gene:AFUB_023860,33,32,42,25,29,43
gene:AFUB_023870,169,140,156,324,353,410
gene:AFUB_023880,12,1,4,29,17,29
gene:AFUB_023890,961,1071,1162,3133,2894,4110
gene:AFUB_023900,635,535,706,2569,2340,3093
gene:AFUB_023910,369,244,270,516,402,610
gene:AFUB_023920,839,397,410,400,372,523
gene:AFUB_023930,2,0,2,58,33,50
gene:AFUB_023940,9,1,1,24,30,36
gene:AFUB_023950,129,93,117,267,262,317
gene:AFUB_023960,1060,745,790,1240,1448,1626
gene:AFUB_023970,2525,2501,2629,4385,4306,5150
gene:AFUB_023980,6269,6147,6593,6496,5543,7021
gene:AFUB_023990,57750,66145,77676,22397,24867,28850
gene:AFUB_024000,33466,40516,48919,13815,16655,16894
gene:AFUB_024010,736,562,577,1099,1028,1258
gene:AFUB_024020,700,522,635,976,1018,1282
gene:AFUB_024030,3,1,2,35,18,47
gene:AFUB_024040,0,0,0,3,0,2
gene:AFUB_024050,1113,719,841,687,654,878
gene:AFUB_024060,14,9,21,42,48,61
gene:AFUB_024070,3144,1899,2425,3203,2423,3630
gene:AFUB_024080,1247,1140,1345,5570,5449,6927
gene:AFUB_024090,812,792,881,1350,1129,1710
gene:AFUB_024100,337,285,415,15578,15047,21894
gene:AFUB_024119,3,1,3,24,15,26
gene:AFUB_024120,150,146,140,276,276,329
gene:AFUB_024130,50,67,88,265,173,237
gene:AFUB_024140,52556,47322,55487,15005,15883,18855
gene:AFUB_024150,881,810,944,801,943,1045
gene:AFUB_024160,966,1000,1154,1225,1425,1393
gene:AFUB_024170,611,625,611,2855,2867,3666
gene:AFUB_024180,89,88,102,310,257,284
gene:AFUB_024190,1165,1274,1437,919,1327,1303
gene:AFUB_024200,1021,1044,1240,1384,1532,1812
gene:AFUB_024210,664,496,517,958,620,951
gene:AFUB_024220,405,418,450,2497,1666,2885
gene:AFUB_024230,8,35,24,832,1547,1433
gene:AFUB_024240,1309,5213,5046,267,233,348
gene:AFUB_024247,327,614,706,316,170,385
gene:AFUB_024260,41,71,126,6116,7601,8804
gene:AFUB_024270,2351,1825,2106,1422,1092,1558
gene:AFUB_024280,694,879,986,994,1024,1312
gene:AFUB_024290,753,437,571,372,284,392
gene:AFUB_024300,50,48,77,230,199,269
gene:AFUB_024310,26134,27270,31840,3957,3493,4475
gene:AFUB_024320,1569,2606,2613,2986,3830,3664
gene:AFUB_024330,1303,875,943,798,774,864
gene:AFUB_024340,1266,1388,1519,1177,1248,1508
gene:AFUB_024350,167,145,167,304,356,446
gene:AFUB_024360,685,775,878,788,756,842
gene:AFUB_024370,473,382,420,1501,1729,2051
gene:AFUB_024380,541,580,598,952,1250,1402
gene:AFUB_024390,1639,1354,1481,5796,5173,6517
gene:AFUB_024400,1157,1117,1186,3019,3023,3923
gene:AFUB_024410,2352,3344,3513,1334,1452,1785
gene:AFUB_024420,3080,2805,2660,2757,2691,3109
gene:AFUB_024430,2092,3080,3713,2719,2339,3094
gene:AFUB_024440,65,53,62,231,246,267
gene:AFUB_024450,1090,881,975,782,657,835
gene:AFUB_024460,1152,1361,1591,664,703,858
gene:AFUB_024470,0,0,0,6,1,7
gene:AFUB_024480,1573,1599,1885,1744,1860,2252
gene:AFUB_024490,2152,2507,2620,2887,2844,3538
gene:AFUB_024500,813,891,1002,609,645,747
gene:AFUB_024510,2024,2524,3166,4140,4375,5615
gene:AFUB_024520,506,443,428,798,839,1057
gene:AFUB_024530,1689,1677,1751,958,985,1144
gene:AFUB_024540,1237,1103,1193,1983,1637,2273
gene:AFUB_024550,753,653,711,729,731,989
gene:AFUB_024560,1813,1545,1760,7741,8070,9831
gene:AFUB_024570,2634,2937,3152,11748,10668,13655
gene:AFUB_024580,2806,2981,2818,4301,3318,4637
gene:AFUB_024590,25091,13847,19990,11995,13023,14453
gene:AFUB_024600,0,0,0,4,1,1
gene:AFUB_024610,1694,1433,1756,3211,2888,3913
gene:AFUB_024620,1593,1242,1457,862,924,1130
gene:AFUB_024630,238,201,198,404,349,600
gene:AFUB_024640,350,397,451,837,836,1167
gene:AFUB_024650,548,520,553,6988,7530,9938
gene:AFUB_024660,1436,1412,1652,1685,1432,1971
gene:AFUB_024670,657,729,868,1694,1872,2395
gene:AFUB_024680,6,10,15,98,46,88
gene:AFUB_024690,1497,1348,1415,3185,2744,3569
gene:AFUB_024700,1073,894,1025,1312,1380,1788
gene:AFUB_024710,831,262,417,663,705,875
gene:AFUB_024720,0,0,0,6,0,0
gene:AFUB_024730,48,24,40,126,133,206
gene:AFUB_024740,289,200,233,1798,1775,2221
gene:AFUB_024750,102,84,117,1141,1032,1460
gene:AFUB_024760,2475,2312,2511,4948,4798,6145
gene:AFUB_024770,3629,3838,4316,2109,2493,2849
gene:AFUB_024780,704,888,999,863,1179,1206
gene:AFUB_024790,383,266,289,379,456,563
gene:AFUB_024800,508,471,602,833,882,1224
gene:AFUB_024810,910,760,779,1696,1437,1853
gene:AFUB_024820,13,23,17,127,126,161
gene:AFUB_024830,389,339,379,165,141,181
gene:AFUB_024840,782,663,826,2561,2441,2970
gene:AFUB_024850,359,294,359,570,648,822
gene:AFUB_024860,2238,2172,2550,3580,4026,4554
gene:AFUB_024870,1914,2132,2042,3629,3262,4372
gene:AFUB_024880,11768,12952,13955,22189,20660,27512
gene:AFUB_024890,997,1225,1246,2681,2602,3196
gene:AFUB_024900,2516,2387,2864,2380,2402,2626
gene:AFUB_024910,23,16,11,78,52,87
gene:AFUB_024920,344,230,325,647,462,591
gene:AFUB_024930,2020,1655,2075,2062,2126,2567
gene:AFUB_024940,57,95,65,57,29,55
gene:AFUB_024950,622,995,1540,836,864,967
gene:AFUB_024960,2534,2697,3224,1658,1598,2256
gene:AFUB_024970,4107,4734,5811,3257,3625,4281
gene:AFUB_024980,907,999,1001,1207,1202,1578
gene:AFUB_024990,182,132,135,496,382,499
gene:AFUB_025000,85,89,103,109,102,117
gene:AFUB_025010,6553,7133,8255,1949,2167,2486
gene:AFUB_025020,633,593,631,1220,1357,1718
gene:AFUB_025030,457,506,522,1387,1313,1724
gene:AFUB_025040,1132,1651,1780,3948,4225,5089
gene:AFUB_025050,1946,1994,2069,6050,6524,7367
gene:AFUB_025060,1945,2183,2334,1974,2178,2837
gene:AFUB_025070,1576,1430,1663,2642,2252,3353
gene:AFUB_025080,26740,28766,34433,6746,7083,8322
gene:AFUB_025090,58534,63949,74304,25768,27827,31975
gene:AFUB_025100,451,319,361,2067,2246,3011
gene:AFUB_025110,1035,1645,1731,2098,1603,2432
gene:AFUB_025120,975,1149,1292,3116,3229,4002
gene:AFUB_025130,1023,1407,1375,2680,2760,3618
gene:AFUB_025140,71,52,70,550,453,600
gene:AFUB_025150,10433,14792,15800,7453,7205,9123
gene:AFUB_025160,11,8,3,17,18,25
gene:AFUB_025170,5995,6383,7126,1988,2537,2422
gene:AFUB_025180,1528,1341,1373,2044,2022,2362
gene:AFUB_025190,223,224,216,443,480,518
gene:AFUB_025200,368,314,314,577,555,786
gene:AFUB_025210,63,46,54,78,77,95
gene:AFUB_025220,676,748,762,410,447,482
gene:AFUB_025230,1079,1150,1210,592,591,658
gene:AFUB_025240,0,0,0,0,0,0
gene:AFUB_025250,0,1,2,11,6,6
gene:AFUB_025260,3,1,2,34,17,32
gene:AFUB_025270,40,30,42,48,41,41
gene:AFUB_025280,1,0,0,3,3,7
gene:AFUB_025290,0,0,0,0,0,0
gene:AFUB_025300,0,0,0,0,0,0
gene:AFUB_025320,131,111,120,198,195,236
gene:AFUB_025330,4,6,4,21,16,14
gene:AFUB_025340,1108,928,974,1982,2277,2571
gene:AFUB_025350,81,71,102,1945,1802,2536
gene:AFUB_025360,13569,14447,14997,13006,11843,14896
gene:AFUB_025370,1282,1580,1692,4646,4061,5474
gene:AFUB_025380,3654,11693,16044,33076,33745,44085
gene:AFUB_025390,151,175,240,403,429,562
gene:AFUB_025400,232,228,217,1235,1445,1642
gene:AFUB_025410,457,757,732,501,445,586
gene:AFUB_025420,1123,1041,1366,1493,1402,1753
gene:AFUB_025430,1503,1651,1889,1859,2186,2575
gene:AFUB_025440,3846,3798,4770,1139,912,1322
gene:AFUB_025450,2,0,2,8,7,3
gene:AFUB_025460,19,16,21,32,37,52
gene:AFUB_025470,1,5,1,6,11,14
gene:AFUB_025480,48,42,45,1293,2312,2596
gene:AFUB_025490,1636,1364,1721,3324,3576,4294
gene:AFUB_025500,1524,1254,1614,2079,2277,2690
gene:AFUB_025510,2588,3059,3856,3347,3986,4958
gene:AFUB_025520,404,382,401,1200,1710,2035
gene:AFUB_025530,359,286,350,291,220,269
gene:AFUB_025540,8,7,9,10,7,7
gene:AFUB_025550,2257,2284,2945,2717,2876,3280
gene:AFUB_025560,1629,1678,1907,2895,3011,3458
gene:AFUB_025570,43,11,21,50,55,59
gene:AFUB_025580,1285,1424,1536,968,959,1198
gene:AFUB_025590,1245,1386,1690,882,821,1043
gene:AFUB_025600,711,761,769,427,481,570
gene:AFUB_025610,2188,3172,3715,1848,2069,2730
gene:AFUB_025620,927,690,817,1506,1194,1777
gene:AFUB_025630,14307,14715,16353,15402,19857,21899
gene:AFUB_025640,2433,2684,3166,4521,4863,5994
gene:AFUB_025650,665,673,655,357,355,495
gene:AFUB_025660,638,659,683,440,469,551
gene:AFUB_025670,2147,2266,2583,2704,2526,3385
gene:AFUB_025680,1015,1062,1199,702,771,833
gene:AFUB_025690,927,1247,1235,1201,1285,1505
gene:AFUB_025700,1142,1220,1254,240,201,216
gene:AFUB_025710,12046,11766,13482,7107,6957,8968
gene:AFUB_025720,2,1,1,43,24,49
gene:AFUB_025730,274,183,196,484,492,638
gene:AFUB_025740,547,556,596,765,907,1008
gene:AFUB_025750,9704,7751,9545,8296,9897,11195
gene:AFUB_025760,0,0,0,5,1,0
gene:AFUB_025770,576,484,568,717,614,850
gene:AFUB_025780,1058,1360,1212,2190,2470,3099
gene:AFUB_025800,18723,24937,25866,17181,16563,21719
gene:AFUB_025810,513,505,549,6760,6829,8574
gene:AFUB_025820,2618,2532,2855,3779,3889,4558
gene:AFUB_025830,8656,9847,10985,7821,7676,9759
gene:AFUB_025840,22,100,164,2587,4685,3771
gene:AFUB_025850,3082,4499,5044,38796,47596,58646
gene:AFUB_025860,166,198,204,839,973,1100
gene:AFUB_025870,461,440,464,734,721,905
gene:AFUB_025880,21902,30371,35966,17441,14064,19362
gene:AFUB_025890,453,451,487,649,703,803
gene:AFUB_025900,52153,50769,62613,17121,18311,19929
gene:AFUB_025910,68643,69213,80691,15835,16030,19296
gene:AFUB_025920,1082,1248,1289,4255,3795,5386
gene:AFUB_025930,627,770,785,2130,3013,3098
gene:AFUB_025940,10,10,17,2042,1332,2435
gene:AFUB_025950,4255,4222,4949,3272,2597,3690
gene:AFUB_025960,971,874,1002,1564,1373,1840
gene:AFUB_025970,414,517,599,1430,1605,1905
gene:AFUB_025980,282,320,315,1431,1914,2090
gene:AFUB_025990,8,8,12,0,4,4
gene:AFUB_026000,1472,1345,1587,100,61,88
gene:AFUB_026010,12,9,9,8,17,12
gene:AFUB_026020,1226,993,1141,5108,7602,8208
gene:AFUB_026030,99,68,62,22169,35569,38009
gene:AFUB_026040,1575,1366,1703,11694,22326,19831
gene:AFUB_026060,381,276,315,675,676,815
gene:AFUB_026070,484,489,624,644,835,912
gene:AFUB_026080,3423,3122,3253,4145,3764,4709
gene:AFUB_026090,1224,1013,1172,2199,2644,2966
gene:AFUB_026100,6057,7588,8702,3249,3433,4115
gene:AFUB_026110,34318,36719,43801,6945,7235,8664
gene:AFUB_026120,643,712,763,2522,2503,3348
gene:AFUB_026130,2728,3012,3180,8182,8401,10322
gene:AFUB_026140,874,937,1021,3271,3336,4250
gene:AFUB_026150,3479,3391,3486,3500,3633,4345
gene:AFUB_026160,711,629,650,578,735,889
gene:AFUB_026170,1595,1847,1847,6453,7767,8765
gene:AFUB_026180,1362,1718,1985,4313,5633,6456
gene:AFUB_026190,10814,12385,13471,6926,6921,8576
gene:AFUB_026200,20,13,17,278,366,444
gene:AFUB_026210,60,31,44,1138,1410,1577
gene:AFUB_026220,4600,7055,7938,4740,4330,5686
gene:AFUB_026230,729,782,897,1211,1528,1641
gene:AFUB_026240,35723,35431,40049,7151,7175,9262
gene:AFUB_026250,2762,2274,2457,4090,3815,4863
gene:AFUB_026260,1607,1532,1536,3774,2881,3919
gene:AFUB_026270,492,542,580,1096,1269,1408
gene:AFUB_026280,164,198,193,468,532,578
gene:AFUB_026290,34906,36600,43236,12126,12612,15167
gene:AFUB_026300,2509,3044,3703,1261,1419,1793
gene:AFUB_026310,343,307,393,1019,1251,1437
gene:AFUB_026320,806,684,861,972,844,1259
gene:AFUB_026330,285,286,389,3238,3410,4722
gene:AFUB_026340,3220,3759,4315,5791,5260,7649
gene:AFUB_026350,96,84,142,607,397,713
gene:AFUB_026360,1467,1597,1629,446,492,602
gene:AFUB_026370,4932,4106,4771,4707,4504,5852
gene:AFUB_026380,7651,8521,9899,4140,4783,5680
gene:AFUB_026390,8626,9618,10638,5098,5177,6469
gene:AFUB_026400,2671,2437,2723,3131,3387,4031
gene:AFUB_026410,0,0,0,1,1,3
gene:AFUB_026420,762,696,822,1250,1229,1587
gene:AFUB_026430,140,120,134,224,270,385
gene:AFUB_026440,3467,5731,8311,6309,7765,9340
gene:AFUB_026450,73,40,79,128,125,182
gene:AFUB_026460,0,2,4,5,3,5
gene:AFUB_026470,2761,2545,3223,1862,1789,2542
gene:AFUB_026480,205,188,220,317,390,476
gene:AFUB_026490,552,513,573,905,744,976
gene:AFUB_026500,271,251,241,659,693,851
gene:AFUB_026510,3306,2485,3216,4530,3808,4837
gene:AFUB_026520,2217,2016,2327,1184,1200,1356
gene:AFUB_026530,13250,11509,15120,24728,23274,29523
gene:AFUB_026540,354,173,199,246,244,305
gene:AFUB_026550,2458,2402,2499,1275,1080,1577
gene:AFUB_026560,97,126,133,105,81,111
gene:AFUB_026570,2485,3184,3500,1897,1345,2070
gene:AFUB_026580,927,838,942,1948,2030,2497
gene:AFUB_026590,2271,2186,2408,2898,2985,3620
gene:AFUB_026600,1253,1097,1206,6197,4797,6570
gene:AFUB_026610,558,434,423,1733,1569,2049
gene:AFUB_026620,85,55,76,664,353,638
gene:AFUB_026630,2502,2004,2419,1458,1288,1707
gene:AFUB_026640,3643,3266,4020,1638,1599,1943
gene:AFUB_026650,1610,1326,1675,7165,5624,7800
gene:AFUB_026660,1478,1268,1377,3459,3254,4169
gene:AFUB_026670,721,645,783,1032,935,1192
gene:AFUB_026680,1214,1203,1353,2186,2175,2782
gene:AFUB_026690,242,283,267,3424,3330,4491
gene:AFUB_026700,1696,1652,1688,4004,3204,4178
gene:AFUB_026710,890,1113,1252,2204,2432,3190
gene:AFUB_026720,1873,1980,2203,1456,1500,1906
gene:AFUB_026730,228,162,173,373,284,390
gene:AFUB_026740,410,374,402,734,680,888
gene:AFUB_026750,625,689,761,909,1005,1279
gene:AFUB_026760,1653,1745,1923,2196,1947,2596
gene:AFUB_026770,1333,1504,1781,2095,2351,2774
gene:AFUB_026780,3574,3601,4040,2389,2572,3051
gene:AFUB_026790,1894,1238,1601,2085,1950,3266
gene:AFUB_026800,5,18,9,162,86,151
gene:AFUB_026810,11,8,13,83,67,105
gene:AFUB_026820,10312,8656,9818,7115,8172,10334
gene:AFUB_026830,181,132,172,335,364,407
gene:AFUB_026840,940,813,864,725,645,813
gene:AFUB_026850,417,362,419,301,279,384
gene:AFUB_026860,619,652,765,2017,2197,2603
gene:AFUB_026870,3168,3176,3419,2706,2504,3152
gene:AFUB_026880,104,63,66,185,182,194
gene:AFUB_026890,1668,1801,1906,1832,1970,2379
gene:AFUB_026900,2570,3611,4134,2454,2807,3343
gene:AFUB_026910,7435,8416,9500,7611,8889,10333
gene:AFUB_026929,81,77,88,77,88,85
gene:AFUB_026930,1256,1444,1648,1596,1599,2033
gene:AFUB_026940,1303,2231,2547,2875,2456,3384
gene:AFUB_026950,970,1043,1198,1146,1049,1353
gene:AFUB_026970,1835,1587,1750,2542,2065,2899
gene:AFUB_026980,84,42,62,54,47,53
gene:AFUB_026990,764,797,816,312,355,396
gene:AFUB_027000,582,383,404,532,578,637
gene:AFUB_027010,85,101,91,2493,2813,3499
gene:AFUB_027020,14312,13637,14669,3935,3560,4758
gene:AFUB_027030,366,342,392,292,266,328
gene:AFUB_027040,1,0,1,1,4,3
gene:AFUB_027050,4841,5204,6502,2832,2873,3683
gene:AFUB_027060,14139,13496,15901,3536,3414,4147
gene:AFUB_027070,658,611,584,1170,989,1401
gene:AFUB_027080,602,564,515,903,898,1174
gene:AFUB_027090,919,928,1123,1695,2170,2231
gene:AFUB_027100,997,801,964,2515,2884,3453
gene:AFUB_027110,160,193,265,391,353,479
gene:AFUB_027120,240,210,259,272,271,330
gene:AFUB_027130,189,87,153,59,58,65
gene:AFUB_027140,2658,3568,3953,1623,1611,2050
gene:AFUB_027150,125,105,128,764,592,848
gene:AFUB_027160,29,26,36,423,241,431
gene:AFUB_027170,1277,993,1162,1221,1101,1396
gene:AFUB_027180,2980,3142,3592,2567,3119,3358
gene:AFUB_027190,2965,3790,4296,2440,2131,2968
gene:AFUB_027200,551,450,549,412,432,460
gene:AFUB_027210,272,244,346,469,763,818
gene:AFUB_027220,2668,2504,2781,2798,3152,3648
gene:AFUB_027230,398,307,298,957,935,1187
gene:AFUB_027240,1982,2861,3021,12661,12551,15955
gene:AFUB_027250,1929,2114,2356,2819,3134,3588
gene:AFUB_027260,6851,10397,11393,7954,7742,10114
gene:AFUB_027270,13811,16706,18553,2652,2248,2778
gene:AFUB_027280,0,2,1,24,21,21
gene:AFUB_027290,4836,4094,4733,1553,1637,2083
gene:AFUB_027300,1331,1160,1269,545,637,750
gene:AFUB_027310,4005,4126,4611,2076,2287,2525
gene:AFUB_027320,254,253,278,2084,2651,2978
gene:AFUB_027330,107,333,384,140,112,150
gene:AFUB_027340,7,7,13,38,10,35
gene:AFUB_027350,420,496,593,638,744,956
gene:AFUB_027360,2,4,4,72,64,68
gene:AFUB_027370,1,0,1,23,29,29
gene:AFUB_027390,0,0,1,0,0,0
gene:AFUB_027400,494,479,515,796,849,1016
gene:AFUB_027410,691,794,946,1133,1489,1609
gene:AFUB_027420,688,690,772,3177,2909,3673
gene:AFUB_027430,249,223,206,846,906,1108
gene:AFUB_027440,1015,973,1203,1434,1528,1933
gene:AFUB_027450,303,227,279,448,502,584
gene:AFUB_027460,1450,1636,1892,1541,1228,1723
gene:AFUB_027470,1593,1634,1782,3003,3601,3963
gene:AFUB_027480,638,485,677,835,901,1163
gene:AFUB_027490,2540,3027,3384,6444,5515,7164
gene:AFUB_027500,2206,3100,3430,2391,2455,3075
gene:AFUB_027510,1424,1491,1568,4478,4843,5659
gene:AFUB_027520,447,403,465,649,552,756
gene:AFUB_027530,2593,3036,3769,5230,5965,6963
gene:AFUB_027540,588,448,516,1857,1911,2322
gene:AFUB_027550,855,1009,1104,704,767,911
gene:AFUB_027560,4552,6432,6935,5000,4056,5496
gene:AFUB_027570,1881,1779,1960,3839,3186,4668
gene:AFUB_027580,3768,3649,4128,9211,8121,11414
gene:AFUB_027590,127275,143588,168003,50185,49392,60729
gene:AFUB_027600,881,1127,1384,3021,4275,4392
gene:AFUB_027610,87,39,61,217,190,264
gene:AFUB_027620,434,382,451,597,687,707
gene:AFUB_027630,26,27,27,36,37,39
gene:AFUB_027640,1101,1269,1551,1725,1692,2059
gene:AFUB_027650,330,337,326,252,227,293
gene:AFUB_027660,989,903,978,729,617,831
gene:AFUB_027670,8788,8649,10118,5719,5419,6890
gene:AFUB_027680,1476,1154,1313,1844,1724,2140
gene:AFUB_027690,1045,1521,1553,5718,5445,6727
gene:AFUB_027700,3,2,4,37,18,27
gene:AFUB_027710,92,77,103,496,479,675
gene:AFUB_027720,1291,1368,1491,2080,1648,2143
gene:AFUB_027730,711,890,933,512,637,729
gene:AFUB_027740,2589,2503,3004,2357,2471,2890
gene:AFUB_027749,54,25,36,86,66,89
gene:AFUB_027750,1312,1235,1285,1251,1367,1709
gene:AFUB_027760,1555,1486,1675,3949,4213,5265
gene:AFUB_027770,866,690,814,1608,1551,1821
gene:AFUB_027780,55,191,180,2489,3843,3784
gene:AFUB_027790,562,574,618,777,908,1159
gene:AFUB_027800,919,912,923,2979,2570,3646
gene:AFUB_027810,1914,2457,2765,1765,1560,2174
gene:AFUB_027820,444,416,468,985,1031,1323
gene:AFUB_027830,1512,1321,1422,2922,2788,3336
gene:AFUB_027840,2101,2569,2743,6547,3834,6704
gene:AFUB_027850,470,737,817,2218,2622,3083
gene:AFUB_027860,86,105,249,510,501,690
gene:AFUB_027870,1551,1399,1532,1359,1334,1670
gene:AFUB_027880,2111,2477,2813,950,1104,1318
gene:AFUB_027890,1905,1719,1854,4450,5575,6171
gene:AFUB_027900,1447,1172,1307,3723,3364,4347
gene:AFUB_027910,2413,2457,2825,8777,7389,9903
gene:AFUB_027920,2693,3227,3398,1798,1953,2370
gene:AFUB_027930,1083,861,1147,1786,1724,2210
gene:AFUB_027940,1464,1509,1695,561,552,670
gene:AFUB_027950,31,33,59,190,236,252
gene:AFUB_027960,775,905,891,876,869,978
gene:AFUB_027970,596,709,736,1030,902,1241
gene:AFUB_027980,375,362,340,577,635,720
gene:AFUB_027990,1337,1181,1317,1801,1821,2160
gene:AFUB_028000,4,2,0,8,7,8
gene:AFUB_028010,14,3,9,40,31,40
gene:AFUB_028020,2149,1960,1974,2985,2854,3495
gene:AFUB_028030,1358,1624,1834,1128,1240,1451
gene:AFUB_028040,1108,973,1011,1243,1330,1543
gene:AFUB_028050,472,331,481,261,291,385
gene:AFUB_028060,11489,11829,13486,4201,4616,5437
gene:AFUB_028070,4977,4509,5237,25733,30325,33796
gene:AFUB_028080,167,88,133,345,382,475
gene:AFUB_028090,2038,2474,2676,3271,3072,3909
gene:AFUB_028100,735,812,935,1458,1346,1745
gene:AFUB_028110,377,410,440,1570,1529,2008
gene:AFUB_028120,830,984,1285,1713,1595,2016
gene:AFUB_028130,4166,4556,5312,23691,20918,28201
gene:AFUB_028140,433,439,449,1616,1457,1886
gene:AFUB_028150,432,470,567,6366,5717,7565
gene:AFUB_028160,1152,5619,5972,2265,3053,3473
gene:AFUB_028170,126,264,365,154,148,168
gene:AFUB_028180,783,713,773,2097,2037,2769
gene:AFUB_028190,2231,5311,5568,1942,2290,2549
gene:AFUB_028200,646,523,634,892,1004,1225
gene:AFUB_028210,66,97,194,448,563,621
gene:AFUB_028220,946,975,1109,851,961,1144
gene:AFUB_028230,265,218,242,168,113,176
gene:AFUB_028240,2029,1863,2133,2990,3194,3973
gene:AFUB_028250,869,696,716,2207,2352,2739
gene:AFUB_028260,1136,1222,1111,803,863,1085
gene:AFUB_028270,865,1145,1152,1161,1256,1635
gene:AFUB_028280,25,24,47,954,942,1358
