,4hcon1,4hcon2,4hcys1,4hcys2,8hcon1,8hcon2,8hcys1,8hcys2,12hcon1,12hcon2,12hcys1,12hcys2
CDR20291_2035,487,522,484,574,823,991,960,976,32,62,12,29
CDR20291_2036,1644,1754,1910,2333,3980,4017,4236,3994,229,384,188,282
CDR20291_2037,2044,2055,2877,2463,463,716,997,931,1303,1501,911,958
CDR20291_2038,112,129,103,193,1807,2780,3420,3066,535,665,299,316
CDR20291_2039,260,181,179,288,1719,2793,2514,1713,445,640,367,307
CDR20291_2040,1518,1361,1254,1619,12,18,20,27,2145,2695,1703,1664
CDR20291_2041,6993,7476,5035,5706,11,18,16,12,438,569,418,303
CDR20291_2043,3302,2580,2322,2733,2,2,7,10,1220,2174,154,884
CDR20291_2044,13606,11816,10244,11388,8,16,12,11,1192,1860,91,429
CDR20291_2045,11652,10957,7563,8951,217,330,553,296,13,17,8,19
CDR20291_2046,53815,50768,34016,47711,502,871,2188,1336,7,14,11,33
CDR20291_2047,45438,39926,30118,39666,396,978,2396,1323,5,4,2,14
CDR20291_2048,67,66,42,69,712,612,1326,1247,136,249,41,169
CDR20291_2049,64,76,18,38,11,12,4,9,728,1002,258,412
CDR20291_2050,46,37,13,16,31,26,71,37,1114,1663,353,713
CDR20291_2051,88,114,46,92,300,317,987,910,2003,2248,811,1941
CDR20291_2052,4862,4827,2233,4676,359,445,755,574,8,7,5,11
CDR20291_2053,3791,3590,2374,4010,1824,2122,3392,2708,16,16,7,23
CDR20291_2054,4260,4056,2739,4691,2412,2785,4019,3459,325,369,165,225
CDR20291_2055,8647,7161,7976,8653,3833,3116,3830,4162,305,404,290,234
CDR20291_2056,32,45,24,35,18603,12919,9698,8665,1734,2008,1793,1166
CDR20291_2057,629,479,412,646,46,46,30,27,2145,2678,2451,1687
CDR20291_2058,1441,1392,1315,1631,42,43,26,21,2764,4838,2223,2319
CDR20291_2059,3027,2854,2216,2763,52,47,89,60,107221,92983,20375,22556
CDR20291_2060,12935,11522,9279,11420,399,373,438,470,83,112,22,33
CDR20291_2061,14268,12392,10262,12204,635,670,1000,952,66,78,14,58
CDR20291_2063,4943,5212,3860,5485,2136,2307,2128,1768,43,52,14,42
CDR20291_2064,3034,2846,3331,4403,256,294,699,633,550,673,244,383
CDR20291_2065,73,82,41,74,18902,16436,19651,21668,734,978,353,693
CDR20291_2066,48,38,28,34,30,26,40,33,3902,4371,2255,2680
CDR20291_2067,76,67,54,118,278,251,383,407,246,495,145,227
CDR20291_2068,716,879,765,985,19,17,30,23,8807,7981,24787,11402
CDR20291_2069,1171,1141,1049,1442,184,367,627,401,27,30,23,18
CDR20291_2070,2627,2430,3006,3922,110,133,193,164,198,168,159,107
CDR20291_2071,1360,1337,1478,1821,1157,1555,911,775,17,18,18,10
CDR20291_2072,4827,4988,14418,10177,669,1065,666,490,228,392,105,280
CDR20291_2073,57,59,68,69,3445,5497,2595,2231,81,117,32,63
CDR20291_2074,304,380,440,461,1584,2214,868,713,640,1277,95,185
CDR20291_2075,52,56,40,66,1312,1979,779,727,594,989,77,155
CDR20291_2076,496,514,540,837,2414,3670,1414,1191,2225,3946,338,604
CDR20291_2077,4207,3597,1849,2157,243,317,239,223,1153,2098,268,391
CDR20291_2078,2659,2234,219,304,798,1036,870,708,1021,1665,177,261
CDR20291_2079,3152,2688,192,272,783,1061,1701,1486,1936,3090,331,770
CDR20291_2080,17027,13421,812,996,164,183,261,192,170,286,65,111
CDR20291_2081,6641,6500,343,516,53,65,154,131,740,1041,315,462
CDR20291_2082,6549,5662,340,497,29,87,72,41,848,1281,381,613
CDR20291_2083,10471,8501,474,765,4,10,30,26,183,267,83,149
CDR20291_2084,711,607,159,189,18,13,22,16,100,136,28,71
CDR20291_2085,2851,2576,673,816,691,835,1010,807,74,90,16,27
CDR20291_2086,4066,4623,2863,4001,146,202,284,167,28,43,10,16
CDR20291_2087,759,730,580,790,480,695,925,583,28,36,4,9
CDR20291_2088,459,455,310,503,174,213,323,273,714,1097,175,200
CDR20291_2089,127,117,105,106,60,88,89,57,188,244,51,37
CDR20291_2090,31,56,28,68,49,98,68,69,571,752,196,263
CDR20291_2091,67,57,54,56,1026,1647,1730,1433,344,418,150,238
CDR20291_2092,1959,1985,1758,2177,136,204,278,210,40,90,45,139
CDR20291_2093,418,426,406,543,2104,2833,3829,3263,36,42,10,17
CDR20291_2094,1500,1430,1181,1765,30,47,44,63,543,945,131,287
CDR20291_2096,481,477,503,673,13,14,11,25,169,272,80,89
CDR20291_2097,143,94,82,168,5,10,6,8,1204,1713,367,594
CDR20291_2098,133,76,93,121,13,8,5,15,30,34,16,37
CDR20291_2099,3646,3390,2030,3627,3,0,0,8,11,11,9,19
CDR20291_2100,518,593,459,761,9,5,13,20,9,9,6,5
CDR20291_2101,7271,7885,8732,11878,20,19,10,10,8,12,14,15
CDR20291_2102,78,67,47,86,705,1029,1279,908,0,3,0,7
CDR20291_2103,8,12,6,6,820,1448,1690,1119,17,23,14,15
CDR20291_2104,9,5,10,9,396,507,485,494,48,20,4,23
CDR20291_2105,11,1,12,7,2454,3335,2940,2600,956,1294,703,750
CDR20291_2107,5,2,9,5,129,228,219,122,1185,1507,767,900
CDR20291_2108,10,6,6,7,38,95,104,104,485,619,258,340
CDR20291_2109,1756,1593,1236,1749,33,53,112,88,2309,3583,1919,3757
CDR20291_2110,2305,1793,1684,2180,890,1046,2312,2545,95,110,28,102
CDR20291_2111,558,561,411,492,374,442,428,451,57,95,28,81
CDR20291_2112,3934,3212,3381,4320,237,359,366,321,80,141,18,123
CDR20291_2113,477,515,285,464,18,48,64,46,1650,2455,559,1141
CDR20291_2114,178,193,110,206,175,184,161,123,357,369,226,305
CDR20291_2115,211,233,184,288,404,636,1178,856,264,265,121,215
CDR20291_2116,5394,5057,8548,10186,339,484,955,667,29,40,10,39
CDR20291_2117,1367,1279,1558,1761,71,105,150,150,183,231,147,287
CDR20291_2118,1246,1210,1258,1641,310,458,470,421,290,466,88,367
CDR20291_2119,152,200,88,195,647,802,806,503,233,347,84,292
CDR20291_2120,194,191,230,348,818,1067,1586,1209,82,180,34,116
CDR20291_2121,2868,2453,2066,3046,278,376,652,596,408,556,184,255
CDR20291_2122,1913,1140,1438,2083,29,23,21,33,863,1169,435,902
CDR20291_2123,236,266,206,290,38,76,43,40,737,935,426,817
CDR20291_2124,942,1012,737,768,35,50,32,49,487,693,263,460
CDR20291_2125,880,744,682,943,42,37,12,27,24,13,24,21
CDR20291_2126,2572,2604,2188,3318,39,36,30,25,127,217,49,51
CDR20291_2127,1394,1523,1400,1709,142,243,371,354,125,144,60,37
CDR20291_2128,92,72,62,118,162,262,436,318,84,91,39,34
CDR20291_2129,27,20,94,92,81,143,192,171,99,118,57,54
CDR20291_2130,11,17,51,61,11,22,27,32,141,205,65,128
CDR20291_2131,15,6,45,48,48,58,61,46,199,222,111,137
CDR20291_2132,20,21,62,60,366,407,292,257,95,120,88,67
CDR20291_2133,751,762,439,778,145,146,118,117,17,28,11,33
CDR20291_2134,830,786,545,958,82,88,68,65,64,84,30,33
CDR20291_2135,290,310,198,312,280,330,353,421,317,411,162,185
CDR20291_2136,64,51,33,48,107,110,200,176,198,237,91,103
CDR20291_2137,88,57,52,50,55,93,157,147,95,151,26,76
CDR20291_2138,409,365,261,245,2791,3720,5296,4881,179,282,82,244
CDR20291_2139,169,154,123,115,5,7,11,11,96,163,45,114
CDR20291_2140,96,92,93,77,125,122,268,183,97,93,25,50
CDR20291_2141,755,628,557,785,883,1016,1061,989,1519,2184,396,600
CDR20291_2142,483,460,356,582,474,568,625,511,6,6,2,4
CDR20291_2143,495,615,354,477,5902,2091,1976,5451,104,108,184,106
CDR20291_2144,11620,12526,10971,13643,60285,33510,21266,45105,557,650,292,372
CDR20291_2145,18,20,12,12,538,576,728,894,315,405,178,195
CDR20291_2147,210,241,279,237,122,169,259,223,5715,6867,2682,4793
CDR20291_2148,943,898,1092,1119,28,43,128,75,60684,64283,42732,77766
CDR20291_2149,585,551,590,734,795,1174,2098,1307,542,573,762,1380
CDR20291_2150,2141,984,1915,1321,66,118,106,88,148,230,109,149
CDR20291_2151,13900,7320,19413,9601,1454,2029,1953,1486,44,29,16,45
CDR20291_2152,634,686,764,627,462,667,541,436,1058,1389,585,993
CDR20291_2153,385,381,392,443,475,613,1148,1083,101,169,55,65
CDR20291_2154,182,174,1893,3610,341,335,833,654,1341,2069,748,1158
CDR20291_2155,2002,1979,1602,2288,437,892,1822,1209,512,739,294,400
CDR20291_2156,200,213,156,219,114,164,368,253,231,329,67,136
CDR20291_2157,1476,1573,1319,2011,21,17,36,38,125,224,94,86
CDR20291_2158,449,558,313,597,49,115,281,256,527,1019,148,365
CDR20291_2160,5397,4839,4251,5928,16,25,63,47,168,283,66,122
CDR20291_2161,889,804,489,776,176,196,271,315,20,18,6,19
CDR20291_2162,10037,8447,5276,8634,58,44,85,74,108,141,68,83
CDR20291_2163,924,985,632,1281,2161,2640,3019,2681,10,34,20,25
CDR20291_2164,87,87,132,138,242,327,482,382,140,218,104,120
CDR20291_2165,326,339,579,761,246,307,434,325,48,63,29,57
CDR20291_2166,41,54,76,84,190,277,366,368,1399,1980,736,1173
CDR20291_2167,342,359,310,327,275,378,679,589,270,286,242,371
CDR20291_2168,84,85,62,106,141,320,172,164,444,557,220,265
CDR20291_2169,3796,3448,2743,3297,9,5,23,32,260,339,76,150
CDR20291_2170,458,574,397,654,4,12,9,4,315,412,122,187
CDR20291_2171,627,650,533,798,2,9,15,18,153,194,90,254
CDR20291_2172,881,920,753,1053,33,51,96,93,2,17,13,27
CDR20291_2173,1526,1502,1238,1730,9,12,18,19,3,0,8,14
CDR20291_2174,333,259,255,281,2,2,8,8,3,8,6,32
CDR20291_2175,34,56,36,35,21,14,44,51,34,25,55,44
CDR20291_2176,21,28,17,13,12,12,27,31,6,7,6,8
CDR20291_2177,30,10,13,25,150,175,232,229,4,6,9,7
CDR20291_2178,74,66,71,80,414,526,696,623,30,43,111,68
CDR20291_2179,6,10,19,18,14,26,33,26,19,19,0,15
CDR20291_2180,12,13,15,15,2,5,5,7,137,218,107,234
CDR20291_2181,75,70,60,95,592,781,853,734,433,591,234,345
CDR20291_2182,98,83,68,101,1118,885,832,983,12,25,8,18
CDR20291_2183,262,360,267,433,33,43,91,45,891,1311,609,911
CDR20291_2184,1052,1053,907,1079,858,852,1712,1409,1117,1475,653,1425
CDR20291_2185,54,40,94,132,30,17,59,64,40,63,21,39
CDR20291_2186,6,10,7,11,828,954,1717,1556,874,1416,630,1110
CDR20291_2187,1030,946,812,899,114,134,189,179,42,92,40,75
CDR20291_2188,641,461,592,681,96,131,111,117,1138,2047,1380,3366
CDR20291_2190,75,88,73,117,286,608,1044,456,118,236,143,409
CDR20291_2191,2097,2169,1776,3067,614,2834,5246,1269,114,135,118,94
CDR20291_2193,49,43,25,52,84,111,463,371,234,447,112,287
CDR20291_2194,1317,1123,1167,1691,37,27,144,126,273,1231,72,740
CDR20291_2195,166,110,153,163,93,114,308,244,271,512,209,436
CDR20291_2196,57,67,56,57,6,6,17,35,87,139,68,107
CDR20291_2197,3321,2689,931,1169,22,28,47,67,173,254,83,180
CDR20291_2199,15839,13180,5347,6637,71,64,133,137,33,17,23,26
CDR20291_2200,332,307,612,565,1579,2225,4411,4249,27,47,20,39
CDR20291_2202,134,135,288,309,131,209,483,333,30,78,31,49
CDR20291_2203,246,196,554,522,102,162,299,261,1080,1522,677,1079
CDR20291_2204,47,52,70,63,3719,4216,5790,5340,106,128,110,112
CDR20291_2205,157,134,105,131,1863,2285,3496,2720,96,121,73,83
CDR20291_2206,314,364,285,352,157,168,295,235,2686,3239,1495,1875
CDR20291_2207,7172,6921,7742,8797,147,112,231,180,1630,1976,792,930
CDR20291_2208,1144,1161,1241,1504,405,341,591,518,166,110,325,330
CDR20291_2209,889,844,1008,1146,102,67,114,103,144,110,354,560
CDR20291_2210,27249,25861,27002,34145,211,154,161,173,615,622,1432,4237
CDR20291_2211,17544,16970,15505,21910,868,1336,2071,1541,191,278,434,2303
CDR20291_2212,334,271,295,286,4586,6096,7982,7010,451,793,919,6209
CDR20291_2213,311,288,262,253,300,379,445,396,718,1031,404,716
CDR20291_2214,1964,2679,2198,825,10887,9213,8017,7379,2913,4471,846,2471
CDR20291_2215,611,1286,954,180,2335,2141,2261,1742,200,362,177,190
CDR20291_2216,854,1850,1359,247,6031,4555,5724,4685,614,552,8105,2285
CDR20291_2217,4049,4072,2661,3617,3164,2675,3886,3061,110,143,1820,474
CDR20291_2218,17042,14743,12462,17603,2487,3594,7223,5801,301,335,6695,1793
CDR20291_2219,956,960,708,1074,2463,3094,2770,2351,327,343,5020,1181
CDR20291_2220,366,306,332,380,2777,3280,764,648,2396,2817,1442,1630
CDR20291_2221,109,76,87,105,224836,218624,7146,7613,5096,7599,1191,2215
CDR20291_2222,238,248,280,314,226430,221143,7428,7218,3947,4599,1120,1288
CDR20291_2223,599,685,630,879,36385,35621,1215,1105,289002,292474,65683,48504
CDR20291_2224,21871,21375,17504,24207,320726,302314,9291,9665,305450,294517,68492,42858
CDR20291_2225,4625,4412,3868,4663,187979,195870,5278,5701,48801,46848,11502,7276
CDR20291_2226,1154,1141,861,1641,91550,105302,3134,3054,351623,346871,109584,75836
CDR20291_2227,4761,4100,2647,3553,37942,50886,2423,2240,172213,180345,56775,47155
CDR20291_2228,5207,4395,2560,3627,5300,5367,1170,1227,82330,94749,22015,16324
CDR20291_2229,885,799,406,521,472,598,156,183,48302,57588,8576,8002
CDR20291_2230,6533,5695,3417,4648,896,795,2007,1958,6046,9637,2751,4165
CDR20291_2231,3888,3274,2030,2429,48455,43743,126098,127783,692,1117,388,507
CDR20291_2232,2577,2063,1484,1541,31575,32696,110235,96416,767,791,468,354
CDR20291_2233,1955,1240,1816,1426,60746,49090,155178,153396,48064,47687,32463,19005
CDR20291_2234,1350,1553,1362,1114,14005,11103,35674,34127,34094,34471,19605,11232
CDR20291_2235,251,242,149,172,49430,38961,117447,109811,76105,67509,88121,34379
CDR20291_2236,266,248,370,412,4199,4076,11893,9750,16975,15063,18288,7119
CDR20291_2237,5833,4976,18701,17689,13030,14835,44500,36106,50676,45071,51701,22133
CDR20291_2238,5441,4612,17144,18589,1189,1588,5388,3487,2767,2947,2659,1728
CDR20291_2239,5484,4937,24690,22889,148,214,436,274,8138,9981,6474,4197
CDR20291_2240,1408,1311,6047,5867,347,441,372,355,722,745,1225,451
CDR20291_2241,5899,5167,18993,18851,765,904,909,737,188,238,97,121
CDR20291_2242,680,548,1594,1843,1385,1817,1719,1275,344,544,185,259
CDR20291_2243,2633,2553,6141,7665,1076,1381,1330,1084,594,990,82,122
CDR20291_2244,493,372,985,1260,165,171,207,141,1293,1869,179,234
CDR20291_2245,1270,1177,951,1338,3542,4321,3962,3349,787,1087,290,587
CDR20291_2246,1716,1688,2537,3012,576,793,839,622,148,172,32,27
CDR20291_2247,6130,5976,1366,1697,891,1456,1345,908,2430,3373,597,797
CDR20291_2248,11609,12008,2531,3209,634,815,642,447,414,668,131,180
CDR20291_2250,6042,5808,1390,1758,2871,3145,2379,1868,761,1184,223,316
CDR20291_2251,1316,1340,264,390,88,126,155,100,295,462,101,263
CDR20291_2252,22833,20429,4997,6641,164,208,192,160,1206,1877,422,1030
CDR20291_2253,4094,3925,810,1208,135,175,142,136,125,119,20,53
CDR20291_2254,6852,6465,1296,2290,256,338,436,387,219,233,47,100
CDR20291_2255,2454,2226,568,940,84,72,107,93,155,173,29,45
CDR20291_2256,9654,7141,1970,3138,84,89,162,103,1099,1181,235,199
CDR20291_2257,503,439,276,364,1538,2011,2732,2450,141,175,25,64
CDR20291_2258,762,813,424,655,714,953,1074,988,114,154,33,53
CDR20291_2259,477,628,390,439,1211,1233,1757,1684,1983,2434,860,968
CDR20291_2260,406,441,349,409,36854,35292,63904,79463,856,1100,373,375
CDR20291_2261,321,342,228,318,11860,10936,22025,25468,1324,1584,1176,1182
CDR20291_2262,271,200,196,232,30748,29484,61102,65317,42787,44232,57591,46389
CDR20291_2263,2692,2572,2044,2526,13430,15670,29387,21730,15259,15489,25621,16930
CDR20291_2264,1181,1185,899,1069,709,952,1911,1417,44359,46347,94521,54754
CDR20291_2265,1316,1387,1094,1410,185,265,628,446,24002,26981,67913,38414
CDR20291_2266,16268,16708,15027,15560,62,105,300,273,649,825,171,262
CDR20291_2267,5205,5245,4598,4651,76,131,251,225,234,382,61,144
CDR20291_2268,14904,16011,13794,14378,313,356,291,237,67,194,37,87
CDR20291_2269,9677,10958,10784,9900,4230,3809,4584,3748,49,116,29,92
CDR20291_2270,5035,5115,3672,4977,3627,3390,4392,3571,493,608,370,376
CDR20291_2271,2017,2441,1552,2351,3966,3835,1882,1808,2647,3926,1881,1650
CDR20291_2272,1027,1701,954,1903,2861,2560,1367,1143,2919,3720,2382,2526
CDR20291_2273,594,550,423,468,1848,1941,1193,928,5991,6364,1974,2580
CDR20291_2274,534,539,430,417,7,3,14,10,4007,4643,1822,1920
CDR20291_2276,3091,4071,3102,4215,200,243,457,476,3060,3384,1428,1726
CDR20291_2277,2422,2144,2109,2530,685,964,1258,913,5,5,6,8
CDR20291_2278,8350,7071,4825,5801,196,330,397,346,172,173,43,66
CDR20291_2279,5791,5329,3309,4440,5,14,6,21,867,1138,554,719
CDR20291_2280,3360,2369,1846,2125,446,540,782,591,376,506,163,299
CDR20291_2281,8,16,8,12,72,159,211,161,4,8,5,27
CDR20291_2282,334,372,229,267,75,157,205,174,251,369,36,134
CDR20291_2283,1930,1903,1635,1962,11,24,18,17,140,167,33,96
CDR20291_2284,561,573,520,755,284,438,414,430,102,148,22,79
CDR20291_2285,14,20,16,16,389,511,602,549,6,9,2,8
CDR20291_2286,913,838,883,1316,266,421,505,481,176,378,161,220
CDR20291_2287,970,832,582,978,339,313,426,364,225,370,70,151
CDR20291_2288,849,816,599,859,178,317,432,346,211,307,106,193
CDR20291_2290,6,5,3,10,719,953,1458,1043,422,549,160,268
CDR20291_2291,40,53,40,47,629,615,958,835,292,356,93,143
CDR20291_2292,1544,1455,1309,1581,221,283,315,255,996,1281,280,272
CDR20291_2293,2920,2779,2681,2908,11,10,12,3,754,1016,191,220
CDR20291_2294,2441,2139,1405,2124,2988,2735,2692,2255,208,320,135,286
CDR20291_2295,1484,1495,1211,1485,1982,2083,1925,1523,35,37,8,24
CDR20291_2296,1267,1149,884,1213,1306,1700,1651,1273,9322,10158,2474,4355
CDR20291_2297,3849,3501,3591,3746,7548,7364,1397,1367,5714,9391,821,2997
CDR20291_2298,2429,2407,2272,2543,196,224,68,48,3246,5425,597,1567
CDR20291_2299,471,361,327,427,764,883,298,258,2331,3031,5862,2982
CDR20291_2300,42,64,69,104,1005,1115,325,233,120,138,248,136
CDR20291_2301,29587,44058,46130,58847,34,22,39,52,745,934,1959,1114
CDR20291_2302,9104,11181,10645,11622,29,37,44,34,871,1044,1349,874
CDR20291_2303,7342,8959,8504,8820,164,133,188,215,36,37,3,24
CDR20291_2304,170,181,217,212,16,19,47,32,12,43,11,25
CDR20291_2306,3,11,1,5,33,44,60,43,114,133,99,116
CDR20291_2307,41,38,29,37,24,12,13,28,31,18,31,28
CDR20291_2309,53,55,27,32,46,11,15,16,48,33,36,44
CDR20291_2310,94,44,50,117,180,51,18,36,78,60,5,33
CDR20291_2311,50,43,37,62,15,17,19,20,120,112,13,19
CDR20291_2312,189,203,211,275,21,27,30,27,693,1095,46,113
CDR20291_2313,44,58,39,50,68,33,47,42,20,19,16,16
CDR20291_2314,41,31,48,65,52,73,67,51,33,28,16,22
CDR20291_2315,15,12,14,17,485,757,1006,749,151,193,34,74
CDR20291_2316,10,8,6,17,80,144,150,152,97,182,20,60
CDR20291_2317,10,20,9,19,16305,18231,20015,19677,619,1120,276,765
CDR20291_2318,8,6,9,7,2971,4269,5969,4271,80,127,36,54
CDR20291_2319,22,16,10,20,7783,7405,7361,6309,12698,15077,5527,6792
CDR20291_2320,22,25,17,27,1159,1523,1837,1314,4137,4484,1521,1884
CDR20291_2321,197,199,180,227,1424,2664,3970,2482,6127,7434,7107,8062
CDR20291_2322,2559,2390,2128,2904,617,1299,2247,1184,1304,1750,1002,1031
CDR20291_2323,250,231,223,212,124,279,477,272,2113,2981,534,1043
CDR20291_2324,30388,27935,25845,27257,187,340,518,334,1022,1332,472,545
CDR20291_2325,8664,8889,6713,9503,313,481,779,541,290,409,117,151
CDR20291_2326,4023,3960,3774,5204,97,130,203,144,292,491,129,252
CDR20291_2327,1876,2015,1417,1837,43,77,166,102,492,786,173,502
CDR20291_2328,5988,5895,3799,5333,433,300,781,790,123,173,47,136
CDR20291_2329,3362,3575,2196,3322,14477,10471,27206,26381,88,117,47,61
CDR20291_2330,631,739,417,615,1559,2005,2470,2000,133,201,76,91
CDR20291_2331,734,637,422,680,31923,37621,50856,44218,4157,5754,2703,3482
CDR20291_2332,899,830,646,920,22855,23285,28563,26806,1089,1369,648,702
CDR20291_2333,691,703,546,816,2104,2772,5947,5211,20853,27495,11293,11429
CDR20291_2334,481,520,488,563,600,901,2331,1385,13861,15434,9798,8059
CDR20291_2335,119,102,190,208,434,685,1548,982,1418,1708,1944,1182
CDR20291_2336,3429,3010,7233,7725,1999,2069,1457,1131,529,677,1120,552
CDR20291_2337,5021,5312,4731,5313,511,534,477,388,487,536,838,549
CDR20291_2338,112405,98519,83302,94121,1010,985,690,550,1521,1796,575,378
CDR20291_2340,19689,19776,21074,19333,734,734,475,374,497,475,188,132
CDR20291_2341,4192,4254,4926,5244,571,561,345,277,744,808,235,217
CDR20291_2342,1776,2007,1867,2340,102,173,554,464,577,612,233,169
CDR20291_2343,1213,1399,1421,1786,27,42,94,84,385,481,173,156
CDR20291_2344,1711,1689,1505,1715,872,1403,1053,818,65,90,31,65
CDR20291_2345,423,389,372,446,604,940,964,825,20,22,9,46
CDR20291_2346,672,638,553,676,1254,1375,12432,14705,990,1423,362,384
CDR20291_2347,569,523,447,517,6578,6636,77784,88960,711,878,314,421
CDR20291_2348,381,418,293,406,674,874,8604,6846,1912,1974,4396,9190
CDR20291_2349,2806,3087,1522,2306,938,1273,9896,8437,12214,11731,39664,93292
CDR20291_2350,394,624,189,439,30,65,197,180,1093,1405,2463,8699
CDR20291_2351,2334,2017,1814,2180,327,418,741,603,2108,2384,3697,14350
CDR20291_2352,1650,1577,1339,1660,172,225,390,315,69,84,40,72
CDR20291_2353,3149,2964,5401,7052,539,778,1252,1105,319,443,248,323
CDR20291_2354,13224,13225,29312,38216,26,27,24,29,192,302,151,234
CDR20291_2355,2389,2279,3249,4299,13,6,11,12,610,871,223,580
CDR20291_2356,3655,3269,4247,4904,174,210,275,329,1,1,0,7
CDR20291_2357,242,237,219,380,291,374,637,467,6,19,10,39
CDR20291_2358,1005,858,895,1009,1076,1692,2159,1497,5,11,23,36
CDR20291_2359,801,841,666,798,212,252,438,320,80,129,49,108
CDR20291_2360,8150,7536,6327,8615,13284,12396,22090,17942,317,565,66,176
CDR20291_2361,3,8,5,12,13697,12751,22954,17775,1292,2310,195,1074
CDR20291_2362,36,57,23,52,21,31,29,35,223,320,208,268
CDR20291_2363,12,16,8,18,123,258,720,508,6454,8822,10602,7527
CDR20291_2364,327,313,443,491,1812,4474,2003,1755,5648,6745,11104,7195
CDR20291_2365,3994,3061,2154,2723,1398,1790,1709,1356,9,25,17,24
CDR20291_2366,17708,11892,9124,11995,118,170,260,238,95,227,23,131
CDR20291_2367,1494,1216,867,1432,1119,1239,1544,1463,619,1620,199,481
CDR20291_2369,5727,7673,14203,13366,141,149,263,258,787,1310,512,1167
CDR20291_2370,5838,7517,13312,8517,43,48,80,86,112,206,94,193
CDR20291_2371,112,184,143,189,332,345,543,603,925,1339,701,1316
CDR20291_2372,961,927,726,1412,38,55,122,65,81,125,101,167
CDR20291_2373,1779,1655,979,2257,52,53,107,81,33,37,55,60
CDR20291_2374,2236,1956,1993,2657,101,105,338,228,236,262,217,165
CDR20291_2375,264,312,259,381,42,36,108,89,36,48,57,27
CDR20291_2376,1172,1220,1323,1894,603,717,1213,1270,27,47,36,28
