,Deox1,Deox2,Deox3,Deox4,Chol1,Chol2,Chol3,Chol4,DMSO1,DMSO2,DMSO3,DMSO4
CDR20291_0433,15,55,9,10,12,5,2,1,14,29,5,17
CDR20291_0434,114,71,97,135,84,115,91,51,32,66,81,17
CDR20291_0435,117,107,130,150,86,141,79,67,39,70,72,46
CDR20291_0436,211,196,225,309,151,254,175,105,113,165,148,115
CDR20291_0437,236,212,219,266,127,217,116,91,125,176,141,132
CDR20291_0438,55,50,49,83,28,50,30,16,37,37,36,22
CDR20291_0439,64,83,53,106,25,27,25,35,28,59,49,37
CDR20291_0440,2895,1953,1470,312002,1098,71662,3113,5554,4078,552,75596,2888
CDR20291_0441,170,258,396,361,326,392,469,455,473,300,510,706
CDR20291_0442,474,560,906,788,718,876,884,986,670,393,674,840
CDR20291_0443,711,1583,678,482,532,457,316,257,311,1111,557,344
CDR20291_0444,304,508,292,199,204,148,121,90,111,513,227,122
CDR20291_0445,45277,44769,52708,58239,53832,102312,88870,59482,26212,17356,18522,28669
CDR20291_0446,953,3399,974,850,800,686,765,889,429,1584,957,710
CDR20291_0447,1190,4857,765,793,828,630,704,778,617,2355,1180,842
CDR20291_0448,1328,910,1138,1313,606,475,395,615,728,394,656,1033
CDR20291_0449,883,936,778,930,405,317,323,427,686,507,530,742
CDR20291_0450,374,1247,1000,797,857,1662,2407,1402,1205,1149,1027,945
CDR20291_0451,982,2606,1746,1532,1806,2798,3804,2590,2277,2330,2033,1272
CDR20291_0452,5,27,10,9,5,9,2,6,4,15,9,32
CDR20291_0453,485,1698,962,1359,995,2479,2375,1970,2831,1755,945,4907
CDR20291_0454,72,249,152,189,163,337,326,272,455,355,124,549
CDR20291_0455,94,700,330,444,265,1036,1039,756,751,654,218,1672
CDR20291_0456,81,45,75,75,55,43,57,43,67,44,61,54
CDR20291_0457,99,45,67,79,86,90,47,63,121,79,89,66
CDR20291_0458,200,185,345,368,265,381,254,318,213,155,224,305
CDR20291_0459,260,201,365,377,273,344,309,293,250,130,253,325
CDR20291_0460,434,290,365,509,333,346,264,336,410,184,417,393
CDR20291_0461,173,114,243,287,154,145,106,173,208,82,169,190
CDR20291_0462,594,461,661,735,437,368,306,536,651,346,531,620
CDR20291_0463,636,669,874,1147,657,683,476,883,1303,321,861,1548
CDR20291_0464,643,495,662,904,518,429,392,622,1198,324,967,1174
CDR20291_0465,35,33,70,62,34,16,5,41,67,22,59,85
CDR20291_0466,81,126,126,161,79,72,57,106,283,101,237,212
CDR20291_0467,222,416,162,197,144,151,133,157,443,275,412,444
CDR20291_0468,41,98,37,37,21,10,17,24,37,36,29,24
CDR20291_0469,4604,2541,3875,3806,4171,3696,3300,3258,2663,1278,1880,2749
CDR20291_0470,3843,2455,7016,4891,5352,7866,6228,4604,4189,3182,2531,4607
CDR20291_0471,1042,1057,678,729,1060,1262,1326,1290,1001,1435,886,718
CDR20291_0472,445,784,415,526,576,612,592,723,433,759,729,432
CDR20291_0473,1096,2664,1345,1398,1686,2009,2199,2287,1240,2246,2052,1272
CDR20291_0474,487,3073,3695,9870,5335,19280,8472,7273,482,3346,7032,5854
CDR20291_0475,96,63,85,56,39,24,17,14,51,32,33,61
CDR20291_0476,2,28,72,31,47,43,10,9,4,19,20,12
CDR20291_0477,86,28,40,49,29,18,2,14,11,26,12,10
CDR20291_0478,1204,449,873,984,671,322,395,344,297,232,437,269
CDR20291_0479,995,521,901,965,678,527,484,522,341,222,394,369
CDR20291_0480,1027,439,785,793,603,359,341,416,334,242,428,344
CDR20291_0481,1099,364,920,855,544,317,294,398,329,231,388,310
CDR20291_0482,1692,988,1619,1734,618,515,454,528,587,480,696,737
CDR20291_0483,1141,1091,811,989,1569,2215,1861,1308,3486,3104,1461,2366
CDR20291_0484,3752,2265,2964,2664,3806,4246,3700,2570,5941,7382,5562,4028
CDR20291_0485,720,1633,222,367,346,472,378,349,512,845,343,500
CDR20291_0486,1753,1204,1593,1507,1678,2452,2535,1610,1220,1428,1219,1455
CDR20291_0487,373,233,222,219,188,135,133,94,565,685,685,361
CDR20291_0488,258,308,83,137,63,43,27,67,104,145,65,44
CDR20291_0489,1400,2568,634,740,431,313,326,405,587,916,584,371
CDR20291_0490,524,434,138,224,124,123,160,132,93,124,109,129
CDR20291_0491,1499,2042,845,849,537,507,338,278,800,1624,1158,867
CDR20291_0492,1907,3532,1521,1489,717,740,484,409,1432,2792,2236,1460
CDR20291_0493,482,1241,324,351,194,151,202,231,148,635,266,127
CDR20291_0494,893,931,906,992,742,823,758,619,345,520,717,576
CDR20291_0495,114,63,121,86,84,79,52,42,79,55,62,49
CDR20291_0496,62,33,110,93,57,25,2,30,63,59,60,37
CDR20291_0497,359,193,514,469,311,350,267,218,218,258,261,159
CDR20291_0498,6083,7820,5797,5760,5827,7644,6922,4579,8876,9397,12036,8472
CDR20291_0499,326,257,298,268,210,217,133,161,313,373,302,317
CDR20291_0500,11398,7419,13387,12602,7339,11249,12345,10722,13787,10978,14028,15561
CDR20291_0501,72,207,198,138,110,183,163,183,200,160,236,220
CDR20291_0502,66,301,133,94,72,90,109,132,135,221,133,120
CDR20291_0503,127,95,173,149,126,85,64,68,213,184,182,156
CDR20291_0504,883,1001,1576,1162,1190,2231,3135,1928,735,812,894,1030
CDR20291_0505,89,225,115,81,66,100,84,120,130,97,163,90
CDR20291_0506,47,94,40,27,18,14,17,31,65,53,43,22
CDR20291_0507,4240,6226,949,1484,1439,1120,1249,783,1289,3218,1439,1443
CDR20291_0508,457,1526,452,398,165,212,200,170,58,305,100,103
CDR20291_0509,6524,15673,3192,3692,1242,1669,2091,1468,1644,3641,1241,1506
CDR20291_0510,7,24,41,22,13,32,35,20,16,26,31,12
CDR20291_0511,275,165,211,422,243,841,691,647,237,145,162,249
CDR20291_0512,95,47,92,171,82,314,294,258,74,53,51,83
CDR20291_0513,1652,1166,1359,1742,937,1223,1276,1633,1822,900,1315,2051
CDR20291_0514,9496,5964,10858,10240,5931,9185,9955,8681,11329,8687,11156,12917
CDR20291_0515,2337,1320,1142,2429,941,748,869,2260,2450,599,1225,2058
CDR20291_0516,413,184,413,539,324,359,101,188,4555,279,1158,6697
CDR20291_0517,45,24,42,57,34,42,7,10,580,39,154,813
CDR20291_0518,29,74,47,35,28,33,20,23,26,24,31,37
CDR20291_0519,922,785,1134,1237,1109,1053,1108,1554,839,331,884,854
CDR20291_0520,306,299,496,486,425,444,486,659,302,158,382,388
CDR20291_0521,5,17,7,92,3,94,2,9,2,35,111,2
CDR20291_0522,7,29,6,96,2,97,10,6,11,22,83,5
CDR20291_0523,25,126,20,335,23,576,44,41,21,60,274,39
CDR20291_0524,167,168,192,209,252,333,313,303,338,228,252,271
CDR20291_0525,97,155,204,146,152,253,311,212,162,189,121,193
CDR20291_0526,411,587,602,463,731,1081,931,711,563,481,442,679
CDR20291_0527,372,255,364,344,392,535,504,376,331,419,414,305
CDR20291_0528,262,292,333,261,314,470,484,342,281,293,295,317
CDR20291_0529,1485,1410,1094,1258,1048,1105,1264,879,2358,1831,1712,2104
CDR20291_0530,10267,6751,12513,11466,6731,10402,11604,9998,12454,9980,12451,14731
CDR20291_0531,49,16,59,64,36,32,30,30,47,46,87,66
CDR20291_0532,230,178,235,215,186,228,230,170,259,205,298,305
CDR20291_0533,12,13,16,12,23,15,27,24,40,23,40,56
CDR20291_0534,60,29,48,61,44,56,35,43,44,47,33,51
CDR20291_0535,22,32,43,35,22,18,35,27,30,23,26,20
CDR20291_0536,15,23,22,17,11,20,25,16,9,8,12,10
CDR20291_0537,6,13,15,10,6,9,2,3,14,19,14,20
CDR20291_0538,522,927,862,579,393,414,210,293,988,1569,1406,1035
CDR20291_0539,198,177,312,341,225,248,237,155,183,269,438,269
CDR20291_0540,30,36,46,96,21,36,27,30,40,39,79,85
CDR20291_0541,2,3,5,15,1,3,2,1,5,2,4,2
CDR20291_0542,82,49,47,145,27,87,25,23,83,120,100,112
CDR20291_0543,31,40,40,116,20,90,27,16,53,73,73,76
CDR20291_0544,5,2,1,3,2,1,2,2,4,1,3,2
CDR20291_0545,7,4,6,7,1,4,2,1,5,3,3,5
CDR20291_0546,61,47,79,83,84,72,57,54,107,45,75,51
CDR20291_0547,115,124,63,75,96,83,47,71,276,140,228,161
CDR20291_0548,11,25,14,18,21,16,12,6,44,33,68,29
CDR20291_0549,2584,786,393,1554,410,1328,649,602,15166,7758,11096,13770
CDR20291_0550,4293,1568,1223,4217,888,4104,2614,1861,32545,18243,21994,40361
CDR20291_0551,2270,1008,1531,1880,1188,939,783,926,7523,5454,8480,6023
CDR20291_0552,394,462,570,484,228,490,388,279,202,185,236,317
CDR20291_0553,27,225,41,36,29,66,47,27,26,96,39,20
CDR20291_0554,60,126,52,58,39,26,32,19,51,48,49,22
CDR20291_0555,139,435,175,158,117,119,86,111,149,170,170,129
CDR20291_0556,122,184,109,90,72,66,64,74,98,82,84,46
CDR20291_0557,298,456,235,240,195,176,160,184,213,216,222,186
CDR20291_0558,100,203,90,116,67,61,49,79,125,98,97,93
CDR20291_0559,17,41,29,37,17,12,7,14,30,49,35,20
CDR20291_0560,7,8,20,9,10,5,5,6,9,25,12,15
CDR20291_0561,262,247,245,233,225,195,153,181,274,339,297,208
CDR20291_0562,25,26,73,73,31,55,42,40,26,24,28,56
CDR20291_0563,77,51,84,89,95,64,44,70,91,66,108,46
CDR20291_0564,29,17,45,53,45,47,27,24,30,27,35,44
CDR20291_0565,92,126,138,106,75,94,77,78,70,69,100,66
CDR20291_0566,65,82,102,80,60,56,39,79,81,61,116,103
CDR20291_0567,72,85,81,64,51,43,79,70,111,72,188,122
CDR20291_0568,24,23,38,19,13,15,5,20,47,41,43,46
CDR20291_0569,211,239,411,306,305,590,773,420,522,473,385,627
CDR20291_0570,1329,1156,780,734,1147,1015,985,881,2636,1912,1929,1404
CDR20291_0571,2,12,11,7,13,12,12,5,16,8,10,20
CDR20291_0572,42,37,31,30,22,12,27,22,37,29,27,27
CDR20291_0573,66,110,65,53,48,70,22,36,72,145,146,90
CDR20291_0574,203,130,115,141,151,153,109,134,88,99,163,115
CDR20291_0575,317,221,283,285,338,353,269,322,178,174,236,166
CDR20291_0576,37,39,96,72,56,73,67,91,32,35,43,44
CDR20291_0577,344,176,445,383,699,762,903,723,148,108,169,173
CDR20291_0578,75,183,81,70,45,54,59,34,69,139,66,90
CDR20291_0579,104,267,79,75,50,72,74,37,111,201,96,115
CDR20291_0580,177,91,122,117,117,146,121,128,176,207,123,105
CDR20291_0581,1,1,0,1,1,1,2,1,2,1,1,2
CDR20291_0582,213,175,238,282,133,142,143,187,366,110,217,330
CDR20291_0583,10,3,14,14,7,2,2,8,7,4,12,22
CDR20291_0584,398,674,851,2095,690,1046,699,1516,1108,321,1119,1560
CDR20291_0585,42,46,69,67,62,82,52,53,84,105,113,59
CDR20291_0586,59,27,104,81,34,77,91,69,47,47,45,83
CDR20291_0587,134,127,353,262,159,333,254,177,255,270,305,757
CDR20291_0588,2,4,2,2,2,4,2,3,2,1,2,7
CDR20291_0589,6,2,2,3,1,1,2,2,2,1,1,2
CDR20291_0590,2,7,3,5,4,4,5,2,4,1,5,2
CDR20291_0591,280,277,155,165,176,199,118,115,276,242,283,215
CDR20291_0592,190,194,238,213,176,204,156,96,237,237,299,264
CDR20291_0593,15,28,18,20,35,24,30,38,21,28,15,32
CDR20291_0594,29,9,14,18,14,3,10,18,5,10,29,7
CDR20291_0595,1440,2249,1891,1527,1804,1833,2076,1381,1845,1910,4206,1250
CDR20291_0596,240,340,259,244,210,295,276,210,440,533,653,496
CDR20291_0597,1,1,0,1,1,1,2,1,2,2,1,2
CDR20291_0598,40,73,55,62,28,40,44,24,35,85,61,37
CDR20291_0599,31,63,41,28,37,52,52,57,26,36,36,27
CDR20291_0600,14,15,15,14,18,16,12,15,4,10,14,7
CDR20291_0601,31,41,23,18,29,30,25,23,21,24,22,27
CDR20291_0602,25,35,23,19,28,18,20,8,21,29,16,15
CDR20291_0603,109,134,79,108,88,82,121,59,100,117,100,78
CDR20291_0604,57,55,130,110,93,106,64,60,55,50,77,61
CDR20291_0605,71,231,78,99,68,107,32,36,72,149,59,59
CDR20291_0606,20,75,28,23,11,6,5,13,16,39,18,37
CDR20291_0607,158,267,150,154,111,156,183,148,146,166,180,146
CDR20291_0608,79,159,120,125,86,87,118,87,113,114,131,122
CDR20291_0609,489,881,676,648,406,537,422,351,577,634,819,820
CDR20291_0610,25,90,52,34,33,34,15,7,14,84,40,22
CDR20291_0611,4231,12299,5400,5626,2322,3040,2036,1546,3130,12282,13903,4944
CDR20291_0612,3681,6834,4432,4271,2535,3057,2449,1829,3980,11200,12357,3289
CDR20291_0613,4578,9166,7075,6111,3503,5008,4584,3187,5355,14045,14911,5220
CDR20291_0614,1173,572,590,712,970,1440,1047,800,413,325,68,90
CDR20291_0615,1660,855,899,1031,975,627,622,861,723,434,388,325
CDR20291_0616,161,112,91,151,49,35,30,77,72,32,46,49
CDR20291_0617,37,48,33,31,22,29,20,26,21,26,30,32
CDR20291_0618,371,286,523,488,490,508,563,445,355,275,476,317
CDR20291_0619,81,76,127,102,70,78,109,65,46,35,63,46
CDR20291_0620,67,72,133,93,68,110,57,45,146,198,205,132
CDR20291_0621,34,29,97,71,54,81,62,50,37,39,62,59
CDR20291_0622,3288,2885,4047,3356,1259,1502,1298,988,807,997,1245,1235
CDR20291_0623,3080,1977,2365,2305,696,504,420,322,568,854,1142,803
CDR20291_0624,251,143,375,316,70,51,62,61,72,89,156,88
CDR20291_0625,4219,2244,3914,4206,2091,1648,1360,1892,3334,1047,3000,3726
CDR20291_0626,7599,3961,8081,8336,3551,2870,2881,3992,6407,2426,6295,7498
CDR20291_0627,4109,2428,3879,3879,2957,3495,3439,2747,4010,3619,4638,4624
CDR20291_0628,41,36,51,37,17,12,5,26,35,19,32,12
CDR20291_0629,1432,958,1097,1218,755,428,486,805,637,425,797,508
CDR20291_0630,1398,1160,1080,1123,1467,1504,1303,1094,974,890,963,793
CDR20291_0631,1006,777,796,870,1108,1007,889,837,737,890,699,513
CDR20291_0632,3816,2397,4304,3870,1605,1476,1511,999,1159,1305,1329,1299
CDR20291_0633,1258,1937,1415,1278,1173,1067,1079,1730,3148,1906,2844,1755
CDR20291_0634,15056,13289,26578,21910,14500,29234,21784,12976,18727,15902,17935,36387
CDR20291_0635,2466,1455,1757,1789,1670,1108,1094,1338,1959,829,2015,1660
CDR20291_0636,424,220,189,279,213,97,106,155,222,134,404,151
CDR20291_0637,4802,3148,5210,4964,2734,2655,2061,2154,4398,2453,5443,4661
CDR20291_0638,185,209,238,224,111,63,49,102,153,172,125,110
CDR20291_0639,1003,1062,938,882,591,484,430,617,913,675,1141,828
CDR20291_0640,1204,1568,1013,959,659,645,558,595,1155,1109,1554,1118
CDR20291_0641,1,5,1,1,1,1,2,1,5,2,2,2
CDR20291_0642,1476,758,1158,1427,1037,1767,1550,1094,1479,1307,649,1436
CDR20291_0643,5283,5123,8475,7821,8397,9512,6453,6179,10304,5898,3599,13994
CDR20291_0644,634,636,1239,1090,1155,795,644,879,1875,904,420,2908
CDR20291_0645,7294,5170,10901,11754,8365,14056,15341,11951,9233,5185,5671,20945
CDR20291_0646,1565,918,1392,1825,1404,790,938,1484,2525,1105,1038,3191
CDR20291_0647,2408,1332,1983,2396,1902,1167,1296,2020,3456,1726,1546,4795
CDR20291_0648,2004,1451,1969,2346,1903,1195,1306,1882,3322,1798,1565,5779
CDR20291_0649,3399,1972,2307,3024,2754,1312,1516,2171,4945,2990,2591,6741
CDR20291_0650,2333,1873,3233,3333,2579,2183,1901,2725,4066,2420,2050,9172
CDR20291_0651,1643,1289,2035,2247,1894,1344,1084,1485,2868,1949,1688,5986
CDR20291_0652,1796,1511,2672,2646,2212,2299,1735,1961,2694,1961,1836,7791
CDR20291_0653,1880,1641,2963,2969,2374,2017,1637,1923,3049,2734,2395,8066
CDR20291_0654,2135,1606,2324,2414,2521,2374,1580,1520,2800,3499,2624,7107
CDR20291_0655,4331,4740,6651,6337,7098,8938,5497,4235,6391,8435,5899,23159
CDR20291_0656,2131,1486,2364,2421,3585,3951,3160,2846,2420,3256,1958,4268
CDR20291_0657,795,522,692,948,608,425,516,979,503,272,276,769
CDR20291_0658,376,215,264,395,196,134,170,464,199,90,115,352
CDR20291_0659,208,113,182,261,96,58,96,241,142,44,79,227
CDR20291_0660,321,123,213,328,153,108,104,310,209,78,142,259
CDR20291_0661,3026,1073,1770,2014,2189,2458,2002,1654,1386,1252,978,913
CDR20291_0662,6708,3479,5080,5446,5845,8518,7252,5535,4010,2923,3049,3296
CDR20291_0663,5822,4401,6103,6654,7516,11213,8795,6408,5082,3255,3070,5649
CDR20291_0664,444,290,526,438,293,260,227,223,579,580,644,500
CDR20291_0665,17,11,27,18,11,2,2,3,9,23,32,7
CDR20291_0666,890,185,782,684,466,279,225,216,473,446,1630,505
CDR20291_0667,129,20,196,140,50,37,47,34,55,47,219,112
CDR20291_0668,32,85,57,103,42,108,22,30,42,51,142,37
CDR20291_0669,31,85,26,45,17,22,7,9,35,69,45,32
CDR20291_0670,26,96,41,36,31,34,20,20,56,46,37,32
CDR20291_0671,101,150,289,228,146,232,156,118,128,90,143,220
CDR20291_0672,555,2286,380,421,437,539,531,352,406,1798,1155,530
CDR20291_0673,196,1436,316,263,234,410,397,269,158,997,496,352
CDR20291_0674,6,12,7,7,5,1,2,2,4,10,10,2
CDR20291_0675,668,865,842,813,507,498,427,600,422,466,476,503
CDR20291_0676,1590,2624,1237,1357,839,583,610,992,951,1609,1283,869
CDR20291_0677,298,782,366,387,194,132,116,247,267,429,567,322
CDR20291_0678,268,168,491,371,543,457,247,188,1127,401,1125,327
CDR20291_0679,193,98,325,264,271,242,148,120,707,305,801,237
CDR20291_0680,272,224,403,331,367,297,205,155,1263,447,1095,396
CDR20291_0681,628,334,724,689,262,136,188,248,301,208,550,427
CDR20291_0682,1681,1364,1904,1901,1090,957,896,1128,1213,808,1881,1702
CDR20291_0683,1607,1130,1269,1263,956,708,686,783,1229,1077,1630,1301
CDR20291_0684,1570,1087,1758,1370,1391,1242,1024,776,2362,2066,1902,2605
CDR20291_0685,62,87,1153,226,1313,214,1296,1289,113,357,410,261
CDR20291_0686,433,745,219,284,150,264,341,224,670,457,1056,481
CDR20291_0687,8022,11616,6973,8080,5010,8432,7136,5612,13427,7071,23235,14546
CDR20291_0688,4,11,7,12,3,9,5,3,11,7,18,10
CDR20291_0689,1668,2697,2306,2041,934,902,815,800,1388,2183,6807,2483
CDR20291_0690,16,56,12,9,4,3,2,5,98,70,7,27
CDR20291_0691,7,24,5,7,3,2,5,2,18,10,1,12
CDR20291_0692,6,63,6,3,3,6,10,6,35,31,5,10
CDR20291_0693,10,80,2,5,2,1,10,1,39,50,2,10
CDR20291_0694,27,278,9,10,4,7,25,18,47,108,6,17
CDR20291_0695,12,77,9,8,3,6,5,6,14,39,3,10
CDR20291_0696,22,214,13,13,5,10,5,3,70,172,8,39
CDR20291_0697,11903,7523,13413,12747,7496,11251,12273,10794,14185,11257,14355,15623
CDR20291_0698,586,290,426,551,163,119,116,164,369,103,205,400
CDR20291_0699,134,60,89,120,44,30,39,68,84,70,68,71
CDR20291_0700,322,173,234,278,115,91,104,168,239,159,158,198
