,E1,T20,T5,E12,T14,E14,T6,E23,T10,E15,T11,E25,T15,E16,T61,E24,T42
BN165_1520011,33,4,1,1,20,8,13,1,92,11,3,1,2,7,2086,12,51
BN165_1520012,15,4,1,1,15,3,13,1,64,3,1,1,4,2,1776,2,50
BN165_1520013,1,5,1,1,24,4,55,1,55,37,3,1,19,1,2162,15,1
BN165_1520014,1,9,1,1,24,5,1,5,81,1,3,1,19,1,2768,42,11
BN165_1520015,1,3,1,1,9,8,1,7,103,3,1,1,14,3,1430,269,34
BN165_1520016,5,2,3,1,12,4,1,24,1,15,1,1,24,1,3135,19,20
BN165_1520017,12,2,83,1,9,4,1,23,2,39,1,4,23,3,39,1,85
BN165_1520018,8,6,26,2,12,46,1,32,3,2,17,1,23,11,39,2,19
BN165_1520019,11,4,23,7,12,40,1,1,8,6,18,1,21,6,238,16,2
BN165_1520020,6,1,4,7,6,13,1,4,198,8,3,22,22,11,238,22,4
BN165_1520021,35,66,6,1,13,40,6,46,39,6,1,1,17,10,1,17,3
BN165_1520022,21,149,10,1,13,13,2,77,3,2,20,3,29,9,114,14,3
BN165_1520023,25,234,5778,1,1,16,1,337,1,4,2,1,56,7,114,101,4
BN165_1520024,10,107,1,1,9,19,1,194,1,1,4,1,24,12,74,53,5
BN165_1520025,26,36,3,1,3,27,1,237,1,4,8,5,35,5,114,36,45
BN165_1520026,5,3,15,22,78,3,3,164,1,1,7,1,54,1,114,146,45
BN165_1520027,2,2,2,1,1,4,23,96,1,1,6,1,36,2,71,21,9
BN165_1520028,16,1439,1,7,4,89,1,9,7,3,7,2,57,2,17,431,4
BN165_1520029,4,55,1,15,4,90,61,1,41,1,16,1,24,2,1,229,15
BN165_1520030,1,213,4,1,4,39,1,1,78,1,17,4,666,2,340,503,6
BN165_1520031,1,2,1,208,6,40,95,2,33,1,29,2,13,1,3,168,15
BN165_1520032,1,13,1,1,8,13,11,27,55,8,1,1,15,1,12,194,4
BN165_1520033,1,5,1,3,15,24,12,23,73,5,1,1,16,3,11,460,7
BN165_1520034,1,5,1,4,11,17,1,1,47,2,1,8,10,1,150,98,5
BN165_1520035,2,2,1,2,23,9,9,13,78,1,1,11,15,2,123,93,18
BN165_1520036,1,2,2,4,11,3,14,7,24,14,1,4,10,5,112,147,9
BN165_1520037,7,8,1,4,39,5,9,20,1074,1,1,7,16,8,9,57,38
BN165_1520038,8,2,8,7,39,5,112,2,13,2,6,1,13,36,13,23,1
BN165_1520039,1,5,25,7,1,5,5,111,18,6,3,10,1,18,11,64,1
BN165_1520040,1,1,14,39,11,5,63,20,20,3,2,14,5,52,12,416,1
BN165_1520041,1,7,23,6,2,9,32,12,11,5,1,53,6,30,13,291,1
BN165_1520042,1,29,14,7,2,10,32,112,16,5,1,6,6,36,13,294,1
BN165_1520043,1,26,29,1,1,10,12,112,12,12,1,5,8,42,83,113,2
BN165_1520044,5,5,6,8,1,5,60,10,1,12,3,7,13,23,33,124,4
BN165_1520045,1,5,8,6,1,5,46,12,1,19,26,6,3,45,53,2,1
BN165_1520046,1,4,27,5,2,2,51,69,22,1,2,10,3,53,17,2,1
BN165_1520047,1,3,25,174,1,9,59,25,2,1,29,4,57,62,23,33,5
BN165_1520048,1,381,7,3,1,2,103,18,3,1,1,15,26,22,84,176,18
BN165_1520049,1,217,3,21,17,1,4,31,2,1,89,1,31,1,84,26,1
BN165_1520050,6,4,1,8,13,1,5,10,2,1,12,1,2,1,42,29,1
BN165_1530001,17,30,1,4,11,1,47,10,12,1,13,6,2,2,14,19,2
BN165_1530002,22,5,7,1,4,1,9,3,2,4,1,5,3,2,26,805,5
BN165_1530003,15,6,7,26,36,1,11,185,2,2,12,1,17,1,1,412,5
BN165_1540001,15,1,1,27,6,18,3,8,2,1,15,1,2,1,3,1138,1
BN165_1540002,9,1,1,30,74,2,3,4,1,1,14,3,5,1,2,81,2
BN165_1540003,14,1,34,14,98,4,2,22,12,1,95,4,2,1,7,80,4
BN165_1880063,14,1,11,51,6,3,22,1,7,2,1,1,3,1,324,4,1
BN165_1540004,21,1,7,5,60,2,18,7,1,3,25,1,2,1,1,14,1
BN165_1540005,417,1,16,26,2,2,3,15,1,13,13,10,5,1,12,7,138
BN165_1540006,724,1,16,6,2,8,13,11,3,1,13,15,3,1,6,10,1
BN165_1540007,217,3,13,20,7,3,3,9,17,22,1,6,2,2,30,3,1
BN165_1550001,7,1,37,79,5,2,2,4,12,1,54,19,3,2,5,2,1
BN165_1550002,2,1,3,16,45,1,1,8,10,56,47,12,2,1,34,3,1
BN165_1550003,1,1,2,7,1,7,3,83,2,8,59,8,2,1,106,5,1
BN165_1550004,1,1,27,2,1,2,2,4,15,9,23,17,5,1,538,5,2
BN165_1550005,9,1,10,4,1,1,2,269,21,1,66,4,6,4,26,3,1
BN165_1550006,15,1,16,5,2,1,3,1,85,8,12,5,5,2,4,125,2
BN165_1550007,15,1,4,3,9,1,6,1,16,10,48,17,1,2,419,192,1
BN165_1550008,12,2,3,1,16,2,2,1,14,11,11,19,1,2,3,1703,3
BN165_1550009,8,1,4,1,9,10,3,1,14,80,5,15,1,5,28,228,1
BN165_1550010,11,4,76,16,1,4,1,1,11,1,17,14,1,1,39,201,186
BN165_1550011,8,2,355,4,1,3,1,1,14,18,9,12,12,3,27,201,2
BN165_1550012,11,9,13,1,1,6,2,1,7,7,16,8,1,1,26,260,2
BN165_1550013,19,20,2,2,1,1,1,9,17,8,12,4,10,2,81,177,1
BN165_1550014,8,28,1,1,1,7,2,29,1,1,5,8,5,3,31,150,4
BN165_1550015,48,18,3,1,1,12,26,13,1,40,6,12,16,1,48,437,7
BN165_1550016,3,8,11,1,3,16,123,13,12,26,9,7,20,1,250,7,6
BN165_1550017,4,4,2,1,1,19,21,4,7,29,14,8,5,5,18,10,13
BN165_1560002,1,1,7,26,1,75,10,12,3,10,13,4,15,2,9,1,6
BN165_1570001,3,41,7,26,1,1,3,18,1,35,165,5,1,2,1321,1,6
BN165_1570002,1,55,6,11,1,17,8,11,7,4,118,3,1,3,740,1,2
BN165_1570003,2,322,27,11,1,73,4,21,6,31,52,4,1,3,1544,1,8
BN165_1570004,2,16,39,3,2,2,1,19,1,4,90,5,1,2,485,13,29
BN165_1570005,2,4,115,12,1,9,1,15,4,24,30,7,1,4,547,19,29
BN165_1570006,1,4,9,4,20,26,2,1,1014,80,44,7,1,9,1367,10,1
BN165_1570007,1,2,13,1,1,11,2,14,1,15,62,2,1,3,288,7,4
BN165_1570008,4,1,26,2,1,7,1,5,63,15,66,7,1,1,280,25,4
BN165_1580001,5,1,17,2,1,3,1,2,59,3,1,1,2,1,430,13,4
BN165_1580002,4,1,13,1,70,4,1,13,2,2,102,13,4,1,169,7,6
BN165_1580003,6,1,9,1,1,5,1,10,6,4,32,3,3,1,19,6,13
BN165_1580004,8,1,8,38,2,1,1,1,29,3,124,3,1,1,62,25,5
BN165_1580005,7,1,9,1,4,5,6,1,11,1,24,1,1,1,174,47,35
BN165_1580006,12,2,6,3,91,1,13,8,7,1,17,1,1,1,476,40,1
BN165_1580007,3,1,20,4,9,2,214,2,91,10,6,1,1,1,370,171,13
BN165_1580008,5,5,19,1,3,1,266,2,88,10,3,10,1,5,359,9,21
BN165_1580009,2,1,12,3,20,212,91,5,1,2,5,1,1,5,147,4,18
BN165_1580010,2,1,11,16,381,18,102,1,2,1,5,4,1,5,140,8,15
BN165_1580011,2,1,23,7,87,39,51,1,5,2,2,1,1,7,10,4,11
BN165_1580012,1,1,106,6,81,22,57,1,4,1,1,9,1,18,6,18,3
BN165_1580013,1,1,2,2,97,9,40,1,4,3,17,5,1,7,60,24,5
BN165_1580014,1,3,2,15,115,3,19,1,1,1,3,4,1,44,477,20,49
BN165_1580015,7,5,47,1,2,1,2,14,1,1,2,10,1,1,81,34,338
BN165_1580016,4,13,1,2,5,2,4,70,72,2,2,6,1,12,72,16,245
BN165_1580017,5,4,17,1,7,25,5,35,47,3,2,9,1,22,50,4,319
BN165_1580018,5,6,20,1,4,53,5,1,35,5,3,19,6,25,2395,21,447
BN165_1590001,12,14,45,3,14,76,4,1,28,5,2,2,1,19,1528,14,196
BN165_1590002,11,12,11,19,320,135,9,1,47,3,1,1,1,14,3144,1,520
BN165_1590003,12,17,2349,7,25,71,10,1,36,1,4,1,1,4,211,835,10
BN165_1590004,4,46,11,2,4,189,10,1,43,1,7,29,3,4,226,37,10
BN165_1600001,8,5,21,14,2,176,10,5,28,1,8,27,1,8,8,22,184
BN165_1600002,6,1,3,2,1,1,10,6,45,1,8,1,1,75,4,35,184
BN165_1600003,7,1,1,10,1,1,5,4,31,1,4,4,1,650,2,29,1
BN165_1600004,2,2,291,9,1,1,19,2,39,27,2,8,1,473,4,61,84
BN165_1600005,2,1,1,20,20,3,3,1,36,3,1,2,1,605,7,68,278
BN165_1600008,1,46,150,18,25,8,2,7,18,14,1,1,1,865,8,18,278
BN165_1600009,10,50,26,188,1,9,2,5,18,7,1,37,42,324,8,21,32
BN165_160001,8,4,9,1,55,8,1,3,47,6,1,27,4,952,14,62,21
BN165_1600010,2,4,16,27,4,12,1,8,47,1,43,1,8,14,12,64,1
BN165_1600011,2,7,8,69,6,1,1,1,39,1,6,1,23,19,6,12,329
BN165_1600012,1,10,6,2,5,13,35,3,39,19,13,1,244,110,346,9,1
BN165_1600013,5,4,7,4,3,15,5,72,35,19,9,1,64,110,834,10,4
BN165_1600014,4,8,1,57,13,21,9,2,23,13,3,1,61,1,7322,32,5
BN165_1600015,2,9,1,35,2,76,8,3,11,6,3,1,77,16,710,14,49
BN165_1600016,110,15,1,11,2,50,3,4,25,79,33,1,93,38,664,36,46
BN165_1600017,152,1,1,5,4,66,3,39,19,1,21,1,1,38,692,36,8
BN165_1600018,170,6,1,4,1,45,13,48,16,3,17,1,2,21,963,10,1
BN165_1600019,138,33,1,6,11,33,15,10,17,1,9,1,9,11,724,7,2
BN165_160002,10,12,5,1,7,6,9,19,12,1,100,1,3,1,625,1,10
BN165_1600020,61,9,4,9,3,1,6,96,15,6,1,1,6,79,1487,1,7
BN165_1600021,7,4,3,1,2,1,27,2,11,29,5,1,279,1,20,1,2
BN165_1600022,4,1,4,1,25,1,3,3,6,6,1,1,9,4,31,8,5
BN165_1600023,893,1,4,1,28,10,4,22,17,7,1,1,2,5,1,1,1
BN165_1600024,50,1,1,195,13,6,1,2,15,21,8,40,1,58,1,4,2
BN165_1600025,190,1,4,19,17,1,1,35,11,11,36,33,1,52,1,1,2
BN165_1600026,2,1,1,57,2,10,9,97,9,2,11,36,1,2,1,1,219
BN165_1600027,6,1,1,27,25,4,30,21,17,1,12,38,1,3,54,1,3
BN165_1600028,4,1,8,5,30,38,9,110,5,12,29,3,18,2,71,2,3
BN165_1600029,6,1,2,5,133,1,8,67,39,29,20,1,21,2,3,2,3
BN165_160003,2,2,2,1,34,2,32,41,7,5,6,1,17,4,1,1,1
BN165_1600030,2,1,1,8,27,1,6,3,9,28,3,1,24,3,6,9,1
BN165_1600031,3,1,2,11,23,4,6,1,2,1,20,1,18,29,4,1,1
BN165_1600032,7,1,13,7,15,68,24,2,2,31,60,52,19,12,3,4,1
BN165_1600033,1,10,4,14,26,68,50,1,3,52,9,1,20,5,2,4,1
BN165_1600034,5,1,1,8,12,5,16,2,23,7,27,1,10,7,6,17,1
BN165_1600035,1,1,29,6,31,4,215,1,766,10,1,1,12,26,11,11,3
BN165_1600036,5,14,1,11,1,15,1,5,766,140,45,1,25,26,10,279,1
BN165_1600037,180,2,1,4,1,10,82,9,742,1,73,4,27,12,256,356,1
BN165_1600038,7,1,1,4,3,5,98,3,75,7,11,2,28,3,21,26,1
BN165_1600039,11,2,1,13,22,10,7,1,1,11,15,1,24,9,8,25,1
BN165_160004,1,1,1,13,18,10,25,7,1,13,147,1,18,1,17,16,1
BN165_1600040,10,1,1,8,1,7,105,12,1,19,7,1,13,1,9,37,1
BN165_1600041,9,1,1,11,1,2,2,6,6,3,11,1,10,1,58,41,1
BN165_1600042,6,1,1,10,5,94,21,1,11,8,19,2,16,2,58,108,1
BN165_1600043,218,3,1,4,8,3,9,1,1,2,23,8,14,1,53,430,1
BN165_1600044,97,1,1,1,2,1,8,1,2,3,30,1,12,6,86,444,1
BN165_1600045,3,1,25,6,3,31,15,1,62,186,5,1,13,3,38,28,1
BN165_1600046,14,1,9,8,1,1,2,1,12,10,15,5,9,14,9,19,1
BN165_1600047,7,82,1,4,3,1,12,1,20,44,4,1,11,3,37,698,1
BN165_160005,6,588,1,6,260,5,5,1,12,23,7,1,7,16,34,27,34
BN165_160006,16,2,1,4,227,7,5,1,8,11,469,1,6,57,1,23,60
BN165_160007,10,1,1,5,4,4,257,1,2,2,15,1,7,250,1112,362,40
BN165_1610001,5,1,7,3,7,3,23,4,4,1,55,1,13,8,99,7,3
BN165_1610002,1,2,3,3,35,1,63,1,8,1,35,1,11,2,49,9,85
BN165_1610003,1,1,6,5,7,2,39,1,9,4,22,3,7,1,68,41,3
BN165_1610004,1,1,2,5,2,22,14,7,27,41,3,3,14,11,65,118,1
BN165_1610005,1,1,8,6,53,1,4,6,1,65,1,8,4,14,118,47,1
BN165_1610006,1,6,8,3,50,139,2,6,1,54,1,1,1,13,130,1,1
BN165_1610007,1,3,13,8,7,1,8,1,1,118,10,1,5,9,35,1,3
BN165_1610008,1,13,9,4,5,1,75,1,1,280,62,1,2,30,37,1,3
BN165_1610009,3,88,19,27,5,1,208,4,1,289,103,1,1,11,104,1,2
BN165_1610010,1,73,2,65,6,1,230,1,1,442,111,1,18,20,124,1,2
BN165_1610011,1,1359,1,72,5,1,292,7,1,1,255,1,2,121,23,3,9
BN165_1610012,1,976,12,200,5,1,241,3,1,1,316,1,2,13,20,4,9
BN165_1610013,1,4,3,112,5,1,629,1,1,1,441,1,1,467,33,10,5
BN165_1610014,1,4,1,283,3,4,657,2,1,2,556,1,1,229,98,56,5
BN165_1610015,1,3,1,301,2,18,2,36,1,7,2,1,9,544,13,128,6
BN165_1610016,1,1,1,2,7,4,3,17,3,19,3,1,2,164,11,6,6
BN165_1610017,5,3,1,1,8,10,3,1,3,20,3,1,3,147,1,9,5
BN165_1610018,1,3,1,1,9,2,9,17,4,59,3,3,3,454,1,13,5
BN165_1610019,3,1,3,4,6,5,21,4,4,1,16,3,1,68,1,70,4
BN165_1610020,2,1,1,5,6,6,29,4,2,2,33,1,4,73,1,117,4
BN165_1610021,12,3,3,14,4,8,29,2,1,20,35,1,5,120,846,40,6
BN165_1610022,22,1,4,11,1,5,40,2,1,25,47,1,1,43,768,40,9
BN165_1610023,28,1,1,21,4,4,1,6,1,455,1,1,1,18,52,65,30
BN165_1610024,21,1,1,2,4,2,11,3,1,97,5,1,24,50,44,49,2
BN165_1610025,9,4,1,21,4,9,40,6,1,125,42,1,14,387,32,27,1
BN165_1610026,5,3,1,16,5,1,47,13,17,168,44,8,8,212,71,131,82
BN165_1610027,1,2,1,19,4,1,40,2,36,73,575,1,6,193,112,155,6
BN165_1620001,22,35,2,111,7,3,62,3,1,7,165,6,2,74,321,8,1
BN165_1620002,21,1,1,65,7,3,3,1,1,1,203,1,12,76,1581,12,1
BN165_1620003,128,1,1,84,3,1,3,1,18,1,241,1,16,2,1785,1,1
BN165_1620004,5,1,1,63,5,1,2,2,1,3,178,20,66,4,119,24,1
BN165_1620005,5,1,1,29,5,1,2,1,39,17,7,3,13,16,75,111,1
BN165_1830033,5,11,1,4,5,14,1,2,3,18,1,4,11,155,2420,5,1
BN165_1620006,5,10,3,1,4,2,1,54,4,1,1,1,10,28,75,8,2
BN165_1620007,3,10,14,1,1,4,2,51,1,10,11,5,9,24,15,3,2
BN165_1620008,2,2,10,1,2,1,3,8,13,2,29,3,13,19,1427,2,9
BN165_1620009,1,1,11,14,2,1,1,5,9,15,26,2,7,629,11,8,16
BN165_1620010,1,1,6,11,1,1,8,6,6,1,1,72,16,378,14,8,12
BN165_1620011,12,2,9,1,1,1,63,7,1,3,17,1,1,911,86,12,43
BN165_1620012,11,1,9,9,3,20,25,3,14,2,6,6,2,82,214,5,1
BN165_1620013,4,1,11,5,14,6,26,3,12,13,22,3,9,80,136,33,1
BN165_1630001,7,1,147,34,9,24,6,4,7,6,1,1,5,3,4,4,1
BN165_1630002,12,1,398,2,2,13,206,5,1,6,4,1,2,4,5,11,5
BN165_1630003,3,1,110,6,1,1,150,1,17,6,2,12,1,2,2,1,5
BN165_1630004,1,1,3,1,14,1,179,4,28,3,16,12,2,4,5,6,1
BN165_1630005,1,1,1,7,2,1,108,3,24,13,11,13,2,3,1,32,1
BN165_1630006,1,1,1,70,3,1,94,4,14,2,10,5,1,2,1,10,1
BN165_1640001,1,6,1,70,8,1,8,76,18,2,10,12,1,2,1,19,1
BN165_1650001,1,93,5,6,7,3,1,49,15,1,5,3,1,4,15,10,1
BN165_1650002,1,24,12,6,1,2,1,20,11,1,34,6,69,3,114,94,20
BN165_1650003,2,3,12,26,6,1,1,6,6,9,4,2,39,2,377,114,15
BN165_1650004,2,1,10,14,11,1,10,3,20,6,5,8,1,112,11,103,7
BN165_1650005,1,1,3,7,13,1,10,7,44,10,1,34,5,170,15,78,9
BN165_1650006,1,1,6,17,65,2,15,3,15,9,1,6,10,2694,25,183,36
BN165_1650009,1,3,7,13,1,1,2,1,10,7,12,2,3,256,144,131,36
BN165_1650010,2,6,7,11,1,1,13,6,3,2,9,1,2,287,199,18,13
BN165_1650011,1,1,11,2,1,3,13,1,7,6,14,2,17,287,123,52,8
BN165_1650012,1,1,5,152,1,1,50,1,2,39,13,2,13,400,119,30,18
BN165_1650013,1,1,18,5,1,1,2,1,1,39,9,1,2,267,179,1276,1
BN165_1650014,8,1,2,2,1,24,14,6,1,3,3,1,3,236,148,20,1
BN165_1650015,1,1,2,72,1,15,9,7,1,175,11,1,1,576,63,163,1
BN165_1650016,1,1,1,1,1,8,12,37,1,1,50,1,1,8,258,14,2
BN165_1650017,9,2,2,1,1,7,285,9,1,1,4,1,1,11,402,31,1
BN165_1650018,2,1,1,5,1,15,285,10,1,1,269,1,1,1,23,71,5
BN165_1650019,1,1,1,7,1,18,17,12,1,1,1,1,1,1,13,57,2
BN165_1650020,2,1,1,6,5,3,17,1,1,1,1,1,1,1,19,68,10
BN165_1650021,2,1,1,4,11,28,71,1,1,1,1,1,1,1,262,17,2
BN165_1660001,1,1,1,2,14,19,40,1,2,1,1,1,25,14,2,16,14
BN165_1660002,1,1,1,2,3,1,27,46,3,11,1,2,1,38,2,27,59
BN165_1660003,1,1,2,38,1,1,47,33,6,21,1,59,1,3,6,17,229
BN165_1660004,2,1,1,1,1,10,18,31,6,7,1,90,1,1,3,67,11
BN165_1660005,1,1,1,376,1,1,16,177,8,21,18,30,1,8,17,348,2
BN165_1660006,1,5,1,1,1,12,6,185,3,3,28,25,1,2,14,19,2
BN165_1660007,1,5,4,1,22,21,129,1,11,8,12,28,1,2,28,55,8
BN165_1660008,32,5,3,1,1,4,6,1,1,17,30,9,43,2,1,29,11
BN165_1660009,115,3,5,1,39,49,4,1,1,6,6,6,35,7,5,13,13
BN165_1660010,4,11,2,1,87,34,42,1,1,10,15,5,38,13,7,36,7
BN165_1660011,4,5,4,1,13,44,1,7,1,9,24,1,32,12,27,11,53
BN165_1660012,1,11,1,1,13,2,1,124,1,5,11,1,3,114,1,5,87
BN165_1660013,1,18,1,4,1,3,11,16,1,8,16,2,2,9,4,1,36
BN165_1660014,1,1,1,14,10,5,13,2,14,4,1,2,1,1,67,6,135
BN165_1660015,1,1,1,8,15,1,10,2,14,3,15,1,1,7,25,371,6
BN165_1660016,1,1,1,7,9,2,6,1,4,12,13,2,1,2,38,9,522
BN165_1660017,3,1,1,3,8,1,2,2,2,7,14,3,1,21,13,41,263
BN165_1660018,1,1,3,6,29,2,2,112,2,10,1,3,27,18,215,7,595
BN165_1660019,1,1,1,9,24,3,44,22,1,4,1,1,1,15,302,26,177
BN165_1660020,1,1,2,8,14,3,4,4,1,4,3,1,1,29,244,3,195
BN165_1670001,8,5,1,9,1,1,432,843,12,7,1,1,1,11,189,4,504
BN165_1670002,3,11,5,8,58,2,1,1085,5,47,19,1,1,3,440,4,91
BN165_1670003,2,3,3,4,3,4,1,1277,7,28,15,1,7,13,351,6,103
BN165_1670004,1,15,3,1,3,3,1,1422,4,1,14,1,6,12,22,33,155
BN165_1670005,9,64,1,10,34,1,1,865,5,1,6,11,1,1,9,1,52
BN165_1670006,7,28,4,11,66,1,1,800,7,1,6,1,1,805,5,1,21
BN165_1670007,2,12,3,4,7,1,1,552,5,1,13,1,1,40,1,1,64
BN165_1670008,3,12,4,3,40,1,1,7,9,1,70,2,1,20,5,3,265
BN165_1670009,3,19,1,8,11,1,13,9,16,3,43,1,4,22,1,5,136
BN165_1670010,1,28,1,1,26,1,38,27,2,5,1,1,5,25,5,3,126
BN165_1670011,1,38,1,1,99,1,9,262,4,6,1,5,1,54,26,4225,60
BN165_1670012,1,37,4,1,19,1,27,251,1,2,1,5,1,53,12,43,47
BN165_1670013,15,48,1,1,9,2,4,436,1,1,1,4,6,11,170,129,2
BN165_1670014,11,1,1,7,2,1,20,436,1,3,1,2,1,14,11,2,3
BN165_1670015,9,4,1,3,10,1,25,324,1,2,6,13,1,48,65,1,54
BN165_1670016,95,3,2,1,4,4,29,340,2,1,7,1,1,49,71,6,152
BN165_1670017,1,1,2,3,2,5,22,367,31,11,10,1,1,11,12,1,31
BN165_1670018,1,6,1,1,1,1,21,97,37,1,2,1,1,7,17,1,25
BN165_1670019,1,6,41,1,1,1,17,3,5,1,1,1,2,13,18,4,16
BN165_1670020,2,2,77,1,18,4,1,6,6,56,5,2,5,34,88,21,676
BN165_1670021,12,19,121,1,3,47,10,251,5,1,4,11,6,5,53,41,329
BN165_1670022,9,1,59,1,3,1,4,66,6,2,2,2,15,7,39,19,825
BN165_410004,9,14,21,21,1,1,2,206,3,2,14,1,1,1,45,12,67
BN165_1670023,3,23,2,9,1,1,10,157,2,21,3,3,1,1,80,10,60
BN165_1670024,1,20,1,32,1,1,12,157,4,20,3,1,1,1,58,5,3
BN165_1670025,1,16,676,20,1,1,1,93,4,6,74,2,1,1,27,10,1
BN165_1670026,1,14,19,1,1,1,1,43,1,31,4,6,1,298,51,8,1
BN165_1670027,1,11,101,1,1,2,1,236,2,23,9,17,1,434,216,11,1
BN165_1690002,1,26,1,1,1,2,41,221,2,1,6,3,1,21,176,7,1
BN165_1690003,1,16,3,1,3,2,6,95,4,1,40,69,1,18,121,7,3
BN165_1690004,1,10,2,1,2,1,6,26,33,10,36,1,1,13,148,6,4
BN165_1690005,1,516,2,4,4,1,11,404,25,2,9,17,1,30,181,5,4
BN165_1690006,1,7,1,7,7,6,1,4,10,13,51,22,1,34,91,15,7
BN165_1690007,1,3,1,4,6,3,1,3,2,59,31,2,1,107,283,2,2
BN165_1690008,1,16,4,1,5,3,1,2,2,12,1,2,1,411,26,86,128
BN165_1690009,7,1,1,1,7,11,1,19,3,73,1,23,4,486,37,45,175
BN165_1690010,77,13,3,1,1,26,1,13,4,19,17,1,5,33,61,2,2355
BN165_1700001,38,17,1,1,31,29,40,11,1,50,3,4,1,18,39,2,149
BN165_1700002,3,7,1,1,3,2,21,22,2,2,24,2,1,904,30,12,211
BN165_1700003,2,34,207,1,8,1,59,57,14,4,89,3,1,26,12,2,201
BN165_1700004,2,20,2,1,15,1,38,19,12,2,13,4,1,14,23,1,269
BN165_1700005,1,1,2,1,3,1,1,295,9,5,146,3,1,450,5,11,152
BN165_1700006,2,1,2,3,2,1,1,251,7,1,65,1,1,7,4,25,131
BN165_170001,4,2,1,1,2,1,1,182,9,2,89,1,11,10,4,3,413
BN165_170002,7,1,2,6,28,1,1,181,1,1,6,1,4,42,4,2,6
BN165_170003,1,1,117,1,19,1,1,36,4,3,7,247,38,119,5,2,10
BN165_170004,1,1,86,1,11,9,6,14,4,3,4,5,28,46,91,5,1
BN165_170005,1,1,2,6,11,7,7,3,1,1,7,18,2,2,117,13,1
BN165_170006,1,1,12,6,16,375,4,6,1,1,1,11,3,1,13,1,1
BN165_170007,1,3,3,1,16,772,1,10,3,4,4,7,1,1,12,1,1
BN165_170008,1,5,2,6,5,1090,1,34,17,9,2,2,3,1,5,1,12
BN165_170009,3,5,1,1,14,967,2,36,4,3,6,1,4,1,8,144,20
BN165_170010,1,33,1,1,3,1079,2,1,3,1,8,1,3,1,4084,4,1
BN165_170011,1,15,1,1,3,3,1,6,2,1,2,1,25,1,4084,13,1
BN165_170012,1,6,1,1,2,1,7,15,12,1,1,1,1,6,28,5,2
BN165_170013,1,88,1,1,2,1,2,5,3,1,9,1,8,43,17,5,1
BN165_170014,1,13,1,1,1,1,3,1,2,1,14,1,6,129,5,25,1
BN165_170015,19,25,1,4,1,1,67,33,16,1,7,16,2,5,10,9,1
BN165_170016,32,28,1,3,1,1,6,7,27,1,1,11,1,9,3,5,1
BN165_170017,1,5,1,6,39,1,3,13,4,1,1,1,20,10,6,4,3
BN165_170018,5,7,1,2,3,2,3,25,277,2,1,1,23,57,56,13,2
BN165_170019,6,5,1,1,7,6,38,24,1,1,1,1,17,80,25,7,105
BN165_170020,6,4,1,2,7,6,41,39,27,4,1,2,16,38,34,2,5
BN165_170021,5,10,1,1,2,3,6,19,50,1,1,1,28,43,344,17,2
BN165_170022,4,1,1,1,3,3,109,47,5,1,1,1,2,49,1,429,6
BN165_170023,5,62,1,4,27,4,43,8,12,3,2,1,4,43,1,579,3
BN165_170024,6,110,1,11,15,1,2,8,38,6,4,3,14,18,1,31,20
BN165_170025,1,49,1,72,10,1,3,13,1,3,2,1,4,98,6,9,21
BN165_170026,4,10,2,13,5,1,21,13,8,1,6,1,1,123,17,6,19
BN165_170027,29,38,1,3,12,10,2,12,9,1,1,12,1,10,14,5,36
BN165_170028,11,5,5,3,12,7,32,16,10,1,1,4,1,8,23,13,13
BN165_170029,6,18,6,4,1,8,54,172,18,6,5,4,21,6,36,31,3
BN165_170030,2,35,11,1,5,43,22,193,2,7,8,2,8,92,68,28,12
BN165_1710002,3,11,9,1,3,34,92,215,8,16,2,1,1,1,121,29,8
BN165_1710003,11,1,4,1,4,2,38,1,2,16,1,14,13,1,153,1,1
BN165_1710004,5,1,4,11,8,1,102,1,2,9,1,36,34,1,104,4,401
BN165_1710005,2,1,1,8,14,2,5,1,198,15,1,28,6,1,152,14,33
BN165_1710007,15,1,11,10,14,1,4,1,10,1,16,79,2,5,299,16,14
BN165_1710008,18,2,13,75,9,3,6,1,27,1,11,76,1,4,48,7,16
BN165_1720002,8,4,90,61,9,46,1,1,21,1,27,181,2,6,4,35,29
BN165_1720003,1,2,6,1,5,4,2,1,12,29,24,194,1,1,3,2,51
BN165_1720004,1,1,4,1,24,3,1,1,4,16,14,1,1,6,1,1,59
BN165_1730001,1,3,4,1,4,2,7,2,2,11,21,1,1,3,81,1,11
BN165_1730002,1,40,3,1,4,1,6,1,2,108,1,1,1,10,46,1,11
BN165_1730003,1,35,1,4,20,1,5,1,23,129,1,1,1,1,27,3,40
BN165_1730004,1,25,1,83,39,40,1,1,45,1,2,6,1,1,23,3,40
BN165_1730005,1,46,1,8,7,10,8,1,57,1,43,6,1,27,20,3,7
BN165_1730006,1,196,5,2,213,6,11,1,95,1,20,6,1,12,44,1,6
BN165_1730007,1,274,1,3,1,18,4,1,84,1,17,8,1,13,10,5,10
BN165_1730008,2,197,7,1,67,4,1,1,219,7,126,1,1,5,46,12,31
BN165_1730009,1,28,9,2,43,865,1,1,241,79,145,1,2,85,28,5,3
BN165_1730010,2,35,3,43,4,928,1,1,1,18,1,15,2,119,31,2,30
BN165_1730011,1,7,5,20,12,844,1,44,1,1,1,15,6,101,7,1,1
BN165_1730012,1,15,1,3,51,977,1,1,1,2,1,52,2,72,28,1,1
