,media_1,media_2,media_3,Cpmedia_1,Cpmedia_2,Cpmedia_3
CDR20291_2576,520.0768461,507.2872182,498.6915682,617.8145339,808.2747672,787.9798895
CDR20291_2577,1584.509946,1532.954329,1484.064418,1698.213346,2100.610553,2105.740585
CDR20291_2578,522.4760152,482.3576711,422.4005784,536.8960572,684.2937688,631.3450986
CDR20291_2579,2470.115865,3217.429899,2790.94891,2531.037206,2049.6502,2485.146179
CDR20291_2580,2031.461067,1952.550301,1759.681974,1445.608321,1062.524948,1380.235759
CDR20291_2581,16680.54724,16728.23948,14362.72626,5471.971497,4605.429525,5412.779864
CDR20291_2582,1083.837685,1043.59484,966.3493303,1005.961238,556.8824434,844.5780835
CDR20291_2583,6174.343363,6408.455589,5874.787692,6343.656773,2893.247446,4309.39014
CDR20291_2584,1741.185264,1771.973115,1722.192864,1855.156266,1122.955467,1473.237183
CDR20291_2585,159.3569356,142.3470022,146.9963477,133.1467127,130.0007377,122.9098136
CDR20291_2586,20.65355182,29.71930968,37.92736661,21.17680005,18.47262518,24.92772642
CDR20291_2587,22.12881053,33.88678117,32.72765434,23.03489314,12.6357413,14.01746245
CDR20291_2588,653.0927126,596.4246191,622.8461348,602.6898675,585.7612714,519.2048321
CDR20291_2589,4476.796424,4276.186321,3837.14083,4590.95635,4161.736764,4253.716002
CDR20291_2590,1489.044341,1495.356754,1278.742444,937.4578401,1163.850067,1033.808318
CDR20291_2591,192.1960665,206.3043742,196.6808111,150.2818843,119.994544,120.7604309
CDR20291_2592,15725.58427,14431.27353,11493.70256,2775.71552,2095.418944,2324.376406
CDR20291_2593,5318.442129,4877.472421,4181.572902,1812.94947,1089.679385,1347.35845
CDR20291_2594,789.3257475,596.5246728,552.7410692,908.1973393,970.3719247,759.2151652
CDR20291_2595,68.86484116,64.43162162,102.2434562,54.78645307,92.15511892,72.79736874
CDR20291_2596,41.72017488,63.09015543,83.86287008,44.86750327,68.17061059,71.20871927
CDR20291_2597,133.9299678,137.9889948,187.8850675,146.5297911,233.9583647,177.0639867
CDR20291_2598,71.96287899,75.19098001,110.5937004,100.364385,143.9410622,109.6165634
CDR20291_2599,508.6219804,506.7772672,519.4406106,930.0129532,1268.792999,1083.523704
CDR20291_2600,828.5213131,942.7157361,879.6318302,1232.399255,1554.963499,1342.982695
CDR20291_2601,25636.96749,28306.23011,26652.58787,15748.7314,16961.35727,16366.31609
CDR20291_2602,7201.15198,7774.283483,6962.877855,4334.422283,4037.308177,4427.406118
CDR20291_2603,6863.17773,7212.021588,6780.316954,4618.625964,4126.77767,4248.017517
CDR20291_2604,1670.544849,1705.007063,1662.930317,1860.932485,1838.66636,1874.288082
CDR20291_2605,8248.739724,7783.158382,7253.962139,7640.593543,7650.816468,7902.360789
CDR20291_2606,8102.424742,9536.472481,8976.796657,9761.641136,9673.867081,9651.456765
CDR20291_2607,263.0588907,199.7946996,244.5026515,233.5545433,343.0445176,263.0063824
23S rRNA.8,1,1,1,1,1,1
16S rRNA.7,1,1,1,1,1,1
CDR20291_2608,1811.850243,1653.764396,1575.579679,1944.727096,2235.979119,1968.225766
CDR20291_2609,6174.296286,6007.833019,5757.554711,6061.516231,4946.803919,5291.371516
CDR20291_2610,4816.418372,4802.250681,4494.612423,4396.497704,3811.428244,4218.955046
CDR20291_2611,3602.058758,3641.06303,3294.415939,3279.004122,2850.497459,2949.547648
CDR20291_2612,4267.241366,3948.976316,3553.79316,2906.35859,2107.021032,2566.591538
CDR20291_2613,3031.377903,3263.777516,2615.394753,2486.984844,1490.457993,1931.916467
CDR20291_2614,4187.063261,4031.284816,3113.926119,3453.568204,2100.638946,2675.123906
CDR20291_2615,5072.228416,4884.4317,3680.247304,9366.549743,16076.78157,13753.18366
CDR20291_2616,578.6591534,598.4052408,468.3999138,384.2826417,466.3654169,378.5489352
CDR20291_2617,428.797891,383.0011729,351.6116349,380.7827992,456.7101365,396.2897933
CDR20291_2618,1445.306744,1552.988036,1424.552425,1338.545997,1836.381388,1552.924527
CDR20291_2619,491.5423805,538.7477019,596.3398761,599.1971701,617.2811816,587.6075001
CDR20291_2620,511.1714674,679.427122,728.1051483,735.0341655,705.2529572,650.4493908
CDR20291_2621,317.6222128,302.6723339,309.7030971,330.617665,253.1828723,246.0999407
CDR20291_2622,190.0440438,176.8223709,181.7956161,199.0025904,128.3036498,145.5947375
CDR20291_2623,226.2081345,203.6251569,222.5591493,208.7623302,194.121836,158.9113103
CDR20291_2624,1720.890397,1860.515894,1791.089854,2490.882063,2546.612083,2552.766737
CDR20291_2625,3339.999103,3168.437847,2898.66923,2661.760406,2298.203762,2495.637193
CDR20291_2626,189.7766915,213.292289,213.921548,150.0249148,252.3908852,150.0335877
CDR20291_2627,145.6370891,146.5920952,166.1292733,106.7857256,217.7455613,139.6606711
CDR20291_2628,21937.65959,21273.44411,20497.50938,21634.09274,22067.32291,20948.49529
CDR20291_2629,9031.581991,8801.971591,8228.353159,7600.175407,7154.355042,6978.440731
CDR20291_2630,8412.844716,8253.767017,7431.913526,7048.282332,7646.601632,7612.032469
CDR20291_2631,3969.580946,4144.490383,3746.838294,4642.740724,5723.964464,5404.876733
CDR20291_2632,1910.181486,2109.265518,1845.96694,2112.544476,2642.610347,2237.501602
CDR20291_2633,8530.265914,9275.562122,8251.507502,8201.192581,10701.05933,9451.86298
CDR20291_2634,5603.795139,5406.645311,4720.683353,4392.108564,4698.990058,4263.30927
CDR20291_2635,6983.870053,6608.650568,6985.554872,5785.03912,5700.133528,5019.72982
CDR20291_2636,3153.178222,3141.794274,4012.119885,4129.46452,3831.046974,3378.731519
CDR20291_2637,2650.145768,2705.290862,2501.35828,3421.686811,4077.296054,3860.599016
CDR20291_2638,5079.94443,5567.768454,4917.519302,5344.413801,4687.383114,5001.613978
CDR20291_2639,561.0976266,534.780852,411.9441658,157.3643573,142.4008552,139.1243368
CDR20291_2640,825.1696791,697.1343958,638.1264394,277.7524833,250.5783568,215.6119904
CDR20291_2641,1125.161205,1286.036612,1218.117848,3034.596534,2380.523243,2967.968366
CDR20291_2642,160.3402368,137.7970698,126.3846551,244.00615,396.4299085,348.6843976
CDR20291_2643,54008.46781,53085.60191,56745.99683,54008.58012,35681.73137,43897.90594
CDR20291_2644,7726.225126,8925.983968,9126.765827,11408.77285,10274.72386,10599.30464
CDR20291_2645,7985.023842,7996.516809,7739.619896,10213.31793,6120.704487,8535.334628
CDR20291_2646,1445.13845,1285.775455,1301.430902,1252.807466,1198.127727,1181.925184
CDR20291_2647,683.3623717,687.8046218,639.1372667,719.3938421,788.0716541,645.9496926
CDR20291_2648,1868.970393,1775.859833,1711.110246,1968.813855,2019.136879,1881.014168
CDR20291_2649,2265.046574,2571.196224,2339.954886,2874.545198,3430.609023,3064.672083
CDR20291_2650,397.8453702,422.8136081,367.2829208,322.2197244,178.7203121,224.536364
CDR20291_2651,918.5019666,796.3026232,783.5524283,1017.280627,830.7583049,848.2766265
CDR20291_2652,1685.573707,1959.646887,1506.945995,1412.842567,965.7091923,1074.406334
CDR20291_2653,4884.394458,4651.282982,3888.184599,5550.211371,4600.554363,5387.271281
CDR20291_2654,9190.788986,9077.240081,7984.282214,6408.673251,4537.371278,5079.613453
CDR20291_2655,15068.12201,17141.74072,16153.5093,35149.77905,42825.42668,39508.98054
CDR20291_2656,7749.207176,8384.12203,7340.77669,26313.14368,20016.66494,23544.41081
CDR20291_2657,5623.139022,6355.711836,5615.859006,3784.631185,4244.412034,3925.625955
CDR20291_2658,6479.024958,6668.06522,6355.465136,4112.733857,4082.225039,4201.722011
CDR20291_2659,8611.160721,9065.22429,8548.490649,6191.249998,6045.45412,5945.667211
CDR20291_2660,3855.825375,4116.798154,3806.464743,2910.919041,2882.751973,2840.745752
CDR20291_2661,5254.806774,5244.080076,4908.940619,3647.132757,3562.252337,3640.628964
CDR20291_2662,5073.130299,5006.456049,4627.903286,3528.65092,3538.467615,3592.493921
CDR20291_2663,6405.098315,6429.286831,6185.956616,4542.909972,4520.689139,4380.529342
CDR20291_2664,4233.699037,3985.469576,3946.74611,3335.416016,3372.846625,3445.135474
CDR20291_2665,4997.936997,4928.708697,4609.830534,3742.511412,4104.082452,3777.06789
CDR20291_2666,4964.287657,5049.871633,4660.764815,4012.350714,3967.000874,3648.232603
CDR20291_2667,5720.969747,5759.780031,5593.862202,4472.274421,4565.505844,4428.526388
CDR20291_2668,5657.406026,6432.170795,5840.187612,4368.874657,4273.411411,4296.681133
CDR20291_2669,6421.759853,6655.793692,6118.795638,4763.588246,4760.406309,5156.459089
CDR20291_2670,3745.493233,4122.18632,3523.078731,3103.129093,3087.695993,3050.730451
CDR20291_2671,8290.247743,8503.658823,8148.433393,10415.4388,13521.66322,11357.4395
CDR20291_2672,20921.63528,22941.7369,21155.01371,103734.9128,90265.74613,105613.5196
CDR20291_2673,829.3084603,761.4803509,783.8653263,840.1819606,876.6942649,877.8210159
CDR20291_2674,93.97727303,106.6089389,110.6925487,140.1211574,154.5987667,135.9469524
CDR20291_2675,783.5670926,908.4749976,903.8120616,854.9605252,704.3428284,750.593507
CDR20291_2676,20842.64859,21991.03675,20490.49193,32210.46796,38361.45977,34551.96165
CDR20291_2677,103.2382657,89.43483701,80.55802451,89.04580243,71.62203473,78.3738248
CDR20291_2678,14031.7079,15029.41255,14570.93666,14295.85216,11801.1759,12884.38451
CDR20291_2679,3820.739018,3916.275383,3824.272205,3755.082789,2785.637859,3258.641665
CDR20291_2680,33709.62599,35575.95834,33785.06476,48215.9549,42125.17327,48091.12316
CDR20291_2681,10458.81659,11563.69627,10870.34418,15526.44584,12950.50737,14980.66451
CDR20291_2682,1213479.243,1223124.644,1158238.558,1878754.332,2046776.296,2042649.158
CDR20291_2683,2412.394273,2522.524384,2551.982994,6947.113729,6824.019245,7051.028517
CDR20291_2684,2124.309119,2173.430127,2158.530855,3508.975112,3847.303692,3863.752588
CDR20291_2685,29821.30972,26365.13932,14138.64262,10051.17817,14388.95301,12874.65364
CDR20291_2686,138454.6517,125974.3075,93547.3393,66073.21844,63489.52659,64242.99356
CDR20291_2687,1440.931462,1504.632038,1058.169482,2896.969941,3849.061481,3440.429582
CDR20291_2688,385.3031045,422.4808093,397.222353,748.9517665,1094.502094,1043.962374
CDR20291_2689,125.7801543,127.0377979,161.2418801,90.69134684,85.12226886,137.2689484
CDR20291_2690,4621.235832,5011.952408,4397.530901,3395.433354,3200.780435,3358.927637
CDR20291_2691,7096.067413,7125.452897,6335.97971,5210.78856,4344.269834,5078.99909
CDR20291_2692,2058.711564,2128.71191,1865.217946,1560.881177,1328.515183,1535.652422
CDR20291_2693,3774.487361,4029.834849,3616.962688,3076.130514,2476.126834,3000.428842
CDR20291_2694,1291.853717,1430.832423,1272.758513,1146.346524,967.017374,1167.143714
CDR20291_2695,725.8476707,741.2867941,584.4743895,548.7533379,462.2399043,564.9334047
CDR20291_2696,393.0745097,515.3486564,365.490222,344.9984333,307.4229372,300.155855
CDR20291_2697,22.01078967,19.14002223,62.47750775,15.0286988,21.17656225,22.19431689
CDR20291_2698,29.59358968,13.50379872,22.38382216,8.880595982,17.26364741,12.12510638
CDR20291_2699,581.5147598,544.3487747,448.8299069,553.5166867,484.4009889,561.6797575
CDR20291_2700,103.4447774,100.2361918,117.4907444,79.07660347,111.5945375,82.25915803
CDR20291_2701,41.30710364,43.36930443,79.28878977,20.46635102,53.5736988,45.55675239
CDR20291_2702,14.75253934,16.24965744,40.36039531,7.186451113,14.2737084,11.68121957
CDR20291_2703,553.3678434,403.5327627,415.0317797,476.764498,343.7219084,393.1938647
CDR20291_2704,673.5125414,595.9188198,557.318796,725.8451551,636.2301807,728.5751607
CDR20291_2705,458.5356202,406.4846323,392.6777381,488.106448,478.0378361,486.1672833
CDR20291_2706,4244.582674,3949.274685,3239.523707,1823.372997,2475.628293,2314.92863
CDR20291_2707,3898.209739,3582.847692,3093.57115,1746.679263,1859.655922,1681.118842
CDR20291_2708,2397.272175,2272.16045,2361.726193,6168.645395,7589.462502,6891.808982
CDR20291_2709,56.77514184,59.39021293,58.90699279,49.81329711,54.28038318,58.79158224
CDR20291_2710,59.29557332,61.19551428,78.76741364,31.91549238,30.88338534,48.29016541
CDR20291_2711,49.95208527,63.62489653,68.66687959,34.33374441,46.0840626,40.88427069
CDR20291_2712,67.03552783,86.1050531,125.6135599,30.7405165,32.2393399,30.58143076
CDR20291_2713,1099.509992,902.564985,813.5335312,1246.078291,1214.987706,1279.113882
CDR20291_2714,221.7896758,193.7154215,211.2274322,230.1468362,261.652095,234.0875506
CDR20291_2715_0,1,1,1,1,1,1
CDR20291_2716,2391.148476,2211.681614,2064.264323,2013.825552,2279.874981,2017.869276
CDR20291_2715,1,1,1,1,1,1
CDR20291_2717,1437.457912,1348.369328,1204.81089,1393.546087,1832.593383,1552.819043
CDR20291_2718,251.7077802,331.216561,287.0551244,275.412838,345.7637946,260.1350522
CDR20291_2719,553.0296421,502.8680208,515.6622057,931.369611,1191.808726,1069.676622
CDR20291_2720,1427.548455,1120.42627,1074.191876,649.9221018,887.8486785,568.5139738
CDR20291_2721,8458.329223,7838.0877,7704.411256,9727.38295,13921.60571,11269.77428
CDR20291_2722,992.4179366,1041.262428,757.5256872,1165.216241,1749.966998,1527.913336
CDR20291_2723,469.0006136,476.5857483,450.5405036,460.6093862,480.9692999,541.0612083
CDR20291_2724,450.8966559,359.4058297,443.8668022,356.0435729,376.7782825,328.3824009
CDR20291_2725,89.87244834,86.40668331,119.3596996,60.79791737,88.80118355,69.5032483
CDR20291_2726,54.05330774,28.86215264,90.67722904,32.4483227,40.16917705,35.51090936
CDR20291_2727,27.02665387,22.61122109,72.57363364,8.880595982,16.85104317,11.68121957
CDR20291_2728,32.45558825,26.8089052,87.58889114,31.23236688,32.85032184,23.36243913
CDR20291_2729,23.75339297,6.057319458,20.70751746,10.24684026,28.05342475,7.008731225
CDR20291_2730,97.75032541,73.60058866,102.0587736,86.7501652,118.5575722,124.0662157
CDR20291_2731,1829.620855,1828.043898,1646.755896,1998.347825,2509.027382,2336.016906
CDR20291_2732,332.6845366,312.297238,299.0311568,511.5711161,449.3285742,504.9994478
CDR20291_2733,2969.058903,2863.545873,2778.606842,5102.947204,4798.725254,4756.745093
CDR20291_2734,2646.890872,2437.548147,2559.382395,3889.198083,4557.850851,4495.970955
CDR20291_2735,134.7202117,100.400156,122.2399459,104.613411,171.3507029,117.3028292
CDR20291_2736,436.026044,367.7549627,315.9179279,458.1674,683.7224563,534.454381
CDR20291_2737,730.5458444,611.0823492,620.1536958,825.1064795,1261.469841,1241.787845
CDR20291_2738,441.3455986,510.7399144,522.1776865,689.2540361,981.7990769,937.0433617
CDR20291_2739,342.0650746,397.3278197,416.7276453,499.2283315,780.915696,763.0226113
CDR20291_2740,3758.806674,3770.031859,3608.418613,2176.612691,1542.613579,1847.264836
CDR20291_2741,1648.611788,1550.191788,1439.973953,641.8226975,332.7952427,462.1441145
CDR20291_2742,2117.307362,1970.707573,1862.635933,2117.787323,1469.549256,1906.903339
CDR20291_2743,8457.590534,7592.687944,7579.552719,8556.499563,5492.023183,7241.852112
CDR20291_2744,8418.403819,8343.112594,7814.00249,8382.041796,4906.375715,6880.611158
CDR20291_2745,5133.873384,5078.761462,4740.104008,4979.571893,2928.666091,4121.520628
CDR20291_2746,474.0580754,537.7096303,451.2584071,474.8249717,444.1905838,539.8826335
CDR20291_2747,870.2819112,699.0103466,675.0843668,906.793978,1000.132203,953.0033663
CDR20291_2748,1281.831577,1377.972136,1258.325982,1645.754013,1677.217415,1680.043648
CDR20291_2749,577.0665914,619.8000238,629.7799423,725.4412641,743.5325031,699.377707
CDR20291_2750,154.1640428,152.0267409,221.391343,118.0026133,136.5825155,105.2945168
CDR20291_2751,41.30710364,70.55808009,75.21407202,30.12570921,45.9489822,30.76833776
CDR20291_2752,60.42639629,41.46083596,56.61300114,39.74407786,34.25429529,25.69868084
CDR20291_2753,57.03331559,91.28529042,121.9576123,47.23109245,56.43184449,26.4462782
CDR20291_2754,336.0038608,315.2896497,339.6918983,284.3664592,322.8286928,287.6426907
CDR20291_2755,897.9280265,720.6979843,560.017461,439.2821295,610.3779351,486.4878621
CDR20291_2756,583.7966006,464.4701268,377.3823134,275.7218901,367.7944756,263.0784017
CDR20291_2757,1780.874331,1569.744454,1315.961895,879.4178465,908.5776456,853.1957683
CDR20291_2758,485.1224048,436.0530944,349.4518805,277.1701339,340.5148722,277.0318422
CDR20291_2759,271.0877291,205.1124993,168.0664561,161.7937087,149.2065025,143.8668607
CDR20291_2760,3034.705914,2528.755785,1966.776081,1883.7581,2156.365474,1895.237586
CDR20291_2761,1843.322774,1631.516655,1339.913358,1278.532395,1469.745861,1348.712844
CDR20291_2762,3577.52219,3606.389488,3074.354895,3799.819043,4913.148058,4379.480408
CDR20291_2763,2925.006266,3058.316498,3242.046347,3902.854597,4319.016162,3891.660115
CDR20291_2764,192.1960665,142.1949087,123.5976069,58.85785251,61.57972843,61.95719822
CDR20291_2765,1534.293743,1304.04867,1219.008947,917.8324475,744.2734695,838.4372477
CDR20291_2766,63.67194809,72.70479448,74.07516348,50.44177016,52.86991859,25.41833454
CDR20291_2767,26.25952655,14.21672248,21.00742604,5.314694261,7.656843128,7.008731225
CDR20291_2768,104.5069878,118.4219742,131.108917,46.32937773,56.3018335,67.5408158
CDR20291_2769,2134.805621,2067.612337,1862.528776,1889.527762,1994.323868,1906.378671
CDR20291_2770,1012.106927,859.0271982,1096.262821,6648.826426,9781.506745,8363.870447
CDR20291_2771,485.5947454,372.6070084,721.6252451,4060.225106,6460.396517,5625.587287
CDR20291_2772,221.5830936,175.2612204,470.2132883,4348.455937,7902.141692,6589.471294
CDR20291_2773,88.45623915,83.59762205,367.8900889,3023.030879,5310.422751,4325.80225
CDR20291_2774,405.1903486,266.2533745,1335.931204,11009.03199,15886.33818,14941.12334
CDR20291_2775,1039.468266,1012.42337,904.3215291,2898.653156,2963.182976,2902.438937
CDR20291_2776,1821.561514,1986.863437,1814.751131,2559.050673,2638.770196,2346.098711
CDR20291_2777,4114.213652,4110.778721,3788.786158,5186.789121,5585.295904,5037.275772
CDR20291_2778,5377.485447,5265.000672,4831.856856,7075.292125,6945.958135,6797.652985
CDR20291_2779,354.0325013,344.0904401,343.9819373,418.6178443,535.3264031,515.3522285
CDR20291_2780,77.86389988,119.6666224,98.00547219,115.8029664,157.1537622,123.6335941
CDR20291_2781,122.4460734,153.7425082,128.3063711,123.4483206,155.0088203,169.5412243
CDR20291_2782,293.782164,339.2062636,286.2512137,276.2138785,294.2670096,250.7724411
CDR20291_2783,1847.450507,1544.555504,1545.104821,2092.730762,1692.62422,1693.502029
CDR20291_2784,1083.632611,1016.210105,963.4313101,973.9858481,831.5885016,921.1951466
CDR20291_2785,105.3626481,91.46828524,120.384288,83.08138721,109.6137521,87.64807497
CDR20291_2786,34.40292439,24.94841574,51.2572083,19.78322879,30.12037862,22.24104238
CDR20291_2787,333.0418114,318.2028617,291.7821869,754.462822,929.6430058,922.6994586
CDR20291_2788,697.0029732,579.3550719,644.8313163,1531.863465,1885.797435,1867.214559
CDR20291_2789,658.0388721,632.772021,667.6388049,1529.836756,1827.46239,1743.843673
CDR20291_2790,211.9816538,167.0889364,177.0384604,294.264562,376.9778637,385.8144854
CDR20291_2791,361.4580724,352.437591,353.6283185,751.8484098,722.2532598,717.0321514
CDR20291_2792,199.4249354,225.9810989,194.7781451,416.7198463,411.8556585,421.8250612
CDR20291_2793,199.0414375,239.4077425,217.1794819,475.8536081,454.9310201,473.0893914
CDR20291_2794,1068.054092,1045.13602,908.4913702,1647.213679,1756.186079,1823.274418
CDR20291_2795,311.3289658,314.8308269,216.0819868,512.5997625,491.4984307,555.7208272
CDR20291_2796,81.31598058,78.89788382,75.95207108,77.99894471,87.86520135,70.42353296
CDR20291_2797,9143.513952,8849.602872,8627.59656,11397.66757,11772.62157,10346.27627
CDR20291_2798,294.8989755,287.1490543,253.1017022,409.5494935,374.2763295,456.9226026
CDR20291_2799,783.7257019,772.5572302,769.6112084,901.0922498,680.085348,602.0731624
CDR20291_2800,143740.1927,128962.76,221666.0038,109832.3864,119614.271,109519.0263
CDR20291_2801,82.96707386,60.22746786,65.75651795,66.82560089,67.49519992,67.81163855
CDR20291_2802,562.4850726,461.9804529,498.9553816,596.3960945,894.7730539,760.2878892
CDR20291_2803,388.2427032,342.6167799,318.2950697,370.0388665,724.8999102,627.655014
CDR20291_2804,543.7787636,523.8750704,503.0242007,503.7653207,822.233305,717.2270054
CDR20291_2805,512.2658826,490.9087257,492.0052841,578.4249608,1015.028134,791.1223391
CDR20291_2806,204.2341628,164.5407712,158.2537636,180.5981495,343.1382159,299.7635172
CDR20291_2807,895.7755634,653.7580519,662.4781216,1443.363538,1556.890754,1618.219952
CDR20291_2808,50.30615428,30.88871608,25.65102196,15.49435936,32.79290943,41.07116598
CDR20291_2809,281.5237839,254.0335086,270.634884,196.6714456,210.5858369,194.0832226
CDR20291_2810,393.0941272,323.0726919,320.1916777,274.3149614,239.0662396,210.5096267
CDR20291_2811,1314.024992,1251.943726,1204.103758,1002.816553,979.9871351,923.2342912
CDR20291_2812,704.5518147,678.9314,638.939712,541.2517597,562.6936998,508.2498239
CDR20291_2813,3104.553332,2986.108766,2972.279353,2468.652407,2549.689762,2360.516742
CDR20291_2814,684.5765197,700.6169105,755.488508,648.8035935,634.069864,631.720684
CDR20291_2815,613.631826,650.3182046,678.4383909,618.8547383,549.2126328,593.3592334
CDR20291_2816,698.884868,801.4851611,843.397538,886.2150395,947.1781564,991.1241685
CDR20291_2817,299.5355651,285.026451,290.8922399,338.9991862,289.4649783,321.5838175
CDR20291_2818,110.6735759,144.4840572,154.239824,168.4954005,255.5406509,185.7313576
CDR20291_2819,459.997433,378.0087973,354.4472189,880.0523287,2740.753758,1863.82669
CDR20291_2820,183.4494794,146.87974,169.215862,461.1256157,1348.085234,925.3914762
CDR20291_2821,190.4847379,181.2493486,205.3390208,499.6877361,1390.133768,961.0468818
CDR20291_2822,197.4480076,189.2981498,189.1621193,660.8614356,1393.259234,1091.16609
CDR20291_2823,87.09898491,97.0554014,98.29417373,433.1608366,790.3728063,709.573834
CDR20291_2824,1225.342208,1119.337202,1936.74594,33459.44744,37727.82994,36352.07258
CDR20291_2825,672.0123796,650.9604126,1438.212362,19040.17344,20488.70244,19447.53927
CDR20291_2826,737.470229,660.1467685,1303.818197,19689.59751,20693.72153,20660.89313
CDR20291_2827,591.6810993,490.8811644,1037.372273,10784.32306,10246.52431,11440.1631
CDR20291_2828,5592.885191,4542.865887,3760.917645,3864.049874,3761.608529,4107.148797
CDR20291_2829,8259.644653,6821.479681,6796.4563,6662.906809,5945.996918,6192.207065
CDR20291_2830,14626.16579,12747.1579,16333.26962,15201.24641,12276.12823,13385.2828
CDR20291_2831,622.054856,571.0443555,550.6416775,778.19829,929.1031727,786.4711313
CDR20291_2832,7090.732717,7313.336352,6994.23231,5570.155932,5391.881221,5393.611899
CDR20291_2833_0,1,1,1,1,1,1
CDR20291_2834,12194.16202,11108.07729,10275.55715,10290.02238,7418.094853,8984.512439
CDR20291_2833,1,1,1,1,1,1
CDR20291_2835,3664.300234,3584.943087,3625.461656,3107.653633,3359.118558,3386.360851
CDR20291_2836,215.5051147,202.9063915,257.426542,299.0554087,385.9218719,314.66851
CDR20291_2837,148.3810454,121.0772498,173.0783905,177.6328381,139.6951381,176.3630718
CDR20291_2838,180.36455,175.0616545,228.768404,208.9262562,195.6329676,182.3438333
CDR20291_2839,18.76522912,24.94841574,40.12233044,27.04045833,21.65755686,22.31112723
CDR20291_2840,103.1792461,122.2527409,149.6379504,150.6348738,140.7611114,108.6820595
CDR20291_2841,3785.727886,3630.82832,3282.057957,4660.27379,4327.061769,4500.024061
CDR20291_2842,380.603759,322.407166,343.5487444,486.6406412,594.5750027,552.0308181
CDR20291_2843,476.8904229,430.025082,414.2663995,437.7043768,522.3641219,490.7518854
CDR20291_2844,227.4546313,238.0842707,276.4588604,254.412439,252.0367673,249.3999732
CDR20291_2845,3826.727618,3983.616358,5809.490792,4074.79284,5479.949945,4353.502993
CDR20291_2846,2312.151154,2483.303711,3454.56897,2762.544521,3005.453534,2483.267564
CDR20291_2847,381.2340052,380.4567108,766.3618849,588.3223361,670.3979838,467.5678749
CDR20291_2848,1167.416784,1030.448723,1097.967777,970.9364091,1039.281673,1014.537165
CDR20291_2849,473.7460158,512.6178835,454.1364421,464.8012054,400.4957159,402.8617433
CDR20291_2850,98.81250326,92.65763794,79.94221823,94.58518992,65.64865734,80.60042272
CDR20291_2851,127.1261135,120.4373784,109.6170952,135.3498708,117.2037565,114.6107533
CDR20291_2852,527.4730228,491.6289288,557.3508602,489.6954564,436.4924834,442.4436764
CDR20291_2853,202.5228666,188.7088143,190.0740803,129.0370901,111.6982289,111.7659174
CDR20291_2854,17513.25953,17241.63537,16766.88424,14894.41665,12540.90637,14021.88804
CDR20291_2855,21971.54956,19609.15843,18831.09144,15231.11565,13324.69602,14941.00942
CDR20291_2856,316.2943555,281.859425,327.3849064,403.930983,383.6611838,435.2341652
CDR20291_2857,133.8940462,168.3602795,197.8813724,111.3490161,111.804202,75.85784067
CDR20291_2858,99.16657336,99.55852836,135.0282441,67.86140525,65.99964686,89.24450893
CDR20291_2859,96.68813792,73.40696244,106.7471691,46.76657921,59.65577913,43.54282181
CDR20291_2860,257.0187856,291.8867678,291.3731239,249.9341104,331.2721245,292.7781339
CDR20291_2861,310.8377686,248.9258593,227.8410674,221.5808512,242.5390774,302.0997123
CDR20291_2862,92.12328809,82.03657182,103.6113543,77.64553178,65.6875021,80.29233699
CDR20291_2863,92.73446406,100.6787221,125.7587873,77.45245159,81.01183044,74.36263566
CDR20291_2864,122.8001404,128.3685074,175.2764428,105.567504,93.96865539,98.44935165
CDR20291_2865,220.3439844,140.525847,224.11486,150.0205473,180.2670989,142.5108547
CDR20291_2866,6227.752952,5552.473935,4934.817444,7559.410401,6218.741788,6597.226857
CDR20291_2867,101.4089377,136.8428646,188.2195923,200.8654189,293.5499092,226.8596155
CDR20291_2868,238.0174769,202.4684072,1150.082787,587.4519327,874.7712526,528.5371245
CDR20291_2869,608.0659523,575.689664,496.2650346,404.0695986,192.5468886,284.6006211
CDR20291_2870,1801.7923,1627.492297,1329.623435,1338.349315,920.3909578,1222.393448
CDR20291_2871,11501.87146,10746.24489,11009.84853,5189.630113,5539.515175,5505.374537
CDR20291_2872,1231.551292,1081.915417,925.1150601,1169.439896,1336.843622,1183.993134
CDR20291_2873,7543.947915,7707.049812,8792.71505,6284.864824,5165.683366,5246.236026
CDR20291_2874,5129.149831,5275.857928,7603.194593,5440.105822,4837.258764,4407.335476
CDR20291_2875,1449.099557,1557.500596,3461.426503,2798.455323,2519.575548,2195.765085
CDR20291_2876,7628.295418,7376.347973,7323.004667,9102.139614,9010.622107,8837.912914
CDR20291_2877,2893.542261,2498.223784,3285.506316,2401.476541,2221.570177,1933.139454
CDR20291_2878,2206.192557,2379.274481,2229.191744,1842.514171,1010.688708,1221.30854
CDR20291_2879,332.4632348,375.9606866,407.6524852,439.7098376,459.8472811,431.8155839
CDR20291_2880,149.2029551,184.4578401,229.2465163,198.0276399,202.4565488,188.9024627
CDR20291_2881,95.33089924,112.0313196,140.5465276,113.0431451,137.3031582,153.9137168
CDR20291_2882,80.1357837,69.63150497,96.09750038,68.16196398,105.1483499,119.3820399
CDR20291_2883,233.3261668,251.918105,220.8830647,245.7565912,355.6077609,243.2263295
CDR20291_2884,67.6290883,53.46484219,63.3281487,71.17457163,91.29664883,60.25171911
CDR20291_2885,178.9323708,131.4928004,110.5826623,75.27753594,64.86867205,69.89903339
CDR20291_2886,933.4817454,878.3170503,912.6791732,611.4776679,611.7790952,566.3758733
