id,MS2contr_R1,MS2contr_R2,MS2RsaI_R1,MS2RsaI_R2,MS2RsaI_R3,MS2RsaImut2_R1,MS2RsaImut4_R1
HG001_02243,263,173,208,205,173,139,76
HG001_00008,1425,1409,1547,1939,782,1178,749
HG001_01069,529,763,495,525,589,434,358
HG001_02489,103,199,96,85,170,101,126
HG001_02533,54,40,36,47,41,38,39
HG001_00518,2870,1184,2095,2323,1238,937,1149
HG001_00634,74,69,46,54,83,72,63
HG001_02415,23,20,12,19,23,21,23
HG001_00599,515,308,293,435,369,253,196
HG001_00852,192,135,187,194,95,98,92
HG001_01666,1623,1167,1272,1477,1074,963,697
HG001_01811,0,21,1,1,13,19,3
HG001_00331,42,63,47,45,38,66,44
HG001_00476,57248,82850,56028,133747,33131,46559,20391
HG001_00543,11,32,6,7,35,32,40
HG001_01066,117,117,117,145,71,71,43
HG001_01113,486,1254,467,660,785,764,566
HG001_01274,191,169,112,181,179,109,104
HG001_01569,1362,1068,1067,1275,963,931,571
HG001_01584,1293,2285,1013,1169,2108,1676,1268
HG001_01664,161,45,63,132,73,83,42
HG001_01854,82,273,93,109,160,171,156
HG001_02359,587,1485,704,944,735,633,417
HG001_02389,208,239,188,229,174,175,102
HG001_00230,3,5,3,2,2,0,1
HG001_00327,985,295,519,629,452,223,235
HG001_00670,1509,2097,969,1470,2093,1486,1687
HG001_01120,734,1165,564,553,1196,807,668
HG001_01163,33,13,30,37,6,9,9
HG001_01362,1205,1596,985,1435,1193,908,752
HG001_01734,437,179,300,531,141,121,84
HG001_02091,1909,1276,1408,1620,1274,1138,946
HG001_02335,551,1609,504,679,1102,1536,862
HG001_01411,26,59,15,21,62,63,61
HG001_02081,28,78,23,22,71,85,32
HG001_02215,480,714,326,433,715,500,225
HG001_00537,22,41,3,15,70,37,30
HG001_00589,1168,566,1054,1131,440,457,273
HG001_01157,598,351,440,483,360,336,252
HG001_01209,5231,6476,3978,4387,6332,4839,5132
HG001_01356,3,2,2,2,0,1,1
HG001_01871,47,32,31,52,26,30,32
HG001_02582,65,275,46,73,232,290,206
HG001_00455,2004,1715,1866,2361,1165,943,780
HG001_00984,10,6,3,11,5,5,4
HG001_01019,12,13,6,14,10,14,8
HG001_01106,4771,5037,3941,4422,4350,3763,2786
HG001_01193,675,267,381,786,244,267,152
HG001_01415,362,309,242,418,260,183,136
HG001_01438,988,1172,863,900,980,794,473
HG001_01662,2431,1570,1298,1801,2114,1308,1042
HG001_01789,407,773,371,468,549,489,336
HG001_00472,391,272,247,431,245,293,146
HG001_00993,1687,1727,1186,1252,1901,1229,930
HG001_01050,546,119,547,484,83,135,64
HG001_01452,1629,302,950,1803,285,359,274
HG001_01912,166,218,87,124,283,212,185
HG001_00213,62,44,44,42,49,40,29
HG001_00571,1431,763,783,1121,968,608,425
HG001_00684,210,84,194,162,70,68,61
HG001_01154,1681,887,1673,2035,551,670,349
HG001_01334,384,623,364,380,464,501,460
HG001_01681,54,208,57,65,138,101,89
HG001_01710,254,206,180,218,207,247,254
HG001_00854,3384,2313,3388,3626,1553,1525,1239
HG001_00963,339,616,126,196,1243,816,818
HG001_00982,33,41,35,36,24,29,18
HG001_01735,114,93,60,100,108,76,81
HG001_01747,7666,1289,4968,5678,1532,1770,1435
HG001_00771,1619,902,1048,1240,1034,641,708
HG001_00803,867,1086,1017,1477,487,532,346
HG001_00278,8,10,2,10,8,11,6
HG001_00463,1185,1103,912,1228,921,756,655
HG001_01927,154,1165,148,132,945,1067,772
HG001_00255,81,96,67,89,71,57,32
HG001_00276,477,73,258,748,44,56,40
HG001_01546,724,684,503,565,727,497,418
HG001_02702,32,36,32,43,18,20,16
HG001_00355,4,20,0,3,22,13,14
HG001_00860,17,33,12,25,20,28,21
HG001_00036,6166,9232,5654,7224,6282,6039,2965
HG001_00834,123,369,59,88,482,280,251
HG001_01378,325,450,273,363,334,308,187
HG001_01399,4,2,0,2,2,2,0
HG001_02472,10,24,5,11,20,25,7
HG001_00334,2570,4335,2500,2672,3015,3218,2173
HG001_00971,3,2,1,1,1,1,0
HG001_02736,100,51,50,106,51,46,32
HG001_00104,825,2741,464,454,4007,1816,1857
HG001_00235,29,85,26,25,69,51,33
HG001_00504,39,22,24,69,9,12,6
HG001_00829,264,414,228,284,307,298,301
HG001_02165,62,82,29,45,107,79,81
HG001_00059,552,623,425,503,553,513,434
HG001_01767,992,1892,912,1226,1239,1035,560
HG001_02096,405,332,261,374,329,295,224
HG001_02593,108,122,104,110,84,68,52
HG001_00328,486,217,252,442,250,229,164
HG001_00576,325,152,220,290,149,91,100
HG001_00092,73,22,72,53,15,12,9
HG001_00915,20,27,13,15,26,15,17
HG001_01327,180,205,153,168,164,215,133
HG001_02311,471,540,296,395,569,396,222
HG001_00024,5312,5766,4508,5097,4576,4319,2138
HG001_01428,75,63,50,62,63,90,45
HG001_01858,23,80,23,23,57,49,21
HG001_01238,263,546,228,248,432,302,220
HG001_01866,89,187,117,90,98,117,149
HG001_00256,98,181,85,79,153,142,94
HG001_01054,21148,6461,22103,33017,2929,7291,2429
HG001_01618,11604,7338,11177,11750,5023,5052,4584
HG001_02312,410,749,356,416,565,382,258
HG001_00944,36572,54910,40813,43076,31301,27912,17446
HG001_01116,167,302,115,145,286,189,156
HG001_01773,1,3,0,0,2,2,2
HG001_02020,51,13,18,69,9,7,12
HG001_02427,230,78,208,237,50,57,49
HG001_02430,561,515,311,525,537,343,264
HG001_00193,159,647,196,212,331,413,218
HG001_00588,68,97,50,67,80,57,62
HG001_01099,429,242,397,428,167,167,119
HG001_01963,381,205,254,301,217,242,211
HG001_00949,38,35,22,31,36,30,25
HG001_01190,956,3494,691,1005,2893,4420,1661
HG001_02589,6,3,4,4,1,1,4
HG001_02597,1198,453,847,830,489,371,315
HG001_00749,396,115,222,352,128,120,131
HG001_00765,744,1990,519,524,2120,1532,1188
HG001_01324,2620,1344,2144,2519,1067,1171,664
HG001_02019,10,11,3,15,6,7,6
HG001_02144,1664,1501,1554,1820,997,979,663
HG001_02162,654,827,488,612,718,636,551
HG001_00461,1239,679,1016,1066,573,508,482
HG001_00745,48,57,24,25,82,69,45
HG001_01056,1243,443,1102,1592,261,481,165
HG001_01153,134,66,76,145,58,48,32
HG001_01240,127,347,133,114,242,230,107
HG001_01281,524,265,224,335,432,352,201
HG001_02529,107,82,57,87,94,67,75
HG001_02699,26,29,28,36,12,11,9
HG001_00250,36,245,24,44,192,170,119
HG001_01964,117,124,70,79,149,252,101
HG001_00292,3,3,1,2,1,2,0
HG001_01496,2302,1172,1837,1990,1002,719,476
HG001_00429,206,170,143,177,160,132,107
HG001_02201,132,72,71,174,52,52,61
HG001_02424,15,17,11,11,14,9,16
HG001_00180,234,121,120,155,167,108,110
HG001_00200,18181,11503,13971,20818,8393,8278,5341
HG001_00996,3578,5607,2954,4222,3851,3552,1911
HG001_01857,296,461,257,319,324,307,318
HG001_00289,11,33,15,12,16,18,9
HG001_00638,101,113,66,86,108,71,71
HG001_02392,2796,3008,2591,3085,1963,2466,1692
HG001_02482,207,110,126,202,102,80,67
HG001_00257,146,340,121,151,255,235,126
HG001_00297,1322,782,972,1036,749,906,931
HG001_00464,461,354,330,448,300,216,147
HG001_01445,180,139,115,164,131,89,102
HG001_01498,2210,1015,1519,2105,903,880,705
HG001_00019,89,71,69,81,57,53,50
HG001_02157,61,100,66,71,54,78,50
HG001_02168,591,940,540,614,647,619,439
HG001_02380,9,17,4,13,10,11,15
HG001_02431,555,366,336,516,355,237,170
HG001_02677,13681,1143,6413,7991,1895,1582,1192
HG001_01276,6,3,1,3,3,1,1
HG001_01486,5002,9888,4525,7024,5652,4543,2877
HG001_02098,1578,2211,1613,1496,1449,1474,954
HG001_02106,1453,622,877,1283,632,472,488
HG001_02460,7,17,2,9,12,7,2
HG001_00370,110,230,146,199,83,122,56
HG001_00406,308,158,226,331,118,90,90
HG001_01225,39,35,10,41,37,22,14
HG001_01412,3,7,2,1,5,6,3
HG001_02097,134,77,99,153,52,62,95
HG001_02463,220,171,161,238,129,97,53
HG001_00190,62,168,76,90,77,114,42
HG001_00236,36,101,17,25,112,58,44
HG001_00280,32,119,17,37,98,83,80
HG001_00393,1742,2522,1450,1663,1939,1302,972
HG001_02217,125,103,89,109,91,107,42
HG001_02656,51,108,53,61,61,76,47
HG001_00068,17,21,12,12,18,13,14
HG001_01340,37214,7672,23283,30105,7960,5008,6117
HG001_01724,1528,1238,1023,1059,1347,1390,1209
HG001_00494,743,555,570,824,400,464,284
HG001_01147,785,844,627,805,633,469,493
HG001_01465,7,1,1,1,2,1,0
HG001_01880,4,13,2,2,11,7,3
HG001_02175,289,260,250,272,191,142,127
HG001_01500,717,712,503,922,482,402,404
HG001_01917,821,711,435,692,781,504,265
HG001_01033,1768,2823,1283,1757,2307,1644,1303
HG001_01267,6,39,6,7,25,19,12
HG001_01323,176,257,142,145,215,192,73
HG001_02234,4,10,4,4,4,7,1
HG001_02685,52325,43990,32451,55151,37677,27295,15369
HG001_02712,96,56,53,82,58,34,38
HG001_00206,348,2396,335,381,1540,2222,1959
HG001_00216,2,3,2,0,0,4,1
HG001_00857,1422,2090,1153,1209,1720,1249,738
HG001_01495,1188,1505,710,922,1622,1065,757
HG001_01886,2,7,1,3,2,5,0
HG001_02581,322,268,193,272,271,170,213
HG001_00207,2682,345,2022,2356,291,275,342
HG001_00459,947,605,842,887,429,479,392
HG001_01055,3359,1120,4194,4285,456,1048,441
HG001_01128,13720,8008,8531,13275,7264,6210,5138
HG001_01520,168,306,109,160,267,164,123
HG001_02065,121,82,67,115,78,70,63
HG001_02535,8,3,3,6,2,5,3
HG001_02670,8910,16007,8203,9117,10771,5918,5361
HG001_00427,147,122,133,136,83,136,70
HG001_01544,349,260,277,477,148,167,123
HG001_01640,151,164,121,128,133,131,111
HG001_00830,3001,3172,2423,2538,2598,2179,1807
HG001_01439,1622,924,1148,1612,750,671,587
HG001_02240,603,340,417,596,280,274,166
HG001_02286,970,4311,1066,1054,2476,2067,1438
HG001_02686,5638,16064,4288,6379,11527,8745,3460
HG001_00079,97,69,70,108,47,46,33
HG001_00919,404,430,262,334,414,331,294
HG001_01531,219,554,157,240,419,234,250
HG001_01241,63,150,55,43,125,118,48
HG001_01897,2,18,0,5,9,6,9
HG001_02154,336,256,393,359,129,125,78
HG001_00272,2374,1597,1436,1680,1772,1314,801
HG001_00916,8,11,5,4,9,4,4
HG001_01525,13,27,15,13,13,16,11
HG001_01533,184,214,122,135,214,217,145
HG001_01693,62,18,32,46,23,32,36
HG001_01723,4489,1588,2727,3743,1601,1817,1104
HG001_02404,1412,993,1072,1319,792,734,517
HG001_02433,408,338,288,494,230,173,163
HG001_00215,13,30,10,13,20,30,10
HG001_00867,729,1095,567,491,1013,707,620
HG001_00904,337,251,280,330,177,314,95
HG001_01270,169,184,60,106,284,145,122
HG001_01575,130,180,65,95,206,82,119
HG001_01895,63,62,35,71,48,26,39
HG001_00392,105,90,65,80,90,85,40
HG001_00593,341,523,311,325,356,308,264
HG001_01101,827,530,491,592,585,415,268
HG001_01720,183,137,140,146,116,109,74
HG001_00762,1973,3903,1397,2069,3005,2726,1581
HG001_00871,206,161,138,160,154,141,147
HG001_01110,600,221,367,414,249,197,256
HG001_01246,96,110,88,135,52,93,42
HG001_00954,97,40,46,72,51,58,56
HG001_01059,754,1082,798,809,606,646,362
HG001_01746,2014,1615,1451,1263,1639,1665,1229
HG001_00149,143,124,107,97,115,129,70
HG001_00748,42,36,33,28,31,63,51
HG001_01815,0,7,0,0,2,1,0
HG001_02365,6234,5230,4371,5332,4604,4491,4371
HG001_00004,710,672,471,656,579,513,342
HG001_01829,378,216,275,338,177,145,139
HG001_00134,275,233,282,409,101,122,57
HG001_01269,32,143,20,26,125,85,65
HG001_01580,5658,2886,3293,4997,2782,2078,1520
HG001_01621,913,1901,922,879,1179,1021,583
