,ctrl4,ctrl5,ctrl6,IP1,IP2,IP3
SAOUHSC_02994,8900,10748,1726,1555,1347,1073
SAOUHSC_02995,2860,4741,740,817,741,695
SAOUHSC_02996,142,163,27,289,160,203
SAOUHSC_02997,164,208,27,220,139,172
SAOUHSC_02998,166,190,12,1059,538,935
SAOUHSC_02999,115,102,28,758,418,593
SAOUHSC_03000,70,54,1,446,222,374
SAOUHSC_03001,5515,7155,397,3700,2377,2364
SAOUHSC_03002,168,149,43,466,450,290
SAOUHSC_00309,8356,8991,3308,3434,3309,2137
SAOUHSC_03003,34,60,12,54,61,42
SAOUHSC_03004,199,290,13,260,250,192
SAOUHSC_03005,380,673,19,625,361,507
SAOUHSC_03006,19394,29087,6136,46676,39744,31101
SAOUHSC_A02856,547,788,92,670,377,632
SAOUHSC_03008,2295,3459,1286,2921,1963,2442
SAOUHSC_03009,786,1309,503,831,642,738
SAOUHSC_03010,492,707,237,516,393,390
SAOUHSC_03011,495,742,153,471,334,414
SAOUHSC_03012,1024,1218,193,834,617,590
SAOUHSC_00310,2293,1767,421,2550,3080,1774
SAOUHSC_03013,1405,1318,155,928,636,610
SAOUHSC_03014,587,499,114,328,208,211
SAOUHSC_03015,1649,1554,109,485,401,355
SAOUHSC_03016,479,765,140,590,442,458
SAOUHSC_03017,311,639,92,168,113,109
SAOUHSC_03018,727,1170,111,429,290,310
SAOUHSC_03019,2244,3987,477,1234,981,757
SAOUHSC_03020,731,1367,219,293,223,202
SAOUHSC_03021,886,1381,268,367,324,250
SAOUHSC_03022,1809,3028,271,51515,34659,48084
SAOUHSC_00311,453,313,112,393,556,312
SAOUHSC_03023,1724,4869,487,8456,7242,7527
SAOUHSC_03024,1715,2139,173,13453,10066,12882
SAOUHSC_03025,859,1519,457,581,413,366
SAOUHSC_03026,891,1444,85,8679,5573,8106
SAOUHSC_03027,293,713,83,3552,3008,3800
SAOUHSC_03028,3292,4260,1050,808,662,590
SAOUHSC_03030,5222,5544,1575,3921,3220,2250
SAOUHSC_03031,1116,1686,82,1024,758,696
SAOUHSC_03032,1075,1122,363,553,462,403
SAOUHSC_03033,2208,2571,324,2095,1646,1356
SAOUHSC_00312,783,431,90,683,919,434
SAOUHSC_03034,943,945,240,1181,915,639
SAOUHSC_03035,5294,6521,804,2586,1449,1896
SAOUHSC_03036,358,1242,94,398,281,222
SAOUHSC_03037,593,1835,70,1043,597,697
SAOUHSC_03038,8,23,1,14,10,13
SAOUHSC_03040,400,498,119,330,246,207
SAOUHSC_03041,270,365,31,265,182,207
SAOUHSC_03042,27,45,9,33,34,55
SAOUHSC_03043,18,21,1,30,27,28
SAOUHSC_03045,129267,88504,15842,55057,52311,34590
SAOUHSC_00313,6032,2611,546,2693,3489,1893
SAOUHSC_03046,486,1051,131,366,256,262
SAOUHSC_03047,215,584,87,166,113,109
SAOUHSC_03048,140,437,41,214,147,165
SAOUHSC_03049,6681,8363,2130,22100,15341,20247
SAOUHSC_03051,3055,4483,682,9495,7362,8945
SAOUHSC_03052,6470,9121,1497,21674,18425,20160
SAOUHSC_03053,3654,4465,856,13827,11309,13327
SAOUHSC_03054,499,450,30,1855,1488,1588
SAOUHSC_03055,15678,15807,448,40130,33409,32985
SAOUHSC_00314,4289,4998,510,10132,8106,5925
SAOUHSC_00315,602,605,48,5539,4509,3208
SAOUHSC_00316,365,430,29,2142,1533,1403
SAOUHSC_00004,7568,6684,837,13949,11407,9898
SAOUHSC_00031,661,775,85,8065,5171,8278
SAOUHSC_00317,4077,9105,1862,4345,3306,2785
SAOUHSC_00318,1367,2530,587,936,893,809
SAOUHSC_00319,2514,4375,1459,2596,2029,2110
SAOUHSC_00320,1275,2024,307,1661,1256,1217
SAOUHSC_00322,834,852,193,521,393,317
SAOUHSC_00323,59,66,43,138,63,89
SAOUHSC_00324,2941,7530,1210,658,466,382
SAOUHSC_00325,236,588,29,314,169,194
SAOUHSC_00326,343,737,227,810,533,557
SAOUHSC_00327,534,886,120,1459,836,1033
SAOUHSC_00032,22,40,18,56,27,127
SAOUHSC_00328,2790,5748,875,1528,1251,947
SAOUHSC_00329,1404,3492,498,771,580,389
SAOUHSC_00330,2121,5118,225,940,585,454
SAOUHSC_00331,77,158,16,202,150,177
SAOUHSC_00332,576,732,74,1312,903,1097
SAOUHSC_00333,999,1385,216,2746,1829,2294
SAOUHSC_00334,2192,2631,264,3773,2310,2912
SAOUHSC_00335,1943,2597,122,926,568,638
SAOUHSC_A00332,986,965,24,431,539,288
SAOUHSC_00336,10249,9350,3687,7459,6899,5357
SAOUHSC_00033,1466,1160,148,14262,9510,16187
SAOUHSC_00337,2434,3302,956,6021,3523,3583
SAOUHSC_00338,4748,8393,940,10922,6458,6915
SAOUHSC_00339,3238,5835,864,4936,3176,3240
SAOUHSC_00340,1889,3497,712,2260,1621,1423
SAOUHSC_00341,2348,4309,483,1799,1447,1278
SAOUHSC_00342,1213,1566,270,3867,3078,3825
SAOUHSC_00344,1511,2344,471,4574,4006,4561
SAOUHSC_00345,589,1181,61,1145,1069,1227
SAOUHSC_00346,4740,6749,1237,12438,9681,11605
SAOUHSC_00347,1631,942,32,41370,22147,29806
SAOUHSC_00034,333,323,20,3681,2779,3269
SAOUHSC_00348,24289,30618,5368,48030,43868,43172
SAOUHSC_00349,38835,47738,20348,80901,73960,76594
SAOUHSC_00350,18259,23003,11652,38984,35623,37127
SAOUHSC_00351,391,734,46,422,301,408
SAOUHSC_00352,149,314,66,187,139,145
SAOUHSC_00353,121,250,27,171,165,168
SAOUHSC_00354,1141,1787,119,1200,705,838
SAOUHSC_00355,180,324,10,264,187,241
SAOUHSC_00356,59000,72395,14282,16086,16618,12296
SAOUHSC_00357,3872,6424,336,3339,2285,1940
SAOUHSC_00035,1011,472,39,24721,16388,25451
SAOUHSC_00358,107643,124345,76938,27065,28623,14615
SAOUHSC_A00354,42,40,9,81,61,109
SAOUHSC_00359,895,888,93,1623,1299,1439
SAOUHSC_00360,1052,1512,161,913,852,835
SAOUHSC_00362,1998,2749,251,2455,1668,2030
SAOUHSC_00363,475,487,19,267,195,231
SAOUHSC_00364,32613,55715,10229,89494,78096,61239
SAOUHSC_00365,15766,29093,4215,33342,29698,23712
SAOUHSC_00366,4769,5114,1766,6322,5647,5640
SAOUHSC_00367,2060,1839,743,17783,12371,15323
SAOUHSC_00036,2066,1142,280,46705,32660,48326
SAOUHSC_00368,133,157,11,1127,647,1172
SAOUHSC_00369,9149,11218,3967,12520,8552,9676
SAOUHSC_00370,9062,14571,1329,4173,4019,2819
SAOUHSC_00371,22613,22006,2814,11198,10646,6037
SAOUHSC_00372,1652,2156,325,1398,669,1093
SAOUHSC_00373,4342,6125,1477,4319,2632,3368
SAOUHSC_00374,15784,28181,8781,10932,7505,8879
SAOUHSC_00375,23281,34494,10845,16579,10729,12616
SAOUHSC_00376,414,544,33,817,593,681
SAOUHSC_00377,170,192,17,194,137,185
SAOUHSC_00037,8518,8141,3295,45096,29432,42494
SAOUHSC_00378,21,25,7,65,36,65
SAOUHSC_00380,192,279,19,189,122,154
SAOUHSC_00381,306,395,45,501,378,340
SAOUHSC_00382,624,818,108,1001,782,666
SAOUHSC_00383,893,1236,112,1989,1636,1536
SAOUHSC_00384,306,383,50,659,440,438
SAOUHSC_00386,228,254,48,708,461,574
SAOUHSC_00387,10,6,0,21,19,21
SAOUHSC_00389,176,188,32,321,228,234
SAOUHSC_00390,105,75,6,309,153,192
SAOUHSC_00038,227,162,20,383,302,272
SAOUHSC_A00379,12,1,0,21,20,20
SAOUHSC_00391,173,223,41,477,285,299
SAOUHSC_00392,454,502,42,683,410,556
SAOUHSC_00393,175,174,15,384,188,227
SAOUHSC_00394,168,203,13,362,211,305
SAOUHSC_00395,342,500,14,752,422,607
SAOUHSC_00396,23,25,0,59,34,33
SAOUHSC_00397,822,789,291,422,277,264
SAOUHSC_00398,659,797,273,430,287,350
SAOUHSC_00399,178,226,8,202,168,131
SAOUHSC_00039,2516,2894,1660,2824,2556,1974
SAOUHSC_00400,926,1078,196,1374,1019,867
SAOUHSC_00401,4402,3337,308,6673,5054,3328
SAOUHSC_00402,220,309,25,228,144,191
SAOUHSC_00404,283,326,50,349,235,355
SAOUHSC_00405,867,1394,132,678,409,621
SAOUHSC_00406,1850,2061,301,1747,1072,1402
SAOUHSC_00407,598,935,63,591,385,504
SAOUHSC_00408,632,847,120,697,461,546
SAOUHSC_00409,299,471,24,1078,518,893
SAOUHSC_00410,543,731,107,10989,6911,8354
SAOUHSC_00040,33,50,6,40,31,38
SAOUHSC_00411,20,20,2,714,442,563
SAOUHSC_00412,9231,10192,2496,4289,3881,2760
SAOUHSC_00413,29341,38535,15268,12441,12788,7583
SAOUHSC_00414,7312,8900,1465,3415,2691,2178
SAOUHSC_00415,308,461,42,128,98,87
SAOUHSC_00416,1919,2638,243,2148,1689,1402
SAOUHSC_00417,3309,3870,531,3849,2844,2691
SAOUHSC_00418,39,45,14,104,87,75
SAOUHSC_00420,11154,16697,2899,7895,4513,4509
SAOUHSC_00421,167,194,58,3311,2099,2909
SAOUHSC_00005,12024,12035,3485,29476,26337,24130
SAOUHSC_00041,453,632,68,753,580,580
SAOUHSC_00422,412,409,75,13823,7582,12219
SAOUHSC_00423,897,1667,178,3420,2329,3135
SAOUHSC_00424,296,574,100,1877,1245,1733
SAOUHSC_00426,994,2448,138,7035,4128,6106
SAOUHSC_00427,12649,14385,6521,2716,2451,3217
SAOUHSC_00428,1158,858,22,1908,1116,1437
SAOUHSC_00429,603,779,156,656,552,548
SAOUHSC_00430,1805,2353,939,2670,1896,1972
SAOUHSC_00431,971,1652,185,2873,1753,2373
SAOUHSC_00433,1163,1981,423,1711,1086,1242
SAOUHSC_00042,1006,1113,141,1962,1400,1597
SAOUHSC_00434,439,491,49,600,429,411
SAOUHSC_00435,85321,124523,28684,16833,10385,20635
SAOUHSC_00436,34916,43376,12582,13913,8546,17020
SAOUHSC_T00048,1954,1415,516,3235,2085,2968
SAOUHSC_00437,6662,7454,1784,8778,15086,8622
SAOUHSC_00438,1198,1561,359,3370,4745,3411
SAOUHSC_00439,925,1038,230,2536,2913,2549
SAOUHSC_00440,57,30,16,448,353,410
SAOUHSC_00441,1426,1779,365,1193,998,1112
SAOUHSC_00442,7065,8613,2069,12523,11735,12894
SAOUHSC_00043,266,222,33,782,539,613
SAOUHSC_00444,4999,7974,3373,5323,5208,5384
SAOUHSC_00445,7474,9564,2639,10245,8049,9391
SAOUHSC_00446,18,16,4,56,52,51
SAOUHSC_R0001,0,0,1,0,0,0
SAOUHSC_R0006,0,0,0,0,0,0
SAOUHSC_R00011,1,0,4,6,16,11
SAOUHSC_00450,1307,1449,216,1010,652,596
SAOUHSC_00451,899,1105,116,664,568,552
SAOUHSC_00452,9277,13462,3007,5259,5993,4175
SAOUHSC_00453,648,1062,88,245,201,193
SAOUHSC_00044,802,975,73,1880,1311,1544
SAOUHSC_00454,2180,2916,124,670,610,610
SAOUHSC_00455,1073,1647,359,1579,1111,1336
SAOUHSC_00456,580,598,95,1304,843,997
SAOUHSC_00457,329,370,63,587,474,486
SAOUHSC_00458,126,169,28,197,173,146
SAOUHSC_00459,473,462,99,735,493,448
SAOUHSC_00460,17,13,0,18,10,15
SAOUHSC_00461,12060,17642,1809,6919,5148,4891
SAOUHSC_00462,6602,9257,3931,5285,3669,3860
SAOUHSC_00463,1259,2561,367,492,396,389
SAOUHSC_00045,313,520,69,141,91,153
SAOUHSC_00464,1752,2767,942,685,588,462
SAOUHSC_00465,26248,15723,1568,38504,36987,25546
SAOUHSC_00466,10801,15061,4073,13362,13385,11666
SAOUHSC_00467,14312,18480,2467,16824,15504,14578
SAOUHSC_00468,56414,78542,25886,30421,29279,22058
SAOUHSC_00469,57527,71588,34666,37202,36158,26197
SAOUHSC_00470,23,66,27,21,30,24
SAOUHSC_00471,17051,17236,10358,13774,14197,11631
SAOUHSC_00472,14482,16510,3741,16330,16591,13708
SAOUHSC_00473,1985,3059,146,3644,2899,3129
SAOUHSC_00046,491,703,34,419,325,389
SAOUHSC_00474,34134,30218,14188,210999,174487,222590
SAOUHSC_00475,2107,2534,405,792,583,496
SAOUHSC_00477,8402,11425,2265,8035,6115,5673
SAOUHSC_00479,3665,4643,446,3896,2977,2671
SAOUHSC_00480,6112,8996,1819,6454,5083,4816
SAOUHSC_00481,1935,3532,488,1902,1556,1599
SAOUHSC_00482,3243,4881,637,3778,2360,2822
SAOUHSC_00483,17335,17979,2677,11303,8525,7411
SAOUHSC_00484,1761,2388,519,1183,931,807
SAOUHSC_00485,2263,2887,468,1418,1307,1049
SAOUHSC_00047,496,945,50,721,423,501
SAOUHSC_00486,59659,72059,17608,43620,37602,27131
SAOUHSC_00487,6347,6846,2002,5704,4919,3914
SAOUHSC_00488,17672,27810,10911,20811,15903,16444
SAOUHSC_00489,727,934,193,769,597,642
SAOUHSC_00490,535,658,63,830,618,796
SAOUHSC_00491,2921,3294,489,4674,4237,4848
SAOUHSC_00492,1072,2078,80,1227,809,1585
SAOUHSC_00493,25554,34514,7639,36873,31403,38572
SAOUHSC_R00016,24,21,2,136,75,63
SAOUHSC_T00059,1,0,0,3,2,0
SAOUHSC_00049,2406,3233,332,2747,1816,2098
SAOUHSC_T00053,82,14,38,139,148,115
SAOUHSC_T00035,503,263,325,545,467,400
SAOUHSC_T00021,196,90,142,219,199,201
SAOUHSC_T00030,19,1,1,11,24,4
SAOUHSC_T0004,719,961,439,1466,1154,1438
SAOUHSC_T00044,354,250,207,234,165,141
SAOUHSC_T0001,322,386,299,631,331,206
SAOUHSC_R0002,0,0,0,0,0,0
SAOUHSC_R0007,0,0,4,0,1,0
SAOUHSC_R00012,0,0,0,2,0,0
SAOUHSC_00050,936,1304,113,1494,922,1213
SAOUHSC_00497,550,560,32,1279,796,834
SAOUHSC_00499,2417,2407,1076,1642,1319,1127
SAOUHSC_00500,2031,2324,279,1391,1044,949
SAOUHSC_00501,12442,14165,1075,3570,2957,2391
SAOUHSC_00502,6635,2354,101,9070,9127,4653
SAOUHSC_00503,6004,3002,271,10773,10839,5921
SAOUHSC_00504,13540,5865,232,24701,25349,14291
SAOUHSC_00505,43505,23607,3406,72405,66421,37699
SAOUHSC_00506,23,3,0,19,29,10
SAOUHSC_00507,13359,20461,6616,4518,4031,2747
SAOUHSC_00051,508,722,195,455,231,256
SAOUHSC_00508,7361,12512,1484,3096,2513,2007
SAOUHSC_00509,16351,25036,3679,8231,7012,5405
SAOUHSC_00510,2265,4649,1592,799,750,470
SAOUHSC_00511,6985,11636,2552,1889,1810,1147
SAOUHSC_00512,2492,5282,613,667,604,414
SAOUHSC_00513,3845,5875,2125,1181,1064,701
SAOUHSC_00514,4008,6721,895,1335,1192,792
SAOUHSC_00515,2429,3504,248,729,636,487
SAOUHSC_00516,3578,5684,629,2319,1870,1835
SAOUHSC_00517,6831,8153,2406,5483,4729,3786
SAOUHSC_00006,18893,12452,3991,45125,33302,32154
SAOUHSC_00052,70,117,18,151,92,125
SAOUHSC_00518,44769,41788,13451,74960,64303,57237
SAOUHSC_00519,53516,44006,10437,63628,71261,48215
SAOUHSC_00520,59170,94433,8572,72626,71290,57356
SAOUHSC_00521,37382,41793,11686,43825,36127,34729
SAOUHSC_00523,5578,6098,2166,8287,8965,6428
SAOUHSC_00524,116941,119060,56320,244004,214623,165518
SAOUHSC_00525,157110,148161,69016,314838,255693,193697
SAOUHSC_00526,12098,7106,1274,20512,19608,13558
SAOUHSC_00527,58346,72020,29967,108067,113042,88360
SAOUHSC_00528,60690,62322,26109,106794,105635,85759
SAOUHSC_00053,186,357,27,242,168,224
SAOUHSC_00529,332007,300733,194104,529849,516456,401348
SAOUHSC_00530,339219,280777,187255,392863,363358,282926
SAOUHSC_00531,4006,5538,1515,2400,1992,1684
SAOUHSC_00532,16264,24229,3645,6441,5818,4440
SAOUHSC_00533,21156,67015,8440,8303,6525,3500
SAOUHSC_00534,1356,2142,311,1064,773,659
SAOUHSC_00535,5138,5434,844,25117,21328,18452
SAOUHSC_00536,19439,23961,5096,4188,3933,2730
SAOUHSC_00537,1660,2722,168,311,276,261
SAOUHSC_00538,1867,2842,460,452,353,323
SAOUHSC_00054,211,347,35,317,240,269
SAOUHSC_00539,1158,1569,168,1086,776,747
SAOUHSC_00540,519,504,33,132,87,125
SAOUHSC_00541,1327,1266,382,377,270,255
SAOUHSC_00542,1623,2158,208,979,538,688
SAOUHSC_00543,1311,1619,157,1478,803,1152
SAOUHSC_A00526,0,0,0,0,0,0
SAOUHSC_00544,3115,3837,2166,26335,16452,30584
SAOUHSC_00545,5218,4803,958,11672,9217,11305
SAOUHSC_00547,2873,3386,225,1379,1007,1021
SAOUHSC_00548,4116,4657,344,5519,4043,4661
SAOUHSC_00055,361,510,46,620,400,463
SAOUHSC_00549,7232,7182,1053,11353,9186,7209
SAOUHSC_00550,5229,5851,1318,6439,4951,3866
SAOUHSC_00551,4175,5086,614,3511,2760,2255
SAOUHSC_00552,1823,2008,151,2274,1985,1588
SAOUHSC_00553,9264,14735,3334,3886,3790,2680
SAOUHSC_00554,10638,16209,8518,4672,4571,3167
SAOUHSC_00555,883,583,231,2288,1813,1776
SAOUHSC_00556,7034,6456,1083,31895,25074,29113
SAOUHSC_00557,350,220,25,3695,2474,3509
SAOUHSC_00558,1141,1118,384,5101,3916,4994
SAOUHSC_00056,4942,6995,753,3645,2825,2392
SAOUHSC_00559,353,466,34,1505,923,1437
SAOUHSC_00560,872,570,62,5213,2910,2764
SAOUHSC_00561,48524,19787,904,233031,187764,176057
SAOUHSC_00562,6184,8905,2223,3099,2608,2685
SAOUHSC_00564,1019,1245,244,850,748,633
SAOUHSC_00565,809,1261,224,749,655,604
SAOUHSC_00567,556,882,210,747,559,531
SAOUHSC_00569,73983,100934,26856,23981,31494,17582
SAOUHSC_00571,1685,2704,510,1003,906,724
SAOUHSC_00572,2616,3850,797,1507,1403,1122
SAOUHSC_00057,790,932,282,694,590,447
SAOUHSC_00573,5513,6094,519,3096,2427,1418
SAOUHSC_00574,21144,16740,4601,23951,20763,19886
SAOUHSC_00575,16248,12433,1823,23388,17375,19447
SAOUHSC_00577,1946,2315,501,5022,4586,4138
SAOUHSC_00578,5503,5609,4276,8479,8902,6968
SAOUHSC_00579,8136,7402,4189,10223,10173,8434
SAOUHSC_00580,1136,1480,142,5651,4315,4836
SAOUHSC_00581,1727,2465,367,10501,6323,5447
SAOUHSC_00582,301,520,31,2199,1361,1130
SAOUHSC_00583,7,3,0,25,18,33
SAOUHSC_00058,1267,1985,413,1077,773,674
SAOUHSC_00584,989,1756,215,1147,1005,923
SAOUHSC_00585,70,130,34,57,27,47
SAOUHSC_00586,191,243,55,228,160,178
SAOUHSC_00587,270,335,57,352,227,234
SAOUHSC_00588,280,360,53,277,187,255
SAOUHSC_00589,121,193,9,152,103,147
SAOUHSC_00591,170,237,19,170,120,132
SAOUHSC_00592,241,387,40,308,205,249
SAOUHSC_00593,143,168,16,158,81,115
SAOUHSC_00595,36,66,3,16,3,27
SAOUHSC_00060,2334,2026,796,2057,1592,1999
SAOUHSC_00596,83,70,13,114,80,98
SAOUHSC_00598,100,123,9,162,104,115
SAOUHSC_00599,142,185,14,114,65,121
SAOUHSC_00600,118,181,17,192,129,112
SAOUHSC_00602,135,193,53,163,95,100
SAOUHSC_00603,1870,2704,564,1532,1232,1021
SAOUHSC_00604,9926,13620,1374,4478,4922,2311
SAOUHSC_00605,1321,2035,90,652,367,384
SAOUHSC_00606,6155,7880,961,4650,3064,2603
SAOUHSC_00607,3186,3437,474,2763,1880,1640
SAOUHSC_00061,2748,3413,883,2415,1608,1495
SAOUHSC_00608,56012,81504,16020,4114,3415,2321
SAOUHSC_00609,79,43,9,12,9,12
SAOUHSC_00610,1379,2058,71,639,480,465
SAOUHSC_00611,6339,7626,466,4347,2638,3259
SAOUHSC_00612,118,158,26,176,94,128
SAOUHSC_00613,1652,1916,133,1981,1068,1388
SAOUHSC_00614,1529,2490,112,659,521,423
SAOUHSC_00615,1655,2057,217,799,557,509
SAOUHSC_00616,2003,2709,188,1597,1113,1170
SAOUHSC_00617,47563,42914,18376,38172,34261,18952
SAOUHSC_00062,104,108,14,231,106,142
SAOUHSC_00618,4136,6586,381,2763,2070,2265
SAOUHSC_00619,12086,18247,1502,5003,6054,3640
SAOUHSC_00620,96077,121196,17926,32941,33018,23487
SAOUHSC_00621,1528,2419,240,997,770,661
SAOUHSC_00622,230,360,34,532,306,317
SAOUHSC_00624,3530,5026,334,3494,3385,2754
SAOUHSC_00625,17927,25488,3885,14005,13682,9857
SAOUHSC_00626,3014,4616,790,2062,1969,1642
SAOUHSC_00627,1932,3453,618,1426,1334,1003
SAOUHSC_00628,11862,19760,3863,7546,8171,5725
SAOUHSC_00007,3540,5004,1203,7031,4901,4740
SAOUHSC_00064,254,268,27,281,170,224
SAOUHSC_00629,812,1740,359,290,268,313
SAOUHSC_00630,1854,3089,332,1159,1170,810
SAOUHSC_00632,4974,7163,907,3584,3002,2208
SAOUHSC_00633,14591,15952,1787,12344,10105,6836
SAOUHSC_00634,14500,26035,2752,29438,22876,25608
SAOUHSC_00636,7539,14625,615,12336,9181,11089
SAOUHSC_00637,13364,23815,2302,10855,7920,7136
SAOUHSC_00638,4719,5220,962,8025,5530,6144
SAOUHSC_00639,1324,1392,333,3480,2246,2667
SAOUHSC_00640,2155,3052,395,1422,956,1063
SAOUHSC_00065,1732,2051,306,432,326,307
SAOUHSC_00641,6817,7556,1645,9814,7594,7921
SAOUHSC_00642,7394,8069,309,9462,7252,8127
SAOUHSC_00643,2449,3187,315,2904,2043,2325
SAOUHSC_00644,2268,3315,232,3111,2394,2757
SAOUHSC_00645,1142,1483,285,1617,1189,1529
SAOUHSC_00646,3852,6118,668,4610,3829,3965
SAOUHSC_00647,14565,15464,2737,61804,40529,43443
SAOUHSC_00648,9784,10085,2327,11252,7571,9545
SAOUHSC_00650,1518,370,25,630,624,188
SAOUHSC_00651,2393,3789,514,3401,2707,2984
SAOUHSC_00067,6110,7615,2180,5420,3863,3793
SAOUHSC_00652,5068,7981,1008,4693,3874,2860
SAOUHSC_00653,2019,2740,437,2993,2306,1852
SAOUHSC_00654,3045,4656,720,5289,4052,3439
SAOUHSC_00655,2548,4076,1022,1649,1630,837
SAOUHSC_00656,1504,3293,731,1053,1104,617
SAOUHSC_00658,743,1558,177,656,578,376
SAOUHSC_00659,17329,13825,502,11103,9487,7626
SAOUHSC_00660,9792,9919,2297,25723,27476,33137
SAOUHSC_00661,1145,1362,106,1428,1171,1240
SAOUHSC_A00635,39,56,12,36,15,59
SAOUHSC_00069,8145,4495,750,2131,2120,1397
SAOUHSC_00662,1226,984,89,4686,3264,3866
SAOUHSC_00663,3600,2801,289,2161,1636,962
SAOUHSC_00664,2173,3093,182,1594,1352,1104
SAOUHSC_00665,1256,1217,117,1206,846,868
SAOUHSC_00666,1771,2171,257,1912,1295,1391
SAOUHSC_00667,9109,15142,1549,2331,1837,1551
SAOUHSC_00668,10674,19277,600,5683,4324,4594
SAOUHSC_00669,4446,5141,364,3928,3375,3654
SAOUHSC_00670,6682,5882,1518,9073,7911,6734
SAOUHSC_00671,12808,9952,3268,6114,5349,4037
SAOUHSC_00070,968,1073,50,416,284,369
SAOUHSC_00672,2707,3127,218,2648,1870,1728
SAOUHSC_00673,896,1504,104,1072,634,841
SAOUHSC_00674,670,2000,43,223,104,187
SAOUHSC_00675,5759,6570,1546,6421,5061,4735
SAOUHSC_00676,3918,3507,870,4875,3694,3642
SAOUHSC_00677,16,15,2,10,3,8
SAOUHSC_00678,4746,7029,449,1864,1624,1246
SAOUHSC_00679,6792,9209,541,3921,3387,2949
SAOUHSC_00680,789,1781,209,577,461,486
SAOUHSC_00681,3870,4653,580,3628,2980,2458
SAOUHSC_00071,11124,13477,1664,4260,4425,2476
SAOUHSC_00682,1707,2148,192,1178,901,953
SAOUHSC_00683,1314,1722,103,467,309,310
SAOUHSC_00684,180,221,30,155,81,103
SAOUHSC_00685,1949,2718,162,959,615,560
SAOUHSC_00686,6325,6771,615,1934,1700,1183
SAOUHSC_00687,891,908,178,450,330,310
SAOUHSC_00688,18419,13828,10945,4656,4812,2674
SAOUHSC_00689,11169,10736,3419,2775,2669,1787
SAOUHSC_00690,20824,21454,3326,4656,4120,2797
SAOUHSC_00691,3632,6265,1252,2605,2107,1992
SAOUHSC_00072,329,456,181,697,482,389
SAOUHSC_00692,6931,8413,1543,6253,4526,4234
SAOUHSC_00693,9504,9809,1000,8623,6935,6059
SAOUHSC_00694,81946,75739,10057,77275,79981,63930
SAOUHSC_00695,1849,1428,276,1561,1163,990
SAOUHSC_00696,3366,4717,663,3118,2283,2211
SAOUHSC_00697,489,569,48,394,192,382
SAOUHSC_00698,2731,3386,723,3624,2574,2930
SAOUHSC_00699,6976,9872,1906,7553,5915,6459
SAOUHSC_00700,1036,989,106,1042,694,747
SAOUHSC_00701,1143,1739,179,787,568,899
SAOUHSC_00074,733,884,57,906,551,537
SAOUHSC_00702,1046,911,71,925,779,740
SAOUHSC_00703,2109,2584,412,2278,1939,1985
SAOUHSC_00704,1168,1465,91,634,462,700
SAOUHSC_00705,439,939,99,545,372,437
SAOUHSC_00706,2819,5910,816,8692,6448,6282
SAOUHSC_00707,4349,14937,6554,11772,10527,8442
SAOUHSC_00708,29857,66916,18124,47831,40083,33456
SAOUHSC_00709,554,303,50,742,395,472
SAOUHSC_00710,1486,1922,379,1493,1027,835
SAOUHSC_00711,16338,17425,1651,5590,4636,3541
SAOUHSC_00075,99,93,18,428,246,216
SAOUHSC_00712,3481,5060,1336,725,629,373
SAOUHSC_00713,9952,10831,1800,2342,1993,1519
SAOUHSC_00714,35605,40434,1772,48341,33882,27433
SAOUHSC_00715,27677,31417,1840,30992,22184,17630
SAOUHSC_00716,18488,15633,1004,16119,11306,9211
SAOUHSC_00717,24247,23661,476,24707,16810,13038
SAOUHSC_00718,1414,1499,208,2268,1220,2437
SAOUHSC_00719,3192,4506,1280,8511,6514,7671
SAOUHSC_00720,1241,1921,139,3109,2586,2851
SAOUHSC_00721,1108,1914,145,3398,2620,3283
SAOUHSC_00076,193,162,77,596,332,297
SAOUHSC_00722,286,259,63,429,320,340
SAOUHSC_00723,748,1001,262,1218,822,940
SAOUHSC_00724,613,913,97,833,629,699
SAOUHSC_00725,559,560,26,372,301,373
SAOUHSC_00726,2074,2767,248,1863,1378,1574
SAOUHSC_00727,3275,3895,805,3302,2485,2814
SAOUHSC_00728,75241,61479,6212,251591,170197,213437
SAOUHSC_A00703,18,25,0,17,11,20
SAOUHSC_00729,9747,14119,2326,18209,12084,13753
SAOUHSC_00730,14375,21456,2176,32525,19937,25360
SAOUHSC_00008,1354,1972,310,3212,2557,2414
SAOUHSC_00077,457,449,96,1283,693,614
SAOUHSC_00731,5274,7333,2797,2000,1873,1137
SAOUHSC_00732,8782,11500,1614,5490,4095,3303
SAOUHSC_00733,6498,8445,1052,1000,874,699
SAOUHSC_00734,5851,7101,573,2631,1942,1829
SAOUHSC_00735,673,1058,216,339,235,235
SAOUHSC_00736,19378,18102,3399,9991,10535,6620
SAOUHSC_00737,26,39,7,12,11,12
SAOUHSC_00738,40654,41817,9070,6915,6500,4241
SAOUHSC_00739,1543,1968,505,2532,2025,2144
SAOUHSC_00740,2486,3308,184,3477,2710,2868
SAOUHSC_00078,276,254,143,770,417,424
SAOUHSC_00741,10515,12972,1787,3933,2846,2629
SAOUHSC_00742,92719,110264,12641,37573,25816,23908
SAOUHSC_00743,51815,59084,5609,18432,12812,11828
SAOUHSC_00744,74,45,33,322,131,172
SAOUHSC_00745,4,6,4,15,4,11
SAOUHSC_00746,654,742,89,1146,980,792
SAOUHSC_00747,392,471,13,827,622,702
