GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
dnaK,10476,6980,5758,4981,3923,5965,7723,12620,3505,11161,6041
grpE,4450,2683,2409,2727,1226,2035,3969,5855,1141,4372,1487
hrcA,2861,1904,1753,1698,1037,1524,2449,2823,665,2774,916
EW029_RS08165,753,476,346,612,259,316,468,464,42,172,128
EW029_RS08170,431,356,298,465,268,362,188,290,396,195,140
EW029_RS08175,6166,5449,5252,5066,4865,5743,4826,5217,952,3532,4718
EW029_RS08180,12812,6431,8778,18973,5605,15540,2289,4062,636,4088,1706
holA,1517,822,859,1266,606,1019,608,1142,128,602,333
EW029_RS08190,1393,1378,746,1319,1106,302,1197,1508,152,505,185
EW029_RS08195,682,957,586,576,854,703,591,797,145,497,452
EW029_RS08200,660,750,463,630,476,240,385,632,65,286,111
EW029_RS08205,3640,2816,3299,2766,1931,3132,1828,3176,683,2007,1335
rsfS,3196,2299,2382,2380,1512,2201,1808,2506,340,1556,998
EW029_RS08215,2538,1788,1802,1792,955,1637,1267,1646,275,1022,991
nadD,2978,1803,1786,2089,994,1653,1623,1786,296,1035,1171
yhbY,731,497,488,432,248,483,378,549,92,386,454
aroE,1796,1207,1047,1193,699,1074,981,1143,198,720,885
yqeH,1887,1203,1201,1287,744,1556,1224,1316,287,840,1357
EW029_RS08240,833,485,509,683,325,703,504,575,92,327,620
mtnN,863,511,549,673,426,1174,629,643,116,530,911
EW029_RS08250,119,81,161,182,145,243,102,113,42,160,116
EW029_RS08255,229,88,85,405,60,50,244,210,17,78,24
EW029_RS08260,40,21,23,50,11,26,48,43,18,14,7
EW029_RS08265,289,145,128,474,157,274,297,163,17,121,123
EW029_RS08270,362,490,247,643,230,220,506,483,88,190,215
pxpA,265,200,104,651,60,55,388,226,21,79,84
EW029_RS08280,753,370,246,1499,136,106,975,507,13,171,114
EW029_RS08285,88,65,33,152,34,26,133,86,11,39,60
EW029_RS08290,230,243,96,401,101,80,276,225,30,121,161
pxpB,264,222,144,479,127,99,314,216,14,106,97
greA,3133,3316,2783,1964,3370,3597,1346,1802,578,1534,1526
EW029_RS08305,3554,3120,2567,2214,2782,3600,1102,1602,272,1021,1062
EW029_RS08310,2808,1874,1687,1880,1396,2418,1306,1756,383,939,1221
EW029_RS08315,1370,674,538,939,456,890,880,890,141,302,432
EW029_RS08320,535,269,218,390,203,650,359,363,59,199,171
EW029_RS08325,3422,4007,3680,3889,5109,3485,4723,5064,1936,4489,4770
ruvX,4958,5465,4720,4666,5791,4321,5826,5543,900,4337,3670
EW029_RS08335,2881,3182,2748,2076,3725,3027,3865,3453,587,2817,2703
alaS,5995,5733,3050,3368,4315,3792,3341,3711,406,1393,1905
EW029_RS08345,7042,7073,5855,4558,4650,3637,5600,6465,791,3125,2614
EW029_RS08350,1768,1736,1545,1244,1345,980,1442,1663,209,1053,669
mnmA,1906,2361,2298,1552,2215,2738,2491,2328,632,1739,2308
EW029_RS08360,1477,1516,1622,1454,1539,2515,2136,1882,398,1605,2216
EW029_RS08365,2017,4082,1813,1254,1073,377,2742,5654,487,1130,450
EW029_RS08370,727,1202,807,1006,1942,743,2619,2967,762,5625,2202
EW029_RS08375,810,1509,917,1047,2145,879,3358,3250,948,6151,2498
EW029_RS08380,3284,2441,2343,2874,2663,3063,2520,1721,433,1521,1578
EW029_RS08385,3235,4216,4366,3477,4814,3885,3813,5381,964,3468,2409
EW029_RS08390,3081,1455,1572,1878,1321,2728,2009,1987,442,1498,1296
EW029_RS08395,128,50,59,63,30,66,61,57,13,52,30
aspS,4880,2571,3156,3234,1654,4260,1919,2121,465,1352,1549
EW029_RS08410,2088,775,1081,1644,493,1627,1091,1012,133,528,611
EW029_RS08415,4215,5218,5054,3525,5438,4077,2001,1943,563,1547,1573
EW029_RS08420,2229,3826,2698,1481,4384,1955,1236,1482,356,1159,1138
EW029_RS08425,5759,10319,7379,4550,11753,5896,3900,4073,1013,2808,3494
EW029_RS08430,2779,2095,2279,1899,1557,2204,1094,1063,133,664,550
recJ,8794,6061,6680,5345,5541,5315,2897,2430,395,1773,1667
EW029_RS08440,15741,11789,12876,10487,12343,17032,8500,6609,1644,6681,10655
yajC,2565,2140,2450,2126,1880,3225,1011,1625,529,1681,1362
EW029_RS08450,8893,5061,3934,4499,2116,5490,2994,4081,805,2095,2303
queA,5013,3037,2089,2479,1261,1726,2053,2445,310,994,1066
ruvB,4927,3106,2171,2310,1596,2003,2111,2717,451,1407,1627
ruvA,3062,2058,1590,1566,1391,1479,1376,1652,408,1016,1237
EW029_RS08470,1209,1138,903,654,854,817,609,853,225,603,668
obgE,5761,4156,2869,2728,2920,2879,2431,3227,686,1553,2324
EW029_RS08480,14009,9729,8444,6636,7750,14482,3166,5253,939,3354,2781
EW029_RS08485,15165,8887,7512,8559,6854,12759,3445,5281,976,3089,2826
rplU,43046,22151,17774,25499,16737,32725,8667,13828,1697,7550,5847
mreD,697,471,456,520,380,648,668,452,153,584,669
mreC,1520,870,955,1110,773,1440,1717,982,372,1354,1767
EW029_RS08505,329,240,357,312,214,464,967,380,413,2216,1469
EW029_RS08510,1051,691,1345,1038,637,1618,3224,1147,1272,7178,5277
EW029_RS08515,272,65,212,317,227,439,292,161,407,1182,595
EW029_RS08520,551,335,428,398,399,904,268,274,169,370,285
EW029_RS08525,336,127,130,961,61,40,521,252,15,82,42
EW029_RS08530,152,55,56,352,39,33,196,111,14,42,30
EW029_RS08535,9,7,2,23,5,5,15,3,1,2,2
EW029_RS08540,7037,5732,3958,3314,3632,4495,2320,2720,318,1535,1467
EW029_RS08545,11488,10633,5475,5585,6453,5612,5035,5720,838,2508,3192
EW029_RS08550,885,675,784,708,802,1343,442,411,125,335,478
EW029_RS08555,3934,5023,4010,2594,5470,3650,3655,3622,947,3029,3221
EW029_RS08560,231,306,243,104,369,228,169,152,40,162,155
EW029_RS08565,10031,4588,4256,5834,2208,6814,4267,3427,1021,2176,3194
hemB,3657,1724,1392,1840,749,1904,1741,1281,388,849,1425
EW029_RS08575,2512,984,724,1212,462,937,966,765,147,491,779
EW029_RS08580,7027,3789,2695,3141,1948,3642,3441,2594,483,1907,2409
EW029_RS08585,2623,1736,1210,1404,1219,1405,1246,1179,229,1133,1285
EW029_RS08590,22846,19147,9966,12810,16431,10726,15097,11480,2224,10492,12438
EW029_RS08595,2179,688,881,1390,495,976,1263,1664,151,865,534
clpX,12055,5607,8227,7499,3602,9927,3341,5208,1104,3660,3042
EW029_RS08605,28765,11916,22228,22789,6925,29694,9148,13185,2944,11217,10091
EW029_RS08610,336,134,150,249,101,249,97,95,20,91,130
EW029_RS08615,1868,987,797,1033,681,1076,690,648,210,544,1065
EW029_RS08620,1514,696,431,828,342,530,464,335,39,171,282
EW029_RS08625,3,3,6,7,3,2,2,1,0,0,0
EW029_RS08630,11064,6808,5679,6837,5021,8370,1808,4295,744,2647,2481
EW029_RS08635,21847,10589,8193,15640,6805,11732,3431,7128,911,3647,3249
infC,26533,14110,10269,16305,9897,13971,8311,11400,2237,6077,6312
EW029_RS08645,1297,1113,593,1610,422,802,1609,731,293,523,621
thrS,3545,6911,3532,2536,4146,2201,14098,3488,1893,7242,33263
EW029_RS08655,5044,3454,3065,8215,6573,3532,2024,2213,630,2613,3391
dnaI,3506,4426,2776,2437,3788,2058,3408,4223,590,2026,1905
EW029_RS08665,3515,4823,3550,2656,5175,2788,3889,5887,1151,3707,3978
nrdR,1694,2019,1812,1421,2759,1871,1865,2562,494,1951,2218
gap,4090,3477,2236,2762,1814,394,22475,22954,8049,26673,37277
EW029_RS08680,2356,2109,1883,2153,1297,993,2151,2875,428,1297,878
mutM,1734,1986,1824,1340,1291,958,1753,2517,508,1551,1419
polA,4145,5273,5150,4118,3900,3869,5518,7537,1561,5001,5025
EW029_RS08695,1233,960,949,1070,595,852,1154,1283,223,906,887
EW029_RS08700,1590,1463,1969,1398,997,1810,2626,2730,616,2264,2481
EW029_RS08705,828,762,829,1074,535,962,1315,1265,221,898,1371
EW029_RS08710,28,22,18,75,9,5,59,56,7,27,10
EW029_RS08715,1368,1902,1779,1458,987,1123,2327,4077,923,2595,2393
EW029_RS08720,1059,1354,647,1075,327,401,1592,2776,518,1194,1628
EW029_RS08725,10078,16511,16642,8780,13828,16250,5286,10245,2682,4301,4194
pyk,17903,19515,17756,8711,23165,32602,11437,8722,4416,11090,15261
EW029_RS08735,5837,4113,2974,3189,3433,7169,3356,1939,471,1465,2865
EW029_RS08740,3861,3322,2644,1882,2608,3185,2113,1486,382,1014,1224
EW029_RS08745,3133,2489,2534,1942,2219,3304,2180,1651,630,1407,2402
EW029_RS08750,3700,2431,3151,2446,2413,4926,2554,1745,461,1455,2643
dnaE,7331,7052,5885,5004,4048,3909,7044,9283,1342,4614,4387
EW029_RS08760,2232,2444,2018,1621,1498,1389,2465,3369,595,1864,1772
EW029_RS08765,3257,3380,2987,2704,2285,1679,3945,4612,608,2557,2211
EW029_RS08770,1606,1739,1313,1274,2531,2288,3660,1724,844,3089,3325
EW029_RS08775,1511,1844,1559,1321,1655,1697,4203,2948,1340,3366,3374
EW029_RS08780,1569,1681,2311,1484,1940,2711,2626,2982,829,2243,2696
EW029_RS08785,118,128,157,115,129,152,164,179,116,143,120
ald,3311,2831,3722,2859,1645,1276,6106,8620,2148,4726,3549
EW029_RS08795,6509,12158,17406,6699,13738,7389,20489,16297,22733,33017,41379
EW029_RS08800,11757,8503,12859,10599,7533,23054,11153,10602,3745,11207,15098
EW029_RS08805,2356,2362,2382,2290,1501,1153,2456,5439,747,2105,1522
EW029_RS08810,2904,3245,3664,2212,3217,4436,2970,4753,1550,3678,3090
EW029_RS08815,777,264,253,1488,133,300,681,348,31,121,73
thiI,1289,567,455,991,361,784,603,637,92,263,249
EW029_RS08825,1144,423,408,916,312,646,684,645,43,249,193
ezrA,7824,8670,12810,8425,8895,13121,9366,11123,2743,11437,9677
EW029_RS08835,343,479,414,335,636,853,251,238,117,249,345
EW029_RS08840,5927,4287,4093,5186,3613,8587,925,1860,397,1144,890
EW029_RS08845,31097,22655,22522,23102,18600,47211,4587,10587,3361,7137,6441
EW029_RS08850,43,35,23,92,30,20,37,23,5,20,19
EW029_RS08855,337,286,191,363,223,188,340,257,52,154,189
EW029_RS08860,638,831,727,698,651,423,891,1586,302,903,526
EW029_RS08865,473,1790,1225,539,3196,474,669,831,151,477,364
EW029_RS08870,604,2668,1658,770,4391,667,864,802,120,551,400
EW029_RS08875,7,6,6,22,7,1,5,2,1,5,2
EW029_RS08880,596,907,509,848,1129,546,644,399,87,387,326
EW029_RS08885,2033,1810,2759,1927,1627,4518,1882,1358,395,1425,2434
EW029_RS08890,926,716,1204,1134,912,3026,651,476,173,625,1410
EW029_RS08895,3679,2871,4097,2657,2699,5968,4574,3204,1814,5631,8968
EW029_RS08900,1569,796,1407,1436,625,3273,659,456,96,446,712
EW029_RS08905,1141,951,775,1117,868,816,925,1244,143,663,304
EW029_RS08910,4,0,0,16,1,1,6,4,0,0,0
harA,1142,1940,1336,1936,1497,249,5523,4689,836,1574,1360
EW029_RS08920,27,4,3,61,3,1,19,18,0,5,0
EW029_RS08925,7004,4717,6496,5100,4133,8326,7637,9902,2938,7468,8016
acsA,1001,727,504,1352,319,122,1623,1401,485,920,1237
EW029_RS08935,369,391,352,592,364,75,715,669,185,514,673
EW029_RS08940,578,699,656,597,493,159,1168,1457,361,1016,973
ccpA,2746,2759,2651,2827,2883,3452,4713,3880,830,3791,4794
EW029_RS08950,9,0,1,21,2,0,6,4,0,1,0
aroF,1568,2730,1936,1569,3350,2046,1879,1693,582,1424,1700
EW029_RS08960,26,7,6,46,8,4,26,10,2,3,4
EW029_RS08965,3594,3346,2826,3001,3430,2979,5284,3664,1446,5846,3470
EW029_RS08970,3718,5201,5893,3333,6810,6554,4866,4386,3231,8831,3988
EW029_RS08975,8882,4621,6072,5838,2698,6403,4215,7167,1047,4930,3360
EW029_RS08980,21080,9640,12328,13334,4515,11452,12970,17654,2945,11894,10721
EW029_RS08985,2006,1002,1523,1450,568,1297,1842,1998,405,1523,1424
EW029_RS08990,2184,1190,1938,1677,597,1771,1700,2301,394,1786,1354
EW029_RS08995,1138,1099,1180,886,771,816,1288,1563,433,1426,1050
EW029_RS09000,3398,3062,3066,2792,1828,1635,3840,3870,804,2690,1997
EW029_RS09005,1905,1936,1975,2198,1736,1477,1382,1676,508,1998,883
EW029_RS09010,1159,912,784,992,666,560,1098,1232,232,734,528
trmB,8039,6740,5947,6748,4824,4328,6100,7681,802,3199,1860
EW029_RS09020,13182,12192,10618,8068,9087,7816,10598,10929,896,4585,2294
EW029_RS09025,3651,4974,4720,2565,4108,2786,3466,3253,771,2459,3397
EW029_RS09030,6348,7921,8359,4948,6234,5765,6041,5743,1256,3980,6767
EW029_RS09035,1327,1402,1435,1118,1372,1498,1160,1008,459,1747,1045
EW029_RS09040,2842,2462,2623,2153,2227,2511,1603,1672,302,1280,1229
EW029_RS09045,2894,2971,3269,2347,3192,4054,1683,2129,426,1586,1902
EW029_RS09050,1465,1212,1207,1552,827,1690,1264,1608,344,816,1275
EW029_RS09055,2025,1405,1038,3363,872,443,2883,3116,336,1074,764
EW029_RS09060,480,310,154,368,148,205,272,160,20,68,87
EW029_RS09065,2879,1966,1822,2603,1374,3173,2194,2539,459,1346,2404
EW029_RS09070,2208,1574,1959,1817,973,2017,1165,1789,332,690,557
EW029_RS09075,2978,2680,2496,1872,3272,3492,683,897,177,482,538
EW029_RS09080,1275,1175,1174,830,1597,1790,271,360,84,256,289
EW029_RS09085,2781,2626,4006,3627,3274,5091,7176,6533,3233,13663,11358
EW029_RS09090,208,133,83,293,117,48,202,121,18,67,15
EW029_RS09095,2187,1773,1606,2094,1489,1887,2194,2004,757,2472,2273
EW029_RS09100,27,8,4,16,6,3,12,4,1,4,0
EW029_RS09105,11,3,8,4,4,1,6,3,0,2,0
EW029_RS09110,3534,3601,2803,2426,1222,216,8553,10912,2942,8608,4118
EW029_RS09115,511,519,294,346,360,230,545,744,129,367,132
ribB,1440,1086,473,1082,672,365,1406,1023,114,459,264
EW029_RS09125,577,410,183,315,268,132,490,441,44,190,134
ribD,1197,1039,601,742,769,523,955,733,198,426,322
EW029_RS09135,403,201,177,566,153,164,443,246,77,195,192
EW029_RS09140,227,85,77,372,103,146,195,120,16,47,69
EW029_RS09145,601,379,300,619,347,302,290,225,47,163,141
arsC,330,339,225,229,336,205,144,140,40,69,60
EW029_RS09155,2424,1691,1418,1794,1686,2589,1049,801,455,670,704
EW029_RS09160,228,72,86,393,52,41,206,111,14,30,8
EW029_RS09165,6866,3604,4397,4470,4656,9285,3711,3919,898,3598,3507
EW029_RS09170,489,476,580,531,499,732,417,590,71,539,238
EW029_RS09175,355,309,262,265,243,240,285,427,62,248,213
EW029_RS09180,465,387,397,386,344,347,481,758,128,454,320
EW029_RS09185,685,564,671,601,542,899,431,773,140,528,301
EW029_RS09190,542,380,381,442,371,461,949,1072,202,750,1017
EW029_RS09195,1056,1394,1353,958,1780,1518,847,1136,196,774,1043
EW029_RS09200,5061,8815,6503,4503,5954,4645,16426,29291,4240,16198,8641
EW029_RS09205,651,486,761,638,736,957,337,624,133,386,164
crcB,548,387,307,363,330,451,186,245,46,83,69
EW029_RS09215,260,214,141,246,197,219,139,133,22,43,36
EW029_RS09220,160,43,38,273,29,20,153,68,7,26,3
EW029_RS09225,607,576,493,646,600,544,1192,1444,568,1108,1466
EW029_RS09230,4174,4551,5125,4327,4873,6713,2523,3879,743,3617,2931
EW029_RS09235,8099,9548,8508,6570,9231,10154,2749,6061,943,2126,1026
pckA,14521,12530,9265,9552,4881,1030,40311,55234,10408,33549,33871
EW029_RS09245,454,343,240,556,145,226,467,602,131,173,97
ytkD,237,158,89,289,67,70,250,260,36,51,58
yidD,960,1275,1087,1081,1067,1011,1064,1543,939,887,646
menC,638,601,418,800,337,319,835,1224,251,484,453
menE,881,813,687,1062,515,519,1216,1387,256,648,683
EW029_RS09270,336,131,122,366,125,215,153,149,16,85,83
EW029_RS09275,2964,3471,4312,3806,3257,998,23109,18889,3546,11750,16114
EW029_RS09280,2460,3614,4560,2680,3335,986,25282,16245,3259,11140,14073
EW029_RS09285,613,323,686,861,215,155,659,449,79,494,529
EW029_RS09290,265,155,353,362,133,92,328,218,56,236,247
EW029_RS09295,408,281,521,489,139,167,507,408,82,392,393
EW029_RS09300,300,162,239,511,175,165,326,229,19,110,80
EW029_RS09305,36,33,18,72,9,12,54,51,2,10,6
EW029_RS09310,61,18,28,233,17,5,107,52,0,25,0
EW029_RS09315,236,145,70,186,36,28,321,458,17,36,14
EW029_RS09320,160,126,61,107,40,22,288,427,28,71,3
EW029_RS09325,182,116,69,183,57,17,298,512,40,87,10
EW029_RS09330,599,676,890,946,960,895,422,1059,3418,1164,556
EW029_RS09335,18,16,23,22,12,18,5,13,4,4,1
EW029_RS09340,27,33,19,54,26,22,20,19,2,9,2
EW029_RS09345,247,314,243,221,225,106,208,310,23,171,102
EW029_RS09350,282,269,207,318,183,103,239,334,37,185,98
EW029_RS09355,1341,1947,1339,1392,1063,427,1808,2611,337,1415,742
EW029_RS09360,202,222,145,184,109,84,247,293,17,121,44
EW029_RS09365,1400,1451,2299,1659,1547,1694,1414,1178,228,1236,978
EW029_RS09370,690,784,993,903,866,773,790,689,133,930,615
EW029_RS09375,162,93,66,172,79,39,101,89,8,33,24
EW029_RS09380,8,8,6,4,1,0,2,2,1,1,1
EW029_RS09385,35,42,51,25,44,33,51,46,9,40,32
EW029_RS09390,1048,916,1024,949,1130,828,1148,1036,164,972,579
EW029_RS09395,148,70,84,123,82,63,94,62,10,50,26
EW029_RS09400,606,338,300,498,223,233,284,220,23,176,97
EW029_RS09405,482,199,152,371,58,96,148,105,7,46,22
seu,515,242,185,343,55,102,107,109,7,27,14
EW029_RS09415,728,259,190,433,72,117,195,193,4,48,30
EW029_RS09420,673,311,241,393,92,134,235,250,7,65,31
EW029_RS09425,636,312,326,523,183,182,232,343,15,99,11
EW029_RS09470,814,549,426,665,329,648,445,270,50,130,202
EW029_RS09475,440,275,244,472,159,384,294,165,16,123,95
EW029_RS09480,3314,2667,1995,1903,1601,2865,1672,1552,333,1002,1311
hemH,2030,1546,1039,1316,1017,1756,1036,1026,256,702,1017
hemE,2802,1925,1513,1702,1420,2862,1524,1325,284,1018,1107
EW029_RS09495,139,70,77,67,73,55,59,54,9,38,27
EW029_RS09500,1731,1744,1464,1422,2730,2839,912,843,532,1279,1027
EW029_RS09505,8254,6884,7399,5240,6313,6621,5339,3711,1407,3579,3464
EW029_RS09510,4861,4233,4344,2611,3957,4273,2860,1944,817,1979,2182
EW029_RS09515,2033,2188,2285,2225,2584,2527,1916,1907,358,1639,2525
EW029_RS09520,2144,3047,2819,1957,3576,3015,2978,2269,898,3038,3561
EW029_RS09525,63,28,28,110,22,15,59,30,4,18,12
EW029_RS09530,209,145,139,367,153,215,164,113,16,111,24
EW029_RS09535,10745,5519,7676,7468,5268,15424,12143,4511,2289,14609,18031
yhaM,7898,8815,9093,6696,7003,5996,6422,8286,935,4802,3697
EW029_RS09545,15029,18466,19008,11929,15746,11740,13568,17794,2418,11695,11206
EW029_RS09550,4501,5562,6596,5057,5905,4972,4208,5942,858,4542,4431
EW029_RS09555,341,164,195,316,78,117,156,163,16,66,19
EW029_RS09560,11084,8289,12354,19798,8460,21175,4456,6988,2007,9901,6771
EW029_RS09565,3851,2778,3100,2969,2135,2042,1008,1882,136,672,239
EW029_RS09570,9934,6141,10310,10092,3667,12225,2280,4137,741,2781,1937
EW029_RS09575,1229,1118,1158,978,1222,1035,973,1266,213,697,699
EW029_RS09580,1830,1751,1584,1426,1746,1322,1483,1960,309,1083,1016
EW029_RS09585,7556,7344,7981,8560,6230,6034,4349,8947,1306,4416,2830
fumC,2418,2568,3294,2579,2398,2504,3311,3547,1161,3081,4801
EW029_RS09595,388,340,415,392,489,713,307,275,88,307,182
EW029_RS09600,332,643,613,369,861,705,1059,646,437,1296,1039
EW029_RS09605,1810,3414,3292,1962,4186,3408,5300,3112,1909,5632,5528
trmL,423,271,258,460,267,371,489,468,99,318,393
queG,868,569,524,833,590,654,939,1000,269,683,913
EW029_RS09620,348,192,219,474,212,146,1013,1249,278,683,476
EW029_RS09625,421,198,176,808,202,102,959,838,153,504,353
EW029_RS09630,1042,939,1095,1125,1668,1996,902,883,333,745,731
EW029_RS09635,178,54,44,79,14,52,12,28,7,13,2
EW029_RS09640,28,3,3,12,3,6,4,8,1,1,1
EW029_RS09645,46,25,18,38,18,19,26,21,1,10,2
tnpA,144,67,77,132,67,52,137,115,21,72,21
EW029_RS09805,6190,6342,5767,8163,5438,4212,1908,3760,428,2569,1639
EW029_RS09810,815,686,830,859,911,1206,1289,931,276,1404,1860
EW029_RS09815,380,289,348,406,344,711,563,422,93,611,775
EW029_RS09820,2778,2501,2954,2353,1968,3068,2273,2881,703,1459,1642
EW029_RS09825,1279,1194,1289,1421,1418,2604,1255,1597,416,1290,1625
EW029_RS09830,12,1,4,26,2,1,14,2,0,0,0
EW029_RS09835,1622,974,783,1478,527,863,819,1200,145,392,205
EW029_RS09840,2352,1274,1636,2168,1127,1934,1785,2200,418,1427,776
mutY,650,511,358,653,441,523,464,443,38,213,216
EW029_RS09850,3623,3999,3375,2794,2943,1999,3688,4351,1075,3166,2190
EW029_RS09855,259,229,252,277,179,255,146,206,34,162,132
EW029_RS09860,1339,960,1200,1150,733,1090,879,1130,183,761,687
EW029_RS09865,1878,1789,1745,1690,1445,1657,1955,2497,397,1492,1601
EW029_RS09870,530,431,407,463,393,427,626,697,118,419,433
recX,686,507,463,731,298,307,1035,1196,169,654,613
EW029_RS09880,2016,2841,2751,2713,3300,3564,4800,3827,1202,8883,5712
EW029_RS09885,786,672,972,1056,774,2424,1746,1003,572,1607,2209
EW029_RS09890,225,156,247,322,178,474,257,274,65,254,334
yfkAB,1248,999,1100,1259,1023,1787,1086,1480,229,883,1057
EW029_RS09900,1071,838,1173,950,1241,1620,824,731,228,861,1013
EW029_RS09905,1697,1198,1637,1606,1547,2663,1415,1191,472,1193,2022
EW029_RS09910,222,103,143,260,131,337,175,129,30,118,167
EW029_RS09915,1443,1821,1883,1866,2924,2193,2370,2332,705,3010,2425
EW029_RS09920,1005,1652,1679,1255,2427,1827,1384,1609,677,2170,1883
EW029_RS09925,1275,1535,1828,1601,1782,2057,1931,1515,748,2402,2523
EW029_RS09930,3967,3110,2798,2707,2087,2480,6919,2189,606,3976,2625
EW029_RS09935,3192,2923,2732,1969,2015,2140,5134,1806,580,3809,3154
EW029_RS09940,813,868,810,605,689,697,1021,414,159,1037,1033
EW029_RS09945,755,715,722,678,569,784,551,426,112,895,1126
map,3207,3095,3671,2577,2305,3396,2171,1916,595,1426,1979
EW029_RS09955,520,457,620,545,392,731,422,376,194,305,488
EW029_RS09960,204,157,186,250,126,237,248,175,241,134,195
EW029_RS09965,153,116,142,266,143,117,112,94,16,70,23
EW029_RS09970,7,1,1,9,0,1,1,3,0,0,0
EW029_RS09975,3188,2603,2084,2170,1533,2572,1985,3018,485,1716,1412
EW029_RS09980,3911,3408,2540,2207,2063,2355,2843,4002,696,2183,2045
EW029_RS09985,801,450,420,3645,505,3047,158,185,42,171,87
EW029_RS09990,20,4,10,39,6,19,13,14,5,13,5
EW029_RS09995,561,353,411,611,379,764,481,478,144,612,323
EW029_RS10000,944,515,359,1126,242,197,1244,1060,270,597,313
EW029_RS10005,538,373,332,522,221,387,488,312,83,264,449
rlmD,2156,1562,1331,1425,1316,1358,1480,1338,247,991,858
EW029_RS10015,1934,1877,1660,1665,1679,1700,1779,1650,340,1246,1237
EW029_RS10020,20,6,5,20,3,5,8,5,0,2,0
gatB,18601,12999,14023,11600,9057,14054,6287,6606,1251,4211,5439
gatA,9524,7406,8133,5611,5411,8681,3265,3335,703,2513,3767
gatC,2509,1811,2025,1854,1440,2370,901,849,176,666,976
putP,2256,4581,3332,2141,5172,3480,1472,1476,509,978,1534
EW029_RS10045,6491,5251,4346,4399,3639,3668,3387,4483,517,2589,2059
ligA,5713,3462,3143,3817,2110,2860,2634,3482,500,1820,1627
pcrA,4203,2507,2690,3485,1503,2594,2104,2748,431,1498,1504
EW029_RS10060,1080,629,892,970,480,1074,538,840,123,447,358
EW029_RS10065,2132,1333,2781,2710,978,3787,1020,1310,267,944,748
purB,9528,5032,12261,14001,3876,19039,3148,4244,708,2771,2307
EW029_RS10075,90,27,30,239,23,21,126,52,0,11,6
EW029_RS10080,1652,996,1282,1601,716,1179,1468,782,100,458,684
EW029_RS10085,586,396,406,568,298,415,569,324,48,224,188
EW029_RS10090,275,255,204,343,231,216,156,135,29,75,71
EW029_RS10095,179,289,217,159,255,364,190,219,117,212,359
EW029_RS10100,793,813,554,817,626,757,907,614,215,553,771
EW029_RS10105,1101,1026,695,713,816,945,1429,984,399,1055,2022
EW029_RS10110,1100,886,701,1323,637,1093,1307,858,293,740,1811
EW029_RS10115,6255,6340,5916,4095,5717,4468,7453,4775,1572,5696,6985
EW029_RS10120,4499,4510,4389,2960,3936,3138,5224,3608,917,3700,3927
EW029_RS10125,87,95,54,60,36,10,56,71,38,55,50
EW029_RS10130,3291,3093,2377,2515,1582,445,2797,2705,941,1759,2145
EW029_RS10135,515,319,246,679,223,204,431,286,54,158,191
EW029_RS10140,3868,5387,5057,4148,6679,5727,2994,3619,689,2632,2775
EW029_RS10145,5265,8466,8927,4502,10115,10495,4764,5984,1958,6230,8600
EW029_RS10150,63,19,17,94,20,10,27,26,0,16,5
EW029_RS10155,2421,3072,2738,2289,2510,1718,2094,3198,514,1525,1176
EW029_RS10160,1937,1477,1297,1656,1068,1354,1463,1530,280,2347,2254
