gene,P23.1,P23.2,P23.3,P23.G.1,P23.G.2,P23.G.3
Inter.CP000255.1.0.1994957.28,0,3,0,0,1,0
Inter.CP000255.1.0.1926438.118,0,0,0,1,0,1
Inter.CP000255.1.1.1170092.342,3,1,2,5,0,1
Inter.CP000255.1.1.1136577.97,4,7,7,4,6,2
Inter.CP000255.1.1.1080705.22,0,3,6,6,2,0
Inter.CP000255.1.0.1324119.5,6,4,3,1,3,3
Inter.CP000255.1.0.948349.0,2,1,1,3,1,0
Inter.CP000255.1.1.970988.82,7,8,9,14,12,6
Inter.CP000255.1.0.2319278.105,5,7,4,17,4,1
gene2216,50,53,54,48,51,24
Inter.CP000255.1.1.2414590.10,27,18,18,11,6,6
Inter.CP000255.1.1.70838.0,0,1,0,4,0,3
Inter.CP000255.1.1.76226.71,3,5,6,11,3,1
Inter.CP000255.1.0.1044013.33,4,2,5,4,4,1
Inter.CP000255.1.1.1073736.43,17,14,6,10,4,2
Inter.CP000255.1.1.445966.54,1,2,4,3,2,1
Inter.CP000255.1.1.1299662.28,1,2,2,3,1,1
Inter.CP000255.1.0.2511542.70,0,0,2,1,3,2
Inter.CP000255.1.0.2830027.82,0,0,1,0,1,1
Inter.CP000255.1.1.1136577.89,11,11,6,7,2,4
Inter.CP000255.1.0.1945201.3,1,1,0,2,0,2
Inter.CP000255.1.0.354221.15,5,1,4,7,6,2
Inter.CP000255.1.1.1355653.5,0,0,1,1,0,0
Inter.CP000255.1.1.2267171.10,0,0,0,3,0,1
Inter.CP000255.1.0.940399.6,7,5,3,3,1,2
Inter.CP000255.1.1.813246.31,6,3,7,10,5,4
Inter.CP000255.1.0.814256.3,1,5,6,9,6,4
gene555,1544,1432,1380,657,593,756
Inter.CP000255.1.0.62790.3,0,3,1,2,3,0
Inter.CP000255.1.1.813246.98,1,5,1,5,1,1
Inter.CP000255.1.1.376829.47,3,1,1,3,0,2
Inter.CP000255.1.0.2217814.44,2,1,4,5,0,1
Inter.CP000255.1.1.195296.58,2,0,2,3,1,1
Inter.CP000255.1.0.2200877.19,3,3,1,7,2,2
Inter.CP000255.1.0.2772481.143,22,13,22,15,6,7
Inter.CP000255.1.0.1504929.0,19,16,10,19,23,17
gene884,528,541,623,443,428,499
Inter.CP000255.1.1.1414197.8,2,1,4,8,6,3
Inter.CP000255.1.0.1697155.216,1,2,1,4,3,1
Inter.CP000255.1.0.52391.2,4,3,2,7,2,2
Inter.CP000255.1.1.1691244.0,163,165,158,605,861,948
Inter.CP000255.1.1.2282139.1,0,2,2,3,1,3
Inter.CP000255.1.0.2062282.20,0,1,1,5,0,0
Inter.CP000255.1.0.2604523.105,1,0,0,0,0,0
Inter.CP000255.1.1.1733352.0,5,6,3,4,5,1
Inter.CP000255.1.1.1349794.36,2,3,5,3,2,4
Inter.CP000255.1.0.1697155.276,0,0,0,2,0,0
gene1648,1832,1713,1709,914,805,881
Inter.CP000255.1.0.2343175.153,3,3,5,3,3,4
Inter.CP000255.1.1.1170092.259,0,0,0,4,1,1
gene310,83,87,95,142,88,81
gene105,370,333,273,260,189,218
Inter.CP000255.1.0.65223.12,4,4,5,16,5,7
Inter.CP000255.1.0.1541358.212,0,4,1,0,2,1
gene1708,18,40,28,52,36,19
Inter.CP000255.1.1.1299662.136,0,1,0,1,1,1
gene451,758,596,671,732,627,653
Inter.CP000255.1.1.2138924.6,9,11,4,131,119,163
Inter.CP000255.1.0.2489502.16,6,4,2,6,5,3
Inter.CP000255.1.0.1369837.1,22,17,28,34,25,29
Inter.CP000255.1.1.1795038.3,0,0,1,0,2,2
Inter.CP000255.1.0.1587473.0,1,3,1,2,1,0
Inter.CP000255.1.0.2604523.8,12,11,8,9,3,4
Inter.CP000255.1.0.2343175.116,1,0,0,6,2,2
Inter.CP000255.1.1.1797902.3,2,1,1,0,3,0
Inter.CP000255.1.1.2216396.2,3,7,3,8,4,6
gene359,432,361,281,172,126,117
Inter.CP000255.1.0.713165.0,7,3,6,3,8,4
Inter.CP000255.1.1.1876117.16,0,2,2,2,1,1
Inter.CP000255.1.1.102961.74,8,0,1,8,4,1
Inter.CP000255.1.1.2795497.22,23,23,20,8,15,10
Inter.CP000255.1.0.1802439.46,2,8,2,9,5,3
Inter.CP000255.1.0.1103341.1,29,17,24,27,20,29
Inter.CP000255.1.0.2046155.74,1,1,1,4,0,0
Inter.CP000255.1.0.1766067.115,0,1,2,0,0,1
Inter.CP000255.1.0.2145976.6,353,329,384,127,74,41
Inter.CP000255.1.1.244992.45,13,7,9,13,11,7
Inter.CP000255.1.0.1844014.7,1,2,0,2,1,1
Inter.CP000255.1.1.1707383.0,2,4,1,7,6,5
Inter.CP000255.1.1.2659151.9,4,3,2,3,3,2
Inter.CP000255.1.1.371998.12,125,132,130,55,48,29
Inter.CP000255.1.0.118511.29,2,1,0,9,1,3
gene1477,1098,889,861,400,416,395
Inter.CP000255.1.0.1734711.210,1,2,0,7,1,4
gene2551,80,54,59,101,63,41
gene1510,89,69,97,168,205,211
Inter.CP000255.1.1.1026771.7,2,3,3,1,5,0
Inter.CP000255.1.1.1103686.7,0,5,1,4,2,2
Inter.CP000255.1.1.223379.43,7,15,5,14,1,2
Inter.CP000255.1.1.966311.7,6,9,4,4,3,2
Inter.CP000255.1.1.566406.204,4,2,3,4,0,2
Inter.CP000255.1.1.2254929.11,0,2,1,1,8,4
Inter.CP000255.1.1.2121010.1,93,77,81,59,52,57
Inter.CP000255.1.0.99265.13,4,0,2,4,2,1
gene1474,1308,1208,1382,912,806,1032
Inter.CP000255.1.0.1926438.83,0,0,0,0,1,1
Inter.CP000255.1.1.285730.73,2,5,5,7,3,4
Inter.CP000255.1.0.1407618.7,4,3,3,10,5,2
Inter.CP000255.1.1.875540.3,0,5,0,1,2,0
gene1068,271,218,259,161,137,156
Inter.CP000255.1.0.2541592.5,0,2,1,0,0,0
Inter.CP000255.1.0.1677665.54,5,7,11,10,8,4
Inter.CP000255.1.0.2217814.230,1,2,2,5,2,0
Inter.CP000255.1.1.1671166.1,7,4,5,5,4,1
Inter.CP000255.1.1.2578399.20,2,3,2,1,1,2
Inter.CP000255.1.1.76226.125,0,0,1,1,0,0
Inter.CP000255.1.0.425091.2,5,7,4,9,10,2
Inter.CP000255.1.1.944647.15,10,17,10,11,8,10
Inter.CP000255.1.0.1052186.10,6,2,5,7,4,4
Inter.CP000255.1.0.2343175.185,19,28,25,55,52,50
Inter.CP000255.1.1.813246.77,75,67,54,42,29,30
Inter.CP000255.1.0.2025472.16,1,2,1,1,0,3
Inter.CP000255.1.1.1125544.62,3,1,3,3,2,1
Inter.CP000255.1.1.10613.83,6,6,5,15,5,2
Inter.CP000256.1.1.0.14,23,38,33,47,48,36
Inter.CP000255.1.0.474124.0,14,25,22,39,30,16
Inter.CP000255.1.0.666976.0,2,1,4,2,0,0
Inter.CP000255.1.0.419888.18,1,0,0,1,1,0
Inter.CP000255.1.1.2692470.8,5,2,3,2,1,0
Inter.CP000255.1.1.1087371.19,1,0,2,3,3,0
Inter.CP000255.1.0.1425056.10,4,1,3,3,4,0
Inter.CP000255.1.1.566406.96,4,2,4,4,7,2
Inter.CP000255.1.1.223379.71,1,2,0,3,0,0
Inter.CP000255.1.0.471158.1,3,4,6,4,2,1
Inter.CP000255.1.1.1125544.19,1,3,1,5,1,0
Inter.CP000255.1.0.2379616.46,13,24,11,13,6,5
Inter.CP000255.1.1.2414590.17,987,846,721,212,263,266
Inter.CP000255.1.1.1333405.41,2,1,2,11,2,1
Inter.CP000255.1.1.1170092.246,4,9,9,16,2,1
gene1136,177,211,181,229,137,164
Inter.CP000255.1.1.813246.111,0,1,2,8,2,1
Inter.CP000255.1.1.1448825.0,44,18,30,38,40,37
Inter.CP000255.1.1.813246.192,0,1,0,3,1,0
gene2568,51,58,48,119,73,52
Inter.CP000255.1.0.1100125.14,5,3,6,4,5,0
Inter.CP000255.1.0.268233.37,0,1,2,11,1,0
Inter.CP000255.1.1.285730.156,17,13,11,10,7,8
Inter.CP000255.1.0.161093.2,5,2,8,7,3,2
Inter.CP000255.1.1.2605928.0,0,1,0,1,0,0
Inter.CP000255.1.1.2487512.8,3,2,3,7,5,4
Inter.CP000255.1.1.2539530.41,17,17,6,10,12,9
Inter.CP000255.1.0.2830027.46,3,1,2,4,2,1
Inter.CP000255.1.0.1354650.3,2,2,0,3,0,0
Inter.CP000255.1.0.1456753.156,0,4,0,1,1,1
Inter.CP000255.1.1.1125544.85,1,0,0,1,1,1
Inter.CP000255.1.1.1730900.10,8,5,14,0,1,3
Inter.CP000255.1.1.857097.108,4,2,0,1,1,1
Inter.CP000255.1.1.869176.6,65,24,41,5,13,14
Inter.CP000255.1.1.2119608.1,25,22,26,20,15,17
Inter.CP000255.1.1.2005419.10,3,3,1,6,2,6
Inter.CP000255.1.0.1535564.20,40,31,35,14,12,10
Inter.CP000255.1.0.2340516.2,1,0,1,1,1,1
Inter.CP000255.1.0.807094.1,4,4,8,7,3,8
Inter.CP000255.1.0.42452.25,2,3,2,12,2,0
Inter.CP000255.1.1.959788.30,1,2,1,8,4,10
Inter.CP000255.1.0.2604523.20,2,2,0,0,4,0
Inter.CP000255.1.0.606256.1,5,10,4,5,4,3
Inter.CP000255.1.0.2175602.56,0,0,0,0,1,0
Inter.CP000255.1.0.1031877.0,5,1,4,4,1,0
Inter.CP000255.1.0.2013404.45,1,4,2,5,2,4
Inter.CP000255.1.0.1766067.208,0,0,0,1,0,0
Inter.CP000255.1.1.134234.167,1,2,2,3,0,0
Inter.CP000255.1.0.1983750.12,4,1,8,6,1,1
Inter.CP000255.1.1.2845167.0,11,9,4,2,5,2
Inter.CP000255.1.0.1456753.280,5,3,6,4,2,6
Inter.CP000255.1.0.1428821.57,22,19,21,25,20,21
Inter.CP000255.1.0.1766067.83,5,3,3,5,4,4
Inter.CP000255.1.1.840309.18,0,1,0,2,2,1
Inter.CP000255.1.0.1616169.297,1,2,0,5,0,0
gene214,43,47,50,44,42,41
Inter.CP000255.1.0.441389.36,4,3,2,3,1,2
Inter.CP000255.1.0.1356404.2,107,90,85,48,54,64
Inter.CP000255.1.1.857097.80,3,4,1,3,7,2
Inter.CP000255.1.1.1125544.49,2,0,1,0,1,0
Inter.CP000255.1.0.1766067.145,2,0,0,1,1,1
Inter.CP000255.1.1.164781.236,0,0,1,2,4,2
Inter.CP000255.1.1.76226.127,2,2,1,2,2,2
Inter.CP000255.1.1.2292002.0,7,4,3,5,4,2
Inter.CP000255.1.0.1347515.21,5,3,6,6,7,1
Inter.CP000255.1.0.1541358.239,6,5,2,10,5,0
Inter.CP000255.1.1.497222.267,1,2,0,1,3,0
Inter.CP000255.1.1.813246.232,12,18,19,19,10,4
Inter.CP000255.1.1.1223109.95,0,1,0,1,0,0
Inter.CP000255.1.1.1686434.0,5,1,1,2,1,1
Inter.CP000255.1.1.123812.22,2,3,1,2,1,3
Inter.CP000255.1.0.2830027.49,1,3,3,7,3,1
Inter.CP000255.1.1.497222.608,0,5,2,4,0,1
Inter.CP000255.1.1.259992.44,0,2,3,4,1,0
Inter.CP000255.1.0.1541358.327,0,1,1,1,0,0
Inter.CP000255.1.1.56237.38,5,7,2,14,8,4
Inter.CP000255.1.0.1926438.21,0,0,1,0,0,0
gene2205,1054,865,885,241,259,266
Inter.CP000255.1.0.494157.22,2,1,3,3,3,2
Inter.CP000255.1.1.2439092.1,3,1,1,5,1,0
Inter.CP000255.1.0.2056249.35,2,7,2,1,5,0
Inter.CP000255.1.0.1500086.19,19,19,27,71,42,47
Inter.CP000255.1.0.2264744.1,6,2,0,5,2,1
Inter.CP000255.1.0.1241838.3,6,3,3,7,6,2
Inter.CP000255.1.0.2569499.27,6,7,2,13,4,2
Inter.CP000255.1.1.497222.75,18,16,20,8,6,4
Inter.CP000255.1.1.651984.254,5,12,7,18,9,3
Inter.CP000255.1.0.1591939.4,0,1,0,2,1,0
Inter.CP000255.1.1.885604.21,4,1,6,7,2,5
Inter.CP000255.1.1.2060208.19,1,0,3,6,2,0
Inter.CP000255.1.1.1509361.2,0,1,2,2,3,3
gene1801,37,31,41,28,21,13
Inter.CP000255.1.1.727260.59,1,4,1,4,2,0
Inter.CP000255.1.0.2334846.11,1,2,0,0,0,0
Inter.CP000255.1.0.393683.3,8,11,6,9,9,2
Inter.CP000255.1.0.2511542.0,3,4,4,8,5,2
Inter.CP000255.1.0.1507114.110,3,1,3,7,3,1
Inter.CP000255.1.0.2508263.11,5,2,5,3,4,4
Inter.CP000255.1.0.1817791.1,5,3,2,1,1,1
Inter.CP000255.1.0.85036.2,1,2,0,1,2,0
Inter.CP000255.1.0.1853007.11,1,1,2,0,0,0
Inter.CP000255.1.1.195296.80,2,1,1,5,1,1
Inter.CP000255.1.1.1574380.0,5,9,4,3,2,3
Inter.CP000255.1.1.1244688.370,0,1,0,0,0,0
Inter.CP000255.1.1.497222.39,1,2,0,4,3,0
Inter.CP000255.1.0.360267.0,1,6,0,4,2,0
Inter.CP000255.1.0.42452.10,0,0,0,1,1,0
Inter.CP000255.1.0.1044013.25,0,3,2,4,1,1
Inter.CP000255.1.1.390794.19,0,0,2,2,3,1
Inter.CP000255.1.0.1154198.18,0,2,1,1,0,2
Inter.CP000255.1.1.223379.51,5,5,3,3,4,3
gene91,29,25,21,46,36,23
gene1974,3033,2500,2161,1471,1339,1516
Inter.CP000255.1.1.1414197.10,2,3,3,7,1,1
Inter.CP000255.1.1.1213362.9,0,1,0,2,0,1
Inter.CP000255.1.1.2783746.0,5,4,5,9,6,4
Inter.CP000255.1.0.1241838.15,2,2,1,9,4,2
Inter.CP000255.1.1.1125544.37,4,6,1,9,2,5
Inter.CP000255.1.0.2511542.155,0,0,0,1,1,0
Inter.CP000255.1.0.1766067.330,4,3,6,5,0,0
gene877,16,17,21,28,12,6
Inter.CP000255.1.0.1945201.78,2,3,2,3,4,1
Inter.CP000255.1.0.252870.0,28,21,26,22,23,16
Inter.CP000255.1.1.599367.47,19,6,13,15,11,2
Inter.CP000255.1.1.371998.8,35,44,41,19,9,5
Inter.CP000255.1.0.731616.1,1,0,2,2,3,1
Inter.CP000255.1.1.792973.58,2,3,2,5,5,1
Inter.CP000255.1.0.2669918.87,7,4,3,7,5,5
Inter.CP000255.1.0.807094.13,5,3,4,4,4,7
Inter.CP000255.1.1.1743157.3,2,4,2,6,5,1
Inter.CP000255.1.1.608577.73,0,1,1,3,2,0
Inter.CP000255.1.1.1244688.235,0,0,1,1,1,0
Inter.CP000255.1.1.376829.56,8,11,13,21,9,17
Inter.CP000255.1.1.376829.4,4,1,0,10,0,2
Inter.CP000255.1.0.2121299.9,8,4,2,3,6,4
Inter.CP000255.1.0.9696.12,1,0,1,3,6,2
Inter.CP000255.1.0.329238.7,2,5,0,4,0,0
Inter.CP000255.1.1.497222.487,1,0,0,2,0,0
Inter.CP000255.1.1.2272001.6,6,9,6,14,5,3
Inter.CP000255.1.1.2071614.14,0,1,0,2,2,0
Inter.CP000255.1.1.164781.160,1,6,3,2,2,1
Inter.CP000255.1.1.2659151.8,6,8,3,6,3,2
Inter.CP000255.1.0.2087346.313,1,1,0,0,1,0
Inter.CP000255.1.1.1830530.12,10,12,12,6,10,6
Inter.CP000255.1.1.742683.29,7,17,7,15,3,6
Inter.CP000255.1.0.1732225.13,6,3,1,5,5,2
Inter.CP000255.1.0.2511542.71,4,4,3,12,7,5
Inter.CP000255.1.0.2305985.76,1,0,1,1,2,1
Inter.CP000255.1.0.2128531.4,6,3,6,13,4,1
Inter.CP000255.1.1.2157550.29,3,1,1,4,1,3
Inter.CP000255.1.1.2251390.2,2,0,0,2,2,0
Inter.CP000255.1.0.1802439.117,0,2,3,1,3,0
Inter.CP000255.1.1.1299662.130,5,4,6,5,6,3
Inter.CP000255.1.1.1244688.431,3,3,2,2,0,0
Inter.CP000255.1.1.266214.14,0,1,1,2,1,0
Inter.CP000255.1.1.1103686.0,2,7,2,5,4,3
Inter.CP000255.1.0.1734711.275,0,2,2,1,1,0
Inter.CP000255.1.0.211548.64,7,3,3,2,1,1
Inter.CP000255.1.0.2669918.58,4,5,2,1,2,1
Inter.CP000255.1.0.1677665.55,4,3,7,9,2,6
Inter.CP000255.1.0.1105635.9,2,0,0,0,0,0
Inter.CP000255.1.0.1994957.53,1,0,1,3,0,0
gene1210,34,18,29,17,21,25
Inter.CP000255.1.0.1609569.30,5,2,3,4,3,2
Inter.CP000255.1.0.1363957.4,0,3,2,1,2,0
Inter.CP000255.1.1.2205726.16,3,0,3,7,1,3
Inter.CP000255.1.1.1388720.74,1,2,0,4,3,2
Inter.CP000255.1.0.2305985.0,3,1,2,0,0,0
Inter.CP000255.1.0.2046155.54,0,1,0,7,2,0
Inter.CP000255.1.0.2830027.154,7,10,2,11,5,3
Inter.CP000255.1.1.1059247.10,4,1,4,3,2,2
Inter.CP000255.1.0.2343175.132,2,1,0,2,4,2
Inter.CP000255.1.1.993769.27,2,1,1,2,4,0
Inter.CP000255.1.0.1866877.50,1,2,3,4,3,1
Inter.CP000255.1.0.2379616.7,1,2,4,3,2,1
Inter.CP000255.1.0.2743918.47,0,1,0,4,1,0
Inter.CP000255.1.0.2087346.39,2,1,0,4,1,1
gene1335,182,147,167,167,133,92
Inter.CP000255.1.1.1170092.111,5,7,4,5,4,2
Inter.CP000255.1.1.1244688.531,3,7,4,6,5,6
Inter.CP000255.1.1.599367.27,2,2,1,2,4,1
Inter.CP000255.1.1.2146707.22,16,24,52,28,26,16
Inter.CP000255.1.0.1648419.102,5,3,6,7,1,1
Inter.CP000255.1.0.1802439.21,0,2,1,2,0,1
Inter.CP000255.1.1.2086212.2,18,13,13,30,18,11
Inter.CP000255.1.1.566406.172,1,0,1,6,4,4
Inter.CP000255.1.1.2795497.4,3,3,9,4,2,0
Inter.CP000255.1.0.2590957.115,1,6,2,8,6,4
Inter.CP000255.1.0.1600359.5,2,4,1,2,3,1
Inter.CP000255.1.0.530174.0,14,10,9,42,40,65
Inter.CP000255.1.1.195296.70,9,9,11,28,20,4
Inter.CP000255.1.1.2005419.1,10,8,9,13,8,5
Inter.CP000255.1.1.2550907.4,2,1,1,0,1,1
Inter.CP000255.1.0.1836327.25,0,0,0,3,1,0
Inter.CP000255.1.1.2130862.0,6,2,3,4,5,1
Inter.CP000255.1.1.356775.18,0,3,1,3,1,0
Inter.CP000255.1.0.2753574.173,1,0,0,2,0,0
Inter.CP000255.1.0.1018581.10,1,2,2,2,3,1
Inter.CP000255.1.0.1890637.15,5,8,3,8,2,3
Inter.CP000255.1.0.2247813.31,5,4,6,5,7,4
Inter.CP000255.1.1.1388720.40,1,3,2,1,1,1
Inter.CP000255.1.1.394738.32,3,4,1,9,0,1
Inter.CP000255.1.1.566406.103,18,18,14,27,24,2
Inter.CP000255.1.1.134234.186,3,9,4,16,3,4
Inter.CP000255.1.1.244992.18,0,2,0,1,2,0
Inter.CP000255.1.0.2830027.96,0,1,1,0,1,0
Inter.CP000255.1.0.2030838.17,2,1,2,4,0,1
Inter.CP000255.1.0.2442654.78,2,2,1,4,1,4
Inter.CP000255.1.0.2087346.44,4,5,3,9,4,7
gene1161,3788,3752,3962,1991,1715,1856
Inter.CP000255.1.0.2277939.103,2,3,5,19,1,3
Inter.CP000255.1.1.566406.208,3,5,7,2,6,2
Inter.CP000255.1.1.497222.99,0,3,1,3,1,0
Inter.CP000255.1.1.1587930.8,4,1,5,13,5,2
Inter.CP000255.1.0.1541358.228,0,0,0,1,0,0
Inter.CP000255.1.1.497222.41,9,18,6,25,10,3
gene1358,281,273,276,195,147,165
gene1454,1444,1404,1401,883,805,995
Inter.CP000255.1.1.285730.169,10,8,18,5,6,2
Inter.CP000255.1.0.1456753.373,0,2,1,5,1,0
Inter.CP000255.1.0.1648419.16,4,1,3,7,1,1
Inter.CP000255.1.1.390794.29,1,0,1,2,1,1
Inter.CP000255.1.0.1945201.43,1,3,1,2,1,0
Inter.CP000255.1.0.2200877.31,1,5,3,6,4,0
gene1452,174,142,158,168,166,120
gene825,259,236,239,294,322,311
gene642,216,118,177,47,34,62
Inter.CP000255.1.0.1697155.192,2,1,3,2,1,1
Inter.CP000255.1.0.536915.2,23,17,28,11,11,8
Inter.CP000255.1.0.2217814.94,0,0,0,1,0,1
Inter.CP000255.1.1.123812.0,1,3,2,4,4,0
Inter.CP000255.1.1.566406.95,3,1,4,2,3,2
Inter.CP000255.1.0.1697155.263,0,5,2,3,8,0
Inter.CP000255.1.0.1591939.42,2,1,2,8,3,1
Inter.CP000255.1.1.164781.218,0,1,0,1,2,0
Inter.CP000255.1.1.2866035.0,8,6,3,12,4,2
Inter.CP000255.1.1.727260.62,0,0,0,2,2,1
Inter.CP000255.1.1.970988.27,12,17,13,15,13,2
Inter.CP000255.1.0.2217814.184,2,0,0,2,0,2
gene1717,66,73,101,70,54,39
Inter.CP000255.1.1.681397.18,4,11,6,14,8,6
Inter.CP000255.1.1.497222.261,1,3,2,5,1,2
Inter.CP000255.1.1.401321.5,2,5,4,7,5,1
Inter.CP000255.1.1.1161141.21,0,1,0,0,0,0
Inter.CP000255.1.1.1299662.23,3,4,2,5,3,0
Inter.CP000255.1.0.618503.2,1,0,0,3,2,1
Inter.CP000255.1.1.566406.60,5,3,3,6,2,0
gene2536,756,693,600,819,702,809
Inter.CP000255.1.0.1945201.101,5,3,0,5,3,0
Inter.CP000255.1.0.2699448.124,9,6,4,10,14,3
Inter.CP000255.1.0.319375.8,1,3,1,10,1,3
Inter.CP000255.1.1.445966.90,5,3,2,4,3,1
Inter.CP000255.1.0.1734711.75,0,2,2,5,3,1
Inter.CP000255.1.0.1853007.103,2,2,2,4,2,0
Inter.CP000255.1.1.1349794.0,3,4,1,3,1,0
Inter.CP000255.1.0.1945201.105,6,10,6,10,11,4
Inter.CP000255.1.1.102961.85,1,4,8,6,5,3
Inter.CP000255.1.0.1541358.148,1,1,0,0,1,0
Inter.CP000255.1.0.1241838.29,2,1,0,0,1,2
Inter.CP000255.1.1.2335571.1,3,2,4,7,5,3
Inter.CP000255.1.1.1299662.112,2,2,0,1,2,0
Inter.CP000255.1.0.2699448.115,1,0,0,3,0,2
Inter.CP000255.1.0.1456753.104,0,2,6,6,2,3
Inter.CP000255.1.1.134234.37,0,1,0,1,2,0
Inter.CP000255.1.1.1371971.116,2,0,2,3,1,3
Inter.CP000255.1.1.497222.123,1,2,6,3,4,4
Inter.CP000255.1.0.1541358.172,2,5,1,5,2,2
Inter.CP000255.1.0.2087346.132,0,0,1,1,0,0
Inter.CP000255.1.1.2531472.0,2,1,1,2,1,0
Inter.CP000255.1.0.231737.1,0,2,3,4,5,4
Inter.CP000255.1.0.1966920.18,3,6,8,1,2,0
Inter.CP000255.1.1.838390.7,4,6,5,6,0,4
Inter.CP000255.1.0.1766067.341,1,3,2,4,2,1
Inter.CP000255.1.1.1355653.38,7,1,5,11,3,0
Inter.CP000255.1.1.1244688.101,3,2,0,3,0,1
Inter.CP000255.1.0.2797567.158,7,11,8,16,13,1
Inter.CP000255.1.0.1507114.173,2,3,1,6,0,1
Inter.CP000255.1.0.2217814.33,1,1,1,2,0,1
Inter.CP000255.1.0.2740813.15,1,0,0,4,2,0
Inter.CP000255.1.1.2499274.51,5,13,6,9,3,1
Inter.CP000255.1.1.1755985.0,4,3,4,3,10,6
Inter.CP000255.1.1.754209.24,3,3,2,5,4,0
Inter.CP000255.1.1.1244688.26,2,5,1,4,1,2
Inter.CP000255.1.0.2379616.55,1,0,0,0,0,0
Inter.CP000255.1.1.435960.41,4,7,3,13,2,1
Inter.CP000255.1.1.2786593.22,7,5,4,2,0,0
Inter.CP000255.1.1.285730.16,0,0,0,0,1,0
Inter.CP000255.1.0.2372100.17,9,4,5,6,2,7
Inter.CP000255.1.0.1541358.313,0,0,2,3,1,1
Inter.CP000255.1.0.2457172.26,4,2,3,2,1,0
gene1445,44,39,36,48,26,17
Inter.CP000255.1.0.2217814.14,0,0,1,0,1,1
Inter.CP000255.1.0.2473017.5,2,2,2,4,2,0
Inter.CP000255.1.0.2604523.84,83,108,71,38,44,36
Inter.CP000255.1.0.2421735.43,18,12,14,6,9,2
Inter.CP000255.1.1.1811005.2,6,3,10,4,5,3
Inter.CP000255.1.0.1541358.424,1,3,1,7,4,5
Inter.CP000255.1.1.993769.55,2,1,1,0,2,0
Inter.CP000255.1.0.2200877.14,0,2,0,0,0,0
Inter.CP000255.1.1.2561891.27,1,3,2,3,4,2
Inter.CP000255.1.1.970988.132,4,5,1,9,5,3
Inter.CP000255.1.1.2556135.9,6,15,7,14,15,8
Inter.CP000255.1.0.1831977.7,3,4,4,7,2,2
Inter.CP000255.1.1.1244688.398,3,4,1,4,0,0
Inter.CP000255.1.1.164781.19,0,1,0,0,0,0
Inter.CP000255.1.1.2618079.27,0,0,1,2,2,0
Inter.CP000255.1.1.445966.101,1,2,1,3,2,0
Inter.CP000255.1.1.497222.274,4,8,2,8,8,3
Inter.CP000255.1.1.164781.40,4,1,5,4,1,2
Inter.CP000255.1.0.2511542.162,0,0,3,0,2,0
Inter.CP000255.1.0.263607.1,6,9,7,5,3,3
gene1167,4700,4142,4634,1890,1606,1743
Inter.CP000255.1.0.1399587.5,2,1,0,1,0,1
gene407,182,161,158,266,170,150
Inter.CP000255.1.0.1972520.29,6,1,3,2,1,2
Inter.CP000255.1.1.326102.0,4,0,2,2,4,1
Inter.CP000255.1.1.1213362.3,2,1,0,0,2,1
Inter.CP000255.1.1.2269964.0,9,6,10,7,4,2
gene1241,152,130,150,164,93,75
Inter.CP000255.1.0.2393904.24,7,7,5,9,5,4
Inter.CP000255.1.1.1299662.73,10,9,8,12,9,6
Inter.CP000258.1.1.0.95,1,0,2,0,0,0
Inter.CP000255.1.0.725875.11,48,35,60,48,52,74
Inter.CP000255.1.1.813246.55,1,11,6,14,4,2
Inter.CP000255.1.1.1168035.12,0,0,1,1,0,0
Inter.CP000255.1.0.2421735.72,3,2,4,8,4,0
Inter.CP000255.1.1.970988.18,3,2,4,3,5,0
Inter.CP000255.1.0.313053.20,0,0,0,2,2,1
Inter.CP000255.1.0.1456753.112,1,1,0,1,1,0
gene829,89,77,73,39,33,42
Inter.CP000255.1.0.1677665.150,1,0,3,17,8,6
Inter.CP000255.1.1.702756.22,0,0,1,0,0,0
gene2512,74,87,64,120,71,45
Inter.CP000255.1.1.1170092.199,0,1,0,4,1,0
Inter.CP000255.1.0.1118572.2,33,34,36,34,18,31
Inter.CP000255.1.0.1165263.12,18,16,17,11,6,8
Inter.CP000255.1.0.2087346.246,8,20,9,39,22,14
Inter.CP000255.1.1.970988.69,5,1,4,8,3,1
Inter.CP000255.1.1.474674.77,11,13,7,25,24,18
Inter.CP000255.1.0.2797567.86,1,1,1,7,1,0
Inter.CP000255.1.1.651984.110,3,3,0,9,4,0
Inter.CP000255.1.1.2495972.9,1,3,3,3,0,2
Inter.CP000255.1.0.1541358.366,4,3,6,2,4,1
Inter.CP000255.1.1.2735691.2,3,4,1,3,1,4
Inter.CP000255.1.1.1996776.0,2,3,1,8,7,18
Inter.CP000255.1.0.2410512.44,1,9,4,4,4,6
Inter.CP000255.1.0.2175602.93,0,0,0,1,0,0
Inter.CP000255.1.1.2578399.33,19,13,17,15,10,3
Inter.CP000255.1.0.2753574.67,2,8,3,6,2,3
Inter.CP000255.1.0.2175602.175,25,14,20,20,13,23
Inter.CP000255.1.1.813246.213,0,3,2,3,4,5
Inter.CP000255.1.0.365096.7,0,0,1,0,1,0
gene2145,313,219,241,212,195,154
Inter.CP000255.1.1.1059247.113,1,6,5,1,1,2
Inter.CP000255.1.0.2699448.110,2,0,2,6,5,0
Inter.CP000255.1.0.482309.6,17,8,10,10,9,10
Inter.CP000255.1.0.1697155.109,0,1,1,2,0,0
Inter.CP000255.1.0.1541358.68,0,1,1,2,0,0
