,LAC DMSO 1 - total_raw_count,LAC DMSO 2 - total_raw_count,LAC DMSO 3 - total_raw_count,LAC apicidin 1 - total_raw_count,LAC apicidin 2 - total_raw_count,LAC apicidin 3 - total_raw_count,agr DMSO 1 - total_raw_count,agr DMSO 2 - total_raw_count,agr DMSO 3 - total_raw_count
SAUSA300_0050,338,344,372,432,537,506,3611,3581,3800
SAUSA300s119,833,901,830,1162,1033,1421,79,55,89
rrlA,0,0,0,0,0,0,165,191,165
SAUSA300_1388,63,67,55,109,71,82,19553,18315,18589
rrlB,0,0,0,0,0,0,9464,9051,8302
SAUSA300_1415,16,14,31,22,27,32,1791,1697,1634
moeA,3532,3480,4826,6010,5212,5186,6560,4867,6909
SAUSA300_1954,30,24,100,69,52,55,2680,2439,2793
SAUSA300_0296,334,335,417,529,479,505,2978,2725,3019
accC,2790,2748,3321,4486,3848,4064,11267,7967,11270
accB,755,728,860,1220,1003,1065,2128,1539,2513
SAUSA300_2387,2723,2590,2717,3507,3766,4013,732,1082,871
SAUSA300_0233,611,546,486,714,726,868,466,238,439
SAUSA300_0422,1860,1780,1994,2842,2554,2526,8581,8556,7934
SAUSA300_0303,1175,1010,859,1466,1371,1411,1028,1088,1014
mobB,1456,1419,2101,2606,2129,2198,7887,7435,7971
hisF,654,677,902,957,1040,1130,6898,5837,6829
SAUSA300_0508,1943,1878,1808,2488,2655,2814,644,523,577
SAUSA300_2464,716,755,936,1259,1024,1109,7416,7157,7773
SAUSA300s301,1103,1036,924,1147,1615,1624,1173,1215,1146
SAUSA300_0234,5275,4871,4628,6704,6905,7320,1361,1106,1078
SAUSA300_1728,2695,2950,3053,3983,3837,4547,13592,13040,13391
SAUSA300_1296,984,987,1162,1427,1454,1589,8360,6096,7632
SAUSA300_0603,2463,2599,2781,3272,3723,4278,5684,3828,5553
SAUSA300_1561,3765,3764,3723,5753,5090,5280,5653,2798,5290
epiF,4328,5091,4732,6586,6680,6995,1856,2019,2120
SAUSA300_2457,552,693,831,995,948,1011,1382,1692,1474
SAUSA300s263,1186,1157,1251,1562,1891,2113,1456,1710,1578
pgk,3070,3060,3796,4757,4776,4744,505,599,494
sdaAB,1891,2157,2799,3331,3393,3084,5404,4668,5267
SAUSA300_2584,9199,9674,11602,15404,14420,14328,5318,5682,5048
SAUSA300_0279,4228,3545,3066,5527,5171,4986,202,245,186
SAUSA300s103,57,50,46,55,66,112,5835,4462,4464
SAUSA300_2311,715,655,583,888,989,965,7064,6619,6116
hisA,368,389,617,688,595,670,8337,7341,7426
rarD,1425,1380,1539,1884,2210,2259,1778,1713,2496
purQ,1312,1696,2868,3172,2355,2661,8407,8266,7493
SAUSA300_2348,627,604,658,801,953,1018,152,79,177
SAUSA300_1479,1311,1698,1550,2312,2148,2168,5264,3187,4706
groES,994,1062,1019,1447,1501,1546,3686,3876,3669
SAUSA300s209,239,300,302,398,352,483,3633,4005,3483
purS,143,206,301,346,282,285,11580,10998,10302
SAUSA300_1868,515,521,545,781,735,803,11030,9392,10051
SAUSA300_1581,24,21,27,28,29,53,9399,9299,7549
SAUSA300_0207,249,243,361,398,416,419,8055,6911,7574
SAUSA300_0381,3157,3206,3133,4228,4702,5122,4153,2917,3707
rnc,1106,1104,1583,1873,1784,1869,1394,1331,1343
SAUSA300_2631,1554,1592,1532,2051,2276,2646,4702,4614,4541
SAUSA300_0238,173,150,154,191,285,240,1056,1023,994
SAUSA300_2162,1610,1784,2056,2799,2649,2629,19788,17524,19368
SAUSA300_1948,37,33,127,98,73,72,1225,939,1150
SAUSA300_0319,110,111,74,148,130,147,7325,6277,6095
SAUSA300_1066,52,50,73,87,48,153,721,606,650
SAUSA300_1393,1175,1406,2213,2412,2204,2319,10276,9736,9998
SAUSA300_1894,2105,2374,3787,4661,3829,3585,10260,7680,9809
SAUSA300_0589,2705,2966,3423,4535,4363,4702,2689,2837,2520
SAUSA300_1378,59,78,65,93,96,114,0,0,0
SAUSA300_2625,82,83,125,147,136,145,423,421,485
SAUSA300_1390,18,14,19,32,32,16,1534,1483,1367
SAUSA300_1070,1873,2071,1969,3003,2833,3079,2103,1953,2092
SAUSA300_1562,2325,2206,2599,4012,3397,3427,965,930,903
SAUSA300_0942,492,454,468,713,687,752,445,375,431
ftsY,2861,3232,5302,6196,5255,5330,1906,1487,2048
SAUSA300_0420,7015,7283,7774,12311,10850,10555,244,291,291
gltB,3682,5044,8063,8725,8299,7361,12324,11186,10907
hutU,8044,8128,10334,15809,12809,11929,5705,5140,5485
SAUSA300_2522,463,518,636,887,820,750,14842,8797,12490
SAUSA300_2471,3374,3652,4911,5818,6135,6096,6165,5670,5955
dnaJ,2890,3295,6619,6474,6067,5797,7013,6477,6713
SAUSA300_2272,2101,2366,3540,4420,3727,3890,136,119,113
SAUSA300_0063,408,521,621,771,726,860,4169,3252,3552
SAUSA300s114,68,62,55,91,78,121,1746,1876,1755
SAUSA300_2352,1246,1454,1260,1842,2011,2296,744,886,855
SAUSA300_0295,247,200,340,432,367,397,1855,1789,1890
SAUSA300_0100,411,435,418,680,627,657,2382,1944,2290
SAUSA300_0352,1197,1390,1567,2314,2129,1985,8968,9160,7873
SAUSA300s213,9,14,12,19,20,15,644,747,709
SAUSA300_2353,653,695,674,997,980,1189,10203,9774,8041
moaD,302,317,450,584,504,559,3547,3281,3619
SAUSA300_1946,33,19,62,71,54,39,1899,1223,2072
arcD,1431,1555,2191,2634,2629,2724,1638,1674,1701
SAUSA300_1052,178,219,179,280,313,309,2302,2527,2276
serS,7241,6982,7000,12073,11000,10419,2501,2434,2509
SAUSA300_0096,199,241,272,400,360,357,9766,7822,8727
SAUSA300_2306,160,173,173,227,270,308,5734,4426,5376
SAUSA300_0304,2390,2139,1864,3383,3251,3450,1029,742,1082
SAUSA300_2555,985,1225,1186,1879,1671,1818,11737,8096,8872
epiE,2869,3335,3627,4955,5226,5360,6387,4460,5894
norA,1922,2112,2413,3367,3429,3460,582,721,603
SAUSA300_2547,1834,1928,1698,2960,2840,2951,621,761,775
SAUSA300s283,4,6,1,4,5,5,19672,18290,17502
fdhD,2859,2590,2414,3661,4131,4931,7950,8009,6933
SAUSA300s288,232,321,320,412,381,638,651,467,706
purC,1164,1610,2595,3204,2469,2600,423,448,414
SAUSA300_2458,386,348,582,723,666,694,4589,3899,4746
SAUSA300_2524,356,413,477,686,698,628,5575,5055,4719
SAUSA300_2319,1055,1039,1657,1859,2027,2086,584,573,571
SAUSA300_0793,1127,1091,1151,1698,1792,2031,653,237,598
epiP,1695,1825,2012,3083,2889,3061,819,855,841
SAUSA300_2507,34,71,27,69,60,75,7515,6352,7155
SAUSA300_0272,451,404,370,660,666,674,6850,6841,7206
SAUSA300_0289,1845,2060,2480,3959,3254,3285,762,316,805
bglA,2434,2766,3424,4585,4880,4631,11137,10666,8922
sdaAA,3517,3787,5138,6752,6759,6773,601,426,512
SAUSA300_0172,1332,1165,1064,1937,1840,2130,15407,13194,12901
SAUSA300_1951,9,19,63,54,30,31,377,430,396
SAUSA300_2350,180,166,152,241,294,300,16602,13321,14023
SAUSA300_2436,614,513,716,1077,991,989,6609,4722,5961
SAUSA300_0418,564,539,743,1120,989,957,10327,8530,8158
SAUSA300_2103,1309,1161,1258,2421,1810,2058,14728,13237,12439
SAUSA300_2160,542,523,511,795,858,1008,288,244,264
SAUSA300_1386,4,14,7,14,7,19,2485,1656,2854
acsA,6082,6205,8406,12645,10895,11027,5708,5074,4591
SAUSA300_0419,3112,3111,4110,6774,5671,5145,4321,3723,4288
SAUSA300s141,51,57,60,106,98,84,16270,13550,14186
SAUSA300_0276,123,147,117,223,253,189,16887,16532,12747
SAUSA300_2523,753,754,1087,1526,1443,1423,17791,12113,17420
SAUSA300_0259,1081,1037,1159,1766,2078,1798,6628,6298,5866
SAUSA300_1012,765,820,1388,1884,1600,1480,527,511,569
SAUSA300_1480,959,896,1188,1814,1678,1719,5275,4893,4929
SAUSA300s003,792,964,1114,1448,1669,1805,11872,10621,9461
SAUSA300_0131,40,36,39,75,55,71,8656,8834,6821
SAUSA300_2503,333,381,380,557,740,621,4240,2878,3736
SAUSA300_0792,108,122,105,176,179,234,3590,3153,2904
SAUSA300_0350,142,183,211,354,269,319,675,248,660
SAUSA300_0778,743,759,801,1353,1262,1484,3266,1880,3380
SAUSA300_2316,200,239,316,450,420,449,113,117,103
SAUSA300_0244,29,16,32,51,55,47,23032,20727,20108
SAUSA300_1419,6,4,8,11,9,11,3295,2664,3335
SAUSA300_2237,586,586,604,1024,991,1164,7899,5874,7536
SAUSA300_2383,4596,4440,4334,7586,8034,8302,5761,5470,5869
gltA,2139,2141,2757,4384,4043,4096,3569,2782,2579
epiG,2861,3486,4282,6065,6393,6526,2690,1580,2882
SAUSA300_0281,120,78,84,165,181,156,10042,9029,7876
purK,2222,2826,4392,6123,5200,5148,742,824,766
SAUSA300_0351,682,755,907,1547,1352,1328,4040,4159,4090
SAUSA300_1394,10,5,8,10,20,12,11546,10953,9918
epiB,1242,1369,1242,2372,2255,2394,1444,1311,1416
SAUSA300s105,16,18,28,35,38,37,8229,7404,6996
SAUSA300_2576,6334,10079,12309,19411,18034,13758,5723,4399,4850
ddh,4542,4406,3842,9159,7506,6879,10164,10622,10512
SAUSA300s239,155,189,178,290,310,358,621,603,542
SAUSA300_0282,1195,1020,772,2019,1682,1732,163,115,152
SAUSA300_1106,2696,2346,2068,4370,4319,4332,11183,10613,10615
SAUSA300s260,1691,1775,1768,2888,3214,3611,1692,1885,1809
SAUSA300_1484,67,71,147,207,142,153,846,1051,875
SAUSA300s041,44,33,37,56,74,84,5036,3259,4555
SAUSA300_0779,645,656,706,1175,1251,1319,1510,926,1246
SAUSA300_0558,5586,5709,5205,10040,10554,10188,11779,9698,10057
SAUSA300_2289,1970,1892,1986,3774,3482,3665,2016,1432,2016
SAUSA300_1952,19,28,106,93,66,60,1872,1356,1921
SAUSA300_0241,147,148,160,327,238,293,658,249,624
SAUSA300_0130,64,59,101,165,115,132,2632,1680,2957
rrfB,0,0,0,0,0,0,8,3,8
SAUSA300s189,1164,1069,1198,2005,2165,2281,1552,1279,1585
SAUSA300_2287,1543,1569,1510,2991,2857,2879,2893,2163,2484
SAUSA300s085,158,128,129,292,255,236,2059,949,1954
SAUSA300_0280,771,681,515,1318,1131,1254,4116,2132,4031
epiD,188,229,210,428,357,416,3911,3163,3932
SAUSA300_0929,2117,2287,2245,4336,4227,4239,1291,1646,1404
epiC,555,589,646,1149,1116,1188,17387,11857,14252
SAUSA300_0273,295,268,206,523,471,477,271,130,258
dut,40,53,179,198,133,105,2783,2614,2291
SAUSA300_1439,3292,3405,4160,7226,6931,6888,1761,1409,1619
purE,313,370,579,819,764,806,9348,8955,8448
SAUSA300_0412,265,280,428,706,633,535,7528,4443,7993
glnR,1907,2342,2505,3639,4415,5308,9397,6479,8336
gutB,194,193,220,412,405,382,914,934,894
SAUSA300_0266,433,445,370,800,785,888,21,14,21
SAUSA300_2589,19340,17472,15508,31066,35988,37184,372,345,299
SAUSA300s108,2,1,4,2,8,4,4575,3488,4155
SAUSA300s111,1,1,1,2,2,2,2088,2086,2358
SAUSA300_1422,1,5,4,8,4,5,6236,5801,6399
SAUSA300_2581,7540,8263,8393,15271,15782,17507,6466,5956,8040
SAUSA300_2539,1578,1680,2370,3841,3666,3690,354,209,367
SAUSA300_0417,279,318,502,761,698,697,7764,5772,6546
SAUSA300_0243,14,16,12,22,34,30,2288,2457,2094
SAUSA300_0055,6736,8307,9724,16420,16708,16619,1373,1158,1242
secY,1149,1010,942,1923,2150,2237,45,24,33
rocF,2641,2836,3970,7498,5948,5647,1794,1457,1465
SAUSA300_0271,578,472,406,967,948,1048,6676,4965,6160
purA,2773,4011,4767,7113,8019,8102,5902,5034,5886
SAUSA300s230,19,11,21,22,55,32,7846,6274,10060
SAUSA300_0240,11,16,26,35,34,35,909,587,886
SAUSA300s180,394,376,417,836,890,977,10957,9946,11726
SAUSA300s238,323,329,397,671,734,806,1908,1331,1961
SAUSA300_2159,3251,3006,3071,6179,6571,6972,5602,4799,5735
SAUSA300s248,4,1,0,1,2,1,8577,7938,8016
SAUSA300_2041,11,14,15,22,25,42,9147,9161,9111
SAUSA300_0226,3676,3581,4945,9110,8296,8650,10574,7689,9701
SAUSA300_0394,1966,1829,2680,4590,4552,4637,980,921,810
SAUSA300_0943,731,571,605,1179,1328,1626,14036,9381,11612
SAUSA300_0239,27,24,23,58,50,53,2512,2538,2128
SAUSA300_2288,559,578,694,1481,1236,1282,8036,6814,7629
SAUSA300_0883,2845,3194,3286,5907,6822,8051,3332,3705,3077
rrfE,0,0,0,0,0,0,2386,2582,2585
SAUSA300_2640,739,749,836,1802,1693,1743,100,65,135
rrfD,0,0,0,0,0,0,3375,2634,3138
SAUSA300_0413,148,171,238,477,394,374,6124,5619,4838
SAUSA300s232,4,11,11,25,22,14,535,705,741
SAUSA300_0283,6471,5084,4811,14105,11586,11586,10220,8191,9135
SAUSA300_2485,532,554,1370,2085,1557,1495,8889,6744,7732
sarT,40,41,38,69,108,103,39,47,40
SAUSA300_1421,7,4,16,12,23,20,2258,1553,1846
SAUSA300s303,196,120,87,282,277,324,56,49,65
SAUSA300_2587,2913,2646,2654,6340,6294,6360,13010,13804,13001
SAUSA300_0604,2238,2427,2568,5743,5461,5577,11575,6594,10854
aur,1278,1195,1170,2541,2755,3242,7754,7727,7034
SAUSA300_0225,1955,1962,2990,5682,4967,5202,4099,3105,3476
SAUSA300_0288,4325,4094,5655,13254,10184,10063,20137,13834,15139
SAUSA300_0416,81,86,105,226,194,231,5407,6537,5354
SAUSA300s216,0,0,0,0,0,1,5334,5165,5526
SAUSA300_0393,656,674,1061,2099,1722,1860,8564,6620,8201
pstC,46,38,72,118,130,119,5431,3975,5358
SAUSA300_2307,113,137,130,329,290,309,11790,5896,11308
SAUSA300_0411,152,143,281,514,459,386,15543,15255,14233
SAUSA300s270,7,15,20,32,33,30,11,19,20
rrfA,0,0,0,0,0,0,1448,1875,1523
SAUSA300_0278,1884,1570,1160,4179,3274,3810,1584,1691,1601
SAUSA300_1950,14,9,31,59,36,28,3343,3821,3092
SAUSA300_0275,69,71,88,155,211,203,30,12,19
SAUSA300_0879,26,7,2,28,26,8,34294,28277,42831
SAUSA300s177,102,120,122,391,261,267,4984,4296,4988
SAUSA300_0410,79,76,130,281,210,224,31,34,38
SAUSA300s130,0,0,0,0,1,0,4273,3045,3684
isaB,1050,1095,1122,2524,2708,3233,9955,6306,9855
SAUSA300_2586,3103,2958,3324,8257,8174,8090,2035,1020,1955
SAUSA300_2305,6,6,6,16,11,22,48971,51312,41172
SAUSA300_1497,2608,2377,2278,6602,6029,6509,3004,914,2956
SAUSA300_1496,3579,3110,2983,9316,7780,8503,887,586,802
SAUSA300_0538,2890,3012,2996,8099,7812,7689,0,1,0
SAUSA300_0302,263,235,326,741,690,740,27574,27416,23921
SAUSA300_0285,545,466,549,1565,1326,1319,2642,2644,2813
glpD,2869,4209,6240,12091,10972,11782,137,144,148
SAUSA300_0286,1019,837,1039,3311,2417,2305,887,1105,851
epiA,851,883,790,2132,2226,2667,5,1,0
rrfC,0,0,0,0,0,0,476,582,610
SAUSA300_2489,281,302,302,818,798,842,3087,2979,2822
SAUSA300_2585,1948,1830,2017,5553,5267,5317,6037,4741,5690
amt,94,109,147,285,296,388,11423,10514,14194
SAUSA300_0287,414,344,473,1375,1063,1005,11359,9267,8755
SAUSA300_1440,1364,1411,1553,4206,3869,4007,187,248,182
SAUSA300_1606,461,441,496,1290,1314,1316,19009,13938,15865
SAUSA300_0284,80,75,79,305,196,210,0,2,0
bccT,2001,2011,2241,6933,5741,5398,5491,3770,3915
ptsG,1904,2430,2968,6739,7884,6863,4336,3923,3961
SAUSA300_0274,1513,1447,1374,4648,4292,4308,2480,1446,2108
gcvT,1810,1618,1618,5233,4976,5481,4843,3698,4320
ureG,3151,2996,2740,9115,8827,9754,1,2,0
lpl3,78,66,89,267,220,239,6,2,9
SAUSA300_0301,364,330,563,1514,1210,1169,297,316,236
SAUSA300_2466,236,263,256,728,861,819,2907,1928,2440
ureF,2824,2514,2386,8216,7934,8566,2609,1988,2587
ureD,3630,3103,2993,9902,10255,10976,12852,11198,16303
ureE,2103,1865,1921,6138,6149,6799,27,34,19
SAUSA300_2445,2161,2170,2054,6918,7026,7121,11892,11758,11628
SAUSA300s274,550,455,489,1520,1548,1893,7459,6308,8157
SAUSA300_0054,0,0,0,0,0,2,9506,8648,9165
frp,947,1019,1026,2822,3386,4067,14233,9142,10833
SAUSA300s195,6,5,1,10,8,16,8127,6971,7846
rrfG,0,0,0,0,0,0,2638,1801,2556
ureC,6270,5610,5837,20069,19566,21544,6668,6277,6801
pstS,74,117,137,463,306,347,38,31,38
SAUSA300s099,0,0,0,0,0,1,11043,6859,10369
SAUSA300_1366,0,0,1,0,1,2,1322,1401,1235
SAUSA300_2465,162,142,116,521,501,480,28156,26283,23537
SAUSA300_0414,81,98,138,484,330,323,4833,3532,4725
SAUSA300_0431,1,3,1,4,7,6,3,2,0
ureB,908,822,1004,3756,3365,3604,275,230,332
SAUSA300_0300,210,192,382,1342,1046,941,2,0,2
ureA,798,842,1086,3951,3835,4241,3,2,5
SAUSA300s293,116,138,177,670,585,731,3946,3404,4425
SAUSA300s092,0,0,0,0,0,2,9362,8089,8984
SAUSA300_0299,196,207,397,1478,1038,1166,5805,5953,5139
SAUSA300s088,0,0,0,0,2,0,5019,3918,4694
SAUSA300_0108,2620,2835,2823,12427,13927,14673,10472,9542,10168
SAUSA300s069,0,3,5,4,5,2,499,474,729
SAUSA300s215,0,0,0,0,2,0,1362,1124,1392
SAUSA300_1384,0,2,4,2,7,9,5176,5407,5280
SAUSA300_0298,163,203,389,1524,1098,1239,29314,20817,18698
SAUSA300s229,1,0,0,1,1,1,7784,7544,8240
rrsD,0,0,0,0,0,0,4,3,3
rrsA,0,0,0,0,0,0,9247,10641,8077
rrsE,0,0,0,0,0,0,3925,3103,4043
SAUSA300_0052,0,0,1,1,1,1,2078,1839,1635
rrsC,0,0,0,0,0,0,0,1,2
rrsB,0,0,0,0,0,0,3563,2430,3500
SAUSA300s102,0,3,0,0,3,4,2691,2031,2612
betA,1029,1038,871,9394,7570,8112,1726,1440,1275
SAUSA300_2493,77,64,60,568,572,607,2046,1857,2202
betB,1467,1343,1365,14094,12956,12893,3403,2820,3376
SAUSA300s080,12,6,10,84,107,88,3,3,3
SAUSA300s079,3,0,1,9,4,6,16538,12490,7705
