Gene Name,DMSO,Berberine+Thymol
KQ76_RS14245,189,137
KQ76_RS14250,2302,960
KQ76_RS14255,42,291
KQ76_RS14260,2790,8223
KQ76_RS14265,140,219
KQ76_RS14270,2,17
KQ76_RS14275,57,94
KQ76_RS14280,13,21
KQ76_RS14285,272,269
KQ76_RS14290,1853,779
KQ76_RS14300,57,127
KQ76_RS14305,1789,776
KQ76_RS14310,677,194
KQ76_RS14315,31,3
KQ76_RS14320,1848,1410
KQ76_RS14325,3215,23740
KQ76_RS14330,2009,724
KQ76_RS14335,1219,503
KQ76_RS14340,101,891
KQ76_RS14345,1970,3834
KQ76_RS14350,3058,6365
KQ76_RS14355,15,23
KQ76_RS14360,191,183
KQ76_RS14365,632,804
KQ76_RS14370,2108,2648
KQ76_RS14375,1688,2851
KQ76_RS14385,25,262
KQ76_RS14390,27,252
KQ76_RS14395,10,201
KQ76_RS14400,1125,2281
KQ76_RS14405,357,337
KQ76_RS14410,49,52
KQ76_RS14415,590,236
KQ76_RS14420,4012,5350
KQ76_RS14425,50,22
KQ76_RS14430,355,595
KQ76_RS14435,8231,14375
KQ76_RS14440,62,106
KQ76_RS14445,2176,1171
KQ76_RS14450,1904,3192
KQ76_RS14455,62,103
KQ76_RS14460,45,77
KQ76_RS14465,435,340
KQ76_RS14470,62,47
KQ76_RS14475,23,5
KQ76_RS14480,0,0
KQ76_RS14485,1,4
KQ76_RS14490,5,4
KQ76_RS14495,4,1
KQ76_RS14500,20,68
KQ76_RS14505,107,95
KQ76_RS14510,215,135
KQ76_RS14515,209,472
KQ76_RS14520,3187,1563
KQ76_RS14525,1657,2487
KQ76_RS14530,632,392
KQ76_RS14540,299,685
KQ76_RS14545,519,169
KQ76_RS14550,287,85
KQ76_RS14555,655,2165
KQ76_RS14565,441,389
KQ76_RS14570,249,1297
KQ76_RS14575,743,1907
KQ76_RS14580,75,70
KQ76_RS14585,20,20
KQ76_RS14590,47,185
KQ76_RS14595,93,110
KQ76_RS14600,396,438
KQ76_RS14605,261,199
KQ76_RS14610,1528,1819
KQ76_RS14615,119,129
KQ76_RS14620,53,168
KQ76_RS14625,1426,1757
KQ76_RS14630,1779,1668
KQ76_RS14635,503,397
KQ76_RS14640,216,2186
KQ76_RS14645,0,0
KQ76_RS14650,27,182
KQ76_RS14655,459,658
KQ76_RS14660,1892,5028
KQ76_RS14665,36,395
KQ76_RS14670,3382,4050
KQ76_RS14675,84,25
KQ76_RS14680,130,318
KQ76_RS14685,144,333
KQ76_RS14690,339,795
KQ76_RS14695,176,579
KQ76_RS14700,86,259
KQ76_RS14705,3,25
KQ76_RS14710,4899,2857
KQ76_RS14715,71,64
KQ76_RS14720,718,528
KQ76_RS14725,338,1513
KQ76_RS14730,238,505
KQ76_RS14735,193,162
KQ76_RS14740,300,783
KQ76_RS14745,240,694
KQ76_RS14750,159,51
KQ76_RS14755,88,104
KQ76_RS14760,422,210
KQ76_RS14765,923,659
KQ76_RS14770,174,509
KQ76_RS14775,61,48
KQ76_RS14780,3,1
KQ76_RS14785,82,80
KQ76_RS14790,151,51
KQ76_RS14795,665,1592
KQ76_RS14800,3,2
KQ76_RS14805,400,1416
KQ76_RS14810,38,288
KQ76_RS14815,3,0
KQ76_RS14820,744,384
KQ76_RS14825,6093,4831
KQ76_RS14830,1883,1282
KQ76_RS14835,15,86
ligA,14778,21746
nsaS,6238,3904
nusA,14088,11509
polC,24720,25609
rnpB,12268,12373
rpsN,6471,1768
rrf,6125,7317
ssrA,623405,930063
ssrS,6204,1686
ureE,730,1382
