X,dpurR.T3.R1,dpurR.T3.R2,dpurR.T5.R1,dpurR.T5.R2,WT.T3.R1,WT.T3.R2,WT.T5.R1,WT.T5.R2
SAUSA300_1409,72,57,61,103,68,34,57,64
SAUSA300_1410,402,435,276,498,512,298,360,418
SAUSA300_1411,27,19,23,32,29,16,30,32
SAUSA300_1412,9,5,5,8,5,6,15,13
SAUSA300_1413,20,22,15,30,25,21,30,23
SAUSA300_1414,10,13,11,11,14,10,8,10
SAUSA300_1415,5,4,5,7,15,6,6,4
SAUSA300_1416,4,2,3,8,14,1,4,6
SAUSA300_1417,13,18,15,16,31,15,17,19
SAUSA300_1418,6,4,2,4,9,6,5,5
SAUSA300_1419,8,19,8,9,15,11,13,14
SAUSA300_1420,6,9,4,7,14,7,11,8
SAUSA300_1421,5,9,6,3,7,8,5,8
SAUSA300_1422,0,0,0,2,0,3,2,2
SAUSA300_1423,45,42,25,61,80,36,56,60
SAUSA300_1424,12,24,18,27,27,15,44,48
SAUSA300_1425,23,25,30,40,38,26,43,46
SAUSA300_1426,8,6,2,10,5,1,11,6
SAUSA300_1427,0,5,6,10,4,2,16,15
SAUSA300_1428,0,4,3,11,1,1,5,5
SAUSA300_1429,0,3,0,0,0,0,2,3
SAUSA300_1430,7,6,4,11,2,5,6,9
SAUSA300_1431,3,4,7,6,3,2,18,14
SAUSA300_1432,388,510,175,351,499,269,1824,1824
SAUSA300_1433,0,2,0,2,3,1,7,7
SAUSA300_1434,1197,1286,849,1703,1212,827,3380,3499
SAUSA300_1435,757,770,518,1247,811,529,1980,1997
SAUSA300_1436,984,1041,542,1069,659,464,1118,949
SAUSA300_1437,6389,6916,4075,5900,9118,5821,11617,9316
SAUSA300_1438,388,471,438,678,421,258,904,899
SAUSA300_1440,205,205,126,359,103,80,410,325
SAUSA300_1441,34962,37512,11875,25311,48601,31329,22328,24445
SAUSA300_1442,33409,35779,12835,28835,36402,21542,15883,14061
SAUSA300_1443,4348,4533,1603,2168,4172,2953,2757,2535
SAUSA300_1444,2280,2427,800,1365,2950,2100,1886,1647
SAUSA300_1445,3351,3606,1576,3152,3536,2299,4030,4100
SAUSA300_1446,521,562,143,274,639,436,509,515
SAUSA300_1447,4953,5295,2193,3133,5147,3280,2822,2819
SAUSA300_1448,7472,8132,3903,6150,9533,5612,4921,5744
SAUSA300_1449,1375,1351,501,852,1247,885,1126,1109
SAUSA300_1450,8311,8847,2881,6025,7881,5153,9479,10041
SAUSA300_1451,2386,2393,823,1798,2611,1658,2685,2894
SAUSA300_1452,4145,4254,1630,2934,5012,3309,5809,5702
SAUSA300_1453,3865,3995,1268,2293,4883,3188,3366,3689
SAUSA300_1454,49085,51882,25785,34307,55842,36370,50749,54693
SAUSA300_1455,15515,17090,10510,18796,15252,9745,19349,19274
SAUSA300_1456,9948,10451,13860,22014,18634,12242,5754,5571
SAUSA300_1457,6475,7061,3190,6924,8928,5637,4844,3419
SAUSA300_1458,7556,8079,4314,3391,14307,9307,17498,19109
SAUSA300_1459,63321,67247,28405,54829,55264,35007,45341,50964
SAUSA300_1460,8114,8471,4840,9572,6695,4566,6977,7691
SAUSA300_1461,151,183,56,136,65,68,366,216
SAUSA300_1462,8690,9737,1964,3897,5618,3524,3591,3849
SAUSA300_1463,3685,3783,755,1191,2368,1507,1330,1480
SAUSA300_1464,20345,21612,4776,7600,13810,8811,3629,5501
SAUSA300_1465,15978,16946,4176,6899,11776,7597,3682,5155
SAUSA300_1466,14659,15633,4182,6588,11537,7692,3861,5626
SAUSA300_1467,16673,17706,4182,7711,14403,9464,5751,6594
SAUSA300_1468,18721,20207,3728,8001,19898,12904,9884,7383
SAUSA300_1469,5732,6458,1325,2397,5227,3210,4884,3145
SAUSA300_1470,13646,13919,2921,4267,11154,7660,4259,4999
SAUSA300_1471,1374,1505,258,388,927,540,339,387
SAUSA300_1472,16778,18188,4037,5929,13068,8394,5819,6408
SAUSA300_1473,7589,8157,2185,2853,4574,2939,3605,3806
SAUSA300_1474,6221,7025,1845,2487,6905,4612,3889,3778
SAUSA300_1475,15543,16322,2826,4252,13635,8737,5391,5498
SAUSA300_1476,8024,8248,1528,2576,6334,4413,2749,3005
SAUSA300_1478,2762,3133,2270,5918,1808,1262,5527,4645
SAUSA300_1479,60,101,173,311,103,80,118,127
SAUSA300_1480,76,65,116,260,100,76,197,140
SAUSA300_1481,455,524,300,413,684,511,810,784
SAUSA300_1482,50,52,23,45,51,28,58,68
SAUSA300_1483,795,777,386,805,753,507,811,791
SAUSA300_1484,16,27,26,34,14,18,24,19
SAUSA300_1485,19,14,18,31,18,14,17,14
SAUSA300_1486,95,90,34,55,93,49,51,54
SAUSA300_1487,170,242,127,149,263,183,176,207
SAUSA300_1488,110,119,71,106,139,87,95,123
SAUSA300_1489,165,206,97,132,205,121,161,160
SAUSA300_1490,39937,43468,8822,15397,24199,14052,16518,15169
SAUSA300_1491,11461,11840,4198,7087,8995,5685,12715,11644
SAUSA300_1492,5206,5651,1184,2123,4028,2616,3278,2636
SAUSA300_1493,626,659,200,426,569,324,608,410
SAUSA300_1494,5724,5939,4025,8586,7509,4956,10724,10031
SAUSA300_1495,15250,16305,4777,9464,16366,9315,17575,19540
SAUSA300_1496,15385,16179,4479,6664,11077,6925,5037,5301
SAUSA300_1497,10499,11133,2803,4061,9131,5773,3522,3434
SAUSA300_1498,5720,6115,1722,2063,6382,4029,2117,1821
SAUSA300_1499,3694,4011,2318,4043,3910,2686,4925,4449
SAUSA300_1500,84,81,69,63,65,39,277,197
SAUSA300_1501,40,32,27,20,33,27,193,116
SAUSA300_1502,20,28,21,11,31,20,117,92
SAUSA300_1503,45,64,75,60,70,51,542,427
SAUSA300_1504,145,184,277,313,220,161,2390,2021
SAUSA300_1505,8348,9204,5243,8715,8692,5645,4548,5404
SAUSA300_1506,3051,3235,1655,2674,3489,2287,1446,1374
SAUSA300_1507,8749,8838,5243,9393,9068,5778,4803,5499
SAUSA300_1508,418,462,191,340,311,208,240,172
SAUSA300_1509,9085,9788,3517,7021,8200,5320,5465,5161
SAUSA300_1510,1977,2148,880,2265,1827,1213,2143,1976
SAUSA300_1511,8594,8446,2170,4234,6395,4089,4350,4370
SAUSA300_1512,13323,14083,5444,13484,11669,7839,8828,10123
SAUSA300_1513,33390,34906,42016,76732,37521,25027,67479,83087
SAUSA300_1514,765,759,366,454,445,271,268,293
SAUSA300_1515,2163,2421,1311,1188,1791,1087,878,966
SAUSA300_1516,2639,2929,1754,1535,1672,861,978,1091
SAUSA300_1517,5604,5588,1367,1410,4226,2869,2235,2131
SAUSA300_1518,6023,6175,1854,1669,5357,3513,3392,3063
SAUSA300_1519,5095,5285,2393,2938,4342,2755,3082,3205
SAUSA300_1520,2247,2426,1256,1258,1626,1121,1240,1307
SAUSA300_1521,17776,19104,12483,15611,19527,12452,16013,16390
SAUSA300_1522,13184,14347,8551,11478,14628,9618,14169,15135
SAUSA300_1523,4049,4289,1995,3838,3984,2560,4450,4760
SAUSA300_1524,2436,2592,896,1791,2251,1411,2155,1889
SAUSA300_1525,52474,55945,56002,119392,37464,23828,35965,62710
SAUSA300_1526,6318,6680,4024,5750,7219,4474,5377,6347
SAUSA300_1527,10969,11584,6740,8682,12624,8154,9581,11051
SAUSA300_1528,2939,3157,1874,2045,3832,2520,2448,3084
SAUSA300_1529,1370,1670,859,1215,1669,974,1471,1640
SAUSA300_1530,3898,3983,2519,3307,4615,3338,3745,4275
SAUSA300_1531,7031,7571,4489,5686,8653,6173,8233,8940
SAUSA300_1532,62072,65543,13367,25565,57065,38400,29303,29265
SAUSA300_1533,65388,68918,16489,30313,59677,39858,31641,33528
SAUSA300_1534,59327,63765,16677,29199,54174,35677,36151,37833
SAUSA300_1535,17389,19290,14664,28977,14740,7647,22101,20580
SAUSA300_1536,12669,13987,3794,4152,12339,7775,5721,6201
SAUSA300_1537,2479,2637,860,977,3220,2300,1414,1471
SAUSA300_1538,8018,8550,3107,4150,7117,4309,3311,3992
SAUSA300_1539,5170,5425,2055,2626,4911,3015,2702,2986
SAUSA300_1540,39775,42036,24026,35311,37474,23381,29209,34882
SAUSA300_1541,7220,7652,4503,5667,6222,3829,4906,6360
SAUSA300_1542,7541,8650,5639,8700,7947,5195,7994,9762
SAUSA300_1543,1545,1591,731,926,1512,908,1080,1153
SAUSA300_1544,10780,11455,5284,10750,10593,6919,8714,9541
SAUSA300_1545,12644,13342,2906,4415,4133,2403,6493,6946
SAUSA300_1546,1122,1271,624,777,1007,576,1082,1050
SAUSA300_1547,810,801,521,477,1243,836,1817,1546
SAUSA300_1548,4305,4528,2004,3944,5293,3375,6548,6281
SAUSA300_1549,1061,1160,282,305,1175,807,1229,1068
SAUSA300_1550,7257,8564,2323,2439,7331,4093,2348,2762
SAUSA300_1551,2500,2492,982,958,1567,987,925,1038
SAUSA300_1552,2434,2624,565,881,1470,1027,592,647
SAUSA300_1553,3567,3796,686,1239,2626,1850,739,787
SAUSA300_1554,628,674,119,186,273,137,122,120
SAUSA300_1555,3335,3471,666,1143,2414,1455,798,840
SAUSA300_1556,5023,5444,1274,2266,3656,2225,1370,1527
SAUSA300_1557,1631,1736,511,973,1166,754,561,536
SAUSA300_1558,1782,1841,702,1381,1249,791,818,1002
SAUSA300_1559,128,151,77,145,126,53,193,144
SAUSA300_1560,754,775,243,574,567,337,588,582
SAUSA300_1561,697,755,539,998,765,495,571,745
SAUSA300_1562,406,456,276,466,470,335,378,446
SAUSA300_1563,918,947,476,854,849,606,678,888
SAUSA300_1564,288,333,124,208,275,190,245,259
SAUSA300_1565,667,752,333,511,601,409,708,805
SAUSA300_1566,557,564,246,404,454,274,648,622
SAUSA300_1567,12555,13233,3180,4530,13341,8592,8900,9476
SAUSA300_1568,8698,8983,1691,2353,8652,5775,4755,4519
SAUSA300_1569,7461,8055,1858,2521,5656,3688,3128,3206
SAUSA300_1570,2553,2733,725,948,2218,1392,1295,1281
SAUSA300_1571,911,992,331,442,801,476,712,648
SAUSA300_1572,9446,10386,4622,6293,13844,8749,13252,13017
SAUSA300_1573,8965,9556,3946,5601,10148,6590,10725,9955
SAUSA300_1574,8818,9233,3622,5139,11361,7516,13006,11468
SAUSA300_1575,19488,20401,9970,12558,23742,14758,18237,21060
SAUSA300_1576,11541,12427,5603,8591,11477,7401,10944,12256
SAUSA300_1577,1353,1455,652,1167,1435,916,1891,1781
SAUSA300_1578,10105,10689,6845,12170,9195,6006,12032,13944
SAUSA300_1579,6697,7151,4084,6702,7620,5087,8567,8521
SAUSA300_1580,1209,1334,1068,692,1988,1356,4345,6550
SAUSA300_1581,5654,6086,15608,23130,4986,3264,24192,14176
SAUSA300_1582,12211,12530,27118,33359,18725,12272,48229,34531
SAUSA300_1583,7928,8138,3783,6651,9795,6451,9854,7232
SAUSA300_1584,8562,9305,3955,5842,12629,8210,16642,19124
SAUSA300_1585,5889,6134,2007,3582,3996,2633,3320,3362
SAUSA300_1586,18980,19945,5430,7829,12408,7929,6378,7655
SAUSA300_1587,3412,3627,1300,2177,2394,1561,1599,1857
SAUSA300_1588,10432,10819,7240,11641,15742,10579,15677,18175
SAUSA300_1589,7066,7320,4592,6765,7211,4463,8898,10581
SAUSA300_1590,27842,29096,17429,26121,43324,29858,37778,39539
SAUSA300_1591,3233,3257,1326,1583,3669,2408,2094,2127
SAUSA300_1592,7431,7941,3121,4872,9102,5793,8463,8434
SAUSA300_1593,55741,59818,13195,24669,46241,28375,49267,50373
SAUSA300_1594,6035,6517,1840,2734,3788,2056,4424,4235
SAUSA300_1595,15508,15964,2929,4616,9961,6335,3543,3311
SAUSA300_1596,5900,6048,1310,2594,3377,2191,1522,1761
SAUSA300_1597,5601,5695,1447,2849,3700,2526,1975,2054
SAUSA300_1598,3577,3640,963,1932,2246,1379,1476,1451
SAUSA300_1599,2567,2963,812,1307,2548,1345,1567,1521
SAUSA300_1600,8128,8611,2735,4860,5507,3647,4288,3918
SAUSA300_1601,22287,23707,9106,14491,10151,6028,8663,9994
SAUSA300_1602,17730,18874,4393,7303,7991,4559,2178,2139
SAUSA300_1603,46789,47255,13343,24399,18920,14078,6404,6306
SAUSA300_1604,2072,2343,508,975,1630,950,616,583
SAUSA300_1605,4590,5035,1193,2329,3359,2255,1254,1292
SAUSA300_1606,4721,4926,1653,1661,5597,3854,2942,2667
SAUSA300_1607,2142,2420,660,1103,1961,1071,4923,4559
SAUSA300_1608,163,210,445,686,308,224,7075,5696
SAUSA300_1609,41,57,77,277,55,39,1190,891
SAUSA300_1610,17110,18302,6281,8623,12468,7664,7186,7835
SAUSA300_1611,26251,28183,12462,16464,24890,15744,16538,16672
SAUSA300_1612,3540,3859,1875,2954,7365,5028,7826,6852
SAUSA300_1613,4164,4602,1515,2546,5108,3093,4273,4266
SAUSA300_1614,20453,21412,9477,15530,15661,10558,10064,12030
SAUSA300_1615,7268,7644,3596,5486,6900,4244,4110,5312
SAUSA300_1616,2599,2806,1529,2547,2169,1433,1708,1890
SAUSA300_1617,9279,9863,6693,13059,8088,5273,7576,8644
SAUSA300_1618,5007,5555,4639,9953,6232,3795,5720,5457
SAUSA300_1619,88035,93985,54482,122203,121050,79752,106563,85945
SAUSA300_1620,1788,1905,643,813,1338,912,1034,797
SAUSA300_1621,34258,36407,7748,12241,23816,14630,10848,11805
SAUSA300_1622,41863,45928,10640,19641,27482,17266,15269,15840
SAUSA300_1623,3530,3916,963,1583,4565,2985,2457,2413
SAUSA300_1624,1591,1642,516,620,1988,1374,1211,881
SAUSA300_1625,16253,16988,7918,12678,6285,3982,3842,3992
SAUSA300_1626,13815,14210,6983,10856,6041,4032,2945,2894
SAUSA300_1627,30548,31945,18067,26631,15128,9922,6764,7808
SAUSA300_1628,17347,18445,5228,6945,18429,10845,6436,7924
SAUSA300_1629,287930,309205,29480,33195,264879,167797,44946,74119
SAUSA300_1630,15083,15821,10406,14490,15835,10261,19677,18431
SAUSA300_1631,19022,20194,9597,13903,19404,12268,17945,16088
SAUSA300_1632,10765,11642,5937,8688,11331,7469,12291,9540
SAUSA300_1633,12820,13876,39036,51966,10526,6628,18842,22553
SAUSA300_1634,5239,5470,3110,5176,4424,2894,5301,5764
SAUSA300_1635,5794,6150,2369,3428,5867,3469,5163,5205
SAUSA300_1636,18561,19810,7865,11788,24128,15245,18968,19234
SAUSA300_1637,935,1164,432,967,645,399,450,457
SAUSA300_1638,7100,7740,7699,16014,5984,3881,6701,7980
SAUSA300_1639,3258,3248,1935,4845,2999,2089,3261,2727
SAUSA300_1640,9661,10208,11162,19248,6533,4080,6365,8337
SAUSA300_1641,6721,7090,4380,5621,4747,2968,3133,3420
SAUSA300_1642,87203,91848,54933,78804,86345,58255,136686,140957
SAUSA300_1644,214090,235070,33024,56102,188235,111895,148576,178360
SAUSA300_1645,24989,25550,4467,9056,24230,16795,19074,19330
SAUSA300_1646,10247,10818,2467,3456,8285,4766,2550,3055
SAUSA300_1647,9886,10389,2564,3595,8011,5033,2801,3469
SAUSA300_1648,8240,8683,2475,4617,7427,4661,3388,3894
SAUSA300_1649,23158,25073,15284,24657,21696,13531,16147,17639
SAUSA300_1650,6117,6583,4214,6917,7752,5127,6607,7481
SAUSA300_1651,8944,9283,5889,8707,10680,7025,9827,10242
SAUSA300_1652,20814,21951,16750,32678,29574,18273,39318,40834
SAUSA300_1653,8580,9242,15173,33398,13149,8287,20775,19254
SAUSA300_1654,14166,15070,9481,18528,14056,9158,23151,23664
SAUSA300_1655,9808,10349,18859,48591,6515,4203,4230,4498
SAUSA300_1656,104582,114341,161665,355904,107541,66649,177355,200712
SAUSA300_1657,39716,41751,17851,39823,36734,23524,31182,36588
SAUSA300_1658,7293,7674,3476,2284,6674,4404,5946,6128
SAUSA300_1659,20727,21949,9938,13681,17895,11352,21915,25675
SAUSA300_1660,983,1089,544,745,836,492,399,461
SAUSA300_1661,2314,2445,837,928,2006,1443,1303,1456
SAUSA300_1662,1840,1918,609,900,1930,1254,1061,1035
SAUSA300_1663,0,2,0,0,0,2,4,2
SAUSA300_1664,65477,70925,21447,44744,78366,48235,52866,53449
SAUSA300_1665,4613,5159,905,1234,6532,4235,5556,5833
SAUSA300_1666,44107,47319,11026,20802,13407,8216,8039,8926
SAUSA300_1667,1588,1707,612,1487,1427,1024,1491,1610
SAUSA300_1668,3502,3808,2880,3990,3976,2710,7559,8721
SAUSA300_1669,4009,4114,1557,2770,5134,3239,7171,7048
SAUSA300_1670,4334,4443,1675,3302,5835,3724,9830,9843
SAUSA300_1671,5868,6315,3480,8776,6678,4254,10113,9336
SAUSA300_1672,10930,11854,3529,7968,10169,6255,6791,7879
SAUSA300_1673,3582,3933,1237,3120,3001,2076,3228,3074
SAUSA300_1674,28792,30651,5111,10131,20971,13234,14466,17335
SAUSA300_1675,4654,5007,1047,2685,3049,1855,2988,2940
SAUSA300_1676,1276,1345,827,1135,1881,1242,2346,2324
SAUSA300_1677,49900,52861,35020,57786,64573,44753,50507,52407
SAUSA300_1678,58650,61471,20685,44365,25739,16232,26791,28323
SAUSA300_1679,12583,13195,5293,8966,11318,7404,3888,3181
SAUSA300_1680,2209,2323,1329,2404,2349,1556,3251,2188
SAUSA300_1681,2094,2259,2912,5596,3216,2078,3101,2497
SAUSA300_1682,15309,15889,15939,39598,16217,10383,12400,11427
SAUSA300_1683,15746,16217,10789,20005,22156,14129,36282,36341
SAUSA300_1684,16114,17077,16641,21963,24541,16607,32312,28108
SAUSA300_1685,40489,45166,48203,51976,39317,21266,84838,63874
SAUSA300_1686,11610,12723,4727,6887,8227,5620,5608,5933
SAUSA300_1687,20542,21476,6489,11241,15587,10569,10978,12432
SAUSA300_1688,1783,2052,928,1366,1938,1257,1703,1658
SAUSA300_1689,2035,2156,778,1152,1767,1054,1560,1416
SAUSA300_1690,3727,4041,3200,4746,4050,2446,6287,5846
SAUSA300_1691,7176,7400,4093,5663,7696,5257,8567,8970
SAUSA300_1692,8026,9419,3793,6099,7034,4090,10594,7918
SAUSA300_1693,3706,3996,1874,2524,4103,2857,2984,3010
SAUSA300_1694,15532,16822,9601,15365,15766,11044,10962,10428
SAUSA300_1695,23548,24766,14698,21675,27983,17070,22543,25162
SAUSA300_1696,21285,23010,10947,19685,22681,14791,26624,27862
SAUSA300_1697,26659,27604,10379,22286,32121,20647,36505,39133
SAUSA300_1698,8754,9458,6101,8164,7912,5286,5265,4329
SAUSA300_1699,7245,7641,1699,2637,7175,4725,2665,2683
SAUSA300_1700,9664,10739,2700,4015,11301,6812,5138,5213
SAUSA300_1701,2541,2745,1164,2329,2492,1711,1687,1594
SAUSA300_1702,2980,3172,1858,2606,1938,1281,1010,1144
SAUSA300_1703,1652,1621,416,735,1132,669,1014,938
SAUSA300_1704,20693,22065,4924,8914,18753,12014,12101,12322
SAUSA300_1705,3200,3588,1602,1716,2392,1548,1362,1364
SAUSA300_1706,4232,4160,1412,2128,4395,2853,3758,4059
SAUSA300_1707,2275,2458,824,1381,2764,1731,2342,2476
SAUSA300_1708,17448,19139,6737,16343,30625,19641,19109,16592
SAUSA300_1710,16409,17288,9529,20771,15707,10285,12010,12156
SAUSA300_1711,47148,50245,19273,23395,43256,28420,22095,15452
SAUSA300_1712,2568,2694,361,400,2437,1447,1311,1298
SAUSA300_1713,4695,4911,490,604,4410,2888,1785,1798
SAUSA300_1714,2464,2517,262,301,1891,1288,880,1011
SAUSA300_1715,7506,7880,825,967,7265,4877,2602,2959
SAUSA300_1716,476,484,485,914,663,470,952,994
SAUSA300_1717,234,296,167,344,130,105,180,216
SAUSA300_1718,927,1016,403,987,536,370,626,624
SAUSA300_1719,588,695,300,538,514,340,489,468
SAUSA300_1720,11845,12498,3336,5186,18658,12373,12820,12780
SAUSA300_1721,1609,1745,798,1119,1718,1064,2381,2230
SAUSA300_1722,186,199,208,334,398,256,1104,797
SAUSA300_1723,1668,1931,640,866,2322,1559,4256,3261
SAUSA300_1724,374,452,158,260,368,247,510,472
SAUSA300_1725,26731,27807,16172,8941,26528,17421,15997,16962
SAUSA300_1726,185,223,128,93,323,191,444,446
SAUSA300_1728,4084,4197,4083,7618,5199,3295,7544,8387
SAUSA300_1729,14509,15581,7089,14615,15472,9783,29368,27382
SAUSA300_1730,13995,14603,5336,5873,10692,7008,6427,7019
SAUSA300_1731,16335,17125,47888,78960,21128,13351,19808,17063
SAUSA300_1732,100,104,10,35,28,39,10,3
SAUSA300_1733,669,682,505,1009,742,521,916,1109
SAUSA300_1734,152,167,132,318,234,121,312,351
SAUSA300_1735,1683,1793,872,1703,2161,1416,1674,2008
SAUSA300_1736,4402,4589,2238,2300,5739,3979,4631,4842
SAUSA300_1737,1963,2060,1102,2046,2799,1759,2379,2597
SAUSA300_1738,297,285,121,252,141,107,230,196
SAUSA300_1739,7741,7983,4807,9734,15557,11572,10715,8013
SAUSA300_1740,8298,8793,5266,9469,18103,11606,9603,7299
SAUSA300_1741,23,43,14,12,55,35,19,15
SAUSA300_1742,197,212,101,95,341,238,87,73
SAUSA300_1743,178,160,96,74,267,168,87,73
SAUSA300_1744,310,321,195,212,513,334,184,166
SAUSA300_1745,1475,1699,625,1635,1515,896,2090,1347
SAUSA300_1746,59,94,27,50,105,57,124,110
SAUSA300_1747,943,948,514,888,828,524,976,899
SAUSA300_1749,603,721,194,346,334,301,504,337
SAUSA300_1750,1235,1368,485,1039,906,627,1073,843
SAUSA300_1751,1695,1898,1372,2449,1421,960,1844,1933
SAUSA300_1752,724,802,303,654,1315,768,1074,1016
SAUSA300_1753,4230,4331,7397,23850,1951,1269,5935,5519
SAUSA300_1754,3530,3554,5646,19762,1480,988,5608,5067
SAUSA300_1755,3392,3576,5591,18662,1490,952,5955,4935
SAUSA300_1756,3826,4056,6249,23585,2189,1344,7820,6334
SAUSA300_1757,3174,3333,6465,24579,1637,1035,8154,5923
SAUSA300_1758,4499,4855,9992,41650,2444,1659,14719,12038
SAUSA300_1759,349,370,156,871,122,83,325,537
SAUSA300_1760,685,707,1735,3308,713,427,999,1152
SAUSA300_1761,508,604,964,1693,601,371,868,1032
SAUSA300_1762,1219,1353,2257,4293,1618,1038,3079,2209
SAUSA300_1763,1594,1649,1463,2443,2045,1381,2731,2105
SAUSA300_1764,127,144,52,85,132,88,62,73
SAUSA300_1765,333,413,151,275,320,221,258,288
SAUSA300_1766,880,908,286,777,692,488,826,841
SAUSA300_1767,388,428,238,406,461,248,980,1021
SAUSA300_1768,1278,1379,476,1209,261,165,782,679
SAUSA300_1769,1240,1285,449,1390,205,129,865,910
SAUSA300_1770,59,62,50,118,104,59,139,137
SAUSA300_1771,3968,4371,1493,2345,2901,1947,3480,2859
SAUSA300_1780,3958,4189,1391,2759,3381,2310,4865,4572
SAUSA300_1781,10937,11317,3276,7633,7457,4936,5241,5811
SAUSA300_1782,4570,4509,1252,2573,2960,1868,2325,2319
SAUSA300_1783,3986,4227,1406,3380,2905,2009,2838,2728
SAUSA300_1784,29693,30893,9633,19229,19950,13551,22388,20103
SAUSA300_1785,17583,19084,4330,9483,13180,8411,6687,6985
SAUSA300_1786,15002,15553,3305,6205,12769,8270,5759,7041
SAUSA300_1787,11496,12145,6380,12899,11930,7379,16823,14336
SAUSA300_1788,33314,35300,26353,37234,44229,29922,62856,43257
SAUSA300_1789,284,318,161,233,435,237,625,658
SAUSA300_1790,75652,82143,16000,25442,52257,32277,29495,25542
SAUSA300_1791,15073,16181,8079,12376,14509,9152,5255,6472
SAUSA300_1792,36886,39917,17478,31068,41083,25594,15023,17258
SAUSA300_1793,11230,12757,4823,10129,14457,9096,8427,6404
SAUSA300_1794,36,37,10,20,55,29,19,16
SAUSA300_1795,17703,18886,5424,10008,12314,8036,8900,8674
SAUSA300_1796,1101,1227,594,538,1623,907,1025,952
SAUSA300_1797,2529,2736,1077,2258,1946,1262,2547,2847
SAUSA300_1798,887,1000,444,729,1109,744,1300,1424
SAUSA300_1799,1177,1286,664,1344,1828,1105,2085,2472
SAUSA300_1800,9270,9652,2482,2926,13001,8256,5510,5396
SAUSA300_1801,16370,17360,9113,20626,18110,11189,10151,8743
SAUSA300_1802,654,821,303,452,790,491,723,529
SAUSA300_1803,7230,7801,5875,7909,9640,5734,12699,7940
SAUSA300_1804,32629,34880,21768,28387,44746,28120,58266,42717
SAUSA300_1805,1280,1414,485,1040,1290,789,1316,1160
SAUSA300_1806,2950,3190,1324,3133,3706,2365,3937,3640
SAUSA300_1807,859,943,273,452,794,581,479,515
SAUSA300_1808,1017,1134,318,529,1142,724,490,551
SAUSA300_1809,2965,3200,825,938,4036,2504,1891,2134
SAUSA300_1810,30,25,14,16,11,14,17,17
SAUSA300_1837,12,11,6,7,28,19,5,6
SAUSA300_1838,1069,805,11169,528,7431,4614,13823,652
SAUSA300_1841,52,41,4063,44,760,903,4693,110
SAUSA300_1842,38442,41690,22923,33705,33803,20938,40601,37781
SAUSA300_1843,8788,9260,3338,6103,7060,4589,7837,7591
SAUSA300_1844,4823,4995,2273,3998,3040,2149,5217,4183
SAUSA300_1845,8770,9300,4317,6873,8920,5611,7886,8617
SAUSA300_1846,4867,5195,2791,6256,4741,3161,5454,5200
SAUSA300_1847,2496,2750,1423,884,2822,1765,1533,1763
SAUSA300_1848,3055,3095,1425,1860,3348,2312,1935,2184
SAUSA300_1849,1557,1688,633,641,1932,1222,1506,1563
SAUSA300_1850,11927,12620,6420,11381,11568,7567,14229,15733
SAUSA300_1851,4897,5541,2161,3904,4219,2820,3790,3991
SAUSA300_1852,5800,6028,2441,4438,6221,4006,4321,4262
SAUSA300_1853,658,748,313,527,740,497,754,559
SAUSA300_1854,1461,1567,830,963,1727,1213,1478,1178
SAUSA300_1855,8059,8744,4032,3549,7124,4492,5524,5817
SAUSA300_1856,5002,5440,15716,33754,8182,5577,21330,21710
SAUSA300_1857,434,417,216,300,657,381,561,662
SAUSA300_1858,2968,3146,1551,2197,3743,2550,4265,4198
SAUSA300_1859,6524,6827,1907,3554,6308,4187,4603,4820
SAUSA300_1860,12399,13148,3423,5591,15222,9292,9755,9739
SAUSA300_1861,629,690,250,288,623,456,695,595
SAUSA300_1862,13583,13885,10529,17781,16202,11061,18194,15969
SAUSA300_1863,7151,7488,5198,7535,9286,4959,7388,7958
SAUSA300_1864,8176,8680,7131,14595,14089,9016,14019,15508
SAUSA300_1865,8544,8869,2819,4444,8343,5903,4827,5502
SAUSA300_1866,8736,9177,2526,3611,9447,6570,4515,5353
SAUSA300_1867,2224,2388,897,1244,2669,1635,1639,1800
SAUSA300_1868,867,992,306,538,863,687,654,631
SAUSA300_1869,9988,10461,5325,9539,9573,6142,8698,9295
SAUSA300_1870,861,909,666,1628,960,621,2249,2190
SAUSA300_1871,161,162,64,60,250,155,349,317
SAUSA300_1872,4457,5045,1349,1329,3677,2515,1188,1206
SAUSA300_1873,7242,7709,2659,2388,6932,4319,2681,3050
SAUSA300_1874,12423,12972,14717,45586,15309,10255,67350,55055
SAUSA300_1875,1816,1839,938,1170,1469,899,2031,2340
SAUSA300_1876,1926,2040,1138,1392,2219,1465,985,1092
SAUSA300_1877,1313,1411,847,1556,942,528,1458,1294
SAUSA300_1878,3016,3326,1643,1976,2288,1553,2012,2188
SAUSA300_1879,8258,9093,3817,6476,9115,5663,5617,6249
SAUSA300_1880,45184,48255,4792,9091,29563,18702,13015,14670
SAUSA300_1881,25797,28016,3894,6667,18960,10816,11245,12254
SAUSA300_1882,3165,3217,617,1177,2075,1439,1975,1798
SAUSA300_1883,10084,10813,5858,10237,11475,7481,6118,5684
SAUSA300_1884,15932,16753,4034,6147,12959,8415,6900,7334
SAUSA300_1885,13610,14359,2575,4031,10812,7210,5592,6166
SAUSA300_1886,9261,9699,2134,3311,7533,4944,5756,5996
SAUSA300_1887,1561,1621,508,764,2020,1283,1458,1555
