GeneName,dCshA_t000_v1,dCshA_t150_v1,dCshA_t300_v1,dCshA_t600_v1,PR01_t000_v1,PR01_t150_v1,PR01_t300_v1,PR01_t600_v1,CTA_t000_v1,CTA_t150_v1,CTA_t300_v1,CTA_t600_v1,CTA_t000_v2,CTA_t150_v2,CTA_t300_v2,CTA_t600_v2,dCshA_t000_v2,dCshA_t150_v2,dCshA_t600_v2,dCshA_t300_v2,PR01_t000_v2,PR01_t150_v2,PR01_t300_v2,PR01_t600_v2
SA0224,644,828,776,580,392,692,504,271,1397,2197,1690,1313,451,698,619,525,401,793,574,729,119,55,40,22
SA0225,245,391,316,240,209,312,236,120,526,976,685,570,154,263,255,254,163,322,238,265,31,15,8,8
SA0226,426,468,390,250,361,315,188,84,924,1137,767,621,233,271,260,201,222,358,301,320,27,13,4,3
SA0227,576,312,222,108,1035,196,109,51,1849,749,503,319,415,210,128,91,360,204,99,156,46,4,4,3
SA0228,3518,629,381,168,2124,159,106,64,6738,1255,447,307,4343,1338,520,230,3559,1065,257,514,2812,224,156,162
SA0229,355,172,154,80,279,134,54,63,3387,2377,1362,467,302,258,211,150,206,232,172,188,1323,904,1363,1402
SA0230,27,34,34,47,38,48,41,61,75,79,71,82,34,51,53,53,29,52,50,48,570,518,679,838
SAS007,66,44,71,41,47,84,79,152,126,205,146,101,68,105,132,160,74,160,157,173,1678,1429,2086,2899
SA0231,1188,1345,1570,1444,1397,2160,1867,2527,2165,2964,3063,2821,1379,1848,2098,2706,1181,2158,2456,2395,22550,22458,31248,43326
lctE,444,514,417,343,901,783,658,386,2088,1075,774,673,7478,38136,34123,28984,16872,48306,39356,44310,371447,284642,221498,157310
SA0233,8463,12433,12954,13942,5206,8336,8689,8674,10330,13604,12388,17275,1625,2262,2457,3508,2318,4037,4999,4445,2189,2207,2065,2245
SA0234,1983,969,593,436,1424,437,377,249,4780,2173,1376,1279,1870,1222,749,534,1275,957,346,629,1489,703,440,327
SA0235,114,80,81,34,96,48,34,9,329,207,157,111,57,39,26,40,43,35,32,31,40,20,3,5
SA0236,24,13,12,11,36,18,9,6,72,47,32,44,17,11,11,10,8,10,4,8,11,10,3,0
SA0237,11,9,11,6,13,7,3,6,48,43,28,10,8,12,3,5,7,7,3,7,5,1,1,1
gatC,122,124,99,102,127,136,89,40,281,264,238,225,49,81,72,72,40,70,50,60,37,25,10,17
SA0239,220,210,198,173,183,187,132,76,434,523,417,447,130,155,119,133,109,132,158,128,64,35,33,19
SAS008,27,20,19,16,17,17,5,4,64,63,50,24,23,18,20,14,22,22,32,22,11,2,8,4
SA0240,319,376,352,383,307,223,232,176,808,695,561,778,210,221,230,241,197,228,262,216,151,77,64,54
ispD,3430,1588,1063,396,1906,166,77,32,7090,2710,1070,338,4064,2082,1233,668,3085,2111,623,1372,2294,315,178,101
SA0242,5956,3285,2207,847,2903,472,189,89,12271,5664,2448,836,6021,4027,2688,1283,4980,4261,1424,2888,3946,882,410,187
SA0243,7562,4404,3289,1102,4089,1090,334,145,16434,10263,4455,1102,7356,6772,4514,1834,6520,7913,2203,4786,6091,1855,931,375
SA0244,3548,143,63,38,3144,42,31,46,9987,287,105,57,2817,248,88,49,2063,215,46,79,2158,52,37,41
ispD,4209,374,174,61,3412,121,52,61,13272,1120,348,185,3410,636,222,109,2537,666,113,196,3348,180,77,102
SA0246,10812,2522,1351,520,9856,715,203,200,27536,5584,1922,966,8227,2704,994,533,6686,2547,727,1074,8155,836,246,218
SA0247,16562,5411,3726,1215,13931,2186,346,308,43326,15108,5518,2178,13405,6693,3127,1613,11084,6720,2321,3555,13422,2425,669,491
SA0248,23959,12197,7952,3145,18686,7222,1457,774,56496,30162,11963,5887,19013,12930,7326,4415,16259,13205,5681,7897,17999,5225,1509,801
scdA,894,777,809,641,584,473,306,338,1976,2288,1741,1460,1060,1188,1086,1153,1176,1719,1626,1665,6594,6222,7604,9582
lytS,5659,508,256,132,4619,155,65,48,18501,1274,518,326,4198,519,286,196,3471,548,240,282,7419,816,488,302
lytR,2337,300,131,30,1977,102,44,23,7051,759,271,66,1674,302,139,51,1455,281,64,138,3135,366,252,121
lrgA,658,95,92,61,243,16,7,1,3458,281,195,142,202,69,63,64,155,63,79,73,323,25,9,10
lrgB,2314,1646,1845,2027,935,523,539,827,11000,4185,4111,5904,704,668,678,974,671,766,1267,903,1250,547,675,1071
SA0254,11921,2582,1323,226,12969,1241,225,67,49515,7875,2235,342,4551,1857,1010,250,5915,2718,403,1395,10411,1387,456,147
SA0255,10690,2297,843,380,11699,377,234,140,29212,3585,1194,950,4194,900,404,318,3714,974,318,438,4556,195,108,133
bglA,21649,8410,4589,2725,27940,2943,1395,764,55559,15614,6942,4930,9077,3841,2207,1680,7865,4075,2096,2465,10967,1727,707,522
SA0257,265,185,100,33,214,80,26,9,571,392,176,67,179,171,76,33,344,323,56,152,564,188,72,15
rbsK,2005,2387,2131,1755,1541,1462,1174,1095,6990,8536,7641,8226,1764,2105,2039,2185,1319,2007,1600,1836,1444,880,677,534
rbsD,747,530,712,398,419,370,222,219,2504,3244,2935,2074,741,823,762,836,538,775,516,711,510,208,262,270
SA0260,996,1419,1216,1497,868,888,1143,1220,4771,5786,5609,8785,895,1094,1166,1561,716,1010,1190,1068,887,438,359,428
SA0261,1303,222,116,61,983,19,18,16,3239,307,137,99,935,186,105,63,800,183,93,138,894,45,20,30
SA0262,93,22,55,15,73,116,60,70,34,236,133,18,204,238,188,116,147,237,78,204,220,48,171,117
SA0263,598,310,175,57,491,70,10,18,1467,531,182,99,725,527,321,108,911,856,238,551,251,70,22,13
SA0264,513,353,344,328,319,169,138,110,1130,870,693,954,457,376,296,350,428,426,479,375,277,112,79,67
lytM,2013,1694,1001,872,2370,992,450,401,4972,2761,1758,2057,1627,1399,1132,827,1600,1800,1061,1438,1299,741,392,135
SA0266,219,89,120,19,245,166,52,14,450,348,160,16,181,182,129,45,190,182,54,128,286,99,114,31
SA0267,229,134,100,30,340,237,88,24,521,250,129,36,279,218,135,44,229,228,55,116,336,127,91,20
SA0268,239,79,84,13,411,273,79,11,370,212,87,16,256,159,93,29,243,158,51,134,335,91,105,22
SA0269,1521,573,991,197,3384,2598,1029,523,1529,1183,648,156,2032,1666,1269,625,1785,2161,833,1759,2660,888,1348,577
SA0270,824,113,46,21,1346,27,20,20,1801,116,51,20,782,108,38,22,478,74,11,37,946,34,10,23
SA0271,10201,17518,23540,32456,25259,52751,83756,159027,16206,32482,39128,75490,9388,17070,22934,43172,4967,11957,22270,15190,12217,19106,27379,53912
SA0272,625,112,92,16,1275,358,101,42,1392,462,174,27,1028,335,159,61,581,189,34,98,1428,179,135,75
SA0273,152,34,38,4,294,98,25,12,235,149,59,11,290,105,61,17,152,64,10,44,323,66,44,21
SA0274,17,5,0,0,40,13,4,1,37,39,14,0,35,22,10,4,20,12,2,7,17,1,11,8
SA0275,102,33,29,6,290,144,37,13,273,236,82,5,241,170,70,21,130,119,9,41,279,114,64,14
SA0276,762,686,356,93,1803,1985,602,199,1934,2043,683,266,1028,1368,646,221,550,800,139,350,1292,1058,376,124
SA0277,36,50,24,4,91,150,49,13,111,156,72,18,84,100,81,13,41,66,9,31,76,60,49,11
SA0278,52,75,34,7,132,337,135,48,140,204,92,18,102,182,116,27,33,78,8,49,103,134,72,24
SA0279,65,42,55,6,100,193,51,17,155,357,148,10,108,175,159,36,61,142,12,80,144,111,136,40
SA0280,76,117,64,21,172,323,251,79,182,308,142,45,86,148,127,39,51,95,19,57,92,139,106,25
SA0281,1176,894,495,214,1403,1959,1561,420,3092,2158,1067,520,1367,1078,922,414,788,759,270,518,865,882,713,201
SA0282,428,79,48,9,299,114,43,20,680,272,135,16,651,269,206,76,376,214,46,119,335,73,104,46
SA0283,38,11,26,4,19,20,14,8,34,95,69,25,62,86,64,34,68,78,36,87,49,5,47,18
SA0284,256,37,85,20,110,50,18,14,239,383,215,35,364,197,157,63,306,245,84,216,219,35,116,68
SA0285,133,58,139,19,210,139,76,68,499,696,540,103,258,303,334,208,150,227,172,274,314,120,219,108
SA0286,23,5,0,3,44,12,6,7,113,38,23,2,59,9,12,16,24,10,2,9,36,4,5,6
SA0287,22,3,5,0,16,4,5,3,47,35,10,2,37,12,8,9,20,12,1,5,22,4,7,5
SA0288,58,13,8,2,63,18,6,7,212,78,26,10,100,35,26,15,53,23,3,10,55,10,17,9
SA0289,35,6,6,1,26,10,7,6,88,51,15,7,56,25,14,15,32,13,3,12,41,8,5,4
SA0290,60,16,17,2,61,23,9,2,222,101,32,10,109,44,23,23,55,29,8,19,61,11,13,7
SA0291,170,18,18,3,149,37,12,12,429,255,76,9,181,75,45,17,94,52,8,33,173,14,27,21
SA0292,571,681,733,512,1078,1749,2142,2028,2101,2817,2456,2190,582,701,672,729,294,440,378,464,795,715,1067,1106
SA0293,124,30,34,22,159,22,11,7,416,128,71,50,463,452,137,66,609,444,76,192,7549,1014,460,191
SA0294,2638,608,501,240,2929,61,29,40,7775,1330,873,596,2974,1109,649,333,2357,1010,434,680,5349,161,65,53
SA0295,6771,8724,10989,8356,6496,9844,8972,7823,19581,29388,30773,27576,10056,16563,20881,26927,6734,14447,17419,16234,22686,24107,31387,33434
SA0296,1832,566,419,149,1452,214,48,41,4416,1399,674,276,896,363,308,216,852,391,221,324,1373,195,167,95
SA0297,1992,1225,978,685,1839,596,258,177,4040,2404,1492,1092,1085,749,591,609,972,799,667,716,1421,397,271,187
SA0298,5617,4005,3288,2221,4563,2246,1673,876,7864,2666,1512,1144,5220,3678,3294,2580,4944,4062,2465,3525,3679,551,334,311
SA0299,158,165,159,121,50,29,16,13,184,150,132,104,120,108,108,163,404,563,700,615,135,85,64,56
SA0300,98,100,132,92,35,31,31,8,125,115,137,150,77,69,91,101,215,398,427,385,92,66,44,39
SA0301,366,458,504,433,194,98,98,48,428,512,459,606,281,342,341,448,857,1401,1423,1464,329,251,153,116
SA0302,337,390,422,333,139,123,75,49,612,595,482,387,227,299,312,345,579,1049,1178,1092,281,181,184,130
SA0303,8428,7367,8326,5309,5552,5286,3468,2830,16461,19709,17199,12824,1700,1980,2397,2814,3109,4058,3904,3991,948,540,504,410
nanA,7200,6193,6071,4204,4836,4187,2785,2102,14454,14891,13116,11085,1567,1780,1940,2276,2577,3190,2605,3110,661,380,386,312
SA0305,3661,2174,1426,911,4077,2122,1628,1191,7415,3939,2260,1718,1351,744,496,386,1622,1175,583,847,545,339,214,170
SA0306,3479,1070,957,413,1952,232,133,93,7957,2224,1547,1061,1757,672,530,479,1475,652,270,440,902,69,43,45
SA0307,4248,2366,1380,641,5059,2418,1339,634,8634,4267,2096,1052,1262,876,539,257,1824,1383,491,805,1133,472,214,115
SA0308,355,106,66,19,166,13,3,5,939,197,57,29,552,219,107,41,615,376,53,224,226,11,4,9
geh,269422,400835,395125,530470,106636,108588,100210,116331,1149046,2165637,2438779,4615489,247538,381212,480360,897381,243836,450908,651084,500127,196326,164890,177888,206650
SA0310,1434,382,237,115,1638,256,66,26,4612,724,424,201,1078,280,196,153,830,295,158,225,1035,104,46,56
SA0311,1141,337,227,243,1466,112,63,49,3331,570,353,420,1023,225,183,167,715,221,182,179,790,63,36,42
SA0312,1786,1800,1290,1118,1034,493,360,221,5804,5307,4179,4837,1936,1892,1717,1657,1953,2297,1820,1961,1809,1468,1265,768
SA0313,866,690,571,422,500,212,149,89,2272,2546,1915,1792,897,910,761,766,954,1215,835,1008,813,764,690,456
SA0314,1522,1307,997,652,897,392,239,135,4340,4225,3222,2658,1243,1385,1238,1097,1337,1952,1321,1591,1367,1330,1124,680
SA0315,1382,1419,1028,725,777,399,258,161,4062,4155,3089,2704,1300,1423,1248,911,1402,1839,1240,1371,1315,1268,1033,608
SA0316,1421,1521,1108,761,796,492,257,153,3976,4709,3406,2660,1387,1614,1361,998,1393,2123,1387,1571,1413,1538,1203,680
SA0317,4420,2770,1608,843,3399,1402,689,417,13286,9206,5333,2962,3257,2397,1779,1190,2691,2787,1419,1929,3064,1877,1600,882
ulaA,15543,18941,18222,12216,4600,4249,2111,1183,20831,24112,16398,10362,4128,5905,5699,4305,6405,11433,8330,10551,1072,792,590,336
SA0319,4525,5566,4618,3676,1504,1010,621,350,6174,6253,4177,3170,1267,1703,1540,1122,1801,3268,2328,2835,295,184,124,75
SA0320,6009,5193,5370,2756,1639,846,336,155,8538,7111,5088,1940,1735,1960,1562,1089,2651,3885,2443,3332,359,170,162,94
SA0321,26115,20839,20378,11753,7924,3029,1280,669,38623,20744,12945,6078,6018,5075,4208,2828,10130,12536,9365,11482,1492,549,476,285
SA0322,1461,298,233,109,1038,97,74,61,3530,493,319,219,1248,260,179,149,902,264,145,184,810,79,48,56
SA0323,209,209,161,92,157,72,32,24,572,598,380,204,243,253,222,183,197,246,159,192,178,72,38,40
SA0324,308,102,109,29,176,52,19,10,572,466,217,92,342,207,132,81,263,165,65,116,199,40,24,19
glpT,14012,12083,9188,6177,20438,19777,10255,3290,29755,19746,12408,8280,5918,5733,4903,3573,10977,12500,8930,10445,6240,3566,1854,660
SA0326,991,608,582,438,436,193,92,125,2377,1155,928,648,937,479,480,574,727,498,562,515,385,101,107,96
SA0327,1624,1225,1028,935,804,411,343,294,3367,2028,1500,1463,1263,807,774,960,922,781,960,819,673,268,229,179
SA0328,653,426,512,266,321,195,92,78,1632,1107,827,467,484,389,408,458,387,432,468,456,318,165,103,88
SA0329,1482,530,304,145,1248,305,105,29,3465,1192,500,187,836,465,246,137,910,567,178,309,1206,230,119,33
SA0330,985,412,312,179,866,147,75,38,2391,600,482,377,659,273,262,210,663,307,250,319,460,60,41,39
SA0331,21,7,5,5,9,0,1,0,85,32,15,8,18,12,13,4,16,8,3,4,14,1,0,1
SA0332,110,91,92,90,85,34,18,11,320,251,205,267,130,101,90,116,94,84,111,109,57,32,19,5
SA0333,289,187,151,88,146,43,32,13,845,520,341,300,306,234,180,197,231,199,150,200,163,56,50,16
SA0334,1047,492,436,147,980,189,83,51,2488,974,579,191,907,544,404,237,748,495,222,359,751,131,96,69
SA0335,761,396,336,170,695,143,87,50,1519,708,412,174,647,343,286,175,471,354,153,250,455,74,64,32
SA0336,1186,393,448,140,1107,179,49,27,4146,1142,684,189,801,488,422,246,566,466,237,424,821,108,64,58
SA0337,85,22,19,3,109,22,11,4,253,56,22,17,139,39,21,15,110,34,6,19,114,13,9,13
SA0338,216,50,43,26,236,64,34,4,598,205,95,46,348,133,85,51,279,135,53,101,337,56,33,23
SA0339,969,248,205,54,747,229,61,39,1931,916,423,116,892,472,283,150,765,551,144,323,1062,236,138,68
SA0340,1710,850,969,309,1109,336,119,45,3286,2375,1191,309,1231,1074,801,441,1296,1238,453,850,1374,324,205,85
SA0341,1584,448,361,55,1141,283,44,11,4147,1339,478,60,1526,730,455,135,1406,729,176,447,1423,134,64,25
SA0342,36621,37651,27780,16740,20901,6043,3410,1526,69774,54521,34014,21941,28516,29832,24693,16886,26430,35136,20955,29934,12780,6608,3872,1669
SA0343,1093,683,409,250,1321,801,623,540,3516,1993,1331,858,886,525,367,262,750,556,248,393,1058,612,512,442
metE,806,631,604,436,952,1114,824,805,3415,3775,3176,2373,593,558,610,626,590,738,637,715,891,839,961,1056
SA0345,221,196,219,146,380,334,178,139,1044,1125,1000,711,199,193,199,242,160,278,239,248,411,266,274,348
SA0346,48,31,17,9,127,22,7,8,271,131,59,52,47,28,12,11,46,26,13,15,159,28,12,17
SA0347,38,4,2,0,92,6,7,4,136,21,15,5,29,6,4,4,37,8,2,4,122,6,3,3
SA0348,1158,125,41,21,796,26,15,19,3266,272,83,54,1082,173,56,48,794,122,38,62,733,32,19,36
SA0349,1389,400,247,104,1284,128,67,109,4140,1142,456,196,1863,906,497,248,1363,791,305,544,1780,195,91,84
SA0350,884,162,140,28,714,61,12,14,2861,773,290,40,1117,524,316,123,891,491,169,309,1046,105,78,40
SA0351,8231,2857,1531,682,9909,1264,463,371,21886,6505,2509,955,9518,4951,2891,1440,6956,4193,1331,2538,9513,1592,703,424
SAS009,1445,354,310,61,1003,134,49,46,3762,869,335,47,748,340,160,44,843,562,112,331,950,101,42,32
rpsF,22490,16001,13549,10000,39551,28559,26976,20912,78301,49166,36192,36045,49840,43431,31130,25491,32519,33920,17487,26762,58297,46964,40285,27379
ssb,32788,26417,21821,18886,58463,49580,48837,45094,97516,67275,49173,51450,73662,64449,50087,41026,47138,50617,29371,40689,89272,76026,62613,48623
rpsR,12319,9551,8723,7123,23437,18595,14963,17688,38918,33216,25291,19429,37168,34277,26917,22597,21830,25819,12490,19891,39274,29849,33205,26447
SA0355,700,71,126,31,258,34,20,17,1163,467,305,82,623,174,157,108,617,215,98,192,345,35,47,45
SA0356,160,107,88,40,84,48,19,19,359,256,181,127,127,101,94,55,115,125,72,70,64,22,19,14
SA0357,608,307,361,65,334,208,75,30,2399,2668,1376,239,465,472,326,190,352,472,102,318,496,294,270,116
SA0358,32,3,11,1,37,16,5,6,148,43,18,3,35,21,11,7,37,15,6,6,37,12,15,7
SA0359,7835,2047,1687,445,6376,4724,3702,2779,30809,19479,13954,6495,3258,1730,1450,1382,2077,827,369,592,6419,1482,1663,1326
SAS010,2920,1031,1482,206,860,352,82,50,6123,5416,2916,364,1765,1463,1075,424,1525,1587,401,1138,1018,235,220,84
SA0360,23069,23275,13598,8954,34923,30846,36648,31901,70567,49125,33262,28073,9176,9054,7524,6095,6888,7138,3393,5563,16655,9790,7112,5271
SAS011,0,0,0,0,11,0,1,2,18,3,0,0,6,1,0,0,6,0,0,0,10,1,0,0
SA0361,673,129,93,23,621,287,86,17,1725,715,304,87,497,215,125,50,371,175,50,100,659,226,122,49
SA0362,628,87,92,14,273,10,3,5,1144,392,111,20,760,242,106,31,630,341,52,191,428,15,14,14
SA0363,3224,239,243,82,2128,199,126,67,5995,886,463,128,2485,401,235,105,2114,436,111,270,2221,179,229,174
SA0364,824,35,40,8,411,40,5,5,2431,224,114,6,491,76,50,26,470,86,27,43,501,42,58,28
ahpF,94035,148601,136731,129865,76452,138582,145891,160288,138583,200449,172613,183357,49256,72226,75694,76616,46289,96070,89796,96317,82673,101735,96304,106202
ahpC,47386,69249,67675,58382,41780,70657,66616,81122,68479,111360,97314,90442,28216,41525,42348,42167,26223,51717,42324,50602,41056,47602,56119,70009
SA0367,4603,5614,4881,3966,5643,7002,7861,6159,6777,7749,6031,5891,2673,3162,2950,2875,2044,2947,2163,2773,2222,1816,1857,1471
SA0368,16401,25600,26229,30538,5418,6985,6143,5569,7568,9245,8202,10084,6816,8908,10248,14072,13404,22009,33744,25816,6331,4925,4597,4309
tnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA0370,13361,4148,3273,2598,15845,2416,1546,819,29534,7669,6014,5376,10637,3052,2583,2081,8771,3116,2212,2501,13214,1800,999,824
SA0371,3222,961,1895,738,1513,332,96,74,6212,5134,4613,1735,2385,1567,1667,1579,2093,1971,1796,2124,1816,232,352,252
SA0372,6871,3414,2981,1150,5183,2843,873,394,21625,11851,7657,2683,3901,3243,3019,2280,2865,3120,2043,2447,3392,1268,923,340
xprT,21415,13895,12090,6946,14233,5878,2946,1099,50313,27869,16908,9718,17073,13421,10791,7722,16344,15393,8554,11869,17891,5779,3416,1539
pbuX,45996,39366,30730,21721,35863,19027,9871,4619,113008,69531,43857,31957,39733,32081,26425,21240,35841,35539,22553,28024,37394,15592,9437,4851
guaB,83103,72689,52696,38191,80311,50332,28027,12921,167398,136156,81176,57739,71391,67329,50865,38013,64227,70797,34836,51535,70834,36132,22913,11455
guaA,96807,107866,70767,49492,105972,80301,49854,21874,231356,199771,117875,84465,80419,90133,66874,47501,72672,100521,47387,72208,100156,66675,34976,15807
SA0377,71,9,7,1,43,3,3,3,193,37,4,2,77,24,7,2,72,22,1,7,76,8,4,8
SA0378,79,8,21,1,24,7,3,0,133,91,49,4,80,29,25,8,89,39,18,27,91,10,17,6
SA0379,11,4,1,0,4,1,0,0,4,13,6,0,30,10,6,1,57,24,6,13,31,1,11,4
SAS012,183,22,76,8,103,39,10,8,222,174,147,10,211,90,114,55,292,159,80,143,255,42,159,153
SA0380,224,119,166,80,165,122,39,32,385,414,297,107,174,194,176,150,100,159,139,124,178,85,71,44
SA0381,702,556,590,329,723,482,256,117,1738,1289,875,538,570,536,500,388,313,376,403,413,557,290,274,163
set6,135,66,78,26,96,53,14,17,323,245,221,149,111,79,80,75,97,76,43,81,76,22,29,23
set7,108,26,20,13,42,4,2,4,314,141,96,50,83,29,24,23,48,39,15,22,48,2,3,6
set8,131,54,29,35,86,5,1,14,419,141,69,26,168,83,52,46,125,133,74,85,99,10,7,4
set9,89,42,49,40,64,8,3,4,242,164,87,47,127,94,44,51,107,79,53,62,68,9,5,10
set10,138,38,35,17,49,7,1,2,328,118,71,43,128,66,34,36,114,67,26,40,72,7,8,10
set11,141,20,19,10,88,4,3,0,349,120,110,90,82,23,29,33,78,29,25,12,115,12,8,7
set12,49,0,13,0,21,2,1,0,106,60,32,11,47,9,12,5,37,19,4,8,27,4,0,2
set13,56,12,7,4,19,0,0,1,133,45,22,5,47,14,19,7,38,17,4,10,26,5,5,1
set14,399,24,19,6,151,7,3,2,818,107,67,14,311,108,54,19,259,97,17,51,200,3,3,5
SAS013,20,3,3,1,25,1,2,1,45,10,1,0,27,7,1,2,19,6,1,3,20,0,2,1
hsdM,6910,1702,690,406,6822,390,130,118,15522,2937,1012,1034,5655,1577,657,312,5102,1407,373,630,5028,301,100,155
hsdS,3872,894,385,98,3577,250,71,39,7376,2284,580,182,3484,1270,424,129,3229,1169,148,411,2960,238,96,76
set15,1242,356,350,97,689,97,38,12,2833,1724,812,212,4324,2994,2103,960,2789,2241,898,1631,8385,1926,1120,270
SA0394,2977,1273,1144,504,2337,569,237,91,6921,4102,2113,621,9972,7539,5703,2414,6362,5791,2090,3936,23599,6979,3446,868
SA0395,714,1072,1079,687,610,1080,1066,853,6384,9460,8922,6772,407,706,836,895,250,516,423,513,310,283,253,197
lpl1,37,2,0,1,41,0,1,0,85,1,2,1,51,3,0,0,39,0,0,1,30,0,1,1
lpl2,48,0,2,1,46,1,2,0,68,2,2,2,59,2,0,3,56,1,0,0,36,0,0,2
lpl3,85,1,3,1,143,1,2,4,204,5,3,1,121,4,4,3,94,2,3,0,106,0,1,3
SA0399,32,0,2,0,50,0,3,0,58,0,1,0,56,2,0,1,24,2,0,0,42,0,1,0
lpl4,18,0,0,0,30,0,0,0,34,5,1,1,27,5,3,0,11,4,0,3,18,3,0,0
lpl5,10,2,0,1,26,4,1,1,13,4,2,0,12,1,2,1,12,5,0,1,15,1,1,0
lpl6,9,1,1,0,8,6,1,0,22,8,2,0,12,6,3,1,13,8,1,1,5,1,0,1
lpl7,26,4,4,0,15,12,0,0,70,22,3,2,31,12,9,2,16,14,2,1,19,4,3,0
lpl8,71,15,5,0,26,16,2,3,159,47,13,4,87,32,15,6,54,35,2,10,37,9,4,2
lpl9,784,167,94,21,1284,106,34,23,2423,527,162,63,986,305,109,44,434,185,25,81,494,49,22,15
SA0406,1319,361,166,44,1834,214,58,23,4700,1173,268,122,1347,479,217,68,694,364,61,177,1191,115,52,22
SA0407,426,49,73,9,395,53,9,2,1173,464,105,19,412,167,74,17,242,119,19,68,299,23,21,10
SA0408,506,169,84,17,609,90,17,7,1940,659,158,33,497,257,109,31,335,196,28,79,435,76,23,12
SA0409,54,10,12,2,57,14,5,10,152,54,28,8,73,25,9,3,45,23,5,16,86,6,17,8
SA0410,167,60,40,32,125,31,27,61,373,116,82,92,145,71,48,47,136,80,51,44,108,15,8,11
SAS014,18,7,10,3,20,2,1,0,2213,217,144,62,164,28,15,20,19,6,3,9,49,3,6,3
ndhF,3345,988,825,680,5343,147,113,99,6935,1306,903,1158,1799,376,270,289,1660,401,383,350,1734,116,83,88
SA0412,12899,11602,10443,11392,17410,3366,1553,915,22718,16409,11959,19462,6081,4801,4013,4844,5654,5364,6291,4838,4366,1575,914,851
SA0413,4038,2043,1986,1379,2954,776,226,109,10531,4603,3147,2715,2024,1209,952,963,1972,1551,1618,1308,2237,442,193,169
SA0414,26,3,1,0,26,0,0,0,9,0,0,0,58,2,0,0,47,0,0,0,47,0,0,0
SA0415,2677,719,688,130,1748,377,25,14,6659,2055,787,215,2494,1081,549,244,2034,1037,263,590,1931,200,65,48
SA0416,3549,1629,1129,423,3045,1065,165,73,8759,3522,1339,630,3103,1804,931,461,2531,1854,498,981,2843,570,164,86
SA0417,340,144,129,58,489,85,29,22,1037,299,125,106,543,204,135,77,441,176,79,159,315,59,33,18
cysM,869,209,99,68,1234,90,61,42,446,100,50,32,806,260,134,65,951,330,77,148,712,67,36,26
metB,2291,1262,833,523,3230,453,233,147,1596,661,335,273,1731,982,599,468,2261,1585,821,1043,2148,409,169,147
SA0420,521,86,40,29,671,140,65,38,566,77,27,10,403,95,53,30,654,207,57,106,844,71,40,27
SA0421,279,66,35,29,421,139,52,29,254,66,19,7,216,93,55,20,361,130,32,53,574,83,45,25
SA0422,1087,615,580,323,1431,884,498,404,1766,1045,870,617,867,657,554,581,1077,940,629,731,1719,686,709,980
SA0423,39003,16925,8542,4202,27047,3173,1004,976,89264,31089,14863,7894,42692,25124,14667,9109,34373,22125,6107,13387,27947,6096,2248,1158
SA0424,2054,1160,1184,219,1361,802,252,96,5343,3467,2163,472,1251,1356,1098,617,1112,1498,513,1107,1109,554,406,188
SA0425,945,640,487,268,689,356,252,171,2514,1287,808,429,673,472,399,323,586,514,285,422,542,172,138,95
SA0426,2174,1345,1071,619,1546,814,649,481,5367,2939,1704,1256,1332,922,707,617,1229,1004,548,848,1153,365,249,235
SA0427,2289,630,418,111,1435,178,39,19,5463,1472,533,161,1908,760,330,137,1359,635,135,310,1382,167,82,70
SA0428,2439,359,144,75,1651,55,20,15,5805,584,168,90,2157,338,124,91,1466,309,77,121,1475,53,21,22
gltC,321,9,3,3,237,4,3,0,742,24,9,3,220,12,5,4,233,7,4,7,212,4,1,5
gltB,728,781,705,873,393,105,68,64,1630,1672,1453,2275,544,550,559,780,512,623,1006,649,651,180,97,66
gltD,368,458,446,461,293,132,74,56,921,999,726,1139,340,347,321,397,311,335,544,355,318,190,69,29
SAtRNA03,1263,803,1079,746,1210,888,2596,3375,1716,415,543,1063,501,342,332,827,388,385,644,588,458,600,869,1149
treP,86208,32688,21424,14078,139995,25750,8853,3332,198165,27207,17016,18810,955,674,694,1129,1277,1135,1789,1337,685,338,311,407
SA0433,13003,6396,3523,2211,25980,8048,3093,1548,29546,9106,3947,3766,1003,546,412,476,743,619,578,506,779,184,122,170
SA0434,5653,2894,1587,857,10626,4409,1629,791,10968,4714,1823,1563,892,354,216,171,724,356,238,267,766,117,73,79
SA0435,1123,188,118,64,518,30,25,37,2486,368,188,107,934,247,122,90,876,257,94,138,631,17,9,19
dnaX,15428,4939,2951,1720,11387,1554,928,574,32415,8097,4036,3066,12531,4581,2660,1823,9819,4468,2080,2802,9003,995,531,356
SA0437,10064,6431,3151,1467,13508,7026,5311,2535,23291,12344,5868,3638,9818,6076,3555,2099,6428,5062,1255,2597,8599,4584,2877,1233
