gene_ID,C1_81,C1_82,C1_83,D1_81,D1_82,D1_83,E1_81,E1_82,E1_83
SKAG_01325,0,0,0,0,0,0,0,0,0
SKAG_01324,2600,2726,3499,1239,1293,1850,1331,1628,1370
SKAG_00513,2,2,3,2,2,3,2,2,3
SKAG_01103,12956,13728,15584,5129,6381,8022,5989,7742,6222
SKAG_01102,6832,7562,7381,3132,4282,5134,4548,5280,3450
SKAG_01101,312,366,330,72,145,148,140,179,110
SKAG_01100,163,241,155,44,75,82,73,87,46
SKAG_01106,129338,86549,98608,85905,80262,89373,81634,104728,88010
SKAG_01105,256,206,263,167,161,231,183,240,158
SKAG_01104,1613,1664,2010,429,459,579,577,832,636
SKAG_01109,0,0,0,0,0,0,0,0,0
SKAG_01108,2616,2651,2166,1038,1689,1830,1709,1773,1016
EBG00001171017,140,164,181,89,60,54,45,94,98
EBG00001171016,0,0,0,0,0,0,0,0,0
EBG00001171015,0,0,0,0,0,0,0,0,0
EBG00001171014,57,0,68,15,0,0,29,0,28
EBG00001171013,3,1,0,2,2,5,2,2,4
EBG00001171012,10819,7710,6191,11244,13999,13275,8480,9698,26519
EBG00001171011,2,2,2,1,1,2,2,2,1
EBG00001171010,1,1,1,1,1,1,1,1,1
EBG00001171019,297,311,380,289,201,210,186,253,342
EBG00001171018,281,315,382,276,168,153,168,214,274
SKAG_02039,2440,2549,2702,651,712,847,855,1007,630
SKAG_00601,87051,90696,85791,31885,38521,44967,39229,50109,31943
SKAG_02487,11753,10988,8700,14727,21644,21232,19548,16645,11713
SKAG_02486,1971,1939,1540,2007,3678,3141,4108,3067,1987
SKAG_02485,3238,3239,3281,3541,4202,5372,3431,3791,3572
SKAG_02484,2430,2468,1806,2245,3793,3458,3421,2979,1785
SKAG_02483,10287,10155,7596,9029,15147,13104,14257,13162,6836
SKAG_02482,2003,1895,1753,1865,2860,2776,2867,2834,1673
SKAG_02481,12360,11487,9488,11624,16539,16944,14336,14961,9215
SKAG_02480,20633,20680,18380,17434,23062,25945,22462,23940,14812
SKAG_01478,1669,1478,1809,518,735,933,644,1125,816
SKAG_02489,854,979,685,1069,3161,1916,2695,1231,914
SKAG_02488,3328,3258,2581,4391,8557,6693,7859,4963,3243
SKAG_02317,10267,10384,9641,3870,4309,5290,4080,5568,4216
SKAG_02640,59988,54592,53794,44785,54300,68426,48264,70889,53751
SKAG_02315,32328,31226,27776,13068,13774,16038,12529,16728,13894
SKAG_02314,10907,10829,8486,3640,4603,5559,5204,6657,4011
SKAG_02313,1045,926,1162,434,486,544,382,549,535
SKAG_02312,9006,9179,8602,2646,3210,3642,3463,4668,2856
SKAG_02311,775,833,678,260,362,525,382,484,352
SKAG_02310,8282,9123,8411,2697,2598,3832,2984,3719,2236
SKAG_02649,11021,11397,11275,5211,5874,7531,5638,7587,5705
SKAG_02648,13058,14042,14902,4212,4637,5655,5487,6392,4298
SKAG_02319,1287,1625,1491,370,455,646,617,839,521
SKAG_02318,51959,54912,45038,19451,23499,25032,23540,27959,18733
SKAG_01348,5520,6199,6555,1742,1983,2209,2276,2378,1574
SKAG_00298,2459,2371,2714,1496,1757,2200,1694,2096,1561
SKAG_02009,12830,12448,12740,4538,6436,7352,5863,9367,6390
SKAG_02008,13826,14137,14691,3724,5686,6362,5599,7976,5460
SKAG_02003,18721,19087,18321,6979,7926,9698,8398,10271,7385
SKAG_02002,18370,20974,15094,5483,9465,9000,10552,11319,5362
SKAG_02001,10340,11207,10341,5527,7262,8599,8096,7673,5207
SKAG_02000,54615,58087,61660,22377,25010,30363,24709,29253,20634
SKAG_02007,40532,42992,44950,21163,23468,28316,22393,25358,19048
SKAG_02006,10379,11341,12540,3639,4485,5137,4388,5227,3915
SKAG_02005,9315,6916,7338,3350,4345,5570,5626,11215,6582
SKAG_02004,6856,7219,7254,3100,3363,4411,3417,4338,2914
SKAG_00952,10676,10983,11786,3022,3648,4646,4367,6113,3799
SKAG_02126,85,109,105,17,20,22,26,34,18
SKAG_00954,841,876,858,146,229,313,324,586,263
SKAG_02269,0,0,0,0,0,0,0,0,0
SKAG_02268,0,0,0,0,0,0,0,0,0
SKAG_02267,25,20,19,12,21,37,19,31,15
SKAG_02266,617,607,631,338,379,551,485,570,370
SKAG_02265,130,165,97,81,106,146,147,114,84
SKAG_02264,158,152,141,90,118,177,129,125,99
SKAG_02263,5,5,2,3,3,6,6,3,2
SKAG_02262,0,0,0,0,0,0,0,0,0
SKAG_02261,0,0,0,0,0,0,0,0,0
SKAG_02260,0,0,0,0,0,0,0,0,0
SKAG_02469,91034,90640,90723,36733,43648,52810,44168,62346,40606
SKAG_02468,4477,5172,4261,1096,2597,1870,2937,2909,1137
SKAG_02461,21872,25820,21567,6167,7765,8933,9067,11997,5853
SKAG_02460,31273,35274,38127,7431,8978,10830,9327,13491,8330
SKAG_02463,28826,30490,32525,9565,12555,15435,12261,16103,12032
SKAG_02462,288316,312557,287627,77245,101594,115137,95893,150865,97879
SKAG_02465,5580,5902,5848,2658,2968,3595,2910,3735,2749
SKAG_02464,117628,130489,136692,44576,51176,60825,49917,64201,44096
SKAG_02467,10310,9975,10367,4202,4751,5838,5096,7644,5175
SKAG_02466,4165,4663,4515,1485,1979,2342,2064,3027,1857
SKAG_03512,1354,1517,1646,404,383,421,472,566,460
SKAG_02047,209,167,179,95,149,263,113,164,155
SKAG_03510,2573,2828,2988,974,811,960,987,1063,931
SKAG_03511,2397,2656,2836,881,726,823,883,935,832
SKAG_03516,0,0,0,0,0,0,0,0,0
SKAG_03517,80,82,92,5,0,16,36,32,7
SKAG_03514,0,0,0,0,0,0,0,0,0
SKAG_03515,0,0,0,0,0,0,0,0,0
SKAG_03518,260,285,341,16,0,47,125,98,21
SKAG_03519,13,18,19,4,8,12,12,10,7
SKAG_02045,9103,8835,8245,7657,8217,10124,7627,6812,6131
SKAG_00518,0,0,0,0,0,0,0,0,0
SKAG_02865,29,29,27,5,20,26,22,13,7
SKAG_02864,71,37,157,61,11,110,0,49,65
SKAG_02867,19,19,14,4,6,8,18,10,12
SKAG_02866,0,0,0,0,0,0,0,0,0
SKAG_02861,7312,7204,4920,3756,5261,6091,7113,6653,3228
SKAG_02860,49996,37334,34722,23650,29810,32301,40309,58160,31169
SKAG_02863,0,0,0,0,0,0,0,0,0
SKAG_02862,2,2,2,1,2,2,2,2,2
SKAG_02043,82,111,101,68,46,85,62,54,59
SKAG_02869,1676,1584,1555,810,982,1488,921,1158,972
SKAG_02868,1133,981,950,450,766,1183,559,888,618
SKAG_02042,15084,15318,14053,8110,9718,11175,8816,8880,5559
SKAG_02880,29053,22134,25161,8912,11857,14174,10732,18148,12933
EBG00001170980,0,0,0,1,1,0,0,0,1
EBG00001170981,1,1,1,1,1,1,1,1,1
EBG00001170943,1,1,1,1,1,1,1,1,1
SKAG_02440,53302,56576,54313,27848,33293,37435,30912,34474,23194
SKAG_02919,10,10,8,2,7,10,8,23,14
SKAG_02918,3,4,4,2,13,6,7,6,6
EBG00001170988,0,0,19,0,0,0,0,0,0
SKAG_02910,0,0,0,0,0,0,0,0,0
SKAG_02913,0,0,0,2,0,2,0,0,1
SKAG_02912,18886,16465,21048,11906,12822,15744,14151,16888,13399
SKAG_02915,0,0,0,0,0,0,0,0,0
SKAG_02914,0,0,0,0,0,0,0,0,0
SKAG_02917,45,55,52,29,66,48,58,63,42
SKAG_02916,694,746,489,92,209,162,228,310,87
SKAG_00649,62947,68244,61420,19739,24153,26645,23130,28035,18633
SKAG_00648,11621,12711,12431,2366,2455,3431,2750,3856,2300
SKAG_00643,101,98,55,13,44,62,48,54,23
SKAG_00642,21032,21374,20553,9600,10613,12856,10931,13126,8988
SKAG_00641,1213,1219,1092,391,566,653,438,647,392
SKAG_00640,194,259,245,58,145,128,133,134,90
SKAG_00647,3850,3893,5033,1688,2277,2459,2316,2308,1793
SKAG_00646,14236,16462,14964,6276,9848,10341,11435,10023,6274
SKAG_00645,3118,3591,3545,1195,1932,2037,2229,1882,1165
SKAG_00644,29507,32600,36240,11755,14953,17670,15544,17154,12274
SKAG_01598,13256,12621,11529,9559,10009,12519,9782,8462,7203
SKAG_01599,6472,6550,5923,3320,3506,4705,3596,3526,2941
SKAG_00511,54,43,53,30,43,44,30,55,38
SKAG_00510,15707,15760,16126,4107,4676,5825,4725,7195,4862
SKAG_00517,0,0,0,0,0,0,0,0,0
SKAG_00516,126,127,103,60,71,76,76,94,38
SKAG_00515,1638,1555,1779,831,967,1243,1009,1139,853
SKAG_00514,399,344,271,122,296,201,250,259,130
SKAG_01590,3658,3539,3230,2176,2052,2784,2576,2025,1843
SKAG_01591,1550,1556,1611,935,1009,1308,988,913,954
SKAG_01592,1283,1379,1509,691,752,1108,844,686,869
SKAG_01593,2502,2637,2385,1438,1845,2290,1851,1782,1560
SKAG_01594,4040,3768,3491,2417,2896,3542,2743,2617,2093
SKAG_01595,2123,1993,1895,1478,1667,2211,1715,1548,1152
SKAG_01596,2870,2531,2420,1867,2065,2442,2210,2011,1796
SKAG_01597,3005,2684,2384,1890,2070,2543,2130,1991,1667
SKAG_02647,17705,18470,19455,7728,8930,9652,9707,10794,7456
SKAG_01914,31475,27719,28503,13669,17616,21388,22627,37330,24397
SKAG_01915,14566,13494,15172,6194,7801,9649,11086,18252,12665
SKAG_01916,2098,2224,2132,542,821,953,1552,2454,1126
SKAG_01917,34289,29641,29718,6443,10164,11186,13741,28408,14989
SKAG_01910,1604,1648,1392,2338,2486,3186,2550,1763,1658
SKAG_01911,4589,3306,4158,2009,2140,2362,2464,3335,2542
SKAG_01912,28291,26069,26416,13249,15582,19484,18552,29448,20078
SKAG_01913,23,8,9,19,18,21,19,28,23
SKAG_00427,14110,14407,15498,5078,5956,7119,5953,7669,5082
SKAG_00426,24110,26209,22821,6908,7942,9980,9281,12263,8410
SKAG_00425,45725,49448,42212,13334,16594,17502,17737,19918,14098
SKAG_00424,308,542,172,26,163,90,290,155,41
SKAG_00423,1617,2413,885,196,1311,497,2028,909,156
SKAG_01919,44535,47727,40568,19320,22518,25763,25613,32110,18275
SKAG_00421,1591,1873,1577,332,506,601,628,954,625
SKAG_00420,48019,45517,35784,16201,22923,24615,25189,35598,18086
SKAG_01778,653,821,868,344,425,562,358,423,422
SKAG_01779,505,586,595,188,238,319,265,350,227
SKAG_01774,1817,2006,2039,671,936,1248,829,1275,952
SKAG_01775,1489,1547,1658,432,567,911,536,841,554
SKAG_01776,603,615,534,227,435,619,294,464,331
SKAG_01777,394,549,479,164,259,265,320,290,173
SKAG_01770,1634,1772,1822,1471,1963,2241,1906,3660,2275
SKAG_01771,1115,965,911,1006,1319,1554,1198,2064,1452
SKAG_01772,3163,2894,2899,3188,4184,4786,3466,5651,4033
SKAG_01773,6905,7012,6540,6539,7606,9630,7154,9962,6953
SKAG_00355,32648,30795,31515,34678,38610,50221,36301,40514,35434
SKAG_00354,10045,9458,10036,5890,8447,11323,7019,9929,8044
SKAG_00357,7075,7297,7927,2345,2602,3396,2846,3728,2205
SKAG_00356,3564,4307,3987,1321,2018,1810,2323,1758,1100
SKAG_00351,18214,20905,14976,7223,12413,10561,13358,14963,7048
SKAG_00350,20060,21353,20527,9555,12254,13904,12857,16146,9581
SKAG_00353,4354,3782,4044,2192,3400,4573,2586,4581,3532
SKAG_00352,6703,7102,7078,2535,3416,4051,3718,5072,3008
SKAG_00359,14449,14389,17907,5133,5935,6942,5432,6458,4993
SKAG_00358,2298,2394,2412,678,720,1059,869,1112,696
SKAG_01358,66,65,64,37,62,59,68,53,32
SKAG_01359,418,395,397,288,365,424,365,317,227
SKAG_01356,8948,9891,9131,3694,4657,5194,4334,5024,3700
SKAG_01357,13099,13824,12722,6425,7816,9461,7983,8349,5846
SKAG_01354,17395,21298,13873,4780,11244,9778,18627,22387,6952
SKAG_01355,698,719,597,556,321,408,418,476,274
SKAG_01352,6953,7156,7113,2219,3777,3541,4184,3751,2489
SKAG_01353,24557,28242,16810,21245,30297,30541,31895,23691,11945
SKAG_01350,7524,7917,7317,3000,3546,4382,3966,4272,2599
SKAG_01351,53613,44899,42971,45603,41564,48444,44420,41603,33951
SKAG_01176,5,6,9,6,5,12,5,6,7
SKAG_01177,1764,1486,1491,984,1069,1442,1124,1364,940
SKAG_01174,40,25,21,12,17,24,18,19,17
SKAG_01175,2032,1614,1528,893,1276,1696,1149,1487,973
SKAG_01172,0,0,0,0,0,0,0,0,0
SKAG_01173,0,0,0,0,0,0,0,0,0
SKAG_01170,1426,978,1080,882,1050,1223,1044,1118,835
SKAG_01171,5,4,3,2,2,4,6,5,2
SKAG_01178,3876,3416,3351,2074,2632,3059,2257,2825,1994
SKAG_01179,5480,5288,4883,2154,2806,3943,2696,3751,2665
EBG00001171062,454,356,398,395,338,390,347,345,439
EBG00001171063,30,35,30,11,36,46,60,74,58
EBG00001171060,114,46,30,57,91,57,43,50,105
EBG00001171061,781,963,549,181,631,346,727,585,164
EBG00001171066,5,1,2,1,2,4,3,9,6
EBG00001171067,120,93,145,70,86,94,79,97,74
EBG00001171065,1,1,1,1,3,2,0,1,7
EBG00001171068,144,125,125,54,85,152,59,123,91
EBG00001171069,1,1,1,1,1,1,1,1,1
SKAG_01711,16272,12445,13053,7822,10284,13016,16975,35063,24705
SKAG_01008,17013,14224,15556,9188,11219,13124,10673,15196,10654
SKAG_01009,9494,8362,8851,6794,8119,9516,7608,9438,6270
SKAG_01002,5375,6294,4124,1134,1612,1643,1924,2361,681
SKAG_01003,11491,15032,11795,2629,4047,3441,4353,4788,1934
SKAG_01000,43413,44290,46827,12411,15471,17944,18856,35120,26636
SKAG_01001,1880,3019,1307,1073,2153,1253,2844,2027,733
SKAG_01006,275,318,146,92,231,204,199,237,72
SKAG_01007,12588,12158,9802,5640,6391,7379,8371,11027,5788
SKAG_01004,20802,14565,14549,17134,16101,19018,19431,22467,16029
SKAG_01828,114775,105683,78185,187789,198355,220456,173364,133241,113989
SKAG_02674,2059,2077,1821,684,1030,1232,1013,1534,813
SKAG_02675,2197,2131,1756,557,790,1153,1203,1475,757
SKAG_02676,2929,2951,2221,874,1313,1553,1484,2065,1135
SKAG_02677,9223,9629,7720,1246,1828,1786,2158,2960,1262
SKAG_02670,1,1,1,0,1,0,0,1,0
SKAG_02671,3294,3254,3135,923,1290,1658,870,1641,1050
SKAG_02672,2441,2203,2237,937,1237,1878,1035,1403,1060
SKAG_02673,36496,32555,32994,11214,18843,28078,20416,40654,28260
SKAG_02678,0,0,0,0,0,0,0,0,0
SKAG_02679,591,783,395,255,483,335,607,458,168
SKAG_01829,259286,225383,193760,474836,492775,596859,369209,310187,315341
SKAG_02132,80,65,23,26,37,66,69,57,15
SKAG_02588,19772,19112,19899,12045,14375,16634,12618,14053,11376
SKAG_02589,18481,18156,18460,9344,11023,13676,10756,13477,9203
SKAG_02587,11916,12590,12658,5771,7633,8670,6927,8126,5599
SKAG_02584,16488,18084,14490,6337,8387,9374,8997,10219,5798
SKAG_02585,64590,66680,72229,30882,34709,42565,33690,36766,30355
SKAG_02582,13448,15096,14520,4025,4846,5779,5523,6020,4421
SKAG_02583,7921,8212,7262,3440,4034,4465,3846,4535,3424
SKAG_02580,24429,25368,32333,12064,13467,15979,11248,13992,11439
SKAG_02581,21879,25057,27712,9487,11377,13562,10947,12450,10108
SKAG_02078,30,28,28,11,15,18,20,22,24
SKAG_02079,669,631,712,229,241,386,251,391,287
SKAG_02076,4806,4213,3616,4204,4561,5731,4818,4871,3770
SKAG_02077,10217,11717,9893,2259,2258,2744,2476,3613,2174
SKAG_02074,4923,4582,4925,5376,5821,7260,5635,5247,5225
SKAG_02075,10651,8786,8675,11637,12970,15128,11162,11374,10299
SKAG_02072,269,322,362,69,194,197,148,308,162
SKAG_02073,2370,1812,2075,514,763,1201,551,1179,782
SKAG_02070,16231,17703,18680,4644,5229,6654,7063,9754,5380
SKAG_02071,1474,1491,1504,1065,1580,1738,1684,3706,2405
SKAG_01448,36055,46096,35296,1710,2766,3463,5728,11071,3134
SKAG_02037,53,92,70,38,66,75,58,60,61
SKAG_01449,2680,2238,2594,1683,1584,1954,1814,1891,1333
SKAG_01718,1668,1697,1776,706,832,921,733,985,800
SKAG_02038,177,274,91,36,294,74,427,139,35
SKAG_02292,2113,2329,2418,360,428,698,494,795,496
SKAG_02293,2,15,6,3,2,2,2,2,2
SKAG_02290,61601,63798,68732,19177,24512,29078,24161,32732,22151
SKAG_02291,2525,2946,2282,570,1135,1158,976,1613,825
SKAG_02296,1040,1532,1481,245,491,492,976,969,364
SKAG_02297,5783,7132,7417,1619,2709,2806,3754,3959,2252
SKAG_02294,26260,30177,27574,8884,10011,11415,11077,11917,7446
SKAG_02295,22043,22664,24532,9919,11299,13236,10552,11987,9402
SKAG_02298,54373,55438,53351,22580,25153,29792,27943,34113,24912
SKAG_02299,37549,40903,32197,12343,15179,17980,18406,22017,12592
SKAG_02102,2313,2730,2500,865,1016,1222,1143,1490,1093
SKAG_02103,113501,122555,135738,50559,61712,70293,65403,82563,61425
SKAG_02100,16246,16798,18504,6306,7312,9970,8577,10175,7781
SKAG_02101,4199,2709,2681,825,1087,1698,1625,3409,2249
SKAG_02458,8907,9329,9466,4608,5199,6671,5238,6187,4538
SKAG_02459,28707,30458,32156,9675,10248,13091,11401,12929,8811
SKAG_02104,94195,98848,112971,40505,50026,59186,54174,69847,53412
SKAG_02105,17653,19705,21676,6884,8312,10512,8848,12616,8405
SKAG_02454,28167,28995,29807,12843,16197,19807,15357,19389,13595
SKAG_02455,437,540,485,315,226,275,313,393,288
SKAG_02108,0,0,0,0,0,0,0,0,0
SKAG_02457,5843,6419,6451,2541,2990,3982,2924,3581,2947
SKAG_02450,46976,47254,48026,22973,25141,31374,23524,25714,20151
SKAG_02451,63586,60859,62719,29725,32777,38629,30229,36102,28224
SKAG_02452,198370,192835,202657,42167,52442,62763,70644,110498,65636
SKAG_02453,5450,5937,6144,2625,3051,3609,2794,3504,2434
SKAG_02858,19932,22598,23881,7257,8822,11327,9816,14582,8997
SKAG_02859,5108,7156,3220,705,1594,1161,2372,2425,466
SKAG_03503,0,0,0,0,57,0,0,81,61
SKAG_03502,3,21,3,1,3,5,3,3,2
SKAG_03505,0,0,2,1,2,2,1,4,3
SKAG_03504,21,32,33,5,8,12,6,12,5
SKAG_03507,97,183,174,37,33,40,52,65,53
SKAG_03506,1,1,1,1,2,1,1,1,1
SKAG_03509,1716,1892,1963,635,561,666,676,752,665
SKAG_02851,16331,15920,16171,8835,11196,13555,10198,14619,10756
SKAG_02852,6567,6270,7094,3036,4116,4582,3476,5458,3744
SKAG_02853,6641,7343,8237,2217,3124,3542,2989,4897,3040
SKAG_02854,7474,7929,7974,1878,2268,2692,3002,4360,2748
SKAG_02855,1,1,1,1,1,0,1,0,0
SKAG_02856,560,648,745,95,111,167,92,220,91
SKAG_02857,1401,951,905,553,826,821,922,2722,1540
SKAG_00300,46932,43947,48152,17525,23432,29262,19756,34531,27033
SKAG_00742,95334,82405,90064,32492,44161,50626,48623,78421,49083
SKAG_00743,79555,69685,76053,31732,39266,45180,42777,65905,42282
SKAG_00740,30859,30983,31088,14610,17825,21815,18508,23134,16667
SKAG_00741,68979,57778,60862,28127,33345,38615,36651,55316,39595
SKAG_00746,5406,4130,4394,3004,3363,3999,3548,4087,2701
SKAG_00747,28736,23183,23955,13667,16848,19275,18983,21016,12126
SKAG_00744,6224,6325,5219,2356,2840,3484,3319,3894,2275
SKAG_00745,35150,36784,32676,12101,16512,16533,17468,19650,10463
SKAG_00748,211,235,138,46,78,66,140,113,40
SKAG_00749,3504,3350,3318,1045,1227,1663,1312,1779,1231
SKAG_02928,10002,11091,11387,3645,4525,5428,3897,5468,3255
SKAG_02929,5648,5995,5715,2922,3182,4053,2921,3349,2273
SKAG_00301,778,705,793,311,430,507,496,574,352
SKAG_02924,0,0,0,0,0,0,0,0,0
SKAG_02925,9,12,19,7,8,19,9,9,10
SKAG_02927,738,825,708,281,408,485,477,535,299
SKAG_02920,15655,14064,15122,6063,7579,9099,8116,9513,7663
SKAG_02921,39661,41015,43894,24881,28235,38266,33766,44286,32814
SKAG_02922,25343,23966,23841,14999,17652,22561,20163,30091,23510
SKAG_02923,0,3,2,3,3,6,5,3,7
SKAG_00988,2886,3046,3542,1203,1426,2170,1433,1726,1425
SKAG_00989,32,36,52,11,16,26,12,13,11
SKAG_00638,51,54,29,13,52,22,51,42,7
SKAG_00639,86,68,66,2,83,84,66,78,24
SKAG_00980,26498,28845,29499,9737,11693,14987,11206,16415,11837
SKAG_00981,85665,63251,63942,69863,70314,84964,69330,77758,59632
SKAG_00982,2998,2583,3050,1506,1549,2245,1940,2874,1478
SKAG_00983,17278,16706,17460,6967,8573,10493,8746,11928,8076
SKAG_00984,14419,14230,11927,6222,8512,9241,7710,9106,5473
SKAG_00985,1738,2274,2250,587,850,923,831,886,637
SKAG_00986,23387,24358,25205,7309,8189,11095,7608,9936,7047
SKAG_00987,1102,945,1181,541,519,736,526,580,510
SKAG_00294,74576,71565,73205,16711,19024,22031,26487,41994,24302
SKAG_00295,84,94,50,13,46,60,51,74,23
SKAG_00296,7931,7988,7540,3025,4183,4950,4194,5508,3388
SKAG_00565,0,0,0,0,0,0,0,0,0
SKAG_00290,60275,60299,63831,26157,33045,39816,29483,42593,33657
SKAG_00291,18533,19375,20605,2954,3186,4013,4450,7264,3817
SKAG_00292,2290,2347,2308,62,50,39,1382,1684,973
SKAG_00293,6880,6993,7537,3012,3921,4627,3750,4859,3621
SKAG_01587,3693,3753,3386,1807,2127,2756,1985,1844,1636
SKAG_01586,11152,10355,10068,5547,6283,8033,6043,6165,5403
SKAG_01585,178,211,179,70,146,121,147,147,85
SKAG_01584,1363,1341,1365,607,672,842,936,820,597
SKAG_01583,2186,2174,2574,915,1033,1416,1371,1249,1080
SKAG_01582,904,654,539,1052,821,804,656,603,1343
SKAG_01581,1119,1185,1066,498,611,699,709,555,489
SKAG_01580,1856,1793,1655,910,923,1247,1107,936,811
SKAG_00307,9808,8806,9720,4097,5565,7368,5147,6657,5090
SKAG_01472,16391,15408,18310,6849,9356,11463,9416,13618,10326
SKAG_01437,13620,13641,12781,5762,6932,8653,6498,8863,6331
SKAG_01909,1587,1768,1550,2288,2449,2875,2309,1616,1448
SKAG_01908,4746,4747,3777,5005,5019,5778,5442,4106,2732
SKAG_00439,794,810,815,291,497,671,391,694,536
SKAG_01903,520,769,445,68,154,173,258,339,169
SKAG_01902,756,766,888,238,385,453,265,424,357
SKAG_01901,50,40,39,18,32,39,33,30,25
SKAG_01900,1362,1384,1208,631,708,1106,752,877,619
SKAG_01907,46478,41905,46528,6062,7521,9978,10963,17181,8946
SKAG_01906,1,1,1,3,3,7,0,2,4
SKAG_01905,0,0,1,0,0,3,0,0,1
SKAG_01904,102,109,96,0,0,0,20,53,0
SKAG_00180,326,360,452,39,91,99,108,119,74
SKAG_00181,274,269,297,95,186,185,131,180,124
SKAG_00182,233,284,236,90,190,176,171,187,87
SKAG_00183,712,731,734,241,317,441,306,488,264
SKAG_00184,620,688,656,155,224,287,222,355,177
SKAG_00185,465,496,491,131,153,154,179,244,177
SKAG_00186,5380,6163,5951,1956,2460,2593,2596,2970,1901
SKAG_00187,17,19,21,10,11,13,12,12,10
SKAG_00188,36269,37535,37735,18221,21122,23720,19182,23497,17446
SKAG_01925,962,855,847,528,784,1033,679,1324,997
SKAG_01924,17125,14250,14767,5980,7131,8970,7288,8277,6221
SKAG_00368,139,186,137,47,69,66,108,84,33
SKAG_00369,0,0,0,0,0,0,0,0,0
SKAG_01761,327355,336158,337971,82700,91697,115400,109105,161792,102954
SKAG_01760,0,0,0,0,0,0,0,0,0
SKAG_01767,2500,2418,2635,1602,2280,2954,2376,4020,2588
SKAG_01766,554,465,481,235,423,560,280,527,322
SKAG_01765,633,551,519,264,416,626,396,596,373
SKAG_01764,3701,4021,3755,1105,1539,2277,1423,2345,1408
SKAG_00360,4817,4838,4866,1970,2728,3212,2761,3256,1978
SKAG_00361,12809,12980,13272,4444,5483,7105,5373,7264,4944
SKAG_00362,59951,79821,85323,17580,21258,24712,24808,33822,18662
SKAG_00363,136736,151885,151333,53217,59217,70907,63904,77403,56448
SKAG_00364,1032,1353,1263,300,547,489,709,810,389
SKAG_00365,8,5,2,3,33,6,31,9,2
SKAG_00366,20,23,9,7,56,6,58,13,2
SKAG_00367,7,2,3,1,1,3,3,5,3
SKAG_01929,1446,1218,1355,583,1067,1634,784,1541,1089
SKAG_00168,21224,23702,20106,6269,8358,10052,8710,12190,6174
SKAG_00169,3810,4303,3970,1265,1565,2048,1478,2316,1453
SKAG_01928,361,319,330,134,181,249,98,244,176
SKAG_00162,29475,32549,30282,8416,10197,12884,11667,15252,10234
SKAG_00163,18301,16649,16953,9503,10893,13471,10956,15507,11095
SKAG_00160,11336,11551,13376,3521,4137,4740,3954,6196,4157
SKAG_00161,6834,7267,7070,1510,1652,2307,2091,3206,2475
SKAG_00166,23516,24111,24664,8644,9368,10797,10451,13839,10276
SKAG_00167,750,954,411,96,116,149,227,282,162
SKAG_00164,15710,15010,14836,9723,10086,12113,10196,10781,8681
SKAG_00165,39793,41925,41791,15067,17187,19935,19851,22480,15323
SKAG_01535,39905,42322,40968,17955,23003,24762,20672,28710,18278
SKAG_00435,285,351,411,117,153,234,139,286,181
SKAG_01349,5457,5661,5286,1942,2601,2909,2776,2716,1792
SKAG_01439,4933,6038,5132,3052,3721,3717,4738,4022,2376
SKAG_01345,24838,26605,26480,9714,10158,12264,12537,15831,10822
SKAG_01344,4362,5097,5996,1622,1829,2387,2385,2777,2140
SKAG_01347,9025,9845,9020,1732,2172,2386,2502,2990,1784
SKAG_01438,27379,29192,22370,9563,14091,14604,18913,22271,11250
SKAG_01341,10389,10732,10516,3540,5568,6535,5284,6725,4141
SKAG_01340,16571,17396,17679,8209,11081,12992,9472,11884,8485
SKAG_01343,3,2,1,1,2,2,1,1,2
SKAG_01342,12027,11853,10399,11972,12822,16064,11085,8496,7691
SKAG_01194,15346,14258,13400,5260,5791,7397,5953,8749,5305
SKAG_01195,34636,35336,30906,28814,28643,36301,27872,23399,18655
SKAG_01165,1158,882,829,678,774,1041,806,847,584
SKAG_01164,1338,1021,931,709,901,939,1016,928,551
SKAG_01166,1095,691,617,620,781,856,653,736,482
SKAG_01160,1483,1458,1254,355,630,746,849,1286,451
SKAG_01163,10751,9503,8533,11209,12977,17084,9586,9340,8533
SKAG_01190,24221,25731,27111,2986,4176,6052,5293,9545,5210
SKAG_01169,1351,1003,999,912,988,1349,963,1064,788
SKAG_01168,1168,820,822,716,877,1097,825,973,665
SKAG_01191,1064,823,858,327,444,647,373,591,401
EBG00001171071,21,31,33,5,8,12,6,0,4
EBG00001171070,0,0,2,1,2,2,1,0,3
EBG00001171073,1,2,1,1,1,5,1,1,0
EBG00001171072,2,2,3,1,2,4,2,2,1
SKAG_01192,12102,12844,12965,4837,5738,6951,5914,6731,4642
SKAG_01193,83667,76777,74998,34321,40407,48494,36957,49271,35488
SKAG_01741,2010,1845,1965,1054,1124,1581,1028,1162,1053
SKAG_01740,13802,13676,11227,26505,27391,34686,23143,18207,16999
SKAG_01215,399,385,350,90,224,245,131,194,155
SKAG_01742,247,175,254,80,104,129,126,105,96
SKAG_01745,116,109,128,50,92,123,84,158,126
SKAG_01744,4954,4374,4612,1566,1974,2216,2007,2662,1500
SKAG_01019,2202,2313,2181,1621,1537,1858,1572,1733,1332
SKAG_01018,2080,2142,2335,572,788,991,809,1178,779
SKAG_01747,9774,10925,11118,3708,4923,6445,4313,5829,4236
SKAG_01011,4324,3269,3517,3408,4033,4834,4032,5129,3412
SKAG_01010,4978,4530,4566,3702,4231,5105,4226,5565,3524
SKAG_01013,15651,12805,12900,16215,17417,21276,15661,16345,13016
