,mRNA.6008.2h.TEM,mRNA.6008.2h.Cefto,mRNA.6008.2h.Linezo,mRNA.6008.2h.Tige,mRNA.6008.2h.Vanco,mRNA.6008.6h.TEM,mRNA.6008.6h.Cefto,mRNA.6008.6h.Linezo,mRNA.6008.6h.Tige,mRNA.6008.6h.Vanco,mRNA.6009.2h.TEM,mRNA.6009.2h.Cefto,mRNA.6009.2h.Linezo,mRNA.6009.2h.Tige,mRNA.6009.2h.Vanco,mRNA.6009.6h.TEM,mRNA.6009.6h.Cefto,mRNA.6009.6h.Linezo,mRNA.6009.6h.Tige,mRNA.6009.6h.Vanco,sRNA.6008.2h.TEM,sRNA.6008.2h.Cefto,sRNA.6008.2h.Linezo,sRNA.6008.2h.Tige,sRNA.6008.2h.Vanco,sRNA.6008.6h.TEM,sRNA.6008.6h.Cefto,sRNA.6008.6h.Linezo,sRNA.6008.6h.Tige,sRNA.6008.6h.Vanco,sRNA.6009.2h.TEM,sRNA.6009.2h.Cefto,sRNA.6009.2h.Linezo,sRNA.6009.2h.Tige,sRNA.6009.2h.Vanco,sRNA.6009.6h.TEM,sRNA.6009.6h.Cefto,sRNA.6009.6h.Linezo,sRNA.6009.6h.Tige,sRNA.6009.6h.Vanco
SAA6008_01029,37,53,87,53,45,484,828,4707,736,528,406,536,1101,1576,569,386,1224,6549,904,433,,,,,,,,,,,,,,,,,,,,
SAA6008_01030,67,75,128,45,53,699,844,4902,719,590,460,482,1198,1376,536,466,991,7175,787,432,,,,,,,,,,,,,,,,,,,,
SAA6008_01031,6,13,14,6,3,30,66,92,51,21,8,19,23,32,12,40,81,152,73,32,,,,,,,,,,,,,,,,,,,,
SAA6008_01032,21,25,33,36,24,124,229,397,246,120,56,55,110,250,71,115,304,545,366,123,,,,,,,,,,,,,,,,,,,,
SAA6008_01033,5,8,11,3,7,30,50,89,47,22,4,13,25,40,25,17,63,98,55,24,,,,,,,,,,,,,,,,,,,,
SAA6008_01034,10,80,69,19,45,1,5,0,0,2,0,3,2,3,4,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,
SAA6008_01035,610,956,1144,691,758,263,611,722,400,325,365,558,928,1116,294,269,720,932,370,247,,,,,,,,,,,,,,,,,,,,
SAA6008_01036,12,30,44,21,20,38,96,107,85,48,39,94,150,248,53,38,72,114,46,25,,,,,,,,,,,,,,,,,,,,
SAA6008_01037,191,307,375,174,190,64,282,131,88,60,110,261,227,205,168,67,98,115,56,43,,,,,,,,,,,,,,,,,,,,
SAA6008_01038,410,701,1034,402,271,213,505,807,474,156,484,783,973,1096,317,233,486,620,378,110,,,,,,,,,,,,,,,,,,,,
SAA6008_01039,2333,3453,4863,3400,2504,1729,3500,5599,4805,1850,3786,5964,7673,13527,4061,1695,3339,4859,5146,1553,,,,,,,,,,,,,,,,,,,,
SAA6008_01040,1,10,25,3,8,1,9,83,2,1,1,2,14,4,0,0,2,55,2,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01041,151,264,374,180,125,12,42,44,20,12,35,85,73,75,9,10,22,56,13,10,,,,,,,,,,,,,,,,,,,,
SAA6008_01042,118,205,275,138,109,10,20,36,17,11,30,61,54,52,8,12,15,44,10,9,,,,,,,,,,,,,,,,,,,,
SAA6008_01043,192,269,340,249,179,52,108,252,116,59,114,201,227,481,64,45,73,213,111,40,,,,,,,,,,,,,,,,,,,,
SAA6008_01044,251,422,475,230,269,310,673,646,388,301,349,529,677,551,302,264,815,801,301,264,,,,,,,,,,,,,,,,,,,,
SAA6008_01045,46,115,120,87,91,46,115,108,90,87,48,141,128,236,107,32,101,111,58,59,,,,,,,,,,,,,,,,,,,,
SAA6008_01046,44,95,107,43,53,15,62,53,35,33,51,90,86,69,51,19,62,73,26,17,,,,,,,,,,,,,,,,,,,,
SAA6008_01047,191,302,401,267,244,50,84,157,88,42,111,240,253,781,69,21,32,126,88,21,,,,,,,,,,,,,,,,,,,,
SAA6008_01048,768,1294,1723,1042,735,1265,2422,3253,1841,1197,2574,4742,4640,5124,1754,920,1939,3490,1416,944,,,,,,,,,,,,,,,,,,,,
SAA6008_01049,711,1228,1388,898,736,1068,2377,3356,1633,1006,2725,4912,5006,4830,1480,1057,2123,4262,1350,812,,,,,,,,,,,,,,,,,,,,
SAA6008_01050,1169,1789,2476,1212,1270,2053,3433,6790,2583,1941,5153,7998,11109,9679,3247,1880,3029,9171,2288,1603,,,,,,,,,,,,,,,,,,,,
SAA6008_01051,1553,2052,3005,1811,1687,2123,3345,7508,2967,1917,5247,6820,11594,8904,2964,2034,3497,11627,2628,1615,,,,,,,,,,,,,,,,,,,,
SAA6008_01052,10,21,30,28,14,54,74,123,139,48,50,93,146,330,52,26,47,115,130,32,,,,,,,,,,,,,,,,,,,,
SAA6008_01053,7,4,19,14,4,31,80,195,52,19,32,68,203,321,27,39,70,282,85,32,,,,,,,,,,,,,,,,,,,,
SAA6008_01054,13,26,36,23,21,91,266,494,184,149,106,168,501,757,83,103,332,710,323,148,,,,,,,,,,,,,,,,,,,,
SAA6008_01055,4,9,14,8,10,34,103,130,70,39,32,74,125,300,15,34,106,142,92,52,,,,,,,,,,,,,,,,,,,,
SAA6008_01056,14,24,37,30,12,88,187,308,191,113,79,115,380,554,67,90,257,520,241,118,,,,,,,,,,,,,,,,,,,,
SAA6008_01057,74,145,184,53,81,110,311,518,175,122,139,226,660,578,81,130,422,696,247,126,,,,,,,,,,,,,,,,,,,,
SAA6008_01058,524,698,996,777,588,599,1057,1947,1142,675,794,1030,1995,2906,882,469,1176,2590,1259,580,,,,,,,,,,,,,,,,,,,,
SAA6008_01059,60,112,132,104,55,20,52,52,61,29,55,81,60,151,50,25,30,33,31,15,,,,,,,,,,,,,,,,,,,,
SAA6008_01060,34,82,79,38,47,556,1380,2082,1548,634,57,119,364,782,71,609,2529,5180,2149,1011,,,,,,,,,,,,,,,,,,,,
SAA6008_01061,41,108,102,49,49,20,85,43,52,16,47,84,22,27,28,14,38,31,15,14,,,,,,,,,,,,,,,,,,,,
SAA6008_01062,242,395,404,385,281,190,367,338,533,177,229,467,330,976,132,186,381,390,574,174,,,,,,,,,,,,,,,,,,,,
SAA6008_01063,20,26,52,14,37,60,52,112,72,67,58,36,99,200,39,37,46,95,65,38,,,,,,,,,,,,,,,,,,,,
SAA6008_01064,152,229,338,225,157,580,1194,1814,1111,602,481,583,1006,1434,323,460,1126,1732,675,492,,,,,,,,,,,,,,,,,,,,
SAA6008_01065,9,17,21,8,6,4,7,7,20,9,4,7,5,10,7,6,11,10,9,4,,,,,,,,,,,,,,,,,,,,
SAA6008_01066,24,41,53,18,19,12,38,33,23,15,13,34,19,22,9,15,27,30,20,11,,,,,,,,,,,,,,,,,,,,
SAA6008_01067,41,91,142,69,109,33,152,302,183,101,31,110,340,600,72,26,89,215,171,83,,,,,,,,,,,,,,,,,,,,
SAA6008_01068,183,226,306,201,173,93,219,282,211,119,143,203,267,546,100,67,146,288,156,74,,,,,,,,,,,,,,,,,,,,
SAA6008_01069,158,267,329,160,130,178,393,440,210,138,365,558,580,521,179,133,211,504,124,67,,,,,,,,,,,,,,,,,,,,
SAA6008_01070,60,101,113,50,45,82,182,172,115,50,85,103,163,200,30,71,184,281,101,49,,,,,,,,,,,,,,,,,,,,
SAA6008_01071,116,158,168,147,144,198,511,523,482,259,241,471,441,1104,210,158,371,523,350,218,,,,,,,,,,,,,,,,,,,,
SAA6008_01072,36,52,78,45,24,38,142,181,110,55,84,96,165,182,24,40,151,201,70,34,,,,,,,,,,,,,,,,,,,,
SAA6008_01073,65,154,160,106,81,27,98,93,94,61,29,103,117,172,34,30,96,114,53,34,,,,,,,,,,,,,,,,,,,,
SAA6008_01074,27,48,57,32,34,30,39,43,30,24,22,37,53,95,16,24,57,65,37,23,,,,,,,,,,,,,,,,,,,,
SAA6008_01075,117,205,242,149,148,41,78,79,58,56,29,74,72,139,61,20,62,67,50,18,,,,,,,,,,,,,,,,,,,,
SAA6008_01076,12,19,22,12,12,10,23,57,17,8,3,13,37,33,4,2,11,26,10,2,,,,,,,,,,,,,,,,,,,,
SAA6008_01077,4,4,10,8,1,1,5,13,4,3,2,6,15,18,2,3,14,11,3,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01078,43,48,94,21,18,24,79,204,64,38,34,42,107,118,24,24,63,179,37,20,,,,,,,,,,,,,,,,,,,,
SAA6008_01079,31,66,77,61,42,68,125,256,143,62,58,76,123,306,46,43,78,210,88,42,,,,,,,,,,,,,,,,,,,,
SAA6008_01080,4,14,20,8,1,1,13,15,8,7,2,9,9,9,5,2,5,10,1,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01081,686,900,1377,620,952,572,1141,5006,1373,755,741,922,5405,7854,468,621,1436,7283,2117,857,,,,,,,,,,,,,,,,,,,,
SAA6008_01082,166,399,453,320,208,146,535,1587,667,251,209,534,1548,2827,160,144,615,1931,836,246,,,,,,,,,,,,,,,,,,,,
SAA6008_01083,13,19,33,13,16,3,7,3,2,2,3,2,5,6,0,0,5,4,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01084,0,1,1,1,0,4,22,10,5,4,3,18,6,17,3,6,9,13,7,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01085,1,0,1,1,0,0,9,3,1,0,1,4,5,2,0,3,7,3,3,2,,,,,,,,,,,,,,,,,,,,
SAA6008_01086,0,1,1,1,2,3,4,5,5,4,0,4,3,8,3,1,4,6,1,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01087,0,2,2,1,1,0,3,4,2,0,1,3,3,3,0,1,4,2,2,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01088,1,3,7,2,0,0,1,1,3,0,3,2,1,4,1,2,3,5,4,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01089,1,4,1,0,3,2,2,4,4,1,2,3,8,5,2,0,1,5,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01090,3,1,4,1,6,4,6,8,4,5,3,6,14,8,10,1,3,6,5,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01091,13,13,36,14,11,24,78,134,65,38,38,67,127,151,36,21,72,123,47,29,,,,,,,,,,,,,,,,,,,,
SAA6008_01092,5,10,16,14,8,113,155,100,184,106,206,260,136,144,131,96,163,105,123,67,,,,,,,,,,,,,,,,,,,,
SAA6008_01093,38,41,56,37,37,362,601,382,330,270,510,677,546,254,297,323,658,478,258,233,,,,,,,,,,,,,,,,,,,,
SAA6008_01094,16,30,44,30,16,7,32,18,12,4,8,10,13,29,9,9,23,15,7,4,,,,,,,,,,,,,,,,,,,,
SAA6008_01095,14,18,23,11,9,15,49,74,37,21,10,25,42,71,10,9,40,58,37,13,,,,,,,,,,,,,,,,,,,,
SAA6008_01096,26,74,48,47,43,13,36,44,50,19,13,16,43,104,16,14,42,43,52,13,,,,,,,,,,,,,,,,,,,,
SAA6008_01097,137,212,266,179,157,125,202,319,196,101,115,158,238,363,66,83,207,353,131,78,,,,,,,,,,,,,,,,,,,,
SAA6008_01098,210,303,459,268,234,256,451,870,454,294,266,391,814,653,239,231,499,998,376,243,,,,,,,,,,,,,,,,,,,,
