,111171_A,111171_B,111171_C,111171_D,111171_E,111171_F,111171_G,111171_H,111171_I,111171_J,111171_K,111171_L
RSAU_000812,4328,3601,4654,3821,3405,4076,4462,5127,4605,1972,2171,1562
RSAU_000813,906,802,650,429,632,783,520,849,649,552,687,503
RSAU_000814,99,92,59,38,61,73,76,122,94,39,60,32
RSAU_000815,2725,2818,2459,1903,2117,2118,2113,2727,2399,1614,1766,1478
RSAU_000816,87,108,65,73,72,106,58,83,56,94,85,72
RSAU_000817,2306,2233,2059,1619,2114,1766,1660,1988,1671,1405,1638,1381
RSAU_000818,8610,8201,8021,6240,6607,6851,6763,8930,7498,3234,3595,2881
RSAU_000819,1050,1107,1013,738,840,887,802,1109,918,525,579,480
RSAU_000820,142,167,114,98,121,108,103,121,107,78,93,83
RSAU_000821,269,266,199,137,219,182,164,255,186,127,173,130
RSAU_000822,33,34,30,31,24,33,29,41,34,17,21,26
RSAU_000823,478,416,383,291,350,355,322,443,343,278,264,275
RSAU_000824,86,70,83,72,84,68,68,96,70,81,56,49
RSAU_000825,537,546,502,377,465,415,358,514,394,328,339,301
RSAU_000826,2427,2313,2085,1650,1758,1766,1752,2317,1940,1365,1386,1182
RSAU_000827,518,438,379,342,380,355,354,445,385,305,316,240
RSAU_000828,492,498,419,373,424,360,364,486,422,299,358,241
RSAU_000829,5783,6021,5212,4348,4658,4174,4335,5771,4879,3589,3966,3078
RSAU_000830,109,123,120,57,102,84,85,108,111,67,65,60
RSAU_000831,2472,2322,2233,1695,1941,1992,1838,2523,1871,1391,1344,1262
RSAU_000832,2013,2278,1673,1029,1673,1430,1369,1773,1419,1028,1352,962
RSAU_000833,3218,3187,3041,2761,2537,2612,2505,2997,2513,1827,2298,1893
RSAU_000834,5830,7381,5908,4496,5539,4890,4274,6461,5032,3066,3214,2578
RSAU_000835,15929,17742,15855,12744,13518,13347,11711,15861,13324,8788,9897,7705
RSAU_000836,966,917,1016,767,722,814,714,986,831,591,609,547
RSAU_000837,89,106,90,87,76,73,102,112,98,61,82,51
RSAU_000838,64,56,62,58,50,59,50,65,65,45,49,20
RSAU_000839,5581,5941,5202,4092,5020,4476,4213,5750,4579,2336,2180,1751
RSAU_000840,371,386,339,239,283,269,289,367,300,220,217,188
RSAU_000841,483,420,441,354,355,407,402,515,425,348,312,261
RSAU_000842,1024,999,909,789,898,851,873,1134,815,622,634,468
RSAU_000843,2464,3190,2808,2476,2930,2212,2364,3143,2567,1567,1509,1046
RSAU_000844,4244,6154,5427,5262,4979,3978,4456,5636,4627,2704,2811,1682
RSAU_000845,7299,8133,7434,6725,6966,6234,6324,7761,6656,4198,4226,3293
RSAU_000846,107,77,68,75,91,91,55,111,69,53,42,37
RSAU_000847,3510,3857,3310,2674,3202,3010,2783,3444,2995,2283,2570,1951
RSAU_000848,1057,1245,1151,794,929,873,893,1202,903,786,834,586
RSAU_000849,3147,3720,2417,1529,2753,2511,2211,3085,2609,1744,1824,1440
RSAU_000850,123,126,128,63,81,89,101,126,101,60,69,49
RSAU_000851,1192,1316,1214,1106,925,984,970,1602,1124,780,1169,528
RSAU_000852,68,86,90,91,73,73,9,7,5,161788,177089,153301
RSAU_000853,3,3,5,1,4,1,5,6,3,5,7,2
RSAU_000854,6,5,5,2,2,4,3,6,6,8,0,2
RSAU_000855,16,26,16,13,11,17,14,24,26,17,12,15
RSAU_000856,40,31,27,23,33,19,30,40,31,20,17,7
RSAU_000857,473,402,386,320,353,391,319,443,310,360,455,349
RSAU_000858,544,442,498,369,495,445,471,707,533,252,258,239
RSAU_000859,2166,2065,2100,1909,1935,1985,1935,2435,1951,1038,1255,921
RSAU_000860,272,215,246,196,158,193,171,294,253,297,292,227
RSAU_000861,326,334,405,341,190,310,304,449,397,404,475,310
RSAU_000862,189,202,277,241,144,207,257,321,294,229,323,172
RSAU_000863,195,226,310,266,178,219,259,364,305,241,281,183
RSAU_000864,881,824,1365,1240,676,965,959,1442,1100,960,1280,808
RSAU_000865,12,14,14,8,11,11,3,12,11,6,12,8
RSAU_000866,8,5,8,4,10,4,7,8,10,7,4,4
RSAU_000867,4,9,4,8,10,7,11,15,9,9,6,3
RSAU_000868,9,11,12,11,4,9,7,15,14,6,5,4
RSAU_000869,50,56,45,53,47,42,38,48,40,49,41,39
RSAU_000870,5,1,0,3,0,2,0,0,1,1,2,0
RSAU_000871,19,11,13,13,13,10,11,19,13,17,19,17
RSAU_000872,1715,1547,1511,1409,1322,1335,1340,1954,1437,1101,971,910
RSAU_000873,40752,35773,37552,23750,27631,31063,31227,42505,33763,35516,38574,33664
RSAU_000874,7927,7793,7117,5051,6205,5691,5639,8216,5947,5159,5034,4830
RSAU_000875,17,22,12,19,15,11,11,30,26,11,12,14
RSAU_000876,2763,3381,2892,2499,3091,2566,2717,3289,2691,1598,1491,1132
rsaE,252,281,245,234,286,242,273,305,244,124,139,112
rsaF,2,4,9,2,8,7,3,5,3,11,8,5
RSAU_000879,34,19,21,30,25,13,28,38,17,23,30,22
RSAU_000880,2785,3160,2599,2100,2895,2330,2217,2713,2269,1690,1801,1446
RSAU_000881,1352,1450,1205,849,1165,1026,1024,1312,1154,727,828,615
RSAU_000882,257,300,259,198,248,238,193,299,209,154,160,113
RSAU_000883,87,99,74,68,60,73,63,146,97,63,52,51
RSAU_000884,762,921,838,725,767,687,786,994,809,502,553,433
RSAU_000885,1440,1517,1430,1194,1362,1278,1238,1652,1345,821,831,610
RSAU_000886,348,441,426,353,346,343,348,462,413,247,240,156
RSAU_000887,650,809,752,647,740,591,664,863,722,455,465,293
RSAU_000888,1270,1514,1433,1279,1345,1299,1387,1759,1422,828,869,545
RSAU_000889,1948,2118,1877,1504,1683,1778,1628,2277,1811,1180,1120,914
RSAU_000890,1732,1401,1415,1088,1145,1137,1153,1617,1243,998,1017,934
RSAU_000891,227,247,195,144,197,203,192,220,185,176,205,173
RSAU_000892,90,112,89,75,89,86,64,115,90,63,57,48
RSAU_000893,85,74,65,52,80,50,70,108,69,59,48,33
RSAU_000894,173,201,168,163,165,170,176,249,163,134,105,99
RSAU_000895,9593,8774,7598,5109,5877,5837,6065,7911,6268,5301,6283,4847
RSAU_000896,114,116,104,78,99,117,116,159,139,87,82,76
RSAU_000897,76,80,64,49,55,61,75,104,101,67,39,31
RSAU_000898,1,0,0,0,0,0,0,0,0,0,1,0
RSAU_000899,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000900,86,72,80,70,79,55,65,105,73,67,55,42
RSAU_000901,2433,2442,2154,1970,2022,1844,1750,2067,1742,1056,1271,950
RSAU_000902,2009,2080,1921,1554,1614,1515,1441,1869,1488,954,1063,809
RSAU_000903,587,728,616,583,547,589,619,856,671,491,428,372
RSAU_000904,64,73,76,76,55,71,73,99,64,36,36,33
RSAU_000905,1248,1380,1338,1291,1215,1278,1281,1668,1354,747,657,466
RSAU_000906,610,518,555,406,475,427,459,723,637,443,584,416
RSAU_000907,397,463,483,505,416,445,552,614,524,246,204,160
RSAU_000908,1381,1222,1260,1051,1082,1106,1124,1434,1193,901,884,786
RSAU_000909,925,897,978,684,849,775,677,969,780,557,623,569
RSAU_000910,1,0,0,0,0,0,1,0,0,0,0,0
RSAU_000911,0,0,6,2,1,0,5,1,2,5,2,3
RSAU_000912,809,568,764,589,458,582,878,1314,997,706,791,682
RSAU_000913,30,57,40,31,30,48,37,88,51,75,63,42
RSAU_000914,632,624,505,510,529,455,431,576,478,230,221,236
RSAU_000915,17,7,11,10,11,12,11,24,13,9,8,12
RSAU_000916,2098,2157,1808,1469,1839,1757,1634,2212,1648,1313,1371,1152
RSAU_000917,95,114,97,85,82,100,98,165,132,94,71,72
RSAU_000918,83,69,72,79,67,68,77,101,75,52,53,41
RSAU_000919,1,0,0,0,0,0,0,0,0,1,0,0
RSAU_000920,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000921,84,67,72,45,62,56,73,93,84,71,55,41
RSAU_000922,3,1,3,0,1,3,2,1,1,0,0,5
RSAU_000923,18,15,26,19,16,24,18,25,25,34,33,26
RSAU_000924,2,1,3,0,1,3,0,4,4,1,1,2
RSAU_000925,5,9,11,12,9,18,12,14,13,7,1,8
RSAU_000926,3,4,3,3,0,0,1,4,6,10,9,10
RSAU_000927,30,25,39,42,30,28,31,44,36,23,33,23
RSAU_000928,49,45,47,33,37,47,38,51,45,29,32,29
RSAU_000929,204,271,219,160,195,161,205,289,215,144,180,120
RSAU_000930,797,820,657,528,650,640,569,717,757,430,511,386
RSAU_000931,303,364,346,349,320,296,286,492,329,175,181,148
RSAU_000932,620,850,710,743,663,612,635,892,725,389,420,331
RSAU_000933,218,280,227,239,235,220,220,305,223,106,117,96
RSAU_000934,2775,2737,2376,1965,2438,2174,2109,2610,2235,1452,1959,1392
RSAU_000935,158,158,166,145,122,116,175,252,194,108,135,84
RSAU_000936,58,55,61,40,25,34,72,90,54,44,61,40
RSAU_000937,1106,944,947,748,747,846,904,1179,877,974,991,945
RSAU_000938,657,655,633,438,642,524,566,796,645,372,335,365
RSAU_000939,127,152,99,78,123,85,96,105,99,91,82,66
RSAU_000940,45853,60902,56394,50061,46327,40569,47135,55209,46167,29271,31952,20560
RSAU_000941,89,83,104,68,63,55,97,142,99,56,79,36
RSAU_000942,1503,1611,1582,1326,1449,1341,1489,1961,1451,816,811,639
RSAU_000943,2839,3134,3212,2731,2646,2473,3337,3977,3213,1774,1760,1214
RSAU_000944,462,422,464,410,429,448,433,587,470,201,167,151
RSAU_000945,1774,1708,1447,1120,1303,1182,1355,1610,1419,1275,1291,872
RSAU_000946,3468,3397,3201,2439,2385,2355,2697,3283,2860,2169,2429,1708
RSAU_000947,13311,13117,12523,9587,8973,9107,10315,12467,10601,8552,8835,6158
RSAU_000948,7900,7266,7094,5550,5440,5217,5968,7289,6336,5150,5411,3837
RSAU_000949,1071,899,827,530,600,683,611,1014,700,553,625,521
RSAU_000950,4828,4586,4826,3256,3451,3597,3799,5095,4209,2252,2394,2267
RSAU_000951,82,22,46,32,73,132,47,52,44,25,50,30
RSAU_000952,289,167,369,308,299,473,368,464,411,122,124,126
RSAU_000953,45,53,72,66,52,86,65,121,77,20,31,22
RSAU_000954,49,45,74,70,28,68,33,106,81,10,29,11
RSAU_000955,152,111,196,159,128,187,181,294,258,58,53,53
RSAU_000956,694,522,1087,877,562,997,830,1354,1078,289,316,253
RSAU_000957,1223,1066,2045,1556,828,1592,1450,2276,1881,449,592,388
RSAU_000958,874,807,1430,1058,635,1239,1060,1682,1388,286,395,272
RSAU_000959,360,352,648,547,249,483,441,709,631,104,146,123
RSAU_000960,1191,1114,2049,1571,866,1519,1378,2244,1806,458,515,415
RSAU_000961,3128,2021,4227,3074,1693,3339,2823,4364,3719,880,1176,1023
RSAU_000962,6391,6685,5862,4893,6000,5378,4732,6273,5061,3481,3186,2981
RSAU_000963,14689,14788,12737,10788,12570,11321,10908,13640,11236,8082,7687,6850
RSAU_000964,4269,4737,3460,2669,3457,3150,2990,4224,3152,2346,2270,1956
RSAU_000965,20,31,22,21,25,16,26,19,37,11,15,16
RSAU_000966,5197,5061,4560,3644,4151,3702,3883,5040,4157,2910,2793,2790
RSAU_000967,249,310,277,228,290,238,241,320,284,163,169,97
RSAU_000968,853,1069,903,779,833,702,792,1231,976,490,548,391
RSAU_000969,1737,1739,1505,1061,1379,1410,1299,2163,1648,923,982,769
RSAU_000970,30170,30265,29003,23563,26481,24447,23597,31671,26890,16720,17257,13304
RSAU_000971,64,62,62,50,48,77,74,81,79,59,52,41
RSAU_000972,64,65,53,51,47,45,50,65,58,48,41,37
RSAU_000973,356,493,327,322,343,298,382,521,362,254,327,266
RSAU_000974,21158,21105,19362,15721,17978,16084,14683,19061,15882,12233,12882,10957
RSAU_000975,550,578,362,282,382,433,310,479,375,344,295,286
RSAU_000976,1509,1382,1399,1075,1223,1232,1286,1652,1517,759,652,571
RSAU_000977,1722,1765,1745,1652,1514,1339,1732,2151,1702,1152,1064,930
RSAU_000978,13883,16861,13910,11743,13767,11838,12323,14737,13527,8334,7323,5604
RSAU_000979,12696,17009,14215,11962,13149,11579,13197,15451,13438,7392,6341,4575
RSAU_000980,16991,23042,19957,17391,16379,15312,17484,21678,18235,8889,7805,5291
RSAU_000981,34919,42219,34167,28223,31590,27399,29106,36089,31376,18611,16408,12370
RSAU_000982,89,112,90,81,84,85,84,105,86,70,67,53
RSAU_000983,30,23,26,22,17,23,21,37,33,20,14,8
RSAU_000984,49,49,55,54,55,62,52,75,62,32,35,16
RSAU_000985,80,85,69,59,83,68,56,107,79,23,33,24
RSAU_000986,54,89,82,57,63,68,58,103,89,32,40,19
RSAU_000987,257,264,273,214,265,268,256,342,321,158,178,139
RSAU_000988,6516,5976,5419,4704,5088,4546,4766,6036,4876,4904,4893,4282
RSAU_000989,434,458,393,248,367,334,293,466,322,207,302,215
RSAU_000990,20634,20835,16956,14617,16188,14358,14951,18632,14941,10675,11225,8815
RSAU_000991,3268,2857,2759,2217,2609,2378,2212,2826,2496,1371,1499,1362
RSAU_000992,2350,1869,1781,1386,1941,1863,1723,2042,1694,1453,1564,1245
RSAU_000993,30,39,37,19,36,51,29,48,26,22,37,27
RSAU_000994,2414,2227,2722,2196,1991,2364,2281,2972,2492,1272,1264,886
RSAU_000995,655,726,733,549,469,501,472,614,457,358,412,283
RSAU_000996,847,834,725,490,564,627,548,784,631,390,513,372
RSAU_000997,230,294,157,155,260,217,150,289,190,187,174,139
RSAU_000998,1884,1594,1527,1214,1363,1412,1728,2091,1671,1104,1166,946
RSAU_000999,8158,7322,9866,7034,6049,8053,6658,9542,7785,6198,7038,5503
RSAU_001000,1506,1333,1348,1012,1130,1185,1136,1457,1259,961,952,789
RSAU_001001,415,422,353,310,399,399,374,504,342,377,360,277
RSAU_001002,467,514,431,375,413,380,371,550,416,395,336,299
RSAU_001003,2201,2192,1893,1524,1946,1672,1666,2085,1689,1245,1286,1163
RSAU_001004,917,897,870,741,854,703,684,816,668,478,550,425
RSAU_001005,799,823,773,540,663,638,661,789,715,387,424,381
RSAU_001006,91,102,81,60,62,74,65,136,85,49,41,35
RSAU_001007,152,141,125,148,112,114,138,166,150,98,89,73
RSAU_001008,429,439,373,344,420,347,367,452,392,209,198,168
RSAU_001009,448,449,449,340,411,350,381,498,399,224,231,201
RSAU_001010,410,431,435,358,357,375,405,472,449,213,233,178
RSAU_001011,2984,2761,2573,2074,2279,2487,2105,3019,2465,1575,1620,1433
RSAU_001012,1244,1200,1294,1156,1094,1141,1065,1391,1117,587,718,561
RSAU_001013,39,28,37,34,24,25,44,38,61,24,14,13
RSAU_001014,193,157,201,173,151,184,196,257,231,91,111,84
RSAU_001015,23,15,29,19,15,26,28,43,22,8,11,2
RSAU_001016,34,30,36,39,16,33,36,56,30,17,22,15
RSAU_001017,36,32,39,52,33,42,40,52,43,19,13,14
RSAU_001018,59,36,47,38,27,47,39,90,58,15,21,17
RSAU_001019,30,30,39,28,23,31,31,49,41,19,17,12
RSAU_001020,25,16,20,17,24,16,15,16,25,8,20,14
RSAU_001021,352,361,347,252,293,274,334,439,317,223,231,225
RSAU_001022,665,787,777,635,559,578,685,932,794,403,398,292
RSAU_001023,3991,3777,3961,3153,2911,3077,3377,4501,3794,2468,2331,1810
RSAU_001024,276,245,305,288,205,288,290,371,335,161,202,165
RSAU_001025,248,252,226,146,170,211,161,301,235,122,137,107
RSAU_001026,518,491,407,411,451,366,403,484,383,312,314,240
RSAU_001027,1049,1193,1206,1035,971,982,977,1298,1049,611,629,464
RSAU_001028,1776,2153,2463,2233,1864,1840,2015,2673,2180,935,1014,674
RSAU_001029,4046,4387,3093,2039,3388,3356,2731,4108,3123,2618,2793,2142
RSAU_001030,1135,1198,1204,1201,1070,974,1023,1514,1205,874,803,595
RSAU_001031,1264,844,996,1008,1168,1083,1152,1410,815,990,967,711
RSAU_001032,12887,12446,12285,11335,11446,11301,10620,13983,11557,9995,9579,7209
RSAU_001033,12915,12470,12886,10767,10061,10739,10153,13268,11132,8833,8613,6809
RSAU_001034,2094,2297,2090,1734,1692,1570,1793,2533,2037,1501,1595,1171
RSAU_001035,2141,2039,2161,1835,1778,1792,1792,2272,1843,1558,1667,1295
RSAU_001036,2566,2566,2419,1999,2364,2085,1966,2393,2128,1771,1854,1467
RSAU_001037,105,91,56,79,71,67,61,84,73,40,31,25
RSAU_001038,133,92,103,84,84,99,88,102,80,60,74,50
RSAU_001039,111,111,101,80,107,72,100,149,117,103,123,99
RSAU_001040,86,103,72,73,83,52,65,93,79,35,37,30
RSAU_001041,98,124,82,90,103,59,81,96,94,59,52,25
RSAU_001042,219,231,202,170,172,175,172,211,177,151,151,133
RSAU_001043,155,149,118,87,146,171,111,197,123,132,103,98
RSAU_001044,21443,15607,17357,15052,12839,13492,24045,31981,24658,15413,11738,9890
RSAU_001045,93,136,71,62,74,70,75,129,83,47,57,49
RSAU_001046,43,39,44,45,49,45,53,62,40,25,23,22
RSAU_001047,30,30,40,37,28,17,23,38,33,20,14,10
RSAU_001048,13,28,24,27,28,20,23,44,26,13,15,9
RSAU_001049,89,106,93,77,57,73,76,123,84,68,38,36
RSAU_001050,101,105,109,115,108,100,94,138,108,66,64,39
RSAU_001051,468,419,391,325,320,297,373,497,438,209,255,202
RSAU_001052,16,29,28,22,24,22,14,16,8,16,2,13
RSAU_001053,5,1,1,1,1,1,2,8,2,2,3,1
RSAU_001054,1091,1803,1042,1201,1345,1673,980,1674,1039,1450,1143,1093
RSAU_001055,13314,17958,10879,9569,14766,13287,10662,15933,10086,12114,12379,10708
RSAU_001056,355,396,343,376,380,314,348,470,358,373,327,243
RSAU_001057,2093,2196,1641,1189,1828,1543,1266,1712,1322,1228,1332,1178
RSAU_001058,1748,1773,1826,1818,1584,1616,1699,2093,1637,1298,1332,963
RSAU_001059,368,474,259,208,358,229,568,780,601,325,350,237
RSAU_001060,863,1178,742,715,896,593,1572,1880,1528,941,771,721
RSAU_001061,158,183,136,112,192,122,234,348,267,147,112,110
RSAU_001062,557,592,569,585,582,531,881,928,832,388,326,226
RSAU_001063,127,141,115,123,156,106,193,281,210,71,69,66
RSAU_001064,281,348,291,285,317,247,309,544,434,151,135,101
RSAU_001065,904,1335,1202,1241,1134,878,1329,1603,1318,595,625,445
RSAU_001066,6747,8957,8199,6755,7168,6347,7426,10112,8188,4629,4806,3005
RSAU_001067,17382,19759,18887,16304,17255,16443,18058,21895,18715,11453,12787,8476
RSAU_001068,801,900,937,764,740,674,923,1254,970,600,659,398
RSAU_001069,1578,1695,1585,1220,1399,1400,1693,2202,1690,1377,1225,988
RSAU_001070,3480,3416,3683,3029,2974,2951,3464,4080,3486,2324,2358,1896
RSAU_001071,1622,1677,1514,1343,1542,1423,1433,1808,1266,1225,1058,840
RSAU_001072,298,320,325,293,228,274,299,470,339,243,232,204
RSAU_001073,4761,4794,4774,4212,4214,3949,4355,5201,4371,3083,3092,2594
RSAU_001074,4726,5009,4761,3884,3798,3812,4123,5004,4455,2105,2120,1809
RSAU_001075,641,656,603,433,520,494,445,608,491,305,290,254
RSAU_001077,50,49,46,34,57,48,51,61,49,42,25,23
RSAU_001078,101,88,85,49,75,77,91,94,80,44,60,50
RSAU_001079,86,67,67,52,52,60,67,70,61,33,45,40
RSAU_001080,674,577,591,514,554,559,491,702,579,420,342,345
RSAU_001081,1073,1159,1145,909,991,981,891,1210,1019,432,394,357
RSAU_001082,79,132,125,114,141,110,88,149,126,35,35,18
RSAU_001083,71,97,99,75,85,71,72,101,78,13,16,9
RSAU_001084,121,206,146,189,176,151,135,228,170,42,51,32
RSAU_001085,134,203,170,185,177,156,146,226,184,57,73,39
RSAU_001086,666,1023,965,817,919,813,861,1340,969,278,287,166
RSAU_001087,116,155,171,130,130,121,140,194,147,46,47,26
RSAU_001088,145,183,207,162,152,134,136,231,180,66,60,34
RSAU_001089,1380,1390,1096,876,997,1029,838,1171,953,840,887,687
RSAU_001090,1286,1423,1421,1254,1144,1187,1236,1513,1408,770,703,540
RSAU_001091,835,734,703,523,632,564,657,1050,760,653,536,558
RSAU_001092,559,518,563,447,455,442,543,740,552,399,351,361
RSAU_001093,731,939,771,653,726,620,635,864,682,435,467,300
RSAU_001094,2655,3233,3197,3192,2908,2786,2675,3433,2905,1272,1343,909
RSAU_001095,117,122,106,104,118,96,146,176,138,73,84,68
RSAU_001096,221,263,211,137,236,218,154,241,211,122,120,108
RSAU_001097,198,263,235,161,147,137,191,275,237,146,134,105
RSAU_001098,555,678,635,606,520,445,668,811,634,393,436,260
RSAU_001099,890,1095,1149,1150,1040,943,1144,1448,1216,654,643,373
RSAU_001100,740,959,871,839,790,742,919,1136,956,552,504,365
RSAU_001101,276,322,316,396,319,331,374,409,336,193,188,114
RSAU_001102,1894,1886,1999,1983,1873,1893,1815,2475,2045,1156,997,802
RSAU_001103,575,688,653,490,547,506,538,712,604,382,356,304
RSAU_001104,529,593,492,445,500,439,456,638,532,317,316,296
RSAU_001105,813,930,787,670,866,737,644,890,763,503,492,405
RSAU_001106,190,297,198,166,215,337,239,383,334,199,167,112
RSAU_001107,411,473,370,295,340,326,376,578,375,273,234,214
RSAU_001108,4370,4444,4399,3714,3933,3969,4050,5323,4589,2920,2678,2325
RSAU_001109,2095,2417,2417,2072,1991,1824,1967,2563,2154,1341,1369,964
RSAU_001110,454,578,576,488,478,428,438,608,563,279,269,184
RSAU_001111,752,943,1016,821,790,812,890,1184,981,416,486,310
RSAU_001112,1174,1403,1430,1308,1180,1178,1227,1619,1368,601,623,411
RSAU_001113,1954,2155,2041,1791,1872,1885,1692,2313,1949,952,1132,768
RSAU_001114,692,763,707,659,775,741,684,906,716,539,483,409
RSAU_001115,147,177,162,121,149,148,171,276,224,145,133,64
RSAU_001116,1658,2268,2221,2504,1948,1747,1964,2612,2360,1006,814,619
RSAU_001117,377,369,514,521,506,459,502,671,456,216,187,144
RSAU_001118,96,121,133,115,124,104,98,197,112,68,48,36
RSAU_001119,3205,3606,3775,3389,3215,3039,3451,4635,3689,1981,1866,1403
RSAU_001120,935,896,835,500,845,907,678,1096,979,679,736,641
RSAU_001121,89,75,64,55,67,71,67,88,115,49,51,34
RSAU_001122,298,266,332,276,257,279,269,343,311,234,185,139
RSAU_001123,5279,4641,4412,2891,4027,4160,4279,5271,5017,3472,3722,2844
RSAU_001124,987,1088,1029,918,996,936,890,1158,939,565,581,386
RSAU_001125,105,151,124,106,114,95,120,150,133,80,77,51
RSAU_001126,115,182,154,184,143,147,175,217,201,115,104,85
RSAU_001127,6426,7083,6027,5074,6428,5527,5383,7365,5466,3608,3440,2765
RSAU_001128,16387,16559,15412,13374,14965,14648,12461,16711,14131,9731,10461,8000
RSAU_001129,1,3,3,2,1,1,0,6,2,1,1,2
RSAU_001130,195,215,196,235,182,154,221,210,179,122,100,114
RSAU_001131,21,19,32,34,20,24,25,35,26,22,8,11
RSAU_001132,1960,2618,2487,2469,2174,1986,2662,3237,2785,1267,1232,847
RSAU_001133,2177,2379,2410,2304,2152,2071,2446,3269,2711,1262,1420,940
RSAU_001134,789,1010,964,746,792,746,869,1225,949,563,622,458
RSAU_001135,580,690,767,629,574,688,616,883,773,422,465,289
RSAU_001136,2355,2670,3097,2491,2199,2464,2310,3558,2869,1356,1588,1014
RSAU_001137,3114,3021,3549,2954,2615,2879,2665,3550,3166,1586,1772,1350
RSAU_001138,5428,4684,5606,4513,4256,5019,5189,6936,5962,2833,2870,2591
RSAU_001139,7831,7914,8336,7065,6656,6850,6982,9060,7517,4295,4725,3906
RSAU_001140,1132,1588,1533,1370,1409,1446,1436,2091,1592,665,656,462
RSAU_001141,2108,2279,2670,2440,2202,2278,2241,3068,2646,1276,1139,894
RSAU_001142,657,572,656,564,523,540,587,758,608,368,328,317
RSAU_001143,444,450,439,365,420,392,442,530,449,302,283,268
RSAU_001144,912,927,995,763,862,910,917,1249,1026,626,613,497
RSAU_001145,2799,2617,2778,2511,2254,2662,2653,3404,2872,1549,1553,1131
RSAU_001146,5105,5629,5340,4551,4804,4666,4369,5399,4726,2762,2801,2126
RSAU_001147,514,574,554,402,470,391,459,673,579,413,419,299
RSAU_001148,970,1236,1134,1020,976,855,1129,1411,1152,852,785,580
RSAU_001149,450,582,563,516,491,435,569,723,595,392,360,261
RSAU_001150,322,429,465,364,398,327,442,481,408,299,230,183
RSAU_001151,210,328,317,312,278,230,312,422,325,175,142,127
RSAU_001152,7625,9078,9418,8424,7666,7057,8382,10420,8937,5622,5259,3932
RSAU_001153,527,505,519,364,491,472,430,704,493,337,300,269
RSAU_001154,237,302,274,193,243,196,175,407,263,121,173,107
RSAU_001155,2703,2786,2699,2475,2342,2150,2238,2837,2422,1348,1440,1191
RSAU_001156,4453,3895,3763,2303,3245,3361,3574,5061,4377,2488,2680,2148
RSAU_001157,5971,5596,5720,5188,4544,5160,5366,6639,5683,3571,3656,2858
RSAU_001158,7549,7457,6834,5976,6545,6404,5936,7538,6552,4176,4271,3661
RSAU_001159,3457,4222,4440,3992,3502,3621,3767,4889,4190,2136,2039,1401
RSAU_001160,796,831,836,665,790,643,782,948,856,419,464,365
RSAU_001161,744,925,909,828,731,720,848,1137,893,332,257,220
RSAU_001162,1064,1215,1175,1172,1156,1056,1261,1510,1300,494,425,324
RSAU_001163,644,767,744,594,666,677,711,938,847,300,252,200
RSAU_001164,1391,1332,1344,1236,1256,1221,1337,1743,1344,742,669,503
RSAU_001165,904,789,923,796,811,870,718,1023,790,523,449,387
RSAU_001166,1246,1166,1122,1017,1105,990,1020,1354,1080,689,665,522
RSAU_001167,1544,2121,1931,1478,1754,1536,1580,2100,1656,862,965,640
RSAU_001168,5429,5759,5385,4448,4915,4543,4440,5929,5091,3165,3548,2454
RSAU_001169,12434,14639,14823,12430,11745,11248,12304,14760,12750,8771,8623,6399
RSAU_001170,330,466,389,303,319,406,446,694,450,231,263,209
RSAU_001171,517,499,499,373,488,458,449,666,546,422,356,391
RSAU_001172,5316,6044,5657,4771,5035,4801,4256,5317,4624,2857,3115,2052
RSAU_001173,4292,4502,4451,3926,4242,4090,3287,4156,3450,2285,2289,1796
RSAU_001174,51,58,49,63,56,39,53,62,43,29,30,30
RSAU_001175,1103,1285,1188,1059,1162,1012,1149,1516,1162,758,707,569
RSAU_001176,432,471,646,614,447,434,534,613,528,304,327,216
RSAU_001177,665,795,807,849,726,674,746,863,714,428,425,266
RSAU_001178,934,1060,1079,1024,1048,973,1024,1388,1092,537,467,408
RSAU_001179,1015,1076,1179,1126,1012,962,1147,1360,1185,448,415,338
RSAU_001180,391,421,390,394,350,385,376,502,445,194,165,149
RSAU_001181,58,54,42,58,42,47,25,53,32,53,43,46
RSAU_001182,2201,2661,1693,1439,2277,1692,1811,2136,1915,1416,1484,1050
RSAU_001183,1128,1473,1172,1021,1261,1081,1083,1482,1398,740,708,684
RSAU_001184,1495,2399,1606,1307,1985,1441,1261,1822,1519,819,779,624
RSAU_001185,181,180,186,152,188,164,141,212,168,91,120,83
RSAU_001186,413,442,420,385,427,394,342,443,405,235,210,174
RSAU_001187,678,638,662,589,595,579,555,583,504,327,346,300
RSAU_001188,2015,2283,1839,1310,1824,1593,1479,1838,1419,972,1124,880
RSAU_001189,400,508,500,437,361,394,411,537,403,283,272,213
RSAU_001190,654,675,669,624,613,608,590,737,607,365,404,288
RSAU_001191,481,426,336,180,302,313,350,475,348,245,280,241
RSAU_001192,6547,6379,6605,5288,5144,5060,5559,6899,5938,4104,4501,3840
RSAU_001193,64,37,41,47,31,44,68,60,59,40,28,34
RSAU_001194,50,40,38,60,31,39,44,67,42,23,20,22
RSAU_001195,35,36,42,30,39,36,49,47,51,51,38,37
RSAU_001196,0,3,2,4,4,4,4,5,5,8,4,7
RSAU_001197,43,52,36,31,56,33,29,71,41,33,34,13
