,WT-qscR-1 raw counts,WT-qscR-2 raw counts,qscR-1 raw counts,qscR-2 raw counts
PA4256,20,22,25,1
PA4257,46,43,28,21
PA4258,5,12,15,3
PA4259,10,14,10,5
PA4260,52,55,30,16
PA4261,8,7,10,1
PA4262,54,45,35,24
PA4263,60,80,32,29
PA4264,50,27,18,6
PA4265,81,81,75,42
PA4266,232,230,212,137
PA4267,56,63,54,36
PA4268,52,94,47,35
PA4269,155,163,97,50
PA4270,331,359,159,103
PA4271,17,8,6,1
PA4272,19,16,12,8
PA4273,44,46,51,30
PA4274,33,24,26,19
PA4275,22,25,11,8
PA4276,14,17,15,7
PA4277,58,54,30,20
PA4278,7,8,2,6
PA4279,14,3,2,1
PA4280,10,14,8,2
PA4281,11,15,6,10
PA4282,41,47,12,10
PA4283,23,37,20,8
PA4284,84,88,30,28
PA4285,55,56,39,13
PA4286,15,10,4,1
PA4287,10,6,0,0
PA4288,9,14,0,3
PA4289,15,17,5,1
PA4290,26,33,29,19
PA4291,13,12,8,5
PA4292,25,20,9,5
PA4293,95,91,16,19
PA4294,29,29,10,4
PA4295,5,0,0,0
PA4296,117,113,42,20
PA4297,35,35,14,8
PA4298,3,1,3,3
PA4299,9,13,8,6
PA4300,22,34,7,4
PA4301,28,38,7,3
PA4302,23,43,4,5
PA4303,59,57,13,11
PA4304,91,73,26,17
PA4305,83,77,37,14
PA4306,55,42,50,23
PA4307,40,30,14,15
PA4308,41,34,11,7
PA4309,92,88,40,11
PA4310,74,98,68,37
PA4311,143,178,83,46
PA4312,34,42,37,13
PA4313,28,17,12,4
PA4314,10,11,12,2
PA4315,77,105,49,27
PA4316,21,25,5,10
PA4317,12,16,3,2
PA4318,4,8,3,0
PA4319,7,5,2,0
PA4320,14,14,4,4
PA4321,9,20,2,0
PA4322,6,7,3,2
PA4323,19,20,9,9
PA4324,38,42,10,5
PA4325,9,5,2,2
PA4326,20,17,9,5
PA4327,4,14,4,1
PA4328,42,31,27,7
PA4329,27,44,21,9
PA4330,9,15,3,6
PA4331,17,12,7,4
PA4332,27,28,6,6
PA4333,28,26,19,11
PA4334,4,2,4,1
PA4335,1,1,3,1
PA4336,11,10,7,6
PA4337,6,5,1,2
PA4338,16,19,6,6
PA4339,11,10,3,2
PA4340,16,13,9,5
PA4341,3,1,1,1
PA4342,13,10,2,4
PA4343,10,12,7,2
PA4344,11,24,6,4
PA4345,14,21,8,5
PA4346,3,7,0,1
PA4347,13,14,6,6
PA4348,36,17,19,18
PA4349,29,34,3,1
PA4350,65,81,31,23
PA4351,222,260,94,63
PA4352,464,456,190,152
PA4353,7,11,6,3
PA4354,2,1,1,2
PA4355,8,5,5,4
PA4356,11,12,8,3
PA4357,0,0,0,0
PA4358,29,45,21,9
PA4359,0,0,0,0
PA4360,8,10,4,2
PA4361,14,18,7,3
PA4362,25,22,20,12
PA4363,15,12,4,0
PA4364,1,2,1,0
PA4365,1,4,0,0
PA4366,49,71,119,57
PA4367,47,49,22,13
PA4368,70,83,15,10
PA4369,29,28,7,6
PA4370,39,30,14,7
PA4371,6,12,2,4
PA4372,9,12,0,12
PA4373,11,17,6,1
PA4374,11,15,2,2
PA4375,32,35,6,4
PA4376,12,17,6,5
PA4377,254,229,163,89
PA4378,22,23,4,1
PA4379,23,26,7,2
PA4380,8,9,2,0
PA4381,16,9,6,6
PA4382,25,22,7,5
PA4383,6,12,1,2
PA4384,3,6,3,2
PA4385,971,1008,661,440
PA4386,48,37,25,17
PA4387,30,23,1,2
PA4388,12,5,4,3
PA4389,16,12,6,4
PA4390,18,13,10,3
PA4391,10,11,4,4
PA4392,5,2,1,0
PA4393,21,28,8,6
PA4394,16,9,10,5
PA4395,25,26,11,11
PA4396,12,15,3,1
PA4397,12,6,11,9
PA4398,12,19,7,2
PA4399,4,5,5,3
PA4400,15,21,6,1
PA4401,19,15,6,9
PA4402,8,14,14,4
PA4403,104,113,67,28
PA4404,7,14,1,1
PA4405,2,2,3,0
PA4406,69,108,41,37
PA4407,213,207,103,79
PA4408,125,134,49,21
PA4409,45,55,14,13
PA4410,31,56,25,11
PA4411,93,84,22,19
PA4412,111,92,17,18
PA4413,74,72,26,8
PA4414,71,82,34,19
PA4415,33,32,21,4
PA4416,72,76,22,18
PA4417,132,118,32,29
PA4418,111,125,18,14
PA4419,12,10,4,4
PA4420,97,80,16,7
PA4421,69,53,14,4
PA4422,6,16,4,1
PA4423,40,36,17,14
PA4424,0,1,0,2
PA4425,10,12,12,8
PA4426,6,8,7,4
PA4427,6,9,0,2
PA4428,4,1,1,0
PA4429,39,16,29,14
PA4430,50,58,57,36
PA4431,50,52,63,18
PA4432,29,24,17,3
PA4433,46,50,17,21
PA4434,28,23,13,6
PA4435,26,15,12,2
PA4436,10,10,0,3
PA4437,9,8,3,1
PA4438,19,11,10,4
PA4439,15,12,8,4
PA4440,3,10,0,4
PA4441,20,28,5,2
PA4442,27,26,8,4
PA4443,11,11,4,2
PA4444,24,29,15,7
PA4445,12,13,8,4
PA4446,31,35,11,7
PA4447,14,8,10,1
PA4448,11,21,14,4
PA4449,14,12,12,4
PA4450,49,60,30,13
PA4451,8,15,6,1
PA4452,11,10,2,0
PA4453,23,18,23,13
PA4454,20,17,13,3
PA4455,8,10,7,2
PA4456,22,23,15,7
PA4457,48,60,21,20
PA4458,18,19,2,3
PA4459,19,28,15,12
PA4460,22,11,9,4
PA4461,19,29,28,12
PA4462,33,34,23,6
PA4463,266,244,100,62
PA4464,48,41,12,7
PA4465,28,49,8,10
PA4466,7,2,0,2
PA4467,10,12,5,0
PA4468,3,10,1,0
PA4469,6,3,0,0
PA4470,17,18,3,3
PA4471,6,1,1,1
PA4472,78,84,30,16
PA4473,32,41,14,10
PA4474,155,187,35,15
PA4475,94,117,19,16
PA4476,89,80,23,22
PA4477,63,65,20,20
PA4478,23,22,7,5
PA4479,3,9,3,0
PA4480,14,5,3,3
PA4481,31,25,18,6
PA4482,6,5,2,0
PA4483,31,34,20,11
PA4484,16,15,13,9
PA4485,1,0,0,1
PA4486,1,5,2,0
PA4487,6,6,0,2
PA4488,30,23,2,3
PA4489,70,38,16,10
PA4490,11,2,4,1
PA4491,50,34,16,10
PA4492,13,9,12,8
PA4493,13,16,14,15
PA4494,28,45,21,12
PA4495,41,46,37,23
PA4496,26,39,12,8
PA4497,13,18,3,3
PA4498,14,12,5,4
PA4499,7,21,10,3
PA4500,26,24,6,4
PA4501,15,18,5,6
PA4502,28,20,14,7
PA4503,8,21,12,2
PA4504,6,14,3,2
PA4505,11,9,5,5
PA4506,16,17,2,3
PA4507,24,22,7,4
PA4508,2,3,0,0
PA4509,10,4,4,1
PA4510,13,5,1,1
PA4511,30,16,7,1
PA4512,20,17,10,5
PA4513,16,27,6,4
PA4514,41,36,14,4
PA4515,2,8,0,2
PA4516,4,8,6,0
PA4517,23,15,10,6
PA4518,5,1,2,0
PA4519,27,29,15,4
PA4520,40,32,12,9
PA4521,24,21,8,3
PA4522,11,8,1,1
PA4523,1083,1097,193,95
PA4524,12,15,8,7
PA4525,119,145,27,21
PA4526,33,37,12,3
PA4528,21,15,4,3
PA4529,24,11,6,5
PA4530,5,4,2,0
PA4531,1,1,2,0
PA4532,6,5,4,1
PA4533,9,8,5,1
PA4534,3,7,8,3
PA4535,31,38,22,10
PA4536,8,11,5,2
PA4537,0,0,4,0
PA4538,25,28,15,11
PA4539,20,11,4,9
PA4540,19,20,5,4
PA4541,58,63,23,13
PA4542,701,688,160,95
PA4543,15,9,2,2
PA4544,26,16,9,5
PA4545,22,15,15,8
PA4546,32,11,2,10
PA4547,11,8,3,6
PA4548,11,7,9,5
PA4549,4,3,0,1
PA4550,9,15,6,4
PA4551,4,2,7,4
PA4552,13,15,3,3
PA4553,13,11,3,3
PA4554,88,95,43,22
PA4555,5,3,4,2
PA4556,3,2,0,0
PA4557,12,17,6,2
PA4558,5,9,1,4
PA4559,6,1,2,1
PA4560,58,85,39,17
PA4561,18,23,4,3
PA4562,20,14,0,3
PA4563,18,24,13,12
PA4564,4,6,5,2
PA4565,63,74,20,17
PA4566,54,60,26,19
PA4567,23,12,11,3
PA4568,15,24,12,13
PA4569,31,23,17,10
PA4570,1,2,0,0
PA4571,45,44,25,6
PA4572,38,33,14,12
PA4573,33,28,7,2
PA4574,1,1,0,1
PA4575,36,52,10,9
PA4576,52,54,22,14
PA4577,24,22,12,7
PA4578,20,17,9,19
PA4579,19,13,7,3
PA4580,5,8,2,2
PA4581,12,23,5,3
PA4582,10,12,5,5
PA4583,14,16,4,2
PA4584,5,8,1,0
PA4585,11,7,4,1
PA4586,0,0,1,0
PA4587,58,63,37,24
PA4588,21,29,3,2
PA4589,7,8,6,3
PA4590,5,5,2,2
PA4591,15,8,1,2
PA4592,6,12,1,2
PA4593,7,6,1,1
PA4594,8,6,3,1
PA4595,48,62,54,41
PA4596,11,6,3,4
PA4597,22,16,7,3
PA4598,32,28,6,8
PA4599,14,7,4,3
PA4600,5,5,5,2
PA4601,61,55,27,11
PA4602,38,21,11,23
PA4603,0,1,0,0
PA4604,20,17,3,3
PA4605,0,2,1,0
PA4606,197,180,51,38
PA4607,883,865,609,424
PA4608,55,47,27,15
PA4609,32,35,14,20
PA4610,11,15,10,8
PA4611,368,398,93,42
PA4612,10,5,0,0
PA4613,13,9,2,8
PA4614,51,42,23,19
PA4615,20,30,3,5
PA4616,4,3,1,0
PA4617,15,31,13,8
PA4618,23,11,4,2
PA4619,23,21,6,5
PA4620,3,9,2,1
PA4621,61,77,19,17
PA4622,9,10,5,1
PA4623,2,0,1,0
PA4624,24,25,8,6
PA4625,50,66,11,14
PA4626,3,4,3,0
PA4627,7,13,2,3
PA4628,19,24,2,4
PA4629,4,7,5,0
PA4630,6,5,4,1
PA4631,21,18,7,7
PA4632,23,21,13,2
PA4633,211,208,69,31
PA4634,25,20,3,2
PA4635,16,9,5,2
PA4636,18,18,4,4
PA4637,8,4,4,3
PA4638,74,60,158,100
PA4639,11,14,10,10
PA4640,30,30,31,24
PA4642,0,0,1,0
PA4643,17,5,2,1
PA4644,1,3,0,0
PA4645,4,1,2,1
PA4646,14,10,7,8
PA4647,45,26,8,9
PA4648,7,16,7,6
PA4649,2,7,4,1
PA4650,4,7,2,3
PA4651,4,10,2,3
PA4652,8,18,8,3
PA4653,13,17,2,2
PA4654,7,10,3,1
PA4655,29,39,9,5
PA4656,35,42,10,8
PA4657,165,167,31,30
PA4658,15,19,2,3
PA4659,5,3,3,2
PA4660,20,7,5,5
PA4661,35,33,14,10
PA4662,16,3,2,0
PA4663,20,13,4,5
PA4664,8,14,3,3
PA4665,19,20,3,2
PA4666,16,15,2,4
PA4667,47,21,10,15
PA4668,6,5,2,2
PA4669,8,11,4,2
PA4670,45,47,27,19
PA4671,19,18,17,9
PA4672,4,1,1,1
PA4673,11,13,7,4
PA4674,16,7,1,1
PA4674.1,14,5,1,4
PA4675,15,13,4,2
PA4676,12,6,9,5
PA4677,23,29,18,21
PA4678,6,0,1,0
PA4679,5,5,3,3
PA4680,5,2,0,0
PA4681,10,7,1,1
PA4682,24,20,1,3
PA4683,11,10,3,1
PA4684,9,10,6,3
PA4685,0,0,0,0
PA4686,28,29,3,9
PA4687,22,20,27,10
PA4688,10,14,6,1
PA4689,22,38,13,11
PA4691,3,8,0,0
PA4692,15,4,2,5
PA4693,14,10,9,3
PA4694,17,28,28,15
PA4695,9,8,6,2
PA4696,48,34,15,17
PA4697,14,11,10,4
PA4698,7,3,1,0
PA4699,20,16,14,3
PA4700,32,24,7,3
PA4701,25,24,17,6
PA4702,29,57,16,8
PA4703,9,4,6,6
PA4704,16,17,6,2
PA4705,3,3,3,3
PA4706,1,8,3,3
PA4707,6,5,1,1
PA4708,7,7,1,0
PA4709,12,7,1,1
PA4710,27,18,6,5
PA4711,1,1,2,1
PA4712,7,7,5,3
PA4713,38,26,11,8
PA4714,5,12,3,4
PA4715,20,14,11,6
PA4716,14,8,3,2
PA4717,63,76,15,9
PA4718,15,14,2,3
PA4719,19,14,9,5
PA4720,6,15,10,5
PA4721,6,8,2,0
PA4722,34,40,18,12
PA4723,16,14,11,4
PA4724,8,3,1,0
PA4724.1,2,1,2,0
PA4725,37,32,8,8
PA4726,148,177,54,31
PA4727,25,26,20,7
PA4728,2,3,0,0
PA4729,4,13,10,3
PA4730,4,8,3,2
PA4731,4,2,2,2
PA4732,53,65,14,17
PA4733,40,44,19,14
PA4734,18,15,15,4
PA4735,124,112,66,42
PA4736,8,2,4,0
PA4737,4,4,4,2
PA4738,8,6,11,5
PA4739,5,5,7,6
PA4740,36,38,31,17
PA4741,11,1,9,1
PA4742,24,12,3,5
PA4743,2,1,3,2
PA4744,83,93,68,39
PA4745,74,61,55,24
PA4746,10,10,10,1
PA4747,27,23,10,10
PA4748,57,46,9,11
PA4749,26,34,19,12
PA4750,12,6,4,4
PA4751,271,266,118,53
PA4752,28,50,10,0
PA4753,6,17,6,11
PA4754,0,3,4,1
PA4755,11,9,16,11
PA4756,110,120,71,49
PA4757,21,18,10,5
PA4758,59,58,49,37
PA4759,55,61,21,14
PA4760,171,179,39,36
PA4761,949,1004,399,234
PA4762,55,50,24,13
PA4763,68,62,28,16
PA4764,24,37,14,12
PA4765,21,13,6,6
PA4766,1,7,2,0
PA4767,18,35,5,5
PA4768,16,10,6,5
PA4769,28,21,16,8
PA4770,44,37,19,13
PA4771,15,9,6,2
PA4772,21,29,10,4
PA4773,6,5,1,0
PA4774,20,23,5,5
PA4775,34,30,9,3
PA4776,1,4,5,2
PA4777,9,19,4,3
PA4778,13,18,14,3
PA4779,7,7,3,2
PA4780,24,27,10,5
PA4781,90,111,28,20
PA4782,6,2,3,1
PA4783,5,6,3,1
PA4784,5,4,1,0
PA4785,24,40,13,6
PA4786,28,19,10,8
PA4787,29,41,14,4
PA4788,7,6,3,1
PA4789,0,1,0,0
PA4790,6,3,2,0
PA4791,16,7,2,1
PA4792,25,34,8,5
PA4793,48,31,6,6
PA4794,1,6,3,0
PA4795,3,4,2,0
PA4796,1,3,0,3
PA4797,0,0,0,0
PA4798,14,15,8,7
PA4799,5,1,1,0
PA4800,5,5,1,1
PA4801,0,0,0,0
PA4802,4,4,2,3
PA4803,5,16,5,2
PA4804,20,20,2,3
PA4805,7,10,5,2
PA4806,6,4,0,0
PA4807,39,26,19,6
PA4808,43,42,18,13
PA4809,10,7,1,2
PA4810,8,4,5,0
PA4811,12,14,8,5
PA4812,154,176,91,66
PA4813,7,9,0,0
PA4814,17,17,3,2
PA4815,3,2,2,2
PA4816,18,21,1,4
PA4817,1,5,1,0
PA4818,12,12,1,0
PA4819,6,3,2,0
PA4820,1,4,5,0
PA4821,14,11,2,3
PA4822,16,19,2,5
PA4823,0,0,0,0
PA4824,5,4,0,0
PA4825,22,32,6,3
PA4826,0,0,2,0
PA4827,6,11,6,4
PA4828,1,4,4,3
PA4829,38,30,16,4
PA4830,12,7,3,2
PA4831,10,12,4,2
PA4832,1,6,0,2
PA4833,18,22,5,3
PA4834,7,5,1,4
PA4835,13,7,2,3
PA4836,6,4,1,1
PA4837,30,27,2,6
PA4838,9,7,6,0
PA4839,34,42,27,16
PA4840,1,3,2,0
PA4841,5,4,5,1
PA4842,85,92,39,16
PA4843,277,345,77,38
PA4844,21,19,1,1
PA4845,30,22,9,3
PA4846,11,9,7,6
PA4847,22,29,9,9
PA4848,44,59,21,15
PA4849,8,7,1,0
PA4850,12,13,10,5
PA4851,12,20,16,5
PA4852,19,32,22,10
PA4853,5,3,3,0
PA4854,17,45,11,10
PA4855,18,10,7,1
PA4856,57,64,30,18
PA4857,3,9,2,1
PA4858,21,10,5,0
PA4859,7,11,3,0
PA4860,5,7,2,0
PA4861,3,8,0,1
PA4862,2,1,0,1
PA4863,4,7,3,2
PA4864,3,4,2,2
PA4865,1,3,1,0
PA4866,2,4,0,3
PA4867,0,0,1,0
PA4868,15,22,9,5
PA4869,9,10,5,2
PA4870,26,14,10,5
PA4871,5,3,2,1
PA4872,11,11,3,10
PA4873,21,43,13,9
PA4874,35,37,31,13
PA4875,2,2,3,1
PA4876,28,47,31,17
PA4877,14,17,3,6
PA4878,3,9,2,2
PA4879,65,60,12,13
PA4880,31,33,31,23
PA4881,0,0,0,2
PA4882,4,7,3,0
PA4883,3,0,0,0
PA4884,8,0,0,0
PA4885,15,9,5,1
PA4886,6,8,2,1
PA4887,13,18,3,6
PA4888,10,11,2,5
PA4889,7,12,3,0
PA4890,3,0,2,1
PA4891,5,4,0,2
PA4892,11,5,2,0
PA4893,2,1,3,1
PA4894,2,5,0,1
PA4895,6,3,2,1
PA4896,1,3,0,0
PA4897,25,29,6,7
PA4898,10,9,0,5
PA4899,16,19,0,1
PA4900,11,8,2,0
PA4901,8,12,4,6
PA4902,6,0,0,0
PA4903,11,6,4,0
PA4904,9,14,2,2
PA4905,11,5,1,3
PA4906,9,15,6,3
PA4907,12,11,7,2
PA4908,7,5,1,0
PA4909,5,8,1,2
PA4910,3,4,4,2
PA4911,10,4,2,2
PA4912,12,4,0,3
PA4913,30,34,7,3
PA4914,9,9,2,0
PA4915,150,153,48,25
PA4916,47,54,19,16
PA4917,39,53,17,6
PA4918,19,27,10,7
PA4919,32,45,19,3
PA4920,25,21,10,8
PA4921,8,14,2,3
PA4922,94,79,143,73
PA4923,4,4,0,0
PA4924,6,5,5,1
PA4925,15,19,15,9
PA4926,13,7,9,2
PA4927,26,15,7,5
PA4928,26,32,14,8
PA4929,55,51,33,34
PA4930,9,20,8,2
PA4931,41,31,11,6
PA4932,22,28,12,5
PA4933,29,27,11,11
PA4934,10,9,5,1
PA4935,22,25,21,6
PA4936,15,21,6,8
PA4937,179,172,71,45
PA4938,47,44,41,22
PA4939,29,49,23,7
PA4940,1,3,1,0
PA4941,27,48,16,16
PA4942,79,68,47,30
PA4943,98,115,50,26
PA4944,36,25,15,7
PA4945,141,144,50,23
PA4946,62,49,24,15
PA4947,61,50,43,21
PA4948,11,3,4,5
PA4949,49,33,13,12
PA4950,29,9,19,5
PA4951,27,34,17,12
PA4952,25,19,16,15
PA4953,20,17,11,5
PA4954,20,10,15,9
PA4955,26,22,12,6
PA4956,12,13,8,1
PA4957,9,10,5,2
PA4958,48,57,26,5
PA4959,22,41,16,7
PA4960,34,22,9,5
PA4961,42,30,20,8
PA4962,1,2,2,0
PA4963,24,30,12,9
PA4964,31,29,7,6
PA4965,1,5,0,0
PA4966,11,7,0,2
PA4967,21,22,9,5
PA4968,5,12,6,5
PA4969,11,4,5,0
PA4970,6,7,5,2
PA4971,30,28,19,8
PA4972,18,21,11,6
PA4973,21,18,4,1
PA4974,48,65,34,16
PA4975,12,11,4,2
PA4976,18,15,14,6
PA4977,14,16,7,2
PA4978,13,21,3,0
PA4979,10,13,3,1
PA4980,2,3,0,0
PA4981,17,19,2,4
PA4982,35,37,16,4
PA4983,9,10,1,1
PA4984,17,18,3,2
PA4985,16,19,4,5
PA4986,35,53,5,13
PA4987,5,4,4,2
PA4988,14,23,5,2
PA4989,9,8,6,0
PA4990,2,4,0,0
PA4991,10,13,5,3
PA4992,9,8,4,4
PA4993,3,7,7,2
PA4994,13,11,3,3
PA4995,9,10,3,2
PA4996,90,71,37,24
PA4997,30,51,9,5
PA4998,10,8,3,4
PA4999,9,8,8,7
PA5000,45,34,7,12
PA5001,18,16,3,0
PA5002,13,15,6,4
PA5003,12,14,3,5
PA5004,26,21,23,6
PA5005,49,49,26,10
PA5006,22,13,13,2
PA5007,4,10,6,1
PA5008,4,16,2,3
PA5009,6,7,0,2
PA5010,16,19,9,4
PA5011,21,23,11,4
PA5012,30,17,8,2
PA5013,53,81,47,30
PA5014,52,80,30,16
PA5015,107,115,113,57
PA5016,64,65,45,22
PA5017,86,60,33,27
PA5018,12,25,11,7
PA5019,55,47,15,7
PA5020,25,39,7,1
PA5021,10,14,5,1
PA5022,54,53,16,20
PA5023,31,21,6,6
PA5024,6,4,4,3
PA5025,14,16,6,1
PA5026,2,3,2,1
PA5027,77,78,41,17
PA5028,21,40,24,15
PA5029,15,7,5,1
PA5030,57,67,32,14
PA5031,5,9,0,1
PA5032,8,8,1,1
PA5033,7,11,1,4
PA5034,15,26,7,3
PA5035,11,13,5,2
PA5036,81,52,23,9
PA5037,73,55,33,17
PA5038,26,32,19,15
PA5039,48,36,8,7
PA5040,149,174,45,42
PA5041,20,20,7,5
PA5042,18,34,7,5
PA5043,31,40,15,6
PA5044,179,176,30,20
PA5045,118,135,37,32
PA5046,57,39,22,14
PA5047,50,79,24,15
PA5048,50,49,18,8
PA5049,10,6,8,5
PA5050,23,24,7,9
PA5051,49,63,25,21
PA5052,11,9,7,4
PA5053,20,27,8,2
PA5054,57,62,27,22
PA5055,3,3,2,4
PA5056,52,59,7,9
PA5057,20,27,7,4
PA5058,28,28,29,22
PA5059,6,5,9,3
PA5060,429,414,199,148
PA5061,28,10,14,8
PA5062,1,0,0,3
PA5063,25,27,13,16
PA5064,7,8,7,4
PA5065,20,20,8,8
PA5066,21,17,10,4
PA5067,6,5,4,5
PA5068,6,19,12,1
PA5069,2,11,1,1
PA5070,15,9,7,2
PA5071,2,1,0,0
PA5072,24,31,8,6
PA5073,2,3,4,1
PA5074,6,7,1,0
PA5075,8,6,1,2
PA5076,10,12,4,0
PA5077,50,42,24,10
PA5078,59,49,29,26
PA5079,4,6,1,0
PA5080,13,23,16,4
PA5081,1,3,0,0
PA5082,4,3,1,0
PA5083,2,0,1,0
PA5084,7,12,4,7
PA5085,12,17,8,4
PA5086,10,3,2,0
PA5087,9,13,0,0
PA5088,4,7,2,0
PA5089,24,16,4,4
PA5090,23,17,4,6
PA5091,19,14,8,5
PA5092,27,22,9,2
PA5093,32,13,2,11
PA5094,11,15,4,1
PA5095,9,12,2,3
PA5096,22,8,3,1
PA5097,18,10,2,1
PA5098,12,19,4,0
PA5099,15,20,1,1
PA5100,78,73,32,18
PA5101,29,24,16,13
PA5102,6,5,4,0
PA5103,11,14,5,2
PA5104,28,25,6,4
PA5105,81,71,26,17
PA5106,200,189,24,19
PA5107,16,29,18,5
PA5108,17,16,6,4
PA5109,9,13,5,5
PA5110,43,35,14,15
PA5111,7,15,5,4
PA5112,92,117,49,25
PA5113,34,31,2,7
PA5114,68,87,14,14
PA5115,7,2,2,4
PA5116,4,4,3,3
PA5117,28,20,13,6
PA5118,20,14,1,5
PA5119,73,85,45,30
PA5120,0,4,2,2
PA5121,23,20,4,6
PA5122,9,10,11,3
PA5123,6,4,6,4
PA5124,13,19,5,4
PA5125,22,26,9,3
PA5126,6,6,2,1
PA5127,6,7,1,3
PA5128,3,12,8,1
PA5129,2,0,0,0
PA5130,3,8,3,2
PA5131,33,40,11,16
PA5132,6,11,4,2
PA5133,24,36,8,2
PA5134,32,31,20,7
PA5135,4,5,3,2
PA5136,9,14,4,6
PA5137,4,5,0,0
PA5138,5,4,0,1
PA5139,6,3,0,2
PA5140,3,5,7,0
PA5141,10,9,4,5
PA5142,18,20,6,5
PA5143,29,33,19,4
PA5144,0,0,2,0
PA5145,6,17,4,5
PA5146,59,47,24,13
PA5147,23,16,6,6
PA5148,5,4,3,3
PA5149,13,10,3,4
PA5150,7,8,3,0
PA5151,5,1,0,2
PA5152,5,16,5,4
PA5153,13,14,9,3
PA5154,2,3,1,0
PA5155,8,2,3,1
PA5156,13,4,4,4
PA5157,7,0,0,0
PA5158,24,18,5,5
PA5159,8,12,8,6
PA5160,20,20,5,3
PA5161,41,43,51,23
PA5162,18,29,30,11
PA5163,40,22,17,18
PA5164,8,13,11,7
PA5165,22,21,9,12
PA5166,26,7,14,8
PA5167,7,8,4,5
PA5168,3,9,7,0
PA5169,9,11,3,1
PA5170,147,174,198,111
PA5171,581,598,734,489
PA5172,356,418,545,328
PA5173,163,162,242,148
PA5174,67,68,43,19
PA5175,25,25,13,7
PA5176,15,12,5,11
PA5177,10,5,8,2
PA5178,111,114,92,42
PA5179,14,13,6,2
PA5180,12,16,3,3
PA5181,28,35,15,6
PA5182,36,36,22,7
PA5183,10,8,2,1
PA5183.1,2,3,4,1
PA5184,6,14,0,0
PA5185,5,5,1,0
PA5186,15,15,6,4
PA5187,18,19,9,1
PA5188,13,12,4,3
PA5189,6,4,1,0
PA5190,2,10,1,1
PA5191,13,1,3,1
PA5192,44,34,17,12
PA5193,14,12,4,4
PA5194,6,12,7,0
PA5195,10,10,2,0
PA5196,15,12,4,2
PA5197,10,5,1,0
PA5198,11,10,7,3
PA5199,21,13,4,1
PA5200,29,30,13,7
PA5201,25,31,14,9
PA5202,0,1,0,1
PA5203,30,14,10,7
PA5204,16,12,16,5
PA5205,4,8,3,0
PA5206,41,28,9,7
PA5207,15,15,5,7
PA5208,92,66,26,12
PA5209,20,23,6,3
PA5210,93,101,63,32
PA5211,14,3,4,0
PA5212,31,32,28,20
PA5213,108,145,83,67
PA5214,8,5,6,10
PA5215,21,19,10,17
PA5216,31,19,5,2
PA5217,6,10,3,2
PA5218,11,12,3,4
PA5219,10,14,10,4
PA5220,11,11,6,9
PA5221,23,22,2,5
PA5222,6,2,1,1
PA5223,19,36,31,15
PA5224,59,71,42,24
PA5225,13,11,5,4
PA5226,14,15,7,0
PA5227,9,10,4,1
PA5228,10,11,5,3
PA5229,19,5,7,8
PA5230,20,29,8,6
PA5231,100,99,42,17
PA5232,160,213,59,41
PA5233,12,6,2,3
PA5234,12,12,5,3
PA5235,20,19,7,2
PA5236,7,7,3,5
PA5237,21,24,8,6
PA5238,11,15,5,4
PA5239,41,60,33,16
PA5240,30,27,27,21
PA5241,39,24,16,11
PA5242,190,156,82,45
PA5243,145,170,88,43
PA5244,4,5,5,2
PA5245,19,13,19,13
PA5246,4,2,3,2
PA5247,14,17,3,3
PA5248,29,23,11,12
PA5249,11,10,4,1
PA5250,10,22,7,4
PA5251,13,9,4,2
PA5252,39,27,12,6
PA5253,260,255,97,75
PA5254,11,3,0,1
PA5255,101,84,38,20
PA5256,8,2,1,1
PA5257,51,43,19,12
PA5258,50,31,8,8
PA5259,31,25,5,5
PA5260,58,50,37,11
PA5261,158,154,44,51
PA5262,77,98,28,11
PA5263,30,29,17,12
PA5264,26,17,9,5
PA5265,49,49,5,7
PA5266,12,12,3,5
PA5267,4,2,0,1
PA5268,6,7,9,3
PA5269,11,2,0,1
PA5270,13,14,5,7
PA5271,5,9,5,2
PA5272,44,55,20,15
PA5273,9,8,4,0
PA5274,5,3,3,0
PA5275,16,11,4,3
PA5276,4,0,1,2
PA5277,33,28,35,23
PA5278,11,13,4,4
PA5279,24,14,16,4
PA5280,14,7,5,1
PA5281,4,4,5,1
PA5282,5,7,0,0
PA5283,11,18,6,2
PA5284,4,1,1,0
PA5285,34,35,32,14
PA5286,3,2,4,6
PA5287,23,25,10,8
PA5288,106,116,28,26
PA5289,7,4,4,0
PA5290,17,20,5,6
PA5291,32,34,10,11
PA5292,9,16,2,2
PA5293,11,7,2,1
PA5294,15,9,2,2
PA5295,33,27,6,4
PA5296,21,24,7,4
PA5297,26,32,12,6
PA5298,5,5,4,2
PA5299,42,27,10,9
PA5300,25,35,13,9
PA5301,37,35,10,12
PA5302,12,28,17,9
PA5303,16,13,16,11
PA5304,137,134,116,72
PA5305,8,11,3,5
PA5306,2,2,1,1
PA5307,56,67,28,15
PA5308,8,8,0,2
PA5309,14,15,8,2
PA5310,27,26,9,2
PA5311,17,6,1,0
PA5312,133,145,59,56
PA5313,36,47,24,19
PA5314,6,2,3,4
PA5315,5,2,0,1
PA5316,20,20,20,7
PA5317,16,26,10,4
PA5318,4,3,2,3
PA5319,28,23,12,10
PA5320,15,17,10,9
PA5321,8,6,4,1
PA5322,62,60,30,23
PA5323,18,15,2,5
PA5324,13,16,5,1
PA5325,8,12,0,3
PA5326,6,6,0,0
PA5327,10,9,2,5
