gene,E11,E12,E1E21,E1E22,E21,E22,WT1,WT2
CDS109872,5145,4205,5866,5386,5832,4422,3845,4021
CDS106751,5453,4685,2882,3206,5541,2903,4678,4802
CDS109406,1339,1317,2766,2469,2164,2331,1215,1293
CDS104583,319,243,251,256,412,248,242,272
CDS108675,151846,151787,67081,68287,100791,65213,128367,157576
CDS110395,1599,1308,1967,1824,2614,1453,1056,1175
CDS104337,2610,2186,2021,1867,1979,1634,1980,2433
CDS105093,4450,3443,1960,2062,1699,1706,3088,3592
CDS113911,829,898,760,676,677,618,946,842
CDS107123,6684,1540,1838,3118,7889,2729,1255,2216
CDS108405,43,24,65,61,59,52,32,34
CDS111781,1412,1393,380,744,347,606,1302,1538
CDS111629,10211,8112,5658,5568,6722,5303,7359,8453
CDS104369,219,245,618,547,472,473,225,230
CDS105487,453,337,887,872,790,738,320,299
CDS112079,3390,3088,2049,1991,1876,1890,2845,2852
CDS104539,3746,3223,2396,2404,2584,2310,3049,3246
CDS113861,9951,8881,7231,7198,7969,6609,7655,8760
CDS112107,731,952,576,572,402,486,967,814
CDS113003,4301,3946,3497,3297,3125,2962,3919,3749
CDS104747,647,742,610,614,616,584,630,628
CDS103176,374,369,504,501,435,408,312,400
CDS112228,2420,2044,1664,1666,1467,1443,1711,2081
CDS112989,4744,5555,6341,5542,5696,4895,4893,5437
CDS103240,311,406,108,138,120,103,421,319
CDS109528,2713,2663,4019,3464,3902,3150,2557,2548
CDS110050,6378,5463,6670,6585,8903,6057,4886,5598
CDS112158,3532,3302,2976,2753,3127,2386,2811,3086
CDS112835,816,747,2067,1873,1817,1739,723,737
CDS107083,3109,1254,1558,1953,5252,1573,1002,1094
CDS103860,1456,1551,1789,1717,1555,1550,1424,1323
CDS107785,1539,1599,1745,1579,1201,1415,1426,1480
CDS107297,572,416,667,630,663,623,441,483
CDS104134,88,46,175,200,251,200,58,64
CDS106625,1194,547,620,683,624,688,525,805
CDS104703,8532,6803,5544,5895,5611,5667,5863,7284
CDS109714,35,50,103,94,107,105,39,40
CDS105627,3069,2382,4301,4395,4648,3581,1856,2394
CDS105459,1535,1447,2032,1904,2155,1720,1183,1376
CDS107765,154,164,469,415,302,390,169,149
CDS109862,122,97,416,434,424,355,90,91
tRNA112011,1422,1126,2533,2315,3219,2292,1234,1195
CDS107169,8429,4729,5313,6540,7942,5461,3406,6281
CDS106701,682,547,541,556,522,481,527,597
CDS106087,7053,7069,15333,14543,10933,13220,5848,6858
CDS111485,2246,1850,1738,1740,1402,1533,1733,1863
CDS109256,4314,4343,3134,2763,2037,2710,3959,4146
ncRNA302398,156,90,227,227,198,180,92,107
CDS110425,12888,11152,8250,8431,8637,7739,10102,10921
CDS108735,10260,9317,6048,6110,4975,5589,8868,8499
CDS106865,9786,9450,4224,4052,3561,3761,8291,8795
CDS109664,191,248,1026,983,788,848,197,202
CDS113755,21039,17127,18886,17432,20743,15757,14444,17117
CDS105335,1276,1078,1960,1810,2023,1639,1079,1071
CDS106387,100223,98734,53561,51345,49806,49755,91719,97041
tRNA104607,14,28,61,44,47,39,31,44
CDS108643,25,31,75,63,70,62,23,29
CDS107815,129,120,648,497,475,469,115,116
CDS108595,1568,1486,1917,1725,1844,1519,1413,1410
CDS112319,4528,4598,3653,3395,3125,3254,4060,4309
CDS103788,1339,571,1076,1324,926,1032,443,737
CDS113307,958,841,1420,1334,1178,1155,785,840
CDS108981,8957,8144,8112,7479,7091,7006,7834,8690
CDS102956,2145,1549,2894,2700,3464,2192,1281,1545
CDS108619,2156,1514,1506,1637,1272,1496,1318,1709
CDS113549,14121,12822,7940,7692,8579,7420,12316,12509
CDS113435,1952,1761,2276,2133,1854,1794,1559,1673
CDS113573,6935,5764,11196,10534,11508,9509,5081,5878
CDS104034,1341,1440,1196,1197,1423,1207,1325,1349
CDS112805,13494,10802,11501,11457,11227,11012,10297,11080
CDS104785,17663,14701,10254,9912,10138,8546,13398,14861
CDS111845,5489,5263,7818,7228,7795,6344,4522,5425
CDS109404,204,210,518,435,379,426,178,210
CDS111693,4475,4361,3556,3327,3379,3336,3870,4261
CDS113157,5749,5065,3308,3406,3401,3136,4669,4982
CDS106675,2147,2157,4635,3727,3366,3216,2180,2210
CDS112176,3556,2548,2747,2672,2350,2280,2459,2563
CDS107613,1312,1187,1935,1773,1919,1450,1043,1132
CDS105523,2220,1961,2594,2287,2168,1909,1944,1955
CDS111733,4249,3786,3580,3434,3486,3278,3439,3841
CDS108255,13250,10052,11013,11098,12796,10598,9208,10474
CDS111403,6491,5482,5536,5629,6200,4981,4973,5480
CDS110809,169,150,600,540,532,491,159,135
CDS107351,220,251,180,178,162,176,209,244
CDS110421,8625,7248,5287,5316,5192,4797,6595,6889
CDS110859,1836,1622,1938,1741,1928,1582,1498,1682
CDS104743,217,276,249,276,253,259,228,249
CDS107431,256,187,210,184,160,127,171,214
CDS112981,1521,1186,1072,1185,981,939,918,1208
CDS103170,506,515,455,440,388,405,439,481
CDS112371,4768,4727,2211,2068,1740,1827,4619,4066
CDS106253,1463,1475,1050,1031,1031,1013,1316,1281
CDS112077,20200,18828,12978,13062,17121,13111,17632,19948
CDS106563,1425,1099,5491,4900,3616,3259,910,1130
CDS106455,1311,1299,702,709,682,653,1057,1358
CDS113033,467,478,679,674,751,620,431,413
CDS104431,9822,10185,8804,7618,8918,7191,9335,8928
CDS104765,12280,5113,7606,9334,13265,8143,4698,6992
CDS134019,23050,21274,13341,13377,14368,12379,18591,21228
CDS111891,268822,226981,164439,153395,117502,169930,210293,235523
CDS109576,77,73,123,116,118,80,63,59
CDS112251,5266,4285,5385,5163,4440,4672,3676,4060
CDS102800,128,114,339,319,289,279,95,108
CDS104166,876,590,942,948,1204,951,456,591
CDS113301,10378,9515,10064,9822,13853,8304,8112,9217
CDS105551,551,478,1307,1264,1325,1121,434,456
CDS111359,252012,206351,252671,247740,225004,236745,176887,214250
CDS106981,1897,1532,2085,2289,2573,2057,1293,1515
CDS108925,440,372,1007,851,900,780,299,357
CDS109798,986,984,1072,932,909,850,958,877
CDS109500,3222,3243,2888,2594,2403,2378,2975,3270
CDS103300,826,860,413,531,478,524,676,830
CDS108947,1958,1581,1563,1498,1481,1303,1496,1619
CDS109928,4742,4616,620,714,525,480,4142,4529
CDS103246,1976,1897,2730,2361,2179,2100,1717,1775
CDS105209,8341,4995,2256,2786,3925,2444,4342,6991
CDS104633,4382,3908,4335,4303,4251,3925,3478,3806
CDS111431,26707,25764,27503,25303,27871,23356,22424,24052
CDS107671,2472,2090,1144,1226,1064,1052,1852,2041
CDS112297,982,807,1634,1463,1385,1172,719,828
CDS109582,24,21,40,39,36,26,18,21
CDS109684,739,715,748,675,960,632,592,753
CDS109426,1388,1284,1787,1622,1779,1512,1200,1138
CDS103908,1947,1806,4113,3556,3595,3177,1695,1776
CDS109820,488,320,660,679,856,584,278,430
CDS108937,601,430,611,581,628,538,433,455
CDS108141,285,235,702,686,836,604,212,209
CDS106731,213,184,355,257,304,268,204,183
CDS112166,750,1042,723,651,652,547,828,894
CDS104979,3362,3027,7089,6192,7320,5568,2716,3228
CDS113937,3081,2546,6867,6264,7265,5694,2500,2612
CDS108481,2890,2568,1817,1927,2066,1687,2274,2640
CDS103610,7716,8025,8174,7442,7246,7106,7360,7463
CDS107653,1435,1037,1399,1258,1056,987,960,1143
CDS113837,4829,5778,4299,3740,3284,3344,5000,4984
CDS110485,2037,1802,1660,1632,1583,1428,1589,1863
CDS103744,1608,1199,1337,1247,1193,999,1149,1287
CDS110397,4612,3573,3981,3864,3314,3344,3091,3796
CDS133899,4642,4264,2295,2457,2474,2306,3751,3817
CDS104461,2832,2262,2521,2320,3191,2040,1882,2266
CDS113819,444,437,529,464,393,379,451,447
CDS106395,3082,2712,2058,2158,2312,1937,2292,2668
CDS103834,23456,18563,10605,10838,12431,9980,16489,20016
CDS103604,695,460,561,573,725,488,470,594
CDS106271,17455,16501,11469,10608,10496,10423,15056,16053
CDS112583,36652,35690,25486,25190,26652,24066,29691,38999
CDS107385,52400,39071,39923,38996,50470,31566,32315,41464
CDS112881,21552,18447,13827,14064,12858,12932,16901,17682
CDS102850,220,176,679,580,550,476,174,172
CDS113645,24692,24074,26318,23753,26112,21639,20043,26189
CDS108805,3461,2681,2056,2027,2424,1880,2511,2968
CDS111443,9108,9462,11339,10404,12168,9193,8985,8876
CDS105873,6993,6901,5391,5699,5042,4873,5893,6764
CDS112855,1916,1515,1354,1257,1281,1201,1417,1642
CDS106653,90,106,324,262,271,321,85,86
CDS105927,1593,1494,2518,2312,2299,2011,1415,1436
CDS104957,14952,13922,13966,13899,14487,12250,12240,12746
CDS102954,3785,3020,5814,5214,6793,4251,2744,3009
CDS113655,39,39,210,170,172,149,27,29
CDS112519,421,450,430,430,376,389,632,437
CDS108571,348,259,280,313,415,292,243,325
CDS109822,75,50,63,56,82,47,23,42
CDS108657,933,464,768,778,1088,642,396,577
CDS112629,14,17,16,10,14,14,12,10
CDS107315,949,726,1317,1269,1380,1016,689,793
CDS110082,1969,1699,1264,1195,1222,1093,1433,1771
CDS112433,375,411,447,368,429,395,396,418
CDS106105,2096,2016,6303,5654,4346,5235,1644,1887
CDS104124,17,9,102,94,85,67,14,10
CDS109860,1719,1891,1475,1206,1657,1217,1573,1619
CDS104685,738,689,466,406,372,477,638,661
CDS109988,10851,8438,6830,6484,5775,4930,7614,7453
CDS112939,4982,4974,3173,3071,2549,2950,4597,4553
CDS107303,18450,13511,18815,17514,19596,14243,10991,13687
CDS111715,5713,4937,2524,2751,2510,2544,4798,4721
CDS109432,2555,1929,3104,2801,2733,2044,1736,1899
CDS110325,4500,4172,4717,4365,4615,4125,3942,3957
CDS112369,9171,7934,10200,9802,9733,9373,7086,7378
CDS110475,6664,5997,3940,3732,3944,3509,5369,5618
CDS106337,19728,22835,17649,15352,11856,13311,17384,22192
CDS103292,517,496,398,397,358,384,476,531
tRNA108861,57,56,42,36,53,25,43,44
CDS111555,5653,4847,4925,6011,4754,5042,3295,5268
CDS103128,2277,2446,2613,2375,2611,2088,2151,2406
CDS112593,4214,3616,3578,3293,3045,2830,3245,3801
CDS108895,5908,4785,6879,6728,6230,6036,4466,4614
CDS112230,9581,9080,7562,7394,7458,6764,8139,8487
CDS104391,5752,5769,6183,6437,6802,6061,5379,5907
CDS104843,565,526,546,582,600,512,423,487
CDS104257,126,90,105,81,120,74,61,82
CDS103072,225,176,679,549,618,488,142,178
CDS104943,6669,6399,6461,6529,6743,5842,5832,6059
CDS107239,929,817,753,721,833,614,734,801
CDS106621,780,554,542,567,779,497,396,755
CDS105663,803,894,1082,972,1047,909,709,798
CDS112419,1222,1110,1358,1279,1518,1030,1038,1101
CDS107863,2265,2000,4013,3473,3284,3136,1943,1987
CDS105721,1365,1439,1146,1039,845,968,1287,1407
CDS106939,911,632,801,875,1060,707,607,723
CDS102900,8425,7729,9026,8378,7450,7073,6350,7569
CDS106241,597,604,5979,4845,4561,4160,573,540
CDS105327,1756,1125,1375,1335,1113,989,1023,1276
CDS106173,414,332,404,389,154,180,309,369
CDS108425,2611,2412,3503,3280,3346,2920,2189,2311
CDS108963,2505,1867,1815,1912,1696,1741,1588,2052
CDS111921,93,118,204,141,146,141,95,100
CDS113395,7127,6113,8573,8182,9123,7243,5688,6007
CDS107567,10032,8711,887,2106,552,1900,7919,9973
CDS104769,3801,1584,2247,2833,4161,2447,1345,2123
CDS112925,6935,5378,5684,6352,8488,5421,4035,5921
CDS106779,1272,1267,824,971,1079,894,1032,1265
CDS113875,4399,3715,2920,2948,2804,2467,3141,3684
CDS113705,3988,2842,4175,4082,6205,4087,2515,3447
CDS111545,775,707,1982,1905,1527,1591,648,657
CDS103256,3018,2686,6245,5824,5793,5557,2364,2704
CDS113249,1725,1448,2560,2454,2740,2097,1101,1358
CDS105049,2050,1720,2243,2285,3077,2125,1438,1750
CDS111215,1275,888,1686,1615,1374,1343,872,961
CDS106635,1284,1060,2814,2591,2815,2484,914,993
CDS108731,44928,32146,18769,19568,23545,19332,30738,33095
CDS103534,3545,3824,3133,2974,2909,2849,3312,3699
CDS112695,1343,1458,1329,1157,1227,1112,1323,1359
CDS104867,3113,2476,4915,4546,4139,3715,2234,2833
CDS109648,977,891,873,774,833,671,762,923
CDS110275,9164,7275,11006,10629,10409,9269,6555,7244
CDS107333,836,780,1383,1239,1120,1070,690,737
CDS104557,6041,5737,6969,6484,6758,5781,5101,5614
CDS103276,1821,1302,1736,1890,2531,1693,1130,1598
CDS113451,95971,98007,72180,67628,67468,62495,86588,100839
CDS113481,2767,2780,2707,2408,2375,2442,2561,2659
CDS106623,603,282,374,350,637,357,263,382
CDS106003,1752,1244,1341,1281,1704,1112,1043,1322
CDS107943,4951,4605,4120,4304,4801,4005,4043,4759
CDS302420,195,237,205,201,189,189,232,265
CDS113045,662,675,920,821,739,803,626,622
CDS108397,40,36,37,27,38,34,35,30
CDS109674,2549,2623,2441,2220,2130,1928,2243,2299
CDS107293,145,144,194,155,133,127,124,128
CDS105867,450,434,409,434,390,396,441,416
CDS112063,132510,130487,78994,84677,125616,72587,107015,126914
CDS109396,1709,1928,2088,1708,1819,1631,1805,1858
CDS108609,3341,2355,2896,2781,2467,2158,2168,2586
CDS111861,2375,2006,3073,2966,3157,2414,1771,2055
CDS104983,66,65,194,138,165,131,46,57
CDS111111,1363,1109,1361,1407,1290,1249,1047,1215
CDS111371,30841,31322,21414,20430,17005,19600,29831,27543
CDS106025,509,435,452,354,324,323,485,457
CDS113139,14161,11845,9387,9451,10347,8306,10136,12110
CDS105575,395,331,2363,1973,2083,1755,279,346
CDS112243,1022,842,750,789,1126,749,816,936
CDS107069,4650,1913,2100,2472,6248,2089,1401,1738
CDS109061,1209,1027,1485,1357,1585,1121,925,1054
CDS134021,10979,10695,8510,8475,7840,7869,9787,10255
CDS111879,5906,5548,13624,12506,12823,11245,5240,5343
CDS113891,3060,2698,1462,1596,1319,1427,2335,2543
CDS134015,2015,1899,1487,1460,1500,1232,1776,1814
CDS103462,2131,2138,1750,1782,1808,1653,1984,2002
CDS112283,551,487,595,582,536,506,457,453
CDS102912,1730,1428,2355,2030,1657,1524,1201,1395
CDS112245,2030,1869,1479,1477,1837,1346,1617,1797
CDS104499,15836,13372,10441,10652,12384,9692,11806,13268
CDS105227,191,98,249,232,280,188,93,143
CDS104709,86515,78883,41678,40877,37252,40090,74582,76411
CDS109536,66,69,263,212,163,215,74,77
CDS105279,430,380,323,354,365,278,337,409
CDS110076,2511,2095,1996,1860,2184,1685,1893,2032
CDS110371,111,84,99,72,92,88,85,86
CDS107399,61,54,83,89,109,74,55,53
CDS109894,4671,3541,4119,3916,3716,3446,3295,3694
CDS113569,2768,2802,4182,3923,3641,3747,2670,2616
CDS111351,258990,213344,121170,122064,114744,117806,188795,217223
CDS103234,1694,1451,2242,2209,2750,2005,1278,1561
CDS107079,215,65,97,147,418,115,62,78
CDS107835,1815,1404,1543,1491,1828,1336,1310,1448
CDS105467,1089,980,1356,1244,1536,1174,959,975
CDS102868,12004,9745,7846,7594,9278,6994,8445,10344
CDS105419,2421,2613,8937,8137,7807,7882,2196,2547
CDS109492,2940,2527,2898,3172,3060,2791,1966,2749
CDS105079,31589,29793,23119,22783,19404,21451,25880,29667
CDS110026,1334,1410,939,932,797,871,1295,1333
CDS104821,14992,16553,8772,9379,10149,8689,13774,17201
CDS113095,13957,12571,9922,9311,11394,8440,11075,12243
CDS107757,1274,1187,1553,1428,1494,1187,1034,1123
tRNA111383,9037,11959,4831,5244,3822,5561,12222,11144
CDS110711,7106,7860,9344,8304,9177,7364,7274,6998
CDS105837,7389,5745,4254,4335,5224,4070,5267,5685
CDS103572,706,752,2440,2055,1569,1871,790,698
CDS111227,235,187,235,222,223,217,155,230
CDS104511,395,357,473,455,415,341,277,277
CDS105577,838,443,430,528,1311,417,421,404
CDS108455,4289,3291,5217,5178,5376,4653,2857,3221
CDS112439,5641,4339,8219,7815,9237,7125,4220,4716
CDS108065,18525,15230,13316,12996,14856,11888,12625,15030
CDS108091,6689,5569,5743,5549,6555,4756,4963,5601
CDS106179,301,287,643,546,413,379,288,232
CDS111187,703,681,992,855,968,846,553,666
CDS102978,249632,300430,355241,303636,362959,260138,264795,245486
CDS108641,54,42,69,72,94,75,32,44
CDS106131,396,229,282,299,361,216,236,277
CDS112633,63,75,288,219,174,190,70,70
CDS113181,2193,2232,1846,1656,1441,1519,1837,2177
CDS105445,17640,15375,12809,12002,10541,10426,13153,15638
CDS106215,812,676,1421,1348,744,917,629,681
CDS112089,340,199,453,510,760,425,182,230
tRNA111379,6716,9090,3903,4073,2918,4127,8889,8361
CDS108327,997,1047,2403,2409,2659,2123,882,883
CDS103800,309,229,714,626,686,610,246,204
CDS108307,331,275,725,539,549,510,277,307
CDS109300,4931,4035,2774,2802,2787,2510,3726,4353
CDS106727,1294,932,1136,934,1133,776,840,957
CDS111013,20,24,35,46,55,39,15,17
CDS105475,1584,1587,1106,982,1390,969,1360,1511
CDS134041,387,394,660,621,589,584,380,371
CDS112893,4268,3517,3752,3488,3340,3193,3304,3399
CDS111241,3820,3141,1858,2088,2332,2069,2645,3699
CDS109041,7924,6823,5711,5362,5965,4819,5688,7181
CDS103736,58,51,99,105,141,94,50,60
CDS109970,167,109,446,364,493,330,121,126
CDS103784,909,371,325,704,491,535,307,461
CDS108247,7583,5988,8018,8451,9697,8175,5588,6304
CDS113797,4278,3756,3140,2848,2856,2581,3490,3732
CDS109630,253,191,699,564,525,514,209,251
CDS111579,26372,21813,9580,11431,10672,10363,19161,24169
CDS107111,4378,1973,1743,2122,5045,1737,1577,1821
CDS105703,673,579,4119,3446,2902,3105,578,578
CDS108385,18062,18030,15591,15376,17401,14611,15867,16894
CDS106235,13427,12193,14196,13125,13204,10738,10080,12406
CDS105285,70,91,76,90,79,69,81,87
CDS103936,2635,2487,3786,3609,3782,3041,2281,2349
CDS111655,18469,16507,13070,13182,13011,12229,15716,15722
CDS110691,111,111,138,159,136,130,94,117
CDS112057,2882,3015,2589,2492,2424,2249,2801,2673
CDS133893,28272,22715,13535,13773,11470,12943,21349,21438
CDS105325,942,719,831,827,599,706,627,765
CDS109137,7423,6834,5765,5476,6514,5281,6146,6741
CDS105853,304,37,49,49,145,38,37,29
CDS107801,7515,7888,11660,9870,9251,9711,7291,8661
CDS111865,1714,1421,1639,1574,1312,1358,1411,1467
CDS111631,2508,2138,2426,2285,2060,2370,1943,2374
CDS107895,829,728,694,700,692,604,691,715
CDS105659,1167,883,947,865,848,729,853,988
CDS107455,545,592,648,734,719,598,433,523
CDS107603,6203,5239,933,1760,993,1509,4917,5499
CDS111265,9058,7396,4179,5001,2808,4017,6189,7878
CDS107821,51,31,155,138,177,125,41,30
CDS105793,1508,1610,2454,2658,2155,2681,1328,1599
CDS112953,10174,9300,7184,7024,6379,7216,8284,9555
CDS104106,23,22,42,40,48,41,29,23
CDS105081,63407,61550,39146,37658,34472,34165,51277,62108
CDS106059,1376,1227,1949,1897,1755,1766,1110,1231
CDS110983,194,177,592,537,566,475,144,169
CDS112059,3184,2883,2461,2371,2720,2088,2664,2923
CDS107793,727,698,4301,3584,3192,3292,632,717
CDS107057,2276,2133,2367,2204,2751,1931,1863,1985
CDS112435,2823,2275,4881,4652,6225,4425,2100,2374
CDS105037,593,542,201,285,156,232,516,601
CDS105883,5121,2873,3653,4672,6422,4068,1943,3829
CDS104443,173,136,237,243,284,210,112,126
CDS103652,1917,1718,1796,1640,1227,1463,1608,1657
CDS107043,51,37,96,73,98,89,29,29
CDS107241,732,690,520,547,527,497,629,616
CDS110231,5680,4860,6040,5734,5680,5042,4451,4971
CDS105091,1873,1277,907,839,690,690,1268,1542
CDS110527,2733,2690,5276,4679,4501,4062,2485,2516
CDS110781,7826,6373,4439,4372,4053,4097,5949,6186
CDS106677,947,1003,2068,1710,1653,1555,935,939
CDS113857,1019,810,938,930,804,787,919,887
CDS111389,3768,3679,2703,2923,2316,2674,3524,3453
tRNA109077,4241,6565,3466,3673,2476,3666,6759,6193
CDS104963,4896,4570,6841,6690,6515,5910,4253,4608
CDS21131620,710,723,720,616,694,646,628,688
CDS106605,560,443,465,529,343,429,382,473
CDS108705,1576,1497,1771,1719,1762,1531,1410,1473
CDS110487,3824,3552,3559,3212,3387,2716,3395,3277
CDS106297,947,1150,3679,3211,2729,2782,1035,952
CDS109105,12049,10485,9887,10162,10187,9348,9769,10592
CDS110146,1119,1010,1123,946,1151,892,907,908
CDS106515,129,113,120,106,78,71,113,108
CDS104351,314,198,525,476,472,396,159,254
CDS104753,942,944,1979,1959,2012,1713,943,865
CDS105071,5604,4561,3661,4003,4982,4037,4347,5048
CDS106607,717,870,1241,1023,1110,916,746,728
CDS113473,4798,4166,4093,3984,5043,3416,3774,3964
CDS112117,888,785,2186,1959,2124,1823,703,756
CDS21131607,938,872,700,749,717,599,730,760
CDS109452,1931,1817,3414,3080,3070,2783,1763,1630
CDS110449,8199,7824,5457,5287,4969,4981,7831,7243
CDS107475,52,46,79,102,76,64,32,39
CDS103004,84,48,248,223,223,199,81,60
CDS112715,1733,1638,2417,2387,2523,1979,1547,1569
CDS112815,4748,4252,3278,3305,3672,2867,3750,4076
CDS111941,4723,4107,3707,3457,3372,3241,3742,4223
tRNA109340,1490,2249,794,820,697,821,2299,2031
CDS105259,29779,25280,23003,26275,30727,24486,21076,28915
CDS111783,8164,6974,13657,12606,13840,11299,6442,6555
CDS106403,2507,2500,2414,2477,2494,2367,2305,2491
CDS109738,4059,2112,2814,3072,5950,2642,1960,2249
CDS103164,940,755,1014,923,849,805,682,841
CDS105593,34,20,86,65,62,58,16,20
CDS104180,7247,7228,4749,5421,5802,5084,6721,6954
CDS106499,692,599,1260,1183,1160,1062,549,698
CDS104651,4145,3876,2311,2362,2298,2267,3398,3644
CDS103752,901,835,683,620,776,530,773,836
CDS112025,1183,1028,1670,1617,1594,1541,982,985
CDS109003,1910,1755,1731,1670,1478,1461,1598,1774
CDS110821,10739,8819,6878,6614,7254,6102,8487,9075
CDS134043,1178,1084,1849,1740,1652,1542,1081,1033
CDS106049,2736,2674,3599,3156,2806,2842,2356,2328
CDS107799,331,302,374,363,290,279,288,305
