geneID,PAK_AR2A.Expression,s1_9A.Expression
PA1034,505,323
PA4191,50,32
PA1249,317,203
PA3747,1385,887
PA3776,89,57
PA1565,167,107
PA1746,3161,2026
PA0796,1032,662
PA2330,53,34
PA3432,106,68
PA3524,3793,2434
PA0799,896,575
PA1642,1031,662
PA2806,190,122
PA4947,4419,2839
PA0313,610,392
PA1844,14,9
PA1745,196,126
PA0189,196,126
PA2395,28,18
PA0569,143,92
PA3849,1229,791
PA3470,160,103
PA3222,160,103
PA4203,160,103
PA5477,486,313
PA4256,2408,1551
PA5310,621,400
PA0376,12793,8243
PA4380,374,241
PA1413,90,58
PA2268,45,29
PA5493,3214,2072
PA3885,76,49
PA3956,124,80
PA2125,155,100
PA0749,251,162
PA5550,251,162
PA3312,110,71
PA2331,79,51
PA3171,1473,951
PA1507,240,155
PA4376,684,442
PA4338,687,444
PA4743,461,298
PA2534,99,64
PA3926,99,64
PA3942,1044,675
PA5107,487,315
PA0419,221,143
PA1180,451,292
PA0875,304,197
PA0281,216,140
PA3341,1478,958
PA1777,114294,74117
PA2893,404,262
PA1502,276,179
PA2537,222,144
PA4672,353,229
PA0357,849,551
PA2439,114,74
PA3354,1719,1116
PA2960,904,587
PA2477,154,100
PA1478,154,100
PA1564,154,100
PA3663,360,234
PA4884,80,52
PA3130,100,65
PA5023,466,303
PA5326,103,67
PA4067,74749,48636
PA2428,63,41
PA4561,1344,875
PA4750,539,351
PA0056,195,127
PA4806,152,99
PA3834,3818,2487
PA0163,287,187
PA1960,89,58
PA2695,181,118
PA2947,250,163
PA3242,756,493
PA2747a,92,60
PA0212,46,30
PA4822,414,270
PA0157,285,186
PA4109,380,248
PA4949,648,423
PA4815,147,96
PA3657,4081,2666
PA3652,557,364
PA3040,2341,1530
PA4957,1467,959
PA3858,569,372
PA4784,107,70
PA3189,321,210
PA3179,535,350
PA3699,431,282
PA0005,857,561
PA2712,229,150
PA1822,1621,1062
PA1157,203,133
PA0675,29,19
PA1255,58,38
PA1484,264,173
PA3825,505,331
PA1246,119,78
PA3384,61,40
PA0994,1030,676
PA4454,422,277
PA4573,67,44
PA5184,388,255
PA1861,365,240
PA4365,146,96
PA1835,73,48
PA3043,885,582
PA1219,38,25
PA0237,76,50
PA4776,152,100
PA1916,190,125
PA3853,316,208
PA2865,1013,667
PA3238,814,536
PA3769,3093,2038
PA3481,774,510
PA1799,217,143
PA1466,217,143
PA4723,2607,1718
PA4609,871,574
PA2823,396,261
PA1726,458,302
PA4528,737,486
PA0213,47,31
PA1591,144,95
PA1794,3020,1993
PA1688,250,165
PA4838,203,134
PA2281,153,101
PA1316,221,146
PA0176,2122,1402
PA3733,1047,692
PA1836,59,39
PA4339,266,176
PA1687,201,133
PA5174,2894,1915
PA0831,1094,724
PA4066,278,184
PA5145,355,235
PA2467,157,104
PA1064,661,438
PA5371,1750,1160
PA4836,89,59
PA2457,98,65
PA1574,601,399
PA1730,259,172
PA0924,539,358
PA3169,563,374
PA4080,149,99
PA3955,316,210
PA2761,188,125
PA4279,215,143
PA3812,448,298
PA2982,260,173
PA3898,550,366
PA3948,1107,737
PA1035,860,573
PA0036,1031,687
PA0683,15,10
PA2845,21,14
PA3884,48,32
PA1298,54,36
PA1697,45,30
PA2926,60,40
PA1266,72,48
PA3062,6,4
PA1168,9,6
PA0790,93,62
PA3664,492,328
PA1067,63,42
PA4522,447,298
PA3167,1786,1191
PA5131,2063,1377
PA5467,286,191
PA4701,1672,1117
PA0239,223,149
PA1610,1763,1178
PA2571,290,194
PA4398,638,427
PA4596,245,164
PA2380,239,160
PA2955,118,79
PA0172,669,448
PA0285,1382,926
PA3841,689,462
PA3091,632,424
PA0564,234,157
PA4122,73,49
PA2604,7272,4887
PA2637,770,518
PA2565,55,37
PA3574,480,323
PA2688,318,214
PA4854,847,570
PA4751,13551,9121
PA0342,1074,723
PA1332,199,134
PA3463,49,33
PA3609,49,33
PA5489,3105,2093
PA4569,1820,1227
PA1134,43,29
PA4073,166,112
PA1499,40,27
PA2430,120,81
PA1458,5039,3402
PA2747,351,237
PA0932,2288,1545
PA4333,2603,1758
PA0538,228,154
PA3903,860,581
PA5058,441,298
PA0377,660,446
PA5332,5626,3802
PA5156,438,296
PA1493,3156,2133
PA3643,290,196
PA0931,361,244
PA4120,136,92
PA1890,238,161
PA1153,34,23
PA1576,405,274
PA2603,331,224
PA3951,396,268
PA4296,783,530
PA1616,257,174
PA1452,2490,1687
PA0314,639,433
PA4652,121,82
PA3111,1093,741
PA1614,1019,691
PA1551,7869,5337
PA1008,641,435
PA1681,2027,1376
PA1723,109,74
PA2590,109,74
PA4257,5313,3610
PA1707,78,53
PA4038,78,53
PA4584,840,571
PA4312,478,325
PA0661,875,595
PA3014,3431,2334
PA3210,557,379
PA1380,94,64
PA2636,47,32
PA1011,1897,1292
PA5136,1336,910
PA4922,109295,74449
PA1583,10243,6978
PA3656,7050,4803
PA4850,1002,683
PA1361,305,208
PA5122,805,549
PA2692,173,118
PA0846,516,352
PA5200,3109,2121
PA2959,620,423
PA0574,1285,877
PA2698,227,155
PA0937,874,597
PA4775,142,97
PA5496,991,677
PA0450,436,298
PA3015,310,212
PA0026,630,431
PA0678,19,13
PA2392,95,65
PA1881,95,65
PA3224,511,350
PA2004,127,87
PA1031,607,416
PA4980,35,24
PA0592,548,376
PA4534,325,223
PA5361,625,429
PA4422,456,313
PA2961,622,427
PA0407,3532,2426
PA0286,7205,4950
PA4959,3716,2553
PA3299,2475,1701
PA5405,32,22
PA1965,48,33
PA3333,32,22
PA4805,186,128
PA2598,77,53
PA1603,276,190
PA5143,1698,1169
PA0727,122,84
PA3512,61,42
PA0780,257,177
PA0229,453,312
PA1550,1456,1003
PA1657,180,124
PA4098,45,31
PA4065,463,319
PA3779,447,308
PA5505,1824,1257
PA5259,1081,745
PA2802,483,333
PA5422,1008,695
PA1561,17451,12033
PA0878,42,29
PA1459,2168,1497
PA2278,123,85
PA5290,680,470
PA0093,567,392
PA3967,188,130
PA4881,120,83
PA3277,607,420
PA4960,2492,1725
PA3057,13,9
PA1228,65,45
PA3610,65,45
PA2085,13,9
PA1773,283,196
PA0398,687,476
PA1463,1515,1050
PA1535,160,111
PA1782,49,34
PA1284,245,170
PA3667,585,406
PA2934,85,59
PA3966,448,311
PA0704,278,193
PA4532,337,234
PA2483,360,250
PA3178,72,50
PA3945,658,457
PA4550,681,473
PA3732,1500,1042
PA2748,308,214
PA4049,472,328
PA0245,59,41
PA0555,4333,3012
PA0177,374,260
PA3134,1910,1329
PA1766,869,605
PA1691,56,39
PA1387,669,466
PA3011,3248,2263
PA3649,818,570
PA3064,132,92
PA3072,132,92
PA3620,2811,1960
PA3710,793,553
PA3916,1216,848
PA3385,13857,9664
PA0973,6293,4389
PA5347,579,404
PA4725,1537,1073
PA0280,232,162
PA2466,305,213
PA3593,93,65
PA3653,751,525
PA0424,799,559
PA0338,656,459
PA3264,290,203
PA2508,10,7
PA2173a,10,7
PA3523,90,63
PA5258,2267,1588
PA3654,571,400
PA1621,294,206
PA1262,127,89
PA5101,127,89
PA3173,719,504
PA0554,194,136
PA3034,348,244
PA2866,375,263
PA4446,1260,884
PA4879,2058,1444
PA3848,540,379
PA0772,104,73
PA5244,1051,738
PA3286,1122,788
PA4011,747,525
PA4158,101,71
PA4400,519,365
PA2999,1697,1194
PA2375,71,50
PA0958,8203,5777
PA2628,423,298
PA0539,244,172
PA5171,46358,32694
PA3073,231,163
PA4350,544,384
PA1695,34,24
PA4593,85,60
PA0756,85,60
PA1263,415,293
PA3454,249,176
PA2701,58,41
PA4601,5916,4182
PA2494,256,181
PA3056,362,256
PA1850,181,128
PA3642,147,104
PA3029,445,315
PA4388,504,357
PA4566,2030,1438
PA1112,655,464
PA0434,223,158
PA3559,326,231
PA4951,1956,1387
PA3049,3825,2713
PA5104,234,166
PA4801,234,166
PA2454,217,154
PA5105,1209,858
PA3796,317,225
PA0306a,3129,2221
PA4462,3716,2638
PA1383,686,487
PA3528,1052,747
PA4586,69,49
PA4048,207,147
PA1251,69,49
PA0426,4194,2979
PA3374,114,81
PA0305,612,435
PA0060,346,246
PA3078,308,219
PA1310,90,64
PA4163,855,608
PA5152,1549,1102
PA4335,215,153
PA5251,496,353
PA3482,4034,2871
PA0102,2723,1938
PA2024,392,279
PA1324,2731,1944
PA1661,118,84
PA1182,236,168
PA4401,316,225
PA4570,66,47
PA0455,1426,1016
PA1750,1614,1150
PA4172,87,62
PA1013,2695,1921
PA3852,805,574
PA2974,1092,779
PA1283,164,117
PA4628,499,356
PA0308,670,478
PA4359,241,172
PA0156,325,232
PA0701a,63,45
PA0709,77,55
PA1907,63,45
PA1359,238,170
PA5278,743,531
PA1331,920,658
PA3533,9851,7047
PA0588,12987,9301
PA1313,74,53
PA3715,194,139
PA0478,113,81
PA3902,901,646
PA1388,99,71
PA4287,198,142
PA4458,1114,799
PA3365,237,170
PA5547,375,269
PA4825,1232,884
PA1638,85,61
PA0996,85,61
PA5321,613,440
PA2936,39,28
PA0505,3047,2189
PA0580,618,444
PA0246,302,217
PA1656,608,437
PA0405,2287,1645
PA3366,959,690
PA4089,25,18
PA1833a,175,126
PA0956,3132,2256
PA1944,640,461
PA3571,480,346
PA1670,86,62
PA0990,262,189
PA1003,524,378
PA1876,140,101
PA5238,754,544
PA1037,255,184
PA0362,686,495
PA0185,115,83
PA3947,331,239
PA2857,349,252
PA2209,36,26
PA4148,83,60
PA3243,1274,921
PA3798,444,321
PA5241,4294,3105
PA5501,1535,1110
PA5260,3624,2621
PA0544,477,345
PA5224,6315,4568
PA4928,1074,777
PA3010,713,516
PA3924,561,406
PA4194,424,307
PA1353,29,21
PA2770,145,105
PA1671,214,155
PA4707,196,142
PA4209,236,171
PA1633,80,58
PA0349,251,182
PA2625,171,124
PA4016,666,483
PA3201,1933,1402
PA3408,233,169
PA5272,2552,1852
PA3673,1481,1075
PA2391,73,53
PA2842,219,159
PA0033,150,109
PA4728,805,585
PA4484,3264,2372
PA4258,1128,820
PA1532,1789,1301
PA4093,33,24
PA5384,11,8
PA1425,132,96
PA1751,88,64
PA2970,1560,1135
PA0892,301,219
PA2820,944,687
PA2870,463,337
PA2755a,463,337
PA1097,2626,1912
PA4900,92,67
PA0558,508,370
PA0969,2595,1891
PA0392,1165,849
PA4237,4686,3415
PA1399,236,172
PA0964,3386,2468
PA1912,74,54
PA5059,222,162
PA3356,849,620
PA0225,330,241
PA4645,234,171
PA3199,576,421
PA5111,264,193
PA2739,1532,1120
PA4634,688,503
PA2280,67,49
PA0391,793,580
PA0681,41,30
PA3655,3329,2436
PA2307,56,41
PA4832,56,41
PA3255,437,320
PA3890,385,282
PA2520,202,148
PA1716,277,203
PA5025,1687,1237
PA0840,926,679
PA5444,255,187
PA4051,499,366
PA5363,1152,845
PA0430,443,325
PA4690a,1461,1072
PA0533,407,299
PA2614,1922,1412
PA1099,1150,845
PA3323,83,61
PA5277,3243,2384
PA3978,2508,1846
PA2989,273,201
PA1317,129,95
PA4804,1359,1002
PA0788a,179,132
PA4052,1215,896
PA4988,534,394
PA3819,7790,5748
PA3059,168,124
PA1649,126,93
PA1872,191,141
PA4174,283,209
PA3269,677,500
PA2301,153,113
PA3251,88,65
PA2607,333,246
PA4374,1123,830
PA2032,326,241
PA4539,530,392
PA3404,242,179
PA0834,984,728
PA0960,50,37
PA1432,527,390
PA0662,708,524
PA0887,8200,6072
PA3837,374,277
PA0718,27,20
PA3004,571,423
PA1428a,363,269
PA0587,4434,3287
PA1925,31,23
PA2719,93,69
PA4202,527,391
PA1578,62,46
PA5360,889,660
PA2335,66,49
PA4133,396,294
PA1788,264,196
PA5362,2332,1732
PA1549,5323,3954
PA5492,2466,1832
PA4286,463,344
PA4635a,214,159
PA2040,829,616
PA3477,397,295
PA3118,868,645
PA2830,3612,2685
PA5269,456,339
PA5141,589,438
PA5188,254,189
PA5036,2632,1959
PA1683,184,137
PA2661,231,172
PA0543,318,237
PA3490,161,120
PA5015,17077,12730
PA0162,558,416
PA3811,621,463
PA0765,712,531
PA4044,4115,3069
PA4941,4897,3653
PA2450,496,370
PA0272,374,279
PA4749,2335,1742
PA1486,71,53
PA4848,2997,2238
PA3039,464,347
PA0395,2270,1698
PA4795,127,95
PA3045,127,95
PA2674,135,101
PA4140,139,104
PA1107,298,223
PA3713,302,226
PA2714,159,119
PA0331,1493,1118
PA1070,570,427
PA1754,2003,1501
PA2053,48,36
PA4895,92,69
PA2203,16,12
PA2942,356,267
PA4680,36,27
PA4592,176,132
PA3317,176,132
PA2031,12,9
PA2783,88,66
PA3133,16,12
PA0694,4,3
PA2418,40,30
PA1269,212,159
PA1837a,44,33
PA1578a,20,15
PA0043,560,420
PA2470,76,57
PA2132,12,9
PA3000,1205,904
PA4370,3448,2589
PA4435,285,214
PA5246,346,260
PA0581,1014,762
PA4057,467,351
PA2559,443,333
PA1498,125,94
PA1998,355,267
PA1333,779,586
PA3666,2002,1506
PA2841,222,167
PA3625,1672,1258
PA2337,93,70
PA0777,341,257
PA4927,402,303
PA4590,130,98
PA1135,325,245
PA4902,179,135
PA3531,5122,3864
PA1747,159,120
PA3918,3377,2549
PA1769,1974,1490
PA4118,502,379
PA0758,596,450
PA4023,645,487
PA1978,196,148
PA0195.1,49,37
PA5098,192,145
PA1728,413,312
PA3899,401,303
PA3650,741,560
PA4572,1205,911
PA5475,27001,20415
PA2932,41,31
PA5051,4943,3738
PA2076,37,28
PA2941,74,56
PA4444,762,577
PA0559,606,459
PA0375,1637,1240
PA1347,33,25
PA2951,8899,6749
PA3283,58,44
PA3757,87,66
PA4905,87,66
PA1408,763,579
PA5313,1821,1382
PA2624,17898,13594
PA3992,1529,1162
PA1401,75,57
PA0881,25,19
PA2353,192,146
PA1625,288,219
PA5545,1320,1004
PA3606,301,229
PA5284,92,70
PA5262,1624,1237
PA2156,21,16
PA0436,1731,1319
PA5443,2102,1602
PA2151,101,77
PA5227,2002,1527
PA2610,388,296
PA1531,367,280
PA3829,135,103
PA1464,2449,1870
PA0051,110,84
PA5106,1012,773
PA3241,377,288
PA1015,394,301
PA2022,123,94
PA2592,314,240
PA1414,5570,4258
PA4308,709,542
PA3425,85,65
PA2411,17,13
PA2465,34,26
PA3646,1416,1083
PA4327,485,371
PA1403,81,62
PA5183,324,248
PA3895,769,589
PA3200,423,324
PA2768,30,23
PA2835,60,46
PA1293,720,552
PA2414,103,79
PA4597,206,158
PA3984,631,484
PA1757,271,208
PA5014,3121,2396
PA3676,831,638
PA3764,1576,1210
PA2279,56,43
PA3681,82,63
PA3001,8989,6909
PA2231,2131,1638
PA4074,199,153
PA3897,212,163
PA4675,684,526
PA5394,334,257
PA4425,1599,1231
PA0129,500,385
PA4702,283,218
PA3002,3253,2506
PA5540,61,47
PA0386,305,235
PA2462,597,460
PA5327,358,276
PA0568,249,192
PA0801,332,256
PA3453,201,155
PA4151,175,135
PA2894,333,257
PA2769,57,44
PA2498,57,44
PA4858,193,149
PA5110,3539,2733
PA1345,123,95
PA1563,466,360
PA1991,475,367
PA1110,427,330
PA3440,546,422
PA5341,141,109
PA2028,106,82
PA1072,1322,1023
PA1643,681,527
PA1139,199,154
PA0672,261,202
PA0396,1711,1325
PA3438,439,340
PA0047,102,79
PA1744,40,31
PA4857,129,100
PA1296,841,652
PA2586,1906,1478
PA3603,98,76
PA5516,682,529
PA4955,919,713
PA2207,58,45
PA3682,201,156
PA5519,590,458
PA1004,1342,1042
PA0242,166,129
PA0773,525,408
PA2799,184,143
PA2743,7294,5670
PA3190,885,688
PA5190,450,350
PA0776,63,49
PA4144,36,28
PA0988,293,228
PA3256,487,379
PA3020,2010,1565
PA4598,416,324
PA0747,1752,1365
PA3781,227,177
PA3941,386,301
PA1000,50,39
PA0336,2455,1915
PA4006,710,554
PA0049,205,160
PA2211,41,32
PA1068,1044,815
PA2966,4308,3364
PA0384,105,82
PA0766,3284,2565
PA0506,10446,8160
PA2130,64,50
PA2001,1552,1213
PA4990,142,111
PA2126,1205,942
PA3909,165,129
PA1044,101,79
PA5265,1982,1551
PA2127,2534,1983
PA4252,856,670
PA3833,585,458
PA0589,235,184
PA0055,544,426
PA1020,60,47
PA5476,490,384
PA4812,6535,5122
PA1164,435,341
PA5133,2217,1738
PA3900,162,127
PA1831,570,447
PA1450,190,149
PA3028,394,309
PA4722,867,680
PA5037,4810,3773
PA3754,2417,1896
PA3119,116,91
PA1715,65,51
PA0251,79,62
PA2725,823,646
PA0397,540,424
PA2216,42,33
PA3789,434,341
PA0132,420,330
PA2110,14,11
PA4116,435,342
PA4035,398,313
PA0491,281,221
PA4139,75,59
PA5223,3029,2384
PA4731,188,148
PA4545,2544,2003
PA3188,127,100
PA5169,254,200
PA1467,146,115
PA0410,1371,1080
PA3753,735,579
PA3711,344,271
PA0361,1397,1101
PA2859,354,279
PA3319,203,160
PA0930,340,268
PA0001,5214,4111
PA3353,5860,4621
PA2423,71,56
PA3751,923,728
PA4668,1146,904
PA3070,1134,895
PA4219,38,30
PA2919,19,15
PA4424,868,686
PA1873,62,49
PA0235,105,83
PA2532,320,253
PA3170,1749,1383
PA4525,651,515
PA5330,1906,1508
PA2721,91,72
PA2589,48,38
PA0066,659,522
PA1365,236,187
PA0409,3786,3000
PA5266,270,214
PA0274,82,65
PA0452,203,161
PA2101,116,92
PA4961,3348,2656
PA2601,213,169
PA3697,805,639
PA2077,97,77
PA3360,136,108
PA1545,1542,1225
PA3196,195,155
PA1268,39,31
PA4297,605,481
PA1128,122,97
PA5358,1661,1321
PA2583,1956,1556
PA3923,1086,864
PA3758,250,199
PA4514,932,742
PA5197,427,340
PA5206,1802,1435
PA5255,3700,2947
PA5195,118,94
PA5065,2016,1606
PA5276,482,384
PA3590,123,98
PA5005,4877,3886
PA1816,458,365
PA1490,197,157
PA2861,202,161
PA0348,153,122
PA5518,849,677
PA3541,183,146
PA3816,1144,913
PA3640,3545,2830
PA3346,1101,879
PA1148,124,99
PA1856,377,301
PA2020,382,305
PA1787,10673,8522
PA0003,5360,4280
PA2927,134,107
PA0852,149,119
PA4841,666,532
PA5301,855,683
PA5039,1821,1455
PA4332,1205,963
PA3205,2909,2326
PA5204,794,635
PA0582,105,84
PA4862,40,32
PA1868,120,96
PA3428,15,12
PA2435,245,196
PA2137,20,16
PA0695,5,4
PA4551,546,437
PA4045,457,366
PA3977,1252,1003
PA0484,307,246
PA3738,705,565
PA0943,3123,2503
PA0746,655,525
PA3053,701,562
PA0329,1609,1290
PA1573,293,235
PA3083,3900,3128
PA1172,705,566
PA0545,2230,1791
PA1606,56,45
PA2897,4274,3435
PA4253,3141,2525
PA4075,153,123
PA5050,1164,936
PA1737,572,460
PA1312,332,267
PA4101,179,144
PA4562,532,428
PA5328,87,70
PA3644,1566,1260
PA4010,773,622
PA2651,564,454
PA2810,518,417
PA2781,113,91
PA3855,185,149
PA0279,72,58
PA3896,432,348
PA0870,3589,2892
PA4834,309,249
PA0038,577,465
PA2045,67,54
PA3698,531,428
PA1522,191,154
PA1623,1141,920
PA3602,2103,1696
PA2682,274,221
PA4170,243,196
PA2627,631,509
PA1272,300,242
