Gene,PAO1_control1,PAO1_control2,PAO1_control3,PAO1_FBI1,PAO1_FBI2,PAO1_FBI3
PA0032,134,208,143,149,123,115
PA0308,124,218,113,141,128,98
PA3048,948,865,700,663,622,560
rmf,58834,37150,36477,30795,29213,32722
pyrD,1117,596,519,392,633,589
PA3051,217,295,161,168,212,157
PA3052,338,391,219,378,301,278
PA3053,566,374,336,360,349,413
PA3054,3647,2040,2779,2298,2231,1808
PA3055,427,447,476,594,428,593
PA3056,680,556,525,393,459,418
PA3057,34,49,45,78,53,72
PA0309,216,217,134,236,172,198
pelG,209,243,218,360,253,251
pelF,115,157,73,126,88,110
pelE,57,69,45,76,61,61
pelD,52,73,39,45,54,38
pelC,35,43,24,47,25,18
pelB,127,159,83,198,106,86
pelA,110,163,112,152,80,104
PA3065,106,81,92,77,99,78
PA3066,434,275,390,288,267,267
PA3067,635,192,742,484,740,963
PA0310,94,407,141,363,462,530
gdhB,9679,4494,8262,9584,5998,4932
PA3069,305,362,270,338,250,242
PA3070,573,513,325,386,336,313
PA3071,99,122,73,85,65,62
PA3072,49,99,65,26,31,22
PA3073,104,148,81,83,70,38
PA3074,236,175,154,162,122,114
PA3075,154,181,121,124,95,84
PA3076,420,302,263,298,292,242
PA3077,196,258,208,195,167,148
PA0311,54,411,47,391,117,141
PA3078,235,216,167,190,147,156
PA3079,2700,461,711,1183,1383,1136
PA3080,463,144,142,499,545,369
PA3081,263,193,145,205,155,153
gbt,271,259,243,500,338,364
pepN,3113,1445,1269,2362,1433,1252
PA3084,805,633,480,1413,926,809
PA3085,472,270,248,351,328,312
PA3086,204,210,163,249,242,309
PA3087,376,174,181,126,195,171
PA0312,544,878,430,699,408,371
PA3088,517,153,117,255,258,208
PA3089,571,1390,688,1335,1379,1268
PA3089a,170,463,170,150,191,124
PA3091,1417,916,849,1180,780,602
fadH1,324,816,417,909,613,595
PA3093,443,469,326,320,387,389
PA3094,1147,1096,913,580,804,725
PA0313,344,695,261,504,397,297
xcpZ,112,210,114,110,108,78
xcpY,830,674,499,634,416,425
xcpX,486,251,313,516,372,328
xcpW,422,232,251,257,283,278
xcpV,117,62,65,46,60,26
xcpU,422,239,167,178,282,191
xcpT,544,282,230,316,289,329
xcpS,721,539,433,450,456,419
xcpR,1768,985,996,1100,990,975
xcpP,2113,1371,1005,1617,1357,1338
PA0314,443,1154,766,1646,1038,863
xcpQ,1807,449,569,727,843,840
PA3106,245,295,179,156,161,175
metZ,905,910,787,481,697,623
purF,2340,1097,1508,1711,1367,1285
PA3109,110,144,106,139,120,138
PA3110,282,190,141,200,217,236
folC,556,587,498,453,412,399
accD,538,492,455,671,450,425
trpF,249,400,212,244,207,206
truA,130,175,89,123,131,100
PA0315,3872,613,686,1223,943,1101
fimV,13636,5208,6174,7323,5860,6283
PA3116,405,646,367,753,604,571
asd,705,417,371,489,443,478
leuB,698,480,413,573,593,509
PA3119,557,343,256,347,252,220
leuD,511,341,275,498,243,212
leuC,1904,1807,1251,1549,1047,738
PA3122,1134,649,677,586,700,644
PA3123,2317,845,1291,1566,1265,1168
PA3124,643,397,434,312,293,278
serA,1563,1398,1068,1173,1247,1242
PA3125,91,143,77,115,84,84
ibpA,552,289,422,556,401,520
PA3127,383,234,172,229,189,210
PA3128,437,283,265,139,266,224
PA3129,102,117,62,108,115,74
PA3130,42,52,43,64,61,53
PA3131,105,120,98,170,147,110
PA3132,185,148,115,228,90,101
PA3133,164,64,77,118,78,85
PA0317,1030,801,604,720,667,633
gltX,499,304,326,558,434,408
PA3135,237,347,196,180,236,246
PA3136,54,183,45,87,85,48
PA3137,398,828,372,485,421,332
uvrB,3177,1985,1609,1945,1473,1244
PA3139,1177,598,437,776,540,524
PA0032a,41,59,26,44,41,55
PA0318,640,420,320,393,508,530
PA3140,97,121,44,123,87,88
wbpM,5642,16836,9093,7218,11221,8710
PA3142,264,701,248,916,531,414
PA3143,217,654,315,1002,632,519
wbpL,838,1380,1215,1745,1486,1336
wbpK,353,350,373,547,538,435
wbpJ,778,671,842,1093,1257,1260
wbpI,576,243,306,438,495,449
wbpH,1502,812,1237,1427,1380,1123
wbpG,1732,920,1361,1467,1553,1299
PA0319,152,180,113,204,175,158
hisF2,467,430,466,756,598,561
hisH2,325,342,441,701,608,536
wzx,538,473,483,651,480,514
wzy,739,662,696,863,578,584
wbpE,1532,757,825,1212,1029,1005
wbpD,2634,1445,1862,2814,2114,1712
PA3157,1208,2092,1320,4426,2856,2859
wbpB,1478,788,780,1262,1059,1000
wbpA,6217,2797,2956,4541,4366,4568
wzz,3805,3027,1837,3168,3120,3189
PA0320,135,146,61,138,118,101
himD,1700,383,435,770,1193,1266
rpsA,14100,10853,7537,12603,8200,6937
cmk,292,496,223,393,277,264
PA3164,988,974,631,939,895,806
hisC2,231,372,173,226,170,155
pheA,670,527,420,579,595,478
serC,853,723,414,526,582,525
gyrA,3074,2778,2044,2844,2214,2070
PA3169,184,133,105,205,177,200
PA3170,1516,762,599,597,840,790
PA0321,161,259,141,225,191,190
ubiG,487,473,357,488,477,463
PA3172,486,520,421,571,557,482
PA3173,1225,2922,1648,1338,1578,1355
PA3174,129,238,145,249,229,210
PA3175,212,409,265,494,322,298
gltS,91,163,86,137,93,66
PA3177,956,4415,1980,6118,6123,5918
PA3178,81,303,135,218,206,159
PA3179,1058,894,777,1354,728,584
PA3180,254,230,211,247,220,242
PA0322,159,227,101,172,182,103
PA3181,378,414,247,299,294,199
pgl,625,596,519,579,356,409
zwf,891,889,804,1304,873,794
PA3184,404,706,390,593,634,532
PA3185,1339,2646,1723,2291,2004,1805
oprB,1714,475,1519,1114,1422,1114
PA3187,665,230,477,604,531,414
PA3188,284,202,244,337,244,164
PA3189,305,254,277,289,357,297
PA3190,2211,963,2548,1977,2377,2001
PA0323,183,225,109,389,288,203
PA3191,151,102,98,139,127,119
gltR,130,95,103,76,97,70
glk,533,384,370,222,305,279
edd,992,797,657,864,700,684
gapA,1717,1409,1211,1782,1274,1401
PA3196,90,119,65,116,93,86
PA3197,298,200,169,255,216,266
PA3198,320,278,108,174,138,120
PA3199,477,339,280,316,279,275
PA3200,641,1516,829,1048,815,726
PA0324,308,548,347,670,480,484
PA3201,597,648,469,893,933,1037
PA3202,311,204,188,231,232,238
PA3203,567,383,438,374,379,382
PA3204,217,166,115,174,173,152
PA3205,2152,968,1682,2549,1792,1879
PA3206,281,337,225,251,215,204
PA3207,236,137,92,65,77,50
PA3208,233,181,103,83,72,83
PA3209,10,18,17,19,12,18
trkH,126,147,139,222,197,166
PA0325,200,279,169,356,241,184
PA3211,274,243,143,287,196,158
PA3212,244,309,173,186,209,177
PA3213,209,182,154,137,177,119
PA3214,359,222,233,141,200,154
PA3215,302,187,134,173,200,187
PA3216,399,633,358,1093,597,586
cyaB,442,370,219,307,269,330
PA3219,24,91,32,49,21,23
PA3220,344,368,167,162,161,157
csaA,109,95,61,101,50,56
PA0326,73,126,71,108,86,52
PA3222,59,136,75,83,61,62
azoR3,68,98,51,88,75,75
PA3224,2537,4642,6357,7345,6289,6517
PA3225,1723,2480,1963,2709,1468,1360
PA3226,431,941,506,674,378,341
ppiA,507,496,207,304,235,221
PA3228,684,974,452,551,596,446
PA3229,6085,13853,3062,8280,2975,1950
PA3230,2273,23044,2685,4193,1821,1345
PA3231,212,1731,527,661,564,622
PA0327,287,724,423,761,761,810
PA3232,142,1527,120,116,122,89
PA3233,608,1430,372,376,355,251
PA3234,1636,2231,2446,1751,1074,738
PA3235,1630,1729,2246,3448,3416,1748
PA3236,902,305,518,728,588,572
PA3237,326,50,74,148,285,125
PA3238,653,453,422,638,491,491
PA3239,306,249,210,353,249,177
PA3240,182,194,185,193,167,140
PA3241,635,444,407,526,450,445
PA0033,83,88,41,58,54,50
PA0328,269,498,229,358,298,239
PA3242,143,199,91,167,145,101
minC,696,699,610,556,649,709
minD,2823,710,1312,1356,2373,2491
minE,239,74,73,167,142,111
rluA,140,156,140,259,163,150
PA3247,830,591,449,480,572,552
PA3248,369,450,321,200,304,247
PA3249,123,426,161,223,216,167
PA3250,844,905,660,1777,834,692
PA3251,139,230,94,167,114,73
PA0329,3809,1407,1416,5452,1763,1246
PA3252,180,413,92,178,147,134
PA3253,171,393,106,195,144,98
PA3254,208,321,105,135,102,81
PA3255,167,385,98,202,156,182
PA3256,1283,1609,988,661,1078,904
prc,12698,4996,5330,6668,5669,4957
PA3258,333,1958,394,541,542,394
PA3259,325,983,261,193,239,204
PA3260,452,800,449,1486,822,1027
PA3261,1719,4380,2933,10318,6610,7285
rpiA,321,301,219,430,285,256
PA3262,454,302,291,466,432,389
PA3263,258,291,168,402,314,291
PA3264,183,200,125,170,163,151
PA3265,25,69,27,67,44,34
capB,139,317,119,214,200,142
PA3267,1067,1081,781,1469,1201,1185
PA3268,170,321,120,256,202,184
PA3269,249,207,150,170,150,173
ilvA1,497,319,303,475,441,396
PA3270,679,565,536,747,588,640
PA3271,1592,1394,1278,990,1151,1027
PA3272,1098,1710,1011,918,763,598
PA3273,203,235,205,341,294,263
PA3274,568,1387,470,1018,595,445
PA3275,181,749,249,508,441,395
PA3276,69,265,112,159,138,95
PA3277,406,432,315,5352,3176,1696
PA3278,115,111,85,84,92,67
oprP,78,110,53,72,52,56
PA0332,690,2470,1593,2298,1578,1253
oprO,106,320,165,390,283,266
PA3281,95,127,41,129,99,102
PA3282,68,280,62,79,76,67
PA3283,75,282,104,171,174,119
PA3284,74,375,150,330,181,110
PA3285,233,396,261,324,346,213
PA3286,703,461,371,397,462,416
PA3287,1141,219,183,336,350,303
PA3288,466,173,146,211,331,212
PA3289,150,418,176,457,389,268
PA0333,498,1750,678,1234,691,522
PA3290,1230,2680,1428,2511,1603,1507
PA3291,347,295,338,391,280,302
PA3292,154,171,240,216,164,132
PA3293,60,129,70,68,89,73
PA3294,28,39,12,59,25,22
PA3295,324,102,94,200,152,133
phoA,62,48,31,77,57,58
PA3297,658,695,506,770,524,435
PA3298,66,121,61,90,86,89
fadD1,1264,487,603,937,818,773
PA0334,190,583,158,255,158,191
fadD2,916,549,748,1036,780,724
PA3301,845,317,343,505,495,481
PA3302,911,135,184,315,338,337
PA3303,201,392,202,294,198,233
PA3304,183,217,181,175,119,114
PA3303a,50,29,40,47,32,52
PA3305,374,703,474,771,739,694
PA3306,1013,3087,1566,2855,2660,2755
PA0335,229,357,91,182,147,138
PA3307,3928,12641,7248,15489,9448,11747
PA3308,378,216,224,353,264,247
PA3309,12495,2051,4482,4003,3848,3385
PA3310,1030,857,814,1223,949,999
PA3311,1363,6236,2638,7675,4067,2953
PA3312,219,1205,336,228,267,150
PA3313,359,570,244,359,333,284
PA3314,108,364,100,108,104,75
PA3315,485,1224,985,1663,1413,1447
PA3316,590,1581,751,1717,1086,825
ygdP,2560,1483,1230,1624,1565,1381
PA3317,119,264,104,210,119,94
PA3318,57,264,58,190,78,58
plcN,136,677,149,330,250,188
PA3320,65,116,41,60,51,44
PA3321,237,277,126,120,163,181
PA3322,114,132,84,76,123,102
PA3323,134,262,88,1064,578,1363
PA3324,417,824,385,532,373,334
PA3325,432,820,321,450,305,235
PA3326,11324,3166,3414,6590,4787,4668
ptsP,3863,2051,2481,2335,2938,3046
PA3327,2227,2594,2028,1713,1280,1055
PA3328,391,541,340,366,110,81
PA3329,599,942,542,431,327,189
PA3330,685,1029,644,322,301,211
PA3331,1055,1037,670,608,336,313
PA3332,403,620,286,209,151,131
fabH2,739,962,588,500,295,194
PA3334,342,380,216,277,188,122
PA3335,213,547,224,223,176,148
PA3336,640,995,446,280,367,278
PA0034,114,120,83,155,114,133
PA0338,311,580,320,437,562,594
rfaD,1696,526,439,392,508,540
PA3338,46,91,19,55,75,37
plpD,314,811,286,376,334,215
PA3340,2068,6101,5448,6191,7927,7405
PA3341,1277,2421,1442,4123,3221,3597
PA3342,627,1370,409,1155,908,888
PA3343,611,1374,467,825,1027,946
recQ,719,1917,493,664,636,495
PA3345,64,216,70,84,51,80
PA3346,1917,2913,1413,2430,1801,1451
PA0339,313,344,194,177,154,171
PA3347,1177,1260,746,3504,1654,1180
PA3348,3053,9201,3272,11095,7480,5786
PA3349,16373,48181,27489,80104,41164,32734
PA3350,3501,45066,19546,83232,55937,45061
flgM,7014,50211,18259,91290,59297,49962
PA3352,2996,20028,7926,20152,18677,17025
PA3353,2334,3679,1463,3588,3621,2834
PA3354,1651,3478,2109,2466,2301,2200
PA3355,1674,3253,2147,3706,2353,2215
PA3356,1885,1707,1718,1305,1415,1346
PA0340,188,242,227,459,380,454
dsdA,315,693,252,269,251,226
PA3358,111,541,141,144,145,164
PA3359,241,712,215,397,270,237
PA3360,62,257,73,90,100,57
lecB,8352,17383,8297,20630,7090,4496
PA3362,1087,5483,1767,4483,2281,1854
amiR,545,401,274,378,373,407
amiC,767,752,454,483,611,590
PA3365,1487,364,560,858,761,894
amiE,2632,424,871,1062,1242,1456
lgt,261,221,232,433,393,377
PA3367,50,51,30,115,70,84
PA3368,109,103,61,74,83,45
PA3369,649,786,824,1547,894,1015
PA3370,222,111,196,160,243,96
PA3371,83,100,75,112,72,80
PA3372,213,262,165,170,163,142
PA3373,244,257,152,198,142,153
PA3374,213,192,172,263,172,154
thyA,565,529,398,670,459,332
PA3375,28,28,27,27,20,10
PA3376,39,65,37,38,16,16
PA3377,57,41,44,85,49,39
PA3378,60,47,44,58,38,35
PA3379,12,6,9,20,8,11
PA3380,20,37,11,48,19,7
PA3381,30,33,24,77,33,29
phnE,25,30,20,44,21,19
PA3383,61,34,56,116,40,66
phnC,41,21,26,51,31,32
PA0343,274,414,271,261,280,300
amrZ,3735,7774,5200,13739,8973,8033
PA3386,419,1478,445,570,624,413
rhlG,92,561,60,285,185,168
PA3388,74,734,96,149,183,118
PA3390,70,198,24,68,66,49
PA3389,33,384,35,75,101,70
nosR,613,2945,1062,1386,1127,476
nosZ,242,878,213,382,181,127
nosD,77,429,100,121,106,88
nosF,100,396,159,221,194,199
PA0344,333,308,259,219,208,178
nosY,61,215,129,109,137,143
nosL,20,70,21,31,13,23
fpr,893,864,1119,980,1358,1173
PA3398,366,300,235,254,238,256
PA3399,334,164,95,330,192,194
PA3400,131,183,96,196,142,143
PA3401,96,159,81,120,120,98
PA3402,191,193,137,171,172,171
PA3403,86,252,122,457,313,353
PA3403a,144,454,277,790,623,649
PA0345,593,488,389,365,310,358
PA3404,165,584,313,507,455,296
hasE,44,199,76,353,162,92
hasD,70,231,54,159,116,79
hasAp,648,441,225,324,290,221
hasR,263,1278,233,363,390,263
PA3409,80,659,83,134,188,89
PA3410,117,807,126,281,203,177
PA3411,50,269,38,50,50,36
PA3412,35,455,28,44,86,36
PA3413,1059,1192,1299,1989,1738,2067
PA0346,79,98,43,47,24,59
PA3414,814,1925,745,1056,913,659
PA3415,3908,5873,2982,3505,1869,1558
PA3416,5732,7671,5009,5314,2685,2161
PA3417,7345,10653,5525,6847,2862,2535
ldh,10039,43472,24367,31744,33044,34480
PA3419,427,184,148,195,187,149
PA3420,252,584,294,1093,690,484
PA3421,201,291,152,276,192,149
PA3422,175,430,208,603,314,336
PA3423,272,286,242,219,176,178
glpQ,184,213,139,146,109,121
PA3424,190,466,292,531,203,136
PA3425,123,296,263,410,125,77
PA3426,607,974,580,1723,597,361
PA3427,374,576,352,11101,5238,2864
PA3428,35,178,41,237,130,89
PA3429,200,862,398,1429,820,436
PA3430,695,1186,852,6109,3038,1962
PA3431,835,505,540,301,535,309
PA3432,268,188,144,111,114,81
PA3433,129,266,151,248,202,155
trpA,263,161,126,121,159,147
PA0348,115,118,84,229,157,155
PA3435,242,111,190,144,139,186
PA3436,81,137,70,251,79,79
folM,354,440,287,419,340,310
folE1,818,380,378,597,514,474
folX,526,304,267,330,201,247
PA3440,1181,775,1209,1847,1732,1650
PA3440a,185,120,73,227,109,101
PA3441,95,518,169,117,133,97
PA3442,733,4533,621,1184,333,236
PA0349,71,105,52,146,90,54
PA3443,41,132,54,99,67,55
PA3444,99,242,75,135,110,146
PA3445,92,120,78,208,195,221
PA3446,261,312,417,470,548,653
PA3447,12,33,12,23,19,17
PA3448,55,75,39,30,36,17
PA3449,31,50,19,55,30,19
PA3450,444,349,509,624,677,762
PA3451,549,924,975,1556,1275,1349
mqoA,748,408,363,695,388,383
folA,155,112,75,67,94,95
PA3453,77,177,58,89,101,62
PA3454,152,428,112,842,298,202
PA3455,1732,1387,1374,1743,1092,983
PA3456,98,218,73,121,76,62
PA3457,192,292,149,93,101,100
PA3458,396,172,145,169,181,215
PA3459,2788,3484,1505,3697,2859,3117
PA3460,2930,1573,1373,1334,1282,1229
PA3461,2405,1199,781,1961,1378,1209
PA3462,656,1536,671,930,690,557
PA0351,152,170,107,153,138,132
PA3463,57,117,63,52,76,38
PA3464,181,222,134,283,196,202
PA3465,1614,2496,1473,1763,1653,1280
PA3466,907,940,626,1086,618,456
PA3467,148,344,93,149,100,105
PA3468,285,379,204,397,243,220
PA3469,231,286,161,229,145,144
PA3470,68,104,30,44,42,28
PA3471,2097,926,961,1307,1229,1069
PA3472,955,405,292,422,636,678
PA0352,163,136,108,180,145,194
PA3473,188,548,137,172,179,170
PA3474,82,392,76,139,96,82
pheC,277,292,153,200,172,175
rhlI,1451,573,446,678,1024,947
rhlR,6076,6620,4758,8146,6827,5483
rhlB,13625,10962,10717,16483,8758,9209
rhlA,21742,5026,8640,9864,10144,10177
PA3480,609,189,248,323,283,270
PA3481,1072,483,516,579,629,644
metG,4140,1409,1862,2291,2108,2309
ilvD,2534,2237,1822,1782,1162,1015
PA3483,267,162,204,202,203,237
PA3484,213,172,174,262,189,246
PA3485,93,44,61,116,44,45
PA3486,226,342,187,195,185,153
pldA,569,764,588,801,812,766
PA3488,494,408,424,697,386,389
PA3489,77,112,46,80,84,80
PA3490,104,119,61,92,65,42
PA3491,151,213,135,204,108,95
PA3492,105,135,73,44,64,46
PA0354,232,227,145,183,170,159
PA3493,70,80,67,42,41,48
PA3494,70,110,29,44,48,42
nth,165,104,106,120,101,97
PA3496,142,77,70,153,104,85
PA3497,60,84,57,85,67,54
PA3498,218,74,91,144,99,85
PA3499,282,118,118,190,125,115
PA3500,550,77,116,177,150,135
PA3501,79,22,36,38,36,19
PA3502,69,28,36,71,67,58
pfpI,677,924,413,964,801,929
PA3503,287,65,85,119,120,103
PA3504,823,261,416,352,524,393
PA3505,273,88,92,98,127,112
PA3506,646,115,103,187,247,170
PA3507,160,54,39,60,99,69
PA3508,356,71,62,117,139,77
PA3509,297,67,57,93,115,93
PA3510,602,118,132,231,244,176
PA3511,243,114,87,111,87,79
PA3512,119,108,57,122,91,62
PA0356,280,145,166,251,316,334
PA3513,107,165,46,113,75,58
PA3514,177,476,300,895,475,557
PA3515,369,258,170,317,242,257
PA3516,598,370,361,422,435,402
PA3517,138,292,165,360,269,257
PA3518,57,58,36,109,49,34
PA3519,79,91,81,152,110,80
PA3520,1228,361,891,527,301,230
PA3521,71,83,66,99,68,88
PA3522,224,230,178,316,172,119
mutM,268,184,247,259,282,315
PA3523,58,71,45,84,54,61
gloA1,315,354,265,431,262,289
argG,1431,666,590,1163,965,939
PA3526,1434,13602,4037,18099,9752,7830
pyrC,1175,307,533,644,662,637
rnt,274,182,123,240,144,193
PA3529,24907,4683,5563,10452,6271,7328
PA3530,597,302,370,345,552,635
bfrB,6540,66542,46031,95921,62386,44261
PA3532,211,2432,288,636,466,321
trpB,1156,357,338,527,536,529
PA0358,92,183,117,239,226,251
PA3533,1822,2494,1637,5071,2468,1785
PA3534,338,1723,211,1531,515,243
PA3535,589,1516,462,407,566,374
PA3536,104,419,158,298,199,183
argF,357,912,275,769,482,520
PA3538,363,643,254,471,504,476
PA3539,284,161,125,259,321,199
algD,66,217,58,182,119,116
alg8,137,311,193,349,225,203
alg44,108,158,110,142,93,111
PA0359,248,529,457,556,560,558
algK,125,175,131,198,133,150
algE,78,165,98,194,130,136
algG,541,767,534,713,517,422
algX,48,98,51,116,62,62
algL,123,169,118,120,83,75
algI,168,202,137,240,156,128
algJ,71,97,74,115,54,40
algF,239,126,124,198,99,86
algA,568,329,297,567,209,182
arnB,2069,4849,2459,2460,1519,1657
PA0360,405,519,269,396,380,366
arnC,644,1391,494,667,561,662
arnA,2558,1359,905,1388,1213,1343
arnD,365,446,287,273,270,356
arnT,456,367,280,263,324,294
arnE,169,124,141,70,127,123
arnF,500,144,262,335,370,366
PA3559,1483,412,656,934,838,794
fruA,229,233,213,180,143,170
fruK,83,121,74,86,42,53
fruI,228,344,206,267,167,131
PA0361,946,577,439,492,465,478
fruR,221,173,69,145,163,158
PA3564,125,141,68,64,90,57
PA3565,241,308,165,260,116,139
PA3566,224,270,265,218,219,246
PA3567,723,445,338,427,361,396
PA3568,4058,1750,1842,2031,1971,1595
mmsB,1665,1154,1182,792,1023,930
mmsA,6292,2504,3241,3306,3560,2967
mmsR,146,195,118,175,144,169
PA3572,696,1106,378,782,501,367
fdx1,212,277,140,392,368,283
PA3573,599,1218,370,687,411,326
nalD,274,290,250,453,298,229
PA3574a,612,191,831,236,256,156
PA3575,112,117,70,110,106,98
PA3576,347,1246,573,1449,1016,1050
PA3577,294,329,270,483,465,528
PA3578,1833,715,1346,2729,2487,3280
PA3579,118,998,289,446,338,253
PA3580,76,623,221,478,368,279
glpF,2213,16374,14068,10579,14736,13685
coaD,133,117,132,177,155,150
glpK,1041,7439,2141,3875,1610,900
glpR,220,1485,255,400,355,260
glpD,3326,34895,16150,36070,22246,16958
glpM,32,1997,76,106,202,73
PA3586,68,4768,128,251,363,136
metR,344,3517,643,685,719,512
PA3588,124,3802,180,335,381,154
PA3589,78,3208,138,231,353,116
PA3590,113,2818,146,278,411,168
PA3591,9,735,37,76,108,32
PA0364,359,288,307,364,234,279
PA3592,49,1109,70,142,219,50
PA3593,94,904,121,178,273,99
PA3594,119,407,107,236,197,156
PA3595,160,413,135,286,218,177
PA3596,203,293,105,170,124,110
PA3597,143,329,111,412,263,249
PA3598,95,215,89,251,194,165
PA3599,432,377,215,511,477,484
PA3600,158,187,95,175,147,106
PA3601,1126,502,828,952,487,367
PA0365,207,154,156,350,144,113
PA3602,469,316,443,565,409,375
dgkA,21,51,21,46,33,22
erdR,219,149,90,160,163,136
PA3605,97,221,103,185,137,84
PA3606,81,167,62,116,80,65
potA,289,604,483,999,817,868
potB,115,230,107,203,156,114
potC,70,228,75,169,133,108
potD,86,254,114,191,160,125
PA3611,255,224,182,372,328,314
PA0366,1267,882,1165,6919,2534,2143
PA3612,90,79,71,109,117,102
PA3613,9306,3026,4735,4272,5148,4587
PA3614,3504,2385,3448,2572,2798,2636
PA3615,3219,3550,2423,3231,2372,2082
PA3616,133,281,108,157,146,147
recA,4324,2824,3131,3846,3475,3946
PA3618,252,557,246,259,261,185
PA3619,542,1174,398,642,517,365
mutS,780,2001,737,862,1120,655
fdxA,80,351,91,353,270,209
PA0367,635,758,985,2587,1558,1555
rpoS,87802,15060,14812,31183,24573,25187
PA3623,44047,21378,15977,24619,20089,19136
pcm,1121,1195,925,2081,1373,1443
surE,339,177,160,183,245,244
PA3626,369,324,158,204,195,273
ygbB,328,257,134,201,145,179
PA3628,986,1642,555,857,668,823
adhC,1585,2709,1079,1802,1121,1220
PA3630,74,133,63,175,129,130
trpI,253,237,156,202,147,208
PA0367a,164,138,68,153,166,136
PA3631,240,239,109,279,167,123
PA3632,37,59,20,39,37,24
ygbP,108,139,84,98,109,80
PA3634,252,171,167,284,282,264
eno,1882,980,872,1222,1112,994
kdsA,816,605,488,968,678,620
pyrG,3869,2340,1889,2379,2327,2185
PA3638,313,646,287,366,317,281
accA,875,643,667,989,713,792
dnaE,1574,1551,1486,1516,1593,1518
PA0368,251,234,121,231,241,204
PA3641,381,633,378,520,414,383
rnhB,53,129,39,93,71,62
lpxB,121,237,71,105,115,93
lpxA,339,386,200,356,309,292
fabZ,381,362,291,545,441,486
lpxD,420,666,370,589,484,434
PA3647,480,360,409,924,450,380
opr86,2740,1749,1360,3090,3027,2745
PA3649,1113,1768,1175,1350,1480,1293
dxr,468,574,356,383,404,366
PA0369,78,136,98,101,164,119
cdsA,506,465,349,673,610,685
uppS,456,387,251,315,281,261
frr,5370,2144,3015,4493,3852,3448
pyrH,1313,867,1207,1655,1153,1011
tsf,658,326,359,647,556,518
rpsB,1312,483,606,1298,865,748
map,1814,1068,770,1205,930,1006
glnD,1064,800,722,748,667,651
PA3659,375,303,218,198,169,217
PA3660,281,263,201,291,245,239
PA0370,262,198,190,170,229,192
PA3661,65,55,63,422,189,136
PA3662,6522,3805,2891,3401,3316,3190
PA3663,1233,1576,719,1048,1354,1303
PA3664,221,391,208,309,496,415
PA3665,286,536,217,186,226,204
dapD,1077,369,290,569,404,450
PA3667,884,1885,692,1410,1119,1062
PA3668,274,809,334,278,292,222
PA3669,297,823,295,317,327,221
PA3670,321,531,191,269,224,217
PA0371,501,241,298,355,368,349
PA3671,86,412,128,179,108,138
PA3672,99,285,71,128,90,83
plsB,679,660,427,635,543,541
PA3674,544,287,260,418,212,213
PA3675,335,432,294,359,289,236
PA3676,948,1138,820,904,774,695
PA3677,341,372,278,437,317,313
PA3678,245,236,90,206,209,218
PA3679,169,318,152,120,102,118
PA3680,136,280,78,119,128,98
PA0372,654,343,316,555,504,513
PA3681,260,579,280,264,233,245
PA3682,114,275,101,112,111,121
PA3683,85,259,43,125,135,111
PA3684,304,684,287,591,714,543
PA3685,62,64,43,68,41,44
adk,538,156,173,351,263,263
ppc,3036,1524,1699,1466,1439,1495
PA3688,1049,3110,1878,3980,2193,1920
PA3689,984,3247,1508,2647,1907,1493
PA3690,7629,64133,10602,16672,10908,8145
ftsY,1535,498,538,835,882,997
PA3691,5074,6070,3203,12672,7527,7993
lptF,6820,5915,2919,9282,4737,4360
PA3693,150,375,106,118,102,92
PA3694,165,235,88,89,94,56
PA3695,677,917,602,533,586,594
PA3696,238,335,176,148,160,158
PA3697,1110,1051,579,834,728,565
PA3698,606,680,404,1788,1034,768
PA3699,304,343,211,503,362,330
lysS,1146,914,1134,1689,1087,968
ftsE,716,422,370,452,419,493
prfB,1018,852,775,1645,934,885
wspR,933,833,987,715,796,750
wspF,1004,1525,1240,1159,1368,1059
wspE,1188,832,878,878,871,844
wspD,364,241,250,171,283,271
wspC,298,343,220,242,210,186
PA3707,135,197,138,99,162,139
wspA,1254,791,746,1586,1102,1105
PA3709,624,463,550,725,574,542
PA3710,918,804,1010,993,1028,954
ftsX,1362,3767,2179,2842,2961,2954
PA3711,2146,687,929,892,1313,1374
PA3712,3248,722,1011,1238,1415,1535
spdH,270,391,244,455,374,392
PA3714,41,122,20,87,77,63
PA3715,201,315,180,280,227,158
PA3716,365,703,339,855,576,557
PA3717,241,263,110,163,158,171
PA3718,393,491,264,215,401,347
armR,137,89,26,55,59,61
PA3720,755,229,173,234,312,398
rpoH,5129,5504,4381,8201,5510,4926
nalC,819,1036,470,467,609,550
PA3722,475,915,541,1516,735,678
PA3723,6759,13531,11279,17218,8126,6754
lasB,107999,3596,16010,29726,43413,61772
recJ,573,423,285,443,276,223
PA3726,47,44,32,67,50,49
PA3727,169,115,114,148,114,144
PA3728,1090,588,679,932,779,886
PA3729,3554,811,1865,2587,2081,2438
PA3730,640,181,314,439,385,589
PA0038,3598,7213,5993,11649,5560,5612
PA0377,202,220,115,117,158,119
PA3731,4613,748,2095,2606,2382,2873
PA3732,4385,1112,2926,4046,4323,5737
PA3733,395,417,272,515,471,421
PA3733a,279,410,291,626,417,439
PA3734,10695,703,2166,3338,4006,4877
thrC,847,411,417,528,569,499
hom,546,383,359,472,515,510
dsbC,536,284,470,505,651,595
xerD,172,139,126,139,114,99
PA3739,544,934,507,650,536,488
PA0378,91,135,53,73,62,65
PA3740,1568,3386,3438,23764,11063,9116
