Name,B_1,B_2,B_3,P_1,P_2,P_3
5'UTR_01365,24,21,12,8,22,13
5'UTR_00090,5,7,3,8,21,10
5'UTR_00089,759,539,388,560,757,710
3'UTR_00121,236,184,116,100,210,151
5'UTR_01366,11,10,6,9,15,11
3'UTR_00122,2,5,3,8,6,15
5'UTR_00093,10,8,15,14,9,14
5'UTR_01367,4,3,7,31,28,37
5'UTR_00091,29,27,6,15,15,15
3'UTR_00123,19,13,17,29,28,35
5'UTR_01368,28,28,19,28,43,23
3'UTR_00124,11,9,12,14,16,27
3'UTR_00125,30,18,11,16,13,10
5'UTR_00092,22,23,19,19,23,23
5'UTR_01369,8,10,9,7,14,7
3'UTR_00126,14,13,11,19,22,19
5'UTR_01370,70,117,64,81,66,49
5'UTR_00094,36,43,30,52,48,51
3'UTR_00127,5,15,8,15,12,15
3'UTR_00128,16,16,7,14,21,27
5'UTR_01371,12,15,13,13,8,10
5'UTR_00095,17,12,15,15,10,9
5'UTR_01372,9,33,15,2,5,4
5'UTR_01373,13,19,9,26,29,18
5'UTR_01374,81,189,155,151,186,218
5'UTR_00096,67,76,34,38,37,29
5'UTR_01375,29,23,34,8,8,12
3'UTR_00129,11,19,24,32,50,48
3'UTR_00130,17,32,38,43,64,58
3'UTR_00131,56,35,35,25,41,24
5'UTR_00097,41,25,25,25,34,35
3'UTR_00132,12,4,9,2,6,5
5'UTR_00098,4,7,7,15,12,14
3'UTR_00133,12,6,2,0,7,3
5'UTR_00103,91,164,104,478,755,393
5'UTR_01376,52,66,30,12,15,8
3'UTR_00134,53,35,25,20,16,15
5'UTR_01377,12,32,17,3,3,7
5'UTR_00099,224,163,115,20,40,30
5'UTR_01378,44,27,14,20,23,15
3'UTR_00135,23,9,8,7,11,5
3'UTR_00136,9,4,2,10,12,9
5'UTR_01379,12,18,4,19,20,25
5'UTR_00100,103,115,88,20,47,32
5'UTR_00101,52,51,40,34,47,34
5'UTR_00102,607,1030,759,266,193,175
3'UTR_00137,58,105,63,14,47,33
5'UTR_01380,35,26,18,18,9,5
3'UTR_00138,36,56,38,98,184,135
5'UTR_00106,34,71,54,85,142,66
5'UTR_00104,31,32,18,21,27,24
5'UTR_00105,374,370,259,121,273,85
3'UTR_00139,31,55,56,10,23,6
3'UTR_00140,40,66,70,11,28,7
5'UTR_00107,6,9,11,46,39,43
5'UTR_00108,12,5,4,5,6,13
3'UTR_00141,12,15,10,1,2,1
5'UTR_00109,95,169,129,41,57,54
3'UTR_00142,12,12,5,8,15,10
5'UTR_01381,9,14,5,9,14,15
5'UTR_01382,19,16,13,21,32,21
5'UTR_01383,29,42,33,46,36,30
3'UTR_00143,14,16,4,12,6,11
5'UTR_01384,222,171,119,121,140,111
5'UTR_00110,14,8,6,11,8,8
3'UTR_00144,19,17,15,17,23,19
5'UTR_00111,22,36,26,7,15,12
5'UTR_01385,90,102,68,137,129,150
3'UTR_00145,23,29,27,29,38,44
5'UTR_00112,34,45,36,81,74,93
3'UTR_00146,7,10,5,13,26,15
3'UTR_00147,8,22,12,13,18,22
3'UTR_00148,9,13,9,25,20,22
3'UTR_00149,10,17,10,32,23,30
5'UTR_00113,22,57,52,56,27,34
5'UTR_01386,66,67,45,30,41,28
5'UTR_00116,73,63,37,44,65,49
3'UTR_00150,89,55,30,5,10,29
5'UTR_01387,297,315,242,312,311,313
5'UTR_00114,121,88,51,34,38,60
5'UTR_00115,54,75,29,56,64,60
3'UTR_00151,21,24,11,7,9,10
3'UTR_00152,11,9,13,4,8,2
5'UTR_01388,80,60,39,58,52,48
3'UTR_00153,15,14,13,6,14,11
5'UTR_01389,25,24,24,24,20,25
3'UTR_00154,4,2,2,7,7,13
5'UTR_01390,54,39,48,48,73,56
3'UTR_00155,12,7,7,18,11,14
5'UTR_00117,100,98,70,80,148,127
5'UTR_00118,22,32,29,30,34,28
3'UTR_01553,21,14,13,22,38,31
5'UTR_00119,3,4,3,5,4,4
3'UTR_00156,8,3,2,4,6,12
3'UTR_00157,3,5,6,5,13,18
3'UTR_00158,28,27,14,39,37,43
5'UTR_01391,69,81,48,13,19,19
3'UTR_00159,34,33,19,14,24,19
3'UTR_00160,14,11,4,18,17,21
5'UTR_01392,36,36,21,38,53,52
5'UTR_00120,26,21,10,47,73,66
5'UTR_00121,11,10,8,29,21,20
3'UTR_00161,3,4,10,35,57,50
5'UTR_00122,3564,2843,2112,1489,1811,1688
3'UTR_01554,84,119,99.5,92.25,90,79
5'UTR_00123,3791,3050,2231,1530,1887,1751
5'UTR_00124,3830,3074,2244.25,1539,1893,1754
5'UTR_00125,121,98,67,15,29,29
5'UTR_00126,980,1056,613,457,631,520
5'UTR_00127,1001,1076,629,479,649,546
5'UTR_00128,18,29,6,15,23,20
3'UTR_01555,76,24,25,6,9,11
5'UTR_01393,257,334,268,134,167,145
3'UTR_00162,44,49,34,15,31,28
3'UTR_00163,9,14,15,16,20,17
5'UTR_00129,4,5,2,4,1,5
5'UTR_01394,128,104,78,68,86,81
3'UTR_00164,9,15,3,2,5,3
5'UTR_01395,519,608,483,486,525,448.3333333
5'UTR_00130,15,20,12,9,10,10
3'UTR_00165,30,41,45,27,35,38
5'UTR_00131,114,135,113,93,105,89
5'UTR_00132,328,317,251,321,423,352
5'UTR_00138,9,9,5,6,16,11
5'UTR_00133,55,114,78,32,34,39
5'UTR_01396,9,17,6,13,12,4
3'UTR_00166,12,14,8,23,24,15
5'UTR_01397,64,44,41,49,44,56
5'UTR_00134,74,89.16666667,69,77,84,68
5'UTR_01398,15,19,16,37,38,50
5'UTR_00135,49,32,22,17,15,10
3'UTR_00167,16,6,3,3,5,7
3'UTR_00168,38,8,8,8,10,16
5'UTR_00136,152,154,111,132,122,154
5'UTR_00137,89,72,59,102,155,123
3'UTR_00169,25,41,23,21,31,28
3'UTR_00170,24,19,13,27,23,21
3'UTR_00171,11,20,17,11,16,12
5'UTR_00139,10,11,2,17,10,18
5'UTR_00141,80,82,57,84,121,123
5'UTR_01399,4,9,2,12,8,7
3'UTR_00172,4,7,5,8,12,8
3'UTR_01557,7,2,8,15,24,32
3'UTR_00173,10,11,10,20,27,22
3'UTR_00174,9,7,5,16,27,26
5'UTR_01400,14,17,14,57,55,41
3'UTR_01558,4,5,1,22,23,12
3'UTR_00175,7,8,10,24,30,25
3'UTR_00176,10,8,5,17,18,18
3'UTR_00177,27,22,20,36,40,36
5'UTR_01401,8,5,8,13,13,11
5'UTR_01402,9,14,7,18,15,17
3'UTR_00178,16,11,9,6,26,7
5'UTR_00140,105,117,68,165,213,139
3'UTR_00179,3,8,12,8,9,10
3'UTR_00181,16,23,19,18,23,22
5'UTR_00143,383,386,279,343,486,460
5'UTR_00144,384,386,279,343,486,460
5'UTR_00145,45,70,64,55,38,33
3'UTR_00180,50,40,27,47,79,76
5'UTR_00142,208,225,161,237,257,219
5'UTR_00146,4,5,2,9,12,7
3'UTR_00182,14,23,14,16,16,12
3'UTR_00183,9,10,11,10,21,22
5'UTR_01403,23,33,16,32,31,38
5'UTR_01404,41,43,36,102,119,89
5'UTR_01405,276,181,135,252,272,270
3'UTR_00184,67,52,57,23,28,32
3'UTR_00185,22,16,6,2,5,4
5'UTR_01406,768,691,519,614,548,511
5'UTR_01407,160,261,162,50,59,34
3'UTR_00186,5,22,8,4,3,2
5'UTR_00147,97,94,88,107,134,106
5'UTR_00148,56,58,69,72,88,106
5'UTR_01408,10,34,34,3,6,6
3'UTR_00187,15,9,17,6,5,2
5'UTR_01409,10,13,24,15,22,22
5'UTR_01410,36,116,93,72,53,81
5'UTR_00149,290,200,142,148,183,174
3'UTR_00188,7,8,7,13,14,15
3'UTR_00189,28,21,28,76,77,85
5'UTR_00150,53,99,74,54,61,49
5'UTR_00151,324,184,100,90,110,89
3'UTR_01565,182,99,80,63,81,68
5'UTR_01411,139,130,111,315,438,448
5'UTR_00152,37,22,18,11,19,15
3'UTR_00190,12,4,6,13,23,18
3'UTR_00191,16,11,10,8,18,8
5'UTR_00153,9,14,16,4,10,5
3'UTR_00192,16,16,15,12,16,12
5'UTR_00155,9,10,10,12,17,11
3'UTR_00193,24,14,13,8,4,5
3'UTR_00194,124,62,26,8,9,6
5'UTR_01412,44,37,30,34,39,36
3'UTR_00195,5,9,12,3,8,11
3'UTR_00196,1,4,8,7,17,5
5'UTR_01413,4,10,9,12,18,19
3'UTR_00197,2,10,7,4,16,7
5'UTR_01414,5,2,1,14,7,11
5'UTR_00154,15,19,10,36,30,21
5'UTR_01415,33,33,16,28,21,27
3'UTR_00198,23,11,11,6,15,4
5'UTR_01416,20,22,25,22,21,19
5'UTR_00157,23,25,12,11,16,18
3'UTR_01567,29,17,16,22,25,22
3'UTR_01568,25,14,15,18,24,20
3'UTR_00199,13,13,13,2,6,8
5'UTR_00156,54,43,21,59,52,27
3'UTR_00200,12,13,9,7,14,7
3'UTR_00201,34,39,20,20,27,14
5'UTR_00165,14,13,4,3,5,5
5'UTR_00158,2541,2648,1591,711,621,492
5'UTR_00159,561,303,193,143,133,129
5'UTR_00160,418,323,231,259,322,268
3'UTR_00202,21,8,10,7,18,10
5'UTR_00161,462,591,408,630,714,578
3'UTR_00203,47,21,10,14,16,16
5'UTR_00162,74,106,62,45,57,64
5'UTR_00163,59,35,32,43,46,33
5'UTR_00164,21,15,12,23,11,22
3'UTR_00204,14,6,9,9,10,7
3'UTR_00205,24,6,10,16,4,6
5'UTR_01417,20,32,16,18,17,14
5'UTR_01418,10,17,5,10,16,9
5'UTR_00166,21,9,5,15,12,10
5'UTR_00167,101,52,16,24,15,14
5'UTR_00169,33,29,19,16,25,24
3'UTR_00206,19,5,8,8,4,1
5'UTR_01419,80,115,93,24,36,22
5'UTR_00168,49,46,49,12,17,6
3'UTR_01569,44,30,19,13,8,11
3'UTR_00207,41,15,20,4,13,11
5'UTR_00170,14,10,8,12,18,16
5'UTR_01420,69,79,63,30,30,52
5'UTR_00172,1394,855,547,352,384,326
3'UTR_00208,4,15,16,1,1,1
5'UTR_00171,106,108,71,89,138,108
3'UTR_00209,8,14,14,8,24,17
5'UTR_01421,13,21,11,23,24,14
3'UTR_00210,1,3,3,8,11,8
5'UTR_01422,18,18,11,7,11,13
5'UTR_00173,4,15,15,17,28,24
3'UTR_01573,320,227,150,55,58,48
3'UTR_01572,38,44,32,43,46,54
3'UTR_00211,23,16,16,20,28,21
3'UTR_00212,4,6,6,10,16,9
5'UTR_00174,21,30,21,29,31,25
5'UTR_01423,11,20,13,24,21,31
3'UTR_00213,11,12,4,14,19,23
5'UTR_00175,65,86,76,61,80,79
3'UTR_00214,29,29,29,40,44,29
3'UTR_00215,77,135,128,41,32,54
5'UTR_01424,51,106,78,36,54,54
5'UTR_01425,17,22,34,10,15,15
3'UTR_00216,14,9,6,6,4,5
5'UTR_01426,23944,18491.5,20360,13401,19882,19693
3'UTR_01574,63217.83333,46847,46306.5,32261.33333,47890.5,46112.83333
5'UTR_01427,8,13,5,18,13,13
3'UTR_00217,23,7,10,22,11,19
5'UTR_01428,20,18,10,16,5,10
5'UTR_00178,40,57,46,89,103,89
3'UTR_00218,20,26,20,18,12,14
5'UTR_00176,12,18,11,32,44,53
5'UTR_01429,30,35,18,37,28,28
5'UTR_00177,240,231,116,104,95,68
3'UTR_00219,17,20,12,14,19,13
3'UTR_00220,9,14,10,14,15,23
5'UTR_00179,453,307,213,201,256,268
3'UTR_00221,45,31,31,26,29,29
5'UTR_00180,30,20,9,27,29,25
3'UTR_00222,38,3,5,14,7,2
5'UTR_01430,14,6,10,19,7,10
3'UTR_00223,30,29,28,23,28,20
5'UTR_01431,30,31,29,33,43,35
5'UTR_00182,58,63,29,27,43,28
3'UTR_00224,10,16,10,14,10,13
5'UTR_01432,51,47,34,6,17,9
5'UTR_01433,404,1917,1512,1164,1296,1101
5'UTR_00181,193,940,706,174,210,149
3'UTR_00225,92,468,462,111,142,151
5'UTR_01434,7,19,7,23,11,9
3'UTR_00226,9,44,49,17,31,34
5'UTR_01435,3,23,32,33,28,37
3'UTR_00227,4,31,38,11,15,25
5'UTR_00183,19,17,12,13,13,18
5'UTR_00188,75,70,45,29,36,37
5'UTR_01436,5,4,3,18,20,12
5'UTR_00184,125,222,151,62,53,53
3'UTR_01577,57,57,35,26,55,36
5'UTR_01437,374,558,467,287,486,512
5'UTR_00185,22,17,14,32,53,41
3'UTR_00228,4,8,9,7,22,15
5'UTR_00186,176,162,111,366.3333333,550,332
3'UTR_00229,34,87,95,99,141,101
5'UTR_01438,4,17,17,8,22,13
5'UTR_00187,13,52,43,51,55,47
3'UTR_01579,34,86,89,58,76,59
3'UTR_00230,9,28,35,55,75,68
5'UTR_01439,8,13,15,21,24,8
5'UTR_00189,41,93,73,98,103,100
3'UTR_00231,16,23,17,25,26,16
5'UTR_00190,257,302,205,233,260,276
5'UTR_00191,21,21,30,5,6,11
3'UTR_00232,21,85,68,65,94,82.16666667
5'UTR_01440,11,13,11,11,16,9
3'UTR_00233,20,19,15,23,40,31
3'UTR_00234,16,17,13,14,12,6
3'UTR_00235,20,23,30,5,7,11
3'UTR_00236,6,15,5,19,25,17
3'UTR_00237,11,23,11,11,16,11
3'UTR_00238,2,6,2,5,11,10
3'UTR_00239,14,5,2,10,3,8
5'UTR_00192,15.5,16.5,3,58,123,55
3'UTR_00240,3,22,17,59,132,72
3'UTR_00241,6,27,18,70,164,89
5'UTR_00193,470,891,710,425,485,584
3'UTR_01580,38,38,33,23,27,35
3'UTR_00242,11,9,9,8,11,10
5'UTR_01441,11,7,4,8,15,13
5'UTR_01442,28,20,9,59,56,42
5'UTR_01443,36,24,19,73,87,94
5'UTR_01444,9,2.25,6,6,8,11
3'UTR_00243,4,13,3,10,25,33
5'UTR_01445,46,33,35,82,95,67
3'UTR_00244,8,7,4,10,10,13
5'UTR_00194,163,310,207.5,237,296,211
5'UTR_01446,40,33,31,4,10,16
5'UTR_00195,784,651,452,418,476,431
3'UTR_01583,41,32,22,10,9,21
3'UTR_01582,48,33,26,11,9,21
3'UTR_01581,49,33,26,11,10,21
5'UTR_01447,10,14,10,3,1,0
3'UTR_00245,2,1,6,21,22,18
3'UTR_00246,3,19,8,15,24,20
5'UTR_00196,560,430,347,334,419,379
3'UTR_00247,9,15,10,5,6,9
5'UTR_01448,175,226,140,84,61,74
3'UTR_00248,14,4,2,2,1,0
3'UTR_01586,25,14,7,3,7.071428571,4
5'UTR_01449,61,64,44,56,83,72
5'UTR_00197,155,117,60,18,13,11
5'UTR_00199,190,107,58,72,103,74
3'UTR_00249,9,15,10,19,40,34
3'UTR_00250,16,12,15,13,20,28
5'UTR_00198,468,632,431,130,241,245
5'UTR_00200,301.5,249.5,182.5,209.5,268.5,226.5
3'UTR_00251,71,23,11,28,28,18
5'UTR_00201,39,28,18,9,8,3
3'UTR_00252,35,57,27,17,19,13
3'UTR_00253,11,3,4,8,18,10
5'UTR_01450,19,14,15,2,8,3
5'UTR_00202,56,79,48,27,34,22
5'UTR_01451,31,23,12,18,24,20
5'UTR_00204,87,98,66,37,60,70
5'UTR_01452,39,81,50,61,55,41
3'UTR_00254,53,69,41,96,113,71
5'UTR_01453,8,13,8,17,13,11
5'UTR_00203,344,290,231,210,277,244
5'UTR_01454,20,10,12,16,19,13
3'UTR_00255,14,16,14,7,14,12
3'UTR_00257,20,26,23,12,21,20
3'UTR_00258,45,54,43,35,39,51
5'UTR_00208,168,104,58,75,66,53
3'UTR_00256,73,47,29,15,33,43
5'UTR_00205,20,24,14,44,59,52
5'UTR_00206,305,308,275,750,1039,846
3'UTR_00259,48,26,37,49,103,54
3'UTR_00262,58,34,44,59.2,115,70.2
3'UTR_00260,61,48,21,51,51,37
3'UTR_00261,52,34,19,45,48,32
5'UTR_01455,56,80,45,54,55,58
3'UTR_00263,100,74,40,44,54,46
5'UTR_00207,60,152,118,18,11,9
3'UTR_00264,23,34,18,2,9,4
5'UTR_00209,114,172,135,118,128,115
5'UTR_00212,69,70,48,40,52,66
5'UTR_00210,40,28,25,37,23,29
5'UTR_00211,238,420,257,409,497,382
3'UTR_00265,40,28,21,15,32,29
3'UTR_00266,35,38,22,24,36,15
5'UTR_00213,18,34,22,46,43,46
3'UTR_00267,27,16,13,18,20,27
5'UTR_00214,69,94,81,109,113,120
3'UTR_00268,11,22,7,12,14,10
3'UTR_00270,32,56,27,30,35,31
3'UTR_00269,29,15,10,4,2,7
5'UTR_01456,122,103,76,84,79,86
5'UTR_00215,55,77,68,283,397,272
5'UTR_01457,34,40,26,41,37,32
3'UTR_00271,42,45,31,50,93,89
5'UTR_00216,717,1468,1061,1210,1154,1002
3'UTR_00272,30,36,25,35,81,73
5'UTR_01458,35,33,15,62,56,55
3'UTR_00273,95,69,66,106,120,119
3'UTR_00274,32,79,70,11,25,13
5'UTR_00217,722,1474,1064,1211,1157,1008
5'UTR_00227,38,35,28,45,83,83
3'UTR_00275,10,36,28,4,8,2
5'UTR_00218,201,249,184,241,252,192
3'UTR_00276,23,25,16,4,8,7
5'UTR_01459,16,18,11,5,5,4
3'UTR_00277,38,21,21,16,22,23
5'UTR_00219,51,30,32,19,35,31
5'UTR_00220,213,155,100,146,138,159
5'UTR_00221,227,164,105,99,118,119
5'UTR_00222,156,92,67,42,64,51
5'UTR_00223,515,380,269,396,510,437
5'UTR_00224,687,503,320,299,461,398
5'UTR_00225,30,17,11,16,23,19
3'UTR_01591,89,37,26,15,25,19
5'UTR_01460,21,17,13.5,24,21,19.5
5'UTR_01461,118,101,83,92,85,84
5'UTR_01462,10,6,7,12,5,13
3'UTR_00278,66,62,49,30,52,50
5'UTR_00230,13,18,6,9,4,5
5'UTR_00226,27,30,23,36,36,30
3'UTR_00279,25,31,26,59,51,63
5'UTR_00228,62,123,97,73,74,45
3'UTR_00280,63,63,59,15,30,23
5'UTR_01463,11,12,12,7,6,10
3'UTR_00281,16.66666667,19.66666667,23.5,37.66666667,40,30
5'UTR_00229,95,101,79,118,159,138
3'UTR_00282,34,49,30,29,33,26
5'UTR_01464,15,14,5,9,7,15
3'UTR_00283,25,21,19,22,27,14
3'UTR_00284,35,20,18,27,36,34
5'UTR_01465,3,5,3,3,12,4
3'UTR_00285,57,59,37,46,52,55
5'UTR_01466,21,16,14,20,20,19
5'UTR_00231,148,158,127,132,174,160
3'UTR_00286,23,28,17,22,23,32
3'UTR_00287,18,13,15,23,20,12
5'UTR_00233,125,159,121,214,230,241
5'UTR_00232,108,129,84,102,103,82
3'UTR_00288,13,9,2,3,5,10
3'UTR_00289,37,22,16,20,20,21
5'UTR_00235,49,42,40,46,70,71
5'UTR_00234,31,27,21,20,23,14
5'UTR_00237,8,12,8,8,9,10
5'UTR_01467,262,281,272,398,395,362
3'UTR_00290,314.5,315,316,236,275.5,256
5'UTR_00236,36,21,16,26,25,26
3'UTR_00291,24,35,25,17,18,21
3'UTR_00292,45,47,43,23,22,30
3'UTR_00293,5,9,5,8,10,11
3'UTR_00294,43,48,19,13,14,16
5'UTR_00238,35,34,26,26,28,24
5'UTR_00240,101,125,63,94,99,76
5'UTR_01468,17,20,17,10,10,6
3'UTR_00295,41,30,26,42,46,43
5'UTR_00239,26,36,26,66,60,55
3'UTR_00296,15,9,10,15,23,21
3'UTR_00298,18,18,20,29,40,38
3'UTR_00299,20,25,25,37,53,51
3'UTR_00297,202,249.2,172,113,193,168
5'UTR_01469,39,23,16,33,36,30
5'UTR_00241,107,127,69,105,108,82
5'UTR_00242,0,1,1,4,4,0
3'UTR_00300,15,10,9,10,12,13
5'UTR_01470,9,18,3,11,11,9
3'UTR_00301,35,35,25,46,34,35
5'UTR_01471,22,35,34,25,24,21
5'UTR_01472,10,16,11,26,29,22
3'UTR_01594,17,16,21,28,45,50
5'UTR_01473,6,8,5,10,18,12
5'UTR_01474,80,61,51,49,45,49
3'UTR_00302,19,10,12,17,23,22
5'UTR_00243,419,454,336,214,230,224
5'UTR_00244,79,92,70,100,87,125
5'UTR_00245,30,17,12,6,7,8
5'UTR_00246,1581,2208,1428,288,456,418
5'UTR_00247,201,260,176,80,86,99
3'UTR_01595,241,391,274,55,91,103
5'UTR_00248,99,130,99,141,133,92
5'UTR_01475,6,6,5,17,8,15
3'UTR_00303,17,28,17,37,36,29
5'UTR_01476,23,40,22,53,46,46
5'UTR_00249,39,40,38,102,141,124
5'UTR_01477,24,17,23,29,37,45
5'UTR_01478,43,38,21,37,39,32
3'UTR_00304,1,9,4,13,16,9
5'UTR_00251,81,75,67,217,302,291
5'UTR_00262,132,188,109,101,96,100
3'UTR_00305,13,38,47,55,108,87
5'UTR_00250,17,25,15,12,18,14
5'UTR_00252,46,48,47,123,114,100
3'UTR_00306,5,10,4,22,24,22
3'UTR_00307,12,19,12,38,36,43
5'UTR_00253,135,145,123,98,115,120
3'UTR_00308,21,10,7,8,11,9
5'UTR_01479,40,37,22,52,57,65
5'UTR_00254,50,63,31,43,55,58
3'UTR_00309,14,7,1,8,8,6
5'UTR_01480,14,10,3,9,8,7
5'UTR_00255,2618,2208,1192,891,804,583
5'UTR_00256,621,523,343,223,269.3333333,221
5'UTR_00257,405,358,230,243,271,243
5'UTR_00258,628,496,266,225,173,150
3'UTR_01598,417,341,226,151,182.3333333,154
3'UTR_00310,237,135,129,57,62,57
5'UTR_00259,138,106,94,153,196,179
5'UTR_00260,87,88,72,62,61,53
5'UTR_01481,188,247,151,112,105,125
5'UTR_00261,91,68,36,42,50,41
5'UTR_00263,5,2,3,7,13,6
3'UTR_00311,35,10,11,5,6,13
3'UTR_00312,50,11,16,5,9,15
5'UTR_00264,146,144,137,113,130,106
5'UTR_00265,89,119,80,61,46,61
5'UTR_01482,14,11,9,3,4,4
5'UTR_01483,11,37,31,20,24,31
3'UTR_00313,66,58,55,88,86,97
5'UTR_00267,36,31,18,17,18,12
5'UTR_00266,155,139,88,86,84,83
5'UTR_01484,18,24,21,5,11,10
5'UTR_00268,49,54,73,74,81,72
3'UTR_00314,28,42,27,14,18,17
3'UTR_00315,25,22,12,12,13,8
5'UTR_00270,20,50.5,27,58,71,71
3'UTR_00316,13,20,15,7,13,21
5'UTR_00269,62,95,56,81,80,80
3'UTR_00317,5,13,20,11,14,8
3'UTR_00318,11,18,9,15,17,25
5'UTR_00272,60,50,30,90,87,64
5'UTR_00271,11,19,14,21,28,28
5'UTR_01485,70,74,37,69,73,75
5'UTR_00273,232,403,337,306,402,399
5'UTR_00275,3,8,7,0,4,1
5'UTR_00274,61,38,41,105,118,103
5'UTR_01486,10,9,11,3,2,0
5'UTR_01487,9,13,8,12,7,9
3'UTR_00319,6,9,10,11,17,11
5'UTR_01488,7,14,12,4,7,9
5'UTR_00278,4,5,4,2,5,2
5'UTR_01489,6,9,3,15,20,16
3'UTR_00320,54,61,36,48,76,76
3'UTR_00321,120,103.5,59,94,116,98
3'UTR_00322,5,17,9,15,10,8
5'UTR_01490,16,13,8,15,28,16
3'UTR_00323,246,69,59,60,102,93
5'UTR_01491,57,26,25,37,46,46
3'UTR_00324,224,57,48,38,82,71
3'UTR_00325,19,12,4,8,4,4
5'UTR_00276,50,54,32,44,36,49
3'UTR_00326,24,20,13,15,13,10
5'UTR_00277,141,160,133,254,355,343
3'UTR_00327,41,60,54,49,97,109
3'UTR_00328,34,37,26,17,30,16
3'UTR_00329,16,15,8,8,15,7
5'UTR_01492,75,72,50,64,58,44
5'UTR_00282,37,29,24,39,44,41
5'UTR_01493,3,13,13,5,4,5
5'UTR_01494,20,24,14,18,13,14
5'UTR_01495,12,51,28,16,15,11
5'UTR_01496,67,76,68,4,36,22
5'UTR_01497,33,52,35,31,62,63
3'UTR_00330,1,6,7,6,11,8
5'UTR_00279,664,518,270,148,183,151
5'UTR_00280,1930,1374,671,732,901,793
5'UTR_00281,155,141,111,44,92,90
5'UTR_01498,64,84,62,64,36,27
5'UTR_01499,19,22,19,10,5,11
3'UTR_00331,29,19,15,8,3,7
5'UTR_00286,30,24,24,22,21,29
3'UTR_00332,15,13,11,8,3,4
5'UTR_00283,186,219,154,125,128,119
3'UTR_00333,19,31,10,29,33,30
3'UTR_00334,5,7,4,13,15,11
3'UTR_00335,21,29,16,11,10,13
5'UTR_00284,37,42,18,58,47,41
5'UTR_00285,75,68,46,70,84,97
5'UTR_00287,10,14,14,23,31,20
3'UTR_00336,6,5,7,10,17,19
3'UTR_00337,11,17,13,14,16,24
5'UTR_01500,46,23,6,18,10,11
5'UTR_01501,192,153,107,425,428,246
3'UTR_00338,17,9,5,15,5,3
5'UTR_01502,42,54,33,26,49,51
5'UTR_00288,0,2,3,2,7,2
5'UTR_01503,19,16,17,13,16,12
5'UTR_01504,27,12,10,5,4,7
5'UTR_01505,10,20,5,13,10,9
5'UTR_01506,21,17,23,12,13,5
5'UTR_00289,12,25,11,21,18,16
5'UTR_00290,93,44,23,34,53,52
5'UTR_01507,20,18,16,7,8,6
3'UTR_00339,17,23,31,27,30,20
5'UTR_00291,51,115,105,312,425,387
3'UTR_00340,5,13,24,22,19,25
3'UTR_01605,44,70,81,87,116,96
3'UTR_00341,0,15,11,65,93,80
5'UTR_01508,21,31,17,46,52,46
3'UTR_00342,5,10,8,15,18,14
5'UTR_01509,45,32,36,54,63,64
5'UTR_01510,2,24,12,0,0,0
5'UTR_01511,21,32,22,13,11,15
5'UTR_00292,41,48,26,21,26,12
3'UTR_00343,29,29,17,27,26,20
3'UTR_00344,38,43,25,45,34,24
5'UTR_01512,32,104,80,11,9,4
3'UTR_00345,11,14,6,2,1,7
3'UTR_00346,22,1,5,2,5,3
5'UTR_00293,41,32,19,48,62,54
5'UTR_00294,76,73,72,86,104,81
5'UTR_00295,20,22,28,33,23,22
3'UTR_00347,9,9,4,7,23,7
3'UTR_00348,10,19,11,19,17,23
5'UTR_00296,8,6,8,31,12,20
5'UTR_00298,29,146,97,3,2,3
3'UTR_00349,3,4,3,6,7,13
5'UTR_00297,18,20,18,20,19,10
3'UTR_00350,17,7,5,8,11,3
5'UTR_01513,67,62,41,35,41,22
5'UTR_00302,7,5,11,7,3,4
5'UTR_01514,7,17,17,2,4,2
5'UTR_01515,48,76,52,47,28,39
3'UTR_00351,16,20,9,18,19,12
5'UTR_01516,9,17,10,16,15,8
5'UTR_00299,112,127,87,46,69,56
5'UTR_00300,58,61,48,28,37,28
5'UTR_00301,60,60,42,68,74,70
5'UTR_01517,18,13,12,4,6,4
5'UTR_01518,9,38,21,9,8,5
3'UTR_00352,16,1,1,2,1,2
5'UTR_01519,42,35,25,15,16,24
3'UTR_00353,12,9,5,7,13,8
5'UTR_01520,19,8,14,12,17,11
3'UTR_00354,18,26,5,10,7,12
3'UTR_00355,139,165,143,196,218,196
5'UTR_01521,10,12,9,11,10,11
5'UTR_01522,9,17,15,13,11,8
3'UTR_00356,22,29,18,13,19,9
3'UTR_00357,60,84,54,56,53,45
5'UTR_01523,59,44,20,26,28,48
3'UTR_00358,0,13,21,41,28,37
5'UTR_01524,5,4,8,6,10,11
3'UTR_00359,9,21,17,23,34,25
3'UTR_00360,10,21,27,18,20,24
5'UTR_01525,91,84,83,109,173,102
5'UTR_00305,47,52,31,56,62,50
3'UTR_00361,4,7,8,9,9,12
5'UTR_00303,69,98,67,8,15,8
5'UTR_01526,21,18,17,12,17,24
3'UTR_00362,12,9,20,5,10,11
5'UTR_01527,14,33,30,45,64,44
5'UTR_01528,18,10,15,21,23,20
3'UTR_00363,10,17,15,23,20,15
5'UTR_00304,25,11,16,7,9,3
5'UTR_00307,20,29,31,34,24,34
3'UTR_00364,25,17,8,17,22,13
5'UTR_01529,163,225,158,115,178,165
3'UTR_00365,19,11,3,5,12,8
5'UTR_01530,9,4,4,11,12,16
5'UTR_01531,7,12,2,45,52,51
3'UTR_00366,3,3,5,7,11,3
3'UTR_00367,2,1,4,9,19,29
3'UTR_00368,7,5,8,22,31,37
