,FPKM of control,FPKM of Ag NP-1ppm,FPKM of Ag NP-20ppm,FPKM of Ag NP-25ppm-1,FPKM of Ag NP-25ppm-2,FPKM of Ag NR-1ppm,FPKM of Ag NR-30ppm,FPKM of Ag NR-300ppm
PA2353,24.3829,10.82739658,10.4892349,13.2679,10.7828,18.86564499,20.68391797,21.00116393
PA2354,16.8767,8.780730598,3.469818084,8.63458,11.0587,15.88539676,14.81018959,13.22099802
PA2355,24.5977,12.77729661,1.886338323,17.6069,16.5866,21.35397127,27.90046414,24.68387503
msuD,23.2903,10.48601811,5.833953192,12.6957,14.2627,17.42276195,21.62085383,20.13571359
msuE,25.1723,8.779248887,3.652433892,15.5937,10.4315,21.7112049,18.18552931,15.3115597
PA2358,19.8464,6.168134314,5.380101556,8.40729,9.7877,17.23737645,18.96700698,15.75330328
PA2359,24.785,14.93045943,13.25616334,10.9234,12.1167,24.67480719,22.08850938,20.66636538
PA2360,18.9626,7.052450633,4.751226073,12.081,7.18932,13.06274225,21.88801832,19.53123315
PA2361,24.5953,9.866200646,4.890480358,15.1995,12.9334,19.84663701,24.12861376,22.68297798
aroE,82.0283,1099.179029,822.4890769,331.442,333.923,140.1316864,105.3231661,149.0281394
PA0239,37.1044,50.90332989,18.52698769,68.2834,72.738,40.25280454,35.19982948,36.25946661
PA2362,29.4073,13.4162397,3.824184064,16.0586,14.2191,23.44615526,29.06540309,27.10958239
PA2363,37.7564,11.9856561,4.233434434,23.3146,14.917,26.49676247,38.22546584,36.29003137
PA2364,24.7487,15.46082773,8.142859254,14.1576,16.2803,20.09424216,24.69268073,16.68196844
PA2365,34.3274,16.94879303,12.56324238,17.7733,25.7849,28.65501168,33.05578498,31.1313409
PA2366,20.9758,10.51253931,10.13540921,12.3468,14.3963,19.48409076,22.28192619,19.85081587
PA2367,22.509,15.36527346,9.400735142,15.5317,23.9405,21.25824552,20.23524171,26.73882072
PA2368,25.4951,9.690425081,6.212599146,20.9293,11.7575,16.48325044,31.56727252,35.40662749
PA2369,26.8789,12.72817358,8.342972928,17.9234,15.4717,20.87136568,25.05805977,27.81514799
PA2370,29.139,10.9169592,10.87660093,16.9844,17.0382,20.12394443,24.7597981,26.39298877
PA2371,27.4546,15.71415313,42.38448108,19.8039,18.742,22.86366562,27.65249488,31.89744467
PA0240,34.4433,34.39837089,20.90086972,55.9854,63.1713,34.83645027,30.6091639,30.35856422
PA2373,28.7455,18.81582513,12.09727753,17.4748,22.1339,26.24139716,29.70309962,28.9662097
PA2374,15.6016,10.02337617,5.259191836,5.74454,8.55788,13.31286982,10.95802986,12.69559473
PA2375,45.3118,16.26312715,10.54560085,17.5382,22.922,38.56065414,37.94300825,41.2193113
PA2376,28.3836,19.11589784,12.51571225,16.482,15.1298,18.19054673,29.1058156,23.05947488
PA2377,18.05,9.431022237,7.134482292,8.85322,13.8019,14.82648014,16.40341864,14.15834914
PA2378,32.1258,73.75623779,56.18281423,28.9715,33.0651,31.72452567,37.73979464,34.16054321
PA2379,34.7997,92.38822665,89.05682968,27.776,42.517,52.24535568,45.9893587,37.65793808
PA2380,22.1286,28.46537911,32.70603173,5.32162,11.3572,35.69993568,24.56190699,22.87908091
PA2381,179.287,231.3595732,1009.778205,154.781,102.858,296.1235342,155.6245061,125.5124888
lldA,22.9256,30.37699655,47.85382338,15.1914,12.868,21.80440071,22.35019032,18.48954794
PA0241,31.8399,34.84357622,12.98121209,62.0574,60.6152,32.70761586,29.87310242,29.13998034
PA2383,40.7573,16.65575609,14.81354989,19.1526,18.6708,33.47671672,39.75949374,35.66295336
PA2384,49.3901,6.343522186,9.40832627,2.61377,8.37877,35.5906647,29.95121956,15.35093228
pvdQ,26.611,9.50056231,5.402981527,12.2893,11.7325,25.01134621,30.75565728,24.42638943
pvdA,88.808,11.43469722,4.838969872,12.8851,14.2104,107.9315024,106.5250566,49.65378121
fpvI,36.8238,10.85825925,11.1291366,10.551,8.67674,35.49051182,38.05953963,19.59769861
fpvR,40.8313,22.91488781,13.07995096,17.7161,21.2701,45.25569049,50.26839151,40.3572064
pvdR,32.7061,14.30584929,6.373053055,16.0468,16.0107,34.08433158,35.5782163,29.98796897
pvdT,32.1801,12.00084589,4.317132146,15.9276,15.7572,27.7853519,34.10753974,28.19835514
opmQ,26.5469,9.185138498,1.820115819,13.5474,10.6698,22.85936962,30.38894603,26.25343411
pvdP,34.4917,16.68614793,7.334841729,15.7103,19.1001,36.36385248,35.42311778,27.61512594
PA0242,36.1957,29.32837151,10.28072699,64.0189,59.3891,30.26603078,30.44917285,34.48117372
PA2393,41.7909,19.01488459,4.176847024,18.6389,23.8669,42.86923377,41.19347425,32.58053658
pvdN,36.9307,17.73919663,7.238244575,16.948,23.8517,41.57643308,38.0238001,27.47173907
pvdO,23.0423,8.273007325,3.121326776,9.19029,10.2661,25.91310228,27.29135231,18.03203223
pvdF,51.906,19.91847597,9.949071151,18.7754,24.3626,62.30180595,60.51631021,39.77256101
pvdE,61.5432,30.92974807,13.7672321,27.3459,37.1932,63.03585982,63.69395327,52.78705153
fpvA,73.4605,21.01124708,15.53038552,21.7412,27.8381,74.07541917,80.19225046,54.55776139
pvdD,37.7619,14.72895728,5.82505579,16.1154,16.5621,37.91660238,43.51625377,31.39434613
pvdJ,34.5834,14.23473392,4.770315051,14.3401,15.974,33.66979437,37.89525665,29.10609683
PA2402,31.5718,11.48910154,3.923569623,13.2863,12.6541,30.38275623,34.97052567,27.60557841
PA2403,34.6529,18.57747512,4.758154831,18.6563,20.9737,38.68207584,36.82133615,27.46227817
PA0243,48.2086,43.55162379,40.3634946,64.2279,75.3151,37.62203801,34.11493162,42.99025379
PA2404,40.081,12.7316455,4.852399171,19.3447,26.4828,38.69568092,43.96987835,33.82184815
PA2405,39.2184,14.50969314,0,18.8123,16.1133,35.54348724,34.10431663,29.61218144
PA2406,30.4449,10.93472892,2.445972169,14.8565,10.674,16.57583227,30.88880383,30.54623604
PA2407,29.0604,10.24237532,5.713019166,17.3456,16.0986,24.95534961,33.65288847,32.64264117
PA2408,42.8364,12.17063896,0,22.7177,20.1717,36.61201813,51.21948787,41.83845995
PA2409,18.7303,7.849569294,3.467685502,9.85722,8.40304,16.61035994,24.13579357,17.95742244
PA2410,28.3635,12.69162278,4.009603907,17.9653,17.3913,24.61660442,32.04929374,29.58885743
PA2411,69.8263,12.79019832,4.546968818,16.1036,14.07,77.71213092,77.55314587,41.40760557
PA2412,135.998,7.365500834,5.539837987,9.74292,9.1108,150.7456145,132.1030165,63.83741589
pvdH,47.7351,15.45452287,7.944900041,14.2487,13.9609,38.3304232,44.87649903,30.58223988
PA0244,37.585,29.26988679,12.13927529,75.289,56.1936,33.51158188,38.07166294,49.61065948
PA2414,43.0011,24.40468302,15.91826885,17.5102,18.4877,34.88201179,35.72147457,28.52909002
PA2415,30.6004,15.69386707,8.335938726,9.60507,12.1368,27.11251824,24.54954933,24.56257399
treA,24.5031,12.30806988,11.07051386,16.6092,11.9437,19.86255255,24.79390796,24.15508842
PA2417,37.3314,23.62647914,21.90867816,24.7017,22.7754,29.91754582,38.79827336,35.49549664
PA2418,21.4229,19.38962263,8.994016157,15.1763,13.7883,17.65353713,22.45309314,21.58418408
PA2419,17.5423,30.83007813,23.6044363,14.3662,22.7181,17.86302657,16.94878399,19.40400083
PA2420,25.066,11.62953136,6.352159666,16.9346,15.0984,22.48791719,25.09167201,21.76363447
PA2421,21.3088,12.07432548,4.139758556,15.7824,15.4771,19.62747245,23.50026403,20.96566761
PA2422,34.5158,24.98151735,10.37816354,25.441,22.6165,29.26231909,28.03082117,33.61963085
PA2423,36.8478,19.36107708,12.30147141,13.9145,15.8942,31.24817479,39.07862754,28.98703243
aroQ2,28.8925,24.96514946,20.08960299,40.9755,53.3962,30.36493683,19.76771151,25.19027485
pvdL,43.3275,9.578647164,3.1791425,14.8997,13.0484,44.77720635,50.82966832,33.96874815
pvdG,34.9687,6.685079481,2.031448569,9.16079,9.22369,34.28576248,39.01450933,19.75584033
pvdS,256.304,16.48162755,17.49427614,17.331,22.6209,238.033611,213.4216123,118.6392024
PA2427,74.7547,11.51760549,4.066559374,8.27663,9.69228,71.32964496,70.50394605,36.60386507
PA2428,29.521,14.71126926,4.663139715,17.7177,17.2159,27.0623643,28.07427302,23.49083983
PA2429,20.547,6.372088905,14.04012775,11.7472,11.4557,9.419827337,26.41782645,14.26030287
PA2430,28.0475,19.54290217,8.975789423,20.7967,16.9596,22.58876114,29.97740466,32.64823766
PA2431,25.4642,13.9626275,9.339359544,13.9008,12.9939,19.21769831,25.54801639,24.40300288
bexR,26.5786,27.3141926,65.66890837,17.2755,19.5691,27.32471357,27.35300798,27.31871215
PA2433,66.7909,52.7188973,65.970366,42.5836,40.5471,47.04709747,71.33373936,57.11052652
PA0246,36.0377,36.91214217,26.16461151,58.8187,49.3769,31.67328881,30.65466945,36.10383429
PA2434,34.3455,20.34926872,14.13753657,20.577,18.7067,30.84343405,47.90193874,43.07751902
PA2435,39.2514,19.98578979,9.235167584,20.9414,17.6053,31.74376372,40.00617413,36.78578186
PA2436,35.4886,21.48566201,30.20111262,23.7611,14.9936,31.58707946,45.28542949,32.1065135
PA2437,32.8181,12.51701861,3.497362531,25.8308,16.3451,26.39537124,37.06570228,34.06097089
PA2438,21.866,10.01727141,5.393297801,14.8402,9.87629,15.0569392,25.87958796,26.60841987
PA2439,36.6389,15.63075875,5.543590552,22.5542,18.5474,25.18869819,37.14825886,35.51897434
PA2440,25.6071,16.26785725,7.86461238,15.4166,14.6329,20.07040404,29.13291418,23.78331167
PA2441,25.3703,15.8306571,15.41984167,22.7872,15.9731,23.4277068,38.16693613,31.74472228
gcvT2,31.457,22.75053694,41.08001299,26.5573,26.1821,26.40498041,32.64326909,32.1845662
sdaA,27.1865,20.02043508,26.95816942,16.7661,14.8032,23.6839257,27.08262215,24.61257862
pobA,38.3652,40.41569034,25.75850175,64.7837,63.642,37.39965072,33.69527483,34.58856695
glyA2,28.9889,30.26316362,52.01341354,33.6899,33.8699,26.99427589,27.67886174,27.5056254
gcvP2,44.6276,39.49337731,103.1714066,47.3826,40.668,43.46448169,44.99686855,51.02085873
gcvH2,39.7456,51.30766089,79.64082662,22.3354,21.9841,33.93416656,36.96954546,39.96578637
PA2447,24.8188,8.676231963,12.58861187,18.0236,13.9456,18.9894484,25.93094216,26.56870507
PA2448,26.8371,11.6965845,10.35794982,17.506,14.3654,21.51940938,25.58113117,25.13059155
PA2449,27.5212,16.72543998,18.12614911,18.1944,15.714,22.61013543,31.89641395,27.1256127
PA2450,26.3949,10.29235245,18.1767884,15.052,13.691,20.49875269,28.86995317,26.37695045
PA2451,28.2506,12.50868916,10.31202606,17.2988,18.2457,22.28376408,30.4672334,27.29971203
PA2453,93.0518,110.662321,207.2117937,76.5567,95.8151,77.41188625,92.95659243,81.53464439
PA2454,20.7661,17.80424277,32.90923128,15.0822,14.248,18.70095869,23.55958792,21.83104608
PA0248,36.8518,42.81697773,39.11779034,64.371,61.2962,37.81233665,29.27371791,34.61542672
PA2455,36.4206,26.70565185,49.51658191,30.862,29.8152,28.44566148,35.42891444,36.5050324
PA2457,38.0096,26.50454231,48.67430905,31.4682,34.3849,36.72825226,36.24290765,39.23731264
PA2458,43.0366,33.30275402,70.29764662,31.0689,35.2303,46.24645486,47.01966634,46.54215964
PA2459,62.2486,35.96725716,49.88240963,47.2702,49.7593,58.04908494,67.33505222,53.76962835
PA2460,41.6223,43.33103602,350.2936266,42.3724,32.895,31.31689246,61.03887679,44.50868579
PA2461,47.3834,27.7276654,57.99588697,30.6387,36.2564,39.63974511,49.57792835,44.03782013
PA2462,34.7515,16.69912655,10.48135427,22.4699,24.1144,31.87057977,37.42088008,34.42553314
PA2463,32.2515,19.55009324,14.19707095,35.238,27.9262,26.98531931,32.50371455,34.23971717
PA2464,25.399,16.75314971,15.04942743,14.9666,13.429,22.56068884,23.53140772,25.30524428
PA2465,21.1895,12.78336378,2.439779506,13.1326,16.2758,17.64233124,20.7799384,18.45551994
plcB,55.7857,159.0358948,321.2329823,142.902,161.503,63.35953947,50.57972265,57.97353682
PA0249,30.3456,36.21325643,28.27194614,50.7163,43.2753,20.36997782,22.66915667,32.13096845
foxA,30.778,15.0108665,6.901292824,17.5646,22.1391,28.09248727,31.00377753,27.342664
foxR,77.886,11.82197702,6.921531171,19.9962,12.5013,59.36857625,69.43600634,45.68848914
foxI,99.4818,14.2579292,11.54589546,10.7802,10.6646,72.88037688,74.78161869,45.52879047
PA2469,29.4843,13.29485666,18.39638496,21.189,16.3489,27.60194276,33.98752705,31.32473792
gtdA,33.4295,17.22539997,8.314232743,18.734,20.6836,22.49620399,30.12188731,26.42291352
PA2471,18.1629,7.522019954,8.216083556,13.2822,15.7268,17.63380126,22.59182029,21.80621485
PA2472,32.1346,12.94611165,6.437481906,24.6574,20.7673,26.23311318,32.61055166,31.83852012
PA2473,18.1789,7.646597273,6.581688518,13.0977,8.89919,14.18267406,17.70124835,14.92786619
PA2474,33.6778,18.55438971,6.225520883,21.3265,23.3819,28.15769785,29.98809179,26.30203522
PA2475,25.9921,12.35736621,6.313603421,18.1621,12.9202,20.25455642,27.12362163,31.41180426
PA0250,70.7678,106.3326111,100.822182,109.955,100.567,70.39642868,60.9496261,77.29732886
dsbG,23.6093,41.59122691,31.14424701,20.2363,19.9578,22.52292684,24.19125499,52.5144094
PA2477,25.2193,18.09625238,17.87923921,18.8643,18.1902,23.57306187,29.08650019,34.35794488
PA2478,34.805,35.8492432,46.85214205,35.679,31.4774,24.37330934,38.97967205,58.49872132
PA2479,27.9127,20.6989458,43.85957756,28.3709,21.2524,25.7090999,31.38632691,35.48018261
PA2480,33.4436,34.50887308,39.06442799,30.6477,27.4601,23.57515257,38.96035229,47.32441053
PA2481,18.2532,39.38674844,61.59033616,27.2598,29.5896,18.54298546,22.10484647,21.83359316
PA2482,42.3256,65.36980597,112.7665281,55.1353,52.744,28.19341479,45.55372936,46.83189032
PA2483,52.3121,79.29091304,123.5919074,39.9585,38.6875,56.38387452,59.53068679,54.57164687
PA2484,42.8358,34.80867301,49.56620305,20.874,19.6933,37.44472362,44.46546302,41.05600697
PA2485,92.1031,83.30190716,156.0013203,49.0073,44.6062,85.2124582,91.939037,97.96633718
PA0251,33.5797,43.3546405,18.49880293,62.4955,60.3201,33.58039141,32.00367915,34.30316983
PA2486,41.6982,54.36113565,94.56609813,25.4359,19.463,34.43084264,51.91801203,30.08791476
PA2487,23.2305,10.64909493,32.63525278,11.7603,13.4598,16.55047051,21.48293572,18.42386516
PA2488,33.6111,16.51183734,8.547391229,20.3396,17.6657,22.56691331,29.93167428,27.56916709
PA2489,26.1587,13.16275538,9.934924536,17.0972,14.6408,18.51521866,29.67014713,23.46697156
PA2490,11.9821,10.4365734,9.006726452,11.4762,17.2477,8.492875144,12.86064906,12.84149942
PA2491,39.5812,46.21743935,69.26681608,30.0005,29.6276,44.4289958,48.55755736,47.93704619
mexT,33.2885,20.91089881,20.11230723,20.1298,18.1789,31.77233397,37.32461342,34.21106999
mexE,28.0335,10.44781259,6.286047395,17.7749,17.6806,20.05821492,24.86555639,22.45834237
mexF,29.0394,16.342071,6.874296238,18.6281,21.6991,24.16066603,26.31893796,25.02847311
oprN,24.3252,9.462955913,5.5674731,18.7751,14.8066,17.9646154,28.66843621,27.33321855
PA0252,50.3335,74.2566937,50.07144099,93.8418,95.1913,62.07454646,55.48686249,62.91393424
PA2496,15.9435,6.411443358,5.866890234,8.85318,9.65835,9.904059748,15.22119882,13.31615145
PA2497,27.389,16.48733892,18.58223828,23.0911,15.3819,23.44408586,36.54244022,32.89890006
PA2498,15.6588,8.644913707,4.034537393,12.7354,10.3597,12.45473617,16.16144641,14.87912751
PA2499,21.7591,14.48742594,15.29641085,17.8285,13.1589,18.33708058,22.44731219,18.86932436
PA2500,33.0222,18.82046132,25.74858254,23.2074,18.1614,24.64962968,35.82197239,34.71947332
PA2501,74.5485,33.30131014,170.214944,5.24853,16.4603,30.48740252,90.92051767,109.2525252
PA2502,25.1548,11.7606702,7.515884255,17.4371,12.4522,15.90255315,26.61368744,23.88439076
PA2503,33.8852,13.921303,10.26024788,16.8641,15.0022,21.05210083,31.95138262,28.96581287
PA2504,44.5414,14.4388288,12.36496725,15.6063,16.6112,28.46293052,36.3233053,22.42954428
opdT,25.6715,12.57991685,5.684294261,18.3941,18.4426,21.82295725,23.62130948,24.72836501
PA0253,53.5484,51.00560589,32.54606575,102.34,75.7659,38.52664207,56.77490674,59.11432119
PA2506,30.5412,14.78647626,61.49437458,10.6212,21.8659,29.65464267,12.37000206,28.89533333
catA,31.3349,13.15680079,7.363888889,18.7695,15.7095,20.30687578,33.66272238,26.88019443
catC,66.4683,36.51773232,5.15717258,39.2652,36.9803,44.10106194,62.82798068,48.82620843
catB,33.441,11.25375045,4.747729347,21.1779,18.8665,20.96396432,33.48027305,29.2444721
catR,24.6847,12.84553168,13.01182339,16.9497,14.9916,19.27729209,27.64088634,27.12975719
PA2511,21.079,14.90293246,13.47412888,13.8542,14.2591,21.0280954,19.06231171,21.26293893
antA,23.5558,11.68011927,3.053866656,14.7398,16.2926,21.43223022,21.03415928,22.30360221
antB,26.1963,14.76320805,8.987782149,19.9643,18.7553,32.94579604,34.74580651,23.87341141
antC,24.3424,9.551807391,1.817352546,16.1578,13.2519,19.51561175,26.60127992,20.93974952
xylL,19.5963,9.428726837,4.632542402,16.3665,12.1011,15.14527859,25.17649276,21.48170073
PA0254,51.7915,45.26544909,22.90926725,87.786,87.3564,43.447698,47.55281968,48.54246872
xylZ,16.7517,7.078576079,1.186430992,11.0066,7.6244,12.02817123,18.5427088,18.20108065
xylY,20.2752,7.320499344,1.910523832,9.13762,12.9283,18.20599691,15.70806486,15.93551202
xylX,21.6382,8.92473435,3.91083586,11.931,16.7431,18.49844505,19.78106596,19.30398181
xylS,22.4949,11.10632962,10.05768824,10.3267,10.4171,16.24865016,18.07871653,17.7058701
czcA,23.6952,12.31069234,6.798814463,15.1649,16.9309,18.88516981,21.58864831,21.39164885
czcB,18.3155,7.781428802,3.561450538,11.6691,10.9122,14.40076303,17.17590289,18.84657727
czcC,26.5704,8.110041605,5.322768008,16.5377,14.0592,18.2634391,24.58371284,26.71600007
PA2523,21.3972,16.55765303,28.07256923,21.7154,22.4438,17.87154808,22.29963085,19.8362033
PA2524,29.052,15.37636568,11.10386383,17.2238,18.8912,25.98803598,23.77377485,25.4242903
PA2525,23.9544,18.02892154,10.61724119,15.4333,15.361,20.07112668,25.83933361,25.15719117
PA0255,49.2835,50.17921385,42.30213694,92.4483,76.5587,42.75834524,46.04653443,52.68833523
PA2526,27.7651,14.82349173,10.93436906,15.8604,16.4565,26.37537576,26.67327565,23.19050243
PA2527,26.85,17.81782925,13.11812185,16.8104,17.3126,23.00811244,28.26484908,27.14477344
PA2528,31.197,25.47834661,35.65825703,23.3958,23.4243,29.72525261,34.29166555,33.86660218
PA2529,30.6346,19.10662511,12.51467901,17.9073,16.7894,25.32244894,31.54518837,30.01874157
PA2530,27.8673,14.09944499,12.32621217,18.981,17.9951,24.65632315,29.9582932,28.30976395
PA2531,25.7723,8.241694329,5.023605934,19.6211,13.5286,21.45326485,27.17618395,28.12612011
tpx,48.6139,63.7999409,48.11476591,19.4522,29.7796,55.82561334,64.10940849,53.10110367
PA2533,33.0767,23.66957281,14.1237509,20.9711,24.1914,31.78705458,35.63633001,33.1957245
PA2534,19.3095,12.44967812,5.107393385,13.2193,11.9397,17.51685713,15.5471087,21.29588439
PA2535,24.7604,16.17956529,11.50901315,13.7084,17.261,22.12147321,24.24687476,21.50935911
PA0256,51.5622,59.31318124,75.84702348,76.6957,85.1939,52.62281665,43.36994368,46.74161876
PA2536,31.3522,18.30629887,11.05017055,19.2478,23.4691,32.51618383,36.22715551,33.05061081
PA2537,23.0598,10.61984913,6.359449267,16.4589,14.1119,21.60404296,25.43938713,23.79564261
PA2538,23.7967,13.8185257,7.852318739,13.4643,8.18847,22.53428041,25.94158224,32.04903301
PA2539,30.2445,11.46737217,4.639057249,19.5005,14.4385,25.60421787,37.10878336,31.09431377
PA2540,20.7633,8.854660879,6.673765756,12.524,11.292,18.82744663,21.85725062,20.11903229
PA2541,24.1228,19.21442833,14.15159975,16.5758,12.9128,25.50146301,30.38548269,26.39558811
PA2542,28.4262,12.63628306,9.949141608,15.7007,15.6033,24.47939625,28.83253145,29.92315502
PA2543,26.7107,16.35932541,11.00916231,13.2641,15.8384,21.79367168,25.71365717,23.65822782
PA2544,27.0967,14.31859478,10.23801382,14.4276,15.6179,24.92767453,32.51901523,31.78579126
xthA,27.6393,34.68731792,46.53898928,16.2318,19.7597,27.6964276,29.82753982,30.72879597
PA0257,46.9065,61.66915012,78.9335802,84.2349,92.1107,54.81109356,47.94281608,45.5121023
PA2546,30.022,16.07382136,16.85138778,17.9173,19.9863,24.40700022,28.12797021,29.17288219
PA2547,22.3121,13.01678574,5.678285231,14.4165,10.9775,18.12484332,19.22745477,20.56375958
PA2548,17.5733,9.149212008,3.10244991,10.7692,10.4897,15.43236052,19.28533006,18.60609581
PA2549,37.3929,19.50308396,22.20706868,20.5358,25.7447,33.1820622,33.30127439,32.94254681
PA2550,24.9405,18.54767537,134.8473618,46.2733,62.8636,21.19394128,25.15973192,18.65154824
PA2551,25.3278,32.48478371,50.15777008,22.2222,25.4978,28.4851108,29.70385451,26.616945
PA2552,22.3542,18.04696929,20.50029594,19.3248,16.9283,19.54674507,24.58664477,25.15859338
