,PA_1,PA_2,PA_3,CC_1,CC_2,CC_3
PA14_61130,503,577,594,530,450,551
PA14_61140,213,215,229,216,173,168
PA14_61150,2056,2111,2143,1313,973,1068
PA14_61170,116,118,119,156,116,207
PA14_61180,28,42,41,15,15,16
PA14_61190,464,422,422,197,159,181
PA14_61200,1072,1141,1189,525,468,562
PA14_61220,231,251,229,213,198,327
PA14_61260,80,86,100,132,95,207
PA14_61270,109,117,107,93,77,77
PA14_61280,748,699,744,645,560,853
PA14_61290,957,924,956,689,713,933
PA14_61300,1929,2051,2085,793,669,765
PA14_61320,169,148,150,144,97,142
PA14_61330,7,17,12,5,8,12
PA14_61340,57,53,65,28,18,26
PA14_61350,45,43,60,41,39,38
PA14_61360,825,825,966,915,813,1247
PA14_61370,123,120,125,94,91,105
PA14_61380,132,144,179,89,86,95
PA14_61390,891,1033,1074,588,556,781
PA14_61410,124,143,119,91,61,105
PA14_61430,125,132,153,114,93,139
PA14_61440,284,292,287,269,215,354
PA14_61450,157,175,170,134,134,180
PA14_61460,323,328,363,344,267,416
PA14_61500,44,65,47,49,27,40
PA14_61510,24,17,16,9,10,10
PA14_61520,9,14,15,9,4,9
PA14_61530,24,28,38,19,10,17
PA14_61540,34,47,54,30,17,47
PA14_61550,38,45,41,42,30,41
PA14_61560,98,108,125,122,103,191
PA14_61590,999,1034,1024,707,564,838
PA14_61600,1789,1871,1778,809,624,814
PA14_61610,759,778,818,399,339,395
PA14_61620,417,472,463,266,247,347
PA14_61680,875,912,924,656,700,893
PA14_61720,3042,3278,3351,2675,2203,2956
PA14_61760,770,724,756,1258,1054,1904
PA14_61780,12201,11906,12659,9696,8764,13061
PA14_61820,3944,3847,4286,4075,3650,5255
PA14_61830,3,10,6,14,14,43
PA14_61840,648,698,608,237,196,187
PA14_61850,437,429,434,359,297,391
PA14_61860,639,671,710,620,524,761
PA14_61870,559,672,615,494,423,573
PA14_61890,103,138,129,88,73,152
PA14_61910,23,22,23,10,7,12
PA14_61920,98,91,107,62,41,69
PA14_61940,195,201,229,195,145,216
PA14_61950,573,568,655,769,633,1010
PA14_61960,430,414,467,478,445,628
PA14_61980,393,379,426,402,359,509
PA14_61990,2743,2877,3017,2357,1873,2374
PA14_62020,1685,1727,1701,1394,1157,1548
PA14_62030,234,243,240,202,164,215
PA14_62040,315,329,366,344,241,335
PA14_62050,3,6,5,3,8,2
PA14_62060,57,30,113,300,235,194
PA14_62070,0,0,0,0,0,0
PA14_62080,0,0,0,0,0,0
PA14_62090,2,2,5,10,12,10
PA14_62100,278,267,281,373,277,307
PA14_62110,695,624,704,963,598,818
PA14_62170,941,945,997,648,546,674
PA14_62180,348,319,304,241,219,311
PA14_62190,700,810,778,548,441,714
PA14_62230,1643,1510,1717,1412,1202,1629
PA14_62240,122,141,130,86,61,100
PA14_62250,77,81,73,45,30,42
PA14_62260,275,285,305,277,202,309
PA14_62270,312,311,323,230,181,256
PA14_62290,111,136,122,84,64,110
PA14_62300,119,124,110,61,73,65
PA14_62330,48,46,38,45,35,30
PA14_62350,161,156,177,79,68,82
PA14_62360,184,193,186,107,106,113
PA14_62370,138,150,175,122,85,120
PA14_62380,176,190,206,149,105,140
PA14_62390,2237,2369,2288,1449,1202,1559
PA14_62400,1714,1754,1735,1258,1074,1497
PA14_62410,474,535,487,394,300,421
PA14_62420,861,989,993,543,524,698
PA14_62430,190,230,182,119,100,107
PA14_62440,619,674,667,740,748,1055
PA14_62470,398,477,459,323,299,371
PA14_62480,430,463,514,376,297,421
PA14_62510,410,443,469,395,390,612
PA14_62520,50,39,40,52,35,75
PA14_62640,501,540,494,336,230,380
PA14_62650,3458,3606,3913,2846,2366,2972
PA14_62660,496,535,549,393,333,457
PA14_62670,165,177,180,116,88,172
PA14_62680,3478,3706,4255,2382,1955,2713
PA14_62690,3805,4071,4610,2718,2144,3092
PA14_62780,1620,1499,1590,2529,2204,3695
PA14_62790,1152,1266,1230,1611,1415,2109
PA14_62800,1000,988,1045,1062,874,1280
PA14_62880,613,631,686,599,546,770
PA14_62890,1504,1590,1479,1264,987,1294
PA14_62920,1165,1193,1287,1589,1342,1839
PA14_63040,172,155,176,121,120,178
PA14_63050,611,651,654,532,423,613
PA14_63070,523,573,605,429,374,506
PA14_63100,929,908,1061,3112,2791,3416
PA14_63110,1194,1129,1255,1566,1325,1863
PA14_63120,1951,1996,2098,2466,2189,2651
PA14_63130,755,796,767,858,710,978
PA14_63170,1133,1058,1180,1077,908,1269
PA14_63190,60,94,66,51,38,75
PA14_63200,284,305,277,204,155,258
PA14_63210,364,391,373,302,265,322
PA14_63220,332,350,327,423,372,463
PA14_63230,303,297,234,258,218,270
PA14_63240,84,84,99,97,60,88
PA14_63250,271,323,312,173,145,157
PA14_63280,1249,1346,1257,553,504,594
PA14_63300,149,128,139,147,144,170
PA14_63310,122,157,148,109,89,136
PA14_63320,100,137,102,54,49,64
PA14_63330,77,90,83,52,38,55
PA14_63340,794,924,923,523,407,446
PA14_63350,324,395,391,191,172,217
PA14_63360,77,100,91,61,63,78
PA14_63370,339,334,397,261,224,334
PA14_63380,205,209,222,203,155,277
PA14_63390,122,120,132,89,71,120
PA14_63410,308,309,323,287,237,361
PA14_63420,24,35,27,20,23,22
PA14_63430,229,232,237,226,188,263
PA14_63440,18,17,12,14,13,13
PA14_63450,269,299,287,272,239,306
PA14_63460,122,151,156,152,106,134
PA14_63470,194,209,223,101,98,98
PA14_63480,35,31,27,21,16,34
PA14_63500,59,70,88,47,43,43
PA14_63520,116,119,92,69,69,66
PA14_63650,124,149,151,142,105,165
PA14_63660,155,194,171,151,104,187
PA14_63680,24,18,24,20,14,33
PA14_63700,24,19,17,9,14,14
PA14_63710,9,18,17,12,12,12
PA14_63720,4,2,0,2,2,1
PA14_63730,70,75,79,50,61,95
PA14_63740,2,3,4,1,3,2
PA14_63750,54,62,56,29,30,30
PA14_63770,1,4,3,6,4,2
PA14_63780,28,15,22,10,11,10
PA14_63820,79,73,89,65,59,110
PA14_63830,182,211,209,155,123,163
PA14_63840,16,16,14,6,7,11
PA14_63860,12,29,19,9,3,4
PA14_63880,145,153,172,77,95,90
PA14_63890,97,86,74,55,48,62
PA14_63900,371,359,382,207,146,175
PA14_63910,16,17,22,21,16,24
PA14_63920,23,46,40,29,29,26
PA14_63940,50,57,54,42,38,45
PA14_63960,149,173,156,103,93,129
PA14_63970,123,128,149,104,101,150
PA14_64000,226,254,263,136,130,211
PA14_64010,957,1084,1083,538,461,633
PA14_64030,5446,5452,5850,3025,2517,3041
PA14_64050,7877,8361,8213,4580,3956,4382
PA14_64060,132,137,156,114,75,129
PA14_64120,98,101,116,131,132,230
PA14_64170,1017,1110,1164,1001,878,1290
PA14_64180,2177,2222,2222,2264,1949,2977
PA14_64240,36,40,35,32,23,36
PA14_64260,1,4,0,0,0,1
PA14_64270,12,19,11,56,52,50
PA14_64280,9,14,5,20,25,34
PA14_64290,3,4,5,5,16,13
PA14_64300,18,18,13,24,17,27
PA14_64310,42,28,34,25,24,29
PA14_64320,157,172,173,173,142,244
PA14_64360,174,216,216,172,177,211
PA14_64400,228,202,258,296,201,366
PA14_64410,616,679,715,228,223,252
PA14_64420,26,45,31,27,16,29
PA14_64430,145,178,147,185,142,228
PA14_64440,781,875,881,525,439,613
PA14_64450,223,260,211,213,158,218
PA14_64460,578,631,629,367,299,376
PA14_64470,124,140,151,67,65,68
PA14_64490,94,106,94,59,54,81
PA14_64500,787,858,874,359,294,324
PA14_64510,1192,1335,1346,747,613,725
PA14_64520,1592,1650,1732,798,654,924
PA14_64530,27,42,37,26,11,22
PA14_64540,53,59,64,39,30,37
PA14_64550,11,9,10,4,2,8
PA14_64560,9,8,12,4,0,6
PA14_64580,70,65,73,51,28,47
PA14_64590,260,306,253,393,295,471
PA14_64610,1188,1199,1099,1907,1391,1926
PA14_64620,598,787,641,629,585,799
PA14_64640,189,227,205,242,202,289
PA14_64690,6,5,6,3,10,5
PA14_64700,24,27,29,15,16,26
PA14_64710,50,62,60,48,34,50
PA14_64720,72,70,71,55,44,64
PA14_64740,200,213,199,103,98,124
PA14_64750,39,46,49,22,30,35
PA14_64780,164,180,170,58,43,74
PA14_64790,11,8,12,8,8,2
PA14_64820,260,301,302,239,225,297
PA14_64840,474,577,545,571,475,566
PA14_64850,41,51,39,26,17,26
PA14_64860,42,60,57,41,37,53
PA14_64870,48,43,65,55,42,50
PA14_64880,37,43,42,29,17,19
PA14_64890,34,47,43,18,23,40
PA14_64900,492,445,462,198,145,179
PA14_64910,150,153,141,115,78,93
PA14_64920,656,701,711,307,252,263
PA14_64930,723,781,740,183,141,201
PA14_64940,363,491,448,115,99,107
PA14_64990,84,98,97,42,43,74
PA14_65010,165,186,208,114,112,142
PA14_65030,337,366,363,259,227,305
PA14_65040,91,92,86,53,38,59
PA14_65050,74,89,80,81,63,84
PA14_65060,215,271,236,158,138,183
PA14_65080,1489,1403,1582,1547,1400,1897
PA14_65090,712,808,743,356,251,336
PA14_65160,10519,10583,10722,7824,6617,8281
PA14_65190,1280,1399,1346,990,820,1084
PA14_65210,186,232,226,360,368,580
PA14_65220,186,149,184,251,240,408
PA14_65260,560,566,595,723,619,887
PA14_65380,235,232,214,174,163,211
PA14_65390,522,658,525,350,320,414
PA14_65400,691,687,649,386,340,441
PA14_65420,626,641,676,561,518,753
PA14_65470,565,623,615,466,381,497
PA14_65520,1941,2102,2153,1419,1184,1442
PA14_65540,3346,3488,3700,3390,2824,4121
PA14_65570,1581,1655,1701,1524,1226,1886
PA14_65580,101,102,95,93,94,152
PA14_65590,900,970,972,952,717,1176
PA14_65630,438,438,464,345,320,488
PA14_65640,778,831,836,553,481,636
PA14_65670,575,619,633,547,531,803
PA14_65690,725,764,790,600,545,795
PA14_65700,900,1068,1033,538,451,615
PA14_65720,1337,1300,1426,1109,932,1403
PA14_65750,2251,2477,2495,2220,2049,2901
PA14_65760,174,157,166,118,80,94
PA14_65795,87,118,100,47,45,64
PA14_65810,99,126,114,48,45,60
PA14_65820,97,89,79,35,28,47
PA14_65840,43,40,46,19,16,20
PA14_65850,36,37,55,34,21,35
PA14_65860,180,194,170,87,85,99
PA14_65870,61,70,68,16,17,26
PA14_65880,303,375,363,180,155,222
PA14_65900,186,210,197,129,103,150
PA14_65920,175,204,191,64,49,69
PA14_65940,306,358,351,81,69,81
PA14_65950,69,86,85,61,56,79
PA14_65970,202,230,203,97,92,76
PA14_66000,389,507,428,329,309,447
PA14_66010,360,371,414,288,290,314
PA14_66020,288,295,310,268,194,258
PA14_66040,120,110,96,62,60,65
PA14_66050,368,350,379,317,274,357
PA14_66090,453,498,518,452,401,606
PA14_66100,852,738,901,1009,799,1099
PA14_66110,2559,2674,2570,1744,1323,1833
PA14_66120,2198,2173,2277,1685,1334,1815
PA14_66140,1838,1936,1955,1611,1333,1829
PA14_66150,1337,1378,1370,971,873,1266
PA14_66160,2370,2550,2424,1704,1454,2081
PA14_66170,8731,8766,9191,7474,6097,8444
PA14_66190,2188,2470,2346,1424,1209,1684
PA14_66200,1741,1861,1884,1132,1048,1439
PA14_66210,2258,2320,2389,1563,1358,1903
PA14_66320,2510,2508,2537,1734,1295,1784
PA14_66340,541,572,500,308,304,410
PA14_66350,428,475,465,463,471,774
PA14_66380,1143,1220,1238,1120,932,1282
PA14_66400,2554,2494,2583,2548,2130,2961
PA14_66410,242,268,266,196,153,266
PA14_66420,94,82,92,183,175,326
PA14_66450,253,298,252,163,135,156
PA14_66460,6175,6952,6424,2749,2291,2017
PA14_66480,709,690,794,685,549,774
PA14_66490,160,150,142,107,98,97
PA14_66510,342,314,353,504,402,661
PA14_66520,17,14,9,8,10,13
PA14_66530,19,23,16,8,16,13
PA14_66540,58,62,72,44,49,59
PA14_66580,3513,3694,3712,2995,2528,3303
PA14_66690,1440,1522,1537,1332,1116,1631
PA14_66700,621,604,642,574,495,675
PA14_66760,770,851,775,414,349,474
PA14_66800,1482,1526,1516,848,757,910
PA14_66850,104,87,93,60,39,58
PA14_66880,1593,1656,1795,1027,870,1044
PA14_66890,372,416,463,283,279,305
PA14_66910,251,321,273,204,178,240
PA14_66990,299,316,300,284,219,339
PA14_67010,233,272,268,199,229,275
PA14_67020,313,309,332,241,220,278
PA14_67030,377,391,424,306,269,402
PA14_67040,487,501,506,517,401,693
PA14_67050,710,717,758,813,662,1001
PA14_67100,325,318,347,261,220,256
PA14_67110,1064,1032,1093,872,815,1017
PA14_67120,88,79,83,58,40,57
PA14_67130,370,403,416,263,219,302
PA14_67140,52,68,71,41,40,45
PA14_67150,148,163,151,79,77,75
PA14_67170,153,216,181,100,65,84
PA14_67180,508,565,590,471,421,558
PA14_67190,276,256,298,227,185,226
PA14_67200,375,345,383,266,235,263
PA14_67210,503,504,524,361,258,331
PA14_67220,224,268,252,133,101,146
PA14_67230,386,362,386,209,187,255
PA14_67260,552,685,660,142,148,158
PA14_67270,623,635,659,169,127,203
PA14_67280,486,493,530,130,125,186
PA14_67300,507,542,526,118,103,176
PA14_67310,713,754,815,202,151,289
PA14_67340,1416,1343,1459,261,204,304
PA14_67370,40,38,34,23,9,30
PA14_67380,65,64,65,55,42,59
PA14_67400,637,645,638,461,366,507
PA14_67410,666,773,732,233,170,229
PA14_67440,4075,4743,4293,1161,886,851
PA14_67460,534,605,632,557,443,586
PA14_67470,929,1081,997,752,634,794
PA14_67520,420,517,472,275,199,269
PA14_67530,821,852,880,543,444,592
PA14_67540,148,179,165,111,90,115
PA14_67550,23,22,28,11,14,15
PA14_67620,52,67,59,99,70,135
PA14_67630,451,497,544,423,326,424
PA14_67640,376,336,379,354,277,345
PA14_67650,162,159,183,147,99,174
PA14_67700,187,214,182,177,139,182
PA14_67710,118,122,154,91,109,146
PA14_67750,375,417,385,465,416,644
PA14_67780,48,40,48,70,62,82
PA14_67790,1230,1214,1334,1241,1059,1453
PA14_67810,2858,3004,3038,2302,1908,2363
PA14_67820,391,453,412,267,268,381
PA14_67830,652,682,661,552,454,689
PA14_67840,340,350,342,202,151,191
PA14_67850,357,361,388,361,306,475
PA14_67860,276,276,264,308,289,447
PA14_67900,377,358,375,394,322,456
PA14_67940,8,17,6,8,7,5
PA14_67960,93,56,71,65,43,67
PA14_67970,167,178,183,126,105,133
PA14_67975,2633,2771,2866,2321,2024,2651
PA14_68000,843,895,885,682,593,683
PA14_68010,502,634,523,295,296,408
PA14_68020,206,222,182,97,121,156
PA14_68030,40,31,46,50,36,43
PA14_68040,318,378,361,232,172,241
PA14_68050,123,113,116,100,82,133
PA14_68060,758,835,884,446,348,416
PA14_68070,1626,1625,1692,640,530,577
PA14_68080,244,257,246,93,80,119
PA14_68090,96,106,116,49,34,42
PA14_68100,104,112,115,86,72,142
PA14_68110,169,176,204,205,168,210
PA14_68120,303,352,319,241,205,188
PA14_68130,484,533,542,301,252,319
PA14_68140,446,402,444,324,269,301
PA14_68150,15,19,18,17,13,32
PA14_68230,1062,1096,1071,885,721,1121
PA14_68250,683,726,683,467,440,582
PA14_68260,1924,1917,2084,1055,889,1221
PA14_68280,301,298,337,135,91,133
PA14_68290,703,684,747,256,185,265
PA14_68360,2510,2567,2641,3170,2669,4024
PA14_68390,296,303,331,237,214,310
PA14_68400,4205,4470,4911,2664,2114,2724
PA14_68420,171,198,192,151,109,123
PA14_68430,165,154,186,640,646,771
PA14_68440,829,813,874,2642,3079,2953
PA14_68450,310,325,350,208,181,296
PA14_68460,134,150,131,94,87,127
PA14_68470,3366,3315,3228,1736,1235,1082
PA14_68480,158,158,171,132,131,147
PA14_68490,87,100,84,62,40,56
PA14_68500,110,102,113,51,45,67
PA14_68510,269,280,275,167,144,182
PA14_68530,189,188,220,150,98,135
PA14_68550,94,142,121,79,57,62
PA14_68560,514,484,524,397,315,430
PA14_68570,175,178,166,108,91,90
PA14_68620,336,304,347,404,306,553
PA14_68630,244,278,284,223,165,221
PA14_68640,184,210,207,134,130,129
PA14_68670,737,777,785,490,476,597
PA14_68710,1789,1746,1948,1791,1666,2287
PA14_68720,107,117,97,83,72,100
PA14_68750,188,185,177,157,144,190
PA14_68780,1684,1829,1616,1057,760,1056
PA14_68800,2075,2196,2246,1338,1174,1117
PA14_68810,577,571,564,522,431,619
PA14_68820,1754,1817,1861,1458,1229,1608
PA14_68830,95,79,79,49,37,58
PA14_68840,1233,1378,1491,717,676,791
PA14_68890,149,155,137,111,117,154
PA14_68900,300,256,318,183,143,183
PA14_68920,190,227,206,131,101,122
PA14_68930,105,119,126,48,57,78
PA14_68940,1136,1265,1271,383,305,346
PA14_68955,475,575,531,288,292,371
PA14_68970,417,408,356,399,291,459
PA14_69010,498,585,565,511,437,535
PA14_69020,482,540,568,415,323,370
PA14_69030,924,1059,1039,617,532,644
PA14_69040,850,923,855,643,576,824
PA14_69050,316,337,313,197,130,152
PA14_69060,2886,2851,2908,2360,1950,2527
PA14_69070,12424,13398,12895,6798,5696,7174
PA14_69090,10243,11691,10033,4554,3752,3928
PA14_69100,399,323,395,275,215,266
PA14_69110,370,416,455,355,320,422
PA14_69140,981,996,1010,846,623,890
PA14_69150,2271,2484,2606,2217,1831,2293
PA14_69170,132,144,146,118,104,130
PA14_69250,736,766,707,985,771,1121
PA14_69260,1384,1398,1477,850,691,933
PA14_69270,225,224,230,156,131,188
PA14_69280,423,410,394,310,288,355
PA14_69300,448,470,476,580,473,664
PA14_69310,392,366,379,347,215,295
PA14_69320,1060,1047,1128,911,736,1055
PA14_69330,360,360,362,416,333,401
PA14_69340,1489,1465,1572,1526,1285,1815
PA14_69350,428,436,436,198,142,159
PA14_69380,145,186,168,161,109,143
PA14_69420,1909,2074,2023,1440,1157,1453
PA14_69430,1750,1945,2009,1382,1083,1599
PA14_69510,1396,1383,1480,999,734,1061
PA14_69520,2129,2073,2067,1268,948,1000
PA14_69540,24,25,26,22,22,24
PA14_69550,11,7,13,8,7,6
PA14_69580,502,507,548,322,306,299
PA14_69590,1067,1031,1107,906,739,935
PA14_69600,620,731,681,385,342,354
PA14_69620,152,168,207,167,139,178
PA14_69700,1356,1340,1433,1075,940,1216
PA14_69720,345,324,337,282,230,312
PA14_69740,18,26,17,15,10,21
PA14_69750,1434,1422,1528,813,628,775
PA14_69760,77,53,54,71,65,98
PA14_69770,1029,1233,1272,947,851,1007
PA14_69780,271,295,294,352,268,516
PA14_69820,172,163,182,143,144,196
PA14_69840,191,201,192,145,129,145
PA14_69850,1455,1530,1666,1704,1327,1900
PA14_69880,152,141,117,90,52,98
PA14_69890,31,28,21,17,10,12
PA14_69900,1570,1671,1581,1564,1294,1832
PA14_69950,598,696,656,615,579,796
PA14_69980,1758,1800,1827,1591,1272,1842
PA14_70010,1849,1949,1891,1435,1255,1629
PA14_70050,753,838,734,383,311,386
PA14_70060,368,365,434,252,224,267
PA14_70070,922,983,959,623,486,633
PA14_70100,565,573,615,341,283,440
PA14_70110,236,262,273,217,183,242
PA14_70120,251,265,252,118,88,135
PA14_70140,6684,6976,6922,2266,1798,2174
PA14_70160,749,849,832,212,161,195
PA14_70170,260,243,278,55,61,68
PA14_70200,1520,1514,1511,1272,1030,1187
PA14_70220,129,128,148,104,97,104
PA14_70290,262,269,271,210,163,207
PA14_70300,37,38,39,21,24,19
PA14_70310,37,59,54,37,26,41
PA14_70330,37,36,36,26,26,28
PA14_70340,5,12,15,9,2,8
PA14_70350,294,286,330,219,152,202
PA14_70360,920,1058,1053,653,599,885
PA14_70400,555,500,561,523,449,556
PA14_70430,733,766,800,784,644,982
PA14_70480,2986,2914,3045,2102,1795,2236
PA14_70490,1289,1470,1457,1059,915,1224
PA14_70510,17,20,19,12,9,22
PA14_70530,192,229,188,141,117,178
PA14_70550,452,536,473,323,309,409
PA14_70560,1499,1540,1615,1379,1227,1528
PA14_70580,4841,5044,4791,2891,2334,2767
PA14_70590,371,372,383,301,253,362
PA14_70600,1796,1965,2098,1089,862,1179
PA14_70620,1072,1157,1159,851,709,956
PA14_70650,11,16,16,5,2,5
PA14_70740,178,199,194,84,76,70
PA14_70770,1580,1592,1672,1720,1494,2139
PA14_70780,437,499,480,445,373,515
PA14_70790,2829,2940,3031,1961,1493,1687
PA14_70860,590,497,571,282,242,268
PA14_70870,0,0,0,1,0,0
PA14_70880,0,0,1,0,1,1
PA14_70890,0,0,0,0,0,0
PA14_70900,0,0,0,0,0,0
PA14_70910,0,0,0,0,0,0
PA14_70920,536,478,504,314,237,360
PA14_70930,793,749,803,649,517,715
PA14_71000,818,840,917,647,472,688
PA14_71020,456,474,472,314,243,345
PA14_71030,903,936,983,785,555,637
PA14_71070,410,412,428,263,217,269
PA14_71080,80,67,58,45,38,52
PA14_71090,140,152,145,88,70,89
PA14_71100,114,159,150,53,61,99
PA14_71110,5,1,5,1,0,4
PA14_71120,6,5,5,3,4,3
PA14_71140,7,13,8,8,4,5
PA14_71150,6,3,8,6,5,2
PA14_71160,7,4,5,2,4,4
PA14_71170,114,97,108,66,62,68
PA14_71180,78,79,82,61,42,68
PA14_71190,8,14,6,6,7,9
PA14_71200,14,21,24,17,6,9
PA14_71210,61,52,53,42,30,41
PA14_71230,28,30,27,18,6,15
PA14_71240,72,89,80,58,48,73
PA14_71250,31,22,23,22,16,25
PA14_71260,97,85,108,87,49,72
PA14_71280,42,47,45,25,17,26
PA14_71300,12,14,7,4,1,3
PA14_71310,15,14,9,9,9,9
PA14_71320,38,45,48,49,44,58
PA14_71330,47,32,39,45,35,68
PA14_71340,12,12,17,13,18,28
PA14_71350,8,9,5,3,7,6
PA14_71360,52,63,51,53,53,65
PA14_71370,10,18,10,13,16,13
PA14_71380,95,119,94,45,33,40
PA14_71390,744,784,687,391,323,349
PA14_71400,86,94,74,36,24,26
PA14_71410,106,120,152,72,61,77
PA14_71420,41,38,43,25,31,27
PA14_71430,515,584,565,375,311,430
PA14_71450,427,458,463,323,305,421
PA14_71570,949,1067,1045,577,489,607
PA14_71580,710,734,748,465,416,544
PA14_71590,705,717,746,439,405,471
PA14_71640,459,517,504,210,169,233
PA14_71670,280,312,319,304,283,346
PA14_71680,25,55,46,28,25,38
PA14_71690,77,84,78,35,27,37
PA14_71700,66,69,71,41,23,42
PA14_71720,8762,9196,9340,11568,10073,12782
PA14_71740,4136,4594,4474,4378,3935,4885
PA14_71750,500,513,554,598,542,750
PA14_71760,278,286,285,194,171,243
PA14_71780,2458,2461,2408,1788,1471,1876
PA14_71800,828,918,853,427,332,425
PA14_71820,1857,1956,2084,1925,1721,2419
PA14_71830,170,174,173,92,70,118
PA14_71840,1626,1773,1739,1189,966,1481
PA14_71850,284,332,291,202,181,226
PA14_71880,161,190,209,215,164,227
PA14_71890,1080,1073,1126,724,598,1002
PA14_71900,6130,6261,6353,4321,3530,3772
PA14_72010,1824,1882,1986,1368,1067,1386
PA14_72020,1302,1300,1414,874,695,882
PA14_72030,263,306,300,164,159,208
PA14_72040,275,283,285,198,174,275
PA14_72050,427,411,429,211,190,260
PA14_72060,110,108,138,108,79,81
PA14_72070,1501,1660,1592,1139,998,1317
PA14_72080,226,206,244,262,220,347
PA14_72090,135,160,148,128,91,131
PA14_72110,600,660,703,566,519,716
PA14_72130,249,276,262,152,121,129
PA14_72140,87,83,88,84,67,69
PA14_72150,98,126,117,84,74,78
PA14_72170,18,11,14,12,6,10
PA14_72180,26,27,21,17,15,23
PA14_72210,344,340,364,250,232,317
PA14_72220,238,231,215,225,200,274
PA14_72230,1593,1756,1805,734,570,706
PA14_72250,1143,1214,1249,839,743,939
PA14_72260,9821,10481,10085,4456,3521,3129
PA14_72300,247,226,281,266,192,264
PA14_72320,454,400,470,392,344,474
PA14_72350,6,6,7,4,2,6
