,PAO1161 EV_1,PAO1161 EV_2,PAO1161 EV_3,PAO1161 BsrA_1,PAO1161 BsrA_2,PAO1161 BsrA_3
D3C65_09615,98,110,104,117,97,73
D3C65_09620,394,394,416,260,302,289
D3C65_09625,191,227,206,181,182,156
D3C65_09630,92,94,103,122,105,103
D3C65_09635,690,734,794,739,823,711
D3C65_09640,259,313,306,371,374,330
D3C65_09645,146,146,146,183,177,172
D3C65_09650,693,624,752,711,807,661
D3C65_09655,1944,1971,1913,1952,2161,1779
D3C65_09660,1065,1041,818,1069,1099,961
D3C65_09665,14410,15284,14957,12251,13492,10872
D3C65_09670,685,651,622,606,675,676
D3C65_09675,1148,1108,1094,1201,1174,1039
D3C65_09680,3970,3980,4006,4028,3915,3694
D3C65_09685,2149,2083,1889,2272,2564,2279
D3C65_09690,915,993,678,1058,1007,892
D3C65_09695,520,573,500,590,728,640
D3C65_09700,3320,3470,3574,5413,5350,4412
D3C65_09705,1989,2009,2016,2794,2998,2567
D3C65_09710,751,735,722,1048,1031,994
D3C65_09715,891,796,952,1345,1230,1005
D3C65_09720,493,555,485,631,662,500
D3C65_09725,1235,1247,1303,971,1054,896
D3C65_09730,403,359,326,289,308,278
D3C65_09735,356,353,347,411,396,359
D3C65_09740,142,125,143,122,128,100
D3C65_09745,83,71,72,71,87,86
D3C65_09750,183,171,165,173,177,161
D3C65_09755,217,221,223,230,235,190
D3C65_09760,374,340,385,341,356,333
D3C65_09765,101,105,111,80,94,102
D3C65_09770,62,79,82,152,218,158
D3C65_09775,2742,2846,2478,2778,3338,2483
D3C65_09780,1702,1741,1634,2018,1968,1693
D3C65_09785,272,266,232,367,359,296
D3C65_09790,613,651,591,644,622,567
D3C65_09795,369,358,336,290,305,264
D3C65_09800,695,770,736,390,474,356
D3C65_09805,133,124,132,97,92,90
D3C65_09810,70,65,56,69,53,65
D3C65_09815,615,580,550,699,690,614
D3C65_09820,441,436,453,519,514,499
D3C65_09825,335,300,333,354,360,372
D3C65_09830,357,411,411,523,510,423
D3C65_09835,783,781,806,1016,1055,856
D3C65_09840,3392,3543,3765,4628,4770,4217
D3C65_09845,36,40,35,41,47,42
D3C65_09850,2133,2381,2405,2194,2272,1805
D3C65_09855,664,746,747,914,899,831
D3C65_09860,225,242,299,202,275,262
D3C65_09865,316,273,485,367,398,343
D3C65_09870,138,160,178,239,245,205
D3C65_09875,117,147,141,198,147,142
D3C65_09880,257,207,230,281,313,278
D3C65_09885,265,279,259,331,307,317
D3C65_09890,274,319,281,305,316,324
D3C65_09895,155,121,137,162,188,177
D3C65_09900,60,74,58,70,68,73
D3C65_09905,247,291,268,328,351,285
D3C65_09910,1398,1437,1456,1292,1294,1073
D3C65_09915,248,297,274,343,325,306
D3C65_09920,15500,15660,19592,12145,12544,11117
D3C65_09925,2496,2310,2475,2269,2690,2350
D3C65_09930,2688,3028,3134,2650,3020,2612
D3C65_09935,574,533,586,508,549,538
D3C65_09940,221,239,217,338,295,282
D3C65_09945,167,176,137,325,336,308
D3C65_09950,52,65,47,96,95,69
D3C65_09955,77,90,88,192,169,140
D3C65_09960,51,38,37,115,85,86
D3C65_09965,78,94,72,229,174,177
D3C65_09970,52,52,49,120,147,93
D3C65_09975,23,9,23,32,29,25
D3C65_09980,217,233,191,220,268,210
D3C65_09985,273,316,316,343,387,270
D3C65_09990,669,781,890,773,770,552
D3C65_09995,159,226,188,243,226,199
D3C65_10000,469,473,459,538,613,474
D3C65_10005,36,23,26,32,47,35
D3C65_10010,1788,1869,1777,2202,2268,2074
D3C65_10015,104,102,158,62,83,57
D3C65_10020,1,4,4,7,3,4
D3C65_10025,2147,2180,1931,2281,2604,2171
D3C65_10030,959,1014,838,1131,1164,988
D3C65_10035,749,821,871,1089,1186,1025
D3C65_10040,41,41,34,107,124,80
D3C65_10045,85,82,70,154,154,138
D3C65_10050,447,494,527,686,697,618
D3C65_10055,86,81,84,95,86,83
D3C65_10060,189,216,203,199,202,183
D3C65_10065,417,504,504,521,510,461
D3C65_10070,3,3,5,5,4,9
D3C65_10075,53,42,50,34,25,22
D3C65_10080,457,422,996,308,330,263
D3C65_10085,12,11,17,20,18,27
D3C65_10090,23,25,23,22,22,11
D3C65_10095,35,41,36,60,63,43
D3C65_10100,296,310,386,325,400,294
D3C65_10105,113,115,116,110,127,100
D3C65_10110,55,66,44,72,66,46
D3C65_10115,22,11,8,25,29,22
D3C65_10120,1050,1287,1170,1854,2117,1572
D3C65_10125,99,77,82,116,98,103
D3C65_10130,619,739,739,851,847,709
D3C65_10135,847,793,945,936,899,856
D3C65_10140,471,469,498,480,372,372
D3C65_10145,274,243,255,244,192,168
D3C65_10150,152,140,135,132,109,111
D3C65_10155,161,134,150,182,127,127
D3C65_10160,199,186,199,158,187,154
D3C65_10165,654,677,712,653,697,540
D3C65_10170,493,643,503,1026,801,733
D3C65_10175,751,772,764,1139,1157,915
D3C65_10180,2556,2806,2457,3014,3193,2714
D3C65_10185,1909,2202,2004,2382,2326,1718
D3C65_10190,368,362,444,407,425,349
D3C65_10195,100,125,107,98,101,82
D3C65_10200,79,97,89,109,114,107
D3C65_10205,308,348,330,254,311,254
D3C65_10210,4548,4492,5508,3688,3944,3173
D3C65_10215,2271,2032,2657,1557,1612,1423
D3C65_10220,285,276,250,285,326,282
D3C65_10225,7511,7809,7052,10355,10317,8936
D3C65_10230,616,797,675,948,977,878
D3C65_10235,386,431,418,481,619,443
D3C65_10240,476,530,491,732,761,681
D3C65_10245,993,1083,1091,1652,1760,1507
D3C65_10250,1360,1153,1514,1268,1409,939
D3C65_10255,1168,1219,1240,1402,1443,1381
D3C65_10260,628,730,704,884,721,728
D3C65_10265,412,479,417,632,637,605
D3C65_10270,2522,2652,2575,3464,3568,3158
D3C65_10275,12058,12663,13235,17424,17223,14738
D3C65_10280,1105,1167,1069,1688,1856,1576
D3C65_10285,4173,4077,4341,3467,3945,3221
D3C65_10290,1856,1837,2030,1788,1940,1541
D3C65_10295,1160,1137,1223,1048,1007,968
D3C65_10300,784,762,887,749,872,718
D3C65_10305,687,652,746,818,838,626
D3C65_10310,1315,1275,1366,1519,1612,1330
D3C65_10315,523,559,560,697,642,571
D3C65_10320,142,150,150,245,247,210
D3C65_10325,4054,4455,4944,4156,4301,3528
D3C65_10330,436,427,474,538,565,440
D3C65_10335,74,77,88,75,83,53
D3C65_10340,261,294,276,284,335,248
D3C65_10345,614,666,636,996,988,954
D3C65_10350,407,420,397,757,706,676
D3C65_10355,492,456,518,908,933,867
D3C65_10360,126,158,165,155,146,138
D3C65_10365,96,109,93,65,86,83
D3C65_10370,826,752,838,766,857,745
D3C65_10375,915,938,950,771,950,850
D3C65_10380,777,771,772,712,817,863
D3C65_10385,295,298,282,305,360,343
D3C65_10390,627,613,553,771,819,726
D3C65_10395,366,302,351,466,511,477
D3C65_10400,520,488,501,879,904,869
D3C65_10405,14902,15884,14059,13660,15219,12771
D3C65_10410,18,29,21,27,28,16
D3C65_10415,705,742,711,851,985,812
D3C65_10420,498,541,445,701,715,624
D3C65_10425,1430,1581,1572,2199,2182,1829
D3C65_10430,119,127,108,165,159,128
D3C65_10435,10999,12956,10211,13518,17519,13957
D3C65_10440,9981,11226,10599,11744,14044,11827
D3C65_10445,847,943,871,1244,1295,1209
D3C65_10450,3783,3699,3621,4492,4339,4061
D3C65_10455,8359,8675,8385,8852,9271,7948
D3C65_10460,16796,19253,19393,19954,23061,18244
D3C65_10465,4381,4469,4686,4518,4602,3941
D3C65_10470,841,823,877,809,845,705
D3C65_10475,497,456,455,605,584,544
D3C65_10480,530,539,524,629,734,651
D3C65_10485,705,640,643,968,938,849
D3C65_10490,937,1161,1106,1450,1489,1186
D3C65_10495,1029,993,985,1221,1268,1176
D3C65_10500,315,305,336,286,350,261
D3C65_10505,1023,954,820,1023,1096,892
D3C65_10510,581,535,465,485,509,395
D3C65_10515,283,284,242,239,248,198
D3C65_10520,217,229,243,227,187,195
D3C65_10525,5034,5081,5311,4480,4910,3637
D3C65_10530,8115,8385,8965,8031,8476,6627
D3C65_10535,10350,10347,11462,9371,9477,7700
D3C65_10540,6002,6407,6110,6765,7299,6676
D3C65_10545,145,127,141,194,190,183
D3C65_10550,131,132,152,171,159,172
D3C65_10555,113,128,104,142,112,126
D3C65_10560,786,738,719,670,691,630
D3C65_10565,331,377,349,369,349,291
D3C65_10570,1544,1537,1300,1484,1579,1421
D3C65_10575,1243,1282,1217,1337,1438,1374
D3C65_10580,469,475,370,350,404,323
D3C65_10585,576,591,531,606,668,577
D3C65_10590,153,128,119,154,173,130
D3C65_10595,88,84,90,77,69,62
D3C65_10600,160,162,184,169,158,150
D3C65_10605,3,2,4,3,5,2
D3C65_10610,70,58,68,56,65,69
D3C65_10615,31,28,31,31,34,24
D3C65_10620,9,14,7,20,14,16
D3C65_10625,7,15,13,22,19,14
D3C65_10630,36,40,22,25,38,28
D3C65_10635,9,20,8,18,7,13
D3C65_10640,50,40,57,40,34,47
D3C65_10645,221,190,232,161,221,178
D3C65_10650,519,498,518,338,356,273
D3C65_10655,50,47,31,30,43,32
D3C65_10660,176,179,164,190,165,160
D3C65_10665,91,125,112,81,101,88
D3C65_10670,15,10,15,23,16,19
D3C65_10675,5,10,12,1,6,1
D3C65_10680,5,3,2,1,6,4
D3C65_10685,7,4,4,1,4,0
D3C65_10690,5,7,9,2,11,6
D3C65_10695,18,12,17,15,19,4
D3C65_10700,193,170,181,166,160,146
D3C65_10705,248,310,258,213,252,239
D3C65_10710,4,6,5,3,4,4
D3C65_10715,59,64,55,57,62,40
D3C65_10720,164,167,153,229,224,215
D3C65_10725,13,18,15,29,29,21
D3C65_10730,199,219,232,290,285,237
D3C65_10735,59,47,54,56,48,68
D3C65_10740,102,89,66,67,79,99
D3C65_10745,70,73,51,86,71,81
D3C65_10750,432,393,317,442,404,428
D3C65_10755,32,43,30,31,46,38
D3C65_10760,70,64,47,75,86,74
D3C65_10765,232,205,177,285,247,231
D3C65_10770,422,364,334,365,375,382
D3C65_10775,877,833,726,947,843,909
D3C65_10780,244,223,202,342,359,306
D3C65_10785,445,445,402,650,651,578
D3C65_10790,754,638,588,736,879,825
D3C65_10795,505,480,436,510,636,515
D3C65_10800,573,636,563,550,581,557
D3C65_10805,926,1029,817,915,1008,791
D3C65_10810,142,153,140,116,127,146
D3C65_10815,41,38,33,36,33,24
D3C65_10820,2191,2451,2428,1662,1890,1478
D3C65_10825,307,353,304,324,343,311
D3C65_10830,193,191,164,257,294,286
D3C65_10835,381,510,408,572,536,504
D3C65_10840,43,33,67,44,51,32
D3C65_10845,32,24,39,11,24,13
D3C65_10850,65,66,109,52,60,58
D3C65_10855,29,21,28,18,23,12
D3C65_10860,70,70,120,53,71,47
D3C65_10865,85,73,118,39,36,38
D3C65_10870,83,74,96,42,35,40
D3C65_10875,270,217,276,146,155,100
D3C65_10880,461,454,567,350,389,307
D3C65_10885,178,196,138,241,264,231
D3C65_10890,141,164,157,113,178,108
D3C65_10895,22,24,20,15,28,16
D3C65_10900,7,11,10,9,15,9
D3C65_10905,25,20,23,37,35,38
D3C65_10910,213,198,220,175,202,156
D3C65_10915,1,4,4,5,4,0
D3C65_10920,177,170,183,157,144,140
D3C65_10925,476,541,413,446,569,486
D3C65_10930,394,426,414,368,358,349
D3C65_10935,104,126,114,120,115,133
D3C65_10940,137,185,189,160,216,171
D3C65_10945,95,102,97,92,98,98
D3C65_10950,412,419,439,475,498,457
D3C65_10955,78,97,85,110,97,83
D3C65_10960,137,110,90,130,96,95
D3C65_10965,445,556,429,500,506,421
D3C65_10970,6344,6694,6468,6124,6765,4886
D3C65_10975,436,453,410,400,439,349
D3C65_10980,590,605,575,532,599,527
D3C65_10985,259,322,313,357,371,327
D3C65_10990,5,14,7,10,10,4
D3C65_10995,39,30,74,38,35,26
D3C65_11000,30,31,20,25,16,17
D3C65_11005,817,889,849,734,828,787
D3C65_11010,287,289,313,314,366,316
D3C65_11015,257,265,268,331,337,339
D3C65_11020,197,222,176,227,254,226
D3C65_11025,413,511,450,421,406,341
D3C65_11030,184,185,159,203,213,194
D3C65_11035,2552,2467,2608,2604,2854,2223
D3C65_11040,35775,42061,44862,40485,48781,40427
D3C65_11045,262,308,264,501,1093,684
D3C65_11050,278,234,234,213,303,282
D3C65_11055,9108,10568,10155,13779,14793,12153
D3C65_11060,361,377,227,365,376,296
D3C65_11065,172,227,132,225,246,161
D3C65_11070,51,54,55,44,59,68
D3C65_11075,72,89,60,78,91,75
D3C65_11080,60,61,53,58,62,52
D3C65_11085,6,16,12,12,12,12
D3C65_11090,104,111,108,112,134,84
D3C65_11095,758,806,781,964,1065,957
D3C65_11100,261,273,258,263,294,277
D3C65_11105,180,149,210,120,146,120
D3C65_11110,4479,4474,3942,3339,4451,4300
D3C65_11115,66,73,66,67,65,40
D3C65_11120,8,10,11,14,9,7
D3C65_11125,15,30,23,27,28,27
D3C65_11130,14,22,16,17,21,18
D3C65_11135,7,15,18,18,29,22
D3C65_11140,99,85,83,141,141,141
D3C65_11145,44,32,40,32,25,32
D3C65_11150,232,218,266,260,272,228
D3C65_11155,664,616,701,701,841,692
D3C65_11160,3388,3329,3585,3172,2979,2558
D3C65_11165,80,104,86,135,96,98
D3C65_11170,1133,1358,1209,1292,1296,1106
D3C65_11175,345,415,425,282,304,237
D3C65_11180,179,184,189,175,188,131
D3C65_11185,94,106,85,82,84,62
D3C65_11190,258,302,305,444,472,379
D3C65_11195,773,784,745,697,775,678
D3C65_11200,272,266,272,255,263,235
D3C65_11205,336,355,371,372,343,291
D3C65_11210,493,496,530,639,661,512
D3C65_11215,166,169,163,306,429,325
D3C65_11220,2690,3419,2462,3611,3244,2516
D3C65_11225,1953,2423,1926,2757,2846,2252
D3C65_11230,528,557,431,551,586,509
D3C65_11235,318,360,245,400,401,306
D3C65_11240,56,53,38,51,55,36
D3C65_11245,606,622,672,494,501,427
D3C65_11250,44,42,51,63,49,43
D3C65_11255,296,327,271,357,387,300
D3C65_11260,469,438,424,734,696,572
D3C65_11265,281,313,279,432,443,341
D3C65_11270,94,126,89,126,111,94
D3C65_11275,145,132,132,114,126,106
D3C65_11280,4,10,4,5,6,8
D3C65_11285,7,2,4,4,8,13
D3C65_11290,433,423,443,520,551,496
D3C65_11295,1355,1620,1692,1444,1784,1239
D3C65_11300,4,5,2,3,1,2
D3C65_11305,7,5,4,5,2,9
D3C65_11310,305,371,308,384,390,350
D3C65_11315,148,122,122,147,172,126
D3C65_11320,3347,3924,3642,4425,4311,3883
D3C65_11325,162,126,167,109,132,128
D3C65_11330,2403,2404,2269,3887,3959,3283
D3C65_11335,602,616,672,957,1010,824
D3C65_11340,1178,1152,1286,1353,1409,1089
D3C65_11345,441,457,409,598,692,598
D3C65_11350,250,297,255,417,582,494
D3C65_11355,633,716,586,995,803,720
D3C65_11360,129,151,119,259,177,175
D3C65_11365,17,19,12,33,23,20
D3C65_11370,97,144,120,134,159,135
D3C65_11375,203,227,197,302,275,254
D3C65_11380,1114,1340,1228,1148,1466,1244
D3C65_11385,15,24,12,22,26,28
D3C65_11390,12,19,16,31,11,19
D3C65_11395,13,8,16,10,12,9
D3C65_11400,38,27,37,37,26,34
D3C65_11405,38,33,28,28,26,32
D3C65_11410,95,78,67,47,56,41
D3C65_11415,5,5,2,15,7,13
D3C65_11420,244,353,296,350,326,205
D3C65_11425,166,180,212,141,170,162
D3C65_11430,202,152,229,166,186,183
D3C65_11435,100,104,115,160,130,138
D3C65_11440,991,1192,1094,586,832,556
D3C65_11445,0,3,2,8,2,2
D3C65_11450,21,38,26,56,86,58
D3C65_11455,460,558,409,743,628,518
D3C65_11460,558,638,454,820,633,610
D3C65_11465,149,178,128,304,230,207
D3C65_11470,49,59,52,81,76,54
D3C65_11475,212,211,188,225,276,229
D3C65_11480,57,59,86,102,97,52
D3C65_11485,147,122,118,93,134,97
D3C65_11490,732,685,610,608,716,570
D3C65_11495,221,172,175,183,198,222
D3C65_11500,10,10,8,11,12,10
D3C65_11505,15,18,15,23,22,18
D3C65_11510,99,98,100,112,112,99
D3C65_11515,1456,1703,1620,1727,1873,1614
D3C65_11520,125,118,104,140,145,111
D3C65_11525,93,113,120,79,109,109
D3C65_11530,4,4,4,8,8,13
D3C65_11535,21,29,21,14,23,9
D3C65_11540,29,28,37,30,37,33
D3C65_11545,69,73,58,86,98,85
D3C65_11550,12226,13226,14236,10605,11511,9176
D3C65_11555,35,37,36,39,51,47
D3C65_11560,83,78,95,74,80,62
D3C65_11565,252,278,237,294,326,330
D3C65_11570,492,571,534,552,662,564
D3C65_11575,927,1072,996,1147,1288,1009
D3C65_11580,204,240,225,129,136,135
D3C65_11585,55,66,46,40,70,49
D3C65_11590,953,1080,1119,756,851,552
D3C65_11595,1078,1048,1363,749,1016,682
D3C65_11600,39,37,33,38,36,32
D3C65_11605,33,28,24,23,37,17
D3C65_11610,34,38,37,42,39,36
D3C65_11615,11,5,16,13,5,6
D3C65_11620,117,149,109,155,156,118
D3C65_11625,106,108,89,94,102,69
D3C65_11630,133,113,90,129,115,113
D3C65_11635,76,82,68,60,73,56
D3C65_11640,182,173,178,163,176,146
D3C65_11645,117,89,104,124,127,110
D3C65_11650,192,200,164,175,194,158
D3C65_11655,28,26,49,21,36,20
D3C65_11660,12,12,19,6,13,12
D3C65_11665,299,294,336,261,244,263
D3C65_11670,11,14,5,15,20,19
D3C65_11675,10541,11977,10790,13662,14976,12279
D3C65_11680,23365,28014,22842,32852,39526,31188
D3C65_11685,26863,37757,26160,36570,43844,32627
D3C65_11690,27664,31080,26447,30702,38293,29852
D3C65_11695,2164,2074,2190,2530,2711,2240
D3C65_11700,3914,3800,3931,4370,4519,4030
D3C65_11705,1921,2225,2225,2727,2998,2223
D3C65_11710,2018,2052,2120,2159,2309,1810
D3C65_11715,546,711,611,939,993,708
D3C65_11720,831,990,878,1082,1244,901
D3C65_11725,2569,2611,2336,3891,3980,3186
D3C65_11730,627,685,686,1238,1266,996
D3C65_11735,452,477,454,977,988,847
D3C65_11740,1592,1873,1673,2852,2886,2494
D3C65_11745,278,328,289,535,593,466
D3C65_11750,529,595,564,954,1065,808
D3C65_11755,362,420,387,389,430,363
D3C65_11760,150,143,134,203,173,191
D3C65_11765,1205,1161,1157,1459,1339,1238
D3C65_11770,115,110,100,176,156,125
D3C65_11775,784,853,740,1029,844,831
D3C65_11780,41,42,36,47,47,40
D3C65_11785,36,40,45,51,51,63
D3C65_11790,19,41,31,29,35,18
D3C65_11795,31,30,30,32,32,27
D3C65_11800,244,281,277,340,376,341
D3C65_11805,94,116,114,117,123,102
D3C65_11810,141,137,119,115,146,99
D3C65_11815,42,53,30,41,37,39
D3C65_11820,94,85,82,76,95,85
D3C65_11825,8,13,10,16,9,13
D3C65_11830,102,104,95,85,104,59
D3C65_11835,149,164,173,112,163,110
D3C65_11840,50,60,58,65,70,51
D3C65_11845,91,75,50,71,97,77
D3C65_11850,60,49,73,70,97,73
D3C65_11855,173,191,211,222,200,152
D3C65_11860,1220,1387,1416,1116,1219,962
D3C65_11865,65,81,79,70,83,73
D3C65_11870,870,874,939,757,933,624
D3C65_11875,240,240,184,249,277,170
D3C65_11880,443,478,445,401,471,390
D3C65_11885,80,91,83,67,79,75
D3C65_11890,21,49,40,71,57,49
D3C65_11895,75,87,80,179,132,128
D3C65_11900,168,204,153,403,289,272
D3C65_11905,31,36,24,19,47,31
D3C65_11910,26,36,38,30,32,33
D3C65_11915,45,47,52,32,45,40
D3C65_11920,447,507,537,550,579,501
D3C65_11925,77,54,71,54,76,55
D3C65_11930,205,176,224,250,293,177
D3C65_11935,419,367,371,413,377,378
D3C65_11940,114,101,101,158,134,122
D3C65_11945,118,140,128,117,118,111
D3C65_11950,260,259,278,237,262,228
D3C65_11955,84,83,92,73,90,81
D3C65_11960,183,202,166,172,164,142
D3C65_11965,10,10,7,11,10,9
D3C65_11970,28,25,16,26,23,36
D3C65_11975,48,51,44,90,79,79
D3C65_11980,46,43,38,70,51,66
D3C65_11985,1795,2098,1584,3491,2573,2501
D3C65_11990,1954,2041,1573,3514,2631,2539
D3C65_11995,73,106,87,184,107,123
D3C65_12000,225,250,238,328,263,275
D3C65_12005,100,136,158,105,124,101
D3C65_12010,69,59,85,73,74,75
D3C65_12015,41,42,31,41,32,29
D3C65_12020,200,205,328,160,156,147
D3C65_12025,11,14,12,15,10,10
D3C65_12030,31,26,22,28,21,29
D3C65_12035,17,9,18,10,20,18
D3C65_12040,11,14,20,22,19,21
D3C65_12045,6,4,5,8,4,7
D3C65_12050,11,9,13,11,12,10
D3C65_12055,14,17,10,16,6,20
D3C65_12060,20,26,20,27,25,23
D3C65_12065,36,35,30,28,28,40
D3C65_12070,15,14,11,13,15,13
D3C65_12075,130,165,156,220,231,182
D3C65_12080,2477,2972,2618,6689,7106,5604
D3C65_12085,172,219,167,369,364,326
D3C65_12090,546,570,426,373,383,297
D3C65_12095,303,358,410,104,327,369
D3C65_12100,78,79,99,53,94,61
D3C65_12105,221,235,271,122,147,149
D3C65_12110,46,38,48,55,41,51
D3C65_12115,213,199,193,222,270,238
D3C65_12120,459,479,389,446,478,409
D3C65_12125,573,674,557,629,642,491
D3C65_12130,428,533,460,464,482,429
D3C65_12135,437,520,471,588,584,490
D3C65_12140,344,317,260,343,347,311
D3C65_12145,45,61,54,62,69,69
D3C65_12150,1319,1451,1363,1119,1364,1132
D3C65_12155,953,910,596,724,906,774
D3C65_12160,2087,2461,1783,2064,2274,2055
D3C65_12165,684,668,679,735,864,704
D3C65_12170,97,114,106,130,139,140
D3C65_12175,1635,1718,1868,1719,1602,1385
D3C65_12180,1460,1364,1631,1704,1664,1446
D3C65_12185,2074,2201,2345,2719,2494,2087
D3C65_12190,496,506,556,575,565,491
D3C65_12195,1007,999,1134,1230,1168,1109
D3C65_12200,1012,1208,1145,1579,1480,1284
D3C65_12205,1475,1425,1658,2025,1926,1624
D3C65_12210,8524,8887,9497,11254,10704,9214
D3C65_12215,2845,2824,3180,3542,3685,3182
D3C65_12220,1058,1088,1271,1690,1695,1361
D3C65_12225,3243,3521,3774,6092,5624,4760
D3C65_12230,4079,4227,4847,4993,5392,4447
D3C65_12235,1574,1755,1934,1859,2246,1721
D3C65_12240,4,5,6,7,2,6
D3C65_12245,21,38,40,28,35,42
D3C65_12250,1966,2063,2454,1649,1686,1222
D3C65_12255,15,19,14,30,28,36
D3C65_12260,185,182,162,303,287,240
D3C65_12265,252,248,190,386,355,302
D3C65_12270,969,1188,998,1300,1440,1074
D3C65_12275,2668,2753,2524,2908,3159,2493
D3C65_12280,3383,3842,3010,4449,4812,3980
D3C65_12285,83,118,96,201,191,168
D3C65_12290,691,713,712,858,954,847
D3C65_12295,2507,2681,2463,2650,2856,2360
D3C65_12300,194,194,172,199,206,203
D3C65_12305,9336,9505,11836,8484,9033,7904
D3C65_12310,13086,13713,15544,8994,9076,6662
D3C65_12315,711,886,882,815,768,553
D3C65_12320,1176,1465,1333,1682,1885,1458
D3C65_12325,6314,7042,6661,6718,7077,5483
D3C65_12330,981,1280,990,1826,1823,1504
D3C65_12335,120,118,119,187,186,179
D3C65_12340,348,353,295,556,503,456
D3C65_12345,5495,6194,5750,6515,6745,5547
D3C65_12350,3480,3604,3525,4548,4726,3873
D3C65_12355,940,988,1005,1439,1462,1205
D3C65_12360,1377,1343,1308,1885,1926,1785
D3C65_12365,2878,3057,3286,4008,3723,3485
D3C65_12370,1058,1099,1067,1482,1493,1344
D3C65_12375,119,122,112,158,141,145
D3C65_12380,358,342,373,522,520,471
D3C65_12385,161,177,127,260,236,195
D3C65_12390,145,103,103,173,183,144
D3C65_12395,126,165,112,125,134,109
D3C65_12400,255,235,225,224,311,225
D3C65_12405,2490,2987,2926,2309,2598,2060
D3C65_12410,39,41,31,72,149,109
D3C65_12415,97,94,92,91,93,68
D3C65_12420,11,8,12,23,30,25
D3C65_12425,185,189,191,246,219,203
D3C65_12430,64,64,68,133,87,81
D3C65_12435,79,60,73,120,84,87
D3C65_12440,60,49,66,109,82,75
D3C65_12445,38,34,40,72,59,57
D3C65_12450,25,28,29,32,34,31
D3C65_12455,10,12,8,10,14,12
D3C65_12460,98,109,122,166,113,105
D3C65_12465,61,67,52,87,96,85
D3C65_12470,940,1000,917,1574,1518,1281
D3C65_12475,866,988,915,1166,1373,1055
D3C65_12480,71,66,52,74,62,61
D3C65_12485,19,16,11,13,15,13
D3C65_12490,657,722,691,522,559,423
D3C65_12495,2227,2111,2337,1875,2149,1763
D3C65_12500,6,5,6,10,14,9
D3C65_12505,1004,1065,1034,1089,1214,1019
D3C65_12510,459,456,427,778,805,764
D3C65_12515,572,548,514,692,838,719
D3C65_12520,102,83,96,158,199,145
D3C65_12525,0,2,2,1,3,3
D3C65_12530,208,167,127,205,205,204
D3C65_12535,567,608,554,1004,903,802
D3C65_12540,1668,1894,1935,2142,2402,2101
D3C65_12545,1091,1385,1124,1647,2230,1530
D3C65_12550,1397,1529,1298,2354,1856,1532
D3C65_12555,54,58,59,43,67,57
D3C65_12560,1183,1310,1234,1440,1500,1211
