,High-Mg-Rep1,High-Mg-Rep2,High-Mg-Rep3,0point75percent-DNA-Rep1,0point75percent-DNA-Rep2,0point75percent-DNA-Rep3
PA0645,131.179741,220.3985924,217.8290745,208.9974964,179.0740952,186.7071793
PA0646,345.3278651,386.7963901,232.557878,404.0394975,356.0118006,222.7121429
PA0647,555.6017631,820.3654072,387.4913239,587.5467982,674.0765599,453.7123102
PA0648,539.2944906,622.301908,493.7459022,470.2443668,637.951464,478.437147
PA0653,183.0727512,219.4791156,261.7038668,206.8667595,232.2565614,203.9213164
PA0655,244.2075527,397.4617317,414.1441663,256.1065964,311.2034188,282.8700205
PA0656,89.3879651,79.5087062,158.3276813,89.00888949,91.5179557,119.2736682
PA0657,74.972497,92.9568724,131.2853774,97.7295985,76.7589871,85.4875104
PA0658,84.0685814,160.7710376,154.9550645,180.8180586,132.335421,144.7068049
PA0659,134.4277692,102.8863821,112.1303982,95.25686724,112.8254092,127.6460817
PA0660,125.0878025,132.8974211,117.7041315,133.8991313,109.3918186,133.5274255
PA0661,183.0727512,198.2392012,182.3996647,221.1334325,213.920517,210.2938576
PA0663,308.6367794,278.685377,214.3196061,276.5951241,276.4922683,224.6320751
PA0664,143.274327,169.9193153,95.1650425,107.000048,183.3604432,203.9213164
PA0665,911.2818661,1322.502363,1251.989672,1512.998969,1701.490882,1420.749877
PA0666,160.3307945,227.628863,147.4535273,328.8193783,224.9187854,232.0375282
PA0667,373.2701309,374.3534915,379.3856381,588.2136567,469.3699916,477.3431596
PA0669,36.9755127,20.3137554,30.338468,26.31454669,25.8872254,27.8613427
PA0670,30.9112337,14.8049403,16.5833151,12.78559896,10.9550095,20.9402782
PA0671,18.2986233,16.2762388,42.5398084,32.7978408,4.6836635,39.0664478
PA0673,31.4667914,18.6593641,20.9007336,0,24.1624509,0
PA0677,5.2444652,4.664841,15.6755502,4.700002108,8.0541503,12.5961911
PA0678,7.4821037,6.6551732,14.90919,6.705336341,17.2358817,11.9803773
PA0679,0,13.8649441,0,6.984725356,23.9387245,12.4795597
PA0680,8.9785245,0,35.782056,16.09280722,6.8943527,21.5646792
PA0681,7.4821037,13.3103464,22.363785,13.41067268,11.4905878,11.9803773
PA0682,3.4854521,3.100236,10.4179123,6.247207771,5.3527583,13.9523028
PA0683,11.7519954,2.6132879,2.927197,10.5319419,6.7680164,9.4086733
PA0684,17.0047812,5.0417979,33.8845227,10.15960052,30.4674676,4.5380217
PA0685,20.9387232,22.3494622,16.6893918,7.505973516,15.0063646,21.2338777
PA0686,14.3274327,10.6199572,14.2747564,12.84000576,14.6688355,9.5588117
PA0687,22.1691963,4.9297579,13.8048055,7.450373713,17.023093,19.9672956
PA0688,109.4942011,108.2141981,172.7284206,84.49814089,79.4065009,129.0569104
PA0689,208.7325438,312.1294161,241.1189755,162.6631457,318.236629,201.0184608
PA0690,27.9169621,37.7248516,39.3144749,31.2733936,36.0712663,36.5342767
PA0691,16.7509785,34.7658301,11.1262612,15.01194703,21.4376638,17.8811602
PA0692,10.296473,10.9901942,20.5172339,7.38202166,17.394009,9.8920547
PA0695,18.0291656,4.0091405,22.4535994,16.15743697,17.3051021,21.6512843
PA0696,15.7794807,15.7899539,19.6518321,14.14130687,15.145766,18.9496302
PA0697,10.1567019,18.0683435,15.1790396,13.65339979,31.1961659,4.0657389
PA0698,7.0144723,24.9568994,20.9660484,6.28625282,5.386213,0
PA0699,14.2516262,6.3382602,17.7490357,12.77206922,10.9434169,14.262354
PA0700,15.8072614,0,7.8745722,28.33240708,18.2069172,37.9659845
PA0701,3.4112935,30.3427349,37.3862667,27.51429806,28.8137839,24.5798015
PA0702,18.5813835,19.8332976,25.9182939,19.98279042,14.268114,20.8268149
PA0703,28.1218022,20.4657945,33.1126657,27.49340641,21.5939292,40.9352301
PA0704,48.2716371,49.3770914,28.8564967,43.26023446,25.9464885,42.5110164
PA0708,3.9379493,21.0163364,11.7704131,24.70387073,51.4052611,28.3745779
PA0709,45.3460833,30.2507872,33.8845227,50.79800259,95.7548981,54.4562606
PA0711,46.4864434,11.8139169,52.9320355,5.95148196,25.4968664,10.633471
PA0712,78.3010857,46.4314408,39.0066017,93.56283267,50.1043071,31.3440105
PA0713,229.0439921,1028.835446,673.1955683,287.3715575,334.1650526,293.3969961
PA0714,70.5858844,420.6571729,239.1096507,101.212624,249.3240743,152.5802774
PA0715,1569.130848,2052.881007,1381.086408,1626.937407,2477.320295,1323.850474
PA0716,977.5825592,1113.461667,721.00438,939.8090189,1641.69823,916.8241256
PA0717,31.6145229,84.3613502,15.7491444,28.33240708,60.6897241,50.6213127
PA0718,11.5702635,10.2915049,34.5831727,41.47630727,44.4223754,55.5790701
PA0719,17.8145327,7.9228252,0,39.91271632,27.3585423,0
PA0720,61.9208586,48.1926334,38.55825,34.68277418,101.037927,43.3772283
PA0721,36.2037278,0,72.1412419,0,0,57.9695678
PA0722,494.353283,392.1798483,559.0946245,239.4762979,369.3403213,342.2964954
PA0724,26.6583269,64.0224499,45.152535,40.61427,77.7866393,27.7455295
PA0725,0,50.3332426,28.1896449,42.26052316,36.2098354,22.651974
PA0726,39.6111375,61.071001,78.9310058,52.06496453,64.8880251,33.8269478
PA0727,44.2676672,83.3826802,106.370671,49.0065185,79.9808894,85.4748499
PA0728,34.2169378,51.7399135,40.9093628,49.06343664,60.4306826,49.3094799
PA0729,1344.843647,1609.289722,1368.817874,1257.250564,1909.319649,1556.932659
PA0730,320.661589,235.4737355,248.8992681,274.0054385,214.7327449,235.8263646
PA0731,95.807426,81.1606486,86.3642103,57.24067608,42.0387358,58.4408651
PA0732,99.9763862,91.7954922,89.9692499,83.81670427,86.6746922,49.0575796
PA0733,58.3021071,77.7877385,33.8845227,69.66583212,52.2299444,38.897329
PA0734,0,32.9101971,12.2877939,44.21100884,66.2918525,39.4957495
PA0735,45.3877617,25.6909259,78.1088078,36.97795776,38.0203272,29.7307158
PA0736,62.5245438,52.8335475,18.6883997,89.65352211,50.411353,47.5544226
PA0737,51.6855851,13.1352102,36.7825411,66.17108232,17.0090937,53.2023336
PA0738,0,12.1740973,27.2729085,0,0,0
PA0739,7.3594463,19.6382159,21.9971656,23.08394478,8.4766631,20.621961
PA0741,41.9557219,37.3187281,31.3511004,18.80000843,16.1083006,25.1923823
PA0742,10.8962676,48.4599989,10.8562063,58.59031755,41.8346642,17.4471515
PA0743,52.5498925,63.4355972,59.836214,43.7304544,74.9386159,39.0664478
PA0744,54.8958699,56.9668357,79.0025013,60.1293748,156.9027271,63.4829778
PA0745,131.5534724,109.7006569,118.7820081,73.68501474,132.5837051,138.2351232
PA0746,52.0661858,66.894782,74.9302074,67.39899931,97.7292259,88.0001944
PA0747,129.4121323,87.32434,128.9363349,115.9769904,152.4844401,123.2573613
PA0748,18.2787551,19.5102797,29.1384821,39.31467562,53.3357901,26.3412205
PA0749,40.960422,36.4334298,61.2147399,33.0372411,53.4689759,42.6309048
PA0751,45.4116123,31.7370975,38.78113,40.69712808,44.8332182,51.9380521
PA0752,24.3981644,9.8643871,15.4690212,13.91423549,13.6252029,40.8421955
PA0753,0,0,7.1222245,19.2191169,5.4891343,5.7231102
PA0754,54.7471006,63.9140107,37.5002492,67.46222539,47.2935777,43.8306488
PA0756,15.031012,22.2829459,34.943414,13.47054176,7.69459,20.0564353
PA0757,68.1666718,41.1436954,38.8091713,30.54491609,61.6902489,50.6762165
PA0758,132.7470019,121.6537033,116.2275564,126.1756838,138.9990456,167.4676402
PA0759,78.383944,104.5812929,95.8447928,95.79051916,84.8114812,79.8691823
PA0760,382.9076621,211.3996187,236.7930174,343.1554481,253.4688479,317.1276355
PA0769,623.5086453,855.6651235,621.2162495,718.4288937,766.0391848,777.2982917
PA0774,72.9678848,37.0876524,48.4664071,56.05079914,69.3704215,105.7092118
PA0775,49.9816647,40.4160315,45.2708198,48.86479925,52.3356731,50.9287296
PA0776,41.1319839,41.8126064,64.3983337,26.32985474,27.0720654,32.9303566
PA0777,40.2423907,23.8631708,17.819749,24.04303867,13.7337702,14.3191761
PA0779,185.1820676,136.0151019,225.0355864,548.1612459,174.5133018,193.1835846
PA0781,17.9439988,24.6667029,32.5055014,16.08111187,17.5365075,16.9780057
PA0784,86.8889467,115.9288232,115.425987,139.5142561,105.6392747,113.0406572
PA0786,11.0030937,19.5740388,0,49.30394369,16.8979232,0
PA0787,17.3553953,15.4372574,54.75669,10.36907682,26.6534252,32.4211242
PA0788,32.3123482,45.9858416,51.5096775,31.85356515,34.7364218,29.3185818
PA0789,192.6007637,131.1294716,158.7260163,308.9853081,204.4935112,279.8382631
PA0790,28.8831211,7.3402645,4.1109899,7.395591553,6.3367212,23.1238901
PA0791,21.3367977,22.7743569,34.0133612,19.12168158,26.2142687,27.3316593
PA0793,17.0047812,37.813484,16.9422613,15.23940078,41.348706,24.9591195
PA0794,28.4130522,27.5703377,27.0218346,48.61175944,26.7761107,31.019389
PA0797,32.5983773,49.7066877,32.4785259,54.25479612,50.0627268,44.7399984
PA0799,27.0437485,46.606258,63.9927582,53.01659005,40.2343623,47.3621845
PA0800,31.525718,28.04146,12.5639241,39.55395033,29.0492388,10.0958236
PA0801,26.5636819,13.782903,26.4660177,7.93530928,20.3974931,12.4057162
PA0802,0,0,20.7072083,18.62593428,23.9387245,33.2788259
PA0803,22.9043992,33.9549652,15.2134592,13.68435988,29.3127239,24.4497497
PA0804,40.960422,72.8668597,73.4576879,47.72045936,44.0332743,62.306707
PA0805,1491.498312,2889.74625,2265.804531,1455.763811,2381.273124,2021.688676
PA0806,8.5023906,7.5626968,16.9422613,15.23940078,26.1149722,27.2281303
PA0808,49.7228413,50.5456191,70.7714715,38.19495384,27.2719646,73.9295437
PA0809,5.1130549,11.3698858,15.2827688,16.03782041,15.7046758,20.467615
PA0810,28.7773221,34.1290932,23.8929327,30.08804769,40.5116877,34.5587808
PA0811,26.9787395,23.9970187,26.8795493,19.34231637,37.289167,25.9190856
PA0812,23.3815742,30.0407123,31.0608125,30.26714321,31.9182994,22.8791928
PA0813,24.2808655,7.1991056,21.5036394,14.50673728,10.358102,10.799619
PA0814,30.9604293,27.5386477,38.55825,13.87310967,11.8868149,18.5902407
PA0815,74.1151786,113.0123748,112.5221886,85.39815152,67.7511071,79.1156994
PA0816,38.0445953,47.3758091,53.0666084,44.32340971,32.1346946,36.5503037
PA0817,23.7108921,14.060225,15.7491444,28.33240708,18.2069172,56.9489768
PA0818,12.333138,0,12.2877939,11.05275221,9.4702646,39.4957495
PA0819,11.4521996,40.7459583,79.8706606,82.10615928,52.762903,73.349249
PA0820,989.7912147,1211.929139,1122.315409,879.6114647,1065.317409,679.6985299
PA0821,355.5545167,393.2602335,317.2823489,265.9968135,372.7318761,262.3801649
PA0822,564.9239403,810.6804917,705.4348283,519.7760721,670.926937,482.4313023
PA0823,143.8866104,204.7745595,200.7006344,128.9487758,132.5837051,207.3526847
PA0824,64.8737319,80.7853392,84.0257817,75.58038073,59.7776242,46.7442468
PA0825,130.2687705,115.8713188,59.9029955,35.92144469,61.5567202,24.0677223
PA0826,242.3780086,285.8912424,199.4891618,193.6047817,194.2071173,189.8299226
PA0826.1,0,0,98.6637573,0,0,0
PA0827,65.1172851,20.4425115,34.34711,10.29829814,29.4127673,24.5331959
PA0828,9.8448733,8.7568068,34.3303717,4.411405488,26.4585903,15.7636544
PA0829,7.1485068,19.0753371,17.8055613,25.6254892,13.7228357,2.8615551
PA0830,48.445276,21.5455247,44.2448983,25.32591064,27.8998084,38.7853943
PA0832,73.4225134,51.3132512,78.3777511,126.9000569,20.1353758,79.7758771
PA0833,174.4776293,121.6386695,93.9654831,223.9807727,133.976391,158.5638177
PA0834,150.8686492,153.8326916,183.309713,171.4807327,211.9165778,153.1917102
PA0836.1,0,0,94.4948661,84.99722123,145.655338,37.9659845
PA0838,529.7887122,626.2476628,493.1145136,306.1131808,422.867904,513.4447431
PA0839,51.2732998,121.617378,51.084788,219.5402,223.1040519,136.8317209
PA0840,81.6779519,104.9400623,96.4475902,363.2810255,234.6124053,273.6757357
PA0841,28.057889,28.0765119,17.471707,40.86064333,21.5448521,30.8869103
PA0842,24.8177888,7.3582996,30.2213311,27.18379598,31.7614527,26.4922349
PA0845,55.1958473,25.2916418,61.6587216,41.97080869,51.3737158,38.8335629
PA0846,149.944994,121.2480944,158.4478693,162.8826642,139.5617948,145.510656
PA0847,38.1221318,59.6795421,54.6940394,30.0646874,38.6402238,46.3914068
PA0848,39.2810447,24.9568994,27.9547312,30.17401354,38.7807337,17.970566
PA0850,32.0661589,28.5221708,55.9094625,71.84288937,55.4010482,51.3444743
PA0851,59.4372727,62.1978802,34.834556,75.20003373,21.4777342,55.9830717
PA0853,53.9574789,76.7904598,48.3831887,58.02694911,37.289167,43.198476
PA0855,19.8055687,14.6805291,16.4439595,17.74941973,5.069377,23.7845727
PA0856,447.6996502,283.6631193,293.2955407,445.1903636,400.2868691,397.7092478
PA0858,190.0406542,127.5752048,142.8995845,199.2320383,170.7068151,226.7850982
PA0859,22.334638,44.6989244,50.0681753,65.05177048,60.0254585,67.0543508
PA0860,58.2776925,63.5418545,58.0634283,89.29216736,96.7172589,97.8297145
PA0861,142.5162618,253.530407,170.6638048,160.8789488,194.6665511,162.3714145
PA0862,167.7023253,175.94136,175.6542499,196.5357203,175.000331,189.3450442
PA0863,21.0434168,34.3157367,17.471707,31.4312641,24.2379586,25.2711085
PA0864,12.8020786,15.1829046,8.5033403,19.12168158,6.5535672,20.4987445
PA0868,65.0617717,115.7421423,186.3648748,58.30727253,112.4079239,136.7325675
PA0874,75.6617232,67.2995041,87.947469,226.0225733,222.7108304,80.7665888
PA0875,44.4633214,46.3680099,42.7722664,42.5953743,32.964801,41.7349211
PA0876,138.9533552,152.1182442,181.0401641,191.5810383,153.207837,165.4433061
PA0877,56.3034563,110.1776162,108.4531379,100.9164332,106.6434149,114.1942322
PA0878,8.1327215,7.2338839,8.1028206,14.57681813,3.1224423,16.2776866
PA0879,8.7001206,5.159049,23.1150232,20.79174059,13.3611486,18.5742284
PA0880,17.6742608,7.8604408,8.8046398,7.919688592,13.5715604,0
PA0881,9.9540183,4.4269445,22.3141979,20.0714059,13.3759614,9.9615111
PA0882,19.5915435,27.3841291,39.0390262,30.09876662,25.7893491,33.6107843
PA0883,4.0663607,3.6169419,8.1028206,18.22102267,3.1224423,3.2555373
PA0884,37.1851541,36.0822642,43.7845188,54.53134976,41.532245,40.5961582
PA0885,26.3454357,28.1204501,5.2497148,18.88827138,32.3678529,12.6553282
PA0886,23.6000936,20.9917846,18.2881419,30.5500137,26.1759885,18.8942867
PA0887.1,58.5555945,208.3358562,204.1910803,183.6679085,89.9263391,187.5189497
PA0891,51.4268586,51.1246457,54.2517695,62.35420587,32.5205314,46.0162741
PA0894,51.9590538,129.4061452,134.5968541,83.81670427,71.8161736,149.7547167
PA0900,138.8431622,133.789564,172.9158633,279.965074,106.613701,120.4213186
PA0902,60.3035227,50.6587809,96.7984723,90.0716822,74.6030699,64.3721768
PA0906,113.1746785,150.9997277,131.5516764,160.589988,148.4603252,109.4845408
PA0907,31.7038294,62.03975,101.0792542,73.87234952,58.4267175,45.6878797
PA0908,0,7.9862078,35.782056,24.13921083,13.7887053,28.7529056
PA0909,0,0,12.154231,0,28.101981,9.766612
PA0910,40.0826986,59.4211891,59.9029955,17.96072234,35.9080868,48.1354447
PA0911,81.7580873,59.4998927,51.8365877,73.27023154,57.0724558,83.3072596
PA0912,56.1157781,49.9137989,86.9702749,39.11446199,86.1794083,114.8119495
PA0914,25.7018831,15.2408546,17.0715916,107.4901246,19.7357424,20.576984
PA0915,65.5898705,51.8584923,43.5658149,91.43640465,27.9803274,64.1805929
PA0916,71.2581309,47.5369513,88.7451785,93.50979252,48.8545398,55.0119368
PA0918,122.6574384,256.3878193,189.4200367,170.3814972,197.7888059,122.7497678
PA0919,81.2892112,27.9890461,49.6392424,75.20003373,44.2978267,60.8815905
PA0920,27.9942657,30.5594687,29.1591301,46.75489626,38.1065411,31.5809267
PA0921,102.8789265,116.4655307,102.5006812,167.6334085,157.9955819,157.2424526
PA0922,128.2646356,199.6551955,181.0401641,201.1600902,188.773942,316.6242583
PA0924,27.9269813,43.4708046,34.780381,21.89923222,36.1873099,33.5376038
PA0925,90.7755234,14.6805291,41.1098989,73.95591553,69.7039332,26.427303
PA0926,55.325415,56.2409001,62.9965774,84.99722123,48.5517793,69.604305
PA0929,4.6763148,12.4784497,18.6364875,20.95417607,10.772426,14.9754717
PA0930,20.1312208,33.5743042,32.5929602,36.0825274,19.3227373,38.2781115
PA0935,214.7390785,183.7981041,230.0967047,236.0181564,199.1148784,259.5027583
PA0937,342.9297549,366.034525,335.4567747,346.4423776,387.8073373,394.3540874
PA0938,618.1602641,554.3473825,532.5912676,483.6015713,536.9191126,545.6074782
PA0939,51.4823652,100.7434473,61.5517018,73.8202166,134.4082515,57.7036523
PA0940,92.4259874,129.1886559,171.0171793,106.4965184,70.9712774,84.5673695
PA0941,86.3319663,179.1777395,86.0145576,90.26414306,99.4377788,126.7155296
PA0942,174.0489373,400.3780658,418.5735157,188.2514213,221.2091764,254.6631012
PA0943,638.6398174,492.8726583,439.7899139,601.7969227,591.3566092,473.7011124
PA0946,74.6047917,95.2112926,113.1116292,130.8121974,104.6108424,101.2792015
PA0947,382.064872,450.2861855,490.0999687,556.4002496,583.0862093,581.1757518
PA0948,152.3142548,106.9581404,159.7413213,129.3172009,116.9577684,160.4514822
PA0950,28.5334465,101.5195909,85.2856207,102.2847916,109.5500953,129.4489924
PA0951,144.3755455,167.1869962,138.4166303,144.0345306,154.7882576,128.6727421
PA0952,263.0427097,553.7312062,532.887064,282.8813769,706.9404586,435.2246456
PA0953,282.3890768,309.1435285,266.9225949,259.5614068,294.6779767,260.863055
PA0954,109.7917397,151.9115618,279.5473123,109.326136,140.5099048,156.2657914
PA0955,299.049601,212.7986409,217.328318,261.6972961,229.6316522,301.3872356
PA0957,90.7755234,80.7429099,82.2197977,147.9118311,76.0406544,112.3160376
PA0959,267.2179908,342.2660494,324.8073533,330.4772911,336.5100705,338.0177892
PA0960,176.3638739,470.6158179,255.5861141,215.5286681,295.472257,205.3778973
PA0961,333.1874323,171.5786836,314.4907263,267.1657449,269.3106509,238.6715798
PA0962,464.6529395,406.9405258,405.9667974,294.6931258,428.1524743,246.0937384
PA0968,399.2129178,395.2904877,435.2682983,519.7760721,595.7368493,494.4920848
PA0974,787.6614668,784.1004041,845.7576866,826.5850981,830.4561163,960.6084376
PA0975,262.5794899,365.4066785,354.444894,493.4115421,504.0682372,600.1490913
PA0976,239.4273198,323.8850949,303.1535297,438.0819743,490.2650783,455.2543389
PA0977,145.4853506,147.8927374,186.3648748,149.0074743,159.5914968,116.4758908
PA0978,109.7917397,206.165691,255.2388503,112.9703405,159.2445588,104.1771943
PA0979,141.6514786,77.5359982,130.2744756,68.35537047,50.2015971,17.4471515
PA0980,330.7877444,556.9329137,211.8674367,328.2085683,444.5043165,340.4949349
PA0981,544.9705371,609.5242747,392.4414191,367.504011,571.7672281,501.1023214
PA0982,208.5176453,534.5958786,354.3987784,335.2668171,404.9961264,265.1394985
PA0983,233.815742,395.1509077,279.5473123,167.6334085,260.3336292,177.8337261
PA0984,298.5977182,311.388837,164.1378714,249.143231,403.2247544,206.0844726
PA0986,51.0143437,68.0642712,88.9468721,45.71820233,9.7931146,51.0527443
PA0987,47.9280667,49.7361697,51.7311752,75.16658176,64.40454,63.9521922
PA0988,241.0900095,325.3640223,372.7297497,320.3660696,446.8561911,445.9362677
PA0989,102.0286874,64.0604905,155.470163,112.9508528,92.1704902,67.2694984
PA0990,68.4981329,84.3613502,78.7457218,89.71928907,40.4598161,54.8397554
PA0991,195.9598599,174.3021548,292.859089,215.5286681,205.1890674,206.8041327
PA1005,89.2217392,167.0754774,128.6619429,126.2511027,133.4158204,125.9443434
PA1006,53.4435982,83.1896648,93.1824374,131.7119638,133.3728938,106.9676548
PA1007,134.8032658,122.6931369,212.3934886,174.188905,257.5753265,185.7293135
PA1009,90.5093195,80.5061272,114.223633,227.1162309,134.3657441,144.9239194
PA1011,474.9345449,379.6969083,394.3236647,499.099972,466.7146797,516.0313665
PA1012,226.2375242,260.4198202,207.7268565,254.4317347,275.9103586,248.6046681
PA1014,400.1004116,217.1476446,270.2572203,337.2925984,330.6581527,377.3275945
