,HLR1 raw counts,HLR2 raw counts,HLR3 raw counts,HLR4 raw counts,HLR5 raw counts,HLR6 raw counts,HLR11 raw counts (GSM2991338),HLR12 raw counts(GSM2991339),HLR15 raw counts,HLR16 raw counts
PA3789,17,14,24,18,2,3,11,18,51,46
PA2834,2,4,7,6,26,21,48,75,64,50
PA4405,3,3,7,6,19,26,77,133,254,245
PA1752,18,13,7,9,430,363,264,394,388,330
PA0606,23,11,8,10,176,217,2,10,26,29
PA0506,374,342,415,376,4,5,1,2,17,13
PA0603,12,13,7,5,9,6,8,11,99,38
PA5153,129,87,122,117,105,101,150,149,170,117
PA3182,8,5,1,3,9,7,4,3,18,23
PA5146,47,33,49,46,30,34,3,9,32,23
PA0256,28,13,9,14,7,9,29,45,106,93
PA4780,6,5,10,9,439,497,20,32,92,58
PA4921,7,4,8,11,16,9,594,749,939,564
PA2322,11,6,10,16,33,47,7971,12898,11885,11960
PA3528,30,23,40,26,3,2,536,695,1412,1275
PA1077,35,20,34,34,36,38,4,8,2,0
PA0114,31,13,26,30,27,36,74,125,114,86
PA0284,9,4,2,2,58,67,117,278,87,141
PA2652,28,16,31,25,33,26,231,347,337,293
PA5497,204,128,175,185,31,22,3,3,19,19
PA0945,23,8,9,7,11,19,12,23,10,12
PA5367,62,21,27,22,206,83,595,886,859,805
PA5446,71,32,56,63,70,67,168,300,259,245
PA1480,41,29,38,46,15,25,324,693,369,417
PA5033,1,2,4,5,5,5,173,227,254,174
PA5040,625,397,535,545,4,6,154,176,381,369
PA2575,52,47,60,55,4,6,196,259,254,236
PA1675,13,9,5,5,14,17,23,18,74,49
PA0423,509,391,460,494,7,11,204,320,278,292
PA1027,11,8,4,4,60,65,157,188,437,529
PA0466,2,1,6,3,10,7,56,129,29,71
PA0925,2,1,5,4,2,2,50,47,137,110
PA2659,16,9,4,8,2404,3360,648,1081,1879,1859
PA4842,114,48,96,85,11,10,40,71,141,137
PA4945,166,95,92,96,8,10,36,62,60,29
PA0455,22,13,23,23,9,9,26,40,100,79
PA5176,20,15,23,23,622,889,28,39,105,76
PA4274,1049,453,542,528,13,20,47,73,160,137
PA4393,21,7,9,5,31,29,209,390,291,301
PA2015,299,213,170,210,1,2,34,42,35,30
PA5360,101,53,50,57,129,157,46,61,58,41
PA4242,233,124,126,135,12,19,7,25,57,45
PA2577,6,6,11,9,13,23,75,147,125,67
PA1442,11,5,3,3,6,7,146,191,212,148
PA0394,7,5,7,13,178,219,24,46,34,25
PA4974,48,16,20,18,103,110,18,35,22,19
PA5223,22,14,18,29,21,7,25,32,98,60
PA4439,71,35,26,45,186,199,47,59,49,49
PA1458,244,140,144,138,26,25,111,165,169,122
PA0714,26,20,11,16,7,6,66,82,85,60
PA3150,283,142,170,143,58,58,35,56,134,99
PA3162,2534,853,1033,1032,8,13,12,12,66,31
PA2771,14,5,2,6,1,2,27,39,110,68
PA0593,21,11,8,9,166,194,6,13,3,5
PA1059,13,3,2,4,326,337,111,151,350,250
PA2567,102,68,99,90,5,5,428,488,625,375
PA4221,20,18,22,27,1351,1558,42,121,43,32
PA4408,340,186,186,205,487,555,54,99,50,77
PA4746,49,23,23,23,34,45,3,0,13,15
PA3675,22,10,6,11,26,79,285,480,434,423
PA1023,9,4,7,14,7,4,29,52,29,42
PA5324,10,3,9,12,8,12,609,975,977,832
PA0007,31,19,12,18,4,7,951,1478,1482,1307
PA5426,18,11,5,10,4,6,75,72,194,157
PA3238,17,12,19,20,4,7,23,23,18,16
PA1667,32,40,18,22,10,10,5,10,31,29
PA4503,56,41,40,25,4,7,44,40,118,97
PA3313,22,14,9,11,4,2,132,194,197,153
PA5118,16,5,16,14,16,25,7,13,7,2
PA4734,6,2,5,10,3,3,101,94,259,194
PA3121,26,15,26,26,24,38,26,32,99,60
PA4852,24,12,11,9,2,4,477,699,699,636
PA3297,50,20,42,41,2,0,43,45,41,38
PA3529,760,497,617,700,54,48,1,7,19,23
PA3722,44,15,14,21,33,39,3,5,25,17
PA3624,23,18,30,22,22,33,191,241,278,195
PA3488,30,17,15,13,9,8,161,224,236,183
PA4243,2203,933,1098,1140,4,6,6,6,29,23
PA2743,939,427,529,467,104,141,17,20,62,49
PA1820,15,16,21,20,51,60,80,119,117,88
PA3344,26,10,8,12,8,7,52,66,70,43
PA4253,1150,492,536,635,1,0,112,146,131,141
PA0729,82,48,39,51,5,13,38,43,119,89
PA4330,40,18,16,20,2,7,965,1554,1208,1448
PA2859,4,0,7,3,136,148,7,9,39,23
PA5545,44,26,22,23,63,68,56,82,184,147
PA0536,50,18,23,20,2,0,33,56,38,43
PA4343,15,8,8,3,8,14,26,30,19,26
PA3824,4,0,5,5,3,7,174,349,208,247
PA1046,9,8,2,5,9,10,8,14,44,32
PA2645,35,22,25,44,11,16,60,75,80,53
PA4487,35,32,25,18,44,74,373,540,1006,953
PA4813,0,1,3,3,257,338,124,165,174,136
PA2586,66,33,44,73,13,23,182,286,277,242
PA5098,0,1,1,5,1,1,19,28,23,13
PA2523,0,1,1,5,15,16,0,1,18,6
PA1749,47,27,18,30,5,7,58,124,223,216
PA3948,96,30,41,31,1,0,51,57,140,124
PA3149,146,76,70,90,10,13,16,28,20,13
PA1623,75,39,68,61,13,27,397,576,519,588
PA3251,1,0,3,3,800,1043,470,732,816,567
PA2887,1,0,3,3,374,563,31,60,180,96
PA4427,35,16,13,18,21,20,5,2,20,18
PA4481,151,85,84,87,25,35,359,514,529,465
PA1099,12,11,19,13,11,15,51,95,88,59
PA0243,11,6,5,2,9,17,13,27,75,42
PA4611,326,247,208,223,6,7,13,19,10,11
PA4636,29,11,10,13,0,1,42,63,133,124
PA5117,166,66,83,75,6,7,24,45,96,84
PA4566,99,53,61,46,42,55,33,39,108,78
PA3440.1,19,11,6,10,40,40,6,6,34,17
PA1654,20,14,18,26,1,1,257,389,435,297
PA0143,17,17,17,27,1,1,13,11,59,29
PA3795,57,47,37,34,121,94,104,216,101,148
PA1759,75,40,37,42,27,23,117,159,160,137
PA4586,25,12,14,7,2258,2510,29,28,92,61
PA1505,42,21,17,23,23,18,18,16,61,41
PA4733,31,17,30,29,73,57,1,1,13,11
PA4345,12,4,13,11,10,13,3,4,22,16
PA2967,383,186,211,216,351,431,30,54,42,35
PA5160,13,4,3,4,14,13,2,5,20,18
PA1660,66,33,27,40,138,124,26,51,113,84
PA5541,3,0,7,2,12,14,157,248,278,141
PA3029,26,10,24,22,16,22,19,40,97,61
PA0932,41,24,32,45,15,19,125,179,173,158
PA3021,13,12,15,19,13,13,43,79,145,147
PA2589,3,7,1,1,25,17,22,51,104,84
PA1041,33,42,23,19,153,162,225,358,345,315
PA4023,23,7,9,7,14,16,86,105,209,226
PA4459,67,28,31,33,426,581,318,558,956,970
PA1415,10,11,10,20,4,3,29,38,101,73
PA0501,14,3,3,4,16,14,136,55,8,17
PA0766,427,225,248,244,3,4,2,4,20,15
PA4750,70,38,35,39,3,4,5,6,33,15
PA1072,29,21,31,30,150,172,3,10,31,22
PA0534,7,3,7,10,16,20,2,4,21,14
PA0289,7,3,6,11,829,918,27,54,102,102
PA0329,125,81,66,83,18,14,86,127,252,230
PA4186,8,2,9,8,76,96,52,59,70,38
PA2199,39,17,19,16,279,286,31,30,30,22
PA3158,365,153,190,178,77,109,95,149,292,354
PA3212,4,1,6,5,19,26,328,508,546,416
PA2710,4,1,6,5,3,5,21,37,26,23
PA3826,4,1,5,6,9,11,120,210,172,185
PA0815,22,16,14,8,69,127,12,15,45,40
PA1741,5,4,1,1,32,53,4,6,26,19
PA1949,10,8,8,19,230,308,5,11,39,21
PA5018,25,13,19,29,79,72,148,214,238,164
PA2666,5,0,4,7,7,7,25,41,33,25
PA0497,35,26,22,17,8,12,8,12,41,28
PA1542,11,10,6,4,41,59,15,25,20,10
PA3118,45,32,31,20,3,7,23,32,31,15
PA4691,33,16,17,13,9,6,15,20,62,41
PA2609,19,12,10,7,8,7,60,107,241,150
PA3366,80,46,41,47,145,224,110,165,364,247
PA2811,30,9,9,13,23,19,103,160,157,129
PA4669,191,71,87,88,24,24,7281,11675,10366,11349
PA1742,72,71,84,76,19,17,187,378,232,274
PA4759,54,37,56,48,5,5,2,2,17,12
PA2613,35,20,36,30,39,62,8,16,43,35
PA3836,60,52,65,61,25,23,334,415,462,397
PA3552,18,10,15,22,16,8,21,31,30,13
PA3105,97,64,57,58,83,72,151,216,258,152
PA2604,289,172,243,243,30,31,4,6,18,27
PA5296,49,28,24,27,10,6,4,7,26,21
PA1152,10,8,5,3,5,11,500,685,803,578
PA2969,28,10,11,11,6,10,71,107,224,182
PA1611,28,14,28,24,5,8,10,17,7,10
PA3525,145,81,83,82,10,6,64,81,203,134
PA0203,7,5,3,1,700,967,11,18,10,9
PA3094,8,7,2,4,36,52,6,12,40,24
PA0440,15,6,7,3,129,147,195,280,271,266
PA4273,1639,803,947,934,13,29,52,60,209,109
PA5059,7,5,1,3,17,41,42,53,49,42
PA2738,258,155,177,133,9,3,125,185,201,142
PA0264,5,4,4,12,8,9,17,14,12,9
PA0856,64,39,50,66,16,23,108,148,309,258
PA3579,4,2,8,4,7,10,6,15,45,26
PA0274,9,6,2,4,34,44,47,59,71,33
PA5409,13,17,20,19,9,15,2016,3549,2679,3110
PA5364,104,49,55,54,12,10,273,427,428,379
PA5175,8,4,2,2,3,5,9,12,30,41
PA0221,1,1,3,4,34,34,1148,2190,1454,1738
PA3904,1,1,3,4,1,3,9,6,3,3
PA2906,1,1,3,4,4,4,62,96,181,181
PA5475,306,242,192,224,4,4,50,68,162,117
PA4251,1926,860,1062,1006,2,5,31,16,112,60
PA3533,146,85,112,136,7,5,21,26,22,16
PA4280,52,18,22,23,42,35,39,52,49,38
PA5209,14,11,7,6,2,6,23,49,92,90
PA2549,23,9,21,20,3,7,2,4,21,13
PA4885,9,3,3,1,536,630,6,9,5,1
PA3263,44,22,15,28,8,10,3,5,23,16
PA0421,39,11,12,16,10,12,80,120,261,189
PA2492,9,3,2,2,38,59,3,9,27,22
PA0596,64,25,49,52,26,30,10,15,42,37
PA4180,19,13,21,20,8,10,52,105,63,78
PA3781,14,4,4,4,6,6,28,39,84,86
PA4868,9,12,15,14,10,11,425,668,779,505
PA4747,321,125,164,140,1,3,8,8,1,6
PA4674,19,17,11,10,28,30,45,55,118,121
PA4480,28,15,16,10,9,21,4,14,5,2
PA4326,40,12,19,7,1,6,31,33,39,18
PA1029,46,29,22,28,36,65,68,96,223,151
PA0745,28,20,23,35,79,97,7,6,34,17
PA2612,108,68,93,98,224,237,39,62,43,56
PA4659,29,14,10,16,5,2,6,9,38,18
PA1941,8,5,9,11,52,76,72,96,231,151
PA0277,10,2,2,2,31,41,127,185,201,147
PA0601,24,10,22,21,5,4,27,36,30,26
PA1188,3,4,1,0,10,10,95,156,149,127
PA4398,32,15,18,11,1,2,118,194,199,150
PA1648,17,8,5,8,92,94,45,87,61,69
PA5432,3,4,0,1,29,34,41,65,143,109
PA5298,17,8,4,9,5,4,77,74,180,208
PA1287,23,13,12,9,69,93,1256,1965,2011,1831
PA2802,11,1,1,2,5,1,13,18,58,34
PA3692,145,83,115,129,7,7,8,12,38,29
PA1631,4,3,6,7,8,14,15,30,133,56
PA1447,5,2,6,7,5,4,24,40,86,77
PA0013,5,2,6,7,2,5,6,12,5,4
PA2626,16,7,12,19,3,6,33,50,39,40
PA5112,104,80,96,103,2,7,9,9,35,27
PA5072,11,1,2,1,7,16,10,18,48,37
PA5563,57,31,31,29,4,5,8,8,25,32
PA0585,2,8,1,0,3,9,116,193,211,103
PA4775,26,10,4,15,1,2,24,34,31,20
PA2461,52,15,18,21,42,37,121,164,321,387
PA1449,4,3,1,0,10,13,111,163,149,155
PA0102,49,25,48,37,3,3,13,20,59,37
PA0754,7,7,9,12,10,11,44,51,59,34
PA3711,8,6,8,13,38,46,56,80,83,58
PA4720,9,5,9,12,7,17,4,7,2,1
PA5177,10,4,7,14,0,3,55,84,198,122
PA1292,15,5,9,20,7,17,15,16,53,38
PA5312,194,149,182,180,40,44,3,8,2,1
PA4270,3610,1876,2069,2198,253,349,20564,34560,30578,32607
PA5182,19,10,8,8,0,6,390,584,683,466
PA4504,19,10,6,10,8,17,5,4,17,23
PA1549,15,9,16,16,14,11,9,12,7,5
PA2779,15,9,19,13,21,27,39,41,46,30
PA4236,973,791,878,937,1,1,3,2,16,14
PA0625,97,69,92,88,33,63,37,29,92,73
PA1663,33,19,16,17,14,13,5,4,20,20
PA2407,2,6,1,0,12,14,13,14,8,10
PA4157,5,2,1,0,15,12,15,13,8,11
PA1563,11,8,1,8,14,12,14,14,51,33
PA1539,5,2,0,1,13,4,5,11,30,27
PA3241,2,4,3,9,14,20,47,61,76,33
PA0682,4,6,0,3,99,101,11,21,53,40
PA4352,225,156,128,160,96,137,25,19,64,54
PA3622,560,311,341,329,2,0,10,10,42,24
PA1388,2,6,7,7,17,20,70,105,227,165
PA5424,26,23,18,13,14,21,8,12,38,28
PA4810,27,13,26,23,7,3,30,49,111,82
PA2372,15,11,4,10,158,213,17,15,50,42
PA3588,1,2,5,3,3,7,17,33,24,19
PA5016,493,249,347,419,5,5,8,5,24,25
PA0807,1,2,4,4,2,8,11,23,55,42
PA3351,96,59,53,59,3,6,70,106,103,87
PA2683,5,3,7,7,11,18,64,75,172,143
PA4729,37,15,15,18,3,10,69,76,89,64
PA5321,2,1,5,3,34,34,183,264,540,403
PA3302,42,19,33,38,5,6,29,54,104,96
PA1106,9,7,4,3,1,4,6,5,22,22
PA3296,2,1,4,4,2,0,43,58,64,38
PA4692,14,12,13,21,2,0,24,43,84,82
PA1618,2,1,3,5,42,59,10,10,40,25
PA3023,9,7,3,4,2,6,124,171,186,148
PA1204,2,1,2,6,7,13,1,2,12,12
PA4656,25,16,17,8,3,2,39,62,115,121
PA0819,3,0,6,2,63,86,8,6,29,22
PA3482,108,40,86,78,0,1,15,26,61,50
PA0046,29,8,11,10,19,19,124,189,212,145
PA3847,3,0,4,4,3,5,5,9,5,1
PA1277,3,0,3,5,28,25,32,28,78,72
PA3720,3,0,3,5,38,34,131,222,216,190
PA5119,1159,771,966,1010,10,9,43,56,58,42
PA5219,10,6,6,1,91,103,32,43,35,37
PA5436,235,125,180,197,18,14,29,40,109,61
PA3698,8,8,9,14,12,20,48,68,137,129
PA1671,6,1,0,1,6,4,46,111,63,64
PA4433,345,113,137,156,1,7,84,131,134,105
PA4582,15,12,17,18,52,76,186,226,512,354
PA1163,6,4,3,0,8254,9634,10,16,44,34
PA2032,10,6,2,5,33,43,43,49,109,107
PA0732,22,20,27,24,32,58,299,453,451,440
PA0975,44,15,20,18,0,2,28,32,81,69
PA5170,2946,1993,2376,2657,0,2,30,37,36,27
PA5232,204,155,130,142,6,9,27,54,116,79
PA0990,11,5,2,5,18,11,12,18,12,10
PA4591,1486,837,879,931,15,14,245,319,391,272
PA4389,53,39,54,49,5,5,14,10,43,30
PA4649,7,3,3,0,5,7,8,8,5,3
PA1217,7,3,3,0,18,29,5,13,31,29
PA0629,7,3,3,0,5,7,409,581,549,631
PA0263,7,3,2,1,8,4,2,5,17,17
PA2718,7,3,2,1,84,99,37,58,58,38
PA2541,3,6,5,10,322,523,13,16,13,8
PA4066,11,4,6,0,11,12,261,373,442,308
PA2378,4,5,7,8,400,509,9,10,36,26
PA2038,4,5,7,8,90,112,44,65,130,121
PA4294,4,5,6,9,36,43,546,887,752,873
PA1738,4,5,5,10,23,27,93,114,230,219
PA3367,7,3,1,2,356,428,51,67,139,130
PA0446,40,17,14,23,4,9,73,99,121,67
PA4763,16,13,17,20,147,169,17,25,62,50
PA1707,7,3,0,3,2,3,7,10,3,6
PA5041,74,30,56,59,19,14,144,214,370,383
PA0550,7,2,10,5,120,138,129,165,185,150
PA3461,7,2,8,7,82,115,24,39,39,20
PA3225,7,2,6,9,12,17,105,215,127,165
PA4529,35,14,11,20,849,1432,23,40,34,25
PA4462,179,86,109,89,7,7,33,49,44,37
PA4936,21,9,19,19,0,0,181,221,242,224
PA5474,59,37,32,35,244,277,7,12,5,6
PA5471,15,8,4,8,126,122,35,52,51,36
PA3515,12,2,4,1,136,128,13,13,45,32
PA1004,54,20,20,29,42,52,9,8,35,22
PA5207,17,13,13,4,25,46,77,76,94,71
PA3141,283,121,159,133,153,214,123,230,205,193
PA4731,22,8,7,10,97,100,150,218,226,201
PA1370,61,54,45,37,6,8,1,3,14,12
PA2624,662,376,508,555,9,21,19,14,88,38
PA2236,8,2,1,2,6,8,19,54,103,82
PA0604,15,12,6,9,4,5,77,97,107,84
PA1571,19,12,18,21,6,6,54,79,178,121
PA0840,23,11,6,14,3,2,21,33,23,26
PA0342,26,16,11,15,4,3,8,6,33,17
PA2678,10,3,0,5,68,86,21,25,59,60
PA5051,140,69,114,108,85,112,13,22,46,50
PA2637,38,20,15,23,8,7,24,25,31,8
PA1493,73,39,57,66,1,4,31,23,91,55
PA2399,26,12,12,11,6,9,3,8,23,20
PA5305,10,9,8,19,41,52,80,99,125,73
PA1042,11,2,3,2,93,102,3,0,16,7
PA2679,1,3,6,3,2,3,164,253,728,373
PA0232,1,3,6,3,25,46,2,1,14,9
PA0953,28,14,9,17,13,19,15,15,52,33
PA4532,12,8,6,4,0,1,7,11,37,22
PA2071,56,51,36,40,4,1,23,42,92,67
PA1119,6,4,8,8,6,10,18,29,63,58
PA5493,148,69,76,85,10,6,10,6,34,20
PA5200,40,16,24,48,13,19,163,238,251,219
PA4786,12,8,3,7,7,10,13,12,47,27
PA4593,3,1,6,3,4,5,423,623,1551,873
PA3958,3,1,3,6,15,18,72,128,128,97
PA2481,18,15,17,24,697,866,10,17,34,44
PA0903,146,72,87,75,2,9,4,3,21,12
PA4371,11,13,5,8,19,21,3,7,16,24
PA3163,40,23,23,19,14,20,64,171,80,90
PA1677,10,10,12,15,419,556,32,58,52,40
PA3010,37,22,21,18,146,169,15,17,57,32
PA3108,113,66,83,108,92,97,18,14,13,12
PA0044,42,30,24,25,12,8,565,824,859,831
PA2042,12,3,20,7,163,193,67,99,220,143
PA3165,59,39,34,35,10,12,48,135,33,74
PA3784,21,14,10,11,23,17,180,239,282,212
PA3054,53,33,53,43,13,22,1,4,17,11
PA3272,13,11,7,6,15,12,63,99,114,45
PA5254,21,10,10,8,10,9,23,49,35,36
PA0836,67,55,66,67,5,1,1,6,20,13
PA4612,11,7,18,8,23,26,187,270,275,266
PA1510,32,19,14,19,124,201,9,21,17,5
PA0922,22,5,6,8,8,14,40,77,68,57
PA1390,9,2,9,8,8,15,22,18,20,14
PA5554,2815,1488,1690,1690,18,10,11,17,48,32
PA5453,69,43,46,34,2,7,1,0,10,7
PA0407,67,31,50,58,8,3,10,18,7,14
PA2223,23,8,12,6,20,25,86,108,220,196
PA4244,763,328,394,423,11,11,12,18,46,38
PA0915,0,0,0,4,11,11,318,519,502,511
PA0041,136,71,74,80,3,3,28,40,112,59
PA0782,531,322,311,352,6,3,30,33,76,76
PA5173,1329,728,996,1089,10,12,11,13,43,28
PA0820,95,48,44,60,13,11,35,30,87,69
PA1807,28,31,34,34,13,10,12,9,34,30
PA3430,16,8,8,5,32,41,1123,1849,3458,2484
PA2776,43,22,29,45,4,2,7,12,32,28
PA4953,37,23,17,23,14,17,18,20,17,15
PA2959,33,23,17,20,7,8,495,744,1302,1547
PA0937,42,22,20,23,1,2,4,10,28,21
PA1548,3,5,1,1,5,4,209,326,301,338
PA3068,1081,809,956,964,4,2,81,122,122,108
PA1582,115,51,67,55,3,8,32,41,104,69
PA4390,16,7,13,17,2,4,12,14,43,32
PA4558,61,41,51,61,3,3,38,30,34,22
PA0049,3,5,0,2,26,24,2,4,18,12
PA2525,1,4,4,6,2,4,101,249,148,146
PA3466,30,7,12,7,2,4,0,4,13,12
PA0510,7,5,5,13,9,4,16,30,57,60
PA1719,12,5,1,7,1,5,504,735,735,778
PA3786,9,3,11,7,614,718,11,15,46,29
PA5421,9,3,10,8,3,3,101,153,276,258
PA3729,244,138,120,172,3,10,9,13,14,1
PA2851,357,128,177,152,554,633,6,8,4,3
PA3395,0,2,1,6,2,1,5,4,26,11
PA1940,40,20,21,19,3,3,48,42,40,44
PA4587,456,400,429,447,3,3,25,33,72,69
PA1485,3,2,7,3,8,11,3,2,14,13
PA5481,3,2,5,5,16,13,3,4,17,15
PA4966,3,2,5,5,39,48,43,81,82,53
PA1457,167,104,116,89,13,14,14,18,43,44
PA1602,3,2,4,6,10,4,41,80,62,67
PA3656,1101,398,504,532,6,7,32,44,103,75
PA4793,25,16,22,27,1,2,64,114,210,173
PA1772,49,37,36,61,620,758,8,10,5,6
PA0672,4,1,5,5,3,0,21,22,64,46
PA1120,4,1,4,6,118,151,187,311,342,257
PA1181,43,13,17,18,10,13,56,53,58,57
PA4174,4,4,2,0,4,11,49,54,61,48
PA0717,4,4,1,1,69,83,12,26,57,43
PA2862,4,4,1,1,3,5,15,12,43,33
PA2735,249,107,139,125,19,15,17,40,32,19
PA4079,12,9,8,3,43,56,40,57,144,80
PA5455,53,22,40,44,4,1,8,15,68,26
PA4333,128,73,75,75,10,11,72,66,198,122
PA5372,39,17,17,20,4,14,27,20,22,14
PA3253,5,0,0,0,4,2,26,47,88,83
PA4448,32,13,29,24,7,1,14,21,52,41
PA2104,16,9,15,17,8,9,668,962,1700,1532
PA1945,6,5,1,3,42,68,70,103,87,108
PA3913,14,11,11,21,68,83,81,99,224,160
PA5234,10,6,16,7,9,10,2,8,24,15
PA1524,8,5,10,9,18,27,90,160,317,208
PA5097,5,3,2,0,11,30,29,31,83,61
PA4563,52,20,30,14,6,4,35,45,42,40
PA1433,20,6,14,19,0,3,419,565,623,582
PA4264,914,334,451,414,89,128,20,14,16,6
PA2736,24,12,9,13,8,13,22,28,79,45
PA4958,21,23,25,27,16,33,53,61,59,64
PA0992,16,10,14,19,5,5,130,177,198,164
PA4980,0,1,4,1,41,40,98,145,162,121
PA0643,51,31,44,47,3,2,6,6,31,13
PA3702,19,8,12,22,40,39,62,59,141,124
PA3365,11,3,3,3,5,10,16,15,50,34
PA3349,498,330,321,326,2,0,30,47,46,33
PA1487,4,1,2,8,4,3,10,18,11,11
PA1128,4,0,8,2,7,11,4,7,16,25
PA4272,2420,945,1218,1206,24,30,6,4,19,19
PA3429,0,1,1,4,4,3,89,108,132,94
PA3544,0,1,1,4,4,3,22,33,33,20
PA3260,0,1,1,4,4,3,10,17,13,8
PA3020,16,11,18,16,273,315,0,2,12,7
PA2302,28,31,15,23,2,5,556,531,593,582
PA2960,27,9,9,13,1,6,88,151,247,251
PA0647,9,5,10,10,5,18,70,109,183,210
PA2229,6,2,2,0,7,9,160,240,278,203
PA4057,6,2,2,0,1,7,17,19,70,33
PA5438,29,20,13,19,3,3,13,28,64,41
PA1584,647,323,378,380,12,8,0,1,8,8
PA0504,19,18,9,14,16,10,228,268,363,237
PA3341,36,26,28,12,205,275,32,43,50,27
PA1597,5,9,9,11,68,61,39,65,113,118
PA5299,5,9,11,9,3,7,27,35,84,63
PA0344,1,0,4,1,50,51,26,34,84,59
PA2450,1,0,3,2,2,0,150,222,242,204
PA0581,6,2,1,1,29,23,5,5,24,14
PA0186,6,2,1,1,109,112,10,11,33,29
PA2917,1,0,2,3,6,6,1,11,21,26
PA3965,18,15,11,9,4,1,59,74,92,56
PA5393,11,10,9,2,3,8,38,57,40,60
PA2880,6,2,0,2,29,32,31,51,99,88
PA0540,6,2,0,2,12,6,205,314,596,450
PA2490,6,2,0,2,23,18,7,14,27,35
PA1835,3,3,6,5,3,2,9,15,10,8
PA0130,228,211,209,252,38,62,266,318,418,294
PA1097,178,96,93,115,102,154,4,1,18,8
PA5183.1,118,67,78,60,35,44,173,221,265,209
PA4663,3,3,3,8,26,27,25,33,31,26
PA0258,13,14,12,22,76,108,148,276,246,245
PA4753,16,5,3,8,19,40,46,51,61,43
PA3654,56,42,36,34,263,380,3,6,2,1
PA1180,53,26,28,27,3,9,8,14,11,5
PA4354,5,1,7,4,446,608,243,323,435,258
PA3712,14,14,18,17,0,2,4,4,19,14
PA2755,121,60,102,89,84,99,175,258,291,234
PA0158,71,50,45,43,5,2,57,78,142,148
PA5374,71,35,34,42,86,121,182,267,350,197
PA1078,19,10,20,16,3,5,13,17,64,28
PA4594,17,8,7,7,5,3,87,138,148,116
PA0330,18,11,8,9,4,4,113,189,199,162
PA4648,18,11,8,9,3,5,25,26,33,16
PA5053,39,23,18,24,104,115,252,364,381,374
PA2820,37,16,15,20,5,3,15,12,42,32
PA4361,45,21,22,23,4,8,10,13,42,24
PA4850,9,2,2,2,4,4,78,101,112,94
PA3801,63,36,55,53,2,0,23,47,34,38
PA4768,11,4,9,12,15,11,4,2,16,12
PA4133,447,515,332,319,34,38,16,31,73,43
PA5362,75,20,28,29,59,60,5,5,3,1
PA2742,479,217,277,257,697,805,3,3,14,14
PA0586,121,101,82,86,35,22,3,7,2,2
PA3800,134,81,79,83,23,33,19,23,60,45
PA1969,7,1,0,2,13,9,6,11,32,21
PA2573,24,26,23,36,54,60,50,58,53,65
PA0608,19,6,6,8,25,29,9,10,6,7
PA3330,9,20,8,4,0,2,2,4,14,14
PA1010,55,45,61,48,3,2,81,92,118,81
PA2685,100,34,73,74,54,58,30,35,85,66
PA4751,691,353,528,527,4,8,23,15,15,11
PA3111,9,7,12,10,58,48,28,36,20,40
PA2298,8,8,9,13,2,0,4,7,2,3
PA0906,11,4,6,16,7,11,62,75,139,153
PA0749,7,8,4,3,2,3,19,18,49,45
PA1414,146,92,121,127,4,5,16,20,24,8
PA4654,22,7,7,10,3,6,2,2,12,11
PA4505,16,18,8,13,5,4,8,9,5,6
PA2616,138,96,112,132,4,5,43,45,55,39
PA4134,13,13,7,8,4,5,3,9,3,3
PA5422,24,10,18,23,2,7,6,6,4,2
PA5456,29,26,16,21,4,5,6,4,23,14
PA4191,5,2,8,4,426,594,4,11,6,3
PA5114,17,16,18,22,18,17,5,10,4,5
PA2136,7,0,6,6,11,8,44,65,54,66
PA3047,24,11,20,22,11,18,8,8,3,7
PA4268,721,281,366,361,17,19,4,10,4,4
PA2059,0,0,4,0,24,25,8,12,35,24
PA2819,56,13,20,19,0,2,6,7,4,3
PA3629,110,57,89,87,133,163,6,9,4,5
PA1244,70,58,64,73,4,3,81,144,144,122
PA4732,154,72,88,83,7,2,8,5,3,4
PA4476,109,61,65,62,32,29,5,6,17,22
PA5201,66,26,27,38,2,0,63,54,71,40
PA4874,22,15,19,25,2,0,5,6,18,21
PA0387,19,11,13,5,8,19,10,31,62,43
PA3623,332,183,194,207,2,8,13,15,10,13
PA1606,24,7,13,1,6,4,0,2,10,8
PA4282,65,35,35,37,60,75,7,8,29,19
PA3145,110,66,60,72,2,8,20,41,79,64
PA0260,113,73,58,82,5,5,10,15,31,38
PA5440,27,13,21,26,3,7,112,188,192,169
PA2530,4,4,9,4,13,17,6,8,31,15
PA4827,4,4,7,6,3,4,96,142,146,136
PA3923,36,38,40,42,4,6,18,20,58,38
PA1815,18,8,4,11,4,6,16,18,58,30
PA3634,5,3,7,6,25,34,107,213,350,300
PA3706,5,3,4,9,3,1,35,53,63,32
PA4384,10,9,8,2,33,43,19,35,60,77
PA3308,33,18,14,20,257,302,642,876,1053,855
PA0847,10,9,5,5,15,14,48,85,85,66
PA0709,1,1,5,1,0,1,13,21,13,17
PA4048,14,6,12,14,5,8,53,47,117,101
PA3148,331,243,238,212,47,90,5,25,51,37
PA0579,68,14,25,19,3,6,6,17,32,33
PA3890,1,1,2,4,3,8,5,14,47,20
PA5145,1,1,2,4,7,4,103,107,148,62
PA5136,20,6,7,8,13,12,31,48,45,39
PA3646,79,29,64,54,6,11,23,28,87,43
PA4765,39,21,20,21,11,15,132,354,241,166
PA4544,23,19,27,22,5,6,29,37,24,42
