Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS32415,6699,5532,4624,6255,4186,4802
CIA_RS32420,5686,6552,6161,9880,7992,10183
CIA_RS32425,293,180,172,344,207,287
CIA_RS32430,95,105,59,96,66,50
CIA_RS09365,6570,3982,6935,16876,16387,17927
CIA_RS32435,102,86,46,99,66,87
CIA_RS32440,320,244,122,233,183,204
CIA_RS32445,496,401,282,524,271,415
aspA,3181,2484,1674,3153,1235,2116
CIA_RS32455,1377,1069,590,816,683,641
CIA_RS32460,4164,3537,2968,4042,3419,3682
CIA_RS32465,76,87,69,234,69,129
CIA_RS32470,255,200,213,332,140,202
CIA_RS32475,510,756,431,1166,2093,1651
CIA_RS32480,411,410,333,1034,1048,1244
CIA_RS09370,370,559,456,1346,717,948
CIA_RS32485,1553,924,839,1961,1097,1651
CIA_RS32490,516,463,401,1090,763,1173
CIA_RS32495,142,109,122,398,342,442
CIA_RS32500,88,51,48,116,96,123
CIA_RS32505,287,263,261,645,374,493
CIA_RS32510,24,8,28,82,52,70
CIA_RS32515,96,102,85,264,159,194
glyA,98,80,82,178,103,153
CIA_RS32525,208,147,172,423,139,228
CIA_RS32530,359,398,210,473,152,267
CIA_RS09375,1663,1460,2172,4269,2257,3874
CIA_RS32535,741,535,276,451,194,304
CIA_RS32540,331,243,211,496,211,342
CIA_RS32545,257,244,229,394,260,425
CIA_RS32550,1401,801,656,1187,499,716
CIA_RS32555,1120,652,420,778,418,386
CIA_RS32560,235,138,98,145,109,137
CIA_RS32565,294,287,223,362,240,330
CIA_RS32570,422,401,250,470,381,390
CIA_RS32575,269,342,264,443,313,397
CIA_RS32580,262,353,297,515,244,404
CIA_RS09380,3287,2820,3671,7025,6194,6637
CIA_RS32585,253,266,176,402,239,345
CIA_RS32590,31,83,29,48,42,54
CIA_RS32595,58,74,35,38,23,27
CIA_RS32600,109,137,63,141,94,118
CIA_RS32605,314,256,260,503,247,368
CIA_RS32610,145,122,86,205,124,139
CIA_RS32615,105,65,79,213,109,157
CIA_RS32620,30,18,16,40,28,36
CIA_RS32625,247,176,128,262,108,156
CIA_RS32630,129,100,77,111,74,105
CIA_RS09385,1363,1119,1512,3999,3500,3843
CIA_RS32635,67,27,65,110,75,83
CIA_RS32640,19,16,4,30,13,13
CIA_RS32645,72,108,23,68,41,49
CIA_RS32650,145,131,69,132,44,91
CIA_RS32655,55,77,53,190,78,170
CIA_RS32660,30,31,26,99,37,71
CIA_RS32665,19,22,10,26,24,32
CIA_RS32670,20,13,7,31,13,18
CIA_RS32675,42,25,10,25,7,17
CIA_RS32680,135,167,105,238,74,111
CIA_RS09390,442,511,404,1247,1023,1287
CIA_RS32685,98,58,52,116,73,76
CIA_RS32690,301,155,91,151,63,99
CIA_RS32695,1049,809,775,924,614,842
CIA_RS32700,373,300,172,456,252,359
CIA_RS32705,472,384,372,1050,677,926
CIA_RS32710,315,255,321,655,346,492
CIA_RS32715,300,328,238,527,430,501
CIA_RS32720,200,253,186,494,299,426
CIA_RS32725,214,160,165,418,167,248
CIA_RS32730,787,717,534,1026,505,775
CIA_RS09395,1185,1206,1414,3482,3287,4285
CIA_RS32735,1237,936,617,1062,664,979
CIA_RS32740,408,248,210,507,265,344
CIA_RS32745,337,402,317,810,599,725
CIA_RS32775,448,508,449,991,507,734
CIA_RS32780,542,520,471,1021,639,805
CIA_RS09400,1256,1518,1188,3184,2568,2956
CIA_RS32785,465,395,321,670,268,480
CIA_RS32790,363,340,224,483,367,492
CIA_RS32795,943,596,472,964,473,652
CIA_RS32800,723,552,363,706,381,629
CIA_RS32805,1646,1159,809,2239,1024,1775
CIA_RS32810,759,662,496,1033,597,905
CIA_RS32815,609,487,322,667,405,579
CIA_RS32820,517,440,492,1219,744,1131
CIA_RS32825,1405,1157,791,2272,1675,2286
ubiA,1916,1470,1032,2433,2351,2488
CIA_RS07080,198,123,164,417,251,366
CIA_RS09405,743,709,562,1191,708,1030
CIA_RS32835,664,652,459,760,816,829
CIA_RS32840,1558,1026,832,1581,1061,1348
CIA_RS32845,187,276,205,487,393,452
CIA_RS32850,59,78,65,105,104,103
glcF,178,210,184,409,257,346
CIA_RS32860,112,110,156,354,171,257
CIA_RS32865,201,173,131,328,178,196
CIA_RS32870,883,729,556,1465,837,1241
CIA_RS32875,737,682,523,1049,647,826
CIA_RS32880,1697,1200,1083,2823,2578,3499
CIA_RS09410,124,106,83,254,238,296
CIA_RS32885,1228,1065,877,2491,1941,2535
CIA_RS32890,5557,3820,2634,4915,4065,4711
CIA_RS32895,849,649,639,2000,1483,2047
CIA_RS32900,355,286,344,1057,946,1197
CIA_RS32905,387,158,143,308,199,294
CIA_RS32910,162,124,74,159,127,183
CIA_RS32915,140,224,120,181,148,160
CIA_RS32920,570,377,266,434,285,339
CIA_RS32925,392,366,270,574,444,451
CIA_RS32930,2625,2036,1442,2672,1348,1909
CIA_RS09415,382,172,135,244,190,263
CIA_RS32935,266,172,184,414,149,321
CIA_RS32940,288,291,203,500,255,428
CIA_RS32945,589,427,285,478,331,316
rph,643,553,406,854,602,663
CIA_RS32955,398,337,173,383,300,276
CIA_RS32960,1070,790,736,1937,1215,1726
pyrE,878,372,312,690,302,579
CIA_RS32970,761,469,329,650,307,560
CIA_RS32975,344,280,235,586,230,431
CIA_RS32980,50,43,19,79,45,52
CIA_RS09420,950,795,680,1401,886,1241
CIA_RS32985,162,170,91,337,245,295
CIA_RS32990,57,63,54,149,127,120
CIA_RS32995,296,193,134,413,204,338
CIA_RS33000,511,441,257,536,323,457
CIA_RS33005,1009,1024,896,1856,1237,1886
CIA_RS33010,3303,2767,2396,5612,3649,5314
CIA_RS33015,168,193,134,365,291,287
CIA_RS33020,489,437,381,1065,671,806
CIA_RS33025,225,222,117,213,131,215
CIA_RS33030,734,713,587,901,611,734
CIA_RS09425,895,903,703,1084,618,936
rpmB,650,904,626,1296,830,841
rpmG,255,458,190,357,436,302
CIA_RS33045,121,118,85,204,110,146
CIA_RS33050,897,745,566,1167,588,906
CIA_RS33055,2835,2228,1351,2845,1941,2768
CIA_RS33060,432,351,202,269,166,263
CIA_RS33065,634,633,320,835,427,638
CIA_RS33070,353,289,184,406,249,338
CIA_RS33075,1336,854,551,1145,605,976
CIA_RS33080,3448,3150,2924,6069,3608,4899
CIA_RS09430,568,531,408,685,396,524
CIA_RS33085,1113,1418,1309,2839,3393,3001
CIA_RS33090,674,560,663,1056,762,1097
CIA_RS33095,1966,1632,1299,3127,1719,2201
CIA_RS33100,208,202,142,394,228,240
alr,366,230,222,371,210,360
CIA_RS33110,1931,1594,1260,2650,1681,2362
CIA_RS33115,468,242,262,686,469,692
CIA_RS33120,867,712,551,1572,1094,1619
CIA_RS33125,390,413,300,666,365,538
CIA_RS33130,605,524,420,863,666,929
CIA_RS09435,742,791,525,1062,585,786
CIA_RS33135,526,510,375,969,582,804
CIA_RS33140,1191,986,685,1079,634,907
CIA_RS33145,675,590,386,651,473,536
CIA_RS33150,315,528,199,456,461,410
CIA_RS33155,883,939,682,1559,864,1269
CIA_RS33160,578,540,417,909,628,922
CIA_RS33165,531,454,362,897,474,715
CIA_RS33170,56,53,43,113,68,86
CIA_RS33175,6367,4312,3693,7981,4175,6468
CIA_RS33180,725,570,400,670,366,522
CIA_RS09440,346,285,252,537,282,415
CIA_RS33185,527,446,308,1147,510,1087
CIA_RS33190,1140,1185,995,2433,1289,2172
CIA_RS33195,161,141,117,349,224,311
CIA_RS33200,455,373,294,680,551,660
CIA_RS33205,171,224,119,240,171,265
CIA_RS33210,162,149,128,305,161,244
CIA_RS33215,279,161,175,384,201,294
CIA_RS33220,432,352,279,445,335,398
CIA_RS33225,343,223,188,426,250,356
CIA_RS33230,655,517,294,769,522,688
CIA_RS33235,78,99,120,381,240,318
CIA_RS33240,751,333,258,627,298,619
CIA_RS33245,169,138,134,476,290,421
CIA_RS33250,213,192,152,450,410,411
CIA_RS33255,1537,1225,1162,2602,1903,2433
CIA_RS33260,1708,1132,1574,4838,2617,4205
CIA_RS33265,226,184,202,421,297,342
CIA_RS33270,253,228,232,615,400,530
CIA_RS33275,252,296,236,699,358,553
CIA_RS33280,21,7,18,36,25,34
dnaE2,701,727,493,1273,905,1196
CIA_RS33285,12,32,3,16,14,21
CIA_RS33290,465,488,498,1510,1039,1349
CIA_RS33295,1854,1699,1913,5207,4124,4998
CIA_RS0106760,1926,1682,1990,5993,4810,5224
CIA_RS33300,1415,1007,742,1505,744,1108
CIA_RS33305,1553,1294,1528,5859,5340,6985
CIA_RS33310,1909,1324,939,2098,2660,2734
CIA_RS33315,1106,941,656,1159,912,1136
CIA_RS33320,1089,674,640,1981,1272,2145
CIA_RS33325,1553,1177,903,1869,1246,1788
CIA_RS07085,56,18,26,75,48,55
CIA_RS09455,228,289,162,349,358,374
CIA_RS33330,1792,1350,818,1745,1017,1571
CIA_RS33335,191,223,143,366,226,263
CIA_RS33340,918,828,820,2038,730,1412
CIA_RS33345,437,520,267,731,591,654
CIA_RS33350,2912,2640,2481,6403,4215,6005
CIA_RS0106765,415,385,296,306,342,334
CIA_RS33355,11132,8226,5302,9520,3851,7670
CIA_RS33360,8054,5599,3291,6179,1712,4627
CIA_RS33365,774,685,400,982,658,900
CIA_RS33370,1051,878,634,1610,829,1279
CIA_RS09460,282,201,172,384,197,346
CIA_RS33375,147,139,131,295,198,290
CIA_RS33380,688,657,396,993,571,762
CIA_RS33385,347,268,219,433,269,398
CIA_RS33390,139,163,114,198,114,213
CIA_RS33395,566,363,311,834,624,857
CIA_RS33400,132,112,113,309,229,245
CIA_RS33405,1767,1692,1451,3033,1534,2335
CIA_RS33410,3689,3323,2508,4276,1810,3127
CIA_RS33415,2629,2134,2377,4574,1517,3574
CIA_RS33420,1016,997,605,1218,1001,1316
CIA_RS09465,621,574,377,665,386,506
rho,1591,1667,1469,4833,2798,4160
CIA_RS33430,356,412,303,842,490,668
CIA_RS33435,439,362,281,561,186,360
CIA_RS33440,846,636,453,730,218,461
glpT,612,597,342,711,425,538
CIA_RS33450,368,318,219,1072,727,1249
CIA_RS33455,249,219,202,347,196,339
CIA_RS33460,2769,1778,1402,1851,665,1203
CIA_RS33465,2015,1766,1191,1612,954,1328
CIA_RS33470,1143,1006,713,1142,809,1008
CIA_RS09470,297,279,187,412,216,347
CIA_RS33475,1068,1011,1000,1438,912,1362
CIA_RS33480,710,732,420,831,453,615
CIA_RS33485,246,359,281,607,510,597
CIA_RS33490,2659,2116,2210,4730,1685,3097
CIA_RS33495,274,175,144,393,288,334
CIA_RS33500,697,606,405,835,451,625
CIA_RS33505,906,825,401,607,370,479
CIA_RS33510,282,253,182,270,168,225
CIA_RS33515,2675,2384,1326,1484,941,1107
CIA_RS33520,6713,4911,3477,5854,3541,4613
CIA_RS09475,437,403,239,366,260,280
CIA_RS33525,3873,2897,1798,3187,1541,2304
CIA_RS33530,453,317,218,338,224,277
CIA_RS33535,1104,668,595,1161,384,628
CIA_RS33540,903,614,399,800,490,692
CIA_RS33545,2927,1479,1313,2608,1159,1898
CIA_RS33550,2927,1071,1412,2623,751,1684
CIA_RS33555,4932,3714,3295,7401,6280,8233
CIA_RS33560,6644,5533,5967,17851,29204,25013
CIA_RS33565,855,806,489,602,554,535
CIA_RS33570,4427,3232,2669,6296,3611,5110
CIA_RS09480,132,183,129,225,197,211
CIA_RS33575,1996,1722,1700,8277,8924,9865
CIA_RS33580,302,236,291,1471,1507,1947
CIA_RS33585,195,124,111,390,324,471
CIA_RS33590,1228,803,560,1242,719,1145
CIA_RS33595,581,563,394,836,723,868
CIA_RS33600,364,325,220,544,372,470
CIA_RS33605,1352,872,745,1423,765,1174
CIA_RS33610,142,112,55,51,55,56
CIA_RS33615,252,306,204,562,287,355
CIA_RS33620,439,337,337,647,258,468
CIA_RS09485,153,155,79,119,88,103
CIA_RS33625,295,323,201,299,169,267
CIA_RS33630,343,307,165,411,216,288
CIA_RS33635,254,180,151,397,344,404
CIA_RS33640,101,101,98,164,118,155
CIA_RS33645,330,214,233,425,232,365
CIA_RS33650,394,319,259,525,319,376
CIA_RS33655,174,143,146,370,212,317
CIA_RS33660,658,502,501,1316,633,977
CIA_RS33665,91,64,77,243,200,180
CIA_RS33670,118,65,94,217,84,143
CIA_RS09490,150,113,56,87,60,84
CIA_RS33675,246,231,131,270,144,175
CIA_RS33680,200,198,151,236,161,235
CIA_RS33685,722,581,447,848,537,742
CIA_RS33690,1012,712,498,839,587,750
CIA_RS33695,164,139,121,194,101,111
CIA_RS33700,232,163,163,338,262,337
CIA_RS33705,358,394,431,788,355,655
CIA_RS33710,228,292,198,317,377,240
CIA_RS33715,465,542,342,750,882,743
CIA_RS33720,2237,2080,2182,8974,9042,9569
CIA_RS09495,30,18,16,32,26,35
CIA_RS33725,1725,1033,2459,7387,4886,6024
CIA_RS33730,271,227,161,618,430,564
CIA_RS33735,4601,3994,2890,6492,8223,7163
CIA_RS33740,706,464,382,1043,743,1005
CIA_RS33745,385,294,222,497,445,508
CIA_RS33750,728,449,272,426,286,420
CIA_RS33755,2040,1518,1021,1676,835,1341
CIA_RS33760,2271,2246,1794,2670,2207,2650
CIA_RS33765,9035,9220,9431,14594,13721,14917
CIA_RS33770,4540,4754,5800,8310,5727,8050
CIA_RS09500,52,42,41,70,50,66
CIA_RS33775,5161,4132,3473,6133,3327,4733
CIA_RS33780,768,753,479,973,506,899
CIA_RS33785,335,270,221,390,256,418
CIA_RS33790,4734,4887,3256,7438,3877,7592
CIA_RS33795,666,571,425,606,307,493
CIA_RS33800,1528,1179,800,1457,618,946
CIA_RS33805,681,631,416,613,273,427
CIA_RS33810,1702,1472,1220,1972,821,1379
CIA_RS33815,1548,959,821,1291,481,785
CIA_RS33820,1218,889,787,1674,752,1279
CIA_RS07090,213,118,153,311,136,224
CIA_RS09505,12,20,13,39,28,28
emrB,1322,1499,1136,2030,1311,1790
CIA_RS33835,693,600,449,795,422,610
CIA_RS33840,634,513,355,648,388,483
CIA_RS33845,284,270,164,347,188,247
CIA_RS33850,148,213,138,306,192,242
CIA_RS33855,168,156,83,172,117,135
CIA_RS33860,205,212,134,184,125,157
CIA_RS33865,1445,1236,1175,2036,952,1549
CIA_RS33870,2617,1750,1703,3969,799,1885
CIA_RS09510,60,58,31,65,42,61
CIA_RS33875,188,151,92,243,112,137
CIA_RS33880,351,273,179,436,180,331
CIA_RS33890,864,779,467,611,293,420
CIA_RS33895,373,217,362,570,299,457
CIA_RS33900,999,857,630,970,517,749
CIA_RS33905,907,678,609,1181,511,843
CIA_RS33910,125,133,58,143,77,103
CIA_RS33915,52,46,27,54,23,26
CIA_RS33920,29,31,4,19,16,14
CIA_RS09515,26,22,11,30,29,31
CIA_RS33925,508,404,328,1004,597,680
hisH,287,192,146,470,217,264
CIA_RS33935,54,75,47,104,60,110
CIA_RS33940,196,156,96,247,138,195
CIA_RS33945,258,186,139,377,191,261
CIA_RS33950,227,160,169,357,239,321
CIA_RS33955,376,230,208,458,157,266
CIA_RS33960,237,234,206,359,162,243
CIA_RS33965,226,290,197,439,148,257
CIA_RS33970,109,128,62,130,66,82
CIA_RS09520,45,52,33,41,25,28
CIA_RS33975,1003,744,588,1109,523,807
CIA_RS33980,207,169,189,373,154,214
CIA_RS33985,284,309,183,428,217,286
CIA_RS33990,3858,3002,1575,2428,1725,2096
CIA_RS33995,81,64,94,216,74,98
CIA_RS34000,124,97,138,257,127,167
CIA_RS34005,228,204,242,513,179,280
CIA_RS34010,145,100,83,175,76,147
CIA_RS0106785,291,200,145,330,147,233
glnG,609,507,331,700,436,575
CIA_RS09525,18,14,6,23,7,13
CIA_RS34020,254,261,222,700,485,659
CIA_RS34025,282,290,160,269,212,241
CIA_RS34030,295,267,232,469,253,370
CIA_RS34035,427,277,273,677,446,550
CIA_RS34040,108,156,72,90,74,69
glnA,13298,12429,7982,12882,5825,8976
CIA_RS34050,232,185,192,684,361,499
CIA_RS34055,404,273,318,900,735,941
CIA_RS34060,76,58,37,199,417,360
CIA_RS34065,365,301,202,280,185,206
CIA_RS09530,176,115,60,136,104,120
CIA_RS34070,612,390,332,444,366,524
CIA_RS34075,982,966,736,1411,1248,1329
CIA_RS34080,1810,1470,1307,2289,1669,2019
CIA_RS34085,639,579,459,1509,1487,1643
CIA_RS34090,540,366,485,1404,1308,1324
CIA_RS34095,167,171,83,176,109,152
CIA_RS34100,406,356,366,1086,740,1069
CIA_RS34105,659,504,454,1191,732,1155
CIA_RS34110,1509,863,1513,1829,1354,1611
CIA_RS34115,1752,884,1738,2357,2225,2348
CIA_RS09535,119,80,46,80,44,62
CIA_RS34120,205,178,145,257,293,283
CIA_RS34125,1494,1141,1837,4074,3810,4584
CIA_RS34130,1363,835,1120,1526,1473,1720
CIA_RS34135,1085,491,933,1105,1254,1335
CIA_RS34140,4940,2479,4325,4797,4309,5050
CIA_RS34145,1036,964,983,1843,1532,1875
CIA_RS34150,1043,1160,922,1831,1977,1929
proY,319,343,357,684,566,815
CIA_RS34160,540,571,484,1630,1617,1763
CIA_RS34165,489,444,551,1587,1549,1923
CIA_RS09540,219,196,108,116,115,110
CIA_RS34170,226,217,224,622,570,657
CIA_RS34175,441,424,218,439,286,411
CIA_RS34180,443,375,288,488,344,529
CIA_RS34185,622,470,423,634,378,632
CIA_RS34190,266,273,186,536,303,420
CIA_RS34195,473,423,333,886,353,551
CIA_RS34200,526,779,518,1732,675,1047
CIA_RS34205,272,397,356,983,338,579
CIA_RS34210,502,277,221,290,171,220
CIA_RS34215,438,361,196,236,168,161
CIA_RS09545,1076,976,676,1771,858,1435
CIA_RS34220,354,389,235,417,258,394
CIA_RS34225,160,173,124,270,162,244
CIA_RS34230,129,72,43,102,57,99
CIA_RS34235,341,320,256,464,284,402
CIA_RS34240,232,215,138,353,173,241
mdoG,5086,4567,3025,5975,2925,4709
CIA_RS34250,2491,2176,1352,2389,1177,2020
CIA_RS34255,1262,1382,1024,2126,1326,1704
CIA_RS34260,251,214,142,303,121,194
CIA_RS34265,176,105,65,150,66,105
CIA_RS09550,3736,2706,1805,3919,2536,3640
CIA_RS34270,414,287,186,453,210,307
CIA_RS34275,186,144,121,311,142,202
CIA_RS34280,103,94,88,143,70,106
CIA_RS34285,327,319,194,534,239,292
tatB,185,224,191,354,371,330
tatA,2011,2064,1429,3358,2135,2777
CIA_RS34300,1140,1014,1192,2599,1298,2221
hisI,569,342,449,1144,594,1056
CIA_RS34310,390,380,262,627,309,356
CIA_RS34315,105,103,67,102,85,119
CIA_RS07095,37,29,31,41,28,43
CIA_RS09555,29,45,39,204,55,87
ubiE,136,139,101,282,178,299
CIA_RS34325,330,271,288,847,266,570
CIA_RS34330,33032,31915,18707,34089,27563,32126
CIA_RS34335,41712,30106,37743,73948,38827,66068
CIA_RS34340,760,663,555,1173,657,993
CIA_RS34345,4684,4134,3206,5730,2502,4144
CIA_RS34350,597,530,373,578,417,559
CIA_RS34355,3917,3349,3333,5334,3148,4334
CIA_RS34360,186,280,99,264,209,191
hslU,1592,1676,1530,2246,1464,2014
CIA_RS09560,54,61,54,140,51,107
CIA_RS34370,462,320,360,690,402,469
CIA_RS34375,358,358,195,378,164,231
CIA_RS34380,962,737,659,1073,507,842
CIA_RS34385,469,388,337,729,438,579
rpmE,112,111,92,181,104,131
CIA_RS34395,4851,3578,3229,5803,6124,8080
CIA_RS34400,5677,4853,4001,7876,8989,9726
CIA_RS34405,1640,1654,1858,4295,3260,4361
CIA_RS34410,5402,4391,4879,15030,8175,13060
CIA_RS34415,2199,2397,1963,4099,3071,3793
CIA_RS09565,46,60,51,93,32,53
CIA_RS34420,361,391,393,876,551,768
CIA_RS34425,796,591,747,1633,953,1253
CIA_RS34430,778,940,941,2448,1252,2090
CIA_RS34435,3420,3745,3545,7034,4383,5912
aroK,888,629,449,969,564,865
CIA_RS34445,1620,1514,1115,2698,1494,2269
CIA_RS34450,2773,2125,1419,2800,1747,2652
gltB,4428,3163,3059,5932,4782,6341
CIA_RS34460,346,480,261,641,526,578
hemE,159,84,123,297,123,183
CIA_RS09570,9,15,20,46,19,24
CIA_RS34470,89,77,50,133,62,101
CIA_RS34475,140,118,83,148,124,145
CIA_RS34480,165,165,108,281,165,187
CIA_RS34485,180,199,128,467,265,348
CIA_RS34490,331,349,180,217,116,140
CIA_RS34495,2049,1468,1026,1631,859,1132
CIA_RS34500,3237,2223,2255,2019,1012,1484
CIA_RS34505,236,210,112,260,201,207
CIA_RS34510,775,623,449,920,373,590
CIA_RS34515,678,899,507,1081,726,923
CIA_RS09575,29,12,32,64,44,40
CIA_RS34520,1077,772,462,866,515,634
CIA_RS34525,2286,2016,1508,3164,1746,2491
cvrA,292,276,291,520,270,377
CIA_RS34535,569,602,513,3395,4139,5272
CIA_RS34540,1659,1451,1151,2181,2848,3018
CIA_RS34545,2974,2116,1749,3609,2215,3314
CIA_RS34550,3645,3343,3324,8143,7320,9219
CIA_RS34555,1994,1973,1776,3293,2124,2878
aceE,6152,5249,5513,9908,4555,7588
CIA_RS34565,1840,1324,1223,2785,1207,2111
CIA_RS09580,118,95,76,183,81,126
CIA_RS34570,4316,2423,2230,4557,1838,3167
CIA_RS34575,1156,926,662,991,601,819
CIA_RS34580,751,747,523,848,473,571
CIA_RS34585,721,537,528,1058,479,702
CIA_RS34590,297,292,279,612,328,551
CIA_RS34595,192,191,155,313,211,290
CIA_RS34600,402,304,235,425,250,403
CIA_RS34605,824,498,440,830,507,703
CIA_RS34610,2349,2279,1927,3753,2164,3281
CIA_RS34615,1075,785,672,1199,953,1337
CIA_RS09585,45,31,42,116,47,72
CIA_RS34620,839,538,504,890,642,917
CIA_RS34625,1874,1956,1662,3140,2841,2997
CIA_RS34630,1450,1258,1435,3294,2586,3214
CIA_RS34635,999,829,876,2366,1818,2489
CIA_RS34640,1203,1149,901,2518,1694,2198
CIA_RS34645,298,262,182,425,238,368
CIA_RS34650,468,412,327,966,507,750
CIA_RS34655,1386,936,1244,2461,599,1321
CIA_RS34660,192,207,143,321,205,254
CIA_RS34665,409,337,153,424,235,362
CIA_RS09590,11,5,7,39,21,12
CIA_RS34670,1035,785,509,844,370,678
CIA_RS34675,170,142,77,186,100,174
CIA_RS34680,80,82,79,150,76,83
CIA_RS34685,44,30,23,112,55,105
CIA_RS34690,109,111,77,113,82,104
CIA_RS34695,178,195,83,181,90,146
CIA_RS34700,260,161,64,161,62,86
CIA_RS34705,338,305,158,225,157,188
CIA_RS34710,98,75,62,122,50,82
CIA_RS34715,255,106,93,225,97,149
CIA_RS09595,45,29,12,63,32,40
CIA_RS34720,187,126,91,160,97,124
CIA_RS34725,456,323,199,342,119,234
CIA_RS34730,420,352,194,292,167,205
CIA_RS34735,242,272,155,438,267,278
CIA_RS34740,211,176,122,221,183,162
CIA_RS34745,422,353,266,594,469,583
CIA_RS34750,203,215,167,364,183,270
CIA_RS34755,411,296,234,418,222,335
CIA_RS34760,525,653,424,709,600,565
CIA_RS34765,608,418,260,552,297,462
CIA_RS09600,28,30,10,30,27,29
CIA_RS34770,1518,988,884,1764,815,1363
CIA_RS34775,1130,1038,765,1517,859,1214
CIA_RS34780,380,330,254,747,545,707
nudF,631,396,350,811,460,741
CIA_RS34790,352,257,167,243,160,226
CIA_RS34795,144,154,62,146,92,99
CIA_RS34800,231,204,97,240,102,190
CIA_RS34805,498,412,329,729,380,612
CIA_RS34810,292,290,141,261,133,195
CIA_RS34815,358,213,149,223,123,191
CIA_RS07100,269,212,252,765,888,1064
CIA_RS09605,42,58,36,142,55,87
CIA_RS34820,2355,1745,1377,3041,1141,2224
CIA_RS34825,620,458,453,820,476,737
CIA_RS34830,133,89,65,127,49,99
CIA_RS34835,3763,2723,2635,4460,3897,4777
CIA_RS34840,1058,960,694,1145,952,1137
CIA_RS34845,1747,1665,1119,2497,1532,2200
CIA_RS34850,1424,1251,1077,2532,1912,2379
CIA_RS34855,206,173,129,327,199,314
CIA_RS34860,284,237,232,492,223,412
CIA_RS34865,621,545,388,615,523,648
CIA_RS09610,65,43,52,56,26,46
CIA_RS34870,363,340,350,934,742,1077
CIA_RS34875,332,263,216,584,277,392
CIA_RS34880,624,510,370,733,398,545
CIA_RS34885,853,919,727,1607,1191,1683
CIA_RS34890,1261,857,598,1281,929,1184
CIA_RS34895,735,539,348,592,470,526
CIA_RS34900,445,423,328,756,480,717
CIA_RS34905,1791,1337,1129,2290,1216,1883
mutL,1738,1561,903,1500,891,1161
miaA,5037,4033,5827,25862,15614,28827
CIA_RS09615,119,130,55,141,62,110
CIA_RS34920,28482,8207,9413,18535,9395,14847
CIA_RS34925,11046,7011,5334,11998,11216,11677
CIA_RS34930,5500,5199,4433,10235,5921,8715
CIA_RS34935,3072,2428,2357,4778,2379,4121
CIA_RS0106790,1449,1254,1415,3374,2736,4073
hisZ,4755,4058,3309,7156,5232,6284
CIA_RS34945,3315,2930,2127,4973,3279,4684
CIA_RS34960,5611,4843,3906,7743,4487,6637
CIA_RS09620,265,230,124,242,132,188
CIA_RS34965,818,738,508,864,628,950
CIA_RS34970,697,579,815,1984,1273,1804
rpsR,1049,752,1188,3335,1848,2838
CIA_RS34980,1045,968,1188,3078,2772,3416
rplI,335,272,347,1328,1375,1544
CIA_RS34990,944,913,1161,4569,3394,5288
alr,956,680,751,2442,2154,2883
CIA_RS35000,1928,1213,1979,5609,5968,7400
CIA_RS35005,502,541,397,925,432,678
CIA_RS35010,293,244,160,424,247,373
CIA_RS09625,250,229,150,386,385,382
CIA_RS35015,218,152,124,333,251,319
CIA_RS35020,199,144,151,649,620,883
CIA_RS35025,133,126,105,321,192,301
CIA_RS35030,425,328,237,660,481,673
CIA_RS35035,6360,6441,5552,13395,12792,13063
CIA_RS35040,281,238,162,414,378,461
nadE,779,586,364,704,566,700
CIA_RS35050,888,817,581,1723,1333,1578
CIA_RS35055,125,125,173,559,321,573
CIA_RS35060,4169,2413,1638,2314,1394,1908
CIA_RS09630,347,302,169,390,267,349
CIA_RS35065,840,741,477,528,487,474
CIA_RS35070,2395,1776,1443,3652,3163,3670
CIA_RS35075,191,185,121,241,140,170
CIA_RS35080,985,1032,1330,3021,2824,3340
CIA_RS35085,130,160,164,359,187,272
CIA_RS35090,128,129,86,320,143,226
CIA_RS35095,170,144,121,320,197,239
CIA_RS35100,200,163,116,273,166,248
CIA_RS35105,190,131,98,134,84,91
CIA_RS35110,244,226,143,359,203,253
CIA_RS09635,59,64,44,104,53,81
CIA_RS35115,117,98,72,181,90,109
CIA_RS35120,103,96,49,92,78,79
CIA_RS35125,114,135,57,167,91,106
CIA_RS35130,103,98,76,114,80,87
CIA_RS35135,108,124,77,194,81,127
CIA_RS35140,121,61,84,119,70,71
CIA_RS35145,191,138,104,228,189,223
CIA_RS35150,363,322,237,473,302,403
CIA_RS35155,142,152,107,192,126,189
CIA_RS35160,641,659,416,1056,664,827
CIA_RS09640,87,104,37,147,85,121
CIA_RS35165,335,318,125,268,145,175
CIA_RS35170,1162,833,296,395,303,288
CIA_RS35175,523,491,202,230,214,156
CIA_RS35180,274,404,198,419,379,376
CIA_RS35185,207,210,115,200,123,110
CIA_RS35190,108,185,57,100,82,64
CIA_RS35195,135,149,56,167,51,96
CIA_RS35200,207,121,69,179,96,98
CIA_RS35205,234,239,150,296,165,222
CIA_RS35210,289,192,173,517,230,376
CIA_RS09645,92,97,89,225,142,143
CIA_RS35215,103,86,63,155,58,94
CIA_RS35220,87,145,57,208,67,112
CIA_RS35225,180,306,124,324,60,92
CIA_RS35230,235,531,174,437,112,119
CIA_RS35235,790,1169,502,1051,176,303
CIA_RS35240,2477,3927,2947,4568,715,1294
CIA_RS35245,1974,1874,2787,10415,11078,12377
CIA_RS35250,1716,1593,1330,3146,2715,3055
