X,PA2504_p1_htseq,PA2504_p2_htseq,PA2504_p3_htseq,PAO1161_p1_htseq,PAO1161_p2_htseq,PAO1161_p3_htseq
PA3010,1748,1744,1688,1558,1785,1812
PA3012,153,173,182,136,182,180
PA3015,2645,2559,2737,2272,2447,2462
PA3016,143,129,162,110,129,149
PA3017,5808,5855,6433,4433,5391,6251
PA3018,351,311,314,243,269,367
PA3019,1416,1533,1530,1240,1511,1533
PA3020,4234,3757,3864,3901,3726,4024
PA3021,972,990,1026,905,942,980
PA3022,3293,3242,3463,2836,3069,3344
PA3023,685,792,820,575,780,765
PA3024,733,791,786,651,770,745
PA3025,565,632,664,526,612,630
PA3026,1023,1026,1021,793,890,1072
PA3027,1352,1308,1331,1077,1393,1235
PA3031,10421,10090,9705,8249,9992,12140
PA3031.1,24,34,40,36,36,34
PA3033,371,437,445,288,384,449
PA3034,753,891,934,606,798,959
PA3035,242,195,205,221,214,253
PA3036,33,40,46,35,36,55
PA3037,26,28,27,24,14,24
PA3038,8425,8907,7946,8410,7638,6850
PA3039,102,95,111,62,93,140
PA3040,4594,4084,4128,4747,3855,4654
PA3041,961,815,858,845,822,1101
PA3042,256,314,336,259,282,344
PA3043,2319,2036,2200,2006,1850,2402
PA3044,452,416,481,370,386,464
PA3045,160,159,146,145,172,168
PA3046,1404,1475,1495,1133,1383,1594
PA3047,1936,1621,1577,1623,1532,1702
PA3048,2737,2898,3080,2382,2828,3040
PA3051,163,122,165,143,132,137
PA3052,2993,2654,2680,2352,2313,2728
PA3053,1669,1523,1547,1337,1391,1588
PA3054,1022,951,945,968,888,1093
PA3055,1852,1792,1962,1240,1545,2079
PA3056,1349,1335,1473,1321,1251,1677
PA3057,363,410,473,279,362,408
PA3065,12427,10732,12046,7950,10099,12302
PA3066,30976,32531,35535,25211,31621,36539
PA3067,21589,20688,23893,16539,21297,23895
PA3069,297,325,345,221,319,338
PA3070,2563,2256,2292,2403,2215,2470
PA3071,932,709,745,698,670,846
PA3072,84,63,88,43,83,88
PA3073,238,199,209,162,166,223
PA3074,454,418,468,426,420,485
PA3075,678,652,641,589,543,665
PA3076,1129,873,964,976,845,1011
PA3077,429,311,383,357,303,403
PA3078,488,442,463,410,399,507
PA3079,6358,5325,5491,5423,4793,5701
PA3080,3255,2769,2947,2489,2543,3050
PA3081,555,518,419,555,553,548
PA3084,1172,1212,1091,1241,1084,1286
PA3085,302,383,386,317,314,393
PA3086,559,581,581,482,548,638
PA3087,990,949,1052,869,887,979
PA3088,2188,1976,1880,1980,1815,1993
PA3089,728,650,694,532,656,733
PA3089a,217,227,243,149,219,208
PA3091,1608,1699,1790,1327,1611,1813
PA3093,2579,2739,2659,2610,2435,2507
PA3094,1023,1091,1170,939,1044,1075
PA3094.1,243,250,251,220,303,266
PA3094.2,306,280,267,267,341,301
PA3094.3,5,7,3,7,8,10
PA3106,1301,1324,1219,1152,1234,1344
PA3109,866,854,946,723,856,868
PA3110,952,1229,1145,805,1128,1157
PA3116,740,749,739,611,741,759
PA3119,264,277,293,199,253,261
PA3122,346,253,315,224,225,317
PA3123,1989,2152,2213,1371,1907,2539
PA3124,3309,3192,3635,2563,3141,3699
PA3125,1038,929,975,844,857,1007
PA3127,975,982,947,861,914,984
PA3128,908,878,896,712,789,957
PA3129,177,224,196,164,198,187
PA3130,199,209,237,206,223,205
PA3131,460,562,485,395,523,490
PA3132,287,304,381,254,288,368
PA3133,316,381,378,215,302,420
PA3133.1,7,7,8,4,7,9
PA3133.2,292,311,320,164,374,353
PA3133.3,60,59,59,48,72,53
PA3133.4,255,299,299,121,295,353
PA3135,354,372,352,327,426,367
PA3136,198,185,176,175,195,190
PA3137,173,144,157,139,143,143
PA3139,6412,6589,6034,6365,6603,6580
PA3139.1,23,14,15,14,19,24
PA3140,278,296,282,287,242,316
PA3142,1545,1451,1617,1109,1460,1905
PA3143,2544,2136,2319,1894,1966,2565
PA3157,5143,5025,5012,4001,4896,5439
PA3169,641,692,701,582,742,696
PA3170,3457,3298,3363,2997,3097,3290
PA3172,1255,1134,1149,1265,1184,1256
PA3173,1009,952,866,997,972,1045
PA3174,183,209,216,211,203,201
PA3175,146,94,90,106,103,105
PA3177,824,725,775,754,671,722
PA3178,192,270,259,155,215,280
PA3179,1150,1396,1444,1110,1476,1438
PA3180,1084,1031,1114,854,1025,1177
PA3181,334,314,342,269,295,415
PA3184,1834,1685,1672,1457,1581,1653
PA3185,1268,1334,1473,927,1325,1549
PA3187,813,590,684,505,639,710
PA3188,210,154,155,116,145,161
PA3189,379,266,286,210,286,301
PA3190,1941,1554,1792,1467,1796,2168
PA3191,294,331,367,262,333,332
PA3196,649,594,616,551,555,617
PA3197,712,816,807,581,726,837
PA3198,488,563,503,391,502,570
PA3199,1523,1344,1237,1230,1246,1488
PA3200,1411,1316,1468,1080,1341,1386
PA3201,3478,2950,3247,3126,2746,3003
PA3202,923,1016,1085,865,1000,1168
PA3203,866,1023,931,821,913,1002
PA3204,883,869,885,904,953,1011
PA3205,728,701,796,575,591,732
PA3206,324,273,330,278,287,309
PA3207,163,159,163,140,139,162
PA3208,670,923,894,637,886,836
PA3209,102,95,103,75,93,87
PA3211,1091,940,1096,813,837,1145
PA3212,275,232,286,179,227,306
PA3213,721,558,618,570,535,733
PA3214,530,451,554,449,421,599
PA3215,2522,2635,2719,2186,2359,2687
PA3216,516,491,495,416,472,485
PA3219,63,42,62,41,51,59
PA3220,446,454,428,351,429,392
PA3222,191,187,205,156,174,209
PA3224,1208,968,1081,899,918,1100
PA3225,3502,3348,3401,3155,3261,3569
PA3226,874,770,799,732,731,860
PA3228,1269,1317,1350,1165,1307,1371
PA3229,386,322,348,269,314,355
PA3230,382,391,401,276,373,444
PA3231,67,61,110,55,74,84
PA3232,404,335,370,277,355,367
PA3233,778,788,770,724,747,789
PA3234,3457,3349,3205,3246,2860,2971
PA3235,1189,1519,1420,1100,1365,1331
PA3236,757,950,873,578,693,775
PA3237,2070,1638,2171,1692,1787,2331
PA3238,5279,3704,4078,4054,3701,4659
PA3239,1711,1587,1580,1295,1532,1701
PA3240,511,579,598,492,502,522
PA3241,1180,1090,1241,867,1031,1239
PA3242,540,574,574,485,563,583
PA3247,2191,2101,2100,1845,2187,2215
PA3248,735,891,1019,695,845,845
PA3249,173,169,187,119,207,184
PA3250,1947,1869,1778,1731,1736,1976
PA3251,301,218,180,245,212,229
PA3252,103,100,67,93,72,106
PA3253,130,111,100,85,94,107
PA3254,351,333,333,363,305,375
PA3255,334,321,326,280,294,368
PA3256,1899,2729,2942,1823,2685,2833
PA3258,201,135,164,158,137,178
PA3259,1723,1934,2188,1530,1742,1902
PA3260,2327,2961,3083,1843,2726,2865
PA3261,681,837,846,540,797,822
PA3262,6738,7889,7637,7045,7053,8221
PA3262.1,191,129,140,178,180,126
PA3262.2,5,2,1,1,3,0
PA3263,1201,1248,1151,1251,1313,1260
PA3264,470,407,485,359,416,462
PA3265,181,182,189,153,179,190
PA3267,1464,1337,1504,1218,1335,1453
PA3268,585,517,504,515,505,524
PA3269,682,624,699,618,563,645
PA3270,2333,2307,2428,1715,2239,2256
PA3271,2227,1925,2211,1799,1810,2118
PA3272,2071,2153,2448,1584,1927,2188
PA3273,88,104,134,101,122,124
PA3274,73,67,62,33,58,64
PA3275,37,35,47,26,59,51
PA3276,130,146,151,120,157,159
PA3277,454,488,541,367,444,563
PA3278,350,344,348,255,334,431
PA3281,356,304,374,303,343,404
PA3282,14,19,14,14,26,19
PA3283,55,44,47,32,42,35
PA3284,41,44,48,52,56,60
PA3285,1181,1251,1329,954,1228,1378
PA3286,6007,5879,5574,5355,5476,6104
PA3287,468,381,417,331,356,479
PA3288,609,728,738,521,621,761
PA3289,350,366,434,284,330,415
PA3290,2124,2191,2325,1770,2003,2382
PA3291,128,136,134,122,111,148
PA3292,100,101,73,93,71,70
PA3293,55,35,62,42,50,44
PA3294,66,57,65,65,57,76
PA3295,1503,1480,1354,1360,1383,1543
PA3297,1705,1852,1849,1547,1822,1746
PA3298,12,6,5,7,4,11
PA3301,1746,1597,1705,1403,1545,1679
PA3302,3478,3216,3266,3072,2688,3631
PA3303,491,462,433,373,386,477
PA3303a,0,0,0,0,0,0
PA3304,547,517,553,476,460,496
PA3304.1,0,0,0,0,0,0
PA3305,843,775,919,642,829,942
PA3306,1402,1435,1512,1212,1379,1674
PA3307,726,816,892,643,876,928
PA3308,1508,1237,1361,1279,1278,1353
PA3309,2660,2696,2680,2434,2669,3183
PA3310,1036,815,923,845,845,942
PA3311,1043,802,912,686,718,1037
PA3312,471,513,571,387,492,535
PA3313,926,717,651,731,715,717
PA3314,129,101,110,142,106,94
PA3315,132,110,122,90,102,136
PA3316,326,266,336,241,258,315
PA3317,241,262,299,197,263,293
PA3318,88,73,83,69,90,82
PA3320,53,40,102,42,55,88
PA3321,1582,1512,1672,1122,1468,1602
PA3322,609,571,597,492,567,575
PA3323,783,678,676,681,627,657
PA3324,668,629,710,575,588,623
PA3325,261,230,216,191,204,253
PA3326,4915,3667,4158,3876,3854,4938
PA3327,1258,786,1043,809,862,1070
PA3328,154,81,86,76,83,104
PA3329,147,107,140,131,96,124
PA3330,178,144,187,171,138,176
PA3331,404,255,271,305,264,322
PA3332,88,58,58,64,74,60
PA3334,79,65,98,46,83,72
PA3335,227,189,231,158,179,207
PA3336,158,162,195,113,131,195
PA3338,446,453,483,361,441,472
PA3340,2225,1887,2198,1524,1794,2235
PA3341,2526,2070,2243,1895,2107,2453
PA3342,1304,1251,1372,1080,1156,1417
PA3343,1816,1675,1879,1382,1696,1891
PA3345,408,459,447,407,446,425
PA3346,4433,3852,4293,2954,3545,4499
PA3347,2952,2517,2741,2620,2586,3057
PA3348,6203,5718,5980,4631,5634,6853
PA3349,20460,18548,19628,14405,17208,24377
PA3350,1087,947,1077,961,1037,1205
PA3352,3316,3071,3050,3040,3292,3636
PA3353,3467,2783,2943,2879,2584,3734
PA3354,695,683,772,579,740,786
PA3355,1368,1340,1416,1186,1343,1452
PA3356,10749,9058,9824,8077,8066,11210
PA3358,96,98,116,60,91,111
PA3359,63,70,68,56,58,85
PA3360,268,234,243,177,197,259
PA3362,642,829,850,545,930,778
PA3365,7191,6414,6410,7062,6918,6742
PA3367,97,76,85,67,116,104
PA3368,150,163,179,145,158,155
PA3368.1,86,92,88,60,91,74
PA3369,1632,1320,1245,1532,1485,2051
PA3370,270,238,222,231,316,373
PA3371,144,120,140,87,132,170
PA3372,222,175,203,162,185,193
PA3373,212,231,240,187,250,262
PA3374,156,151,153,166,138,138
PA3375,32,28,28,24,38,40
PA3376,35,26,29,24,21,33
PA3377,56,39,34,37,38,57
PA3378,58,38,50,44,43,58
PA3379,34,28,31,30,25,15
PA3380,31,19,16,20,23,21
PA3381,31,28,33,21,27,32
PA3383,99,98,104,105,79,93
PA3386,1158,872,1024,909,931,1263
PA3388,412,339,318,242,305,375
PA3389,152,115,145,118,106,159
PA3390,247,193,220,175,192,261
PA3398,1800,1635,1700,1328,1501,1850
PA3399,1066,1130,1291,776,1059,1309
PA3400,152,120,132,124,143,141
PA3401,211,165,178,153,166,199
PA3402,527,448,455,434,439,489
PA3403,81,62,64,58,64,63
PA3403a,409,411,360,339,382,368
PA3404,39,43,30,41,34,30
PA3409,509,478,553,249,404,556
PA3410,866,795,789,646,865,1080
PA3411,11,15,12,7,17,11
PA3412,112,125,122,88,110,151
PA3413,1321,1176,1250,623,996,1561
PA3414,2096,1249,1583,925,1049,1719
PA3415,3327,3099,3599,2477,3062,4030
PA3416,2888,2692,3129,2281,2773,3490
PA3417,6877,5924,6899,4953,5844,7589
PA3419,1328,1289,1461,970,1212,1376
PA3420,223,234,272,159,220,241
PA3421,241,254,225,213,246,254
PA3422,338,278,266,252,253,280
PA3423,704,544,619,501,432,555
PA3424,287,356,356,283,378,347
PA3425,332,351,333,347,370,368
PA3426,853,865,941,744,826,969
PA3427,960,860,932,690,809,1041
PA3428,50,50,51,35,30,46
PA3429,178,167,151,133,124,156
PA3430,545,480,555,400,489,535
PA3431,123,122,144,83,146,113
PA3432,106,132,139,73,129,109
PA3433,332,311,321,244,294,326
PA3434,4,2,5,5,1,4
PA3435,1627,1746,1775,1520,1709,1716
PA3436,113,104,119,94,93,117
PA3440,3711,3309,3190,3363,2867,3660
PA3440a,3048,2661,2624,3022,2490,2908
PA3441,109,116,107,556,272,1956
PA3442,92,71,74,142,139,710
PA3443,77,77,65,129,87,556
PA3444,118,142,130,262,242,1715
PA3445,291,240,256,442,383,1832
PA3446,355,306,356,608,498,1921
PA3447,59,53,64,34,46,66
PA3448,153,107,172,91,103,158
PA3449,17,11,9,24,13,72
PA3450,1263,1181,1316,2458,2547,8932
PA3451,594,548,612,430,543,672
PA3453,139,110,102,105,132,152
PA3454,987,702,802,630,672,883
PA3455,2354,2382,2532,2277,2239,2710
PA3456,410,394,433,312,343,390
PA3457,152,159,180,121,146,136
PA3458,3021,2250,2582,2154,2323,3205
PA3459,3227,2848,3155,2394,2734,3346
PA3460,2443,2015,2183,2015,1738,2188
PA3461,1633,1395,1519,1320,1218,1519
PA3462,900,730,862,687,794,852
PA3463,168,162,164,113,150,166
PA3464,380,359,401,334,386,428
PA3465,755,658,721,552,629,833
PA3466,702,671,770,656,728,750
PA3467,131,154,143,68,113,147
PA3468,688,762,792,720,742,697
PA3469,470,540,523,582,537,492
PA3470,159,186,194,142,194,179
PA3471,13438,12628,12103,12707,12213,13431
PA3472,1022,857,909,887,921,948
PA3473,140,196,205,109,185,217
PA3474,219,194,223,155,215,248
PA3480,1541,1471,1412,1234,1458,1471
PA3481,2508,2562,2553,1802,2667,3065
PA3483,1157,941,1038,909,1027,1083
PA3484,624,475,481,397,408,560
PA3485,20,28,26,21,29,32
PA3486,136,120,107,91,97,124
PA3488,302,285,266,316,270,287
PA3489,473,390,391,416,360,443
PA3490,177,122,137,154,151,139
PA3491,694,679,711,606,673,704
PA3492,210,141,175,128,156,137
PA3493,91,52,62,56,67,62
PA3494,90,99,102,90,103,88
PA3496,2028,2615,2466,1578,2601,2604
PA3497,106,86,91,87,94,113
PA3498,239,250,278,175,193,274
PA3499,72,72,55,71,50,71
PA3500,400,331,328,291,292,330
PA3501,83,73,65,90,47,73
PA3502,51,51,51,41,48,50
PA3504,362,355,347,298,316,373
PA3505,110,64,104,76,70,106
PA3506,564,373,420,409,354,496
PA3507,104,92,99,68,88,94
PA3508,186,142,138,122,187,205
PA3509,168,141,125,104,128,175
PA3510,464,337,337,383,321,389
PA3511,151,92,82,83,98,94
PA3512,93,76,77,55,73,99
PA3513,191,175,159,160,178,177
PA3514,466,390,407,342,382,476
PA3515,992,982,1011,882,1054,1165
PA3516,258,248,224,285,257,300
PA3517,181,177,171,124,178,190
PA3518,76,49,65,83,87,77
PA3519,330,233,293,294,250,353
PA3520,127,123,128,120,139,124
PA3521,76,86,83,50,85,108
PA3522,261,224,233,169,229,287
PA3523,60,57,68,35,51,60
PA3526,577,464,493,361,478,610
PA3529,73964,73993,73630,75506,69354,76869
PA3530,23035,26238,26202,26896,25868,23152
PA3532,74,87,70,66,83,65
PA3533,4894,5605,5373,5004,4879,5172
PA3534,915,824,832,759,799,869
PA3535,3410,2673,2832,2548,2498,3265
PA3536,1036,988,1147,571,963,1269
PA3538,3025,2511,2546,2690,2501,2705
PA3539,2029,1810,1871,1773,1645,1867
PA3559,8805,6815,7518,6778,5409,8645
PA3564,391,326,347,312,330,391
PA3565,846,756,858,697,760,836
PA3566,1115,906,883,1151,778,1029
PA3567,1452,1463,1645,1254,1331,1711
PA3568,3686,4106,3948,3336,3718,3413
PA3572,450,657,733,210,585,761
PA3573,174,230,216,161,210,208
PA3574a,372,530,603,343,520,557
PA3575,294,231,239,237,207,247
PA3576,814,832,937,505,809,881
PA3577,347,393,389,258,370,419
PA3578,983,982,1133,899,1021,993
PA3579,535,529,558,424,574,500
PA3580,332,350,331,252,319,307
PA3586,106,106,112,88,102,126
PA3588,229,184,220,165,206,261
PA3589,40,48,46,48,58,35
PA3590,115,134,138,107,109,140
PA3591,15,16,15,12,16,11
PA3592,42,50,53,36,39,52
PA3593,262,209,267,158,199,252
PA3594,381,371,382,271,341,335
PA3595,350,316,335,239,290,317
PA3596,320,317,353,277,294,318
PA3597,261,208,223,191,181,200
PA3598,537,471,498,458,479,482
PA3599,585,590,625,460,545,607
PA3600,170,171,206,118,214,188
PA3601,715,644,609,596,716,670
PA3602,871,779,770,741,774,778
PA3605,156,164,188,133,142,159
PA3606,385,349,389,300,360,409
PA3611,1477,1319,1155,1326,1265,1325
PA3612,113,95,103,108,119,112
PA3613,1181,1056,1174,900,1050,1469
PA3614,3085,3062,3008,2997,2920,3154
PA3615,4491,4998,5175,4116,4550,5182
PA3616,2196,1690,1936,1387,1445,2009
PA3618,412,405,506,373,464,520
PA3619,238,234,243,232,238,285
PA3623,17160,21661,21020,15008,19847,21848
PA3626,823,777,894,698,802,875
PA3628,1421,1323,1447,1035,1220,1513
PA3631,666,566,651,491,528,614
PA3632,55,73,68,62,65,74
PA3634,1198,1300,1440,1105,1331,1386
PA3638,985,1060,1176,734,1058,1059
PA3641,506,428,448,370,419,457
PA3647,6460,6996,6283,7535,7194,6907
PA3649,2312,2830,2973,1817,2714,2908
PA3659,1073,966,931,1057,1005,1011
PA3660,1310,1233,1274,907,1153,1366
PA3661,54,47,34,49,49,50
PA3662,6757,5301,5754,4956,4919,7045
PA3663,379,477,403,391,396,393
PA3664,3026,2792,2795,2233,2713,3206
PA3665,1888,1469,1591,1601,1593,1728
PA3667,945,879,915,942,926,1014
PA3668,219,207,185,166,161,231
PA3669,591,766,729,586,716,716
PA3670,1133,1198,1249,1081,1215,1095
PA3671,351,357,328,316,314,274
PA3672,975,971,937,787,944,835
PA3674,1233,1241,1236,949,1113,1281
PA3675,638,592,622,551,621,672
PA3676,6965,6728,7062,5606,6702,6846
PA3677,4504,4172,4506,3609,4212,4295
PA3678,3864,3519,3813,3483,3389,4057
PA3679,134,148,130,114,122,130
PA3680,249,262,310,191,251,296
PA3681,626,541,643,438,522,626
PA3682,377,334,367,267,348,394
PA3683,1091,900,927,712,818,1165
PA3684,1262,1145,1292,954,1152,1148
PA3685,198,190,198,165,203,206
PA3688,1245,1109,1287,970,1115,1335
PA3689,1107,1318,1291,1070,1271,1220
PA3690,3951,3264,3893,3249,3388,3849
PA3691,1627,1483,1603,1586,1555,1708
PA3693,334,361,371,294,316,390
PA3694,359,318,309,324,300,395
PA3695,644,553,600,532,585,661
PA3696,1494,1469,1468,1383,1509,1627
PA3697,2840,2927,2875,2536,2706,2953
PA3698,1424,1516,1487,1296,1455,1376
PA3699,1159,1217,1136,948,1081,1122
PA3707,626,523,613,397,507,598
PA3709,1103,1190,1116,977,1037,892
PA3710,1609,1477,1633,1275,1519,1575
PA3711,421,377,366,366,314,348
PA3712,6413,6548,6655,5545,6253,6424
PA3714,552,422,478,420,418,508
PA3715,319,296,307,252,267,344
PA3716,1969,1989,1875,1567,1960,2129
PA3717,332,374,361,232,324,347
PA3718,3239,2595,2987,2088,2525,3131
PA3720,2248,2348,2459,2007,2458,2766
PA3722,877,639,640,624,598,778
PA3723,5275,4214,4723,3814,4160,5133
PA3726,74,85,109,71,88,92
PA3727,48,75,59,52,83,81
PA3728,1628,1717,1853,1453,1793,1757
PA3729,2238,2884,2812,2349,2905,2636
PA3730,631,660,751,517,671,742
PA3731,4876,6481,6121,6124,6293,5622
PA3732,3178,4147,3839,4168,4313,3510
PA3733,2684,2263,2528,2248,2214,2615
PA3733a,221,213,268,150,251,267
PA3734,2734,1646,2036,2232,1988,2296
PA3739,386,397,394,355,386,365
PA3740,835,808,836,628,836,981
PA3741,34,35,39,35,31,24
PA3747,355,346,391,375,433,379
PA3748,769,617,652,528,612,670
PA3749,214,195,160,154,165,174
PA3750,363,364,417,245,320,351
PA3752,82,66,54,94,70,76
PA3753,3507,3428,3509,3707,3242,3668
PA3754,4568,4486,4498,4308,4857,4987
PA3755,433,409,432,422,467,494
PA3756,2450,2201,2186,2204,2322,2312
PA3757,481,438,393,382,396,382
PA3758,708,611,608,634,578,744
PA3759,366,341,362,338,269,326
PA3760,861,866,836,677,794,909
PA3761,467,475,430,396,394,448
PA3762,605,695,806,432,676,785
PA3764,873,857,915,840,841,896
PA3765,361,492,541,375,451,515
PA3766,412,376,399,306,355,446
PA3767,307,430,365,339,437,409
PA3768,2907,2971,2874,3001,3216,2886
PA3771,958,836,940,824,836,961
PA3772,34,39,36,23,34,28
PA3773,22,16,16,15,17,22
PA3774,24,30,38,30,31,31
PA3775,29,34,34,16,26,30
PA3776,385,261,273,253,248,281
PA3778,234,261,263,261,223,278
PA3779,3446,3550,3021,3378,3784,2769
PA3780,122,103,100,112,136,108
PA3781,544,488,468,499,504,445
PA3782,877,955,1040,760,889,887
PA3783,178,203,212,173,234,238
PA3784,1586,1382,1481,1551,1427,1624
PA3785,2491,1931,1819,2142,1797,2013
PA3786,1894,1433,1462,1395,1393,1478
PA3787,555,604,600,459,614,627
PA3788,491,411,488,392,442,416
PA3789,562,485,540,451,527,566
PA3791,1203,886,1019,956,971,982
PA3793,115,171,183,128,164,185
PA3794,336,309,328,187,297,343
PA3795,1890,1848,1984,1592,1700,2000
PA3796,1429,1830,2087,983,1789,2130
PA3797,2975,2934,2963,2799,2941,3369
PA3798,1806,1765,1599,1861,1819,1895
PA3799,1317,1272,1413,1353,1405,1377
PA3800,2677,2948,2807,2695,2995,2864
PA3801,1888,2071,1938,1898,2116,2116
PA3804,1281,1306,1226,999,1356,1277
PA3806,4122,4146,3984,4214,3831,4217
PA3808,2498,2649,2480,2934,2338,2454
PA3817,1749,1846,1951,1626,1997,1893
PA3818,983,820,815,856,885,921
PA3819,38902,48374,51925,30762,42017,46971
PA3822,1571,1747,1720,1970,1742,1659
PA3824.1,43,66,70,36,55,50
PA3825,430,407,494,371,423,481
PA3826,210,229,193,215,211,235
PA3827,807,790,790,823,806,753
PA3828,1496,1542,1495,1354,1679,1494
PA3829,213,199,216,194,201,212
PA3830,257,289,281,237,298,278
PA3833,906,817,763,906,804,833
PA3835,222,218,221,182,220,231
PA3836,8843,8051,8216,7540,7052,8805
PA3837,859,698,712,751,721,820
PA3838,897,821,829,795,801,880
PA3839,464,439,472,387,411,491
PA3840,152,123,91,86,123,135
PA3842,202,195,190,146,185,265
PA3844,899,831,984,572,727,962
PA3845,1789,1435,1657,1268,1350,1685
PA3846,1984,2057,2366,1522,1913,2245
PA3847,626,491,530,475,502,554
PA3848,1527,1425,1501,1280,1304,1489
PA3849,2291,2573,2381,2339,2443,2507
PA3850,789,881,859,689,827,845
PA3851,743,625,674,673,629,800
PA3852,2418,2533,2839,1888,2207,2913
PA3853,324,384,416,281,378,384
PA3854,184,198,194,190,207,246
PA3855,632,681,743,583,761,857
PA3856,393,382,355,291,379,448
PA3858,1995,1889,2116,1661,1850,2213
PA3859,768,758,780,618,764,766
PA3860,1986,1718,1858,1586,1491,1967
PA3865,1340,1298,1384,1250,1257,1353
PA3865a,1216,827,851,1000,826,938
PA3866,2966,2744,2651,2490,2958,3348
PA3867,562,568,523,440,556,604
PA3868,634,614,645,417,534,739
PA3869,230,178,197,144,182,246
PA3871,79,58,69,63,63,60
PA3880,184,195,162,134,158,219
PA3881,976,944,949,952,808,1037
PA3882,1962,1751,1859,1800,1605,1837
PA3883,640,629,686,579,634,713
PA3884,61,37,66,40,32,54
PA3886,957,880,934,803,806,873
PA3886a,150,186,176,173,146,187
PA3888,259,220,202,180,176,213
PA3889,209,196,167,210,171,161
PA3890,110,90,77,97,77,87
PA3891,473,444,486,528,447,460
PA3892,70,73,82,71,90,74
PA3893,105,75,79,64,68,66
