,X3225B2.raw,X3225B3.raw,X3225B4.raw,WTB3.raw,WTB4.raw,WTB6.raw,X3225P4.raw,X3225P5.raw,X3225P6.raw,WTP4.raw,WTP5.raw,WTP6.raw
PA14_46260,278,210,130,239,115,138,8,14,11,3,4,6
PA14_52480,298,279,175,427,284,317,584,605,820,956,622,961
PA14_03030,434,331,233,348,160,300,207,326,437,320,217,221
PA14_37965,8,10,5,3,3,3,256,354,527,334,250,344
PA14_58240,129,115,64,97,62,77,488,885,1750,731,522,504
PA14_71560,305,333,242,270,204,235,3835,5162,5970,4815,3407,4440
PA14_01230,41,29,15,26,16,13,134,217,299,204,151,154
PA14_08070,2401,2210,1476,3239,2180,2693,2391,2559,4369,2832,2112,2933
PA14_10800,58,52,33,70,44,100,42,50,65,75,75,79
PA14_11410,356,308,223,291,185,240,1867,2152,2943,3172,2000,3484
PA14_13250,197,148,108,171,80,105,425,499,647,692,525,771
PA14_22540,97,63,52,113,61,133,578,675,804,858,738,990
PA14_28130,80,105,56,144,60,142,121,135,179,211,138,229
PA14_42850,613,657,476,823,543,1313,60,73,116,124,85,136
PA14_43870,52,57,35,92,54,69,1453,2280,2832,3265,2521,2650
PA14_33780,1039,904,634,1207,714,1528,164,225,302,296,216,385
PA14_37490,272,151,94,148,85,125,731,687,1102,1081,914,1582
PA14_39580,133,102,76,107,66,66,70,128,150,153,141,174
PA14_41563,132,107,95,112,79,67,243,276,456,429,320,497
PA14_49010,12,12,13,27,9,32,102,121,162,152,150,227
PA14_29100,170,124,76,131,75,82,883,1102,1330,1434,1085,1962
PA14_35320,45,35,13,28,17,10,643,923,1239,802,699,851
PA14_11120,152,181,151,235,145,296,102,110,150,99,89,90
PA14_33480,203,176,113,270,168,241,169,182,247,289,212,277
PA14_62120,1004,955,567,1214,694,1470,33,59,56,43,29,24
PA14_64750,114,87,56,72,55,68,386,475,625,475,342,414
PA14_70620,537,467,272,428,251,363,2128,2930,4167,2702,2181,2951
PA14_14380,38,46,19,57,31,71,284,240,319,417,287,501
PA14_33260,434,413,256,601,367,1196,1582,1613,2359,2384,1702,2816
PA14_35360,55,24,12,21,11,9,12,18,21,9,7,10
PA14_38550,189,151,83,163,77,78,182,179,222,140,141,153
PA14_54870,1629,1954,1341,2357,1787,2397,1964,2691,3015,3210,2453,3812
PA14_63460,80,79,66,106,77,193,162,307,456,245,194,226
PA14_21780,104,64,46,113,60,145,446,500,537,650,518,740
PA14_26150,87,59,48,119,46,131,4,23,26,42,25,31
PA14_32410,274,240,185,357,195,532,108,103,150,190,127,166
PA14_62850,422,434,271,376,254,289,104,143,206,220,160,218
PA14_01480,91,78,40,65,43,48,1068,1351,1567,1684,1304,1960
PA14_03340,61,95,73,109,81,145,19729,23696,37433,34216,25449,39692
PA14_03700,60,98,57,114,69,126,82,136,190,136,81,97
PA14_33910,137,146,104,134,81,88,290,355,439,459,353,623
PA14_36930,217,141,111,233,148,266,9,5,10,13,16,21
PA14_14450,77,71,35,86,72,108,1620,1893,1890,2452,1910,2629
PA14_21680,188,173,157,280,153,278,45,57,55,85,50,91
PA14_32520,2070,1847,1280,1797,1223,1300,94,111,150,113,80,80
PA14_35830,825,922,748,1244,930,1146,72,113,106,142,107,145
PA14_47060,20,11,14,21,21,36,65,86,107,136,81,136
PA14_55631,611,896,437,1230,550,2051,114,142,167,170,168,220
PA14_55930,183,162,79,120,107,90,66,63,90,136,62,147
PA14_68510,93,78,50,72,34,60,330,370,474,345,280,346
PA14_54050,158,105,69,117,47,94,864,1011,1620,1550,1113,1666
PA14_64060,80,59,44,54,28,53,224,280,381,293,180,251
PA14_71830,59,40,30,41,27,23,373,397,598,439,320,378
PA14_02230,51,54,41,50,34,21,79,114,161,167,121,184
PA14_08090,764,787,544,1046,763,981,188,227,336,246,156,208
PA14_12370,357,325,269,443,271,607,216,232,212,329,231,375
PA14_36790,169,138,106,225,142,204,198,332,617,311,223,153
PA14_43460,79,59,51,67,37,36,495,886,1922,769,511,480
PA14_72010,696,767,490,893,555,1219,0,3,4,9,6,8
PA14_07620,338,258,203,258,182,208,17932,21850,29727,28670,26637,47526
PA14_38395,12,8,7,18,15,19,805,746,897,1085,932,1314
PA14_60860,292,285,261,427,300,906,181,160,184,283,186,262
PA14_64400,61,82,48,100,58,118,2857,3745,4846,4654,3595,6009
PA14_28000,292,282,249,351,304,462,37,39,68,44,28,27
PA14_34180,0,2,4,5,5,9,17,24,28,15,10,15
PA14_41870,3037,3601,2420,4258,2618,6027,508,604,1206,1011,824,1137
PA14_64220,57,43,36,44,18,35,793,935,1737,1089,812,996
PA14_04760,108,110,75,147,80,184,653,766,1150,776,513,883
PA14_06080,242,224,160,209,119,177,202,406,698,293,264,261
PA14_17530,4939,4642,3993,6159,4081,8637,158,261,364,352,255,390
PA14_17660,33,48,21,26,24,20,412,462,780,468,390,531
PA14_17730,501,506,448,757,416,769,8,7,11,15,15,22
PA14_19170,1133,1194,579,1501,834,1521,101,86,127,155,112,152
PA14_24480,45,42,47,61,51,95,70,134,155,160,125,207
PA14_32080,60,48,45,43,32,36,221,250,358,245,186,250
PA14_33030,473,420,238,446,233,228,3292,3939,4940,3470,2795,4193
PA14_33940,137,81,75,94,45,88,300,302,501,357,226,333
PA14_35420,6,8,5,0,4,3,288,453,570,607,442,590
PA14_36900,77,45,35,83,56,91,1983,2765,3980,2867,2017,2608
PA14_41340,1654,2078,1722,2383,2028,3495,65,81,124,67,72,66
PA14_41490,30,26,16,17,9,20,53,71,96,104,79,119
PA14_45350,330,338,207,310,192,213,227,278,503,326,220,289
PA14_54080,1627,1565,869,1470,799,1118,26387,29330,44336,41446,32626,47843
PA14_54740,191,182,134,283,143,476,1823,2463,3770,3344,2665,3845
PA14_58050,565,576,408,519,401,361,23,39,43,65,31,61
PA14_70230,465,343,267,379,221,281,311,392,569,522,410,659
PA14_03680,39,32,26,44,36,67,434,451,689,481,326,517
PA14_03880,1135,1149,855,1017,782,833,43,58,107,57,42,54
PA14_05840,692,527,330,586,332,296,16,12,28,34,20,39
PA14_06770,435,289,194,339,186,203,17,22,25,10,6,21
PA14_06960,123,90,87,91,75,68,62,78,120,83,56,58
PA14_08650,3142,3863,3265,4797,3319,5751,30,36,41,57,34,68
PA14_08740,934,1178,760,1248,912,1633,121,198,281,189,127,171
PA14_09160,88,97,51,114,67,152,80,96,129,127,103,176
PA14_12700,33,35,19,43,27,65,16,24,33,36,34,45
PA14_16780,46,28,19,26,20,17,64,83,116,74,58,68
PA14_20950,114,96,52,82,44,76,268,335,498,547,324,507
PA14_21250,722,637,526,875,533,1082,7,19,23,27,26,30
PA14_22250,40,48,39,61,44,83,64,64,98,105,93,110
PA14_31200,3,2,0,8,4,5,38,50,73,47,24,44
PA14_33600,1917,2286,994,2861,1383,3849,4390,5725,7520,5408,4084,5747
PA14_36030,57,76,53,89,59,152,183,204,278,303,245,298
PA14_36740,1400,988,777,1429,1033,1717,162,240,288,346,224,306
PA14_38020,139,95,56,110,39,66,335,463,671,449,379,412
PA14_38220,984,993,593,1395,888,1108,153,180,272,208,113,172
PA14_38430,2300,2568,2788,4081,2363,6251,130,192,268,277,210,265
PA14_40740,4165,4345,2696,3917,2325,3220,626,878,1112,814,614,808
PA14_41110,550,545,342,707,374,941,432,600,828,891,575,826
PA14_43520,606,380,297,472,261,240,596,742,1480,818,617,774
PA14_44050,109,112,75,158,81,253,2422,3414,4251,3478,2461,2786
PA14_45280,72,91,52,69,38,56,6,20,19,30,16,31
PA14_47640,48,34,29,80,26,125,103,112,155,166,125,192
PA14_47760,64,41,22,39,20,32,179,255,317,223,176,222
PA14_47920,60,42,67,98,62,220,93,107,154,179,124,160
PA14_49260,138,142,88,121,69,101,14,17,32,16,14,7
PA14_50940,816,851,615,1092,674,1247,1991,2613,2546,2125,1621,1984
PA14_54230,104,79,44,81,37,55,9982,10817,11663,13792,11822,20378
PA14_54420,4706,4816,3710,6407,4514,6434,62,77,153,132,98,157
PA14_54910,61,71,44,58,37,36,402,532,707,531,379,483
PA14_58010,316,337,209,473,290,391,130,171,205,132,98,180
PA14_59830,146,175,97,217,115,241,53,60,89,114,82,80
PA14_65770,115,81,69,96,57,53,334,363,515,494,397,696
PA14_67210,389,414,347,545,331,654,563,858,1600,811,694,674
PA14_69050,251,258,172,233,123,197,59,71,87,113,59,123
PA14_71970,853,821,571,787,534,547,25,30,56,55,44,63
PA14_72480,786,759,556,1100,560,1636,95,118,66,48,50,44
PA14_73320,3364,4320,2766,4806,3468,5457,4816,7524,10313,7378,5341,6961
PA14_01100,225,168,132,189,111,127,2839,3052,4069,4082,3141,5238
PA14_01410,264,210,174,215,162,154,40,64,79,101,55,96
PA14_01990,39,47,26,51,37,93,1385,1878,2207,2658,1770,2215
PA14_03520,119,94,72,79,79,63,897,739,737,1120,982,1660
PA14_04530,308,226,142,222,139,194,189,291,362,280,184,238
PA14_04580,43,47,26,34,21,28,483,619,840,818,635,929
PA14_07450,334,353,280,425,303,558,1043,1503,2751,2285,1837,2751
PA14_08450,223,202,127,277,173,295,79,75,100,119,89,131
PA14_09980,78,69,97,131,88,276,48,65,85,89,151,134
PA14_11630,52,33,24,60,32,70,4574,5768,10108,6490,4726,6579
PA14_13280,20,12,4,9,0,7,161,224,226,173,153,169
PA14_14200,269,259,177,254,169,155,53,59,79,54,35,53
PA14_14460,75,88,61,73,40,59,179,318,274,344,295,411
PA14_14590,210,196,115,269,179,253,197,183,335,237,151,204
PA14_16470,181,204,125,199,100,114,23,25,44,60,36,41
PA14_18690,1273,1209,820,1676,966,2960,1,1,1,5,4,5
PA14_19990,184,163,148,233,142,344,4,11,7,2,1,5
PA14_20720,1010,830,576,1241,592,1538,163,196,287,204,138,191
PA14_22960,226,188,114,202,118,97,21,35,29,55,36,37
PA14_23500,656,731,447,863,483,1129,8,8,9,3,1,6
PA14_24570,51,59,38,82,35,98,5501,7369,12477,7333,5852,8542
PA14_26000,152,105,84,131,69,70,0,0,0,5,0,14
PA14_26620,283,276,195,372,251,383,88,118,134,151,119,173
PA14_30230,12090,12741,9174,11991,8677,8188,42,72,85,78,85,116
PA14_30350,513,615,434,490,318,496,191,149,217,266,191,300
PA14_31370,3751,3722,2407,3320,2582,1809,69,108,108,159,136,115
PA14_35500,259,195,157,371,167,673,130,155,237,227,170,267
PA14_38290,55,56,25,59,46,95,258,325,381,328,238,233
PA14_38340,1470,1115,675,1146,684,913,25,36,74,61,58,72
PA14_41950,155,192,97,215,126,314,1682,2284,3435,3257,2205,3479
PA14_43370,3,5,2,1,1,0,1143,1311,1478,1621,1306,1885
PA14_44080,966,966,709,1130,790,1656,22,27,41,51,30,53
PA14_44800,104,88,49,109,73,154,217,249,240,203,152,184
PA14_45190,100,76,50,84,51,39,474,600,1146,712,495,540
PA14_45560,214,203,130,177,146,106,414,496,744,748,455,824
PA14_45940,650,772,463,1009,608,2163,1166,1527,2459,1608,1276,1585
PA14_47270,288,207,145,229,134,161,51,85,99,66,61,53
PA14_48560,25,24,16,30,23,50,306,295,486,505,371,468
PA14_49030,5567,8075,3667,9301,4606,10715,1366,1634,2122,2116,1566,2513
PA14_49940,1618,1710,947,2075,1091,2503,106,121,183,184,132,211
PA14_50300,389,355,262,345,223,264,36,41,53,62,55,67
PA14_53820,742,647,427,1283,818,634,107,138,219,148,106,123
PA14_55850,13,22,14,14,6,9,328,461,651,598,493,677
PA14_56570,16,18,7,13,3,7,61,82,125,126,93,135
PA14_59200,778,977,549,1076,627,1334,466,658,876,685,473,559
PA14_59550,6177,7640,3767,9871,4605,8432,40,69,79,100,67,89
PA14_61110,75,47,41,62,31,29,86,94,136,164,112,136
PA14_62540,2704,2495,1715,2579,1715,1465,47,49,48,72,58,71
PA14_64430,18,14,6,26,13,27,1135,1430,1828,1378,1050,1384
PA14_64820,188,154,98,152,76,126,939,1735,2551,1487,1109,1490
PA14_65670,274,270,156,349,205,383,14053,15851,20595,19534,17328,23732
PA14_68450,494,401,282,514,350,760,1744,2312,3014,2217,1715,2230
PA14_68680,277,214,163,228,152,156,123,152,235,158,121,139
PA14_71190,1,3,5,0,0,1,23,28,43,48,39,51
PA14_73300,1741,2174,1069,2816,1228,3782,128,156,198,231,147,234
EBG00001225057,419,523,248,623,304,771,391,575,894,910,621,738
PA14_00925,8,6,7,4,2,3,75,94,202,172,128,184
PA14_01670,75,55,50,65,37,35,1131,1038,1324,1508,1195,2030
PA14_02790,244,185,129,211,125,78,2236,2998,4036,3325,2183,2597
PA14_03310,125,164,118,194,116,266,70,79,150,137,98,155
PA14_03710,134,163,104,246,104,194,140,180,238,188,118,155
PA14_05280,395,310,215,324,194,247,112,160,213,200,157,294
PA14_05540,2015,2106,1524,1786,1341,1659,6,1,12,13,10,16
PA14_09630,496,378,287,407,274,293,128,153,228,252,166,225
PA14_09760,2966,2503,3108,4782,2653,9842,1,5,7,9,11,10
PA14_12570,122,174,94,182,114,232,21,17,30,38,21,59
PA14_16630,3167,2031,1453,3298,1810,4201,113,111,163,107,80,126
PA14_21920,33,32,9,41,22,56,270,313,387,456,317,423
PA14_22310,864,723,692,1137,672,2002,26,29,54,39,11,22
PA14_22480,323,285,148,385,202,548,17,20,29,16,11,14
PA14_22660,175,168,78,156,81,105,596,1206,2056,931,847,806
PA14_22670,107,89,68,92,52,63,471,567,826,646,431,530
PA14_23320,102,86,77,81,69,58,16,22,24,12,13,13
PA14_23560,258,241,148,296,187,380,738,643,1140,738,495,833
PA14_24960,155,135,86,126,87,89,119,157,221,171,126,112
PA14_25420,254,242,117,297,176,347,60477,98773,156236,90995,78291,82222
PA14_25640,153,127,75,164,100,220,7217,5791,7916,9211,7637,12023
PA14_28220,289,268,182,377,251,353,68,86,96,131,77,121
PA14_28940,82,58,40,88,63,104,7,20,22,9,11,7
PA14_30490,31,19,17,15,10,19,38,57,95,61,42,41
PA14_35630,80,64,44,62,28,54,980,1432,1747,1332,1030,1268
PA14_35880,218,205,166,198,147,139,543,671,1036,947,664,1110
PA14_36760,346,240,236,362,264,591,1117,1148,2165,1263,962,1533
PA14_40270,137,139,133,237,124,507,383,500,697,537,380,444
PA14_41030,616,418,303,459,276,389,142,155,255,214,191,287
PA14_41860,351,379,341,531,394,480,1259,1536,2096,1545,1129,1603
PA14_42160,1526,1426,1035,1762,1116,2519,235,387,578,651,527,468
PA14_44950,184,170,104,216,125,276,756,1085,1810,1156,892,1070
PA14_46360,174,155,94,197,116,257,15,25,37,38,30,47
PA14_52230,195,214,148,254,168,322,33,50,84,42,45,30
PA14_52500,61,72,32,116,53,66,12,17,24,31,21,32
PA14_52800,1461,1228,1099,1864,1265,1784,60,76,131,148,87,113
PA14_54000,382,373,250,493,245,599,18,40,48,27,19,28
PA14_54590,118,130,90,167,101,192,13,27,34,20,17,11
PA14_55117,342,393,196,464,246,643,355,470,499,641,438,533
PA14_56700,200,173,120,158,94,151,90,115,206,134,90,112
PA14_57570,396,453,311,512,434,582,18,10,23,12,10,8
PA14_58380,318,327,194,384,223,512,188,206,336,226,162,228
PA14_58580,246,220,139,310,151,346,901,1204,1651,1436,1219,1976
PA14_59400,856,796,487,935,659,1196,1705,1892,2755,2001,1463,2114
PA14_60130,174,237,167,289,191,293,1032,1234,1581,1254,867,1247
PA14_63210,1106,959,631,980,612,696,161,162,308,260,217,307
PA14_66380,58,53,43,71,51,143,512,614,862,822,635,943
PA14_68480,179,139,88,198,106,247,145,165,250,193,113,161
PA14_70750,223,200,144,288,167,304,390,397,663,624,446,690
PA14_71450,40,35,25,60,27,62,27,27,37,52,27,53
PA14_72930,4007,4731,2926,3995,2549,3372,5439,6192,7791,7764,5968,9720
PA14_73000,229,246,177,243,153,106,2,5,9,3,2,0
PA14_73150,416,461,277,517,342,658,43,37,70,79,52,74
EBG00001225027,23,31,21,24,17,10,54,82,130,109,90,147
EBG00001225104,73,61,50,60,30,52,342,522,597,454,331,476
PA14_00420,20,18,16,16,6,12,678,912,1483,1314,1059,1316
PA14_05390,911,747,515,780,521,544,86,109,124,81,75,101
PA14_05510,931,989,471,594,318,926,232,294,440,286,233,306
PA14_08670,319,334,203,460,242,424,1847,2370,3180,2429,1654,2428
PA14_11080,128,145,127,129,85,111,193,240,303,291,228,391
PA14_13620,74,55,34,92,55,84,14,27,28,31,33,40
PA14_13660,13,11,5,20,7,34,16,12,20,7,12,9
PA14_14270,1577,1550,1164,1658,982,1029,13,24,29,35,19,48
PA14_15150,206,193,125,187,133,111,111,139,187,126,96,138
PA14_21370,1758,2035,1359,2434,1546,2689,550,771,909,705,553,686
PA14_22110,251,290,270,350,291,714,2,4,3,7,6,10
PA14_24080,680,366,289,479,245,246,83,104,166,157,104,189
PA14_27600,59,66,35,75,58,93,2224,2741,4386,3711,2897,4963
PA14_28910,20,20,13,12,9,12,47,50,70,49,28,49
PA14_30380,60,47,25,65,39,86,3,2,4,10,6,7
PA14_33580,62,71,33,97,40,144,492,475,832,790,517,888
PA14_35520,248,186,185,406,171,905,126,105,205,191,137,226
PA14_36460,283,224,172,294,234,370,42,72,139,65,46,69
PA14_44520,328,315,186,457,239,952,9068,10451,13380,13716,10072,15275
PA14_47580,130,107,59,113,65,59,4,5,5,1,1,2
PA14_49270,321,268,138,255,134,216,150,212,379,234,179,163
PA14_51420,134,135,96,145,69,81,3,6,5,2,1,1
PA14_55790,400,471,279,424,280,263,78,78,114,86,48,81
PA14_57960,1356,1079,791,1600,827,2264,247,323,562,368,286,319
PA14_58290,981,864,564,1077,753,1287,1882,2502,3463,2637,1814,2475
PA14_59630,1131,1395,675,1789,792,1567,990,1154,1940,1803,1308,1765
PA14_60450,2097,2636,1487,2743,1844,3429,126,132,286,137,142,128
PA14_62580,213,219,142,270,182,308,330,536,1190,517,405,412
PA14_62670,177,137,101,119,100,119,153,182,251,227,193,307
PA14_63450,423,396,304,528,380,564,190,394,535,345,239,227
PA14_64180,1199,1131,838,1086,808,797,80,107,141,153,113,153
PA14_65750,549,510,283,670,329,791,3890,4898,5575,5807,4387,6930
PA14_66090,316,263,189,379,228,403,2,3,6,10,5,11
PA14_68460,67,47,33,87,35,126,190,236,335,336,229,370
PA14_69350,673,556,441,610,423,377,15,19,21,20,30,37
PA14_72130,401,315,221,321,221,244,56,88,106,83,59,56
EBG00001225066,20,8,8,23,18,20,51,65,67,83,66,95
PA14_01190,33,16,18,16,9,20,5,14,17,10,5,4
PA14_03380,754,836,611,897,704,1263,1164,1584,2281,1626,1172,1634
PA14_03800,681,786,550,940,547,1413,176,286,330,353,277,341
PA14_09570,79,48,47,96,42,119,381,521,500,635,499,596
PA14_11230,13,6,7,6,4,3,274,351,494,532,348,479
PA14_13040,745,706,482,631,481,532,9,7,18,21,12,25
PA14_13060,327,267,222,431,220,806,402,515,836,807,548,754
PA14_15090,239,149,148,183,113,149,395,529,932,605,447,545
PA14_18260,19,19,23,19,9,12,1503,1605,2404,1716,1300,1849
PA14_23950,199,166,125,168,120,116,253,294,405,402,294,464
PA14_24060,88,82,54,57,43,77,3,2,3,6,8,7
PA14_24490,50,33,35,34,25,28,103,152,209,209,141,230
PA14_24550,19,17,15,31,13,38,105,115,171,173,137,183
PA14_24590,220,173,152,261,161,300,103,152,330,170,109,129
PA14_27360,56,33,27,73,30,138,282,464,790,639,579,759
PA14_28050,1469,1217,693,1204,839,796,1094,1418,2724,1542,1263,1495
PA14_28510,48,20,10,40,30,65,1522,1655,1991,1639,1191,1715
PA14_29600,154,133,67,171,103,301,452,465,677,652,516,747
PA14_31190,43,23,18,29,12,18,57,156,117,183,118,192
PA14_34550,0,2,2,5,2,7,453,666,747,616,418,597
PA14_35390,17,19,11,20,4,5,3917,3440,5903,5434,4445,8236
PA14_37940,66,64,61,60,48,32,192,286,373,264,185,280
PA14_38190,73,84,52,108,70,110,263,345,403,443,307,478
PA14_38330,4299,4109,2950,4133,2908,2107,22,27,33,47,34,38
PA14_39140,895,715,455,713,401,647,74,82,117,149,87,115
PA14_39540,705,621,458,632,412,473,132,141,238,151,110,168
PA14_40560,1356,1296,509,2021,894,4609,150,170,353,210,151,190
PA14_41530,60,73,55,80,71,110,158,181,282,237,208,319
PA14_42450,121,113,79,96,74,82,187,183,259,199,133,200
PA14_43840,215,165,98,183,104,107,951,1237,1529,1252,884,1145
PA14_45950,3803,5862,2503,6212,3628,6191,282,370,523,500,365,557
PA14_46660,42,30,31,54,27,82,7790,7195,10079,10219,8343,14558
PA14_47350,468,454,289,557,370,650,4,21,27,7,10,6
PA14_50640,67,63,29,55,21,45,18,11,26,29,22,33
PA14_52560,8007,8766,6364,10527,7788,11253,1,1,1,2,6,4
PA14_53900,191,146,106,163,92,109,473,638,739,620,468,534
PA14_54010,109,111,75,99,69,70,314,349,473,491,347,531
PA14_54810,421,449,297,577,294,842,39,52,87,61,27,50
PA14_55800,225,233,149,334,191,276,118,128,232,143,107,150
PA14_58090,1317,1313,824,1142,810,1012,232,307,373,331,196,259
PA14_58170,161,130,92,177,115,325,221,208,339,238,186,236
PA14_58570,382,422,289,518,283,707,1499,1997,2388,2010,1559,1648
PA14_59470,401,230,209,260,188,248,682,455,851,898,687,1127
PA14_59690,67,78,43,92,51,119,360,479,665,533,378,402
PA14_61150,265,211,172,305,196,353,641,773,890,1043,775,933
PA14_61530,48,47,34,48,19,29,204,245,276,306,231,350
PA14_62710,847,940,590,1065,708,1292,190,224,306,303,201,376
PA14_65810,72,51,48,38,48,41,68,116,173,120,70,103
PA14_66690,1254,1246,825,1228,831,794,6,5,6,15,6,13
PA14_68110,69,54,84,100,76,228,5,5,5,3,1,1
PA14_68210,1131,1358,735,1163,793,614,185,230,303,229,170,216
PA14_68330,134,143,80,192,104,184,10,11,7,6,6,2
PA14_72260,433,496,284,629,474,474,8,20,23,14,8,9
PA14_73070,539,551,325,596,283,301,146,167,241,219,214,250
EBG00001225125,2,1,1,3,2,12,597,761,1020,1009,739,1081
EBG00001225175,4,4,3,8,4,13,417,475,648,655,477,714
PA14_00300,348,298,215,430,260,429,37,56,74,47,37,44
PA14_00470,11210,9629,6913,11949,9644,13778,348,382,592,389,295,468
PA14_04250,51,55,29,67,46,182,8,6,10,4,2,5
PA14_04710,80,65,56,93,57,155,43,43,70,82,41,86
PA14_05810,86,56,54,58,39,57,3032,4138,6268,5393,4363,6060
PA14_07140,134,123,83,149,55,69,138,196,358,308,212,407
PA14_08260,497,439,298,660,394,541,733,889,1373,994,734,911
PA14_10170,613,469,574,905,441,1623,240,296,335,255,221,276
PA14_11130,725,567,353,619,396,342,368,502,619,638,458,693
PA14_12450,506,336,287,379,263,318,35,34,61,30,29,38
PA14_12550,11,10,10,17,11,26,1315,1435,1504,1782,1410,2224
PA14_13210,337,322,147,259,192,228,742,1042,1377,1069,752,975
PA14_14220,314,300,209,285,182,227,12,20,29,13,11,15
PA14_17140,2501,3055,1744,3341,2014,3952,120,146,205,124,104,167
PA14_17780,101,94,62,123,71,215,1154,1535,2241,1659,1100,1634
PA14_18410,4,5,3,7,5,26,44,53,95,59,42,50
PA14_18870,432,506,270,585,301,713,1623,1684,2513,2323,1715,2821
PA14_19480,1323,1921,1164,2095,1564,1971,202,241,409,284,216,237
PA14_20120,500,362,215,416,194,304,2148,2289,3726,3451,2334,3825
PA14_20380,26,15,12,14,10,10,141,169,265,180,140,170
