old_locus_tag,X0.mM.SA.counts,X2.mM.SA.counts
PA14_28450,2795,3090
PA14_28460,422,516
PA14_28470,108,117
PA14_28490,1312,1473
PA14_28500,2093,1914
PA14_28510,98,104
,64,92
PA14_28530,70,99
PA14_28540,11,10
,177,171
PA14_28560,491,495
PA14_28570,495,416
PA14_28580,369,311
PA14_28590,828,725
,423,375
PA14_28600,791,830
PA14_28610,190,273
PA14_28620,75,54
PA14_28630,680,583
,30,28
PA14_28650,38787,32723
PA14_28660,59006,48883
PA14_28670,69515,59631
PA14_28680,101310,90773
PA14_28690,8873,8008
PA14_28710,13155,11974
PA14_28720,14818,14272
PA14_28730,11636,11368
PA14_28740,1379,1548
,565,584
,10,3
PA14_28770,2597,2521
PA14_28780,341,286
PA14_28790,219,191
PA14_28800,2445,2217
PA14_28810,17175,16466
PA14_28820,12571,12887
PA14_28830,11939,12322
PA14_28840,13411,13549
,1981,2076
PA14_28880,1088,1482
PA14_28895,6269,8529
PA14_28910,870,1307
PA14_28920,3294,4741
PA14_28930,337,458
PA14_28940,148,210
PA14_28950,54,57
PA14_28960,80,98
PA14_28970,29,20
PA14_28980,38,29
PA14_28990,397,352
PA14_29000,404,347
PA14_29010,424,408
PA14_29020,166,133
PA14_29030,421,413
PA14_29040,43,59
PA14_29050,367,373
PA14_29060,520,505
PA14_29070,235,186
,342,251
PA14_29090,290,249
PA14_29100,1484,1362
PA14_29110,4545,4186
PA14_29120,385,365
PA14_29130,4945,4962
PA14_29150,1578,1395
PA14_29160,2813,2598
PA14_29180,681,609
,203,600
PA14_29190,255,1171
PA14_29200,561,1836
PA14_29210,68,61
PA14_29220,65,52
PA14_29230,253,250
PA14_29240,715,644
PA14_29250,103,123
,321,302
PA14_29270,1121,1009
PA14_29280,297,312
PA14_29290,180,155
PA14_29300,616,528
PA14_29320,289,319
PA14_29330,211,312
PA14_29340,20,20
PA14_29350,58,63
PA14_29360,386,331
PA14_29375,324,285
PA14_29390,4604,5133
PA14_29400,6698,8730
,373,486
PA14_29410,1063,1393
PA14_29420,500,416
PA14_29440,417,335
PA14_29460,275,224
PA14_29470,1509,1660
PA14_29480,77,72
PA14_29490,248,250
PA14_29500,122,114
PA14_29510,68,87
PA14_29520,58,75
PA14_29530,66,46
PA14_29540,66,62
PA14_29550,126,94
PA14_29560,170,191
PA14_29570,52,50
PA14_29575,434,406
PA14_29590,10981,14853
PA14_29600,772,687
PA14_29620,763,872
PA14_29640,2016,3060
PA14_29650,319,413
PA14_29660,612,687
,540,441
PA14_29680,1345,1159
PA14_29690,2014,1831
PA14_29710,2348,2604
PA14_29720,1911,2069
PA14_29730,2175,2025
PA14_29740,1778,1534
PA14_29750,115,132
PA14_29760,4006,3468
PA14_29770,2191,2011
PA14_29800,7699,6335
PA14_29820,3286,3075
PA14_29830,395,414
PA14_29850,13212,11298
PA14_29860,15163,12968
PA14_29880,20049,17706
PA14_29890,3921,3340
PA14_29900,4561,4080
PA14_29920,6248,5728
PA14_29930,11680,10088
PA14_29940,38034,34029
PA14_29970,18091,16976
PA14_29980,7793,7192
PA14_29990,18574,16705
PA14_30010,16350,14936
PA14_30020,5736,5711
PA14_30030,13,20
PA14_30040,312,321
PA14_30050,13451,12322
,68,62
PA14_30070,1941,1777
PA14_30080,2468,2080
PA14_30090,3949,3525
PA14_30100,9013,7604
PA14_30110,5464,4352
PA14_30130,759,660
PA14_30140,2940,2560
PA14_30150,7184,6638
PA14_30160,822,703
PA14_30180,22984,20737
PA14_30190,69868,64168
PA14_30200,4433,7053
PA14_30210,6321,5789
PA14_30230,22225,20220
PA14_30240,7945,5701
PA14_30260,1280,1098
PA14_30270,2452,1929
PA14_30280,12567,10724
PA14_30290,16765,15317
PA14_30310,5877,5357
PA14_30320,9708,8869
PA14_30330,11993,11107
PA14_30340,7532,6930
PA14_30350,557,473
PA14_30360,2854,2327
PA14_30370,1235,1058
PA14_30380,1251,1024
PA14_30390,999,819
PA14_30400,1304,1072
PA14_30410,7179,5896
PA14_30420,17,17
PA14_30430,1042,1041
PA14_30440,325,259
PA14_30450,599,531
PA14_30460,207,181
PA14_30470,196,194
PA14_30490,199,207
PA14_30500,234,218
PA14_30520,100,86
PA14_30540,55,41
PA14_30550,287,224
PA14_30560,296,444
PA14_30570,3908,5513
PA14_30580,5002,4866
PA14_30590,391,381
PA14_30600,69,61
PA14_30620,1540,1491
PA14_30630,10156,8853
,22,13
PA14_30650,3687,3024
PA14_30660,4260,3478
PA14_30670,2032,1656
PA14_30680,159,104
PA14_30690,442,470
PA14_30700,3537,3523
PA14_30710,5971,4848
PA14_30720,683,493
PA14_30730,3725,11120
PA14_30740,66,53
PA14_30750,2350,2028
PA14_30760,696,640
PA14_30770,770,794
PA14_30790,309,291
PA14_30800,2639,2611
PA14_30810,321,280
PA14_30820,628,880
PA14_30830,382,362
PA14_30840,402,413
,15,14
PA14_30850,57,78
PA14_30860,55,51
PA14_30870,19,13
PA14_30880,31,31
,4,2
PA14_30900,47,41
PA14_30910,58,57
,6,5
PA14_30930,14,7
PA14_30940,29,18
PA14_30950,12,9
PA14_30960,28,55
,690,794
PA14_30970,1333,1182
PA14_30980,1635,1401
PA14_30990,760,682
PA14_31000,659,609
PA14_31010,2690,2419
PA14_31030,1300,1179
PA14_31040,892,796
PA14_31050,4476,4180
,3512,3973
PA14_31070,69,72
,4,8
PA14_31080,14,13
,15,11
,3,7
PA14_31100,27,28
,3,8
,17,22
,8,5
PA14_31130,54,45
PA14_31150,1252,1219
PA14_31160,147,142
,243,256
,27,20
,7,1
PA14_31190,89,86
PA14_31200,16,12
PA14_31220,35,25
,14,22
PA14_31240,1160,1099
,301,310
PA14_31250,3,6
PA14_31260,6,6
,29,20
PA14_31270,243,209
PA14_31280,302,296
PA14_31290,30,27
PA14_31300,264,298
PA14_31310,694,758
PA14_31330,923,892
,18,16
PA14_31350,321,277
PA14_31360,157,170
PA14_31370,329,294
PA14_31380,167,141
PA14_31390,178,204
PA14_31400,724,386
PA14_31420,964,1794
PA14_31430,266,246
PA14_31440,2110,2211
PA14_31460,658,596
PA14_31470,2921,2353
PA14_31480,1448,1210
PA14_31500,5438,4603
PA14_31510,1809,1584
PA14_31530,3649,3013
PA14_31540,2823,2429
PA14_31560,1434,1532
PA14_31580,332,360
,294,219
PA14_31610,661,402
PA14_31620,139,151
PA14_31630,262,231
PA14_31640,113,145
PA14_31650,3815,3217
PA14_31660,742,788
PA14_31680,2430,2186
PA14_31690,3396,3022
PA14_31700,1221,2112
PA14_31720,2203,6344
PA14_31730,756,2558
PA14_31740,351,977
PA14_31750,970,2172
PA14_31760,1181,2813
PA14_31770,271,216
PA14_31780,465,478
PA14_31800,3927,3687
PA14_31810,3985,3541
PA14_31820,67,71
,18,6
PA14_31840,2222,2075
PA14_31850,2619,2502
,8,9
PA14_31870,1102,1108
PA14_31890,1876,1811
PA14_31900,1633,1511
PA14_31920,1512,1576
,94,93
PA14_31950,162,153
PA14_31960,229,186
PA14_31970,31,31
PA14_31990,43,42
,161,133
PA14_32060,134,124
PA14_32080,29,27
PA14_32100,5,15
PA14_32110,68,48
PA14_32130,42,54
PA14_32140,11,14
PA14_32150,8,10
PA14_32160,79,70
,14,18
PA14_32190,181,161
PA14_32200,292,266
,6,7
PA14_32220,42,41
PA14_32230,36,19
PA14_32240,114,92
PA14_32250,16,13
PA14_32270,246,287
PA14_32280,516,427
PA14_32290,1419,2242
PA14_32300,1115,999
PA14_32310,931,771
PA14_32330,519,557
PA14_32340,135,117
PA14_32350,109,81
PA14_32360,332,322
PA14_32370,374,395
PA14_32380,296,269
PA14_32390,586,570
PA14_32400,378,371
PA14_32410,2336,2037
PA14_32420,4354,3958
PA14_32440,75,65
PA14_32450,442,462
PA14_32460,491,494
PA14_32470,74,46
PA14_32480,133,270
PA14_32490,92,139
PA14_32500,1156,1207
PA14_32520,655,636
PA14_32530,2190,2022
PA14_32540,2491,2072
,87,88
PA14_32570,532,465
PA14_32580,251,221
PA14_32590,867,740
PA14_32600,460,386
PA14_32610,1309,1080
PA14_32630,615,571
PA14_32640,11,7
PA14_32650,13,11
PA14_32660,21,20
PA14_32670,60,67
PA14_32690,57,63
PA14_32700,312,336
PA14_32710,337,293
PA14_32720,292,266
PA14_32740,178,150
PA14_32750,38,53
PA14_32770,1432,2597
PA14_32780,1077,1416
PA14_32790,27179,46273
,10,17
,252,265
,145,156
,333,345
,113,121
,222,252
,35,47
,749,739
,2106,1985
,562,831
PA14_32830,934,1769
PA14_32840,682,1439
PA14_32850,742,1771
PA14_32860,600,979
PA14_32880,1478,2001
PA14_32890,2764,1333
PA14_32905,70,66
PA14_32930,735,1490
PA14_32940,2527,2660
PA14_32950,413,377
PA14_32970,327,311
PA14_32985,1134,807
PA14_33000,9298,6263
,192,151
PA14_33010,957,675
PA14_33030,1228,873
PA14_33040,1729,1244
PA14_33050,39,88
PA14_33060,38,54
PA14_33070,489,510
PA14_33080,298,348
PA14_33110,249,296
PA14_33120,854,774
PA14_33130,1244,1254
PA14_33150,283,342
PA14_33160,95,207
PA14_33170,371,411
,5,4
PA14_33190,127,113
PA14_33200,14,8
PA14_33220,92,75
PA14_33230,34,25
PA14_33240,89,114
PA14_33250,24,34
PA14_33260,23,13
PA14_33270,10,15
PA14_33280,255,267
,1176,1912
PA14_33300,4472,4972
PA14_33310,6388,7303
PA14_33320,4180,4389
PA14_33330,5293,5822
PA14_33340,5917,6478
PA14_33350,3051,3193
PA14_33370,92,98
PA14_33380,14,15
PA14_33410,96,79
PA14_33420,181,114
PA14_33430,72,93
PA14_33440,567,572
PA14_33450,91,138
PA14_33460,45,76
PA14_33480,189,212
PA14_33500,34,35
PA14_33510,8,12
PA14_33520,43,47
PA14_33530,682,403
PA14_33540,386,199
PA14_33550,474,262
PA14_33560,531,323
PA14_33570,328,180
PA14_33580,283,167
PA14_33590,416,242
PA14_33600,531,337
PA14_33610,1115,967
PA14_33630,1020,947
PA14_33650,1074,962
PA14_33680,1988,2414
PA14_33690,52,50
PA14_33700,306,340
PA14_33710,33,28
PA14_33720,18,28
PA14_33730,26,46
PA14_33740,147,149
PA14_33750,370,300
PA14_33760,644,523
PA14_33770,653,481
PA14_33780,2400,2540
PA14_33800,645,557
PA14_33810,228,190
PA14_33820,54,55
PA14_33830,108,111
PA14_33840,590,512
PA14_33860,964,861
PA14_33870,1024,680
PA14_33880,758,1002
PA14_33890,1440,1322
PA14_33900,3379,3264
PA14_33910,58,107
PA14_33920,100,271
PA14_33930,65,55
PA14_33940,78,79
PA14_33960,130,97
PA14_33970,92,81
PA14_33980,36,36
PA14_33990,139,142
PA14_34000,54,57
PA14_34010,154,166
PA14_34020,34,38
PA14_34030,113,94
PA14_34050,340,360
PA14_34070,265,238
PA14_34080,222,298
PA14_34100,634,709
PA14_34110,150,266
PA14_34130,609,685
PA14_34140,375,446
PA14_34150,274,339
,92,162
PA14_34180,14,15
PA14_34190,23,43
PA14_34200,49,44
PA14_34210,93,77
PA14_34230,548,496
PA14_34250,1308,1064
PA14_34260,10,26
PA14_34270,40,38
PA14_34280,35,18
PA14_34290,37,33
PA14_34300,30,37
PA14_34320,45,46
,0,1
PA14_34330,724,614
PA14_34340,216,191
PA14_34350,28,24
PA14_34360,53,42
PA14_34370,45,55
PA14_34390,23,29
PA14_34410,37,26
PA14_34420,90,77
PA14_34440,313,231
PA14_34450,930,741
PA14_34460,633,584
PA14_34490,970,1031
PA14_34500,399,443
PA14_34510,413,465
PA14_34520,217,217
PA14_34540,113,90
PA14_34550,57,41
PA14_34580,140,97
PA14_34600,8224,7240
,4,4
PA14_34630,2748,2557
PA14_34640,3143,2652
PA14_34660,2804,2838
PA14_34670,210,189
PA14_34680,333,264
PA14_34690,526,507
PA14_34700,51,54
PA14_34710,29,23
,339,283
PA14_34730,107,150
PA14_34740,47,39
PA14_34750,34,31
PA14_34770,25,30
PA14_34780,24,29
PA14_34790,19,26
PA14_34800,959,891
PA14_34810,9880,9554
PA14_34820,1802,1844
PA14_34830,1395,1371
PA14_34840,7121,7551
PA14_34850,533,541
PA14_34870,845,682
PA14_34880,537,558
PA14_34900,943,813
PA14_34920,76,70
,21,19
PA14_34930,86,79
PA14_34940,21,22
PA14_34960,908,1095
PA14_34970,8020,8968
,3,3
PA14_34990,2173,2154
PA14_35000,465,459
PA14_35010,39,32
PA14_35020,86,66
PA14_35030,64,68
PA14_35040,28,30
PA14_35050,77,72
PA14_35060,73,55
PA14_35070,1625,1702
PA14_35080,283,246
PA14_35100,191,175
PA14_35110,314,222
PA14_35130,130,111
PA14_35140,255,255
PA14_35150,56,42
PA14_35160,79,83
PA14_35170,489,450
PA14_35190,2716,1476
PA14_35200,879,907
PA14_35210,1680,1617
PA14_35230,762,657
PA14_35240,114,104
PA14_35250,1321,1104
PA14_35270,888,956
PA14_35290,1828,1782
PA14_35300,1079,1081
PA14_35320,116,138
PA14_35330,167,150
PA14_35340,197,190
PA14_35360,195,224
PA14_35370,1490,1682
PA14_35380,266,274
PA14_35390,34,44
PA14_35400,78,87
PA14_35420,43,42
PA14_35430,132,120
,242,230
PA14_35440,1759,1678
PA14_35460,2051,2352
PA14_35470,1144,1124
PA14_35490,7415,5430
PA14_35500,8177,5973
PA14_35520,8654,6518
PA14_35530,14036,11210
PA14_35540,703,697
,521,555
PA14_35570,32,58
PA14_35590,58,55
PA14_35600,73,79
PA14_35620,62,52
PA14_35630,71,60
PA14_35640,63,51
PA14_35650,64,80
PA14_35670,122,108
PA14_35680,40,59
PA14_35690,118,106
PA14_35700,156,195
,93,62
,1229,1090
PA14_35720,1186,1200
PA14_35730,99,88
PA14_35740,872,880
PA14_35750,146,146
PA14_35760,3385,5401
PA14_35770,3942,7716
PA14_35780,4522,12104
PA14_35790,10471,31955
PA14_35800,10424,12652
PA14_35810,8703,9291
PA14_35820,3823,3581
PA14_35830,5450,5662
PA14_35840,3699,3600
PA14_35850,3776,3852
PA14_35860,376,342
PA14_35880,286,255
PA14_35890,351,289
PA14_35900,146,136
,37,26
PA14_35920,143,119
,27,19
PA14_35940,65,42
PA14_35950,52,48
PA14_35970,56,39
PA14_35980,2,7
PA14_35990,13,18
,2241,2176
PA14_36010,663,721
PA14_36020,469,375
PA14_36030,228,182
PA14_36050,103,97
PA14_36060,102,104
PA14_36070,85,69
PA14_36080,16,21
PA14_36090,28,23
PA14_36100,74,48
PA14_36110,55,37
PA14_36120,112,95
PA14_36130,68,55
PA14_36150,14,6
PA14_36170,32,20
PA14_36180,262,257
PA14_36190,149,352
PA14_36200,3209,4249
PA14_36220,357,461
PA14_36230,292,340
PA14_36250,1079,1119
PA14_36260,1103,921
PA14_36270,2486,2227
PA14_36280,850,740
PA14_36290,2099,1907
PA14_36300,3663,3305
PA14_36310,25489,25615
PA14_36320,30486,31461
PA14_36330,5388,5461
,4,3
PA14_36345,716,497
PA14_36350,33,29
PA14_36360,8,8
PA14_36370,40,41
,6,2
PA14_36375,44,44
PA14_36390,49,68
,13,14
PA14_36410,5,13
PA14_36420,430,450
PA14_36450,58,187
PA14_36460,39,106
PA14_36470,45,80
PA14_36480,21,30
PA14_36490,39,33
PA14_36500,76,113
PA14_36520,40,86
PA14_36530,22,30
PA14_36540,14,29
PA14_36550,56,61
,1,2
PA14_36560,119,147
PA14_36570,83,78
PA14_36580,30,47
PA14_36590,31,43
PA14_36605,59,68
PA14_36620,6,11
PA14_36630,68,83
,5,7
PA14_36650,31,50
PA14_36660,71,59
PA14_36670,28,35
PA14_36680,8,12
PA14_36690,17,22
PA14_36700,15,12
PA14_36710,52,76
PA14_36730,103,132
PA14_36740,47,69
PA14_36760,26,57
PA14_36770,4,5
PA14_36780,23,23
PA14_36790,9,13
PA14_36810,66,92
PA14_36820,9,17
PA14_36830,49,71
PA14_36840,61,106
PA14_36850,10,15
PA14_36860,8,10
PA14_36870,33,38
PA14_36880,12,15
PA14_36890,3,2
PA14_36900,4,0
PA14_36910,153,161
,34,47
PA14_36930,11,8
PA14_36940,26,24
PA14_36960,56,52
PA14_36980,29,32
PA14_36990,26,25
PA14_37000,25,18
PA14_37010,54,46
PA14_37030,80,83
PA14_37040,67,59
PA14_37060,479,422
PA14_37070,5955,4984
,1811,1402
PA14_37080,1504,1191
PA14_37090,110,95
PA14_37100,114,118
PA14_37120,369,313
PA14_37130,137,168
PA14_37140,173,220
PA14_37150,93,88
PA14_37170,199,180
,146,153
,90,99
PA14_37190,1117,999
,76,64
PA14_37200,835,772
PA14_37210,1809,1492
PA14_37220,420,395
PA14_37250,2190,1911
PA14_37260,1093,887
PA14_37270,684,551
PA14_37290,891,618
PA14_37310,758,551
PA14_37320,183,144
PA14_37340,109,95
PA14_37350,13,8
PA14_37360,102,83
PA14_37370,78,63
PA14_37380,154,135
,12,6
PA14_37400,195,165
PA14_37410,117,112
PA14_37420,101,61
PA14_37430,81,106
PA14_37440,79,83
PA14_37460,153,118
PA14_37470,115,100
PA14_37490,373,384
PA14_37510,120,139
PA14_37520,89,119
PA14_37530,183,198
PA14_37550,95,96
PA14_37560,343,337
PA14_37570,1188,1175
PA14_37580,915,844
PA14_37590,2316,2268
PA14_37610,3229,3054
,12,3
PA14_37630,950,796
,33,40
PA14_37640,40,64
PA14_37650,56,39
PA14_37660,478,529
,152,219
PA14_37680,345,320
,29,25
PA14_37690,309,340
PA14_37710,1547,1680
PA14_37730,84,75
,29,24
PA14_37745,518,343
PA14_37760,273,195
PA14_37770,244,191
PA14_37780,137,126
PA14_37790,57,50
PA14_37810,32,22
PA14_37820,1730,1686
PA14_37830,404,506
PA14_37840,170,148
PA14_37850,30,31
PA14_37870,20,10
PA14_37880,57,57
PA14_37900,47,77
PA14_37910,523,455
PA14_37915,97,90
PA14_37940,293,258
PA14_37950,27,40
PA14_37965,76,55
PA14_37980,57,56
PA14_37990,30,34
PA14_38000,448,360
PA14_38010,1108,864
,56,52
PA14_38040,277,210
,157,208
PA14_38060,417,334
PA14_38080,4515,3935
PA14_38090,1538,1344
PA14_38110,6672,5666
,0,2
PA14_38130,564,505
PA14_38140,3645,3364
PA14_38160,593,424
PA14_38170,209,141
PA14_38180,950,969
PA14_38190,24,29
PA14_38200,392,428
PA14_38210,87,91
PA14_38220,190,170
PA14_38250,1944,1881
PA14_38260,139,142
PA14_38270,238,247
PA14_38290,318,288
PA14_38300,219,198
PA14_38310,65,58
PA14_38320,608,763
PA14_38330,5563,5085
PA14_38340,83,92
PA14_38350,11190,9599
PA14_38360,112,102
PA14_38370,15,58
PA14_38380,1574,1388
PA14_38395,513,527
PA14_38410,1233,1178
,87,90
PA14_38420,406,442
PA14_38430,5017,5015
PA14_38440,16692,15041
PA14_38460,8758,7304
PA14_38470,3547,3007
PA14_38480,7257,6264
PA14_38490,2584,2284
PA14_38500,524,504
PA14_38510,1048,1004
PA14_38530,953,1008
PA14_38550,405,400
PA14_38560,157,153
PA14_38570,1386,1238
PA14_38580,403,236
PA14_38590,275,206
PA14_38610,1019,677
PA14_38630,5445,3937
PA14_38640,3492,2393
PA14_38660,3272,2180
PA14_38680,535,501
PA14_38690,1485,1287
PA14_38700,468,417
PA14_38710,753,664
PA14_38720,777,627
PA14_38730,513,409
PA14_38740,736,676
PA14_38750,1034,1039
PA14_38770,330,341
PA14_38780,548,602
PA14_38790,214,294
PA14_38800,472,519
PA14_38820,594,693
PA14_38825,93,113
PA14_38840,16,15
PA14_38850,17,12
PA14_38860,54,69
PA14_38880,23,33
PA14_38900,37,33
PA14_38910,35,60
PA14_38930,146,227
PA14_38950,61,68
PA14_38970,220,239
PA14_38990,185,163
PA14_39000,23,30
PA14_39010,1511,1549
PA14_39020,56,40
PA14_39050,523,437
PA14_39060,27,29
PA14_39070,3196,2566
PA14_39080,156,141
PA14_39090,801,688
PA14_39100,765,625
PA14_39110,386,362
,32,34
PA14_39130,3168,2889
PA14_39140,1019,987
PA14_39150,166,134
PA14_39160,648,621
,688,636
PA14_39190,1356,1347
PA14_39200,588,530
PA14_39210,288,257
PA14_39220,3,9
PA14_39230,5,5
PA14_39240,39,41
PA14_39250,7,14
PA14_39260,3,6
PA14_39270,121,132
PA14_39280,2141,2040
PA14_39300,2272,2231
PA14_39320,1708,1597
PA14_39330,3003,3147
PA14_39350,8489,9776
PA14_39360,245,256
PA14_39390,1071,1067
PA14_39410,718,702
PA14_39420,58,70
PA14_39440,2822,3430
PA14_39460,793,931
PA14_39470,3800,3592
PA14_39480,5992,5737
PA14_39500,449,372
PA14_39520,145,172
PA14_39530,96,88
PA14_39540,70,79
PA14_39560,115,130
PA14_39570,149,164
PA14_39580,227,233
PA14_39590,547,448
PA14_39610,4264,3819
PA14_39620,13,15
PA14_39630,11,6
PA14_39640,84,93
PA14_39650,40,38
PA14_39660,50,44
PA14_39690,1352,1139
PA14_39700,182,165
PA14_39710,370,297
PA14_39720,66,58
PA14_39730,4,6
PA14_39750,19,31
PA14_39770,815,803
,49,55
PA14_39780,48,32
PA14_39790,3075,2765
PA14_39800,832,768
PA14_39810,279,281
PA14_39820,119,112
PA14_39830,68,65
,15,16
PA14_39850,55,72
PA14_39860,51,73
PA14_39870,214,174
PA14_39880,62,61
PA14_39890,0,0
PA14_39910,0,0
PA14_39925,2,2
PA14_39945,308,261
PA14_39960,669,641
PA14_39970,205,183
PA14_39980,127,131
PA14_39990,189,213
PA14_40010,150,153
PA14_40020,184,210
PA14_40030,225,238
PA14_40040,270,290
PA14_40050,57,63
PA14_40060,9,18
PA14_40070,1247,1070
PA14_40080,243,313
PA14_40100,128,144
PA14_40110,43,34
PA14_40120,1934,1655
PA14_40130,201,235
PA14_40150,191,182
PA14_40160,44,33
PA14_40170,154,80
PA14_40180,208,166
PA14_40200,609,548
PA14_40210,138,105
PA14_40220,197,148
PA14_40230,85,88
PA14_40240,139,140
PA14_40250,256,275
PA14_40260,794,764
PA14_40270,21,12
PA14_40280,1132,1034
PA14_40290,776,571
PA14_40300,253,251
PA14_40310,1967,1359
PA14_40320,217,178
PA14_40330,67,63
PA14_40340,432,312
PA14_40350,839,755
PA14_40370,1205,1161
PA14_40380,91,127
PA14_40390,568,572
PA14_40410,1076,915
PA14_40420,1361,1041
PA14_40430,263,252
PA14_40440,740,702
PA14_40450,542,453
PA14_40470,1570,1277
PA14_40490,1676,1766
PA14_40510,225,183
PA14_40520,70,63
PA14_40540,53,39
PA14_40550,1136,1162
PA14_40560,7326,5128
PA14_40570,285,299
PA14_40600,708,562
PA14_40610,59,45
PA14_40620,229,193
PA14_40630,4611,3990
PA14_40640,4123,3544
PA14_40650,131,1384
PA14_40660,107,1116
PA14_40670,8325,7521
PA14_40690,1159,971
PA14_40700,1832,1485
PA14_40710,1324,1160
PA14_40730,1492,1382
PA14_40740,273,303
,4,13
PA14_40770,8048,7847
PA14_40780,2911,2552
PA14_40790,423,433
PA14_40800,200,217
PA14_40820,155,156
PA14_40830,3856,3333
PA14_40840,3266,2993
PA14_40850,1104,868
PA14_40860,11561,9954
PA14_40880,1873,1890
PA14_40890,2506,2473
PA14_40900,85,83
PA14_40910,200,239
PA14_40930,576,453
PA14_40940,369,268
PA14_40950,4263,3681
PA14_40960,11775,10526
PA14_40980,5449,4848
PA14_41000,1627,1446
PA14_41010,2541,2362
PA14_41020,7777,7193
PA14_41030,564,563
PA14_41050,2783,2352
PA14_41060,2308,1999
PA14_41070,2371,2152
,1096,941
PA14_41090,9844,7711
PA14_41110,3894,3916
PA14_41130,6683,6431
PA14_41140,2708,2447
PA14_41150,2725,2562
PA14_41160,4496,4210
PA14_41170,2754,3034
PA14_41190,28463,25333
PA14_41200,7587,7051
PA14_41210,96221,92430
PA14_41220,55920,56656
PA14_41230,74403,70349
PA14_41240,22385,18712
PA14_41250,64645,54344
,39,41
PA14_41260,803,721
PA14_41270,1082,1021
PA14_41280,393,468
PA14_41300,502,375
,620,494
PA14_41320,2477,1838
PA14_41330,3363,2734
PA14_41340,6647,4781
PA14_41350,3762,2893
PA14_41360,14546,13021
PA14_41380,16245,14128
PA14_41390,12255,11144
PA14_41400,4627,4215
PA14_41420,3595,11695
PA14_41430,1217,918
PA14_41440,11102,10886
PA14_41450,472,342
,53,52
PA14_41470,60744,55878
PA14_41480,353,380
PA14_41490,76,83
PA14_41500,187,129
PA14_41510,17,11
PA14_41520,64,55
PA14_41530,39,37
PA14_41540,8,2
PA14_41560,96,72
PA14_41563,57,46
PA14_41570,398596,376738
PA14_41575,18745,14875
PA14_41590,7390,5804
PA14_41610,2729,2174
PA14_41630,4179,3910
PA14_41640,5016,4167
PA14_41650,3676,2988
PA14_41670,37552,32095
,9,5
PA14_41680,2712,2685
PA14_41690,3897,2987
PA14_41710,11992,10701
PA14_41730,7758,7127
PA14_41740,305,260
PA14_41750,132,133
PA14_41760,203,188
PA14_41780,305,251
PA14_41790,507,480
,15,36
PA14_41800,3035,2926
PA14_41810,5922,6116
PA14_41820,3531,3128
PA14_41830,1338,984
PA14_41840,1453,1157
PA14_41860,361,306
PA14_41870,5800,5752
PA14_41880,1118,1336
PA14_41900,2684,2741
PA14_41910,1017,876
,22,36
PA14_41920,13259,11480
PA14_41930,2993,2707
PA14_41950,1563,1200
PA14_41960,54,53
PA14_41970,2545,2558
PA14_41980,103,128
PA14_41990,21,25
PA14_42000,15,28
PA14_42010,4869,5208
PA14_42020,949,746
PA14_42030,53,76
PA14_42050,75,77
PA14_42060,383,382
PA14_42080,729,722
PA14_42090,392,374
PA14_42100,299,277
PA14_42120,749,690
PA14_42130,210,217
PA14_42140,215,244
PA14_42150,220,242
PA14_42160,433,461
,13,10
PA14_42180,1315,1128
PA14_42200,801,757
PA14_42220,3059,2655
PA14_42230,3241,2902
PA14_42250,1031,802
PA14_42260,836,600
PA14_42270,1627,1151
PA14_42280,986,696
PA14_42290,774,575
PA14_42300,1459,984
PA14_42310,1453,1057
PA14_42320,513,440
PA14_42340,1211,933
PA14_42350,2864,2236
PA14_42360,1378,957
PA14_42380,4930,3747
PA14_42390,4249,3018
PA14_42400,1267,927
PA14_42410,2301,1876
PA14_42430,4590,3336
PA14_42440,4432,3303
PA14_42450,5647,4038
PA14_42460,1636,1126
PA14_42470,1950,1279
PA14_42480,543,407
PA14_42490,363,273
PA14_42500,2140,1491
PA14_42510,315,198
PA14_42520,482,295
PA14_42530,591,419
PA14_42540,556,419
PA14_42550,1637,1048
PA14_42570,1841,1247
PA14_42580,586,387
PA14_42600,1142,791
PA14_42610,1218,792
PA14_42620,763,573
PA14_42630,425,324
PA14_42640,422,251
PA14_42660,590,451
PA14_42670,7921,5517
PA14_42680,2400,1686
PA14_42690,2863,2380
PA14_42700,1029,1055
PA14_42710,621,454
PA14_42720,2920,2473
PA14_42730,3010,2689
PA14_42740,2315,1996
PA14_42750,2190,1754
PA14_42760,6958,6110
PA14_42770,379,409
PA14_42780,1513,1249
PA14_42790,2535,1987
PA14_42820,2449,2527
PA14_42830,451,407
PA14_42840,1123,938
PA14_42850,5022,3908
PA14_42860,12985,11929
PA14_42870,1050,1014
PA14_42880,386,907
PA14_42890,318,948
PA14_42900,2026,6439
PA14_42910,565,1789
PA14_42920,1053,2818
PA14_42940,472,1104
PA14_42950,944,2300
PA14_42960,169,413
PA14_42970,1070,2864
PA14_42980,2571,6589
PA14_42990,1224,2582
PA14_43000,2710,5364
,389,1002
PA14_43020,733,2098
PA14_43030,4134,15382
PA14_43040,2404,7985
PA14_43050,7449,10426
PA14_43070,41,40
PA14_43080,17,17
PA14_43090,36,54
PA14_43100,1414,1471
,939,1087
PA14_43110,4024,3932
PA14_43130,5069,4745
PA14_43140,397,348
PA14_43150,452,385
PA14_43160,961,934
PA14_43170,245,228
PA14_43180,227,185
PA14_43190,525,501
,4,3
PA14_43200,1025,868
PA14_43220,691,673
PA14_43230,388,483
PA14_43240,1273,989
