,PA14,PJ01,PJ01dT
PA14_08380,251.282,214.779,229.863
PA14_08390,797.348,787.142,767.539
PA14_08400,225.2,206.915,228.796
PA14_08420,41.5473,38.7184,39.5096
PA14_08430,44.1346,40.3399,43.6678
PA14_08440,91.1833,84.0216,88.2464
PA14_08450,140.496,148.039,146.327
PA14_08460,83.3119,87.682,80.1508
PA14_08470,126.756,126.413,112.976
PA14_08480,192.412,173.842,179.119
PA14_08490,217.034,208.121,212.401
PA14_08500,411.259,376.989,383.639
PA14_08510,942.343,860.08,898.103
PA14_08520,252.64,250.934,250.001
PA14_08540,450.471,463.21,428.159
PA14_08560,442.031,424.515,420.737
PA14_08570,0,0,0.00719146
PA14_08580,0,0,0
PA14_08590,0,0,0
PA14_08600,0.0271334,0.00618831,0.0204361
PA14_08610,0,0,0
PA14_08620,269.301,254.87,234.097
PA14_08630,176.469,165.633,154.843
PA14_08640,195.514,185.46,173.407
PA14_08650,1143.66,687.44,812.921
PA14_08660,114.981,95.2938,198.152
PA14_08670,0,10.7323,24.3116
PA14_08680,2761.06,2966.55,2777.26
PA14_08690,24.7158,50.5648,39.7233
PA14_08695,9679.13,8697.11,9080.57
PA14_08710,5531.26,5193.3,5335.48
PA14_08720,15614.4,0,16161.6
PA14_08730,10609.4,0,10708.5
PA14_08740,28521.1,28947.3,28074.7
PA14_08750,36721.8,37048.4,36677.8
PA14_08760,2491.3,0,2443.35
PA14_08780,2708.42,0,0
PA14_08790,18453.7,18988.8,19078.4
PA14_08810,17067.8,17480.3,16524
PA14_08820,0,0,0
PA14_08830,4935.35,5768,5138.42
PA14_08840,32302.7,32950.7,34407.6
PA14_08850,12045.1,12302.2,11728.2
PA14_08860,10051.1,10211.9,9587.8
PA14_08870,17532.4,17992.3,16873.9
PA14_08880,6011.42,6489.42,6045.71
PA14_08890,24969.3,24849.2,25288.2
PA14_08900,14888.9,15965.7,14770.8
PA14_08910,9674.87,10187.1,9698.86
PA14_08920,15602,17213.5,15774
PA14_08930,25582.7,25191.8,23914.2
PA14_08940,15397,17175.5,16059.5
PA14_08950,15795.6,16491.8,15361.1
PA14_08960,19435.4,19113.6,18417.6
PA14_08970,18484.1,18001.1,18530.3
PA14_08980,16207,15185.1,16605
PA14_08990,22182.2,23205.7,22400.6
PA14_09000,10269.6,10937.9,10395.7
PA14_09010,16088.4,17469.5,16041.3
PA14_09020,12895,14362.9,13381.3
PA14_09030,86053.1,90797,88705.3
PA14_09040,15080.3,15352.9,14686.2
PA14_09050,7815.12,8007.18,7825.46
PA14_09070,44654.6,46614.4,49123.1
PA14_09080,14392.1,15593.5,14632.9
PA14_09090,11479.9,13472.1,11680.1
PA14_09100,9571.48,10403.4,9445.33
PA14_09115,8776.22,8794.39,8760.69
PA14_09130,15890.4,16046.3,15242.3
PA14_09150,135.645,144.961,134.207
PA14_09160,417.716,393.497,399.336
PA14_09180,219.754,223.527,210.824
PA14_09195,123.909,124.795,126.331
PA14_09200,1224.57,1400.09,1329.22
PA14_09210,148.756,244.266,108.438
PA14_09220,366.363,620.378,256.613
PA14_09230,48.1057,102.307,43.0907
PA14_09240,82.5289,135.796,56.8361
PA14_09260,70.4174,66.1596,65.3613
PA14_09270,73.1657,124.328,56.2095
PA14_09280,60.3159,107.244,48.4479
PA14_09290,60.202,101.963,47.584
PA14_09300,45.0288,78.0557,33.202
PA14_09320,31.3295,59.2814,27.279
PA14_09340,199.435,297.669,132.018
PA14_09350,244.593,419.988,185.564
PA14_09370,38.3771,63.1939,27.6112
PA14_09380,63.4505,96.4986,40.9056
PA14_09400,34.0136,36.1055,24.5134
PA14_09410,3.4064,1.34969,3.25044
PA14_09420,0,0,0
PA14_09440,1.2504,0.350507,1.18701
PA14_09450,0.887427,0.292572,0.63749
PA14_09460,2.93372,0.89819,3.41719
PA14_09470,37.4657,5.16711,28.0241
PA14_09480,5.85406,0.616667,3.8827
PA14_09490,32.7477,20.1266,28.6541
PA14_09500,10.9039,10.7532,13.2647
PA14_09520,8.42112,7.88774,8.76561
PA14_09530,9.12609,8.78689,9.98208
PA14_09540,25.7327,22.8908,25.1695
PA14_09550,26.7259,23.5478,23.8751
PA14_09570,12.7226,13.6191,15.497
PA14_09580,47.7556,52.2214,51.0447
PA14_09600,89.6247,80.2376,86.8936
PA14_09610,42.7441,52.4529,48.4931
PA14_09630,34.5374,42.3128,36.1129
PA14_09660,32.5637,37.8855,32.3266
PA14_09680,15.6145,17.1809,17.7414
PA14_09690,46.3241,47.5598,51.7805
PA14_09700,52.3065,52.0991,53.5289
PA14_09710,5.95229,5.69087,5.4862
PA14_09730,5.25905,6.18713,5.2233
PA14_09740,4.2975,4.00821,4.1793
PA14_09750,38.4976,31.8122,36.0058
PA14_09760,44.7594,44.7095,43.5624
PA14_09770,30.3677,28.9289,28.489
PA14_09780,70.2683,72.3706,75.4995
PA14_09790,82.3374,80.7248,76.4748
PA14_09810,24.7391,32.7661,28.6093
PA14_09820,58.2924,61.0658,57.6692
PA14_09850,36.6603,53.1217,42.8442
PA14_09870,29.0944,29.8572,27.9578
PA14_09880,11.5703,13.6393,13.0353
PA14_09890,672.444,627.512,639.953
PA14_09900,69.7743,62.4185,69.4243
PA14_09910,18.254,16.1628,18.4872
PA14_09920,3.14963,2.50409,3.00814
PA14_09930,4.2725,3.99373,3.49781
PA14_09940,15.182,13.5096,13.7869
PA14_09950,13.518,13.6239,15.915
PA14_09960,43.1439,40.2202,43.6999
PA14_09970,31.5171,21.1166,33.3992
PA14_09980,4.78323,5.06981,5.65105
PA14_09990,12.1807,12.5568,11.5137
PA14_10010,24.8154,27.9957,28.5038
PA14_10020,225.814,216.294,210.478
PA14_10040,91.8863,107.875,91.4712
PA14_10050,7.61358,7.03839,7.25306
PA14_10070,6.4499,5.72751,6.83743
PA14_10080,26.3426,25.454,27.5613
PA14_10090,23.8899,20.7487,22.2431
PA14_10110,10.2021,10.9379,10.5835
PA14_10120,32.2401,28.3534,30.7765
PA14_10130,12.5998,13.0189,13.7917
PA14_10140,8.07888,10.0598,11.5544
PA14_10160,5.46388,5.97536,8.50151
PA14_10170,9.09545,7.66742,10.5131
PA14_10180,20.0935,21.5913,25.6912
PA14_10190,65.2764,72.8834,71.7693
PA14_10200,7.66047,6.69576,8.38367
PA14_10210,6.23239,6.63751,7.40398
PA14_10220,27.7936,25.6933,29.5294
PA14_10230,9.73448,8.5316,10.1005
PA14_10240,3.2136,3.41945,3.56702
PA14_10250,7.39221,5.86237,8.35855
PA14_10260,3.61897,3.51146,3.83431
PA14_10270,3.17853,4.19073,4.29408
PA14_10280,4.20183,3.85439,5.04019
PA14_10290,10.2071,9.82723,11.1786
PA14_10300,17.7161,18.6178,17.3588
PA14_10320,29.07,30.7345,30.4876
PA14_10330,4.14152,3.59848,4.00859
PA14_10340,4.79709,2.97444,4.71898
PA14_10350,7.96484,4.28554,6.40868
PA14_10360,746.343,272.959,654.336
PA14_10370,8.79231,7.13625,8.46741
PA14_10380,268.741,183.039,225.559
PA14_10400,6.245,4.31889,5.20178
PA14_10410,2.55556,0.950731,2.84257
PA14_10420,15.7826,18.9453,17.514
PA14_10440,6.72342,6.42499,6.5979
PA14_10470,10.2111,8.94325,11.6961
PA14_10480,165.714,155.793,152.365
PA14_10490,109.73,121.681,127.687
PA14_10500,15.4692,14.1067,14.3233
PA14_10530,29.8172,25.4557,28.6076
PA14_10540,6.28447,4.28134,5.99781
PA14_10550,8.50265,7.17969,9.10687
PA14_10560,11.5687,12.7746,11.9428
PA14_10570,5.06857,5.12003,6.14851
PA14_10590,8.57299,7.46182,7.97043
PA14_10600,4.54711,4.07205,4.5006
PA14_10610,19.5174,18.3911,20.4844
PA14_10620,13.8087,12.7455,13.5993
PA14_10630,5.75306,5.93614,6.1279
PA14_10640,6.16433,6.16346,6.55371
PA14_10650,4.35901,3.7874,4.38392
PA14_10660,10.0466,9.48646,10.7194
PA14_10670,54.9089,60.1096,58.9364
PA14_10680,100.49,100.539,102.248
PA14_10700,112.532,85.671,101.201
PA14_10710,42.6093,50.0219,48.3925
PA14_10730,80.1901,81.8408,79.163
PA14_10740,76.0952,74.2386,79.2832
PA14_10750,16.9235,18.7078,19.6199
PA14_10770,6.53337,5.91237,6.9602
PA14_10780,30.7225,30.9966,33.3484
PA14_10790,12.7316,12.6492,11.7213
PA14_10800,63.7764,64.3202,61.3134
PA14_10820,14.944,13.7923,16.0405
PA14_10830,38.4504,35.5179,38.4207
PA14_10840,51.2486,45.3597,47.1651
PA14_10850,22.2205,18.1741,19.0075
PA14_10870,3.99542,3.26059,3.85562
PA14_10890,8.24806,6.87325,8.3889
PA14_10900,2.80186,3.25228,3.02274
PA14_10910,2.82917,3.2206,4.06168
PA14_10920,1.90053,1.84215,2.1681
PA14_10940,22.2716,19.7433,21.6239
PA14_10950,15.6978,13.3166,12.32
PA14_10960,7.81061,7.42233,7.58309
PA14_10970,3.11331,2.76242,3.34038
PA14_10980,16.9674,16.3463,17.0808
PA14_10990,6.61326,6.50921,5.28072
PA14_11000,8.18943,8.01516,8.6505
PA14_11010,362.319,345.721,374.632
PA14_11020,5.02333,4.61236,4.9734
PA14_11030,2.48124,2.71941,2.4983
PA14_11050,3.52402,2.74099,3.41172
PA14_11060,22.1143,21.3236,18.5744
PA14_11070,5.08713,4.46359,4.29187
PA14_11080,2.24408,1.86312,2.25064
PA14_11090,2.92905,2.95655,2.81746
PA14_11100,5.33729,5.13728,5.09661
PA14_11110,9.87594,8.64016,8.43854
PA14_11120,52.2898,42.4163,44.601
PA14_11130,76.3308,71.5933,77.5035
PA14_11140,9.68118,8.99559,9.11707
PA14_11150,131.883,109.729,107.97
PA14_11160,60.9503,62.7514,61.5758
PA14_11170,66.66,58.5243,64.3813
PA14_11180,15.6986,13.9742,14.9438
PA14_11190,3.41753,3.06624,3.55336
PA14_11210,2.56261,2.10131,2.72061
PA14_11230,1.1381,1.72473,1.55206
PA14_11240,9.26997,7.50327,10.9689
PA14_11250,187.393,192.638,186.593
PA14_11260,162.06,166.819,158.259
PA14_11270,2170.57,1347.08,1950.25
PA14_11280,43.2818,49.493,46.3167
PA14_11290,17.6986,19.7545,18.4052
PA14_11310,17.4925,19.7542,18.8003
PA14_11320,34.3511,33.0151,31.4666
PA14_11330,80.5816,90.811,91.0952
PA14_11340,324.581,289.841,284.559
PA14_11350,54.5122,69.4448,62.5005
PA14_11370,58.6483,67.0366,61.1939
PA14_11380,281.548,295.443,301.857
PA14_11400,127.374,142.695,145.254
PA14_11410,209.436,231.592,218.469
PA14_11420,184.153,211.873,204.936
PA14_11430,1136.23,1187.06,1062.46
PA14_11450,901.016,952.482,861.552
PA14_11460,170.315,253.536,238.456
PA14_11470,230.731,249.567,222.479
PA14_11480,106.986,120.028,109.634
PA14_11490,109.574,107.912,104.718
PA14_11510,373.218,397.831,375.47
PA14_11520,255.78,279.249,273.192
PA14_11530,117.996,130.545,132.286
PA14_11550,318.436,352.492,317.877
PA14_11560,122.245,167.597,147.754
PA14_11570,835.808,876.31,743.592
PA14_11580,43.3778,44.5118,46.2828
PA14_11590,11.4532,10.2355,10.8209
PA14_11600,15.5931,12.3954,13.9887
PA14_11610,5.46223,4.80217,5.46019
PA14_11620,6.20406,4.94199,5.46858
PA14_11630,18.1424,19.5074,18.2774
PA14_11650,55.9022,60.1746,54.481
PA14_11660,22.6127,24.3802,19.4974
PA14_11670,52.205,55.6391,44.3503
PA14_11680,115.541,107.527,116.975
PA14_11690,2152.65,2166.92,2029.87
PA14_11700,95.4366,117.043,104.677
PA14_11720,158.586,181.366,159.77
PA14_11730,5.10176,4.72646,5.2615
PA14_11740,18.0848,22.5224,21.0265
PA14_11750,151.57,141.751,155.029
PA14_11760,35.1319,42.405,36.5264
PA14_11770,33.8428,37.4236,30.7328
PA14_11790,22.1823,26.5978,20.4225
PA14_11810,59.8401,58.2073,49.3659
PA14_11830,27.091,29.3153,27.4311
PA14_11845,117.585,121.529,116.217
PA14_11860,122.842,119.333,119.928
PA14_11880,164.517,171.323,178.759
PA14_11890,99.0757,100.524,97.4039
PA14_11900,40.8756,44.7562,43.6202
PA14_11910,92.8197,91.6293,91.4071
PA14_11920,80.8821,80.5954,79.086
PA14_11930,101.862,103.244,99.7112
PA14_11940,174.258,173.073,174.272
PA14_11960,75.012,83.6443,77.4732
PA14_11970,124.859,129.56,116.243
PA14_11980,11.5266,10.8505,11.5837
PA14_11990,5.10399,5.26358,6.16648
PA14_12010,191.504,198.1,202.242
PA14_12020,392.332,374.109,401.267
PA14_12030,1325.72,1196.97,1258.2
PA14_12050,319.895,294.575,321.249
PA14_12060,171.604,177.934,173.147
PA14_12070,155.144,151.862,157.208
PA14_12080,368.291,359.993,357.396
PA14_12090,341.729,338.637,361.683
PA14_12100,665.603,697.163,626.556
PA14_12110,1582.26,1722.32,1616.7
PA14_12120,485.741,493.622,475.2
PA14_12130,535.011,545.467,524.065
PA14_12140,32.9515,35.9935,34.7497
PA14_12150,9.57686,11.2207,10.1855
PA14_12160,180.933,200.458,174.934
PA14_12170,360.872,375.383,321.5
PA14_12180,786.307,740.156,745.047
PA14_12200,127.379,132.022,118.703
PA14_12210,347.56,389.235,353.389
PA14_12230,444.603,478.396,438.994
PA14_12260,14.3973,11.4658,15.8684
PA14_12270,53.2171,53.4587,54.2487
PA14_12280,136.336,137.647,128.58
PA14_12300,665.978,700.371,630.111
PA14_12310,579.901,695.005,623.124
PA14_12330,591.36,661.211,581.51
PA14_12350,391.034,438.833,392.686
PA14_12360,770.226,788.992,725.791
PA14_12370,473.427,443.642,479.56
PA14_12390,248.074,258.561,226.236
PA14_12400,95.7506,127.099,113.133
PA14_12410,126.323,158.838,140.922
PA14_12420,69.9871,52.0317,73.8992
PA14_12430,145.106,123.008,163.855
PA14_12440,15.7997,17.3337,20.8244
PA14_12450,22.4038,22.0652,21.9118
PA14_12470,26.1885,24.422,27.0022
PA14_12490,71.5445,79.5043,72.4882
PA14_12530,34.6907,37.8867,36.5098
PA14_12540,131.332,130.67,125.875
PA14_12550,390.108,373.941,400.277
PA14_12560,3172.96,2945.43,3185.91
PA14_12570,82.6653,74.9778,69.0373
PA14_12590,9.85586,11.9404,11.5576
PA14_12610,31.0835,33.5226,30.6792
PA14_12620,210.069,217.123,202.639
PA14_12630,53.306,60.2762,61.4188
PA14_12640,44.1512,46.017,44.0985
PA14_12650,14.6704,17.6033,15.6378
PA14_12670,58.7606,62.3945,58.0813
PA14_12680,14.5897,13.8251,14.5213
PA14_12690,43.3712,52.0046,52.2681
PA14_12700,43.4574,50.6694,45.1664
PA14_12710,11.0847,10.1369,10.4558
PA14_12730,13.5315,15.6444,16.4552
PA14_12740,63.9698,46.1681,57.6432
PA14_12750,121.394,112.639,113.313
PA14_12760,116.117,124.337,117.137
PA14_12770,90.1571,90.6505,91.9292
PA14_12780,137.56,135.214,134.746
PA14_12810,22.1347,17.4065,22.0876
PA14_12820,6.65414,5.72583,6.35063
PA14_12840,34.9961,29.9449,33.0811
PA14_12850,61.1184,64.1303,64.9557
PA14_12860,27.4876,27.9478,28.5923
PA14_12870,125.91,134.573,124.163
PA14_12890,156.077,164.424,174.904
PA14_12900,11362.1,10379.6,11204.2
PA14_12910,92.1769,105.966,144.596
PA14_12920,25.3135,22.798,23.1723
PA14_12940,3.74946,4.86223,5.05465
PA14_12960,2.68154,3.25866,2.67415
PA14_12970,7.86812,7.99665,7.4447
PA14_12980,48.5549,47.1522,47.1352
PA14_12990,31.9293,30.7465,33.122
PA14_13000,7.85626,8.46645,8.92662
PA14_13010,85.7749,74.2041,76.8868
PA14_13030,19.4111,19.5456,18.9292
PA14_13040,26.335,23.7626,26.4169
PA14_13050,63.3622,60.1149,71.5142
PA14_13060,26.9856,23.8039,26.5534
PA14_13070,16.4131,17.7727,16.1673
PA14_13090,77.7132,79.1141,73.427
PA14_13110,9.53599,9.22286,9.44782
PA14_13130,16.7037,14.6879,15.8929
PA14_13140,12.1372,12.3696,12.0083
PA14_13150,24.0126,27.2773,24.6807
PA14_13170,3.46338,4.31022,4.13162
PA14_13190,22.144,19.4442,21.0705
PA14_13200,13.627,12.0865,13.3361
PA14_13210,24.0916,15.6515,17.269
PA14_13220,10.6952,9.015,9.93704
PA14_13230,169.114,195.929,186.81
PA14_13240,190.688,198.193,187.771
PA14_13250,107.587,119.78,108.083
PA14_13260,12.1267,13.11,11.564
PA14_13280,2.04617,2.41184,2.69982
PA14_13290,24.0421,15.6851,25.4872
PA14_13300,8.08166,5.51887,6.98531
PA14_13320,7.50554,5.98728,5.59744
PA14_13330,3.62971,3.209,4.0745
PA14_13340,6.48288,5.06961,6.58781
PA14_13350,272.214,177.683,249.886
PA14_13360,170.482,137.216,174.938
PA14_13370,400.477,282.274,359.219
PA14_13380,327.355,256.128,322.122
PA14_13390,408.178,370.052,475.452
PA14_13410,332.576,351.795,319.721
PA14_13420,194.723,161.08,194.853
PA14_13430,130.699,108.612,150.017
PA14_13450,21.6412,23.7662,35.0576
PA14_13460,64.8486,56.9479,79.0958
PA14_13470,34.8635,33.4752,33.6434
PA14_13490,16.5282,17.6097,16.9952
PA14_13500,54.8009,60.1775,52.2765
PA14_13510,40.8641,42.2658,39.5262
PA14_13520,26.37,27.7486,28.1086
PA14_13530,13.4109,14.2036,14.5854
PA14_13560,26.2413,26.0485,27.0309
PA14_13580,21.9793,16.846,21.3313
PA14_13590,20.2836,16.2712,19.6658
PA14_13600,18.0403,13.6643,18.0696
PA14_13610,17.9132,14.0784,18.3778
PA14_13620,48.4211,50.5431,48.4419
PA14_13630,148.77,151.466,156.343
PA14_13650,49.4764,54.7606,49.3324
PA14_13660,14.91,25.8809,14.2427
PA14_13670,13.0794,22.5479,20.032
PA14_13680,26.4639,35.8642,31.118
PA14_13690,23.3144,29.6296,27.4141
PA14_13710,67.957,64.8787,74.3136
PA14_13720,96.1733,60.2385,111.918
PA14_13730,80.6962,63.3921,76.6355
PA14_13740,30.9818,29.2868,28.7304
PA14_13750,3.75931,3.04076,3.35735
PA14_13770,1.78923,1.37386,1.65136
PA14_13780,4.64697,4.00172,4.22832
PA14_13800,5.78886,5.04321,5.64079
PA14_13810,3.88587,3.90067,3.73844
PA14_13830,4.5748,4.89348,4.07623
PA14_13840,4.00584,3.95744,4.36971
PA14_13850,6.8583,7.12251,7.92676
PA14_13860,110.079,97.0836,116.473
PA14_13870,26.118,19.8088,27.6591
PA14_13880,55.3409,21.5135,38.0552
PA14_13890,8.04151,7.08332,7.43246
PA14_13900,46.8378,39.306,51.2346
PA14_13910,19.7871,26.4643,19.6154
PA14_13920,89.0621,77.1037,86.3057
PA14_13940,64.4124,59.5016,59.191
PA14_13950,577.396,444.217,458.822
PA14_13960,931.012,800.725,971.242
PA14_13970,96.476,88.3309,85.1522
PA14_13990,109.173,108.77,106.136
PA14_14000,117.061,118.931,115.562
PA14_14010,38.121,41.623,41.5164
PA14_14020,54.4775,56.7389,57.5357
PA14_14040,530.41,596.896,521.289
PA14_14060,19.6825,23.0785,19.2414
PA14_14080,71.5923,68.1532,67.5924
PA14_14100,17.4427,16.7095,19.0922
PA14_14110,79.183,78.6379,79.0905
PA14_14130,63.3437,70.6043,68.4307
PA14_14140,60.8816,63.1836,58.1034
PA14_14150,156.685,155.233,151.856
PA14_14160,98.6527,97.1506,95.9138
PA14_14170,48.9978,47.4485,47.4893
PA14_14200,28.0383,29.9769,30.1958
PA14_14210,81.4767,81.5485,81.6706
PA14_14220,91.1126,90.6931,85.7904
PA14_14230,37.8483,42.3125,35.1177
PA14_14250,49.8004,52.924,52.1814
PA14_14270,55.6422,49.9846,59.6171
PA14_14280,29.7079,30.4567,31.8375
PA14_14290,16.8111,16.7293,18.3502
PA14_14300,14.5978,17.0602,13.8424
PA14_14310,442.99,397.38,425.099
PA14_14320,22.271,16.1995,22.2739
PA14_14330,114.889,71.8318,119.763
PA14_14340,40.0176,42.7883,38.2464
PA14_14360,27.4105,20.0527,29.5033
PA14_14370,131.761,150.447,131.272
PA14_14380,113.587,129.217,110.094
PA14_14390,287.959,303.499,264.746
PA14_14400,22.9541,18.7772,20.0707
PA14_14420,13.9243,12.8261,12.8372
PA14_14430,125.815,129.752,120.114
PA14_14440,288.059,315.547,271.912
PA14_14450,194.491,232.483,189.949
PA14_14460,293.075,314.103,290.933
PA14_14470,311.912,334.677,303.314
PA14_14480,19.2774,18.1983,20.2349
PA14_14490,9.00875,8.53291,9.48295
PA14_14500,237.079,252.539,232.257
PA14_14510,197.792,201.79,197.661
PA14_14520,121.951,125.668,112.859
PA14_14530,16.8074,15.5381,17.7251
PA14_14540,486.914,477.81,487.428
PA14_14550,539.44,579.747,574.184
PA14_14560,2805.98,2713.08,2788.09
PA14_14570,340.962,269.966,426.409
PA14_14590,253.916,278.371,248.477
PA14_14600,351.965,366.57,347.363
PA14_14610,2522.5,2605.32,2456.34
PA14_14630,728.85,806.145,739.151
PA14_14650,1037.8,1065.24,1032.55
PA14_14660,235.475,215.222,229.312
PA14_14680,596.394,664.288,594.845
PA14_14690,276.519,289.249,277.902
PA14_14700,395.225,371.391,381.185
PA14_14710,630.269,674.808,631.125
PA14_14730,657.867,766.019,661.276
PA14_14740,1169.9,1332.71,1192.34
PA14_14750,1977.54,2117.18,1943.98
PA14_14770,765.956,881.556,850.942
PA14_14780,366.679,404.757,382.04
PA14_14800,1096.5,1156.35,1174.12
PA14_14810,2846.38,2801.28,2706.13
PA14_14820,6430.51,6507.56,6215.96
PA14_14830,1384.19,1354.54,1355.68
PA14_14850,576.053,595.64,550.956
PA14_14860,348.041,405.259,380.399
PA14_14880,618.571,620.639,593.078
PA14_14890,586.8,601.605,546.063
PA14_14900,780.477,792.755,726.024
PA14_14910,760.632,765.264,724.118
PA14_14930,428.58,435.271,416.855
PA14_14940,102.333,103.006,93.4939
PA14_14960,144.539,141.107,136.091
PA14_14975,45.5995,46.3743,40.764
PA14_14990,53.5511,46.0485,49.3373
PA14_15000,116.33,108.905,100.424
PA14_15020,328.301,301.528,290.042
PA14_15030,154.174,160.096,147.7
PA14_15050,113.254,93.689,104.693
PA14_15070,102.524,115.377,86.3863
PA14_15080,51.8446,55.3195,48.5346
PA14_15090,90.7315,90.9615,84.5841
PA14_15100,82.5792,83.4882,77.6968
PA14_15110,119.698,123.061,135.936
PA14_15120,135.917,148.227,110.755
PA14_15130,125.436,129.246,118.628
PA14_15140,63.1032,58.9152,55.586
PA14_15150,45.1465,39.8099,45.5139
PA14_15160,29.3389,31.4665,30.6996
PA14_15180,18.0739,18.8505,18.3748
PA14_15190,15.2673,17.3564,16.7247
PA14_15200,33.1743,39.4634,37.378
PA14_15210,50.738,53.563,53.1896
PA14_15230,64.7331,76.9585,74.2245
PA14_15240,9.27436,10.1429,10.3172
PA14_15250,4.02066,4.04563,3.66449
PA14_15260,1.70954,1.60348,1.82763
PA14_15270,1.11941,1.21985,1.12128
PA14_15280,2.0862,1.54474,2.05243
PA14_15290,5.3435,5.35076,5.95013
PA14_15310,1450.69,1635.82,1501.55
PA14_15340,1092.91,1176.18,1050.57
PA14_15350,658.037,609.913,614.536
PA14_15360,240.777,205.68,233.259
PA14_15370,164.37,140.434,152.692
PA14_15380,9.38625,8.30423,9.46219
PA14_15400,15.7019,13.6351,17.1086
PA14_15410,28.939,30.471,31.2182
PA14_15420,144.694,127.419,143.046
PA14_15430,31.8552,29.1704,33.1953
PA14_15435,21.9287,20.5322,21.1522
PA14_15445,55.4123,48.7446,50.6803
PA14_15450,20.3457,22.9063,25.6909
PA14_15460,37.0211,34.9016,34.7407
PA14_15470,221.822,203.74,206.9
PA14_15475,79.0239,63.3943,74.689
PA14_15480,463.861,387.301,426.212
PA14_15490,209.777,182.207,191.116
PA14_15500,84.9234,79.5478,92.0822
PA14_15510,49.1122,43.7091,47.4666
PA14_15520,13.7845,11.7019,14.9645
PA14_15530,9.92574,8.67295,12.2685
PA14_15540,11.0034,10.0987,12.1647
PA14_15560,216.051,203.581,239.384
PA14_15570,2280.07,1967.4,2306.65
PA14_15580,401.157,388.973,376.311
PA14_15590,493.535,503.122,482.486
PA14_15600,392.312,393.243,376.524
PA14_15610,231.082,221.201,218.769
PA14_15620,5.96167,5.97521,5.9009
PA14_15630,14.309,13.0546,14.7322
PA14_15650,35.729,31.3533,33.1981
PA14_15660,12.4236,14.1525,15.6477
PA14_15670,184.303,169.953,199.815
PA14_15680,151.407,130.517,157.967
PA14_15700,56.8492,73.341,55.5626
PA14_15710,31.8931,45.3892,48.535
PA14_15720,92.2543,97.0035,91.4793
PA14_15740,296.962,324.391,299.434
PA14_15750,309.012,312.393,298.631
PA14_15770,267.598,185.601,261.282
PA14_15780,21.5112,23.3855,23.9799
