,Emp_20_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy.EDGE-pro.rpkm_0,Emp20_monohydroxy_2.EDGE-pro.rpkm_0,Emp20_monohydroxy.EDGE-pro.rpkm_0,Emp20_Oleic_acid_2.EDGE-pro.rpkm_0,Emp20_Oleic_acid.EDGE-pro.rpkm_0,Emp_20.EDGE-pro.rpkm_0
PA2488,2,10,0,7,6,1,0,11
PA2489,157,400,192,62,283,26,185,157
PA2490,187,178,298,159,154,41,270,118
PA2491,586,949,1010,630,1008,305,962,1311
PA2492,267,236,253,105,286,116,185,419
PA2493,265,484,402,221,324,161,248,637
PA2494,888,1131,1639,1098,1155,604,1164,1532
PA2495,9,81,103,12,14,10,46,85
PA2496,30,20,40,9,64,20,29,27
PA2497,11,37,5,11,24,23,19,30
PA2498,34,11,0,0,9,11,14,12
PA2499,0,0,11,0,4,0,11,4
PA2500,32,56,30,16,29,8,24,53
PA2501,659,1198,2813,1207,1176,1239,1204,1187
PA2502,272,217,403,237,227,245,155,281
PA2503,84,85,153,78,83,47,92,79
PA2504,222,184,115,83,231,41,163,254
PA2505,56,30,8,59,23,47,86,15
PA2506,36,3,0,0,10,0,0,0
PA2507,22,13,16,5,31,18,1,30
PA2508,34,30,3,50,12,15,15,92
PA2509,1,7,15,0,10,3,8,10
PA2510,20,28,3,0,11,5,3,11
PA2511,42,169,47,26,47,2,34,134
PA2512,71,62,47,42,31,12,25,24
PA2513,18,0,1,14,19,1,14,11
PA2514,13,14,4,21,24,2,11,0
PA2515,8,0,0,0,11,0,0,0
PA2516,0,0,0,0,2,2,0,0
PA2517,13,0,0,4,51,2,0,22
PA2518,17,41,59,7,32,10,0,0
PA2519,13,7,9,4,14,2,29,47
PA2520,113,10,148,26,118,50,126,108
PA2521,4,0,0,4,9,0,9,1
PA2522,16,0,0,0,0,5,0,17
PA2523,12,76,344,280,45,31,50,20
PA2524,41,8,38,54,12,0,3,37
PA2525,136,148,25,84,91,25,87,340
PA2526,298,576,648,214,528,210,390,630
PA2527,302,315,490,138,445,205,318,333
PA2528,343,205,400,321,407,227,262,473
PA2529,1118,936,1685,890,935,608,1214,955
PA2530,124,137,201,92,135,48,163,225
PA2531,45,251,64,28,105,75,144,313
PA2532,355,678,733,276,947,148,526,769
PA2533,149,237,269,181,139,75,143,167
PA2534,13,9,100,31,31,16,38,3
PA2535,67,124,107,75,211,48,92,94
PA2536,894,290,640,1352,809,552,558,472
PA2537,180,226,85,254,249,214,255,172
PA2538,47,18,39,28,69,34,20,78
PA2539,38,26,0,12,55,33,32,77
PA2540,582,702,976,396,1005,293,364,815
PA2541,100,13,205,96,150,1,36,125
PA2542,91,237,162,227,281,97,135,64
PA2543,103,212,244,139,182,76,102,216
PA2544,169,223,131,122,228,37,130,182
PA2545,571,309,372,411,341,105,305,370
PA2546,51,78,19,20,95,12,90,43
PA2547,0,44,14,73,44,11,5,65
PA2548,22,29,15,56,57,21,37,106
PA2549,206,454,403,314,230,214,194,439
PA2550,25,3706,6044,117,533,65,123,135
PA2551,1343,4390,6384,1020,1379,1224,1433,1521
PA2552,551,133,175,581,1470,123,414,961
PA2553,269,113,184,368,907,173,252,431
PA2554,381,182,319,715,1245,207,229,346
PA2555,659,413,616,1013,2288,338,568,389
PA2556,84,58,55,58,70,17,24,97
PA2557,36,69,72,104,129,10,37,58
PA2558,48,89,147,79,112,32,118,192
PA2559,206,214,167,215,223,81,170,130
PA2559a,39,137,133,42,138,16,48,191
PA2560,185,139,164,226,246,100,54,220
PA2561,125,165,122,49,70,38,53,183
PA2562,26,41,78,19,74,17,28,127
PA2563,36,34,63,44,161,27,96,131
PA2564,69,104,33,6,15,4,17,40
PA2565,29,25,47,49,24,3,41,9
PA2566,704,409,563,185,446,148,137,378
PA2567,2739,3416,5286,3601,3874,3173,4827,3527
PA2568,246,475,486,151,493,153,292,381
PA2569,52,84,18,19,41,17,43,56
PA2570,13,7,20,1,3,0,14,35
PA2570.1,24,34,17,3,38,58,26,16
PA2571,525,249,369,413,545,242,353,379
PA2572,1960,1790,2301,1413,1847,1061,1848,2199
PA2573,870,700,826,302,1081,229,489,940
PA2574,160,137,141,113,153,108,117,202
PA2575,1857,1818,2670,2248,1852,828,1721,1446
PA2576,70,211,39,83,81,15,57,149
PA2577,606,499,705,439,412,384,412,419
PA2578,562,236,557,349,387,276,420,367
PA2579,510,779,1007,1029,554,400,768,562
PA2580,22,40,79,72,13,25,42,11
PA2581,1609,1076,1719,1540,1126,1050,1985,1489
PA2581.1,36,76,70,32,13,18,26,44
PA2582,203,114,329,80,308,83,208,181
PA2583,1200,666,1639,727,1038,669,908,923
PA2583.1,11,5,4,17,5,3,3,1
PA2584,256,145,291,203,342,189,421,289
PA2585,695,548,813,395,636,371,631,569
PA2586,2628,2523,4671,2888,2585,1220,2794,2986
PA2587,464,464,362,308,299,147,343,477
PA2588,271,606,545,146,101,130,255,409
PA2589,63,56,39,25,11,19,106,31
PA2590,28,100,65,3,16,7,23,70
PA2591,1140,1445,1948,1378,1496,953,1313,1919
PA2592,4578,3953,5041,2642,2579,1502,3904,4552
PA2593,85,182,219,61,49,63,120,109
PA2594,96,134,105,50,94,65,91,149
PA2595,33,59,92,31,62,15,29,89
PA2596,20,7,7,13,38,0,30,6
PA2597,25,24,44,39,16,0,31,33
PA2598,11,135,65,47,93,19,22,94
PA2599,30,18,25,61,98,45,24,54
PA2600,86,128,98,51,107,15,105,114
PA2601,83,118,45,46,99,9,58,43
PA2602,50,52,49,33,88,38,49,125
PA2603,121,170,90,62,103,12,35,209
PA2603.1,37,12,21,27,17,23,13,33
PA2604,4599,3495,7618,5677,4648,2666,4377,4738
PA2605,265,277,531,263,378,249,208,294
PA2606,52,59,53,9,31,3,33,77
PA2607,125,155,47,14,55,3,56,139
PA2608,132,167,93,114,187,54,201,107
PA2609,573,571,696,359,964,244,621,657
PA2610,253,229,459,264,228,213,211,292
PA2611,211,310,416,130,364,94,288,399
PA2612,1945,2204,3017,1984,3367,1204,1822,2193
PA2613,458,484,671,716,828,342,498,632
PA2614,2844,3698,4477,4250,4742,1954,3285,3214
PA2615,2566,2183,3523,2328,3000,1142,2690,2893
PA2616,3355,4789,5557,2724,4410,1133,2803,5127
PA2617,218,562,187,93,303,100,168,367
PA2618,1706,2195,2069,1310,1807,1062,1725,1903
PA2619,3112,2968,5717,4365,2861,2019,4287,4360
PA2620,13040,8340,14896,13740,14051,7847,11293,12023
PA2621,1539,1771,2760,3147,2396,1842,3065,2429
PA2622,6907,3188,5483,6697,4396,1779,4297,3676
PA2623,35246,14990,28862,33715,38072,10608,19704,26429
PA2624,9982,6254,7849,13384,11042,5481,6186,9319
PA2625,77,267,69,43,124,14,39,80
PA2626,689,595,801,428,509,194,391,870
PA2627,66,123,63,80,206,35,79,142
PA2628,125,139,162,47,219,55,103,187
PA2629,1607,2217,1636,1408,1703,790,1243,2660
PA2630,423,624,812,333,825,286,605,979
PA2631,35,41,107,96,96,26,348,72
PA2632,144,275,265,150,238,76,164,376
PA2633,1167,836,1683,1060,1049,649,1220,1205
PA2634,4049,3765,4882,6953,3992,2634,4811,5589
PA2635,99,61,25,57,96,21,39,56
PA2636,0,8,11,24,2,9,4,10
PA2637,1406,1207,3731,1261,1172,761,1662,1116
PA2638,4539,3070,5047,5117,4116,2966,3697,4161
PA2639,12630,8255,11731,12086,10815,5386,8659,12026
PA2640,3525,2695,4081,3768,3450,1556,2597,2954
PA2641,3745,3623,4562,2393,4604,1007,2510,3956
PA2642,10664,9771,11684,7487,13620,3779,7221,13618
PA2643,1359,1013,1102,1280,1169,524,1001,1619
PA2644,2435,1675,1751,1754,1885,1190,1536,3186
PA2645,417,365,270,447,372,254,507,548
PA2646,261,224,177,362,261,89,287,355
PA2647,2905,2853,3850,2693,3017,1767,2660,3466
PA2648,1417,1696,1326,785,737,582,1417,1635
PA2649,1592,1243,1410,855,800,686,1033,1654
PA2650,26,35,60,7,60,21,67,47
PA2651,181,264,272,268,248,96,201,312
PA2652,491,837,697,286,463,107,536,756
PA2653,157,132,295,130,163,103,372,262
PA2654,320,557,456,321,531,344,574,848
PA2655,34,22,29,6,22,4,26,44
PA2656,152,109,175,93,93,14,72,179
PA2657,213,440,201,131,221,16,125,205
PA2658,50,8,48,29,85,19,8,68
PA2659,926,809,932,1051,825,639,730,1087
PA2660,416,390,380,195,335,227,245,475
PA2661,19,34,3,2,24,12,10,48
PA2662,138,131,89,47,154,24,111,121
PA2663,3,3,39,5,115,22,21,2
PA2664,6,177,328,263,370,34,175,87
PA2665,97,308,285,169,236,247,291,230
PA2666,834,930,2249,1472,1501,969,1287,1365
PA2667,8424,10370,17781,21041,14490,12412,16183,10099
PA2669,205,97,156,165,92,28,151,160
PA2670,72,17,10,24,76,30,24,52
PA2671,38,5,4,3,31,9,29,32
PA2672,0,20,0,2,0,8,0,14
PA2673,0,26,0,0,8,0,0,0
PA2674,42,4,16,22,36,12,36,22
PA2675,54,3,0,23,16,8,36,6
PA2676,140,1,5,1,75,9,1,26
PA2677,133,41,263,139,188,189,212,87
PA2678,249,154,36,352,294,117,204,254
PA2679,49,20,139,37,70,28,51,75
PA2680,140,112,121,48,38,26,88,125
PA2681,8,64,18,4,28,14,1,14
PA2682,166,117,28,43,116,57,105,152
