,WT1_S1,WT-plus-HOCl1_S2,WT-plus-OSCN1_S3,mutant1_S4,mutant-plus-HOCl1_S5,mutant-plus-OSCN1_S6,WT2_S7,WT-plus-HOCl2_S8,WT-plus-OSCN2_S9,mutant2_S10,mutant-plus-HOCl2_S11,mutant-plus-OSCN2_S12
PA14_RS10380,"4,173","5,307","4,298","5,504","4,980","4,022","2,935","3,472","3,837","4,091","4,817","4,328"
PA14_RS10385,71,87,73,120,97,114,68,91,61,78,71,68
PA14_RS10390,"1,302","2,372","1,329","2,126","2,355","5,853","1,171","3,204",838,"1,192","1,713","1,088"
PA14_RS10395,"5,075","6,199","3,899","6,822","6,533","10,274","3,278","7,314","2,675","3,441","4,096","2,775"
PA14_RS10400,880,"1,212",895,"1,222","1,208","1,569",621,"1,418",557,568,766,445
PA14_RS10405,890,"1,191","1,127","1,110","1,234",987,"1,020","1,566","1,323","1,096","1,168",781
PA14_RS10410,"3,950","4,019","4,524","4,816","4,415","2,852","4,667","4,083","5,312","5,046","4,161","3,014"
PA14_RS10415,"25,165","30,867","31,605","37,290","35,126","31,309","25,976","28,847","21,726","25,694","21,152","16,047"
PA14_RS10420,"3,545","4,905","3,565","4,802","4,906","5,265","2,934","3,876","3,074","2,778","3,142","3,010"
PA14_RS10425,"1,153","1,630","1,239","1,606","1,775","1,465",955,"1,087","1,207",929,993,"1,025"
PA14_RS10430,805,"1,158",928,"1,176","1,251",987,722,857,696,844,867,753
PA14_RS10435,444,666,523,544,601,477,417,419,448,456,497,422
PA14_RS10440,982,"1,264","1,023","1,357","1,313",846,762,868,"1,017",789,932,857
PA14_RS10445,575,871,771,940,984,851,542,649,378,461,482,465
PA14_RS10450,512,756,640,784,753,664,355,479,456,378,432,359
PA14_RS10455,618,651,566,752,730,795,705,649,788,767,752,823
PA14_RS10460,462,675,481,628,598,"1,608",438,682,419,481,440,400
PA14_RS10465,337,434,328,394,399,884,330,422,367,397,395,410
PA14_RS10470,219,241,410,264,265,336,140,230,412,204,216,267
PA14_RS10475,251,256,424,278,249,279,174,185,478,223,222,284
PA14_RS10480,"8,494","9,433","6,028","8,889","9,007","11,482","11,879","12,740","9,585","10,775","11,244","12,199"
PA14_RS10485,"7,309","9,266","7,291","9,451","9,141","15,959","7,865","9,891","10,527","8,736","9,987","10,831"
PA14_RS10490,"9,924","12,624","8,718","12,562","12,772","15,297","9,442","11,538","12,415","9,975","11,574","12,056"
PA14_RS10495,"1,557","2,162","2,032","2,231","2,197","3,622","1,773","3,016","1,721","1,491","1,653","1,472"
PA14_RS10500,186,250,201,250,265,261,89,129,115,99,127,116
PA14_RS10505,166,266,154,257,266,200,115,101,107,96,135,97
PA14_RS10510,55,108,65,119,107,75,14,32,31,33,40,29
PA14_RS10515,373,491,294,434,431,431,198,219,182,173,180,157
PA14_RS10520,174,280,196,287,303,277,131,156,80,111,98,82
PA14_RS10525,431,606,363,573,529,716,288,355,283,271,278,215
PA14_RS10530,519,692,486,663,733,496,464,507,504,467,617,443
PA14_RS10535,190,224,146,161,181,343,220,167,234,240,134,256
PA14_RS10540,305,345,229,395,320,420,229,250,288,309,220,235
PA14_RS10545,109,121,100,179,143,199,107,88,118,162,131,111
PA14_RS10550,103,109,76,99,86,304,56,82,84,99,82,111
PA14_RS10555,814,"1,702","1,277","1,049","1,283",216,389,556,425,326,251,217
PA14_RS30325,0,7,6,8,11,3,6,9,3,3,9,6
PA14_RS10560,78,100,53,75,61,105,69,66,46,78,34,34
PA14_RS10565,75,97,104,97,99,67,155,175,121,114,130,121
PA14_RS10570,14,19,22,14,18,29,19,38,18,19,22,19
PA14_RS10575,5,29,10,12,17,33,7,79,8,8,37,77
PA14_RS10585,67,288,87,65,115,510,82,919,110,73,336,618
PA14_RS10590,1,39,9,7,15,95,4,114,1,8,46,55
PA14_RS10595,41,213,40,44,83,"1,256",39,522,48,49,228,258
PA14_RS10600,123,255,140,111,163,996,129,523,217,237,430,316
PA14_RS10605,83,116,81,86,120,295,125,129,99,150,126,204
PA14_RS10610,19,32,17,19,26,60,9,73,19,22,11,23
PA14_RS10615,50,58,42,60,50,90,36,64,51,41,38,40
PA14_RS10620,159,189,165,189,183,157,178,159,172,184,111,125
PA14_RS10625,4,10,10,12,6,12,5,10,2,6,5,0
PA14_RS10630,9,18,20,14,18,19,8,6,9,5,12,10
PA14_RS10635,16,9,8,15,13,9,10,13,8,8,11,9
PA14_RS10640,7,7,6,6,7,7,6,8,2,4,10,4
PA14_RS10645,19,20,12,13,13,9,12,13,10,14,8,9
PA14_RS10650,11,12,10,20,17,10,11,13,9,15,9,7
PA14_RS10655,109,142,105,162,134,296,97,117,114,101,66,117
PA14_RS10660,591,601,521,543,536,418,624,716,615,808,563,529
PA14_RS10665,7,9,4,10,10,3,4,9,7,3,8,3
PA14_RS10670,98,155,80,111,152,108,146,244,98,133,148,130
PA14_RS10675,109,157,119,137,136,102,123,123,109,113,121,126
PA14_RS10680,7,14,6,4,5,3,10,7,3,3,6,5
PA14_RS10685,616,776,630,703,667,659,906,798,927,869,761,789
PA14_RS10690,11,22,11,26,31,15,15,17,17,20,28,17
PA14_RS10695,25,32,27,25,47,50,30,30,35,28,35,25
PA14_RS10700,7,10,8,11,16,30,7,11,8,5,13,9
PA14_RS10705,31,66,26,54,82,802,56,84,17,26,61,46
PA14_RS10710,8,9,5,12,12,41,10,17,7,13,7,6
PA14_RS10715,24,45,25,41,30,32,20,31,34,27,35,28
PA14_RS10720,99,128,99,133,126,103,56,73,85,88,92,69
PA14_RS10725,104,130,95,85,121,131,57,81,90,86,75,75
PA14_RS10730,215,276,172,253,256,248,153,182,147,148,170,131
PA14_RS10735,109,119,100,128,140,108,80,105,82,86,91,84
PA14_RS10740,204,249,181,231,264,196,163,175,187,175,237,180
PA14_RS10745,231,315,231,272,373,185,234,231,255,260,322,223
PA14_RS10750,401,547,445,589,599,746,306,386,351,302,309,341
PA14_RS10755,362,487,401,515,480,912,254,343,286,259,317,296
PA14_RS10760,506,712,494,693,751,"1,212",425,560,395,390,401,412
PA14_RS10765,385,411,476,460,455,495,401,412,444,382,455,435
PA14_RS10770,41,51,31,62,50,59,33,61,42,33,54,38
PA14_RS10775,"4,139","4,308","3,413","5,536","4,697","5,640","4,454","3,588","3,912","4,922","3,440","3,918"
PA14_RS10780,622,562,596,772,624,512,728,543,729,731,547,659
PA14_RS10785,552,509,580,669,476,369,564,399,745,722,517,622
PA14_RS10790,261,320,288,353,298,228,175,161,185,178,162,155
PA14_RS10795,108,148,120,134,123,66,106,123,88,104,109,63
PA14_RS10800,42,49,43,37,52,22,30,34,38,50,49,31
PA14_RS10805,50,105,83,94,107,61,57,68,82,85,99,53
PA14_RS10810,35,39,19,40,45,29,25,38,31,21,31,21
PA14_RS10815,108,176,125,177,174,103,137,164,130,143,158,88
PA14_RS10820,104,150,102,144,166,106,119,128,111,126,101,74
PA14_RS10825,64,82,61,93,80,64,65,89,61,86,72,45
PA14_RS10830,129,148,73,144,122,244,215,163,136,186,105,74
PA14_RS10835,756,924,945,841,854,"1,752",995,"1,124","1,240","1,481","1,221","1,406"
PA14_RS10840,454,543,577,713,615,514,501,458,505,500,485,528
PA14_RS10845,"1,699","1,728","2,165","1,886","1,621","1,753","2,190","1,973","3,094","2,791","2,271","2,678"
PA14_RS10850,19,26,17,35,26,42,16,32,17,17,34,13
PA14_RS10855,18,14,14,12,21,15,19,20,21,20,14,14
PA14_RS10860,23,27,21,29,36,93,28,33,16,31,28,36
PA14_RS10865,"1,121","1,060","1,010","1,398","1,277","1,598","1,323","1,234","1,733","1,880","1,694","2,150"
PA14_RS10870,7,10,5,6,6,10,6,6,6,3,9,13
PA14_RS10875,516,580,495,645,523,829,489,531,655,630,553,580
PA14_RS10880,81,107,79,88,83,200,59,95,57,60,76,48
PA14_RS10885,112,162,159,150,134,170,89,151,102,82,91,79
PA14_RS10890,38,68,57,53,54,57,28,40,46,37,39,25
PA14_RS10895,123,193,181,158,213,159,95,119,141,108,170,116
PA14_RS10900,135,177,180,146,148,147,115,115,152,138,116,114
PA14_RS10905,381,414,408,445,410,475,308,330,345,334,287,301
PA14_RS10910,172,196,216,229,237,216,161,210,175,173,143,178
PA14_RS10915,155,176,174,230,207,208,202,214,134,212,196,169
PA14_RS10920,205,208,151,289,271,206,186,130,138,216,209,192
PA14_RS10925,"3,313","3,283","2,942","4,208","3,763","2,457","3,376","2,467","3,281","3,286","3,125","3,182"
PA14_RS10930,261,300,244,355,367,386,226,214,289,259,244,235
PA14_RS10935,481,567,490,698,606,615,446,490,414,466,397,399
PA14_RS10940,537,700,593,577,627,511,301,441,494,391,399,359
PA14_RS10945,106,150,110,157,163,61,167,222,120,165,100,104
PA14_RS10950,892,"1,247",709,"1,003","1,246",432,"1,615","1,992","1,297","1,516",809,930
PA14_RS10955,53,65,56,61,83,71,50,51,54,63,51,61
PA14_RS10960,233,330,257,365,344,382,190,280,164,201,176,121
PA14_RS10965,289,376,362,367,380,461,207,281,253,249,270,273
PA14_RS10970,402,612,544,536,603,468,306,451,443,377,392,376
PA14_RS10975,262,336,326,328,306,339,184,188,270,212,208,209
PA14_RS10980,763,953,900,915,807,"1,203",537,700,744,713,629,720
PA14_RS10985,181,223,186,212,213,290,144,198,140,137,148,160
PA14_RS10990,"2,290","2,777","2,661","2,840","2,929","3,400","2,005","2,498","2,523","2,307","2,615","2,603"
PA14_RS10995,"132,320","137,755","140,819","145,035","141,537","146,086","151,376","147,193","222,444","239,009","215,389","165,146"
PA14_RS11000,4,17,10,4,15,15,4,45,23,11,17,5
PA14_RS11005,436,526,412,493,420,572,402,462,547,526,422,498
PA14_RS11010,"2,400","3,286","2,415","3,331","3,226","8,578","1,822","2,557","1,626","1,735","1,724","2,064"
PA14_RS11015,"1,048","1,624",841,"1,196","2,199","30,600","1,299","4,641","1,087","1,320","6,137","6,436"
PA14_RS11020,323,267,224,359,236,722,399,280,246,328,187,240
PA14_RS11025,60,73,64,81,61,80,71,54,58,60,61,63
PA14_RS11030,38,56,48,56,49,75,43,50,43,51,47,50
PA14_RS11035,224,236,186,279,220,516,238,254,212,248,261,345
PA14_RS11040,41,43,22,25,25,66,39,42,26,51,40,69
PA14_RS11045,187,204,164,181,162,253,180,168,205,225,146,204
PA14_RS11050,474,595,459,635,521,649,420,389,378,404,319,365
PA14_RS11055,104,153,117,116,109,209,65,105,68,105,90,79
PA14_RS11060,79,101,93,81,75,99,86,83,85,76,72,84
PA14_RS11065,285,470,164,283,531,"1,672",483,"1,083",224,192,300,381
PA14_RS11070,137,313,166,178,286,174,182,469,269,241,462,254
PA14_RS11075,12,23,8,19,17,14,19,18,16,10,21,16
PA14_RS11080,20,27,28,18,37,27,28,34,25,24,21,26
PA14_RS11085,9,6,8,11,7,6,6,8,4,5,9,12
PA14_RS11090,13,22,25,17,30,25,18,16,30,18,22,17
PA14_RS11095,138,206,113,216,230,489,161,199,127,177,166,230
PA14_RS11100,104,100,118,119,110,146,81,115,131,113,106,108
PA14_RS11105,334,409,285,384,305,424,247,258,216,243,179,241
PA14_RS11110,403,530,402,552,515,"1,083",344,356,278,298,291,360
PA14_RS11115,"2,633","3,869","3,768","3,459","3,928","10,077","2,465","3,383","3,633","2,734","3,528","4,897"
PA14_RS11120,34,53,28,38,31,27,12,25,16,11,25,26
PA14_RS11125,384,531,355,622,494,982,254,395,205,207,229,241
PA14_RS11130,"1,324","9,307","2,877","1,344","9,738","4,750","1,478","11,115","3,185","1,641","11,282","3,811"
PA14_RS11135,942,964,835,905,810,"10,043","1,405","1,965","1,387","1,515","1,192","3,454"
PA14_RS11140,632,566,555,613,567,"4,387",828,"1,058",791,809,700,"1,682"
PA14_RS11145,624,713,715,823,846,456,583,566,580,655,558,579
PA14_RS11150,472,565,529,608,489,672,382,836,471,438,418,469
PA14_RS11155,376,404,336,433,424,421,300,480,347,319,316,310
PA14_RS11160,"1,050","1,042",886,"1,248","1,002",955,"1,111",994,"1,154","1,239","1,099","1,068"
PA14_RS11165,"1,559","1,936","1,864","2,181","2,144","2,253","1,760","1,677","1,603","1,851","1,830","2,092"
PA14_RS11170,69,94,87,66,78,137,46,141,101,95,148,57
PA14_RS11175,50,114,51,77,93,131,33,96,41,49,95,34
PA14_RS11180,17,49,37,51,82,78,24,101,51,40,72,17
PA14_RS11185,43,61,37,52,36,40,37,51,40,45,41,30
PA14_RS11190,9,6,7,7,10,7,14,9,3,5,10,8
PA14_RS11195,34,35,28,43,26,17,27,27,28,36,27,26
PA14_RS11200,14,13,10,18,20,18,13,8,12,21,14,19
PA14_RS11205,4,6,6,14,6,4,10,7,8,9,13,8
PA14_RS11210,39,50,42,59,51,33,49,39,31,36,46,45
PA14_RS11215,4,3,5,13,6,4,8,9,7,4,8,4
PA14_RS11220,0,0,0,0,0,1,1,1,0,0,1,0
PA14_RS11225,3,5,0,6,5,1,3,1,6,10,7,0
PA14_RS11230,11,8,8,9,4,17,10,9,3,11,7,6
PA14_RS11235,205,220,167,187,183,439,206,269,237,233,236,213
PA14_RS11240,215,191,203,226,206,176,284,216,280,280,249,249
PA14_RS11245,"1,716","1,877","1,992","1,882","1,547","1,472","1,957","1,779","2,495","2,224","1,751","2,443"
PA14_RS11250,314,324,356,396,430,185,657,619,464,744,662,538
PA14_RS11255,588,700,638,592,524,924,456,570,684,521,545,663
PA14_RS11260,429,572,454,630,582,"1,209",299,459,314,271,352,525
PA14_RS11265,402,517,390,597,534,"1,148",280,352,234,249,343,723
PA14_RS11270,123,179,136,171,140,177,108,115,119,117,84,113
PA14_RS11275,153,179,132,142,150,192,140,157,147,144,156,160
PA14_RS11280,12,13,15,10,15,24,15,13,8,6,14,8
PA14_RS11285,43,54,47,42,50,38,36,61,48,59,53,54
PA14_RS11290,112,153,82,124,122,263,57,114,66,62,69,64
PA14_RS11295,"2,715","2,889","3,201","3,153","2,732","2,354","2,590","2,086","2,872","2,851","2,144","2,575"
PA14_RS11300,8,14,12,12,15,14,9,6,16,22,13,14
PA14_RS11305,2,3,5,3,4,4,1,2,1,3,2,3
PA14_RS11310,343,466,374,430,432,436,241,341,352,304,309,291
PA14_RS11315,89,132,117,125,128,357,85,111,101,87,108,132
PA14_RS11320,"1,470","1,904","1,599","1,921","1,773","2,343",993,"1,309","1,156",946,985,997
PA14_RS11325,283,362,420,369,504,323,402,445,470,520,520,443
PA14_RS11330,"1,624","2,169","2,050","2,275","2,106","2,546","1,515","1,771","1,816","1,675","1,840","1,711"
PA14_RS11335,858,"1,052",909,"1,217","1,175","1,010","1,007",996,833,878,874,839
PA14_RS11340,"4,114","4,632","4,055","5,373","4,221","3,514","3,100","2,747","3,591","3,216","2,750","3,569"
PA14_RS11345,371,387,280,512,414,500,212,317,300,238,223,241
PA14_RS11350,485,607,364,631,532,371,416,363,314,481,441,442
PA14_RS11355,455,727,591,718,664,445,264,327,246,248,223,169
PA14_RS11360,154,213,227,255,211,114,83,90,88,60,56,41
PA14_RS11365,32,40,32,50,35,19,20,21,11,13,16,10
PA14_RS11370,249,289,298,336,336,215,212,162,206,256,186,221
PA14_RS11375,164,176,162,184,189,122,152,112,132,155,107,114
PA14_RS11380,583,568,538,629,490,296,700,547,631,724,512,544
PA14_RS11385,51,98,80,65,81,34,30,65,34,33,40,26
PA14_RS11390,48,100,61,47,89,22,44,58,23,77,32,27
PA14_RS11395,26,27,30,48,36,35,42,27,37,35,41,34
PA14_RS11400,33,41,29,36,39,33,30,22,36,44,39,39
PA14_RS11405,19,27,17,24,26,27,22,21,14,23,19,16
PA14_RS11410,6,12,7,18,13,25,5,17,9,5,5,10
PA14_RS30330,0,2,1,0,2,0,0,1,1,1,1,0
PA14_RS11415,78,81,85,79,84,69,97,86,71,88,89,78
PA14_RS11420,38,63,58,59,68,42,53,60,41,52,43,40
PA14_RS11425,75,80,84,70,79,58,86,104,56,72,103,72
PA14_RS11430,74,90,107,112,103,61,89,110,108,99,103,69
PA14_RS11435,334,218,354,283,186,211,405,251,554,546,344,469
PA14_RS11440,"3,517","2,984","2,613","3,404","3,043","9,338","6,838","5,343","4,604","7,589","4,174","6,950"
PA14_RS30335,4,5,7,9,8,19,15,9,6,17,12,14
PA14_RS11445,4,15,2,5,15,6,4,13,10,9,14,4
PA14_RS11450,394,624,427,568,531,380,298,308,167,277,207,181
PA14_RS11455,421,580,459,505,427,355,249,268,280,260,210,181
PA14_RS11460,104,161,133,172,174,108,56,82,54,54,39,30
PA14_RS11465,28,25,22,39,34,46,16,15,24,17,16,15
PA14_RS11470,43,55,47,59,61,100,23,52,23,36,31,30
PA14_RS11475,183,258,172,305,220,241,130,136,88,125,81,87
PA14_RS11480,66,125,89,103,88,134,69,115,61,78,74,85
PA14_RS11485,209,257,214,233,223,661,164,240,144,183,172,195
PA14_RS11490,65,90,57,82,77,206,70,92,83,68,65,70
PA14_RS11495,39,55,37,68,42,98,56,53,34,61,40,45
PA14_RS11500,53,42,37,64,46,206,77,57,56,78,22,79
PA14_RS11505,148,160,141,162,151,520,155,147,165,151,118,187
PA14_RS11510,401,551,392,475,482,786,325,422,303,301,330,339
PA14_RS11515,110,144,119,148,129,234,71,103,89,77,82,107
PA14_RS11520,129,142,135,172,133,45,113,86,92,120,55,39
PA14_RS11525,3,4,2,2,2,5,0,2,1,1,1,1
PA14_RS11530,24,37,21,48,31,13,26,15,20,19,13,10
PA14_RS11535,96,103,99,110,93,60,53,60,46,69,51,63
PA14_RS11540,89,118,86,190,136,85,63,60,46,39,33,54
PA14_RS11545,"13,438","15,488","12,281","19,320","15,764","10,428","13,402","8,885","9,311","11,530","7,529","5,487"
PA14_RS11550,118,183,142,104,167,"1,623",98,373,145,120,537,"1,130"
PA14_RS11555,317,340,278,395,348,567,391,399,453,455,363,539
PA14_RS11560,11,46,25,28,50,55,29,59,15,33,21,15
PA14_RS11565,"1,059","1,280","1,145","1,251","1,199","1,311",761,821,866,928,811,964
PA14_RS11570,"1,796","2,224","2,017","2,179","2,061","5,267","1,367","1,867","1,562","1,215","1,541","1,669"
PA14_RS11575,693,798,749,980,790,528,805,621,725,856,708,708
PA14_RS11580,121,154,135,132,134,309,134,148,128,142,140,186
PA14_RS11585,"2,895","2,409","3,531","3,063","2,451","1,527","4,025","2,306","4,159","4,128","2,748","3,661"
PA14_RS11590,"1,721","1,823","1,951","2,437","2,383","1,240","2,846","1,406","1,918","2,635","2,047","2,538"
PA14_RS11595,37,50,28,50,33,83,28,27,24,28,28,30
PA14_RS11600,76,72,106,91,67,73,46,57,94,73,45,58
PA14_RS11605,145,126,151,159,90,106,106,74,188,139,93,139
PA14_RS11610,4,9,11,8,7,11,10,6,7,10,0,9
PA14_RS11615,104,111,112,114,103,124,102,118,116,130,114,133
PA14_RS11620,52,71,38,72,61,80,51,49,42,49,29,41
PA14_RS11625,35,46,28,53,48,110,27,50,20,36,27,27
PA14_RS11630,146,175,168,177,143,282,164,205,215,196,139,165
PA14_RS11635,346,371,299,428,290,484,289,324,357,326,215,290
PA14_RS11640,175,232,162,220,196,190,163,177,134,167,138,141
PA14_RS11645,"3,466",570,"2,211","2,706",525,774,"6,163",942,"6,038","7,467",533,"3,853"
PA14_RS11650,251,372,291,266,304,170,379,401,252,343,400,337
PA14_RS11655,107,158,151,141,183,100,151,123,140,145,182,132
PA14_RS11660,142,119,134,180,136,155,143,211,174,184,111,109
PA14_RS30340,26,23,16,30,24,28,26,20,15,20,18,15
PA14_RS11665,"8,561","9,885","6,972","12,517","10,278","9,452","7,270","6,951","6,248","6,880","6,457","6,065"
PA14_RS11670,"14,258","16,662","16,181","18,012","17,646","22,514","14,495","17,740","17,040","17,278","16,476","17,641"
PA14_RS11675,"12,256","13,964","10,411","16,258","14,203","18,273","14,135","13,984","11,999","15,871","13,784","16,937"
PA14_RS11680,"37,034","33,264","26,519","41,392","39,477","52,135","38,079","38,684","46,628","43,786","40,141","46,682"
PA14_RS11685,"1,498","2,116","1,647","2,316","2,365","2,619","1,753","1,884","1,966","1,668","1,784","2,249"
PA14_RS11690,"6,795","8,647","7,216","8,858","8,450","7,908","6,764","7,456","5,967","6,877","6,852","7,963"
PA14_RS11695,"6,724","7,803","8,661","7,680","7,217","7,387","6,168","6,979","9,996","8,221","7,563","8,035"
PA14_RS11700,"6,875","8,851","7,933","8,813","8,725","7,082","7,484","7,778","7,333","7,646","7,828","7,717"
PA14_RS11705,933,951,"1,128","1,256","1,334",935,860,"1,043",916,920,838,668
PA14_RS30345,77,104,107,127,120,124,95,91,87,95,98,77
PA14_RS30350,11,9,6,9,10,9,10,12,11,10,3,5
PA14_RS11720,631,732,455,707,727,979,680,"1,612",502,695,721,697
PA14_RS30355,66,100,41,57,82,57,57,95,41,43,30,39
PA14_RS30360,49,74,43,75,78,53,54,90,38,64,62,75
PA14_RS11725,"1,287","1,468","1,245","1,531","1,327","1,377","1,134","1,334","1,158","1,372","1,076","1,189"
PA14_RS11730,"6,484","7,972","7,268","8,405","7,916","5,219","6,459","6,646","7,506","8,415","7,539","7,325"
PA14_RS11735,"5,209","6,553","5,114","6,997","6,590","4,075","4,626","4,369","3,814","4,794","3,997","3,833"
PA14_RS11740,"3,206","4,139","3,272","3,973","3,722","2,165","2,664","2,915","2,811","3,251","3,105","2,667"
PA14_RS11745,"3,805","5,269","4,475","5,203","4,794","3,132","3,040","3,442","3,286","3,790","3,806","3,495"
PA14_RS30365,827,"1,110",876,891,890,573,441,527,769,741,617,596
PA14_RS11755,434,606,516,608,532,364,239,295,455,395,350,294
PA14_RS30370,65,107,106,91,89,84,39,91,73,77,81,60
PA14_RS11760,233,324,296,296,289,89,231,244,283,234,243,173
PA14_RS11765,"1,126","1,431","1,131","1,384","1,409",599,"1,036",868,960,"1,060","1,009",722
PA14_RS11770,232,241,192,318,297,132,210,155,168,214,184,124
PA14_RS11775,"1,032","1,319","1,036","1,464","1,293",712,"1,158",794,904,991,813,711
PA14_RS11780,59,54,64,74,64,41,50,44,36,49,37,42
PA14_RS11785,193,210,184,198,229,156,192,131,173,217,196,161
PA14_RS11790,90,111,77,107,111,90,113,91,109,137,98,99
PA14_RS11795,55,80,63,60,59,53,60,57,55,64,63,57
PA14_RS11800,52,48,38,71,37,105,42,26,60,45,20,71
PA14_RS11805,84,78,70,98,84,181,69,34,56,77,38,82
PA14_RS11810,129,124,120,135,104,168,54,65,63,59,69,64
PA14_RS11815,234,253,230,285,273,229,261,232,244,251,211,227
PA14_RS11820,414,446,495,471,433,403,479,441,474,555,444,486
PA14_RS11825,122,114,112,112,103,71,130,127,113,116,90,129
PA14_RS11830,149,168,149,139,181,142,173,189,182,189,195,227
PA14_RS11835,13,13,17,19,21,128,12,17,15,20,23,153
PA14_RS11840,112,135,103,138,118,"2,462",116,197,88,111,107,480
PA14_RS11845,204,248,233,218,230,403,278,283,284,346,285,391
PA14_RS11850,74,84,63,79,96,253,54,87,69,63,78,94
PA14_RS30375,165,184,140,165,190,157,138,122,68,119,72,90
PA14_RS11855,112,137,112,166,160,114,91,75,80,87,78,86
PA14_RS11860,415,432,332,573,449,483,345,266,318,367,284,323
