,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
glnR,1044.634989,1132.635072,1054.119002,631.916846,738.3644087,556.3598319,163.3160684,166.8642302,190.2976333
gloA,310.0100679,308.5002841,325.5344282,288.1527425,299.9653146,292.7882497,107.5109161,109.7366538,96.96985707
glpF.1,12.72681812,11.63524778,13.23114261,14.58034478,14.6836168,16.0029272,1398.261135,1276.57449,1120.065055
glpF.2,286.8198454,308.8495519,297.321039,292.0544568,312.9169671,301.0749631,958.8505494,998.0407219,793.6997097
glpK,18.82245637,16.12933367,19.89450059,22.51073466,21.30223941,20.65603766,1228.082801,1118.741024,1114.096522
glpO,19.77173648,18.58602713,19.55727405,20.87153759,21.7829478,21.78352314,1540.19911,1640.915529,1536.886789
glpT,67.60118407,63.39383882,61.43320468,62.09069246,63.52307455,64.724203,333.4121528,338.4543369,303.4150238
glr,154.8059107,172.9217354,160.0530909,159.861101,155.3580077,149.07309,337.2110538,357.0231326,298.3685549
gluS,734.7241347,731.2391139,734.0082966,637.2941654,689.891021,606.0290507,387.7279904,433.3930142,331.4191721
glyQ,214.0484718,200.2844109,202.5787513,190.5566129,222.5258121,184.4442788,355.6646303,385.1844636,311.433258
glyS,279.9736315,275.7071157,269.7986812,228.3705293,269.5247374,223.4826167,606.6756977,625.4912843,537.0364893
gmk,806.6982177,806.6190409,801.2537078,634.214049,681.8749137,607.9386953,190.8651738,193.4249313,150.4992456
gor,130.9904785,134.4374195,137.7117034,149.2189986,143.5207201,152.8768709,1290.330696,1301.329341,1347.961168
gpdA,342.2699495,334.7862358,348.5647636,434.1910548,391.0397095,414.5992252,1082.806888,1037.973996,1196.319154
gpmA,1597.202916,1422.8905,1522.055656,1308.959879,1487.405206,1327.36595,300.2658249,313.6433678,360.3006094
grab,788.6967937,765.5781492,797.4065081,713.8072884,721.422,725.9301872,980.5126374,987.8944421,1035.908144
greA,652.2829782,630.1245495,638.7948445,623.5542544,616.4727036,609.9713787,623.7895785,620.6655355,641.1304819
groEL,3671.202807,3833.536096,3933.95489,2965.778819,2949.549867,3095.129176,865.4463715,784.0102791,1176.075039
groES,3376.722955,3731.603891,3549.425022,2892.116606,2735.155617,2811.165166,197.1890184,190.1281155,172.3509282
grpE,2002.667801,2208.272561,2430.629077,1594.704218,1669.347281,1692.336482,74.15676914,76.02268111,72.50559862
guaA,314.9158915,295.017179,307.0485101,279.2415878,305.6974194,280.6677358,948.5890836,940.3151735,804.4574303
guaB,555.6961845,536.559216,548.8437126,508.0866462,492.083956,518.7947226,490.0863056,462.4764299,393.8604654
gyrA,427.6870667,429.9848626,406.7481028,381.9927217,385.4582254,340.222839,752.4020965,702.9507391,636.8009232
gyrB,440.2669791,409.088567,406.4989945,369.7033075,389.526803,358.5583399,185.5053304,185.3061517,153.4874382
hasA,1519.489063,1516.006299,1418.679777,1673.677777,1961.106931,1635.041933,234.9266516,234.7004104,185.0477131
hasB,1824.126344,1974.348529,1734.418914,2158.620044,2313.039786,1973.788901,177.6801572,193.384705,153.0692519
hasC,2206.099549,2030.346923,1908.789574,2217.484004,2717.135327,2288.50104,361.7651559,379.6656304,279.5085737
hasC.2,745.8270584,776.1641091,751.9845291,989.13788,906.5190213,1016.483074,238.7805645,249.8904719,195.5361015
hemK,484.1433827,505.8590192,477.715307,439.0662539,447.7925326,412.3856362,579.7581194,559.3364403,463.8586323
hemN,177.4619356,170.3639239,169.7250315,168.6436114,171.7404661,163.6457211,304.3471441,307.6878862,257.9524057
hflX,380.7970102,369.0061563,377.5275029,347.735557,376.7932425,354.5755905,317.7210254,333.6700193,257.0342579
hisS,174.7929106,179.2209642,172.9286179,161.6676824,157.6586663,136.3648564,374.779973,367.1003984,295.5839035
hit,273.732294,283.0357132,269.5358554,273.5533044,272.9080187,255.1323822,327.3902988,363.5690095,282.1919826
hlyA,228.1819402,205.7162396,216.5945398,187.5872293,204.5537537,200.3844797,95.1197584,99.96955507,183.5519464
hlyIII,264.2639014,274.581124,293.3993611,236.1007996,258.4630983,248.7038199,322.3939578,305.8356603,518.6429023
hlyX,303.176951,278.1477886,282.9557589,307.8287578,300.6210467,309.4139003,241.4411168,239.6680313,259.6133205
holA,145.9664793,154.3296584,148.4613844,125.3615523,130.2665798,120.9014891,189.4320427,178.0029106,207.15734
hpt,1555.425499,1708.800059,1681.864934,1669.614614,1551.737731,1517.448837,296.6709304,294.4946114,316.6367711
hrcA,1464.446264,1766.534142,1812.174317,1312.224691,1266.503809,1292.181703,90.74003229,97.61254019,89.85446332
hsdM,126.0303758,123.4351865,121.9599839,111.0291872,114.8198137,115.9550675,1021.442995,1092.139536,818.7288136
hsdR,123.8685211,123.1508371,122.2081144,104.192201,109.9593762,101.8399489,159.2150488,162.644616,139.3121457
hsdS,113.8391834,106.9611707,110.3963945,83.33671299,97.99201303,86.97217687,108.3026543,107.1980218,106.5641032
htpX,1026.201049,1015.722109,1049.572607,886.5166589,935.9744866,874.2048181,62.29935862,62.98628769,65.00771466
hutG,64.62636318,57.10112788,63.04394377,53.9251171,47.96582233,50.21847802,88.52691781,96.72061687,100.6883931
hutH,1.796564679,2.118792203,2.083321422,1.60412159,1.881339472,2.081536945,50.48985833,58.95658592,52.25441027
hutI,2.89940847,2.382192911,3.033973656,2.290703457,3.120325868,2.876626386,228.7292586,231.2612094,186.3164992
hutU,2.693918218,2.567660294,2.166274301,2.645783392,2.248927627,2.704862774,123.5403076,127.5218832,101.0197332
hyl,48.78674727,48.00311962,48.04095914,44.68553101,41.7319423,47.30473373,368.6232631,378.1808764,250.883835
hylA,196.1726338,196.2152058,200.2327033,187.1282591,182.294443,187.672235,1318.84535,1369.748157,971.3676211
hylP.1,17.86405533,19.01116379,11.08516782,7.446390369,20.0847761,18.55441432,90.01265728,92.69680076,80.99902031
hylP.2,0,0,0.624337038,0,0,0,224.1824672,241.689418,191.1013351
hylP.3,3.182104492,3.509442304,4.341191396,3.22737902,3.614465311,3.781386659,212.1668205,221.6628121,169.011396
hylP.4,12.704051,16.48212023,14.18770295,11.5240802,15.15706368,12.17466989,504.7376412,519.059169,466.6277793
hylP.6,0,0.436321792,11.01588552,5.415556632,0,0.183707072,265.3706489,281.952769,232.3839818
ileS,273.6440183,265.0444666,260.1798076,263.1603931,271.2593405,260.780647,319.9228491,332.2225035,362.621486
infA,7768.548707,8633.863894,8084.139555,9911.74834,8564.127057,8529.967317,93.15595642,100.3111808,99.66487079
infB,1822.498714,1745.989016,1748.577928,1632.403706,1728.952644,1655.917868,64.34518246,70.88578881,62.11472132
infC,2257.066329,2362.349715,2171.246183,2731.207483,2581.595326,2826.124693,83.31606345,76.8275115,82.74562992
inlA,18.13680752,17.03470703,16.90872508,18.60786625,17.43526346,20.16005583,1.583979079,1.529261941,1.274493047
int315.4,874.4442593,882.8342475,881.2103768,871.2645974,789.5321033,892.4823593,187.4570435,208.5249658,188.5956333
int315.5,151.0966316,160.9253474,162.2338532,146.7629769,129.0543517,133.8709801,64.82878814,69.04771942,63.22154102
int315.6,276.7758839,280.7460283,298.2643046,272.7247466,255.0009489,259.0887139,447.9548818,477.9591799,383.1421569
intP,0,0,0,0,0,0,322.9093117,336.6429672,294.3373067
isp.1,241.1472853,209.0873312,224.5573277,191.2723738,210.1796985,208.6316902,342.3794326,331.547453,308.5605528
isp.2,1813.127623,1835.222451,1853.260542,1650.015412,1697.908306,1596.576598,399.2088177,423.6384051,331.018557
kdgK,22.60202081,25.70902055,22.9303666,20.60019372,22.29946954,20.69839686,245.3890875,246.5144004,234.9503052
kdtB,115.2885132,122.5957815,119.2331465,116.6738748,117.9278644,112.5362642,199.1265921,213.7901567,227.3113997
kgdA,28.53063351,24.20351072,26.79264146,25.48121576,23.97140673,24.16614546,525.7882203,547.9043045,544.9525925
ksgA,134.6278276,127.3879706,125.0338362,137.2731945,131.5080638,131.2994218,323.9777601,315.142937,404.5572157
kup,22.98202169,23.92639559,24.08157146,24.59531473,22.45628823,25.66500726,743.1931129,738.0542744,626.9886293
lacA.1,11.54292806,12.97903696,14.59026665,17.01895878,15.21364868,13.18551044,136.3968621,141.7306235,114.3092267
lacA.2,326.9150954,332.0195252,333.5550251,306.5848861,272.9378221,285.8944527,248.2099024,259.913139,197.9727403
lacB.1,47.91657346,46.3921682,45.61030967,42.64750848,43.66131844,43.78209485,59.0396921,62.35210813,56.74523125
lacB.2,495.2721459,500.9380052,521.3380203,439.0379167,434.6992636,454.4485747,499.6971638,502.3422614,535.3509981
lacC.1,20.32344599,22.55448032,25.26849792,24.05756888,24.79508945,19.87176674,674.4299712,676.1855817,711.8047804
lacC.2,341.2238476,376.9144687,377.042316,331.0914099,334.9021848,333.9154565,842.1184159,883.3784405,913.6743553
lacD.1,73.931392,70.08987607,70.90767008,62.70666379,63.55420623,67.97387088,1141.194954,1144.725578,1162.131543
lacD.2,506.0588583,536.2926922,548.0466412,438.263827,472.903282,464.6355122,1304.604502,1279.256507,1259.428092
lacE,269.7700572,280.923396,283.664744,223.937094,243.0425815,239.8136791,1.444647586,0.858303711,3.998603928
lacF,395.2908383,419.2640796,420.5566261,345.7398643,339.2876029,336.5790861,9506.366456,8616.366485,14700.97092
lacG,201.3736405,207.5589276,212.189966,173.0755319,194.8230594,193.292743,761.4624462,788.1143287,917.3164763
lacR.1,126.1188404,138.3734293,139.5825353,122.134499,123.9282341,118.727665,1461.931888,1468.431162,1600.185497
lacR.2,657.231059,632.2810115,686.4554618,574.6944618,570.1091608,593.6501167,641.1310459,616.9161619,687.2551672
lctO,1.464838586,1.488366722,1.418001162,1.515393702,1.096618331,1.775524193,174.6377523,188.4215371,173.4984368
ldh,2018.393585,1953.806416,2014.259483,1721.763132,2108.274215,1839.158712,162.2792294,154.2965978,160.1730575
lemA,1472.157739,1400.170705,1502.236911,1197.034548,1324.520664,1202.210688,11711.61868,11385.06024,12863.25082
lepA,334.4615358,338.5914234,342.9725522,315.5869094,332.7974681,298.7275438,2168.965862,2164.470298,2180.030775
leuS,241.0174451,237.0074861,234.5749109,208.8739284,220.4743829,198.3261024,375.2626447,388.5254797,318.3178031
lgt,658.0356912,675.103927,656.463638,715.1659114,696.9266578,709.9232633,963.4903215,938.1813302,845.6642348
lig,303.0504727,299.2379039,297.8124549,270.7322182,296.961813,272.8024706,199.8305686,214.1944594,189.3705757
lmb,10.52775198,10.36939346,8.947571937,11.57641381,9.181520751,12.33171123,209.5353465,197.7986146,198.8515032
lmrP,222.4069824,230.2235318,223.1795629,191.6867539,208.9312605,180.4247191,225.6984036,213.3957601,219.2722805
lplA,185.0942464,202.2890491,207.3871881,226.7007755,230.3755517,224.6932009,618.733158,607.342308,730.203733
lppC,1320.024952,1410.118546,1342.250462,1083.795397,1005.84765,1005.15228,315.3336813,332.6340782,225.1264519
lrp,61.34474842,58.31602635,59.30760632,54.05031699,53.58132892,52.71029782,151.4180132,164.1949069,120.0550722
lsp,180.3110985,170.2852734,164.6256099,180.8105697,167.9590602,163.5257099,83.1366904,73.38496727,68.52258766
luxS,84.60034231,80.00136209,79.95779742,70.99088368,82.04300907,73.22723653,622.5875462,581.9884366,524.2905222
lysS,280.831559,280.1711593,271.9605689,247.2642024,259.7032965,232.6484072,230.8559916,250.6562388,204.5523856
malE,88.40329039,92.73516238,88.86254238,97.05041993,102.7743269,99.06757165,612.607882,629.9662178,619.2402814
malF,58.32483914,61.99998114,62.45295647,50.35036243,58.68759924,56.51379861,497.44926,542.8622987,501.6885133
malG,52.87405757,49.54363572,52.39827711,47.99755434,52.72714629,47.19757331,45.369017,38.70855416,51.42901571
malP,8.319227431,9.669834307,8.546065187,8.772835828,9.360538368,10.05589344,73.80142248,79.55322453,95.03381053
malQ,63.32385434,71.91424232,65.3958123,72.04973989,66.22723263,69.94739006,34.60951784,37.72544217,41.57337042
malR,133.8979655,143.6474003,142.4802702,128.6951285,121.0273452,121.8172404,9.958847188,16.0247129,15.81239119
manL,384.4387883,406.4040898,379.4945245,375.2808953,411.1821785,342.8162674,31.64388628,30.94245321,32.02445606
manM,408.8761629,410.3364052,389.532797,388.8820958,458.0526418,395.8057328,32.30529454,32.75751606,34.58418337
manN,209.671213,203.6474553,202.1584552,195.374222,223.4785855,210.4219483,9.33464594,7.98222451,9.819827321
map,969.3646415,938.2955707,936.2640885,864.8379768,873.8849043,803.2210887,57.80743665,57.49446898,43.23009857
mecA,613.4815331,637.0449926,614.9665533,587.1758414,582.352013,543.721816,70.0968133,73.21703828,52.25273727
mesJ,570.5587724,664.9544108,632.9966737,678.6266837,589.2350778,587.3801688,87.16377183,84.15277745,70.80825898
metB,57.57283529,57.581612,63.83095649,55.60592424,50.65306631,57.42854605,190.5417634,196.9575737,160.2871651
metK,328.8143367,314.1516902,325.9039338,308.9717573,324.8113085,296.3033932,415.2945782,431.6922618,373.0547464
metS,512.7417173,488.4917272,492.6658029,436.2938305,457.5851297,424.2011455,654.7756166,653.2777699,660.0415579
mf,946.520101,990.2708057,989.1800595,984.446654,917.462919,1045.930814,169.2365634,170.1393075,150.0307454
mf4,128.3225135,133.721927,134.7538098,131.6440073,118.6342008,122.7523726,421.9054808,417.284156,374.6813484
mga,547.6979646,541.0975232,540.4855342,549.7848889,571.837303,551.8902555,175.8221919,185.3936015,160.8575856
miaA,97.03754856,99.83042598,98.08156483,102.9226538,95.19204128,83.39811204,592.6388904,587.7234659,490.991366
mipB,25.05281247,24.98186834,26.51492607,20.9093913,22.97348666,22.42050082,188.1429609,194.0933013,165.9533483
mraW,492.2478256,497.9954899,497.327199,465.5055462,454.5901669,434.3922217,115.8057579,129.1860019,117.8731665
mraY,787.9332852,841.5287906,825.7430319,1131.614305,1007.425157,1140.549448,98.49409307,102.2764093,85.16712628
mreA,380.3598931,418.5322089,425.9805437,348.5851014,355.7231061,317.493077,336.8092657,332.163536,277.537652
mscL,126.4952282,140.1999278,149.292475,194.0872838,161.8765748,176.1644548,522.1274739,576.5365209,402.6249838
msmK,83.73203371,84.21703158,81.22964638,77.62297839,84.58466684,71.46885515,432.1270626,468.4133226,326.9802747
msrA.1,391.3334147,399.003863,398.3270302,386.2546703,373.1873271,413.3439001,805.0473348,864.9388609,761.8852279
msrA.2,210.4886882,213.4999526,195.6792947,228.2896042,219.4225769,206.7201655,415.7701759,413.9343625,348.0971957
mtsA,5449.938245,5469.971904,5668.131665,593.6870982,503.7733288,606.5946903,384.4315856,401.5646239,312.9806659
mtsB,418.216501,414.8013914,406.0332067,52.51635341,42.08450869,44.89132825,231.476994,228.7737016,210.3141678
mtsC,800.6336909,766.0892093,786.2534503,113.9262098,99.98557346,103.7422845,8.702130009,9.381700379,9.163104455
murA,601.5390057,577.8711672,596.2460783,584.0562875,587.1053644,591.6823525,15.21093012,15.70412833,12.28704667
murB,336.928711,334.0338129,323.3873011,351.4577332,369.8571138,346.9283238,14.75016572,15.56740165,12.03627342
murC,191.4159102,200.7941147,194.9473403,192.2006548,198.8728935,195.1875288,24.00337527,27.47020075,20.92511269
murC.1,969.0327191,955.1724226,970.0397642,1090.800683,1037.463888,1123.925675,39.40938777,38.27085464,33.50887317
murD,422.068566,439.4887368,429.708088,416.432993,406.5877596,387.2950622,171.5662937,177.1569882,138.9685722
murE,254.9981286,242.6745767,252.8798158,208.0466976,227.6870874,206.776412,484.3212682,499.1742277,383.4987223
murF,203.671928,192.4868031,192.5099834,182.3118637,183.3670445,180.1231731,641.2786445,648.7748372,489.6800103
murG,836.7183975,837.8538706,835.6527657,771.4355412,781.7226633,731.1317575,563.1014036,571.0294587,450.7449525
murM.1,496.9385753,492.6574427,493.4092214,462.3448719,452.038614,448.1769842,253.7499672,266.653784,178.6872356
murM.2,49.28377618,49.8946802,47.470601,45.92272563,42.61171114,40.49480213,390.1364923,390.7690389,303.442229
murN,426.4159347,422.1731047,430.0372469,372.5791234,363.3023525,357.6188125,46.48540986,45.12441093,39.81839391
murZ,414.0633552,421.971653,414.9958381,542.7290338,515.1282413,558.0703343,8.083610917,10.51200833,10.00849317
mutL,333.1907222,317.7320372,316.6064799,261.8638745,299.0638799,260.3182022,23.83130807,22.1774604,21.02191772
mutR,47.92911305,55.43853356,57.99575688,50.17353939,53.82157235,45.9916059,28.99999625,24.4984402,24.34916366
mutS.1,432.7963796,440.016942,436.3292593,365.3070669,397.0731346,370.3534581,32.68544718,32.26074069,29.18271424
mutS.2,186.9358232,185.6641405,184.9739799,168.2874689,172.7352841,158.2985731,38.88546794,39.68581782,36.65696903
mutT,110.4172197,121.8026729,122.8265765,137.2950492,119.1163872,118.3073547,60.93736138,54.52752986,59.01431547
mutX,148.243139,167.9427274,159.1453621,155.5695278,143.246139,122.5453266,54.04396312,55.33718106,51.06715985
mutY,128.0215658,116.4673192,126.0081258,129.0133287,124.6235864,117.4656423,56.33952849,59.25630981,55.52272831
mvaD,144.7675561,139.768414,139.3497971,132.8785797,138.7359992,125.7372851,63.7436573,67.57171127,69.73739845
mvaK1,101.4832174,92.63722194,92.00310953,84.90687126,94.1658836,83.49455094,2.057432166,3.972720032,4.878031104
mvaK2,178.159598,169.7915087,172.3743595,163.651352,173.9047687,155.1100048,3.711862156,2.628002083,3.313156359
mvaS.1,276.0006226,279.9342291,275.7942914,320.8907993,308.3782439,328.7200881,1.943380493,1.724119927,0.966941421
mvaS.2,242.6959517,254.8475446,249.9507393,284.1716636,277.2328938,290.2046867,1.246928586,1.805781833,1.56514367
nadC,45.77504805,46.20512831,46.15772454,44.06420693,46.31063537,49.21076877,0.161096478,0.699891952,0.539221756
nadE,359.2998698,351.0883131,342.7493579,302.4096056,322.9097591,284.4613833,0,0,0.340440855
nagA,230.7982848,228.4093316,234.4903723,189.3712691,198.8166444,202.8509802,187.9868301,186.5408391,196.8826765
nagB,34.8743784,40.90656051,42.29817013,29.64153071,32.65678282,35.0216036,237.2098262,227.8796352,223.8999398
nanH,18.16591957,17.51009421,16.56233106,16.5929104,17.33667119,17.26966945,0.201709036,0.389482356,0.675160014
ndoS,73.99016887,76.46452138,71.34968264,73.09782953,67.79346744,65.90234034,1.200168764,2.317420019,1.606880834
nga,2428.407334,2385.421433,2351.421603,2296.738167,2352.474378,2316.029203,9.49387231,8.820031415,8.094362411
