gene,X1_1_ATCACG_L006_R1.fastq.gz,X1_2_CGATGT_L006_R1.fastq.gz,X1_4_TTAGGC_L006_R1.fastq.gz,X2_2_ACAGTG_L006_R1.fastq.gz,X2_4_GCCAAT_L006_R1.fastq.gz,X3_2_CAGATC_L006_R1.fastq.gz,X3_3_ACTTGA_L006_R1.fastq.gz,X3_5_GATCAG_L006_R1.fastq.gz,X4_1_TAGCTT_L006_R1.fastq.gz,X4_2_GGCTAC_L006_R1.fastq.gz,X4_4_CTTGTA_L006_R1.fastq.gz
Inter.NC_008533.1.1476928.1477028,3,11,6,5,4,3,8,7,8,10,6
Inter.NC_008533.0.1050680.1050780,0,1,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.99261.99361,3,3,2,1,3,3,1,2,7,1,1
Inter.NC_008533.0.1676185.1676285,1,1,1,0,4,2,2,0,2,1,2
Inter.NC_008533.0.1607887.1607987,189,129,97,83,33,69,68,43,77,128,46
Inter.NC_008533.0.1068080.1068180,0,0,0,0,0,0,1,0,0,0,1
Inter.NC_008533.0.1577396.1577496,13,10,18,4,10,16,16,12,17,9,16
Inter.NC_008533.1.311964.312064,2,3,2,0,2,2,5,3,2,0,5
Inter.NC_008533.0.545154.545254,62,72,69,47,31,41,34,33,53,82,58
Inter.NC_008533.1.666004.666104,14,17,11,6,7,3,6,9,6,4,2
Inter.NC_008533.0.1091620.1091720,1,0,0,0,0,0,0,0,0,1,1
Inter.NC_008533.1.298080.298180,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.1.582881.582981,0,1,0,1,0,0,1,0,1,0,0
Inter.NC_008533.0.1444453.1444553,0,2,6,1,5,5,6,6,9,4,8
Inter.NC_008533.1.1749500.1749600,9,1,9,11,4,6,6,5,2,12,3
Inter.NC_008533.1.373603.373703,0,0,0,0,1,1,1,0,3,1,0
Inter.NC_008533.0.1965170.1965270,0,0,2,0,1,0,0,0,1,0,0
Inter.NC_008533.0.897068.897168,20,10,23,13,12,13,18,10,21,10,15
Inter.NC_008533.1.330694.330794,1,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.423268.423368,0,0,3,0,0,1,0,0,0,0,1
Inter.NC_008533.1.455951.456051,44,56,67,43,52,37,34,21,48,86,34
Inter.NC_008533.0.39973.40073,35,38,52,19,22,34,47,26,29,21,23
Inter.NC_008533.1.422149.422249,28,23,32,21,16,17,25,24,16,15,23
Inter.NC_008533.1.1923268.1923368,5,3,3,5,1,5,5,2,1,5,2
Inter.NC_008533.0.731953.732053,1,3,3,3,4,1,1,3,4,2,0
Inter.NC_008533.0.1158528.1158628,0,1,0,1,0,1,1,0,1,2,0
Inter.NC_008533.1.487167.487267,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1516956.1517056,0,1,2,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1352452.1352552,2,3,3,1,2,0,0,0,2,3,0
Inter.NC_008533.1.899054.899154,0,0,1,0,0,0,1,0,1,0,0
ABJ53812.1,58,45,101,46,58,49,58,69,65,51,66
ABJ55060.1,620,514,663,460,430,377,520,425,391,311,397
ABJ53618.1,635,676,615,594,451,498,528,413,530,571,416
Inter.NC_008533.1.2100.2200,0,0,3,1,0,0,4,1,1,1,0
Inter.NC_008533.1.651793.651893,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.550455.550555,0,3,5,1,2,3,2,0,1,4,5
Inter.NC_008533.1.1458560.1458660,0,0,0,0,1,1,1,1,0,0,1
Inter.NC_008533.0.1494661.1494761,1,1,0,1,1,1,1,1,1,1,1
Inter.NC_008533.1.583681.583781,0,0,1,0,0,1,3,1,0,0,0
Inter.NC_008533.0.2011415.2011515,1,1,2,0,1,0,1,0,1,1,1
Inter.NC_008533.1.1437419.1437519,0,0,0,0,0,1,1,0,0,1,1
Inter.NC_008533.1.911764.911864,1,0,3,2,0,1,0,1,0,0,0
Inter.NC_008533.0.1921875.1921975,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1061548.1061648,0,1,0,0,1,0,0,1,0,1,0
Inter.NC_008533.0.401436.401536,244,203,238,113,145,131,173,141,137,134,139
Inter.NC_008533.1.860483.860583,0,0,0,0,0,0,0,0,0,1,0
ABJ55284.1,188,211,248,244,157,207,276,215,273,244,181
Inter.NC_008533.0.1238926.1239026,0,2,2,0,2,1,0,1,4,1,1
Inter.NC_008533.1.391066.391166,11,12,13,11,17,7,18,10,10,11,11
Inter.NC_008533.0.1066080.1066180,1,4,5,1,0,3,6,3,2,4,1
Inter.NC_008533.1.134289.134389,2,0,1,2,3,3,5,1,1,5,3
Inter.NC_008533.1.2038504.2038604,3,2,4,1,1,0,1,0,1,3,1
Inter.NC_008533.1.656774.656874,2,1,0,0,0,1,2,0,0,1,1
Inter.NC_008533.1.102990.103090,0,0,1,1,0,0,2,0,1,1,0
Inter.NC_008533.1.373103.373203,0,0,1,1,0,1,0,0,0,0,0
Inter.NC_008533.0.1370152.1370252,0,1,1,2,1,1,0,3,1,0,1
Inter.NC_008533.1.104886.104986,1,1,0,2,0,0,1,1,0,1,0
Inter.NC_008533.0.1083471.1083571,1,0,0,0,1,0,2,0,2,1,1
Inter.NC_008533.1.1797489.1797589,2,1,0,4,0,0,1,2,0,2,1
Inter.NC_008533.0.1799008.1799108,15,8,12,13,10,16,23,4,8,9,7
Inter.NC_008533.1.617524.617624,0,2,2,0,3,2,2,1,7,2,3
Inter.NC_008533.1.1257214.1257314,5,8,3,10,6,5,8,3,6,6,6
Inter.NC_008533.1.716365.716465,2,4,3,1,1,4,2,5,4,3,1
Inter.NC_008533.0.142403.142503,28,24,19,16,7,10,9,4,12,8,5
Inter.NC_008533.1.1583155.1583255,0,1,0,0,0,0,0,0,0,1,0
Inter.NC_008533.0.93947.94047,1,2,1,1,2,2,2,1,2,1,2
Inter.NC_008533.1.898154.898254,0,1,0,0,0,0,1,1,2,0,0
Inter.NC_008533.0.78745.78845,20,26,18,22,5,11,8,12,19,16,5
Inter.NC_008533.0.1677585.1677685,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.222989.223089,0,0,0,0,1,0,0,0,0,2,0
Inter.NC_008533.1.1545788.1545888,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1691749.1691849,2,2,4,1,0,2,1,2,2,2,1
Inter.NC_008533.0.1977381.1977481,4,5,11,16,11,6,15,5,9,2,7
Inter.NC_008533.0.1134131.1134231,1,1,0,0,0,1,1,0,2,0,0
Inter.NC_008533.1.866083.866183,0,0,0,0,0,2,0,0,0,1,0
Inter.NC_008533.1.444602.444702,1,5,1,1,1,1,1,2,3,2,4
Inter.NC_008533.1.1363522.1363622,53,36,48,29,34,16,31,30,24,19,25
Inter.NC_008533.0.1784650.1784750,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1660105.1660205,0,0,1,1,0,0,1,1,1,0,0
Inter.NC_008533.0.1252329.1252429,1,6,2,3,3,0,2,1,2,4,2
Inter.NC_008533.0.1692549.1692649,0,0,0,1,0,0,1,0,0,0,0
Ambig,3,6,3,4,2,8,1,6,2,4,8
Inter.NC_008533.0.1521456.1521556,2,0,0,0,1,0,1,0,0,2,1
Inter.NC_008533.1.415045.415145,0,0,1,1,0,0,1,0,3,0,0
Inter.NC_008533.1.1643619.1643719,9,10,14,11,2,4,10,8,10,7,9
Inter.NC_008533.0.979906.980006,26,34,33,12,5,15,14,15,20,15,12
Inter.NC_008533.1.227589.227689,1,2,6,4,4,3,5,0,2,0,2
Inter.NC_008533.0.1421614.1421714,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1131717.1131817,2,1,2,2,0,2,1,5,3,1,1
Inter.NC_008533.1.10400.10500,0,0,1,1,1,0,2,5,0,0,1
Inter.NC_008533.1.718243.718343,0,0,0,0,1,0,0,2,2,0,0
Inter.NC_008533.1.259746.259846,2,2,1,7,4,4,3,1,4,3,3
Inter.NC_008533.0.496951.497051,69,108,154,72,95,103,162,118,114,85,122
Inter.NC_008533.1.836506.836606,1,0,0,1,1,0,0,0,0,0,0
Inter.NC_008533.1.426822.426922,1,1,1,0,0,2,0,0,0,1,0
Inter.NC_008533.1.499267.499367,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.525321.525421,2,1,3,0,3,2,2,1,2,6,0
Inter.NC_008533.0.245676.245776,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.430822.430922,1,2,0,2,0,0,1,0,1,0,1
Inter.NC_008533.1.551155.551255,2,3,4,0,3,1,1,0,1,2,1
Inter.NC_008533.1.748571.748671,4,1,5,1,4,3,5,1,1,2,0
Inter.NC_008533.1.565081.565181,0,0,0,0,1,1,0,0,0,0,0
Inter.NC_008533.1.1858607.1858707,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.547955.548055,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.310407.310507,0,0,1,0,0,0,1,1,2,0,2
Inter.NC_008533.0.1165306.1165406,1,2,2,1,4,0,1,1,0,2,2
Inter.NC_008533.1.888254.888354,0,0,2,1,2,2,0,0,0,2,1
Inter.NC_008533.0.1948501.1948601,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1331536.1331636,0,0,1,1,0,0,0,1,1,1,0
Inter.NC_008533.0.2005215.2005315,2,1,3,2,2,1,6,1,3,1,2
Inter.NC_008533.1.454751.454851,7,3,6,2,7,5,3,2,3,2,3
Inter.NC_008533.1.789282.789382,0,0,1,1,1,2,1,0,4,1,1
Inter.NC_008533.1.1469093.1469193,202,173,261,169,141,155,220,153,181,145,150
Inter.NC_008533.1.676508.676608,1,0,1,0,0,0,0,1,1,1,0
Inter.NC_008533.0.371057.371157,2,0,2,2,1,1,2,1,3,2,3
Inter.NC_008533.0.1133431.1133531,1,0,0,1,0,0,1,0,1,1,1
Inter.NC_008533.1.1973123.1973223,0,1,0,0,0,0,0,0,1,2,0
Inter.NC_008533.0.485548.485648,0,3,3,1,1,4,2,0,1,6,0
Inter.NC_008533.1.476132.476232,0,2,2,1,7,5,1,3,0,2,2
Inter.NC_008533.0.1855093.1855193,4,3,3,2,1,0,0,0,2,1,1
Inter.NC_008533.1.68925.69025,1,0,0,1,0,0,1,0,0,0,0
Inter.NC_008533.0.1598006.1598106,55,51,62,34,31,21,52,37,37,26,29
Inter.NC_008533.0.135557.135657,9,10,16,13,7,12,9,5,12,6,14
Inter.NC_008533.0.1490761.1490861,2,0,4,0,2,2,2,2,1,3,1
Inter.NC_008533.0.170122.170222,1,1,0,0,0,2,0,1,2,0,0
Inter.NC_008533.1.849242.849342,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1836422.1836522,0,4,2,2,0,1,0,0,0,3,3
Inter.NC_008533.0.1771350.1771450,1,2,2,0,0,0,1,2,0,0,0
Inter.NC_008533.0.614468.614568,7,5,6,11,3,5,6,5,7,9,8
Inter.NC_008533.1.1667750.1667850,0,1,1,0,0,0,1,0,0,0,1
Inter.NC_008533.0.1805708.1805808,0,0,2,0,1,3,1,0,0,0,2
Inter.NC_008533.1.604908.605008,0,0,0,0,1,1,1,0,3,0,0
Inter.NC_008533.1.557171.557271,1,0,0,1,2,0,0,2,1,0,0
Inter.NC_008533.0.1421214.1421314,3,3,8,3,6,3,6,4,7,4,3
Inter.NC_008533.1.1052798.1052898,22,23,14,22,8,14,21,14,12,13,18
Inter.NC_008533.1.248546.248646,2,3,5,1,1,1,3,2,1,0,0
Inter.NC_008533.1.982359.982459,0,0,0,1,0,0,0,1,0,1,0
Inter.NC_008533.0.1913475.1913575,1,1,1,0,1,0,1,0,0,0,0
Inter.NC_008533.1.1004117.1004217,0,2,0,0,1,0,0,0,0,1,0
Inter.NC_008533.0.693883.693983,28,20,37,23,12,14,19,17,19,22,27
Inter.NC_008533.1.160929.161029,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.86974.87074,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.445702.445802,2,2,2,1,2,0,1,0,0,2,0
Inter.NC_008533.1.1401265.1401365,12,10,11,6,8,3,6,9,9,6,10
Inter.NC_008533.1.350245.350345,3,6,4,1,3,2,3,2,1,3,2
Inter.NC_008533.1.161629.161729,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1562696.1562796,0,0,2,2,0,1,0,0,0,1,0
Inter.NC_008533.1.30017.30117,0,0,1,0,1,0,0,0,0,1,0
Inter.NC_008533.0.1705608.1705708,1,1,0,0,0,2,0,0,0,1,2
Inter.NC_008533.1.516460.516560,1,2,2,2,3,2,4,2,2,4,1
ABJ53960.1,1,1,2,1,1,2,4,4,0,2,0
Inter.NC_008533.1.1951420.1951520,0,1,1,0,1,1,1,1,1,1,1
Inter.NC_008533.1.817302.817402,0,1,1,0,1,0,0,0,0,0,0
Inter.NC_008533.0.565276.565376,17,32,32,14,11,16,31,8,15,10,19
Inter.NC_008533.1.1711857.1711957,29,48,52,23,19,16,34,21,30,28,21
Inter.NC_008533.0.1853593.1853693,3,6,7,4,3,3,3,5,4,4,4
Inter.NC_008533.0.130416.130516,15,16,16,11,6,8,15,13,13,15,14
Inter.NC_008533.1.816602.816702,0,0,0,0,1,1,1,0,0,0,0
Inter.NC_008533.1.137151.137251,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.688808.688908,2,3,4,0,0,0,0,0,0,3,0
Inter.NC_008533.0.1868593.1868693,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.1020992.1021092,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1664517.1664617,5,7,2,11,3,6,8,10,8,3,9
Inter.NC_008533.1.88274.88374,0,0,0,0,0,2,0,0,0,0,0
Inter.NC_008533.1.851142.851242,6,4,9,0,3,3,3,2,3,4,0
Inter.NC_008533.0.1053680.1053780,0,0,0,2,1,0,1,0,1,0,1
Inter.NC_008533.1.957673.957773,0,0,1,1,0,0,1,0,1,0,0
Inter.NC_008533.1.100961.101061,6,5,3,5,4,2,6,6,4,3,9
Inter.NC_008533.0.1468945.1469045,3,4,0,4,0,3,0,0,3,0,1
Inter.NC_008533.1.107386.107486,2,4,7,4,1,3,2,3,1,3,2
Inter.NC_008533.1.600308.600408,0,1,0,0,0,1,1,0,0,0,1
Inter.NC_008533.0.2035532.2035632,5,6,9,2,1,1,4,3,4,1,0
Inter.NC_008533.1.1161559.1161659,0,0,1,0,1,1,0,0,1,1,0
Inter.NC_008533.1.596508.596608,0,3,2,0,0,0,2,0,0,0,0
Inter.NC_008533.0.942070.942170,19,12,26,20,18,11,19,10,20,7,17
Inter.NC_008533.1.1038589.1038689,0,0,2,0,0,1,0,0,0,1,0
Inter.NC_008533.0.1900953.1901053,0,1,1,1,0,0,1,0,1,0,0
Inter.NC_008533.1.1597065.1597165,0,0,1,0,0,0,0,0,0,1,0
Inter.NC_008533.0.1561696.1561796,0,0,0,0,0,0,0,1,0,0,1
Inter.NC_008533.0.264765.264865,4,1,3,3,3,3,2,4,4,3,2
Inter.NC_008533.0.1930207.1930307,0,1,2,0,0,1,1,0,0,1,0
Inter.NC_008533.1.0.100,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.391766.391866,4,2,3,1,1,2,1,5,3,3,3
Inter.NC_008533.1.182884.182984,0,0,1,1,1,0,2,2,1,1,0
Inter.NC_008533.0.1109643.1109743,1,0,1,0,1,1,0,0,0,0,1
Inter.NC_008533.0.1115643.1115743,2,2,1,0,5,4,0,0,6,1,1
Inter.NC_008533.0.1472755.1472855,0,0,3,1,0,0,0,0,0,1,0
Inter.NC_008533.1.378203.378303,0,0,0,0,0,1,2,0,0,0,0
Inter.NC_008533.0.1323850.1323950,0,1,1,0,0,0,0,0,1,0,0
ABJ55054.1,731,775,1072,651,725,608,910,683,735,609,648
Inter.NC_008533.1.1414768.1414868,0,3,1,0,1,0,1,1,3,1,0
Inter.NC_008533.0.358053.358153,78,101,107,61,57,72,93,79,92,94,75
Inter.NC_008533.1.1041689.1041789,0,2,2,1,2,3,1,2,1,2,0
Inter.NC_008533.1.90774.90874,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.422682.422782,12,4,8,4,1,5,13,4,7,6,3
Inter.NC_008533.1.1887252.1887352,0,0,1,0,0,0,1,2,0,0,0
Inter.NC_008533.0.272231.272331,4,8,4,3,4,8,3,3,8,6,5
Inter.NC_008533.1.1971523.1971623,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.103639.103739,1,0,1,0,0,0,0,0,1,1,0
Inter.NC_008533.1.505760.505860,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1222526.1222626,0,5,1,0,1,1,2,0,1,2,1
Inter.NC_008533.1.1727610.1727710,14,12,17,9,1,5,4,9,7,12,1
Inter.NC_008533.1.1886579.1886679,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1181154.1181254,36,51,66,54,48,49,70,32,40,50,50
Inter.NC_008533.1.1950820.1950920,1,1,1,0,0,2,0,0,0,3,1
Inter.NC_008533.0.899893.899993,12,9,6,4,1,10,6,2,5,7,2
Inter.NC_008533.1.77725.77825,1,0,1,0,1,1,4,3,0,0,0
Inter.NC_008533.1.1441040.1441140,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.0.1109043.1109143,0,0,0,0,1,0,0,1,1,2,1
Inter.NC_008533.1.69825.69925,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1457680.1457780,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.1.117689.117789,1,1,0,1,0,0,1,0,0,1,0
Inter.NC_008533.1.1026490.1026590,22,27,42,33,39,24,32,27,29,13,23
Inter.NC_008533.1.838106.838206,0,1,0,0,0,0,1,2,2,2,0
Inter.NC_008533.0.1915175.1915275,1,3,2,2,2,1,2,0,2,1,3
Inter.NC_008533.1.495267.495367,0,1,1,1,0,0,0,0,0,1,0
Inter.NC_008533.0.827969.828069,179,98,117,111,63,86,74,56,113,106,72
Inter.NC_008533.0.1959770.1959870,1,0,0,0,0,0,0,0,0,0,0
rna72,16,23,23,14,16,20,19,17,25,18,18
Inter.NC_008533.1.934017.934117,3,0,2,0,0,1,1,2,1,1,1
Inter.NC_008533.1.1461360.1461460,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.815623.815723,1,0,1,1,1,0,0,0,0,1,0
Inter.NC_008533.1.1435819.1435919,0,0,1,0,0,0,0,0,2,0,3
Inter.NC_008533.0.1362652.1362752,0,0,0,1,0,0,0,0,1,0,2
Inter.NC_008533.1.615490.615590,0,1,3,1,2,0,0,0,0,0,1
Inter.NC_008533.0.466548.466648,0,0,1,1,0,1,1,1,1,0,0
Inter.NC_008533.1.837506.837606,0,0,2,2,0,1,3,1,1,0,1
Inter.NC_008533.0.735902.736002,236,153,225,102,85,97,140,102,139,207,99
Inter.NC_008533.1.731113.731213,1,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.1.808579.808679,1,3,5,4,3,0,5,3,0,0,0
Inter.NC_008533.1.1607802.1607902,88,81,75,54,48,78,85,64,85,128,55
Inter.NC_008533.0.1063480.1063580,1,5,5,0,1,1,4,3,0,6,1
Inter.NC_008533.1.1343346.1343446,0,2,2,0,1,0,1,1,1,0,0
Inter.NC_008533.0.1762451.1762551,2,1,1,1,2,1,1,1,1,1,1
Inter.NC_008533.1.11900.12000,3,7,5,2,6,4,2,6,6,4,2
Inter.NC_008533.0.1348056.1348156,2,0,1,0,1,0,1,0,0,1,0
Inter.NC_008533.0.1261527.1261627,4,2,3,2,1,3,5,3,1,4,1
Inter.NC_008533.0.1057780.1057880,0,3,7,1,0,1,1,0,0,0,0
Inter.NC_008533.1.58501.58601,0,0,1,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1785650.1785750,1,3,3,3,2,0,2,0,0,0,1
Inter.NC_008533.0.1470355.1470455,1,0,1,0,2,1,0,0,1,1,1
Inter.NC_008533.1.1887752.1887852,7,7,25,8,13,1,12,6,17,11,6
Inter.NC_008533.1.518621.518721,1,1,0,0,1,0,0,1,0,1,0
Inter.NC_008533.0.1762551.1762651,0,0,0,1,0,0,2,1,0,1,1
Inter.NC_008533.1.440602.440702,2,0,1,0,0,3,1,2,1,2,2
Inter.NC_008533.1.691808.691908,1,2,2,2,0,1,0,0,1,0,2
ABJ54198.1,27,38,73,43,44,27,41,34,38,31,42
Inter.NC_008533.0.1142331.1142431,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.729993.730093,0,3,2,7,4,3,2,5,3,2,2
Inter.NC_008533.0.412331.412431,8,5,5,3,7,2,5,2,4,1,1
Inter.NC_008533.1.1291458.1291558,2,2,2,0,0,1,0,0,1,2,0
ABJ55434.1,79,46,100,58,60,69,103,90,71,73,55
Inter.NC_008533.1.1858439.1858539,0,1,0,1,1,1,1,0,0,2,0
Inter.NC_008533.0.1805508.1805608,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.1.59201.59301,0,1,1,1,1,0,1,0,2,0,0
Inter.NC_008533.1.612196.612296,0,0,2,0,0,1,0,0,0,0,0
Inter.NC_008533.1.105586.105686,2,3,3,0,0,1,2,1,2,1,2
Inter.NC_008533.0.2033098.2033198,6,9,8,2,5,1,8,4,6,5,7
Inter.NC_008533.1.39863.39963,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1519656.1519756,0,0,0,0,0,0,1,0,1,0,0
Inter.NC_008533.1.356345.356445,0,3,0,0,1,1,0,0,0,1,0
Inter.NC_008533.1.1743600.1743700,1,0,1,0,0,1,1,0,0,1,0
Inter.NC_008533.0.1872834.1872934,0,1,0,0,1,0,0,1,0,2,1
Inter.NC_008533.0.660010.660110,0,3,1,1,1,2,4,1,4,3,0
ABJ55317.1,90,77,95,69,56,49,93,65,67,60,51
Inter.NC_008533.1.847506.847606,5,3,4,3,1,2,3,3,3,6,3
Inter.NC_008533.0.1545953.1546053,0,4,6,3,3,1,1,2,0,3,3
Inter.NC_008533.0.1761851.1761951,0,4,5,2,1,6,5,2,2,0,2
Inter.NC_008533.1.827433.827533,0,0,0,1,0,1,0,0,0,0,0
Inter.NC_008533.1.150336.150436,5,3,9,6,2,4,7,6,5,4,3
Inter.NC_008533.0.1224826.1224926,1,0,1,0,1,0,0,1,0,0,0
Inter.NC_008533.0.1925007.1925107,2,1,1,2,3,1,0,4,0,2,1
Inter.NC_008533.0.1483961.1484061,1,2,7,1,0,0,4,3,1,2,3
Inter.NC_008533.1.549755.549855,0,0,0,1,0,1,0,0,0,0,0
Inter.NC_008533.1.652093.652193,0,2,1,0,0,0,0,1,0,1,1
Inter.NC_008533.1.1241955.1242055,1,1,3,1,1,1,0,0,2,0,0
Inter.NC_008533.1.770933.771033,0,0,1,0,0,0,0,0,1,0,1
Inter.NC_008533.0.565976.566076,240,270,303,128,112,111,167,132,158,156,126
Inter.NC_008533.1.483367.483467,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.0.800904.801004,3,2,1,1,4,1,4,1,0,0,0
Inter.NC_008533.1.754771.754871,7,5,3,8,5,3,5,6,7,3,3
ABJ54040.1,29,23,29,14,18,14,29,21,22,13,17
Inter.NC_008533.1.650093.650193,0,0,0,1,1,1,0,0,2,0,0
Inter.NC_008533.1.840106.840206,2,0,0,0,0,1,1,0,2,2,1
Inter.NC_008533.1.1586955.1587055,1,7,6,4,1,3,0,2,4,3,3
Inter.NC_008533.1.407079.407179,0,0,2,0,0,0,0,0,1,1,0
Inter.NC_008533.1.774933.775033,0,3,3,6,1,2,2,0,0,0,1
Inter.NC_008533.0.1519856.1519956,1,0,0,0,0,0,0,0,0,0,1
SPD_0354,118,94,117,95,98,81,100,71,113,68,98
Inter.NC_008533.1.225589.225689,1,2,1,1,0,0,0,0,1,0,0
Inter.NC_008533.0.732653.732753,0,2,1,0,1,2,0,1,1,2,1
Inter.NC_008533.1.741995.742095,6,2,6,3,6,3,3,0,2,3,2
ABJ55286.1,37,35,49,30,35,36,48,27,42,32,33
Inter.NC_008533.1.1177847.1177947,5,5,2,3,2,3,3,1,1,4,2
Inter.NC_008533.1.258646.258746,1,6,3,2,0,1,0,2,2,1,2
Inter.NC_008533.0.1479961.1480061,5,3,8,4,1,4,4,4,3,2,3
Inter.NC_008533.1.2033904.2034004,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1177781.1177881,1,1,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1214279.1214379,1,1,1,0,1,0,1,0,0,0,0
Inter.NC_008533.1.1881079.1881179,0,2,10,7,8,3,5,5,8,6,3
Inter.NC_008533.1.1007812.1007912,5,1,5,3,4,2,3,2,3,4,3
Inter.NC_008533.1.1043789.1043889,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.94783.94883,88,78,104,130,72,99,135,101,189,349,232
Inter.NC_008533.1.1729231.1729331,4,1,4,0,0,2,2,2,0,1,0
Inter.NC_008533.1.241789.241889,2,1,1,0,2,0,1,1,2,0,1
Inter.NC_008533.1.1189870.1189970,125,122,161,94,111,75,116,78,83,79,96
Inter.NC_008533.0.1497561.1497661,1,1,5,0,2,2,1,4,2,0,4
Inter.NC_008533.1.707665.707765,1,1,5,3,2,1,3,0,2,3,3
Inter.NC_008533.0.1036036.1036136,2,3,3,7,2,4,4,2,6,1,5
Inter.NC_008533.0.2023311.2023411,0,0,0,0,0,0,0,0,1,2,0
Inter.NC_008533.1.683908.684008,0,0,0,0,0,0,0,2,1,0,0
Inter.NC_008533.0.1989694.1989794,1,0,1,1,0,0,1,1,0,0,0
Inter.NC_008533.1.334794.334894,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1393659.1393759,1,0,2,0,0,0,0,0,1,0,0
Inter.NC_008533.1.1292358.1292458,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.1609294.1609394,1,3,2,0,2,1,2,1,2,1,0
Inter.NC_008533.0.1774550.1774650,7,11,13,6,8,6,11,6,6,6,3
ABJ55311.1,449,301,586,262,292,197,322,266,244,202,258
ABJ54072.1,11,7,11,8,6,5,11,9,12,8,7
Inter.NC_008533.1.519921.520021,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.1993111.1993211,0,1,1,2,2,1,1,2,2,2,2
Inter.NC_008533.1.607508.607608,1,0,3,0,0,0,1,0,0,0,0
Inter.NC_008533.1.41901.42001,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1004171.1004271,0,1,1,1,2,0,1,0,1,0,0
Inter.NC_008533.1.770633.770733,1,2,1,0,5,1,2,0,0,0,1
Inter.NC_008533.1.1584055.1584155,0,1,3,1,0,3,1,0,1,0,1
Inter.NC_008533.1.592008.592108,1,0,0,2,0,0,1,1,0,1,1
ABJ54876.1,2143,1908,2483,1771,1402,1406,1731,1379,1624,1665,1491
Inter.NC_008533.1.624424.624524,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.917808.917908,32,20,24,14,6,10,8,6,3,26,12
Inter.NC_008533.0.134257.134357,25,50,46,50,40,20,53,33,47,28,26
ABJ53870.1,693,611,835,618,566,536,707,600,605,481,577
Inter.NC_008533.1.512560.512660,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1644719.1644819,8,11,7,6,3,7,9,8,4,6,5
ABJ53906.1,5445,5068,6636,4365,3833,3593,5048,3820,4211,3495,4047
ABJ54280.1,182,149,217,132,111,117,141,118,114,122,105
Inter.NC_008533.0.1573896.1573996,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.842306.842406,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.0.1515856.1515956,1,0,0,0,0,0,0,0,0,0,0
