,JE84-1-05,JE84-2-05,JE84-3-05,JE84-1-15,JE84-2-15,JE84-3-15,WT-1-05,WT-2-05,WT-3-05,WT-1-15,WT-2-15,WT-3-15,,
M5005_Spy1560,2269,2605,2657,1133,1217,1087,2172,1988,4486,3414,3573,3587,,
M5005_Spy1561,11515,16513,11078,3266,3362,2990,8391,12471,23080,9292,7937,12088,,
M5005_Spy1562,2471,3348,1883,510,609,709,1349,2541,8149,1332,1134,1817,,
M5005_Spy1563,2129,2189,2088,540,638,674,1556,1519,4953,1416,1364,1484,,
M5005_Spy1564,2141,3575,1901,511,645,617,1469,3358,5189,1954,1638,2750,,
M5005_Spy1565,2869,6341,2077,397,531,469,1630,5160,11123,1841,1326,2990,,
M5005_Spy1566,4063,7533,3491,1418,1485,1416,3227,5750,14448,3919,2877,5555,,
M5005_Spy1567,537,1509,389,376,572,494,495,2157,4431,1083,786,1353,,
M5005_Spy1568,694,1387,481,321,384,435,481,1044,2284,825,767,1306,,
M5005_Spy1569,18076,23791,17347,34230,38743,41556,13776,24762,44051,10242,8496,9450,,
M5005_Spy1570,4356,7104,4414,2790,3231,3038,3186,5362,10433,6813,5335,6863,,
M5005_Spy1571,9617,12600,9123,6655,6700,5654,6842,9466,15963,11883,11113,10959,,
M5005_Spy1572,2042,3428,2239,40,45,41,1400,2577,4773,292,200,202,,
M5005_Spy1573,3456,6644,2821,65,93,88,2116,6189,10669,385,324,313,,
M5005_Spy1574,40,63,49,180,189,162,44,84,114,539,442,506,,
M5005_Spy1575,259,282,194,7202,7677,6635,258,658,1263,17517,17081,12976,,
M5005_Spy1576,6271,7945,6708,224,244,150,5618,6462,12303,1558,1381,1293,,
M5005_Spy1577,14113,24441,13334,943,1037,878,11490,23186,50514,3049,2381,3332,,
M5005_Spy1578,23,80,18,4,4,2,15,60,156,9,7,10,,
M5005_Spy1579,1916,2455,2147,626,712,615,1682,2335,4784,978,710,1034,,
M5005_Spy1580,683,1594,469,190,307,289,443,1466,2950,493,368,548,,
M5005_Spy1581,404,845,393,237,198,182,364,788,1984,326,230,340,,
M5005_Spy1582,499,728,422,138,114,117,395,662,1343,261,214,242,,
M5005_Spy1583,4587,7480,3999,450,474,416,4616,8110,20339,2267,1869,1941,,
M5005_Spy1584,4003,6520,3334,1205,1304,1162,2527,4778,9639,3362,2629,2844,,
M5005_Spy1585,2965,5963,2745,4426,3776,4079,2374,5020,9184,3704,3581,4506,,
M5005_Spy1586,3020,6392,2740,5359,5915,6304,2422,5396,14406,4333,3537,5008,,
M5005_Spy1587,1976,2594,2132,6947,6491,7325,1911,2644,5457,2466,2166,2616,,
M5005_Spy1588,249,262,305,584,575,559,278,192,321,373,304,378,,
M5005_Spy1589,4370,5157,4223,2405,2644,2148,2912,4307,7355,5246,3771,6105,,
M5005_Spy1590,167,478,110,56,43,51,118,406,1119,84,100,113,,
M5005_Spy1591,4650,9843,4153,1387,1194,1260,4329,8118,16118,4781,4496,4525,,
M5005_Spy1592,3535,6841,3140,853,883,787,3064,5353,12160,3541,3015,3502,,
M5005_Spy1593,6850,10936,5632,1721,1612,1443,6094,9894,21161,6892,6481,5902,,
M5005_Spy1594,3125,2892,3912,1203,1052,954,3334,2052,3511,5043,4367,5131,,
M5005_Spy1595,13102,22750,12139,3851,4239,4117,8752,17668,33901,15257,11663,18702,,
M5005_Spy1596,53994,92235,42649,9271,10131,9622,47711,100308,208875,6273,5663,6654,,
M5005_Spy1597,10508,9063,11250,2877,3667,2806,12980,13731,16301,1607,1505,1535,,
M5005_Spy1598,2034,1477,2557,954,1022,932,2650,1778,2028,983,889,1090,,
M5005_Spy1599,10119,25063,7852,5136,6792,5839,7106,24011,44624,11173,8495,9049,,
M5005_Spy1600,19976,30198,16382,8310,8539,7127,19327,35170,71373,13617,12717,9343,,
M5005_Spy1601,4573,8737,4133,2020,2250,2244,4465,10377,17021,2231,1974,2352,,
M5005_Spy1602,24820,53318,21478,4677,4904,4443,20873,50212,104371,14345,13704,13675,,
M5005_Spy1603,5248,9895,4927,1350,1521,1338,4644,11052,16717,3908,3549,3012,,
M5005_Spy1604,690,1252,814,176,229,234,814,1378,2310,606,535,459,,
M5005_Spy1605,356,375,374,1020,1024,869,347,345,643,1128,978,1201,,
M5005_Spy1606,203,546,185,6,9,8,93,360,860,31,24,33,,
M5005_Spy1607,44387,71399,38456,21266,24355,22288,35543,70122,139436,40500,29129,38149,,
M5005_SpyT0059,88,116,177,35,79,11,197,124,179,298,131,52,,
M5005_Spy1608,10349,18395,9504,1040,1209,1030,6424,13779,30669,4422,3996,3543,,
M5005_Spy1610,13635,26093,12293,2414,2623,2313,9357,18397,39801,4204,3905,4491,,
M5005_Spy1611,21269,25572,15441,2357,2898,3040,15366,28780,88103,9695,10513,7615,,
M5005_Spy1612,69162,111001,60812,4144,4727,4262,48098,85796,164265,27518,24853,20889,,
M5005_Spy1613,2045,2910,1933,949,1092,980,1538,2565,4762,2000,1699,1902,,
M5005_Spy1614,2511,4009,2264,1392,1498,1568,2111,3352,8833,2335,1989,2518,,
M5005_Spy1615,1530,2945,1701,1321,1284,1588,1187,1642,3964,1939,2032,2367,,
M5005_Spy1616,2123,3948,2346,2883,2934,3422,1605,2374,7094,3512,3437,4445,,
M5005_Spy1617,5806,8581,5670,7332,7301,7724,3699,5283,10979,9358,8160,11412,,
M5005_Spy1618,157,202,126,119,128,94,140,203,642,256,131,174,,
M5005_SpyT0060,8,10,7,4,4,3,5,12,25,7,4,7,,
M5005_SpyT0061,6,14,8,0,0,0,7,14,62,2,1,4,,
M5005_SpyR0016,9,21,13,0,1,1,10,19,160,3,2,6,,
M5005_SpyR0017,326,665,422,447,306,441,286,512,42883,362,664,738,,
M5005_SpyT0062,40,49,66,6,4,6,35,46,194,15,22,15,,
M5005_SpyR0018,139,243,174,189,119,117,149,264,12545,161,271,205,,
M5005_Spy1619,418,901,378,81,90,154,117,214,2482,67,68,99,,
M5005_Spy1620,937,1253,774,101,100,98,683,1179,3064,484,413,325,,
M5005_Spy1621,7574,11178,6986,4027,3761,3419,6524,9951,20905,7906,7160,9674,,
M5005_Spy1622,3343,5344,3178,1919,1867,1553,2862,4497,8387,2918,2374,3469,,
M5005_Spy1623,4976,7940,4489,2249,2299,1891,4057,6013,15065,3740,3306,4301,,
M5005_Spy1624,120,183,79,13,17,18,71,247,691,63,76,74,,
M5005_Spy1625,1225,859,1081,142,215,194,1099,1363,2499,836,760,709,,
M5005_Spy1626,2284,2569,2045,308,385,291,2103,2935,6118,1545,1513,1333,,
M5005_Spy1627,446,461,530,70,83,86,436,506,785,432,368,378,,
M5005_Spy1628,65,65,53,39,36,27,62,67,125,64,46,48,,
M5005_Spy1629,20,13,31,13,10,16,27,14,33,26,21,18,,
M5005_Spy1630,61,86,58,48,43,34,51,89,316,61,38,59,,
M5005_Spy1631,6,7,5,7,9,6,11,7,5,4,7,4,,
M5005_Spy1632,288,434,252,787,944,945,201,366,587,593,491,661,,
M5005_Spy1633,130,308,129,913,1309,1343,120,269,517,516,407,699,,
M5005_Spy1634,35,75,33,244,364,341,24,64,110,153,112,218,,
M5005_Spy1635,126,201,118,1925,2230,2323,214,243,368,923,759,1389,,
M5005_Spy1636,66,103,72,912,1205,1171,104,121,180,483,452,715,,
M5005_Spy1637,100,124,88,1314,1682,1598,214,201,346,862,733,1392,,
M5005_Spy1638,40,76,55,587,759,770,89,121,166,382,341,544,,
M5005_Spy1639,2473,3406,2276,1077,1414,1227,2107,3157,6685,3459,3297,2471,,
M5005_Spy1640,761,576,925,181,202,264,604,403,660,672,673,1165,,
M5005_Spy1641,203,283,180,32,52,50,131,223,541,195,181,220,,
M5005_Spy1642,1,1,1,1,0,0,0,1,2,0,0,0,,
M5005_Spy1644,0,2,0,0,0,0,0,1,7,0,0,1,,
M5005_Spy1643,2,4,2,1,0,0,1,3,11,1,0,7,,
M5005_Spy1645,0,1,1,0,0,0,0,2,2,0,0,0,,
M5005_Spy1646,4588,14568,2538,111,122,87,1555,9272,22141,551,482,558,,
M5005_Spy1647,49237,79339,47567,1240,1293,1056,30748,54470,112004,9578,7791,7447,,
M5005_Spy1648,865,905,1277,44,56,47,977,1023,1626,258,266,152,,
M5005_Spy1649,816,1626,677,125,136,106,800,1837,4489,249,271,232,,
M5005_Spy1650,7066,16446,4762,652,664,695,5811,17980,38902,2152,2037,1562,,
M5005_Spy1651,6034,11606,5550,2122,2246,2012,4551,9367,17938,4649,3782,4669,,
M5005_Spy1652,5858,7261,5248,2667,3043,2630,4433,6785,12826,4802,4632,3952,,
M5005_Spy1653,3376,5341,2869,1195,1501,1127,2230,4057,7021,2629,2113,2246,,
M5005_Spy1654,2796,5131,2403,288,276,209,1967,3302,9046,1052,757,832,,
M5005_Spy1655,7944,12210,7001,991,1058,809,5923,10437,20154,3179,2807,2155,,
M5005_Spy1656,918,1534,860,82,106,80,672,1117,2431,365,316,224,,
M5005_Spy1657,761,1134,723,84,86,75,459,947,1941,336,263,232,,
M5005_Spy1658,5317,10007,5120,1002,978,766,3853,7849,15599,2972,2760,2005,,
M5005_Spy1659,4539,8533,4236,1022,1002,896,2985,6264,13279,2608,2332,1913,,
M5005_Spy1660,17942,29189,16738,3062,2922,2613,12794,23069,48691,10702,9868,7163,,
M5005_Spy1661,3,15,12,18,18,17,6,11,13,16,8,15,,
M5005_Spy1662,13,24,15,50,72,52,7,25,44,32,28,16,,
M5005_Spy1663,4,7,4,26,26,35,4,8,18,14,7,9,,
M5005_Spy1664,24,34,33,129,128,122,24,29,53,47,36,41,,
M5005_Spy1665,3,3,2,1,0,1,2,6,11,0,2,1,,
M5005_Spy1666,1247,5989,531,54,90,83,387,3945,9035,262,172,356,,
M5005_Spy1667,634,889,590,50,74,62,447,1139,1650,269,189,219,,
M5005_Spy1668,12,13,11,1,4,4,9,9,30,6,3,4,,
M5005_Spy1669,4889,4571,5342,3134,3445,2917,4785,4696,7185,5288,5523,3121,,
M5005_Spy1670,1909,4402,1097,674,686,654,839,2978,7447,1073,1060,1193,,
M5005_Spy1671,2280,4662,1620,1074,1111,1104,1334,2885,6924,1796,1502,1485,,
M5005_Spy1672,21186,35782,19568,11414,11308,10687,16580,26116,59030,21095,18636,16746,,
M5005_Spy1673,7904,17461,6909,4018,4228,4229,5923,14354,30398,8466,7283,11291,,
M5005_Spy1674,3831,8280,3125,1630,1894,1883,2487,6500,11026,3541,3208,5146,,
M5005_Spy1675,3328,3672,3367,1439,1588,1525,2479,3660,5716,3378,3016,4661,,
M5005_Spy1676,4636,8481,3625,2388,2130,2183,2936,5893,15163,4790,4346,6157,,
M5005_Spy1677,1524,2764,981,306,392,371,895,2478,5637,1113,922,1099,,
M5005_Spy1678,1442,1865,1277,1350,1580,1419,1377,2031,4602,3517,2781,2688,,
M5005_Spy1680,1291,2669,1258,3495,3426,3959,1100,1883,4262,1776,1518,1767,,
M5005_Spy1681,443,823,332,2281,2469,2967,356,728,1523,628,558,862,,
M5005_Spy1682,1564,3486,1352,4621,5201,5696,1195,3030,6385,2735,2105,3211,,
M5005_Spy1683,433,1091,324,214,264,285,295,917,1722,469,360,509,,
M5005_Spy1684,1480,3091,1311,642,546,558,1959,4753,13765,798,621,1364,,
M5005_Spy1685,1855,4265,1671,1652,1566,1602,1359,2664,6595,2363,1965,2842,,
M5005_Spy1686,11471,23433,9472,7535,7503,7512,7958,17833,42160,12882,11923,13939,,
M5005_Spy1687,31,88,32,16,9,4,37,146,238,14,20,22,,
M5005_Spy1690,2648,3724,2498,1182,1256,1146,2119,3760,7016,4005,3689,3400,,
M5005_Spy1691,247,508,229,234,249,298,162,316,719,315,309,416,,
M5005_Spy1692,810,1545,672,3463,3400,4329,472,902,2256,1075,971,1577,,
M5005_Spy1694,2130,4757,1624,793,729,807,980,2655,6109,2143,1961,4147,,
M5005_Spy1695,2189,5346,1891,1247,1264,1464,1237,3177,7042,3232,2854,6006,,
M5005_Spy1696,1408,2185,1311,1082,1183,1312,1013,1617,3202,2865,2586,5289,,
M5005_Spy1697,3956,7145,3465,4016,4182,4209,2353,4580,10071,6198,5238,9720,,
M5005_Spy1698,2060,3392,1649,2225,1978,2068,1111,2225,5215,2672,2617,4292,,
M5005_Spy1699,3986,8413,3148,3755,3823,3964,2206,5173,15358,5409,5010,8310,,
M5005_SpyT0063,1230,3029,551,474,525,548,500,2499,22830,584,680,711,,
M5005_Spy1700,183,314,172,95,104,133,177,280,580,120,101,171,,
M5005_Spy1701,569,575,564,278,342,345,538,689,1185,372,323,598,,
M5005_Spy1702,419,507,489,91,138,102,346,569,863,208,211,192,,
M5005_Spy1703,497,541,393,134,127,137,304,562,1021,204,207,185,,
M5005_Spy1704,9381,14273,8242,3468,3472,2975,6913,12685,25872,6714,6619,7800,,
M5005_Spy1705,2059,3546,1726,584,574,470,1275,2622,7451,411,369,383,,
M5005_Spy1706,1475,2217,1387,443,482,405,986,1689,3463,407,347,372,,
M5005_Spy1707,2967,6444,2083,723,716,605,1679,4709,9585,552,524,541,,
M5005_Spy1708,1541,3588,1052,300,325,348,827,2656,6389,314,257,294,,
M5005_Spy1709,921,2660,932,1465,1722,2172,421,1122,4009,1247,1134,2011,,
M5005_Spy1710,2826,5364,2878,7338,6554,5670,1815,3337,8199,7402,7214,5902,,
M5005_Spy1711,531,700,558,2147,1961,1689,388,559,997,2126,2035,1659,,
M5005_Spy1712,269,336,255,790,806,739,230,311,590,884,776,1000,,
M5005_Spy1713,9,14,8,23,22,24,8,10,18,35,30,31,,
M5005_Spy1714,3207,8269,3430,394,352,315,6034,22665,55762,1033,413,2484,,
M5005_Spy1715,8525,17122,9163,777,616,580,17145,44769,99556,2403,996,4805,,
M5005_Spy1716,817,1753,594,3245,3207,3110,485,1264,3590,3898,3587,6158,,
M5005_Spy1717,47,166,41,117,139,95,18,118,430,162,147,298,,
M5005_Spy1718,10515,22734,11678,2222,1947,2248,22347,56693,96860,4919,2638,9296,,
M5005_Spy1719,64427,119670,71614,12637,11018,9492,243840,475753,988269,124179,108247,105175,,
M5005_Spy1720,6356,9567,6232,1433,1448,1275,8455,14007,27233,7198,6236,4906,,
M5005_Spy1721,46,41,60,31,38,18,41,39,45,56,48,67,,
M5005_Spy1722,103,176,111,118,107,125,92,154,407,218,181,222,,
M5005_Spy1723,12051,30834,8954,14700,14820,12045,7980,19505,54750,20154,16286,23655,,
M5005_Spy1724,4389,8419,3445,3794,3932,3631,3025,6316,16329,6689,5728,8305,,
M5005_Spy1725,4280,6088,3785,4112,3771,3515,3326,4617,10319,7298,6679,8423,,
M5005_Spy1726,1984,3455,1821,1925,2078,1878,1532,2887,5666,4120,3529,4636,,
M5005_Spy1727,2041,4592,1796,2037,1950,1863,1656,3297,7547,3767,3651,4299,,
M5005_Spy1728,3157,6520,2692,2158,2135,1964,2555,4889,11518,5854,5370,7171,,
M5005_Spy1729,4602,12309,3376,1429,1658,1366,3811,10085,21559,6488,5108,7895,,
M5005_Spy1730,2033,2389,2047,903,1034,804,2296,2721,5047,4643,3981,4678,,
M5005_Spy1731,25,52,22,11,7,8,22,100,238,37,39,27,,
M5005_Spy1732,15691,32689,14221,127546,116873,117233,28076,47090,153985,152490,132408,173109,,
M5005_Spy1733,710,711,875,23446,21713,23786,1750,1807,2920,23205,22131,25842,,
M5005_Spy1734,200,52,74,128563,126303,175741,112,753,1710,77459,74029,99948,,
M5005_Spy1735,2104,340,810,1797468,1574358,1882954,1251,4390,11438,960153,1029528,1072217,,
M5005_Spy1736,75,24,61,24442,25142,26408,45,66,189,14411,14369,14452,,
M5005_Spy1737,2892,3920,2820,1493,1852,1553,1171,1541,2911,6400,4613,5342,,
M5005_Spy1738,5735,8668,4944,105003,121055,148331,2293,4848,9226,48853,37252,47829,,
M5005_Spy1739,237,135,460,9712,12368,13281,255,65,69,4092,3768,3121,,
M5005_Spy1740,1068,2441,940,1473,1725,1776,969,2685,5757,1595,1419,1408,,
M5005_Spy1741,462,988,371,855,893,901,345,819,1712,1033,938,1122,,
M5005_Spy1742,623,920,511,1096,1119,1117,503,929,1669,1319,1234,1519,,
M5005_Spy1743,1433,2531,1228,2925,2728,2665,1264,2001,4457,3260,3498,3921,,
M5005_Spy1744,29,67,43,42,42,51,27,47,81,33,15,31,,
M5005_Spy1745,5,9,5,7,14,16,1,3,19,2,1,3,,
M5005_Spy1746,14,16,9,19,22,28,6,8,24,11,6,9,,
M5005_Spy1747,1600,2986,1501,1144,1188,1259,1363,2505,6336,1272,1218,1306,,
M5005_Spy1748,1346,2005,1121,868,890,905,1055,1947,4201,890,931,905,,
M5005_Spy1749,593,1270,515,245,270,302,510,1079,2384,558,491,628,,
M5005_Spy1750,165,202,145,69,71,72,142,174,391,135,122,184,,
M5005_Spy1751,1473,2069,1394,778,903,1143,1345,1285,4935,2202,1777,3220,,
M5005_Spy1752,5480,8331,5580,2955,3189,3707,5365,6122,20726,7968,6897,11332,,
M5005_Spy1753,24604,36591,22977,22850,22806,23177,18686,26394,64973,43739,42470,51640,,
M5005_Spy1754,682,1203,839,978,901,1119,488,547,1350,1851,1981,2677,,
M5005_Spy1755,365,248,420,365,260,399,414,293,426,489,535,499,,
M5005_Spy1756,3425,5836,3199,2285,2609,2300,2962,6250,14441,5656,4476,5575,,
M5005_Spy1757,10549,19208,8808,6572,6600,6758,7575,13886,33616,10756,9098,9350,,
M5005_Spy1758,2024,3083,1700,10880,11289,10725,1695,3094,6085,3230,2938,2814,,
M5005_Spy1759,102,143,98,295,351,301,89,133,331,181,143,346,,
M5005_Spy1760,68,66,66,225,240,215,85,65,100,130,127,203,,
M5005_Spy1761,17427,29419,15699,47404,49717,62839,19403,34014,68492,194731,165513,482608,,
M5005_Spy1762,4330,9374,3703,10451,11699,13445,4640,9096,18280,47384,36801,127317,,
M5005_Spy1763,16092,27600,14471,6874,6910,6655,11430,21324,41435,31709,24166,43390,,
M5005_Spy1764,2038,4976,1660,318,302,335,1328,3252,7071,3224,2613,5015,,
M5005_Spy1765,1134,3107,464,63,65,69,352,2750,10075,372,273,432,,
M5005_Spy1766,772,854,488,56,86,74,397,824,2323,367,226,431,,
M5005_Spy1767,315,347,305,775,803,725,281,314,623,934,783,1012,,
M5005_SpyT0064,4,8,6,0,1,1,4,9,21,3,1,4,,
M5005_Spy1768,8964,19439,7600,24516,28826,31921,5545,15663,28353,16192,13124,18231,,
M5005_Spy1769,19689,38077,16292,55983,64460,67563,11766,29628,61383,35806,30203,37345,,
M5005_Spy1770,179,999,102,283,330,248,63,693,2340,213,165,202,,
M5005_Spy1771,26,45,33,61,59,63,18,38,68,87,77,85,,
M5005_Spy1772,14,24,9,36,36,32,10,17,33,43,21,30,,
M5005_Spy1773,5,7,9,20,14,19,4,12,26,8,18,17,,
M5005_Spy1774,25,49,26,41,30,51,12,29,92,44,50,46,,
M5005_Spy1775,14,29,12,24,13,22,12,25,50,30,25,20,,
M5005_Spy1776,31,52,29,80,66,79,20,40,69,75,58,72,,
M5005_Spy1777,65,96,45,83,72,82,38,114,188,94,75,83,,
M5005_Spy1778,2423,3683,2073,1866,1814,1749,1931,3565,7917,2598,2345,2404,,
M5005_Spy1779,671,1676,474,994,883,932,377,1058,3551,775,571,647,,
M5005_Spy1780,30519,43750,27587,2413,2627,2394,22486,41557,70735,14604,11996,26417,,
M5005_Spy1781,13858,21565,14474,2205,2657,2320,10974,20141,34148,9212,7037,15752,,
M5005_Spy1782,12624,22679,11411,7098,7394,6159,8390,17457,37549,14094,12595,12700,,
M5005_Spy1783,202,393,199,2417,2253,3181,302,424,1104,514,453,538,,
M5005_Spy1784,443,888,361,5737,5921,7786,537,850,2016,999,793,918,,
M5005_Spy1785,599,819,497,90,114,100,317,508,1144,267,242,342,,
M5005_Spy1786,25,33,27,10,8,17,32,39,74,34,22,39,,
M5005_Spy1787,136,296,121,59,75,80,108,274,465,189,138,187,,
M5005_Spy1788,2858,5234,2405,1309,1250,1260,1782,3270,8346,3942,3198,4117,,
M5005_Spy1789,2250,4620,1877,432,503,553,1843,3790,7087,2186,1990,5629,,
M5005_Spy1790,3725,8401,3291,837,810,1003,3311,6799,10900,3934,3354,8774,,
M5005_Spy1791,6978,10881,6840,2143,2174,2322,7377,10124,20938,7611,7079,16595,,
M5005_Spy1792,1647,2722,1648,594,547,538,1766,2144,3469,1738,1595,4011,,
M5005_Spy1793,15599,23763,15393,12403,14824,13849,16592,24798,47332,32096,26302,78760,,
M5005_Spy1794,3053,4544,3104,771,1011,919,2644,5205,9147,2095,1518,3369,,
M5005_Spy1795,1390,3095,856,232,242,244,1381,3196,12424,1280,1079,1917,,
M5005_Spy1796,9263,12373,6970,2223,2451,2354,10712,18299,34946,10008,9151,13298,,
M5005_Spy1797,4803,3874,4708,1491,1688,1400,6825,6220,9969,5388,5692,6303,,
M5005_Spy1798,13829,20917,13449,2448,2892,2457,10457,12135,28340,14844,13611,17394,,
M5005_Spy1799,6247,16642,4272,1477,1516,1329,4688,15857,43564,3789,3815,4812,,
M5005_Spy1800,4457,6909,4604,2148,2103,2235,5242,5530,10836,6024,4954,8026,,
M5005_Spy1801,905,1780,711,633,748,670,494,1515,2929,1014,813,1165,,
M5005_Spy1802,2659,4831,2140,2243,2214,2191,1912,4042,8718,3061,2716,3526,,
M5005_Spy1803,2707,4479,2390,2885,3129,3207,1994,3319,7162,4279,3346,4979,,
M5005_Spy1804,9775,13125,8816,10728,11049,9698,8305,12386,23338,17074,14532,18618,,
M5005_Spy1805,2963,5022,2807,1879,1820,2167,1689,2715,7395,3139,3415,6191,,
M5005_Spy1806,232,334,207,155,187,171,170,245,493,354,314,758,,
M5005_Spy1807,1531,1653,1274,1268,1406,1313,906,1410,3026,1950,1903,3111,,
M5005_Spy1808,11649,21217,11051,4744,5071,3877,10890,20723,47009,12963,9795,14702,,
M5005_Spy1809,151,353,168,40,53,36,137,286,581,448,322,752,,
M5005_Spy1810,2414,6957,2047,720,790,861,1547,4459,10723,1488,1292,2544,,
M5005_Spy1811,10999,16492,10792,5108,4754,4979,8622,13031,26768,8283,7308,10822,,
M5005_Spy1812,6276,12013,5339,2625,2773,2673,4644,10418,21632,4322,3944,5125,,
M5005_Spy1813,8114,12814,7455,3168,3811,3675,7186,12874,25183,6298,5117,6782,,
M5005_Spy1814,4114,5719,3994,2334,2333,2109,3334,5330,10728,4058,3882,4114,,
M5005_Spy1815,32789,37004,38102,4304,4342,4113,34137,26819,60139,17264,13856,26485,,
M5005_Spy1816,19752,27798,20200,2120,2259,1726,18633,22190,57684,10239,7636,11600,,
M5005_Spy1817,163,208,169,25,35,25,160,229,453,111,91,110,,
M5005_Spy1818,179,251,175,23,25,22,188,290,568,125,102,108,,
M5005_Spy1819,399,471,451,189,211,157,586,671,991,338,330,347,,
M5005_Spy1820,405,762,427,276,255,241,509,969,2581,405,302,354,,
M5005_Spy1821,350,636,296,179,237,188,317,692,1628,303,244,327,,
M5005_Spy1822,59,110,41,32,25,43,23,55,115,63,58,238,,
M5005_Spy1823,2492,2341,3001,496,541,530,2093,2202,3810,3312,3025,4040,,
M5005_Spy1824,317,611,277,294,299,269,176,485,1121,371,363,848,,
M5005_Spy1825,263,391,230,10486,9432,10532,191,344,527,7436,7823,8441,,
M5005_Spy1826,380,797,323,12292,14619,14472,243,710,1366,10754,9340,12993,,
M5005_Spy1827,2015,2730,1622,58346,61148,55865,1402,2398,4612,51596,46659,63056,,
M5005_Spy1828,807,1286,640,224,237,235,676,1146,2382,1181,1080,3749,,
M5005_Spy1830,179,233,143,51,56,68,119,189,387,210,193,479,,
M5005_Spy1831,10342,12792,9260,345,450,390,6896,11753,23949,1936,1582,1583,,
M5005_Spy1832,2411,1883,3051,95,112,81,2385,2217,2200,520,413,353,,
M5005_Spy1833,299,364,339,785,812,738,307,349,622,922,787,1029,,
M5005_Spy1834,584,1363,608,103,118,106,619,1157,2598,345,253,505,,
M5005_Spy1835,19393,33732,17820,5609,5370,4707,18478,28470,63565,13415,11475,15746,,
M5005_Spy1836,4600,8772,3321,1479,1625,1399,3806,9038,20019,3248,2760,3773,,
M5005_Spy1837,12606,18336,11856,3541,3863,3427,12640,19258,39467,9185,8105,11620,,
M5005_Spy1838,6514,10660,5496,509,490,367,4691,9420,17849,2967,2904,3902,,
M5005_Spy1839,693,877,681,56,67,46,580,774,1563,544,457,834,,
M5005_Spy1840,4638,7551,4881,663,562,625,3967,5830,10967,5372,5978,7804,,
M5005_Spy1841,11268,15218,11247,747,853,803,9181,13687,23813,645,593,685,,
M5005_Spy1842,11575,20803,10126,900,1008,943,7872,18400,33537,743,567,718,,
M5005_Spy1843,2062,3033,1753,113,99,88,2316,3930,9589,389,325,382,,
M5005_Spy1844,8661,13588,6507,474,456,400,4620,8997,23885,1617,1463,1837,,
M5005_Spy1845,5794,5844,5692,530,582,504,4206,4814,8812,1614,1568,1600,,
M5005_Spy1846,6812,11306,5944,463,560,413,4449,11324,20701,2257,1782,2161,,
M5005_Spy1847,3082,4119,2547,160,188,156,2144,4296,8383,989,980,870,,
M5005_Spy1848,8974,12667,8093,612,695,572,7568,14028,23133,4230,3562,4077,,
M5005_Spy1849,4961,4955,5268,511,480,416,4128,4560,6670,2803,2359,2585,,
M5005_Spy1850,4029,5274,3867,273,305,206,2396,3318,7567,2461,1997,2817,,
M5005_Spy1851,122,145,127,17,15,12,131,223,329,65,58,75,,
M5005_Spy1852,154,203,179,25,21,25,166,261,423,81,61,115,,
M5005_Spy1853,317,492,292,62,53,54,282,537,1268,166,167,225,,
M5005_Spy1854,1291,1531,1442,509,505,462,1192,1385,2137,2048,1619,3357,,
M5005_Spy1855,1762,3019,1377,360,482,393,968,2593,4945,1607,1144,2515,,
M5005_Spy1856,3747,6812,2898,121,114,138,2017,4970,9553,802,686,1494,,
M5005_Spy1857,10069,25417,8415,1264,1550,1305,10652,33878,66422,5344,4533,5269,,
M5005_Spy1858,2644,3311,2979,824,962,745,3492,4653,7560,2791,2386,2594,,
M5005_Spy1859,652,667,597,67,64,65,678,1103,2097,420,415,436,,
M5005_Spy1860,2311,2778,2646,235,205,199,3093,4074,6684,1082,897,1079,,
M5005_Spy1861,13768,25803,12341,1356,1663,1540,10117,22758,49786,7572,6410,8436,,
M5005_Spy1862,9636,12994,9435,1702,2258,1694,8329,12476,22384,5594,4383,5262,,
M5005_SpyT0065,11,23,15,3,3,2,13,15,40,7,3,7,,
M5005_SpyT0066,25,41,22,2,4,4,19,25,104,7,4,9,,
M5005_Spy1863,109,157,83,70,73,69,91,185,350,133,120,163,,
M5005_SpyT0067,11,16,9,2,3,1,9,13,49,11,6,24,,
M5005_Spy1864,435,508,395,138,206,264,355,525,1118,364,360,871,,
M5005_Spy1865,14792,19077,13748,11455,12982,10926,17013,23292,47146,42036,37962,39408,,
M5005_Spy1866,8416,12029,7613,2056,1957,1776,10006,15876,34060,14838,12790,16882,,
