,Co1,Co2,Co3,Fe1,Fe2,Fe3,nor1,nor2,nor3
SSUSC84_RS05525,520,736,688,499,467,427,867,638,559
SSUSC84_RS03805,149,169,183,191,163,154,182,153,150
SSUSC84_RS03440,261,375,413,276,308,366,269,283,258
SSUSC84_RS00700,19,40,26,47,54,32,71,50,40
SSUSC84_RS08115,61,77,54,51,40,50,109,88,75
SSUSC84_RS07465,375,465,365,279,305,279,583,472,483
SSUSC84_RS09245,962,1308,1150,768,701,788,858,793,757
SSUSC84_RS07815,2191,3458,3230,2857,3202,2920,3876,3463,3075
SSUSC84_RS02155,0,0,0,0,0,0,0,0,0
SSUSC84_RS07710,1594,2070,1639,915,1115,822,2841,2783,1739
SSUSC84_RS10140,2468,3542,3075,3402,3784,3661,2963,2598,2086
SSUSC84_RS09490,89,116,86,94,111,84,105,106,63
SSUSC84_RS09535,30,53,51,51,55,52,22,17,17
SSUSC84_RS10065,321,474,408,497,464,399,309,327,227
SSUSC84_RS01715,0,0,0,0,0,0,0,0,0
SSUSC84_RS06330,104,147,140,104,130,77,259,263,217
SSUSC84_RS01645,18,31,44,33,31,33,25,29,32
SSUSC84_RS03650,753,837,1038,1158,1310,1222,566,501,482
SSUSC84_RS03370,915,1314,1356,870,935,917,1608,1094,1038
SSUSC84_RS10235,3647,5287,3783,2026,2480,2082,3890,4153,2870
SSUSC84_RS05255,34,50,57,55,53,54,31,47,25
SSUSC84_RS08500,794,1155,912,399,432,397,1645,1195,874
SSUSC84_RS07150,1,2,1,0,0,1,1,1,1
SSUSC84_RS03085,773,1091,951,826,703,677,1334,1113,1010
SSUSC84_RS03410,487,807,722,465,541,445,716,566,483
SSUSC84_RS10570,0,3,1,1,1,0,1,1,1
SSUSC84_RS00855,1322,1869,1415,1059,1045,1061,1743,1506,1273
SSUSC84_RS03560,26,51,45,30,25,33,55,33,43
SSUSC84_RS09595,119,160,150,326,384,349,90,101,78
SSUSC84_RS00815,1392,1768,1419,1423,1529,1309,1814,1438,1073
SSUSC84_RS07445,427,599,558,503,530,509,596,542,507
SSUSC84_RS04095,600,694,510,528,486,416,1101,936,774
SSUSC84_RS01620,21,27,29,10,11,7,31,33,24
SSUSC84_RS04770,4726,5225,3923,4025,3722,2848,6566,5557,4007
SSUSC84_RS06760,878,1165,1126,909,877,826,1020,800,678
SSUSC84_RS02360,1012,1344,1400,1199,1276,1268,1187,882,924
SSUSC84_RS05725,13,8,21,7,4,10,39,11,29
SSUSC84_RS01765,1385,2064,1644,1754,2016,1636,2309,2020,1720
SSUSC84_RS01535,419,703,747,624,820,800,368,274,219
SSUSC84_RS01675,2447,3423,2617,3077,3083,2472,3026,2922,2225
SSUSC84_RS03075,6,12,13,8,15,9,9,20,7
SSUSC84_RS09055,132,260,228,137,151,149,387,299,386
SSUSC84_RS07305,739,1081,1066,1055,1239,1270,943,1024,948
SSUSC84_RS08325,706,1041,1080,2025,2243,2174,501,359,362
SSUSC84_RS04030,101,175,183,207,258,225,111,122,114
SSUSC84_RS05690,14,17,6,211,241,129,11,4,4
SSUSC84_RS01215,74,138,71,57,56,56,153,184,159
SSUSC84_RS06365,263,278,294,619,743,559,282,188,164
SSUSC84_RS09955,16,24,11,18,18,28,32,28,25
SSUSC84_RS09275,246,418,305,83,122,114,531,504,402
SSUSC84_RS08215,34,35,44,30,40,43,42,57,33
SSUSC84_RS07250,402,529,431,453,471,383,425,318,264
SSUSC84_RS02250,193,289,234,144,153,155,328,274,261
SSUSC84_RS03930,781,977,1508,1770,2457,2338,964,873,919
SSUSC84_RS09340,1698,2378,1897,1402,1781,1566,3257,3805,2534
SSUSC84_RS04335,110,168,139,158,159,136,191,172,139
SSUSC84_RS05605,3549,4978,3904,2997,3310,3025,5726,5848,4424
SSUSC84_RS01615,29,32,13,9,18,5,34,20,17
SSUSC84_RS08860,9,11,7,4,7,13,6,7,5
SSUSC84_RS01165,84,153,126,99,126,105,182,138,115
SSUSC84_RS00130,0,0,0,0,0,0,0,0,0
SSUSC84_RS06105,3083,4281,4062,3609,4003,3804,3610,2840,2716
SSUSC84_RS01635,18,27,17,9,7,9,33,32,27
SSUSC84_RS02260,273,364,312,703,665,525,198,208,147
SSUSC84_RS03225,695,1067,678,617,622,576,727,902,556
SSUSC84_RS09515,154,213,181,227,258,209,152,141,97
SSUSC84_RS07405,69,98,76,169,156,95,107,66,54
SSUSC84_RS03080,316,458,356,833,728,706,259,398,193
SSUSC84_RS02195,917,1204,972,532,501,450,1792,1937,1472
SSUSC84_RS04860,791,1316,975,1303,1438,1369,1408,1420,1292
SSUSC84_RS02270,97,162,138,91,118,96,156,113,89
SSUSC84_RS08455,9974,14663,12010,7259,10812,10233,19999,17060,13777
SSUSC84_RS01020,1352,1868,1433,1031,1157,1013,2665,2761,2065
SSUSC84_RS02890,0,1,1,0,1,0,2,0,3
SSUSC84_RS10025,119,234,176,221,259,248,230,184,163
SSUSC84_RS02285,450,747,578,382,553,462,989,1038,915
SSUSC84_RS02575,1263,1751,1447,751,778,664,2920,2824,2360
SSUSC84_RS06530,1283,1909,1216,142,109,130,2580,2634,1797
SSUSC84_RS06430,96,123,120,2607,2686,1898,61,60,45
SSUSC84_RS05995,340,481,653,1574,1653,1370,228,222,158
SSUSC84_RS01665,9,11,29,40,60,24,8,2,5
SSUSC84_RS10445,51,58,57,84,84,58,41,30,19
SSUSC84_RS01395,2,0,0,0,1,0,6,2,3
SSUSC84_RS04485,727,1059,1032,517,692,617,1208,894,877
SSUSC84_RS01490,895,1333,1144,561,627,628,1205,582,561
SSUSC84_RS02900,3,2,8,8,1,4,4,2,3
SSUSC84_RS02110,161,248,176,192,203,143,232,123,81
SSUSC84_RS00005,2036,3093,2379,2271,2643,2139,3090,2967,2301
SSUSC84_RS07690,1022,1395,1002,965,1303,982,1487,1515,1055
SSUSC84_RS01085,1271,1628,1351,1083,1168,969,1573,1281,1049
SSUSC84_RS00665,2,9,10,13,11,4,7,3,5
SSUSC84_RS00185,189,263,312,707,725,592,94,87,75
SSUSC84_RS07705,482,851,711,900,1006,928,548,602,511
SSUSC84_RS07810,643,774,608,1415,953,750,640,571,555
SSUSC84_RS09825,237,365,308,142,221,197,382,234,162
SSUSC84_RS04490,257,398,355,166,193,195,427,413,317
SSUSC84_RS07395,13,40,58,39,46,54,20,16,13
SSUSC84_RS04780,613,945,904,1071,1156,1021,598,431,398
SSUSC84_RS08100,3432,4645,3982,3141,3561,3280,3664,4116,3178
SSUSC84_RS09435,77,132,108,80,93,82,119,95,105
SSUSC84_RS10505,174,251,209,167,158,124,278,205,211
SSUSC84_RS08605,1645,1839,1819,7894,6569,5863,864,823,655
SSUSC84_RS08990,4,12,3,7,5,6,4,5,3
SSUSC84_RS02715,4925,7128,7149,8308,10014,8748,3293,3289,2647
SSUSC84_RS04785,516,732,626,763,786,663,453,380,340
SSUSC84_RS03470,2,2,4,2,0,6,9,1,2
SSUSC84_RS01360,24,70,55,71,91,60,109,103,88
SSUSC84_RS03405,272,468,368,273,340,299,399,345,262
SSUSC84_RS06490,2230,3337,2521,3048,3321,2579,2774,2943,2118
SSUSC84_RS06230,291,397,389,454,555,490,205,268,150
SSUSC84_RS06550,516,624,748,507,584,722,505,424,332
SSUSC84_RS00205,1420,1884,1640,1298,1492,1375,1435,1169,955
SSUSC84_RS07890,145,238,202,216,200,207,96,110,110
SSUSC84_RS05800,199,306,214,202,219,190,416,328,294
SSUSC84_RS00155,0,0,0,0,0,0,0,0,0
SSUSC84_RS01095,11376,16020,13591,12561,13445,12285,25028,25996,24767
SSUSC84_RS05165,1844,2936,2069,1437,1498,1271,4319,3281,3013
SSUSC84_RS00320,509,714,708,420,502,433,602,462,429
SSUSC84_RS06960,556,982,923,502,607,548,862,690,632
SSUSC84_RS04585,60,78,96,84,119,71,63,38,44
SSUSC84_RS00935,639,947,717,414,481,420,1287,1341,1131
SSUSC84_RS07760,770,1116,1112,910,1073,945,723,694,573
SSUSC84_RS00380,1004,1387,1091,469,584,491,1540,1156,961
SSUSC84_RS05405,25461,37203,31732,23260,24689,22493,30965,32491,27537
SSUSC84_RS09240,592,654,482,324,315,276,610,555,547
SSUSC84_RS07390,72,128,115,123,135,137,85,74,82
SSUSC84_RS03595,274,398,415,421,628,586,280,283,245
SSUSC84_RS02550,5883,8331,6484,6527,6997,6400,7027,7225,5303
SSUSC84_RS04880,40,67,80,62,126,79,33,29,25
SSUSC84_RS08385,1778,2469,1920,1505,1696,1525,2760,2775,2149
SSUSC84_RS07535,216,292,260,72,89,65,249,218,173
SSUSC84_RS10630,9118,13047,12492,13389,14391,12586,10745,7391,8057
SSUSC84_RS06300,613,824,703,491,540,505,775,631,537
SSUSC84_RS08980,1,7,3,1,4,4,1,5,0
SSUSC84_RS10175,145,317,208,170,201,176,252,266,226
SSUSC84_RS00920,367,456,475,3630,3694,2730,289,285,239
SSUSC84_RS01195,1197,1593,1374,769,838,687,2372,2430,1890
SSUSC84_RS09410,981,1378,1072,940,1060,1054,1459,1620,1101
SSUSC84_RS07655,447,736,649,328,447,454,652,456,398
SSUSC84_RS06540,594,865,1083,797,1032,1047,1113,892,929
SSUSC84_RS08290,21,34,33,35,34,25,55,34,34
SSUSC84_RS07795,6,6,12,7,8,6,10,8,15
SSUSC84_RS08010,413,566,453,358,411,384,677,476,469
SSUSC84_RS10105,39,33,69,183,153,137,23,22,9
SSUSC84_RS07015,1323,1779,1633,1534,1648,1583,1252,1099,820
SSUSC84_RS08835,4442,7914,5586,1604,2160,2127,11191,11703,10285
SSUSC84_RS00970,12,28,29,15,16,13,49,31,32
SSUSC84_RS09815,1608,1685,1373,1253,1142,1184,2270,2985,2235
SSUSC84_RS02030,2908,4340,3938,2507,2896,2650,3191,3217,2507
SSUSC84_RS01545,2047,3027,2416,550,579,569,3730,3250,3109
SSUSC84_RS09720,71,130,114,56,62,54,248,183,211
SSUSC84_RS06205,396,530,471,309,307,352,410,377,258
SSUSC84_RS04155,54,76,85,103,105,103,58,70,46
SSUSC84_RS00795,0,0,0,0,1,0,0,0,0
SSUSC84_RS05990,1540,1845,2175,6535,6162,6334,914,934,720
SSUSC84_RS06915,615,828,637,635,686,627,787,659,567
SSUSC84_RS03070,1874,2462,1773,1610,1855,1462,3053,2719,2082
SSUSC84_RS03320,386,509,458,577,652,502,425,416,319
SSUSC84_RS06420,1647,2422,1882,1023,1283,1104,3124,2851,2319
SSUSC84_RS10410,34,46,56,56,74,56,51,32,29
SSUSC84_RS07765,924,1386,1291,1093,1229,1081,869,805,670
SSUSC84_RS05550,10074,13947,16766,20911,25525,24634,7634,8258,7476
SSUSC84_RS07750,0,0,0,0,0,0,0,0,0
SSUSC84_RS05300,1,0,0,0,0,0,0,1,1
SSUSC84_RS09390,161,260,201,127,187,156,297,202,184
SSUSC84_RS10390,7,10,5,14,13,14,9,5,7
SSUSC84_RS03510,1225,1620,1615,1733,1828,1567,1010,1003,677
SSUSC84_RS00140,0,0,0,0,0,0,0,0,0
SSUSC84_RS03745,20,25,36,101,107,83,13,9,5
SSUSC84_RS00310,14,33,34,15,26,15,21,13,32
SSUSC84_RS00515,2841,4307,5967,14365,16821,15377,2146,2348,2033
SSUSC84_RS08220,2,4,4,3,7,4,3,5,5
SSUSC84_RS04270,17,17,16,26,21,19,11,18,13
SSUSC84_RS09780,7161,9524,9982,19491,25022,23118,8404,5880,6555
SSUSC84_RS01985,981,1445,1355,883,1050,873,1223,886,922
SSUSC84_RS00740,15,18,10,17,13,9,41,22,26
SSUSC84_RS09460,908,1070,867,2229,1916,1516,683,670,539
SSUSC84_RS05460,391,528,464,456,411,409,471,424,375
SSUSC84_RS02290,947,1491,1333,819,928,953,1900,1554,1620
SSUSC84_RS04810,720,1054,833,681,592,525,1013,944,841
SSUSC84_RS01160,34,63,69,43,69,50,69,77,54
SSUSC84_RS05075,136,162,134,157,174,131,135,112,67
SSUSC84_RS10395,4,2,11,11,7,5,12,3,7
SSUSC84_RS09105,51,87,87,66,85,90,78,62,59
SSUSC84_RS05345,6396,8273,6506,3415,3394,3302,12041,9792,9760
SSUSC84_RS00840,227,297,260,207,216,192,243,187,145
SSUSC84_RS01550,3459,4691,3978,593,627,588,5608,5252,4807
SSUSC84_RS09035,426,650,650,639,741,730,360,304,273
SSUSC84_RS08765,3414,4913,4545,4865,5774,4861,3120,2903,2190
SSUSC84_RS04215,154,185,189,226,234,244,131,149,127
SSUSC84_RS00995,8694,11857,13532,18040,20696,18213,7966,7200,6420
SSUSC84_RS01245,1116,1624,1453,1399,1578,1485,1551,1622,1359
SSUSC84_RS09425,74,88,66,74,82,53,77,83,52
SSUSC84_RS04920,32,60,35,54,40,38,57,62,37
SSUSC84_RS01175,1,5,6,4,11,6,4,4,7
SSUSC84_RS05085,2553,3514,2727,2135,2160,1867,3635,3277,2687
SSUSC84_RS00470,2638,3649,5130,12555,13436,12849,1380,1583,1348
SSUSC84_RS03615,548,738,721,842,784,704,488,526,384
SSUSC84_RS08550,118,135,122,85,73,83,227,217,182
SSUSC84_RS10345,233,374,270,202,217,179,358,319,315
SSUSC84_RS09085,25,44,56,71,84,82,32,15,11
SSUSC84_RS09235,4423,6795,5158,1472,1862,1769,8060,7333,7072
SSUSC84_RS04505,0,0,3,1,8,1,0,2,3
SSUSC84_RS05520,9,7,14,8,12,31,5,10,5
SSUSC84_RS02390,161,260,238,138,146,157,242,238,160
SSUSC84_RS04955,78,163,135,111,135,134,151,176,202
SSUSC84_RS04275,2,2,0,0,1,2,0,0,2
SSUSC84_RS08305,1062,1413,1216,1071,1251,1085,1106,1081,948
SSUSC84_RS06415,3227,4283,3718,1834,2155,2056,6119,5592,4607
SSUSC84_RS08880,389,668,507,398,524,490,492,519,370
SSUSC84_RS00255,138,255,186,68,84,69,361,157,116
SSUSC84_RS04060,549,684,598,603,579,528,535,445,400
SSUSC84_RS02405,541,780,728,580,671,560,556,414,427
SSUSC84_RS02325,130,165,170,150,152,133,99,80,85
SSUSC84_RS04070,478,544,662,886,859,745,315,305,272
SSUSC84_RS06670,1285,1689,1737,1466,1573,1357,1096,838,793
SSUSC84_RS08330,1048,1483,1247,2100,2259,2070,884,899,650
SSUSC84_RS07370,12,10,13,4,3,3,16,15,15
SSUSC84_RS01855,884,1033,1171,666,695,736,1215,1107,1000
SSUSC84_RS01055,7,14,12,11,10,20,14,5,4
SSUSC84_RS00540,3014,4600,5563,14998,16060,16124,2822,3117,2490
SSUSC84_RS03430,39,60,48,24,23,25,58,62,50
SSUSC84_RS01820,191,294,215,162,186,121,256,333,244
SSUSC84_RS00925,1813,2481,2501,16288,16143,13304,1569,1578,1366
SSUSC84_RS03500,974,1426,1062,926,1087,741,2347,3089,1781
SSUSC84_RS08445,60638,86443,65579,40540,56933,50381,117176,110625,91240
SSUSC84_RS06250,645,933,900,636,751,663,985,721,773
SSUSC84_RS04925,226,369,368,197,269,237,323,312,312
SSUSC84_RS06690,40,61,58,43,55,34,91,78,48
SSUSC84_RS09895,133,240,233,243,274,277,178,119,99
SSUSC84_RS10265,0,0,3,1,1,1,3,1,0
SSUSC84_RS03865,2238,3163,2863,2619,2900,2554,2547,2570,2479
SSUSC84_RS00945,169,199,212,161,190,153,164,109,98
SSUSC84_RS02215,709,1123,998,931,1158,1018,1121,1093,888
SSUSC84_RS07685,749,940,736,752,788,704,1245,1227,835
SSUSC84_RS04280,612,972,787,662,849,747,931,789,692
SSUSC84_RS07360,52,115,104,55,69,71,161,171,141
SSUSC84_RS07420,436,713,490,615,713,613,787,1070,767
SSUSC84_RS00860,261,381,307,209,253,213,326,330,296
SSUSC84_RS07230,523,891,724,635,745,640,616,717,620
SSUSC84_RS01795,911,1422,1363,1117,1309,1312,1195,968,834
SSUSC84_RS02885,221,246,160,127,106,112,529,543,514
SSUSC84_RS09665,0,2,0,3,3,5,4,6,3
SSUSC84_RS09875,204,254,317,817,782,707,136,158,127
SSUSC84_RS06500,1195,2088,1564,825,1076,940,2121,1889,1543
SSUSC84_RS04625,27,43,34,24,31,37,44,39,39
SSUSC84_RS01040,3,10,6,4,4,1,5,2,9
SSUSC84_RS05210,24,42,51,52,48,48,28,26,20
SSUSC84_RS00485,4166,6333,8857,20022,23229,21652,2660,2792,2305
SSUSC84_RS07080,0,1,2,0,1,2,0,1,0
SSUSC84_RS08210,36,22,54,33,70,56,39,45,32
SSUSC84_RS01940,102,183,104,98,103,72,146,159,104
SSUSC84_RS08590,6,15,12,18,20,21,16,12,6
SSUSC84_RS05470,97,162,159,74,81,105,195,177,175
SSUSC84_RS02510,1160,1984,1475,1816,2304,1607,1309,1496,1012
SSUSC84_RS09260,886,1343,1656,1394,1568,1887,894,909,938
SSUSC84_RS07565,985,1339,1004,842,843,739,1748,1465,1191
SSUSC84_RS00230,328,427,293,108,115,79,578,337,307
SSUSC84_RS00395,4253,5466,5470,8439,8931,6903,4017,3907,2961
SSUSC84_RS04760,738,1144,951,627,705,686,1087,1286,1051
SSUSC84_RS08320,484,733,718,1400,1472,1575,431,294,233
SSUSC84_RS01155,15,54,28,27,34,33,54,31,37
SSUSC84_RS05280,645,779,654,492,562,475,872,656,530
SSUSC84_RS07955,27607,38416,31438,12326,13183,12335,7502,9144,6384
SSUSC84_RS05945,847,1229,1064,519,673,677,1447,1390,1036
SSUSC84_RS04885,32,40,36,51,54,58,14,15,9
SSUSC84_RS04730,5049,6941,7666,21971,22743,21411,3786,4371,3240
SSUSC84_RS07110,2,4,6,8,2,3,5,4,1
SSUSC84_RS08140,2012,3169,2523,1487,1610,1542,3688,3609,3193
SSUSC84_RS05170,2204,3442,2842,2226,2454,2050,5941,4291,4093
SSUSC84_RS01180,13,23,14,21,31,21,19,15,13
SSUSC84_RS04835,74,120,132,214,146,138,98,83,57
SSUSC84_RS03295,60,98,110,70,96,76,85,59,40
SSUSC84_RS01800,225,316,476,208,410,443,510,590,488
SSUSC84_RS03835,2561,3911,2849,2085,2422,2077,2672,3450,2245
SSUSC84_RS08600,3192,3596,4118,14298,13780,10660,1781,1638,1244
SSUSC84_RS08020,645,917,746,557,564,635,1074,1033,908
SSUSC84_RS01450,2139,3353,2835,2702,3057,3031,2993,2419,2250
SSUSC84_RS10405,0,1,1,1,2,1,0,1,0
SSUSC84_RS02745,234,247,181,218,210,190,259,226,172
SSUSC84_RS05925,160,222,206,626,840,669,86,126,54
SSUSC84_RS08030,313,387,406,235,287,279,460,414,416
SSUSC84_RS03230,371,622,450,320,413,309,369,537,319
SSUSC84_RS08120,144,225,200,135,136,125,231,193,175
SSUSC84_RS03160,2518,3653,3420,2413,2733,2769,3621,3556,3051
SSUSC84_RS00060,966,1445,1440,1549,1688,1597,1068,1045,953
SSUSC84_RS04125,36,37,42,40,33,39,41,20,26
SSUSC84_RS08930,86,147,98,107,104,69,76,112,58
SSUSC84_RS07085,144,264,248,328,389,320,108,62,59
SSUSC84_RS09745,5,7,7,5,4,5,2,1,1
SSUSC84_RS08230,11,16,11,16,11,17,24,24,32
SSUSC84_RS09545,1154,1524,1301,1055,1347,986,1067,656,441
SSUSC84_RS01845,943,1420,1294,791,826,870,1432,1335,1164
SSUSC84_RS05500,19,32,39,55,72,110,12,10,17
SSUSC84_RS00145,0,0,0,0,0,0,0,0,0
SSUSC84_RS01610,157,219,156,106,74,76,183,239,127
SSUSC84_RS07480,12,9,15,12,14,4,18,11,10
SSUSC84_RS04950,96,147,161,104,135,113,140,166,180
SSUSC84_RS09295,135,195,158,168,181,118,327,293,195
SSUSC84_RS04700,0,0,0,0,0,0,0,0,0
SSUSC84_RS00990,434,694,577,538,550,605,460,374,314
SSUSC84_RS06425,79,102,96,2059,2037,1322,50,54,35
SSUSC84_RS06520,315,546,432,187,242,250,798,695,583
SSUSC84_RS01680,809,927,1144,2353,2381,2123,778,594,800
SSUSC84_RS01225,426,547,453,430,478,409,656,574,475
SSUSC84_RS09115,854,1276,893,910,886,744,1415,1393,1040
SSUSC84_RS01460,210,339,269,262,313,358,252,264,216
SSUSC84_RS00885,4708,5956,6394,22930,22500,16957,2809,2397,2076
SSUSC84_RS04330,282,347,289,416,297,305,364,271,278
SSUSC84_RS06920,742,904,691,699,745,555,979,797,691
SSUSC84_RS06440,68,129,137,1905,2119,1589,75,95,50
SSUSC84_RS08135,1768,2641,2126,1339,1382,1297,3203,3194,2987
SSUSC84_RS06900,1444,2005,1599,1403,1525,1216,2002,2085,1569
SSUSC84_RS08945,1843,2144,3380,3700,5909,5888,2197,2686,2146
SSUSC84_RS05580,417,571,751,815,1031,737,173,159,146
SSUSC84_RS08470,8195,11106,10066,9864,14428,12581,15391,11753,8065
SSUSC84_RS06200,693,1144,1021,610,710,647,758,600,479
SSUSC84_RS08530,3264,4836,4632,7200,7051,6300,3525,3502,2834
SSUSC84_RS08900,5115,7668,6639,9269,10091,7924,5180,3885,3208
SSUSC84_RS06280,221,358,318,273,323,269,158,182,163
SSUSC84_RS08915,333,558,457,221,250,238,753,647,637
SSUSC84_RS06025,1797,2657,2788,3291,3041,2816,2170,1658,1472
SSUSC84_RS06770,970,1247,1182,770,838,780,1012,729,685
SSUSC84_RS02535,1789,2288,2092,2928,3061,2936,2048,1820,1490
SSUSC84_RS08615,1424,1956,1268,771,758,621,2176,2326,1746
SSUSC84_RS08870,2,5,3,2,2,0,3,4,8
SSUSC84_RS08650,41,63,81,96,143,115,38,40,30
SSUSC84_RS05795,206,323,262,267,348,275,313,263,234
SSUSC84_RS08610,0,0,0,0,0,0,0,0,0
SSUSC84_RS08510,286,490,438,372,402,377,499,514,418
SSUSC84_RS02530,648,896,900,1102,1288,1082,802,627,502
SSUSC84_RS01295,704,951,809,592,594,532,973,976,770
SSUSC84_RS05935,102,199,158,642,779,559,60,71,36
SSUSC84_RS06055,1313,1871,2106,2034,2281,1831,1275,878,849
SSUSC84_RS09075,4234,5115,5444,12139,13024,9653,4213,4548,3171
SSUSC84_RS07605,710,777,899,4333,3817,2767,364,350,282
SSUSC84_RS01240,3018,4347,3758,3567,4121,3973,4421,4512,3685
SSUSC84_RS09555,227,285,284,259,278,248,182,130,128
SSUSC84_RS09630,6,5,14,10,11,14,8,8,4
SSUSC84_RS06305,2883,3852,3372,2102,2390,2049,3870,2787,2562
SSUSC84_RS05250,123,157,168,249,207,230,137,103,86
SSUSC84_RS07660,255,345,280,160,198,168,663,794,528
SSUSC84_RS06750,2404,3459,2752,2756,3054,2733,3208,3169,2270
SSUSC84_RS03400,9,16,13,11,19,13,9,6,9
SSUSC84_RS00025,217,306,205,204,187,178,329,345,296
SSUSC84_RS02225,93,161,309,217,407,449,192,204,224
SSUSC84_RS09265,3725,5642,4569,3161,3749,3636,5764,4291,3893
SSUSC84_RS05840,2,2,4,5,2,5,6,3,6
SSUSC84_RS06510,547,718,703,471,567,514,613,627,473
SSUSC84_RS01230,506,808,627,562,709,491,982,967,695
SSUSC84_RS10325,16,20,21,9,14,11,17,6,6
SSUSC84_RS07100,677,957,785,823,858,734,805,746,655
SSUSC84_RS00260,40,39,35,17,18,20,80,50,28
SSUSC84_RS00565,3007,4082,4568,9556,10539,9264,1747,2001,1426
SSUSC84_RS05350,70,69,71,72,84,59,103,110,77
SSUSC84_RS05025,1,2,0,1,0,0,1,1,1
SSUSC84_RS01935,7,16,10,12,8,13,15,9,7
SSUSC84_RS09880,2,7,2,11,3,4,2,1,1
SSUSC84_RS02115,5,10,9,8,17,8,10,3,2
SSUSC84_RS09325,1812,2551,2478,2869,3357,3069,1353,1173,871
SSUSC84_RS09300,4,5,3,1,3,1,6,4,1
SSUSC84_RS09125,33,48,48,104,189,163,13,33,23
SSUSC84_RS07770,853,1198,1001,860,926,945,718,760,583
SSUSC84_RS01690,26708,34995,26830,27130,26624,24293,33613,34490,28498
SSUSC84_RS07975,5098,8224,6696,2265,2665,2501,12937,13660,13591
SSUSC84_RS00745,479,686,680,747,830,701,379,425,272
SSUSC84_RS09740,69,83,145,140,207,173,133,99,138
SSUSC84_RS07950,488,767,641,276,322,279,139,81,48
SSUSC84_RS00985,22,20,15,15,31,26,23,24,12
SSUSC84_RS00690,3,1,0,2,0,2,0,4,2
SSUSC84_RS06060,1494,2241,2391,2336,2543,2258,1593,1247,1176
SSUSC84_RS09400,1332,1684,2060,3831,3952,3603,766,692,655
SSUSC84_RS08050,1570,2364,1776,1410,1680,1452,1578,1668,1140
SSUSC84_RS04360,0,1,0,1,3,0,2,0,0
SSUSC84_RS09970,17,19,13,23,24,16,20,9,10
SSUSC84_RS06130,2082,2714,2291,1586,1717,1607,3429,3123,2728
SSUSC84_RS03060,33,41,40,85,107,96,38,29,27
SSUSC84_RS05695,164,175,151,265,249,185,176,137,129
SSUSC84_RS01565,202,384,322,288,345,278,115,159,142
SSUSC84_RS04425,1,1,0,0,0,0,1,0,0
SSUSC84_RS05810,120,212,162,104,137,114,268,180,181
SSUSC84_RS03425,9,8,4,4,9,2,15,6,13
SSUSC84_RS03020,2801,3908,3117,1590,1696,1582,5651,5314,4489
SSUSC84_RS02245,59,70,64,47,33,34,108,80,78
SSUSC84_RS00600,0,0,0,0,0,0,0,0,0
SSUSC84_RS01595,349,483,427,409,439,378,335,272,265
SSUSC84_RS07910,286,398,356,265,308,253,347,210,197
SSUSC84_RS04455,0,0,0,0,0,0,0,0,0
SSUSC84_RS03215,107,192,187,135,119,156,171,121,94
SSUSC84_RS01755,4952,7438,7111,5282,5708,5519,5078,4944,4278
SSUSC84_RS04975,13,20,12,15,16,5,18,13,16
SSUSC84_RS06485,1662,1951,1835,3054,2576,2378,893,716,606
SSUSC84_RS08145,844,1101,931,692,676,579,1369,1372,1229
SSUSC84_RS06190,1166,1846,1749,682,773,709,2541,2339,2767
SSUSC84_RS00930,9205,12947,9775,4823,5850,5078,18510,18951,15423
SSUSC84_RS05770,40,45,71,92,110,136,58,41,36
SSUSC84_RS10250,4190,6129,4378,4412,4603,4273,6197,6650,4768
SSUSC84_RS02385,1998,3022,2467,1719,1864,1969,2631,2666,2229
SSUSC84_RS05670,34605,44346,38530,42454,41944,37454,45705,49464,41687
SSUSC84_RS08875,2184,3492,2744,2051,2622,2375,2894,3130,2168
SSUSC84_RS09930,0,0,0,0,1,1,0,0,0
SSUSC84_RS00345,0,0,0,5,1,1,0,3,0
SSUSC84_RS06950,1915,2889,2430,1626,1889,1785,2370,1952,1789
SSUSC84_RS07240,908,1282,1100,411,602,429,1747,1120,1044
SSUSC84_RS03325,505,701,676,693,937,614,363,402,269
SSUSC84_RS03055,1647,2335,2007,1757,1769,1752,2287,2020,2141
SSUSC84_RS01340,75,140,107,35,27,36,238,262,184
SSUSC84_RS10380,5228,8672,8655,4755,6094,5696,7624,7529,7176
SSUSC84_RS09015,44,54,70,62,73,55,52,30,33
SSUSC84_RS06360,2898,3925,4025,4118,4340,3956,2448,2323,2141
SSUSC84_RS06735,3184,4568,4152,4063,4468,3800,3004,3106,2722
SSUSC84_RS02345,2679,4591,4066,2046,2346,2233,3225,3458,2798
SSUSC84_RS02505,174,162,134,57,79,72,412,411,279
SSUSC84_RS09200,5443,7820,6486,5344,5904,5650,6877,6883,5548
SSUSC84_RS05455,4468,6060,4938,4331,4821,4422,5287,5281,4237
SSUSC84_RS08340,5815,8035,6633,10515,10446,9534,4609,4237,3133
SSUSC84_RS07115,2,1,0,2,5,2,0,0,0
SSUSC84_RS03870,366,554,557,549,661,542,506,398,371
SSUSC84_RS05260,5,8,8,4,7,4,3,3,1
SSUSC84_RS07220,53,37,52,62,70,49,43,53,29
SSUSC84_RS08235,31,28,33,34,30,27,51,51,41
SSUSC84_RS06390,1058,1266,1270,1255,1414,1353,783,739,578
SSUSC84_RS02105,57628,87101,72437,51300,61634,53255,59246,56842,42794
SSUSC84_RS03165,660,807,612,949,878,775,494,505,374
