,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_1632,1135,1224.5,1489.5,1528,1359,1663.5,1276.5,1696.5,1621.5,1187,1246.5,1241.5,1414,1094.5,1207.5,1259.5,1243.5,1148.5
SMU_1633c,139.5,236,387,301,318,432,268,501,463,318.5,357,331.5,298,260.5,336,368,331.5,305.5
SMU_1634c,2478.5,3902,2405,2242.5,1739,1851,1982,2326.5,1760.5,3781.5,2860,2174.5,2885.5,1939,2253,2316,3121.5,2986
SMU_1635,898.5,1129,1616.5,1752,1441.5,2267,1851,2260.5,2183.5,1176,1422,1335,1350.5,1149.5,1580.5,1343,1100,1135.5
SMU_1636c,567.5,684.5,981.5,1066.5,700,1309.5,1068,1299.5,1328.5,730.5,710.5,591.5,874,701,861,1106,1027.5,975
SMU_1637c,223,284,480,447,358,457,427,469,588,307,346,290,379,317,373,519,449,440
SMU_1638c,227.5,277,549.5,507,448.5,786.5,496,796.5,722,484.5,459.5,357,458,395,435,318,365.5,395
SMU_1639,3104.5,4113,4651.5,3559,2631.5,4783.5,4565,4885.5,4823,3499.5,3996.5,3364,3562,2736,3671,4447,4463.5,4323
SMU_1641c,11188,9377,12099,9121.5,11539.5,19588.5,8944,16654,17096,9569,8228.5,10599.5,8287.5,10302.5,9400.5,7193.5,9314.5,7962
SMU_1642c,92,167,259,238.5,236.5,1069.5,326,468,760,189,135.5,201.5,298.5,320.5,487.5,340.5,329.5,325
SMU_1643c,34,62,124,119,95,479,144,209,302,101,87,120,106,144,159,92,135,159
SMU_1644c,3476,3726,5090,4678,4199,7031,4897,5690,5469,3835,2939,4260,4588,4839,4859,2998,3564,2919
SMU_1645,612,818,908,1128,859,1462,1365,1346,1532,971,867,869,1079,1074,1338,890,942,890
SMU_1646c,353,581.5,485.5,399.5,319.5,809,421.5,500.5,647,769,905.5,786.5,613.5,566.5,823.5,829.5,930,701.5
SMU_1647c,439,550.5,728.5,575.5,471.5,1027,496.5,806.5,838,1536,1340.5,1088.5,1120.5,1089.5,1253.5,531.5,734,666.5
SMU_1648c,90,80,234,107,113,733,192,272,443,101,120,173,102,130,316,70,126,94
SMU_1649,1121,1765.5,1232.5,1871.5,946,1558.5,1578,1303,1670,790,1105,968.5,1280,1161.5,1320,1075,1251,1056
SMU_1650,121,183,271.5,224.5,228,456.5,266,296.5,395,179,201,214.5,174,175.5,318,163,186,172
SMU_1651,416,501,650.5,634,531.5,698.5,641.5,531.5,642.5,352,400,373.5,543,442.5,519.5,365.5,454,416
SMU_1652,325,474.5,626.5,627,447.5,894.5,518.5,666,770.5,501,555,512.5,605,546.5,675.5,516.5,466,479
SMU_1653,1475,2059,2276,2368,1454,3010,2805,2705,2801,1890,1546,1511,1997,1818,2094,1749,1765,1788
SMU_1654c,1809,2458,2384,3133,1824,2690,3043,2481,2614,1344,1292,1175,1837,1639,1794,1517,1548,1393
SMU_1655c,105,110,231,153,172,396,235,273,321,206,209,185,164,159,176,166,135,178
SMU_1656,908,1310,1655,1656,1183,2041,1470,1517,1901,1334,1440,1260,1215,1154,1578,1156,1190,1046
SMU_1657c,51.5,99.5,147,80,102,554,202.5,198,414.5,86.5,86,87.5,149,140.5,264.5,179.5,260.5,225.5
SMU_1658,57.5,85.5,545,99,133,2075,389.5,586,1212.5,158.5,116,136.5,188,295.5,883.5,220.5,285.5,265.5
SMU_1659c,621.5,873.5,1178,702,715,1311.5,605.5,911.5,1006,956.5,1085,978,1155,807,1274.5,1418,1523.5,1404.5
SMU_1660c,681,950,919.5,1137,826,1181.5,879.5,1170,1041,823,749,794,1034.5,795,914,1852.5,1713.5,1419
SMU_1661c,881,1063,1403,1412,1072.5,1831.5,1281,1570.5,1437.5,1281.5,1140,1089.5,1314.5,977,1235.5,2125.5,2024,1829
SMU_1662,665,989.5,1307.5,1515,940,1406,1002,1252.5,1178.5,1050,1085,964.5,1268,1028.5,1174,1909.5,2032.5,1827.5
SMU_1663,328.5,439,669,725,532.5,1032.5,530,703.5,881,512,517,608,547,467.5,809,783.5,782.5,747
SMU_1664c,1114,1116,1787,1912,1620,3190,2194,3207,2994,1613,1555,1784,1965,1607,1833,2217,2096,1908
SMU_1665,1385.5,1532.5,1603,2102,1917.5,3228,3168.5,3808.5,3397.5,1892.5,2050,1864,2748.5,2066.5,2288.5,1869,1828,2008
SMU_1666,950.5,1217,1425,2282.5,1477,3324,3302,3184.5,3252,1159,1191,1130,1849,1355.5,1418,1815,1615,1542
SMU_1667,899,1102.5,1467,1966,1509.5,4043.5,2977,3533.5,3641,1310,1385,1243,1970,1494.5,1831.5,1686.5,1549.5,1581.5
SMU_1668,521,546,1155,891.5,944,3018.5,1943.5,2180.5,2639.5,856.5,951,890,1139.5,823.5,1338,889.5,860.5,789.5
SMU_1669,5754,8341,10188,12291,8641,10058,9848,11114,12153,7068,6670,7720,10018,10751,10795,5617,6375,6201
SMU_1670c,94.5,91.5,146,148,116.5,348.5,154,214.5,266.5,106,106.5,121,137.5,104,187,103,110,119.5
SMU_1671c,623.5,1236.5,884,2398,1083.5,866.5,660,820.5,849.5,496,496.5,607,1067.5,934,1054,595,729,619.5
SMU_1672,2377,2523,3525,2553,2435,4251,3322,4435,4337,2997,2906,3421,2832,2677,3268,2323,2985,2558
SMU_1673,982,1185,1500,1277,859,1409,1221,1165,1344,1077,1195,1244,960,880,1247,1313,1579,1244
SMU_1674,702.5,472,588,598,433.5,1243.5,768.5,855,1016.5,420,500.5,424.5,453.5,373,721,403,377.5,390
SMU_1675,450.5,392,596,447,416.5,1284.5,573.5,765,1029.5,316,299.5,332.5,429.5,357,654,357,374.5,345
SMU_1676c,1915,3047,3633,3073,2831,3373,2795,2730,3774,2135,3128,3022,2413,2150,3488,2805,2594,2169
SMU_1677,662,941,1160,1295,918,1913,1554,1610,1834,857,1012,864,975,777,1214,1387,1458,1323
SMU_1678,1621,2019,2059,2413,1686,2810,2406,2923,2705,1608,1658,1542,1870,1663,1767,2990,3350,2868
SMU_1679c,348.5,434.5,599,491.5,408,814.5,673,709,739,540.5,646.5,485.5,468.5,313,404,1167.5,1139,987
SMU_1680c,791.5,1117,1285.5,1252.5,885,1388,1193.5,1476,1299.5,954.5,932.5,1075,975,689.5,955,2388,2216.5,1972
SMU_1681c,644,823.5,903,961.5,747,1153.5,893.5,1330,1157,1019,1122,1205.5,740.5,649.5,745,1339.5,1384.5,1422
SMU_1682c,7,22,72.5,26.5,44,334,73,109,192.5,14,11,27,28,48,118,23,27,19
SMU_1683c,214,361,475,419.5,325.5,733,360.5,585,631,346.5,340,359.5,443,361.5,474.5,359.5,433,376.5
SMU_1685c,238,471,438,1089.5,480.5,1029,407.5,686,889,398.5,363,436.5,503,457.5,652.5,337.5,460,476.5
SMU_1687,788,937,1655.5,1104,1213,2072.5,1449.5,2019,1646.5,1622.5,1700,1495,1496.5,1270.5,1352.5,1522,1218.5,1270
SMU_1688,1869.5,2085.5,2866,3257.5,2362.5,4099,3723,4274,3528,2807,2989,2701.5,3278,2515.5,2704,2780.5,2762.5,2809.5
SMU_1689,961.5,1390,1339.5,1523.5,1100,2283,1244,2527,1785,2189.5,1835.5,1416,1768,1388.5,1506.5,1255,1680.5,1517.5
SMU_1690,2210,2592.5,3712.5,3565.5,2925.5,5319,3883,5206,4268,3667,3975.5,3220,4150,3342.5,3450,3287,3516,3436
SMU_1691,3195,4833,5348.5,7177.5,4332,5234.5,4835.5,5209,5035.5,3670,4182,3628.5,5320.5,4005,4722,3567.5,3392.5,3436
SMU_1692,4823,5522,5056,3609,3479,4370,4857,4174,5205,3905,4145,4836,4184,3311,4229,5578,7188,6061
SMU_1693,3793.5,4956,6415.5,5099.5,4733.5,5604.5,4384,4859,5809.5,4667,4876,5188.5,5390.5,4673.5,5451,4143,4271.5,4215
SMU_1694c,1693.5,1320,2081.5,871.5,1272.5,7766.5,1304,4624,2994.5,3221,5760,5761.5,1551.5,1307.5,1989,689,975.5,955
SMU_1695,1023,1080,1255,1379,1009,2317,1417,1559,1922,909,842,842,1016,1136,1398,989,1288,984
SMU_1697c,296,328.5,456.5,466.5,359.5,833,770.5,784.5,836,331.5,361,272,358,328,544.5,204,282,225
SMU_1699c,732,944.5,981.5,1318.5,1050.5,2005,2036.5,1805.5,1950,711.5,734,760,825,808,1138.5,585,718,610
SMU_1700c,27,53.5,213,123.5,150,898.5,597,557.5,800.5,87.5,91.5,87,125.5,132.5,341.5,104,145,101
SMU_1701c,20,40.5,124,99.5,70,610.5,346,327.5,470.5,28.5,39.5,37,60.5,59.5,195.5,53,52,79
SMU_1702c,179,348.5,468.5,339,562,579.5,405.5,660,620.5,518.5,745,599,677,485,709.5,406,365,376
SMU_1703c,5788,8987.5,16186.5,18026,21604,6706.5,7710.5,6547,10427.5,2338.5,3284,3916,15895,14231,17755.5,2839,2673,2139
SMU_1704,71,97,248,280.5,221,827,224,389.5,547,93.5,117,86.5,152.5,186,407,90.5,113,99.5
SMU_1705,51.5,104,198.5,196,172,604.5,249,324,413,118,110,99,165.5,149.5,212.5,86,126.5,111.5
SMU_1706,202.5,259,305.5,366.5,266,666.5,352,410.5,466,238.5,162,200.5,364,292.5,407.5,177.5,238.5,157
SMU_1707c,313,349,602,372,397,712,451,536,643,314,447,410,509,397,505,283,418,338
SMU_1708,2812,3096.5,3196,2684,2907,4463,5254,5493,5183.5,2458.5,3080,3355,2462,1968.5,2537.5,1607,1804.5,1554.5
SMU_1709,576,747.5,1317,1375,1243,2948,2262,2041,2439.5,906.5,1063,907,1102,983.5,1593.5,1165,1014.5,1026.5
SMU_1710c,130,245,383.5,459.5,320.5,448,228.5,312.5,436.5,305.5,313.5,318,462,385.5,416,513,564,472
SMU_1711,659,823.5,1068,1727.5,987.5,2145,1159.5,1646.5,1730.5,1271.5,1145.5,1024,1621.5,1377,1537.5,1830,2026,1932
SMU_1712c,300,415.5,588,765.5,581,1135,603.5,1023.5,939.5,793.5,776.5,755.5,939.5,771.5,842,1135,1167,1156.5
SMU_1713c,636.5,872,943.5,1031,796,1309,835,1454,1172.5,1187.5,1383,1058.5,1238,979,1031.5,2169.5,2536,2250.5
SMU_1714c,653.5,1366.5,1128,1692,964.5,1568,871.5,1112.5,1289.5,1013,985.5,907,1624.5,1103.5,1591.5,1684,1927,1594
SMU_1715c,331.5,492.5,548,509,374.5,815.5,621,477.5,645,469,510,428,548,409,514,699,693,617.5
SMU_1716c,2196,3240.5,2358,1297.5,1292,1965.5,1413.5,1473,1470,2400,2638.5,2270.5,1963.5,1304,1911,2819,3162.5,2609
SMU_1717c,1403,1863.5,2462,2634.5,1951,3461.5,2540,3185,2976.5,2030.5,2001,1886.5,2725.5,2004.5,2398,2707,2790,2592
SMU_1718,1181.5,1536,2141,2081.5,1581.5,2441.5,1890,2213,2464.5,1627.5,1645,1658.5,2125,1620,2201.5,1986.5,1942,1889.5
SMU_1719c,2789,3213,3351,2490,2025.5,2511,2916.5,3502.5,3798.5,1666,2014.5,2144.5,2905.5,1713,2923,2055,2301.5,2027
SMU_1721c,1072,1372,1888,1612,1264,2941,1673,2273,2348,1782,1924,1837,1820,1436,1942,1640,1836,1769
SMU_1722c,4157,5262.5,5135,4971,4435,5602.5,4185.5,6134,4707,4957.5,5554.5,6155.5,5029.5,4316,5547,4578.5,5678,5236.5
SMU_1723c,2155.5,2610,3565,2908,2759.5,3521,3592,3844.5,3937,2893.5,3024,3652,2725,2626.5,2952.5,3670,3538.5,3457
SMU_1724c,165,225,441,304,271.5,1077,311.5,576,698.5,374.5,464.5,401,326.5,325.5,547.5,289.5,325.5,351
SMU_1725,54.5,48.5,133,60,72,193.5,107,100.5,152.5,115.5,115,102.5,79,51,164,125,163,128.5
SMU_1727,706,879,1552,1198,1028,2471,1452,1468,1774,1088,1278,1252,1313,1275,1597,1273,1229,1007
SMU_1728,1102,1064,1691,1812,1483,3218,2348,2887,3000,1526,1176,1380,1982,1780,1798,986,1240,1104
SMU_1729c,2997,4021,4803,5237,4163,4900,4834,5674,6045,3483,3153,3304,5249,4088,4727,3257,3597,3457
SMU_1730c,212,300.5,531.5,569.5,434.5,917,461,761,756,349,418,366,469.5,405.5,517.5,441.5,407,414.5
SMU_1731,1720.5,2283.5,2908,3343,2303,3914,3367.5,3931,3772.5,2269.5,2258,1943.5,2862.5,2363.5,2775.5,1959.5,2244.5,1943
SMU_1732c,842,1099,1680.5,1858.5,1539,2575.5,2355,2615.5,2624.5,1137,1128,1116.5,1427.5,1205.5,1501,1261,1233.5,1138
SMU_1733c,1351.5,1659,2688,1954,1391.5,4191.5,2541.5,3367.5,3458,2061.5,2067,1917,1938.5,1722.5,2413,2278,2429,2411.5
SMU_1734,3714,4345.5,6693,5405.5,4912.5,8809.5,5133.5,7616,6706.5,5718,5773,5499.5,6369.5,4902.5,5338.5,6301,5709.5,5647.5
SMU_1735,1703.5,2275.5,3224.5,3205,2388.5,3634.5,3065.5,3437,3090,2887,2798,2658.5,3508.5,2464.5,2670,4470.5,3991.5,3823
SMU_1736,4060.5,5099,6310.5,7494.5,4538,7692,6311,7264,6613.5,6191,5802,4861,6901,5334,5480.5,7887.5,7946,7629.5
SMU_1737,3895,4632,4214,4302.5,3181.5,4305.5,4102,4181.5,3541,3900,3926,3277.5,3899,2768.5,2841,4191,4794.5,4166
SMU_1738,2137,3300,2539,4407.5,2136.5,3615.5,3010,3529,2862,2205,2493,2298,2711.5,1904.5,1936.5,2932.5,2944,2657.5
SMU_1739,6791,10776.5,7970.5,12348,7106,8977.5,9258,9295,8194.5,6652,6446,6132.5,9230,6690,7353,8582,9212.5,8305.5
SMU_1740,2366.5,2939.5,3350,4399.5,2946,4885.5,4564,5021,4251.5,3023.5,2762.5,2490.5,4002.5,2933.5,2930,3054,3022.5,2902.5
SMU_1741,1552.5,1974,2462,3014,2048,3204,2803,3308,2892,2154.5,2150.5,1879.5,2710.5,2070,2323,2140,2192.5,2109
SMU_1742c,3077,3542,4521.5,4962.5,3868,7073,5941,6483.5,6289,3691,3329,3304,4634.5,3582.5,3954.5,3446.5,3553,3417.5
SMU_1743,5805.5,9802.5,5960,9347,5640.5,6199,6328,6798.5,6179.5,5519,3721.5,3155.5,11544,8956.5,10058,2483,3737,3043.5
SMU_1744,2746,2930.5,4550,4190.5,3870,6564,4264,5458,5632.5,2796,3049,3803.5,4262.5,3684.5,4569.5,1978.5,2012.5,1937.5
SMU_1745c,36695.5,20679,15025,21300.5,25809.5,116946,29593,82520.5,43210,13666,21243.5,20810,25086.5,18326,20360.5,4253.5,5703.5,4388
SMU_1746c,5957,7314,7772,6251,6380,7940,5798,8907,8457,6660,7250,7915,6796,5259,6775,7377,7740,7257
SMU_1747c,121,206,319,262,208,730,272,385,468,292,292,319,411,254,398,401,438,424
SMU_1748,1040,1360,1584,2116,1280,2006,1982,1936,2113,1217,1190,1196,1603,1291,1706,1445,1661,1526
SMU_1750c,571,1118,529,1011,682,405,479,882,422,607,691,489,954,607,737,581,770,571
SMU_1752c,8133,14169,5060,6458,4929,2489,5361,7389,2929,7398,7409,6018,4457,2657,3031,6250,7576,6003
SMU_1753c,1364,2507.5,1114.5,1582,1538.5,723.5,1020.5,1854.5,783.5,2179,2180,1915.5,2101,1088,1444,2712,2661,2295.5
SMU_1754c,526,933.5,635.5,587,689.5,813.5,658.5,1382.5,643.5,1619,1569,1294.5,1148,587,812,1672,1520,1439.5
SMU_1755c,249.5,412,212.5,339,354,245,377,582,259.5,683.5,618.5,498,502.5,304,429.5,873,782.5,651.5
SMU_1757c,176.5,309.5,188.5,187.5,232,437.5,305,580,284,441.5,523.5,434.5,331,197,268.5,464.5,502.5,406
SMU_1758c,572.5,937,486,665,720,847,823,1570.5,714.5,1211.5,1075,942,972,631.5,793,1371.5,1323.5,1171.5
SMU_1760c,2173.5,3931.5,1574,3120.5,2462.5,2033,2885,3784.5,2081,2612.5,2089.5,2272,2800.5,1751.5,2260,3708,3418.5,2669.5
SMU_1761c,1753,3263.5,1844.5,2011.5,2178.5,1492,1766,2921.5,1281,3326,3043,2497.5,3127,1798.5,2351,3764.5,3624,3141.5
SMU_1762c,496,1010,643,843.5,788.5,624,591,1095,651,967,977,828.5,1109,723.5,865.5,1062,1057,884
SMU_1763c,1004,2463.5,910.5,1803,1442.5,1351.5,1539,2156.5,1263,1227,1205.5,1189.5,1390,903,1240.5,1592.5,1489,1282
SMU_1764c,1629,3122,1796,2039,2468,3411,2494,5023,2754,2965,2733,2541,2651,1757,2401,2664,2589,2292
SMU_1765c,79,121,325,140,172,1121,283,548,746,149,166,192,226,246,370,179,271,219
SMU_1766c,237,373,360.5,507.5,399.5,666,302,721.5,658,460.5,389.5,394,543,390.5,451.5,442,519,526.5
SMU_1767c,88.5,150.5,198.5,254,184,212,205.5,206.5,257.5,225,206.5,205.5,293.5,171,266.5,258,257,253
SMU_1768c,496.5,671.5,724,932.5,634.5,1252,1071.5,1232,1272.5,626.5,533,521.5,783.5,619.5,662,774,844,795.5
SMU_1770,4156,5404,3850,7151.5,3508.5,4437,10115,5247.5,5013,2928,2573.5,2342,4954,3634,3836.5,4609,5464,4508.5
SMU_1771c,118.5,191.5,321,234.5,262.5,222.5,200,456.5,351.5,391.5,269,240,417.5,294.5,315.5,302.5,356.5,349
SMU_1772c,173,251.5,364,308,331.5,511.5,390.5,815,702,384.5,379,409.5,394,344.5,399.5,365.5,380.5,354.5
SMU_1773c,326.5,326,588,577,554.5,1066,684.5,1048,1072.5,528,538.5,509.5,605.5,441,618.5,437,438,404
SMU_1774c,1532,2333,1952,1963,1172,1026,1429,1058,1486,1121,1121,992,1742,1197,1623,969,1431,1262
SMU_1775c,315,508,579,542,423,942,488,656,746,641,452,692,638,566,725,740,862,727
SMU_1776c,69,107,128,142,111,195,94,172,209,231,149,193,295,228,244,254,289,246
SMU_1777,1365,1644,2003.5,1401.5,2054,1463.5,1270,1457,1661,1694.5,2200.5,1856,2187,1686,2279.5,1587.5,1942.5,1824
SMU_1779c,546,681.5,1052.5,899,673,2081.5,1030,1290,1509,957.5,768.5,974.5,1089.5,1019,1246.5,1028,1288.5,1177
SMU_1780,153,164.5,247,226.5,173,438,340,352,391,202,196,282.5,225.5,191,276,260.5,305,243
SMU_1781,3564,5494.5,4642.5,7817.5,4061,2774.5,4221,4017.5,4594.5,2527.5,2650,2481,3642,2705.5,3861.5,3124,3652.5,2923.5
SMU_1782,153,245.5,538.5,444.5,428,459.5,309,562.5,680.5,348.5,437,417,482,407.5,517.5,259,265.5,269.5
SMU_1783,2649,3613.5,3605,4588,3380.5,4908,3668.5,3991.5,4547,2924,2853,2757,3843.5,3128.5,3838,2933,3156,3024
SMU_1784c,1516,1978.5,2261,3048,1847.5,3391.5,2778,2755.5,3075,1696,1510.5,1550,2352.5,1975,2246,1921.5,1942,1860
SMU_1785,669.5,921,1319,1296.5,923.5,2421,1258.5,1546.5,1768,843.5,1039.5,949.5,1051.5,1034,1315.5,844.5,819,877
SMU_1786,764.5,855,1411,1537.5,1283.5,2617.5,1550,1707.5,2165,794.5,777,742.5,1057.5,980.5,1280.5,796,759,792
SMU_1787c,3136,3060,5158,2874,4806,6356,4650,6690,7177,3481,3844,4325,4385,3668,4671,3507,3370,3606
SMU_1788c,472,570,868,680,758,1285,1169,1453,1914,500,705,819,753,674,995,364,417,403
SMU_1789c,4023,4728,4610,6528,5313,5848,4650,5060,5705,2756,2519,3017,4234,3981,4517,1723,1961,1894
SMU_1790c,88,159,240,205,188,579,284,357,478,250,198,208,419,202,392,414,443,445
SMU_1791c,131,249,251,247,190,488,518,496,474,291,265,253,491,343,479,609,628,614
SMU_1792c,15,26.5,50,28.5,28,139,54,96.5,145,63,56,60,75,66,102,84.5,72,95
SMU_1794c,20,33,65,31,43,220.5,50,101.5,180.5,72,77,62.5,74,60,125,92,94,103.5
SMU_1795c,195,352.5,400,611.5,325,1026.5,473,653,832.5,319,287,258.5,464,393,703,486.5,586,546.5
SMU_1797c,589.5,762.5,883.5,776,866.5,1322,735.5,1202,1168.5,971,873.5,918,778,632,843.5,790.5,826.5,793.5
SMU_1798c,753.5,1283.5,1102,1622.5,852,1294.5,972.5,1321.5,1224,1043,780,797.5,1466.5,1100,1164,1623,1792.5,1635
SMU_1799,497,707.5,821,796,544,1573,837,1071,1142.5,788.5,721,708,717,567,821,1090.5,959,1107
SMU_1800c,434.5,529.5,626.5,696.5,528.5,1197,671,1024,1116,677.5,612,668.5,623.5,506.5,642.5,827.5,778,800.5
SMU_1801c,1659,2510,2354.5,2444.5,1505.5,2606,1963.5,2253,2392,2327,2349.5,2080.5,2058,1576,1902,3969.5,4040,4018.5
SMU_1802c,826.5,1137,1243.5,1380.5,984.5,1378.5,1147.5,1104.5,1347,764,792,837.5,926,822.5,988,1268,1432,1314.5
SMU_1803c,1145.5,1490,2113,2818,2645,2688.5,1640,2506.5,2782,1417.5,1318.5,1902.5,2569,2211,2591,1250.5,1367.5,1470
SMU_1804c,172.5,161,236,325,329,874.5,406,736.5,512,310.5,127.5,211.5,290,327,309,130.5,212.5,156
SMU_1805,17,47,141,91.5,115,532,174.5,234.5,390,42,44,56.5,40.5,89,196,50,67.5,54
SMU_1806,42,39,300,79.5,148,1525,272.5,447.5,949.5,77.5,50,84.5,72.5,159.5,445.5,98.5,119.5,90
SMU_1807c,100,200,435,224,252,1310,375,524,865.5,197.5,234,262,192,232.5,591.5,183.5,205,174
SMU_1808c,0,3,6,2,1,38,7,11,16,7,3,5,2,4,8,2,4,9
SMU_1809,93.5,91,564,176.5,259,1954.5,383.5,589,1351,105.5,109.5,158.5,140,292,1059,162.5,147.5,136
SMU_1810,23.5,23.5,244,88.5,85.5,861,136,178,589,61,28.5,42,59,80,423.5,77,65.5,59
SMU_1811,41,60.5,448,117,196.5,1830.5,249.5,473,1226,82.5,48,90.5,128,175,689.5,140.5,112,117
SMU_1812,490,480,805,564,512,2071,1108,1259,1624,478,566,517,582,467,832,674,704,649
SMU_1813,31,57,65,49.5,25,177,60,74,143.5,58,58.5,47,39,32,69,103.5,108.5,93
SMU_1814,1092.5,1553,1845.5,1670,913,2666,1703.5,1816,2406.5,1404.5,1471.5,1252.5,1331,1192.5,1674,2709,3234,2940.5
SMU_1815,304.5,424,573.5,474.5,323,888,853.5,644,806,284.5,378,335.5,355,303.5,503,562.5,593.5,569.5
SMU_1816c,8,11,91,18,17,365,51,98,242,11,13,21,13,42,154,21,25,17
SMU_1817c,13,9,47,10,14,121,24,43,123,5,7,10,5,20,69,8,12,6
SMU_1818c,95,95,141,76,130,349,143,234,227,100,102,115,92,67,129,114,94,68
SMU_1819,2364,2892.5,3317,3275,2365.5,3820.5,3580,3745.5,3668,2305,2353.5,2146.5,2787,2174,2663.5,2443,2497,2446.5
SMU_1820c,947.5,1542,1981.5,1425,1174,1856,1326.5,1666,1824,1596,1718,1468.5,1354,1080.5,1426,1166,1105.5,1303
SMU_1821c,845.5,1087.5,928.5,803,704.5,1230.5,819.5,1239.5,1023,901,865.5,902,690,598.5,720.5,496,587.5,530.5
SMU_1822,1021,1320,1750,1512,1176,3482,1780,2001,2447,927,1025,931,1172,941,1597,636,710,591
SMU_1823,736.5,854.5,1379,1372,1182,1800,1197.5,1595,1782.5,1205,1261.5,1268,1277.5,1136,1607.5,1437.5,1354.5,1422
SMU_1824c,1069.5,1986.5,2362,2695,2012,2196,1806.5,2124,2450.5,1651,1829.5,1730,2403.5,1892,2657.5,1969.5,1842.5,1821
SMU_1826,4934,6660,7088,8966,7238,8031,5054,6810,7425,6032,6902,7041,7612,5670,8724,3856,4170,4317
SMU_1827,10,6,90,13,31,434,43,78,262,16,25,27,28,26,209,41,20,42
SMU_1828,1133,1441,2102,1442,1431,1717,1615,1559,1731,1495,1871,1686,1865,1489,2096,1538,1668,1498
SMU_1830c,554.5,788,991,1198,828.5,1881,1076,1505,1690,957,1011.5,961,1166,899,1178.5,1133.5,1238.5,1262
SMU_1831,815,1081.5,1285.5,1662,1112.5,1659,1370,1423,1485.5,894.5,975.5,971.5,1298,1010,1238,1327,1517.5,1408
SMU_1832,146.5,199.5,226.5,261,127,225,229,200,200.5,164.5,155,152.5,213,182,216.5,274.5,274,226
SMU_1833,226,364,836,572,540,2170,728,1000,1838,524,579,491,663,559,1166,945,1018,941
SMU_1834,775.5,1094.5,1399,1355,1138,2697,1712,1952.5,2235.5,1277.5,1386.5,1327.5,1482.5,1086,1687.5,2288,2092.5,1944.5
SMU_1835,808.5,1507.5,1303,2307,1137,1785,1698,1779.5,1658.5,1139.5,1124.5,1103.5,1605.5,1151,1314.5,2463,2578.5,2260.5
SMU_1836,1587,1951.5,2715,2861.5,2013.5,3459.5,2987,3733,3351,2395,2178,1916,2520,2063,2267,3029,3140,3069
SMU_1837,2576.5,3457.5,3345,5227,2493,3319,3894,3763.5,3993,1699.5,1152.5,972,2590,1940,1842,2694,3208,2826
SMU_1838,7310.5,11294,9642,15127.5,8038.5,9763.5,12698,12180.5,11022,8246.5,7536.5,7484,9891,7485,8129,12448,13086,11716
SMU_1839,1375,2030,2290,2139,1513,2916,2072,2703,2512,2202,2118,2089,2195,1618,2032,3643,4014,3691
SMU_1840,570,612,1037,866,666,1867,1243,1601,1508,887,841,919,890,751,910,1401,1450,1392
SMU_1841,633,859,1519,823,613,2519,588,1015,1591,827,988,904,882,906,1455,1375,1061,1071
SMU_1843,694,1053,1574,1177.5,774.5,1834.5,817.5,970,1229.5,1173,1343.5,1277.5,1142,966.5,1322,1658.5,1780,1614
SMU_1844,285,443,664,590.5,375.5,1329.5,451.5,710,851.5,596,546.5,449.5,568,544.5,693,918.5,965,853
SMU_1845,998.5,1349.5,1661.5,1981,1384.5,2249.5,1840,1840.5,1834.5,1297.5,1282,1083,1630,1382,1469.5,1358,1398,1377.5
SMU_1846c,1602.5,2052,2228,3286.5,1855.5,2912.5,2487.5,2978,2813.5,1462,1263,1408,2010.5,1873.5,1814,1748.5,1987,1653
SMU_1847,1956,2536.5,2829.5,3571.5,2406,3154,3078.5,3865.5,3480,1525.5,1567,1827,2347.5,2027.5,2071.5,1923.5,2159,1772.5
SMU_1848,624,2318.5,741,941,512,1112,757.5,780,845,756.5,580,467.5,991,767,908.5,741,816.5,754
SMU_1849,514,682.5,668,733,630,1319,928.5,1502,1448,685.5,730,745.5,696,595,735.5,922,1018.5,778
SMU_1850,368.5,610.5,879,837,659.5,1778.5,1127,1311,1574,625,699,674.5,789.5,624,1023.5,1064.5,985,1096.5
SMU_1851,1276.5,1860.5,2563,2521,1993.5,5023.5,3127,3755,4767,1823,2093,1830.5,2134.5,1799,2777.5,2605.5,2506,2412.5
SMU_1852,633,638,952,909,857,1571,1078,1493,1279,559,593,608,745,688,732,463,473,356
SMU_1853,342,348,601,528,369,1677,751,822,977,353,414,354,441,412,576,455,455,387
SMU_1854,734.5,672.5,1111,553.5,604,1041,785.5,1694.5,1261.5,2875.5,3528.5,3703,1387.5,903,1439,2473.5,2853.5,2744.5
SMU_1855,327,384,543.5,889.5,469.5,1261.5,1005.5,1083,1002.5,1319,1172.5,1082.5,1019,807,995.5,2792.5,3079.5,2616
SMU_1856c,556.5,865.5,852.5,1483,643.5,1644.5,1501,1459.5,1472,1987.5,1652,1710.5,1805.5,1318,1755.5,5914,6329,5358.5
SMU_1858,2378.5,2894.5,5393.5,3906,3667,5205.5,4529.5,4438,5235,2493.5,3100.5,3180,4153,4070,4398.5,2089.5,1868,1810
SMU_1859,12200.5,14519.5,19147,24087,17288.5,23427,20023,21870.5,23501,8789.5,10365.5,12594,18429,18572,18227,7374,7421.5,6682
