gene,IU1824.1,IU1824.2,IU1824.4,IU9036.1,IU9036.3,IU9036.4
Inter.NC_008533.0.785515.0,4,2,1,4,2,4
Inter.NC_008533.1.2033704.56,0,1,2,1,0,0
Inter.NC_008533.1.1476328.22,2,1,0,0,0,0
Inter.NC_008533.0.1468245.6,0,0,0,0,0,0
Inter.NC_008533.0.1001991.0,30,63,65,26,49,24
Inter.NC_008533.1.361081.28,0,0,0,0,0,0
ABJ55155.1,27,38,29,26,19,26
Inter.NC_008533.0.1184384.20,0,0,0,0,2,0
Inter.NC_008533.1.0.203,2,0,0,2,0,0
Inter.NC_008533.1.916617.179,0,0,0,2,0,0
Inter.NC_008533.1.870383.99,1,1,0,2,2,3
Inter.NC_008533.0.777841.3,3,0,1,0,4,2
Inter.NC_008533.0.832931.0,0,0,0,0,1,0
Inter.NC_008533.1.653374.55,0,0,0,0,0,0
Inter.NC_008533.0.446161.13,1,0,0,0,0,0
Inter.NC_008533.1.1421547.2,2,0,0,0,0,0
Inter.NC_008533.0.394656.7,1,0,0,1,3,1
Inter.NC_008533.0.926422.7,0,1,0,3,2,0
ABJ54233.1,386,379,388,396,323,319
Inter.NC_008533.1.1059000.0,1,0,0,0,0,0
Inter.NC_008533.1.564781.171,0,0,0,0,0,0
Inter.NC_008533.1.848842.52,1,1,0,0,1,0
ABJ54211.1,73,58,53,80,68,75
Inter.NC_008533.0.1343356.23,0,0,0,1,0,0
Inter.NC_008533.1.179084.241,6,2,3,1,0,1
Inter.NC_008533.1.0.134,0,0,1,1,0,1
Inter.NC_008533.0.1770050.16,0,0,0,0,0,0
Inter.NC_008533.0.1889188.45,0,0,0,0,0,0
Inter.NC_008533.1.717143.86,2,0,0,0,1,0
Inter.NC_008533.0.1667285.32,1,0,0,0,0,1
Inter.NC_008533.1.372903.21,1,0,0,0,0,0
ABJ55040.1,28,32,31,25,27,20
Inter.NC_008533.0.1397152.16,0,0,0,1,0,0
Inter.NC_008533.1.887754.122,1,0,1,0,1,0
Inter.NC_008533.1.666908.109,2,0,0,0,1,0
Inter.NC_008533.0.626517.0,1,5,3,2,1,2
Inter.NC_008533.1.1773189.0,30,39,39,29,35,29
Inter.NC_008533.1.518221.99,0,0,2,0,0,0
Inter.NC_008533.0.379716.3,1,1,0,0,0,2
Inter.NC_008533.0.1162006.76,0,0,0,0,2,1
ABJ54428.1,33,43,30,37,39,24
Inter.NC_008533.1.1285108.5,1,0,1,2,0,0
ABJ54209.1,35,31,36,48,37,35
Inter.NC_008533.0.1994815.195,0,0,0,0,0,0
Inter.NC_008533.0.1190379.52,2,0,0,0,0,1
Inter.NC_008533.0.1770050.168,0,0,0,0,1,0
Inter.NC_008533.1.343145.32,0,0,0,0,0,0
ABJ54774.1,47,50,38,50,28,28
Inter.NC_008533.1.97961.6,0,1,0,0,0,0
Inter.NC_008533.0.1084820.189,0,1,0,0,0,0
ABJ54237.1,169,202,155,267,258,208
Inter.NC_008533.1.1340401.19,1,0,0,0,0,2
Inter.NC_008533.0.633896.0,6,4,6,2,0,2
Inter.NC_008533.0.1479761.166,1,0,0,0,0,0
Inter.NC_008533.0.1586901.65,0,0,0,0,0,0
Inter.NC_008533.1.479581.46,0,0,0,0,1,1
Inter.NC_008533.0.1598143.55,0,0,0,1,0,0
Inter.NC_008533.1.1361084.0,0,0,0,1,0,0
Inter.NC_008533.0.1214823.4,37,22,14,33,13,42
ABJ54705.1,4,2,3,2,6,3
Inter.NC_008533.0.1048680.46,0,1,0,1,0,0
Inter.NC_008533.1.1386633.7,1,2,0,1,0,2
Inter.NC_008533.0.1770050.6,0,0,0,0,0,0
Inter.NC_008533.0.1145128.131,0,0,1,0,0,0
Inter.NC_008533.1.1267359.2,1,1,0,1,1,0
Inter.NC_008533.0.1258127.33,2,1,0,0,1,1
Inter.NC_008533.1.97961.22,0,0,0,1,0,2
Inter.NC_008533.0.1994815.29,0,0,0,0,1,0
Inter.NC_008533.1.887754.166,1,0,0,0,0,0
Inter.NC_008533.0.1709836.265,0,0,0,0,1,0
Inter.NC_008533.0.1709836.156,0,0,1,1,2,1
Inter.NC_008533.0.164957.5,0,2,0,3,0,0
Inter.NC_008533.0.1479761.146,1,0,0,1,1,1
Inter.NC_008533.1.1814824.4,0,0,0,0,0,0
Inter.NC_008533.0.553789.10,3,1,3,1,2,0
Inter.NC_008533.1.1653043.1,0,1,0,0,0,0
Inter.NC_008533.1.0.235,0,1,0,0,0,0
Inter.NC_008533.1.179084.54,0,0,0,0,0,2
Inter.NC_008533.1.97961.29,0,0,0,0,0,0
Inter.NC_008533.1.1992811.14,1,1,1,0,1,0
Inter.NC_008533.1.554771.7,3,5,1,1,1,4
Inter.NC_008533.0.1145128.117,2,2,2,0,1,2
Inter.NC_008533.1.1878979.25,0,0,0,0,1,0
Inter.NC_008533.1.1795601.0,3,3,1,2,2,0
Inter.NC_008533.1.399679.22,0,0,0,0,0,0
rna3,350,318,309,385,221,245
Inter.NC_008533.1.113089.75,0,0,0,0,1,0
Inter.NC_008533.1.1971523.13,0,0,0,1,0,0
ABJ54809.1,691,594,501,446,454,473
Inter.NC_008533.0.1297119.34,0,0,0,0,1,2
Inter.NC_008533.1.1525469.3,0,0,1,0,0,0
Inter.NC_008533.0.1770050.161,0,0,1,0,0,2
Inter.NC_008533.1.1173639.17,0,1,0,2,1,0
Inter.NC_008533.1.218389.176,1,0,1,3,1,1
ABJ54196.1,3,2,3,3,7,1
ABJ53805.1,18,15,25,24,33,21
Inter.NC_008533.0.2016651.109,0,2,0,0,1,0
Inter.NC_008533.1.909483.5,1,2,1,0,1,1
Inter.NC_008533.1.1307782.3,1,0,0,0,0,0
Inter.NC_008533.0.674718.3,1,0,0,0,0,0
Inter.NC_008533.0.1162006.4,0,0,1,0,0,0
Inter.NC_008533.0.730753.25,2,1,0,1,0,1
Inter.NC_008533.0.845319.0,1,1,2,1,1,1
Inter.NC_008533.1.505160.107,1,0,2,1,0,1
Inter.NC_008533.0.1048680.81,0,0,0,0,0,0
Inter.NC_008533.0.1956770.73,0,0,0,1,0,0
Inter.NC_008533.1.265579.12,0,0,0,0,0,0
Inter.NC_008533.0.1258127.41,0,0,0,1,2,0
Inter.NC_008533.0.855172.16,0,0,0,0,2,0
Inter.NC_008533.1.361081.67,1,1,0,0,0,3
Inter.NC_008533.0.459448.55,0,0,0,0,1,0
Inter.NC_008533.0.387868.0,19,24,20,19,20,15
Inter.NC_008533.1.779281.7,0,0,0,0,0,0
Inter.NC_008533.0.1415114.89,0,2,1,0,1,2
ABJ55280.1,155,186,170,231,210,222
Inter.NC_008533.1.399679.94,0,0,0,0,0,0
Inter.NC_008533.1.1699373.0,0,0,1,0,1,1
Inter.NC_008533.1.1169744.6,0,0,1,0,0,0
Inter.NC_008533.0.1176081.6,1,0,0,1,1,0
Inter.NC_008533.0.841605.0,1,0,2,0,0,0
Inter.NC_008533.1.1386633.8,2,0,1,3,0,0
Inter.NC_008533.0.1048680.111,0,0,0,1,0,0
Inter.NC_008533.0.1122434.32,1,3,2,0,0,0
Inter.NC_008533.0.1027158.14,0,0,0,1,1,0
Inter.NC_008533.0.170022.11,0,0,0,1,0,0
Inter.NC_008533.1.179084.321,0,0,0,0,0,0
Inter.NC_008533.1.653374.41,0,0,1,2,0,2
Inter.NC_008533.1.1329133.17,0,1,1,1,1,0
Inter.NC_008533.1.1575829.0,0,0,1,2,0,3
Inter.NC_008533.1.247146.96,0,0,0,0,0,0
Inter.NC_008533.1.264428.2,3,2,1,3,8,3
Inter.NC_008533.0.1048680.199,2,0,0,0,1,3
Inter.NC_008533.0.1216026.60,1,0,1,0,0,1
Inter.NC_008533.1.1318306.8,0,0,0,0,0,0
Inter.NC_008533.0.1913475.13,0,0,0,0,0,0
Inter.NC_008533.0.787904.2,0,0,0,1,1,0
Inter.NC_008533.0.1405462.52,0,1,1,0,0,0
Inter.NC_008533.1.994457.31,1,0,0,1,0,1
Inter.NC_008533.0.1459170.0,1,0,0,0,0,0
Inter.NC_008533.1.247146.68,0,0,0,0,0,1
Inter.NC_008533.0.418162.7,0,0,0,1,0,0
Inter.NC_008533.0.1190379.17,0,0,0,0,0,1
Inter.NC_008533.0.1084820.197,1,0,0,0,0,0
Inter.NC_008533.0.1084820.191,0,0,1,0,0,0
Inter.NC_008533.0.1037284.2,0,0,0,0,0,0
Inter.NC_008533.1.113089.215,0,1,0,1,1,1
Inter.NC_008533.1.848842.145,5,3,1,1,2,1
Inter.NC_008533.0.503794.32,2,1,0,2,0,1
Inter.NC_008533.1.272147.9,1,0,0,1,0,1
ABJ54271.1,25,30,32,49,43,33
Inter.NC_008533.1.541786.1,1,1,0,0,1,2
Inter.NC_008533.0.1818322.184,0,0,0,0,0,0
Inter.NC_008533.0.1084820.132,0,0,0,0,0,0
ABJ53634.1,177,194,242,155,147,139
ABJ54747.1,12,16,13,25,16,20
Inter.NC_008533.1.639893.26,1,0,0,0,0,0
Inter.NC_008533.0.1994815.160,0,0,0,1,0,0
Inter.NC_008533.1.1870777.2,2,7,6,3,8,1
Inter.NC_008533.0.1415114.77,0,0,0,1,0,0
Inter.NC_008533.0.1479761.170,0,0,0,0,0,1
Inter.NC_008533.0.125669.0,0,0,0,1,0,0
Inter.NC_008533.0.394656.12,0,0,0,1,0,0
Inter.NC_008533.1.218389.25,0,0,0,1,0,0
Inter.NC_008533.0.308207.12,0,1,0,0,1,1
Inter.NC_008533.1.1506505.2,1,2,3,2,2,0
Inter.NC_008533.0.1850193.29,0,0,0,1,0,0
Inter.NC_008533.0.1586063.3,1,0,0,0,0,0
Inter.NC_008533.0.827669.6,2,0,3,1,3,2
Inter.NC_008533.1.1605802.7,0,0,0,0,1,0
Inter.NC_008533.0.935267.2,0,1,5,1,0,1
Inter.NC_008533.1.1178659.6,0,0,0,0,1,2
ABJ54490.1,276,303,306,377,322,344
Inter.NC_008533.1.1849206.13,3,2,0,1,2,2
Inter.NC_008533.1.247146.22,7,2,0,5,3,11
Inter.NC_008533.1.179084.271,0,1,0,0,0,1
Inter.NC_008533.1.1878979.1,0,1,1,0,2,0
Inter.NC_008533.1.887754.28,0,0,0,0,0,0
Inter.NC_008533.1.86974.51,0,0,1,0,0,0
Inter.NC_008533.1.31054.33,1,0,0,2,0,1
Inter.NC_008533.0.479384.36,0,0,0,0,0,1
ABJ54814.1,2,5,2,3,5,4
Inter.NC_008533.0.1321450.73,0,0,0,1,0,0
Inter.NC_008533.1.949173.229,0,0,0,0,0,0
Inter.NC_008533.0.1415114.29,0,0,0,0,0,1
Inter.NC_008533.1.1866540.0,5,4,0,4,0,1
Inter.NC_008533.1.113089.142,0,0,0,1,0,1
ABJ53825.1,929,888,767,713,569,604
Inter.NC_008533.0.340226.18,2,1,1,1,3,1
Inter.NC_008533.0.1850193.159,0,0,0,0,0,1
Inter.NC_008533.1.113089.190,0,0,2,0,0,0
Inter.NC_008533.0.1609823.34,0,0,0,0,0,0
Inter.NC_008533.0.1468245.2,0,1,0,0,0,0
Inter.NC_008533.1.825833.80,0,0,0,0,1,0
Inter.NC_008533.1.1505756.0,0,0,0,0,1,0
Inter.NC_008533.1.815602.25,0,0,0,1,0,0
Inter.NC_008533.0.357953.6,7,11,6,14,12,9
Inter.NC_008533.1.113089.53,0,1,0,0,0,0
Inter.NC_008533.0.1023419.5,0,0,0,0,0,1
Inter.NC_008533.1.1314072.5,1,0,1,3,0,1
Inter.NC_008533.1.1768734.11,2,0,1,2,2,1
Inter.NC_008533.0.1504856.253,1,3,1,0,1,0
Inter.NC_008533.1.505160.92,1,0,0,0,0,0
Inter.NC_008533.1.448351.108,0,0,0,0,1,0
ABJ55397.1,154,131,116,127,90,91
Inter.NC_008533.0.230661.0,0,0,0,0,1,0
ABJ54754.1,274,322,340,330,311,247
Inter.NC_008533.1.435802.81,0,0,0,0,1,0
Inter.NC_008533.1.1134665.0,0,1,0,0,0,0
Inter.NC_008533.1.666908.196,2,0,2,0,1,0
Inter.NC_008533.0.1678487.71,3,0,0,1,1,1
Inter.NC_008533.0.537864.6,2,1,0,1,1,1
Inter.NC_008533.1.415930.14,0,0,0,0,0,0
Inter.NC_008533.1.1458160.15,2,2,0,1,2,0
Inter.NC_008533.1.588008.86,1,0,0,0,0,0
Inter.NC_008533.0.1790608.52,0,1,0,0,0,0
Inter.NC_008533.1.1706451.16,0,1,0,0,2,0
Inter.NC_008533.1.435802.97,0,1,0,0,0,0
ABJ54029.1,246,305,354,305,332,275
ABJ54057.1,19,9,7,9,9,2
Inter.NC_008533.0.1818322.25,0,0,0,0,0,0
Inter.NC_008533.0.473290.10,0,0,0,0,1,0
Inter.NC_008533.1.1340401.12,0,1,0,0,0,0
Inter.NC_008533.1.916617.126,1,0,0,1,0,0
Inter.NC_008533.1.1463047.1,0,2,0,1,0,0
Inter.NC_008533.0.1913475.4,1,1,0,0,0,1
Inter.NC_008533.1.1119069.7,0,1,1,0,0,0
Inter.NC_008533.0.1678487.106,0,0,0,0,0,0
Inter.NC_008533.0.1633846.65,0,2,5,0,2,1
Inter.NC_008533.1.1403974.14,0,0,1,0,0,0
Inter.NC_008533.1.382966.12,0,0,0,0,2,1
Inter.NC_008533.1.399679.36,0,1,0,0,0,1
Inter.NC_008533.0.800304.25,1,1,0,1,0,0
Inter.NC_008533.1.300862.66,1,0,0,0,0,0
Inter.NC_008533.0.1994815.40,0,1,0,2,0,0
Inter.NC_008533.1.1809633.6,15,6,11,11,8,8
ABJ53806.1,381,392,394,315,327,274
Inter.NC_008533.0.1850193.1,1,1,2,1,2,0
Inter.NC_008533.0.1790608.78,0,0,0,0,0,0
Inter.NC_008533.0.1084820.184,0,0,1,0,0,0
Inter.NC_008533.1.505160.110,2,1,1,1,2,2
Inter.NC_008533.1.916617.80,0,0,0,0,0,0
ABJ54775.1,1,0,0,1,0,0
Inter.NC_008533.0.1172029.13,1,0,1,2,0,0
Inter.NC_008533.1.31054.21,0,1,1,0,1,0
Inter.NC_008533.0.1850193.13,1,0,1,0,0,0
ABJ54501.1,136,151,193,172,225,159
Inter.NC_008533.1.588008.198,1,0,0,0,0,0
ABJ53855.1,29,42,31,39,34,34
Inter.NC_008533.1.0.129,0,0,0,0,0,0
Inter.NC_008533.0.1216026.191,0,0,0,0,0,0
Inter.NC_008533.0.1558696.184,0,1,0,0,0,0
Inter.NC_008533.0.1343356.42,0,0,1,2,1,0
Inter.NC_008533.0.411331.14,3,3,0,0,0,0
Inter.NC_008533.0.1439453.54,0,0,1,0,0,0
Inter.NC_008533.0.1349452.119,0,0,1,0,0,1
Inter.NC_008533.0.607547.1,0,0,0,0,1,0
Inter.NC_008533.1.419249.17,0,2,0,3,4,2
Inter.NC_008533.1.693148.35,0,0,0,0,1,1
Inter.NC_008533.0.308207.5,2,0,0,0,0,0
Inter.NC_008533.1.518221.108,1,0,0,0,0,0
Inter.NC_008533.0.1216026.283,0,0,0,1,0,1
Inter.NC_008533.0.1850193.145,0,0,1,1,0,2
Inter.NC_008533.0.1770050.159,0,1,1,1,0,0
Inter.NC_008533.1.1127017.16,0,1,1,1,1,1
ABJ55195.1,23,26,18,24,33,26
Inter.NC_008533.1.949173.173,0,0,0,1,0,0
ABJ54187.1,0,1,0,1,3,0
Inter.NC_008533.1.179084.278,1,0,0,1,0,0
Inter.NC_008533.0.1415114.22,0,0,2,0,1,0
ABJ54661.1,1,4,3,3,2,2
Inter.NC_008533.1.639893.35,0,0,0,0,0,0
Inter.NC_008533.0.629461.10,5,6,3,2,2,1
Inter.NC_008533.1.1609094.5,0,1,0,0,0,0
Inter.NC_008533.1.1561595.2,6,6,8,12,1,2
Inter.NC_008533.1.1186316.16,3,2,0,0,1,2
Inter.NC_008533.0.1850193.53,0,0,0,0,1,0
Inter.NC_008533.1.554771.35,3,4,1,1,0,3
Inter.NC_008533.0.444164.0,3,2,0,1,3,2
Inter.NC_008533.1.1556243.14,1,1,0,0,0,1
Inter.NC_008533.1.1983163.31,0,0,0,1,0,0
Inter.NC_008533.0.609578.2,0,0,1,0,0,1
Inter.NC_008533.1.588008.191,0,0,0,0,2,0
Inter.NC_008533.0.248466.2,49,70,42,45,51,36
ABJ55045.1,88,119,98,108,93,97
Inter.NC_008533.1.435802.24,1,0,0,0,0,0
ABJ55367.1,37,37,45,34,21,26
Inter.NC_008533.0.536842.0,2,1,1,6,1,1
ABJ54765.1,12,24,18,26,21,26
Inter.NC_008533.0.1759651.67,0,2,1,0,0,0
Inter.NC_008533.0.1977181.30,2,0,0,0,0,0
ABJ54121.1,35,34,34,30,23,38
Inter.NC_008533.0.1048680.189,3,1,0,4,2,3
ABJ54474.1,46,57,50,44,44,30
Inter.NC_008533.1.1028489.26,0,0,0,0,0,0
Inter.NC_008533.1.1640619.7,0,0,3,0,0,0
Inter.NC_008533.1.343145.10,0,3,0,0,2,1
Inter.NC_008533.0.607547.0,4,9,13,8,10,6
Inter.NC_008533.1.781756.51,0,1,0,1,1,0
Inter.NC_008533.0.1216026.137,0,0,0,0,0,1
Inter.NC_008533.1.1673225.2,1,1,1,0,0,0
Inter.NC_008533.1.310564.223,1,0,0,1,0,0
Inter.NC_008533.1.615390.4,0,0,0,0,0,1
Inter.NC_008533.1.466243.28,0,1,0,1,0,0
ABJ54617.1,33,40,37,47,58,37
Inter.NC_008533.1.1639508.1,0,0,0,1,0,0
Inter.NC_008533.0.772279.0,1,0,1,2,1,2
Inter.NC_008533.1.179084.107,1,0,0,1,0,0
Inter.NC_008533.1.2014755.15,0,0,0,0,0,0
ABJ54914.1,73,42,63,83,66,62
Inter.NC_008533.1.1787543.2,0,1,0,0,0,0
Inter.NC_008533.0.933496.0,5,3,4,0,3,1
Inter.NC_008533.1.1144339.0,1,9,3,2,1,1
ABJ54074.1,19,15,11,20,30,15
Inter.NC_008533.1.1357783.0,0,4,1,1,3,1
Inter.NC_008533.0.1349452.61,0,0,0,0,2,0
Inter.NC_008533.0.1376376.9,0,0,1,0,0,0
Inter.NC_008533.0.487035.1,1,1,0,1,0,0
Inter.NC_008533.0.1504856.50,0,0,0,0,0,0
Inter.NC_008533.0.1678487.39,0,1,0,0,0,0
Inter.NC_008533.0.1349452.185,0,0,0,0,0,0
Inter.NC_008533.0.1540553.19,1,0,0,2,1,1
Inter.NC_008533.0.1750693.81,0,0,0,0,0,0
Inter.NC_008533.1.1533842.0,43,48,39,35,50,33
Inter.NC_008533.1.1005112.66,0,1,0,0,0,0
ABJ53703.1,56,66,42,61,44,35
Inter.NC_008533.1.1395452.6,0,1,0,0,0,0
Inter.NC_008533.1.848842.15,1,0,0,0,0,0
Inter.NC_008533.0.203864.0,78,75,65,69,56,44
Inter.NC_008533.1.949173.375,0,0,0,0,1,0
Inter.NC_008533.1.757283.28,0,0,0,0,0,1
Inter.NC_008533.1.734195.0,0,0,0,0,1,0
Inter.NC_008533.0.74338.6,0,1,0,0,0,1
Inter.NC_008533.0.809280.12,0,1,1,0,0,1
Inter.NC_008533.1.518221.193,1,0,4,2,1,4
Inter.NC_008533.0.443449.1,7,10,6,7,9,3
Inter.NC_008533.1.479581.147,0,0,0,0,0,0
ABJ54090.1,68,72,88,76,68,57
Inter.NC_008533.1.1205965.0,0,0,0,0,0,0
Inter.NC_008533.0.1871234.33,0,0,0,0,0,0
Inter.NC_008533.1.588008.146,0,0,0,0,0,0
ABJ53864.1,3,1,1,1,2,1
Inter.NC_008533.0.997969.8,1,1,5,3,2,0
Inter.NC_008533.1.1770919.0,2,2,2,0,2,1
Inter.NC_008533.0.1106643.76,2,1,0,3,0,1
Inter.NC_008533.0.1558696.27,0,0,0,0,0,0
Inter.NC_008533.1.994457.8,0,0,1,0,1,0
Inter.NC_008533.0.1131731.42,1,0,0,0,0,0
Inter.NC_008533.1.137708.120,0,0,0,0,0,1
Inter.NC_008533.0.1769046.0,0,0,0,0,1,0
Inter.NC_008533.1.448351.84,3,1,0,0,1,2
Inter.NC_008533.0.1650472.4,0,0,0,1,0,0
Inter.NC_008533.0.1540553.16,0,0,1,0,0,0
Inter.NC_008533.1.179084.200,9,4,3,6,4,10
ABJ53841.1,57,74,55,56,72,60
Inter.NC_008533.0.874941.0,3,2,5,0,1,1
Inter.NC_008533.1.779281.1,0,0,0,1,0,0
Inter.NC_008533.1.104786.51,1,0,0,0,0,0
Inter.NC_008533.0.1767281.1,0,0,0,1,0,0
Inter.NC_008533.1.1144339.2,3,1,0,2,0,0
Inter.NC_008533.1.137708.176,1,1,1,0,1,2
Inter.NC_008533.1.218389.99,0,0,0,0,0,0
Inter.NC_008533.1.1290858.34,0,0,0,0,1,0
Inter.NC_008533.0.1469955.16,0,0,1,0,0,0
ABJ55405.1,226,224,196,243,245,233
Inter.NC_008533.1.179084.264,1,0,1,1,0,0
Inter.NC_008533.0.1913475.22,0,0,0,0,0,1
ABJ55085.1,87,85,93,78,73,65
ABJ53965.1,47,72,45,73,45,50
Inter.NC_008533.0.1106643.54,0,1,0,0,0,0
Inter.NC_008533.0.944836.4,0,1,0,0,0,0
Inter.NC_008533.0.863612.0,78,75,75,76,68,78
Inter.NC_008533.0.1709836.1,2,1,0,0,0,0
Inter.NC_008533.1.179084.217,1,2,0,2,3,3
ABJ54260.1,10,7,6,7,5,7
Inter.NC_008533.1.372903.12,1,1,0,1,0,0
Inter.NC_008533.0.2030998.6,1,2,0,1,0,2
Inter.NC_008533.1.113089.127,1,0,0,0,0,0
Inter.NC_008533.0.1790608.1,0,2,0,0,0,0
Inter.NC_008533.0.74338.2,0,0,0,0,0,0
Inter.NC_008533.1.1814824.19,0,0,0,0,1,0
Inter.NC_008533.0.861246.1,0,3,1,0,1,0
Inter.NC_008533.0.1145128.110,1,0,0,0,0,0
Inter.NC_008533.0.683436.1,33,37,31,28,33,22
Inter.NC_008533.1.1878979.41,0,0,1,1,0,0
Inter.NC_008533.0.1376376.65,1,0,0,1,0,1
Inter.NC_008533.0.1331536.31,1,5,4,4,1,3
Inter.NC_008533.0.120060.2,1,2,1,0,1,2
Inter.NC_008533.1.1836187.0,1,0,0,0,0,0
Inter.NC_008533.1.1286983.27,0,0,0,1,1,0
Inter.NC_008533.1.757283.158,0,1,0,0,0,1
Inter.NC_008533.0.823899.0,0,0,0,0,0,0
Inter.NC_008533.1.1028489.111,1,1,0,0,0,0
Inter.NC_008533.0.589038.0,0,1,0,0,0,0
Inter.NC_008533.0.586341.14,1,4,1,7,1,2
Inter.NC_008533.1.31054.28,1,0,1,3,1,1
ABJ54682.1,190,140,107,164,129,172
Inter.NC_008533.0.1889188.0,1,0,0,0,0,0
Inter.NC_008533.0.662009.11,1,0,0,0,0,1
Inter.NC_008533.0.1709836.17,0,1,0,0,0,0
Inter.NC_008533.0.1349452.46,0,0,0,0,0,1
Inter.NC_008533.1.1340401.21,0,0,2,0,3,1
Inter.NC_008533.0.260365.28,0,0,0,0,0,0
Inter.NC_008533.1.1105463.11,0,0,0,0,0,1
Inter.NC_008533.0.1216026.2,0,0,0,0,0,1
Inter.NC_008533.0.1850193.177,0,0,0,0,0,0
Inter.NC_008533.1.372903.59,0,0,0,0,1,0
Inter.NC_008533.0.1376376.0,0,0,0,0,0,0
Inter.NC_008533.0.691983.4,0,0,0,2,0,1
Inter.NC_008533.0.1994815.101,0,0,0,0,0,0
Inter.NC_008533.1.617124.183,0,0,0,0,0,0
Inter.NC_008533.1.1274574.14,0,0,1,3,1,1
Inter.NC_008533.1.1326033.1,36,31,33,26,32,27
Inter.NC_008533.1.479581.15,0,1,0,0,0,0
Inter.NC_008533.0.260365.15,0,0,0,0,0,2
Inter.NC_008533.0.1678487.159,0,0,0,0,0,0
Inter.NC_008533.0.288390.0,0,0,0,0,0,0
Inter.NC_008533.1.343145.21,0,1,0,0,0,0
Inter.NC_008533.0.1145128.1,0,0,0,0,1,0
Inter.NC_008533.0.1770050.42,0,0,0,0,1,0
Inter.NC_008533.1.218389.138,0,0,0,0,0,0
Inter.NC_008533.0.2040500.7,0,0,0,0,0,0
Inter.NC_008533.0.459448.36,0,0,0,1,0,0
rna69,0,0,1,0,0,0
Inter.NC_008533.1.1662045.9,0,0,1,0,0,0
Inter.NC_008533.0.1552680.29,0,0,1,0,0,0
Inter.NC_008533.0.768471.2,3,4,3,1,1,0
Inter.NC_008533.0.1548252.10,0,0,0,0,1,0
Inter.NC_008533.1.848842.63,0,0,0,0,0,1
Inter.NC_008533.0.1106643.102,1,0,0,0,0,0
Inter.NC_008533.0.1246329.74,1,0,0,0,0,1
Inter.NC_008533.1.1315898.0,0,0,1,0,0,0
ABJ53837.1,130,134,111,131,86,103
Inter.NC_008533.0.2016651.85,0,0,1,0,1,0
Inter.NC_008533.0.616043.0,6,8,8,5,8,10
Inter.NC_008533.0.698182.25,8,8,8,7,5,4
Inter.NC_008533.1.1376616.2,7,6,5,8,4,4
Inter.NC_008533.1.1851848.1,1,0,0,6,2,4
Inter.NC_008533.1.247146.47,0,0,0,0,0,0
Inter.NC_008533.0.1258127.81,0,0,0,0,0,0
Inter.NC_008533.1.179084.84,4,4,1,9,5,12
Inter.NC_008533.0.1956770.94,0,0,0,1,0,0
Inter.NC_008533.0.1889188.12,0,0,1,0,0,0
Inter.NC_008533.0.1190379.32,0,0,1,0,0,0
Inter.NC_008533.1.949173.246,0,2,1,0,1,0
Inter.NC_008533.1.1662045.43,0,1,0,0,1,0
Inter.NC_008533.0.1048680.38,0,0,0,1,0,0
Inter.NC_008533.1.639893.78,1,0,1,1,1,0
Inter.NC_008533.1.65525.99,0,0,0,0,0,0
Inter.NC_008533.0.1074071.12,0,0,0,0,0,0
Inter.NC_008533.0.1609823.145,0,0,1,0,0,0
Inter.NC_008533.1.1189670.1,13,13,6,9,14,12
Inter.NC_008533.1.1703113.1,0,0,0,0,1,0
Inter.NC_008533.0.331236.10,0,0,0,0,0,0
Inter.NC_008533.1.518221.116,0,0,0,1,0,0
Inter.NC_008533.1.1811529.17,0,0,0,0,0,1
Inter.NC_008533.0.1145128.125,0,1,0,0,0,0
Inter.NC_008533.0.1045460.0,1,1,0,2,1,2
Inter.NC_008533.0.534549.1,1,1,0,0,0,0
Inter.NC_008533.0.1258127.49,1,0,0,0,0,0
Inter.NC_008533.0.740017.5,4,7,6,2,7,3
Inter.NC_008533.0.800304.9,0,0,1,1,0,0
Inter.NC_008533.1.1862589.0,0,0,0,1,0,0
ABJ54980.1,2,0,0,1,1,1
Inter.NC_008533.0.1598143.76,1,0,0,0,1,0
Inter.NC_008533.1.518221.142,0,0,1,2,0,0
Inter.NC_008533.1.1276691.8,0,1,2,1,4,2
Inter.NC_008533.1.300862.34,0,0,0,0,0,1
Inter.NC_008533.1.1454598.8,0,2,0,3,3,0
Inter.NC_008533.0.1994815.148,1,4,0,2,4,0
Inter.NC_008533.1.479581.236,0,0,1,0,0,0
Inter.NC_008533.1.1568608.0,0,1,2,0,0,0
Inter.NC_008533.0.1122434.29,3,1,1,1,3,0
Inter.NC_008533.0.1084820.99,0,0,0,1,0,0
ABJ55023.1,55,78,67,77,81,62
Inter.NC_008533.1.1082693.0,0,0,0,0,0,0
Inter.NC_008533.0.1479761.112,4,2,3,1,1,2
Inter.NC_008533.1.693148.14,0,0,0,0,0,0
Inter.NC_008533.0.1349452.152,0,0,0,0,0,0
Inter.NC_008533.1.564781.228,0,0,0,2,0,1
Inter.NC_008533.0.1994815.74,1,1,0,0,0,0
Inter.NC_008533.0.127803.3,0,0,1,0,0,0
Inter.NC_008533.1.564781.59,0,0,0,0,1,0
Inter.NC_008533.1.1918554.0,0,0,0,0,1,0
Inter.NC_008533.1.887754.199,0,0,1,0,0,0
Inter.NC_008533.0.1162006.79,0,0,1,1,0,0
Inter.NC_008533.1.1191622.0,1,1,2,1,0,2
Inter.NC_008533.0.243276.18,0,0,1,0,0,0
