,SampleWT,SampleFOS1,SampleFOS4,SampleFOS7,SampleFOS8,,,,,,,,,,,,,,,,,,,,,
SMD_3179,98,112,103,99,75,,,,,,,,,,,,,,,,,,,,,
SMD_3180,109,97,109,101,83,,,,,,,,,,,,,,,,,,,,,
SMD_3181,264,279,299,259,242,,,,,,,,,,,,,,,,,,,,,
SMD_3182,93,75,77,90,56,,,,,,,,,,,,,,,,,,,,,
SMD_3183,21,16,19,21,25,,,,,,,,,,,,,,,,,,,,,
SMD_3184,41,50,40,36,39,,,,,,,,,,,,,,,,,,,,,
SMD_3185,103,118,101,98,111,,,,,,,,,,,,,,,,,,,,,
SMD_3186,34,34,32,36,55,,,,,,,,,,,,,,,,,,,,,
SMD_3187,3,6,3,1,6,,,,,,,,,,,,,,,,,,,,,
SMD_3188,202,198,193,184,229,,,,,,,,,,,,,,,,,,,,,
SMD_3189,96,82,70,88,106,,,,,,,,,,,,,,,,,,,,,
SMD_3190,44,35,31,36,41,,,,,,,,,,,,,,,,,,,,,
SMD_3191,93,81,90,92,91,,,,,,,,,,,,,,,,,,,,,
SMD_3192,16,12,18,16,15,,,,,,,,,,,,,,,,,,,,,
SMD_3193,41,37,47,44,41,,,,,,,,,,,,,,,,,,,,,
SMD_3194,15,13,14,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_3195,18,21,22,21,25,,,,,,,,,,,,,,,,,,,,,
SMD_3196,24,28,19,17,20,,,,,,,,,,,,,,,,,,,,,
SMD_3197,64,66,53,57,57,,,,,,,,,,,,,,,,,,,,,
SMD_3198,9,9,10,10,13,,,,,,,,,,,,,,,,,,,,,
SMD_3199,234,230,224,215,243,,,,,,,,,,,,,,,,,,,,,
SMD_3200,39,44,39,34,38,,,,,,,,,,,,,,,,,,,,,
SMD_3201,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_3202,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_3203,4,3,5,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_3204,9,5,6,9,8,,,,,,,,,,,,,,,,,,,,,
SMD_3205,206,188,257,219,177,,,,,,,,,,,,,,,,,,,,,
SMD_3206,63,62,70,68,55,,,,,,,,,,,,,,,,,,,,,
SMD_3208,242,245,220,210,209,,,,,,,,,,,,,,,,,,,,,
SMD_3209,313,336,354,303,324,,,,,,,,,,,,,,,,,,,,,
SMD_3210,29,34,33,32,33,,,,,,,,,,,,,,,,,,,,,
SMD_3211,42,43,36,52,65,,,,,,,,,,,,,,,,,,,,,
SMD_3212,210,194,215,216,225,,,,,,,,,,,,,,,,,,,,,
SMD_3213,186,199,169,146,154,,,,,,,,,,,,,,,,,,,,,
SMD_3214,166,204,172,160,181,,,,,,,,,,,,,,,,,,,,,
SMD_3215,8,10,5,8,10,,,,,,,,,,,,,,,,,,,,,
SMD_3216,35,54,23,23,32,,,,,,,,,,,,,,,,,,,,,
SMD_3217,5,5,3,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3218,10,13,12,10,10,,,,,,,,,,,,,,,,,,,,,
SMD_3219,12,12,13,14,15,,,,,,,,,,,,,,,,,,,,,
SMD_3220,159,147,177,191,187,,,,,,,,,,,,,,,,,,,,,
SMD_3221,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3222,20,25,23,22,21,,,,,,,,,,,,,,,,,,,,,
SMD_3223,321,488,272,321,352,,,,,,,,,,,,,,,,,,,,,
SMD_3224,901,1192,1069,986,969,,,,,,,,,,,,,,,,,,,,,
SMD_3225,287,305,271,270,318,,,,,,,,,,,,,,,,,,,,,
SMD_3226,21,14,20,15,11,,,,,,,,,,,,,,,,,,,,,
SMD_3227,113,105,118,91,83,,,,,,,,,,,,,,,,,,,,,
SMD_3228,179,165,180,166,149,,,,,,,,,,,,,,,,,,,,,
SMD_3229,178,171,174,161,166,,,,,,,,,,,,,,,,,,,,,
SMD_3230,289,310,310,254,273,,,,,,,,,,,,,,,,,,,,,
SMD_3231,58,56,58,59,68,,,,,,,,,,,,,,,,,,,,,
SMD_3232,123,105,111,127,130,,,,,,,,,,,,,,,,,,,,,
SMD_3235,43,40,42,50,46,,,,,,,,,,,,,,,,,,,,,
SMD_3236,31,21,34,42,38,,,,,,,,,,,,,,,,,,,,,
SMD_3237,59,55,65,71,73,,,,,,,,,,,,,,,,,,,,,
SMD_3238,31,31,31,33,30,,,,,,,,,,,,,,,,,,,,,
SMD_3239,50,54,40,46,44,,,,,,,,,,,,,,,,,,,,,
SMD_3240,137,154,123,113,125,,,,,,,,,,,,,,,,,,,,,
SMD_3241,366,439,341,319,310,,,,,,,,,,,,,,,,,,,,,
SMD_3242,69,68,62,71,73,,,,,,,,,,,,,,,,,,,,,
SMD_3243,41,33,31,42,45,,,,,,,,,,,,,,,,,,,,,
SMD_3244,54,44,46,56,61,,,,,,,,,,,,,,,,,,,,,
SMD_3245,67,59,57,63,70,,,,,,,,,,,,,,,,,,,,,
SMD_3246,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3247,111,89,93,124,131,,,,,,,,,,,,,,,,,,,,,
SMD_3248,92,90,75,87,98,,,,,,,,,,,,,,,,,,,,,
SMD_3249,55,57,47,48,59,,,,,,,,,,,,,,,,,,,,,
SMD_3250,22,15,18,23,27,,,,,,,,,,,,,,,,,,,,,
SMD_3251,106,116,89,99,127,,,,,,,,,,,,,,,,,,,,,
SMD_3252,46,57,43,42,53,,,,,,,,,,,,,,,,,,,,,
SMD_3253,52,49,57,61,58,,,,,,,,,,,,,,,,,,,,,
SMD_3254,408,543,401,411,530,,,,,,,,,,,,,,,,,,,,,
SMD_3255,143,138,133,132,135,,,,,,,,,,,,,,,,,,,,,
SMD_3256,25,15,18,34,33,,,,,,,,,,,,,,,,,,,,,
SMD_3257,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,,
SMD_3258,8,6,7,7,7,,,,,,,,,,,,,,,,,,,,,
SMD_3259,15,17,16,15,13,,,,,,,,,,,,,,,,,,,,,
SMD_3260,32,27,24,28,52,,,,,,,,,,,,,,,,,,,,,
SMD_3261,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,
SMD_3262,8,7,10,11,7,,,,,,,,,,,,,,,,,,,,,
SMD_3263,23,20,17,19,20,,,,,,,,,,,,,,,,,,,,,
SMD_3264,24,23,22,24,22,,,,,,,,,,,,,,,,,,,,,
SMD_3265,25,13,14,13,16,,,,,,,,,,,,,,,,,,,,,
SMD_3266,29,20,19,19,18,,,,,,,,,,,,,,,,,,,,,
SMD_3267,29,25,19,17,17,,,,,,,,,,,,,,,,,,,,,
SMD_3268,12,4,9,11,13,,,,,,,,,,,,,,,,,,,,,
SMD_3269,172,221,168,151,203,,,,,,,,,,,,,,,,,,,,,
SMD_3270,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3271,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3272,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_3273,3,4,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3274,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_3275,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3276,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3277,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3278,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3279,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3280,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3281,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_3282,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_3283,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3284,73,82,77,65,62,,,,,,,,,,,,,,,,,,,,,
SMD_3285,11,11,10,9,8,,,,,,,,,,,,,,,,,,,,,
SMD_3286,10,8,7,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_3287,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3288,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3289,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_3290,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3291,3,4,5,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3292,5,9,4,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_3293,11,9,10,12,11,,,,,,,,,,,,,,,,,,,,,
SMD_3294,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_3295,4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_3296,64,73,53,59,60,,,,,,,,,,,,,,,,,,,,,
SMD_3297,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3298,14,15,17,13,11,,,,,,,,,,,,,,,,,,,,,
SMD_3299,5,7,9,7,7,,,,,,,,,,,,,,,,,,,,,
SMD_3300,2,3,9,5,5,,,,,,,,,,,,,,,,,,,,,
SMD_3301,3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_3302,8,11,13,10,11,,,,,,,,,,,,,,,,,,,,,
SMD_3303,22,27,23,20,21,,,,,,,,,,,,,,,,,,,,,
SMD_3304,20,27,27,16,22,,,,,,,,,,,,,,,,,,,,,
SMD_3305,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3306,121,96,135,140,114,,,,,,,,,,,,,,,,,,,,,
SMD_3307,144,117,159,151,109,,,,,,,,,,,,,,,,,,,,,
SMD_3308,613,645,657,671,621,,,,,,,,,,,,,,,,,,,,,
SMD_3309,2350,2175,2710,2560,2333,,,,,,,,,,,,,,,,,,,,,
SMD_3310,203,260,203,229,247,,,,,,,,,,,,,,,,,,,,,
SMD_3311,158,156,137,145,151,,,,,,,,,,,,,,,,,,,,,
SMD_3312,231,233,190,199,197,,,,,,,,,,,,,,,,,,,,,
SMD_3313,249,276,225,229,236,,,,,,,,,,,,,,,,,,,,,
SMD_3314,198,237,205,190,201,,,,,,,,,,,,,,,,,,,,,
SMD_3315,137,123,145,150,165,,,,,,,,,,,,,,,,,,,,,
SMD_3316,74,69,94,82,68,,,,,,,,,,,,,,,,,,,,,
SMD_3317,117,84,134,140,109,,,,,,,,,,,,,,,,,,,,,
SMD_3318,215,141,238,263,223,,,,,,,,,,,,,,,,,,,,,
SMD_3319,483,475,575,505,397,,,,,,,,,,,,,,,,,,,,,
SMD_3320,71,63,77,78,77,,,,,,,,,,,,,,,,,,,,,
SMD_3321,288,310,311,287,281,,,,,,,,,,,,,,,,,,,,,
SMD_3322,665,735,773,732,662,,,,,,,,,,,,,,,,,,,,,
SMD_3323,234,230,255,237,223,,,,,,,,,,,,,,,,,,,,,
SMD_3324,3,3,3,5,7,,,,,,,,,,,,,,,,,,,,,
SMD_3325,91,86,97,90,119,,,,,,,,,,,,,,,,,,,,,
SMD_3326,33,32,30,33,34,,,,,,,,,,,,,,,,,,,,,
SMD_3327,30,26,25,28,35,,,,,,,,,,,,,,,,,,,,,
SMD_3328,13,11,9,10,14,,,,,,,,,,,,,,,,,,,,,
SMD_3329,154,149,177,164,168,,,,,,,,,,,,,,,,,,,,,
SMD_3330,31,43,23,24,36,,,,,,,,,,,,,,,,,,,,,
SMD_3331,105,110,98,100,111,,,,,,,,,,,,,,,,,,,,,
SMD_3332,17,17,19,22,22,,,,,,,,,,,,,,,,,,,,,
SMD_3333,7,6,9,12,9,,,,,,,,,,,,,,,,,,,,,
SMD_3334,17,14,19,19,18,,,,,,,,,,,,,,,,,,,,,
SMD_3335,191,259,179,197,224,,,,,,,,,,,,,,,,,,,,,
SMD_3336,144,214,105,126,175,,,,,,,,,,,,,,,,,,,,,
SMD_3337,12,14,8,9,12,,,,,,,,,,,,,,,,,,,,,
SMD_3338,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3339,19,19,22,22,22,,,,,,,,,,,,,,,,,,,,,
SMD_3340,12,14,11,11,11,,,,,,,,,,,,,,,,,,,,,
SMD_3341,52,58,36,35,51,,,,,,,,,,,,,,,,,,,,,
SMD_3342,30,31,21,20,34,,,,,,,,,,,,,,,,,,,,,
SMD_3343,25,33,17,20,27,,,,,,,,,,,,,,,,,,,,,
SMD_3344,15,10,14,23,21,,,,,,,,,,,,,,,,,,,,,
SMD_3345,24,25,22,33,27,,,,,,,,,,,,,,,,,,,,,
SMD_3346,28,24,24,36,32,,,,,,,,,,,,,,,,,,,,,
SMD_3347,68,61,67,55,63,,,,,,,,,,,,,,,,,,,,,
SMD_3348,19,9,17,23,24,,,,,,,,,,,,,,,,,,,,,
SMD_3349,44,30,39,60,58,,,,,,,,,,,,,,,,,,,,,
SMD_3350,200,178,215,206,201,,,,,,,,,,,,,,,,,,,,,
SMD_3351,167,200,157,151,160,,,,,,,,,,,,,,,,,,,,,
SMD_3352,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3353,131,126,132,139,150,,,,,,,,,,,,,,,,,,,,,
SMD_3354,1991,2037,2452,2238,2006,,,,,,,,,,,,,,,,,,,,,
SMD_3355,1806,2037,2178,2000,1748,,,,,,,,,,,,,,,,,,,,,
SMD_3356,5,6,4,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_3357,93,98,99,105,100,,,,,,,,,,,,,,,,,,,,,
SMD_3358,69,86,78,66,69,,,,,,,,,,,,,,,,,,,,,
SMD_3359,1046,968,1419,800,567,,,,,,,,,,,,,,,,,,,,,
SMD_3360,121,150,117,110,101,,,,,,,,,,,,,,,,,,,,,
SMD_3361,179,202,168,145,147,,,,,,,,,,,,,,,,,,,,,
SMD_3362,74,62,62,66,71,,,,,,,,,,,,,,,,,,,,,
SMD_3363,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3364,4,7,3,2,4,,,,,,,,,,,,,,,,,,,,,
SMD_3365,137,172,139,115,143,,,,,,,,,,,,,,,,,,,,,
SMD_3366,26,29,24,24,26,,,,,,,,,,,,,,,,,,,,,
SMD_3367,70,85,59,61,67,,,,,,,,,,,,,,,,,,,,,
SMD_3368,147,187,136,137,157,,,,,,,,,,,,,,,,,,,,,
SMD_3369,103,129,97,98,96,,,,,,,,,,,,,,,,,,,,,
SMD_3370,15,19,13,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_3371,42,53,43,39,39,,,,,,,,,,,,,,,,,,,,,
SMD_3372,27,24,29,30,28,,,,,,,,,,,,,,,,,,,,,
SMD_3373,53,56,45,41,39,,,,,,,,,,,,,,,,,,,,,
SMD_3374,66,76,47,49,49,,,,,,,,,,,,,,,,,,,,,
SMD_3375,57,62,47,46,43,,,,,,,,,,,,,,,,,,,,,
SMD_3376,216,227,205,201,225,,,,,,,,,,,,,,,,,,,,,
SMD_3377,106,71,131,174,164,,,,,,,,,,,,,,,,,,,,,
SMD_3378,288,252,308,288,294,,,,,,,,,,,,,,,,,,,,,
SMD_3379,163,131,180,189,200,,,,,,,,,,,,,,,,,,,,,
SMD_3380,83,79,82,78,75,,,,,,,,,,,,,,,,,,,,,
SMD_3381,74,72,86,78,83,,,,,,,,,,,,,,,,,,,,,
SMD_3382,150,140,118,117,160,,,,,,,,,,,,,,,,,,,,,
SMD_3383,46,40,38,50,55,,,,,,,,,,,,,,,,,,,,,
SMD_3384,177,206,197,190,167,,,,,,,,,,,,,,,,,,,,,
SMD_3385,84,90,76,91,104,,,,,,,,,,,,,,,,,,,,,
SMD_3386,9,8,8,8,6,,,,,,,,,,,,,,,,,,,,,
SMD_3387,45,41,47,41,37,,,,,,,,,,,,,,,,,,,,,
SMD_3388,30,26,30,39,39,,,,,,,,,,,,,,,,,,,,,
SMD_3389,62,75,69,63,55,,,,,,,,,,,,,,,,,,,,,
SMD_3390,55,47,53,62,58,,,,,,,,,,,,,,,,,,,,,
SMD_3391,35,30,44,39,38,,,,,,,,,,,,,,,,,,,,,
SMD_3392,21,18,30,27,23,,,,,,,,,,,,,,,,,,,,,
SMD_3393,18,15,20,15,18,,,,,,,,,,,,,,,,,,,,,
SMD_3394,59,38,44,37,67,,,,,,,,,,,,,,,,,,,,,
SMD_3395,4,6,4,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_3396,31,37,25,29,35,,,,,,,,,,,,,,,,,,,,,
SMD_3397,34,55,29,21,38,,,,,,,,,,,,,,,,,,,,,
SMD_3398,38,37,26,29,37,,,,,,,,,,,,,,,,,,,,,
SMD_3399,265,290,301,310,283,,,,,,,,,,,,,,,,,,,,,
SMD_3400,793,949,947,849,836,,,,,,,,,,,,,,,,,,,,,
SMD_3401,141,144,138,125,131,,,,,,,,,,,,,,,,,,,,,
SMD_3402,146,157,170,157,42,,,,,,,,,,,,,,,,,,,,,
SMD_3403,134,138,138,135,108,,,,,,,,,,,,,,,,,,,,,
SMD_3404,45,43,42,45,50,,,,,,,,,,,,,,,,,,,,,
SMD_3405,39,37,35,35,33,,,,,,,,,,,,,,,,,,,,,
SMD_3406,684,893,754,672,699,,,,,,,,,,,,,,,,,,,,,
SMD_3407,5954,6671,4060,3377,5419,,,,,,,,,,,,,,,,,,,,,
SMD_3408,103,86,113,113,105,,,,,,,,,,,,,,,,,,,,,
SMD_3409,145,126,148,147,159,,,,,,,,,,,,,,,,,,,,,
SMD_3410,26,35,13,13,26,,,,,,,,,,,,,,,,,,,,,
SMD_3411,18,30,9,15,19,,,,,,,,,,,,,,,,,,,,,
SMD_3412,9,19,12,16,16,,,,,,,,,,,,,,,,,,,,,
SMD_3413,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3414,36,35,28,31,38,,,,,,,,,,,,,,,,,,,,,
SMD_3415,76,74,75,71,59,,,,,,,,,,,,,,,,,,,,,
SMD_3416,385,366,434,395,342,,,,,,,,,,,,,,,,,,,,,
SMD_3417,107,106,123,106,89,,,,,,,,,,,,,,,,,,,,,
SMD_3418,23,18,21,23,21,,,,,,,,,,,,,,,,,,,,,
SMD_3419,29,20,23,32,27,,,,,,,,,,,,,,,,,,,,,
SMD_3420,31,22,22,31,29,,,,,,,,,,,,,,,,,,,,,
SMD_3421,33,24,22,32,36,,,,,,,,,,,,,,,,,,,,,
SMD_3422,30,26,24,27,35,,,,,,,,,,,,,,,,,,,,,
SMD_3423,77,85,78,83,100,,,,,,,,,,,,,,,,,,,,,
SMD_3424,41,46,46,49,45,,,,,,,,,,,,,,,,,,,,,
SMD_3425,60,65,62,58,61,,,,,,,,,,,,,,,,,,,,,
SMD_3426,59,66,64,67,52,,,,,,,,,,,,,,,,,,,,,
SMD_3427,36,44,37,38,35,,,,,,,,,,,,,,,,,,,,,
SMD_3428,79,93,86,84,65,,,,,,,,,,,,,,,,,,,,,
SMD_3429,85,73,84,86,79,,,,,,,,,,,,,,,,,,,,,
SMD_3430,46,40,48,48,51,,,,,,,,,,,,,,,,,,,,,
SMD_3431,8,9,8,8,6,,,,,,,,,,,,,,,,,,,,,
SMD_3433,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_3435,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3436,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_3437,6,3,6,6,3,,,,,,,,,,,,,,,,,,,,,
SMD_3438,1527,1521,1752,1545,1401,,,,,,,,,,,,,,,,,,,,,
SMD_3439,4426,4179,5510,4926,3299,,,,,,,,,,,,,,,,,,,,,
SMD_3440,240,241,223,232,222,,,,,,,,,,,,,,,,,,,,,
SMD_3441,155,146,164,168,165,,,,,,,,,,,,,,,,,,,,,
SMD_3442,369,333,389,445,421,,,,,,,,,,,,,,,,,,,,,
SMD_3443,122,148,106,114,134,,,,,,,,,,,,,,,,,,,,,
SMD_3444,565,593,629,591,408,,,,,,,,,,,,,,,,,,,,,
SMD_3445,113,113,133,126,112,,,,,,,,,,,,,,,,,,,,,
SMD_3446,28,38,20,19,27,,,,,,,,,,,,,,,,,,,,,
SMD_3447,13,15,10,8,12,,,,,,,,,,,,,,,,,,,,,
SMD_3448,9,11,9,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_3449,32,35,23,26,42,,,,,,,,,,,,,,,,,,,,,
SMD_3450,41,38,18,23,34,,,,,,,,,,,,,,,,,,,,,
SMD_3451,20,17,13,14,17,,,,,,,,,,,,,,,,,,,,,
SMD_3452,45,78,48,53,57,,,,,,,,,,,,,,,,,,,,,
SMD_3453,49,59,37,44,60,,,,,,,,,,,,,,,,,,,,,
SMD_3454,54,49,55,60,55,,,,,,,,,,,,,,,,,,,,,
SMD_3455,91,68,93,100,93,,,,,,,,,,,,,,,,,,,,,
SMD_3456,148,104,151,160,131,,,,,,,,,,,,,,,,,,,,,
SMD_3457,119,91,132,121,103,,,,,,,,,,,,,,,,,,,,,
SMD_3458,94,80,106,103,91,,,,,,,,,,,,,,,,,,,,,
SMD_3459,69,68,53,63,78,,,,,,,,,,,,,,,,,,,,,
SMD_3460,52,54,36,37,55,,,,,,,,,,,,,,,,,,,,,
SMD_3461,79,86,74,73,84,,,,,,,,,,,,,,,,,,,,,
SMD_3462,165,177,158,156,172,,,,,,,,,,,,,,,,,,,,,
SMD_3463,136,136,133,144,148,,,,,,,,,,,,,,,,,,,,,
SMD_3464,198,267,241,192,240,,,,,,,,,,,,,,,,,,,,,
SMD_3465,103,105,111,137,173,,,,,,,,,,,,,,,,,,,,,
SMD_3466,14881,27420,21146,18794,25669,,,,,,,,,,,,,,,,,,,,,
SMD_3467,55,39,45,48,52,,,,,,,,,,,,,,,,,,,,,
SMD_3468,175,181,170,159,140,,,,,,,,,,,,,,,,,,,,,
SMD_3469,180,194,195,179,178,,,,,,,,,,,,,,,,,,,,,
SMD_3470,156,134,184,169,145,,,,,,,,,,,,,,,,,,,,,
SMD_3471,80,93,86,87,91,,,,,,,,,,,,,,,,,,,,,
SMD_3472,133,150,167,125,116,,,,,,,,,,,,,,,,,,,,,
SMD_3473,48,43,45,49,58,,,,,,,,,,,,,,,,,,,,,
SMD_3474,151,159,154,145,152,,,,,,,,,,,,,,,,,,,,,
SMD_3475,31,37,26,15,25,,,,,,,,,,,,,,,,,,,,,
SMD_3476,27,31,23,23,29,,,,,,,,,,,,,,,,,,,,,
SMD_3477,233,267,212,210,271,,,,,,,,,,,,,,,,,,,,,
SMD_3478,37,44,36,33,36,,,,,,,,,,,,,,,,,,,,,
SMD_3479,109,91,125,89,79,,,,,,,,,,,,,,,,,,,,,
SMD_3480,165,142,158,120,119,,,,,,,,,,,,,,,,,,,,,
SMD_3481,49,44,41,43,48,,,,,,,,,,,,,,,,,,,,,
SMD_3482,5,3,6,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_3483,37,45,42,39,37,,,,,,,,,,,,,,,,,,,,,
SMD_3484,48,44,48,51,53,,,,,,,,,,,,,,,,,,,,,
SMD_3485,93,85,94,87,96,,,,,,,,,,,,,,,,,,,,,
SMD_3486,96,103,92,98,109,,,,,,,,,,,,,,,,,,,,,
SMD_3487,100,77,98,110,109,,,,,,,,,,,,,,,,,,,,,
SMD_3488,105,105,93,98,109,,,,,,,,,,,,,,,,,,,,,
SMD_3489,696,803,741,692,761,,,,,,,,,,,,,,,,,,,,,
SMD_3490,50,51,43,47,55,,,,,,,,,,,,,,,,,,,,,
SMD_3491,30,26,19,23,22,,,,,,,,,,,,,,,,,,,,,
SMD_3492,24,28,19,27,33,,,,,,,,,,,,,,,,,,,,,
SMD_3493,11,14,10,9,12,,,,,,,,,,,,,,,,,,,,,
SMD_3494,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_3495,10,7,10,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_3496,9,7,8,11,9,,,,,,,,,,,,,,,,,,,,,
SMD_3497,13,7,12,15,8,,,,,,,,,,,,,,,,,,,,,
SMD_3498,14,15,15,16,14,,,,,,,,,,,,,,,,,,,,,
SMD_3499,119,134,134,133,117,,,,,,,,,,,,,,,,,,,,,
SMD_3500,5,4,7,6,4,,,,,,,,,,,,,,,,,,,,,
SMD_3501,10,7,14,16,9,,,,,,,,,,,,,,,,,,,,,
SMD_3502,12,11,33,30,15,,,,,,,,,,,,,,,,,,,,,
SMD_3503,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3504,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_3505,521,551,632,639,567,,,,,,,,,,,,,,,,,,,,,
SMD_3506,84,72,78,75,76,,,,,,,,,,,,,,,,,,,,,
SMD_3507,30,41,43,42,41,,,,,,,,,,,,,,,,,,,,,
SMD_3508,1769,1986,1993,1968,1807,,,,,,,,,,,,,,,,,,,,,
SMD_3509,141,125,192,178,170,,,,,,,,,,,,,,,,,,,,,
SMD_3510,98,89,105,119,117,,,,,,,,,,,,,,,,,,,,,
SMD_3511,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,
SMD_3512,15,16,17,15,13,,,,,,,,,,,,,,,,,,,,,
SMD_3513,13,11,13,17,10,,,,,,,,,,,,,,,,,,,,,
SMD_3514,26,33,27,28,29,,,,,,,,,,,,,,,,,,,,,
SMD_3515,22,25,30,21,42,,,,,,,,,,,,,,,,,,,,,
SMD_3516,19,23,22,22,23,,,,,,,,,,,,,,,,,,,,,
SMD_3517,9,9,8,10,12,,,,,,,,,,,,,,,,,,,,,
SMD_3518,5,3,6,7,7,,,,,,,,,,,,,,,,,,,,,
SMD_3519,4,3,3,5,5,,,,,,,,,,,,,,,,,,,,,
SMD_3520,13,11,10,10,11,,,,,,,,,,,,,,,,,,,,,
SMD_3521,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,
SMD_3522,13,10,10,12,13,,,,,,,,,,,,,,,,,,,,,
SMD_3523,25,19,20,23,22,,,,,,,,,,,,,,,,,,,,,
SMD_3524,42,39,42,40,44,,,,,,,,,,,,,,,,,,,,,
SMD_3525,6,6,4,4,4,,,,,,,,,,,,,,,,,,,,,
SMD_3526,8,9,7,7,10,,,,,,,,,,,,,,,,,,,,,
SMD_3527,26,31,29,27,25,,,,,,,,,,,,,,,,,,,,,
SMD_3528,20,16,19,21,20,,,,,,,,,,,,,,,,,,,,,
SMD_3529,361,394,335,292,359,,,,,,,,,,,,,,,,,,,,,
SMD_3530,590,621,587,577,553,,,,,,,,,,,,,,,,,,,,,
SMD_3531,484,512,502,485,492,,,,,,,,,,,,,,,,,,,,,
SMD_3532,5,2,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3533,48,43,50,51,52,,,,,,,,,,,,,,,,,,,,,
SMD_3534,108,113,119,112,115,,,,,,,,,,,,,,,,,,,,,
SMD_3535,28,20,27,31,27,,,,,,,,,,,,,,,,,,,,,
SMD_3536,117,91,112,116,119,,,,,,,,,,,,,,,,,,,,,
SMD_3537,504,497,510,435,452,,,,,,,,,,,,,,,,,,,,,
SMD_3538,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3539,55,53,51,47,61,,,,,,,,,,,,,,,,,,,,,
SMD_3540,215,215,242,204,239,,,,,,,,,,,,,,,,,,,,,
SMD_3541,491,548,460,478,456,,,,,,,,,,,,,,,,,,,,,
SMD_3542,13,20,10,16,4,,,,,,,,,,,,,,,,,,,,,
SMD_3543,47,61,45,54,46,,,,,,,,,,,,,,,,,,,,,
SMD_3544,9,9,8,12,9,,,,,,,,,,,,,,,,,,,,,
SMD_3545,57,48,54,61,72,,,,,,,,,,,,,,,,,,,,,
SMD_3546,22,19,23,20,18,,,,,,,,,,,,,,,,,,,,,
SMD_3547,24,18,20,23,22,,,,,,,,,,,,,,,,,,,,,
SMD_3548,53,43,40,47,42,,,,,,,,,,,,,,,,,,,,,
