,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.3520,23,15,23,19,23,47,30
fig|6666666.230262.peg.3521,54,37,56,46,90,108,57
fig|6666666.230262.peg.3522,30,26,45,31,66,84,71
fig|6666666.230262.peg.3523,195,134,147,85,152,219,160
fig|6666666.230262.peg.3524,51,28,57,38,54,100,63
fig|6666666.230262.peg.3525,87,59,131,55,166,188,124
fig|6666666.230262.peg.3526,50,47,69,33,74,105,88
fig|6666666.230262.peg.3527,341,200,318,229,400,592,458
fig|6666666.230262.peg.3528,1708,1333,2854,1513,3969,5104,3336
fig|6666666.230262.peg.3529,507,355,539,366,654,896,680
fig|6666666.230262.peg.353,32,21,27,18,27,38,35
fig|6666666.230262.peg.3530,217,152,322,198,335,435,342
fig|6666666.230262.peg.3531,72,43,93,56,96,145,94
fig|6666666.230262.peg.3532,217,160,370,233,363,592,450
fig|6666666.230262.peg.3533,138,64,118,73,152,222,155
fig|6666666.230262.peg.3534,159,110,278,172,336,456,347
fig|6666666.230262.peg.3535,7,12,11,9,9,27,15
fig|6666666.230262.peg.3536,2,1,2,6,6,7,4
fig|6666666.230262.peg.3537,52,46,84,54,111,139,142
fig|6666666.230262.peg.3538,11,9,20,16,27,35,28
fig|6666666.230262.peg.3539,51,26,78,35,80,123,83
fig|6666666.230262.peg.354,8,10,16,13,27,33,23
fig|6666666.230262.peg.3540,118,96,192,116,263,345,257
fig|6666666.230262.peg.3541,210,128,262,134,252,434,284
fig|6666666.230262.peg.3542,71,51,91,85,129,148,136
fig|6666666.230262.peg.3543,170,122,218,127,220,386,296
fig|6666666.230262.peg.3544,50,45,75,35,58,105,90
fig|6666666.230262.peg.3545,6,1,12,4,12,13,14
fig|6666666.230262.peg.3546,12,9,22,18,36,40,24
fig|6666666.230262.peg.3547,40,10,38,27,55,103,52
fig|6666666.230262.peg.3548,107,63,123,74,109,194,137
fig|6666666.230262.peg.3549,176,156,222,157,276,401,254
fig|6666666.230262.peg.355,77,69,99,66,117,149,118
fig|6666666.230262.peg.3550,17,23,44,36,79,81,47
fig|6666666.230262.peg.3551,140,78,219,134,264,367,278
fig|6666666.230262.peg.3552,208,150,366,186,384,552,355
fig|6666666.230262.peg.3553,19,17,39,21,49,62,64
fig|6666666.230262.peg.3554,140,82,167,93,228,301,256
fig|6666666.230262.peg.3555,20392,13694,17171,9772,12906,18736,16306
fig|6666666.230262.peg.3556,1518,1277,1955,1268,2011,2500,1907
fig|6666666.230262.peg.3557,14,11,10,11,20,20,15
fig|6666666.230262.peg.3558,10,10,11,8,9,29,16
fig|6666666.230262.peg.3559,27,24,36,27,41,63,62
fig|6666666.230262.peg.356,64,41,109,71,110,143,119
fig|6666666.230262.peg.3560,29,30,21,14,34,42,36
fig|6666666.230262.peg.3561,26,14,55,25,53,87,59
fig|6666666.230262.peg.3562,34,17,46,23,37,69,41
fig|6666666.230262.peg.3563,3018,2168,2859,1661,2829,4683,3472
fig|6666666.230262.peg.3564,74,54,116,76,129,226,187
fig|6666666.230262.peg.3565,105,76,141,115,299,448,268
fig|6666666.230262.peg.3566,388,273,390,263,504,649,476
fig|6666666.230262.peg.3567,461,301,713,471,741,1032,837
fig|6666666.230262.peg.3568,70,58,112,64,124,159,109
fig|6666666.230262.peg.3569,236,201,260,140,256,354,281
fig|6666666.230262.peg.357,364,266,441,274,516,683,551
fig|6666666.230262.peg.3570,88,55,117,72,120,154,142
fig|6666666.230262.peg.3571,430,338,605,276,668,833,647
fig|6666666.230262.peg.3572,332,240,202,129,344,451,176
fig|6666666.230262.peg.3573,2757,1952,2667,1730,2708,3493,2852
fig|6666666.230262.peg.3574,1294,1021,1715,912,1821,2562,1956
fig|6666666.230262.peg.3575,305,279,460,266,579,792,477
fig|6666666.230262.peg.3576,1220,851,1303,812,1335,1702,1222
fig|6666666.230262.peg.3577,1532,940,1434,1030,1604,2077,1854
fig|6666666.230262.peg.3578,386,346,643,398,790,1038,701
fig|6666666.230262.peg.3579,60,40,76,38,89,123,72
fig|6666666.230262.peg.358,119,76,181,107,207,268,228
fig|6666666.230262.peg.3580,954,780,1594,921,1657,2026,1565
fig|6666666.230262.peg.3581,154,109,202,123,267,364,270
fig|6666666.230262.peg.3582,671,538,870,480,923,1363,998
fig|6666666.230262.peg.3583,2747,2071,3108,2042,3073,4027,3136
fig|6666666.230262.peg.3584,828,552,1356,756,1466,1622,1384
fig|6666666.230262.peg.3585,1289,1093,1771,941,1675,2099,1883
fig|6666666.230262.peg.3586,307,266,438,263,554,669,460
fig|6666666.230262.peg.3587,546,485,993,486,933,1390,1027
fig|6666666.230262.peg.3588,541,504,875,478,802,1053,825
fig|6666666.230262.peg.3589,138,124,210,131,220,294,284
fig|6666666.230262.peg.359,55,44,75,51,95,145,108
fig|6666666.230262.peg.3590,138,134,338,143,386,517,333
fig|6666666.230262.peg.3591,603,514,820,453,969,1381,902
fig|6666666.230262.peg.3592,187,133,313,146,293,383,299
fig|6666666.230262.peg.3593,184,193,464,269,421,535,347
fig|6666666.230262.peg.3594,458,373,785,473,962,1366,960
fig|6666666.230262.peg.3595,81,70,145,90,182,249,149
fig|6666666.230262.peg.3596,381,285,702,397,674,948,765
fig|6666666.230262.peg.3597,443,382,832,461,937,1194,902
fig|6666666.230262.peg.3598,1510,1173,1732,969,1988,2666,2076
fig|6666666.230262.peg.3599,704,585,1450,741,1245,1718,1423
fig|6666666.230262.peg.36,36,47,51,29,66,101,76
fig|6666666.230262.peg.360,13,5,22,5,18,23,20
fig|6666666.230262.peg.3600,169,90,196,121,234,345,279
fig|6666666.230262.peg.3601,306,224,385,230,423,693,487
fig|6666666.230262.peg.3602,58,44,90,64,89,155,105
fig|6666666.230262.peg.3603,70,53,107,76,155,264,156
fig|6666666.230262.peg.3604,14,9,23,22,39,23,33
fig|6666666.230262.peg.3605,38,21,45,20,52,71,54
fig|6666666.230262.peg.3606,77,58,87,53,108,146,135
fig|6666666.230262.peg.3607,236,159,268,169,310,381,305
fig|6666666.230262.peg.3608,438,363,499,277,570,697,515
fig|6666666.230262.peg.3609,74,68,131,84,172,182,131
fig|6666666.230262.peg.361,141,125,136,97,171,307,200
fig|6666666.230262.peg.3610,55,60,75,68,91,144,103
fig|6666666.230262.peg.3611,42,43,49,53,70,94,78
fig|6666666.230262.peg.3612,15,10,9,7,20,20,21
fig|6666666.230262.peg.3613,136,116,132,79,131,237,208
fig|6666666.230262.peg.3614,19,11,21,14,38,57,45
fig|6666666.230262.peg.3615,11,9,13,10,6,14,15
fig|6666666.230262.peg.3616,101,62,140,64,143,239,186
fig|6666666.230262.peg.3617,155,122,215,134,293,450,291
fig|6666666.230262.peg.3618,791,653,798,416,1027,1635,1326
fig|6666666.230262.peg.3619,204,148,250,167,263,391,333
fig|6666666.230262.peg.362,589,387,547,387,764,968,667
fig|6666666.230262.peg.3620,9362,6866,8571,4860,7544,12293,10942
fig|6666666.230262.peg.3621,170,98,150,73,152,220,159
fig|6666666.230262.peg.3622,161,83,191,142,236,508,370
fig|6666666.230262.peg.3623,232,188,317,220,372,575,459
fig|6666666.230262.peg.3624,7,5,9,2,5,9,4
fig|6666666.230262.peg.3625,128,72,121,90,147,201,136
fig|6666666.230262.peg.3626,172,115,301,171,307,260,218
fig|6666666.230262.peg.3627,150,84,81,52,99,161,110
fig|6666666.230262.peg.3628,295,215,302,195,340,460,391
fig|6666666.230262.peg.3629,22,21,33,17,42,50,39
fig|6666666.230262.peg.363,80,52,86,41,77,114,83
fig|6666666.230262.peg.3630,59,34,108,69,118,205,156
fig|6666666.230262.peg.3631,132,102,159,109,184,275,197
fig|6666666.230262.peg.3632,6,4,7,5,5,9,8
fig|6666666.230262.peg.3633,156,89,205,110,202,277,215
fig|6666666.230262.peg.3634,141,116,200,135,287,357,251
fig|6666666.230262.peg.3635,66,55,128,70,138,211,148
fig|6666666.230262.peg.3636,76,60,110,81,135,183,135
fig|6666666.230262.peg.3637,90,72,173,106,227,283,202
fig|6666666.230262.peg.3638,12,15,23,10,32,42,30
fig|6666666.230262.peg.3639,56,46,78,43,105,156,116
fig|6666666.230262.peg.364,87,77,182,94,186,257,205
fig|6666666.230262.peg.3640,19,16,53,28,43,46,54
fig|6666666.230262.peg.3641,28,19,33,15,49,45,43
fig|6666666.230262.peg.3642,442,296,540,360,615,738,500
fig|6666666.230262.peg.3643,128,71,133,115,174,201,172
fig|6666666.230262.peg.3644,78,47,89,69,109,137,88
fig|6666666.230262.peg.3645,14,3,13,6,9,20,12
fig|6666666.230262.peg.3646,123,102,241,150,273,415,261
fig|6666666.230262.peg.3647,67,48,98,55,110,168,131
fig|6666666.230262.peg.3648,19,25,33,23,34,62,54
fig|6666666.230262.peg.3649,13,7,28,14,38,57,39
fig|6666666.230262.peg.365,69,70,200,124,242,401,281
fig|6666666.230262.peg.3650,171,138,237,143,243,349,252
fig|6666666.230262.peg.3651,44,32,82,48,80,140,110
fig|6666666.230262.peg.3652,14230,11840,26406,13447,26830,32980,27158
fig|6666666.230262.peg.3653,8,5,7,1,9,22,7
fig|6666666.230262.peg.3654,15,16,34,33,46,69,51
fig|6666666.230262.peg.3655,17,21,23,14,25,42,40
fig|6666666.230262.peg.3656,15,6,17,14,23,25,17
fig|6666666.230262.peg.3657,337,312,655,368,722,834,605
fig|6666666.230262.peg.3658,164,110,236,130,225,357,230
fig|6666666.230262.peg.3659,250,167,234,152,251,378,315
fig|6666666.230262.peg.366,90,61,198,113,170,251,191
fig|6666666.230262.peg.3660,18,15,30,11,25,60,30
fig|6666666.230262.peg.3661,7,7,17,11,34,33,28
fig|6666666.230262.peg.3662,86,52,90,53,115,163,133
fig|6666666.230262.peg.3663,33,35,51,37,65,78,76
fig|6666666.230262.peg.3664,208,135,181,110,229,323,209
fig|6666666.230262.peg.3665,112,75,168,105,188,280,185
fig|6666666.230262.peg.3666,85,63,94,69,114,175,107
fig|6666666.230262.peg.3667,38,21,41,25,47,61,46
fig|6666666.230262.peg.3668,13,11,18,17,28,42,18
fig|6666666.230262.peg.3669,46,30,56,34,60,111,66
fig|6666666.230262.peg.367,44,19,47,27,51,94,79
fig|6666666.230262.peg.3670,2,2,3,3,8,9,4
fig|6666666.230262.peg.3671,17,8,33,11,30,43,36
fig|6666666.230262.peg.3672,31,21,66,30,71,80,83
fig|6666666.230262.peg.3673,8,9,26,12,30,38,21
fig|6666666.230262.peg.3674,59,47,54,35,70,79,74
fig|6666666.230262.peg.3675,42,29,56,32,65,102,65
fig|6666666.230262.peg.3676,302,239,494,290,537,681,526
fig|6666666.230262.peg.3677,39,39,61,27,61,110,56
fig|6666666.230262.peg.3678,21,10,45,21,44,75,39
fig|6666666.230262.peg.3679,7,1,1,1,4,7,1
fig|6666666.230262.peg.368,193,117,220,141,227,347,260
fig|6666666.230262.peg.3680,106,71,128,70,133,220,151
fig|6666666.230262.peg.3681,11,10,16,7,25,29,17
fig|6666666.230262.peg.3682,251,136,358,238,403,600,418
fig|6666666.230262.peg.3683,69,42,104,45,125,170,137
fig|6666666.230262.peg.3684,49,36,55,49,75,131,97
fig|6666666.230262.peg.3685,256,198,439,227,433,626,434
fig|6666666.230262.peg.3686,12,8,13,14,13,31,22
fig|6666666.230262.peg.3687,159,136,187,132,208,319,309
fig|6666666.230262.peg.3688,3021,1931,1957,1141,2403,4179,3222
fig|6666666.230262.peg.3689,48,34,90,49,76,117,99
fig|6666666.230262.peg.369,3,2,2,1,1,1,4
fig|6666666.230262.peg.3690,79,50,108,60,108,188,129
fig|6666666.230262.peg.3691,21,21,45,36,80,80,60
fig|6666666.230262.peg.3692,12,5,10,5,14,29,14
fig|6666666.230262.peg.3693,82,76,258,127,190,446,380
fig|6666666.230262.peg.3694,244,200,411,252,403,788,568
fig|6666666.230262.peg.3695,998,941,847,520,869,1338,1085
fig|6666666.230262.peg.3696,55,35,44,25,50,74,66
fig|6666666.230262.peg.3697,11,10,17,14,22,30,23
fig|6666666.230262.peg.3698,10,8,23,11,19,26,31
fig|6666666.230262.peg.3699,167,136,237,138,280,336,275
fig|6666666.230262.peg.37,10,6,6,5,13,18,16
fig|6666666.230262.peg.370,1,0,0,0,1,1,0
fig|6666666.230262.peg.3700,50,33,63,44,72,128,58
fig|6666666.230262.peg.3701,128,79,152,95,196,305,202
fig|6666666.230262.peg.3702,501,294,584,375,697,1002,754
fig|6666666.230262.peg.3703,830,590,1260,736,1263,1823,1362
fig|6666666.230262.peg.3704,692,460,559,363,569,902,624
fig|6666666.230262.peg.3705,176,107,186,125,220,323,211
fig|6666666.230262.peg.3706,0,1,0,0,2,2,2
fig|6666666.230262.peg.3707,19,10,18,18,23,38,21
fig|6666666.230262.peg.3708,97,68,135,88,177,219,174
fig|6666666.230262.peg.3709,39,29,15,20,17,53,35
fig|6666666.230262.peg.371,15,13,11,12,31,43,18
fig|6666666.230262.peg.3710,48,30,65,36,74,81,59
fig|6666666.230262.peg.3711,24,19,50,16,40,59,48
fig|6666666.230262.peg.3712,73,45,78,58,126,143,109
fig|6666666.230262.peg.3713,56,33,51,29,93,102,77
fig|6666666.230262.peg.3714,111,62,90,54,108,178,111
fig|6666666.230262.peg.3715,550,301,317,209,550,580,447
fig|6666666.230262.peg.3716,459,300,402,203,509,813,576
fig|6666666.230262.peg.3717,62,27,47,31,62,97,87
fig|6666666.230262.peg.3718,201,157,155,99,179,227,201
fig|6666666.230262.peg.3719,964,596,866,526,930,1461,1079
fig|6666666.230262.peg.372,28,15,30,18,30,46,32
fig|6666666.230262.peg.3720,130,84,169,98,173,413,338
fig|6666666.230262.peg.3721,94,70,81,62,87,176,117
fig|6666666.230262.peg.3722,22,19,36,28,62,71,51
fig|6666666.230262.peg.3723,175,142,229,165,271,369,286
fig|6666666.230262.peg.3724,41,26,63,25,65,97,47
fig|6666666.230262.peg.3725,51,33,64,47,85,117,88
fig|6666666.230262.peg.3726,50,38,43,25,55,96,56
fig|6666666.230262.peg.3727,23,10,35,20,43,40,33
fig|6666666.230262.peg.3728,99,44,85,61,105,119,124
fig|6666666.230262.peg.3729,28,28,54,37,46,83,67
fig|6666666.230262.peg.373,99,94,165,101,177,278,162
fig|6666666.230262.peg.3730,795,507,787,451,752,975,849
fig|6666666.230262.peg.3731,982,692,1062,585,1292,1735,1262
fig|6666666.230262.peg.3732,226,142,209,120,229,317,236
fig|6666666.230262.peg.3733,150,91,189,135,175,323,222
fig|6666666.230262.peg.3734,131,102,265,182,316,442,333
fig|6666666.230262.peg.3735,22,20,32,13,41,46,43
fig|6666666.230262.peg.3736,44,30,52,40,57,72,50
fig|6666666.230262.peg.3737,429,315,407,283,445,735,534
fig|6666666.230262.peg.3738,23,15,29,17,49,62,45
fig|6666666.230262.peg.3739,122,99,233,154,283,451,371
fig|6666666.230262.peg.374,2204,1900,1489,1044,1755,2084,1428
fig|6666666.230262.peg.3740,109,80,253,160,236,409,299
fig|6666666.230262.peg.3741,54,24,116,62,151,246,167
fig|6666666.230262.peg.3742,134,105,207,130,229,346,273
fig|6666666.230262.peg.3743,20,23,41,13,44,60,40
fig|6666666.230262.peg.3744,111,87,143,97,197,277,196
fig|6666666.230262.peg.3745,100,64,111,65,121,165,127
fig|6666666.230262.peg.3746,43,26,66,30,82,90,70
fig|6666666.230262.peg.3747,15,17,28,24,46,56,47
fig|6666666.230262.peg.3748,17,23,54,25,47,67,50
fig|6666666.230262.peg.3749,58,48,137,74,130,170,135
fig|6666666.230262.peg.375,17,23,28,18,24,38,29
fig|6666666.230262.peg.3750,49,49,122,83,161,176,123
fig|6666666.230262.peg.3751,54,27,46,26,49,93,76
fig|6666666.230262.peg.3752,0,0,4,0,4,1,2
fig|6666666.230262.peg.3753,7,3,2,3,12,15,8
fig|6666666.230262.peg.3754,732,529,696,454,732,969,725
fig|6666666.230262.peg.3755,36,26,57,40,69,99,59
fig|6666666.230262.peg.3756,47,30,64,41,80,121,87
fig|6666666.230262.peg.3757,38,32,61,29,63,84,92
fig|6666666.230262.peg.3758,84,51,132,106,129,203,180
fig|6666666.230262.peg.3759,53,41,68,39,92,112,83
fig|6666666.230262.peg.376,103,55,80,66,94,206,137
fig|6666666.230262.peg.3760,18,20,14,16,14,39,28
fig|6666666.230262.peg.3761,23,7,30,14,26,52,30
fig|6666666.230262.peg.3762,11,4,16,15,18,27,25
fig|6666666.230262.peg.3763,18,12,37,13,40,61,38
fig|6666666.230262.peg.3764,102,61,142,83,159,240,180
fig|6666666.230262.peg.3765,61,49,118,57,122,195,92
fig|6666666.230262.peg.3766,230,165,235,171,259,448,296
fig|6666666.230262.peg.3767,131,73,115,107,157,329,233
fig|6666666.230262.peg.3768,47,45,100,44,108,152,112
fig|6666666.230262.peg.3769,74,50,147,61,149,201,141
fig|6666666.230262.peg.377,31,29,55,32,87,115,78
fig|6666666.230262.peg.3770,39,43,49,33,59,75,57
fig|6666666.230262.peg.3771,47,30,94,50,90,114,105
fig|6666666.230262.peg.3772,611,420,714,422,724,969,748
fig|6666666.230262.peg.3773,65,50,128,78,159,201,158
fig|6666666.230262.peg.3774,127,96,269,174,343,470,311
fig|6666666.230262.peg.3775,171,113,319,158,215,519,290
fig|6666666.230262.peg.3776,129,82,264,124,265,427,338
fig|6666666.230262.peg.3777,110,92,187,126,206,299,199
fig|6666666.230262.peg.3778,126,82,191,104,227,379,237
fig|6666666.230262.peg.3779,2,7,10,4,15,8,9
fig|6666666.230262.peg.378,119,96,167,106,150,236,204
fig|6666666.230262.peg.3780,168,112,222,155,218,387,330
fig|6666666.230262.peg.3781,71,42,115,62,134,178,164
fig|6666666.230262.peg.3782,27,21,50,31,56,109,56
fig|6666666.230262.peg.3783,71,54,89,56,97,148,124
fig|6666666.230262.peg.3784,604,382,607,350,632,1009,745
fig|6666666.230262.peg.3785,0,1,1,0,0,0,0
fig|6666666.230262.peg.3786,25,16,33,22,51,75,54
fig|6666666.230262.peg.3787,103,80,161,85,191,527,381
fig|6666666.230262.peg.3788,14,14,37,16,61,106,92
fig|6666666.230262.peg.3789,72,73,122,78,118,216,159
fig|6666666.230262.peg.379,91,63,134,94,147,212,190
fig|6666666.230262.peg.3790,220,163,387,209,392,592,410
fig|6666666.230262.peg.3791,486,365,396,317,478,607,455
fig|6666666.230262.peg.3792,18,7,18,10,35,44,20
fig|6666666.230262.peg.3793,364,272,668,386,751,1039,711
fig|6666666.230262.peg.3794,380,239,431,252,443,597,448
fig|6666666.230262.peg.3795,24,19,38,17,43,51,40
fig|6666666.230262.peg.3796,22,21,36,26,57,69,34
fig|6666666.230262.peg.3797,373,299,620,368,669,836,714
fig|6666666.230262.peg.3798,94,56,113,52,118,151,129
fig|6666666.230262.peg.3799,26,17,43,24,66,52,42
fig|6666666.230262.peg.38,5,6,23,7,13,24,37
fig|6666666.230262.peg.380,203,149,223,151,253,399,316
fig|6666666.230262.peg.3800,29,28,67,33,74,100,60
fig|6666666.230262.peg.3801,47,55,87,57,101,168,111
fig|6666666.230262.peg.3802,27,24,56,47,65,91,75
fig|6666666.230262.peg.3803,261,176,411,278,481,604,469
fig|6666666.230262.peg.3804,36,33,60,25,97,131,84
fig|6666666.230262.peg.3805,204,164,322,229,350,438,324
fig|6666666.230262.peg.3806,246,168,349,219,383,517,423
fig|6666666.230262.peg.3807,173,105,203,136,229,330,303
fig|6666666.230262.peg.3808,43,26,77,54,75,90,78
fig|6666666.230262.peg.3809,197,132,270,173,330,486,293
fig|6666666.230262.peg.381,369,277,723,438,816,1107,808
fig|6666666.230262.peg.3810,722,458,495,322,538,844,599
fig|6666666.230262.peg.3811,1298,926,1709,971,1765,2637,2081
fig|6666666.230262.peg.3812,77,44,64,35,74,72,44
fig|6666666.230262.peg.3813,10,8,8,4,14,19,9
fig|6666666.230262.peg.3814,330,224,437,265,498,560,469
fig|6666666.230262.peg.3815,37,23,18,11,45,71,36
fig|6666666.230262.peg.3816,4,2,3,6,11,7,9
fig|6666666.230262.peg.3817,66,35,69,54,100,134,91
fig|6666666.230262.peg.3818,183,125,220,131,241,434,285
fig|6666666.230262.peg.3819,542,364,495,283,537,924,723
fig|6666666.230262.peg.382,100,73,315,145,337,541,407
fig|6666666.230262.peg.3820,67,49,73,53,99,161,115
fig|6666666.230262.peg.3821,14,7,16,11,23,37,23
fig|6666666.230262.peg.3822,34,22,57,29,66,78,60
fig|6666666.230262.peg.3823,9,17,50,21,38,70,49
fig|6666666.230262.peg.3824,1,0,5,2,3,11,4
fig|6666666.230262.peg.3825,47,42,88,54,90,143,115
fig|6666666.230262.peg.3826,48,39,75,52,75,147,92
fig|6666666.230262.peg.3827,92,43,93,66,116,149,129
fig|6666666.230262.peg.3828,146,79,187,132,213,255,167
fig|6666666.230262.peg.3829,56,51,112,78,111,140,113
fig|6666666.230262.peg.383,0,5,10,5,9,10,8
fig|6666666.230262.peg.3830,0,0,0,0,0,0,0
fig|6666666.230262.peg.3831,44,19,70,32,72,74,61
fig|6666666.230262.peg.3832,2,1,1,1,3,5,2
fig|6666666.230262.peg.3833,3,0,2,5,10,7,3
fig|6666666.230262.peg.3834,11,12,35,15,40,51,50
fig|6666666.230262.peg.3835,33,26,119,52,124,191,141
fig|6666666.230262.peg.3836,59,41,134,69,155,245,193
fig|6666666.230262.peg.3837,129,124,176,100,214,224,187
fig|6666666.230262.peg.3838,32,26,47,27,64,86,56
fig|6666666.230262.peg.3839,14,10,20,14,20,31,32
fig|6666666.230262.peg.384,40,24,46,34,56,101,79
fig|6666666.230262.peg.3840,20,17,31,11,42,43,27
fig|6666666.230262.peg.3841,62,42,68,44,93,153,120
fig|6666666.230262.peg.3842,17,22,36,24,49,64,51
fig|6666666.230262.peg.3843,45,35,79,44,77,94,81
fig|6666666.230262.peg.3844,41,21,49,36,51,93,58
fig|6666666.230262.peg.3845,20,7,33,16,47,49,31
fig|6666666.230262.peg.3846,96,68,135,71,135,180,174
fig|6666666.230262.peg.3847,81,38,54,40,73,106,95
fig|6666666.230262.peg.3848,22,12,45,24,32,54,35
fig|6666666.230262.peg.3849,0,0,4,4,0,3,1
fig|6666666.230262.peg.385,36,19,60,30,66,87,58
fig|6666666.230262.peg.3850,18,9,18,12,33,26,23
fig|6666666.230262.peg.3851,50,32,76,51,80,121,81
fig|6666666.230262.peg.3852,13,7,10,10,9,13,13
fig|6666666.230262.peg.3853,89,76,178,93,174,258,172
fig|6666666.230262.peg.3854,92,71,148,96,159,219,167
fig|6666666.230262.peg.3855,105,91,119,71,126,158,125
fig|6666666.230262.peg.3856,97,67,133,84,139,193,148
fig|6666666.230262.peg.3857,60,40,63,50,83,99,102
fig|6666666.230262.peg.3858,23,19,40,22,60,76,57
fig|6666666.230262.peg.3859,212,159,248,152,286,423,284
fig|6666666.230262.peg.386,4,0,13,5,13,14,15
fig|6666666.230262.peg.3860,213,165,419,250,411,645,487
fig|6666666.230262.peg.3861,4389,3445,6248,3726,7108,9554,6964
fig|6666666.230262.peg.3862,1160,924,1644,874,1757,2334,1695
fig|6666666.230262.peg.3863,2317,1586,2451,1463,2432,3027,2436
fig|6666666.230262.peg.3864,2351,1867,3417,1985,3686,5180,3764
fig|6666666.230262.peg.3865,1767,1252,2374,1363,2580,3491,2562
fig|6666666.230262.peg.3866,115,70,85,56,83,157,113
fig|6666666.230262.peg.3867,3557,3119,8560,4993,8492,9397,7166
fig|6666666.230262.peg.3868,934,756,1555,844,1675,1991,1391
fig|6666666.230262.peg.3869,892,731,1406,819,1711,2166,1566
fig|6666666.230262.peg.387,106,66,113,61,129,168,121
fig|6666666.230262.peg.3870,2621,1968,3966,2472,4255,4862,3729
