,273_lact_rep1,273_lact_rep2,273_scfm_rep1,273_scfm_rep2,275_lact_rep1,275_lact_rep2,275_scfm_rep1,275_scfm_rep2,K297A_lact_rep1,K297A_lact_rep2,K297A_scfm_rep1,K297A_scfm_rep2
SMLT_RS03380,816,1054,553,593,3308,2356,168,114,321,247,97,72
SMLT_RS03385,1061,1220,677,640,2886,2021,159,107,330,335,135,124
SMLT_RS03390,1362,1842,798,910,3840,3112,236,209,427,395,153,131
SMLT_RS03400,503,575,618,748,410,331,575,259,573,547,668,592
SMLT_RS03405,13186,14533,22852,24630,12661,10838,17786,13365,12725,10618,19881,19233
SMLT_RS03410,7931,7149,945,1587,714,908,315,134,3898,3262,481,421
SMLT_RS03415,10403,11727,12369,15363,11118,9267,10538,6716,10996,8894,11184,11128
SMLT_RS03420,509,614,867,1164,34,20,34,12,992,869,1030,1132
SMLT_RS03435,1832,1417,1343,1300,1130,974,992,296,1910,2163,1654,1295
SMLT_RS03440,773,725,845,1093,240,205,299,86,1482,1498,1167,1276
SMLT_RS03445,115,131,121,171,2,5,3,3,332,325,269,259
SMLT_RS03450,1129,1214,1029,1221,196,160,265,293,2416,1981,1883,1877
SMLT_RS03455,2986,2410,3757,5561,514,633,1108,764,3267,2871,8307,6274
SMLT_RS03460,1752,1472,9900,8638,462,416,591,532,7565,7044,5450,6015
SMLT_RS03465,1168,1228,6654,5874,977,819,946,1077,6309,5397,3636,4323
SMLT_RS03470,1655,1899,2829,3103,1664,1315,2023,1326,2028,1785,2293,2393
SMLT_RS03475,2041,1977,3832,3828,1803,1474,2519,1271,2103,1831,2720,2829
SMLT_RS03480,288,255,697,748,191,193,335,282,363,374,776,794
SMLT_RS03485,62,63,38,38,61,37,36,2,122,136,42,44
SMLT_RS03490,27,21,11,17,23,16,7,2,36,36,17,12
SMLT_RS03500,133,127,54,70,83,74,40,22,309,342,106,118
SMLT_RS03505,98,112,51,36,70,69,31,23,133,105,61,44
SMLT_RS03510,263,220,60,73,107,110,46,26,167,152,54,36
SMLT_RS03515,918,958,1360,1437,848,827,706,361,1114,1041,984,1069
SMLT_RS03520,390,410,578,559,324,297,290,162,539,422,430,473
SMLT_RS03530,4540,5180,4588,5081,5345,4801,4054,3177,5138,3949,2811,3170
SMLT_RS03535,1125,1118,1229,1304,998,1002,1003,1007,978,996,1009,1057
SMLT_RS03540,14701,15389,7031,6463,296,191,90,44,766,687,200,150
SMLT_RS03545,586,744,428,396,777,631,395,128,745,699,371,407
SMLT_RS03555,3385,3177,3096,3454,2908,3719,3709,2311,4513,4593,3066,2772
SMLT_RS03560,743,788,809,836,243,327,254,183,1087,1037,803,768
SMLT_RS03565,4377,4520,4049,4383,2489,3199,2669,1570,5253,5037,3697,3561
SMLT_RS03570,2637,2629,3255,3276,1793,2266,2091,1358,3446,3265,2866,2831
SMLT_RS03575,3218,3171,3764,4257,1949,2453,1788,1329,4522,4244,3619,3713
SMLT_RS03580,2182,2143,3063,3124,1252,1462,1632,921,2054,1976,2565,2564
SMLT_RS03585,1612,1504,2015,2154,1176,1500,1380,747,1677,1623,1917,1815
SMLT_RS03590,1599,1581,1892,2172,1416,1780,1577,1282,1817,1834,1679,2031
SMLT_RS03595,3985,4001,5593,6157,3098,3844,3243,2382,4345,3715,4284,5116
SMLT_RS03600,1929,1980,2457,2781,1431,1946,1575,1159,2171,1849,1895,2346
SMLT_RS03605,1817,1585,1988,2156,1217,1470,1459,931,1722,1522,1647,1991
SMLT_RS03610,5127,4791,5954,6656,3832,4500,3863,3471,4712,3707,3914,4908
SMLT_RS03615,18607,19956,16007,17700,15066,15879,9463,7732,14114,9035,9070,10672
SMLT_RS03620,4694,4648,5471,6267,3113,2902,3875,1940,3293,2786,4003,3632
SMLT_RS03630,14060,19337,9694,9532,21416,20639,5614,3356,14620,15057,6810,7200
SMLT_RS03635,16248,17536,29956,35200,18460,15688,20330,12899,19002,17238,29827,26368
SMLT_RS03640,475,498,464,568,456,477,449,267,1202,1176,576,624
SMLT_RS03645,135,142,181,243,302,318,379,264,238,290,240,231
SMLT_RS03650,177,155,591,589,226,108,148,55,240,189,589,625
SMLT_RS03665,170,209,78,137,121,111,70,33,368,402,142,159
SMLT_RS03670,71,66,25,26,66,81,26,8,173,149,41,62
SMLT_RS03675,462,402,366,349,364,351,305,208,670,575,399,431
SMLT_RS03680,97,88,311,247,86,73,173,98,150,144,120,119
SMLT_RS03685,131,81,396,354,94,87,191,77,172,157,173,162
SMLT_RS03690,31223,37524,61495,58530,18785,15963,29206,21056,19701,17818,44439,45582
SMLT_RS03695,2062,2311,1425,1835,1282,1326,559,410,2490,1930,1165,1534
SMLT_RS03700,1812,2609,710,863,3038,2768,443,338,5472,5433,774,1041
SMLT_RS03705,628,630,380,459,705,531,383,212,694,688,660,591
SMLT_RS03710,14778,19105,16858,16764,33868,22147,8705,5401,12764,10239,14966,15061
SMLT_RS03715,31,35,17,28,17,27,14,5,1234,1416,66,27
SMLT_RS03720,8,6,7,2,21,19,19,3,612,694,20,15
SMLT_RS03725,250,247,155,145,39,29,18,3,465,519,212,211
SMLT_RS03730,510,607,383,501,225,288,232,110,674,546,683,596
SMLT_RS03735,1099,1149,865,1057,175,172,134,60,1247,1026,1488,1268
SMLT_RS03740,683,804,655,862,646,548,624,400,635,570,655,566
SMLT_RS03745,1170,1144,1297,1510,1317,1080,1423,702,1260,1095,1227,1359
SMLT_RS03750,90,54,73,111,40,47,85,49,267,161,441,328
SMLT_RS03755,125,135,113,126,526,429,972,312,163,150,123,119
SMLT_RS03760,15,7,4,2,15,20,17,5,28,17,5,7
SMLT_RS03765,1443,1698,1901,2067,3738,3156,2836,2226,1306,1101,3217,3176
SMLT_RS03770,2137,2174,2893,2747,3972,3122,2359,1718,1233,1046,4059,4112
SMLT_RS03785,53,61,47,36,159,72,63,29,87,107,83,119
SMLT_RS03790,11,8,5,4,18,16,8,8,26,15,11,12
SMLT_RS03800,1428,1547,395,478,655,674,121,73,840,846,232,227
SMLT_RS03805,537,504,116,144,309,344,70,52,293,273,48,66
SMLT_RS03810,1183,1113,381,513,741,647,390,207,579,541,215,166
SMLT_RS03815,6365,6885,9111,10242,27677,18211,6911,4406,9414,8368,6360,4909
SMLT_RS03820,597,637,812,1096,1768,1385,855,562,1004,981,829,598
SMLT_RS03830,792,797,795,786,359,330,392,218,702,568,1002,947
SMLT_RS03835,2266,2276,3195,3013,1450,1194,1358,602,1499,1370,3348,2898
SMLT_RS03840,51,105,42,33,83,72,51,24,98,92,46,68
SMLT_RS03860,1147,1385,638,701,2543,1798,401,342,1121,968,236,308
SMLT_RS03865,323,335,225,296,787,570,175,129,364,320,99,119
SMLT_RS03870,1213,1327,1313,1504,1221,978,1111,567,1226,1188,1164,1057
SMLT_RS03875,2071,2125,2375,2590,1884,1629,1611,842,2191,1789,2115,1841
SMLT_RS03880,640,711,743,785,382,364,352,274,789,706,692,726
SMLT_RS03885,73,105,129,145,21,23,35,18,208,200,169,218
SMLT_RS03890,893,1079,1476,1775,1455,1313,1166,776,1609,1382,1740,1716
SMLT_RS03895,774,870,1041,1228,1115,854,1096,488,1051,861,1410,1213
SMLT_RS03900,1125,1408,1565,1908,1423,1304,1611,1042,1474,1369,1638,1741
SMLT_RS03905,890,1111,1092,1079,1316,1082,682,294,1138,979,1094,1185
SMLT_RS03910,18000,21246,17056,18950,20746,17405,9862,6086,17511,16363,13663,13683
SMLT_RS03915,10567,13188,9394,9963,18559,13663,6181,3648,9788,8049,6631,7215
SMLT_RS03920,461,585,1106,1171,854,547,701,317,1007,876,1012,1064
SMLT_RS03925,313,473,620,645,662,472,812,405,804,738,707,746
SMLT_RS03930,557,706,962,885,1044,743,1257,519,1206,1096,1029,1156
SMLT_RS03935,1697,1703,2589,3151,1603,1448,2514,1374,2141,1976,2235,2088
SMLT_RS03940,1118,1155,1799,2278,1182,1132,1371,1086,1500,1321,1438,1430
SMLT_RS03945,316,354,208,249,702,505,205,135,293,259,250,205
SMLT_RS03950,1164,1290,842,1001,1369,1264,508,396,1113,940,884,1036
SMLT_RS03955,349,360,261,392,405,380,179,124,303,277,317,349
SMLT_RS03965,438,537,461,465,309,299,321,121,354,309,346,496
SMLT_RS03970,6893,7848,9294,9909,5842,4843,5966,4260,4062,3816,6671,7218
SMLT_RS03980,2951,3141,2157,3186,1550,1400,1702,1413,3107,3454,2095,1696
SMLT_RS03995,3942,4547,3958,5184,5119,4565,3627,2689,4046,3532,3478,3189
SMLT_RS04000,2251,2384,1848,2121,3118,2954,2158,1521,2203,1795,1641,1629
SMLT_RS04005,2328,2340,1553,2056,1935,1700,1391,832,2832,2390,1464,1343
SMLT_RS04010,3640,4072,2436,2764,4308,3475,2554,1569,3366,2848,1948,1763
SMLT_RS04015,4693,4894,11009,10000,8414,5442,13833,4901,8350,6692,8389,7583
SMLT_RS04020,606,638,835,995,874,695,854,768,717,700,730,731
SMLT_RS04025,3078,3412,4609,5753,4837,3667,5517,3193,2987,2476,3770,3617
SMLT_RS04035,59,57,43,68,71,51,55,28,97,126,84,100
SMLT_RS04040,691,921,1063,1197,825,682,613,348,1324,1300,1020,992
SMLT_RS04045,1076,1380,1438,1429,1582,1257,878,722,1684,1389,1056,1189
SMLT_RS04050,892,891,1292,1395,933,669,892,447,1167,1142,990,1136
SMLT_RS04055,226,247,292,381,297,228,412,137,380,286,199,274
SMLT_RS04060,3705,4021,3069,4219,3252,3085,1651,1130,4562,3719,4345,4010
SMLT_RS04065,1913,1982,831,1063,2566,2236,982,661,3173,2892,856,770
SMLT_RS04070,1150,992,499,648,463,411,317,198,1217,916,354,348
SMLT_RS04075,352,357,119,151,145,146,87,49,460,325,89,84
SMLT_RS04085,478,461,152,129,444,321,155,33,625,582,219,239
SMLT_RS04090,2514,2809,1240,1466,2728,2124,1111,629,4535,3768,1350,1241
SMLT_RS04095,433,513,407,378,509,537,564,324,502,610,392,375
SMLT_RS04100,2884,3084,2706,2851,3533,3025,2425,1715,2603,2413,2781,2668
SMLT_RS04105,6507,7619,8182,8516,8051,7368,5540,4182,5163,4689,7481,6560
SMLT_RS04110,18900,21374,1670,2027,100583,93001,1585,1083,8063,4482,480,542
SMLT_RS04115,3767,3544,2663,2849,2729,2187,2242,1113,3092,3183,2797,2644
SMLT_RS04120,120,113,110,89,169,160,134,187,260,246,133,141
SMLT_RS04125,560,523,364,428,667,582,431,257,677,752,430,494
SMLT_RS04130,648,684,491,508,706,548,562,238,811,705,542,524
SMLT_RS04135,277,342,239,356,332,259,289,124,391,372,181,269
SMLT_RS04140,459,497,435,515,1786,1221,432,288,524,508,186,215
SMLT_RS04145,790,961,1694,1673,897,870,1058,644,1470,1469,1604,1622
SMLT_RS04150,1063,1321,2664,2793,1365,1040,1851,1422,1907,1726,2555,2249
SMLT_RS04155,1534,1587,2191,2479,1560,1313,2006,1033,2528,2231,2524,2284
SMLT_RS04160,4073,4722,2747,3225,3392,3216,2004,1419,3864,3340,1912,1977
SMLT_RS04165,1592,1930,1135,1464,1472,1629,847,932,1552,1652,743,858
SMLT_RS04180,7772,7726,12559,11437,4963,4113,6768,3527,4182,4138,9501,8853
SMLT_RS04185,12581,11684,24437,24212,9260,7118,21684,9745,7087,6690,30784,30417
SMLT_RS04190,1912,1813,3782,4303,1298,1099,2186,2029,1938,2011,5210,5177
SMLT_RS04195,1781,2097,4904,4996,2481,2066,3589,2769,2349,2262,6146,6091
SMLT_RS04205,27,14,14,25,128,100,75,70,183,171,95,99
SMLT_RS04210,181,244,392,562,729,573,726,472,1149,1158,689,635
SMLT_RS04215,37,50,16,24,42,28,18,4,98,89,27,39
SMLT_RS04220,427,397,156,219,182,194,154,46,929,1036,246,254
SMLT_RS04225,985,907,688,1056,1032,890,1040,560,2658,2256,2438,2238
SMLT_RS04230,811,709,227,292,924,798,447,203,2481,2235,481,514
SMLT_RS04255,174536,176366,302285,292995,168142,131261,223591,144114,139873,131850,274173,249191
SMLT_RS04265,4752,4963,7376,7175,3760,3252,5418,2263,3976,4013,8885,7704
SMLT_RS04270,12148,12465,18691,17077,10169,7873,13909,7571,8738,8691,17752,16187
SMLT_RS04275,40654,38441,54862,58988,37199,28888,44681,27437,25673,23001,49770,55898
SMLT_RS04280,30494,29283,41926,45704,28743,23423,36921,19783,22190,19278,43610,49832
SMLT_RS04285,39376,41045,51537,57675,45582,39105,51961,30569,33190,29408,57173,65811
SMLT_RS04290,27038,25939,30136,36329,26522,21817,31873,12421,18916,15699,38418,37792
SMLT_RS04300,58511,64131,72706,86153,82042,65845,74208,36971,81442,67545,84944,90522
SMLT_RS04305,34603,33842,58030,54253,34326,25293,43178,23700,21138,19397,43099,46744
SMLT_RS04310,33847,33854,57492,57074,30363,22638,36492,15937,21451,19912,48217,49337
SMLT_RS04315,80791,92055,128537,140464,86278,68195,118028,60147,76481,65626,141651,148315
SMLT_RS04320,125092,130246,211965,215897,114951,92212,149175,98227,110261,101160,214384,200862
SMLT_RS04325,41254,44389,51047,52160,44341,39374,47006,21782,31255,29579,50865,52770
SMLT_RS04330,63627,75296,84044,82236,73701,63660,72546,43283,57329,50234,84674,91928
SMLT_RS04335,61724,75550,77841,80857,74365,64366,78061,41728,62877,55253,86897,97870
SMLT_RS04340,16401,20840,22002,22718,20563,18360,22516,8459,16506,13862,24397,26577
SMLT_RS04345,40765,48914,47875,53588,50894,43606,53014,26122,44360,42047,59021,67459
SMLT_RS04350,16873,18591,18023,19709,19388,15915,20029,6671,17750,15649,23682,25164
SMLT_RS04360,44554,48722,46063,50914,54892,44830,54164,22024,51274,45702,60541,65217
SMLT_RS04365,28818,31731,31836,34147,37351,30033,37808,13036,34262,30636,43572,45762
SMLT_RS04370,19180,20129,18263,21720,23265,18828,24463,10007,20383,19073,27563,28806
SMLT_RS04375,29857,31509,29952,32692,33417,25456,33960,12553,31872,27664,41412,42816
SMLT_RS04380,30478,32126,31398,33117,36275,28785,39521,18073,35560,29560,40249,41260
SMLT_RS04385,27793,28068,25959,31294,31668,25172,33371,14257,29944,26337,41351,38101
SMLT_RS04390,57883,60550,59566,64622,66741,52344,66480,25302,64328,54535,87130,79571
SMLT_RS04395,14962,15014,15908,17385,15672,12108,15687,4365,16211,15121,25204,23960
SMLT_RS04400,21472,19135,34103,33255,14666,12051,25512,13717,8091,7388,27373,27525
SMLT_RS04405,29169,25881,41592,42575,19155,15891,32760,18974,13408,11383,38743,39598
SMLT_RS04410,15144,13771,21016,23521,11309,10295,21269,11911,7423,7279,22850,25205
SMLT_RS04415,28096,27684,32459,36280,29761,24641,32960,16448,19514,16469,38430,40204
SMLT_RS04420,5880,5841,6786,7711,6404,5542,6704,3303,4535,3871,8618,8909
SMLT_RS04425,23810,25109,29508,30696,28499,24868,27539,16305,20008,17434,34248,37881
SMLT_RS04430,13456,14104,14737,17418,13663,11091,12331,6113,11036,10237,18142,19103
SMLT_RS04435,32282,39533,43306,40474,42630,37258,32287,20539,28865,27788,32120,37326
SMLT_RS04440,22959,29814,30973,30253,29587,26078,21145,13215,21974,20378,24804,28719
SMLT_RS04445,50492,63898,58434,57517,62261,55728,49268,25172,54674,52545,54212,66572
SMLT_RS04450,40014,49346,46460,48986,47587,41091,40649,23038,49165,45467,49591,56844
SMLT_RS04455,9318,10713,9446,10575,9676,7781,8148,2979,8280,7753,12162,12020
SMLT_RS04460,1317,1363,535,528,1805,1433,667,362,913,923,736,802
SMLT_RS04465,2645,2073,711,1040,857,608,354,181,1098,1064,377,401
SMLT_RS04470,2256,2714,1927,2037,2492,1964,1367,790,2362,2039,1602,1914
SMLT_RS04480,1512,1726,1583,1944,1429,1171,1292,688,1864,1624,1325,1405
SMLT_RS04485,476,592,808,792,316,332,679,331,535,551,1237,1153
SMLT_RS04490,19211,24615,36559,35502,16432,14684,24825,18684,15012,14634,38288,40161
SMLT_RS04500,8088,9279,13143,13167,7962,6022,10737,7623,6077,5150,9349,10706
SMLT_RS04505,15898,17566,34213,37225,13287,10032,26702,15258,12095,8860,24204,23244
SMLT_RS04515,3291,5467,848,1032,3160,2685,958,641,22091,18971,1043,1097
SMLT_RS04520,217,208,210,308,356,348,341,280,1025,665,509,540
SMLT_RS04530,1540,1779,1854,1850,1857,1518,1160,831,1830,1425,1389,1450
SMLT_RS04540,702,913,2795,4373,916,676,576,711,776,701,1559,1955
SMLT_RS04545,193,192,155,169,197,159,176,50,291,218,159,156
SMLT_RS04550,1335,1645,803,1096,1541,1085,660,445,1746,1290,477,475
SMLT_RS04555,316151,301791,422196,420955,393229,262118,348783,178791,246593,192302,217064,181899
SMLT_RS04560,4991,5250,1828,1505,3969,4669,1297,736,2225,1947,1631,1789
SMLT_RS04570,3266,3475,803,931,3031,3417,1562,968,1591,1428,266,330
SMLT_RS04575,3480,4220,5202,5565,3246,2379,2640,1733,2148,1644,4159,3925
SMLT_RS04580,459,519,1752,1804,579,374,2512,1217,1190,1141,3118,3731
SMLT_RS04585,11972,12720,7806,8051,10985,8988,5246,3093,4660,3743,6802,5853
SMLT_RS04590,8482,8850,12443,12833,5722,4315,8387,5831,4868,3451,11007,11485
SMLT_RS04595,1597,2028,1473,1654,1699,1437,1012,918,1572,1547,1223,1495
SMLT_RS04600,1029,1350,1004,1239,1142,1174,691,558,1312,1342,979,1103
SMLT_RS04605,3090,3746,3021,3184,4024,3120,2165,976,2737,2407,1884,2050
SMLT_RS04610,1232,1361,1435,1549,1277,1165,1261,668,1312,1359,1283,1231
SMLT_RS04615,7376,8277,9234,10501,8463,7350,6704,4429,6443,5791,6244,5943
SMLT_RS04620,1400,1484,1872,1832,1082,932,815,480,1267,1376,1299,1295
SMLT_RS04630,5903,6915,663,549,138864,76825,438,242,1148,963,282,308
SMLT_RS04635,2042,2186,2376,2757,2237,1803,1959,991,3595,3364,3018,2855
SMLT_RS04640,10,15,10,5,17,13,2,8,541,609,44,9
SMLT_RS04645,20,16,8,8,39,31,12,2,1458,1453,166,6
SMLT_RS04650,101,85,42,48,169,107,46,6,158,164,74,69
SMLT_RS04655,1514,1706,1192,1549,2536,2226,1108,633,2170,2052,1523,1339
SMLT_RS04660,1267,1949,1128,1263,2365,1524,1060,600,8766,6998,3776,1067
SMLT_RS04665,645,946,620,708,1159,720,854,450,3386,3164,2114,596
SMLT_RS04670,323,1196,302,240,1169,361,350,136,4760,4295,2850,170
SMLT_RS04685,909,935,1008,1108,662,486,552,279,1132,1043,718,759
SMLT_RS04690,9628,11137,27664,27891,9891,7352,23917,14026,10018,8274,21678,19875
SMLT_RS04700,413,475,320,356,1060,955,559,561,987,975,307,368
SMLT_RS04710,3237,3536,3318,2906,4444,3451,3002,1510,4835,4136,3240,2883
SMLT_RS04750,29933,33819,37236,42107,32815,24740,25185,23099,18570,14783,27983,28880
SMLT_RS04755,7450,8096,7918,8427,7760,6217,6514,3801,5046,4347,6950,6640
SMLT_RS04760,22322,25429,24441,26142,35930,27707,29271,17327,28642,26193,25940,24389
SMLT_RS04765,11646,12527,13794,20449,23368,19477,16334,10968,21724,19475,18289,16866
SMLT_RS04770,10451,10466,17861,16033,12535,9618,17925,6690,9479,8366,18130,14536
SMLT_RS04800,11758,13686,13475,12480,11666,9144,10149,6584,7123,6696,13833,13335
SMLT_RS04810,10815,10411,4369,3975,12057,9482,4311,2010,7019,6374,4002,3601
SMLT_RS04815,1149,1226,1200,1253,1192,1034,830,490,1341,1431,959,1092
SMLT_RS04820,1124,1287,1457,1587,1429,1195,1421,1269,1305,1265,1141,1176
SMLT_RS04825,2365,2487,3305,3931,2203,1862,2495,1859,2738,2627,3001,2842
SMLT_RS04830,689,711,568,578,761,657,612,292,959,973,674,650
SMLT_RS04845,1666,1515,1942,1928,1333,1058,2424,1106,1223,1372,1484,1571
SMLT_RS04850,1783,1916,1467,1975,2438,1910,1375,883,3214,2593,1422,1430
SMLT_RS04855,1803,1846,2104,2284,1988,1720,2652,1255,3310,3190,2049,2114
SMLT_RS04860,1088,1015,1429,1751,1300,1111,1381,944,1776,1636,1241,1186
SMLT_RS04865,407,409,419,416,391,372,306,173,740,635,320,379
SMLT_RS04870,384,340,109,122,210,186,153,44,360,463,168,161
