,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424
Bcen_2114,7,5,72,10,76,72,6,26
Bcen_2115,13,8,12,0,27,19,2,8
Bcen_2116,6,3,12,2,126,67,4,33
Bcen_2117,20,10,83,5,233,233,35,56
Bcen_2118,10,12,27,5,73,63,16,15
Bcen_2119,124,31,156,4,209,74,142,40
Bcen_2120,28,28,56,9,68,115,8,25
Bcen_2121,2,7,20,2,36,42,3,18
Bcen_2122,4,9,17,3,40,56,8,20
Bcen_2123,48,47,228,63,590,544,43,193
Bcen_2124,30,18,102,10,213,207,26,66
Bcen_2125,12,10,84,17,96,113,11,34
Bcen_2126,3,2,20,3,49,67,3,20
Bcen_2127,8,4,34,5,43,42,7,11
Bcen_2128,5,8,44,9,172,159,15,57
Bcen_2129,3,4,20,5,110,109,9,25
Bcen_2130,7,13,56,5,201,175,6,38
Bcen_2131,0,12,33,21,87,96,17,42
Bcen_2132,3,8,33,1,84,78,3,18
Bcen_2133,11,6,66,5,174,228,5,45
Bcen_2134,7,20,22,6,117,78,12,32
Bcen_2135,2,15,18,0,110,91,6,33
Bcen_2136,8,29,15,5,49,47,4,29
Bcen_2137,2,3,24,1,151,98,3,23
Bcen_2138,0,1,32,1,85,115,2,27
Bcen_2139,3,14,69,1,222,242,9,56
Bcen_2140,0,3,6,0,30,18,1,8
Bcen_2141,0,2,9,0,35,30,0,15
Bcen_2142,270,27,281,3,359,229,245,53
Bcen_2143,1,2,15,1,172,131,8,18
Bcen_2144,1,2,25,1,85,74,2,24
Bcen_2145,1,5,9,2,37,39,0,10
Bcen_2146,1,5,11,0,108,74,4,16
Bcen_2147,1,8,27,0,261,187,13,57
Bcen_2148,0,4,20,0,130,86,4,17
Bcen_2149,1,1,20,0,103,94,4,26
Bcen_2150,0,7,26,0,320,217,26,46
Bcen_2151,1,3,6,0,127,84,5,9
Bcen_2152,3,3,27,0,213,149,11,31
Bcen_2153,3,5,15,0,107,74,1,21
Bcen_2154,3,6,15,1,70,62,6,26
Bcen_2155,1,2,5,0,38,24,4,12
Bcen_2156,0,2,9,1,24,34,4,11
Bcen_2157,7,8,47,18,89,142,4,28
Bcen_2158,52,123,113,76,308,274,84,169
Bcen_2159,15,34,39,48,73,64,9,34
Bcen_2160,0,8,37,13,86,108,6,29
Bcen_2161,2,1,10,3,107,51,2,12
Bcen_2162,6,4,16,2,70,56,4,13
Bcen_2163,38,15,90,13,60,78,24,27
Bcen_2164,4,9,67,5,155,147,6,45
Bcen_2165,46,21,209,14,354,350,33,109
Bcen_2166,7,24,84,6,162,187,13,46
Bcen_2167,16,9,65,5,141,158,5,33
Bcen_2168,3,4,23,4,97,105,2,33
Bcen_2169,1,3,28,3,101,90,4,28
Bcen_2170,7,4,29,5,73,108,3,16
Bcen_2171,7,13,84,10,300,257,16,88
Bcen_2172,14,11,56,11,148,110,27,38
Bcen_2173,8,8,24,0,79,75,14,23
Bcen_2174,11,11,40,8,89,86,8,26
Bcen_2175,16,15,60,18,87,83,11,29
Bcen_2176,11,10,49,13,107,121,13,41
Bcen_2177,52,241,223,124,171,291,49,157
Bcen_2178,78,193,110,174,134,199,193,161
Bcen_2179,30,36,57,23,55,53,20,33
Bcen_2180,17,32,87,16,121,124,27,38
Bcen_2181,24,23,58,14,153,117,20,81
Bcen_2182,3,11,27,5,91,102,10,27
Bcen_2183,5,8,18,6,172,84,9,29
Bcen_2184,2,7,21,6,128,78,10,33
Bcen_2185,57,66,127,40,278,203,61,108
Bcen_2186,12,17,21,9,104,55,21,24
Bcen_2187,17,29,135,17,73,89,25,41
Bcen_2188,47,21,281,21,125,140,16,46
Bcen_2189,125,12,465,19,115,102,59,36
Bcen_2190,17,7,41,0,83,66,6,17
Bcen_2191,15,12,34,14,145,110,17,51
Bcen_2192,11,19,24,1,36,37,4,17
Bcen_2193,8,13,33,8,52,62,10,23
Bcen_2194,2,5,23,5,85,54,6,17
Bcen_2195,4,4,30,6,134,110,12,40
Bcen_2196,4,5,37,3,92,92,5,15
Bcen_2197,4,12,33,3,138,125,7,51
Bcen_2198,9,7,107,6,213,195,6,41
Bcen_2199,12,26,18,13,47,38,7,28
Bcen_2200,5,14,26,3,44,49,12,42
Bcen_2201,94,48,73,19,114,106,53,52
Bcen_2202,33,9,16,0,37,35,3,4
Bcen_2203,126,23,221,11,227,263,22,54
Bcen_2204,34,18,99,4,144,156,6,41
Bcen_2205,5,1,11,0,23,17,2,7
Bcen_2206,2,7,48,1,373,290,16,67
Bcen_2207,3,26,51,4,171,196,19,39
Bcen_2208,1,12,43,3,128,170,3,35
Bcen_2209,2,10,70,0,449,339,39,68
Bcen_2210,3,8,28,1,122,98,20,28
Bcen_2211,3,14,44,1,143,126,15,41
Bcen_2212,1,5,20,0,76,62,2,21
Bcen_2213,4,18,134,1,379,471,9,99
Bcen_2214,2,7,18,0,211,135,10,38
Bcen_2215,0,4,7,1,111,56,2,11
Bcen_2216,2,4,33,0,111,85,6,24
Bcen_2217,6,4,54,2,136,116,10,25
Bcen_2218,10,8,69,4,125,100,13,23
Bcen_2219,0,3,15,0,47,43,2,9
Bcen_2220,32,13,86,9,121,167,20,34
Bcen_2221,14,14,66,5,251,176,39,50
Bcen_2222,0,5,5,0,33,22,1,10
Bcen_2223,8,6,50,9,111,106,6,28
Bcen_2224,11,13,70,7,141,130,2,41
Bcen_2225,4,13,39,2,152,159,12,36
Bcen_2226,7,10,42,7,83,83,9,20
Bcen_2227,9,12,26,9,115,121,9,28
Bcen_2228,32,26,81,25,125,133,27,45
Bcen_2229,3,6,14,5,37,28,2,14
Bcen_2230,18,29,60,30,82,86,13,48
Bcen_2231,14,16,7,1,13,22,1,6
Bcen_2232,89,52,311,78,244,318,63,86
Bcen_2233,113,53,225,49,206,200,43,79
Bcen_2234,9,32,60,32,72,77,15,45
Bcen_2235,3,6,21,4,123,86,9,25
Bcen_2236,0,1,13,0,111,69,4,18
Bcen_2237,1,18,10,2,101,50,1,24
Bcen_2238,3,6,11,1,76,48,3,15
Bcen_2239,4,7,33,5,149,93,12,27
Bcen_2240,109,31,123,26,123,100,32,24
Bcen_2241,28,4,18,4,31,18,11,13
Bcen_2242,33,11,29,3,65,35,15,25
Bcen_2243,33,20,57,14,126,95,22,41
Bcen_2244,47,26,185,61,210,246,45,88
Bcen_2245,8,7,20,1,119,85,7,33
Bcen_2246,30,42,111,12,226,207,35,89
Bcen_2247,12,4,26,8,39,49,5,17
Bcen_2248,6,3,39,2,80,79,2,23
Bcen_2249,8,8,62,21,137,135,12,45
Bcen_2250,22,24,103,23,180,195,25,75
Bcen_2251,1,117,54,555,172,281,7,399
Bcen_2252,0,77,17,114,19,73,2,136
Bcen_2253,22,18,16,6,34,34,3,31
Bcen_2254,1,6,18,2,180,111,3,27
Bcen_2255,0,3,15,2,61,47,4,12
Bcen_2256,19,9,36,8,65,71,10,24
Bcen_2257,1,11,36,1,227,153,7,54
Bcen_2258,1,7,45,3,332,224,7,61
Bcen_2259,6,8,78,4,133,157,5,46
Bcen_2260,0,6,48,0,202,222,5,57
Bcen_2261,0,0,13,0,43,47,1,14
Bcen_2262,0,5,30,1,217,154,5,27
Bcen_2263,1,4,18,0,183,108,4,26
Bcen_2264,1,8,42,0,145,142,5,36
Bcen_2265,3,10,45,0,316,267,9,41
Bcen_2266,3,2,23,1,91,84,2,23
Bcen_2267,3,19,41,0,275,203,5,46
Bcen_2268,0,9,45,0,218,168,5,51
Bcen_2269,2,5,24,0,178,136,4,32
Bcen_2270,0,1,26,0,143,116,2,29
Bcen_2271,0,5,33,0,150,120,2,33
Bcen_2272,30,33,109,32,152,169,22,45
Bcen_2273,12,17,52,14,90,93,6,34
Bcen_2274,1,2,16,0,43,32,1,10
Bcen_2275,6,10,32,2,107,110,5,37
Bcen_2276,20,9,70,14,44,50,9,17
Bcen_2277,38,16,109,16,147,139,40,42
Bcen_2278,52,19,107,11,210,198,30,58
Bcen_2279,6,51,185,100,420,591,16,246
Bcen_2280,3,6,39,2,93,79,5,19
Bcen_2281,2,3,17,2,38,54,3,12
Bcen_2282,0,5,14,1,163,113,5,40
Bcen_2283,3,7,12,2,97,55,7,16
Bcen_2284,4,8,29,11,125,111,11,38
Bcen_2285,3,8,38,2,101,101,10,38
Bcen_2286,2,11,65,4,200,187,17,40
Bcen_2287,1,6,95,1,235,308,11,48
Bcen_2288,1,0,8,0,144,72,7,12
Bcen_2289,0,0,4,1,28,28,1,6
Bcen_2290,3,5,13,3,182,106,19,19
Bcen_2291,2,5,12,2,132,95,11,28
Bcen_2292,2,3,2,0,27,11,1,6
Bcen_2293,4,6,52,2,39,60,7,16
Bcen_2294,62,31,183,44,182,137,54,35
Bcen_2295,1,8,43,3,172,110,8,39
Bcen_2296,4,19,17,8,86,68,17,12
Bcen_2297,8,13,35,2,114,86,10,37
Bcen_2298,16,7,57,2,147,169,20,37
Bcen_2299,9,10,40,1,125,110,14,33
Bcen_2300,1,11,24,0,171,125,4,42
Bcen_2301,118,223,55,24,54,38,11,43
Bcen_2302,13,15,78,10,150,100,15,42
Bcen_2303,21,33,203,26,293,390,40,84
Bcen_2304,31,18,40,24,117,92,53,64
Bcen_2305,49,14,133,15,275,250,41,69
Bcen_2306,48,18,53,8,148,89,27,32
Bcen_2307,46,23,81,22,89,72,30,32
Bcen_2308,3,4,21,2,99,61,9,20
Bcen_2309,12,30,116,25,240,242,28,75
Bcen_2310,3,10,44,1,291,213,23,62
Bcen_2311,4,5,38,1,128,119,7,44
Bcen_2312,25,28,186,21,195,341,20,59
Bcen_2313,10,9,31,4,93,106,19,36
Bcen_2314,4,3,19,4,91,85,15,23
Bcen_2315,5,6,14,2,57,34,3,22
Bcen_2316,9,60,51,41,198,198,10,107
Bcen_2317,4,13,51,8,242,182,26,53
Bcen_2318,1,5,39,2,182,151,20,22
Bcen_2319,0,5,22,2,102,76,12,16
Bcen_2320,17,5,49,11,144,133,13,41
Bcen_2321,0,9,20,3,88,60,7,23
Bcen_2322,1,5,12,4,57,49,7,26
Bcen_2323,4,19,34,22,62,72,3,28
Bcen_2324,0,28,28,26,169,148,7,88
Bcen_2325,3,13,67,8,282,254,9,64
Bcen_2326,53,11,183,3,594,481,82,111
Bcen_2327,0,1,19,0,28,59,0,7
Bcen_2328,0,3,26,0,61,77,2,20
Bcen_2329,5,5,21,2,83,61,7,32
Bcen_2330,2,10,42,2,136,118,8,38
Bcen_2331,3,27,42,4,125,139,9,31
Bcen_2332,0,8,14,2,132,101,7,30
Bcen_2333,0,10,23,1,59,74,8,18
Bcen_2334,0,1,13,2,30,32,4,11
Bcen_2335,7,7,12,1,145,96,8,27
Bcen_2336,0,1,19,1,197,105,7,32
Bcen_2337,0,1,15,0,98,80,1,14
Bcen_2338,2,7,36,2,159,105,9,36
Bcen_2339,0,4,37,0,331,233,9,73
Bcen_2340,0,3,16,0,155,102,5,28
Bcen_2341,0,4,10,0,94,104,2,20
Bcen_2342,0,2,9,0,85,45,0,8
Bcen_2343,0,7,11,0,108,58,5,7
Bcen_2344,2,5,28,3,191,141,18,28
Bcen_2345,5,13,29,1,141,92,14,27
Bcen_2346,0,4,15,2,71,65,5,24
Bcen_2347,0,3,4,0,23,11,1,10
Bcen_2348,0,4,57,2,105,138,2,35
Bcen_2349,2,11,13,1,50,60,2,11
Bcen_2350,4,21,33,1,154,123,9,42
Bcen_2351,10,14,51,5,144,102,4,31
Bcen_2353,34,91,92,26,153,106,13,60
Bcen_2354,6,27,76,4,167,208,10,39
Bcen_2355,4,14,3,0,53,29,4,19
Bcen_2356,2,16,31,5,151,131,5,33
Bcen_2357,1,9,53,3,256,198,9,44
Bcen_2358,3,27,20,12,115,96,3,62
Bcen_2359,7,12,36,22,148,108,10,78
Bcen_2360,4,5,10,7,97,66,11,40
Bcen_2361,36,52,27,13,37,65,9,33
Bcen_2362,2,12,9,3,27,21,4,19
Bcen_2363,5,12,35,4,196,161,26,29
Bcen_2364,3,4,6,0,125,49,12,12
Bcen_2365,1,6,9,2,46,30,3,12
Bcen_2366,12,6,83,11,125,146,21,45
Bcen_2367,32,15,110,9,223,150,27,55
Bcen_2368,23,7,140,12,260,210,32,66
Bcen_2369,6,4,38,4,41,55,6,13
Bcen_2370,6,6,37,10,34,53,2,15
Bcen_2371,4,4,19,2,65,46,5,16
Bcen_2372,2,1,8,0,35,18,2,11
Bcen_2373,1,5,42,2,123,102,10,18
Bcen_2374,4,5,36,4,37,56,4,8
Bcen_2375,3,3,7,0,26,31,4,6
Bcen_2376,3,11,58,2,205,157,24,56
Bcen_2377,2,3,32,8,67,96,1,15
Bcen_2378,2,10,16,41,36,65,2,40
Bcen_2379,0,3,5,4,105,81,4,12
Bcen_2380,0,5,59,13,195,274,9,41
Bcen_2381,0,8,79,17,244,304,12,58
Bcen_2382,1,9,44,30,104,172,4,50
Bcen_2383,1,4,32,8,160,127,6,48
Bcen_2384,0,3,57,9,141,174,1,22
Bcen_2385,1,4,49,8,104,150,3,26
Bcen_2386,0,18,61,26,207,212,3,60
Bcen_2387,0,3,17,1,199,126,2,37
Bcen_2389,2,7,33,4,82,99,3,21
Bcen_2390,14,29,18,3,51,45,7,14
Bcen_2391,14,44,65,3,59,77,9,16
Bcen_2392,4,17,64,10,183,144,15,59
Bcen_2393,2,35,5,5,22,19,0,35
Bcen_2394,64,79,112,25,187,169,29,42
Bcen_2395,1,3,26,3,103,72,1,19
Bcen_2396,0,1,19,1,99,69,3,21
Bcen_2397,1,7,21,3,81,70,4,12
Bcen_2398,2,3,28,0,127,89,8,23
Bcen_2399,2,9,40,3,219,145,6,50
Bcen_2400,32,39,78,40,159,167,29,43
Bcen_2401,32,59,153,30,352,257,69,81
Bcen_2402,15,23,23,6,115,103,9,37
Bcen_2403,12,12,34,10,150,111,18,38
Bcen_2404,7,16,61,6,218,167,31,46
Bcen_2405,21,16,49,11,85,97,26,22
Bcen_2406,76,57,106,55,167,171,57,46
Bcen_2407,26,50,88,24,127,130,57,37
Bcen_2408,126,100,148,75,271,237,178,105
Bcen_2409,29,54,53,25,127,110,36,46
Bcen_2410,17,31,48,17,80,62,37,26
Bcen_2411,6,29,24,7,74,49,11,28
Bcen_2412,4,8,6,2,104,63,13,13
Bcen_2413,19,114,22,18,35,40,13,32
Bcen_2414,30,71,39,10,74,61,11,23
Bcen_2415,1,17,84,2,263,207,4,53
Bcen_2416,1,4,25,2,84,80,4,9
Bcen_2417,2,3,45,6,251,166,12,44
Bcen_2418,2,6,22,5,58,62,6,15
Bcen_2419,4,7,28,3,134,117,8,23
Bcen_2420,44,27,162,22,338,280,59,96
Bcen_2421,17,15,18,5,103,57,12,19
Bcen_2422,14,13,52,11,74,121,4,37
Bcen_2423,1,8,8,0,81,45,2,19
Bcen_2424,4,8,22,5,136,96,9,21
Bcen_2425,2,8,24,8,134,93,3,27
Bcen_2426,3,10,18,1,144,94,4,19
Bcen_2427,18,10,47,7,144,96,20,50
Bcen_2428,9,9,42,8,146,124,8,36
Bcen_2429,6,3,42,2,136,113,7,34
Bcen_2430,10,9,48,5,118,121,15,39
Bcen_2431,103,105,269,135,267,340,100,106
Bcen_2432,1,19,65,15,186,178,6,52
Bcen_2433,7,14,9,6,48,49,1,20
Bcen_2434,4,25,30,7,212,135,17,48
Bcen_2435,26,117,41,31,154,165,9,76
Bcen_2436,0,6,12,0,90,75,6,24
Bcen_2437,7,10,31,5,60,51,4,23
Bcen_2438,1,13,21,6,127,110,7,31
Bcen_2439,28,22,145,21,99,142,40,40
Bcen_2440,10,36,16,10,116,68,17,35
Bcen_2441,6,35,23,12,84,85,7,31
Bcen_2442,7,11,64,0,194,172,9,46
Bcen_2443,1,8,51,0,140,107,5,25
Bcen_2444,0,4,43,1,109,66,21,31
Bcen_2445,1,5,11,0,45,31,1,13
Bcen_2446,3,16,15,2,180,80,12,12
Bcen_2447,3,11,11,9,31,40,6,12
Bcen_2448,10,20,17,16,47,57,15,14
Bcen_2449,13,10,8,0,38,30,8,7
Bcen_2450,16,55,44,4,220,180,30,63
Bcen_2451,12,22,71,29,151,210,29,47
Bcen_2452,2,5,13,4,108,41,17,30
Bcen_2453,2,16,34,13,219,136,30,64
Bcen_2454,4,13,12,5,93,54,9,40
Bcen_2455,9,33,23,4,209,116,16,48
Bcen_2456,2,23,44,2,251,157,8,57
Bcen_2457,10,17,18,1,31,17,1,15
Bcen_2458,1,23,76,8,268,214,11,59
Bcen_2459,8,14,39,6,125,126,11,46
Bcen_2460,11,10,33,5,48,26,28,12
Bcen_2461,0,6,27,0,124,94,2,32
Bcen_2462,0,16,6,11,36,46,2,26
Bcen_2463,11,15,59,13,176,130,28,47
Bcen_2464,1,4,9,3,18,30,2,12
Bcen_2465,10,8,33,6,107,92,14,32
Bcen_2466,11,9,21,2,56,32,6,15
Bcen_2467,23,48,177,93,151,202,31,88
Bcen_2468,5,6,51,5,91,105,10,35
Bcen_2469,0,3,9,1,36,46,2,12
Bcen_2470,0,3,10,1,22,27,0,11
Bcen_2471,9,10,42,7,113,122,15,37
Bcen_2472,12,11,26,6,140,80,9,16
Bcen_2473,4,7,23,4,152,84,3,33
Bcen_2474,0,1,50,2,183,136,2,34
Bcen_2475,55,47,177,38,159,206,27,44
Bcen_2476,61,53,144,28,78,78,25,37
Bcen_2477,49,19,69,13,77,59,41,30
Bcen_2478,66,17,138,33,179,136,70,72
Bcen_2479,24,11,33,3,87,69,28,33
Bcen_2480,3,14,38,1,227,116,16,48
Bcen_2481,4,6,2,0,38,24,1,4
Bcen_2482,27,36,126,77,123,159,23,45
Bcen_2483,12,20,28,5,120,83,9,26
Bcen_2484,13,16,31,4,77,64,4,24
Bcen_2485,4,8,64,4,199,164,8,50
Bcen_2486,3,7,48,2,118,134,1,23
Bcen_2487,4,15,86,8,227,181,11,53
Bcen_2488,4,3,28,2,145,107,18,44
Bcen_2489,2,7,34,7,146,98,4,23
Bcen_2490,1,65,56,54,101,161,7,44
Bcen_2491,18,8,49,12,88,129,16,18
Bcen_2492,17,9,60,6,133,107,30,31
Bcen_2493,35,14,155,5,217,205,49,45
Bcen_2494,18,5,92,5,289,241,29,54
Bcen_2495,7,3,19,1,35,27,8,12
Bcen_2496,37,21,102,28,150,139,19,37
Bcen_2497,7,11,46,3,137,141,8,43
Bcen_2498,2,6,32,1,68,66,4,15
Bcen_2499,6,15,110,1,272,236,9,51
Bcen_2500,2,12,57,4,156,160,6,31
Bcen_2501,1,12,15,3,113,95,5,30
Bcen_2502,0,15,16,1,127,77,2,29
Bcen_2503,3,4,29,4,45,49,4,12
Bcen_2504,6,10,50,2,68,79,3,21
Bcen_2505,1,5,51,0,88,114,9,28
Bcen_2506,16,10,24,6,73,66,12,19
Bcen_2507,14,24,104,7,332,315,17,105
Bcen_2508,1,6,31,5,81,89,6,25
Bcen_2509,7,5,33,3,260,131,15,59
Bcen_2510,36,16,56,6,127,95,21,32
Bcen_2511,6,7,31,1,100,104,5,22
Bcen_2512,6,7,41,4,177,93,13,35
Bcen_2513,17,12,50,7,95,54,23,23
Bcen_2514,4,5,19,1,221,112,9,26
Bcen_2515,4,26,23,1,51,36,3,16
Bcen_2516,8,35,106,8,229,368,15,96
Bcen_2517,83,73,218,41,280,347,53,80
Bcen_2518,28,46,145,67,238,137,55,154
Bcen_2519,12,16,67,1,144,153,7,39
Bcen_2520,0,5,25,4,132,104,7,31
Bcen_2521,1,4,34,1,55,80,3,12
Bcen_2522,10,14,46,5,163,129,17,36
Bcen_2523,2,5,20,0,77,69,4,15
Bcen_2524,2,5,29,0,106,116,5,29
Bcen_2525,0,5,22,2,160,99,5,21
Bcen_2526,0,5,22,0,90,53,2,18
Bcen_2527,0,11,38,1,108,110,3,26
Bcen_2528,2,19,57,4,160,203,5,52
Bcen_2529,3,57,68,6,191,172,4,30
Bcen_2530,3,9,51,1,191,171,5,45
Bcen_2531,10,16,38,20,95,73,7,43
Bcen_2532,1,11,77,5,271,278,5,75
Bcen_2533,0,4,23,0,141,140,2,29
Bcen_2534,1,14,49,0,217,184,8,56
Bcen_2535,0,0,9,2,75,55,2,15
Bcen_2536,5,20,86,12,226,211,10,64
Bcen_2537,2,8,5,0,52,40,0,12
Bcen_2538,0,7,19,1,162,95,11,25
Bcen_2539,2,7,22,2,182,125,10,43
Bcen_2540,1,8,18,0,58,47,6,13
Bcen_2541,3,4,8,1,69,74,3,13
Bcen_2542,2,40,31,1,30,47,4,12
Bcen_2543,1,10,36,1,77,82,7,13
Bcen_2544,5,14,21,2,27,18,3,35
Bcen_2545,3,16,11,1,51,40,1,15
Bcen_2546,3,19,39,3,254,194,6,56
Bcen_2547,4,15,46,7,193,170,9,43
Bcen_2548,9,5,32,0,54,53,4,15
Bcen_2549,46,19,206,13,232,237,25,63
Bcen_2550,5,6,29,0,34,46,1,14
Bcen_2551,12,6,60,5,80,43,6,13
Bcen_2552,37,10,76,7,30,20,14,13
Bcen_2553,12,16,98,21,214,170,11,91
Bcen_2554,115,42,279,81,221,188,111,94
Bcen_2555,100,44,371,73,404,397,66,141
Bcen_2556,4,28,173,7,550,787,16,147
Bcen_2557,2,15,136,7,349,557,10,102
Bcen_2558,0,2,16,0,8,21,1,5
Bcen_2559,0,0,11,0,16,27,0,13
Bcen_2560,0,2,8,0,26,41,1,9
Bcen_2561,58,17,73,10,93,131,24,26
Bcen_2562,275,7,321,6,466,224,261,70
Bcen_2563,67,7,168,0,270,164,150,41
Bcen_2564,41,4,78,0,165,103,67,31
Bcen_2565,20,3,52,0,68,56,32,11
Bcen_2566,21,9,86,0,163,163,55,37
Bcen_2567,13,10,40,6,158,158,17,32
Bcen_2568,8,8,29,5,58,59,10,22
Bcen_2569,8,10,39,9,91,95,12,23
Bcen_2570,6,73,17,7,84,74,6,43
Bcen_2571,31,28,143,14,178,210,43,38
Bcen_2572,19,5,97,9,66,113,14,25
Bcen_2573,26,10,98,10,126,142,24,33
Bcen_2574,17,12,57,10,121,97,24,23
Bcen_2575,9,12,22,7,95,53,13,29
Bcen_2576,6,14,20,3,124,77,11,28
Bcen_2577,3,4,33,1,92,113,2,22
Bcen_2578,5,17,93,14,225,265,26,63
Bcen_2579,48,28,82,14,101,84,38,57
Bcen_2580,5,10,38,5,184,149,7,42
Bcen_2581,24,10,124,19,100,133,22,39
Bcen_2582,0,6,27,0,135,137,7,52
Bcen_2583,0,6,42,0,134,172,4,49
Bcen_2584,1,2,6,1,43,27,3,14
Bcen_2585,0,6,21,0,188,110,7,19
Bcen_2586,1,6,21,0,129,96,7,27
Bcen_2587,26,26,131,18,299,270,27,61
Bcen_2588,3,6,32,9,85,97,11,21
Bcen_2589,5,4,27,1,71,57,6,26
Bcen_2590,16,16,73,11,266,206,29,57
Bcen_2591,5,5,6,2,36,36,5,7
Bcen_2592,0,4,19,1,66,81,2,23
Bcen_2593,57,38,94,20,182,190,17,79
Bcen_2594,6,51,185,100,420,591,16,246
Bcen_2595,12,9,49,6,161,130,5,29
Bcen_2596,4,5,15,1,146,77,6,26
Bcen_2597,33,24,26,9,33,62,10,9
Bcen_2598,4,10,25,6,70,69,7,35
Bcen_2599,3,5,21,2,94,79,8,19
Bcen_2601,13,15,120,19,161,301,21,49
Bcen_2602,36,13,555,54,34,32,15,37
Bcen_2603,7,5,35,1,128,115,8,34
Bcen_2604,29,20,36,9,111,78,24,40
Bcen_2605,0,9,31,1,152,123,3,48
Bcen_2606,4,7,24,4,87,90,7,31
Bcen_2607,3,10,25,2,72,102,9,16
Bcen_2608,5,9,33,4,108,152,4,39
Bcen_2609,4,16,21,2,130,109,4,28
Bcen_2610,5,67,11,7,20,22,3,19
Bcen_2611,0,1,16,3,56,55,2,14
Bcen_2612,4,1,7,1,40,35,0,8
Bcen_2613,24,13,108,7,230,330,16,59
Bcen_2614,2,4,15,0,147,96,4,16
Bcen_2615,0,5,26,3,144,114,2,25
Bcen_2616,0,1,6,0,23,23,0,11
Bcen_2617,1,11,32,8,169,163,10,48
Bcen_2618,31,50,25,17,152,113,19,60
Bcen_2619,15,41,68,29,111,131,13,24
Bcen_2620,54,54,251,45,542,490,78,149
Bcen_2621,29,14,66,5,136,93,37,49
Bcen_2622,24,25,55,10,80,129,29,25
Bcen_2623,6,7,49,5,56,107,4,13
Bcen_2624,7,7,77,6,84,153,0,33
Bcen_2625,1,6,21,3,29,53,1,6
Bcen_2626,48,34,209,22,238,417,50,78
Bcen_2627,19,16,123,14,124,215,14,45
Bcen_2628,13,9,100,10,101,178,13,32
Bcen_2629,23,16,105,20,147,201,27,48
Bcen_2630,58,31,194,30,323,389,65,95
Bcen_2631,24,13,73,9,167,130,48,59
Bcen_2632,46,33,104,12,279,251,51,70
Bcen_2633,20,10,40,7,101,105,14,35
Bcen_2634,8,13,32,9,186,114,18,41
Bcen_2635,12,24,119,18,241,230,38,76
Bcen_2636,20,31,59,18,60,60,22,26
Bcen_2637,178,104,903,246,692,154,204,109
Bcen_2638,285,232,864,307,1526,377,539,219
Bcen_2639,104,68,181,73,113,82,75,51
Bcen_2640,40,57,39,18,102,63,35,33
Bcen_2641,8,16,42,7,68,99,7,26
Bcen_2642,26,36,89,22,210,189,31,62
Bcen_2643,23,13,66,13,101,115,20,30
Bcen_2644,3,1,19,5,41,47,1,9
Bcen_2645,25,17,45,4,56,76,6,8
Bcen_2646,58,47,139,23,214,339,38,69
Bcen_2647,41,31,239,29,320,503,48,95
Bcen_2648,55,43,127,16,340,374,42,117
Bcen_2649,5,22,22,11,111,112,11,31
Bcen_2650,0,3,13,3,31,46,3,10
Bcen_2651,53,17,113,43,80,113,33,26
Bcen_2652,60,32,104,24,123,231,31,32
Bcen_2653,30,64,106,23,176,398,17,79
Bcen_2654,8,35,106,8,230,368,15,96
Bcen_2655,9,15,40,4,100,115,10,27
Bcen_2656,8,9,26,2,64,82,8,25
Bcen_2657,4,8,31,1,47,76,3,19
Bcen_2658,3,4,37,3,83,156,7,34
Bcen_2659,1,1,8,0,20,40,2,9
Bcen_2660,2,12,27,4,59,122,7,24
Bcen_2661,0,13,40,2,81,184,5,24
Bcen_2662,12,14,49,9,62,63,9,26
Bcen_2663,47,36,108,41,87,154,25,48
Bcen_2664,11,33,52,23,107,99,32,60
Bcen_2665,20,92,101,33,168,290,41,53
Bcen_2666,31,70,32,9,58,79,17,26
Bcen_2667,12,9,48,8,82,98,13,35
Bcen_2668,14,34,72,25,187,166,15,58
Bcen_2669,5,16,50,8,111,140,8,26
Bcen_2670,27,13,36,10,77,55,14,27
Bcen_2671,10,13,34,13,41,33,7,18
Bcen_2672,8,11,29,7,47,21,6,13
Bcen_2673,20,9,60,5,94,72,17,15
Bcen_2674,5,6,15,4,32,46,5,24
Bcen_2675,11,12,35,2,62,62,7,23
Bcen_2676,11,17,34,6,108,80,17,30
Bcen_2677,24,36,67,21,71,100,15,24
Bcen_2678,4,12,19,2,98,68,4,31
Bcen_2679,0,4,43,12,68,87,7,24
Bcen_2680,5,12,51,14,81,100,2,26
Bcen_2681,9,10,24,4,161,88,7,29
Bcen_2682,15,10,62,5,224,172,21,39
Bcen_2683,7,4,34,2,101,103,5,22
Bcen_2684,11,5,95,4,176,188,13,57
Bcen_2685,4,1,19,2,37,42,3,11
Bcen_2686,4,6,47,3,66,92,12,19
Bcen_2687,4,8,57,5,120,93,7,34
Bcen_2688,5,11,8,5,34,24,9,8
Bcen_2689,89,71,127,25,113,99,22,42
Bcen_2690,31,37,91,14,125,132,28,33
Bcen_2691,5,13,40,3,50,65,3,11
Bcen_2692,3,10,44,4,104,101,10,23
Bcen_2693,9,9,60,6,99,108,7,40
Bcen_2694,3,6,28,1,149,77,18,13
Bcen_2695,9,0,53,4,163,125,18,28
Bcen_2696,3,1,5,0,24,18,4,8
