gene,control-0,control-1,control-2,sample-0,sample-1,sample-2
BCAL2901,0,0,0,0,0,0
BCAL2914,0,0,0,0,0,0
BCALr2960,0,0,0,0,0,0
BCAL2971a,0,0,0,0,0,0
BCALr2990,0,0,0,0,0,0
BCALr2994,0,0,0,0,0,0
BCALr3009a,0,0,0,0,0,0
BCALr3009b,0,0,0,0,0,0
BCALr3009c,0,0,0,0,0,0
BCALr3016,0,0,0,0,0,0
BCALr3075,0,0,0,0,0,0
BCAL3126b,0,0,0,0,0,0
BCAL3157,0,0,0,0,0,0
BCALr3205,0,0,0,0,0,0
BCAL3208,0,0,0,0,0,0
"BCAL3236,BCAL3237",0,0,0,0,0,0
BCAL3238,0,0,0,0,0,0
BCAL3259,0,0,0,0,0,0
"BCAL3293,BCAL3294",0,0,0,0,0,0
BCAL3295,0,0,0,0,0,0
BCAL3324,0,0,0,0,0,0
BCAL3341,0,0,0,0,0,0
BCALr3443,0,0,0,0,0,0
BCAL3446,0,0,0,0,0,0
BCALr3484,0,0,0,0,0,0
BCALr0075A,0,0,0,0,0,0
BCALr0075B,0,0,0,0,0,0
BCAL0083a,0,0,0,0,0,0
BCAL0092,0,0,0,0,0,0
BCAL0096,0,0,0,0,0,0
BCAL0098,0,0,0,0,0,0
"BCAL0099,BCAL0100,BCAL0101",0,0,0,0,0,0
BCAL0106,0,0,0,0,0,0
BCAL0107,0,0,0,0,0,0
"BCAL0166,BCAL0167",0,0,0,0,0,0
BCAL0355,0,0,0,0,0,0
BCAL0416,0,0,0,0,0,0
QU43_RS38736,0,0,0,0,0,0
BCALr0457,0,0,0,0,0,0
BCAL0573,0,0,0,0,0,0
BCAL0615,0,0,0,0,0,0
BCAL0634,0,0,0,0,0,0
BCAL0661,0,0,0,0,0,0
BCAL0692,0,0,0,0,0,0
BCAL0844,0,0,0,0,0,0
BCAL0918,0,0,0,0,0,0
BCALr0949,0,0,0,0,0,0
BCAL0970,0,0,0,0,0,0
BCALr0970a,0,0,0,0,0,0
BCALr0970b,0,0,0,0,0,0
BCAL0971,0,0,0,0,0,0
"BCAL0977,BCAL0978",0,0,0,0,0,0
BCAL0979,0,0,0,0,0,0
BCAL0980,0,0,0,0,0,0
"BCAL0987,BCAL0988",0,0,0,0,0,0
BCAL1011,0,0,0,0,0,0
BCAL1013,0,0,0,0,0,0
BCAL1022,0,0,0,0,0,0
BCAL1023,0,0,0,0,0,0
BCAL1026,0,0,0,0,0,0
BCALr1104,0,0,0,0,0,0
BCAL1113,0,0,0,0,0,0
BCAL1115,0,0,0,0,0,0
BCAL1133,0,0,0,0,0,0
BCAL1171,0,0,0,0,0,0
BCAL1173,0,0,0,0,0,0
"BCAL1174,BCAL1175",0,0,0,0,0,0
BCALr1279,0,0,0,0,0,0
"BCAL1306,BCAL1307",0,0,0,0,0,0
BCAL1313,0,0,0,0,0,0
BCAL1322,0,0,0,0,0,0
BCAL1326,0,0,0,0,0,0
BCAL1376,0,0,0,0,0,0
BCAL1489,0,0,0,0,0,0
BCALr1551a,0,0,0,0,0,0
BCALr1551b,0,0,0,0,0,0
BCALr1552,0,0,0,0,0,0
BCALr1614,0,0,0,0,0,0
BCAL1682,0,0,0,0,0,0
BCAL1683,0,0,0,0,0,0
BCAL1686,0,0,0,0,0,0
BCALr1708,0,0,0,0,0,0
BCALr1726,0,0,0,0,0,0
BCAL1757,0,0,0,0,0,0
BCAL1764,0,0,0,0,0,0
BCAL1766,0,0,0,0,0,0
BCAL1789,0,0,0,0,0,0
BCALr1899,0,0,0,0,0,0
BCAL1908,0,0,0,0,0,0
BCAL1913,0,0,0,0,0,0
BCAL1923,0,0,0,0,0,0
BCAL1986,0,0,0,0,0,0
BCALr1993a,0,0,0,0,0,0
BCALr1993b,0,0,0,0,0,0
BCALr2006,0,0,0,0,0,0
BCAL2035A,0,0,0,0,0,0
BCAL2041,0,0,0,0,0,0
BCAL2064,0,0,0,0,0,0
BCALr2125a,0,0,0,0,0,0
BCALr2125b,0,0,0,0,0,0
BCALr2125c,0,0,0,0,0,0
BCALr2125d,0,0,0,0,0,0
BCALr2125e,0,0,0,0,0,0
BCALr2125f,0,0,0,0,0,0
BCALr2125g,0,0,0,0,0,0
BCALr2145,0,0,0,0,0,0
BCAL2216,0,0,0,0,0,0
"BCAL2217,BCAL2218",0,0,0,0,0,0
BCALr2219,0,0,0,0,0,0
QU43_RS48101,0,0,0,0,0,0
BCALr2231c,0,0,0,0,0,0
BCALr2311d,0,0,0,0,0,0
BCALr2344,0,0,0,0,0,0
BCAL2414,0,0,0,0,0,0
BCAL2426,0,0,0,0,0,0
BCAL2475a,0,0,0,0,0,0
BCAL2476,0,0,0,0,0,0
BCAL2476c,0,0,0,0,0,0
BCAL2476a,0,0,0,0,0,0
BCAL2477,0,0,0,0,0,0
"BCAL2482,BCAL2483",0,0,0,0,0,0
"BCAL2484,BCAL2485,BCAL2486",0,0,0,0,0,0
BCAL2487,0,0,0,0,0,0
BCAL2488,0,0,0,0,0,0
BCAL2489,0,0,0,0,0,0
BCAL2499,0,0,0,0,0,0
BCAL2500,0,0,0,0,0,0
"BCAL2501,BCAL2502",0,0,0,0,0,0
BCAL2503,0,0,0,0,0,0
BCAL2504,0,0,0,0,0,0
BCAL2505,0,0,0,0,0,0
BCAL2506,0,0,0,0,0,0
BCAL2516,0,0,0,0,0,0
BCAL2517,0,0,0,0,0,0
BCAL2518,0,0,0,0,0,0
BCAL2523,0,0,0,0,0,0
BCAL2523A,0,0,0,0,0,0
BCAL2525,0,0,0,0,0,0
BCAL2526a,0,0,0,0,0,0
BCAL2529,0,0,0,0,0,0
BCAL2535A,0,0,0,0,0,0
BCAL2536A,0,0,0,0,0,0
BCAL2538,0,0,0,0,0,0
BCAL2539,0,0,0,0,0,0
BCAL2540,0,0,0,0,0,0
BCAL2553,0,0,0,0,0,0
"BCAL2554,BCAL2555",0,0,0,0,0,0
"BCAL2557,BCAL2558,BCAL2559",0,0,0,0,0,0
BCAL2560,0,0,0,0,0,0
BCAL2562,0,0,0,0,0,0
BCAL2563,0,0,0,0,0,0
BCAL2564,0,0,0,0,0,0
BCAL2568,0,0,0,0,0,0
BCAL2577,0,0,0,0,0,0
BCAL2578,0,0,0,0,0,0
BCAL2583,0,0,0,0,0,0
BCAL2586,0,0,0,0,0,0
BCAL2589,0,0,0,0,0,0
BCAL2596,0,0,0,0,0,0
BCAL2597,0,0,0,0,0,0
BCAL2598,0,0,0,0,0,0
BCAL2599,0,0,0,0,0,0
BCAL2600,0,0,0,0,0,0
BCAL2619,0,0,0,0,0,0
BCALr2665,0,0,0,0,0,0
BCAL2746A,0,0,0,0,0,0
BCAL2756,0,0,0,0,0,0
BCAL2794,0,0,0,0,0,0
BCAL2801,0,0,0,0,0,0
BCAL2802,0,0,0,0,0,0
BCAL2845,0,0,0,0,0,0
BCAL2851,0,0,0,0,0,0
BCAL2852,0,0,0,0,0,0
BCALr2852a,0,0,0,0,0,0
BCALr2852b,0,0,0,0,0,0
BCALr2852c,0,0,0,0,0,0
BCALr2852d,0,0,0,0,0,0
BCAL2860,0,0,0,0,0,0
BCAL2861,0,0,0,0,0,0
BCAL2865,0,0,0,0,0,0
BCAL2866,0,0,0,0,0,0
BCAL2872,0,0,0,0,0,0
BCAL2873,0,0,0,0,0,0
BCAL2876,0,0,0,0,0,0
BCAL2877,0,0,0,0,0,0
BCAL2878,0,0,0,0,0,0
BCAL2880,0,0,0,0,0,0
"BCAL2885,BCAL2886",0,0,0,0,0,0
BCAL2894,0,0,0,0,0,0
BCAL2895,0,0,0,0,0,0
BCAL2897,0,0,0,0,0,0
QU43_RS51716,0,0,0,0,0,0
BCALr3029,0,0,0,0,0,0
"BCAL3045,BCAL3046",0,0,0,0,0,0
BCAL3148,0,0,0,0,0,0
BCAL3186,0,0,0,0,0,0
QU43_RS53446,0,0,0,0,0,0
BCALr3349,0,0,0,0,0,0
BCAL3484,0,0,0,0,0,0
BCAM0109,0,0,0,0,0,0
BCAM0115,0,0,0,0,0,0
BCAM0121,0,0,0,0,0,0
BCAM0122,0,0,0,0,0,0
BCAM0124,0,0,0,0,0,0
BCAM0137,0,0,0,0,0,0
BCAM0213,0,0,0,0,0,0
BCAM0214,0,0,0,0,0,0
"BCAM0229,BCAM0230A",0,0,0,0,0,0
BCAM0232,0,0,0,0,0,0
"BCAM0246,BCAM0247",0,0,0,0,0,0
BCAM0248,0,0,0,0,0,0
BCAM0391,0,0,0,0,0,0
BCAM0418,0,0,0,0,0,0
BCAM0420,0,0,0,0,0,0
BCAM0421,0,0,0,0,0,0
BCAM0426,0,0,0,0,0,0
BCAM0444,0,0,0,0,0,0
"BCAM0445,BCAM0446",0,0,0,0,0,0
BCAM0448,0,0,0,0,0,0
"BCAM0449,BCAM0450",0,0,0,0,0,0
BCAM0495a,0,0,0,0,0,0
BCAM0525A,0,0,0,0,0,0
BCAM0537,0,0,0,0,0,0
BCAM0559,0,0,0,0,0,0
BCAM0582A,0,0,0,0,0,0
BCAM0596,0,0,0,0,0,0
BCAM0636,0,0,0,0,0,0
BCAM0662,0,0,0,0,0,0
BCAM0664,0,0,0,0,0,0
BCAM0681,0,0,0,0,0,0
BCAM0703,0,0,0,0,0,0
BCAM0704,0,0,0,0,0,0
BCAM0705,0,0,0,0,0,0
BCAM0719,0,0,0,0,0,0
BCAM0733,0,0,0,0,0,0
BCAM0741,0,0,0,0,0,0
BCAM0750,0,0,0,0,0,0
BCAM0772,0,0,0,0,0,0
BCAM0808,0,0,0,0,0,0
BCAMr0918,0,0,0,0,0,0
BCAM0956,0,0,0,0,0,0
BCAM0982,0,0,0,0,0,0
BCAM0983A,0,0,0,0,0,0
BCAMr1023,0,0,0,0,0,0
BCAM1104,0,0,0,0,0,0
BCAM1159,0,0,0,0,0,0
BCAM1171,0,0,0,0,0,0
BCAM1185,0,0,0,0,0,0
BCAM1252,0,0,0,0,0,0
BCAM1271,0,0,0,0,0,0
BCAM1278,0,0,0,0,0,0
BCAM1374,0,0,0,0,0,0
BCAM1406,0,0,0,0,0,0
BCAM1512,0,0,0,0,0,0
BCAM1543B,0,0,0,0,0,0
BCAM1578,0,0,0,0,0,0
BCAM1586,0,0,0,0,0,0
BCAMr1592,0,0,0,0,0,0
BCAM1610,0,0,0,0,0,0
BCAM1613,0,0,0,0,0,0
BCAM1649,0,0,0,0,0,0
BCAM1654,0,0,0,0,0,0
BCAM1663a,0,0,0,0,0,0
BCAM1689,0,0,0,0,0,0
BCAM1876A,0,0,0,0,0,0
BCAM1878A,0,0,0,0,0,0
BCAM1894,0,0,0,0,0,0
BCAM1895A,0,0,0,0,0,0
BCAM1896,0,0,0,0,0,0
BCAM1902,0,0,0,0,0,0
BCAM1903,0,0,0,0,0,0
BCAM1906,0,0,0,0,0,0
BCAM1910,0,0,0,0,0,0
BCAM1915,0,0,0,0,0,0
BCAM1925,0,0,0,0,0,0
BCAM1950,0,0,0,0,0,0
BCAM1983,0,0,0,0,0,0
BCAM1986,0,0,0,0,0,0
BCAM2010,0,0,0,0,0,0
"BCAM2032,BCAM2033",0,0,0,0,0,0
BCAM2040,0,0,0,0,0,0
BCAM2062,0,0,0,0,0,0
BCAM2215,0,0,0,0,0,0
BCAMr2218,0,0,0,0,0,0
QU43_RS65806,0,0,0,0,0,0
BCAM2488,0,0,0,0,0,0
BCAM2567,0,0,0,0,0,0
BCAM2602,0,0,0,0,0,0
BCAM2629,0,0,0,0,0,0
BCAM2630,0,0,0,0,0,0
BCAM2696,0,0,0,0,0,0
BCAM0096,0,0,0,0,0,0
BCAM0101,0,0,0,0,0,0
BCAM0375,0,0,0,0,0,0
BCAM0430,0,0,0,0,0,0
BCAMr0437,0,0,0,0,0,0
BCAM0494,0,0,0,0,0,0
"BCAM0521,BCAM0522",0,0,0,0,0,0
BCAM0550,0,0,0,0,0,0
BCAM0646,0,0,0,0,0,0
BCAM0716,0,0,0,0,0,0
BCAMr0727,0,0,0,0,0,0
BCAM0792,0,0,0,0,0,0
BCAM0793,0,0,0,0,0,0
BCAM0833,0,0,0,0,0,0
BCAM0865,0,0,0,0,0,0
BCAM0927,0,0,0,0,0,0
BCAM0980,0,0,0,0,0,0
BCAM1049,0,0,0,0,0,0
BCAM1053,0,0,0,0,0,0
BCAM1138,0,0,0,0,0,0
BCAM1150,0,0,0,0,0,0
BCAM1183,0,0,0,0,0,0
BCAM1385,0,0,0,0,0,0
BCAM1386,0,0,0,0,0,0
BCAM1416,0,0,0,0,0,0
BCAM1425,0,0,0,0,0,0
BCAM1444,0,0,0,0,0,0
BCAM1445,0,0,0,0,0,0
BCAM1527,0,0,0,0,0,0
BCAM1531,0,0,0,0,0,0
BCAM1565,0,0,0,0,0,0
BCAM1577A,0,0,0,0,0,0
BCAM1583,0,0,0,0,0,0
BCAM1585,0,0,0,0,0,0
BCAM1605,0,0,0,0,0,0
BCAM1636,0,0,0,0,0,0
BCAM1637,0,0,0,0,0,0
BCAM1642,0,0,0,0,0,0
BCAM1644,0,0,0,0,0,0
BCAM1656,0,0,0,0,0,0
BCAM1662,0,0,0,0,0,0
BCAM1701,0,0,0,0,0,0
BCAM1702,0,0,0,0,0,0
BCAM1758,0,0,0,0,0,0
BCAM1780A,0,0,0,0,0,0
BCAM1791,0,0,0,0,0,0
BCAM1806,0,0,0,0,0,0
BCAM1930,0,0,0,0,0,0
BCAM1952,0,0,0,0,0,0
BCAM1953,0,0,0,0,0,0
BCAM1959,0,0,0,0,0,0
BCAM2026,0,0,0,0,0,0
QU43_RS64696,0,0,0,0,0,0
"BCAM2102,BCAM2103",0,0,0,0,0,0
"BCAM2256,BCAM2257",0,0,0,0,0,0
BCAM2299,0,0,0,0,0,0
BCAM2400a,0,0,0,0,0,0
BCAM2429a,0,0,0,0,0,0
BCAM2466,0,0,0,0,0,0
BCAMr2491c,0,0,0,0,0,0
BCAMr2491d,0,0,0,0,0,0
BCAM2497,0,0,0,0,0,0
BCAM2521,0,0,0,0,0,0
BCAM2525,0,0,0,0,0,0
BCAM2543,0,0,0,0,0,0
BCAM2606,0,0,0,0,0,0
"BCAM2636,BCAM2637",0,0,0,0,0,0
BCAM2672,0,0,0,0,0,0
BCAM2731,0,0,0,0,0,0
BCAM2733,0,0,0,0,0,0
BCAM2789,0,0,0,0,0,0
BCAM2790,0,0,0,0,0,0
BCAS0025,0,0,0,0,0,0
"BCAS0032,BCAS0033",0,0,0,0,0,0
BCAS0038,0,0,0,0,0,0
BCAS0040,0,0,0,0,0,0
BCAS0053,0,0,0,0,0,0
BCAS0066A,0,0,0,0,0,0
BCAS0071,0,0,0,0,0,0
BCAS0100,0,0,0,0,0,0
BCAS0233,0,0,0,0,0,0
BCASr0269B,0,0,0,0,0,0
BCAS0298,0,0,0,0,0,0
BCAS0300,0,0,0,0,0,0
BCAS0301,0,0,0,0,0,0
BCAS0302,0,0,0,0,0,0
BCAS0305,0,0,0,0,0,0
BCAS0309,0,0,0,0,0,0
BCAS0329,0,0,0,0,0,0
BCAS0359,0,0,0,0,0,0
BCAS0393,0,0,0,0,0,0
BCAS0394,0,0,0,0,0,0
BCAS0422a,0,0,0,0,0,0
BCAS0429,0,0,0,0,0,0
"BCAS0446,BCAS0447",0,0,0,0,0,0
BCAS0448,0,0,0,0,0,0
BCAS0449,0,0,0,0,0,0
"BCAS0450,BCAS0451",0,0,0,0,0,0
BCAS0454,0,0,0,0,0,0
BCAS0455,0,0,0,0,0,0
BCAS0458,0,0,0,0,0,0
BCAS0459,0,0,0,0,0,0
"BCAS0463,BCAS0464",0,0,0,0,0,0
"BCAS0465,BCAS0466",0,0,0,0,0,0
BCAS0467,0,0,0,0,0,0
BCAS0468,0,0,0,0,0,0
BCAS0470,0,0,0,0,0,0
BCAS0475,0,0,0,0,0,0
BCAS0485,0,0,0,0,0,0
BCAS0488,0,0,0,0,0,0
"BCAS0489,BCAS0490",0,0,0,0,0,0
BCAS0491,0,0,0,0,0,0
BCAS0503,0,0,0,0,0,0
BCAS0504,0,0,0,0,0,0
"BCAS0540,BCAS0540a,BCAS0541",0,0,0,0,0,0
"BCAS0542,BCAS0543",0,0,0,0,0,0
BCAS0544,0,0,0,0,0,0
BCAS0545,0,0,0,0,0,0
"BCAS0546,BCAS0547",0,0,0,0,0,0
BCAS0548,0,0,0,0,0,0
BCAS0549,0,0,0,0,0,0
BCAS0550,0,0,0,0,0,0
BCAS0551,0,0,0,0,0,0
"BCAS0552,BCAS0553,BCAS0554",0,0,0,0,0,0
BCAS0556,0,0,0,0,0,0
BCAS0558A,0,0,0,0,0,0
BCAS0566,0,0,0,0,0,0
BCAS0566A,0,0,0,0,0,0
BCAS0566B,0,0,0,0,0,0
BCAS0570,0,0,0,0,0,0
BCAS0583,0,0,0,0,0,0
BCAS0591,0,0,0,0,0,0
BCAS0600,0,0,0,0,0,0
"BCAS0653,BCAS0654",0,0,0,0,0,0
BCAS0718,0,0,0,0,0,0
BCAS0754,0,0,0,0,0,0
BCAS0004,0,0,0,0,0,0
BCAS0068,0,0,0,0,0,0
BCAS0150,0,0,0,0,0,0
BCAS0201,0,0,0,0,0,0
BCAS0202,0,0,0,0,0,0
"BCAS0203,BCAS0204",0,0,0,0,0,0
BCAS0206,0,0,0,0,0,0
BCASr0269A,0,0,0,0,0,0
BCAS0286,0,0,0,0,0,0
BCAS0289,0,0,0,0,0,0
BCAS0331,0,0,0,0,0,0
BCAS0414,0,0,0,0,0,0
BCAS0430,0,0,0,0,0,0
BCAS0431,0,0,0,0,0,0
BCAS0440,0,0,0,0,0,0
BCAS0441,0,0,0,0,0,0
"BCAS0442,BCAS0443",0,0,0,0,0,0
BCAS0444,0,0,0,0,0,0
BCAS0445,0,0,0,0,0,0
"BCAS0452,BCAS0453",0,0,0,0,0,0
BCAS0456,0,0,0,0,0,0
BCAS0457,0,0,0,0,0,0
BCAS0460,0,0,0,0,0,0
BCAS0461,0,0,0,0,0,0
BCAS0462,0,0,0,0,0,0
BCAS0468a,0,0,0,0,0,0
BCAS0469,0,0,0,0,0,0
BCAS0471,0,0,0,0,0,0
BCAS0472,0,0,0,0,0,0
BCAS0473,0,0,0,0,0,0
BCAS0476,0,0,0,0,0,0
BCAS0477,0,0,0,0,0,0
BCAS0478,0,0,0,0,0,0
BCAS0479,0,0,0,0,0,0
BCAS0480,0,0,0,0,0,0
BCAS0481,0,0,0,0,0,0
"BCAS0482,BCAS0483",0,0,0,0,0,0
BCAS0484,0,0,0,0,0,0
BCAS0486,0,0,0,0,0,0
BCAS0487,0,0,0,0,0,0
BCAS0492,0,0,0,0,0,0
BCAS0494,0,0,0,0,0,0
"BCAS0495,BCAS0496",0,0,0,0,0,0
BCAS0497,0,0,0,0,0,0
BCAS0498,0,0,0,0,0,0
BCAS0499,0,0,0,0,0,0
BCAS0500,0,0,0,0,0,0
"BCAS0501,BCAS0502",0,0,0,0,0,0
"BCAS0505a,BCAS0506,BCAS0507,BCAS0508",0,0,0,0,0,0
"BCAS0509,BCAS0510,BCAS0511,BCAS0512",0,0,0,0,0,0
"BCAS0513,BCAS0514,BCAS0515,BCAS0516",0,0,0,0,0,0
BCAS0517,0,0,0,0,0,0
BCAS0518,0,0,0,0,0,0
"BCAS0519,BCAS0520,BCAS0521",0,0,0,0,0,0
BCAS0522,0,0,0,0,0,0
BCAS0523,0,0,0,0,0,0
BCAS0524,0,0,0,0,0,0
"BCAS0525,BCAS0526,BCAS0527,BCAS0528,BCAS0529",0,0,0,0,0,0
"BCAS0530,BCAS0531,BCAS0532,BCAS0533",0,0,0,0,0,0
BCAS0534,0,0,0,0,0,0
BCAS0535,0,0,0,0,0,0
"BCAS0536,BCAS0537",0,0,0,0,0,0
"BCAS0538,BCAS0539",0,0,0,0,0,0
BCAS0540b,0,0,0,0,0,0
BCAS0555,0,0,0,0,0,0
BCAS0557,0,0,0,0,0,0
BCAS0559,0,0,0,0,0,0
BCAS0560,0,0,0,0,0,0
BCAS0561,0,0,0,0,0,0
BCAS0562,0,0,0,0,0,0
BCAS0564,0,0,0,0,0,0
BCAS0565,0,0,0,0,0,0
"BCAS0568,BCAS0569",0,0,0,0,0,0
BCAS0587a,0,0,0,0,0,0
BCAS0626,0,0,0,0,0,0
BCAS0650b,0,0,0,0,0,0
BCASr0743c,0,0,0,0,0,0
BCASr0743d,0,0,0,0,0,0
BCAS0767,0,0,0,0,0,0
pBCA007,0,0,0,0,0,0
pBCA081,0,0,0,0,0,0
pBCA083,0,0,0,0,0,0
pBCA084,0,0,0,0,0,0
pBCA034,0,0,0,0,0,0
pBCA074,0,0,0,0,0,0
pBCA075,0,0,0,0,0,0
pBCA077,0,0,0,0,0,0
BCAM1373,2,0,1,2,0,0
BCAL1896,35,2,4,7,6,2
BCAM0001A,8,0,0,1,2,0
BCAL0497,43,2,5,10,1,3
BCAM1422,15,1,4,3,11,0
"BCAM2121,BCAM2122",70,7,22,24,22,5
BCAS0091,18,0,8,7,3,1
BCAS0284,5,0,1,0,3,0
BCAM1453,334,14,97,103,83,17
BCAL0205,174,20,48,63,96,6
BCAM2023,7,2,5,7,9,0
BCAM0259,39,6,15,28,15,2
BCAL0125,168,23,123,137,83,12
BCAL3279,93,4,34,38,33,3
BCAL3513,4,1,1,0,0,1
BCAL0489,5,1,4,3,1,1
BCAM0223,19,0,4,10,2,0
BCAL0144,81,12,36,44,42,5
BCAL1631,1,5,0,2,4,2
"BCAM1464,BCAM1465",144,36,63,70,92,17
BCAL0139,2,0,1,2,0,0
BCAL2288,576,101,241,316,307,40
BCAL1953,7,0,2,3,2,0
BCAS0724,408,23,74,145,101,13
BCAL3177,94,5,25,33,25,4
BCAM0485,18,0,2,2,7,0
BCAL1152,8,0,0,1,2,0
BCAL0331,674,94,326,259,395,51
"BCAM0070,BCAM0071,BCAM0072",87,8,44,32,43,5
BCAL2769,206,34,88,111,81,18
BCAM0582,9,1,6,7,7,0
BCAL2352,15,2,6,10,10,0
"BCAL2259,BCAL2260",6,0,0,2,0,0
BCAL2844,171,6,37,40,38,8
BCAL1878,352,29,99,87,131,21
BCAM1738,21,3,7,6,2,3
BCAS0062,13,0,10,6,4,1
BCAL1967,15,0,5,3,2,1
BCAM1412,94,12,26,28,24,9
BCAL0266,398,13,59,94,88,13
BCAL2980,105,5,22,39,25,3
BCAL1793,133,26,55,66,60,13
BCAM1926,522,32,123,154,117,29
BCAL0772,83,11,37,45,31,6
BCAL2151,63,5,12,12,18,4
"BCAL0658,BCAL0659,BCAL0660",21,0,3,9,4,0
BCAL0738,632,53,194,240,234,28
BCAL3342,13,0,1,3,3,0
BCAS0717,1745,298,786,978,889,122
BCAM0754,8,0,1,0,4,0
BCAL1639,27,6,8,10,12,3
"BCAL3396,BCAL3397",26,1,7,6,4,1
BCAM0701,27,6,18,13,20,3
"BCAL1660,BCAL1661",253,11,74,76,65,12
"BCAM1041,BCAM1042,BCAM1043,BCAM1044,BCAM1045",39,4,9,12,6,4
BCAL2635,496,26,87,125,113,22
BCAL2413,40,1,6,9,10,1
BCAM0022,260,22,98,104,76,17
BCAS0239,87,9,19,38,42,1
BCAM1728,18,0,2,6,3,0
BCAS0660D,82,12,26,48,37,3
BCAM0788,16,2,2,3,6,1
"BCAM0288,BCAM0289",278,12,73,79,67,21
BCAS0615,16,0,4,1,3,1
"BCAL1684,BCAL1685",6,1,0,4,0,0
BCAS0380,2,0,5,0,0,1
BCAL3139,83,5,26,43,23,2
BCAL2109,23,6,16,20,22,1
BCAS0705,13,1,6,8,1,1
BCAL1879,309,50,128,153,133,24
BCAL2995,2,0,3,0,4,0
BCAM0914,13,1,4,8,5,0
"BCAS0128,BCAS0129",47,1,15,24,8,2
BCAL0748,185,26,84,97,78,13
BCAL0813,2114,295,736,951,862,136
BCAM0270,57,6,17,15,15,5
BCAL2084,75,6,24,13,31,5
BCAM2485,27,2,5,4,6,2
BCAL1985,156,22,71,88,72,9
BCAL2921,37,5,17,18,20,2
BCAL0672,274,37,97,107,115,19
BCAL1391,65,4,11,18,26,1
"BCAL2730,BCAL2731",6528,744,1874,2413,2253,350
BCAM2019,30,4,8,17,5,2
BCAL2767,346,41,136,128,183,18
BCAM0640,2,0,2,2,1,0
BCAL0046,48,1,9,16,9,1
BCAL1993,171,14,38,51,66,6
BCAM0386,13,0,3,2,6,0
BCAL1297,233,34,102,91,103,20
BCAL0775,5,0,2,1,3,0
BCAL0828,5,0,2,1,3,0
BCAL3275,209,13,88,84,80,9
BCAL0394,23,2,2,1,4,2
BCAL2961,217,18,50,64,59,12
BCAM2505,7,2,3,5,8,0
BCAL1260,114,11,21,32,34,6
BCAL2280,13,1,4,10,3,0
BCAL0821,8,1,5,5,7,0
BCAL1617,35,2,10,16,15,0
BCAM0378,71,3,25,20,19,4
BCAL3053,152,24,41,75,61,8
BCAM2650,103,18,51,57,63,6
BCAL3195,178,20,45,56,72,9
BCAL0124,175,20,136,124,81,13
"BCAL1178,BCAL1179",93,20,31,40,28,12
BCAL1945,417,64,164,167,146,39
"BCAL1505,BCAL1506",714,71,230,206,199,38
"BCAL3350,BCAL3351",47,0,11,12,12,1
BCAL0848,5,0,1,3,0,0
BCAL1465,847,85,254,311,288,46
BCAL0120,21,3,4,6,4,2
BCAS0406,81,9,33,26,27,7
BCAL2826a,20,1,7,4,8,1
BCAL0402,85,16,40,24,49,9
BCAL0274,67,5,22,25,22,3
BCAL2100,37,2,17,10,10,3
BCAL3074,7,3,4,4,7,1
BCAS0184,11,0,0,3,1,0
BCAL1276,59,1,24,12,26,2
BCAM2149,128,12,43,57,41,6
"BCAL1598,BCAL1599,BCAL1599a",3,1,3,2,6,0
BCAM2354,70,4,19,19,22,3
BCAL2309,99,10,34,50,40,3
BCAL2971b,4,1,0,3,2,0
BCAL0875,41,1,9,5,4,3
BCAL2963,5,0,1,2,1,0
BCAS0663,543,74,195,212,215,38
BCAL0332,201,30,86,94,120,9
BCAL1495,71,2,18,21,25,1
BCAM1591,8,0,5,2,0,1
BCAM0979,43,8,17,23,14,4
BCAL1826,13,0,4,4,5,0
"BCAL1096,BCAL1097,BCAL1098,BCAL1099",283,13,65,64,61,10
BCAL0486,71,12,21,30,35,4
BCAL3530,1700,234,952,729,936,124
BCAM1024,68,6,22,20,30,3
"BCAL1821,BCAL1822,BCAL1823",123,18,43,30,83,7
BCAS0060,489,27,115,135,157,16
BCAL2056,9,1,3,5,5,0
BCAM1354,13,1,6,2,0,2
BCAM1327,19,0,3,5,5,0
"BCAL2374,BCAL2375",70,7,19,40,30,2
BCAM2640,20,2,6,5,3,2
BCAL2186,25,3,10,14,10,1
BCAM1717,8,2,6,5,5,1
BCAL2418,224,7,51,60,61,6
BCAM1475,5,0,3,2,3,0
BCAM0967,555,82,198,224,251,35
BCAM0255,15,3,4,11,3,1
BCAL2757,1717,187,636,778,608,90
BCAL3199,12,1,3,5,6,0
BCAL1121,3,2,9,11,7,0
BCAS0411,25,2,5,10,5,1
BCAM2756,552,72,257,221,199,48
BCAL3018,15,0,4,7,3,0
BCAL2841,243,16,38,66,72,7
BCAL0616a,5,0,0,2,0,0
BCAS0224,8,1,1,0,1,1
BCAS0194,8,0,3,2,4,0
BCAL0731,210,25,70,77,83,12
BCAL1481,447,67,134,184,105,39
BCAM0027,12,1,2,7,3,0
"BCAM1058,BCAM1059",8,2,6,7,3,1
BCAM2757,58,3,9,14,20,1
pBCA012,22,1,13,12,7,1
BCAM2471,210,23,72,67,75,14
BCAL3200,37,4,10,13,12,2
BCAM1262,188,14,56,63,61,8
BCAL3457,2475,252,821,892,913,129
"BCAL1563,BCAL1564",3,1,0,3,1,0
BCAL0056,24,2,4,16,4,0
BCAM2428,3,2,2,2,8,0
BCAL0789,110,11,31,47,32,5
BCAS0135,7,2,0,1,2,1
BCAL3458,751,77,248,264,339,30
