,SN148_R1 TPM,SN148_R2 TPM,SN148-w-Ca_R1 TPM,SN148-w-Ca_R2 TPM,crz1_R1 TPM,crz1_R2 TPM,crz1-w-Ca_R1 TPM,crz1-w-Ca_R2 TPM
C1_01590C_A,37.5278,35.5425,24.4593,22.5062,37.37,34.45,27.3794,28.4721
C1_01590C_B,38.8743,39.3959,34.9379,35.5427,33.7932,35.5488,29.6381,27.73
C1_01600W_A,97.1505,99.1219,43.757,47.6188,28.3092,33.3499,58.3778,59.5016
C1_01600W_B,73.9463,67.7288,43.757,37.9085,59.6221,52.743,62.1322,59.5016
C1_01610C_A,6.4656,5.62659,14.2309,12.9695,14.8594,15.1901,8.36478,8.29194
C1_01610C_B,9.8038,9.51261,9.9524,10.6648,5.28095,4.52918,18.9658,19.6489
C1_01620C_A,6.23125,5.7302,16.706,15.8689,3.99049,3.90706,1.51595,2.52631
C1_01620C_B,3.80884,3.76813,8.9242,9.17942,6.15533,6.02664,9.11127,7.86068
C1_01630W_A,159.935,149.902,242.986,237.961,146.09,125.056,203.631,178.076
C1_01630W_B,114.155,125.943,166.253,182.671,63.0897,82.0947,172.658,205.148
C1_01640W_A,16.9825,12.4911,24.854,23.8244,7.62761,11.459,18.1243,12.7934
C1_01640W_B,31.908,38.1756,44.8063,48.2332,39.4359,38.3179,56.1933,58.4862
C1_01650W_A,36.5351,32.9873,44.6009,43.1887,64.0303,62.9067,48.0912,43.6384
C1_01650W_B,37.9941,37.9769,52.4397,44.4922,39.5184,37.5185,55.819,56.5199
C1_01670C_A,4.94443,4.87009,4.47586,4.87847,6.4086,6.44271,3.62803,3.34992
C1_01670C_B,4.59525,4.42239,4.70336,4.09236,6.08304,5.78777,2.76026,2.89396
C1_01680C_A,78.9684,81.4128,29.0025,28.3441,42.6432,44.0969,41.9357,38.3353
C1_01680C_B,97.9626,92.8162,56.6955,55.4084,42.6432,39.4064,64.0405,67.8995
C1_01690C_A,251.056,239.58,303.582,278.995,228.137,214.762,249.839,247.7
C1_01690C_B,196.862,198.6,242.248,255.442,161.922,167.142,282.562,273.742
C1_01700W_A,21.9585,20.9046,21.5588,20.6906,22.8366,22.4053,16.5983,16.0855
C1_01700W_B,19.4714,19.8709,21.5967,21.7422,23.6432,23.1027,16.6291,16.1141
C1_01710W_A,12.3553,12.4575,17.8312,17.3422,16.3719,14.9298,25.7227,22.343
C1_01710W_B,14.7804,13.6803,28.0055,27.8805,16.3719,15.8724,18.9915,21.3604
C1_01740W_A,0.36502,0.357657,0,0,0,0,0,0
C1_01740W_B,0.36502,0.357657,0,0,0,0,0,0
C1_01750W_A,10.4773,10.5963,14.1078,12.8531,12.9553,12.2554,8.62164,8.13241
C1_01750W_B,12.8897,12.2993,18.1886,18.7101,18.2105,17.5926,16.7218,17.1258
C1_01760W_A,6.18377,6.25019,11.0372,9.38522,12.4372,14.827,13.7935,12.8835
C1_01760W_B,7.85413,7.3646,11.0372,11.7906,9.25924,6.41573,9.5684,9.95027
C1_01770W_A,10.549,10.354,9.46322,9.65944,14.5354,15.8094,13.4242,12.2126
C1_01770W_B,8.24742,7.77217,8.52464,7.92006,11.918,10.0909,9.61877,9.41792
C1_01780C_A,15.1685,14.459,16.625,15.75,20.7646,18.5499,8.80073,8.11738
C1_01780C_B,15.501,14.783,20.398,19.973,10.8664,11.7429,10.8413,10.5852
C1_01790W_A,15.8122,16.2574,12.9682,11.6251,9.46579,10.1693,11.0081,10.0934
C1_01790W_B,12.3361,11.3232,16.2478,17.1967,14.8755,13.6631,8.02503,8.5095
C1_01800W_A,28.7442,34.8922,35.2793,17.2723,16.8704,19.9784,30.2685,18.7143
C1_01800W_B,32.6879,25.3008,13.8751,30.7662,55.4172,50.7978,6.39205,18.7143
C1_01810C_A,10.404,10.0923,29.3279,28.6621,19.1835,18.7825,65.1381,63.6657
C1_01810C_B,10.404,10.0923,29.3279,28.6621,19.1835,18.7825,65.1381,63.6657
C1_01820C_A,9.84075,9.02812,9.51773,10.6975,11.4331,17.4183,3.56757,4.73157
C1_01820C_B,18.5417,18.5075,16.2918,14.5261,19.4888,12.8572,16.5243,14.9062
C1_01830C_A,70.5559,76.3821,155.551,149.487,86.9241,88.8327,131.111,128.022
C1_01830C_B,70.5559,69.1549,142.703,139.932,99.9832,103.295,87.9395,101.664
C1_01840C_A,0.92367,3.7009,38.095,33.3928,21.4886,19.7531,22.2383,9.59347
C1_01840C_B,22.556,19.3052,19.8786,25.4346,31.1155,28.5542,42.6621,49.1601
C1_01850C_A,16.2004,15.6874,25.8984,25.3104,12.2528,14.0778,22.9602,22.0089
C1_01850C_B,17.4143,16.8197,22.3715,21.8636,16.504,14.0778,12.9303,13.0703
C1_01860W_A,30.8485,29.1465,7.84181,8.65234,13.6481,13.8495,16.5893,13.8983
C1_01860W_B,27.2712,27.4234,24.8924,23.3387,29.6511,30.1242,12.7897,15.9728
C1_01870C_A,133.5,130.984,70.2984,63.5684,100.016,106.051,96.7691,94.9012
C1_01870C_B,125.512,122.804,78.535,81.29,133.215,122.304,44.6275,43.2992
C1_01880C_A,4.98682,4.60322,9.33133,8.35343,5.62027,5.50277,6.38304,5.20232
C1_01880C_B,5.23503,5.41245,3.49251,4.17929,5.62027,5.50277,7.44348,8.31165
C1_01890C_A,26.5062,26.7632,24.1331,24.911,23.9399,24.318,21.7878,22.2507
C1_01890C_B,22.1679,21.1329,25.0488,23.1543,17.0395,15.8047,19.1095,17.0981
C1_01900C_A,15.1636,14.4974,11.0648,10.9302,20.5026,19.8035,18.2795,18.8792
C1_01900C_B,14.2228,13.8851,11.0648,10.1131,19.0715,19.8035,15.8882,14.5161
C1_01910W_A,60.1294,58.6585,33.0249,30.4827,47.2856,47.3197,38.1138,38.7645
C1_01910W_B,61.4372,60.7695,35.388,37.267,80.1067,76.0981,25.8302,23.734
C1_01920W_A,6.55832,6.62041,5.85677,7.22282,4.29306,4.68931,3.9665,4.42335
C1_01920W_B,7.6798,7.40526,10.3575,8.62333,6.77499,6.14734,5.0848,4.42335
C1_01930W_A,33.4623,36.4303,85.8702,76.424,68.2673,77.9161,127.445,120.775
C1_01930W_B,41.2052,36.4303,150.338,155.277,68.2668,54.5047,118.749,120.775
C1_01940C_A,51.8619,50.8158,32.1161,31.387,30.2372,29.605,33.2429,32.4915
C1_01940C_B,51.8619,50.8158,32.1161,31.387,30.2372,29.605,33.2429,32.4915
C1_01950C_A,47.6429,46.6819,46.8075,46.8581,65.4857,64.1166,28.3605,27.7194
C1_01950C_B,47.6429,46.6819,46.8075,46.8581,65.4857,64.1166,28.3605,27.7194
C1_01970W_A,0,0,0,0,0,0,0,0
C1_01970W_B,0,0,0,0,0,0,0,0
C1_01980W_A,12.9577,12.8573,6.72983,7.8152,2.92994,2.86868,9.63452,8.42537
C1_01980W_B,2.28966,2.27093,4.92176,4.10708,2.92994,2.86868,4.10899,5.00748
C1_01990W_A,0.510224,0,1.45279,1.41981,0,0,1.56638,1.53097
C1_01990W_B,0.510224,0,1.45279,1.41981,0,0,1.56638,1.53097
C1_02000W_A,35.1711,34.257,21.1576,16.8372,52.3481,48.7282,18.4403,20.5608
C1_02000W_B,31.9746,31.1968,22.9607,26.2652,27.0024,30.3629,21.7261,18.7071
C1_02010C_A,3.22125,3.23348,7.40303,6.89154,9.73973,8.99953,4.88765,3.96452
C1_02010C_B,2.75846,2.62561,5.90508,6.11445,6.79361,7.18814,3.22478,3.96452
C1_02020W_A,12.7073,14.6234,16.0291,16.5735,34.1165,35.6855,25.2984,28.0561
C1_02020W_B,10.9543,13.6777,16.0291,16.5735,2.09553,2.44563,7.26246,5.72738
C1_02030C_A,34.3668,27.8754,17.3138,16.099,14.6802,16.0088,36.0824,13.4175
C1_02030C_B,16.5263,13.1039,37.2054,30.8725,27.5163,16.0088,1.81542,13.4175
C1_02040C_A,8.78808,8.24375,25.7717,24.3693,10.863,13.7592,19.7508,17.8083
C1_02040C_B,11.3844,11.0454,32.3588,32.4415,14.053,10.6359,20.5341,21.2011
C1_02050C_A,24.0787,22.3572,32.4598,30.1291,18.6792,13.951,26.8467,29.4631
C1_02050C_B,22.7077,22.6896,45.5763,46.1354,24.1638,27.5206,44.1091,39.1922
C1_02060W_A,109.205,112.745,210.821,210.112,156.657,147.375,303.772,318.887
C1_02060W_B,109.205,112.745,210.821,210.112,156.657,147.375,303.772,318.887
C1_02070W_A,1.90103,1.19049,0,0,0,0,2.12962,2.08148
C1_02070W_B,0.52897,1.19049,0,0,0,0,0,0
C1_02080W_A,13.6864,13.1235,6.82056,6.05755,5.44412,4.47679,6.87414,5.99211
C1_02080W_B,7.87807,6.27599,6.82056,7.27388,10.9201,10.3388,9.64038,8.38311
C1_02090C_A,6.18609,5.67407,7.40546,8.62733,4.03559,3.95122,4.52412,4.39477
C1_02090C_B,6.69309,8.20778,12.1459,10.4802,3.1364,3.95122,7.3265,8.47665
C1_02100W_A,3.6762,3.42371,4.78897,4.68025,2.75815,3.3329,3.10735,3.28969
C1_02100W_B,5.15274,4.65341,4.78897,4.68025,10.5101,8.85769,2.42577,2.11836
C1_02110C_A,11.9182,9.93031,3.23895,4.66756,3.33263,2.86868,2.70548,3.35865
C1_02110C_B,3.3291,4.63259,8.41264,6.71951,3.33263,2.86868,6.90482,6.03442
C1_02120C_A,105.069,103.035,166.268,162.009,126.375,124.447,320.688,314.484
C1_02120C_B,105.069,103.035,166.268,162.009,126.375,124.447,320.688,314.484
C1_02130C_A,13.1437,12.072,4.43517,5.57485,6.05536,8.2518,33.0434,31.756
C1_02130C_B,11.7025,12.072,20.1579,18.46,6.05536,4.44691,43.8641,42.1817
C1_02140C_A,0,0,0,0,0,0,0,0
C1_02140C_B,0,0,0,0,0,0,0,0
C1_02150W_A,5.29379,5.5905,19.6023,19.9397,6.06356,5.93679,31.273,22.766
C1_02150W_B,11.0539,10.2792,14.453,12.0795,9.80957,9.60448,39.3503,46.7148
C1_02160W_A,17.1412,20.33,16.709,21.3488,17.02,16.6641,15.2468,18.9612
C1_02160W_B,17.1412,20.33,16.709,21.3488,17.02,16.6641,15.2468,18.9612
C1_02170C_A,6.6943,5.31584,16.4801,14.0881,5.25774,5.14781,14.4293,12.4712
C1_02170C_B,6.6943,5.31584,16.4801,14.0881,5.25774,5.14781,14.4293,12.4712
C1_02180W_A,37.9732,33.9731,38.4463,34.8086,19.8659,21.3933,61.1846,60.3945
C1_02180W_B,19.3999,21.3967,22.4671,23.12,13.0654,12.0297,56.628,53.8913
C1_02190W_A,15.5132,15.9339,6.33063,5.66604,10.0938,9.88273,4.52703,4.4247
C1_02190W_B,15.5132,15.9339,6.33063,5.66604,10.0938,9.88273,4.52703,4.4247
C1_02200C_A,9.26766,8.22956,7.94992,13.7026,5.68663,5.56774,14.2423,12.1947
C1_02200C_B,9.26766,8.22956,18.8552,13.7026,19.1834,18.7823,7.99152,9.53652
C1_02210W_A,24.8601,24.0297,19.6429,17.7812,21.7181,20.7802,7.3848,7.2251
C1_02210W_B,22.1529,20.9619,19.5779,18.5158,22.9601,20.7191,11.9125,10.5412
C1_02220C_A,17.6332,21.5358,22.5949,21.075,24.2977,32.1365,10.2088,6.31539
C1_02220C_B,13.7562,9.88899,25.9893,30.2031,24.2977,19.6384,21.2301,25.4364
C1_02230W_A,16.3557,18.2553,12.6051,13.1144,10.8737,12.5199,5.51838,10.933
C1_02230W_B,23.1564,22.8513,21.719,21.704,20.4416,18.1407,15.099,9.67599
C1_02240W_A,22.6799,22.3899,18.5268,18.4232,15.7997,15.9363,15.4298,14.9101
C1_02240W_B,22.6799,22.3899,18.5268,18.4232,15.7997,15.9363,15.4298,14.9101
C1_02250W_A,9.73258,14.6835,42.1938,48.7497,20.324,11.4776,35.6496,50.0813
C1_02250W_B,27.3309,21.6324,28.8865,22.181,20.324,28.3207,60.3692,50.0813
C1_02260C_A,43.1368,40.8639,58.353,55.3224,33.4166,39.5179,53.6275,54.5783
C1_02260C_B,39.9311,39.9518,54.1611,52.9996,47.0243,42.8606,38.7744,33.9688
C1_02270C_A,3.39569,3.32719,2.07584,3.8313,0,0,8.39584,8.20605
C1_02270C_B,1.39526,1.36712,5.76474,3.8313,3.20596,3.13893,3.81051,3.72438
C1_02280C_A,3.77566,3.99728,2.36333,2.70804,3.98429,4.34936,3.42578,2.69243
C1_02280C_B,2.7658,2.70858,2.77094,2.30968,4.83273,5.10998,3.03843,3.62566
C1_02290C_A,24.7942,23.8924,18.0651,17.655,24.2779,23.7703,29.1275,28.469
C1_02290C_B,24.7942,23.8924,18.0651,17.655,24.2779,23.7703,29.1275,28.469
C1_02300W_A,52.8606,47.7937,41.23,35.7492,53.7948,49.3222,46.9607,33.6476
C1_02300W_B,52.8606,47.7937,41.23,35.7492,53.7948,49.3222,46.9607,33.6476
C1_02310C_A,46.3277,49.746,36.5796,45.1015,3.22399,3.15659,54.1892,80.5565
C1_02310C_B,46.3277,41.0406,36.5796,26.3969,49.6544,48.6163,64.8018,40.6454
C1_02320C_A,18.1427,20.3052,34.9123,37.3891,41.3939,38.0147,48.2116,42.8632
C1_02320C_B,25.9439,22.1352,26.8256,22.9473,21.0931,23.1659,14.203,16.4019
C1_02330C_A,1110.56,1109.3,844.72,852.457,936.969,938.731,709.78,695.967
C1_02330C_B,1110.56,1109.3,844.72,852.457,936.969,938.731,709.78,695.967
C1_02350W_A,29.313,29.1684,17.9202,18.7819,33.9888,32.3438,27.018,26.4073
C1_02350W_B,29.313,29.1684,17.9202,18.7819,33.9888,32.3438,27.018,26.4073
C1_02360C_A,0.546828,0.594026,1.79119,1.75053,2.29869,1.92216,1.43933,1.70848
C1_02360C_B,0.871545,0.952737,1.79119,1.75053,2.29869,1.92216,0,1.1051
C1_02370C_A,11.5911,12.3051,29.2477,24.4387,11.3788,11.064,10.9631,10.3546
C1_02370C_B,15.3621,14.1553,26.6052,28.7162,9.96924,9.96347,13.84,13.9886
C1_02380C_A,7.67142,7.68613,12.4042,12.7983,7.48618,8.73759,12.8684,9.71154
C1_02380C_B,12.3878,14.6604,27.1111,29.6424,7.48618,8.73759,12.8684,17.5043
C1_02390W_A,5.59616,6.20313,8.32791,8.07067,9.13724,9.144,11.5829,10.7941
C1_02390W_B,6.70367,6.20313,10.2109,10.0473,7.5211,6.17716,5.44348,5.48552
C1_02400C_A,6.09059,6.43207,12.3144,14.067,3.95108,5.84038,1.83498,4.36003
C1_02400C_B,9.40149,8.5106,6.1775,4.0104,7.9397,5.807,12.1032,8.54052
C1_02410C_A,20.9665,22.9105,22.2191,21.6758,27.4956,34.2872,12.8349,12.9014
C1_02410C_B,34.7857,29.5464,56.3197,48.9147,20.4129,8.72677,20.3459,16.6803
C1_02420C_A,31.4268,30.2883,57.8885,57.8769,17.8507,18.6476,38.4921,38.0259
C1_02420C_B,37.3937,37.44,71.5736,68.6462,33.6543,31.9869,41.2963,39.8078
C1_02430C_A,23.9602,23.613,44.8176,45.0891,26.4952,25.2632,27.2045,19.837
C1_02430C_B,37.2059,35.3844,35.9277,31.6136,15.4878,15.8398,18.2576,24.0967
C1_02440C_A,8.34351,8.47898,13.0189,15.4408,8.32122,13.0713,12.5797,12.2954
C1_02440C_B,12.6991,11.8012,21.3608,18.1584,13.3504,8.14725,16.0163,15.6543
C1_02450C_A,30.8072,30.2803,6.1179,5.6824,16.3221,15.9808,24.4731,30.0088
C1_02450C_B,31.9746,32.8742,29.7527,31.7013,25.923,25.3811,24.4731,22.8503
C1_02460W_A,1074.65,1072.64,836.433,792.565,989.238,893.349,709.144,749.881
C1_02460W_B,1055.86,1011.97,682.268,689.995,948.85,1004.22,733.788,662.227
C1_02470W_A,4.56083,5.13535,14.4587,26.4783,10.1957,9.9825,14.0212,2.00038
C1_02470W_B,10.7026,9.82025,14.4587,1.78267,2.38869,2.33875,14.0212,22.343
C1_02480W_A,248.866,243.604,253.36,248.297,237.868,232.895,206.306,201.642
C1_02480W_B,248.866,243.604,253.36,248.297,237.868,232.895,206.306,201.642
C1_02490C_A,5.28735,7.0914,9.51776,11.282,6.31437,6.18235,5.60208,5.47544
C1_02490C_B,12.0231,9.86987,9.51776,6.89895,10.239,10.0249,5.60208,5.47544
C1_02500W_A,19.5276,19.4513,26.9955,26.3826,15.2726,14.9533,23.1365,22.6135
C1_02500W_B,19.5276,19.4513,26.9955,26.3826,15.2726,14.9533,23.1365,22.6135
C1_02510W_A,11.8239,11.3306,16.635,16.2573,21.1967,20.7535,13.9436,13.6284
C1_02510W_B,11.8239,11.3306,16.635,16.2573,21.1967,20.7535,13.9436,13.6284
C1_02520W_A,0,0,1.14614,1.12012,0,0,1.23575,1.20782
C1_02520W_B,0,0,1.14614,1.12012,0,0,1.23575,1.20782
C1_02530C_A,77.9139,76.2556,56.3808,55.1008,94.7851,92.4402,43.9275,42.9346
C1_02530C_B,77.9139,76.2556,56.3808,55.1008,94.7851,92.4402,43.9275,42.9346
C1_02560W_A,19.8341,19.434,25.8559,15.2944,13.0083,27.4322,13.2052,16.4918
C1_02560W_B,19.8341,19.434,25.8559,15.2944,13.0083,27.4322,13.2052,16.4918
C1_02570C_A,1.14606,1.12294,0,0,2.47503,2.42328,2.66648,2.6062
C1_02570C_B,1.14606,1.12294,0,0,2.47503,2.42328,2.66648,2.6062
C1_02580W_A,0.772024,0.756452,1.50783,1.4736,1.77608,1.73894,5.18523,4.75174
C1_02580W_B,1.76275,1.72719,0,0,1.77608,1.73894,5.18523,4.75174
C1_02590C_A,29.1636,27.4054,160.829,156.694,20.2808,21.9466,99.7845,92.0526
C1_02590C_B,40.0065,40.3695,260.04,259.156,64.6166,61.1758,106.312,108.163
C1_02600W_A,11.2422,10.7788,15.3263,16.4501,28.9672,30.7907,18.8297,18.4312
C1_02600W_B,14.6678,14.6086,16.9056,16.4501,28.9672,25.9324,23.6449,21.5737
C1_02610W_A,5.48271,5.41541,7.77483,8.72599,4.86483,4.49243,4.09365,3.78133
C1_02610W_B,6.624,6.31728,5.19325,3.94769,3.66486,3.85894,4.60048,4.71627
C1_02620C_A,80.7806,86.1723,116.16,95.4274,64.1789,62.8371,152.626,173.668
C1_02620C_B,120.453,110.078,122.07,137.395,75.5597,73.9799,136.077,108.509
C1_02630C_A,16.6058,16.7083,15.9387,16.3921,9.53563,9.33627,25.5299,26.0286
C1_02630C_B,13.0337,12.3333,34.7944,32.5685,11.8346,11.5872,21.6374,20.0725
C1_02640C_A,236.033,230.471,140.46,164.25,172.489,179.89,184.549,178.146
C1_02640C_B,188.921,195.355,146.508,123.517,172.489,165.059,202.859,205.762
C1_02650W_A,144.075,142.973,198.848,184.997,176.339,170.076,210.533,207.417
C1_02650W_B,159.641,153.271,155.523,161.329,169.372,162.775,192.631,184.572
C1_02660C_A,23.8646,15.8115,35.3141,31.6276,32.5652,27.1007,16.6069,18.9801
C1_02660C_B,27.0906,34.5476,5.65209,8.40863,14.7666,19.2415,30.2675,26.8348
C1_02670C_A,0.549736,0.538648,0.998933,1.18421,0,0,1.17725,1.43622
C1_02670C_B,0.549736,0.538648,1.4245,1.18421,0,0,2.19812,1.86285
C1_02680C_A,2.63499,2.75762,2.88358,2.16255,3.45369,4.63106,3.32093,4.02933
C1_02680C_B,3.90252,3.64802,2.88358,3.14327,5.02763,3.18613,4.35527,2.76077
C1_02690C_A,1.88412,1.84611,0,0,0,0,9.38585,9.17368
C1_02690C_B,1.88412,1.84611,0,0,0,0,9.38585,9.17368
C1_02700C_A,493.91,481.079,3647.59,3614.16,622.058,557.875,1108.54,1032.39
C1_02700C_B,372.159,408.088,2693.94,3245.87,425.684,616.485,882.986,1131.53
C1_02710W_A,149.912,138.73,100.145,107.589,103.534,100.409,79.2434,90.165
C1_02710W_B,115.528,120.725,108.47,96.2901,120.727,119.163,95.039,80.1777
C1_02720W_A,14.5165,13.8226,9.23786,7.25332,12.9122,13.7519,15.2479,11.2542
C1_02720W_B,12.863,13.8226,18.8024,19.376,20.1675,18.6362,19.2564,23.3051
C1_02730W_A,16.8444,16.7017,37.0845,36.8021,9.07271,8.05869,20.8488,19.7742
C1_02730W_B,16.8444,16.7017,37.0845,36.8021,9.07271,8.05869,20.8488,19.7742
C1_02740C_A,3.86617,0.999245,10.8926,11.0879,3.76148,7.74154,13.4539,9.88837
C1_02740C_B,12.9566,15.8602,15.1564,15.4375,10.4455,7.74154,13.4539,16.4111
C1_02750C_A,29.1741,27.1846,21.0725,16.5444,17.7221,15.782,12.8771,14.1794
C1_02750C_B,20.7224,21.4578,19.1538,22.7687,41.4356,42.1389,16.1376,14.1794
C1_02760W_A,110.118,107.897,106.703,104.28,118.896,115.745,108.574,106.12
C1_02760W_B,110.118,107.897,106.703,104.28,118.896,115.745,108.574,106.12
C1_02770W_A,298.236,258.078,200.972,151.16,295.554,260.803,173.896,128.143
C1_02770W_B,298.236,258.078,200.972,151.16,295.554,260.803,173.896,128.143
C1_02780W_A,71.4083,70.2105,106.073,103.665,85.52,84.7468,112.088,110.297
C1_02780W_B,71.4083,70.2105,106.073,103.665,85.52,84.7468,112.088,110.297
C1_02790W_A,171.381,169.852,111.19,98.8658,175.388,156.359,126.655,103.946
C1_02790W_B,130.58,133.645,88.3649,98.8658,115.366,134.963,53.6564,81.0465
C1_02800W_A,1.44438,1.41525,5.09049,4.97492,0,0,9.70556,9.48617
C1_02800W_B,1.44438,1.41525,5.09049,4.97492,0,0,9.70556,9.48617
C1_02810W_A,14.9908,14.2166,15.6955,17.2273,22.363,19.8383,35.2832,37.6488
C1_02810W_B,10.696,10.9521,12.7161,10.2132,19.4198,20.5903,32.7784,28.8742
C1_02820W_A,17.1226,16.7104,14.6413,14.5168,18.4004,16.3809,20.7591,21.7048
C1_02820W_B,16.9986,16.5876,16.4273,15.4632,11.1397,13.1064,26.2706,24.4684
C1_02830W_A,9.41607,8.50504,8.4524,7.93392,6.66043,4.7384,4.28631,4.86938
C1_02830W_B,7.76632,8.15817,15.3929,15.37,4.06486,5.76265,8.98496,8.10189
C1_02840W_A,11.8752,12.4529,23.2793,19.9085,20.0683,21.2642,30.1759,31.7725
C1_02840W_B,13.7444,13.7224,19.021,19.9085,25.3331,24.6839,45.6756,41.2695
C1_02850W_A,17.3627,17.1558,9.7718,9.08677,9.46578,9.47876,11.5541,10.1819
C1_02850W_B,10.4552,9.80652,11.2327,11.4409,9.46578,7.82457,11.5541,11.502
C1_02860C_A,58.107,60.2998,105.805,108.181,75.0718,73.5022,110.915,111.499
C1_02860C_B,58.107,60.2998,105.805,108.181,75.0718,73.5022,110.915,111.499
C1_02870W_A,24.6122,17.2193,19.9954,23.2127,31.9104,23.1842,30.3814,32.558
C1_02870W_B,11.3649,17.2193,25.7526,18.0339,5.8399,13.7768,8.75606,5.69482
C1_02880C_A,76.7412,71.2465,50.6541,47.8444,60.6841,52.276,35.2798,39.8341
C1_02880C_B,71.5204,66.2644,40.2805,39.6483,52.3187,52.276,71.8826,58.9647
C1_02890C_A,27.8464,26.5215,21.6242,25.4683,41.586,43.91,18.5324,18.1135
C1_02890C_B,27.8464,26.5215,21.6242,25.4683,41.586,43.91,18.5324,18.1135
C1_02900C_A,6.50014,6.12367,5.68521,4.16004,4.57552,4.47986,6.95471,7.11697
C1_02900C_B,7.25137,7.35047,6.3995,7.65033,6.17107,6.04206,3.92875,3.52047
C1_02910C_A,6.48363,5.56592,10.5518,11.0278,9.23786,8.30163,1.57074,2.30262
C1_02910C_B,8.08993,8.71369,5.35391,4.51682,5.68585,6.31007,9.37059,8.39139
C1_02920W_A,51.5897,52.4836,45.0018,43.9802,54.5188,61.3177,45.8117,49.1565
C1_02920W_B,49.0686,46.4412,34.5613,33.7767,57.4136,48.2746,35.3216,30.1427
C1_02930C_A,18.208,16.4582,11.9901,12.687,16.7265,17.6533,16.2616,18.753
C1_02930C_B,13.4619,14.1089,6.03747,4.27235,16.7265,14.1294,16.2616,13.035
C1_02940C_A,55.2412,57.2821,65.5337,64.046,61.7589,56.5958,31.4029,26.5742
C1_02940C_B,35.9204,32.0408,65.5337,64.046,21.9658,25.3784,51.2953,51.6504
C1_02950W_A,14.3854,14.0952,14.7541,18.6877,18.4861,21.2441,20.6169,20.1509
C1_02950W_B,14.3854,14.0952,14.7541,18.6877,18.4861,21.2441,20.6169,20.1509
C1_02960C_A,17.3013,16.0384,15.5583,12.5108,15.8895,14.8432,9.20203,9.49538
C1_02960C_B,12.7546,13.4112,10.0181,11.031,15.8895,14.8432,14.6314,13.7993
C1_02970W_A,59.3338,75.0031,61.9228,49.6465,63.7998,85.0267,71.9053,73.7881
C1_02970W_B,51.8607,32.6774,93.6238,100.925,74.7681,49.5803,71.9053,67.5503
C1_02980W_A,40.758,34.8503,57.5121,54.6677,104.652,102.697,110.296,98.7661
C1_02980W_B,63.7087,67.1823,57.5121,58.6738,86.862,86.1812,95.6775,103.553
C1_02990C_A,13.0192,14.8712,33.8198,39.4956,8.10357,7.93415,32.1841,31.86
C1_02990C_B,6.45263,3.96527,47.7114,39.4956,3.9598,3.87701,12.39,10.2205
C1_03000W_A,2.11226,1.88134,4.40149,3.13735,2.90687,2.29943,5.03725,4.19676
C1_03000W_B,2.58673,2.72287,3.42899,4.02234,4.89933,5.34357,5.03725,5.11837
C1_03010W_A,1450.45,1514.03,577.508,614.204,1162.31,1215.71,483.677,501.176
C1_03010W_B,1450.45,1514.03,577.508,614.204,1162.31,1215.71,483.677,501.176
C1_03020C_A,1344.07,1317.62,754.593,738.404,1125.31,1105.95,669.202,652.044
C1_03020C_B,1344.07,1317.62,754.593,738.404,1125.31,1105.94,669.202,652.044
C1_03030W_A,1646.75,1693.36,958.544,983.802,1275.73,1340.6,844.525,865.271
C1_03030W_B,1646.75,1693.36,958.544,983.802,1275.73,1340.6,844.525,865.271
C1_03040W_A,14.2145,13.5092,11.7542,9.61319,4.39397,5.59918,12.5508,11.3804
C1_03040W_B,10.2969,10.5079,14.3459,15.8944,7.04352,5.59918,12.5508,14.639
C1_03050W_A,7.7147,7.59509,10.6055,7.56531,9.77505,9.9411,11.1217,8.75849
C1_03050W_B,6.15977,5.99952,8.12342,10.4781,6.79969,5.90358,5.05086,6.76775
C1_03060C_A,64.4861,56.8835,29.8077,18.1438,21.026,28.0512,17.0529,16.6674
C1_03060C_B,39.309,44.818,7.32285,18.1438,33.5791,28.0512,17.0529,16.6674
C1_03070C_A,11.7257,11.7754,14.0124,11.813,8.56527,7.9461,14.103,13.4432
C1_03070C_B,14.0631,13.4931,15.7506,17.2743,11.7107,11.3948,17.6044,17.5474
C1_03080C_A,15.1808,15.2111,10.9574,10.7086,11.8002,11.5534,7.59703,7.4253
C1_03080C_B,15.1808,15.2111,10.9574,10.7086,11.8002,11.5534,7.59703,7.4253
C1_03090W_A,1429.15,1391.97,825.637,846.398,1164.2,1124.19,668.036,697.684
C1_03090W_B,1329.88,1323.76,957.814,904.656,1202.91,1211.31,860.623,794.966
C1_03100W_A,28.0606,26.5202,37.9117,38.9065,33.2107,31.5197,32.9068,31.0719
C1_03100W_B,26.2686,27.1142,45.5057,42.6173,28.3424,29.0262,28.5543,29.2045
C1_03110W_A,998.661,969.709,571.574,546.011,748.516,805.365,569.341,554.59
C1_03110W_B,972.784,1036.55,602.668,652.778,845.262,854.536,519.539,542.302
C1_03120W_A,46.1998,43.175,34.5597,34.0943,58.2518,62.2259,31.6633,34.5516
C1_03120W_B,44.9669,46.6776,42.8019,41.511,74.5793,71.1215,36.9501,32.5108
C1_03130C_A,39.5173,39.0611,39.5077,41.9982,51.6893,47.5635,45.9693,42.2949
C1_03130C_B,44.1662,41.889,45.8297,40.9069,55.9356,59.2697,43.8564,43.3655
C1_03140W_A,18.4533,25.502,21.2779,24.6991,58.4671,57.9526,33.8601,16.4251
C1_03140W_B,27.4752,20.4794,21.2779,16.8905,4.11628,3.32239,2.81811,16.4251
