,ribo_30C_1,ribo_30C_2,ribo_30C_3,ribo_37C_1,ribo_37C_2,ribo_37C_3,rna_30C_1,rna_30C_2,rna_30C_3,rna_37C_1,rna_37C_2,rna_37C_3
C1_04240C,1043,784,708,233,4323,300,10549,4828,2277,6989,2834,3283
C1_04250C,0,0,0,0,44,0,112,24,29,10,35,0
C1_04260W,2146,2805,2254,971,11374,999,15843,8194,3928,9898,5930,5862
C1_04270C,0,1,0,0,13,0,0,5,4,15,7,0
C1_04280C,10,10,3,11,205,15,522,222,158,340,227,228
C1_04290C,4562,6148,6115,5117,76375,4932,28734,19595,17877,45145,34877,22460
C1_04300C,25381,33215,20400,14866,264521,11429,123759,58850,43532,90626,93043,68376
C1_04310C,3,15,4,34,77,0,239,55,33,99,52,0
C1_04320W,46,34,14,275,1682,190,1315,233,263,3814,661,829
C1_04330W,273,430,267,183,3656,237,2800,1195,991,2257,1358,1526
C1_04340C,14,36,2,18,226,4,420,289,155,294,213,84
C1_04350C,27,7,58,10,160,13,346,140,95,213,119,121
C1_04360C,885,2000,1643,717,14488,895,11295,3458,1963,4184,3316,2384
C1_04370C,337,676,378,191,4689,155,5338,2004,1245,2488,1593,864
C1_04380W,163,313,399,139,927,28,2168,882,697,1270,917,1061
C1_04390C,1976,1545,776,214,7450,565,10037,4242,2480,4233,4410,3145
C1_04400C,4309,5715,5384,2768,48366,2316,36312,18694,13021,25010,18461,15104
C1_04410C,220,228,59,127,689,209,1463,706,615,1318,619,871
C1_04420C,560,666,347,394,3416,196,2925,1663,1030,3571,1854,1413
C1_04430C,62,202,70,313,5356,155,1250,498,375,1709,991,1086
C1_04440W,0,0,0,0,6,0,0,1,3,0,0,0
C1_04450C,163,402,900,239,4721,132,1978,1036,1479,1497,1735,1347
C1_04460C,0,29,0,9,51,84,48,37,36,60,59,16
C1_04470C,0,11,0,4,96,0,281,79,39,137,65,31
C1_04480C,117,133,173,255,2729,354,1195,906,994,5025,2714,3237
C1_04490W,448,550,314,235,3876,219,3324,1088,832,3340,1736,1518
C1_04500W,61,46,31,5,138,0,59,87,75,84,96,202
C1_04510W,45,13,43,3,285,2,475,318,198,485,268,87
C1_04520C,230,350,159,245,1995,224,1838,977,813,2733,1376,1348
C1_04530C,130,211,185,66,1459,34,881,403,402,557,801,329
C1_04540C,120,209,121,111,1110,172,2203,851,586,2048,1033,514
C1_04550W,3,3,2,16,467,0,439,134,71,271,117,1
C1_04560W,44,23,7,21,278,1,281,147,86,345,215,276
C1_04570C,38,34,118,28,225,63,473,154,103,376,169,260
C1_04580C,66,3,6,70,324,8,389,249,135,895,315,211
C1_04590W,359,1121,533,654,7319,1349,2623,1162,805,1401,1185,2548
C1_04600C,764,662,836,477,6032,177,9298,2885,2617,5075,3087,2215
C1_04610W,84,326,291,205,2879,83,2125,3549,1962,3229,1939,1426
C1_04620W,343,489,191,211,2766,223,3488,1115,725,2686,1303,716
C1_04630C,70,201,82,207,3280,73,1337,1010,631,2662,1447,1286
C1_04640W,99,160,93,40,1016,7,1322,618,522,965,735,351
C1_04650W,0,8,54,0,12,0,95,19,5,17,23,0
C1_04660W,52,103,111,19,400,1,428,435,244,1013,367,359
C1_04670W,356,345,173,261,2532,135,2950,1239,571,2580,1040,929
C1_04680W,3868,5745,4534,2344,36558,2337,20455,13345,7241,15229,10320,11071
C1_04690C,0,13,0,0,23,0,0,5,0,0,20,0
C1_04700C,2,37,9,55,839,64,857,336,314,1887,504,699
C1_04710C,142,180,23,34,446,42,2948,471,151,386,410,6
C1_04720W,0,10,1,0,170,0,277,133,67,107,167,2
C1_04730C,880,1057,799,458,7013,253,7936,3707,2585,5823,3796,2809
C1_04740W,43,97,86,57,790,30,394,196,89,472,196,6
C1_04750W,26,3,42,5,45,2,410,114,43,129,38,15
C1_04760C,75,58,96,122,882,171,1063,653,490,4837,822,2099
C1_04770C,529,509,855,1247,4705,407,5719,1594,1151,8846,2559,3968
C1_04780C,137,145,144,164,2341,101,2229,791,693,2827,1492,834
C1_04790W,324,388,45,183,2054,233,719,359,213,893,568,860
C1_04800C,0,0,1,0,6,0,0,3,0,14,9,0
C1_04810W,147,207,233,190,3120,253,534,398,622,1639,976,1124
C1_04820C,207,273,176,219,2405,89,1763,559,506,746,593,288
C1_04830W,1334,1817,1398,1221,22324,1344,15618,6230,4014,14781,7880,4320
C1_04840C,47,41,59,35,176,18,253,146,36,114,133,143
C1_04850C,0,2,1,0,100,0,8,54,46,113,83,0
C1_04860W,122,308,136,120,3612,72,1852,1062,841,2628,1532,1255
C1_04870W,13,11,0,0,519,5,35,42,54,2,12,1
C1_04880C,128,194,67,53,1287,36,3982,742,552,716,737,254
C1_04890W,3305,3254,1608,1641,20618,1300,20957,8687,5861,16148,10043,8402
C1_04900W,36,57,0,18,327,154,915,240,136,1278,257,165
C1_04910C,124,159,168,138,1400,174,947,638,503,1780,898,853
C1_04930C,7,1,0,29,79,14,57,12,17,132,61,48
C1_04940C,0,0,0,0,19,0,0,12,7,62,31,68
C1_04950C,168,316,244,101,5983,140,11759,4072,2583,4887,2925,591
C1_04960C,57,49,10,55,1613,49,1631,377,292,1578,489,203
C1_04970W,2367,3024,2464,1006,23797,760,62948,13852,8466,18298,11587,5591
C1_04980C,160,254,171,144,1245,57,3128,1002,1002,1277,1120,465
C1_04990C,131,61,190,17,558,15,509,344,328,920,487,792
C1_05000W,363,379,318,11,1105,23,6972,2380,1644,230,261,414
C1_05010C,18,55,24,33,451,3,2241,435,333,612,386,145
C1_05020C,35,66,31,65,733,45,1476,466,280,1105,694,27
C1_05030C,109,23,34,73,1453,55,238,109,42,517,214,531
C1_05050C,720,738,1085,216,5095,98,10079,2704,1918,2908,2630,1050
C1_05060W,641,521,102,20,2260,11,3473,921,521,751,801,296
C1_05070C,58,139,182,99,2096,89,2219,805,582,1149,802,596
C1_05080W,0,12,0,0,7,0,25,5,2,27,5,0
C1_05090W,146,177,151,153,2956,55,1699,621,338,1204,791,186
C1_05100W,21,40,3,33,1687,6,318,125,93,298,198,114
C1_05110C,3454,5201,3513,2513,30612,2201,20560,11967,7455,20318,13767,10050
C1_05120W,74,36,4,28,358,15,625,274,187,596,272,423
C1_05130W,0,3,0,0,10,1,81,3,2,19,6,1
C1_05140W,127,131,386,735,8837,655,590,316,587,3561,3184,4746
C1_05150C,0,0,0,0,4,0,0,0,0,0,4,0
C1_05160C,83,47,196,58,582,31,1181,333,556,634,531,622
C1_05170C,567,561,422,487,3446,657,3159,1150,774,4449,2036,4350
C1_05180C,246,174,62,44,642,147,2626,1390,380,1209,574,137
C1_05190C,204,241,287,96,1966,32,3241,579,514,397,498,242
C1_05200C,116,127,62,65,903,132,464,142,142,335,305,431
C1_05210C,567,421,189,261,3976,189,5074,2011,1242,4316,2320,859
C1_05220C,18,28,0,29,89,0,295,89,79,91,100,97
C1_05230W,86,49,11,18,1488,4,3920,604,401,817,360,15
C1_05240C,1341,1515,1003,1407,11167,1123,4763,2581,2407,9133,4550,6042
C1_05250W,0,0,0,0,5,0,14,2,6,0,6,0
C1_05260C,130,110,216,106,1864,43,1200,791,699,2153,1202,541
C1_05270C,926,892,1297,435,5025,293,4098,1581,1066,3132,1994,1896
C1_05280W,28,68,52,51,1910,5,1113,528,281,652,390,211
C1_05290W,3948,4944,3101,2173,39369,2949,21543,11958,7244,21442,13251,8865
C1_05300C,455,547,482,1363,8421,1004,2617,1334,976,12489,4116,8529
C1_05320C,50,91,62,58,607,128,835,350,198,1092,625,295
C1_05330C,86,52,4,0,414,1,919,517,206,415,370,283
C1_05340C,242,314,127,159,3053,105,1544,1003,618,1694,1194,388
C1_05350W,46,77,11,55,190,88,144,94,73,272,189,302
C1_05360C,307,618,269,95,3028,44,2644,1610,824,2100,1510,616
C1_05370C,26,36,112,46,456,45,326,223,198,896,471,309
C1_05380C,17,150,51,64,2145,5,2046,1261,822,2968,1914,909
C1_05390C,222,258,178,112,4269,151,2092,1397,826,2773,1655,764
C1_05400C,40,64,6,24,266,104,665,238,105,417,248,101
C1_05410C,117,211,67,172,1433,72,1654,867,714,805,715,563
C1_05420W,103,118,46,14,751,2,1018,421,217,220,262,91
C1_05430W,161,171,259,158,1159,70,725,494,562,1337,1038,1598
C1_05440C,0,15,0,32,97,10,7,61,9,354,75,23
C1_05450W,0,1,0,0,4,0,0,1,4,0,4,0
C1_05460W,107,233,197,150,3977,410,2163,1535,1281,4056,2157,1468
C1_05470W,175,147,103,133,2267,109,1279,723,377,1394,917,783
C1_05480C,0,7,0,0,68,0,166,30,33,137,64,41
C1_05490C,462,464,263,368,2295,492,2284,885,591,1274,1107,952
C1_05500W,354,520,286,80,1888,61,3633,1296,918,1608,1415,777
C1_05510C,7,15,2,18,77,5,707,133,74,205,90,0
C1_05520W,12,58,17,38,220,54,71,125,56,305,215,183
C1_05530C,496,839,622,313,6425,307,10793,3365,1853,2907,2410,737
C1_05540C,29,20,91,87,502,107,171,115,115,2544,456,1176
C1_05560W,5,21,4,12,377,1,935,293,195,731,456,359
C1_05600W,1,1,2,6,267,0,242,190,115,282,245,152
C1_05610W,81,83,68,94,2984,61,454,417,342,900,671,221
C1_05620C,0,0,0,0,3,0,0,0,0,0,8,0
C1_05630C,6259,7977,6160,2619,71332,1723,61154,27333,17606,29804,26643,11750
C1_05640C,211,172,21,59,1570,45,1733,643,361,1035,666,562
C1_05650W,162,225,54,80,471,2,813,392,249,423,371,48
C1_05660C,710,1133,685,480,16094,409,13658,7157,4300,9645,7105,2744
C1_05670W,322,423,423,471,3541,469,3099,994,691,1860,1160,628
C1_05680C,574,1057,527,720,7879,324,3250,2156,1264,3143,1882,2987
C1_05690C,0,9,0,0,0,1,0,0,1,17,3,0
C1_05700W,0,0,0,10,25,2,0,16,1,98,22,235
C1_05710C,0,19,0,0,72,0,0,84,27,126,72,208
C1_05720W,42,83,78,33,779,2,251,279,295,257,229,71
C1_05740C,18,31,7,5,1982,4,485,116,106,330,181,99
C1_05750C,245,335,91,125,5362,316,3101,2006,1227,5234,2601,1872
C1_05760C,65,125,17,16,103,10,295,186,286,82,65,24
C1_05770C,198,198,131,269,1535,135,1354,758,465,957,763,890
C1_05780W,347,569,458,211,5135,269,2586,1288,1073,2481,1569,923
C1_05790W,76,128,100,75,577,10,3100,707,446,616,539,516
C1_05800C,87,34,22,24,615,23,680,225,92,398,199,662
C1_05810W,190,161,142,79,1628,33,2869,683,467,961,744,417
C1_05820C,9,87,83,18,989,113,417,97,133,286,209,46
C1_05830W,0,0,0,6,0,0,0,2,0,0,4,0
C1_05840W,25,66,3,5,284,1,500,201,111,387,246,169
C1_05850W,130,203,110,145,2405,195,1563,577,424,2328,1004,1288
C1_05860W,6,10,0,9,186,0,376,115,53,674,171,221
C1_05870W,0,2,1,2,542,3,339,184,95,683,303,112
C1_05880W,64,81,7,37,1983,38,1589,486,300,910,762,295
C1_05890W,0,8,0,0,20,0,11,20,6,36,24,0
C1_05900W,61,74,110,85,2300,57,1256,615,511,2306,1321,1730
C1_05910W,47,58,24,38,373,19,1212,294,207,702,287,642
C1_05920W,6,3,1,79,1172,8,300,50,29,2198,737,348
C1_05930C,130,128,41,93,1771,24,4361,996,682,1765,1031,671
C1_05940W,618,995,797,300,7947,539,18301,5605,3171,3781,2983,699
C1_05950C,279,449,615,703,8219,476,4580,1162,876,4902,1763,1894
C1_05960W,370,551,545,973,4921,1437,4492,1627,1695,8339,2316,3932
C1_05970W,0,2,0,1,3,0,0,1,0,0,8,0
C1_05980W,66,58,56,41,1028,4,1080,476,305,1492,585,164
C1_05990C,109,109,214,7,1406,15,2347,472,194,770,446,303
C1_06000W,0,1,0,0,7,0,1,6,0,7,2,0
C1_06010W,139,152,8,60,2251,275,2155,787,265,1012,672,312
C1_06020W,144,232,218,106,2863,47,4004,837,595,1743,887,288
C1_06030C,34,55,45,4,1627,4,1022,170,96,361,130,4
C1_06040W,75,64,28,30,556,12,2874,483,208,826,432,69
C1_06050C,891,784,254,283,5867,207,5073,2360,1109,1575,1528,1096
C1_06060C,378,652,314,200,5269,217,3742,1228,602,1286,1068,694
C1_06070W,298,272,201,83,2585,84,4004,1068,673,1246,752,183
C1_06080C,422,297,306,192,5121,135,5911,962,485,1543,1073,375
C1_06090C,125,285,96,140,4125,30,2496,914,721,1780,959,969
C1_06100C,8006,9713,5520,2535,63412,2319,93769,28715,16542,31970,24078,13526
C1_06110C,222,212,129,162,799,71,2579,742,502,772,629,481
C1_06120C,5,23,0,5,50,0,356,72,24,118,62,25
C1_06130C,4,3,1,3,492,1,228,62,37,211,391,137
C1_06140C,0,5,0,0,438,0,235,46,12,238,404,19
C1_06150W,0,11,0,0,1,0,1,12,1,3,6,0
C1_06160W,0,2,0,0,31,0,3,48,13,77,30,0
C1_06180W,27,20,62,114,1790,28,4,41,77,517,465,2037
C1_06190C,0,1,0,0,6,0,0,0,0,0,6,1
C1_06200W,147,124,44,117,1515,91,1103,510,302,1456,745,789
C1_06210W,53,132,15,28,163,17,673,308,145,294,159,315
C1_06220C,0,0,0,0,3,0,2,0,0,0,5,0
C1_06230C,128,277,98,40,871,65,3836,1090,762,845,759,155
C1_06250W,0,0,0,0,18,0,64,28,10,7,36,11
C1_06260W,0,0,0,0,1,0,0,2,4,0,0,0
C1_06270W,80,92,33,97,1419,144,1563,458,331,1038,621,435
C1_06280C,2,32,22,96,3396,41,85,94,92,2984,1647,696
C1_06290C,0,0,0,0,6,0,0,1,0,0,0,0
C1_06320W,138,164,101,49,2502,3,2049,496,353,541,398,277
C1_06330W,0,7,0,0,18,0,43,26,5,55,2,0
C1_06340W,2,11,3,15,1884,4,807,106,65,411,514,8
C1_06350W,38,123,104,9,740,38,2488,648,668,484,526,198
C1_06360W,61,62,12,43,1393,9,1352,359,191,620,388,249
C1_06370C,0,0,0,0,1,0,0,1,0,0,2,0
C1_06380C,14,14,1,2,128,1,136,109,70,228,119,108
C1_06390W,31,44,56,48,831,0,1933,295,213,277,268,44
C1_06400C,225,233,282,127,1995,10,4610,1387,877,2517,1451,874
C1_06410W,60,61,7,70,383,3,1618,345,202,600,413,110
C1_06420C,125,110,44,34,1571,41,1196,349,347,1001,553,256
C1_06430C,0,0,0,0,3,0,2,1,0,0,0,0
C1_06440C,164,178,74,71,3913,75,7620,1590,784,2810,1344,307
C1_06450C,7109,8421,5582,2740,46835,3687,20815,23356,18250,13576,17359,16636
C1_06460C,5593,6445,5618,2368,40845,2322,68845,26715,17535,21035,17968,7084
C1_06470W,15,110,103,27,539,1,1466,259,280,119,129,0
C1_06480C,219,309,144,164,4543,40,1853,826,561,1365,1030,711
C1_06500W,152,165,83,88,2855,70,1521,418,226,558,420,420
C1_06510C,50,66,31,24,2059,70,1184,948,598,992,789,440
C1_06520C,65,73,18,47,4216,43,1457,964,678,6096,1522,1219
C1_06530C,342,390,338,249,8575,216,6389,2613,1947,4449,3200,2071
C1_06540C,241,309,55,96,2068,4,2945,866,462,691,646,361
C1_06550W,1882,2276,2491,1909,36236,2180,13128,11005,7781,42317,16003,16319
C1_06560W,101,117,3,93,340,103,814,277,200,640,324,305
C1_06570W,6,28,3,30,71,0,208,131,76,133,65,31
C1_06580W,12548,16238,10877,3893,88262,3863,80791,46197,23553,54486,34470,20674
C1_06590C,754,691,517,405,2936,264,4301,1677,1142,2999,2133,3695
C1_06600W,382,627,277,455,6702,253,2840,2364,2517,6991,4303,4255
C1_06610C,0,2,1,1,179,0,3,30,33,112,201,0
C1_06620C,0,10,0,2,5,0,0,3,0,0,2,0
C1_06630W,130,192,117,169,1712,132,1342,654,414,2057,944,1371
C1_06640C,172,150,74,133,3259,41,3783,1005,859,745,910,321
C1_06650W,135,212,51,96,1202,111,581,464,346,1145,518,334
C1_06660W,289,371,174,151,6458,119,2441,1197,701,4052,2076,1724
C1_06670W,63,103,148,112,1268,30,2094,690,464,2412,1076,450
C1_06680W,43,65,99,68,496,30,1042,422,288,858,463,117
C1_06690W,52,132,47,44,2333,8,952,509,431,647,442,234
C1_06700W,127,290,59,74,1795,62,1534,1101,621,923,771,251
C1_06710W,90,103,94,72,629,58,879,324,249,531,535,588
C1_06720C,10,68,48,27,1561,13,950,296,233,439,284,226
C1_06730W,228,360,202,287,3302,101,2438,1488,1085,2281,1415,529
C1_06740C,187,303,149,20,2084,7,1722,420,286,110,367,176
C1_06750W,12,5,32,8,109,1,95,53,15,89,99,239
C1_06760C,518,552,469,71,6077,114,4740,1539,1186,804,1322,576
C1_06770W,332,295,37,142,2028,120,2408,1054,676,1517,1173,1073
C1_06780W,80,219,316,149,2926,250,1256,662,680,2850,1119,2508
C1_06790C,338,330,264,105,1989,211,4313,1569,933,2476,1191,355
C1_06800W,275,340,72,64,1686,74,3436,734,296,751,559,240
C1_06810W,409,868,750,190,3088,299,2145,1772,1311,1583,1624,635
C1_06820W,233,193,142,56,699,36,2209,797,611,1186,634,226
C1_06840C,136,130,121,88,413,124,985,352,253,684,326,480
C1_06850W,149,201,157,207,1527,88,1233,674,713,4394,1367,1870
C1_06860W,0,6,0,0,6,0,1,0,0,4,2,0
C1_06870C,6,6,0,7,103,1,168,36,56,211,82,338
C1_06880C,0,0,0,0,0,0,0,0,0,0,0,0
C1_06890C,10836,11253,4896,3524,63733,3999,84631,38418,18734,54951,32873,33178
C1_06900C,890,480,950,440,7322,298,5025,1880,1647,1782,2299,1468
C1_06910C,133,272,64,74,2912,107,1942,1204,951,3042,1459,786
C1_06920C,36,52,2,64,399,44,528,220,135,693,401,646
C1_06930W,1495,2414,1782,2426,41542,2651,8196,6264,6114,24790,17359,15535
C1_06940C,27,40,51,149,702,260,459,264,192,2879,756,1390
C1_06960W,2414,3150,1038,1270,13899,1426,10109,7601,3646,7753,5471,6123
C1_06970C,150,174,7,179,1230,381,1049,547,427,1832,1041,1133
C1_06980C,150,140,97,47,1459,6,803,578,313,559,430,223
C1_07000W,504,657,509,368,3068,233,2986,1941,1577,3931,2373,3108
C1_07010W,48,48,148,77,257,0,106,137,181,222,215,443
C1_07020C,202,213,208,163,2002,8,1755,891,696,2169,1311,950
C1_07030C,33,122,27,377,2978,155,291,502,373,7343,3009,4052
C1_07040C,0,1,0,3,16,1,1,2,0,31,21,29
C1_07050C,54,48,94,55,1942,56,573,295,232,1171,687,370
C1_07060C,24,19,22,30,743,3,1932,383,124,756,396,27
C1_07070C,683,1413,930,623,10785,552,6402,3196,2572,4593,4148,3771
C1_07080W,0,4,0,15,57,0,1,23,11,50,40,0
C1_07090C,281,381,247,54,2901,90,4461,1743,1091,3135,2014,2214
C1_07100C,36,38,9,7,1593,70,845,130,56,635,227,275
C1_07110W,225,299,191,320,3395,154,2173,1532,1163,5442,2597,2588
C1_07120W,1415,1621,541,745,18118,284,10070,6722,5032,8632,9603,2879
C1_07130C,166,282,31,59,2043,76,1610,665,332,1438,888,1243
C1_07140C,643,596,478,353,9970,440,4720,2793,2279,5519,4310,3129
C1_07150W,39,30,2,0,129,0,753,119,82,82,138,0
C1_07160C,34,36,243,256,3889,70,695,287,325,3926,1024,1147
C1_07170C,31,81,59,99,1720,127,680,486,463,855,982,1075
C1_07180W,266,363,126,475,2646,246,916,736,711,3286,1571,2182
C1_07190W,256,357,433,231,2550,151,1765,947,1009,2651,2063,2539
C1_07200W,306,472,162,125,2788,33,3081,2097,1258,1845,1558,770
C1_07210C,183,182,29,72,2630,211,1433,661,591,1271,930,428
C1_07220W,22,44,30,29,1081,107,545,187,214,429,492,355
C1_07230W,84,194,296,305,3411,432,434,640,557,4428,1135,2548
C1_07240W,262,186,311,152,2044,129,1512,670,389,1158,624,674
C1_07250C,38,147,81,160,3555,366,795,427,371,2097,994,656
C1_07260C,53,71,15,60,667,218,530,286,231,1093,669,695
C1_07270W,158,377,107,238,4503,234,3047,1254,851,3018,1839,1336
C1_07280C,46,75,44,42,792,1,527,152,79,407,196,124
C1_07290W,0,0,0,0,6,0,0,1,1,2,8,0
C1_07330W,6,20,19,0,33,0,35,145,175,6,33,1
C1_07340W,0,0,0,0,102,0,93,24,17,61,12,0
C1_07350C,8,56,15,48,252,79,164,117,148,474,235,287
C1_07360W,298,321,143,208,4584,133,3638,1791,1374,3281,2348,862
C1_07370C,92,126,94,147,2927,42,888,300,305,1983,1428,1331
C1_07380C,122,185,560,135,5432,60,5555,2641,2815,6538,4041,2844
C1_07390W,206,250,257,199,1978,67,3953,1213,990,2927,1462,1123
C1_07400C,104,104,13,56,998,54,2250,463,321,1002,557,604
C1_07410C,574,806,542,483,8845,684,8744,1712,1181,4494,2224,1723
C1_07420C,80,232,47,32,1093,39,1188,722,396,344,335,32
C1_07430W,0,4,0,0,5,0,0,3,2,0,6,0
C1_07440W,223,190,222,114,3485,119,1552,943,732,3954,1658,1974
C1_07460C,220,261,140,178,925,51,1767,660,438,1276,796,469
C1_07470C,27,164,41,40,480,0,1032,318,254,1125,532,255
C1_07480C,0,4,0,0,19,35,1,9,5,30,16,2
C1_07490C,213,247,52,81,3363,41,2272,651,301,1052,645,430
C1_07500C,1264,1451,1587,436,6574,452,16612,3882,1948,4419,3039,1535
C1_07510W,69,148,66,54,2069,27,3180,621,357,401,570,67
C1_07520C,531,785,817,684,11401,567,6269,2171,1380,5311,3259,2587
C1_07530W,0,0,0,0,0,0,3,2,0,0,0,0
C1_07540C,291,401,222,401,5753,548,1916,834,852,5034,2664,4676
C1_07550W,59,79,17,51,2702,49,785,623,462,863,587,156
C1_07560W,82,49,25,17,226,37,350,152,68,237,198,36
C1_07570C,27,20,0,4,208,111,671,174,96,194,167,18
C1_07580C,0,0,0,0,2,0,0,0,0,0,3,0
C1_07590C,57,82,41,71,2330,71,2612,594,511,1555,899,463
C1_07600W,1236,1330,649,426,9228,442,24202,7028,2686,8620,5204,2449
C1_07610C,15,40,0,24,65,0,161,63,54,80,61,169
C1_07620C,0,2,0,0,1,0,77,11,1,31,11,0
C1_07630W,635,627,539,205,1283,131,5239,1089,627,1401,1166,1007
C1_07640C,8,18,0,6,41,0,469,76,31,121,62,3
C1_07650W,0,0,0,0,0,0,1,1,2,0,0,0
C1_07660W,59,204,141,10,1427,12,9191,1462,753,864,659,27
C1_07670W,0,0,0,0,1,0,0,5,1,1,4,0
C1_07680W,73,119,5,30,947,48,2118,392,333,679,370,67
C1_07690C,509,759,535,369,4976,266,15614,3948,1472,3779,2089,1154
C1_07700C,388,873,818,164,4876,411,10036,3541,1444,2481,2529,1206
C1_07710C,1088,1284,758,389,10981,238,17643,6831,3608,8133,4799,2219
C1_07770W,0,4,0,0,0,0,1,0,0,1,10,0
C1_07780W,257,224,94,150,7237,153,2994,1007,709,3170,1677,1096
C1_07790C,393,284,92,39,4627,49,5154,824,468,603,578,101
C1_07800W,153,179,129,88,1461,51,2272,920,478,1167,977,488
C1_07810C,58,102,9,41,521,23,1355,350,335,645,440,66
C1_07820W,119,105,76,52,352,25,610,342,284,341,328,88
C1_07830C,6,6,0,1,110,0,696,102,80,215,103,8
C1_07840W,143,189,161,124,2526,124,2119,638,559,1596,844,512
C1_07850C,44,50,44,26,638,5,526,152,75,271,151,125
C1_07860W,40,38,0,1,43,1,313,46,33,58,62,2
C1_07870C,733,879,675,645,8170,424,10392,2862,1983,7591,3969,3766
C1_07880C,88,228,247,98,2123,42,6434,1877,1228,2705,1442,606
C1_07890C,2849,3112,2002,1604,23204,2158,24316,9690,7613,13165,9029,9531
C1_07900W,354,382,557,165,2519,137,8988,2206,1254,1709,977,756
C1_07910C,592,552,389,254,4785,97,9256,2768,1509,3147,1983,340
C1_07920W,118,133,107,55,2463,87,1948,593,405,652,421,185
C1_07930C,40,50,25,22,345,0,1188,552,227,554,338,4
C1_07950C,160,150,157,39,836,2,3194,547,273,383,332,26
C1_07960W,80,127,79,24,233,2,1583,287,124,225,210,41
C1_07970C,146,253,104,208,3795,131,4089,1619,1153,4615,2367,831
C1_07980C,0,9,41,0,29,0,0,12,19,116,28,0
C1_07990C,22,18,12,7,119,0,156,91,83,113,155,189
C1_08000W,192,226,330,203,1874,111,2504,1395,1427,2542,1474,1221
C1_08010W,441,799,471,1003,7750,839,3566,1470,1100,5575,3081,1963
C1_08020W,385,492,374,168,2685,260,2568,1475,811,2578,1386,941
C1_08030W,412,397,237,432,5164,476,3948,1945,1529,4434,3237,2972
C1_08040W,0,5,0,0,44,0,0,31,37,38,36,0
C1_08050W,1019,993,704,425,10204,328,4391,1616,1508,2034,1551,1990
C1_08060W,193,129,130,240,1814,317,1461,682,429,2069,602,1000
C1_08070W,15,67,78,87,949,335,473,582,1264,3692,956,2897
C1_08080C,820,759,429,381,3044,105,4457,1773,1202,3560,1816,1565
C1_08090C,5104,6227,3900,2341,44168,2238,25992,13258,11443,20580,16631,19714
C1_08100W,1028,1324,1110,358,10146,475,4909,3024,2063,4150,3024,2264
C1_08110W,1829,2714,1830,1050,23798,1031,10401,8307,5489,14024,9723,11500
C1_08120W,175,202,186,140,2218,142,1307,1114,769,2321,1260,1222
C1_08130C,27,29,1,9,254,1,322,207,135,755,266,200
C1_08140W,60,44,3,22,266,5,384,249,226,691,269,18
C1_08150C,22,8,0,33,100,0,127,62,29,128,66,4
C1_08160W,149,207,131,75,880,29,2005,673,559,1113,735,126
C1_08170C,17,54,28,54,322,2,280,202,87,571,270,32
C1_08180C,693,858,637,660,9256,628,4444,2780,2510,10878,5091,5253
C1_08190C,7,35,1,30,186,0,133,132,89,351,149,284
C1_08200W,50,57,3,12,244,0,119,134,96,368,192,9
C1_08210C,1939,2389,2008,1109,30258,1021,17837,8896,6180,14617,10308,7175
C1_08220W,291,587,480,281,3326,238,3859,1666,1492,3656,2254,1668
C1_08230C,7,33,1,146,1061,41,304,176,170,1867,456,812
C1_08240C,17,15,1,131,1741,200,191,152,135,1628,298,1431
C1_08260C,96,148,133,185,2034,153,1709,703,361,858,721,464
C1_08270C,171,294,356,252,4031,321,2686,1242,1651,4654,3280,2731
C1_08290C,1068,1036,838,180,6019,298,7716,3896,2586,3362,3558,1654
C1_08300W,571,530,647,303,4920,268,3883,1893,1247,3802,2152,2699
C1_08310W,80,156,6,133,2685,21,581,511,436,1625,859,1324
C1_08320W,5773,9404,7650,6985,87606,7536,19475,17912,15252,31528,32114,34087
