,0min_1RP,0min_2RP,0min_3RP,30min_1RP,30min_2RP,30min_3RP,60min_1RP,60min_2RP,60min_3RP
orf19.1575,200,110,104,476,651,514,547,520,667
orf19.1576,65,31,40,41,50,34,94,57,62
orf19.1577,0,0,0,0,0,2,2,0,2
orf19.1578,60,48,34,1048,1620,1026,1039,1066,1214
orf19.1580,0,2,0,3,0,2,12,4,6
orf19.1581,2,0,0,0,0,0,0,0,0
orf19.1582,10,14,13,104,56,14,586,188,184
orf19.1584,30,10,10,52,36,24,70,58,53
orf19.1585,36,8,16,55,62,90,70,77,143
orf19.1586,24,14,14,12,20,3,32,10,28
orf19.1587,6,2,4,12,12,12,48,16,32
orf19.1588,64,24,28,88,101,86,171,114,132
orf19.1589,21,13,11,32,54,57,40,60,86
orf19.1589.1,6,6,14,24,34,40,81,33,96
orf19.5842,0,0,0,0,0,0,0,0,0
orf19.5841,7,2,0,12,6,6,70,52,64
orf19.5840,10,4,0,4,14,0,8,4,8
orf19.5839,4,4,6,70,132,112,100,118,190
orf19.5838,44,28,14,70,102,88,90,78,118
orf19.5837,10,6,12,12,12,8,16,36,30
orf19.5835,92,30,56,124,200,174,124,150,270
orf19.5834,136,104,52,621,688,440,756,676,858
orf19.5833,158,108,94,100,58,76,122,84,100
orf19.5832,257,144,146,698,885,828,715,750,867
orf19.5831,4,4,2,6,8,0,29,10,6
orf19.5830,160,68,96,1143,1268,620,1198,902,1084
orf19.5828,219,120,120,345,346,274,488,364,483
orf19.5827,2,4,4,7,14,8,32,30,23
orf19.5826,6,2,4,9,1,4,10,4,0
orf19.5825.1,52,18,24,46,29,32,64,59,86
orf19.5825,79,26,26,64,85,88,120,104,113
orf19.5824,94,46,42,230,274,226,255,201,258
orf19.5823,220,109,100,981,1031,794,860,588,891
orf19.5821,36,20,18,44,34,14,100,70,70
orf19.5820,0,0,0,1,0,0,2,4,6
orf19.5818,877,399,512,136,262,194,335,275,517
orf19.5817,37,15,22,58,47,30,103,77,83
orf19.5816,8,4,0,12,22,16,36,16,24
orf19.5815,86,56,36,30,28,12,94,60,60
orf19.5814,8,4,6,14,42,16,32,26,28
orf19.5814.1,0,0,2,2,2,8,9,6,7
orf19.5813,407,169,302,91,137,97,146,95,237
orf19.5812,94,38,22,64,110,76,182,186,176
orf19.5811,10,2,4,54,91,55,181,176,210
orf19.5809,26,8,10,62,62,37,180,76,198
orf19.5808,26,10,16,57,103,104,56,84,103
orf19.5806,10173,5400,5676,26836,30563,14388,72257,43387,65018
orf19.5805,229,92,102,202,219,64,555,317,421
orf19.5804,58,32,42,134,110,54,380,176,272
orf19.5802,34,16,18,78,153,144,88,79,102
orf19.5801,24,17,18,670,853,608,1491,1364,2099
orf19.5799,46,12,18,230,198,149,304,157,212
orf19.5798,33,33,33,7,16,16,34,36,25
orf19.5797,12,2,10,14,26,15,66,32,48
orf19.5796,18,12,14,98,102,40,294,138,188
orf19.5793,210,108,132,448,571,374,704,450,612
orf19.5792,4,2,4,40,62,36,58,48,66
orf19.5791,260,156,146,1559,1668,1242,2270,1890,2321
orf19.5789,108,44,38,128,132,132,160,114,194
orf19.5788,3150,1814,1706,13767,14976,10453,19898,16450,19590
orf19.5785,28,6,6,0,2,2,0,2,0
orf19.5784,10,0,6,392,440,290,494,152,464
orf19.5783,36,22,43,183,226,286,170,170,189
orf19.5782,551,242,300,140,134,46,433,194,206
orf19.5780,73,24,52,92,106,56,132,72,106
orf19.5779,6,2,4,1012,1408,1054,2464,2365,3042
orf19.5777,2,0,2,34,20,26,20,8,30
orf19.5776,462,244,242,784,972,540,1352,918,1248
orf19.910,8,6,12,20,70,38,60,42,72
orf19.909.1,38,6,14,225,234,104,388,227,358
orf19.909,64,14,24,74,120,94,150,116,321
orf19.908,103,38,47,327,587,348,631,453,758
orf19.906,141,50,88,652,546,323,800,567,529
orf19.905,68,34,38,96,88,34,166,122,136
orf19.904,38,16,27,6,10,4,18,6,20
orf19.903,1744,972,1012,108,145,146,540,178,366
orf19.900,450,256,256,256,330,222,488,307,455
orf19.899,72,36,48,74,66,32,155,64,166
orf19.898,81,30,40,407,373,294,579,428,509
orf19.897,67,34,54,26,35,26,64,55,38
orf19.896,839,466,526,906,626,156,2080,908,358
orf19.895,105,66,82,423,428,324,507,419,595
orf19.894,33,8,18,71,76,18,139,60,86
orf19.893,144,56,48,2299,2519,638,4168,2978,3507
orf19.891,98,74,66,267,424,296,182,146,172
orf19.889,46,10,22,12,18,14,74,48,60
orf19.886,800,394,456,1309,1104,600,2276,1392,1785
orf19.882,885,486,538,188,170,90,442,177,218
orf19.881,53,34,25,76,47,50,122,78,70
orf19.880,134,102,68,296,312,182,339,298,398
orf19.879,38,22,34,102,107,98,129,112,168
orf19.878,76,64,22,40,40,36,124,38,52
orf19.876,46,30,24,98,120,94,296,176,260
orf19.875,26,14,18,112,150,109,211,151,188
orf19.874,28,10,28,44,44,28,111,72,110
orf19.873.1,633,312,347,1262,1613,1004,2347,1601,2347
orf19.873,0,0,1,2,2,0,3,2,0
orf19.872,24,12,19,46,30,15,81,44,64
orf19.871,313,165,206,354,384,247,444,324,382
orf19.868,587,299,351,472,772,246,1025,986,687
orf19.867,54,16,22,170,130,94,222,132,136
orf19.866,102,46,68,258,307,198,441,376,501
orf19.864,183,122,136,146,216,121,315,223,297
orf19.863,62,50,44,349,406,360,446,420,510
orf19.862,46,18,22,49,59,46,82,54,64
snR43b,1,0,0,1,0,0,3,3,0
orf19.861,23,6,6,41,18,18,111,52,58
orf19.860,6,12,8,42,39,35,106,68,64
orf19.857,6,6,2,140,109,40,1695,646,654
orf19.856,20,10,12,40,43,12,121,67,50
orf19.855,0,0,0,0,0,0,0,0,0
orf19.854,62,37,48,178,124,53,573,317,314
tE(CUC)1,0,0,0,2,2,0,0,0,0
orf19.853,14,4,12,4,8,4,10,4,2
orf19.852,50,23,28,29,50,18,49,32,32
orf19.851,20,4,6,26,17,20,26,32,36
orf19.850,2,8,4,21,26,22,57,30,49
orf19.849,0,0,0,8,8,2,38,20,15
orf19.848,0,0,0,0,0,0,0,0,0
tR(UCU)2,0,0,0,0,0,0,0,0,0
tF(GAA)2,0,0,0,0,0,0,1,2,0
orf19.847,18,6,4,307,340,312,147,89,140
orf19.846,406,242,236,464,404,228,836,634,512
orf19.844,148,94,90,112,102,92,186,131,150
orf19.843,114,34,48,240,241,160,428,289,344
orf19.842,382,122,212,88,156,58,98,36,88
orf19.841,58,38,52,106,136,90,180,120,166
orf19.840,519,234,276,3023,3666,2626,5208,4601,5811
orf19.838.1,569,324,432,2986,3726,3143,4960,4819,5581
orf19.839,78,48,46,156,234,154,168,216,312
orf19.837.1,14,10,12,64,79,63,176,120,135
tR(UCU)3,0,0,0,0,0,0,0,0,0
tF(GAA)3,0,0,0,0,0,0,0,0,0
orf19.837,18,6,10,31,43,50,84,84,78
orf19.836.1,20,0,8,12,18,10,35,20,50
orf19.836,2,2,2,8,4,5,42,26,32
orf19.835,127,70,90,208,209,103,405,196,307
orf19.834,16,12,8,114,74,70,104,88,118
orf19.832,16,10,4,52,76,54,100,120,94
orf19.831,50,22,20,100,106,58,200,122,156
orf19.829,163,79,113,146,212,176,209,188,348
orf19.828,96,40,32,312,464,292,502,476,628
orf19.827.1,368,210,226,1647,2018,1491,3059,2827,3233
orf19.827,32,2,14,88,66,50,116,90,111
orf19.826,18,14,9,37,41,33,112,84,94
orf19.825,80,44,64,160,256,196,172,214,334
orf19.823,14,4,5,0,0,0,0,0,0
orf19.822,3741,1979,2056,0,4,0,2,0,0
orf19.820,70,37,38,51,46,34,66,50,74
orf19.819,26,12,23,298,337,198,501,347,489
orf19.816,74,46,46,16,12,4,48,36,40
orf19.815,475,226,269,1120,859,560,759,381,462
orf19.814,158,60,68,72,58,48,100,76,84
SNRNAU2,0,0,0,8,12,0,2,4,2
orf19.813,400,268,208,878,1394,1048,822,672,1052
orf19.812,0,2,0,2,0,0,0,2,0
orf19.811,26,20,24,36,34,28,66,32,46
orf19.810,10,6,10,10,14,4,28,20,24
orf19.809,160,94,88,496,647,550,336,306,520
orf19.808,102,60,48,277,234,145,440,293,324
orf19.807,146,112,110,272,320,240,568,398,498
orf19.806,25,14,14,104,63,30,177,61,116
orf19.805,12,12,16,200,258,206,344,240,314
orf19.804.1,397,224,211,648,716,521,1238,820,1193
orf19.804,25,4,6,372,354,219,501,316,347
orf19.802,14,6,14,70,90,34,149,58,142
orf19.801,170,28,86,82,296,256,218,286,376
orf19.799,60,20,50,30,22,18,34,20,24
orf19.798,102,26,38,234,276,160,460,351,413
orf19.797,34,44,20,158,171,124,388,206,304
orf19.796,34,18,24,98,135,51,180,126,138
orf19.795,48,12,28,72,54,28,138,102,68
orf19.794,38,12,17,78,60,20,133,39,80
orf19.793,14,6,14,36,74,28,49,63,54
orf19.792,88,19,44,213,176,104,361,280,171
orf19.791,8,3,3,4,9,2,9,9,6
orf19.1592,12,16,26,28,66,40,42,42,49
orf19.1591,102,62,64,704,724,464,955,698,960
orf19.1590,2,2,2,14,9,8,22,11,15
orf19.4521,40,2,8,45,51,36,54,54,62
orf19.4520,0,0,2,16,12,4,15,10,11
orf19.4519,72,34,34,96,236,194,126,160,314
orf19.4518,22,10,8,76,68,48,176,102,148
orf19.4517,40,18,30,128,256,126,197,185,242
orf19.4516,28,8,22,50,49,34,105,87,72
orf19.4515,0,4,0,10,4,2,10,12,8
orf19.4513,179,92,130,348,515,311,694,447,653
orf19.4511,45,24,34,37,40,26,80,42,52
orf19.4510,6,4,0,6,14,2,36,36,31
orf19.4509,0,2,0,1,2,0,2,3,0
orf19.4508,4,0,4,10,14,3,10,24,8
orf19.4507,9,6,4,12,24,10,43,30,14
orf19.4506,8,8,2,1504,2176,1356,3876,2636,3782
orf19.4505,2,2,2,58,40,20,168,78,102
orf19.4504,123,54,70,818,634,334,778,478,808
orf19.4503,94,40,40,546,526,414,674,610,690
orf19.4502,122,74,62,368,382,244,938,760,986
orf19.4499,65,24,40,86,159,179,89,101,183
orf19.4498,22,8,11,8,10,26,19,11,12
orf19.4497,8,5,9,28,18,10,22,20,24
orf19.4496,81,54,42,134,182,160,201,179,192
orf19.4495,564,316,298,1337,1441,962,2226,1671,2130
orf19.4494,8,6,4,28,30,22,42,30,42
orf19.4492,302,144,184,762,1196,1117,697,710,993
orf19.4491,62,40,44,80,104,66,229,172,270
orf19.4490.2,258,138,155,755,919,662,1360,983,1477
orf19.4490,660,364,368,2972,3609,2562,5051,4474,5195
snR189b,3,2,0,5,4,0,1,0,0
orf19.4488,611,217,370,511,551,362,1126,651,736
orf19.144,58,30,18,68,100,48,82,56,90
orf19.145,52,16,16,84,149,97,127,106,123
orf19.147,344,143,255,63,40,10,192,98,96
orf19.149,102,77,54,15,9,10,26,8,4
orf19.150,133,87,81,284,390,307,413,350,454
orf19.151,21,8,12,6,22,28,32,25,71
orf19.154,28,20,22,16,44,42,4,22,60
orf19.155,98,60,38,141,159,137,270,192,245
orf19.156,16,14,16,72,40,20,116,67,118
orf19.194,48,16,22,46,42,38,64,58,60
orf19.193,6,2,10,6,4,4,8,6,12
orf19.192,33,18,26,36,54,22,89,32,52
orf19.191,179,62,80,236,180,108,351,232,228
orf19.190,9,4,24,50,38,41,43,77,56
orf19.188,111,6,54,234,162,223,351,375,278
orf19.185,36,12,30,189,324,208,330,276,326
orf19.184,16,4,14,16,58,24,78,40,56
orf19.183,10,10,8,166,168,197,334,204,216
orf19.182,54,28,46,172,226,192,196,162,262
orf19.4128,14,4,6,38,54,28,30,48,48
orf19.4127,598,292,288,89,78,40,268,128,238
orf19.4125,34,16,18,32,67,58,46,38,124
orf19.4123,296,112,216,595,772,538,1308,878,1207
orf19.3521,48,40,26,18,26,16,32,18,54
tD(GUC)5,0,0,0,0,0,0,0,0,0
orf19.3522,0,0,2,0,0,2,2,0,2
tG(GCC)3,0,0,0,2,0,0,0,0,0
orf19.3523,93,66,60,97,146,110,160,148,222
orf19.3526,346,166,252,587,597,330,660,436,473
orf19.3527,939,518,553,2477,2768,1799,4738,3650,4834
orf19.3528,23,16,21,39,40,26,74,54,68
orf19.3529,2,2,0,2,4,6,4,0,2
orf19.3530,94,58,46,56,110,108,97,81,163
orf19.3531,10,6,5,30,36,26,34,32,38
orf19.3532,32,14,10,216,220,168,264,246,288
tT(AGU)4,0,0,0,0,0,0,0,2,2
orf19.3533,10,6,4,85,74,72,82,94,102
orf19.3534,30,8,24,125,163,153,224,174,176
orf19.3535,90,26,48,162,223,146,248,190,250
orf19.3536,8,4,2,64,70,80,100,80,164
orf19.3537,6,6,0,0,2,4,2,4,0
orf19.3538,4,0,2,10,6,14,24,14,34
orf19.3539,16,16,10,38,57,54,24,34,57
orf19.3540,120,64,64,538,754,742,488,482,501
orf19.3541,168,106,94,756,1017,796,658,628,904
orf19.3542,264,146,154,178,168,121,251,157,230
orf19.3543,2,3,0,2,3,1,2,2,11
orf19.3544,36,18,20,68,88,30,120,40,102
orf19.3545,80,40,62,74,98,68,184,94,160
orf19.3546,53,20,50,139,104,52,215,94,169
orf19.3547,290,162,120,1111,1441,1244,986,980,1097
orf19.3548,76,46,52,82,82,75,148,127,126
orf19.3548.1,7198,3483,3982,223,500,160,405,88,443
orf19.3549,6,0,6,88,48,40,220,162,242
orf19.3550,20,2,12,10,28,8,122,71,89
orf19.3551,2,2,0,4,2,2,12,12,11
orf19.3552,46,12,20,194,260,178,337,215,416
orf19.3553,77,42,38,294,442,292,230,240,342
tQ(UUG)3,0,0,0,0,0,0,0,0,0
orf19.3554,242,118,108,652,444,340,2264,1089,1272
orf19.3555,130,78,72,102,175,92,220,206,274
orf19.3556,201,96,102,350,664,467,288,391,686
orf19.3557,8,4,0,16,18,6,16,4,16
orf19.3558,14,10,27,116,243,105,269,200,278
orf19.3559,96,65,48,424,485,340,528,498,652
CD39,0,0,0,0,1,0,0,0,0
orf19.3561,12,10,14,82,136,78,198,184,196
orf19.3563,117,38,69,28,50,30,57,56,102
orf19.3564,72,36,52,300,389,326,262,243,279
orf19.3565,8,6,5,14,20,6,25,5,20
orf19.3567,8,6,2,12,22,6,40,24,6
orf19.3568,81,15,34,94,96,52,172,140,128
orf19.3569,38,30,40,246,284,196,326,193,245
orf19.3571,8,0,2,4,2,2,0,5,2
orf19.3572,12,0,4,2,6,8,10,14,10
orf19.3572.3,466,180,267,2369,2897,2102,3908,3384,4434
snR63,0,0,0,2,1,0,0,5,2
tI(AAU)3,0,0,0,0,0,0,0,0,2
orf19.3573,10,6,6,624,478,196,788,455,372
orf19.3574,6,4,4,13,18,18,41,30,25
orf19.3575,1440,788,802,78,115,76,403,326,470
orf19.3577,28,8,14,208,246,196,280,272,410
orf19.3577.1,6,2,2,22,24,16,42,36,30
orf19.3578,4,2,2,20,20,12,20,10,34
orf19.3579,374,222,226,1045,1228,800,2130,1711,2274
orf19.3581,0,0,0,48,46,24,102,64,100
orf19.3582,17,8,10,74,86,81,82,66,86
orf19.3583,101,46,68,124,135,91,257,173,198
orf19.6866,30,22,14,54,64,54,86,86,145
orf19.6867,18,10,18,28,27,6,42,34,42
orf19.6868,16,10,8,26,6,6,36,12,28
orf19.6869,10,6,12,36,66,36,90,68,60
orf19.6871,28,20,38,340,412,189,460,432,395
orf19.6872,8,6,8,29,23,24,44,42,64
snR56,4,4,2,8,6,6,4,6,2
orf19.6873,952,591,537,5158,5847,4719,8652,8487,9537
orf19.6873.1,49,46,46,12,22,24,4,14,55
tS(AGA)4,0,0,0,0,0,0,0,0,0
orf19.6874,106,46,46,377,468,219,429,429,392
orf19.6875,86,56,64,96,42,32,160,70,115
orf19.6877,1370,725,836,64,104,34,136,101,142
orf19.6879,14,18,12,24,58,42,26,48,70
orf19.6880,14,4,16,62,48,48,106,100,122
orf19.6881,200,96,118,34,26,28,96,42,58
orf19.6882,894,458,464,10,28,14,58,26,44
orf19.6882.1,376,148,190,1670,2110,1500,3240,2869,3375
orf19.6883,140,82,111,521,590,297,756,571,764
orf19.6884,22,14,12,28,32,4,96,58,95
orf19.6885,66,26,39,139,169,123,197,150,223
orf19.6886,194,84,90,402,622,520,362,384,490
orf19.6887,144,91,72,334,313,304,611,396,516
orf19.6888,180,66,82,79,70,38,70,76,72
orf19.6889,76,52,48,92,113,68,226,113,171
orf19.6891,72,38,58,186,268,152,556,398,554
orf19.6893,28,10,24,150,129,128,233,174,200
orf19.5204,119,60,92,18,51,12,12,12,30
orf19.5205,55,44,35,4,29,16,29,19,44
orf19.5206,59,24,24,25,99,73,35,73,100
orf19.5207,63,34,25,58,156,136,44,60,127
orf19.5209,16,8,7,40,50,28,92,40,69
orf19.5210,22,8,8,12,8,8,8,14,12
orf19.5210.1,0,0,0,1,2,6,6,4,2
snR49a,0,0,0,0,0,0,0,0,0
orf19.5211,28,12,8,744,967,687,948,437,849
orf19.5212,0,0,0,2,2,0,16,6,4
orf19.5213,90,46,54,260,233,170,332,272,282
orf19.5213.1,306,208,181,675,758,470,1062,749,1066
orf19.5213.2,297,179,186,430,519,349,872,557,680
orf19.5214,34,16,22,32,58,22,98,72,58
orf19.5215,46,16,14,794,640,348,1042,578,842
orf19.5216,0,0,0,42,66,46,48,38,66
orf19.5217,8,6,8,81,100,86,40,30,92
orf19.4122,14,10,11,98,144,155,185,138,206
orf19.4121,104,28,60,351,250,70,424,204,276
orf19.4120,90,46,52,134,200,119,198,153,245
orf19.4119,132,82,94,50,60,28,156,84,94
orf19.4118,816,464,416,1330,1801,1063,1478,1062,1491
orf19.4117,43,22,38,50,41,36,98,64,56
orf19.4116,8,2,4,30,32,24,42,34,42
tM(CAU)3,0,0,0,0,0,0,0,0,0
orf19.4115,0,2,0,2,0,0,0,4,0
orf19.4114,120,58,52,5050,4233,1988,4838,3023,3743
orf19.4112,44,42,12,112,110,101,109,76,141
orf19.4110,26,18,26,160,172,90,186,126,160
orf19.4109,52,36,32,818,992,606,672,404,594
orf19.4107,29,8,6,27,70,44,101,67,96
orf19.4106,16,10,2,20,43,41,16,26,45
orf19.4105,4,0,6,67,56,62,165,133,185
orf19.4104,2,0,0,4,0,0,0,0,5
orf19.4102,134,76,84,204,246,158,318,202,264
orf19.4101,6,10,2,24,18,24,26,10,36
orf19.4099,24,16,14,652,753,408,2292,1810,2226
orf19.5479,0,0,0,0,0,0,0,2,0
orf19.5480,44,34,18,254,282,218,436,358,360
orf19.5483,20,24,12,164,232,170,222,210,240
orf19.5484,71,34,68,220,260,120,514,372,559
orf19.5485,18,6,6,16,30,34,50,32,26
orf19.5486,196,112,110,246,292,174,396,316,440
orf19.5486.1,8,6,0,26,16,22,38,32,42
orf19.5487,4,4,4,386,412,335,603,396,658
orf19.5488,0,0,0,16,24,14,27,9,16
orf19.5489,0,0,0,8,4,8,21,33,24
orf19.5491,0,0,0,2,6,2,25,6,20
orf19.5491.1,106,56,58,602,648,450,1057,682,980
orf19.5492,59,26,24,72,54,56,118,73,92
orf19.5493,304,135,175,1156,1428,1180,1675,1399,1894
orf19.5495,40,10,24,318,302,184,408,276,326
orf19.5496,8,14,8,88,107,76,145,68,120
orf19.5498,12,0,2,4,2,10,18,12,28
orf19.5499,0,0,0,0,0,0,0,0,0
orf19.5500,282,133,162,148,458,418,130,236,500
orf19.17,12,0,4,18,20,8,22,10,26
orf19.18,801,483,424,2577,3409,2703,2839,2885,3614
snR54,0,0,0,0,0,0,0,1,0
snR50,0,0,0,0,3,0,0,0,0
orf19.20,130,48,66,278,208,101,775,470,488
orf19.21,26,6,16,2,4,4,14,5,12
orf19.22,8,2,8,12,26,46,24,22,73
orf19.22.1,0,0,0,2,0,0,2,0,2
orf19.23,12,10,4,54,39,102,70,46,70
orf19.24,6,4,4,75,74,46,124,122,177
orf19.25,32,10,24,46,66,74,50,68,130
orf19.26,54,32,28,48,42,26,70,36,56
tI(AAU)1,0,0,0,0,0,0,0,0,0
orf19.27,62,14,28,38,28,18,66,26,60
orf19.28,36,18,22,6,29,32,8,14,60
orf19.29,60,6,26,8,28,28,14,12,46
orf19.30,46,38,26,691,856,484,822,618,824
orf19.31,7,0,6,12,12,2,12,6,9
snR8b,0,0,0,0,0,0,0,0,0
orf19.33,336,103,152,2,10,0,4,2,4
orf19.34,6,0,0,2,2,0,6,0,0
orf19.35,1223,561,747,163,207,114,308,190,309
orf19.35.1,56,22,37,75,82,62,141,78,114
orf19.36,6,0,0,6,10,2,20,13,10
orf19.36.1,8,14,2,2,4,0,34,15,60
orf19.1295,114,74,70,1746,1978,1320,2426,1876,2560
orf19.1296,14,2,6,16,36,28,30,52,40
orf19.81,20,4,26,10,56,30,22,26,60
orf19.1223,16,8,10,44,54,24,230,82,123
orf19.1224,911,415,521,5750,5776,2626,8423,5130,5477
orf19.1225,125,68,63,49,66,22,42,37,35
orf19.3152,38,12,14,810,594,188,5737,2184,2942
orf19.3151,26,16,30,30,33,10,61,38,32
orf19.3150,116,42,50,10,12,0,12,14,12
orf19.3149,508,228,303,614,642,312,1306,805,843
orf19.3148,36,8,6,28,22,16,157,100,98
orf19.3147,18,4,10,32,18,20,36,12,34
orf19.2227,0,0,2,2,2,6,20,10,10
orf19.2228,4,4,4,22,36,2,78,26,35
orf19.2229,12,8,6,34,30,24,31,32,23
orf19.2230,14,4,4,4,16,20,30,16,13
orf19.2231,20,6,14,37,47,34,66,36,64
orf19.2232,499,292,314,2232,2737,2162,3886,4013,4687
orf19.2233,90,52,52,196,192,118,282,182,208
orf19.2236,116,32,54,196,334,248,480,426,523
orf19.2237,0,0,0,0,0,0,0,0,0
orf19.2237.1,34,10,18,36,83,68,20,62,69
orf19.2238,6,0,2,54,86,34,279,232,248
orf19.2241,292,142,154,9,12,2,26,9,19
orf19.2242,370,194,214,162,202,68,706,278,436
orf19.2244,8,14,2,4,8,2,6,2,8
orf19.2245,26,0,12,62,56,47,182,131,140
orf19.2246,6,4,4,46,54,50,116,110,104
orf19.2247,0,0,0,12,10,8,6,10,12
orf19.2248,44,30,14,30,25,26,53,24,36
orf19.2249,12,10,6,136,180,106,150,173,182
orf19.2250,42,28,28,564,631,434,742,637,818
orf19.2251,44,20,24,4,32,30,12,10,70
orf19.2252,0,0,0,5,4,0,8,4,2
orf19.2253,106,50,58,1427,1429,426,2361,1616,1591
orf19.2256,54,42,20,188,236,192,190,179,242
orf19.2257,92,55,48,657,722,487,869,699,917
orf19.2258,26,12,12,42,58,36,43,34,44
orf19.2259,44,26,34,318,362,318,320,326,496
orf19.2260,42,16,24,94,124,116,92,80,151
orf19.2261,38,22,20,28,41,25,23,40,58
orf19.2262,44,32,32,8,12,0,20,15,42
orf19.2263,4,4,12,28,32,22,44,34,63
orf19.2264,182,96,122,90,172,158,160,136,174
orf19.2265,58,42,22,150,212,128,384,270,342
orf19.2266,32,22,10,136,144,110,186,162,218
orf19.2267,16,10,8,196,226,150,429,348,581
orf19.2268,127,95,93,276,368,239,509,386,511
orf19.2269,66,21,44,14,8,4,20,10,50
orf19.2270,200,117,124,194,167,139,238,118,157
orf19.2272,52,22,27,108,148,100,148,91,190
orf19.2274,0,0,0,0,0,0,8,8,8
orf19.2275,62,42,58,555,688,505,921,873,1234
orf19.2276,4,10,8,60,50,39,102,80,96
orf19.2277,115,56,64,48,42,28,270,114,102
orf19.2278,37,30,38,87,96,49,174,96,132
orf19.2280,30,10,10,111,58,18,229,134,113
orf19.2281,6,4,6,14,32,18,12,18,76
orf19.2282,6,6,6,8,6,6,16,4,12
orf19.2283,44,16,24,217,236,136,284,200,297
orf19.2284,24,6,10,140,130,70,316,181,195
orf19.2285,2,0,0,2,0,2,0,2,4
orf19.2286,168,112,99,522,604,614,551,464,618
orf19.2287,24,12,18,110,154,126,74,90,140
orf19.2288,202,110,104,1076,1112,923,1066,970,1387
orf19.2289,172,138,122,240,278,132,560,332,448
orf19.2290,236,118,136,406,406,244,732,407,560
orf19.1902,154,60,66,174,356,266,140,196,322
orf19.1901,18,6,6,676,831,635,778,628,1168
orf19.1900,14,4,6,66,102,100,76,66,104
orf19.1897,6,2,10,23,34,14,58,40,48
orf19.1896,627,377,367,5013,5428,3722,7762,6422,8412
orf19.1893,48,20,38,56,62,26,112,66,78
orf19.1891,660,341,398,441,548,237,699,232,620
orf19.1890,38,20,18,80,115,98,106,76,126
orf19.1889,20,10,10,219,218,158,176,124,178
orf19.1888,24,14,22,72,70,24,124,74,104
orf19.1887,30,14,8,48,46,20,75,43,53
orf19.1886,200,98,72,356,624,592,284,320,521
orf19.1885,128,50,52,130,114,108,224,146,174
orf19.1883,28,18,18,190,188,140,606,458,570
orf19.1881,80,42,40,82,108,68,276,143,192
orf19.1880,81,35,46,343,349,233,519,299,551
orf19.1878,38,8,34,40,40,40,123,57,84
orf19.1877,56,16,22,10,12,6,42,18,26
orf19.1876,62,22,32,86,95,62,117,100,146
orf19.1874,0,2,0,0,0,0,4,4,4
orf19.1873,89,60,71,374,533,245,654,436,666
orf19.1872,261,136,155,812,1128,693,1625,1095,1465
orf19.1871,46,40,39,408,340,246,512,394,486
orf19.1868,24,16,14,20,12,7,26,26,36
orf19.1867,52,8,16,34,40,8,114,64,102
orf19.1866,54,26,20,144,208,122,326,195,297
orf19.1865,42,12,14,148,204,128,310,240,385
orf19.1864,80,56,46,265,289,206,332,203,350
orf19.1863,12,6,0,0,2,0,2,0,0
orf19.1862,269,179,192,2,8,2,6,0,4
orf19.1861,596,296,362,66,72,22,169,81,63
orf19.1860.1,21,2,16,136,116,79,228,191,253
orf19.2216,16,4,10,160,176,138,456,426,640
orf19.2215,132,42,86,92,138,130,156,130,158
orf19.2214,68,30,40,314,360,312,446,470,598
orf19.2213,0,0,0,14,18,10,24,26,28
orf19.2212,0,0,0,15,6,2,9,14,13
orf19.2211,0,0,1,0,2,0,3,0,0
orf19.2210,48,18,27,66,44,28,87,50,46
orf19.2209,80,49,65,265,281,158,1217,878,1104
orf19.2208,386,108,260,758,910,759,929,861,938
orf19.2204.2,6,6,12,45,25,21,82,51,35
orf19.2204,135,80,91,47,40,16,76,36,33
orf19.2203.1,1,2,5,5,4,2,4,2,0
orf19.2203,0,0,0,0,0,0,0,0,0
orf19.2202,4,0,0,4,6,2,2,0,2
orf19.2201,5,10,4,56,70,55,59,72,108
orf19.2200,30,34,32,135,132,122,199,138,219
orf19.2199,104,36,52,503,430,292,633,458,479
orf19.2198,98,62,55,179,243,163,373,234,354
orf19.2197,0,0,0,0,0,0,2,0,0
tM(CAU)2,0,0,0,0,0,0,0,0,0
orf19.2196,22,12,12,14,42,16,39,44,42
orf19.2195,0,0,0,0,0,0,0,0,0
orf19.2194,16,12,18,30,34,24,77,66,54
orf19.2193,168,98,110,450,602,438,380,371,506
orf19.2192,1204,669,736,783,493,318,646,252,213
orf19.2191.1,0,2,2,50,36,31,82,74,86
orf19.2191,18,8,6,22,32,40,32,39,60
orf19.2190,168,50,64,210,132,74,328,155,204
orf19.2187,6,8,8,119,160,80,202,162,208
orf19.2186,60,40,40,48,63,38,104,68,92
orf19.2185,116,55,38,244,395,369,249,263,383
tI(AAU)2,0,0,0,0,0,0,0,0,0
orf19.2184,12,14,10,78,56,28,92,46,52
tA(AGC)1,0,0,0,0,0,0,0,0,0
orf19.2183,430,232,248,1594,2162,1672,1498,1528,1991
orf19.2182,151,121,88,316,414,255,448,336,400
orf19.2180,71,37,38,74,82,65,105,71,99
orf19.2181,1,0,1,4,7,0,3,1,4
orf19.2179.2,552,270,312,2414,3153,2382,4662,4412,4880
orf19.2179,26,12,12,204,228,176,192,138,147
RPR1,28,10,10,20,24,6,50,34,18
orf19.2178.1,38,20,30,26,26,18,40,22,34
orf19.2178,10,8,10,240,302,207,272,235,286
orf19.2176,19,21,12,6,14,18,20,19,17
orf19.2177,0,4,5,4,8,2,7,8,3
orf19.2175,116,50,50,38,52,26,76,66,60
