Gene,CanAlb_plus_plus_1,CanAlb_plus_plus_2
C3_05850W_A-T,82,66
C3_05860C_A-T,93,103
C3_05870C_A-T,327,303
C3_05880C_A-T,1860,1496
C3_05890W_A-T,123,109
C3_05900W_A-T,224,202
C3_05910W_A-T,48,54
C3_05920W_A-T,183,125
C3_05930W_A-T,98,98
C3_05940C_A-T,122,79
C3_05950W_A-T,58,85
C3_05960W_A-T,140,120
C3_05970C_A-T,318,285
C3_05980C_A-T,16,2
C3_05990C_A-T,26,30
C3_06000W_A-T,177,172
C3_06010W_A-T,9528,6898
C3_06020W_A-T,443,351
C3_06030W_A-T,1516,1314
C3_06040W_A-T,1,0
C3_06050C_A-T,742,633
C3_06060W_A-T,450,386
C3_06070C_A-T,735,676
C3_06080W_A-T,21,12
C3_06090C_A-T,234,163
C3_06100C_A-T,5817,4759
C3_06110C_A-T,240,191
C3_06120C_A-T,860,769
C3_06140W_A-T,34,22
C3_06150W_A-T,173,183
C3_06190C_A-T,10,5
C3_06200C_A-T,117,122
C3_06210C_A-T,114,117
C3_06220C_A-T,76,63
C3_06230W_A-T,386,287
C3_06240C_A-T,640,599
C3_06250W_A-T,769,611
C3_06260C_A-T,80,77
C3_06270C_A-T,61,52
C3_06280W_A-T,237,186
C3_06290W_A-T,105,107
C3_06300W_A-T,256,227
C3_06310C_A-T,307,295
C3_06320W_A-T,1,2
C3_06340W_A-T,52,26
C3_06350W_A-T,6,0
C3_06360C_A-T,1278,1042
C3_06370C_A-T,602,475
C3_06400C_A-T,113,94
C3_06410C_A-T,176,168
C3_06420C_A-T,110,97
C3_06430W_A-T,250,163
C3_06440W_A-T,1257,1140
C3_06450W_A-T,12,18
C3_06470W_A-T,153,136
C3_06480C_A-T,224,227
C3_06490W_A-T,60,61
C3_06500W_A-T,4126,3346
C3_06510C_A-T,1,0
C3_06520C_A-T,47,48
C3_06530W_A-T,15,16
C3_06540C_A-T,165,162
C3_06550C_A-T,103,89
C3_06560W_A-T,78,97
C3_06570C_A-T,460,485
C3_06580W_A-T,22,0
C3_06590W_A-T,1892,1478
C3_06600C_A-T,39,47
C3_06610W_A-T,165,127
C3_06620W_A-T,174,188
C3_06630W_A-T,32,53
C3_06640W_A-T,11,13
C3_06650C_A-T,289,247
C3_06660C_A-T,1,0
C3_06670C_A-T,13,29
C3_06680C_A-T,43,41
C3_06690C_A-T,71,56
C3_06700C_A-T,1255,1074
C3_06710W_A-T,37,41
C3_06720W_A-T,192,131
C3_06730W_A-T,22,10
C3_06740W_A-T,282,245
C3_06750W_A-T,981,712
C3_06760W_A-T,488,429
C3_06770W_A-T,96,87
C3_06790W_A-T,0,1
C3_06800C_A-T,234,240
C3_06810W_A-T,72,56
C3_06820C_A-T,217,188
C3_06830C_A-T,276,217
C3_06850W_A-T,113,146
C3_06860C_A-T,39,45
C3_06870W_A-T,46536,35716
C3_06880W_A-T,17,15
C3_06890W_A-T,1856,1624
C3_06900W_A-T,125,124
C3_06910C_A-T,964,732
C3_06920W_A-T,365,298
C3_06950W_A-T,147,109
C3_06970W_A-T,701,616
C3_06980W_A-T,120,155
C3_06990W_A-T,44,50
C3_07000W_A-T,280,238
C3_07010W_A-T,107,73
C3_07020W_A-T,1143,1096
C3_07030C_A-T,110,120
C3_07040C_A-T,244,225
C3_07050W_A-T,115,90
C3_07060W_A-T,1679,1654
C3_07070C_A-T,4,1
C3_07080W_A-T,66,50
C3_07090W_A-T,994,847
C3_07100C_A-T,57,42
C3_07110W_A-T,135,98
C3_07120W_A-T,37,26
C3_07130W_A-T,761,582
C3_07140C_A-T,119,89
C3_07150C_A-T,15346,11665
C3_07160W_A-T,48,38
C3_07170C_A-T,416,353
C3_07180C_A-T,479,421
C3_07200C_A-T,22,20
C3_07210W_A-T,241,225
C3_07220C_A-T,1250,1046
C3_07230W_A-T,293,261
C3_07250W_A-T,505,415
C3_07260C_A-T,451,403
C3_07270C_A-T,1385,1164
C3_07280C_A-T,62,68
C3_07290W_A-T,142,112
C3_07300W_A-T,685,519
C3_07310C_A-T,1255,935
C3_07320W_A-T,128,126
C3_07330W_A-T,12,9
C3_07340W_A-T,228,187
C3_07350W_A-T,126,143
C3_07360W_A-T,26,26
C3_07370W_A-T,127,129
C3_07380W_A-T,219,194
C3_07390C_A-T,638,543
C3_07400W_A-T,323,246
C3_07410C_A-T,7402,5780
C3_07420W_A-T,1679,1534
C3_07430W_A-T,119,116
C3_07440W_A-T,4333,3777
C3_07450C_A-T,68,64
C3_07460W_A-T,266,200
C3_07470W_A-T,114,91
C3_07480W_A-T,216,198
C3_07490W_A-T,183,140
C3_07500W_A-T,313,294
C3_07540C_A-T,195,162
C3_07550C_A-T,296,248
C3_07560W_A-T,449,439
C3_07570C_A-T,28,22
C3_07580W_A-T,492,345
C3_07590W_A-T,15,13
C3_07600W_A-T,348,222
C3_07610W_A-T,507,410
C3_07620C_A-T,49,47
C3_07630C_A-T,187,144
C3_07640C_A-T,3245,2575
C3_07650C_A-T,28,19
C3_07660W_A-T,95,81
C3_07670W_A-T,331,309
C3_07680W_A-T,143,112
C3_07690C_A-T,330,278
C3_07700W_A-T,572,466
C3_07710W_A-T,209,203
C3_07730W_A-T,148,124
C3_07740W_A-T,281,229
C3_07750W_A-T,741,619
C3_07760C_A-T,20,10
C3_07770C_A-T,124,101
C3_07780C_A-T,607,508
C3_07790W_A-T,77,68
C3_07800C_A-T,412,300
C3_07810C_A-T,1746,1465
C3_07820W_A-T,160,190
C3_07830W_A-T,302,252
C3_07850W_A-T,70,77
C3_07860C_A-T,47,52
C3_07880C_A-T,67,50
C3_07890W_A-T,407,382
C3_07900C_A-T,73,48
C3_07910W_A-T,2,1
C3_07920W_A-T,39,29
C3_07940W_A-T,197,164
C3_07950C_A-T,7211,5872
C3_07970C_A-T,19,12
C3_07980C_A-T,1,0
C4_00010W_A-T,80,61
C4_00020W_A-T,549,540
C4_00030C_A-T,39,46
C4_00040W_A-T,199,199
C4_00050W_A-T,92,93
C4_00060W_A-T,53,89
C4_00070C_A-T,205,200
C4_00080C_A-T,4,3
C4_00100C_A-T,35,30
C4_00110C_A-T,4,3
C4_00120W_A-T,1,2
C4_00130W_A-T,41,28
C4_00140C_A-T,1714,1483
C4_00150C_A-T,274,201
C4_00160C_A-T,2709,2096
C4_00170W_A-T,811,617
C4_00180W_A-T,46,55
C4_00190W_A-T,1,0
C4_00200C_A-T,627,522
C4_00210W_A-T,31,26
C4_00220C_A-T,5192,3716
C4_00230W_A-T,463,403
C4_00240C_A-T,1118,852
C4_00260W_A-T,129,103
C4_00270W_A-T,28600,23892
C4_00280W_A-T,860,736
C4_00290C_A-T,1,2
C4_00300C_A-T,340,290
C4_00310C_A-T,393,329
C4_00320C_A-T,65,58
C4_00330C_A-T,2170,1679
C4_00340W_A-T,402,397
C4_00350W_A-T,59,47
C4_00360C_A-T,71,67
C4_00370W_A-T,126,130
C4_00380W_A-T,297,261
C4_00390W_A-T,397,348
C4_00400W_A-T,324,252
C4_00410W_A-T,253,186
C4_00420C_A-T,615,505
C4_00430W_A-T,0,1
C4_00440C_A-T,7,6
C4_00450C_A-T,3,3
C4_00460C_A-T,278,209
C4_00470C_A-T,97,130
C4_00490W_A-T,7,6
C4_00500W_A-T,116,96
C4_00510C_A-T,1238,1018
C4_00520W_A-T,790,660
C4_00540C_A-T,1070,921
C4_00560C_A-T,79,76
C4_00570C_A-T,568,434
C4_00580W_A-T,51,45
C4_00590C_A-T,273,281
C4_00600C_A-T,189,174
C4_00610W_A-T,48,42
C4_00620C_A-T,216,191
C4_00630C_A-T,577,467
C4_00650W_A-T,853,725
C4_00660W_A-T,879,694
C4_00670W_A-T,19,8
C4_00680W_A-T,50,54
C4_00690C_A-T,1,7
C4_00700C_A-T,224,245
C4_00710W_A-T,116,114
C4_00720W_A-T,1,1
C4_00730C_A-T,24,21
C4_00740W_A-T,86,67
C4_00750C_A-T,91,62
C4_00760W_A-T,170,158
C4_00770C_A-T,821,644
C4_00780C_A-T,302,281
C4_00790C_A-T,51,36
C4_00800W_A-T,104,111
C4_00810C_A-T,86,87
C4_00820W_A-T,165,161
C4_00830W_A-T,65,57
C4_00840W_A-T,120,84
C4_00850C_A-T,4,0
C4_00860C_A-T,67,62
C4_00880W_A-T,262,237
C4_00890W_A-T,3882,3100
C4_00910C_A-T,4,2
C4_00920C_A-T,7,7
C4_00940W_A-T,156,121
C4_00950C_A-T,16,19
C4_00960W_A-T,82,96
C4_00970C_A-T,1115,1018
C4_00980C_A-T,2,2
C4_00990W_A-T,1,4
C4_01000C_A-T,34,27
C4_01010C_A-T,340,262
C4_01020C_A-T,354,389
C4_01050C_A-T,13087,8617
C4_01060W_A-T,1247,986
C4_01070W_A-T,10,0
C4_01080W_A-T,557,502
C4_01090C_A-T,14,15
C4_01100C_A-T,187,176
C4_01120C_A-T,1,1
C4_01130C_A-T,89,77
C4_01140C_A-T,325,269
C4_01150W_A-T,106,87
C4_01160W_A-T,6628,5546
C4_01180W_A-T,0,1
C4_01190W_A-T,278,257
C4_01200C_A-T,1063,824
C4_01230C_A-T,125,78
C4_01240C_A-T,60,49
C4_01250W_A-T,72,47
C4_01260W_A-T,74,67
C4_01270W_A-T,29025,20523
C4_01280C_A-T,170,160
C4_01290W_A-T,137,139
C4_01300W_A-T,130,115
C4_01310W_A-T,114,99
C4_01320C_A-T,33,28
C4_01330W_A-T,3,4
C4_01340W_A-T,7,3
C4_01360W_A-T,2500,2114
C4_01370W_A-T,2745,2849
C4_01380W_A-T,63,52
C4_01390W_A-T,4,3
C4_01400W_A-T,6,7
C4_01410W_A-T,439,442
C4_01420W_A-T,71,76
C4_01430C_A-T,69,50
C4_01440W_A-T,834,669
C4_01450W_A-T,1238,976
C4_01460C_A-T,242,224
C4_01470W_A-T,62,47
C4_01490W_A-T,3700,3028
C4_01500W_A-T,166,169
C4_01510W_A-T,423,358
C4_01520C_A-T,20802,16202
C4_01530C_A-T,1075,1060
C4_01550C_A-T,55,52
C4_01560C_A-T,86,88
C4_01650C_A-T,299,295
C4_01660W_A-T,555,430
C4_01670C_A-T,146,134
C4_01680W_A-T,309,202
C4_01690C_A-T,697,615
C4_01700C_A-T,7149,4866
C4_01710C_A-T,777,722
C4_01720C_A-T,4236,3436
C4_01730C_A-T,339,320
C4_01740W_A-T,288,252
C4_01750C_A-T,20904,17733
C4_01760W_A-T,136,138
C4_01770W_A-T,1277,1042
C4_01780C_A-T,198,165
C4_01790W_A-T,34,33
C4_01800W_A-T,4,2
C4_01820C_A-T,421,353
C4_01830C_A-T,101,89
C4_01840C_A-T,1369,990
C4_01850C_A-T,0,1
C4_01860C_A-T,5,4
C4_01870C_A-T,357,280
C4_01880W_A-T,273,192
C4_01890C_A-T,229,200
C4_01900C_A-T,8110,5886
C4_01910W_A-T,76,63
C4_01920W_A-T,491,471
C4_01930C_A-T,149,115
C4_01940W_A-T,1,0
C4_01950W_A-T,387,322
C4_01960C_A-T,62,48
C4_01970W_A-T,54,52
C4_01980C_A-T,976,710
C4_01990W_A-T,90,67
C4_02000C_A-T,367,315
C4_02010C_A-T,50,54
C4_02020W_A-T,546,414
C4_02030W_A-T,48,38
C4_02040W_A-T,45,34
C4_02050W_A-T,716,739
C4_02060C_A-T,509,421
C4_02070W_A-T,20,23
C4_02080W_A-T,56,63
C4_02090C_A-T,219,226
C4_02100C_A-T,66,54
C4_02110W_A-T,147,116
C4_02120W_A-T,630,563
C4_02130W_A-T,251,194
C4_02140C_A-T,1566,1196
C4_02150C_A-T,8,3
C4_02160C_A-T,94,64
C4_02170C_A-T,54,60
C4_02200C_A-T,32,44
C4_02210W_A-T,1,0
C4_02220C_A-T,3,0
C4_02230C_A-T,2,0
C4_02250C_A-T,2378,1750
C4_02260C_A-T,243,247
C4_02270C_A-T,5798,3979
C4_02280W_A-T,1066,1006
C4_02290W_A-T,539,459
C4_02300W_A-T,74,75
C4_02310W_A-T,151,140
C4_02320C_A-T,2687,2481
C4_02330C_A-T,5,8
C4_02340W_A-T,212,158
C4_02360W_A-T,25,15
C4_02370C_A-T,70006,57658
C4_02390W_A-T,28927,24799
C4_02400C_A-T,150,124
C4_02410C_A-T,1577,1269
C4_02420C_A-T,136,123
C4_02430W_A-T,411,362
C4_02440C_A-T,1209,1226
C4_02450W_A-T,57,67
C4_02460W_A-T,272,281
C4_02470C_A-T,1036,936
C4_02480C_A-T,443,391
C4_02490W_A-T,65,54
C4_02500C_A-T,101,116
C4_02510W_A-T,50,41
C4_02520C_A-T,66,55
C4_02530W_A-T,32,29
C4_02540W_A-T,88,62
C4_02550C_A-T,955,815
C4_02570C_A-T,1,3
C4_02580W_A-T,1,3
C4_02590C_A-T,45,37
C4_02600C_A-T,110,93
C4_02610C_A-T,12,8
C4_02620C_A-T,277,236
C4_02630C_A-T,240,176
C4_02640C_A-T,127,110
C4_02660W_A-T,9,4
C4_02670W_A-T,91,62
C4_02680C_A-T,0,2
C4_02690W_A-T,5,0
C4_02700W_A-T,35,46
C4_02710C_A-T,871,783
C4_02720C_A-T,35,34
C4_02740W_A-T,113,112
C4_02750W_A-T,45,50
C4_02760C_A-T,165,142
C4_02770C_A-T,139,151
C4_02780W_A-T,1642,1418
C4_02790C_A-T,799,623
C4_02800W_A-T,408,330
C4_02830C_A-T,791,658
C4_02840C_A-T,77,70
C4_02850W_A-T,665,590
C4_02860W_A-T,298,240
C4_02870C_A-T,5466,4129
C4_02880C_A-T,304,212
C4_02890C_A-T,2412,1766
C4_02900C_A-T,926,922
C4_02920W_A-T,92,80
C4_02930W_A-T,7,4
C4_02940W_A-T,1384,1099
C4_02950C_A-T,147,124
C4_02960W_A-T,157,125
C4_02970C_A-T,511,504
C4_02980W_A-T,1969,1691
C4_02990C_A-T,77,53
C4_03000C_A-T,2,4
C4_03020W_A-T,271,242
C4_03030C_A-T,940,812
C4_03040W_A-T,594,557
C4_03050C_A-T,529,412
C4_03070W_A-T,2108,1704
C4_03080W_A-T,300,266
C4_03090W_A-T,393,350
C4_03100W_A-T,1,2
C4_03110W_A-T,128,139
C4_03120C_A-T,149,122
C4_03130W_A-T,270,225
C4_03140C_A-T,207,167
C4_03150W_A-T,211,159
C4_03160C_A-T,2,6
C4_03170W_A-T,155,101
C4_03180W_A-T,1125,981
C4_03190W_A-T,28,19
C4_03200C_A-T,106,95
C4_03230C_A-T,13,8
C4_03250C_A-T,158,133
C4_03270W_A-T,611,469
C4_03280W_A-T,414,341
C4_03290W_A-T,540,539
C4_03300C_A-T,57,51
C4_03320W_A-T,178,146
C4_03330W_A-T,128,105
C4_03340C_A-T,240,232
C4_03350C_A-T,7,8
C4_03360C_A-T,722,600
C4_03370C_A-T,60,40
C4_03380C_A-T,121,104
C4_03390W_A-T,739,636
C4_03400W_A-T,537,480
C4_03410W_A-T,806,713
C4_03430W_A-T,1,1
C4_03440C_A-T,556,515
C4_03450C_A-T,143,134
C4_03470C_A-T,5,0
C4_03490C_A-T,3,1
C4_03510C_A-T,5,2
C4_03520C_A-T,54,40
C4_03530W_A-T,45,35
C4_03540C_A-T,36,31
C4_03550W_A-T,101,78
C4_03560W_A-T,242,194
C4_03570W_A-T,4,2
C4_03580W_A-T,70,66
C4_03590C_A-T,347,299
C4_03600C_A-T,57,60
C4_03620C_A-T,17,15
C4_03680C_A-T,23,15
C4_03690C_A-T,88,83
C4_03700W_A-T,471,370
C4_03710C_A-T,2,4
C4_03720C_A-T,165,111
C4_03730C_A-T,299,241
C4_03740W_A-T,431,354
C4_03750C_A-T,84,71
C4_03760W_A-T,0,1
C4_03770W_A-T,82,85
C4_03780C_A-T,324,297
C4_03790W_A-T,1087,953
C4_03800C_A-T,426,388
C4_03810W_A-T,60,38
C4_03820C_A-T,41,25
C4_03830W_A-T,491,387
C4_03840C_A-T,219,247
C4_03850W_A-T,540,465
C4_03860C_A-T,37,41
C4_03870C_A-T,37,33
C4_03880W_A-T,34,29
C4_03890W_A-T,14,7
C4_03900C_A-T,83,92
C4_03910W_A-T,3,0
C4_03920W_A-T,53,47
C4_03930C_A-T,173,178
C4_03940C_A-T,3267,2868
C4_03950C_A-T,0,1
C4_03960W_A-T,322,345
C4_03970W_A-T,1,0
C4_03990C_A-T,0,4
C4_04000W_A-T,24,28
C4_04010W_A-T,73,61
C4_04030W_A-T,13,2
C4_04050C_A-T,268,208
C4_04070C_A-T,3,1
C4_04080C_A-T,36,24
C4_04090C_A-T,128,112
C4_04100C_A-T,334,259
C4_04110W_A-T,4,1
C4_04120C_A-T,185,192
C4_04130W_A-T,346,314
C4_04140W_A-T,26,26
C4_04150C_A-T,6337,5264
C4_04160W_A-T,695,638
C4_04170C_A-T,302,302
C4_04180C_A-T,103,86
C4_04210C_A-T,87,64
C4_04220W_A-T,59,56
C4_04230W_A-T,7,3
C4_04240C_A-T,355,400
C4_04250W_A-T,22,19
C4_04260C_A-T,418,355
C4_04270W_A-T,5,12
C4_04280C_A-T,63,36
C4_04290W_A-T,207,162
C4_04300C_A-T,83,79
C4_04310W_A-T,344,307
C4_04320W_A-T,518,466
C4_04330C_A-T,828,732
C4_04340C_A-T,309,253
C4_04350W_A-T,126,113
C4_04360W_A-T,1,0
C4_04370C_A-T,185,166
C4_04380C_A-T,38,44
C4_04390W_A-T,13691,7946
C4_04410C_A-T,666,557
C4_04420W_A-T,101,83
C4_04430W_A-T,269,220
C4_04440W_A-T,439,337
C4_04450C_A-T,34,36
C4_04460C_A-T,301,258
C4_04470W_A-T,3,10
C4_04480C_A-T,21983,15395
C4_04500C_A-T,441,416
C4_04510W_A-T,100,85
C4_04520W_A-T,228,201
C4_04530C_A-T,634,607
C4_04550C_A-T,88,75
C4_04560C_A-T,75,73
C4_04570W_A-T,16,4
C4_04580W_A-T,287,267
C4_04590W_A-T,691,604
C4_04600C_A-T,47,61
C4_04640C_A-T,82,42
C4_04650W_A-T,65,62
C4_04660C_A-T,41,57
C4_04670C_A-T,21,22
C4_04700W_A-T,5507,4498
C4_04710W_A-T,129,81
C4_04720W_A-T,498,449
C4_04730W_A-T,251,183
C4_04750W_A-T,94,94
C4_04760C_A-T,170,129
C4_04770C_A-T,141,185
C4_04780W_A-T,397,431
C4_04790W_A-T,2,2
C4_04800W_A-T,3121,2595
C4_04810C_A-T,463,361
C4_04820C_A-T,767,577
C4_04830W_A-T,340,290
C4_04840C_A-T,51,42
C4_04850C_A-T,22,16
C4_04860W_A-T,122,89
C4_04870C_A-T,1416,1178
C4_04880W_A-T,4,5
C4_04890C_A-T,20633,14005
C4_04900W_A-T,13192,9166
C4_04910C_A-T,83,75
C4_04920W_A-T,259,267
C4_04930C_A-T,57,44
C4_04940W_A-T,1,0
C4_04970C_A-T,1172,994
C4_04980W_A-T,62,84
C4_04990C_A-T,17,22
C4_05000W_A-T,5,7
C4_05010W_A-T,765,643
C4_05020W_A-T,487,485
C4_05030C_A-T,329,342
C4_05040W_A-T,69,77
C4_05050C_A-T,58,58
C4_05060W_A-T,185,162
C4_05070C_A-T,31,35
C4_05080C_A-T,78,55
C4_05090C_A-T,101,69
C4_05100C_A-T,481,420
C4_05110C_A-T,244,247
C4_05120C_A-T,0,1
C4_05130C_A-T,68,21
C4_05140C_A-T,364,309
C4_05150W_A-T,615,468
C4_05160C_A-T,84,74
C4_05170C_A-T,101,104
C4_05180C_A-T,685,536
C4_05190C_A-T,350,328
C4_05200C_A-T,1,0
C4_05210W_A-T,357,338
C4_05220C_A-T,32,39
C4_05230C_A-T,512,399
C4_05240C_A-T,875,809
C4_05250W_A-T,16,29
C4_05260W_A-T,171,145
C4_05270C_A-T,77,80
C4_05280W_A-T,409,325
C4_05290W_A-T,327,323
C4_05300W_A-T,144,129
C4_05310W_A-T,284,257
C4_05320W_A-T,1798,1463
C4_05330C_A-T,525,497
C4_05340W_A-T,74,83
C4_05350W_A-T,35,29
C4_05360C_A-T,90,86
C4_05370W_A-T,547,514
C4_05380C_A-T,236,169
C4_05390W_A-T,248,205
C4_05400C_A-T,48,41
C4_05420C_A-T,82,81
C4_05430C_A-T,403,328
C4_05440C_A-T,25,32
C4_05450C_A-T,1081,1041
C4_05460C_A-T,360,363
C4_05530W_A-T,3,4
C4_05540W_A-T,1202,1106
C4_05550C_A-T,795,615
C4_05560C_A-T,42,39
C4_05570C_A-T,103,104
C4_05580C_A-T,2,3
C4_05590W_A-T,80,66
C4_05600W_A-T,230,191
C4_05610C_A-T,610,539
C4_05620C_A-T,102,71
C4_05630W_A-T,636,521
C4_05640C_A-T,190,162
C4_05650W_A-T,313,233
C4_05660C_A-T,107,114
C4_05670W_A-T,901,877
C4_05680W_A-T,338,364
C4_05690W_A-T,1505,1401
C4_05700W_A-T,82,59
C4_05720W_A-T,1,0
C4_05730W_A-T,55,63
C4_05740C_A-T,215,184
C4_05750C_A-T,156,124
C4_05760W_A-T,323,259
C4_05770C_A-T,13,13
C4_05780C_A-T,30,31
C4_05790W_A-T,145,123
C4_05810W_A-T,615,451
C4_05820W_A-T,378,268
C4_05840W_A-T,1,3
C4_05850C_A-T,264,173
C4_05860W_A-T,448,407
C4_05870C_A-T,0,1
C4_05880W_A-T,25,15
C4_05890W_A-T,93,98
C4_05900C_A-T,166,174
C4_05910C_A-T,132,111
C4_05940W_A-T,0,2
C4_05960W_A-T,275,262
C4_05970W_A-T,47,31
C4_05980C_A-T,75,78
C4_06000W_A-T,54,57
C4_06010C_A-T,19,22
C4_06020C_A-T,11,19
C4_06030W_A-T,2605,1927
C4_06040W_A-T,26,21
C4_06050W_A-T,58,63
C4_06060W_A-T,364,349
C4_06070C_A-T,48,49
C4_06080W_A-T,32,31
C4_06090C_A-T,65,40
C4_06100W_A-T,324,247
C4_06110C_A-T,2053,1734
C4_06120W_A-T,1236,970
C4_06130W_A-T,797,643
C4_06140C_A-T,54,64
C4_06150C_A-T,3,0
C4_06160W_A-T,43,53
C4_06170C_A-T,744,643
C4_06190C_A-T,71,65
C4_06200W_A-T,46,25
C4_06210C_A-T,1568,1116
C4_06230C_A-T,206,141
C4_06240W_A-T,52,57
C4_06250C_A-T,263,248
C4_06260W_A-T,0,1
C4_06270C_A-T,678,631
C4_06280C_A-T,1,0
C4_06290W_A-T,108,89
C4_06310C_A-T,1,0
C4_06320C_A-T,1,1
C4_06340W_A-T,384,307
C4_06350C_A-T,471,461
C4_06360C_A-T,0,1
C4_06370C_A-T,78,77
C4_06390W_A-T,290,212
C4_06400C_A-T,411,353
C4_06410W_A-T,100,87
C4_06420W_A-T,266,206
C4_06430C_A-T,109,131
C4_06440C_A-T,95,101
C4_06450W_A-T,129,115
C4_06460C_A-T,106,135
C4_06470W_A-T,412,333
C4_06480C_A-T,55,43
C4_06490C_A-T,186,155
C4_06500W_A-T,1879,1431
C4_06510C_A-T,27,34
C4_06530C_A-T,3,4
C4_06540W_A-T,399,363
C4_06550C_A-T,3,0
C4_06570C_A-T,13988,13721
C4_06580W_A-T,317,261
C4_06590W_A-T,203,165
C4_06600W_A-T,474,423
C4_06610C_A-T,5859,4732
C4_06650W_A-T,323,251
C4_06670W_A-T,101,97
C4_06680C_A-T,1144,1051
C4_06690C_A-T,641,564
C4_06710W_A-T,272,228
C4_06720W_A-T,6776,5846
C4_06730C_A-T,300,233
C4_06740C_A-T,149,137
C4_06750C_A-T,1,1
C4_06760W_A-T,1015,848
C4_06770W_A-T,72,68
C4_06780C_A-T,121,85
C4_06790W_A-T,374,325
C4_06800W_A-T,1121,880
C4_06810C_A-T,552,439
C4_06820C_A-T,55,91
C4_06830C_A-T,1740,1411
C4_06840W_A-T,115,96
C4_06850C_A-T,1064,895
C4_06860C_A-T,72,68
C4_06870W_A-T,1221,949
C4_06880C_A-T,654,480
C4_06890W_A-T,25,24
C4_06910W_A-T,3,7
C4_06920C_A-T,0,1
C4_06930C_A-T,154,128
C4_06940C_A-T,153,116
C4_06950W_A-T,24,25
C4_06980W_A-T,2,0
C4_06990W_A-T,13,9
C4_07010C_A-T,11,12
C4_07020C_A-T,5,1
C4_07030W_A-T,192,199
C4_07040W_A-T,0,2
C4_07050W_A-T,66,74
C4_07060W_A-T,847,730
C4_07070W_A-T,57,54
C4_07080C_A-T,122,120
C4_07090C_A-T,836,655
C4_07100C_A-T,407,339
C4_07110C_A-T,7325,6488
C4_07120C_A-T,234,226
C4_07130W_A-T,319,265
C4_07140W_A-T,318,260
C4_07150W_A-T,183,101
C4_07160W_A-T,33,43
C4_07170C_A-T,84,58
C4_07180W_A-T,23368,19928
C4_07190W_A-T,193,147
C4_07200C_A-T,117,111
C4_07210W_A-T,53,39
C4_07220C_A-T,70,64
C4_07230C_A-T,94,90
C4_07240W_A-T,187,168
C4_07250C_A-T,4,0
C5_00010W_A-T,2,2
C5_00030W_A-T,1360,1148
C5_00040C_A-T,332,274
C5_00050W_A-T,73,53
C5_00060C_A-T,66,79
C5_00070W_A-T,707,587
C5_00080C_A-T,1052,855
C5_00090C_A-T,238,199
C5_00100C_A-T,74,85
C5_00110C_A-T,4451,3302
C5_00120W_A-T,121,85
C5_00130C_A-T,1124,993
C5_00140C_A-T,21,29
C5_00150C_A-T,1965,1797
C5_00160W_A-T,167,157
C5_00170W_A-T,181,150
C5_00180W_A-T,315,273
C5_00190C_A-T,21662,17836
C5_00200C_A-T,1337,1090
C5_00210C_A-T,563,409
C5_00220W_A-T,297,235
C5_00230C_A-T,13,10
C5_00240W_A-T,58,64
C5_00250C_A-T,46,45
C5_00260W_A-T,994,943
C5_00270W_A-T,5068,4606
C5_00280C_A-T,475,421
C5_00290W_A-T,149,148
C5_00300C_A-T,352,270
C5_00310C_A-T,626,521
C5_00320W_A-T,449,399
C5_00330C_A-T,55,52
C5_00340W_A-T,269,259
C5_00350C_A-T,269,251
C5_00370W_A-T,2223,1718
C5_00380W_A-T,55,43
C5_00390C_A-T,11,23
C5_00400C_A-T,194,203
C5_00420C_A-T,615,548
C5_00430W_A-T,341,316
C5_00440C_A-T,191,172
C5_00450C_A-T,113,84
C5_00460C_A-T,333,312
C5_00470C_A-T,1,2
C5_00480C_A-T,1443,1274
C5_00490C_A-T,118,108
C5_00500W_A-T,770,725
C5_00510W_A-T,27,13
C5_00550C_A-T,157,163
C5_00560W_A-T,379,306
C5_00570W_A-T,339,307
C5_00580W_A-T,66,66
C5_00590W_A-T,41246,30305
C5_00600C_A-T,0,2
C5_00610C_A-T,52,33
C5_00620W_A-T,113,121
C5_00630C_A-T,249,231
C5_00640C_A-T,464,397
C5_00650C_A-T,833,799
C5_00660C_A-T,2447,2248
C5_00670C_A-T,133,140
C5_00680W_A-T,401,364
C5_00690C_A-T,115,96
C5_00700C_A-T,213,168
C5_00730W_A-T,4,6
C5_00740W_A-T,100,84
C5_00750C_A-T,166,180
C5_00760W_A-T,54,43
C5_00770C_A-T,232,203
C5_00780C_A-T,89,59
C5_00790C_A-T,1321,1100
C5_00800C_A-T,246,227
C5_00820W_A-T,713,605
C5_00830C_A-T,381,326
C5_00840W_A-T,121,102
C5_00850C_A-T,121,99
C5_00860W_A-T,100,105
C5_00870C_A-T,5,2
C5_00880C_A-T,294,206
C5_00890C_A-T,128,113
C5_00900C_A-T,744,602
C5_00910C_A-T,10,3
C5_00920W_A-T,213,171
C5_00930C_A-T,498,394
C5_00940C_A-T,218,187
C5_00950C_A-T,426,309
C5_00980W_A-T,113,112
C5_01000C_A-T,314,297
C5_01010W_A-T,2,0
C5_01020C_A-T,91,84
C5_01040W_A-T,19,15
C5_01050C_A-T,801,683
C5_01060C_A-T,292,224
C5_01070C_A-T,429,398
C5_01080C_A-T,586,423
C5_01090C_A-T,238,202
C5_01100C_A-T,191,215
C5_01110W_A-T,271,234
C5_01120W_A-T,1,1
C5_01130W_A-T,445,412
C5_01140C_A-T,722,664
C5_01170W_A-T,26,30
C5_01180W_A-T,353,259
