Gene_name,R1_T36_1,R1_T36_2,R1_T36_3,R1_Ctl_1,R1_Ctl_2,R1_Ctl_3
FAD3,138,850,495,881,1045,923
FAL1,266,315,321,51,83,247
FAR1,13,26,11,7,7,12
FAS1,133185,112747,127369,102823,120112,137915
FAS2,121327,78208,102228,72435,86661,92920
FAT1,1345,1380,2011,732,860,1002
FAV1,30,40,40,10,16,19
FAV2,297,168,339,427,452,427
FAV3,353,483,369,503,557,395
FBA1,275709,224141,174200,144498,151626,173397
FBP1,651,2043,1165,514,535,461
FCA1,239,232,232,99,106,348
FCR1,3244,639,997,1083,1339,1573
FCR3,335,319,430,120,142,264
FCY2,666,808,716,1400,1474,1610
FCY21,3334,5891,2904,4836,4794,4517
FCY23,274,479,446,588,510,708
FCY24,414,253,383,93,103,106
FDH1,106,30,139,12,13,169
FDH3,38251,17636,26262,16040,17880,23767
FEN1,196,449,207,579,528,402
FEN12,1440,1552,1524,1713,1771,1260
FESUR1,1791,1702,2198,905,968,2108
FET33,327,328,452,340,325,483
FET34,8395,5579,9797,21882,26032,26208
FET99,51,12,76,25,32,80
FGR10,53,77,83,43,57,92
FGR12,0,0,0,0,1,0
FGR13,76,77,101,15,24,65
FGR14,599,661,972,209,247,644
FGR15,318,210,149,61,74,161
FGR16,82,51,80,19,14,69
FGR17,57,55,68,11,10,71
FGR18,0,0,0,0,0,0
FGR2,1,2,2,0,2,0
FGR22,23,23,40,18,22,27
FGR23,140,319,168,103,102,266
FGR24,289,296,309,285,358,398
FGR27,447,569,714,323,319,698
FGR28,181,182,218,143,138,243
FGR29,128,52,33,21,24,20
FGR3,963,510,454,127,157,286
FGR32,1721,1590,1422,362,344,579
FGR34,3238,2129,3085,674,805,749
FGR37,0,0,0,0,0,0
FGR38,760,616,918,339,359,511
FGR39,63,96,129,27,29,82
FGR41,299,1516,469,927,1017,394
FGR42,0,3,0,0,0,0
FGR43,103,158,99,74,74,134
FGR44,912,907,501,365,390,440
FGR46,0,0,0,0,0,0
FGR47,231,198,143,23,27,69
FGR50,142,214,155,27,32,50
FGR51,751,490,878,369,395,565
FGR6-1,202,188,181,79,90,107
FGR6-10,414,289,289,113,112,128
FGR6-3,196,197,205,102,118,136
FGR6-4,517,548,488,307,348,324
FHL1,246,797,302,186,180,295
FIG1,2,2,2,2,1,3
FKH2,974,668,474,161,198,353
FLC1,656,1153,915,404,333,503
FLC2,2551,2715,2053,1319,1297,1089
FLC3,440,878,506,1212,1376,810
FLO8,1052,1382,1058,562,599,963
FLO9,1399,1258,1054,1357,1470,1579
FLU1,275,381,352,735,1015,637
FMA1,1724,3073,1444,1293,1328,2302
FMO1,16,27,17,22,25,18
FMO2,199,171,225,194,206,145
FMP27,433,634,380,367,388,394
FMP45,11,12,11,13,21,22
FMT1,170,194,201,57,69,104
FOL1,358,521,336,122,114,255
FOX2,84,554,284,81,83,197
FOX3,65,184,243,42,64,143
FPG1,804,614,782,256,294,451
FRE10,5745,1752,8073,6643,8068,10890
FRE3,98,152,150,158,188,105
FRE30,114,37,50,57,83,94
FRE7,360,116,170,278,346,198
FRE9,112,84,165,136,113,110
FRP1,1453,820,2729,3548,3622,3431
FRP2,400,687,602,513,572,422
FRP3,588,1113,634,1409,1531,1123
FRP5,0,1,0,0,2,5
FRP6,697,908,652,444,490,598
FRS1,5278,4949,5104,2308,2632,5442
FRS2,4403,4056,3598,1349,1606,3462
FTH1,499,434,1147,888,924,835
FTH2,172,160,183,60,40,103
FTR1,3129,974,3705,7963,8948,6978
FTR2,635,920,480,1731,2045,2012
FUM11,1526,2231,3023,1471,1790,2645
FUM12,1576,2654,1996,2204,2427,1545
FUN12,3931,5191,4031,2871,3249,4072
FUN31,461,279,328,81,76,207
FUR1,663,534,580,317,355,826
FUR4,58,114,92,74,80,91
FUS1,14,7,6,8,9,4
FYV5,23,68,23,10,11,13
FZO1,974,909,1016,281,271,706
GAC1,7593,3456,7711,2524,3165,6121
GAD1,6367,5655,10367,4187,4724,14601
GAL1,309,298,583,95,103,244
GAL10,958,525,1487,268,312,624
GAL102,82,77,130,28,24,82
GAL4,12273,5596,7743,7082,7498,7683
GAL7,351,199,435,142,176,408
GAP1,4987,5004,5621,5294,5499,6218
GAP2,13,8,10,29,57,31
GAP4,3670,6131,5556,14060,15457,12159
GAP5,1263,2224,1740,1751,1765,1860
GAP6,8517,8501,10688,3630,4137,4494
GAR1,760,942,1042,773,589,1090
GAT1,140,91,82,30,36,50
GBP2,4966,4937,3026,4148,4444,3140
GCA1,50,74,57,104,110,211
GCA2,81,161,123,120,135,168
GCD1,1126,1069,1010,337,354,751
GCD11,4870,5234,4111,3172,3456,4562
GCD2,1353,1150,1113,325,408,913
GCD6,2360,2263,2279,824,891,1711
GCD7,717,689,614,238,236,513
GCF1,1345,884,985,103,119,395
GCN1,3754,5499,3389,6356,7070,6571
GCN2,238,266,285,62,40,104
GCN20,1883,1645,1595,694,784,1154
GCN3,1087,1062,1193,931,986,1090
GCN4,5892,4865,6160,2741,2986,5381
GCN5,402,268,314,55,50,126
GCR3,896,836,1088,227,277,808
GCS1,299,623,738,260,271,704
GCV1,107,830,242,74,94,274
GCV2,265,4033,876,2343,2599,3882
GCV3,916,3824,1649,927,1012,1560
GCY1,726,498,631,103,111,398
GDA1,1317,1614,1582,235,281,852
GDB1,2672,2921,4151,1828,2088,4336
GDE1,991,1413,1482,628,822,860
GDH2,19554,12643,31939,19028,23495,19641
GDH3,5057,1266,5372,4969,5551,8109
GDI1,8329,11005,9869,14454,14010,8591
GDS1,1303,1147,1210,329,378,1094
GEA2,963,708,1005,86,112,211
GEF2,687,557,787,346,341,369
GFA1,17827,16514,18861,6965,8038,5833
GGA2,2348,1932,2291,463,551,1011
GIG1,33,24,24,7,1,13
GIM5,245,214,224,70,54,254
GIN1,241,187,191,37,32,137
GIN4,1408,1594,887,506,639,1082
GIR2,256,243,211,32,35,114
GIS2,4900,5752,5000,8371,8432,6667
GIT1,49,35,85,88,87,190
GIT2,511,1049,713,1853,2107,1042
GIT3,1718,1410,1083,1073,1262,1693
GIT4,14,35,50,43,47,41
GLC3,3246,2884,3877,1838,2129,2392
GLC7,3198,3379,2749,2507,2846,2473
GLE1,241,251,219,39,44,65
GLE2,1249,1076,974,456,473,742
GLG2,43,28,112,41,44,50
GLK1,26067,17580,23022,14515,15736,18310
GLK4,3268,1797,2423,1402,1529,1939
GLN1,26833,21629,24265,24048,28053,26679
GLN3,802,1312,948,626,717,1051
GLN4,1955,1980,1656,554,588,1506
GLO1,5716,3763,4921,2336,2623,3628
GLO2,1167,1286,1485,760,935,987
GLO3,8963,6547,7820,1257,1194,1934
GLR1,1385,1465,1545,822,901,1508
GLT1,2051,3901,1989,1998,2307,2246
GLX3,8143,7842,19154,6988,7371,10708
GLY1,16867,10503,19851,5271,5947,10865
GNA1,203,243,210,169,205,152
GND1,108594,92798,92742,100031,112092,87942
GNP1,15793,14921,19057,15303,17005,15852
GNP3,100,268,190,149,209,249
GOA1,180,200,183,58,53,107
GOR1,323,230,160,115,127,106
GPA2,876,647,674,414,404,582
GPD1,1112,2397,1404,3164,3240,2039
GPD2,17339,25400,18624,26129,30410,21004
GPH1,30041,13145,25440,13061,16227,18510
GPI1,144,94,142,60,48,80
GPI13,306,593,369,310,321,373
GPI19,247,113,118,34,19,39
GPI2,146,158,192,95,95,148
GPI7,349,695,537,304,348,425
GPI8,892,733,837,425,441,419
GPM1,174889,133483,130033,143324,145089,141968
GPM2,396,125,194,19,9,93
GPR1,1483,939,1124,387,416,797
GPT1,62,89,81,34,24,58
GPX1,182,66,212,49,47,148
GPX2,3197,3905,8155,4826,4021,13086
GPX3,314,103,182,9,12,73
GRE2,266,320,1082,301,310,784
GRE3,756,970,1038,377,396,913
GRF10,215,545,237,238,311,409
GRP1,345,260,305,54,81,149
GRP2,6268,6624,7719,3911,4243,5438
GRR1,2315,1835,1823,574,609,1103
GRS1,7796,6858,6778,3509,4057,5517
GRX1,2,4,11,2,5,8
GRX3,648,713,552,206,259,548
GSC1,5226,5760,8982,4644,5834,7240
GSG1,126,96,85,11,12,33
GSH2,1608,1651,1460,722,765,1100
GSL1,320,487,337,496,449,469
GSL2,602,1325,805,791,811,832
GSP1,6577,5286,5264,2466,2454,4248
GST1,2,0,1,0,0,4
GST2,216,229,469,158,196,300
GST3,37,21,102,36,48,62
GSY1,14227,9408,10082,6859,8700,7850
GTR1,33,67,74,100,80,56
GTT1,0,0,0,1,0,0
GTT11,538,798,970,318,348,544
GTT12,3,1,4,3,0,0
GTT13,2,0,1,8,2,3
GUA1,2867,6144,5619,9608,10921,14774
GUK1,404,304,385,118,121,454
GUP1,75,159,127,72,96,100
GUS1,3965,3887,3566,1762,1941,3615
GUT1,210,550,320,806,864,402
GUT2,4398,6315,5313,3881,4442,5229
GVP36,723,599,734,188,196,465
GWT1,631,736,645,492,548,651
GYP1,2168,1024,2132,521,521,1080
GYP2,972,829,949,367,359,703
GYP7,484,556,753,61,81,235
GZF3,894,1279,937,235,256,625
HAC1,2211,2225,3925,724,652,1326
HAK1,479,200,1649,1173,1452,2541
HAL21,488,621,517,220,233,352
HAL22,369,500,411,201,200,277
HAL9,223,236,241,120,133,212
HAM1,171,188,392,77,84,373
HAP2,117,79,77,16,24,40
HAP3,19,11,5,4,7,10
HAP31,18,10,20,2,1,7
HAP41,1418,1548,2386,1543,1849,2134
HAP42,229,143,182,35,48,91
HAP43,1642,835,1259,382,403,661
HAP5,438,277,167,59,42,110
HAS1,626,936,1094,327,390,1165
HAT1,329,195,213,26,19,107
HAT2,2175,1696,1124,545,564,683
HBR1,745,736,723,207,210,516
HBR2,405,372,570,153,183,351
HBR3,323,878,575,223,268,513
HCA4,395,916,748,193,226,779
HCH1,970,1131,712,432,419,728
HCM1,152,160,165,139,119,109
HCR1,3557,3184,2910,797,877,1588
HDA1,1482,1014,754,224,242,566
HEM1,3691,4721,2041,8125,8874,5092
HEM13,66335,68456,52579,35146,36560,43831
HEM14,991,568,735,71,62,417
HEM15,4523,4553,6482,2473,2694,2764
HEM2,1931,2421,3567,1813,1931,1650
HEM3,460,1109,797,791,882,1160
HEM4,113,105,72,25,30,61
HET1,25793,21781,23112,14681,15417,8518
HEX1,529,464,390,587,641,501
HEX3,717,559,503,133,162,289
HFL1,289,188,173,37,34,83
HFL2,484,509,500,411,383,431
HGC1,772,782,1218,1103,1101,1146
HGH1,453,563,663,219,240,768
HGT1,626,1450,1265,7443,9002,2736
HGT10,8,7,17,13,16,74
HGT12,1,1,6,3,8,8
HGT13,24,33,25,45,34,27
HGT14,63,142,98,155,202,201
HGT16,18,87,37,58,45,51
HGT17,0,3,0,1,0,0
HGT18,304,443,486,462,574,603
HGT19,12,12,12,53,48,44
HGT2,20,35,21,168,208,18
HGT20,62,203,104,90,114,120
HGT3,65,78,66,36,43,31
HGT4,128,211,184,126,135,149
HGT5,147,136,169,28,27,79
HGT6,7591,5856,12733,17762,18415,20851
HGT7,111856,79335,102556,111860,127449,139176
HGT8,470,690,670,1083,1352,1266
HGT9,1,3,1,1,0,0
HHF1,5369,2391,2926,1883,1901,1978
HHF22,4732,1932,2165,1598,1543,1414
HHO1,5170,3022,2866,4101,4006,3833
HHT1,1175,1041,1126,1161,1194,875
HHT2,6817,2455,2266,1198,1140,2271
HHT21,9457,3896,3436,3752,3475,3107
HIP1,1116,1471,1726,1003,1157,2082
HIR1,2243,1028,1454,351,359,776
HIS1,3761,4183,4395,2085,2198,2892
HIS3,31,49,44,59,41,44
HIS4,1443,3007,2309,2545,2684,2712
HIS5,915,1013,993,572,637,675
HIS7,564,718,714,260,216,498
HIT1,11,69,29,32,27,37
HLJ1,1855,1202,1605,312,349,569
HMG1,1736,2582,1646,2712,3035,2677
HMI1,683,607,633,435,475,422
HMO1,5489,4854,3618,2929,3174,2726
HMS1,434,442,286,117,96,231
HMT1,1151,1410,1607,1284,1404,3013
HMX1,2546,1676,11221,3913,4476,6985
HNM1,262,565,387,639,673,628
HNM3,38,52,35,63,82,63
HNM4,4,5,22,15,21,16
HNT1,1493,1185,1833,806,777,1167
HNT2,261,296,178,72,71,74
HOC1,572,348,623,157,125,390
HOF1,178,160,55,44,50,57
HOG1,3392,2389,3297,1449,1599,1620
HOL1,55,134,76,85,115,209
HOL4,743,1327,1009,2049,2275,1526
HOM2,3292,3184,3869,1812,2031,2309
HOM3,1046,1355,897,582,694,699
HOM6,2538,3587,3239,2500,2873,4418
HOS1,159,131,187,38,51,100
HOS2,318,227,267,93,76,185
HOS3,599,264,177,34,45,117
HPA2,627,503,748,376,352,290
HPC2,354,280,245,57,77,113
HPD1,20,8,40,3,3,88
HPT1,983,1103,1532,1204,1304,2216
HRK 1.00,1569,1386,979,353,317,601
HRQ2,279,92,43,68,58,29
HRR25,1393,1156,1356,488,480,1006
HRT1,578,420,430,378,354,315
HRT2,2156,1060,1738,594,575,1006
HSE1,695,514,490,71,90,194
HSK3,54,15,49,14,14,35
HSL1,1206,1426,638,302,318,466
HSM3,424,411,533,165,204,265
HSP104,7819,5188,2178,1421,1344,2201
HSP12,131,199,111,41,28,191
HSP21,1888,197,1033,452,542,1446
HSP30,1,0,5,5,3,15
HSP31,4,5,2,4,4,9
HSP60,3825,6623,5219,4411,4946,7087
HSP70,3411,12201,12020,3783,4004,11953
HSP78,927,1200,721,162,157,327
HSP90,18081,26761,13695,7863,8911,13656
HST1,142,127,87,22,13,62
HST2,71,68,93,21,16,57
HST3,414,352,197,82,85,145
HST6,3,9,8,7,4,10
HST7,759,770,477,164,177,225
HSX11,134,117,107,63,73,147
HTA1,6050,2263,2454,1917,1920,1671
HTA2,8328,4486,4376,3884,4276,4051
HTA3,2317,1712,1562,1118,1152,1236
HTB1,4372,2504,2095,2688,2736,2827
HTS1,2023,2804,1981,1391,1284,1886
HUT1,263,278,352,84,36,69
HWP1,228175,196204,260765,449539,481582,286976
HWP2,10,10,3,7,3,9
HXK1,2613,2321,1968,2792,2860,1513
HXK2,85184,65970,66289,51753,55537,60879
HXT5,16,34,53,58,44,24
HYM1,861,652,601,305,304,483
HYR1,6444,3821,14798,50937,57905,43450
HYR3,2055,3284,2413,3428,3953,3652
HYR4,371,681,477,655,703,640
HYS2,587,436,392,252,282,497
HYU1,1058,1448,902,506,516,546
IAH1,408,543,332,187,176,390
ICL1,77,99,56,23,32,174
IDH1,8532,7520,8162,11235,12710,13108
IDH2,7160,7618,5456,11725,12781,8851
IDI1,2343,2909,3280,2729,2818,2979
IDP1,2222,2345,1413,763,797,1220
IDP2,90,117,135,71,105,144
IFA14,105,57,134,61,61,86
IFA21,223,228,302,223,228,305
IFA4,150,88,146,69,77,103
IFD3,147,182,227,102,131,190
IFD6,120,245,240,26,25,126
IFE1,106,95,123,14,29,58
IFE2,1504,1423,667,351,426,1069
IFF11,51,43,45,32,35,28
IFF3,0,0,0,0,0,0
IFF4,48,216,161,124,116,121
IFF5,740,718,1041,238,252,449
IFF6,250,505,331,449,460,374
IFF8,50,57,70,35,45,87
IFF9,175,205,166,139,144,228
IFG3,1267,433,912,290,365,385
IFH1,833,892,1015,300,392,982
IFI3,102,139,172,40,42,92
IFK2,344,349,348,196,265,216
IFM1,425,728,515,178,135,364
IFM3,78,110,155,85,99,190
IFR1,6,12,45,16,17,26
IFR2,3997,3405,3399,3780,4188,3799
IFU5,2723,4320,2815,810,733,622
IHD1,9638,6791,12693,88522,88003,31887
IHD2,236,201,278,107,81,146
ILS1,8436,8825,7556,7104,7914,8421
ILV1,2496,2559,2341,1408,1592,2277
ILV2,2800,3992,3789,3305,3504,5324
ILV3,3951,7247,2906,6324,6197,5904
ILV5,13953,12040,8708,10144,10941,7690
ILV6,1457,1759,1260,1160,1308,1461
IME2,11,18,9,17,25,9
IMG2,4,9,6,6,0,1
IMH3,4979,7636,7768,11174,12780,20013
IML1,504,558,573,220,252,526
IML2,10658,5601,8302,994,1266,1680
IMP1,588,485,509,266,242,316
IMP2,104,66,78,9,14,35
IMP4,503,794,729,290,361,782
INN1,927,776,539,114,115,248
INO1,13286,1167,628,704,805,219
INO2,66,42,35,13,6,16
INO4,37,37,32,6,4,17
INP51,606,434,448,116,94,157
INT1,1696,1247,718,409,489,653
IPK1,110,123,192,31,23,68
IPK2,339,306,427,74,107,124
IPL1,83,66,44,23,25,37
IPP1,25590,25180,25243,20911,23031,24303
IPT1,152,303,96,191,204,181
IQG1,367,429,179,250,241,209
IRA2,841,734,1278,763,814,1687
IRE1,577,440,523,110,114,340
IRO1,2152,2070,2198,1824,1936,2299
IRR 1,438,274,199,106,110,302
IRS4,1120,1067,996,174,191,330
ISA1,478,360,246,78,79,260
ISA2,87,63,80,12,23,44
ISC1,259,439,374,439,417,270
ISN1,3878,1546,3543,598,650,1373
IST1,117,112,80,21,26,38
IST2,408,544,483,267,322,375
ISU1,647,656,472,1124,1121,663
ISW2,308,445,297,78,82,165
ISY1,37,51,28,13,4,20
ITR1,1205,677,205,607,624,186
JAB1,504,372,410,47,54,108
JEM1,1050,1272,1480,127,101,206
JEN1,2,10,25,1,2,8
JEN2,3,1,4,3,3,9
JIP5,311,837,626,188,228,700
KAP120,1303,1271,1689,641,817,1508
KAR2,72551,60757,70120,8911,9581,11080
KAR3,261,129,136,39,31,70
KAR4,76,166,224,225,247,417
KAR5,6,7,7,0,2,2
KAR9,452,295,542,161,200,230
KCH1,352,411,258,146,167,192
KCS1,237,235,157,33,48,91
KEL1,2025,2473,1667,957,932,974
KEM1,835,976,872,176,197,442
KEX2,3824,2471,4589,1216,1398,2049
KGD1,5486,8639,6510,6427,7267,6031
KGD2,2976,2690,2286,1210,1294,1343
KIC1,707,999,664,193,224,387
KIN2,2767,3610,2869,1085,1117,1949
KIN3,1029,808,700,219,256,256
KIP1,152,174,57,118,108,111
KIP2,164,123,28,40,42,38
KIP4,433,449,515,296,281,391
KIS1,2238,1680,1609,279,281,523
KIS2,527,453,426,250,287,438
KNS1,91,83,309,21,23,84
KOG1,1310,1093,1325,495,545,696
KRE1,513,790,348,1486,1205,738
KRE30,3258,5441,4506,5833,6799,8556
KRE5,1407,1608,2103,271,281,672
KRE6,3213,4856,4069,2287,2471,3219
KRE62,2,4,0,0,1,0
KRE9,2215,3245,2037,2539,2800,2021
KRR1,141,260,265,49,33,181
KRS1,5578,5911,4360,1949,2140,4540
KSP1,217,290,211,447,491,278
KSR1,924,638,611,317,328,349
KTI11,3,1,1,0,1,1
KTI12,254,239,243,153,122,340
KTR2,192,208,161,103,120,140
KTR4,104,301,115,21,33,45
LAB5,3224,2306,1928,752,738,1509
LAC1,468,509,652,268,230,263
LAG1,1657,1435,1168,2000,1885,1107
LAP3,294,455,507,125,140,306
LAP4,514,415,464,132,182,229
LAP41,5488,5875,6512,5436,6079,5321
LAS1,313,515,347,217,238,424
LAT1,13880,12329,9271,12413,11998,6695
LCB2,2938,3347,2693,4014,4584,4193
LCB4,686,408,470,257,285,367
LDG3,1,0,1,0,0,1
LEA1,136,100,91,20,23,57
LEM3,1497,1345,1604,339,382,1007
LEU1,2442,1790,880,451,590,637
LEU2,1884,2302,1767,2081,2235,2017
LEU3,567,1017,588,311,319,605
LEU4,672,1012,448,692,759,711
LEU42,486,1116,681,617,736,945
LEU5,331,768,401,548,520,480
LHP1,260,310,295,55,53,242
LHS1,3735,3621,4579,432,456,1070
LIG1,587,752,651,184,220,575
LIG4,556,625,867,352,381,868
LIP1,17,27,41,28,33,36
LIP10,5,0,0,2,1,0
LIP2,0,0,1,3,5,1
LIP3,5,8,6,11,16,13
LIP4,432,176,564,270,304,490
LIP5,287,226,264,104,103,145
LIP6,281,304,167,150,138,151
LIP7,18,30,37,28,29,41
LIP8,853,553,756,348,365,531
LIP9,7,2,14,4,4,8
LKH1,3352,3156,3262,1165,1295,2136
LMO1,2064,1388,2474,661,739,1241
LPD1,22809,14319,14825,9786,10423,12252
LPG20,456,209,430,77,106,185
LPI9,830,652,720,144,172,427
LPT1,1216,1141,1519,512,547,666
LRO1,1233,1021,1273,226,220,628
LSC1,19291,11541,13143,22134,23610,15895
LSC2,29698,16600,19541,26647,28508,19096
LSM 6.00,583,271,876,49,40,601
LSP1,4715,5809,5978,5885,6588,6200
LTE1,566,384,413,84,115,265
LTP1,805,721,901,309,326,646
LTV1,323,680,437,131,141,409
LYP1,16,63,46,50,27,31
LYS1,1361,1390,2339,1482,1638,1860
LYS12,3047,4310,6776,4175,4452,6790
LYS14,71,82,86,34,29,40
LYS142,152,141,77,37,47,72
LYS143,87,117,77,25,43,60
LYS144,130,149,116,39,50,75
LYS2,967,2064,2518,686,834,2013
LYS21,1277,1200,1536,622,726,1158
LYS22,422,1170,3965,754,870,2954
LYS4,1144,1478,1940,506,486,1183
LYS5,21,11,18,5,3,6
LYS9,2602,2527,8548,1510,1773,6405
MAC1,391,175,194,60,46,123
MAD 2.00,81,57,40,28,10,27
MAE1,1535,484,965,272,335,375
MAF 1.00,595,314,313,84,67,122
MAK16,200,492,333,94,110,374
MAK21,762,1476,1659,353,431,2261
MAK32,125,103,122,22,28,42
MAK5,438,684,694,125,152,514
MAL2,28,388,227,182,152,256
MAL31,36,114,73,658,817,293
MAM33,344,649,872,565,581,1487
MAS1,888,990,897,226,241,520
MAS2,431,556,576,110,95,392
MBF1,5890,4876,4911,1518,1501,2233
MBP1,918,726,603,130,134,291
MCA1,3409,3813,3683,900,925,1200
MCD1,236,230,144,48,61,183
MCD4,727,858,1053,425,406,348
MCI4,693,531,494,130,145,368
MCM1,1116,927,792,591,630,639
MCM2,329,591,329,266,328,553
MCM3,1042,1690,1594,1174,1198,1773
MCM6,1146,1715,1092,1042,1136,1642
MCR1,2631,2022,4413,844,1072,3466
MCS7,4169,4058,4359,2604,2966,3722
MCT1,389,413,265,144,150,159
MDG1,10189,9252,5389,3306,3383,4570
MDH1,393,517,627,237,297,410
MDH1-1,15924,16375,11214,16166,16265,11764
MDH1-3,724,872,844,541,529,589
MDJ1,445,539,357,84,112,230
MDJ2,10,17,6,5,4,5
MDL 1.00,2235,1086,1896,142,141,607
MDL 2.00,819,712,715,223,224,604
MDM10,314,307,364,101,120,154
MDM34,52,148,67,35,42,61
MDN1,388,239,480,286,329,679
MDR1,75,158,66,303,345,126
MDS3,670,766,633,246,302,512
MEA1,90,127,122,132,121,140
MEC1,486,555,486,215,253,495
MEC3,92,92,80,30,50,74
MED1,402,367,383,64,72,250
MED10,36,17,31,2,0,8
MED14,205,225,208,42,63,154
MED15,1022,1163,843,534,593,713
MED16,811,588,620,173,182,276
MED17,522,310,283,41,68,227
MED18,402,274,268,47,62,108
MED19,296,172,150,33,40,86
MED20,212,157,175,50,50,137
MED21,104,51,38,13,10,27
MED22,4,11,6,0,1,3
MED3,62,80,53,17,21,24
MED4,289,186,155,44,23,62
MED5,224,198,212,27,35,65
MED8,14,16,20,2,1,7
MED9,690,303,310,62,58,204
MEF2,337,556,431,143,131,368
MEP1,873,733,1769,548,576,796
MEP2,237,319,211,128,105,142
MES1,3409,3600,3504,1781,2164,3199
MET1,111,339,218,429,287,97
MET10,586,1133,1940,909,1043,1121
MET13,2058,1161,1963,1828,2070,1582
MET14,77,195,296,73,82,103
MET15,3337,13979,11198,13625,14671,9434
MET16,448,375,409,199,244,276
MET18,89,85,47,18,7,34
MET2,1247,2628,2113,2591,2810,1625
MET28,368,134,375,30,22,211
MET3,476,2567,3895,1795,2116,1566
MET4,171,165,191,45,43,63
MET6,31310,29688,42598,48494,57763,56578
MET8,92,80,72,12,18,23
MEU1,485,926,728,1257,1359,816
MEX67,1246,1295,966,465,493,985
MFA1,0,0,0,0,0,0
MFALPHA,0,0,0,1,0,0
MFG1,160,283,142,24,29,72
MGE1,1187,1219,1342,679,697,1581
MGM101,421,516,560,305,301,392
MHP1,1279,1105,1027,427,522,695
MIA40,555,768,532,320,272,387
MID1,331,465,430,205,195,244
MIF2,201,154,112,36,27,95
MIG1,1527,1974,1222,269,290,771
MIH1,591,422,133,465,566,565
MIM1,319,153,227,40,43,144
MIR1,5135,6291,5614,7411,8091,7504
MIS11,4078,6871,5609,5074,6093,7010
MIS12,3436,6396,5403,4861,5065,6543
MIT1,3883,4120,3693,2105,2321,3666
MKC1,5120,2948,4615,1443,1440,2037
MKK2,2121,1381,1503,591,683,790
MLC1,5382,3040,4837,1249,1351,1378
MLH1,55,42,45,1,11,37
MLH3,358,559,296,392,408,403
MLP1,629,613,603,131,130,253
MLS1,240,855,526,298,354,854
MLT1,1891,2530,2302,1750,1944,3105
MMD1,6426,8987,5486,7415,7655,9182
MMS21,176,131,144,48,56,145
MNL1,2278,1840,1557,610,636,820
MNN1,318,517,912,132,115,639
MNN10,1448,1382,1171,519,532,948
MNN11,32,75,34,26,34,16
MNN12,435,531,353,98,106,152
MNN13,38,46,75,18,16,55
MNN14,147,271,59,57,61,138
MNN15,920,1171,2278,308,381,800
MNN2,878,764,628,316,335,679
MNN21,1240,1293,1460,238,243,540
MNN22,694,946,456,375,453,518
MNN23,466,408,317,90,95,279
MNN24,637,496,782,285,265,495
MNN26,408,391,405,44,45,162
MNN4,337,422,356,62,79,160
MNN4-4,38,46,47,25,25,59
MNN9,1599,1333,1541,290,313,532
MNR2,2068,1636,1229,615,655,967
MNS1,2538,2447,2765,654,641,881
MNT 1.00,4177,6005,6154,5910,6024,5134
MNT 2.00,595,776,735,368,357,446
MNT 3.00,162,154,269,119,99,110
MNT 4.00,149,79,80,11,13,45
MOB1,696,435,250,297,291,165
MOB2,2248,1856,2554,1569,1735,1378
MODF,169,175,221,16,35,106
MOH1,148,56,233,75,71,65
MON2,749,671,860,124,136,315
MP65,20712,23169,29018,43603,48877,44551
MPH1,163,220,129,53,53,149
MPP10,831,1020,1360,209,197,869
MPRL36,236,263,258,57,51,228
MPS1,323,229,103,82,98,139
MPT5,759,852,1134,722,877,817
MRE11,398,331,286,64,76,177
MRF1,1197,1342,2233,796,881,1301
MRP17,127,128,94,32,27,68
MRP2,883,766,699,368,346,760
MRP20,563,540,754,68,88,393
MRP7,230,284,301,45,41,177
MRP8,1416,741,1211,126,125,301
MRPL10,429,450,520,93,63,426
MRPL19,420,371,352,224,238,356
MRPL27,484,419,343,157,118,315
MRPL3,260,538,361,350,341,480
MRPL33,9,8,6,4,0,2
MRPL37,62,43,61,6,18,47
MRPL40,803,1064,767,348,361,703
MRPL6,124,158,110,33,37,120
MRPL8,758,691,553,131,153,458
MRPS9,683,792,611,270,252,578
MRR1,667,666,658,422,446,568
MRS2,121,129,182,16,34,112
MRS4,806,1232,1081,1527,1587,1078
MRS7,1506,1684,1770,298,304,859
MRT4,114,199,253,36,53,280
MRV1,5,13,7,1,2,10
MRV2,22,26,19,25,29,10
MRV3,0,0,0,0,0,0
MRV4,0,0,0,0,0,0
MRV5,1,0,0,0,0,0
MRV6,0,0,0,1,0,0
MRV8,75,34,36,17,20,6
MSB1,1009,1427,869,777,817,526
MSB2,2040,2756,2182,7163,8017,5185
MSF1,600,817,818,192,231,517
MSH2,714,827,541,557,587,963
MSH3,151,197,140,29,28,76
MSH6,811,838,540,222,262,652
MSI3,3072,3906,3809,1175,1226,3953
MSK1,362,408,397,100,89,271
MSM1,169,263,235,69,66,154
MSN4,1142,463,1208,315,366,1035
MSN5,6026,3255,5527,1459,1735,2917
MSO1,472,460,534,176,162,322
MSS11,132,272,134,70,67,101
MSS116,630,1514,1517,497,507,1505
MSS4,1776,2391,1757,1352,1520,1585
MSS51,1246,2026,1864,1572,1787,2141
MST1,247,415,334,109,106,236
MSU1,39,151,80,32,25,76
MSW1,293,296,300,67,55,192
MTG1,183,467,351,220,247,435
MTG2,231,550,354,203,191,378
MTLA1,73,43,75,17,14,29
MTLA2,3,3,6,0,1,0
MTM1,877,635,899,1437,1542,798
MTO1,66,180,73,44,43,77
