,WT_YPD.30C_1,WT_YPD.30C_2,WT_YPD.30C_3,WT_YPDserum.37C_1,WT_YPDserum.37C_2,WT_YPDserum.37C_3,WT_LI_1,WT_LI_2,WT_LI_3,WT_LI_4,WT_LI_5,ume6_YPD.30C_1,ume6_YPD.30C_2,ume6_YPD.30C_3,ume6_YPDserum.37C_1,ume6_YPDserum.37C_2,ume6_YPDserum.37C_3,ume6_LI_1,ume6_LI_2,ume6_LI_3,ume6_LI_4,ume6_LI_5
orf19.1029,1.05477,1,2.4566,2.01624,5.25324,5.5116,13.119,11.1701,8.15044,11.4701,16.2159,1,1.82118,1.89796,1.77363,2.47113,1.25774,18.3206,21.1971,52.1286,16.5784,19.4795
orf19.1030,220.757,171.142,412.796,250.917,360.578,263.583,209.462,100.274,206.946,285.5,312.155,215.525,462.416,422.037,298.928,304.84,262.434,173.337,254.032,464.897,207.243,278.87
orf19.1031,59.1107,53.295,82.9699,72.4722,75.7375,73.8115,46.3568,48.1099,52.7066,55.1047,50.7146,56.3895,74.9963,75.0629,60.3635,54.0445,47.4956,48.6915,40.6846,42.3573,37.1575,52.1746
orf19.1032,7.83736,6.18985,15.0816,4.75986,5.37304,8.79817,17.847,13.7243,15.5019,14.0851,17.3447,10.7799,15.3306,17.0375,9.02775,9.67967,5.22178,16.4227,17.2674,13.766,11.382,17.1557
orf19.1033,17.2144,11.9577,27.9457,8.92423,17.2835,17.2988,51.2464,42.9243,38.1947,44.9887,52.9903,12.379,24.2545,29.0797,10.2223,11.6567,5.9562,48.1478,49.0612,52.701,39.41,50.5769
orf19.1034,42.8872,43.705,38.9497,25.9981,55.1485,63.8097,101.292,78.3983,78.8589,61.6452,101.799,30.3522,41.8537,31.659,21.9694,32.9985,18.6864,71.4175,85.3404,63.8472,94.6571,89.0919
orf19.1035,2.167,1.70422,4.27332,2.87051,4.34777,3.13647,18.9995,12.2958,9.81157,8.52424,11.4038,1.5241,3.69703,3.3771,4.54799,4.39107,2.307,10.2908,11.5288,14.3933,15.8427,16.4924
orf19.1036,17.3556,23.4446,27.8831,23.8902,34.8102,28.2373,57.751,75.3454,56.1533,65.0152,59.1801,15.9751,29.596,29.7441,22.0958,18.5896,14.8377,51.0617,51.2001,37.6955,37.0977,48.0223
orf19.1037,7.92842,11.7172,13.9975,8.06154,17.3914,15.7801,86.9319,138.232,84.8185,93.7674,95.668,5.84106,15.5445,13.5621,7.57266,6.70872,5.26594,87.3695,78.026,56.7177,60.9099,72.4786
orf19.1039,3.4941,1.65752,6.13098,1.6225,7.01633,6.81834,17.2989,20.4825,6.9268,22.7006,27.6174,1.68336,3.97219,2.80139,2.1855,2.80813,1.84817,15.8253,16.5399,17.1607,13.7254,19.4716
orf19.1040,6.75819,6.98734,7.85853,3.77999,7.61947,15.056,27.0294,23.418,22.299,32.0239,31.6597,4.60125,5.10837,6.7673,6.22619,4.2856,3.82038,21.7942,27.7367,25.1668,25.2004,23.1574
orf19.1041,5.97268,3.30694,5.96025,4.03323,8.13542,7.44355,18.133,14.1733,8.06397,12.4775,18.1531,2.4567,5.40624,6.70985,5.99134,4.64978,4.18239,14.7495,18.5001,16.1075,15.0195,14.7097
orf19.1042,1528.38,1540.66,1624.15,1893.68,2475.86,2229.58,2502.58,2843.29,2514.52,2180.06,2119.27,1715.54,1712.23,1623.92,2069.89,1989.95,2490.78,2240.27,2224.82,1853.77,2461.24,2461.92
orf19.1043,6.47129,4.56815,9.55227,1.82678,5.3763,4.82774,19.0081,30.4105,9.45016,11.4207,14.6629,4.60261,5.62244,5.75408,1.37761,1.87217,1.22851,13.9806,12.8989,14.9837,11.5171,16.5742
orf19.1045,7.68619,9.15585,13.6327,7.80482,14.398,14.8008,60.0642,42.8986,39.2684,67.3365,94.7771,6.70394,17.7588,16.8185,9.39306,9.17942,9.48354,51.6423,68.58,126.054,76.9418,60.8034
orf19.1047,43.9128,25.9321,73.9398,39.0316,66.7054,56.9523,33.6508,21.8021,33.222,27.241,45.1963,26.0015,61.4156,76.8456,76.9759,72.7073,49.2858,35.4485,44.1279,98.8594,43.8494,58.4559
orf19.1048,7.39924,13.137,6.92967,3.4314,4.72169,4.94147,14.9607,31.3703,37.2899,42.0682,73.804,5.93274,9.39468,6.04211,4.78827,6.17593,4.93451,62.0469,67.3812,166.082,97.2818,119.42
orf19.1049,5.8403,3.01735,5.97641,2.8794,13.3924,7.85289,23.7589,24.1633,13.2586,25.2341,26.66,4.45479,5.45936,5.36215,3.15366,4.50877,2.55681,15.1508,18.2396,11.6245,12.8705,12.5708
orf19.105,35.233,34.4541,50.4185,20.3034,29.8871,24.6658,17.4605,15.9935,17.9529,17.8491,16.0485,26.7637,54.9542,43.2138,25.8526,30.0003,21.1885,16.3069,16.7016,14.7156,10.853,18.5983
orf19.1050,6.12318,2.74276,4.95434,3.39098,6.30675,5.49358,19.5881,21.0483,14.5295,22.1907,23.9461,1.4226,4.88092,3.60646,2.8303,3.78694,2.19833,18.1361,20.8806,16.1927,19.5949,27.9585
orf19.1051,1052.09,777.686,1057.95,606.187,1067.78,1110.97,1959.56,2388.8,2586.68,3013.87,2131.05,977.764,1138.51,1144.65,829.29,926.241,626.334,1678.47,1998.95,1005.16,1407.09,1882.06
orf19.1052,1413.02,1177.92,1361.68,1543.26,1741.34,1201.16,1805.14,2249.97,2390.15,2764.98,1908.62,1339.3,1530.66,1439.1,1122.66,1237.64,1188.7,1652.58,1842.84,904.377,1278.82,1479.01
orf19.1053,4.571,5.50618,9.61859,8.27149,14.8456,14.3992,34.9303,29.953,26.6942,39.3307,30.017,4.37928,7.57869,7.40029,7.50922,8.75715,4.11277,30.1618,29.0587,30.7233,22.8113,26.1058
orf19.1054,32.9505,35.1138,47.9647,43.9654,59.5489,57.7388,111.71,143.399,94.8874,114.376,97.2707,24.4084,46.6211,41.9092,32.8085,29.1712,40.5082,101.272,79.7106,58.6831,71.5408,84.7284
orf19.1055,71.1516,80.3448,113.752,95.43,135.655,139.103,500.097,633.922,330.792,561.305,487.5,58.6307,120.271,112.534,84.805,86.2604,51.3664,317.135,358.643,236.976,245.962,291.447
orf19.1057,30.8621,29.3089,39.2444,55.2739,66.209,50.5811,130.265,147.466,103.957,154.324,160.071,28.8026,38.0999,33.1732,41.4972,48.6595,41.4379,109.591,124.99,102.38,104.421,135.701
orf19.1058,39.5139,45.6518,56.7378,55.5665,71.412,58.9581,107.248,108.221,94.6655,123.751,144.975,44.7642,54.6308,52.9976,58.5011,47.97,36.6474,103.215,106.514,125.762,112.419,101.3
orf19.1059,1010.16,731.387,1038.03,369.395,650.965,595.862,1738.91,1456.16,2370.73,2826.5,1649.79,353.105,877.62,908.061,483.221,555.258,504.55,1153.79,1510.58,1079.76,1621.52,1807.12
orf19.1061,1821.29,1675.32,1922.81,1247.97,1816.94,1408.01,2108.32,2291.95,3160.08,2949.89,2088.33,1984.58,2184.53,1839.67,1196.27,1326.22,1278.79,1877.62,1786.14,1034.35,1480.98,1790.71
orf19.1063,3.19161,1.48461,4.57421,3.19403,7.3506,5.76145,20.6364,19.0954,18.5886,30.8438,19.1005,2.46314,2.50228,2.57348,1.55086,3.40017,1.47189,15.3464,16.8485,17.8972,13.9474,18.1
orf19.1064,540.793,590.489,949.779,584.814,844.895,676.28,175.289,157.65,194.775,182.687,257.394,458.023,979.817,957.37,619.584,655.282,433.142,159.74,125.373,121.946,112.889,190.096
orf19.1065,5414.77,4856.06,6600.41,2958,2506.1,2212.12,195.093,248.052,355.658,501.231,718.586,5315.29,5947.15,6826.71,4313.55,4680.89,2612.37,832.799,234.583,126.79,209.083,270.08
orf19.1066,2.6684,2.79039,2.2976,2.36618,2.76114,2.56049,48.9536,27.0034,18.3844,35.2943,57.8914,2.07586,4.11069,2.26255,1.37533,2.05965,1.4198,17.2469,27.1896,31.5721,17.5852,14.7509
orf19.1067,113.703,150.853,145.032,74.7251,143.092,108.083,246.227,218.156,135.125,154.423,251.361,60.4394,159.576,131.501,54.7816,65.4894,44.4401,205.319,229.75,236.924,196.368,165.125
orf19.1069,15.185,14.9201,21.2344,12.3322,20.7718,22.1445,117.142,65.1309,62.4862,59.1614,112.744,10.2465,25.5909,25.2884,18.4785,21.4448,10.5641,101.491,102.123,165.569,127.321,123.591
orf19.107,1.06244,1.01838,2.48341,3.21973,7.45717,7.30746,8.92054,5.78473,6.85074,8.82259,10.3404,1.0666,2.14861,2.45849,7.93007,9.40464,4.33459,11.4085,14.1358,32.6356,16.2159,15.6716
orf19.1070,3.58922,2.33162,5.23695,3.58993,6.12843,6.83232,17.4423,12.3557,21.2272,17.4385,18.3037,2.29823,3.72745,4.45874,1.30718,3.40772,1.72449,18.4976,17.4637,24.6239,15.8965,26.7231
orf19.1077,7.52897,4.92823,12.8335,5.28856,9.1464,7.19274,34.273,36.1106,30.5861,28.514,23.833,6.09471,12.6285,11.0957,5.69319,3.84675,2.9085,30.0192,30.5825,27.1256,29.2675,24.0888
orf19.1078,14.0747,11.5279,24.5929,11.5481,26.445,26.2229,154.668,112.64,109.291,103.008,97.3919,11.7573,27.4779,25.1998,11.1434,18.465,8.27241,106.066,84.1074,88.7963,115.12,138.061
orf19.1082,4.5475,3.33525,4.18705,9.27356,8.47005,12.8194,16.3003,11.4484,20.3002,9.63011,15.6054,2.87255,4.32586,4.65452,11.4138,11.1595,5.50057,13.0862,22.82,39.3441,20.4334,3.03022
orf19.1082.1,334.218,1,19.8868,29.0252,286.277,339.414,1,1,64.1638,1,1,1,1,1,5.93676,3.17737,368.492,7.51773,1,1,1,1
orf19.1083,5.39425,4.30802,9.59488,7.42518,17.5189,17.4261,15.377,9.98362,18.6296,16.7247,23.8871,5.08142,11.5707,8.77149,5.52437,10.1248,4.65594,13.012,21.6962,39.1554,21.4947,24.1006
orf19.1084,19.9425,16.6453,30.3278,15.0484,23.5148,22.279,37.9846,30.3836,26.9141,16.0849,25.9138,16.8684,23.8144,28.8726,23.5377,20.1605,14.2998,30.134,25.958,21.097,25.9331,27.9081
orf19.1085,30.8051,38.5519,48.8204,40.7829,74.1919,66.4893,151.885,155.564,128.897,191.603,153.641,24.0338,59.4769,45.0546,29.2904,41.8305,20.3758,152.416,145.751,143.143,125.08,131.141
orf19.1086,65.2191,62.5992,76.2283,58.8344,55.8605,61.0445,59.8939,56.5857,50.5755,48.0988,52.2281,47.4349,69.8881,78.6826,69.8659,63.9541,55.0812,61.9594,67.7727,60.623,47.1453,53.3052
orf19.1087,4.58915,5.30565,5.2489,4.19746,7.49271,6.58633,16.1044,12.2718,9.93875,11.2278,17.6246,2.93921,4.8072,6.22606,4.67488,4.12171,2.85822,19.8656,20.8623,23.8698,13.9577,13.192
orf19.1089,11.34,5.23093,11.6296,3.58311,13.5279,14.1509,144.167,145.361,105.797,105.521,122.64,5.4657,8.78784,9.49265,3.65438,4.01861,2.59576,113.99,111.268,143.147,105.399,129.995
orf19.109,14.9887,13.6742,20.1038,23.4978,37.0568,29.3123,43.8508,51.6423,51.4294,48.4803,43.9275,16.7051,18.3804,18.2185,23.8414,21.6335,25.2411,55.5449,52.3577,66.4096,43.852,65.3272
orf19.1090,1,2.31483,2.43362,4.53453,3.81897,2.64447,1.09338,1,4.05453,8.48475,5.27471,1,2.66084,4.7806,2.72816,5.98816,3.80029,1.79171,7.43446,7.47106,10.0289,1.92492
orf19.1091,1,1.00627,2.6152,1.52925,4.59375,6.09469,13.4701,10.983,7.56908,10.1631,13.6812,1,1.47371,1.59787,5.26469,5.88156,2.23181,14.5703,18.443,45.9129,17.7465,11.9317
orf19.1092,3.01591,2.54199,4.58412,3.64498,7.09258,7.51237,18.6042,24.6453,19.987,25.3848,20.9462,2.88885,4.30364,5.28573,1.76163,2.77368,1.79447,19.9469,16.3077,19.6657,17.7059,19.9296
orf19.1093,40.9217,27.2401,41.7817,38.1829,28.0963,32.094,26.6143,21.6436,24.7657,12.4034,24.7676,30.9799,34.4865,38.3214,56.8822,45.6348,33.9973,39.877,32.687,21.6508,21.9372,23.1798
orf19.1095,36.1403,34.6731,45.5548,38.2811,57.4746,59.6751,81.571,70.6992,81.544,96.5458,85.4197,24.955,42.7583,39.5446,42.5591,43.992,31.0521,82.9769,84.3385,118.816,86.4818,94.3382
orf19.1096,1.75149,1.3322,2.3404,1.48645,4.35465,4.49242,9.76133,8.80276,11.8366,8.07351,10.0546,1.04154,1.5228,1.76584,1.79466,2.52068,1.26045,10.8541,9.1254,11.8605,9.31999,11.4834
orf19.1097,130.004,216.047,88.2891,94.2046,55.3473,79.0298,10.4364,5.83247,5.03788,1.93206,4.3186,123.926,87.252,80.5189,212.562,149.876,183.807,12.651,8.2813,6.13719,14.2811,15.012
orf19.11,1,1,1,2.61629,1.19469,2.13277,24.0497,6.89693,16.8529,15.414,13.3208,1,1,1,1,1,1,9.91971,13.256,11.4018,23.365,19.8945
orf19.1105.2,26900.1,1,3004.34,1872.18,2367.66,9344.73,1,1,1837.22,1,1,1,1,1,1291.73,1353.67,4064.65,976.585,1,277.556,238.566,1
orf19.1107,25.7007,22.609,31.7913,22.9652,34.6311,22.6661,244.102,243.135,163.922,206.124,206.857,25.8971,42.3085,35.9878,19.0687,17.6056,12.8048,181.96,200.413,201.9,269.964,210.112
orf19.1108,28.1508,23.7822,49.4856,30.4603,67.2744,61.9954,74.3632,87.7047,71.5719,109.182,112.054,27.0695,51.7337,36.856,28.3266,41.2274,17.4931,86.2999,62.9189,152.207,91.5444,80.6874
orf19.1109,29.2272,23.8176,33.0216,41.0682,84.7079,45.3938,71.2721,92.5336,102.302,120.981,110.165,10.8521,27.1318,31.5308,57.7671,70.8316,29.5011,72.2439,99.2251,114.45,68.6412,68.184
orf19.111,15.322,7.73644,22.4983,5.68245,7.43348,15.8823,104.038,75.9424,55.2964,40.4086,67.6554,16.6438,12.9188,20.4837,5.36219,4.00468,7.64803,97.4099,104.584,154.583,119.973,122.621
orf19.1110,4.95068,2.5026,5.15809,1.90635,7.16649,5.40658,10.8981,7.1745,10.9059,20.8835,13.6321,2.27202,4.51473,4.43274,2.66698,3.87898,1.75957,16.9902,9.9671,25.4427,18.2576,16.2153
orf19.1111,63.0486,54.6401,68.9535,78.6911,70.6367,73.6808,68.8664,62.4951,71.4738,57.804,73.4225,53.9725,64.9345,67.5458,84.5383,71.9659,61.49,73.1377,67.4601,67.8939,67.4611,64.9915
orf19.1112,15.1651,13.8662,31.3031,14.011,29.6138,25.27,55.6282,52.966,43.5034,54.9063,46.7826,13.2646,27.7,30.276,20.7545,21.4966,12.046,46.6044,36.2071,34.9613,37.9998,48.5602
orf19.1113,6.80056,6.15426,10.5387,5.52979,10.0943,7.09319,4.47392,5.67524,6.67527,5.80468,6.50522,7.84848,12.3779,11.6682,6.84649,7.01398,3.11773,7.14304,2.00775,3.72212,4.26361,2.27277
orf19.1114,24.2121,14.5296,22.203,19.1566,33.8877,39.3407,90.7575,74.2598,66.6641,89.3755,118.015,22.3502,34.5321,20.6882,28.3573,27.2191,18.9349,79.3939,111,144.434,82.879,111.781
orf19.1115,40.1748,37.6849,56.1043,15.6008,50.1295,36.3787,59.4688,52.9286,59.2468,61.2821,67.1264,27.9915,61.0088,54.8739,26.8146,39.1378,16.6044,50.4019,83.3987,70.472,59.9074,55.1091
orf19.1116,12.2018,12.4065,10.708,19.5843,22.2476,23.7323,24.7741,19.8284,20.7803,50.5167,23.4545,11.697,12.6606,12.7127,19.0405,15.7828,15.3431,10.3648,22.3172,12.0757,15.1382,20.4421
orf19.1119,7.42146,7.27054,16.2714,6.6509,19.2455,14.6845,21.0496,16.6508,17.8935,23.6365,23.6955,6.2953,15.043,16.1636,12.8227,14.1497,7.08312,30.5205,24.0827,29.5053,20.2439,24.8865
orf19.1120,1.0878,2.30775,1,10.0078,11.0185,14.8515,36.8137,43.5223,12.7092,44.1636,47.112,1,1,2.33122,5.92904,5.83723,4.51505,15.6556,16.958,6.91908,13.4338,17.2622
orf19.1121,9.71666,6.47831,9.77759,3.6922,16.1817,14.7329,20.6114,29.0877,12.6291,20.1381,21.5409,7.44195,7.81819,8.52177,4.81629,9.03198,3.89729,13.8724,12.457,22.9087,19.1792,25.0856
orf19.1122,1,1,1,1,1,1,18.024,4.62637,4.09783,5.09577,6.22332,1,1,1,1,1,1,2.00718,8.13199,1.94111,1.60914,1.70199
orf19.1124,1,1,1.96791,1.52554,3.01613,2.49788,85.0937,95.3831,54.6931,59.1922,106.997,1,1.12525,1.78806,2.11368,2.66225,1.51176,49.8153,130.883,69.3486,21.5747,25.7105
orf19.1124.2,36.8844,21.6331,41.1855,42.6273,57.8491,51.1257,43.7887,28.631,58.3513,48.4776,50.4097,41.3091,37.6668,40.0576,67.1611,65.2118,69.6837,33.9094,41.5065,79.1544,43.7618,61.0676
orf19.113,1,1,1,11.9409,12.7553,32.6074,28.1182,112.467,42.0157,73.7705,73.765,1,1,1,2.88362,3.35947,2.71758,15.0637,15.2028,8.71623,12.3566,18.9887
orf19.1133,12.4804,11.7374,17.5795,12.7551,12.5546,11.8865,22.5235,23.7222,22.5213,14.9699,18.633,9.80058,14.8606,16.7556,12.7237,12.0187,8.38938,12.6746,12.281,7.4713,10.7313,11.7397
orf19.1135,6.90915,5.4963,9.99416,4.48267,9.51646,8.32777,22.2723,18.9941,24.7214,23.8545,23.0583,5.73563,8.74377,8.93015,5.30162,5.42045,3.02053,22.4387,15.6582,20.695,22.9048,26.6916
orf19.1136,7.79524,2.42824,8.50297,3.18956,5.5143,7.31202,46.8363,39.2591,41.1032,38.0309,37.8817,3.24084,3.93266,4.98028,1.78433,5.13751,2.99478,37.0045,24.5146,28.9089,28.5261,49.4813
orf19.1137,8.08913,7.44352,13.3384,8.16558,13.277,16.7652,10.3595,11.8104,9.25766,14.4346,12.6871,10.4194,12.9435,8.98146,4.96225,6.51565,3.52641,15.6346,10.7354,25.5675,9.37423,11.2529
orf19.1139,22.3238,26.6874,35.6329,42.3574,37.0317,42.1573,42.3795,38.4824,32.6203,21.6281,43.0891,21.5747,34.6679,33.2823,50.2075,51.2261,30.7855,35.6869,35.1124,25.6198,20.6454,25.332
orf19.114,3.55875,1.68154,4.07743,2.54814,5.03951,6.07568,10.2792,8.70804,4.72387,13.7012,8.609,1.04541,3.47604,2.87739,2.43902,2.10543,1.09119,8.53637,11.3068,13.2312,10.1366,11.2527
orf19.1140,31.2802,24.6905,39.3019,29.0566,56.6129,42.6535,133.883,89.9097,164.92,154.459,121.527,25.1833,39.6554,34.8893,20.789,24.7508,19.3614,153.13,104.671,152.309,138.295,153.163
orf19.1142,5.71698,3.54449,7.75802,3.91752,6.35646,6.19625,20.2284,20.7846,15.8732,14.6093,19.0567,2.64392,7.38449,8.15017,4.63283,4.36168,2.29734,10.7928,16.137,10.1972,8.35042,13.635
orf19.1143,8.86871,8.34468,12.8859,10.3378,15.2876,11.37,11.9679,16.0308,14.3159,14.1199,14.8669,6.23806,12.5893,13.4758,11.6809,11.6255,7.66828,11.9096,14.8438,10.5311,11.9649,12.7517
orf19.1144,39.9255,38.6892,53.5791,55.3999,43.993,51.5692,41.2798,48.4781,34.6301,30.0801,41.8427,28.9499,43.0689,48.6931,49.0601,40.6461,34.0583,34.1152,27.9646,17.0468,29.2119,29.3948
orf19.1146,23.605,21.5191,28.208,43.0112,25.3756,46.9164,8.74037,4.62186,7.14397,1,4.6483,20.072,31.4764,29.4507,37.7954,40.9461,29.2784,7.84941,6.51459,4.24113,5.23044,5.89918
orf19.1149,18.3751,25.9819,19.7767,101.784,123.722,124.247,40.9489,76.7328,71.3285,78.6268,137.181,13.6519,23.0759,20.1617,73.8989,70.1847,61.9709,40.6112,35.0543,52.6274,43.8221,55.9688
orf19.1150,5.58776,3.14409,8.74956,4.07132,5.15725,4.94321,34.2228,19.1099,21.7629,15.4084,21.1337,6.05268,9.52634,8.74503,5.44921,5.10009,3.40923,20.6141,21.8435,20.0593,25.5585,27.0654
orf19.1152,4969.53,1743.92,3789.38,1286.42,565.624,792.8,1002.38,1180.74,844.154,653.028,784.199,3490.81,810.839,2104.15,1544.35,991.302,1237.36,743.442,820.541,540.797,892.21,854.017
orf19.1153,114.446,193.896,187.516,165.453,216.2,200.891,68.2744,161.734,91.7921,106.708,155.463,73.9006,199.018,197.31,171.216,179.788,122.853,89.7238,56.3921,43.9355,50.7547,96.4406
orf19.1154,513.26,571.446,614.536,489.865,858.888,831.787,738.324,798.397,954.094,1046.84,977.606,558.934,741.887,665.662,535.7,699.463,479.661,884.76,782.06,914.273,644.843,933.408
orf19.1155,18.8757,16.7757,18.4029,29.518,35.6127,27.8083,23.2833,24.222,27.532,27.3355,23.2429,26.6264,21.2887,23.3389,23.905,17.5827,34.4347,19.3533,19.8511,15.3715,13.5375,22.9178
orf19.1158,1.1691,1.34306,2.4139,2.25049,2.35748,3.10566,6.19314,8.24158,7.09221,12.1673,6.34146,2.20891,2.74678,2.15555,1.17993,1.5472,1.20943,5.81183,4.30642,3.7386,3.81579,5.20397
orf19.1159,10.2613,8.75572,16.9373,10.3099,13.3169,10.7723,15.4481,14.6983,15.9889,13.7255,16.8981,12.4543,17.7956,17.8768,11.8863,10.967,9.4279,13.3941,13.9051,6.43095,8.40699,10.9052
orf19.1160,87.0177,47.1963,81.7465,65.1885,70.24,63.6536,54.5111,69.2705,40.314,69.8956,70.84,91.9623,35.2372,54.8329,52.986,32.7773,62.6543,51.4571,49.9953,53.4465,49.3258,68.6876
orf19.1161,36.1346,33.5243,48.9718,44.4846,54.3846,46.7115,88.4957,76.6387,90.294,54.0976,61.7559,28.4151,41.416,46.7885,39.4937,33.8653,26.6032,52.5571,53.5038,43.5419,59.6324,59.1115
orf19.1162,106.341,128.631,78.9719,251.386,280.349,253.394,625.828,540.597,636.45,576.174,668.521,183.264,92.8389,80.5495,174.569,126.384,436.384,638.838,758.947,699.661,576.84,618.759
orf19.1162.1,1,1.04976,1.49248,2.71687,3.05195,3.25955,13.655,8.62858,16.1943,17.9272,16.7559,1,1,1,1.03183,1,1.88751,12.3939,11.6944,14.9949,13.7592,13.0159
orf19.1163,4.50521,5.15007,6.74711,11.2305,14.1634,13.7451,24.1399,16.771,25.1337,17.5033,24.6632,4.76692,5.87862,7.62284,9.76884,9.39485,8.04563,24.7719,23.0815,31.8893,23.7824,29.1776
orf19.1164,204.948,175.167,272.294,219.331,328.641,266.021,146.575,90.0242,187.433,187.631,209.828,248.689,272.743,261.253,314.654,331.464,330.456,159.012,186.503,403.733,157.662,265.079
orf19.1166,72.7507,66.9977,66.3327,63.1067,51.8376,63.129,66.003,45.372,51.9356,41.0343,63.6127,80.7727,61.9608,66.5305,60.7995,54.2148,58.826,63.8573,54.9148,62.2065,75.4508,74.4436
orf19.1168,70.6804,96.7454,65.4921,76.0171,66.5683,65.7772,83.6924,57.7895,72.178,62.3074,94.0962,74.8599,80.68,87.9941,74.8619,76.0045,60.5088,66.6803,76.1635,137.859,51.4395,81.647
orf19.1169,1.54114,1.97876,3.39879,3.10278,5.9265,5.57577,22.7095,14.7187,17.5402,15.3704,21.8383,1,2.62816,2.97565,1.94943,2.27361,1.99312,12.9428,15.4502,17.3542,12.3795,17.6438
orf19.117,14.025,13.9261,27.1461,15.4526,26.2803,18.3931,68.3702,62.7989,42.774,55.9675,47.7097,11.1612,29.0341,26.9237,14.3256,15.2324,9.06946,43.4966,47.3401,40.0558,42.7065,36.8416
orf19.1170,8.46654,7.6177,13.1902,14.3747,19.5898,22.606,24.8927,21.1215,16.621,27.6598,33.2133,7.52179,13.3301,15.2959,14.72,17.3195,9.39434,25.5658,20.9005,33.9697,17.2316,25.8769
orf19.1177,41.8603,40.4709,31.3521,38.2914,35.932,43.2916,27.0113,21.8351,21.8526,26.6872,22.5454,33.0811,34.6068,34.2407,37.2397,33.8258,30.2602,25.5407,26.774,30.1516,25.8846,32.6375
orf19.1179,325.245,392.018,322.232,600.659,724.665,532.782,594.061,511.911,928.137,738.064,513.119,355.27,312.845,278.555,452.259,498.786,586.435,786.109,733.568,865.865,701.133,801.932
orf19.118,77.2021,52.4623,100.116,60.1431,132.819,148.782,167.322,92.7031,127.841,106.146,93.7819,56.5295,59.8631,73.0141,58.8706,68.518,81.3955,189.654,232.457,346.169,155.031,209.724
orf19.1180,30.6545,33.2807,23.2471,47.3309,42.5612,42.2412,20.8553,33.4887,30.6597,35.1101,30.465,40.2579,27.6132,25.3323,33.2209,31.0378,36.5675,28.0397,17.5865,25.6854,25.1656,34.5702
orf19.1182,11.7977,9.1974,11.7272,16.1554,17.0083,15.521,20.5686,23.7988,23.4961,27.6364,16.5331,8.8059,11.7442,9.60227,13.8041,12.9044,10.2917,15.5724,16.0833,18.9183,22.85,17.586
orf19.1183,20.9097,18.7101,19.9022,18.056,22.4041,21.3354,45.3123,33.9414,37.1555,38.0202,28.1183,19.4179,18.1239,18.3369,19.7817,17.0716,17.4309,32.0452,28.72,34.6983,54.1115,55.743
orf19.1185,49.0225,40.2587,41.9299,70.2329,53.6455,59.3725,55.5517,51.4727,59.0102,53.9471,51.8814,56.8113,45.5947,43.9898,75.5669,67.6496,63.5045,39.5556,45.7463,42.4212,33.4185,43.1574
orf19.1186,16.9098,15.6961,14.8229,36.9534,37.1337,41.1607,57.4451,58.376,50.8897,69.1742,53.1841,17.0652,17.2504,17.3404,23.6192,22.0374,28.0578,45.8428,47.7845,38.7738,30.0474,54.1522
orf19.1187,48.1095,46.6389,92.0953,62.3566,100.788,79.5338,244.639,221.914,172.667,133.978,151.918,41.567,76.9651,80.1085,78.1195,80.6365,46.9887,176.228,147.421,111.196,147.816,156.781
orf19.1189,67.8518,78.3966,96.5288,43.1169,38.9029,34.7072,166.614,108.472,122.37,71.4433,121.485,47.0371,96.0221,98.0603,63.8657,65.1084,42.9097,155.275,188.049,131.951,149.548,138.662
orf19.1190,45.4597,42.8043,45.0672,45.8543,56.3776,43.7852,44.0393,36.2796,43.3622,36.1171,30.8134,40.2506,46.5495,42.0247,35.6573,27.5643,41.9677,41.3301,35.876,31.9664,42.2654,44.7302
orf19.1191,11.7452,12.2815,15.4387,16.3586,25.2371,20.4376,66.4268,59.4421,56.1207,59.0064,47.3483,8.29323,14.8761,14.7739,14.6993,14.4486,10.4949,43.6122,47.9772,38.5806,45.1554,51.6778
orf19.1193,4297.38,1659.66,3623.78,1636.15,846.046,1085.68,1471.84,1696.89,1316.02,1135.38,1084.73,4670.72,1312.79,2272.61,1721.38,947.663,1460.45,1390.53,1659.15,1302.87,1221.64,1293.43
orf19.1195,7.34194,8.28878,13.7578,9.29576,18.2094,15.7964,15.7187,17.4133,19.9063,21.0672,19.1246,6.53043,12.2183,13.1105,10.8122,13.0737,7.7984,23.7176,26.6565,30.3231,16.5334,25.9263
orf19.1196,25.4746,21.6399,31.1979,21.9877,20.0161,19.5304,26.4767,20.8734,21.4932,18.5376,18.8431,20.1624,29.541,28.3694,20.9582,18.3914,13.5825,25.7962,21.2411,19.2399,19.9771,23.9925
orf19.1198,13.0272,15.9689,14.5077,12.4232,27.0248,23.3445,39.1062,50.4534,37.7728,38.5432,45.6848,16.4158,15.7023,13.6604,13.3889,12.6631,8.3071,49.4908,47.3465,64.9278,46.9049,53.3859
orf19.1199,251.75,237.763,461.31,200.71,300.877,230.533,129.705,73.7495,153.7,124.368,157.885,222.829,437.619,479.631,339.717,367.71,244.786,125.593,178.33,311.568,126.33,135.641
orf19.1200,8.36766,8.31623,10.6319,7.11182,16.4923,11.0176,22.0638,23.3193,18.0236,29.7504,28.4843,4.32436,9.51532,8.99059,5.41363,7.01051,4.77771,22.7699,29.8845,32.3845,21.9894,22.674
