,II_KO2_CTRL(raw),III_KO3_CTRL(raw),I_KO1_CTRL(raw),II_KO2_treated(raw),III_KO3_treated(raw),I_KO1_treated(raw),II_QMY2_CTRL(raw),III_QMY3_CTRL(raw),I_QMY1_CTRL(raw),II_QMY2_treated(raw),III_QMY3_treated(raw),I_QMY1_treated(raw)
C2_00870W,120.2899,119.3521,126.4167,114.0655,131.0565,119.1774,98.2584,119.9239,112.0148,101.8126,114.8458,117.1581
C2_00880W,71.1531,76.9437,74.7296,64.2545,68.9555,66.9749,58.2551,58.0662,59.9935,75.7121,76.8923,72.9221
C2_00890W,2.93706,3.91178,7.26107,2.732614,3.18363,4.83263,2.120277,2.883211,2.91877,2.806324,3.87942,3.725066
C2_00900W,0.268897,0.0922473,0.224526,0.579962,1.121892,0.735801,0,0,0.1376604,0.1941236,0.511691,0.231909
C2_00910W,1.0755895,1.01472,2.245263,1.933212,4.76804,6.62221,0.84419,1.495814,1.0324522,1.941234,1.535075,1.391449
C2_00920W,41.0558,43.9898,49.0736,73.9935,69.7097,70.4497,35.4735,44.2936,43.476,56.6391,54.26,46.0792
C2_00930C,123.2984,111.8481,128.4577,207.7847,162.8947,179.0574,109.9552,127.3553,122.9302,136.9469,125.2527,128.7859
C2_00940W,489.994,514.522,534.087,985.811,1117.898,1044.332,476.623,472.47,478.291,773.495,631.664,643.166
C2_00950C,51.8763,54.4473,63.1353,82.8602,86.8815,92.3137,54.1387,55.4512,62.9117,73.7709,72.9757,73.5049
C2_00960C,156.0388,147.3567,163.4316,507.222,765.546,738.36,103.6426,109.2522,131.4083,207.2655,188.8867,152.5959
C2_00970C,49.4453,52.665,53.9035,74.0776,67.5247,65.5982,46.9078,51.8119,50.83,48.6716,53.8081,49.2088
C2_00980W,0.632942,0.97711,1.057,3.41285,3.30095,5.7732,1.083868,0.833901,0.729069,1.02811,0,0.409407
C2_00990W,5.28675,2.511227,5.09353,9.64833,7.63524,5.56404,5.22299,2.85756,3.74749,4.8442,3.714572,6.83928
C2_01000W,4234.28,4251.36,4745.71,6148.59,7421.93,7564.05,5462.24,6878.33,6866.32,5505.22,6740.56,6092.94
C2_01010W,1130.334,874.512,978.022,1235.368,1314.587,1373.943,885.343,654.864,789.374,1058.803,1001.768,903.177
C2_01020W,847.761,839.175,833.621,1219.471,838.052,712.03,1020.841,798.24,1099.269,1102.159,1320.032,1470.402
C2_01030W,57.6654,75.3376,80.7489,108.3705,150.733,127.5428,61.4828,81.6163,85.2756,116.1543,122.8097,94.5701
C2_01040W,120.3207,138.2296,99.1313,111.2184,102.9853,98.8088,96.175,110.597,84.722,152.8028,154.2633,107.5619
C2_01050W,23.87864,26.8094,25.3762,65.5479,73.2103,52.1405,14.86926,19.70227,28.89432,28.99216,43.7869,32.7631
C2_01060C,13.44862,15.87095,16.32011,34.22737,35.1624,36.1461,6.90893,11.02488,11.29129,14.36916,18.22127,23.66127
C2_01070W,38.4148,43.5892,49.8877,95.3105,101.4638,101.0398,24.63059,44.9751,37.8937,56.3598,68.8727,57.5396
C2_01090C,242.6142,326.076,292.327,327.103,484.65,339.81,312.396,311.884,284.171,276.006,325.192,282.664
C2_01110C,353.116,333.753,318.508,429.929,345.249,432.773,374.21,299.2889,340.216,364.654,335.023,332.51
C2_01120W,360.846,392.958,425.752,745.276,668.35,834.635,399.963,334.997,429.43,559.589,548.075,509.793
C2_01130W,36.8215,41.9142,41.5784,40.2293,45.7858,42.164,37.6923,44.0501,37.3518,33.28096,44.6777,36.4456
C2_01140C,1.387644,0.714063,0.965557,2.244678,2.17107,3.16425,0.79208,0.812543,0.710396,2.253994,2.11247,2.991912
C2_01150W,76.0644,79.6586,76.511,94.2977,79.9792,90.0357,61.8493,67.9518,58.5773,75.9548,74.1868,62.4238
C2_01160W,32.56243,27.34573,32.19238,52.3615,57.9719,56.4241,24.23614,26.05998,25.00517,30.92087,29.58224,30.79178
C2_01170C,34.1176,31.21682,38.4315,44.9915,39.0906,50.0816,28.03697,30.0082,34.7872,25.99675,30.88575,33.3014
C2_01180W,305.868,592.402,667.65,1888.201,4421.27,2491.13,292.82,543.654,515.997,957.148,1300.661,725.952
C2_01190C,25.45827,26.85111,31.9125,46.4613,57.0619,57.0442,20.93227,21.91698,21.24763,32.35693,32.02431,26.80521
C2_01200C,74.0943,84.2291,82.749,100.3887,78.9826,100,76.1468,78.6621,80.0174,75.6206,74.2052,67.4791
C2_01210C,31.0618,30.9611,36.709,56.807,57.0808,57.0268,26.3076,25.913,30.0743,31.2196,33.6498,27.9227
C2_01220W,51.1563,47.8458,48.1298,55.2021,60.3577,54.2785,51.668,50.289,47.4518,43.8258,54.2739,53.9591
C2_01230W,28.05109,26.67981,22.23806,38.408,59.9144,35.28856,31.64127,33.35843,23.11405,36.2636,38.145,34.96349
C2_01240C,3.61498,5.01782,4.25654,13.99395,14.11479,17.07748,3.60299,5.89411,5.26714,8.99306,9.58816,9.04125
C2_01250W,145.2742,224.744,151.4349,161.2801,187.2385,148.7546,152.4121,198.8148,180.0388,229.962,224.635,226.541
C2_01260W,12.78265,17.3319,16.86655,22.41568,31.3453,30.4335,17.4497,29.3655,23.40602,18.52941,28.5457,27.53157
C2_01270W,60.9931,54.926,61.8058,50.8018,53.3493,102.7463,74.271,99.6941,104.5315,56.5898,74.7122,75.5734
C2_01300C,18.52769,22.48061,22.56019,27.929,27.2469,24.70551,18.05037,16.54889,17.37598,27.4627,27.0628,26.8668
C2_01310W,14.03368,16.51668,14.7306,22.43582,37.7308,26.0068,14.6236,18.1498,14.89668,13.85225,14.73902,13.85103
C2_01320W,56.2308,47.1893,42.5666,68.6861,159.2589,76.1925,57.639,54.5883,38.059,57.4159,59.4901,44.4335
C2_01330C,7.39235,9.08369,6.41199,16.15013,19.94119,13.07856,7.2843,8.14417,6.67991,9.6268,10.69584,7.5434
C2_01340W,78.551,75.2071,69.0302,95.7897,90.3525,93.0935,83.4483,78.1419,74.1706,82.5861,87.8168,79.3451
C2_01350C,41.3537,40.2453,37.6244,64.7445,74.8579,60.4492,39.2372,33.9652,35.1909,43.2592,43.6556,44.3721
C2_01360C,118.1553,91.4713,97.5643,109.2515,77.7485,103.0594,97.2554,73.9545,96.9719,97.34,76.5996,80.3496
C2_01370C,30.6355,27.9543,33.6274,28.334,32.5809,32.9936,24.1733,30.2344,29.3016,27.7164,27.4041,32.199
C2_01380W,64.488,60.0516,56.2109,26.699,17.55437,22.72669,84.1129,107.6733,107.7919,40.9139,40.888,59.954
C2_01390W,92.9636,90.2028,93.5341,92.2653,93.2679,92.6181,87.9168,79.4566,84.1005,64.4048,73.0378,74.9344
C2_01400C,1.495687,2.28244,2.11018,3.1703,3.7657,2.50896,2.78206,1.630813,2.8384,3.12762,3.92576,4.44808
C2_01410C,94.3711,102.6362,80.4122,70.1501,64.9152,55.5919,108.7226,114.3002,102.7165,106.0474,114.9859,114.5418
C2_01420C,5.86994,9.25057,6.86698,11.86913,10.74651,9.64854,11.41305,10.17727,10.4943,9.10434,12.14743,10.79733
C2_01430W,354.587,388.623,350.018,216.28,179.5201,208.105,368.718,417.624,375.397,298.489,260.222,345.519
C2_01440C,242.686,341.246,261.723,311.535,400.744,326.971,253.856,360.059,326.471,331.193,331.837,320.762
C2_01450C,6.3639,7.28753,7.33453,22.4252,25.4295,29.0233,4.60468,5.66835,4.54279,12.42391,14.63436,9.27634
C2_01460C,0.575492,0.1974267,0.2002202,0.620616,0.70031,0.612404,0.164248,0.379105,0.1104822,0.363529,0.1642678,0.248164
C2_01470W,15.4246,14.53397,15.65478,18.96884,13.75543,17.51059,14.63742,12.98771,14.51452,13.25936,14.23657,14.45723
C2_01480W,135.5394,119.813,125.8884,149.3396,98.4983,137.1338,136.4098,110.6578,135.5,111.6602,119.5204,120.5753
C2_01490C,43.5612,40.3793,46.6542,60.4158,44.3479,59.0549,42.0784,36.5757,40.439,51.8392,52.5573,49.3407
C2_01500W,36.6652,32.5369,35.716,50.0085,32.7235,46.2887,28.4569,28.6651,38.0337,36.9829,43.7305,41.5821
C2_01510C,20.26201,24.5979,22.3993,29.1599,25.376,27.0714,17.65406,18.11013,16.43611,27.8131,24.4376,24.0894
C2_01520W,45.7777,42.6503,42.2973,57.7101,47.8511,56.0026,43.4145,35.8366,37.8779,48.0245,45.2905,41.6267
C2_01530C,125.1313,107.2074,120.2792,115.5248,101.6969,115.4731,107.5769,99.3634,115.9604,84.3493,77.361,87.1937
C2_01540W,63.4958,51.6512,52.1577,135.6924,157.23,130.5456,46.8461,34.6351,42.5311,49.1065,37.2459,44.6362
C2_01550W,116.3964,111.4397,115.4674,123.9158,91.4964,125.6378,104.2294,88.5091,95.2435,119.2621,106.8226,107.0196
C2_01560W,58.621,63.8096,68.99,90.5261,95.4626,80.156,57.9696,53.7617,62.7181,67.6833,60.7502,58.7215
C2_01570W,20.74598,23.1964,15.71873,25.6871,23.242,27.5667,24.5612,23.8459,19.47141,26.9032,32.021,23.6906
C2_01580W,29.5356,41.8182,46.1877,72.0801,75.237,80.6646,26.31208,31.7904,31.2682,57.0346,72.513,54.553
C2_01590W,1413.062,1259.213,1557.404,2077.337,2003.242,1940.771,944.442,916.511,883.305,1826.716,1676.351,1636.202
C2_01600C,162.7911,158.1613,153.4621,181.7406,156.7044,175.6305,164.6745,136.5757,147.9858,158.4109,152.3611,148.2299
C2_01610C,7974.01,9050.68,8960.84,3066.38,2423.478,2846.21,7279.27,9418.96,7406.43,5879.01,5549.76,5818.5
C2_01620W,695.707,655.944,845.501,1087.239,1094.945,1089.234,508.305,605.335,564.411,750.195,879.379,789.934
C2_01630W,7.72867,8.6545,11.16147,11.74193,14.50035,21.6805,4.74454,8.70958,8.0626,5.89534,10.87769,10.62713
C2_01640W,82.5265,68.6875,79.3085,83.2186,64.7293,77.6629,72.9544,60.0302,84.3279,44.6573,59.8035,71.7103
C2_01650W,2.813263,2.926457,3.4099,4.24086,4.35422,4.46986,2.305153,3.055509,2.60171,4.02917,4.0755,4.93081
C2_01660C,91.4183,107.6458,88.309,91.0414,117.1244,87.6388,97.0432,111.2258,88.5577,109.476,134.9979,95.939
C2_01670C,74.3607,62.9419,71.7102,91.9581,68.3518,95.056,69.2848,62.562,73.9414,75.9254,77.0043,77.2139
C2_01680C,21.3265,29.071,28.21799,31.4624,43.9201,34.1562,20.14243,33.6884,31.7307,21.76078,33.8626,32.2606
C2_01690W,401.207,452.367,453.312,643.287,744.536,621.123,339.272,400.313,360.179,420.962,486.547,432.667
C2_01700C,18.99932,23.02678,22.77661,51.5543,73.6678,50.5264,16.65056,21.15849,22.30716,26.40907,28.07892,25.61584
C2_01710W,77.5455,122.0587,85.0632,177.0898,281.507,186.5353,132.1401,151.5797,131.6486,149.0109,175.3396,132.7735
C2_01720C,56.6622,101.3969,69.5201,141.4144,295.989,168.127,79.4061,102.3804,88.0891,139.2467,158.6992,113.9918
C2_01730W,3.20613,1.850581,2.350267,3.70829,5.94821,3.4927,3.94885,3.844,2.28052,3.6379,4.73039,3.43856
C2_01740C,84.0671,123.7895,149.84,286.9693,434.046,274.5713,78.3468,127.2301,117.4431,196.7761,303.826,186.138
C2_01750C,62.605,86.8823,73.7332,97.4841,242.9662,108.3464,53.0915,94.3589,64.0239,90.2843,85.9801,78.0904
C2_01760C,15.01069,19.08943,21.47512,34.74688,43.6798,35.8424,16.94554,24.35334,19.89691,23.08824,36.6787,26.34532
C2_01780W,27.8836,35.4473,37.1037,31.2699,30.4343,29.9226,29.8749,33.8138,32.7756,22.0841,36.2341,33.0544
C2_01800W,18.52511,24.8912,16.75731,20.5326,27.3737,22.06018,17.62384,18.98312,14.22574,25.633,27.61401,21.30243
C2_01820C,10.73405,12.53639,12.80715,13.44823,19.456,16.12594,11.73609,15.82898,12.42487,12.47845,17.99298,16.37079
C2_01830W,3.71597,4.28375,3.9509,4.48868,6.07296,4.56522,3.37253,5.30965,4.52741,4.07815,6.87345,5.7061
C2_01840C,60.0832,60.3172,57.3973,93.4914,111.102,101.7099,53.655,48.2366,45.7988,80.004,81.5451,71.7458
C2_01850W,205.6996,207.9154,218.5992,271.1901,316.511,309.984,215.4926,197.9637,222.4981,218.1414,205.5386,222.0547
C2_01860C,30.14426,23.7195,22.90973,22.25051,36.86026,21.55568,26.7496,28.14749,18.4287,28.12664,28.3191,20.91799
C2_01870C,19.96934,18.234,18.24131,19.91588,28.22871,20.23447,15.4911,10.8799,10.7228,15.08029,12.47146,9.51764
C2_01880C,30.7489,23.94306,23.2708,33.2096,30.4236,25.1579,22.58877,16.22332,15.91318,14.44104,12.9801,13.90001
C2_01890W,12.4172,16.43071,16.63816,17.33181,18.572,15.82718,6.54351,13.60082,12.02417,7.33703,12.48706,12.285
C2_01900C,36.1413,39.6214,39.034,41.8347,55.7603,42.1919,36.5506,43.4469,37.7085,27.2966,34.7981,35.6588
C2_01910W,12.79863,20.86888,17.57518,26.6898,42.5418,27.8486,19.21011,23.905,16.69622,16.44768,18.7503,19.74888
C2_01920C,39.6906,40.2805,35.92218,42.6037,37.276,37.3525,53.5992,36.18027,41.4386,45.9306,38.0236,42.9901
C2_01930C,62.6139,82.4269,65.4501,69.4252,106.4329,75.0052,61.6134,64.8825,54.0165,79.8837,88.1985,71.6786
C2_01940C,0,0,0.166366,0.429732,0,0.363468,0,0,0,0,0,0.257754
C2_01950C,10.23484,15.34823,14.32376,3.57387,3.71111,2.734093,8.55364,16.15805,11.41457,4.30096,7.70632,9.01508
C2_01960C,26.9568,41.8019,26.81807,11.02633,9.26564,13.09022,20.49003,35.3649,29.10273,12.92394,21.03898,23.8382
C2_01970C,38.3487,31.19479,33.3528,49.3379,46.3896,48.2509,26.62741,25.01606,28.50806,24.09881,28.74344,28.854
C2_01980C,12.79105,14.78317,20.13336,19.41166,13.44928,14.30146,11.43764,11.03094,17.70414,14.94036,12.07204,15.0794
C2_01990C,18.28185,19.21371,19.38023,23.74678,18.88746,20.23873,19.35384,16.68849,16.91413,19.70035,21.38643,21.31266
C2_02000W,188.0546,187.9857,181.5,214.9541,250.2376,230.6991,163.5519,179.396,159.8913,199.2869,208.2474,192.4873
C2_02010C,27.19508,23.9173,22.10708,46.8268,44.4944,49.6924,21.28347,16.97703,19.1231,23.75402,20.73427,18.95716
C2_02020W,65.2234,63.0351,66.3834,88.0392,83.7497,102.983,66.9363,55.0297,64.8933,65.1043,67.108,66.0587
C2_02030W,53.3214,63.9172,75.09,196.4188,253.816,262.926,58.9484,61.0134,83.2781,110.546,119.4286,113.9427
C2_02040W,27.49353,29.79843,25.37209,30.84906,25.09434,26.32051,25.17162,24.71035,23.80389,24.89315,25.18257,23.9095
C2_02050C,13.18847,17.25845,19.77282,6.0863,4.85694,3.73653,13.7146,24.6174,18.90868,6.27115,12.38288,12.44818
C2_02060C,12.6464,12.43483,19.75593,31.7899,28.3014,28.18775,6.63407,5.60603,7.77365,11.70151,12.81214,11.09881
C2_02070W,0.611604,0.594477,0.539054,1.392407,2.26821,1.208689,0.320017,0.14922,0.339199,0.367943,0.42674,0.3516491
C2_02090W,40.7946,45.5283,48.0377,53.7696,63.4171,59.0743,31.1599,36.9032,41.9365,38.7012,45.2339,42.2873
C2_02100W,16.72573,18.51534,18.89921,16.87347,13.74625,15.83675,19.94766,21.37194,24.71656,13.8211,17.61218,20.36732
C2_02110C,31.55406,35.81191,40.71862,86.4827,109.9249,96.5817,24.24055,31.32996,26.72097,41.59767,52.1181,45.98343
C2_02120W,15.25475,16.58942,20.33764,66.0228,101.0377,77.4092,12.40826,17.90966,19.7582,35.9017,43.4848,29.2071
C2_02130C,1.106325,1.192657,1.0121319,1.136639,1.704041,1.5864898,0.270832,1.20324,0.4856554,1.197815,1.323118,1.0909607
C2_02140C,0.275834,0.14194,0.115159,0.743654,1.582396,0.377391,0,0.121137,0.211817,0.149348,0.472401,0.713672
C2_02150C,22.18231,23.17694,23.46341,30.3678,52.1572,40.81,18.31264,24.48947,18.68116,27.05313,33.4213,27.7716
C2_02160W,20.73475,23.49924,26.19936,25.80885,28.29793,26.34083,20.1918,21.63495,22.21473,26.94399,30.69058,28.05185
C2_02170W,14.96548,17.7541,18.5286,32.2381,42.177,33.8905,22.6921,31.4047,30.3157,29.8173,38.9295,35.4302
C2_02180W,13.29463,14.50228,15.20636,25.32679,24.58234,22.52383,13.5938,14.7894,14.53328,16.62748,22.80018,21.2142
C2_02190C,20.0767,18.39176,20.81658,13.08569,16.10845,13.28149,20.96788,16.72972,14.34419,12.74184,9.32019,9.32345
C2_02200W,25.4171,32.5088,32.4347,25.63314,26.5479,28.076,26.9555,29.8073,31.6868,33.9018,27.8593,33.3348
C2_02210C,11.81228,15.24813,15.79427,13.52351,18.07743,14.14389,12.58045,17.54081,12.46752,10.63686,15.84886,14.33495
C2_02220C,2.783695,3.6708,3.77795,12.24543,11.38889,8.25448,1.452997,1.375341,1.303154,4.42832,4.91817,2.7016
C2_02230C,1.391276,1.448442,1.428873,2.121226,1.651349,2.129514,0.972025,0.969198,0.982514,1.316116,1.770957,1.799775
C2_02240C,36.9086,33.6939,38.77,63.5913,67.1181,63.0607,35.978,34.5918,35.1391,43.2306,44.6592,37.7942
C2_02250C,30.5056,33.5886,33.3768,37.0648,52.4782,39.4112,29.6989,34.1756,35.6056,30.7229,33.8806,33.6407
C2_02260W,178.3778,188.3253,184.6216,141.7089,193.4592,154.4937,170.0197,187.4573,173.3307,154.3402,150.8681,135.6359
C2_02270C,40.0315,56.6491,65.4591,114.0417,185.6356,144.9895,37.5603,69.443,61.2255,95.3692,133.881,90.8436
C2_02280W,46.557,64.3281,70.6615,121.4272,162.0491,126.1064,53.6826,61.6777,65.7755,85.3032,107.9285,72.3747
C2_02290C,15.63797,16.79387,13.67686,13.5979,16.56901,14.82749,15.77094,15.74406,13.81228,16.86723,18.13705,16.55201
C2_02300W,27.57697,35.02761,37.47368,30.90298,33.60514,37.76401,28.50669,34.39967,30.39671,31.47137,36.97073,30.31897
C2_02310W,128.9869,112.5487,140.7493,203.9855,203.5641,220.7612,90.5473,88.3125,102.8038,132.9979,123.1224,124.5791
C2_02320C,690.075,682.7,653.788,663.954,664.735,718.644,689.733,634.549,601.887,740.176,732.759,693.146
C2_02330W,113.44234,135.33134,110.56779,103.68578,121.67172,112.9565,135.182,123.8902,107.09946,136.43744,155.88965,146.8113
C2_02340C,272.89,281.6603,272.6624,350.0906,365.0696,365.3221,293.1187,262.7261,242.8546,308.2773,325.4677,295.0391
C2_02350C,18.11477,19.15472,20.6344,22.65699,20.06092,23.94565,17.66966,18.66078,19.80687,16.23927,19.12219,19.17504
C2_02360C,29.49607,30.07671,27.63656,37.89202,34.52291,40.97581,22.98548,23.34051,22.49386,33.04478,35.7723,29.80542
C2_02370C,322.684,364.704,348.922,318.312,349.107,377.397,380.521,386.31,428.813,313.286,307.142,368.249
C2_02380W,177.3213,153.7355,164.7055,222.381,191.9065,235.413,189.1005,136.4397,168.9888,203.5063,177.1501,176.673
C2_02390W,115.9103,192.0313,155.1243,120.2444,275.1862,171.1515,122.1869,219.3945,149.9317,132.2331,142.953,127.1158
C2_02400W,19.89962,20.23265,30.19487,28.42954,27.0897,37.2065,11.5562,19.00987,22.94492,15.39677,21.99967,21.5047
C2_02410W,766.608,730.175,695.798,1013.225,1203.155,1153.298,696.292,447.317,457.809,905.735,795.174,715.891
C2_02420C,48.0231,49.2069,47.6915,55.4267,36.8942,46.9041,51.3636,45.0277,53.171,57.8831,53.5967,66.5583
C2_02430W,4.30303,4.54687,5.55403,22.01545,14.13289,19.81914,2.72808,4.96238,3.88452,9.33716,11.85118,9.53981
C2_02440W,18.54261,21.79015,22.6413,25.7007,23.2618,25.3562,18.54796,20.68452,20.62851,19.69344,23.2068,21.43155
C2_02450C,10.5524,13.12835,16.16096,22.1445,22.1891,27.811,7.35906,14.35823,14.80305,9.63017,11.17497,13.90281
C2_02460W,95.3195,83.5452,81.4074,83.4126,70.8282,90.654,103.5216,87.1812,102.152,73.6277,64.9609,71.493
C2_02470C,0.375407,0.0772717,0.250768,0.323874,0.548195,0.136967,0.128571,0,0,0.2439136,0.4286225,0.19426
C2_02490C,31.2049,27.3693,32.5136,24.5145,19.60129,27.2273,26.5455,21.81457,23.1376,22.20443,23.8971,25.3824
C2_02500W,25.2864,33.6109,32.9178,45.58,60.2975,52.7766,23.56613,28.055,29.6798,26.4268,33.4105,31.5336
C2_02510W,46.9613,62.0897,67.7864,130.7981,142.4197,139.9672,41.6763,62.7245,53.7425,91.0665,104.1053,86.5458
C2_02520W,23.64658,23.77606,23.96639,42.8368,44.1907,46.732,21.57856,19.40318,20.30893,22.5181,24.92633,21.43367
C2_02530W,0.461306,0.633017,1.091357,0.912039,1.563783,1.858383,0.296232,0.303885,0.442804,0.790941,0.3072399,0.745968
C2_02540W,5.83739,6.4183,8.604,16.53746,14.43006,19.92896,4.43364,8.47163,8.0061,11.85347,13.22078,12.78051
C2_02550C,3.799398,4.166268,5.98612,24.36436,28.40115,37.50175,3.524192,2.542578,4.09855,7.20006,7.8755,8.68927
C2_02560W,2.419633,1.067235,2.597617,8.94635,5.76867,7.56684,1.4798,4.55409,1.592627,4.49175,2.76262,2.683019
C2_02570W,3.46613,3.53676,5.071,9.90386,9.91901,12.9974,2.53654,3.1485,3.45793,5.48578,5.51339,5.17385
C2_02580W,14.37117,13.01689,14.30741,34.8178,30.5562,40.8668,12.69453,13.90778,14.45644,18.73111,18.19022,17.70817
C2_02590W,23.00957,30.9861,66.7475,73.7221,44.2736,73.8258,9.7486,26.4865,44.448,34.2025,68.4795,81.1035
C2_02600C,50.1901,31.4758,44.1334,48.925,53.7405,56.2549,26.0231,16.9981,27.0426,31.9505,21.87865,25.7746
C2_02610C,22.1688,29.922,23.7245,26.116,18.47092,27.0311,48.1461,27.5968,25.8528,15.84915,13.95704,15.55758
C2_02620W,354.325,426.036,363.106,421.003,515.999,425.433,351.455,371.334,351.721,391.683,365.945,316.808
C2_02630W,9.19563,9.30347,8.49162,21.6822,18.93916,24.7716,6.67239,9.3431,9.27564,12.9958,14.76997,14.21476
C2_02640C,58.513,46.3083,44.9292,39.1814,32.13228,35.592,74.558,49.3932,66.0088,24.90844,20.97594,27.53468
C2_02650C,2.39E-06,2.09E-06,6.33E-06,1.03E-06,1.40E-06,9.51E-07,7.87E-07,2.15E-06,1.37E-06,4.77E-07,5.75E-07,2.79E-06
C2_02660W,36.2827,49.3582,39.0637,45.0433,54.4374,43.9589,57.3677,49.1447,49.2852,49.8127,49.2101,49.5734
C2_02670C,36.2974,47.9416,31.0702,44.2038,44.8072,36.0085,51.6728,53.2776,38.9132,59.4469,60.4441,54.1962
C2_02680W,19.6376,23.6123,23.297,29.4597,39.1408,33.6514,21.93312,18.48651,18.70075,19.3704,21.42242,22.70051
C2_02690W,71.3907,79.8983,82.7838,59.0578,49.3848,60.3812,119.4994,134.6389,118.1877,54.4169,66.3377,83.16
C2_02700C,45.0956,41.3622,40.1751,55.5497,37.7213,53.524,41.2501,35.8524,38.928,49.8549,41.1474,40.5196
C2_02710C,51.4481,55.5369,57.7133,89.2698,107.6094,112.141,36.1948,46.2631,45.7184,63.3665,75.9677,59.1711
C2_02720W,62.6533,58.8032,64.4665,56.5949,46.0034,59.3341,63.5131,56.0293,57.1519,58.2445,58.1997,57.1362
C2_02730W,130.1762,131.5642,135.0856,255.52,330.725,319.107,128.7892,106.5413,121.0882,169.0114,161.5486,135.2786
C2_02740C,145.3087,213.5076,195.8435,175.0683,209.2183,222.9272,135.6715,232.3399,203.3607,188.737,207.1848,229.4675
C2_02750C,2.95328,2.67949,3.82872,4.14867,5.35018,5.35205,2.32901,3.24245,3.16308,4.1659,4.56983,4.07189
C2_02760W,50.3074,54.7843,54.3249,68.8003,67.3415,78.7858,49.1338,48.7834,54.4775,49.5297,54.8967,50.9814
C2_02770W,116.5863,93.5487,109.1912,139.5675,109.1192,132.1136,90.3122,82.5392,96.206,102.9837,100.801,99.3562
C2_02780C,14.22276,14.45695,12.51118,10.54089,13.24773,9.92986,15.38501,16.81064,13.30401,9.25365,15.83792,12.64489
C2_02790C,2.11305,1.926154,2.066838,4.88299,3.96722,5.47919,1.550762,1.590823,1.854451,2.190125,3.37761,3.08503
C2_02800W,306.507,336.512,270.101,316.542,379.06,377.467,305.178,354.276,320.472,335.696,344.826,320.959
C2_02810C,112.4305,122.354,128.1655,146.1914,172.8196,158.8138,122.979,147.1034,142.9312,126.7981,135.5336,126.8893
C2_02820C,13.68307,15.64116,16.82163,45.139,44.9229,55.8173,11.45625,15.03395,14.34594,25.9164,24.9041,20.5753
C2_02830C,312.654,312.706,303.557,380.58,346.508,420.395,381.77,305.85,363.301,325.638,319.704,328.647
C2_02840C,13.22404,12.33183,13.6287,20.94269,17.97266,18.83438,12.45157,12.01989,12.47494,12.92,14.55779,14.5405
C2_02850W,8.02959,5.59206,7.00708,9.4079,8.43821,9.30638,4.13536,6.97311,6.83828,7.22415,12.1663,10.50473
C2_02860W,297.348,442.303,527.355,604.677,580.852,619.044,323.403,608.846,625.884,459.927,848.538,780.278
C2_02870W,97.5757,88.928,93.0577,121.5809,130.8375,137.04,89.887,84.7745,80.9784,93.6967,80.9381,89.1214
C2_02880C,64.1934,62.7307,66.3893,122.2717,201.7041,185.9823,55.7615,47.8437,57.0677,51.775,53.9814,54.4442
C2_02890W,53.0226,52.3184,57.0203,59.4672,49.5902,59.5873,46.0797,42.9816,44.6019,45.7665,46.0347,43.0138
C2_02900W,95.6098,101.5227,81.6072,119.1452,151.013,139.8089,81.8624,77.8455,81.3449,95.3175,87.6768,99.3422
C2_02910W,72.5731,68.466,69.0142,142.0338,204.663,184.4892,24.7402,25.9695,23.73682,53.12,50.637,39.9881
