,CAI4_R1 TPM,CAI4_R2 TPM,CAI4-w-alpha_R1 TPM,CAI4-w-alpha_R2 TPM,CEk1CEk2_R1 TPM,CEk1CEk2_R2 TPM,CEk1CEk2-w-alpha_R1 TPM,CEk1CEk2-w-alpha_R2 TPM,CEK1_R1 TPM,CEK1_R2 TPM,CEK1-w-alpha_R1 TPM,CEK1-w-alpha_R2 TPM,CEk2_R1 TPM,CEk2_R2 TPM,CEk2-w-alpha_R1 TPM,CEk2-w-alpha_R2 TPM,CPP1CEK1_R1 TPM,CPP1CEK1_R2 TPM,CPP1CEK1-w-alpha_R1 TPM,CPP1CEK1-w-alpha_R2 TPM,CPP1CEK2_R1 TPM,CPP1CEK2_R2 TPM,CPP1CEK2-w-alpha_R1 TPM,CPP1CEK2-w-alpha_R2 TPM,CPP1_R1 TPM,CPP1_R2 TPM,CPP1-w-alpha_R1 TPM,CPP1-w-alpha_R2 TPM
C3_07360W_B,18.8987,18.3241,14.527,14.1144,22.2582,21.7274,18.5736,18.4279,18.261,17.8754,16.856,16.5068,10.7521,10.8219,16.2938,15.9173,7.384,7.19765,6.50648,6.65422,7.83969,7.66295,11.1716,10.7631,11.9651,11.7129,11.7583,11.6296
C3_04700W_B,6.44979,6.3593,7.74668,7.52663,5.27016,5.14446,3.7512,3.6638,9.56351,9.36161,8.0162,7.85014,8.16526,7.97798,8.98328,8.77572,6.61307,6.44617,10.1252,9.88873,6.94183,6.78533,10.6043,10.2165,8.52562,8.34586,7.5134,7.28312
C2_08440W_B,0,0,8.28812,8.0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24815,4.11795
CR_00880W_B,4.55684,4.49291,5.11637,5.416,7.9816,7.79123,6.59137,6.43781,5.59617,5.47802,9.36842,9.17435,5.21317,5.09361,7.21815,7.05138,8.91313,8.68819,7.36824,7.19617,6.50864,6.36191,13.2727,12.7874,3.52002,3.44581,7.2511,7.02887
C7_02320W_A,15.3568,15.1413,15.6721,15.2269,15.2126,14.8498,17.4563,16.6735,18.3328,18.2232,17.5529,17.1893,17.9627,17.5507,14.9025,14.1735,14.7548,14.3824,13.2023,13.0903,17.6349,17.2374,33.1294,31.6682,14.3239,13.5597,19.5177,18.7678
C2_05550W_B,70.7328,72.0061,69.4372,67.4648,56.438,57.075,64.065,60.4713,65.8203,64.4307,50.7817,52.5267,75.3358,75.9241,76.5357,76.9172,55.5234,51.6372,33.2007,32.4253,63.7622,64.7423,266.131,259.194,81.197,79.485,136.068,131.898
C6_04060W_B,6.58079,6.10199,7.37324,6.94339,8.00669,7.12369,10.7606,10.7441,9.94484,10.4308,5.42101,5.30871,8.87413,8.70703,6.95711,6.93815,1.144,1.11689,1.05428,1.01251,7.9202,7.74165,6.21423,6.28621,7.37031,7.47199,6.40396,5.64365
C3_02930W_B,6.6845,0,7.14019,2.44286,10.2456,1.87695,10.2029,2.49396,16.3123,3.68026,21.3234,7.76424,9.61667,0,6.40105,0,13.2681,4.37575,3.95556,0,7.19444,0,10.0989,7.75507,10.4976,3.06512,7.09684,0
C7_03200C_B,38.412,30.9534,45.3212,37.9631,43.4134,35.817,61.6527,49.3989,42.754,31.1706,69.3117,71.7083,65.0423,60.3383,57.9108,45.1599,26.5736,24.6873,18.0084,12.3506,47.1711,33.5259,52.5895,37.328,49.0946,46.6317,26.4648,22.4517
C7_02760W_A,79.477,78.4193,28.4792,45.4492,65.991,57.0081,99.9305,90.7303,53.1126,39.0674,64.4217,63.4061,124.672,98.6911,62.53,38.4362,48.8672,64.9048,28.3035,24.4072,124.841,142.94,244.089,136.213,82.074,104.356,94.7367,92.3211
CR_06820W_B,14.7446,13.8432,14.5759,19.4314,14.4405,26.3285,7.87295,22.7973,18.7236,3.41568,21.9578,3.7915,26.2187,13.7307,1.88473,1.84118,12.4266,26.2401,15.2511,18.2671,31.4686,20.0359,20.0225,14.9133,19.4095,30.9605,13.4665,23.6201
C5_02380W_B,1.15224,1.16554,1.15928,1.11645,1.04044,1.02684,1.17878,1.10181,6.04748,5.48276,1.44014,1.4369,1.2613,1.22112,1.1512,1.06938,1.27453,1.29779,1.10483,1.10629,1.28799,1.292,2.43959,1.41798,1.41442,1.36419,1.42173,0.854688
C4_06060W_B,5.24679,4.63153,3.31638,3.22218,4.96242,4.64811,3.65423,3.13859,6.71886,5.95507,7.93439,7.24737,4.02981,4.08517,3.92701,4.71804,2.93353,2.76515,3.85687,3.60853,6.82342,6.05992,8.77041,8.44975,5.77224,6.96215,4.67735,4.24846
C7_03780C_A,7.09212,6.99262,5.48999,5.67327,5.93508,5.79352,12.3126,12.3721,13.4301,14.1687,11.6391,11.398,8.87887,8.67523,8.24223,8.0518,2.82534,2.75404,1.74907,1.70823,10.8945,10.6489,11.3386,10.9241,10.3154,10.0979,8.57079,8.58762
C3_06260C_A,4.52178,3.52573,8.52763,4.47329,7.34248,4.1063,8.88184,5.43172,6.55858,4.1867,8.26506,4.92791,8.32351,5.27254,8.17957,5.55727,9.73809,7.70239,9.96772,5.89713,8.93889,6.00088,13.1652,8.08429,6.27655,5.08129,7.40264,4.38377
C3_07550C_B,5.15077,5.07851,4.74792,4.61305,8.00687,7.8159,6.52831,6.37622,5.30497,5.19297,4.45984,4.36745,7.99957,7.81609,6.92725,6.7672,19.5801,19.0859,14.1986,13.867,5.26344,5.14479,3.87068,3.72916,4.41815,4.32499,7.48935,7.25982
C6_01250W_B,15.3002,18.3312,20.1722,16.6511,16.4367,21.7262,11.2417,10.9798,25.6265,20.644,35.3811,30.6416,19.1788,18.739,24.1081,26.6304,0,0,0,0,27.0962,36.8745,23.4597,26.6037,17.5638,13.4943,24.1772,25.8653
C4_02070W_B,4.03748,3.98083,6.14694,5.97233,7.55686,7.37662,5.89084,5.75359,8.15544,7.47613,12.4923,12.691,6.49125,5.96354,4.94604,4.83177,2.39417,2.33375,2.84446,2.77803,10.818,10.5741,5.56882,5.36521,5.92918,5.80417,7.0794,6.58507
C1_14340C_A,20.1981,19.9147,20.6626,19.855,15.2425,15.3043,16.1404,16.4402,25.8025,26.2551,22.0411,21.5845,19.5647,18.6193,20.7574,21.1998,15.573,14.6471,14.204,13.1666,27.3082,28.2479,35.4355,34.4395,30.5405,29.8966,15.5637,15.2685
C6_02090C_B,6.12136,4.76617,7.39708,5.92358,6.90804,5.88402,5.90258,5.76506,4.98339,4.3623,8.59748,8.41429,6.4997,5.91696,9.0946,8.27806,2.71082,2.9887,2.33824,2.69692,10.0011,9.32391,4.71339,4.95739,4.66425,5.59552,14.2571,12.8729
C2_00260C_A,58.0343,57.2201,46.2127,44.7462,52.8342,50.791,59.4037,58.0198,68.0419,65.2331,57.4521,57.8461,64.2393,62.4392,66.0697,64.2282,16.0668,15.1434,25.9348,19.9321,32.0845,35.3559,63.5713,62.4476,39.8421,38.5556,22.012,23.7617
C1_08870C_A,6.59003,4.76053,7.06855,5.96157,5.63719,5.30326,10.5557,10.885,5.24928,4.67819,5.07484,4.96971,6.2876,6.53751,8.19193,8.00266,17.8013,15.4793,18.2158,16.5594,5.5486,5.70286,4.375,4.21504,2.566,2.5119,11.1778,10.6044
C1_02310C_B,9.16578,21.0555,30.6177,24.9793,1.93163,9.01551,21.1256,28.1491,30.7,30.3272,42.788,38.5122,33.7883,27.6324,24.2197,23.6601,29.2357,19.5581,23.6311,40.5579,27.2216,26.608,43.1587,31.6556,30.3322,22.5809,18.0259,31.2658
C6_02240C_A,2072.26,2039.36,2204.36,2141.74,1751.41,1706.29,1662.98,1620.69,1382.91,1351.09,1316.89,1291.97,2220.72,2168.81,2033.62,1985.73,2291.32,2230.34,2348.04,2289.5,1410.79,1380.01,662.553,634.791,1268.65,1240.81,1889.9,1828.4
C1_12080W_A,4.79787,4.73056,7.04369,6.84362,4.24166,4.14049,5.08305,4.96463,9.66155,9.45758,10.6752,10.454,6.57887,6.42798,10.0402,9.80824,6.37395,6.21309,2.21929,2.16746,8.90437,8.70363,8.44598,8.52126,12.7613,12.4922,5.09555,4.93938
C4_04120C_A,7.5436,6.15772,11.4666,7.2745,4.85582,5.77159,8.89892,7.91861,6.38847,5.8989,7.09126,5.04087,6.93854,6.99385,7.57617,7.69187,12.0037,12.1617,10.9938,10.1676,9.38348,8.6476,14.6838,12.2313,10.2234,8.8473,9.23555,8.36734
C6_01280W_A,7.82484,7.71495,15.6968,16.9594,13.28,12.1081,7.9278,9.75427,13.3108,15.3802,7.92147,7.75737,25.0235,20.1332,22.4898,23.0632,12.239,10.7381,11.5431,11.2735,14.3762,17.544,19.5895,18.7611,8.43825,10.1701,10.8884,8.8439
C2_10250C_A,9.24765,9.1179,10.2616,9.97007,11.3412,11.0707,11.8328,11.5571,9.36965,9.17184,6.10632,5.97983,7.98428,7.80115,8.85552,8.65092,13.1857,12.853,16.5927,16.2052,9.54746,9.53048,7.86403,7.5765,7.37067,7.00348,12.2047,11.5525
C2_00560W_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2863,50.8604,0,0,8.2936,8.03941
CR_04130C_B,26.0512,23.5193,15.6858,25.9629,4.18065,4.42972,4.91907,4.67954,21.7786,12.1418,41.7734,47.9199,25.8038,30.6799,39.6653,30.5311,32.7249,26.7075,24.4516,15.6041,19.7697,14.7001,38.4425,32.1877,36.8657,45.3576,23.1579,13.1387
C1_02590C_B,18.6461,18.3845,20.7211,21.3142,42.3028,37.7311,33.2573,34.117,16.8208,16.4657,14.3102,11.7224,11.874,11.6016,11.7216,12.5616,23.4079,26.944,20.2501,19.7772,11.6944,14.278,50.833,47.246,18.0213,19.3772,28.1717,24.5932
CR_01070W_A,6.03994,5.9552,9.61519,9.34207,4.85448,4.7387,8.22346,8.03188,6.05551,5.92767,5.46025,5.34714,7.92921,7.74734,4.7326,4.62326,6.09147,5.93774,4.29447,4.19418,7.09147,6.9316,5.54351,6.00809,6.3034,6.1705,8.35863,8.10245
C4_04240C_B,22.1766,20.1114,23.9557,25.1768,24.7199,20.2804,18.2641,14.7636,31.6439,26.4871,22.1781,17.7636,14.4781,12.9585,28.7463,23.7318,25.6133,27.4946,17.3767,13.4377,29.661,25.5214,31.4969,34.5436,23.9171,20.1776,29.6704,30.9461
C6_02020C_B,10.6782,10.5284,9.84304,9.56345,3.98387,3.88885,8.55192,8.35268,5.14788,5.0392,7.03898,6.89316,10.6173,10.3738,10.9642,10.7109,5.85486,5.7071,7.42149,7.24817,5.6804,5.95815,11.0402,10.6366,8.71545,8.53168,5.48606,5.31792
C2_02860W_A,33.2781,32.8112,49.9132,45.8006,54.4118,51.6157,40.8907,40.0906,39.4743,41.6647,36.7978,32.4988,33.3056,27.929,31.5524,29.5014,18.6799,25.7099,32.3618,25.8095,16.7534,20.6169,8.81059,14.239,15.5608,13.5456,22.5797,23.4527
C2_08320C_B,1.47609,1.37529,0,1.24925,0,0,0,0,0,0,2.02185,1.82358,0,0,0,0,8.37714,5.31609,6.50387,6.35198,0,2.50116,4.34882,4.18982,10.7249,10.1673,8.57971,8.17387
C7_01770W_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23392,5.11593,6.13613,9.39749,5.58237,5.46466,0,0
C4_04160W_A,186.835,182.568,83.4736,89.7882,185.894,199.584,233.824,240.334,144.572,147.45,175.352,158.512,139.495,121.238,172.933,192.739,61.2292,68.8428,63.5933,74.1811,208.974,201.353,62.3031,51.8132,196.049,206.399,15.4522,13.5247
C7_03330C_A,80.2784,78.631,116.25,113.752,103.321,98.35,121.519,115.28,87.3403,81.5702,121.951,118.782,89.5842,88.1434,88.9001,88.3021,93.8323,91.341,118.275,118.932,101.186,101.139,109.489,103.705,115.038,109.358,98.1357,96.6649
C6_02780C_A,23.7865,24.1112,22.7537,22.2541,7.57692,7.00361,10.0627,9.236,11.1949,11.2622,10.9924,11.6137,23.2655,22.2849,27.8666,27.2411,12.943,13.3391,12.4737,12.2703,12.2461,11.97,1.91174,1.84184,5.46182,10.3694,5.58992,5.66441
C6_00150W_A,282.678,230.247,229.797,219.665,64.9168,64.4817,104.984,95.3784,92.3065,103.648,65.0754,51.0195,252.894,246.633,221.001,208.483,104.348,100.285,119.153,116.245,129.437,124.389,129.24,154.089,120.807,137.292,85.1842,63.4638
CR_07060C_B,54.3481,53.139,52.8246,50.7787,62.9063,60.2247,56.3923,51.1293,72.5566,69.1302,82.0784,77.1185,44.8924,45.2185,34.4075,33.3952,19.8686,18.1004,20.0814,19.3847,6.21497,6.35469,7.5206,7.24563,14.9655,13.1301,24.6598,21.3735
C3_05400C_A,11.6314,11.4683,7.7923,7.57095,4.66389,4.55265,7.91368,7.72932,7.27148,7.11797,14.4563,14.1568,11.9986,11.7234,11.1382,10.8809,23.4797,22.8872,23.7959,23.2402,5.67792,5.54992,10.6667,14.1401,13.3522,16.6419,20.9511,20.309
CR_04750W_A,30.4676,34.6376,49.5758,60.696,59.9144,58.4853,37.2525,36.3846,35.568,34.8171,26.2763,25.7319,65.0999,73.0064,29.1756,32.8636,121.736,133.791,111.827,109.216,42.8292,46.7691,9.02567,8.69567,8.21114,8.03801,62.2409,70.6561
C4_02990C_B,7.31908,2.29509,14.7052,14.2875,12.12,19.8849,3.19449,3.12007,24.2929,21.0809,13.1264,3.83115,5.36388,5.24086,10.8393,7.32887,1.75794,1.71358,1.83283,1.79003,10.6499,12.0335,87.1142,77.879,42.1462,42.4284,21.9672,21.2939
C2_02590W_A,628.613,630.529,271.795,269.202,691.498,675.872,769.131,760.428,2169.18,2137.91,2627.23,2599.84,417.51,415.269,324.188,327.157,102.422,102.819,158.031,160.887,971.925,954.64,376.013,331.934,948.931,909.395,414.829,405.344
C1_14350W_A,53.9221,53.1655,53.0308,51.5244,39.696,38.7492,48.7901,47.6534,46.9697,45.9781,51.3217,50.2585,46.3186,43.4379,48.1803,47.0672,41.8054,40.7504,35.0737,34.2546,48.3268,47.2373,49.8278,45.8127,47.4021,46.4026,30.0616,29.1403
C1_01600W_A,63.7546,58.9248,51.6667,46.9959,76.0166,78.7042,68.7306,56.4358,29.1936,29.2296,42.1667,45.8358,77.9311,62.791,57.3423,58.8763,112.053,105.904,83.9271,82.5515,55.0666,46.0843,41.1546,30.5231,39.6704,38.9676,83.8565,74.8763
C3_02820C_B,21.5038,19.6561,31.5992,29.4988,31.016,32.8815,21.7723,18.1728,40.6628,38.2538,55.9148,53.3757,21.3004,22.9854,18.7253,19.8515,36.4558,28.6133,23.978,21.7067,23.8136,24.6087,32.1445,24.499,39.5084,38.5598,15.8575,12.4074
C1_03820W_B,14.7566,13.6377,19.5393,18.6343,18.3144,15.4099,7.27196,8.33999,15.9902,13.3517,31.567,28.9234,12.9038,13.2196,16.0042,16.2806,14.7141,13.9504,8.24556,7.63634,17.8154,18.2496,41.5558,37.6671,39.4374,35.9397,30.2212,28.5338
C6_02860W_B,24.4154,21.4859,21.9983,20.3157,18.8604,17.5442,23.0997,23.2098,45.8725,43.4627,54.2185,46.7354,18.53,18.209,14.3556,16.862,2.54282,2.38381,2.6153,1.84828,42.4926,40.2675,21.5463,24.0353,43.7579,43.2644,19.274,18.362
CR_03830C_B,4.34795,4.69181,4.46837,4.45875,1.2658,1.32261,1.27793,1.10416,10.54,9.64935,9.1657,8.97583,7.74334,7.43807,8.45728,8.71496,16.1204,14.6496,11.7884,11.5131,7.43303,7.54395,7.52455,8.09854,5.06271,5.51478,10.7386,10.3609
C1_09870W_A,2.13759,2.1076,2.49725,2.42632,2.64772,2.58457,2.80368,2.47707,2.55247,2.49858,1.5912,1.55824,1.61547,1.57842,2.32061,1.99966,4.9075,4.78365,5.16233,4.49612,1.99309,1.94816,0,0,1.46967,1.43868,4.45543,4.10799
CR_05620C_B,2.44232,2.8055,2.88601,2.80403,1.97317,2.2388,1.70873,1.81821,2.2632,1.79587,2.92267,2.46647,2.07278,2.02524,3.28938,3.21338,8.66805,8.4493,2.96615,3.57098,2.79675,2.39776,2.60807,3.43641,4.29236,3.47492,9.16048,7.47251
C1_06810W_B,109.132,104.507,60.6541,65.9497,80.8254,84.2904,104.015,109.923,150.907,179.876,194.367,192.877,85.8898,91.8461,100.836,105.974,62.9734,65.7296,51.9935,54.9909,199.444,202.163,287.12,300.732,183.642,189.197,43.5252,46.229
C3_05460W_A,5.38815,5.31255,6.32599,5.76897,3.6461,3.37734,4.25528,3.96354,5.39429,5.56464,6.43492,6.04522,6.86204,6.70466,5.3614,5.23753,8.78159,8.33218,6.09064,5.9484,6.02593,5.44685,4.93819,5.01373,5.218,4.87126,6.18656,5.8415
C5_02030W_B,1.36297,1.35492,1.1785,1.13841,2.68959,1.17723,1.34035,1.31873,1.93181,1.84228,1.754,1.65004,1.46217,1.38203,1.3708,1.34303,1.55471,1.47745,2.85512,1.32425,1.49143,1.43745,1.73967,1.63682,1.57056,1.49445,1.10152,1.03886
C2_03310C_A,19.8245,19.5463,22.7745,21.253,17.5262,17.1082,25.8716,25.2689,24.6333,24.1133,30.7072,30.0711,21.4575,20.9653,18.0488,17.6318,7.90989,7.71027,10.7879,10.536,20.2858,19.8285,42.2647,40.7194,33.9667,32.1532,19.5518,18.9526
CR_00010C_A,5.91961,4.93491,7.311,6.28438,6.46217,4.9507,8.21076,8.01947,10.7466,6.75322,6.66331,5.63603,6.30087,10.3129,6.01886,7.06571,5.56097,14.4078,7.03788,9.07081,9.32376,8.72873,10.7598,6.53545,10.9071,12.238,6.31633,7.73027
C2_02720W_B,9.2546,9.12336,6.94035,10.0886,6.87762,6.36849,4.51264,5.48693,10.8429,10.6142,8.20213,8.59124,10.9623,9.9647,9.72812,8.3193,27.1713,23.8878,24.8874,24.1652,11.4099,14.9008,19.6883,19.5271,22.6691,15.3764,34.1743,24.6808
C3_05950W_B,2.64963,2.61245,2.63657,2.75034,3.0874,3.01376,2.87485,2.80787,3.94249,3.85926,3.03131,2.96851,3.16787,3.09521,3.14244,3.06984,5.97731,5.82646,5.26697,5.14396,2.39831,2.34424,2.81172,2.70892,2.31615,2.26732,5.70546,5.5306
C5_00380W_B,2.78899,3.1503,4.06837,3.9528,3.72237,3.63359,3.75153,3.84981,5.24375,4.85905,5.73784,5.61898,3.50546,3.42506,2.86519,2.79899,3.99505,3.89423,4.5128,4.40741,4.09457,4.00226,5.31286,5.11861,5.29962,5.18788,2.74153,2.6575
C1_13810W_A,15.2145,15.001,12.5181,12.1626,19.0233,18.5696,23.2036,22.8765,22.2582,21.7883,22.1013,21.3593,13.7681,13.4523,10.7688,10.7384,6.0007,5.84927,12.1338,11.8504,29.9437,29.5142,21.5545,21.0503,23.0933,22.6064,7.49462,7.09265
C4_06000W_A,4.75221,6.98199,4.40268,4.96247,11.4754,11.2017,5.8735,6.353,15.9679,15.6308,6.57908,6.8934,10.8013,9.26143,7.74031,8.08595,1.69542,2.71719,8.1052,9.46434,3.04556,4.50769,14.3513,12.9207,4.52648,6.71472,10.9653,10.046
C2_07530C_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5_00240W_A,8.13585,8.0217,17.9155,19.0046,6.92978,7.53436,4.55423,4.44812,12.8536,13.3847,13.438,13.1596,9.00614,8.79958,21.1743,21.2414,5.06692,5.2606,11.441,12.0254,15.7976,16.3799,53.4159,53.2704,13.0944,13.8208,34.9428,35.8468
C2_08080C_B,8.48752,7.09519,16.2772,14.0597,10.4865,9.96708,9.70081,8.67608,15.342,14.5046,17.2694,15.4339,10.2739,10.0383,19.7889,17.4447,11.6774,6.9468,12.2657,10.3607,23.3482,21.9686,46.9938,42.7558,18.3358,17.5608,52.2288,46.5328
C3_04300C_A,14.3024,14.4007,12.4231,12.7298,16.7421,16.929,10.167,10.4207,13.1369,11.4651,14.8501,14.8347,17.1982,16.8037,18.2672,17.7058,17.937,17.6352,16.4643,15.7361,14.4396,13.1853,5.92012,5.91866,12.048,12.1699,9.67388,8.52625
C2_05270W_B,1.20212,1.2835,1.25716,1.30599,1.21464,1.33579,1.3178,1.13648,2.28057,2.23242,1.74517,1.70902,1.40842,1.34123,1.1362,1.29746,23.4686,22.9307,20.2631,20.8806,13.2464,12.8942,5.96262,6.49859,4.33081,3.7587,11.2408,10.1899
C1_11060C_A,2202.72,2177.97,2147.53,2099.79,2209.17,2174.64,2103.66,2073.89,1700.96,1673.46,1646.11,1621.49,2152.47,2129.8,1946.6,1919.16,2647.6,2592.58,2531.78,2500.18,1767.7,1743.43,864.873,838.936,1632.21,1610.93,2296.22,2246.54
CR_06690C_A,26.4372,26.0663,14.6163,14.2011,21.9332,21.4101,17.8917,17.4749,40.9273,37.8669,42.9735,42.0833,18.0361,17.6224,24.5368,23.9699,21.2018,20.6668,13.113,12.8068,33.71,32.95,40.5478,39.0652,46.2316,44.3422,23.8433,22.5119
C4_02830C_B,9.35409,9.63647,14.4229,13.2618,13.2764,12.9598,9.54224,9.51172,3.64167,3.28178,3.80507,3.98154,12.2458,12.8106,8.55573,8.75049,25.0362,24.858,23.9062,22.9474,9.16468,9.3994,3.06909,2.95688,4.71838,4.61889,13.029,13.094
C4_03900C_B,7.74652,7.46723,29.1913,28.3051,5.90175,5.90525,5.6361,5.96002,5.65176,5.91357,5.26024,5.91817,5.87309,5.16598,47.4181,46.9927,6.1155,6.45199,13.496,14.3131,3.74382,2.90322,309.85,310.055,6.82039,6.37644,100.242,98.5564
CR_09880W_B,20.9328,14.7804,23.9961,24.2404,16.6196,10.2761,10.5711,10.3247,11.9297,13.3203,10.0698,7.99511,11.8508,9.80063,13.079,8.5694,2.83863,2.76699,2.77513,2.71032,15.741,21.9221,31.943,29.1041,22.3809,21.65,9.88426,9.03547
C5_02210W_B,1.44246,1.40228,1.38574,1.25167,1.19466,1.09952,1.32512,1.22925,3.7295,5.48779,1.83049,1.65355,1.47867,1.33851,1.28548,1.17269,1.64195,1.48991,1.35311,1.22516,1.56936,1.39418,1.70781,1.54679,1.47863,1.4185,1.03034,0.980462
CR_05300C_A,23.4393,23.1104,24.7912,24.7502,18.5399,18.0977,18.4767,17.1436,23.1222,21.968,23.9169,22.8206,21.3784,20.8881,29.2996,28.3917,12.5857,12.2681,14.2265,13.1874,27.0869,25.4376,22.7244,21.2934,24.6402,22.4565,14.6493,13.4718
C2_04440W_A,0,0,6.61119,8.1842,2.86443,2.79611,3.03316,2.96249,6.73395,6.59179,0,0,5.37041,5.24724,14.3265,13.9955,0,3.50361,0,0,5.60325,5.47693,24.9526,21.5431,3.71938,3.64096,8.45327,9.645
C2_01630W_B,5.99532,5.91121,10.06,10.2147,4.43068,4.325,5.61251,5.48175,11.6532,11.4072,8.6739,8.49422,6.18455,6.0427,11.3927,11.1295,7.19647,7.01486,7.78353,7.60175,12.2755,11.9987,27.4238,26.4212,12.5281,12.264,30.3982,29.1036
C3_06190C_A,3.06289,3.1772,2.07509,2.01215,3.62779,2.54144,2.36386,1.65299,1.8229,1.97713,3.0672,2.331,2.3083,3.46978,1.77298,1.90553,3.16605,3.30138,3.3552,2.82243,2.87143,2.34292,1.45203,0,4.32703,2.48956,2.14402,2.03067
C1_13600W_B,0,0,2.79118,2.7119,3.23537,3.15821,2.24337,2.1911,2.43247,2.38112,2.97838,2.91668,1.82046,1.77871,0,0,0,1.90832,0,0,1.89939,1.85657,0,0,2.75091,2.6929,1.34345,1.30228
C6_00300C_B,14.4142,15.9126,15.348,15.0642,17.4116,16.7943,14.9218,14.2466,22.9346,22.8191,18.9413,20.5759,15.5201,14.4659,15.2782,15.5437,1.58106,1.5701,1.44118,1.25087,14.7381,15.3084,24.0975,25.2099,18.4742,17.969,14.6861,13.2062
C5_05170W_A,11.9041,11.7371,17.9172,16.4472,15.8951,15.1275,11.593,11.3229,21.2932,20.1058,20.8446,21.2297,12.6255,12.3359,14.9327,15.0226,14.8691,14.0189,15.0744,14.7481,13.9533,13.2573,25.0548,22.2224,16.9239,16.4634,16.1808,14.4038
C1_08060W_A,216.812,213.77,145.428,141.297,113.378,112.493,133.875,128.828,208.74,201.488,193.462,192.021,143.169,139.885,165.213,163.368,81.4455,79.3901,71.7665,68.0773,210.656,208.125,332.115,322.535,244.046,238.9,142.577,138.207
CR_00620C_B,190.342,187.258,13.319,12.9407,70.902,69.5723,76.6467,74.861,18.7616,18.3655,8.5893,8.92109,25.7054,25.1159,181.869,177.667,6.27281,6.1145,4.29923,4.19883,21.8618,20.9284,65.2631,62.3678,19.952,19.5313,10.9996,10.6625
C2_01250W_B,8.2605,8.1446,13.9917,13.5942,10.361,10.1139,5.57418,5.44432,14.5646,14.2571,18.8652,18.4744,9.71067,9.48795,11.2227,10.9634,11.722,11.4262,9.20184,8.98694,7.64965,7.4772,11.8782,11.4439,10.8062,10.5784,8.92178,8.64834
CR_02250C_B,6.14877,6.06251,10.6208,9.56798,2.88382,5.56966,2.93114,3.24787,9.61159,12.2211,14.2835,15.6349,13.6747,11.4117,10.0156,9.02121,11.5968,13.3325,8.66065,11.3783,9.48035,9.26662,11.8073,11.2435,6.60014,8.12284,8.79,8.7619
C4_02030W_B,5.28596,4.45226,8.49409,8.00147,4.68078,4.21102,5.78796,6.501,4.77169,4.00028,5.52337,5.23817,6.24747,5.46916,9.65831,9.25849,4.77434,5.82614,5.4414,5.79945,9.91777,8.13886,9.50274,9.32588,7.676,6.4431,8.6731,9.34241
C3_01940C_B,38.7059,37.1035,11.62,14.6114,40.7561,44.4998,41.9482,37.8655,67.272,65.8518,103.113,98.0775,26.0415,22.8291,16.5089,17.9696,38.1258,51.8653,33.1505,39.4977,35.4477,48.3933,24.0333,23.0185,48.8212,43.5974,41.497,40.8185
CR_03990C_B,27.2238,26.8419,26.0737,25.016,25.3199,24.716,28.1373,27.158,18.4902,18.0999,24.5939,24.5154,25.161,24.5839,31.1554,30.1044,31.379,30.9699,36.995,36.4691,22.8221,22.3076,20.0543,19.3211,18.2445,17.8598,30.4283,30.0183
C2_00750W_B,5.85444,5.77231,15.9294,15.477,8.74113,8.53264,7.99756,7.81124,10.8489,10.6199,12.2886,12.0341,5.34586,5.22325,13.9737,13.6508,4.25765,4.1502,8.35091,8.15589,4.85421,4.74478,4.84283,4.66577,5.17738,5.06821,19.2957,18.7043
C1_06370C_B,100.809,100.719,12.45,13.2992,48.7502,47.5875,40.3057,41.8228,14.914,14.5991,16.7865,18.0735,54.1123,52.8712,20.6506,25.1993,22.4331,21.8669,22.3929,24.4344,69.4686,72.1415,233.972,235.214,111.097,110.264,18.4616,18.887
C2_01740C_A,274.757,276.764,280.607,299.232,269.118,288.315,283.474,300.102,256.092,274.729,216.16,218.925,295.626,318.761,302.882,334.725,273.655,269.482,228.375,222.852,89.2379,90.3673,34.366,40.1562,154.261,146.757,203.245,201.721
C4_05620C_A,22.5634,26.3944,13.8159,9.98479,6.80402,15.2486,19.636,34.9693,36.1334,38.3992,21.9609,15.8945,19.431,24.8113,13.2878,18.225,1.82029,1.77435,22.6528,27.1617,18.7248,25.2182,26.7069,25.7304,15.6661,22.7368,23.5907,25.4705
C1_13640W_B,13.5579,13.3677,13.0123,12.6427,15.4423,15.074,12.6922,12.3965,13.299,13.0183,14.0741,13.7825,14.85,14.5094,14.32,13.9891,15.9697,15.5667,15.7096,15.0762,13.9911,13.3819,12.8793,12.4084,12.3581,12.0975,11.8092,11.4473
C1_01970W_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59107,0,0,0,0,0,0,0,0,0
C6_04590C_B,134.314,135.423,41.8648,42.7123,127.037,124.678,118.538,113.541,324.521,312.95,336.636,323.109,159.38,152.751,59.9139,59.8488,1.3594,1.31668,1.19622,1.16312,214.955,211.666,33.5577,32.3307,227.008,218.273,13.8892,13.4635
