,GD1_S1_R1_001 RNA-Seq (Reads) (extracted reads) [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq (Reads) (extracted reads) [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq (Reads) (extracted reads) [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq (Reads) (extracted reads) [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq (Reads) (extracted reads) [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq (Reads) (extracted reads) [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq (Reads) (extracted reads) [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq (Reads) (extracted reads) [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq (Reads) (extracted reads) [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq (Reads) (extracted reads) [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD14_S14_R1_001 RNA-Seq (Reads) (extracted reads) [GD14_S14_R1_001] (single) sampled (GE) - CPM,GD15_S15_R1_001 RNA-Seq (Reads) (extracted reads) [GD15_S15_R1_001] (single) sampled (GE) - CPM,GD16_S16_R1_001 RNA-Seq (Reads) (extracted reads) [GD16_S16_R1_001] (single) sampled (GE) - CPM,GD17_S17_R1_001 RNA-Seq (Reads) (extracted reads) [GD17_S17_R1_001] (single) sampled (GE) - CPM,GD18_S18_R1_001 RNA-Seq (Reads) (extracted reads) [GD18_S18_R1_001] (single) sampled (GE) - CPM,GD19_S19_R1_001 RNA-Seq (Reads) (extracted reads) [GD19_S19_R1_001] (single) sampled (GE) - CPM
CAALFM_C101360CA,193.8600574,171.4304558,188.0672273,117.0560133,103.721472,51.16320161,82.49059289,72.45712342,63.78836545,64.84223618,177.1617849,194.5855423,147.8538795,103.6385253,72.84421788,72.00108399
RPS21B,147.7730776,151.2296607,146.7553887,137.0690322,136.552078,165.8624052,163.5800717,109.777119,139.4978353,114.4180227,181.8040498,181.7927212,167.2552514,131.5497591,92.8511465,102.0170398
TRM2,72.74776168,75.21572648,73.96786347,80.72365348,83.38392846,63.03440199,64.4512488,55.13501228,67.65749581,58.81600605,95.9221486,87.89708674,79.26676688,81.06489802,52.54045055,62.88466767
CAALFM_C101390CA,42.00077953,48.93627266,56.98410759,43.58540026,44.81522984,30.26320096,39.93175197,38.09456149,37.33187945,29.48835276,40.16098962,39.72507611,34.41221916,32.30363906,29.50576714,28.83764346
CAALFM_C101400CA,60.95806918,62.19880075,73.04982261,55.60664316,52.65971092,39.96080126,42.55884092,42.24905156,37.43645054,39.13032097,55.65319933,69.3505566,54.46623653,46.70405647,43.5759217,39.50447072
CRL1,36.03894639,56.05874145,56.65623585,72.261773,77.13739724,109.3488035,111.3010017,100.5527427,127.7858731,110.8826344,22.50958692,30.11515785,38.68408084,64.88527845,66.84807606,70.38865661
POX18,5.224977358,5.771655746,8.65581381,6.581462597,8.280285579,5.684800179,2.451949683,7.393584022,3.869130363,3.776437547,3.778587733,3.244112533,1.839273782,4.281205177,29.56513488,3.596953378
ABC1,440.3048228,517.2999964,527.348899,528.1959523,625.016293,589.9652186,645.7384628,470.2319438,618.5380027,522.514327,353.4598925,398.1689062,347.7414077,336.7696072,227.378447,275.2909663
CAALFM_C101460WA,81.65701794,78.46995791,89.9024298,75.61966208,66.24228463,57.76760182,61.29874206,66.61267129,55.52724927,60.26230129,85.71996172,103.9340204,99.43944708,59.49207193,86.26132728,73.11737986
CAALFM_C101470WA,115.4184101,122.2485808,115.9354456,99.12488564,87.59670534,83.60000264,89.75887231,75.90746263,72.3631949,81.23358213,88.68885208,91.56966696,80.09740665,89.90530871,65.66072125,65.17927586
RPS21,726.8077479,746.0172055,736.3999174,592.3987915,581.5811108,592.1388187,672.4472005,467.7674158,572.2130094,505.5605329,812.6662617,1025.20077,852.2364068,545.9370601,388.8587018,449.2470736
CAALFM_C101490WA,202.1664316,189.2980284,216.723217,148.217224,123.4053088,134.3452042,132.0550043,125.6205133,125.5898802,132.7377623,298.6703704,352.9349597,307.4553787,249.6443018,219.0669633,246.205257
CAALFM_C101510WA,212.4824126,334.2034279,331.0848782,366.2785408,334.8431274,398.5212126,427.9527892,584.2339679,562.2787558,560.118003,105.8544364,91.32482828,193.8950555,306.5231706,242.6359564,268.4071417
SOD2,131.227316,132.318278,141.8373127,161.5144647,213.3989389,153.0716048,162.3540968,103.0172707,159.889198,102.204863,69.84989324,99.7717628,100.3294183,64.10687751,55.50883758,48.12475553
CAALFM_C101530CA,137.7920311,154.2996903,149.9029574,132.3679875,130.8866194,161.4316051,172.9500223,129.2820978,176.0977171,173.3947282,175.8122892,197.1563485,172.4170843,156.2361889,112.6799719,137.9245571
CAALFM_C101540WA,72.68077479,64.71622507,67.34485442,61.44937016,54.62083119,88.6160028,132.5804221,71.61214239,109.7996454,84.20652233,45.72091157,46.64176887,43.01527394,60.54847321,53.84654084,64.00096354
VPS17,52.91964247,51.33089579,51.21356505,42.04077128,41.61933015,37.20200117,41.77071424,47.81184335,34.50846,40.33556699,45.50499227,44.74426909,39.15873214,43.36805244,41.79488947,39.00833921
SIZ1,251.535769,235.8396779,275.2811089,226.3888818,213.9800115,114.7828036,135.9956378,143.2242848,125.5898802,118.5962089,198.1059569,211.4182017,180.4268249,124.7109508,139.1579843,146.2967762
RPB7,9.780085824,10.31529963,10.09844945,8.3947227,7.989749243,8.86160028,9.632659467,8.449810311,10.352538,8.677771385,9.392489508,10.40564397,9.849014448,8.562410353,7.420967591,8.372219068
CAALFM_C101580WA,18.95728965,20.13939452,20.19689889,21.1547012,20.84598212,16.72000053,21.45455972,19.0120732,15.47652145,17.67694171,19.70263604,22.64757806,23.5545707,18.23682205,16.97917385,16.43435595
CAALFM_C101590CA,411.165526,366.929944,397.7084149,357.615187,337.3126862,246.3692078,260.3445145,242.4391408,217.403298,235.344374,334.2970547,352.9349597,302.8275286,248.5323005,240.6174532,242.7323365
MRP20,28.73737547,36.84035583,35.5412961,39.35446002,41.54669606,40.29520127,38.35549861,34.85546753,38.27301927,35.67528236,35.95056329,33.05322203,37.73477825,41.19964982,28.61525103,31.62838315
CAALFM_C101610CA,39.52226463,30.8844983,37.90197259,32.63868186,26.3661725,35.61360112,19.26531893,33.44716582,22.69192673,28.36345647,39.18935277,30.48241587,37.91277248,39.1980474,58.00228269,47.31854185
CAALFM_C101620CA,30.94794281,38.8665754,50.09880115,70.38135511,90.57470278,146.3836046,84.76740331,55.83916314,88.78085618,75.52875094,41.45650541,29.13580313,26.63980414,111.3113346,103.952914,120.8700368
CAALFM_C101630WA,187.0273947,171.0006516,226.8872408,185.1540039,183.1105258,249.7132079,243.1808667,213.6393707,279.8322393,258.8064966,298.8323099,217.8452171,196.6243005,270.6055272,408.8656304,329.9894642
RPS42,222.3294853,243.8831556,245.9038014,206.2415473,210.8567459,138.4416044,144.489892,94.21538497,97.6693989,100.678218,237.8351079,275.6883556,198.5822371,141.390971,74.15030817,101.0247768
ISN1,45.2831371,44.69963174,44.19710991,37.6083577,35.59070117,43.89000139,50.08982923,46.40354163,42.66500509,39.85346858,39.51323172,45.66241414,37.08213271,41.31084995,44.82264425,41.11689809
tS(UGA)1,0.267947557,0.184201779,0.327871735,0.201473345,0.145268168,0.083600003,0.437848158,0.281660344,0.418284364,0,0.431838598,0.367258023,0.474651299,0.278000336,0.059367741,0.186049313
ESP1,13.0624434,11.66611268,11.34436204,12.02124291,14.30891455,18.22480058,10.68349505,13.16762107,15.05823709,13.25770628,13.33301672,9.609918258,13.52756201,29.5236357,26.71548333,24.18641064
CAALFM_C101680CA,8.44034804,8.718884212,7.213178175,10.07366724,10.09613768,9.028800285,8.143975732,8.731470655,10.87539345,8.838470855,12.73923864,11.9970954,15.3668358,12.56561519,10.50809011,10.35674507
LSC1,50.30715379,45.55924004,42.36102819,36.80246432,32.90324006,44.55880141,90.0215812,51.61425799,68.07578018,59.05705526,62.83251602,129.458453,114.2129687,92.85211227,68.27290184,65.11725942
ARP8,39.25431708,28.67407695,29.90190225,29.34795056,23.75134548,37.45280118,30.47423177,45.76980585,36.91359509,37.28227706,43.93957735,42.8467693,45.86318174,55.32206689,56.04314725,54.26438285
CAALFM_C101710WA,144.6916807,151.5980642,136.8536623,185.4897928,229.95951,287.0824091,202.723697,155.1948494,283.9105118,206.9005677,89.44456962,51.11007481,70.60438068,217.0626625,172.4632868,184.8710003
CAALFM_C101720CA,0,0.122801186,0.065574347,0,0.36317042,0.334400011,0.262708895,0.211245258,0.209142182,0.080349735,0.161939474,0.06120967,0.355988474,0.889601076,1.484193518,0.310082188
tA(AGC)3,0.133973778,0.061400593,0,0,0.072634084,0,0.087569632,0,0,0,0,0,0,0,0,0
CTN1,704.4341269,681.1781792,913.7129518,983.2570804,1044.405494,876.7132277,409.5631666,443.6854564,476.1121769,294.4817789,712.9655254,459.9906733,310.7779378,683.992027,301.2912842,448.9369914
CAALFM_C101750WA,43.67545176,36.53335286,35.34457306,37.47404213,34.21065358,18.72640059,16.37552109,24.22278956,16.20851909,21.7747782,36.00454311,31.64539961,32.27628831,17.90322165,27.19042525,24.86859145
FGR38,11.72270561,9.639893108,12.06567986,12.49134738,9.297162755,9.028800285,10.33321652,15.4913189,13.90795509,16.23064648,16.1399676,22.46394905,21.95262256,16.4576199,21.1349157,19.6592107
MAK32,1.607685341,1.473614233,1.704933023,2.753469046,3.486436033,3.009600095,3.064937103,3.450339211,2.927990545,3.455038607,3.022870187,1.836290113,3.085233442,6.894408336,6.708554703,5.643495816
HOL4,236.8656402,373.9910122,455.741712,545.3883444,595.599489,561.2904177,598.6260011,352.1458447,609.4403178,516.2470477,148.0666593,146.4747413,159.720162,370.0740475,356.0283412,441.8671175
SWI4,52.71868181,55.44473552,62.09890666,62.65821023,61.01263058,105.9212033,136.6086252,102.1722897,137.6155556,82.27812869,54.24972388,54.90507438,53.93225381,129.047756,75.87197265,82.97799343
CAALFM_C101800WA,13.53135162,12.28011861,11.47551073,10.9467184,11.25828302,11.78760037,10.77106468,7.675244366,9.829682545,9.561618471,14.89843163,10.52806331,13.05291071,12.17641472,11.75481266,11.41102451
UGA2,75.49422414,51.45369697,55.4758976,32.57152408,24.69558857,28.5912009,41.07015718,50.13554118,33.358178,57.20901135,64.23599146,85.20386124,67.04449594,53.0980642,75.81260491,77.45853049
CAALFM_C101820CA,18.08646009,15.53435004,16.65588415,15.24481642,13.87311005,15.21520048,14.01114104,14.5055077,12.23481764,15.66819833,18.62303954,20.68886861,15.84148709,19.18202319,18.40399963,17.61266826
UBC8,113.073869,102.2319874,116.3288917,96.77436328,89.1220211,116.7056037,100.1796585,90.13130999,95.78711927,100.999617,67.85263972,56.37410647,55.59353336,75.06009076,95.28522387,76.34223462
CAALFM_C101840CA,72.14487968,66.86524583,79.41053428,68.50093723,57.96199905,49.65840157,48.60114549,42.88278733,44.02442927,35.43423316,62.3466976,78.96047486,56.2461789,46.25925593,44.05086362,47.38055828
CAALFM_C101850CA,36.97676284,30.63889593,30.29534834,29.75089725,24.18714998,25.16360079,23.11838272,22.81448784,19.34565182,19.36428615,25.85633606,23.50451345,19.87602313,25.18683045,24.10330274,19.22509564
CAALFM_C101860WA,79.31247682,75.70693122,76.26296562,63.66557696,59.26941257,40.71320128,41.33286608,40.13659898,34.61303109,36.80017865,58.51413004,55.14991306,49.83838636,38.53084659,36.1549541,34.41912284
CYS4,207.7933303,206.0603903,196.3295951,177.9681212,149.3356768,187.8492059,199.0457724,166.9541687,202.0313476,197.0175503,248.0372948,297.6626273,272.0345256,239.4138895,140.2859713,156.7155377
PTR3,23.579385,25.72684849,30.22977399,24.98269475,24.33241815,21.15080067,39.66904308,32.60218478,30.11647418,29.08660409,32.27993521,34.88951215,32.92893385,32.5816394,32.05857999,32.68266259
CAALFM_C101890CA,269.2203077,273.2940396,285.4451327,271.3174377,289.4468248,368.1744116,508.4292806,314.4737738,468.2693451,347.3519046,133.977925,124.8677277,117.8915163,179.6994173,143.788668,156.9636034
CAALFM_C101900CA,31.21589037,23.14802358,20.91821671,18.80417885,16.48793707,24.32760077,27.93471246,25.13818568,27.71133909,28.44380621,22.07774833,24.91233587,21.71529692,20.85002521,19.59135444,24.00036133
CAALFM_C101910WA,67.58977121,68.27745947,61.0497171,56.34537876,49.1006408,146.3836046,145.8910061,88.23010267,174.2154374,136.3535004,78.21676607,102.893456,86.5645306,95.74331577,85.78638536,93.83087
ROA1,1053.033898,1419.090506,1509.259172,2240.786541,2770.627135,3024.480895,3591.405728,1572.580114,4367.829896,2571.67362,277.9421177,201.318606,188.9705483,668.7576086,937.5947294,1128.637147
CAALFM_C101930WA,51.98182602,40.21738844,48.32829377,33.84752193,29.63470628,34.52680109,43.25939797,79.42821693,42.14214963,57.85180923,74.16827922,108.0350683,132.7243694,76.3388923,98.13487543,77.70659624
CAALFM_C101940CA,10.44995472,10.13109785,7.213178175,8.529038263,9.878235428,10.03200032,9.632659467,10.63267798,9.934253636,10.60616503,14.84445181,11.14016002,14.59552743,13.0660158,11.27987074,10.23271219
CAALFM_C101950CA,8.775282486,8.780284805,8.590239463,11.21534953,11.11301486,22.2376007,10.50835578,11.90014952,15.68566364,10.84721423,17.6514027,10.3444343,18.86738912,24.46402958,17.86968996,14.32579707
CAALFM_C101970WA,0.066986889,0.122801186,0.262297388,0.067157782,0.072634084,0.585200019,0.612987421,0.422490516,0.522855455,0.723147615,0.053979825,0,0,0.222400269,0.237470963,0.124032875
HGT1,1244.21448,1012.986984,1160.731517,907.3016294,1060.893431,1971.288062,1957.268834,1041.227876,1744.664081,1417.288977,1005.968014,782.0759591,630.6929131,1731.608494,1162.479731,1405.292475
HSP30,1196.787763,1248.58106,1537.58729,1162.232568,640.1968166,848.6236268,989.2741273,582.4031757,1077.500521,885.9361786,972.8783816,424.4890644,79.97874383,136.3313648,343.5611156,301.2138371
CAALFM_C102000WA,70.20225989,50.59408867,49.44305767,41.77214015,42.63620732,44.80960141,26.09575019,37.67207097,29.48904763,36.31808024,41.99630366,30.72725456,36.13283011,52.70886373,40.48879918,32.00048177
ZCF24,21.36881766,16.70096131,19.47558107,18.13260103,16.70583933,13.45960042,10.68349505,19.92746932,8.993113818,15.42714913,26.01827553,21.729433,24.74119894,24.40842951,26.53738011,26.60505171
CAALFM_C102020WA,5.425938026,3.929637955,4.393481252,3.895151333,3.195899697,4.347200137,3.240076366,4.224905156,4.287414727,3.535388342,6.153700022,5.386450998,6.111135471,6.672008067,7.242864369,5.705512254
CAALFM_C102030CA,9.847072713,7.0610682,8.65581381,7.857460447,7.045506151,7.691200243,4.903899365,5.562791788,5.646838909,6.749377744,8.528812312,5.69249935,6.111135471,8.062009748,6.767922443,5.333413629
CAALFM_C102040CA,177.5152564,157.8609247,174.3621888,187.6388418,230.0321441,419.7556132,402.3824568,139.2106249,385.9718965,199.6690916,78.9185038,56.9249935,48.23643823,151.8437836,73.37852754,112.683867
PHO91,125.3324697,163.6325805,165.509652,198.8541913,211.0020141,230.4016073,185.6476188,249.6214796,205.6913358,214.9355413,145.9614461,180.2624794,205.8800008,213.0594576,247.4447434,209.1814438
CAALFM_C102060WA,7.56951848,5.526053374,6.22956297,5.171149183,2.977997445,6.688000211,6.830431259,8.801885741,5.855981091,10.28476609,10.41810618,9.793547269,13.70555625,9.563211563,14.36699326,13.58159982
HSP31,19.89510609,15.59575063,8.786962505,3.156415735,1.670583933,12.20560039,18.38962262,5.281131445,15.37195036,18.5607888,2.591031588,1.162983738,0.355988474,3.058003698,1.66229674,4.713249253
SET6,14.33519429,18.5429791,16.85260719,23.84101247,21.13651845,38.37240121,31.52506735,22.74407275,38.27301927,29.00625435,17.32752375,15.66967563,17.3247724,28.74523476,21.96606407,29.27175852
CAALFM_C102090CA,17.55056497,17.92897317,16.85260719,19.07280997,17.50481425,24.82920078,19.70316709,20.34995983,21.22793145,23.3817729,25.42449746,21.17854597,23.79189635,23.0740279,20.06629637,25.92287089
CAALFM_C102100WA,1.67467223,2.394623129,1.639358676,2.887784609,2.542192941,5.768400182,4.553620839,4.999471101,6.587978727,4.981683573,2.698991238,2.387177147,3.025902029,5.726806924,6.233612777,7.193906755
HGT2,394.4857905,362.2020984,455.2171172,423.8999174,564.3668329,1686.212053,1824.075425,848.2201251,1547.12929,1247.670686,573.9674767,1026.853431,1061.735624,1622.910362,1728.2543,1819.500261
SHA3,1478.333658,2164.92351,2151.822198,3031.502261,3755.036876,2880.438091,2961.604938,2486.427099,3375.031959,2843.898522,1587.600626,1767.735282,2895.610248,1493.139805,1751.170248,1744.584405
GAL1,54.32636715,49.4274774,62.75465013,58.7630589,67.11389364,302.8828096,395.4644559,114.4949297,304.3018745,201.356436,131.224954,232.4131186,250.7345485,243.5282945,131.440178,179.0414552
GAL10,151.6583172,152.5190731,194.8869594,173.5357076,224.2940515,543.6508172,620.8686875,241.73499,528.5022934,370.0105299,252.0318018,513.2430866,493.7560135,346.0548184,263.5927688,325.2762149
CAALFM_C102160WA,7.435544702,5.341851595,5.180373417,4.768202494,3.922240537,8.443600266,8.844532784,5.492376702,9.097684909,8.677771385,8.798711436,7.589999133,12.518928,10.45281264,8.252115962,8.124153318
GAL102,15.33999763,12.15731742,10.81976726,14.70755417,13.87311005,40.37880127,35.11542224,19.85705423,50.19412363,32.05954428,36.49036154,44.9278981,52.44896851,34.75004202,25.05318659,32.74467902
GAL7,59.75230517,76.44373834,79.34495993,94.55815649,142.2175365,193.1160061,207.4524571,77.87908504,177.143428,126.5508327,188.9293867,362.9733457,529.5921865,187.0942262,148.0037776,152.374387
ABP140,7.502531591,11.17490793,8.524665116,12.15555847,15.25315765,21.40160068,15.23711588,10.06935729,15.47652145,14.30225284,13.76485531,13.09886947,11.21363693,19.07082306,11.57670944,14.44982995
CAALFM_C102200CA,6.497728253,7.306670572,6.950880787,7.723144884,8.716090083,15.04800047,12.25974841,10.42143272,12.02567545,13.57910522,5.775841249,7.16153144,8.12840349,12.67681533,13.71394811,15.06999432
CAALFM_C102210WA,48.69946845,45.80484241,42.62332558,38.61572442,27.16514743,70.89280224,88.3577582,50.5580317,82.82030399,89.1882059,33.7913703,28.58491609,31.32698571,58.15767032,58.00228269,70.6987388
CAALFM_C102220CA,15.5409583,13.2011275,10.95091596,11.14819175,8.062383327,25.16360079,21.27942046,19.22331846,22.27364236,27.07786071,14.52057286,14.75153057,14.35820179,23.51882844,23.86583177,25.55077227
7-Sep,15.87589274,14.9817447,14.95095113,16.65512984,15.54369398,17.47240055,14.27384994,24.29320465,14.11709727,14.06120363,20.40437376,20.81128795,26.63980414,26.02083146,30.51501874,22.44995039
CAALFM_C102240WA,174.098925,189.6664319,191.8049651,193.2129377,188.7033503,130.2488041,163.7552109,181.7413368,155.28807,171.2252854,202.694242,213.3157015,222.314802,180.7002185,163.5581257,164.7776746
CWH8,9.981046492,6.262860491,5.77054254,6.31283147,8.570821915,15.7168005,10.24564689,11.33682883,12.23481764,13.49875549,14.14271409,11.32378903,15.07017873,17.06922064,12.70469652,16.74443814
AGE3,30.47903459,25.91105026,28.52484097,30.08668616,32.03163106,39.29200124,24.51949683,35.70044857,25.306204,24.66736866,44.20947648,33.42048006,40.52335463,45.8144554,44.11023136,33.73694202
CAALFM_C102270CA,44.74724199,31.86690779,38.29541868,38.14561995,30.57894937,22.73920072,23.73137014,24.64528007,23.31935327,22.0158274,38.86547383,52.27305855,36.25149294,25.35363066,35.97685088,35.10130365
PSY2,24.8521359,26.03385145,26.55761055,29.75089725,27.31041559,29.34360093,22.5053953,28.58852489,18.82279636,17.59659198,27.74562993,24.17781982,25.27518166,32.52603933,30.63375422,26.54303527
CAALFM_C102290CA,3.41633135,3.131430245,2.622973882,3.559362425,3.922240537,8.610800272,5.254177891,7.182338765,7.215405272,7.151126419,7.341256167,6.365805725,8.781049026,15.62361889,10.62682559,9.364482069
CAALFM_C102300WA,2.344541122,1.842017791,1.573784329,2.014733448,1.961120269,2.340800074,1.926531894,1.830792234,1.777708545,1.687344436,3.29276931,1.591451431,2.610582143,3.669604437,3.383961222,2.232591752
CAALFM_C102310CA,3.34934446,2.82442728,2.557399535,2.95494239,2.614827025,2.090000066,2.451949683,3.591169382,2.614277273,2.812240727,4.858184228,3.978628578,6.645118182,3.947604773,4.630683777,3.658969815
CAALFM_C102320CA,134.5096735,107.4510378,107.3452061,98.38615004,103.5035697,84.10160265,59.98519759,63.58482259,58.24609763,66.93132929,116.2185627,95.79313422,108.7544788,98.9125196,95.16648839,77.83062912
