,cyr1∆/∆ pH 4 replicate 1,cyr1∆/∆ pH 4 replicate 2,cyr1∆/∆::CYR1 pH 4 replicate 1,cyr1∆/∆::CYR1 pH 4 replicate 2,cyr1∆/∆ pH 7 replicate 1,cyr1∆/∆ pH 7 replicate 2,cyr1∆/∆::CYR1 pH 7 replicate 1,cyr1∆/∆::CYR1 pH 7 replicate 2
orf19.3501,248,251,1436,1306,318,332,1911,1995
orf19.3503,0,0,0,0,0,0,0,0
orf19.3504,6336,6331,3873,4541,7142,6861,2160,2539
orf19.3505,2501,2290,13464,11971,1603,1587,5448,6551
orf19.3506,382,388,1883,1592,404,432,797,954
orf19.3507,12753,11273,7828,8146,11649,11267,3817,3503
orf19.3508,2489,2700,844,770,2922,2713,464,463
orf19.351,254,182,370,374,174,141,285,297
orf19.3512,21,21,77,90,8,20,55,65
orf19.3515,1968,2026,1560,1347,1547,1674,888,951
orf19.3516,96,89,632,583,88,95,232,290
orf19.3517,516,581,424,380,644,690,317,426
orf19.3518,897,1098,3734,3099,1850,1966,1997,2513
orf19.3519,255,239,699,656,280,264,525,570
orf19.352,921,885,698,710,891,856,505,570
orf19.3521,627,734,314,300,370,385,315,261
orf19.3522,3,8,83,77,4,6,91,143
orf19.3523,714,841,533,385,567,679,308,489
orf19.3526,6605,4656,62519,50078,4592,4374,82776,102256
orf19.3527,7383,6272,10770,10785,7648,7557,7061,6337
orf19.3528,417,387,917,739,410,467,763,763
orf19.3529,328,376,1373,1226,304,370,1206,1318
orf19.353,178,244,183,179,231,266,96,104
orf19.3530,308,306,536,457,359,442,246,311
orf19.3531,153,179,322,281,145,170,173,205
orf19.3532,533,560,873,850,739,814,390,465
orf19.3533,188,202,322,372,232,198,188,220
orf19.3534,770,716,1534,1615,1286,1399,958,1114
orf19.3535,1211,962,1986,2047,1466,1493,1207,1403
orf19.3536,142,222,268,263,330,355,114,146
orf19.3537,152,115,471,482,156,137,194,346
orf19.3538,33,43,835,804,38,53,296,591
orf19.3539,167,128,163,158,75,75,56,80
orf19.354,313,372,244,240,450,561,138,139
orf19.3540,232,227,543,610,255,253,322,372
orf19.3541,838,966,1001,1118,1729,1800,633,736
orf19.3542,3074,3513,1939,1795,3016,3199,772,1007
orf19.3543,76,86,66,65,68,63,53,73
orf19.3544,475,416,1325,1147,347,400,778,1172
orf19.3545,732,747,796,677,848,878,464,532
orf19.3546,707,834,1151,1023,696,730,668,890
orf19.3547,96,83,463,474,126,121,275,341
orf19.3548,785,846,946,845,918,841,434,528
orf19.3548.1,35159,24896,5365,4652,21257,21510,1255,2650
orf19.3549,438,472,1426,1459,652,556,821,827
orf19.355,5,5,41,29,13,11,40,47
orf19.3550,695,745,842,1063,892,847,644,795
orf19.3551,290,234,292,288,280,274,172,231
orf19.3552,971,1006,1049,1012,1032,1097,724,727
orf19.3553,63,97,171,161,108,102,120,167
orf19.3554,3520,2679,6111,5708,5666,5747,3100,4535
orf19.3555,2064,2233,2720,2207,3073,3119,2476,3289
orf19.3556,346,454,721,652,489,611,400,570
orf19.3557,247,193,175,173,212,208,85,78
orf19.3558,800,754,941,1045,1509,1532,743,586
orf19.3559,532,481,1387,1472,809,867,793,851
orf19.356,44,40,984,768,9,18,280,715
orf19.3561,431,459,845,830,708,703,732,770
orf19.3563,120,158,236,225,203,215,213,300
orf19.3564,144,130,291,326,253,297,189,224
orf19.3565,143,180,169,127,134,150,133,231
orf19.3567,398,314,5626,5126,276,279,3606,5939
orf19.3568,521,546,457,407,407,505,262,367
orf19.3569,476,765,928,893,464,570,515,709
orf19.357,2019,1860,3330,2838,2365,2431,1723,2064
orf19.3571,66,57,45,40,61,63,21,20
orf19.3572,53,67,86,50,53,58,32,41
orf19.3572.3,4944,5152,2652,2984,5530,5090,1587,1884
orf19.3573,232,234,849,774,310,332,685,787
orf19.3574,75,53,105,133,53,51,100,71
orf19.3575,211454,310163,3425,3115,200937,225431,1457,1396
orf19.3577,846,699,1137,1138,795,890,605,550
orf19.3577.1,100,106,159,229,92,93,95,113
orf19.3578,65,43,154,153,66,62,116,99
orf19.3579,7524,5982,14611,16178,9732,9027,9150,8172
orf19.3581,159,174,415,415,403,330,334,349
orf19.3582,107,152,368,409,149,147,199,217
orf19.3583,891,913,1024,976,1290,1249,599,826
orf19.3585,124,85,211,239,85,93,158,127
orf19.3586,710,831,1667,1491,610,612,784,1052
orf19.3589,6,17,37,69,13,12,40,47
orf19.359,4,4,18,13,3,1,16,21
orf19.3590,9414,10551,9285,9262,15803,15857,5251,4781
orf19.3591,1224,1531,3658,3580,1744,1678,2425,2655
orf19.3592,396,341,479,390,363,339,173,218
orf19.3593,3418,3632,3890,3894,3583,3772,3007,3445
orf19.3594,240,180,418,366,183,179,329,283
orf19.3599,1474,1558,2209,1991,2343,2538,1158,1436
orf19.36,110,118,69,68,98,127,63,56
orf19.36.1,1156,844,1089,1285,641,693,1305,1255
orf19.360,231,327,200,247,320,288,124,170
orf19.3600,118,132,105,92,92,91,63,58
orf19.3601,420,483,247,278,513,558,176,214
orf19.3603,603,657,722,630,500,521,299,394
orf19.3604,398,414,529,516,427,431,353,420
orf19.3605,607,558,507,571,465,552,373,433
orf19.3606,802,624,1590,1575,264,325,679,897
orf19.3607,485,704,229,230,505,550,195,252
orf19.3608,238,347,278,220,396,389,142,197
orf19.3609,355,424,661,748,425,472,512,550
orf19.3610,136,72,337,349,37,57,481,385
orf19.3611,5083,2454,9874,14161,3579,5607,12969,8182
orf19.3612,7320,7129,1103,917,4588,4701,280,254
orf19.3613,637,645,1007,1119,803,901,1105,844
orf19.3615,768,662,1139,1005,424,451,1245,1052
orf19.3616,1399,1323,2087,2101,888,1104,1657,1729
orf19.3617,309,275,349,389,202,287,307,314
orf19.3618,10134,15174,1377,911,7282,7736,258,383
orf19.362,2107,2202,1315,1116,2755,2508,823,608
orf19.3621,11,13,24,34,2,6,23,22
orf19.3622,640,638,957,947,715,740,483,558
orf19.3623,580,673,714,619,808,797,679,713
orf19.3624,129,125,197,183,107,113,104,127
orf19.3625,81,104,136,166,112,109,156,175
orf19.3626,58,72,68,61,64,92,28,36
orf19.3626.1,12,5,66,51,1,1,0,11
orf19.3627,101,74,1129,1029,56,80,703,655
orf19.3628,2614,2930,2656,2448,2765,2947,1598,2034
orf19.3629,1536,1742,2656,2332,1087,1108,1134,1379
orf19.3630,137,181,420,433,109,136,270,338
orf19.3631,40,41,95,77,31,52,85,85
orf19.3633,96,97,123,136,71,61,77,66
orf19.3635,503,666,925,939,573,622,775,902
orf19.3637,3,6,11,11,3,4,2,8
orf19.3638,26,30,41,27,21,26,35,38
orf19.3639,251,314,255,257,374,377,209,260
orf19.364,2304,2856,3060,2897,2378,2144,1410,1375
orf19.3642,10835,13247,37436,36215,12069,11800,33241,33125
orf19.3643,23,37,1476,1352,2,7,1001,1221
orf19.3644,1199,1104,1426,1211,966,925,639,851
orf19.3646,206,95,13827,14863,52,55,4011,4144
orf19.3647,862,963,655,588,1205,1184,504,510
orf19.3648,271,251,376,358,344,392,230,290
orf19.3649,3378,3577,3584,2952,3462,3650,4437,5006
orf19.3651,509962,615688,23355,20380,373054,367469,14284,15751
orf19.3653,451,527,1156,1290,616,569,634,771
orf19.3655,47,23,64,107,22,26,62,77
orf19.3656,7228,5263,7799,6538,3367,3867,3247,3548
orf19.3658,457,514,313,285,518,509,174,197
orf19.3659,730,710,509,476,593,717,328,436
orf19.366,831,1049,1153,1017,1282,1334,453,640
orf19.3660,139,148,172,153,124,116,109,133
orf19.3661,713,640,2251,2093,393,423,1423,1946
orf19.3663,1777,1994,1330,1020,2220,2445,641,827
orf19.3663.1,1570,1311,1285,1323,1065,1006,411,401
orf19.3664,19702,9125,27786,28743,214,234,584,526
orf19.3665,305,288,161,191,111,127,67,71
orf19.3666,232,221,148,160,249,244,65,105
orf19.3667,213,219,311,321,312,323,275,280
orf19.3668,1708,562,9077,7297,288,282,2576,3641
orf19.3669,14296,13882,44214,40112,17925,19147,41929,49273
orf19.367,1418,1669,1822,1662,2541,2179,1434,1660
orf19.3670,18202,13663,9088,7476,16864,16119,8527,11218
orf19.3671,9,24,2,4,8,15,8,1
orf19.3672,42743,33540,5136,4956,37350,31776,4103,6598
orf19.3673,401,329,198,190,501,480,75,117
orf19.3674,2322,2045,993,843,2336,2001,410,649
orf19.3675,6318,4393,4136,4226,5068,4301,3093,4331
orf19.3676,17,34,183,213,59,53,140,159
orf19.3677,432,468,1031,1009,323,310,848,990
orf19.3678,1946,1607,4649,4006,1106,963,2079,2611
orf19.3679,2558,1810,2723,2582,1137,1254,1402,1386
orf19.3680,511,560,1142,1157,1008,1051,854,907
orf19.3681,793,963,2072,1858,1656,1621,1578,1603
orf19.3682,471,671,612,529,249,349,305,384
orf19.3683,1224,1481,1581,1477,1760,1790,1148,1216
orf19.3684,1909,551,16810,19225,392,429,15710,10098
orf19.3685,345,346,392,419,437,452,241,309
orf19.3686,428,439,610,583,508,527,365,378
orf19.3687,157,175,222,218,158,177,118,127
orf19.3688,213,219,251,250,247,227,83,102
orf19.3689,1792,1537,5039,4315,1928,1951,3853,4981
orf19.3690.2,3047,3570,1302,1663,3967,3707,984,1120
orf19.3691,1315,630,1551,1789,757,1601,746,580
orf19.3693,20,26,107,76,15,33,41,66
orf19.3694,949,1449,583,700,1263,1406,365,457
orf19.3695,470,460,564,523,491,566,275,434
orf19.3696,798,661,1322,1413,860,853,984,840
orf19.3697,371,460,181,178,497,558,162,151
orf19.3698,149,157,89,90,121,133,40,79
orf19.3699,195,160,148,194,159,161,113,113
orf19.3700,4617,3637,5557,6145,4635,5596,3525,2862
orf19.3701,2311,1207,1293,1899,1056,1808,740,517
orf19.3704,175,252,315,255,297,293,205,250
orf19.3704.1,412,317,911,940,296,355,490,493
orf19.3705,334,283,812,895,261,323,276,356
orf19.3706,1569,1324,2753,2832,828,913,347,426
orf19.3707,15506,13971,85113,76596,4937,5158,58547,53385
orf19.3708,104,140,951,945,126,123,841,1247
orf19.371,1055,911,1613,1552,836,816,1067,1208
orf19.3710,306,247,6637,6761,660,638,9929,10749
orf19.3711,26,19,433,465,26,23,517,653
orf19.3712,7539,6280,5918,5235,4103,4601,5383,6476
orf19.3713,1127,1156,836,778,770,1118,878,948
orf19.3714,445,555,496,557,681,642,312,408
orf19.3715,184,226,517,364,291,288,253,254
orf19.3719,0,1,1,1,1,2,1,7
orf19.372,362,411,871,891,223,226,295,347
orf19.3720,1379,1141,2364,2136,970,915,1278,1439
orf19.3721,34,25,677,588,50,48,272,378
orf19.3722,992,788,7462,7139,905,866,2411,4008
orf19.3724,158,208,186,180,111,131,102,119
orf19.3726,786,833,546,557,934,888,420,479
orf19.3727,91,117,234,249,28,35,96,111
orf19.3728,1774,1920,2348,2201,1358,1489,1177,1520
orf19.3730,360,368,228,287,254,236,206,194
orf19.3732,189,211,867,1068,226,278,732,802
orf19.3733,2651,1437,57110,59584,2828,2550,36828,34794
orf19.3734,963,688,7984,6984,639,572,4146,5140
orf19.3735,1,0,26,58,1,0,61,62
orf19.3736,81,77,775,616,85,101,578,731
orf19.3737,741,693,1507,1442,767,686,916,1278
orf19.3738,10,7,36,24,4,9,19,16
orf19.374,2621,3206,5491,4435,2197,2454,2311,2922
orf19.3740,181,277,1481,1794,90,97,1580,1649
orf19.3742,1131,845,4483,4611,1260,1021,7568,8286
orf19.3743,384,451,232,236,474,523,175,232
orf19.3744,456,463,581,518,606,635,443,437
orf19.3746,309,452,986,951,89,73,214,317
orf19.3748,4,5,21,17,1,0,19,5
orf19.3749,2345,4804,8914,6951,596,589,1039,1179
orf19.3751,620,1019,6546,5908,925,1041,7428,9830
orf19.3752,1995,1986,4495,4953,1900,2003,3883,4775
orf19.3753,744,853,2658,2177,1181,1199,1339,2072
orf19.3755,2849,2002,1417,1331,2214,2425,793,1060
orf19.3756,6838,4968,875,921,3478,3442,371,733
orf19.3757,2151,2023,3381,4008,2547,2538,2362,2159
orf19.3758,1681,1240,2089,1653,1199,1358,820,1082
orf19.3759,508,406,715,646,484,522,331,392
orf19.376,99,83,1864,1321,127,79,1201,1733
orf19.3760,0,0,24,5,0,2,28,15
orf19.3761,185,257,579,519,340,501,587,510
orf19.3762,217,166,184,205,173,137,174,156
orf19.3763,411,377,651,661,243,248,401,429
orf19.3764,394,397,420,348,319,404,199,216
orf19.3765,1390,1589,2650,2355,2067,2209,1819,2146
orf19.3767,3721,4749,1449,1220,4395,4455,612,822
orf19.3769,397,476,413,393,586,562,367,383
orf19.377,2645,2399,2723,2405,1856,1786,1045,1438
orf19.3770,1058,2176,2280,2194,2094,2311,898,1147
orf19.3773,384,336,715,664,372,312,337,381
orf19.3774,181,182,562,411,189,176,337,438
orf19.3774.1,78,64,39,70,87,65,40,31
orf19.3775,2312,2434,2713,2324,2966,2960,1761,2023
orf19.3777,96,99,310,395,96,138,264,230
orf19.3778,88,146,374,346,139,133,184,237
orf19.3780,35,55,64,77,54,79,67,58
orf19.3781,149,255,87,117,169,191,71,102
orf19.3782,291,189,480,439,365,414,339,368
orf19.3782.2,1045,904,1529,1580,1194,1026,1270,1066
orf19.3783,269,219,107,130,137,127,41,66
orf19.3784,397,301,174,229,215,215,89,79
orf19.3785,336,388,259,274,541,474,206,246
orf19.3787,313,356,476,322,379,404,233,280
orf19.3788,90,101,187,223,160,160,112,109
orf19.3788.1,3948,4664,2457,2712,4704,4687,1502,1809
orf19.3789,6800,7746,3248,3696,8379,8351,1973,2341
orf19.3791,111,112,215,203,95,96,136,181
orf19.3792,2039,2544,1707,1350,2390,2614,1129,1338
orf19.3793,1635,2241,486,428,1180,1233,147,175
orf19.3794,124,165,371,326,106,135,207,264
orf19.3795,44,89,137,129,203,233,66,93
orf19.3796,409,428,259,306,313,370,162,191
orf19.3797,197,162,571,475,308,362,286,317
orf19.3798,81,87,205,257,107,120,149,149
orf19.3799,5526,6413,3418,3361,5927,5805,1821,1778
orf19.3801,6,9,216,227,3,5,69,96
orf19.3802,726,1060,712,629,1589,1736,356,310
orf19.3803,467,753,116,74,256,295,94,106
orf19.3804,312,265,971,924,330,336,821,764
orf19.3806,1086,1053,891,792,1250,1154,660,784
orf19.3809,390,386,1180,877,385,467,606,776
orf19.3810,1143,1256,828,704,1386,1487,345,787
orf19.3811,893,926,588,607,881,952,398,530
orf19.3812,998,1161,1549,1450,2287,2130,747,896
orf19.3813,1590,1658,1542,1159,1341,1411,708,768
orf19.3815,791,579,2005,1902,554,553,1643,2143
orf19.3817,234,242,344,281,224,172,222,190
orf19.3818,386,365,244,216,349,300,137,139
orf19.3819,139,135,138,113,145,117,61,76
orf19.382,82971,81515,62966,60863,93856,92490,28717,34287
orf19.3820,2164,2687,896,753,2475,2961,528,613
orf19.3821,604,601,533,495,631,739,318,279
orf19.3822,18661,17617,16162,15402,10540,10173,10327,9631
orf19.3823,1463,1577,3345,3019,2191,2184,2384,2489
orf19.3825,449,453,358,442,421,441,285,340
orf19.3826,1045,1076,3168,2741,481,501,1800,1706
orf19.3827,1192,1135,1848,1573,767,783,974,1128
orf19.3828,6,5,45,28,8,1,31,54
orf19.3829,549,525,2075,2068,6207,6351,29882,29344
orf19.3831,86,134,415,428,103,135,227,255
orf19.3833,1072,1106,1165,962,1191,1142,716,677
orf19.3836,234,217,499,524,273,267,295,296
orf19.3838,7421,7046,5892,6053,8748,8329,2706,2943
orf19.3839,229,270,378,307,429,516,189,192
orf19.384,1117,1181,1015,954,972,1003,657,767
orf19.3840,1698,2124,2108,1507,2174,2606,1123,1548
orf19.3841,1254,1147,2675,2249,1155,1318,1899,2467
orf19.3843,827,786,803,854,1037,1079,656,553
orf19.3844,1101,1130,872,970,1430,1400,669,668
orf19.3845,1379,1386,1612,1570,1229,1299,1002,1296
orf19.3846,640,1463,2119,2087,1713,1885,878,1227
orf19.3848,250,308,425,365,319,331,306,353
orf19.385,542,526,7488,6761,398,403,4005,6391
orf19.3851,145,214,199,216,207,207,132,203
orf19.3852,317,345,336,283,295,329,136,189
orf19.3854,1583,1886,3395,3093,2966,3191,3213,4975
orf19.3856,582,785,942,959,1281,1334,1074,1109
orf19.3858,602,533,1287,1164,381,408,598,820
orf19.3859,3482,3553,4797,4546,4003,3562,4450,4830
orf19.386,500,821,2403,2904,1010,1104,923,1192
orf19.3861,12760,10981,44725,39683,9937,10222,59135,67323
orf19.3862,1582,1415,2468,2246,1417,1461,2007,2734
orf19.3863,99,108,611,632,47,35,708,800
orf19.3865,52,53,207,177,49,55,135,220
orf19.3867,53,88,393,477,145,131,272,349
orf19.3868,5,3,0,15,5,5,7,7
orf19.3869,1949,2917,1991,1867,2076,2271,1712,2655
orf19.387,1404,1592,1149,995,1822,2043,773,879
orf19.3870,5122,4321,5008,4186,4134,4110,1726,2289
orf19.3871,109,155,107,83,214,223,120,122
orf19.3872,1418,1469,830,964,1336,1271,760,670
orf19.3873,2691,2696,810,646,2695,2676,378,426
orf19.3874,465,583,590,509,539,673,265,338
orf19.3876,11,25,70,54,19,20,44,51
orf19.3877,189,256,150,157,225,275,100,130
orf19.3878,483,637,412,381,517,547,274,319
orf19.3879,285,374,152,87,334,384,91,121
orf19.388,3489,3674,1612,1622,2019,2279,685,747
orf19.3881,1496,1406,1214,1168,1224,1188,634,770
orf19.3884,34,39,46,27,29,41,17,18
orf19.3885,27,32,61,112,25,34,66,106
orf19.3886,333,294,726,676,342,309,493,613
orf19.3887,90,89,179,166,110,77,96,126
orf19.3888,57857,70641,7051,6606,52723,54717,3038,2950
orf19.3888.2,1,1,6,4,0,1,2,12
orf19.389,81,108,232,274,189,159,241,201
orf19.3893,2547,2479,12416,11275,1465,1455,4202,5023
orf19.3894,226,214,363,305,284,247,272,387
orf19.3895,348,421,6364,6542,571,674,2176,2204
orf19.3897,30,40,18,14,111,148,13,20
orf19.3898,168,200,290,306,239,263,207,229
orf19.3899,111,109,246,251,100,72,130,128
orf19.390,1217,1098,2192,2184,1685,1588,1646,1683
orf19.3900,3242,3202,3213,2774,2299,2636,1486,1805
orf19.3901,359,350,557,486,306,331,202,266
orf19.3902,67,76,1835,1812,783,777,3520,4885
orf19.3903,1,0,17,18,0,0,30,50
orf19.3904,1,1,48,41,2,2,579,832
orf19.3905,1,1,12,20,3,5,72,100
orf19.3906,4,5,19,19,2,1,15,26
orf19.3907,0,0,8,0,0,0,0,4
orf19.3908,15,8,23,40,12,22,39,50
orf19.391,3747,5114,883,761,3052,3529,681,799
orf19.3910,566,674,692,647,481,475,640,627
orf19.3911,15273,14282,13167,11967,13628,14067,9642,10718
orf19.3912,1408,1491,2497,2372,1513,1557,2025,2507
orf19.3914,953,1168,719,795,1021,1151,508,757
orf19.3915,3468,3781,3836,3351,4092,4407,2617,2625
orf19.3916,147,162,353,296,166,210,255,273
orf19.3919,4971,4858,2818,2053,4027,4778,1069,1112
orf19.3919.1,1987,1810,497,535,1365,1406,307,271
orf19.392,713,594,357,402,537,514,244,228
orf19.3920,156,178,177,168,225,259,118,157
orf19.3921,487,502,843,879,375,395,513,622
orf19.3922,1268,1103,3266,3337,835,979,1123,1447
orf19.3923,43,18,890,827,2,5,255,339
orf19.3924,23,12,1030,831,19,16,457,1181
orf19.3925,165,164,38,34,151,174,37,50
orf19.3926,54,61,75,94,46,62,106,151
orf19.3928,628,555,689,656,701,747,920,1112
orf19.3929,917,874,1803,1575,852,924,1713,2197
orf19.393,468,419,1044,1034,469,454,611,747
orf19.3930,1304,1267,1610,1361,1180,1177,1330,1439
orf19.3931,278,116,28392,29037,143,137,40735,34733
orf19.3931.2,0,0,99,76,1,0,258,281
orf19.3932,17603,13737,7623,7658,17138,15906,7593,8815
orf19.3932.1,124,90,99,89,167,185,102,136
orf19.3934,124,116,419,400,110,108,268,411
orf19.3935,2,0,3,9,0,0,7,15
orf19.3936,1037,1114,964,711,1321,1447,771,1139
orf19.3937,296,340,566,468,338,355,371,416
orf19.3938,366,287,1129,1140,435,407,615,681
orf19.3939,583,520,717,653,674,676,583,566
orf19.394,1287,1458,4741,4308,1462,1473,2438,3116
orf19.3940,96,109,202,234,142,125,173,202
orf19.3940.1,15368,19964,9505,10743,13664,13061,12005,12689
orf19.3941,696,614,1856,1741,872,957,832,955
orf19.3942,117,110,168,150,131,123,88,103
orf19.3942.1,5577,6583,3059,3951,7328,6855,2006,2297
orf19.3944,3263,3534,2180,2050,3927,3941,1904,2520
orf19.3945,831,832,700,655,896,1019,449,605
orf19.3946,272,221,718,660,249,264,346,386
orf19.3947,569,442,654,673,343,373,449,398
orf19.3949,1586,1655,2324,2088,1786,1819,1767,1946
orf19.395,556796,783742,20296,18232,545568,529109,8237,8286
orf19.3950,214,218,484,416,260,332,174,204
orf19.3951,498,483,464,400,693,752,466,430
orf19.3952,765,810,714,670,1068,1141,502,567
orf19.3954,1680,1948,1881,1750,1642,1707,1302,1637
orf19.3954.1,20,25,716,813,45,40,591,735
orf19.3955,955,1291,5582,5311,1997,1958,2019,2949
orf19.3956,176,233,558,529,217,212,348,352
orf19.3957,322,499,467,390,664,659,253,402
orf19.3959,6494,6193,4167,3657,5903,5948,2604,3497
orf19.396,323,396,206,218,480,535,161,184
orf19.3960,445,401,1080,913,619,605,658,630
orf19.3962,477,515,1443,1409,357,387,546,805
orf19.3963,358,308,695,772,424,467,446,514
orf19.3964,343,468,574,585,916,903,325,380
orf19.3965,59,99,114,133,172,173,89,100
orf19.3966,3765,3571,1183,947,1946,2212,238,396
orf19.3967,68890,78992,8143,6563,58272,68925,3160,4338
orf19.3968,0,3,15,3,2,0,15,19
orf19.3969,618,875,2091,2013,269,237,624,817
orf19.397,135,141,413,457,236,256,219,245
orf19.3970,62,80,221,213,95,131,160,142
orf19.3971,26,25,209,154,9,11,115,81
orf19.3972,121,147,321,323,130,173,244,221
orf19.3973,1183,1087,706,749,744,668,294,392
orf19.3974,463,344,3354,3591,288,300,2112,2586
orf19.3976,342,210,420,518,214,303,355,239
orf19.3977,7214,2645,3954,5710,2844,4547,2208,1225
orf19.3978,332,175,1100,2000,116,245,679,423
orf19.398,232,226,101,93,267,253,68,57
orf19.3980,901,1078,1418,1358,1460,1415,922,968
orf19.3981,174,42,1675,1138,37,25,63077,62161
orf19.3982,83,80,315,231,73,84,4530,4851
orf19.3983,265,308,621,536,417,435,477,604
orf19.3984,1350,1408,852,857,2059,2211,1800,2386
orf19.3986,40,63,231,209,47,72,207,256
orf19.3988,175,132,433,460,136,153,173,321
orf19.399,3899,3283,12539,10967,2335,2510,5894,7700
orf19.3990,80,83,186,225,122,100,119,134
orf19.3991,691,719,1509,1312,632,641,1001,1137
orf19.3992,36,45,55,49,33,25,44,48
orf19.3994,1333,1172,545,567,1585,1732,371,345
orf19.3995,629,620,609,598,621,578,330,362
orf19.3996,426,481,454,426,669,737,407,382
orf19.3997,982637,1176272,129466,118773,989391,928328,74358,81865
orf19.3998,49,49,101,141,48,57,62,62
orf19.3999,384,456,197,165,420,481,146,169
orf19.400,2168,2168,1931,2005,3604,3303,1792,1690
orf19.4000,186,231,545,474,310,339,399,494
orf19.4001,148,166,195,161,113,104,79,124
orf19.4002,211,327,710,688,583,613,640,709
orf19.4003,1504,1537,1137,830,1748,1778,875,1063
orf19.4004,1462,1709,3415,2818,2637,2415,2500,3423
orf19.4005,539,541,707,752,485,481,425,422
orf19.4006,685,622,1355,1177,544,553,673,792
orf19.4007,220,300,152,148,336,316,80,83
orf19.4009,1128,1186,972,954,1125,983,747,784
orf19.401,577,808,1536,1428,1607,1594,841,1013
orf19.4010,919,932,641,556,984,983,444,496
orf19.4011,4,12,111,103,16,23,59,109
