,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24
orf19.1091,6.524713312,6.306475383,6.404746848,6.874445623,6.794355448,6.842970039,6.295701862,6.445419481,6.222147787,7.042254814,6.960884112,7.136139563,3.709486683,3.562456333,3.680275878,4.123086993,3.79955312,4.408720089,3.617133119,3.85306193,3.645500957,4.36911328,4.343791539,4.315856042
orf19.1092,2.554210192,1.96889672,2.411319859,1.313106923,1.863112279,1.342415554,1.799586594,1.752873617,1.952799116,1.588746116,1.440194843,1.744853399,3.900731312,3.872603962,3.83153197,3.743292408,3.716813323,3.357327936,3.565552982,3.681280255,3.46235376,3.141426021,3.314181941,3.526320079
orf19.1093,8.012994835,8.328785212,8.098790247,8.127602287,8.156060676,8.122612947,8.150292539,8.157917488,8.113171523,8.046233904,8.077223746,7.972905043,7.094467037,7.233201628,7.141132728,7.162174315,7.135709733,7.269447666,7.202447052,7.23778139,7.187188844,7.299617069,7.270493725,7.106646942
orf19.1095,6.312090722,6.429756465,6.399629035,6.46797114,6.407628069,6.349365768,6.06577939,6.314865366,6.217487606,6.471637831,6.365356055,6.466921791,6.297988939,6.211101899,6.335251267,6.454263267,6.376138997,6.489589613,6.234833131,6.298681104,6.28376754,6.451389552,6.407776806,6.383578698
orf19.1096,4.664155852,4.478768711,4.662286684,4.421641782,4.477688168,4.379112958,4.558344745,4.631134477,4.53180958,4.46953245,4.406488568,4.666600764,4.280041077,4.430729908,4.301276605,4.28892481,4.205691581,4.277804745,4.384720985,4.441107601,4.4239812,4.247552222,4.423335744,4.264273755
orf19.1097,8.519735247,8.78565861,8.578009728,7.806535374,7.750820581,7.770230127,7.580617386,7.442947551,7.513127121,7.37979985,7.29603968,7.290574815,5.283915763,5.566733322,5.588068383,4.894161817,4.854462427,4.972962202,5.622674342,5.732226802,5.343861401,4.687944805,4.579074948,4.376494893
orf19.11,-1.635152206,-0.671605966,-1.647677988,-2.747619203,-1.522396989,-1.525404504,0.011912673,-0.222771549,-0.596957802,-1.348426439,-2.820095471,-1.470252338,2.870420601,3.090772793,2.838241103,2.88317273,2.995356211,2.117551515,3.645800105,3.173901527,3.155214638,2.177199406,2.067459865,2.548014489
orf19.1105,-1.635152206,-2.827641339,-2.190046716,-1.291814952,-1.522396989,-2.959656593,-5.708308745,-2.284180091,-5.708308745,-2.279821992,-2.820095471,-2.395756594,-0.849912224,-1.520359915,-0.555537186,-0.773069981,-0.734055784,-1.871601985,-1.363949863,-0.656481986,-1.599679098,-0.796476818,-5.708308745,-1.294289262
orf19.1105.2,9.883228945,10.38562392,9.882344803,9.701298164,9.967381936,9.844134329,9.935596367,9.720225385,9.926416703,9.789484584,9.751335447,9.597799056,9.153242071,8.787602285,8.916971427,8.241462745,8.606193612,8.633426062,8.875784099,8.683126973,8.818454973,9.038034842,9.055852068,8.604847668
orf19.1105.3,-3.05813741,-5.708308745,-3.069327771,-5.708308745,-2.068260879,-5.708308745,-2.204504237,-5.708308745,-5.708308745,-5.708308745,-2.820095471,-3.257398189,-4.050902538,-2.728189275,-1.724846039,-5.708308745,-3.576866392,-3.596630599,-0.966778,-2.419395127,-1.350650524,-2.174386262,-1.704278259,-5.708308745
orf19.1106,0.412840083,-1.929068464,-2.190046716,-2.747619203,-0.817491588,-5.708308745,-3.082619412,-1.0452353,-0.596957802,-1.348426439,-1.371269253,-2.395756594,0.547326175,0.269306285,0.522205817,-0.773069981,-0.217732495,-0.922993685,1.275106894,1.13791971,0.653745335,-1.23804743,0.037376793,-1.294289262
orf19.1107,3.748859976,3.339598544,3.634622633,3.226906664,3.443009299,3.220285411,3.803883778,3.716390206,3.846426556,3.323768602,3.313187402,2.79502598,4.873684069,4.818748113,4.791726204,4.399464658,4.250500038,4.305882639,4.799428222,4.720554143,4.800588004,4.32608502,4.281116179,4.365657536
orf19.1108,4.949804517,4.113173265,4.996480246,4.727498744,4.795101049,4.635589682,4.081838287,4.512585421,4.45470726,5.393980741,5.074665471,5.730164139,4.903784611,4.499588165,4.608331743,4.897590518,4.857684199,5.14602911,4.467345966,4.972659943,4.714393271,5.038266682,5.017513962,5.272286094
orf19.1109,5.339663569,3.593475143,5.463463329,4.955787673,4.777903685,4.820135063,4.509057767,5.261957923,5.508502419,5.982991523,5.405837862,6.30641184,4.008083097,2.808168585,3.637111298,4.007253512,3.970002399,4.210083091,3.558031511,4.108311202,3.735782301,4.36911328,4.461521444,4.729138575
orf19.111,6.103435938,5.769691583,6.138026458,6.488966934,6.379400812,6.404446229,6.707013636,6.682223898,6.716304757,6.977436796,6.70044472,6.858700308,4.516586807,4.242668317,4.495042433,4.360241296,3.915393319,4.766197436,5.599047229,5.829094065,5.672263942,5.205874865,5.152024124,4.703546565
orf19.1110,2.157154844,1.431528714,1.933372997,1.386552148,1.215363312,1.403362625,1.258894418,1.442904477,1.458231423,1.291301279,0.45032776,1.320268293,2.415445637,2.58869202,2.566422971,2.505782695,2.725979281,2.520386628,2.710400546,2.664461777,2.878642416,2.330206202,2.417508145,2.622737632
orf19.1111,4.887213141,4.789377465,4.592236704,4.570892759,4.760498848,4.836802577,4.745533407,4.790054933,4.89300165,4.750493631,4.77246848,4.723702478,4.785899807,4.739114749,4.72114065,4.78361659,4.945091057,4.891924507,4.89207692,4.860464825,4.938586541,4.861208655,4.958655768,5.019224594
orf19.1112,5.126941682,5.257173231,5.10945504,4.498196466,4.512762198,4.763143504,5.093616269,5.075402604,5.065419089,4.444996727,4.471648718,4.612194767,6.180776953,6.136039936,6.118951408,6.296982151,6.139881053,6.144344128,6.284673688,6.276991344,6.24053513,6.01432181,6.039350595,6.146166795
orf19.1113,2.090335206,2.097575441,2.110869952,2.518287542,2.673426092,2.485292293,2.340240077,2.55671547,2.431903092,2.442608914,2.675324491,2.564391698,1.636756305,1.699533587,1.773988682,2.139460703,1.91469539,2.239026391,2.154394563,1.493612514,1.728513816,2.428407638,2.378123243,1.965409146
orf19.1114,5.669345805,5.333202833,5.585668267,5.748031936,5.839501209,5.833554208,5.707277726,5.779811572,5.687656167,5.844466079,5.88690439,5.811435758,5.743847733,5.674895794,5.625818943,5.828729824,5.941610001,5.743620007,5.329883399,5.250040123,5.231382076,5.712686589,5.719104387,5.648175566
orf19.1115,5.67790461,5.279953787,5.728572014,5.344729488,5.323555125,5.463192346,5.020757605,5.075402604,5.191169426,5.722173033,5.678456653,5.716162353,5.798276446,5.486309686,5.687943541,5.983555249,6.006908466,6.091555153,5.300886247,5.344428983,5.41915241,6.00412106,6.076733618,6.157206924
orf19.1116,2.124131842,2.097575441,0.940579324,1.706367939,1.773403735,1.06907017,1.134411357,1.230402679,0.626602483,1.235168644,1.93200434,1.368809513,4.08365974,3.966812113,3.821926932,3.955554765,3.981862067,3.533894998,3.565552982,3.434934658,3.478536016,3.811061446,3.774753644,3.725947698
orf19.1117,-1.241702963,-5.708308745,-3.069327771,-1.291814952,-1.127313466,-5.708308745,1.317326825,1.286533821,1.458231423,1.291301279,0.892391373,1.461250989,-0.559707293,-2.205497935,-1.969753213,-0.608393863,-1.083571946,-0.04072711,0.172870327,0.113583685,0.653745335,0.5720148,0.393959459,-0.194179312
orf19.1119,6.2805932,6.144615231,6.46315061,6.360429029,6.218751551,6.26567025,6.198006657,6.477422928,6.365246437,6.510583182,6.438482365,6.593587571,6.108520593,5.925380118,5.984425975,6.226480541,6.265269051,6.207724861,6.220611223,6.272822732,6.244089129,6.181561571,6.329928157,6.384921057
orf19.1120,-0.274703409,-0.982587762,-0.287714407,-0.893766618,0.008729079,0.290107543,1.258894418,0.761037663,1.325936396,0.505996231,0.165301917,-0.696040633,-0.394308449,-0.560490227,-0.202007414,0.289210406,0.392481042,-0.13823683,0.45791965,0.503378351,0.534975428,0.044290406,-0.180541319,0.244836698
orf19.1121,3.501317255,3.154757011,3.58739097,3.626123567,3.513970412,3.237124802,2.573887743,2.768617524,2.650494792,3.771389847,3.686948242,3.984320706,3.749817574,3.792541255,3.505295428,3.521243352,3.37396939,3.375106175,3.311956035,3.514765379,3.378602399,3.405317889,3.228196005,3.620495882
orf19.1122,-2.177883805,-1.379563995,-1.254418422,-1.291814952,-1.127313466,-1.525404504,0.146926202,0.297801128,0.382022107,-1.740231414,-1.371269253,-0.343438793,-0.746553814,-1.057727831,-0.892442436,-0.608393863,-1.847722058,-1.108184055,-0.655676455,0.113583685,0.960686805,-0.929195744,-2.617052194,-1.599397273
orf19.1123,-0.46258767,-1.379563995,-3.069327771,-5.708308745,-1.522396989,-0.565677363,-3.082619412,-2.284180091,-1.944061158,-1.740231414,-2.820095471,-0.911001815,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.596630599,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-2.617052194,-5.708308745
orf19.1124,7.547318267,7.677069645,7.623786721,7.743284657,7.770517135,7.786051086,7.16736634,7.333965081,7.177865423,7.906649347,7.966436112,7.827984272,7.607717502,7.55521941,7.592589253,7.474338208,7.2529062,7.585147751,7.668828178,7.721933341,7.77290857,7.899427328,7.972001859,7.764261359
orf19.1124.2,7.94015654,8.501550446,7.988924381,8.546959865,8.67497987,8.514070442,8.08609812,7.911359288,7.960250002,8.425505468,8.509793148,8.328564739,6.385919961,6.49446166,6.352866759,6.804030489,6.684456627,7.204434012,6.03260547,5.917196213,6.049297073,7.320776879,7.084197962,6.88550773
orf19.113,0.299089037,-1.929068464,0.162501519,-0.582128891,-1.127313466,-2.0711879,0.587724107,1.111130708,1.617638629,-0.383992139,-0.974188828,-0.343438793,1.636756305,0.792759254,1.38791506,0.013933157,0.161720619,0.136502057,2.640900267,2.726741432,2.65484221,0.360856753,0.543861074,0.914149732
orf19.1133,6.400933964,6.723643146,6.453304967,6.633625328,6.466061437,6.492985699,6.378649026,6.484939288,6.335447548,6.474671238,6.417964599,6.356918464,6.526685672,6.654949611,6.619314743,6.380217976,6.361461223,6.500767041,6.51286309,6.484088399,6.532668745,6.373404557,6.529608826,6.218722283
orf19.1135,3.10412707,3.052623093,3.634622633,2.812851224,2.209409331,2.136149561,2.666707474,2.918242995,2.824024713,2.417606979,2.26172616,2.10149501,5.311123994,5.161882432,5.35487043,5.448746674,5.365196443,5.32818386,5.386185712,5.453422301,5.454351552,5.173874904,5.373471411,5.182508658
orf19.1136,0.518274065,-0.198791747,0.027461275,-1.843387785,-1.522396989,-0.820566757,0.146926202,-0.576170682,-0.998150148,-1.348426439,-1.920974538,-0.508994212,1.292985003,1.133331051,1.307603234,0.894349564,1.613015069,1.037224329,0.851611829,0.899189585,1.092701817,0.756176311,0.226657009,0.244836698
orf19.1137,3.137605858,2.69402161,2.83183089,2.485232682,2.722191507,2.171620363,2.160394187,2.462396513,2.739867242,2.692342964,1.836287643,3.32431688,4.101085314,3.764834929,3.83153197,3.750894748,4.005292872,3.87109315,3.94583397,4.006548645,3.97698958,3.872163331,3.862989752,4.110484083
orf19.1139,7.891312149,8.15051676,7.861956974,8.0660605,8.032201515,7.953974126,7.965104733,7.989003401,7.93350432,7.974115612,7.921957131,7.95463486,7.037682766,7.1685913,7.217752222,7.144967337,7.086440772,7.167928869,7.158981916,7.194912616,7.219441997,7.148817143,7.27853752,7.127646699
orf19.114,2.602963186,2.458712103,2.871802145,2.758554466,2.815039539,2.456821694,2.525137938,2.826560634,2.87225927,2.923035927,2.857015229,2.930551996,2.760666127,2.540485365,2.577881639,2.575940656,2.463778758,2.520386628,2.475082487,2.854970148,2.737852005,2.665492105,2.417508145,2.469208706
orf19.1140,5.846821208,5.987405355,5.760860984,5.605345159,5.691230639,5.519338866,5.966577444,5.683799458,5.859018538,5.667548995,5.478972089,5.414737771,6.036987666,6.140089457,5.931815236,5.881628848,6.03848182,5.981254993,6.04476524,6.071555451,6.053354119,6.087001611,6.073655099,5.997896318
orf19.1142,3.822757929,3.650530274,3.575337428,3.579902785,3.541405573,3.395517685,3.583522187,3.766591519,3.702662069,3.415022404,3.779923734,3.895992953,3.966856595,3.812977311,4.057063067,3.780909721,3.730937031,3.877343977,3.928438665,4.089473225,3.930691161,3.592459148,3.712781288,3.759452317
orf19.1143,4.681284131,4.438837065,4.460816271,4.489888255,4.441740145,4.488640418,4.470955098,4.350878053,4.491201677,4.46953245,4.293894147,4.253542029,4.877733946,4.84875046,4.818538116,4.876895005,4.945091057,4.838462067,4.849580101,4.835244295,4.829263938,4.846058876,5.023907964,4.835073192
orf19.1144,4.795805124,5.034135537,4.978286627,4.82978912,4.88351072,4.906882851,4.930047333,4.755668976,4.800473596,4.82844219,4.699541418,4.800913146,7.426412126,7.47893693,7.471109672,7.226296276,7.183351543,7.176825396,7.242296292,7.283044606,7.22544746,7.118666526,7.258343311,7.143594886
orf19.1146,-0.108492158,-1.929068464,-0.47555561,-1.843387785,-0.157771643,-1.525404504,0.270378801,-1.352997122,-0.783652966,0.188917584,-0.663143251,-1.470252338,1.655748368,1.639774063,1.536255213,2.018703661,1.812143906,1.759807587,1.631050381,1.825012821,1.976550996,1.747984631,2.253074809,1.993839749
orf19.1148,-3.05813741,-5.708308745,-3.069327771,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-2.728189275,-5.708308745,-3.475827829,-3.576866392,-3.596630599,-2.294620797,-2.419395127,-3.620760513,-2.548491928,-5.708308745,-3.368129056
orf19.1149,3.670971488,3.593475143,2.967138139,2.785958267,2.745969697,2.940811797,3.365474863,3.291803923,3.374581363,2.733445368,2.647394811,2.830119605,5.679186018,5.856498743,5.855015637,4.78361659,4.778303599,4.548457721,5.556273369,5.597050427,5.762588835,4.773177099,4.71962811,4.745951135
orf19.115,0.876556498,0.156723388,0.28597645,1.235721222,0.008729079,0.527639633,0.270378801,0.761037663,0.626602483,1.115893303,0.984571413,1.320268293,0.772829339,0.4190181,0.614113888,1.580560968,1.017270836,0.846498715,1.346700408,1.209457719,0.653745335,0.994668844,1.604301989,1.7152156
orf19.1150,4.837147476,5.20098589,4.893450781,5.066082641,4.8941905,4.869570814,5.068319483,5.051303941,5.065419089,4.851961989,4.823282657,4.612194767,4.214305298,4.335058727,4.619463599,4.169207298,4.138407783,4.564041896,4.34593776,4.582543023,4.555658847,4.591314936,4.353977736,4.33820254
orf19.1150.1,2.529201629,3.031299077,2.515925367,2.147734657,2.943986436,2.485292293,2.282746972,2.55671547,2.366053581,3.025878491,2.781931115,2.456231641,0.90569421,0.102240275,1.222555694,0.838359708,0.392481042,1.283027356,0.695833844,0.763164818,0.471710468,1.562704162,1.122500709,1.028500162
orf19.1152,4.959197417,5.097063531,5.009976457,5.224694584,4.946434757,4.927778606,4.906449712,4.924375242,4.987270255,5.153965576,5.190482986,5.131462272,7.984108307,8.081678589,7.959944602,7.223566833,7.365826107,6.893542045,7.348024739,7.265319203,7.221847183,6.877981022,6.668718284,7.128448309
orf19.1153,3.264253916,2.987681546,3.367379732,2.673074214,2.209409331,2.171620363,3.173212203,2.900366714,3.305998384,3.2406768,2.996388395,2.703365027,7.431931157,7.45854355,7.491701402,6.551059014,6.643977816,6.430241112,6.98550305,6.990522908,6.926160202,6.310409618,6.269327594,6.423315897
orf19.1154,10.19201563,10.33716313,10.21495909,10.31497266,10.39409896,10.33762658,10.15773493,10.09292473,10.12517289,10.26398552,10.27450432,10.14851248,9.522953233,9.525102131,9.441208487,9.751009696,9.832405752,9.821104162,9.270480514,9.190910325,9.248201762,9.885823237,9.800265837,9.750172198
orf19.1155,5.258298734,5.132542618,5.308256166,5.049218512,4.910063382,4.825712324,5.288770264,5.212107312,5.197493741,4.77530799,4.77246848,4.869991195,5.047329949,4.944478213,5.174166059,5.188173741,5.18199453,5.206857755,5.098004971,5.05021033,5.098956495,5.122409167,5.11656555,5.141800162
orf19.1156,0.79497813,0.975928198,0.027461275,0.656605315,0.73468204,0.527639633,0.489499288,-0.222771549,-0.148953705,0.407847778,-0.190254942,0.281433184,0.737609109,0.617957548,0.614113888,0.520284542,0.871889327,0.846498715,0.749650574,0.94182309,0.019721266,1.230719784,0.803737511,0.789949375
orf19.1158,1.287831824,0.156723388,0.78180504,0.397067527,0.293240373,0.527639633,1.317326825,1.047580879,0.899125376,0.765788593,0.688225612,0.716018907,2.82918949,2.29140413,2.847738493,2.659096656,3.052706532,2.642850718,2.840097601,2.972726214,2.841587289,2.984245516,2.633598674,3.085907649
orf19.1159,4.208716478,4.454942594,4.147366485,4.617398487,4.766323822,4.727835624,4.384776023,4.350878053,4.585842368,4.463437528,4.615540868,4.485849776,4.513987188,4.666104958,4.689799471,4.768715289,4.694299664,4.769561924,4.149738414,4.321085322,4.208055502,4.876200997,4.833205552,4.866163101
orf19.1160,4.698211439,4.928521459,4.798136182,4.58656183,4.484771522,4.543823775,4.892103619,4.770506283,4.821099297,4.444996727,4.541599528,4.458075282,4.927420891,5.025517726,4.835344401,4.951369671,5.118949818,4.92850433,4.796235079,4.806694475,4.887992603,4.948911132,4.904242113,5.019224594
orf19.1161,7.276664046,7.68903408,7.336585186,6.815827647,6.854379024,6.896950486,7.426557999,7.319744674,7.341714944,6.457908014,6.660829336,6.504066859,8.324862743,8.487890924,8.483841668,8.089357348,8.126291629,8.078422507,8.509715184,8.455632166,8.472605637,8.062869997,8.174519698,7.946668158
orf19.1162,5.063036646,4.905266413,5.263883809,4.75549309,4.505815277,4.666998265,5.042571205,5.141574047,5.306832311,4.580696759,4.579043854,4.576473048,5.368371747,5.334374985,5.322880499,4.873416705,5.298006325,5.151197277,5.153958916,4.993075469,5.072547653,5.161689529,5.122536164,5.13862064
orf19.1162.1,1.558900511,2.097575441,1.895094089,1.86896045,1.818955168,1.342415554,1.840008385,2.040890886,2.011407668,1.235168644,1.564878094,2.129938084,0.873607434,0.948651877,0.859192141,1.61429373,1.643200776,0.436567333,1.036170283,1.100774934,1.251803954,0.840131368,0.679642926,1.280073371
orf19.1163,5.265888099,5.43820079,5.22583497,5.530362054,5.647714104,5.543232167,5.206134874,5.258453729,5.181630667,5.591342867,5.434721101,5.468626326,4.469061532,4.408519827,4.548437194,4.675922974,4.66884796,4.832040104,4.358981689,4.441107601,4.41560091,4.757068772,4.876245804,4.505509778
orf19.1164,9.314305141,9.69084756,9.276067275,9.829672072,9.953886352,9.831542089,9.293576406,9.198209372,9.170708146,9.890185036,9.900585566,9.7582851,7.283002811,7.173867953,7.164596335,7.866919345,7.839846219,8.175462378,6.961473015,6.998749393,7.052470879,8.24522766,8.210001091,8.023659745
orf19.1166,7.705676235,7.894899631,7.628898287,7.212827173,7.314118462,7.348228087,7.584340101,7.42117302,7.45096135,6.941711428,6.95662274,6.823215109,8.209902458,8.340537541,8.354280334,7.96781663,7.908250244,7.982015428,8.218247496,8.139229822,8.121302685,7.911606209,7.895612016,7.681472904
