Gene,Mac1.BCS.R1,Mac1.BCS.R2,Mac1.R1,Mac1.R2,WT.BCS.R1,WT.BCS.R2,WT.Copper.R1,WT.Copper.R2,WT.R1,WT.R2
C1_03910C_A,2017,1498,1596,1540,1763,2424,2398,1700,1536,1361
C1_03920C_A,520,439,591,489,584,774,730,530,434,463
C1_03930W_A,2324,1907,2151,2042,2169,2677,2058,1535,1672,1124
C1_03940W_A,10049,6870,9922,7257,19451,21117,19629,11485,17412,11101
C1_03950C_A,586,497,579,479,748,909,802,455,591,569
C1_03960C_A,2114,2357,2200,2249,2852,3553,2509,1166,1686,2421
C1_03970W_A,89,62,74,56,76,84,89,73,57,43
C1_03980W_A,749,540,617,635,604,1038,966,810,556,803
C1_03990W_A,2614,1632,1888,1548,2397,3011,2995,11580,2147,1737
C1_04000C_A,2637,2407,2452,2306,2683,4051,3435,2366,1993,2660
C1_04010C_A,203,270,120,223,271,375,182,686,179,143
C1_04020C_A,2559,3752,1554,2955,3139,8897,3665,5500,1816,4257
C1_04030W_A,3334,2915,2647,3425,3688,4104,2393,1668,2889,1978
C1_04040C_A,13063,4757,10026,6934,6536,7279,14465,6392,5936,3519
C1_04050C_A,1,0,0,1,0,0,0,0,0,2
C1_04060W_A,211,271,143,337,391,467,262,197,287,283
C1_04070C_A,1636,1194,1368,1285,1342,1863,1742,1250,1101,1012
C1_04080W_A,757,474,604,594,664,915,838,465,603,600
C1_04090C_A,1728,1366,1588,1425,1303,1846,2083,1292,1129,1032
C1_04100C_A,57172,56550,45870,71972,60290,77900,66740,45559,49127,43166
C1_04110W_A,1338,1371,1223,1414,1648,2297,1093,654,1935,1568
C1_04120C_A,4217,2570,3064,3414,2664,4723,4772,1933,2392,2773
C1_04130W_A,21798,9287,17390,13436,10877,14441,27231,11681,9469,7805
C1_04140W_A,282,324,197,266,375,930,349,1271,282,1010
C1_04150C_A,599,520,482,664,314,877,622,335,292,564
C1_04160C_A,868,674,639,879,610,1189,880,542,554,754
C1_04170C_A,65552,45407,47782,54738,46911,74638,74685,27985,44722,53747
C1_04180W_A,60528,42605,44303,51858,38917,68539,67542,28051,38483,49601
C1_04190C_A,2975,2168,2560,2420,2530,3570,2865,1909,2186,2088
C1_04200C_A,4455,4088,3633,4230,3405,6568,5598,3104,2485,3767
C1_04210C_A,14407,12010,10546,14925,11271,21076,17669,12227,9638,14477
C1_04220C_A,2239,2018,1813,2722,2356,3633,2216,2000,2383,2564
C1_04230W_A,8617,7842,6608,8740,9396,13157,9072,11580,8175,8040
C1_04240C_A,56282,42549,44150,48458,43550,66049,65578,24283,40407,50310
C1_04250C_A,106,83,92,88,74,99,121,57,47,61
C1_04260W_A,82435,59220,61175,75687,61935,101011,93084,40983,59324,74597
C1_04270C_A,7,5,3,5,25,13,8,1,17,6
C1_04280C_A,1418,1188,1247,1277,1709,2251,1447,975,1357,1438
C1_04290C_A,90737,60907,71812,92150,94818,93922,97012,41878,74367,76782
C1_04300C_A,198861,143579,152406,146534,188360,252447,262116,351924,148558,138821
C1_04310C_A,257,417,328,458,688,852,325,296,703,459
C1_04320W_A,4879,8757,3872,10341,11639,19225,3536,4697,15278,17669
C1_04330W_A,5618,3889,4079,4712,4680,4909,3961,5895,2841,2732
C1_04340C_A,1158,1016,1076,1096,1436,1416,1100,648,1083,809
C1_04350C_A,754,552,587,595,359,483,700,252,210,281
C1_04360C_A,17846,13172,13441,14232,25871,26680,23748,14086,23689,12109
C1_04370C_A,7902,4784,6166,6349,5481,6559,7057,3741,5044,3363
C1_04380W_A,6663,4072,5301,4260,6563,6929,7232,5664,4814,3587
C1_04390C_A,32301,12484,24938,20204,19481,19583,35515,14102,16368,8599
C1_04400C_A,91381,71292,73535,104563,72197,96687,136104,84857,59267,85219
C1_04410C_A,4465,3287,3452,4908,4126,5288,5071,4298,3920,4696
C1_04420C_A,7505,5875,5973,7822,8031,10143,9720,8749,6837,8269
C1_04430C_A,1875,1526,1382,1930,2088,2763,2517,3228,1717,1954
C1_04440W_A,28,10,27,12,23,13,11,19,22,15
C1_04450C_A,16511,11195,14239,14967,8597,11582,25625,14917,9756,7546
C1_04460C_A,218,374,213,247,1097,720,431,218,541,314
C1_04470C_A,671,748,611,745,339,589,618,284,216,487
C1_04480C_A,5418,6489,5042,7529,8567,8787,4785,4667,7895,6287
C1_04490W_A,11477,8578,8242,10902,12493,13809,10633,6526,11335,8967
C1_04500W_A,285,276,278,186,1933,409,504,450,639,157
C1_04510W_A,1121,422,1009,559,480,554,1298,791,355,276
C1_04520C_A,6353,5671,4827,6347,7559,9710,6701,5491,6829,6823
C1_04530C_A,2273,1505,1718,1710,1608,2685,3004,2349,1385,1926
C1_04540C_A,3123,2955,2872,3107,3160,5246,4149,3324,2936,3250
C1_04550W_A,1052,923,843,1032,1269,1751,1112,815,1252,1113
C1_04560W_A,883,1064,900,998,1631,1864,1096,1090,1197,1209
C1_04570C_A,829,581,698,818,302,864,928,356,251,607
C1_04580C_A,1460,1304,1241,1781,1456,1715,1260,904,1113,1485
C1_04590W_A,6508,8179,5387,8717,19442,12136,9379,2986,19568,14302
C1_04600C_A,11201,6705,8755,9457,7675,9092,9324,5187,6522,4157
C1_04610W_A,124732,91441,96501,93483,160144,158952,172480,97179,126537,72514
C1_04620W_A,5913,4104,4722,4995,4105,6382,8237,5356,3740,4341
C1_04630C_A,2941,2706,2655,2804,3219,3952,4264,4130,2264,2374
C1_04640W_A,3000,2756,2470,2195,7009,4783,3868,6294,4859,2030
C1_04650W_A,44,54,38,20,46,35,31,17,18,17
C1_04660W_A,1662,1916,1314,945,2068,1653,4243,4275,1295,530
C1_04670W_A,5106,5140,4186,5030,3643,7256,5503,4070,3203,4674
C1_04680W_A,54703,60997,41471,52673,37774,93567,69797,41823,30263,57043
C1_04690C_A,19,15,15,14,54,3,11,10,23,9
C1_04700C_A,2083,3455,2077,3289,1823,3933,1628,2025,1371,3494
C1_04710C_A,2592,832,2124,1175,897,1209,3287,1467,637,843
C1_04720W_A,1471,1073,1052,1387,751,1499,1467,1097,890,950
C1_04730C_A,14054,8696,12279,10091,12059,16932,18873,11299,10620,10616
C1_04740W_A,1914,2503,1511,2297,2158,3378,2071,4008,1657,2336
C1_04750W_A,764,842,595,692,216,1144,1272,1230,155,798
C1_04760C_A,4079,4013,3257,4180,3597,7937,4177,2537,3351,5164
C1_04770C_A,7464,9937,6004,10847,13871,15262,6636,3637,13199,18614
C1_04780C_A,3462,3081,2664,3569,2705,4811,3616,2778,2864,2912
C1_04790W_A,3336,2351,2678,3061,3185,3869,3408,2476,2679,2498
C1_04800C_A,4,6,2,1,6,2,4,9,1,4
C1_04810W_A,2555,1878,2231,2163,3244,3534,2897,3695,2365,2379
C1_04820C_A,2131,1276,1702,1886,2027,2034,1923,867,1857,941
C1_04830W_A,20682,19011,16335,22353,18570,31603,24334,18759,16167,21262
C1_04840C_A,1300,1009,1168,1270,846,1621,1671,1045,809,1026
C1_04850C_A,659,485,603,551,395,682,787,454,262,401
C1_04860W_A,4353,4455,4131,4273,5460,7502,6284,4490,3795,4511
C1_04870W_A,74,45,52,46,119,183,189,52,79,77
C1_04880C_A,3797,2300,2954,3134,2257,2839,2786,1350,2189,1218
C1_04890W_A,42389,30470,32110,38224,34714,48662,47783,25139,29315,34391
C1_04900W_A,884,1129,687,1199,1525,2364,1585,1728,1232,1625
C1_04910C_A,3747,4221,3083,4405,5375,6882,3352,2679,5163,5445
C1_04930C_A,82,173,50,205,85,171,43,63,55,67
C1_04940C_A,57,61,55,78,39,72,36,24,29,38
C1_04950C_A,5712,3425,4191,3681,6848,5386,7980,5651,6233,3570
C1_04960C_A,3316,3399,2635,3792,5615,7120,3392,4299,5916,5476
C1_04970W_A,32648,23217,25914,32686,25234,26873,25440,16009,22784,14153
C1_04980C_A,6132,5009,5267,5620,7951,6709,6124,4543,5885,4412
C1_04990C_A,3375,2628,2723,3435,2878,4337,3803,2958,2692,3681
C1_05000W_A,22852,27191,18612,31085,11639,21928,11473,7336,14210,25731
C1_05010C_A,2869,2650,2549,2464,3089,2887,2278,1507,2156,2138
C1_05020C_A,1854,1296,1387,1539,1652,2244,1861,1247,1461,1860
C1_05030C_A,968,945,810,1438,1341,1924,1197,955,1630,2178
C1_05050C_A,13108,5949,10498,9021,7195,9247,15495,7377,6030,4919
C1_05060W_A,11447,3459,7977,5871,3938,5462,13810,5956,3623,2917
C1_05070C_A,2610,1934,2280,1918,3075,3427,3681,1747,2087,1579
C1_05080W_A,17,26,21,13,149,17,46,14,29,12
C1_05090W_A,2569,1602,2070,2283,1493,2904,3093,2458,1386,1896
C1_05100W_A,789,724,718,788,922,1341,967,790,831,734
C1_05110C_A,55858,33380,45520,46024,38283,53252,55510,34448,35947,41231
C1_05120W_A,2491,2289,2553,2443,1905,3215,1927,1305,1516,2333
C1_05130W_A,2,4,3,4,3,0,1,1,5,0
C1_05140W_A,8293,6040,8915,7912,7785,8967,4586,8314,2195,3915
C1_05150C_A,19,31,16,21,10,33,6,9,8,14
C1_05160C_A,6968,7104,6589,8277,22518,11413,3965,6036,15943,7294
C1_05170C_A,6868,7000,5510,7197,9970,12216,7129,9064,8052,8304
C1_05180C_A,3420,2099,3068,2218,5362,5412,5808,2991,5037,2643
C1_05190C_A,4731,3114,4324,3696,5864,6428,6647,3150,5664,3374
C1_05200C_A,2210,1848,1807,1892,1945,2713,2313,2595,1100,1632
C1_05210C_A,9659,5452,7470,7511,5634,7007,9352,4330,4359,3447
C1_05220C_A,406,175,331,315,74,239,469,296,95,138
C1_05230W_A,2843,1266,2289,1608,1619,1727,2968,1348,1307,1005
C1_05240C_A,20043,18537,15240,20214,22515,30448,22702,38405,18644,18269
C1_05250W_A,372,432,305,530,599,827,770,887,511,571
C1_05260C_A,3566,2998,2711,3642,4151,4918,3762,3198,3236,2981
C1_05270C_A,8056,4818,6283,7040,5379,6508,6117,3551,4638,3070
C1_05280W_A,1969,1601,1833,1777,1913,2553,2127,1508,1505,1616
C1_05290W_A,44562,30769,34990,37378,33434,46453,44904,31017,28946,31610
C1_05300C_A,9032,13581,6782,15814,17936,28590,12597,11079,18481,29151
C1_05310W_A,9,2,1,1,5,3,4,16,1,0
C1_05320C_A,1071,981,974,1289,806,1924,1451,1245,798,1261
C1_05330C_A,1343,751,1093,682,630,1001,1474,2288,447,337
C1_05340C_A,3358,1848,3237,2207,2828,8998,5330,6162,1889,1293
C1_05350W_A,608,523,587,702,708,1890,698,765,578,709
C1_05360C_A,6394,3159,4593,4582,2327,4955,8362,4454,2127,3069
C1_05370C_A,1002,1057,824,1144,807,1989,1176,1736,750,1341
C1_05380C_A,3711,2541,2706,2928,2518,3880,5260,3436,1992,2199
C1_05390C_A,6318,4673,5065,5829,3631,8086,7273,4984,3390,5398
C1_05400C_A,1075,667,752,895,649,962,1072,842,583,560
C1_05410C_A,4747,5042,3549,5107,4915,7828,5478,8941,3913,4865
C1_05420W_A,2578,1455,1927,1645,2190,2428,2482,1645,1744,1656
C1_05430W_A,2747,2095,2356,2056,2496,3399,3569,2444,1789,2312
C1_05440C_A,276,385,293,352,1099,500,193,426,572,236
C1_05450W_A,1,0,8,8,27,14,5,8,6,3
C1_05460W_A,5554,5328,4955,5475,6599,7902,6570,5511,5206,5102
C1_05470W_A,3600,2483,2730,3009,1571,1933,2015,1840,1199,961
C1_05480C_A,118,112,145,79,167,163,178,402,81,93
C1_05490C_A,4985,3784,4004,4271,7081,7317,5913,4674,6517,4050
C1_05500W_A,4915,1816,3718,3060,1838,1992,5332,2825,1355,972
C1_05510C_A,1913,1422,1413,1291,1892,2418,2193,4189,1484,1388
C1_05520W_A,829,540,658,655,764,1870,1442,845,598,1392
C1_05530C_A,16815,13136,13672,13777,16415,18154,17971,10437,12365,11873
C1_05540C_A,5777,9688,3487,9786,12548,12863,2968,3147,11378,15394
C1_05550C_A,6,10,4,3,5,1,4,3,8,1
C1_05560W_A,9183,11186,6198,12699,9418,12290,7240,7575,8351,11613
C1_05570W_A,0,1,0,0,0,0,0,2,0,0
C1_05580W_A,26,8,7,5,17,14,20,48,6,6
C1_05590W_A,0,0,0,0,1,1,1,0,0,0
C1_05600W_A,824,852,750,790,927,1242,1116,906,657,894
C1_05610W_A,2182,1645,1695,2063,2104,2736,2625,1979,1719,1860
C1_05620C_A,7,5,8,4,7,14,18,3,4,9
C1_05630C_A,66147,35446,53098,42644,44714,57709,74460,36668,41368,31210
C1_05640C_A,4893,2080,3655,3174,2919,3266,6058,3577,2306,2242
C1_05650W_A,1737,897,1363,1302,1421,1747,2209,1589,1190,912
C1_05660C_A,20157,12978,15176,15658,13240,20382,22848,13188,11908,13975
C1_05670W_A,5884,7054,4985,6844,8635,12473,6152,5859,7304,8910
C1_05680C_A,11845,9666,8975,11131,10449,15034,11501,6001,8995,10967
C1_05690C_A,8,5,4,10,9,12,8,13,11,4
C1_05700W_A,938,1454,846,1059,2177,2506,1382,2802,1445,1481
C1_05710C_A,144,62,91,61,85,213,341,214,103,141
C1_05720W_A,181573,120186,134250,147181,142450,230097,212333,64548,130608,126887
C1_05730W_A,36,15,36,18,7,16,27,15,7,11
C1_05740C_A,583,461,482,602,202,793,844,453,214,577
C1_05750C_A,5247,4339,3787,4804,4121,6605,6987,6047,3821,4392
C1_05760C_A,194,53,170,73,166,664,299,55,149,317
C1_05770C_A,3367,4265,2877,4383,3700,9577,5795,4436,2840,4413
C1_05780W_A,6228,5024,5178,5895,3993,8508,7592,4987,3895,4972
C1_05790W_A,3531,2602,2673,3617,3394,5205,2875,1987,3269,2307
C1_05800C_A,921,546,742,705,568,1164,1110,902,497,705
C1_05810W_A,3697,2455,2867,3016,3510,4749,4276,3414,3218,2819
C1_05820C_A,724,508,509,638,677,1217,1006,764,609,902
C1_05830W_A,2,1,3,1,5,3,15,9,3,4
C1_05840W_A,770,489,662,521,1330,1228,1037,10528,1155,604
C1_05850W_A,4670,3978,3544,5199,5436,8191,5202,3845,5189,4822
C1_05860W_A,626,441,407,521,911,911,762,1402,736,536
C1_05870W_A,870,474,743,590,1612,1286,1941,30141,1405,854
C1_05880W_A,2013,1172,1569,1110,4044,5095,2481,8982,2538,1677
C1_05890W_A,19,7,10,5,33,37,51,32,5,16
C1_05900W_A,2835,3030,3013,3291,3279,4096,3566,2767,1781,2366
C1_05910W_A,1824,2342,1559,2213,3827,3534,1795,1987,2816,2490
C1_05920W_A,36,48,34,40,167,74,87,125,43,21
C1_05930C_A,4026,2831,3003,2936,3709,4678,4044,3437,3550,3002
C1_05940W_A,14177,14439,10840,16158,15644,24811,16862,8554,16244,16372
C1_05950C_A,6236,7266,5536,6504,6292,5162,3276,1273,4118,5552
C1_05960W_A,6624,10440,6480,9543,11810,6436,3057,3540,9967,10418
C1_05970W_A,4,5,3,0,1,8,10,40,3,5
C1_05980W_A,2430,1950,1890,1859,1723,3014,3147,3020,1558,1708
C1_05990C_A,1961,1347,1615,1249,2520,3390,2058,1338,1996,1635
C1_06000W_A,11,1,13,7,6,10,12,40,10,8
C1_06010W_A,3072,2349,2792,2061,1914,2912,4039,2133,1498,1788
C1_06020W_A,4055,3533,3413,4148,4079,5334,4417,3761,3594,4003
C1_06030C_A,1046,724,891,904,829,1178,1067,684,685,723
C1_06040W_A,1477,1214,1273,1074,1416,1966,1860,1275,1194,1150
C1_06050C_A,9832,6236,8313,7878,13135,14501,14103,7449,12981,8488
C1_06060C_A,6914,4318,6033,5223,8575,9524,10409,6145,7877,4821
C1_06070W_A,6903,4002,5364,5381,5111,5607,5727,2815,4601,2815
C1_06080C_A,5575,5172,4453,5476,6535,8038,5057,4375,5794,5339
C1_06090C_A,4199,3001,3549,3838,3286,4476,5873,3036,2815,2992
C1_06100C_A,112933,75800,88038,83294,85474,116152,131119,124320,71573,59014
C1_06110C_A,3986,3439,3544,3299,4428,5205,4794,9248,3367,3230
C1_06120C_A,432,354,303,393,460,626,456,409,421,422
C1_06130C_A,5951,5231,4201,6195,9183,8061,7334,7083,6255,4864
C1_06140C_A,75,36,54,33,26,58,59,62,11,24
C1_06150W_A,1,5,2,2,7,2,0,0,1,0
C1_06160W_A,6,11,12,13,9,11,10,16,12,5
C1_06180W_A,9965,9520,6308,15983,9918,20344,7300,5791,11102,14964
C1_06190C_A,1541,1397,990,2333,1538,3115,1192,789,1856,2350
C1_06200W_A,2226,2296,2083,2576,2125,3638,2710,2479,1919,2469
C1_06210W_A,1346,787,1269,924,827,1213,1865,1054,566,853
C1_06220C_A,15,5,9,10,16,27,18,19,9,12
C1_06230C_A,2093,1137,2017,1141,2847,1473,3140,1213,1479,583
C1_06250W_A,816,914,537,1044,567,1286,1413,786,549,767
C1_06260W_A,1,2,2,0,0,3,2,1,0,0
C1_06270W_A,1786,1566,1517,1579,1771,2490,2725,1712,1108,1457
C1_06280C_A,62,46,66,60,895,254,263,317,479,45
C1_06290C_A,0,0,0,0,0,0,0,0,0,0
C1_06300W_A,14,7,14,6,17,23,9,11,11,3
C1_06310W_A,4,0,8,0,0,3,9,10,2,0
C1_06320W_A,1211,1072,1262,989,1006,1413,1962,397,519,765
C1_06330W_A,12,11,18,12,9,10,18,1,3,6
C1_06340W_A,43,34,48,39,718,1145,170,101,89,133
C1_06350W_A,3890,3151,3183,4133,3240,5756,4577,2335,3174,4824
C1_06360W_A,1227,1295,1271,1170,1402,2162,1874,1270,1312,1283
C1_06370C_A,6,6,2,3,1,2,6,3,4,0
C1_06380C_A,961,629,845,719,647,874,1017,795,593,568
C1_06390W_A,2345,1743,1872,1711,3423,2828,2494,3835,2476,1537
C1_06400C_A,7524,5454,5925,5853,4928,8266,8984,5607,4332,4927
C1_06410W_A,1129,1062,1044,1095,1442,1743,1547,1212,1134,1038
C1_06420C_A,1961,1668,1735,1852,2256,2825,2501,1665,1518,1899
C1_06430C_A,0,0,1,0,6,1,0,0,2,1
C1_06440C_A,5106,2642,4038,3279,2343,3040,4569,2606,1808,1843
C1_06450C_A,129977,94611,99030,116920,118628,163297,149876,65222,106056,101587
C1_06460C_A,101870,67248,79377,85613,79719,115723,114933,44820,74498,75188
C1_06470W_A,83009,55756,63327,67805,82979,98949,91279,37852,76639,61864
C1_06480C_A,7037,5559,5640,5626,4517,8750,8540,4330,3763,4902
C1_06490C_A,36,12,34,9,47,10,16,12,10,6
C1_06500W_A,1472,1288,1283,1356,1277,2259,2087,1338,1071,1397
C1_06510C_A,5254,3565,4288,3649,3142,7653,5870,4338,2646,2729
C1_06520C_A,2192,2930,1454,2670,3753,5584,2539,4116,4197,4440
C1_06530C_A,8589,5951,6339,6454,4101,9529,12050,9212,3539,6000
C1_06540C_A,3165,1433,2554,1740,1360,2580,4279,2567,1273,1569
C1_06550W_A,11780,10947,12135,8271,25888,43862,28724,17040,25065,26787
C1_06560W_A,1933,1908,1588,1919,2622,3351,2402,1779,2262,2102
C1_06570W_A,309,543,256,347,2149,1175,1005,611,1003,485
C1_06580W_A,258605,175658,193514,210256,212581,306612,281735,116268,201033,198943
C1_06590C_A,9074,7067,7254,8248,7273,11351,11010,8004,6429,7580
C1_06600W_A,22023,17597,16586,21214,19873,28709,23305,21258,16359,19128
C1_06610C_A,806,269,572,353,1004,970,2743,12855,688,291
C1_06620C_A,35,52,45,36,11,24,23,50,10,4
C1_06630W_A,3497,2959,2573,3915,2210,5525,4902,3485,2452,3483
C1_06640C_A,8186,5829,6354,8462,8505,9671,8434,5189,7289,5103
C1_06650W_A,3370,2539,2541,2966,4530,4168,2908,2425,3889,2847
C1_06660W_A,7319,6548,5268,6679,6933,11622,7094,5226,5698,7552
C1_06670W_A,2552,3264,2282,3071,3021,4642,3721,3530,2440,2781
C1_06680W_A,1431,1614,1367,1464,1937,2402,2072,1941,1680,1615
C1_06690W_A,1976,1623,1762,1480,1549,2142,2571,1388,676,1391
C1_06700W_A,5361,4806,4418,4291,4881,6910,6602,4144,3689,4269
C1_06710W_A,1906,1218,1582,1640,2094,2551,2274,1785,1772,1519
C1_06720C_A,1420,1256,1137,1341,1219,2170,1838,1699,1228,1458
C1_06730W_A,7409,5615,6014,5825,4932,8051,8116,4712,4272,4904
C1_06740C_A,6679,2241,4923,3629,3295,3827,7845,3031,3072,1887
C1_06750W_A,351,258,287,272,139,439,612,496,122,312
C1_06760C_A,6721,2516,5025,4061,2960,4089,8945,4122,2669,2134
C1_06770W_A,4944,3150,4074,4073,2743,5114,5836,4932,2137,2796
C1_06780W_A,5450,6809,4799,6215,9298,12306,6637,9259,9902,9562
C1_06790C_A,6225,3955,4958,5507,5118,6095,5776,3338,4142,3129
C1_06800W_A,3819,1507,3004,2164,1792,2715,4886,2594,1486,1604
C1_06810W_A,9184,5104,7014,2842,8385,15002,10646,10375,5241,6988
C1_06820W_A,5291,3159,4048,4383,1911,5050,7881,4764,1764,3984
C1_06830W_A,91,49,84,59,115,75,61,101,66,40
C1_06840C_A,2009,2258,1727,3060,3852,4880,1441,1806,3958,1868
C1_06850W_A,5281,7731,5037,7713,13273,14020,5610,8284,13133,9621
C1_06860W_A,0,0,0,0,12,0,4,3,2,0
C1_06870C_A,982,912,659,951,739,1968,827,374,669,2156
C1_06880C_A,84,42,64,59,64,95,107,97,64,56
C1_06890C_A,123544,80908,92082,103894,107000,153110,151126,63741,96494,102935
C1_06900C_A,16996,14670,13028,19161,18320,27791,22549,14050,15626,19899
C1_06910C_A,5639,4492,4441,4858,3446,6472,7508,8020,2917,4060
C1_06920C_A,784,913,608,902,948,1739,1280,947,726,1039
C1_06930W_A,22330,17690,16237,21293,20273,32722,28870,20428,16073,21300
C1_06940C_A,1508,2721,1364,2154,4139,6589,1824,1777,3135,4951
C1_06950C_A,24,5,21,6,53,18,13,136,16,6
C1_06960W_A,25290,16069,19504,20682,20213,27497,30447,17247,18352,17567
C1_06970C_A,3365,2866,2770,3597,5973,6127,3226,3894,5493,4824
C1_06980C_A,1527,1940,1371,2209,1720,3338,1965,863,1312,1887
C1_06990C_A,0,1,0,0,0,0,0,4,1,0
C1_07000W_A,4901,2846,4010,4262,2778,3296,4445,2366,2039,1626
C1_07010W_A,1435,840,1151,1010,507,1164,1505,935,419,645
C1_07020C_A,3129,2182,2663,2756,1931,3517,4555,3114,1570,2616
C1_07030C_A,1706,1665,1513,1539,1692,2384,2697,826,1545,1555
C1_07040C_A,13,16,4,19,32,124,18,15,58,168
C1_07050C_A,1313,1178,1029,1303,1055,2173,2143,1663,1124,1446
C1_07060C_A,3479,2747,2634,3362,3483,4454,3041,2455,3105,3222
C1_07070C_A,3369,2654,2867,2896,3915,3889,4321,2972,3015,2850
C1_07080W_A,250,300,267,261,603,708,279,761,468,443
C1_07090C_A,9310,5716,7679,7016,6291,8212,12216,6905,5096,4879
C1_07100C_A,504,557,510,629,1521,1186,605,404,1247,1069
C1_07110W_A,9222,8308,7800,9790,9002,13203,11840,7189,7464,8937
C1_07120W_A,23245,17701,21160,16492,16270,24165,22278,6505,8849,11890
C1_07130C_A,3623,2212,2785,2655,1779,3733,5182,2800,1557,2201
C1_07140C_A,12082,6210,9020,8896,7723,11325,15051,12505,6244,6868
C1_07150W_A,598,279,456,486,365,511,781,422,389,258
C1_07160C_A,973,1937,1182,3038,11163,6376,2072,1794,10843,3402
C1_07170C_A,855,647,800,526,1653,1327,1513,870,815,328
C1_07180W_A,5174,5013,4098,5979,5843,9653,5180,11671,5915,5816
C1_07190W_A,4375,3052,3565,3557,3262,5341,6208,4994,2597,3507
C1_07200W_A,10791,5261,8211,6376,7958,9252,11459,4791,6993,5901
C1_07210C_A,3771,2752,3397,3053,3210,4691,4652,3441,2485,2825
C1_07220W_A,3249,1379,1559,2030,2640,4477,1827,964,2264,2643
C1_07230W_A,9539,14562,6686,17538,19045,26373,4853,9023,20904,20501
C1_07240W_A,3883,3270,3266,3274,3429,5044,4507,4732,2782,3026
C1_07250C_A,2453,2628,2065,2771,4129,5377,3345,2926,3534,4639
C1_07260C_A,1945,1702,1534,2141,2398,3291,2184,2055,2082,2111
C1_07270W_A,5744,4908,4617,6161,4582,8168,6709,4903,4175,5094
C1_07280C_A,1008,671,802,834,809,1264,1161,691,746,981
C1_07290W_A,23,5,7,10,16,9,11,13,7,4
C1_07310C_A,20,4,27,9,64,8,23,177,16,12
C1_07320W_A,54,23,43,47,67,35,38,24,32,17
C1_07330W_A,447,751,466,1179,552,936,223,3598,784,3176
C1_07340W_A,13584,12145,10292,15312,11537,18286,14789,10168,9839,14576
C1_07350C_A,1646,1971,1078,2791,2017,3672,1317,2138,3457,3726
C1_07360W_A,6323,4355,4848,6309,5469,7876,8698,5367,4796,5066
C1_07370C_A,724,576,704,825,1114,940,1039,876,753,676
C1_07380C_A,3716,2258,2897,2546,3847,3671,3526,2209,3270,3004
C1_07390W_A,7453,5916,6011,6162,9998,10034,8236,13075,7237,5999
C1_07400C_A,2174,1729,1849,1699,2041,3037,3000,1536,1530,2100
C1_07410C_A,12802,10788,9521,12935,13741,18430,12398,11564,11495,11933
C1_07420C_A,2194,1778,2142,1693,2059,2610,3010,1623,1447,1359
C1_07430W_A,7,6,4,6,22,15,21,7,19,9
C1_07440W_A,4275,4683,3706,4456,4382,7201,5385,4577,3661,5401
C1_07450W_A,200,238,152,289,406,325,159,113,241,247
C1_07460C_A,2700,2025,2168,2298,3636,3758,3295,2547,2722,2082
C1_07470C_A,1314,1069,1141,1256,1085,1743,1452,856,826,833
C1_07480C_A,66,52,32,49,83,131,66,109,56,73
C1_07490C_A,2557,1711,1850,2439,1701,3531,3726,2401,1556,2172
C1_07500C_A,17728,10355,14231,13031,14819,16116,19111,9542,13282,8457
C1_07510W_A,3485,2061,2750,2696,2634,3733,3940,2589,2428,2329
C1_07520C_A,3487,3620,2752,3478,4678,5912,4465,3002,3936,4348
C1_07530W_A,0,0,0,1,2,0,0,1,1,0
C1_07540C_A,5502,6451,4438,6027,9739,10202,5830,7041,7890,7791
C1_07550W_A,2858,2272,2276,2719,3473,3766,2770,2085,2743,2340
C1_07560W_A,1136,553,716,738,830,889,970,867,587,515
C1_07570C_A,702,394,680,438,503,639,752,495,359,411
C1_07580C_A,2,0,2,0,2,3,5,5,1,1
C1_07590C_A,3384,3475,2869,3568,3962,4755,4024,3268,3558,3075
