gene_name,SC5314_count,JL01_count
CAALFM_C104040CA,169,570
CAALFM_C406860CA,466,394
RPT5,1898,2159
CAALFM_C406880CA,1047,1037
ARR3,508,368
GST1,5,7
CAALFM_C406910WA,28,35
CSA2,2,3
EXM2,144,343
CAALFM_C406940CA,151,271
CAALFM_C406950WA,73,51
MFALPHA,2,0
CAALFM_C406960WA,120,72
ZRT1,16,12
PRA1,18,7
CAALFM_C406990WA,53,48
CAALFM_C407000WA,2,6
CAALFM_C407010CA,265,156
CAALFM_C407020CA,7,4
MET16,449,452
CAALFM_C407040WA,52,16
YDC1,407,195
IFI3,27,40
CAALFM_C407060WA,783,1132
CTA6,205,116
CAALFM_C407080CA,85,164
TRP4,1003,703
CAALFM_C407100CA,419,432
PDA1,38926,19511
MSH2,774,697
CAALFM_C407130WA,1008,276
CAALFM_C407140WA,580,262
CAALFM_C407150WA,305,247
BET4,66,217
CAALFM_C407160WA,179,131
CAALFM_C407170CA,86,35
UBI3,159928,125256
SEC10,952,548
CAALFM_C407200CA,1478,652
CAALFM_C407210WA,448,296
CAALFM_C407220CA,1608,477
VID21,840,1327
CAALFM_C407240WA,3749,5603
TLO10,197,275
MAD 2.00,145,95
CAALFM_C407260WA,9,6
TLO11,246,107
CAALFM_C500030WA,5305,3216
CAALFM_C500040CA,9456,9247
CAALFM_C500050WA,757,693
CAALFM_C500060CA,2168,1204
CDC11,653,990
CAALFM_C500080CA,4028,3216
CAALFM_C500090CA,2893,3476
CAALFM_C500100CA,1315,2290
CAALFM_C100450CA,1514,1082
CAALFM_C104090CA,88,134
THS1,5894,5055
CAALFM_C500120WA,485,440
CAALFM_C500130CA,3289,2924
CAALFM_C500140CA,1059,806
CAALFM_C500150CA,8486,8135
CAALFM_C500160WA,840,227
CAALFM_C500170WA,3793,3616
AFL1,4019,4277
FAS1,16537,16245
BDF1,961,2469
POR1,16404,8796
BRE 1.00,423,1628
ROT2,525,540
CAALFM_C500230CA,83,39
SKN7,385,394
CAALFM_C500250CA,373,250
CAALFM_C500260WA,4332,4186
PGA14,16096,12918
CAALFM_C500280CA,2263,2074
DUS4,742,834
SMC4,262,749
CAALFM_C104110WA,44,67
CAALFM_C500310CA,235,555
CAALFM_C500320WA,831,1222
CAALFM_C500330CA,280,309
CAALFM_C500340WA,442,709
CAALFM_C500350CA,356,520
tS(CAG)1,6,2
COF1,10338,12278
CAALFM_C500380WA,76,88
CAALFM_C500390CA,1661,1342
CAALFM_C500400CA,293,700
CAALFM_C104120CA,133,28
MRP17,558,578
MET14,801,2782
VPS2,516,864
IFG3,472,280
FET33,653,492
KRE62,20,18
SEC14,605,1010
BUD2,104,332
NAM7,1278,1331
CAALFM_C500510WA,16,32
ERB1,927,1113
CAALFM_C500530WA,0,2
AGA1,0,0
CAALFM_C500550CA,319,430
CAALFM_C500560WA,574,1130
CAALFM_C500570WA,258,621
CAALFM_C500580WA,296,495
PET9,126780,113474
CAALFM_C500600CA,10,0
CAALFM_C500610CA,43,177
CAALFM_C500620WA,71,14
IFD6,81,34
EXO1,100,168
SAM51,727,530
THR1,1106,1290
ERG11,3263,2858
HMS1,121,1202
RMT2,313,446
TFB3,150,286
SPE2,1094,578
IFF8,18,3
HYR3,4529,3973
CAALFM_C104150CA,82,121
CTF8,190,402
CAALFM_C500750CA,841,1101
CAALFM_C500760WA,116,242
FOL1,155,553
CAALFM_C500780CA,86,254
CAALFM_C500790CA,2038,756
CAALFM_C500800CA,1404,1901
CAALFM_C500810CA,3,2
CAALFM_C500820WA,695,1771
ERV46,1728,1389
CAALFM_C104160CA,84,64
CAALFM_C500840WA,153,255
CAALFM_C500850CA,287,538
IMP2,374,351
GIT4,42,26
GIT3,540,1771
GIT2,977,1015
URA4,948,1609
TRX2,70,80
CAALFM_C500920WA,273,515
TFS1,1618,1805
HTA2,11977,11901
HAP5,251,180
CAALFM_C500950CA,323,920
tE(UUC)4,0,1
tE(UUC)3,1,0
TRY 3.00,649,911
tQ(CUG)1,0,0
CAALFM_C501000CA,727,742
CCW14,121,251
CAALFM_C501020CA,6,1
CAALFM_C501030WA,21,5
CAALFM_C104180WA,13487,14219
CAALFM_C501040WA,79,106
CAALFM_C501050CA,850,842
BUD23,558,949
CAALFM_C501070CA,6454,5742
GDS1,303,934
CAALFM_C501090CA,339,741
CLN3,268,307
CAALFM_C501110WA,588,554
CYC3,2632,1460
CAALFM_C501140CA,663,1071
MVD,24082,15201
CAALFM_C100460WA,5543,4645
CAALFM_C104190CA,336,330
CAALFM_C501150CA,1,0
CAALFM_C501160CA,148,209
CAALFM_C501170WA,8,36
PUS4,304,522
CAALFM_C501190WA,770,899
CAALFM_C501200WA,309,313
VPS1,1807,1921
CAALFM_C501220WA,233,182
CAALFM_C501230CA,3722,4488
AUR1,1717,828
CAALFM_C104200CA,972,611
GPR1,257,141
CAALFM_C501260WA,10,4
SGE1,135,205
NUF2,61,394
CAALFM_C501290CA,1350,667
CAALFM_C501300CA,148,118
CAALFM_C501310WA,71,168
SNF1,1876,2222
HST3,95,246
CAALFM_C501350WA,54,239
CDC3,1192,1376
CFL4,3,8
CFL5,6,4
SNM1,85,164
SEF2,22,93
CAALFM_C501410CA,273,513
CAALFM_C501420WA,557,372
CAALFM_C501430CA,68,172
CAALFM_C501440CA,94,57
PRC2,99,255
YBL053,52,247
CAALFM_C104220CA,549,396
CAALFM_C501470CA,45,43
FYV5,66,121
CAALFM_C501490CA,146,296
ZCF20,99,168
SMD3,209,48
GLR1,2674,3890
CAALFM_C501530CA,126,247
CAALFM_C501540WA,637,876
CAALFM_C501550CA,1177,95
CAALFM_C501560CA,378,584
CAALFM_C104230WA,606,1490
SPO1,29,30
CEF3,25560,26918
CAALFM_C501590WA,169,445
SPB4,26,215
CAALFM_C501610WA,199,324
VPS22,68,173
MAS2,131,529
MYO1,43,581
DAL52,6,17
CCN1,117,146
HHF1,7045,7759
CCT7,1734,2765
MRPL36,226,421
CAALFM_C501710CA,42,126
RCY1,96,275
CAALFM_C501730WA,15,78
MTLA1,108,185
MTLA2,4,3
PIKA,283,355
OBPA,587,1172
PAP1,290,349
HHT21,14949,13817
HIP1,1334,1844
FCR3,349,199
STI1,654,1167
HAL9,57,8
TAC1,134,201
ZNC1,244,304
CAALFM_C501870WA,761,1204
CAALFM_C501880CA,444,361
CAALFM_C501890WA,583,397
CAALFM_C501900CA,145,0
CAALFM_C104270CA,16,18
GIS2,11560,16827
CAALFM_C501920CA,274,260
CAALFM_C501930WA,43,228
CAALFM_C501940WA,478,565
RIM21,268,335
CAALFM_C501960CA,3035,3020
CDC24,625,832
CAALFM_C501980CA,378,759
CAALFM_C501990WA,4,2
ACH1,6220,5018
CAALFM_C104280CA,229,203
CAALFM_C502010CA,199,454
CAALFM_C502020CA,440,998
RPN8,1322,2133
CAALFM_C502040WA,3211,2246
CAALFM_C502050WA,1566,1250
CAALFM_C502060WA,108,73
CAALFM_C502070CA,134,791
HSP12,384,2463
CAALFM_C502110WA,378,2542
RIX7,825,1005
ACS2,27149,10240
CAALFM_C502130WA,0,0
CAALFM_C502140CA,1304,1374
ORC4,307,469
SST2,41,74
GCD11,8872,6525
LEU3,302,590
CAALFM_C502190CA,1840,1390
CAALFM_C502200WA,104,117
CAALFM_C502210WA,1463,1601
CAALFM_C502220CA,61,116
CAALFM_C100470CA,1026,763
SSA2,20095,8785
CAALFM_C502230WA,2327,3092
PTH2,81,28
PTH1,204,260
THR4,3136,2359
CAALFM_C502280CA,63,185
PDE1,35,84
RET2,402,975
CAALFM_C502310CA,43,37
CAALFM_C502320CA,425,325
CAALFM_C502330WA,2835,605
GIG1,64,27
CST20,439,342
CAALFM_C502350CA,42,30
CAALFM_C502360CA,6,0
CAALFM_C502370CA,16,31
CAALFM_C502380WA,1517,1670
CAALFM_C502390CA,371,493
CAALFM_C502400WA,2428,837
CAALFM_C502410CA,220,122
ZCF22,47,51
CAALFM_C502440CA,108,80
GPM2,1550,2387
CAALFM_C502450WA,93,328
ECM331,433,57
INT1,322,383
CAALFM_C502480WA,461,419
TIF5,1836,2388
CAALFM_C502500CA,682,540
CAALFM_C502510CA,38,181
CAALFM_C502520WA,14,177
UAP1,623,1432
SPR28,56,67
RPN4,275,405
UTP13,280,961
CAALFM_C502560CA,77,666
MNN13,80,74
CAALFM_C502580WA,452,213
CAALFM_C502590CA,53,210
PUT1,161,116
RAD9,64,151
CAALFM_C502620CA,308,444
MNN1,216,129
CAALFM_C502640WA,50,80
CAALFM_C104340CA,94,54
IFH1,327,594
CAALFM_C502660CA,1033,1029
BUR2,37,239
CAALFM_C502680WA,318,297
CAALFM_C502690WA,738,504
CTA7,418,687
TRR1,6626,4502
PEP12,281,478
CAALFM_C502730CA,341,643
CAALFM_C502740WA,255,349
CAALFM_C104350CA,39,24
CAALFM_C502750CA,151,439
CKB2,668,621
MSW1,328,299
CAALFM_C502780WA,46,178
GAP1,1345,2277
CAALFM_C502800CA,10,16
CAALFM_C502810WA,68,105
CAALFM_C502820CA,496,832
CAALFM_C502830WA,157,734
HSL1,107,600
CAALFM_C104360CA,19476,9856
CAALFM_C502850WA,12342,13046
GRP2,5014,3835
YNK1,23630,18452
CAALFM_C502900WA,70,492
GYP8,124,281
CAALFM_C502920WA,373,600
GRE3,1691,3921
MIG1,1281,3860
DAP2,445,746
CAALFM_C502980CA,29,195
CAALFM_C104370CA,1588,1198
CAALFM_C502990WA,53,246
CAALFM_C503000CA,34,179
CAALFM_C503010WA,28,171
CCC2,351,362
CAALFM_C503030WA,6,79
CAALFM_C503040WA,130,399
PGA58,82,1973
TNA1,3,0
RPS5,19958,31528
CAALFM_C503080CA,70,71
SIT 4.00,434,721
VPS4,421,571
CAALFM_C503100CA,70,358
CAALFM_C503110CA,197,335
CAALFM_C503120WA,367,263
SUT1,119,115
CAALFM_C503140CA,586,605
CAALFM_C503150WA,303,302
MED14,28,354
CAALFM_C503170CA,156,169
CAALFM_C503210CA,18,29
NOP4,170,693
BUB3,786,1566
RMS1,80,369
CAALFM_C503260CA,290,228
TEF4,9,21
CAM1-1,2544,3042
CAALFM_C503290CA,720,703
CAALFM_C503300CA,46,337
PCL1,39,35
ZCF14,1,60
ZCF13,92,207
GCN20,2695,1993
APE2,4681,4155
QCR2,4133,5164
RPO26,2182,2517
CAALFM_C503370CA,55,81
ARP 1.00,101,211
FUR1,854,1492
CAALFM_C503400CA,207,483
CAALFM_C503410CA,489,1167
tE(UUC)5,0,0
CAALFM_C503430WA,22,0
CAALFM_C503440WA,1702,3110
ESS1,1121,1096
CAALFM_C503450WA,116,52
CAALFM_C503460CA,322,489
CAALFM_C503470CA,700,972
CAALFM_C503480CA,4245,4211
CAALFM_C503490CA,361,583
GAP6,1906,2865
CAALFM_C503510CA,730,1656
CAALFM_C503520WA,2,7
CAALFM_C503530CA,271,260
RPS25B,49932,47316
URA6,3165,1479
CAALFM_C503550WA,1671,2246
CAALFM_C503560WA,146,446
CAALFM_C503570WA,1020,1171
CAC2,181,325
LAP4,181,377
MDJ1,499,870
HEX1,505,417
BTS1,274,337
CAALFM_C503630CA,154,223
CAALFM_C503640WA,1957,573
CAALFM_C104430CA,817,414
CAALFM_C503650CA,39,19
CAALFM_C503670CA,204,250
FGR27,275,546
CAALFM_C503690WA,65,77
CAALFM_C503700CA,2225,842
CAALFM_C503710CA,105,186
CAALFM_C503730WA,1,2
CAALFM_C503740WA,246,481
FAV2,100,9
MTR10,291,464
CAALFM_C104440WA,0,0
CAALFM_C503770CA,236,39
CAALFM_C503780CA,378,135
GUK1,544,749
CAALFM_C503800WA,458,1140
CAALFM_C503810CA,44,79
BUD7,321,1044
CAALFM_C503830CA,220,276
CAALFM_C503840WA,140,166
CAALFM_C503850WA,623,859
HAM1,1230,1337
FMA1,6429,7269
CAALFM_C503870CA,290,727
CAALFM_C503880CA,24,9
CAALFM_C503890CA,0,0
PGA56,102006,54222
CAALFM_C503910CA,11,24
CAALFM_C503920CA,214,473
CAALFM_C503930CA,181,75
CAALFM_C503940CA,147,347
CAALFM_C503950WA,48,227
CAALFM_C503960WA,1145,521
CAALFM_C104460CA,163,327
CAALFM_C503970WA,50,149
CAALFM_C503980WA,195,263
MID1,370,563
RFC3,178,588
CAALFM_C504010CA,4,22
FGR42,6,3
CAALFM_C504030WA,29,151
CAALFM_C504050WA,244,510
MEC1,185,314
CKS1,690,544
CAALFM_C104470CA,88,42
CAALFM_C504080CA,134,127
SUI1,6999,9894
CDS1,1527,1605
SCW11,1913,2756
CAALFM_C504120CA,94,213
CHT2,11597,10258
CAALFM_C504140WA,7,48
CAALFM_C504150CA,37,215
SDC1,234,124
CAALFM_C504170WA,657,836
TUS1,1272,779
CAALFM_C504180WA,136,201
MRV2,317,475
MRV3,0,1
MRV4,0,1
MRV5,36,13
MRV6,0,4
MRV8,15,24
CAALFM_C504260WA,11,22
SAH1,27506,18342
GLN3,222,183
CAALFM_C104490WA,193,531
CAALFM_C504290CA,341,1083
CAALFM_C504300CA,3406,4340
CAALFM_C504310WA,107,173
CAALFM_C504320CA,331,617
CAALFM_C504330WA,2072,2757
CAALFM_C504340WA,443,672
CAALFM_C504350CA,1552,1546
CAALFM_C504360CA,1156,1596
PGA37,57,16
CAALFM_C504380CA,1,1
TTR1,3693,4428
ICL1,55,28
CAALFM_C504390CA,0,3
RNY11,0,8
CAALFM_C504410CA,221,289
CAALFM_C504420WA,420,721
YUH2,402,678
SFC1,90,131
CAALFM_C504450CA,0,3
CAALFM_C504460CA,0,0
CAALFM_C504470CA,284,742
CAALFM_C504480CA,4,11
CAALFM_C104510WA,138,65
CAR1,933,303
GDE1,517,504
TIP41,142,371
CAALFM_C504530WA,472,1565
CAALFM_C504540CA,33,58
CAALFM_C504550WA,179,451
CUP 1.00,5751,961
URA7,2245,1614
CAALFM_C504580CA,164,153
RPL43A,44671,41588
PHO85,2176,1602
GRR1,342,741
CAALFM_C504610WA,276,710
CAALFM_C504620CA,423,694
CAALFM_C504630WA,751,1693
CAALFM_C504640CA,138,431
MSM1,370,342
TIP1,1083,1502
SRP101,485,825
PSD2,266,298
CAALFM_C504690CA,71,60
CAALFM_C104530CA,338,186
MES1,2747,2442
CAALFM_C504710WA,416,206
CAALFM_C504720CA,334,820
SSD1,2142,2441
HYS2,340,321
HAS1,1714,2519
tA(AGC)5,5,0
CAALFM_C504770WA,156,370
ASH2,387,302
CAALFM_C504790CA,173,114
VPS16,149,277
CRH12,1736,81
PFK1,7969,10267
SFL2,161,118
CAALFM_C504840CA,25,110
CAALFM_C504850WA,17,60
CAALFM_C504860CA,463,739
CAALFM_C504870WA,371,356
PUT2,930,903
CAALFM_C504890CA,10,105
CAALFM_C504900CA,553,1080
ELC1,396,307
CAALFM_C504910WA,96,550
CAALFM_C504920CA,482,1115
MAL31,76,10
CAALFM_C504940WA,53,190
CAALFM_C504950CA,182,247
CAALFM_C504960WA,201,591
PPR1,26,59
CAALFM_C504980WA,112,140
CAALFM_C504990WA,71,288
CAALFM_C505000CA,676,815
CAALFM_C104560WA,116,109
CAALFM_C505010WA,41,26
CAALFM_C505020CA,825,1115
RIM13,255,414
CAALFM_C505040WA,726,382
ADH1,118610,124297
CAALFM_C505060CA,19,59
CAALFM_C505070WA,18,233
GRF10,189,117
CAALFM_C505090WA,92,363
DUN1,209,473
CHL4,23,32
TIP20,238,697
CCT3,1610,2736
CAALFM_C505130CA,529,516
CAALFM_C505140WA,346,643
CAALFM_C505150CA,109,255
CNB1,746,1354
PAN3,272,507
CAALFM_C505180WA,1,1
PCL5,61,110
CAALFM_C505200CA,756,974
CAALFM_C104580CA,427,131
CAALFM_C505210WA,435,458
CAG1,33,50
CAALFM_C505230CA,13416,9297
CAALFM_C505240CA,47,13
CAALFM_C505250CA,1307,1881
CAALFM_C505260WA,214,154
CAALFM_C505270CA,2399,1841
SDH4,2009,1422
MRP2,2432,2836
RIB5,1913,1920
CAALFM_C104590WA,17048,13958
PRE1,1721,2671
HIS1,7701,5887
RER2,434,458
CAALFM_C505340WA,2660,1701
CAALFM_C505350WA,478,461
CAALFM_C505360CA,741,620
PRP22,658,470
RPN5,577,2470
PGA4,16114,11152
APM1,1776,887
GLO1,2264,2327
CAALFM_C104600CA,972,940
ILV3,14669,7370
PEX4,340,501
CAALFM_C505440CA,7475,4005
MUM2,4542,3058
CAALFM_C505460CA,998,1026
EST1,2886,3132
DES1,12762,14213
HTS1,11781,6002
CTA24,637,148
CAALFM_C505510CA,299,254
ATP1,43735,26847
NRG2,0,0
TLO13,253,64
tL(CAA)5,0,0
PGA25,797,625
CAALFM_C600080CA,923,179
CAALFM_C600090WA,1456,303
HET1,10219,3310
CAALFM_C600110CA,1003,287
CAALFM_C600120WA,198,15
VID27,5621,3109
CAALFM_C104620WA,445,453
HPA2,796,479
ARD,16039,11000
PGA48,805,577
CAALFM_C600170CA,1017,484
CAALFM_C600180CA,77,20
CAALFM_C600190WA,957,129
CAALFM_C600200CA,6318,868
CAALFM_C600210WA,2100,797
CAALFM_C600220CA,1,0
CAALFM_C600230WA,228,164
CAALFM_C104630CA,130,194
CAALFM_C600240CA,405,132
CAALFM_C600250WA,527,238
CAALFM_C600260WA,3267,1297
CAALFM_C600270WA,726,104
CPH2,1264,1897
CAALFM_C600290WA,342,972
STV1,2392,1209
CAALFM_C600310WA,701,390
DNA2,153,287
GNP1,24428,22127
CAALFM_C104640WA,394,259
CAALFM_C600340CA,598,510
PKH3,671,440
CAALFM_C600360CA,143,190
NOP5,1824,2849
CAALFM_C600380CA,197,231
CAALFM_C600390WA,528,587
CAALFM_C600400CA,124,146
SRO77,482,701
DPM2,2570,1891
CAALFM_C600430CA,149,268
DUR3,50,24
FET34,7959,1863
FET3,118,125
FET99,3,10
FET31,689,2032
CAALFM_C600490WA,83,148
CAALFM_C600500CA,290,363
RAD52,195,294
CAALFM_C600520WA,220,177
CAALFM_C600530CA,618,411
CAALFM_C600540WA,105,149
DUR1%2C2,121,193
CAALFM_C600550WA,495,1188
CAALFM_C600560WA,238,592
NHX1,1257,1301
SLY41,430,425
YHM2,2201,2131
FCA1,436,1045
CAALFM_C600630WA,12,20
CAALFM_C600640CA,257,377
RPS13,37570,26321
CAALFM_C600660CA,1383,854
HAT1,203,628
CDC14,389,386
CAALFM_C600680CA,241,444
CAALFM_C600690WA,185,140
CAALFM_C600700CA,123,242
CAALFM_C600710WA,118,161
COX15,4347,3649
CAALFM_C600730WA,15,12
FAT1,288,420
PGK 1.00,78002,53033
CAALFM_C600760WA,942,889
PIL1,9218,11572
CAALFM_C600770CA,248,307
SEC8,268,447
CTR1,2047,331
CAALFM_C600800CA,433,402
CAALFM_C600810CA,29,19
SUN41,19712,7867
CAN3,1398,270
GPX2,4145,379
CAALFM_C600850WA,1748,573
GPX1,108,58
CAALFM_C104690CA,0,2
ILV5,10407,2157
PEX7,460,153
CAALFM_C600890WA,94,77
CAALFM_C600900CA,114,100
CAALFM_C600910CA,443,52
CAALFM_C600920WA,2468,428
CAALFM_C600930CA,183,14
CAALFM_C600940CA,53,54
TOP 1.00,137,318
CAN1,212,12
CAALFM_C100510WA,500,395
CAALFM_C104700CA,120,346
HAL21,577,0
CAALFM_C600980CA,35,0
RIM9,129,6
CAALFM_C601000CA,14,1
KAR5,0,0
CAALFM_C601020WA,14,0
HAL22,108,0
CAALFM_C601040CA,98,4
CAALFM_C601050WA,327,74
CAN2,3148,470
CAALFM_C104710CA,101,201
CIP1,92,1
CAALFM_C601080CA,23,0
CAALFM_C601090CA,4,2
SEC9,63,260
FAD2,6276,4588
CAALFM_C601120CA,201,19
CAALFM_C601130WA,18,9
ARC18,196,479
CDC20,427,436
RCN1,69,74
CAALFM_C104720WA,291,303
CIC1,246,531
EBP1,2889,2997
VPS15,77,165
CAALFM_C601200WA,24,18
CAALFM_C601210WA,2513,1880
CAALFM_C601220CA,109,313
EXO84,76,324
QDR3,93,77
CAALFM_C601300WA,152,217
FIG1,10,8
LYS21,1020,1393
TRA1,679,2374
CAALFM_C601330CA,113,31
CAALFM_C601340CA,187,145
CAALFM_C601350WA,80,356
CAALFM_C601360WA,295,544
CAALFM_C601370WA,209,356
CAALFM_C601380CA,133,110
HOC1,466,675
CAALFM_C601400WA,11,14
OYE2,274,725
LPG20,138,100
CAALFM_C601420CA,673,374
FRP6,2928,2442
FRP5,5,7
CAALFM_C601450CA,28,13
CAALFM_C601460CA,181,451
CAALFM_C601470WA,6,33
CAALFM_C601480WA,41,14
CAALFM_C601490CA,9,9
TRY 5.00,3,12
OYE23,1337,1030
IFE1,4,48
CAALFM_C601520WA,28,46
CAALFM_C601530CA,141,467
CAALFM_C601540CA,0,0
CAALFM_C601550CA,6,103
CAALFM_C601560WA,126,20
FGR47,62,79
CAALFM_C601590WA,173,315
ANB1,13527,12269
CAALFM_C601620WA,88,75
TIF3,484,1314
SYG1,301,578
MED19,329,512
FMP27,143,309
MAE1,3697,5522
CAALFM_C601680CA,21,28
ACF2,646,325
RPL32,22818,21843
PTK2,938,675
SUR 7.00,6957,3491
FGR37,0,0
ATG15,942,633
ERG3,4429,2605
CAALFM_C601750CA,228,141
SEC12,2014,866
RAD18,162,99
CAALFM_C601780CA,347,167
ZCF18,225,247
tA(UGC)1,0,0
CAALFM_C601810WA,25,16
FPG1,186,130
CTA1,174,348
COQ3,3214,1903
CAALFM_C104780CA,100,201
CAALFM_C601850WA,271,430
HCH1,1203,523
CAALFM_C601870CA,1348,465
CAALFM_C601880WA,542,452
CAALFM_C601890CA,561,747
DOG1,2166,679
ADK1,4411,5875
CAALFM_C601920CA,366,402
YHM1,3196,1306
CAALFM_C601940WA,212,85
CAALFM_C104790WA,711,558
CAALFM_C601950CA,152,236
CAALFM_C601960WA,209,233
RPL25,30177,31374
CAALFM_C601980CA,2051,1707
PLB1,101,178
PLB2,140,57
GPD2,17960,14068
CAALFM_C602020CA,210,48
CAALFM_C602030CA,372,368
MCR1,5537,3796
CAALFM_C100520WA,621,719
CAALFM_C104800CA,6,9
DBR1,125,85
SLM2,521,782
RPL23A,74014,44585
CAALFM_C602090CA,134,122
CAALFM_C602100WA,134,42
CAALFM_C602110WA,150,83
CHC1,5271,1517
CTF5,36,144
CAALFM_C602140WA,317,269
CAALFM_C602150CA,28,117
TCO89,272,211
CAALFM_C602160WA,40,27
SWD3,106,62
CAALFM_C602180WA,483,190
CAALFM_C602190CA,809,850
CAALFM_C602200CA,86,34
CAALFM_C602210WA,595,59
SAR 1.00,5571,4623
CAALFM_C602230WA,489,558
RPL10A,51982,34677
CAALFM_C602250WA,58,62
CAALFM_C104820CA,1393,1077
SEC27,177,864
ALG11,124,190
CAALFM_C602280WA,2070,930
CAALFM_C602290CA,111,224
CAALFM_C602300CA,104,70
CAALFM_C602310WA,38,148
IPL1,91,74
CAALFM_C602330WA,22004,1152
HRR25,1183,473
CAALFM_C602350CA,125,265
SEC21,1829,1620
NIP7,1657,1723
CAALFM_C602370CA,778,633
CAALFM_C602380WA,930,927
CAALFM_C602390WA,9,0
CAALFM_C602400WA,11,10
CAALFM_C602410WA,551,907
CAALFM_C602420WA,487,283
CAALFM_C602430WA,72,247
PRP45,35,103
CAALFM_C602450WA,52,8
CAALFM_C104840CA,218,296
CAALFM_C602460CA,498,533
CAALFM_C602470WA,123,646
CAALFM_C602480WA,928,1023
CAALFM_C602490CA,112,44
GCV1,1114,1136
ASG7,22,3
ISA1,389,837
CAALFM_C602530CA,339,751
CAALFM_C602540CA,210,237
CAALFM_C602550WA,9,9
CAALFM_C104850CA,40,148
CAALFM_C602560WA,1899,2277
SEC20,457,498
CAALFM_C602580WA,366,71
MOB1,896,755
NAB3,1936,591
CDC37,126,310
CAALFM_C602620CA,6,3
CAALFM_C602630CA,329,281
CAALFM_C602640CA,610,356
CAALFM_C602650CA,439,218
CAALFM_C104860WA,213,218
CAALFM_C602660CA,32,21
WSC2,243,103
CAALFM_C602680WA,46,190
CAALFM_C602690CA,567,341
SAP6,8,29
CAALFM_C602720CA,153,62
SAC6,1191,1325
CAALFM_C602740WA,1875,874
LYS14,31,34
CAALFM_C602760WA,2,2
SAP7,15,71
MRT4,624,693
MIF2,334,114
CAALFM_C602790CA,69,33
CAALFM_C602800WA,563,242
CAALFM_C602810CA,268,245
MNN4-4,13,54
RBF1,108,141
RAV2,170,202
STE23,391,678
RNH1,1731,884
MRPL37,466,475
CAALFM_C602880WA,1781,713
HPD1,9,20
CAALFM_C602900CA,136,147
POP4,228,302
VPS51,124,167
CAALFM_C602930WA,373,540
CAALFM_C602940CA,454,549
CAALFM_C602950CA,30,6
CAALFM_C602960WA,168,157
CAALFM_C602970CA,59,79
YBN5,4799,4290
CAALFM_C602980CA,675,456
CAALFM_C602990WA,127,63
CAALFM_C603000CA,41,45
TEL1,312,210
PEP3,86,68
SAP5,315,2
CAALFM_C603040CA,29,66
CAALFM_C603050CA,60,20
PGA60,8,8
CAALFM_C603070CA,45,19
CAALFM_C100530CA,398,433
MNN15,257,90
ADO1,1223,1154
CAALFM_C603090WA,36,2
SHE3,132,94
CAALFM_C603110CA,50,13
POL5,135,116
CAALFM_C603130WA,4438,3465
MDL 2.00,322,77
CAALFM_C603150CA,138,38
BMT6,996,762
MDR1,36,258
CAALFM_C104910CA,323,69
CAALFM_C603180CA,710,222
CAALFM_C603200WA,453,631
CAALFM_C603210CA,160,356
CAALFM_C603220WA,40,60
ARG3,110,26
CAALFM_C603240WA,8,12
BMT4,52,349
CAALFM_C603260WA,574,194
AYR2,1520,341
CAALFM_C603280WA,5,16
CAALFM_C104930CA,130,7
CAALFM_C603290WA,93,419
CAALFM_C603300CA,185,549
CAALFM_C603310WA,1212,396
CAALFM_C603320WA,1158,396
CAALFM_C603330CA,115,243
GLC3,2029,1187
ARP 4.00,207,507
CAALFM_C603360CA,32,10
CAALFM_C603370WA,1467,1044
CAALFM_C603380WA,1437,1625
CAALFM_C104940CA,20,19
CAALFM_C603390WA,587,693
QCR7,3212,3321
APA2,388,1225
CAALFM_C603420WA,28,79
CAALFM_C603430CA,378,338
CAALFM_C603440WA,105,39
NAM2,214,114
CAALFM_C603460WA,1785,493
CAALFM_C603470WA,560,682
YMX6,53,4
RPM2,560,694
SAP1,30,75
SAP4,9,9
CAALFM_C603520CA,32,21
CAALFM_C603530CA,76,9
CAALFM_C603540WA,378,215
CAALFM_C603550CA,84,546
POX1,179,111
CAALFM_C603570WA,0,1
CAALFM_C603580WA,45,34
CAALFM_C603590CA,133,206
CAALFM_C104960CA,80,483
CAALFM_C603600CA,1,1
FGR17,48,138
CAALFM_C603620CA,476,321
PAD1,90,83
NOG2,675,941
POP2,510,770
CDC50,599,678
ALS5,124,128
ALS1,4650,213
ALS9,198,347
CAALFM_C104970WA,444,750
ALA1,954,1515
CAALFM_C603730CA,664,434
CAALFM_C603740WA,33,16
SBA1,996,523
SHM2,6281,6097
ORM1,873,420
CAALFM_C603780CA,257,308
HGT10,347,172
CAALFM_C603800CA,575,766
CAALFM_C603810WA,27,78
CAALFM_C104980CA,330,342
CAALFM_C603820CA,362,624
SAL6,2259,1199
SNQ2,699,565
IHD1,26540,1536
PGA61,33,6
tA(UGC)2,0,0
CAALFM_C603880WA,102,72
SKI8,680,554
NUP82,289,588
CAALFM_C603910CA,52,63
CAALFM_C104990CA,92,246
SNF4,1252,1131
OPT8,704,755
PBP2,1622,1218
CAALFM_C603950CA,309,329
CAALFM_C603960WA,1629,1751
CAALFM_C603990CA,7,11
ALG2,298,583
RVS167,4383,2866
CAALFM_C604050WA,0,19
CAALFM_C604060WA,218,174
RHD 1.00,246,802
CAALFM_C604070CA,12,2
CAALFM_C604080WA,881,1203
CAALFM_C604100WA,1083,544
CAALFM_C604110WA,631,564
CAALFM_C604120CA,21,114
ALS4,5156,2398
CAALFM_C604140CA,226,77
