,WT air-1,WT air-2,WT CO2-1,WT CO2-2,sfl2 air-1,sfl2 air-2,sfl2 CO2-1,sfl2 CO2-2
orf19.3522,4.95534,8.9541,7.29252,4.12352,14.6457,6.1294,9.85913,5.82644
CRK1,1372.63,1294.51,1204.31,1273.14,859.791,868.076,877.462,826.384
ITR1,541.371,584.575,487.557,470.082,982.988,845.091,1214.47,1107.02
CYT1,9893.34,9024.45,10265.8,10705.7,11214.3,9707.44,9951.44,9564.1
orf19.3528,336.963,286.531,415.673,386.58,696.965,757.747,777.975,838.036
ABP2,65.6583,57.5621,94.8027,79.3778,93.9051,113.394,141.613,116.529
ULP1,490.579,543.642,570.9,556.676,417.835,434.421,423.046,387.458
CKA2,1083.98,950.413,1059.5,1032.94,1336.21,1430.45,1443.02,1396.4
orf19.3531,323.336,296.764,298.993,319.573,365.282,430.59,429.32,436.012
MRPL10,2242.29,2195.03,2014.82,1993.72,2347.63,2142.23,2381.43,2433.51
orf19.3533,614.462,626.787,682.371,630.899,918.374,983.003,972.468,1014.77
RHO3,1755.43,1701.28,2081.49,2155.57,2314.89,1943.02,2063.25,2115
orf19.3535,1070.35,978.555,1504.34,1469.01,821.023,957.719,823.685,930.288
orf19.3536,730.913,766.215,826.138,809.241,752.964,755.449,809.345,730.247
orf19.3537,94.1515,104.891,142.725,127.829,116.304,163.195,177.464,145.661
FRE9,429.876,413.168,258.363,311.326,418.696,390.749,416.32,398.14
orf19.3539,459.608,509.104,552.148,536.058,642.69,609.109,582.458,510.785
orf19.354,914.091,831.992,1081.23,1070.94,541.114,384.85,698.261,665.042
MAK5,3373.35,3433.26,3691.06,3693.65,3142.85,3047.26,2731.87,2616.07
ERF1,5683.78,5761.32,6179.89,6286.31,5883.24,5539.26,5585.11,5169.02
LEM3,2696.94,2669.6,2053.36,2139.08,2470.82,2264.64,2131.36,2210.16
orf19.3543,63.1806,71.6328,55.2148,51.544,70.6442,59.9322,66.325,57.2933
orf19.3544,334.486,296.764,204.19,171.114,286.884,257.435,239.308,215.578
orf19.3545,641.717,692.024,739.67,694.814,665.089,576.93,623.814,530.206
PEX2,551.282,541.083,441.718,438.124,565.153,503.377,503.712,530.206
orf19.3547,3242.03,3375.69,3241,3320.47,2538.88,2562.86,1980.79,1966.42
orf19.3548,1324.32,1235.67,1259.52,1347.36,1071.72,1005.99,993.083,1047.79
WH11,6694.67,8152.07,1516.84,1446.33,3154,3705.99,3275.92,3345.35
CDC21,556.237,605.041,685.497,674.196,673.704,593.786,533.289,638.966
orf19.355,1.23884,8.9541,5.20894,3.09264,14.6457,10.7265,10.7554,9.71074
SGO1,256.439,277.577,432.342,477.298,323.068,373.893,387.195,376.777
DAD2,63.1806,62.6787,121.889,94.841,80.1208,91.1748,105.969,148.574
orf19.3552,1786.4,1859.89,1934.6,1887.54,1585.19,1649.58,1668.67,1646.94
RPF2,1620.4,1653.95,1940.85,1711.26,1617.06,1925.4,1663.5,1660.54
AAT1,3461.31,3840.03,4117.15,3867.87,6032.32,6075.77,7124.56,6874.23
BUD14,1074.07,970.88,1044.91,1155.62,1113.08,956.187,990.394,921.549
orf19.3556,1404.84,1279.16,1567.89,1483.44,1110.49,1179.14,1124.84,1081.28
GPI19,0.0106175,83.3396,37.376,74.6375,6.59E-05,0.000123488,0.000173537,0.000424124
orf19.3558,1328.91,1415.11,1149.44,1039.47,2720.52,2394.43,2815.28,2837
orf19.3559,1873.47,1765.96,2381.31,2246.56,3248.06,3208.6,3248.98,3168.6
GTT13,4.95534,6.39578,9.37609,5.1544,6.0306,6.1294,9.85913,3.88429
CDC7,480.668,468.171,621.948,654.609,576.353,588.422,514.467,620.516
orf19.3563,315.903,250.715,256.28,246.381,174.026,169.325,187.323,152.459
RPC40,890.723,1078.33,1100.13,1122.63,976.096,954.654,1017.28,942.912
orf19.3565,113.973,125.357,92.7192,112.366,150.765,144.807,203.457,195.186
BIO32,126.361,125.357,137.516,114.428,229.163,256.669,299.359,279.669
RXT3,571.103,472.009,529.228,609.251,312.73,468.899,403.328,378.719
orf19.3569,449.697,414.447,553.19,497.915,453.157,550.114,553.007,539.917
orf19.357,1485.56,1599.38,1555.83,1452.92,1113.67,1045.29,1052.13,1064.96
orf19.3571,55.7476,66.5162,75.0088,78.3469,90.459,126.419,157.746,109.731
orf19.3572,69.3748,94.6576,129.182,136.076,168.857,176.986,185.531,219.463
orf19.3572.3,127.473,154.872,197.467,337.667,843.536,728.73,426.797,642.101
PEX6,635.761,551.474,597.123,625.942,822.327,739.709,873.386,895.781
MDJ2,127.6,103.612,130.224,134.015,266.208,253.604,222.278,177.706
CDC19,183344,177159,171321,177066,130310,102923,97052.9,100237
COQ5,2408.16,2319.17,2360.27,2411.64,2615.12,2715.35,2743.91,2609.05
orf19.3577.1,179.631,234.086,159.394,170.095,189.533,209.166,161.331,218.492
orf19.3578,266.263,264.459,257.665,256.141,222.996,250.537,244.654,227.715
ATP4,5647.94,5718.16,5651.36,5578.64,5868.77,5638.28,5213.72,5545.32
orf19.3581,340.68,363.281,590.694,571.108,480.725,491.118,483.097,492.334
orf19.3582,391.472,354.326,405.256,399.982,507.432,478.093,423.046,485.537
orf19.3583,2176.05,1812.71,1913.83,1926.17,1614.44,1579.85,1409.63,1446.73
orf19.3585,609.507,621.67,733.419,678.32,873.282,1004.22,888.506,917.664
orf19.3586,40.4606,13.8908,33.7562,14.7922,37.7398,69.1627,75.6918,59.9889
SPO11,14.866,11.5124,7.29252,7.21617,7.75363,16.0897,12.548,13.595
GTT12,7.43301,11.5124,7.29252,7.21617,9.47666,16.0897,11.6517,14.5661
IPP1,1008.19,847.376,1063.33,967.869,1541,1560.77,1580.65,1213.03
APE3,2044.08,1940.48,1886.68,1830.84,1779.89,1612.03,1599.87,1778.04
JEM1,1098.85,1036.12,1187.64,1164.9,1157.01,1232.01,1280.79,1258.51
RPT6,4106.74,4422.05,3588.96,3670.97,4542.77,4050,4450.05,4309.62
orf19.3594,262.633,273.74,287.534,302.048,317.899,285.783,332.521,353.471
TIF4631,7300.27,7095.02,10026.8,9969.81,7100.4,6989.07,7030.91,7294.15
orf19.36,353.068,408.051,276.074,261.844,594.445,535.556,656.976,609.834
orf19.36.1,281.216,330.022,88.552,96.9028,150.765,193.842,190.012,143.719
FUR4,167.243,139.428,146.892,153.601,125.781,105.732,89.6284,96.1363
orf19.3600,8.16E-35,0.000102966,7.59E-07,5.01E-21,13.4009,4.40158,22.5465,8.3067
orf19.3601,253.113,202.246,225.089,227.263,313.141,284.684,347.184,447.099
MFG1,852.024,925.587,1031.34,1208.42,672.059,799.313,763.341,786.919
orf19.3604,784.183,683.07,669.87,700.999,1262.12,1238.14,1223.43,1181.8
PEX17,167.243,181.64,114.597,123.706,447.988,493.417,608.577,668.099
orf19.3606,488.101,506.546,481.306,423.692,570.323,698.752,598.718,627.313
orf19.3607,115.212,138.149,93.7609,95.8719,217.102,224.489,269.782,279.669
MSH3,516.594,510.384,611.53,640.177,502.263,606.045,685.657,679.751
UTP15,914.261,963.205,990.741,905.113,1099.29,1103.29,995.772,951.652
orf19.3610,115.212,127.916,120.847,94.841,135.258,128.717,139.82,134.008
orf19.3611,1290.87,1339.28,1663.74,1450.45,1717,2104.68,2010.37,2111.11
PST2,862.229,877.502,490.682,447.402,946.804,910.216,863.122,957.478
orf19.3613,832.497,827.614,879.269,919.546,1160.46,1129.34,1223.43,1271.14
orf19.3615,610.746,662.603,565.691,468.02,768.471,1019.01,1000.25,1061.38
ERG9,1430.85,1543.94,1696.03,1660.75,1912.56,2053.35,2387.7,2285.91
GTR1,246.528,301.881,276.074,274.214,466.941,586.89,584.377,676.838
YWP1,57858.6,48018.3,31810,31792.4,52231.9,46445.5,40827.5,35652
TLO9,567.387,528.292,791.759,899.959,579.799,613.706,525.223,551.57
orf19.3621,11.1495,15.3499,32.2954,29.8955,20.6763,26.05,25.9922,24.2768
ANP1,605.791,583.295,767.798,761.821,747.795,678.065,804.863,864.255
SMC2,994.785,972.159,1241.81,1166.96,1163.04,1259.59,1428.68,1399.32
MSU1,884.529,804.59,852.183,764.914,769.332,820.574,715.235,773.946
orf19.3625,323.336,287.81,273.99,315.45,603.922,559.308,583.481,685.578
orf19.3626,255.2,257.111,369.835,350.499,314.453,347.077,362.099,352.5
orf19.3626.1,3.71651,1.27916,0,0,1.72303,3.83088,1.79257,0
orf19.3627,154.854,156.057,109.388,126.798,302.392,287.316,298.463,309.772
RSP5,4641.92,4429.72,4170.28,4290.53,3568.39,3366.57,3304.6,3359.91
DSE1,810.378,824.479,1292.7,1166.74,1101.58,1203.31,1279,1330.37
RRP8,1631.55,1657.79,1786.67,1790.64,2788.72,3129.83,2896.79,2547.13
STN1,83.002,71.6328,89.5938,92.7793,69.7827,67.4234,81.5619,71.8594
orf19.3633,151.138,199.548,122.931,124.737,248.978,258.201,321.766,348.615
orf19.3635,1756.67,1458.24,1535.6,1554.57,1269.87,1228.94,1366.83,1202.19
orf19.3637,1.23884,2.55831,1.04179,0,1.72303,0,1.79257,0
PGA46,1.23884,2.55831,9.37609,5.1544,7.75363,3.0647,8.06656,6.79751
orf19.3639,242.812,237.923,295.868,254.628,328.237,357.038,398.846,319.483
orf19.364,5592.06,5050.11,5065.17,5234.81,3352.06,3349.72,2937.99,2897.59
SUN41,66.0288,108.869,129.401,128.521,151.128,108.348,144.437,184.616
orf19.3643,6.19418,8.9541,5.20894,6.18529,7.75363,3.83088,3.58514,3.88429
orf19.3644,1439.53,1372.54,1402.25,1438.08,901.144,979.172,1062.1,923.491
CTR1,22134.3,23446.9,15563.3,15703.4,13970.3,14400.3,13583.2,12739.5
SEC8,1372.63,1454.4,1284.52,1340.15,1149.26,1076.48,1201.92,1209.96
orf19.3648,402.622,423.401,478.181,518.533,335.129,318.729,325.351,341.818
orf19.3649,683.837,680.511,892.813,864.909,1550.73,1548.44,1921.63,1830.47
PGK1,167401,169188,131671,137823,161198,117688,115456,121896
FAT1,2040.36,2125.96,1836.67,1915.38,1720.44,1399.04,1502.17,1410
orf19.3655,162.287,167.57,139.6,137.107,170.58,204.569,190.012,190.33
COX15,2409.53,2525.06,2729.49,2725.65,2326.95,2564.39,2533.8,2818.06
orf19.3658,460.847,404.214,491.724,501.008,381.651,404.54,415.876,360.268
orf19.3659,879.573,799.473,485.473,535.027,990.742,851.221,892.699,852.603
orf19.366,1501.51,1490.22,1253.27,1388.6,1062.34,901.788,790.554,817.734
orf19.3660,478.19,473.288,555.273,466.989,490.202,445.914,421.254,414.648
orf19.3661,930.365,894.131,755.296,682.443,963.173,815.976,890.907,791.425
PHO91,2636.24,2883.22,2093.99,2178.25,1978.9,1857.21,1869.65,1801.34
orf19.3663.1,675.165,775.169,536.521,544.305,810.685,868.843,1050.45,1131.3
HSP31,39.6427,56.2829,21.8776,22.6794,63.7521,75.0852,51.0882,59.2355
SET6,184.586,205.944,200.023,191.744,140.427,140.21,142.509,118.471
orf19.3666,636.761,688.186,708.416,657.702,649.582,639.756,648.013,673.925
orf19.3667,135.033,131.753,155.226,141.231,153.35,146.339,147.887,157.314
HGT2,225.468,204.665,134.391,115.459,694.381,596.084,675.798,650.619
SHA3,9310.18,9606.6,7267.28,7003.27,11182.6,11426.4,10561,9795.73
CNH1,5454.59,4882.54,4810.98,5124.51,2294.21,2319.21,2166.32,1990.7
GAL1,3219.63,3387,2172.53,2160.01,6511.84,5843.1,7034.39,6804.69
orf19.3671,1.23884,0,1.42974,3.26072,1.86186,4.96E-62,3.9873,3.58545
GAL10,2047.8,2065.84,960.529,1020.57,3834.6,3092.28,3811,3377.39
orf19.3673,158.571,136.87,191.689,177.312,225.717,211.464,241.1,232.087
GAL102,164.765,216.177,190.647,174.219,339.437,361.635,394.365,431.157
GAL7,623.548,680.239,374.022,345.506,982.699,880.483,1140.3,1157.93
ABP140,210.602,190.594,281.283,263.906,217.102,261.266,242.893,219.463
orf19.3677,110.256,122.799,141.683,129.891,186.949,230.619,216.901,243.739
orf19.3678,588.447,571.783,654.243,704.092,487.705,524.877,558.385,429.429
orf19.3679,1799.13,2058.48,1806.83,1729.16,5262.34,4611.73,5222.52,5365.53
SEP7,935.321,908.201,1193.89,1113.35,1034.68,1151.56,1228.81,1310.95
orf19.3681,1554.36,1369.34,1671.71,1743.18,1155.78,1192.72,1291.7,1104.92
CWH8,2177.87,2189.92,1833.55,1742.19,5163.92,5841.32,6652.22,7124.77
AGE3,1533.14,1787.77,1444.7,1236.93,2369.69,2834.82,3076.24,3242.62
orf19.3684,246.528,249.436,213.567,184.528,475.556,425.227,428.4,343.745
PSY2,445.981,420.843,536.521,552.552,616.844,606.811,683.865,642.851
orf19.3686,424.921,448.984,639.658,550.49,822.746,897.191,985.913,973.987
orf19.3687,32.2097,31.9789,53.1312,53.6058,32.7375,45.2043,47.5031,59.2355
