,WTCA14,CA14 ^GDT1,CA14 ^PMR1,CA14 ^GDT1^PMR1
CAWG_04285,41,72,38,38
CAWG_04286,87,104,116,103
CAWG_04289,4,2,2,3
CAWG_04293,28,20,5,14
CAWG_04296,17,13,11,6
CAWG_04299,46,59,84,90
CAWG_04301,549,703,273,377
CAWG_04305,803,377,1542,219
CAWG_04307,136,126,216,196
CAWG_04308,951,643,899,1144
CAWG_04313,36,41,25,46
CAWG_04315,1084,1378,1357,1071
CAWG_04317,433,256,402,752
CAWG_04318,1775,1758,1121,1345
CAWG_04319,432,435,424,470
CAWG_04322,220,209,160,200
CAWG_04324,863,1043,810,726
CAWG_04325,1126,1046,676,596
CAWG_04326,106,136,52,94
CAWG_04329,238,137,335,131
CAWG_04331,196,148,119,166
CAWG_04332,43,32,42,32
CAWG_04333,1327,911,874,1147
CAWG_04336,1624,1190,910,1027
CAWG_04338,162,164,113,120
CAWG_04339,59,94,121,90
CAWG_04340,3,3,1,13
CAWG_04341,30,34,64,30
CAWG_04342,98,87,45,109
CAWG_04343,23,61,35,30
CAWG_04348,89,70,74,83
CAWG_04349,0,0,0,0
CAWG_04351,305,219,339,259
CAWG_04355,73,66,76,71
CAWG_04357,2,9,8,10
CAWG_04358,808,817,1025,915
CAWG_04360,25174,12803,8193,12185
CAWG_04361,0,0,0,0
CAWG_04363,153,146,118,150
CAWG_04364,2850,1998,1416,1738
CAWG_04365,76,95,86,89
CAWG_04368,207,223,152,256
CAWG_04372,8,14,15,22
CAWG_04373,872,825,762,923
CAWG_04375,2220,2368,2189,2395
CAWG_04377,90,75,87,119
CAWG_04379,1,0,1,0
CAWG_04380,57,12,16,32
CAWG_04381,19,10,46,40
CAWG_04382,1851,638,653,1215
CAWG_04383,1117,1528,1384,1914
CAWG_04384,64,60,44,61
CAWG_04385,91,94,26,75
CAWG_04391,67,57,34,81
CAWG_04393,1100,1101,1298,1302
CAWG_04395,64,54,58,74
CAWG_04398,1373,999,531,1013
CAWG_04399,83,72,24,36
CAWG_04401,216,353,140,232
CAWG_04403,408,519,502,785
CAWG_04411,119,118,114,98
CAWG_04412,316,312,424,459
CAWG_04413,1549,1419,1126,1397
CAWG_04417,1105,1227,1244,964
CAWG_04419,487,486,561,549
CAWG_04421,2512,1741,1349,1403
CAWG_04422,3766,2603,2438,2614
CAWG_04424,235,129,171,151
CAWG_04427,152,102,83,83
CAWG_04429,128,179,113,126
CAWG_04431,187,6,242,292
CAWG_04432,247,240,591,393
CAWG_04435,1,0,0,0
CAWG_04437,902,340,190,440
CAWG_04444,1100,1030,685,827
CAWG_04445,0,2,0,1
CAWG_04446,0,0,0,0
CAWG_04447,0,0,0,2
CAWG_04450,550,582,451,427
CAWG_04451,752,756,350,471
CAWG_04452,843,816,934,927
CAWG_04453,6196,3360,3258,5683
CAWG_04456,8,10,9,12
CAWG_04462,234,154,103,103
CAWG_04465,3,10,22,16
CAWG_04466,1174,890,982,1031
CAWG_04469,268,449,127,164
CAWG_04475,187,137,89,170
CAWG_04477,61,60,80,102
CAWG_04479,121,156,69,49
CAWG_04485,88,108,69,45
CAWG_04489,511,302,207,328
CAWG_04491,67,48,42,69
CAWG_04493,10,2,8,2
CAWG_04500,92,95,76,67
CAWG_04501,0,0,0,0
CAWG_04502,291,203,159,175
CAWG_04504,1388,1971,2934,2733
CAWG_04510,157,244,136,139
CAWG_04512,1090,496,984,682
CAWG_04513,627,520,530,492
CAWG_04514,19,28,18,19
CAWG_04515,273,274,240,272
CAWG_04519,21,14,9,8
CAWG_04520,1824,2381,2212,2323
CAWG_04521,0,1,0,0
CAWG_04522,161,169,87,101
CAWG_04523,403,462,343,370
CAWG_04524,60,87,9,36
CAWG_04525,10,8,5,12
CAWG_04527,35,10,30,12
CAWG_04529,0,3,5,5
CAWG_04532,2377,2501,2512,1921
CAWG_04533,89,175,173,238
CAWG_04535,12,12,3,5
CAWG_04538,46,43,53,54
CAWG_04542,106,54,53,118
CAWG_04546,160,119,157,174
CAWG_04548,66,52,27,40
CAWG_04550,387,317,199,251
CAWG_04552,3,2,8,5
CAWG_04555,77,64,33,40
CAWG_04558,12,15,6,11
CAWG_04559,1,0,265,297
CAWG_04563,0,0,9,1
CAWG_04566,175,313,214,261
CAWG_04567,686,747,230,290
CAWG_04571,0,0,0,0
CAWG_04572,697,797,718,756
CAWG_04574,153,160,190,192
CAWG_04576,1696,1195,3034,2933
CAWG_04578,157,168,137,99
CAWG_04579,232,253,379,313
CAWG_04584,149,205,292,310
CAWG_04588,926,1183,1212,1081
CAWG_04589,1023,844,647,840
CAWG_04590,1175,1188,1573,1674
CAWG_04591,83,100,81,56
CAWG_04595,57,30,384,502
CAWG_04594,0,0,0,0
CAWG_04597,136,97,134,82
CAWG_04600,22,34,48,70
CAWG_04603,37,44,39,41
CAWG_04604,147,209,170,103
CAWG_04606,1547,1715,1693,1484
CAWG_04607,24,19,7,21
CAWG_04609,1364,914,1394,1776
CAWG_04611,136,138,127,210
CAWG_04615,173,173,119,136
CAWG_04621,3940,4311,5270,4089
CAWG_04623,1078,836,994,931
CAWG_04625,1,1,31,37
CAWG_04627,204,296,164,273
CAWG_04629,229,215,141,258
CAWG_04630,142,156,157,126
CAWG_04654,190,137,105,153
CAWG_04634,37,35,44,48
CAWG_04635,130,106,106,152
CAWG_04639,105,160,110,141
CAWG_04640,133,144,65,97
CAWG_04642,4,14,34,29
CAWG_04646,46,71,59,66
CAWG_04650,63,94,23,63
CAWG_04651,188,257,183,263
CAWG_04652,834,1198,1037,1174
CAWG_04653,608,519,602,689
CAWG_04655,125,145,128,122
CAWG_04657,154,138,57,61
CAWG_04659,120,123,148,143
CAWG_04660,162,138,76,124
CAWG_04661,100,101,42,127
CAWG_04664,63,83,49,74
CAWG_04666,175,230,66,77
CAWG_04670,422,229,544,1089
CAWG_04671,205,184,99,115
CAWG_04673,152,154,163,145
CAWG_04678,344,772,641,731
CAWG_04680,35,30,18,17
CAWG_04682,143,110,37,54
CAWG_04683,761,868,610,621
CAWG_04684,30,20,51,84
CAWG_04688,2233,1452,1615,2997
CAWG_04690,414,496,532,511
CAWG_04693,25,16,23,45
CAWG_04694,316,169,55,140
CAWG_04696,2785,3923,2090,2073
CAWG_04697,187,279,41,76
CAWG_04699,41,40,42,78
CAWG_04700,1244,1599,1401,1423
CAWG_04701,67,35,5,11
CAWG_04703,0,1,2,2
CAWG_04704,2180,1607,1886,2380
CAWG_04710,0,0,0,0
CAWG_04711,2482,1752,1658,2122
CAWG_04712,163,111,121,143
CAWG_04714,49,44,48,52
CAWG_04718,1,0,3,5
CAWG_04723,2122,131,137,304
CAWG_04725,4,2,2,1
CAWG_04728,1088,703,813,897
CAWG_04729,67,86,33,45
CAWG_04730,214,302,326,354
CAWG_04732,410,499,379,327
CAWG_04733,405,360,219,290
CAWG_04734,1004,1039,1255,1058
CAWG_04737,184,110,101,57
CAWG_04740,977,819,864,649
CAWG_04741,120,137,176,118
CAWG_04745,4,1,1,2
CAWG_04746,218,311,179,167
CAWG_04747,84,75,196,209
CAWG_04751,45,39,31,83
CAWG_04752,1061,1152,661,614
CAWG_04756,38,64,37,49
CAWG_04757,84,74,25,50
CAWG_04758,299,307,224,313
CAWG_04762,19604,13688,15558,16841
CAWG_04767,39,92,24,86
CAWG_04768,903,1207,1631,1540
CAWG_04769,19,31,20,36
CAWG_04770,247,315,103,182
CAWG_04771,313,375,451,518
CAWG_04772,0,15,11,0
CAWG_04775,113,72,31,53
CAWG_04777,1634,1552,395,600
CAWG_04783,1441,1407,1629,1499
CAWG_04784,3770,2880,800,1609
CAWG_04787,1,1,0,0
CAWG_04789,26,28,20,17
CAWG_04790,1080,1001,1169,785
CAWG_04791,113,138,87,98
CAWG_04792,10,17,6,13
CAWG_04793,0,0,0,0
CAWG_04795,0,3,0,0
CAWG_04796,0,0,0,0
CAWG_04798,2,6,41,18
CAWG_04799,94,240,321,257
CAWG_04804,72,152,35,60
CAWG_04806,53,60,72,98
CAWG_04812,0,9,6,10
CAWG_04814,306,416,353,346
CAWG_04819,1,0,0,0
CAWG_04820,280,296,346,434
CAWG_04821,62,65,76,72
CAWG_04822,199,185,63,111
CAWG_04824,5143,4239,5927,4077
CAWG_04829,301,269,271,271
CAWG_04831,127,106,90,94
CAWG_04835,301,390,619,458
CAWG_04836,578,560,713,519
CAWG_04838,143,98,143,121
CAWG_04843,78,105,42,73
CAWG_04844,177,205,154,182
CAWG_04846,1250,978,1163,1080
CAWG_04847,27350,26119,30377,32326
CAWG_04848,0,0,0,0
CAWG_04849,301,91,84,193
CAWG_04851,26,30,16,18
CAWG_04853,302,395,427,373
CAWG_04857,24,16,4,11
CAWG_04860,29,18,42,38
CAWG_04862,355,521,189,209
CAWG_04864,51,70,72,40
CAWG_04865,17,12,11,11
CAWG_04867,8,4,4,8
CAWG_04870,315,212,473,515
CAWG_04871,271760,234222,249678,255574
CAWG_04873,133,123,54,53
CAWG_04874,228,35,47,113
CAWG_04875,26,38,20,26
CAWG_04878,496,377,454,436
CAWG_04880,189,166,196,135
CAWG_04883,561,452,657,492
CAWG_04884,4,0,8,0
CAWG_04885,277,297,138,220
CAWG_04887,286,515,386,484
CAWG_04888,417,406,28,34
CAWG_04892,50,47,91,69
CAWG_04896,1186,1185,1243,966
CAWG_04897,841,955,901,716
CAWG_04900,1399,881,1067,749
CAWG_04901,214,277,253,341
CAWG_04904,951,994,936,806
CAWG_04906,264,266,421,554
CAWG_04908,71,63,51,42
CAWG_04912,5978,5425,5863,7142
CAWG_04915,32,41,22,29
CAWG_04916,17,25,22,20
CAWG_04402,15,33,53,46
CAWG_04404,1735,1538,1654,1999
CAWG_04405,1041,1237,1039,921
CAWG_04406,5453,3655,3435,1908
CAWG_04407,2036,1652,2590,3687
CAWG_04408,343,225,309,279
CAWG_04409,405,208,424,241
CAWG_04410,2023,1449,1557,1470
CAWG_04414,2056,2192,3425,5469
CAWG_04415,1795,1449,770,836
CAWG_04416,1023,1359,299,576
CAWG_04418,59,71,101,99
CAWG_04420,134,133,98,100
CAWG_04423,363,171,255,347
CAWG_04425,390,454,207,392
CAWG_04426,55,44,17,19
CAWG_04428,808,789,1255,968
CAWG_04430,312,253,141,150
CAWG_04433,1036,807,1594,1004
CAWG_04434,466,591,215,365
CAWG_04436,63,30,30,34
CAWG_04438,315,372,399,393
CAWG_04441,5,5,7,7
CAWG_04442,1240,741,641,920
CAWG_04443,535,719,361,415
CAWG_04448,0,1,0,0
CAWG_04449,55,33,43,30
CAWG_04454,1,0,8,4
CAWG_04455,53,56,30,42
CAWG_04457,141,111,55,158
CAWG_04458,351,362,279,324
CAWG_04459,527,407,391,907
CAWG_04460,2833,2374,2073,3424
CAWG_04461,755,643,184,339
CAWG_04463,85,106,23,50
CAWG_04464,172,93,119,194
CAWG_04468,1554,1497,1547,1652
CAWG_04470,178,168,159,244
CAWG_04471,86,110,44,41
CAWG_04472,1515,2060,1573,1118
CAWG_04473,3514,2312,2440,1852
CAWG_04474,0,1,1,0
CAWG_04476,597,575,811,1443
CAWG_04478,4,7,3,21
CAWG_04480,43,56,44,55
CAWG_04481,2670,1771,2345,2091
CAWG_04482,111,122,107,118
CAWG_04483,482,281,220,268
CAWG_04484,29,36,18,21
CAWG_04486,6770,6020,4512,3321
CAWG_04487,148,126,71,68
CAWG_04488,252,235,300,255
CAWG_04490,182,209,246,248
CAWG_04492,2,2,1,1
CAWG_04494,10,22,9,28
CAWG_04495,65,27,42,46
CAWG_04496,507,239,345,391
CAWG_04497,408,381,155,210
CAWG_04498,343,256,243,253
CAWG_04499,520,550,673,735
CAWG_04503,358,285,136,172
CAWG_04511,1135,937,1080,1225
CAWG_04516,131,156,48,68
CAWG_04517,414,357,599,401
CAWG_04518,30,37,44,25
CAWG_04526,27,39,21,31
CAWG_04528,479,590,620,606
CAWG_04530,1683,1440,1803,1545
CAWG_04534,36,67,71,96
CAWG_04536,402,551,338,345
CAWG_04537,310,328,139,223
CAWG_04539,2517,2015,1883,1445
CAWG_04540,308,364,92,122
CAWG_04541,807,463,530,1107
CAWG_04543,82,74,43,70
CAWG_04544,10,8,17,17
CAWG_04545,10541,6037,7224,11459
CAWG_04547,133,47,52,53
CAWG_04549,70,78,55,52
CAWG_04551,217,329,84,184
CAWG_04553,48,102,63,196
CAWG_04554,468,423,404,548
CAWG_04556,22,16,5,20
CAWG_04557,76,53,16,27
CAWG_04560,0,0,4,5
CAWG_04561,0,0,314,416
CAWG_04562,0,0,332,210
CAWG_04564,0,0,0,1
CAWG_04565,157,35,21,63
CAWG_04568,170,149,326,240
CAWG_04569,345,375,411,353
CAWG_04570,622,715,865,671
CAWG_04573,177,159,326,343
CAWG_04575,0,0,0,0
CAWG_04577,647,574,486,401
CAWG_04580,163,350,418,370
CAWG_04581,1016,600,768,878
CAWG_04582,241,365,337,407
CAWG_04583,137,150,119,124
CAWG_04585,1143,1963,2078,2315
CAWG_04586,147,111,36,40
CAWG_04587,268,278,345,314
CAWG_04592,194,124,54,47
CAWG_04593,13173,12440,6233,3814
CAWG_04608,189,282,202,220
CAWG_04596,306,241,269,240
CAWG_04598,383,273,357,244
CAWG_04599,383,436,352,354
CAWG_04601,1113,747,692,1286
CAWG_04602,563,461,383,340
CAWG_04605,75,87,149,88
CAWG_04610,123,77,81,107
CAWG_04612,586,708,1068,1459
CAWG_04613,45,55,175,155
CAWG_04614,211,208,280,273
CAWG_04616,223,362,293,343
CAWG_04617,37,77,53,74
CAWG_04618,24,38,12,11
CAWG_04619,2,5,2,3
CAWG_04620,79,60,28,54
CAWG_04622,486,496,445,549
CAWG_04624,11,9,36,47
CAWG_04626,36,31,16,19
CAWG_04628,954,914,2024,2434
CAWG_04631,314,239,211,392
CAWG_04632,601,497,858,766
CAWG_04636,15,5,15,14
CAWG_04637,326,231,175,188
CAWG_04638,252,355,202,214
CAWG_04641,111,77,43,56
CAWG_04643,142,192,42,68
CAWG_04644,250,406,111,136
CAWG_04645,1817,1796,1348,1724
CAWG_04647,631,606,383,377
CAWG_04649,130,107,60,114
CAWG_04656,386,336,313,355
CAWG_04658,364,393,334,414
CAWG_04662,479,142,142,396
CAWG_04663,0,3,0,2
CAWG_04665,229,281,187,213
CAWG_04667,348,448,227,594
CAWG_04668,14424,13980,12615,16043
CAWG_04669,0,0,0,0
CAWG_04672,151,212,41,60
CAWG_04674,2789,3103,2449,1845
CAWG_04675,2583,1778,1023,1481
CAWG_04676,4,4,1,0
CAWG_04677,9,6,12,8
CAWG_04679,21,43,5,19
CAWG_04681,135,232,54,102
CAWG_04686,0,3,8,12
CAWG_04687,188,166,89,145
CAWG_04689,82,81,170,211
CAWG_04691,63,60,22,32
CAWG_04692,75,96,51,68
CAWG_04695,842,1127,1405,1715
CAWG_04698,209,331,79,148
CAWG_04702,406,475,269,360
CAWG_04705,58,47,30,35
CAWG_04706,141,282,70,120
CAWG_04707,14,4,30,39
CAWG_04708,7,6,5,10
CAWG_04709,449,634,761,561
CAWG_04713,10,12,5,9
CAWG_04715,148,121,151,142
CAWG_04716,52,53,30,35
CAWG_04717,36,25,13,20
CAWG_04719,157,166,140,173
CAWG_04720,541,434,540,415
CAWG_04721,1645,852,1012,847
CAWG_04722,2072,2066,2128,1699
CAWG_04724,6352,1534,2084,1604
CAWG_04726,9,2,2,3
CAWG_04727,1666,1158,1512,2405
CAWG_04731,84,84,112,130
CAWG_04736,66,51,46,47
CAWG_04738,22,29,225,37
CAWG_04739,77,73,59,41
CAWG_04742,73,48,68,77
CAWG_04743,36,23,21,23
CAWG_04744,1,2,0,1
CAWG_04748,427,455,318,369
CAWG_04749,14,14,18,26
CAWG_04750,35,36,39,80
CAWG_04753,23,10,4,22
CAWG_04754,492,581,773,838
CAWG_04755,114,152,173,172
CAWG_04759,268,443,275,218
CAWG_04760,12,5,6,2
CAWG_04761,0,1,1,0
CAWG_04763,3,4,0,7
CAWG_04764,88,52,36,37
CAWG_04765,117,106,23,58
CAWG_04766,161,152,218,223
CAWG_04773,4,0,6,8
CAWG_04774,0,1,0,0
CAWG_04776,1,0,0,0
CAWG_04778,394,504,538,450
CAWG_04780,86,91,88,84
CAWG_04781,136,187,52,51
CAWG_04782,489,604,444,466
CAWG_04785,83,64,41,55
CAWG_04786,938,1584,437,1283
CAWG_04788,22,41,21,23
CAWG_04794,0,0,0,0
CAWG_04797,0,0,0,0
CAWG_04800,11137,9118,10001,9193
CAWG_04801,895,734,391,339
CAWG_04802,453,399,282,427
CAWG_04803,3354,3625,2041,2146
CAWG_04805,721,587,1184,1026
CAWG_04807,1555,2139,1387,1344
CAWG_04809,24,31,7,27
CAWG_04810,3,1,2,4
CAWG_04811,0,3,4,2
CAWG_04813,144,314,94,109
CAWG_04815,1,0,1,0
CAWG_04816,179,490,179,314
CAWG_04817,5946,7436,7712,5841
CAWG_04823,19,24,13,13
CAWG_04825,889,383,416,494
CAWG_04826,21,19,13,17
CAWG_04827,841,439,814,1653
CAWG_04828,865,849,828,821
CAWG_04830,143,112,101,112
CAWG_04832,642,815,463,596
CAWG_04833,143,82,96,78
CAWG_04834,262,299,392,388
CAWG_04837,1024,815,993,1157
CAWG_04839,158,102,102,84
CAWG_04840,3279,2562,3799,3571
CAWG_04841,136,108,180,137
CAWG_04842,738,395,254,263
CAWG_04845,89,72,70,80
CAWG_04850,26,25,7,15
CAWG_04852,5,13,25,4
CAWG_04854,497,409,334,356
CAWG_04855,27,17,13,14
CAWG_04856,173,133,206,205
CAWG_04858,735,915,1011,709
CAWG_04859,59,53,53,32
CAWG_04861,425,441,469,468
CAWG_04863,19,30,12,22
CAWG_04866,407,352,378,437
CAWG_04868,377,463,818,1014
CAWG_04869,209,200,194,187
CAWG_04872,4,3,5,0
CAWG_04876,126,175,64,106
CAWG_04877,425,465,164,222
CAWG_04879,131,143,159,147
CAWG_04881,76,63,43,43
CAWG_04882,282,298,336,301
CAWG_04886,395,590,402,467
CAWG_04889,4083,2651,2415,3055
CAWG_04890,5,3,9,13
CAWG_04891,252,173,133,110
CAWG_04893,252,198,229,262
CAWG_04894,111,51,47,63
CAWG_04895,227,192,137,129
CAWG_04898,2193,1753,1479,2503
CAWG_04899,167,243,297,264
CAWG_04902,629,1073,847,696
CAWG_04903,350,303,449,337
CAWG_04905,5652,5997,6216,6491
CAWG_04907,3247,1258,1843,2700
CAWG_04909,6458,4620,6348,5990
CAWG_04914,0,0,0,0
CAWG_04917,33,17,12,22
CAWG_04919,1,1,1,3
CAWG_04920,151,56,94,240
CAWG_04922,200,127,145,86
CAWG_04926,1223,581,990,1076
CAWG_04927,993,635,685,734
CAWG_04928,1155,426,524,426
CAWG_04930,1896,1339,1523,1378
CAWG_04933,4011,2997,3163,2902
CAWG_04936,65,72,114,92
CAWG_04939,681,836,380,371
CAWG_04967,2930,1581,1241,816
CAWG_04943,630,527,508,530
CAWG_04944,587,383,329,368
CAWG_04947,7,6,0,5
CAWG_04953,75,42,45,35
CAWG_04957,2423,1707,1216,1110
CAWG_04958,430,301,378,437
CAWG_04959,50,39,27,45
CAWG_04961,148,111,41,57
CAWG_04962,134,109,41,71
CAWG_04963,329,119,54,57
CAWG_04965,454,385,412,526
CAWG_04966,6461,3316,3160,2299
CAWG_04968,26,79,12,48
CAWG_04972,4,9,13,9
CAWG_04975,3481,2755,2837,2880
CAWG_04977,77,97,130,159
CAWG_04979,194,104,59,61
CAWG_04980,1925,1304,647,651
CAWG_04983,82,53,34,44
CAWG_04985,656,351,282,322
CAWG_04987,0,3,0,3
CAWG_04988,39,15,3,17
CAWG_04989,893,601,551,500
CAWG_04991,525,414,409,403
CAWG_04993,1733,931,1380,997
CAWG_04994,56,31,13,22
CAWG_04995,446,397,402,258
CAWG_04996,441,611,416,404
CAWG_04997,13258,6600,4255,4399
CAWG_04998,627,439,485,402
CAWG_05000,280,113,26,63
CAWG_05004,410,394,451,464
CAWG_05005,514,407,161,254
CAWG_05008,1731,906,1094,722
CAWG_05010,0,0,0,0
CAWG_05011,343,298,195,131
CAWG_05015,55,39,38,48
CAWG_05017,126,87,88,106
CAWG_05018,460,393,330,329
CAWG_05019,0,0,0,0
CAWG_05020,15,12,14,10
CAWG_05021,37,23,64,50
CAWG_05025,446,239,203,205
CAWG_05027,819,686,989,811
CAWG_05029,518,369,109,163
CAWG_05030,479,314,193,249
CAWG_05164,1724,1073,750,652
CAWG_05034,83,66,56,74
CAWG_05035,421,308,182,183
CAWG_05036,15199,7641,7754,7604
CAWG_05037,526,488,251,265
CAWG_05040,480,384,89,149
CAWG_05043,1495,861,908,1000
CAWG_05049,82,43,28,29
CAWG_05051,0,0,3,0
CAWG_05052,7264,3521,3634,3020
CAWG_05053,103,87,67,61
CAWG_05054,4757,4589,3996,4562
CAWG_05055,104,106,116,84
CAWG_05056,336,255,230,307
CAWG_05058,73,21,23,22
CAWG_05061,857,552,479,916
CAWG_05062,0,3,0,5
CAWG_05064,235,373,364,289
CAWG_05065,188,182,73,84
CAWG_05068,9872,7884,8162,7176
CAWG_05069,265,155,87,108
CAWG_05071,13,14,8,17
CAWG_05072,262,104,39,68
CAWG_05075,299,162,201,170
CAWG_05078,0,0,0,0
CAWG_05079,209,147,110,96
CAWG_05081,125,89,76,74
CAWG_05082,1508,1746,789,946
CAWG_05083,605,301,495,438
CAWG_05086,64,47,28,18
CAWG_05088,2074,1716,535,744
CAWG_05091,155,95,77,72
CAWG_05094,222,190,262,257
CAWG_05096,1277,930,780,636
CAWG_05097,145,164,130,107
CAWG_05098,58,43,56,52
CAWG_05099,221,117,148,156
CAWG_05101,875,655,958,828
CAWG_05102,54,56,84,53
CAWG_05103,290,194,306,209
CAWG_05104,468,440,515,531
CAWG_05105,312,303,100,136
CAWG_05106,0,5,9,5
CAWG_05107,562,474,122,147
CAWG_05109,600,482,340,414
CAWG_05111,296,245,264,229
CAWG_05114,78,64,89,56
CAWG_05115,209,137,167,90
CAWG_05117,0,0,0,0
CAWG_05118,438,300,131,165
CAWG_05119,74,157,54,85
CAWG_05122,200,153,48,82
CAWG_05124,41,36,12,14
CAWG_05129,312,170,78,107
CAWG_05131,0,0,0,0
CAWG_05135,69,84,34,55
CAWG_05137,14,12,7,13
CAWG_05138,102,34,21,63
CAWG_05140,160,96,68,100
CAWG_05141,1837,1447,1107,1690
CAWG_05143,6183,3082,3818,6612
CAWG_05147,40,79,40,51
CAWG_05148,837,644,608,886
CAWG_05150,98,75,70,80
CAWG_05152,74,38,24,40
CAWG_05154,14,3,4,10
CAWG_05158,120,62,81,124
CAWG_05159,2320,921,1568,2879
CAWG_05166,5802,808,1280,3745
CAWG_05169,269,159,95,188
CAWG_05170,3016,1248,1307,2261
CAWG_05172,622,567,532,585
CAWG_05174,630,451,368,360
CAWG_05178,515,320,336,417
CAWG_05179,426,112,102,107
CAWG_05181,421,308,271,415
CAWG_05182,135,57,58,65
CAWG_05184,1207,532,597,601
CAWG_05186,112,45,101,77
CAWG_05188,297,191,229,197
CAWG_05189,1158,146,148,374
CAWG_05192,121,89,95,142
CAWG_05193,1128,1348,830,764
CAWG_05195,6626,4307,4547,3733
CAWG_05196,1671,1082,999,1193
CAWG_05199,13,24,8,15
CAWG_05201,3,0,3,2
CAWG_05202,2885,2666,1187,1434
CAWG_05209,73,77,42,55
CAWG_05211,589,444,127,191
CAWG_05214,67,70,74,95
CAWG_05218,126,119,282,442
CAWG_05219,154,392,74,143
CAWG_05220,4,3,4,11
CAWG_05221,3126,2964,3469,3676
CAWG_05222,1753,1016,711,733
CAWG_05223,693,568,425,379
CAWG_05226,170,132,105,95
CAWG_05231,364,187,153,228
CAWG_05237,352,264,304,489
CAWG_05239,935,597,245,312
CAWG_05242,589,516,388,364
CAWG_05243,963,487,314,364
CAWG_05247,103,100,69,75
CAWG_05249,8,6,6,9
CAWG_05252,5,1,1,1
CAWG_05253,182,238,109,94
CAWG_05254,37,16,6,53
CAWG_05256,97,50,30,49
CAWG_05259,10,6,6,6
CAWG_05261,1991,1575,1268,1147
CAWG_05264,417,222,51,156
CAWG_05265,38,30,23,40
CAWG_05266,534,534,465,329
CAWG_05268,1173,790,319,584
CAWG_05269,245,132,69,60
CAWG_05272,8095,5831,6405,7481
CAWG_05276,2086,1496,1374,1443
CAWG_05278,66,9,16,12
CAWG_05279,1699,874,915,743
CAWG_05280,5445,4499,198,230
CAWG_05282,143,94,65,65
CAWG_05284,223932,139418,114734,109384
CAWG_05287,7353,3673,2767,2935
CAWG_05289,191,240,194,150
CAWG_05292,3946,1736,2471,3737
CAWG_05294,161,93,91,69
CAWG_05297,0,0,0,0
CAWG_05298,656,315,405,547
CAWG_05301,1512,1035,1225,1300
CAWG_05305,38,18,15,18
CAWG_05307,213,136,132,179
CAWG_05308,212,133,114,149
CAWG_05310,3791,2694,1034,1391
CAWG_05312,8067,6273,3490,5399
CAWG_05313,0,0,0,0
CAWG_05315,225,154,105,123
CAWG_05317,2038,1309,1462,1405
CAWG_05318,75,48,21,36
CAWG_05320,2295,820,729,916
CAWG_05324,712,271,235,318
CAWG_05325,24816,6828,6478,6953
CAWG_05326,259,169,102,107
CAWG_05328,3612,2004,2544,2766
CAWG_05334,651,407,336,251
CAWG_05337,1381,670,747,911
CAWG_05339,816,862,1003,874
CAWG_05343,164,136,102,135
CAWG_05344,5262,4050,4105,3200
CAWG_05346,3263,1772,3189,4486
CAWG_05349,783,720,937,913
CAWG_04918,6080,3883,4707,4782
CAWG_04921,787,389,390,418
CAWG_04923,5620,3463,4717,4539
CAWG_04929,7602,4116,5021,5663
CAWG_04932,192,195,378,222
CAWG_04935,175,110,96,131
CAWG_04937,73,43,46,34
CAWG_04938,4252,2852,3013,3870
CAWG_04940,96,110,40,43
CAWG_04941,6500,4545,2191,2238
CAWG_04942,219,235,206,242
CAWG_04945,421,307,268,402
CAWG_04946,68,18,16,23
CAWG_04948,348,240,192,181
CAWG_04949,138,106,22,48
CAWG_04950,276,241,102,193
CAWG_04951,1005,705,562,549
CAWG_04952,1984,1586,1003,1140
CAWG_04954,1893,909,891,1017
CAWG_04955,0,0,0,0
CAWG_04956,14,16,19,19
CAWG_04960,166,220,41,70
CAWG_04964,0,0,0,0
CAWG_04969,1443,1090,1388,1442
CAWG_04970,3810,2092,1545,1972
CAWG_04971,1315,773,567,526
CAWG_04973,438,299,248,255
CAWG_04974,113,102,67,54
CAWG_04976,194,199,206,220
CAWG_04978,2957,1959,2422,2320
CAWG_04981,1332,446,506,450
CAWG_04982,1006,881,892,940
CAWG_04984,1462,861,674,721
CAWG_04986,187,102,122,57
CAWG_04990,968,913,914,910
CAWG_04992,68,164,45,73
CAWG_04999,7,0,5,8
CAWG_05001,2417,1215,1327,1384
CAWG_05002,1307,920,397,276
CAWG_05006,415,98,109,124
CAWG_05007,134,81,156,100
CAWG_05009,386,310,346,230
CAWG_05012,73,85,70,88
CAWG_05013,0,0,0,0
CAWG_05014,541,552,625,422
CAWG_05016,2029,1051,844,1010
CAWG_05022,1116,402,482,542
CAWG_05023,323,280,249,338
CAWG_05024,1034,752,516,538
CAWG_05026,166,54,63,45
CAWG_05028,117,91,55,82
CAWG_05031,390,87,125,152
CAWG_05032,874,487,514,456
CAWG_05033,4512,3281,851,1264
CAWG_05038,5513,4508,2832,2694
CAWG_05039,824,659,739,590
CAWG_05041,434,386,132,215
CAWG_05042,10,7,8,4
CAWG_05044,1205,941,1913,1623
CAWG_05046,18,17,26,22
CAWG_05047,2477,1651,1051,777
CAWG_05048,58,58,25,21
CAWG_05050,1758,784,645,533
CAWG_05057,261,144,45,53
CAWG_05059,146,109,78,110
CAWG_05060,0,0,0,3
CAWG_05063,7,3,3,3
CAWG_05066,83,18,27,25
CAWG_05067,147,160,105,96
CAWG_05070,77,72,46,104
CAWG_05073,340,432,213,260
CAWG_05074,495,530,646,413
